molecula|SddssS|NaaNH|n9FaHRing|SaaNH|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|WNSA3|DPSA5|PNSA4|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
12au_a36|-3.3109381210000004|1|0|3.422314661|2|2|0.2992539489999999|0.0|0.074839187|-0.009897048|5.351858133|-0.351827031|0.044036281|0.075815782|-0.613616984|-0.006862238|-0.023640632|10.31810353|1|1|-0.15024383|-0.261631709|-0.515924985|1|0.8183043390000001|-0.058671909|0.877827228|0.698996981|-0.090166553|-0.110305773|0.284342092|-64.86748076|15.51748637|102.3999102|216.5471227|-0.038036474|-57.09017539|26.04051569|-46.66686194|95.91776213|-27.36414058|-1587.1201529999998|2384.109036|-19.68626738|0.97188557|7239.100414|38.21494522|0.023021031|2216.466823|0.0|0.0|0.0|1.0|0.0|3.0|5.0|0.17|17.0|1.28|2.15|1.0|0.0|142.02|7.0|6.0|-8.03|0.0|0.0|0.0|1.18|-3.72|0.0001889999999999|0.0897|1.64|0.0|0.0|1.36e-07|6.24|3.7105|-1876.207937|-1876.156196|752.27|1283.4|809.0|241.65|618.65|0.58518|0.0158|6.1367|-0.2087099999999999|0.05174058|7.3279|7.3279
11g_a5|0.0|1|0|2.9590700880000003|0|0|1.388236041|1.984996534|-0.204002571|-0.004593347|5.209486153|0.009272269|0.020943152|-0.083337229|-0.252634073|0.00599982|-0.137618073|10.94877951|2|2|-0.137739838|-0.233590516|-0.267507083|2|0.777565622|-0.01453517|0.8737292720000001|0.837943738|-0.067247149|-0.076326887|0.396049407|-44.19305139|15.25675|68.77977167|106.4990972|-0.025442296|-32.96383785|0.0|-29.04250676|71.21847290000001|-16.72000506|-852.7202582999998|935.4227938|-10.98794595|0.944734523|5817.569415|30.75897687|0.03204398|1568.70782|1.0|1.0|1.0|1.0|1.0|1.0|3.17|0.08|28.0|4.17|4.48|1.0|0.0|118.35|7.0|5.0|-6.84|0.0|0.0|0.0|2.96|-4.31|4.88e-05|0.0199|2.75|0.0|0.0|9.229999999999999e-10|2.3|4.2083|-1330.189793|-1330.144218|693.48|1180.25|0.4609|274.87|542.13|0.56924|0.2403|3.2282|-0.2146199999999999|0.04557484|7.5229|7.5229
8j_a46|0.0|0|0|0.0|1|1|1.160371125|2.1279894180000003|-0.13040237|-0.0017688329999999|5.533389489|-0.008523199|0.043903904|-0.129276363|-0.081366324|0.011852046|-0.174853546|10.96391738|1|1|-0.084266433|-0.133413527|-0.229679821|2|0.645146311|-0.074207717|0.837678812|0.934648421|-0.054707287|-0.068971544|0.308052557|-29.38737046|4.658562801|7.723448142|35.10521457|-0.02566383|-19.90219786|64.83187221|-15.7861518|41.80044861|-13.78596018|-592.7962878|1888.679875|-7.405468973|0.747636856|4759.107832|16.76894569|0.008843828|721.0646647000001|1.0|0.0|1.0|1.0|1.0|0.0|3.23|0.32|17.0|4.71|4.55|1.0|1.0|96.94|2.0|3.0|-5.55|0.0|1.0|1.0|3.82|-4.83|1.47e-05|0.00497|3.97|0.0|0.0|5.46e-08|3.78|4.4107|-1414.53151|-1414.50743|576.48|978.4|0.1728|249.79|493.89|0.50703|0.1427|5.2361|-0.22599|0.02408052|5.9108|5.9108
13i_a6|0.0|1|0|3.399318783|1|1|1.430639411|0.0|0.0359494989999999|-0.0149593219999999|5.351858133|-0.154502515|0.042560386|0.035242754|-0.852681372|-0.011017781|0.034304189|10.95129557|1|1|-0.045418125|-0.073507141|-0.560601136|1|0.8744720490000001|-0.054229558|0.8287956870000001|0.624046118|-0.120457274|-0.129526268|0.221116773|-80.75190740000001|20.90143854|181.1128483|252.0312146|-0.046433945|-58.20996912|116.5456632|-54.13430283|100.2320567|-31.12829557|-1649.799665|2880.134143|-20.86772478|0.753497905|6306.951561999999|39.72483975|0.019989461|2105.416507|1.0|1.0|1.0|1.0|1.0|3.0|3.59|0.12|23.0|4.16|3.54|1.0|0.0|120.17|6.0|5.0|-6.81|0.0|0.0|1.0|2.91|-4.48|3.28e-05|14.0|2.95|0.0|0.0|3.18e-09|4.94|3.5614|-1426.549926|-1426.518007|703.43|1196.21|0.2903|338.12|553.67|0.7004600000000001|19.0|7.8342|-0.19454|0.03191957|7.6778|7.6778
3_a20 (SB-525334)|0.0|1|0|3.502142227|0|0|1.183765089|0.0|-0.048050965|-0.005492814|4.727387819|-0.053897691|0.0526353279999999|0.001821898|-0.274640708|0.001924142|-0.175513234|10.95053359|1|1|-0.169090412|-0.277724429|-0.500412918|2|0.818922083|-0.17447922|0.76423988|0.8756647679999999|-0.061128029|-0.0917096759999999|0.246005838|-34.52869143|6.965173618|43.70154849|70.23182172|-0.029269046|-29.26136697|0.0|-19.50382741|58.45718743|-16.53287135|-777.0449536|1782.992456|-9.33873414|0.8429740729999999|4905.195832|21.06338405|0.0117802769999999|989.9790502999998|1.0|1.0|1.0|1.0|1.0|1.0|3.37|0.24|21.0|5.2|4.69|1.0|0.0|104.59|3.0|4.0|-5.74|0.0|1.0|1.0|3.63|-4.73|1.88e-05|0.00647|3.74|0.0|0.0|4.07e-09|3.9|3.1728|-1086.585811|-1086.56485|605.71|1030.31|367.0|248.86|498.74|0.49443|0.1171|3.7291|-0.20131|0.02096048|6.7905|6.7905
24_a20|0.0|0|0|0.0|0|0|1.40648755|1.959359883|-0.217098257|-0.001547029|4.727387819|0.029711934|0.03625|0.087887688|-0.083539572|0.009265667|-0.060940703|10.93106245|1|1|-0.036258691|-0.060582944|-0.188335708|2|0.616352201|-0.07179846|0.802353442|0.952027295|-0.061437722|-0.067869875|0.531656762|-38.76683848|8.085691548|12.83518119|30.27049276|-0.02714795|-27.02262995|406.1522673|-24.46164548|51.30386873|-17.13019562|-856.5097809|1961.887639|-10.80905198|0.844319927|6109.1040920000005|22.21722343|0.013436544|1110.861171|1.0|1.0|1.0|1.0|1.0|0.0|3.4|0.08|27.0|4.76|4.78|2.0|0.0|119.42|4.0|5.0|-6.26|0.0|0.0|1.0|3.63|-4.93|1.17e-05|0.00469|3.52|0.0|0.0|4.82e-10|3.74|3.5876|-1291.896802|-1291.867578|685.66|1169.35|0.2495|232.2|551.25|0.46668|0.0108|3.6107|-0.22435|0.02922392|6.4976|6.4976
3k_a32|0.0|1|1|3.644417045|0|1|0.609420759|0.0|-0.001009768|-0.005745086|5.973809612|-0.001250803|0.0381981979999999|-0.047167919|-0.270019022|0.001221534|-0.0902541999999999|10.31100271|3|3|-0.050938823|-0.090775221|-0.5265375529999999|0|0.816196288|-0.129124455|0.8306695270000001|0.8777482409999999|-0.0711378679999999|-0.090839907|0.31016741|-40.10830541|6.970844822|80.0971996|68.92687468|-0.029575784|-28.87643819|0.0|-22.61349991|58.16707081|-16.67514938|-717.0314235000001|1970.06814|-9.40163104|0.89626209|5259.698672|21.36272325|0.012327787|918.5970998|1.0|1.0|1.0|1.0|1.0|1.0|3.47|0.32|19.0|7.12|5.78|2.0|0.0|105.36|3.0|3.0|-5.01|0.0|0.0|1.0|4.75|-5.61|2.47e-06|0.000904|4.97|0.0|0.0|5.86e-08|3.81|3.5363|-1750.164914|-1750.1383649999998|611.65|1022.89|0.3082|350.6|452.36|0.70268|0.3082|3.2233|-0.19988|0.02654958|8.0605|8.0605
5b_a50|0.0|0|1|0.0|1|1|1.397278957|4.190114953|-0.253064589|-0.00141071|5.82008293|-0.003549558|0.034845679|-0.052494624|-0.062071259|0.012641727|-0.137595558|10.9325725|2|2|-0.1052449509999999|-0.175158017|-0.140506919|1|0.693611382|-0.1866330389999999|0.855527513|0.958606481|-0.041157676|-0.061164973|0.271653991|-20.90908698|6.200250541|6.656963127999999|21.02890062|-0.02140774|-15.78596849|60.5565203|-10.62231784|42.76068675|-10.87564575|-435.0258302|1452.442728|-5.525088972000001|0.8058479690000001|4577.809819|18.47246431|0.023005632|738.8985723999999|1.0|1.0|0.0|1.0|1.0|0.0|3.37|0.1|20.0|3.15|4.02|0.0|0.0|96.89|2.0|2.0|-6.03|0.0|1.0|1.0|3.11|-4.19|6.47e-05|0.0202|3.06|0.0|0.0|1.37e-06|2.81|4.0222|-990.6114185|-990.5849031|547.35|922.49|0.2749|220.09|411.9|0.4270899999999999|0.1094|4.4181|-0.19252|0.02651535|4.9126|4.9126
28_a20|0.0|0|0|0.0|0|0|1.417203216|1.837209467|-0.013841559|-0.006492092|4.727387819|-0.114439513|0.0396875|0.091462964|-0.363557127|0.002234763|0.0313932529999999|10.94963925|1|1|-0.016955137|-0.028782305|-0.447096101|3|0.715067047|-0.06654421|0.812553182|0.7817507370000001|-0.086299346|-0.091179288|0.3962228229999999|-57.59898971|9.799649234|318.7453661|145.66665480000003|-0.035068957|-40.6172876|88.39175809|-38.44343857|71.98460956|-23.40616218|-1217.120433|2449.815677|-15.62203369|0.8826648009999999|6348.941881000001|30.25452396|0.016673728|1573.2352460000002|0.0|1.0|1.0|1.0|1.0|1.0|3.45|0.08|27.0|3.93|4.01|1.0|0.0|122.8|5.0|5.0|-6.96|0.0|0.0|1.0|3.04|-4.43|3.72e-05|0.0156|2.68|0.0|0.0|1.57e-09|4.64|3.5798|-1368.363151|-1368.32781|704.42|1198.32|0.2354|258.81|531.85|0.50352|0.0153|3.5284|-0.21814|0.03534166|6.5935|6.5935
IN1166_a11|0.0|1|0|3.433539068|0|0|1.429020445|0.0|-0.089778965|-0.006882528|4.727387819|-0.008507023|0.044021739|0.018376555|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|1|1|-0.126749697|-0.223618825|-0.462344944|2|0.841211811|-0.067328767|0.827254552|0.863273559|-0.073965061|-0.0896538619999999|0.551933595|-51.07061499|13.82641888|112.0066065|94.40543077|-0.031642539|-42.74230509|20.83871871|-35.26269962|76.76995134|-21.84820685|-1114.258549|2953.475057|-15.08551944|0.8639230290000001|6310.825439|31.46783535|0.021531291|1604.859603|1.0|1.0|1.0|1.0|1.0|2.0|3.51|0.08|27.0|5.01|4.53|1.0|0.0|123.82|5.0|5.0|-6.52|0.0|0.0|1.0|3.31|-4.78|1.65e-05|0.00688|3.27|0.0|0.0|6.59e-11|3.36|3.2827|-1347.298558|-1347.256659|704.48|1198.36|0.3425|248.68|554.63|0.4358399999999999|0.1239|3365.0|-0.21098|0.04189898|7.9318|7.9318
12n_a36|-3.404662145|1|0|3.400581499|2|2|0.299253841|0.0|0.039596635|-0.0099988159999999|5.351858133|-0.350034917|0.0438779959999999|0.027627601|-0.619926573|-0.006862238|-0.035989956|10.31810354|1|1|-0.15024383|-0.261631709|-0.5181211520000001|1|0.8183043390000001|-0.000421339|0.869718963|0.720111143|-0.089275906|-0.115872034|0.239018516|-60.42525197|14.28426215|67.52548352|189.4391835|-0.039955874|-53.08197085|26.74179417|-40.89805687|92.79755725|-27.04362074|-1568.530003|3465.537153|-18.30412788|0.833176363|7657.057548000001|36.45914091|0.021232665|2114.630173|0.0|0.0|0.0|1.0|0.0|3.0|5.03|0.17|17.0|1.28|2.15|1.0|0.0|142.02|7.0|6.0|-8.03|0.0|0.0|0.0|1.18|-3.72|0.0001889999999999|0.0897|1.64|0.0|0.0|1.36e-07|6.24|3.6382|-1876.201464|-1876.168847|714.14|1256.83|0.3921|231.43|566.87|0.32172|0.0155|10.8395|-0.19984|0.03261661|7.8239|7.8239
15a_a10|0.0|0|0|0.0|1|1|1.34383719|2.141907675|-0.214195114|-0.00244937|5.4161004020000005|0.022297552|0.033912037|-0.125297206|-0.144512841|0.011418154|-0.060539141|10.92966696|1|1|-0.179723568|-0.285973309|-0.188634555|2|0.7408341359999999|-0.1074837719999999|0.820233357|0.915137224|-0.0458501609999999|-0.076864276|0.754451037|-29.50952422|10.10411407|42.41151044|54.61835033|-0.025155581|-31.83957238|122.7715002|-18.99256188|60.98047923|-16.19032994|-890.4681466|2413.560937|-10.42022369|0.68815941|5929.563906|23.93343877|0.017883602|1316.339132|0.0|1.0|1.0|1.0|1.0|0.0|3.5|0.29|21.0|3.95|4.05|1.0|0.0|118.92|6.0|5.0|-6.52|0.0|1.0|1.0|3.33|-4.4|3.94e-05|0.0157|3.12|0.0|0.0|1.63e-08|2.4|3.7639|-1278.452284|-1278.4225210000002|687.57|1179.28|0.3558|215.08|563.27|0.47484|0.1583|4.7512|-0.20335|0.02976259|7.6198|7.6198
5a_a50|0.0|0|1|0.0|1|1|1.3972442980000002|4.202707546|-0.203248487|-0.00148647|5.82008293|-0.017108794|0.038040936|0.017227585|-0.06986407|0.012640587|-0.256097122|10.93256969|2|2|-0.102607753|-0.168135655|-0.161169418|1|0.699970832|-0.203436041|0.847812674|0.969892876|-0.038932964|-0.065209836|0.2814514|-20.77548565|5.435098605|6.819160781|16.06582337|-0.022747617|-18.56865899|60.04351409|-11.08625592|44.17662122|-12.13862875|-521.9610361|1605.985157|-6.477439183|0.8275167520000001|4770.917486|18.24602704|0.017576522|784.5791628|1.0|0.0|1.0|1.0|1.0|0.0|3.5|0.14|20.0|3.66|4.33|0.0|0.0|101.86|2.0|2.0|-5.83|0.0|1.0|1.0|3.47|-4.5|3.14e-05|0.0102|3.46|0.0|0.0|5.7e-07|3.39|4.0159|-1029.930364|-1029.905844|582.98|976.41|0.2735|220.82|455.34|0.39948|0.1156|3.9843|-0.19146|0.02452028|5.3872|5.3872
9s_a24|0.0|1|0|2.9568988810000003|1|1|1.4275963180000002|0.0|-0.222173285|-0.003599664|4.59511985|-0.00570386|0.023585859|-0.050919714|-0.190782186|0.006748865|-0.060407836|10.96129902|1|1|-0.204128966|-0.359715589|-0.248704391|3|0.799076569|0.0256742079999999|0.8327425070000001|0.8833498320000001|-0.049825449|-0.063587778|0.483170382|-30.93968263|10.42725806|33.24649431|72.43525688|-0.019465646|-24.51900941|0.695462853|-19.21235005|61.19761205|-12.08741583|-592.2833757999999|969.5210193|-7.505819207999999|0.889829339|5767.9102490000005|27.15292246|0.03496522|1330.4932|0.0|1.0|1.0|1.0|1.0|1.0|3.43|0.04|29.0|3.15|4.29|1.0|0.0|115.67|4.0|4.0|-7.2|0.0|0.0|0.0|2.63|-4.06|8.71e-05|0.0343|2.11|0.0|0.0|7.73e-09|1.82|2.6707|-1271.031372|-1270.994965|654.28|1121.42|0.5112|403.51|521.4|0.69475|0.0839|4.6141|-0.14462|0.03640642|7.4949|7.4949
3h_a32|0.0|1|1|3.579396967|0|0|0.609420752|0.0|0.01077056|-0.005281944|5.733341277|-0.008243901|0.037731481|0.014517903|-0.269379119|0.002101838|-0.003152613|10.31100268|3|3|-0.071193103|-0.122769653|-0.531669815|0|0.84279263|-0.2|0.834881529|0.87880263|-0.07183387|-0.0882883959999999|0.30907784|-44.97387528|6.98327435|76.38838542|75.87946135|-0.027590124|-34.60714056|0.0|-28.15732254|62.63332945|-17.27367301|-829.1363044|2911.160989|-10.81473143|0.692036677|5187.525619|22.33200639|0.011751781|1071.936307|1.0|1.0|1.0|1.0|1.0|1.0|3.65|0.35|19.0|8.11|6.24|2.0|0.0|112.28|7.0|3.0|-4.29|1.0|0.0|1.0|5.4|-6.15|7.140000000000001e-07|0.000273|6.12|0.0|0.0|3.37e-09|4.61|3.5552|-1790.6908030000002|-1790.663897|676.22|1127.45|0.2926|348.74|578.86|0.70257|0.2926|3.5952|-0.20059|0.02690554|8.1549|8.1549
13e_a6|0.0|1|0|3.433539068|0|0|1.429020445|0.0|-0.089778965|-0.006882528|4.727387819|-0.008507023|0.044021739|0.018376555|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|1|1|-0.126749697|-0.223618825|-0.462344944|2|0.841211811|-0.067328767|0.827254552|0.861676601|-0.074242826|-0.093298845|0.175643236|-49.62570093|12.28502792|66.59852278|92.4587065|-0.032929004|-41.68507499|0.0|-33.17101912|75.42629799|-22.01054293|-1122.537689|3457.565879|-14.71237941|0.799234143|6147.8097210000005|30.46313253|0.019543118|1553.619759|1.0|1.0|1.0|1.0|1.0|2.0|3.51|0.08|27.0|5.01|4.53|1.0|0.0|123.82|5.0|5.0|-6.52|0.0|0.0|1.0|3.31|-4.78|1.65e-05|0.00688|3.27|0.0|0.0|6.59e-11|3.36|3.2475|-1347.297639|-1347.25954|713.3|1202.5|0.8312|207.04|567.24|0.38609|0.0104|10.1884|-0.20804|0.03809808|7.9208|7.9208
14_a1|0.0|1|0|3.3674017380000003|1|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|0.035620155|0.1008839219999999|-0.766207981|-0.011639964|-0.029658865|10.94959842|1|1|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|-0.083341531|0.805877431|0.593170871|-0.12658238|-0.122581374|0.206941175|-74.96297518|19.5711254|161.1772893|240.9270705|-0.046308519|-42.99041175|104.2594419|-44.39360096|87.02320758|-27.42423067|-1234.09038|1876.042189|-16.24082222|0.905399978|5748.712211|36.40268318|0.0243658979999999|1638.120743|1.0|1.0|1.0|1.0|1.0|2.0|3.25|0.05|23.0|4.04|3.63|1.0|0.0|106.85|4.0|5.0|-6.73|0.0|0.0|1.0|2.85|-4.25|5.660000000000001e-05|0.0218|2.7|0.0|0.0|2.03e-08|4.57|3.3061|-1292.588129|-1292.55322|621.08|1049.56|0.4442|323.35|464.08|0.6572600000000001|0.3497|4.1207|-0.19322|0.03490867|7.0269|7.0269
14g_a23|0.0|0|1|0.0|0|0|1.197957711|3.0793867980000003|0.180361525|-0.014609495|5.351858133|-0.301504331|0.0422736629999999|0.058422864|-0.803522236|-0.002390707|-0.031968899|10.3132174|2|2|-0.0962526|-0.2952674819999999|-0.648987099|2|0.598213287|-0.044895912|0.854683662|0.907334473|-0.072819606|-0.096288005|0.297855753|-51.82254036|13.05300369|95.64648102|65.94601775|-0.041536002|-48.76552945|1.5679977319999998|-36.87984398|83.15907597|-29.55936307|-1507.527516|2531.8503170000004|-21.03611074|0.8582074559999999|8005.353973|37.88128151|0.020564836|1931.945357|0.0|0.0|1.0|0.0|1.0|1.0|3.61|0.09|26.0|3.97|6.18|2.0|1.0|126.97|7.0|8.0|-5.94|1.0|0.0|0.0|4.35|-6.0|1e-06|0.0004969999999999|4.76|0.0|0.0|1.12e-08|5.17|3.7042|-2042.1835260000005|-2042.161409|730.13|1233.48|0.3478|334.71|583.38|0.56658|0.3478|7.2913|-0.23201|0.0221162|8.0|8.0
18a_a22|0.0|0|0|0.0|0|0|1.194229718|1.854982521|-0.197348157|-0.003488994|4.727387819|-0.018344659|0.038167849|0.033735832|-0.19538364|0.007066388|-0.021976395|10.31286146|1|1|-0.0835538409999999|-0.147724859|-0.296897301|2|0.760537197|-0.027029438|0.7881113679999999|0.926535704|-0.050645213|-0.076119803|0.573315195|-34.36220678|11.62443251|29.59800426|49.84469832|-0.029276847|-35.04152115|18.5219848|-23.31437056|64.80092090000001|-19.86401135|-1032.92859|2213.859172|-13.47750813|0.950859191|6630.646100999999|27.95908297|0.0193879289999999|1453.872315|1.0|1.0|1.0|1.0|1.0|1.0|3.49|0.08|27.0|5.32|5.11|2.0|1.0|131.64|6.0|4.0|-6.28|0.0|0.0|1.0|3.9|-5.16|6.98e-06|0.00305|3.78|0.0|0.0|3.95e-10|3.69|3.4832|-1691.3151059999998|-1691.2957760000002|695.35|1211.84|0.3174|246.91|531.16|0.35107|0.0354|3851.0|-0.21148|0.01932946|7.8861|7.8861
12t_a30|0.0|0|0|0.0|2|2|0.60498454|0.0|0.073057637|-0.007755575|5.351858133|-0.097216874|0.044197531|-0.0596036729999999|-0.411045472|-0.002544958|-0.0682882559999999|10.31162892|1|1|-0.0546637159999999|-0.145315868|-0.464720444|1|0.609043558|-0.080971844|0.889479916|0.696413582|-0.090535776|-0.1011561919999999|0.408290036|-58.89093185|12.26965165|88.42093081|197.4742794|-0.037159417|-42.80050261|0.0|-38.30686627|78.8278828|-24.17113783|-1184.385754|2479.787504|-15.72263361|0.804273481|6617.834146|32.41376848|0.020029588|1588.274656|1.0|0.0|1.0|1.0|0.0|1.0|4.63|0.14|17.0|4.67|3.74|2.0|0.0|127.19|5.0|6.0|-6.06|0.0|0.0|0.0|3.21|-5.17|6.71e-06|0.00291|4.07|0.0|0.0|6.900000000000002e-08|4.32|3.5457|-1774.2421780000002|-1774.208418|677.85|1139.2|0.2094|244.58|527.87|0.33647|0.1561|2.6784|-0.20571|0.0337599|8.0496|8.0496
9o_a24|0.0|1|0|2.9340792330000003|1|1|1.294229152|0.0|-0.064667223|-0.007052095|4.59511985|-0.044044637|0.028472222|-0.087807028|-0.387865233|0.0012214139999999|-0.097596429|10.94506726|1|1|0.00177843|0.00294424|-0.38043264|2|0.738419215|-0.000453155|0.846075714|0.770273808|-0.088586421|-0.08834189|0.6253256110000001|-51.29122728|10.7072496|32.50178358|133.0106596|-0.032911684|-29.61546471|44.8382925|-29.69744072|66.24061038|-19.05574986|-971.8432428|1906.512273|-11.03321234|0.945954873|6697.297449000001|28.52459128|0.026064002|1454.754155|1.0|0.0|1.0|1.0|1.0|2.0|3.96|0.04|23.0|3.75|4.36|1.0|0.0|120.73|6.0|5.0|-6.83|0.0|0.0|0.0|3.01|-4.4|3.9500000000000005e-05|0.0167|2.88|0.0|0.0|1.24e-08|4.41|4.2643|-1388.147972|-1388.094657|611.03|1126.94|0.1409|210.85|432.84|0.41688|0.0288|4.3816|-0.22353|0.0533144|6.3507|6.3507
12al_a36|0.0|1|0|3.469383582|2|2|1.297043737|0.0|-0.06777947|-0.008463062|5.351858133|-0.04314418|0.042739018|0.1030147719999999|-0.4908576189999999|0.00127667|-0.074215038|10.96020817|1|1|-0.1430106119999999|-0.239932418|-0.404703593|1|0.8913597320000001|-0.055405405|0.885733922|0.801179217|-0.077842923|-0.105915949|0.2689491989999999|-51.22331485|17.71943397|114.2305891|130.8308989|-0.035305316|-45.86257662|0.0|-33.70669917|86.77628559|-23.23210974|-1254.533926|2244.88081|-15.28752554|0.841133748|6049.668466|34.61874732|0.025956027|1869.412355|1.0|0.0|0.0|1.0|0.0|2.0|4.81|0.17|17.0|2.77|1.89|1.0|0.0|130.24|6.0|5.0|-6.93|0.0|0.0|0.0|1.81|-4.07|8.499999999999999e-05|35.0|2.65|1.0|0.0|2.03e-07|2.92|3.5511|-1347.479819|-1347.445127|702.95|1181.84|0.4466|319.71|554.23|0.6945399999999999|0.0095|6.4473|-0.1955599999999999|0.03469224|7.3188|7.3188
13b_a30|0.0|0|0|0.0|2|2|0.604984129|0.0|0.112353041|-0.011016128|5.351858133|-0.118776867|0.041728395|-0.035340334|-0.627919307|-0.003436924|0.042845487|10.31162842|1|1|0.003429114|0.006103754|-0.564815317|1|0.841060094|-0.0771674659999999|0.892104517|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|-74.24619275|12.52854078|385.2420923|206.54056530000005|-0.042850934|-51.76819834|105.341977|-50.13056864|88.26741491|-28.93268471|-1533.432289|2319.48655|-19.53516918|0.8334321|6627.406474|36.15271139|0.017174033|1916.093704|1.0|0.0|0.0|1.0|0.0|2.0|4.76|0.13|17.0|3.04|1.72|1.0|0.0|135.37|6.0|5.0|-7.05|0.0|0.0|0.0|1.91|-4.3|5e-05|0.0221|2.74|0.0|0.0|6.520000000000001e-07|4.54|3.5056|-1744.492044|-1744.446479|721.48|1210.94|0.2783|245.51|544.04|0.32563|0.1415|3.8495|-0.20313|0.0455651|7.5901|7.5901
16a_a10|0.0|0|0|0.0|1|1|1.325756911|2.041062372|-0.187414728|-0.00230615|5.4161004020000005|0.023926176|0.0334858389999999|-0.085711535|-0.152205915|0.011207938|0.014886502|10.92947902|1|1|-0.162508526|-0.254024476|-0.1948324069999999|2|0.748039584|-0.008879187|0.813036304|0.916148686|-0.052574986|-0.076950669|0.3637074329999999|-36.408063|9.606840334|77.68598956|58.06685151|-0.026063936|-36.90194151|99.81657855|-25.21250404|63.53441386|-18.049219|-1119.0515779999998|1823.310808|-12.4990447|0.862035195|6366.0631060000005|24.82496066|0.014796066|1539.147561|1.0|1.0|1.0|1.0|1.0|0.0|4.11|0.3|21.0|4.73|5.19|3.0|0.0|133.66|9.0|5.0|-5.91|0.0|1.0|1.0|4.24|-5.17|6.76e-06|0.00297|4.33|0.0|0.0|3.18e-09|3.46|3.8718|-1395.158387|-1395.13019|760.0|1310.44|0.3843|221.33|629.65|332.0|0.0841|3.8323|-0.20697|0.02819643|7.3279|7.3279
9_a15|0.0|0|0|0.0|0|0|1.419941378|0.0|-0.217598467|-0.009923019|0.0|-0.042227775|0.04022792|0.096418279|-0.506073953|1.7800000000000002e-05|0.05688176|10.95880687|0|0|-0.203104439|-0.295062413|-0.344978312|1|0.85357243|0.010183805|0.742680335|0.846156316|-0.073701648|-0.11668349|0.416635119|-41.10356167|18.10574464|105.5304352|85.79894134|-0.028575549|-36.29225274|54.69975317|-22.92354152|85.14415759|-15.93664265|-780.8954896|1689.926339|-8.88789863|0.8240935659999999|5375.400861|31.09118831|0.03598612|1523.4682269999998|1.0|1.0|1.0|0.0|1.0|1.0|3.16|0.19|18.0|3.9|4.95|2.0|0.0|104.74|7.0|5.0|-5.52|0.0|1.0|1.0|3.69|-4.81|1.53e-05|0.00562|4.24|0.0|0.0|2.69e-08|3.36|3.7487|-1223.705126|-1223.687392|588.55|1042.17|0.2693|285.37|507.33|0.6512399999999999|0.0115|1.4625|-0.1824|0.01773342|6.9706|6.9706
4d_a46|0.0|0|0|0.0|1|1|1.134637067|2.146507937|-0.1397563859999999|-0.001749881|5.587248657999999|-0.017469934|0.047736111|-0.131948546|-0.085744171|0.0116902869999999|-0.111025108|10.96333164|1|1|-0.0814707009999999|-0.1271933999999999|-0.240143042|2|0.6535171|-0.103199079|0.8075680409999999|0.936057958|-0.056384895|-0.070772596|0.290035518|-30.95621863|4.750218646|8.241078584|35.10521457|-0.024616555|-21.33218735|74.62074724|-16.99546444|43.60839351|-13.51488667|-621.6847867|2233.65548|-7.419891252999999|0.7893441379999999|4993.774007|16.6147308|0.0086574759999999|764.2776167999999|1.0|0.0|1.0|1.0|1.0|0.0|3.78|0.35|17.0|4.81|5.11|2.0|1.0|101.75|2.0|3.0|-5.4|0.0|1.0|1.0|4.11|-5.11|7.8e-06|0.00275|4.3|0.0|0.0|3.88e-08|4.18|4.4265|-1453.840712|-1453.817782|588.18|1009.78|0.1313|280.09|503.76|0.69884|0.1313|3.5318|-0.22603|0.02292966|6.2865|6.2865
