molecula|SddssS|n9FaHRing|SaaNH|NaasN|SRW09|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|RASA|FNSA3|FNSA5|PBF|PNSA5|RPSA|TPSA_x|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Oscillator Force (max. Transition)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
19e_a38|0.0|0|3.376977671|0|7.412764017000001|1.297043576|0.0|-0.082311936|-0.007550899|2|0.04508642|0.021678225|-0.4379521229999999|-0.001197042|-0.104569193|10.94917392|-0.038386106|1|-0.091460175|-0.191751024|-0.436305701|0.723755855|0.839953955|0.04818471|-0.064035403|0.776562593|-0.083623427|-0.10214405|0.552393659|-68.82539051|0.223437407|150.553721|16.39385667|0.749190974|-2.042881001|-37.96637911|82.37885703|-25.49088538|70.62168376|0.4655978389999999|2920.436229|523.2534216|-1376.50781|-17.17594064|12.34352977|0.871249918|6531.762734|168.99691289999998|-927.5007945|34.02454948|0.020114756|1837.325672|696.3887025|13.55346651|1.0|3.0|3.08|0.12|-7.28|4.03|2.0|135.78|0.0|1.0|6.0|-4.94|32.0|-6.39|427.48|0.0|0.0|3.3|1.89e-05|3.55|0.0|5.27e-08|-0.05139|5.2322|3.8587|0.3948|532.67|-1409.315831|0.3738|-0.15584|-0.20723|0.03483011|-1409.37733|8.0952|8.0083
18_a47|0.0|1|2.969619451|0|6.605297921|1.414391819|0.0|-0.141396999|-0.004337918|3|0.037919622|-0.026357805|-0.2342475789999999|0.0008454789999999|0.018164141|10.93838451|-0.016728205|1|-0.02470455|-0.053119347|-0.322800033|0.646771311|0.792196273|-0.059779939|-0.027351545|0.777824025|-0.078937385|-0.084415066|0.454324931|-52.88049505|0.222175975|139.1786571|3.684585007|0.7327484470000001|-1.5194711930000002|-30.97660579|63.72933669|-19.03697822|58.68383399|0.432077184|2800.3745940000003|487.2556678|-951.8489108|-11.9254166|12.35791568|0.7608026529999999|6261.441874|167.41554630000002|-596.2708299|25.98023687|0.017318402|1299.011844|628.5247532999999|10.84884165|1.0|2.0|2.5|0.08|-10.36|5.53|2.0|119.78|0.0|0.0|4.0|-5.5|31.0|-5.87|410.45|1.0|0.0|4.16|4.29e-06|4.13|0.0|4.34e-11|-0.04964|4.2668|4.2222|0.4335|487.81|-1353.979194|0.0516|-0.17349|-0.22313|0.04031146|-1354.037606|5.3433|8.6
12n_a30|0.0|0|0.0|0|7.412764017000001|0.604984682|0.0|0.0304762079999999|-0.007311044|2|0.040899471|-0.1144447669999999|-0.387485343|0.001139238|-0.037209579|10.31162898|-0.087019298|1|-0.0541804029999999|-0.120380857|-0.464204099|0.669561738|0.815003426|-0.015189554|-0.149451598|0.7781502140000001|-0.083120674|-0.10528124|0.390449649|-66.48079820000001|0.221849786|140.0890685|0.0|0.799403208|-1.895062322|-33.14358793|76.16725916|-24.42151771|63.2630417|0.4701566479999999|2848.910641|491.3700419|-1196.654368|-15.42118984|13.93957316|0.887350282|6353.890039|126.6686716|-755.6383024|30.54968688|0.0153398069999999|1496.934657|618.6004214|9.686460958|1.0|1.0|0.0|0.14|-6.9|4.25|2.0|127.24|0.0|1.0|5.0|-5.39|30.0|-6.02|416.47|0.0|0.0|2.92|9.71e-06|3.97|0.0|1.26e-07|-0.05076|5.1999|3.4859|0.1826|506.94|-1674.777231|0.1489|-148.0|-0.19876|0.0334036|-1674.83759|6.32|7983.0
LY580276_a4|0.0|0|0.0|1|7.535296702|1.344599701|2.067497166|-0.156842923|-0.001543874|1|0.044357639|0.0295482979999999|-0.063298854|0.010217376|-0.172607392|10.94681614|0.011772853|1|-0.019747846|-0.042912895|-0.191806286|0.5162208110000001|0.7921620090000001|0.035666446|0.019144144|0.8685269959999999|-0.057317455|-0.071023484|0.243350596|-34.22831819|0.131473004|63.36073061|82.46094409|0.8478469959999999|-1.065352257|-13.31233017|38.23432817|-13.51117823|31.83019528|0.437093506|1948.220005|418.5688558|-513.4247728|-6.511436537000001|9.693623538|0.7764939829999999|4098.640927|73.32703409|-247.4345884|15.93586849|0.008312438|605.5630025|345.4102548|4.0060099860000005|1.0|0.0|3.04|0.22|-6.56|4.49|0.0|84.74|0.0|1.0|2.0|-3.67|22.0|-5.71|293.34|0.0|1.0|3.69|6.18e-05|3.35|0.0|2.75e-07|-0.0225|5.2983|4.4918|0.1905|402.99|-959.356125|0.1842|-0.18746|-0.2099599999999999|0.023546627|-959.404416|3.2891|6757.0
3k_a32|0.0|1|3.644417045|0|7.97831097|0.609420759|0.0|-0.001009768|-0.005745086|0|0.0381981979999999|-0.047167919|-0.270019022|0.001221534|-0.0902541999999999|10.31100271|-0.077097565|3|-0.050938823|-0.090775221|-0.5265375529999999|0.816196288|0.779649252|-0.127713677|-0.129124455|0.8777482409999999|-0.0711378679999999|-0.090839907|0.31016741|-51.21653025|0.122251759|68.92687468|0.0|0.78057227|-1.271758703|-22.61349991|58.16707081|-16.67514938|47.07915023|0.472646737|2392.3436100000004|494.8840288|-717.0314235000001|-9.40163104|11.6688363|0.89626209|5259.698672|123.7157466|-404.2701347|21.36272325|0.012327787|918.5970998|506.658189|6.9505405620000005|1.0|1.0|3.48|0.32|-7.23|7.12|2.0|105.36|0.0|1.0|3.0|-7.04|25.0|-5.01|366.5|0.0|0.0|4.75|2.47e-06|4.97|0.0|5.86e-08|-0.05321|3.5363|3.5363|0.3082|452.36|-1749.957584|0.3082|-0.14667|-0.19988|0.02654958|-1750.0122420000002|5689.0|8.0605
28_a34|0.0|0|0.0|1|7.423568444|1.454781307|1.767685185|0.000561166|-0.016942875|1|0.04515873|-0.201047053|-0.6946578940000001|-0.012039484|-0.15803127|10.9595763|-0.0500053959999999|1|-0.189821204|-0.311884247|-0.5437894289999999|0.8318609690000001|0.798057295|0.092890802|-0.078146961|0.545935562|-0.1306693569999999|-0.140864841|0.316156689|-72.11491331|0.4540644379999999|232.4555747|88.32197602|0.7298701059999999|-1.831242935|-34.24669822|85.99382787|-24.6708914|86.18702382|0.454339954|2252.098123|279.4884473|-937.4938731|-12.63011537|10.28760365|0.832642882|4803.256974|138.2913845|-479.9443839|33.80175623|0.0271102189999999|1284.466737|344.69029950000004|13.87891455|0.0|1.0|2.55|0.12|-4.78|1.99|0.0|85.92|0.0|2.0|3.0|-3.27|24.0|-7.04|322.32|0.0|0.0|1.84|0.000565|1.72|0.0|1.66e-05|-0.03896|4.2857|4.2857|0.2043|417.28|-1100.6525880000002|0.2043|-0.17802|-0.21698|0.03680411|-1100.704833|8.5886|5.4179
12l_a36|0.0|0|3.426092687|0|7.412764017000001|1.297044247|0.0|-0.0944961519999999|-0.0076430169999999|2|0.039061728|0.128666217|-0.4203659179999999|-0.000143196|-0.05158636|10.95423322|-0.0452558729999999|1|-0.098598933|-0.175397741|-0.428857427|0.8707354620000001|0.8174432229999999|-0.041707369|-0.079106537|0.84381923|-0.079972189|-0.107815735|0.3827446779999999|-70.17688229|0.15618077|101.6575135|1.281955437|0.7379583590000001|-1.940683231|-33.88151556|83.76912404|-24.7683114|66.38812034|0.4619814279999999|2843.514589|549.2389652|-1263.1838810000002|-16.12160667|13.88638723|0.8586718990000001|6121.6555530000005|170.5619816|-822.2019402000001|33.56329135|0.02088234|1711.727859|642.3830552000001|13.59224175|1.0|2.0|0.0|0.13|-6.66|2.75|1.0|128.47|0.0|1.0|5.0|-4.57|31.0|-6.68|406.44|0.0|0.0|1.77|5.08e-05|2.95|0.0|2.21e-07|-0.0510399999999999|3.8619|3.8619|0.4524|530.75|-1324.954011|0.4524|-0.15869|-0.20973|0.03508404|-1325.0137550000002|7.2021|7699.0
12a_a50|0.0|1|0.0|2|7.927685046000001|1.397770359|4.075037557|-0.199881787|-0.002936355|1|0.034845679|-0.111689174|-0.126263256|0.01164808|0.014596049|10.94501645|-0.122912558|2|-0.168032508|-0.291865836|-0.247407423|0.699597776|0.795582575|-0.030758487|-0.2018898489999999|0.904119689|-0.05075501|-0.0663902|0.29507467|-33.44733598|0.095880311|48.30443297|69.83817338|0.575218972|-0.929462803|-12.88231829|47.2792242|-12.00673599|36.15684209|0.469674946|2223.666558|455.4948605000001|-468.2627037|-6.048985111|9.648744341|0.885635975|4665.239724|214.004382|-235.9104193|20.873331|0.027455156|814.0599092|388.171611|13.83188822|1.0|0.0|2.21|0.11|-5.49|2.59|0.0|94.69|0.0|2.0|2.0|-3.16|24.0|-6.44|313.36|0.0|1.0|2.55|0.000144|2.5|0.0|3.22e-06|-0.03366|4.0783|4.0783|0.1807|394.52|-1006.498352|0.1807|-0.16806|-0.20172|0.02648238|-1006.546706|7.9123|7.1249
3a_a49|0.0|0|0.0|1|7.535296702|1.343850114|2.09865947|-0.05210989|-0.006374689|2|0.0355787039999999|-0.044367345|-0.337858497|-0.000349523|-0.060613765|10.92976559|0.00497674|1|0.002357097|0.003978478|-0.421478185|0.775818577|0.8145214209999999|0.012813604|0.008391259|0.72890527|-0.094437035|-0.088484274|0.526915193|-51.82200998|0.27109473|158.77029040000002|59.40691577|0.689774813|-1.504232653|-32.39206742|64.2037853|-17.97906469|64.79936082|0.474653816|2599.121578|426.893216|-880.9741697000001|-10.52968207|12.49907878|0.903506738|5792.106924000001|181.6875706|-515.9544212000001|26.06512204|0.021141449|1277.19098|578.2841135|12.38177532|0.0|2.0|2.11|0.18|-7.19|2.77|1.0|112.14|0.0|1.0|5.0|-3.06|29.0|-7.67|384.43|0.0|0.0|2.02|0.000503|1.38|0.0|6.52e-08|-0.05732|5.1647|3874.0|0.3467|449.68|-1253.756918|0.0793|-0.15978|-0.2171|0.03833529|-1253.8126619999998|4.2593|7.1938
4r_a46|0.0|0|0.0|1|7.832410927000001|1.13129629|2.051582577|-0.173617329|-0.002826188|2|0.044728682|-0.15196733|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|-0.048758575|1|-0.055572881|-0.086905208|-0.246070691|0.7794598220000001|0.810646641|-0.077483502|-0.070397185|0.8478197820000001|-0.079297367|-0.081339886|0.261414008|-43.14814202|0.152180218|80.72661483|0.0|0.7146312779999999|-1.220098292|-22.31391864|51.22472631|-13.77068362|48.13649426|0.456487948|2137.47734|449.7405899|-647.2221302999999|-7.304896049|10.69131411|0.839885604|4775.760774|151.3787482|-343.3301143|19.26963463|0.015225417|905.6728276|496.0386301|8.076584289|0.0|1.0|2.89|0.35|-6.25|3.56|0.0|97.9|0.0|1.0|3.0|-3.09|25.0|-6.83|334.41|0.0|1.0|2.7|0.000279|2.12|0.0|5.64e-07|-0.03073|4.5209|4.5209|0.1404|467.85|-1069.231407|0.1404|-0.18999|-0.2207199999999999|0.02826942|-1069.284137|3.5979|5.8499
12az_a36|0.0|0|3.465535084|0|7.412764017000001|1.297042831|0.0|-0.196183836|-0.009570959|2|0.040566449|0.078817323|-0.593399474|0.000482522|-0.024018255|10.95957115|-0.012800556|1|-0.176729938|-0.289604649|-0.387734368|0.884226781|0.812921349|-0.061924322|-0.021825174|0.819163613|-0.071762413|-0.10786263|0.411597359|-75.58351856|0.180836387|126.71905359999998|8.104966044|0.583865006|-1.941527339|-35.23783652|99.82512582|-23.45695404|74.65245915|0.462897841|3039.528467|574.0196415|-1360.503334|-16.43719536|15.73229538|0.861843195|6700.839465|291.60189260000004|-953.3573311|40.17530387|0.034594361|2330.167624|766.4854363|24.24160725|1.0|2.0|0.0|0.21|-6.79|2.83|1.0|136.74|0.0|1.0|7.0|-4.11|33.0|-7.13|441.49|0.0|0.0|1.75|7.13e-05|2.62|0.0|1.6100000000000005e-07|-0.04967|3.8863|3.6095|0.4383|576.54|-1461.686269|0.0146|-0.14879|-0.19846|0.02800521|-1461.750394|7.821000000000001|7.2366
21_a4|0.0|0|0.0|1|7.535296702|1.399863887|2.026698554|-0.164057585|-0.003068098|1|0.042924837|0.019346682|-0.131928225|0.012362563|-0.2897937889999999|10.94593332|-0.104638158|1|-0.063064908|-0.099702401|-0.228430899|0.6952936|0.777866961|0.090847781|-0.174578783|0.932146735|-0.0571545999999999|-0.076470465|0.239652988|-38.7880598|0.067853265|34.4171635|66.03320922|0.7231676229999999|-1.147056976|-14.70482428|47.69702403|-14.54552243|39.22285963|0.401240904|2045.488184|472.812128|-581.8208971|-7.377915035|9.956436217|0.670120767|4277.396118|140.4174905|-295.1166014|20.11362507|0.017563978|804.5450027|387.240586|8.908964226|1.0|0.0|2.92|0.16|-5.94|3.7|0.0|91.59|0.0|2.0|3.0|-3.88|23.0|-5.76|303.36|0.0|1.0|3.23|6.51e-05|3.36|0.0|1.16e-06|-0.02956|5.1623|4.0245|0.2016|446.0|-973.400097|0.1457|-0.16632|-0.19588|0.020181098|-973.449892|2.9409|6.9172
8_a15|0.0|0|0.0|0|0.0|1.419941362|0.0|-0.208657545|-0.009853404|1|0.039181287|0.155304204|-0.5025236129999999|1.7800000000000002e-05|-0.010146469|10.95880707|-0.014489333|0|-0.203104439|-0.295062413|-0.342749125|0.85357243|0.7059441040000001|0.0937475619999999|-0.025923166|0.853896482|-0.071552706|-0.118293578|0.381651497|-69.07571287|0.146103518|85.31489861|55.99586988|0.519427411|-1.419522941|-24.39801408|89.80283608|-16.91650111|61.44071008|0.389723411|2393.276181|498.6196971|-828.9085544|-9.878130237|9.984825987|0.638601279|5306.2234530000005|280.62296039999995|-484.0283816000001|32.56759415|0.035495625|1595.8121130000002|532.0914339999999|20.72712321|1.0|1.0|3.76|0.19|-7.57|3.9|2.0|104.74|0.0|1.0|7.0|-5.25|27.0|-5.52|366.41|0.0|1.0|3.76|1.53e-05|4.24|0.0|2.69e-08|-0.02723|4.4346|3.7426|251.0|538.51|-1223.463981|0.0155|-0.1558|-0.18303|0.01719864|-1223.523393|1.4589|6.9666
5b_a50|0.0|1|0.0|2|7.927685046000001|1.397278957|4.190114953|-0.253064589|-0.00141071|1|0.034845679|-0.052494624|-0.062071259|0.012641727|-0.137595558|10.9325725|-0.113846154|2|-0.1052449509999999|-0.175158017|-0.140506919|0.693611382|0.791163321|0.019856551|-0.1866330389999999|0.958606481|-0.041157676|-0.061164973|0.271653991|-31.07327358|0.041393519|21.02890062|60.5565203|0.5887490470000001|-0.8563096170000001|-10.62231784|42.76068675|-10.87564575|27.10933752|0.4462435279999999|2183.545404|486.9950914|-435.0258302|-5.525088972000001|10.01036188|0.8058479690000001|4577.809819|208.925351|-221.0035589|18.47246431|0.023005632|738.8985723999999|409.0289917|11.68741316|1.0|0.0|2.91|0.1|-5.86|3.15|0.0|96.89|0.0|2.0|2.0|-3.48|24.0|-6.03|312.37|0.0|1.0|3.11|6.47e-05|3.06|0.0|1.37e-06|-0.0256899999999999|5.6332|4.0222|0.2749|411.9|-990.43875|0.1094|-0.16683|-0.19252|0.02651535|-990.487545|6.1284|4.9126
6g_a40|0.0|0|0.0|1|8.421342866|0.604893315|1.628664494|0.102683335|-0.022381557|0|0.039863946|-0.120745388|-1.09669629|-0.019683422|0.07194868|10.30179936|-0.251161616|2|0.0312035079999999|0.05728593|-0.588058458|0.8316888240000001|0.832499949|0.075283207|-0.340429901|0.605346707|-0.164941808|-0.156296046|0.400587529|-101.5916383|0.3946532929999999|256.5226419|47.36081569|0.824204189|-2.657032782|-69.68682788|114.7475987|-38.37906336|118.7493383|0.425569146|3142.74733|393.4722933000001|-1727.0578510000005|-24.9461968|12.10032156|0.740853565|7822.892656|114.2663866|-1122.578856|46.56499428|0.020240097|2095.424743|590.1686672000001|13.1559604|0.0|3.0|2.28|0.21|-2.87|3.43|1.0|124.18|1.0|3.0|5.0|-7.22|31.0|-7.02|474.53|1.0|0.0|2.37|1.93e-05|3.06|0.0|0.0013599999999999|-0.08622|3.3197|2.8135|0.4971|514.77|-2521.8114530000003|0.1307|-0.11857|-0.20479|0.03363483|-2521.87499|8.9454|7.3279
12k_a36|0.0|0|3.483171769|0|7.412764017000001|1.297043952|0.0|-0.076124222|-0.0071232019999999|2|0.039061728|0.096315593|-0.413145744|0.002782748|0.003690005|10.94908765|-0.058284869|1|-0.095253274|-0.1619981409999999|-0.4373676689999999|0.90500247|0.811903388|-0.09344781|-0.102077284|0.8427704640000001|-0.075717305|-0.101946803|0.367754573|-67.14870046|0.157229536|103.5614526|0.0|0.7806817009999999|-2.038936068|-32.84907515|78.24529096|-24.86988906|61.7723974|0.478908312|2792.202559|555.1026569|-1342.974009|-16.38090333|13.89698356|0.919048073|6027.033337|144.457092|-884.5687799000001|31.85663123|0.016847116|1720.258086|698.847203|11.0965905|1.0|2.0|0.0|0.12|-7.01|3.62|1.0|133.84|0.0|1.0|6.0|-4.58|31.0|-6.34|407.47|0.0|1.0|2.37|2.82e-05|3.45|0.0|9.66e-08|-0.0497|5053.0|3.6631|0.3116|530.51|-1310.072976|0.0908|-0.15053|-0.20023|0.03274587|-1310.134752|7.3988|7.8539
8_a1 (SB-202620)|0.0|0|3.296085365|0|6.86171134|1.4323973840000002|0.0|0.106916453|-0.013785521|1|0.037578348|-0.0443137679999999|-0.606562911|-0.012672753|-0.1402198369999999|10.94957568|0.037553634|1|-0.019835038|-0.042643966|-0.612004804|0.674381582|0.743088715|-0.042789124|0.063001656|0.648967503|-0.117682533|-0.105271458|0.174628594|-59.72618401|0.351032497|199.1596945|64.70432539|0.7742395870000001|-1.684343335|-37.88089785|70.8721358|-23.30777912|75.57687443|0.4564697679999999|2431.842132|368.1943149|-955.6189441|-13.22376193|13.67402758|0.839824062|5170.286136|128.0860757|-542.1742393|30.104091200000003|0.019645498|1234.267739|433.2550452|11.1459518|1.0|2.0|2.21|0.0|-8.02|4.86|2.0|99.61|0.0|1.0|4.0|-4.94|27.0|-5.94|359.35|0.0|0.0|3.7|1.98e-05|3.6|0.0|9.53e-09|-0.0736899999999999|3.4052|3.4052|0.5339|460.4|-1222.9606720000002|0.5339|-0.13683|-0.2105199999999999|0.16177304|-1223.014114|5.5005|6.3979
12a_a32|0.0|1|3.442930603|0|7.765993078999999|0.609420757|0.0|0.087371302|-0.009460484|0|0.036711712|-0.0134169989999999|-0.463563696|-0.003484915|-0.031249617|10.31100269|-0.074344282|3|-0.0852122769999999|-0.1534110109999999|-0.583507277|0.788133615|0.845443342|-0.018578911|-0.125149165|0.788702323|-0.085324121|-0.109151429|0.288267255|-68.06885478|0.211297677|131.7691491|62.28768050000001|0.667706375|-1.4189685719999998|-33.18255791|81.41372467|-19.23685026|63.52154605|0.456641145|2572.916338|491.8493928|-884.8951120999999|-11.99645651|13.03685125|0.840404348|5656.0082|207.2244662|-551.8369996|28.81034388|0.021399091|1325.275819|557.1050635|13.34486989|1.0|2.0|2.85|0.26|-7.65|6.49|1.0|110.47|1.0|1.0|7.0|-6.01|27.0|-6.32|397.52|1.0|0.0|3.6|3.17e-05|3.39|0.0|2.23e-08|-0.05222|3576.0|3576.0|0.2908|548.66|-1880.539078|0.2908|-0.14827|-0.20049|0.03682626|-1880.600043|4.2371|7.6021
9s_a24|0.0|0|2.9568988810000003|0|6.605297921|1.4275963180000002|0.0|-0.222173285|-0.003599664|4|0.023585859|-0.050919714|-0.190782186|0.006748865|-0.060407836|10.96129902|0.013901071|1|-0.204128966|-0.359715589|-0.248704391|0.799076569|0.773544454|0.030228027|0.0256742079999999|0.8833498320000001|-0.049825449|-0.063587778|0.483170382|-39.48555839|0.116650168|72.43525688|0.695462853|0.445160769|-0.953816666|-19.21235005|61.19761205|-12.08741583|41.36694069|0.47085169|2747.809842|548.5261887|-592.2833757999999|-7.505819207999999|17.24354813|0.889829339|5767.9102490000005|344.5337711|-367.7851412|27.15292246|0.03496522|1330.4932|604.8829955|21.71205366|0.0|1.0|2.78|0.04|-8.11|3.15|1.0|115.67|0.0|1.0|4.0|-3.36|30.0|-7.2|393.44|0.0|0.0|2.63|8.71e-05|2.11|0.0|7.73e-09|-0.03597|3.0726|2.6707|0.5112|521.4|-1270.738032|0.0839|-0.10865|-0.14462|0.03640642|-1270.796154|7.0312|7.4949
6b_a40|0.0|0|0.0|1|8.421342866|0.604892326|1.710647518|0.135693438|-0.014861289|0|0.039863946|-0.137534783|-0.698480566|-0.003851208|0.0986825569999999|10.30179924|-0.226457281|2|-0.018582337|-0.033583055|-0.630957955|0.691778838|0.842573207|0.003163118|-0.307881994|0.753431574|-0.107699967|-0.118488624|0.417254814|-79.36130196|0.246568426|165.1465831|34.43877986|0.878140798|-2.132795227|-48.31476032|87.29061302|-33.22101012|81.90640622|0.442509019|3214.047452|504.6333458|-1428.503435|-22.2507658|12.51342818|0.793750992|8482.600495|81.61884754|-956.7829293|37.83107469|0.011838681|1626.736212|618.8882797|7.929311055|1.0|1.0|3.36|0.21|-5.21|5.67|2.0|130.16|1.0|2.0|5.0|-8.41|31.0|-5.85|511.42|1.0|0.0|4.21|6.55e-07|5.03|1.0|6.21e-06|-0.09533|3.1026|3.1026|0.4962|552.01|-3290.583786|0.4962|-0.1237099999999999|-0.21904|0.03026498|-3290.648012|11.3203|7.5229
22_a47|0.0|1|0.0|1|6.86171134|1.408617385|1.202720059|0.048272293|-0.010579222|2|0.043695652|-0.029311184|-0.507802654|-0.006808306|-0.075111395|10.95023117|0.002716049|1|-0.1049885469999999|-0.277479519|-0.538310301|0.612295986|0.831122912|-0.077787113|0.004104478|0.698649132|-0.080744803|-0.089280419|0.573087958|-52.67991531|0.301350868|177.81209280000002|54.21581266|0.6096864479999999|-1.42848671|-28.11203407|71.28682035|-18.73063655|60.71546178|0.4614909829999999|2692.510471|412.2379505|-842.8786448999999|-11.05201291|12.91589555|0.8569791179999999|6107.923371|230.3045281|-497.3405809|30.72175314|0.031534452|1382.478891|482.9384172|18.60690504|0.0|2.0|3.16|0.1|-7.69|3.07|1.0|104.64|0.0|1.0|5.0|-4.44|29.0|-6.58|394.38|0.0|0.0|3.41|4.16e-05|3.0|0.0|2.06e-08|-0.0612399999999999|4.7954|4017.0|0.3367|466.95|-1374.857521|0.0799|-0.16704|-0.22828|0.02840507|-1374.914437|5.7009|9.0
9d_a31|0.0|0|3.456767212|0|7.765993078999999|0.61013528|0.0|0.036844743|-0.012442213|0|0.0359583329999999|-0.057650507|-0.696763933|-0.002456634|-0.0938310919999999|10.31169788|-0.021171445|2|-0.134504227|-0.214049412|-0.550392027|0.8066174070000001|0.8343242820000001|-0.030275712|-0.0375445629999999|0.6943358040000001|-0.098210975|-0.11958484|0.3655337879999999|-81.53295088|0.305664196|208.401866|560.5224416|0.6636195229999999|-1.793772606|-45.65350116|97.84665015|-23.07536346|86.75457645|0.457506946|2654.377004|473.3981899|-1222.994263|-15.732784099999998|17.39409698|0.8433415740000001|5748.743284|229.34422830000003|-833.8375571|34.77197803|0.023927395|1842.914835|647.1500428999999|16.31369927|1.0|2.0|3.35|0.38|-7.63|6.04|2.0|112.97|0.0|1.0|9.0|-5.61|29.0|-6.36|412.51|0.0|0.0|3.65|4.06e-05|3.46|0.0|2.3500000000000002e-08|-0.03457|3.8478|3.8478|0.2611|630.49|-1657.1791449999998|0.2611|-0.15969|-0.19426|0.04331056|-1657.245966|3.5077|6.2218
9g_a40|0.0|0|0.0|1|7.515889085|0.604992427|1.849105962|-0.058811055|-0.0054957819999999|0|0.043730159|0.07954859|-0.225327061|0.011921308|0.139758613|10.31197177|-0.145879501|2|-0.037217966|-0.062672355|-0.383703998|0.694156166|0.764275277|-0.384131901|-0.242405063|0.90454157|-0.063539055|-0.079033043|0.002717414|-41.63731423|0.09545843|50.29077056|64.08637519|0.740240206|-1.185495647|-17.63553984|51.16627179|-16.43578193|44.73159432|0.476386801|2169.234651|476.5434822|-624.5597134|-8.658932892000001|15.62271835|0.909806709|4435.743087|136.8503571|-329.0394499|22.20330888|0.018087202|843.7257374|384.6422631|9.528957565|0.0|1.0|1.78|0.06|-6.43|2.91|0.0|87.53|0.0|1.0|3.0|-2.49|23.0|-7.17|302.33|0.0|1.0|1.93|0.0008179999999999|1.37|0.0|3.720000000000001e-07|-0.0624|3.0778|3.0778|0.3563|469.6|-1332.31775|0.3563|-0.12765|-0.19005|0.01134289|-1332.369643|5063.0|5.45
12k_a30|0.0|0|0.0|0|7.412764017000001|0.604984231|0.0|-0.001755273|-0.007818038|2|0.042739018|-0.13882907|-0.44562817|0.0043261129999999|0.067265077|10.31162844|-0.038714845|1|-0.089279071|-0.154412059|-0.4186541|0.838579475|0.830875659|0.001281277|-0.067714819|0.815083558|-0.079026221|-0.098188266|0.340031035|-65.04897323|0.184916442|122.5057244|0.0|0.7081361979999999|-1.865577056|-34.68429919|80.03127603|-23.31944323|68.37178540000001|0.47195436|2920.279667|539.9866061|-1235.930491|-15.44895229|15.93977881|0.893775698|6393.133321|193.3575303|-818.7944715|32.93073182|0.0226150579999999|1745.328787|704.0353382000001|14.9823028|1.0|1.0|0.0|0.17|-6.74|3.89|2.0|133.77|0.0|1.0|6.0|-5.44|31.0|-6.19|428.51|0.0|0.0|2.57|1.19e-05|3.84|0.0|1.84e-07|-0.05055|5.1958|3.4715|0.2257|564.62|-1690.031103|0.1512|-0.14743|-0.19798|0.03357755|-1690.094082|5.0736|7.6144
6_a1|0.0|0|0.0|1|7.535296702|1.3488280769999998|2.325221088|-0.092471477|-0.005477033|1|0.039635417|-0.114683042|-0.230035376|0.005054086|-0.00983397|10.95180041|-0.0538497079999999|1|-0.230322048|-0.3632559589999999|-0.353456514|0.781885145|0.798346291|0.13761072|-0.095907969|0.8782596159999999|-0.057199415|-0.077422386|0.212044989|-37.41011914|0.121740384|58.82435931|95.13138767|0.576759436|-0.929068634|-13.35477777|49.61122373|-11.51080589|37.79009463|0.4218263379999999|1956.144556|424.3707604|-448.9214297|-5.56196523|9.609375529|0.7295841470000001|4061.042516|204.5077752|-216.916644|19.95772445|0.025250885|778.3512535|359.9965854|12.20110458|1.0|0.0|2.54|0.22|-6.02|3.61|0.0|86.31|0.0|1.0|3.0|-3.12|22.0|-6.21|291.35|0.0|1.0|2.82|0.00021|2.63|0.0|9.51e-07|-0.02214|4.0635|4.0635|0.3399|405.23|-935.330989|0.3399|-0.16784|-0.1899799999999999|0.027384499|-935.378591|8.0033|5.2924
