molecula|TASA|SRW09|nAHRing|PPSA1|nFaHRing|SRW07|AATSC1s|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|log P|Total Energy (water) (Hartree)|pIC50
5b_a40|442.1045286|8.149890544|0|85.77656597|1|6.167516491000001|0.064329005|0.00125|0.00488|5.62|-2096.782087|7.1938
8b_a12|428.7273481000001|0.0|1|64.26553043|0|0.0|-0.1676879319999999|28.0|0.0346|5.11|-1159.405202|6.58
13_a10|413.5584641|7.535296702|1|144.338975|1|5.4161004020000005|-0.055497169|0.0576|0.0258|2.48|-1065.874094|6.7959
12ab_a36|580.1454645|7.412764017000001|2|221.4026852|0|5.351858133|0.000258844|0.0503|0.0515|3.23|-1364.509957|7.9586
6e_a40|490.3675161000001|8.421342866|1|87.40658058|1|6.401917197|-0.074872854|8.31e-06|0.00124|8.35|-2831.191706|7.7447
1_a3|356.76228530000003|6.823286122000001|1|95.55665364|1|4.727387819|-0.073036903|261.0|154.0|2.08|-1273.316428|6.1403
34_a20|536.0086996|6.842683282|0|150.43359099999998|1|4.727387819|-0.104520106|0.00305|0.00399|4.97|-1352.31921|7.2147
5a_a49|468.0117167|7.853604813|2|229.9265537|1|5.777652323|0.007039248|0.0578|0.0202|4.14|-1311.995327|7.3665
12bi_a36|548.1337538|7.412764017000001|2|349.3664649|0|5.351858133|-0.043740597|0.0342|0.0315|2.68|-1461.997992|7.8539
20a_a10|594.4519837|7.535296702|1|173.41938059999998|1|5.4161004020000005|0.049376168|0.000888|0.0011|3.98|-1389.164302|5.9208
12x_a36|562.6051882|7.412764017000001|2|150.09915149999998|0|5.351858133|-0.046532211|0.0061|0.0132|3.37|-1670.452834|8.1549
1m_a5|464.8375158|6.605297921|0|137.7695311|0|4.59511985|-0.005518104|0.00996|0.00607|3.48|-1410.912452|7.3665
14_a1|351.2799603|7.423568444|1|146.0634832|0|5.351858133|-0.175408303|0.0116|0.0218|4.57|-1292.588129|7.0269
13b_a6|508.6895893|7.412764017000001|1|159.1980937|0|5.351858133|-0.0265090529999999|0.0012699999999999|0.00417|4.04|-1350.0903970000002|6.7595
11_a33|416.4353629|7.686621335|0|217.193541|1|5.6869753560000005|-0.039406316|0.00109|0.0136|1.93|-1669.324638|8.3188
12ay_a36|537.618563|7.412764017000001|2|143.79285900000002|0|5.351858133|-0.043778345|0.0117|0.0102|3.79|-1311.576473|7.7447
12bg_a36|576.6383913|7.412764017000001|2|172.9566471|0|5.351858133|-0.044573523|0.00372|0.00295|4.42|-2152.13793|7.8239
14ae_a23|625.0131414|7.423568444|0|336.444465|1|5.351858133|-0.029948314|0.000753|0.0038799999999999|2.99|-1858.967022|8.6038
16d_a32|440.9688416|7.765993078999999|0|224.2805611|1|5.733341277|-0.087123461|0.000856|0.0257|3.78|-1877.360551|8.1135
1b_a5|407.1693177|6.605297921|0|134.6705884|0|4.59511985|-0.061874543|0.0336|0.0157|3.1|-1050.538976|7.2291
47g_a18|708.1114197|7.03438793|1|227.5405903|0|4.844187086|-0.034211867|0.000421|0.00163|8.13|-1743.375845|8.0458
8_a4|478.2025467|7.535296702|1|141.55141369999998|1|5.4161004020000005|0.03148225|0.0156|0.00506|3.29|-1450.239105|7.2676
8f_a8|348.0199311|7.05012252|0|54.94802877|0|4.844187086|-0.249095464|0.0023899999999999|0.00395|7.71|-1361.658484|4.6428
19_a34|319.1993829|7.412764017000001|1|168.4584665|0|5.351858133|-0.169170251|574.0|218.0|2.7|-1046.606458|6.0044
1i_a5|494.6981114|6.605297921|0|134.0627959|0|4.59511985|-0.31059482|0.00589|0.00396|3.58|-1288.356212|7.6198
19d_a38|406.0626253|7.412764017000001|2|161.0407189|0|5.351858133|-0.17467835|0.0594|107.0|4.13|-1500.898316|7.9586
9h_a24|417.7355164|7.153833802|0|202.1279819|0|5.209486153|2.01e-05|423.0|166.0|1.16|-945.2642633|7.1135
4R4k_a46|473.9155694|7.825245291|1|70.94107067|0|5.587248657999999|-0.088084767|5.0|0.0049299999999999|4.52|-1053.439174|7.0132
4g_a46|543.2323468999999|7.825245291|1|99.33639766|0|5.587248657999999|-0.010706405|0.00155|0.00153|4.65|-1493.154666|5.5615
14f_a23|604.5178506|7.423568444|0|225.9578225|1|5.351858133|-0.027380305|0.0010199999999999|0.0042299999999999|3.23|-1744.452086|8.6459
12f_a31|489.0460499|7.765993078999999|1|218.4455813|0|5.733341277|-0.033056721|0.0004469999999999|0.0101|5.39|-1696.785527|6.8861
SB431542_a8|338.38158389999995|7.535296702|1|143.157805|0|5.4161004020000005|-0.1950388569999999|16.0|0.0292|||4.1019
9_a27|411.8826346|6.842683282|0|108.6440173|1|4.727387819|-0.050617284|0.0287|0.0274|4.67|-1083.143348|8699.0
9_a4|509.9632679|7.535296702|1|112.7072422|1|5.4161004020000005|0.016639331|0.0062299999999999|0.00255|3.87|-1489.554198|7.3188
4_a3|352.05186289999995|6.823286122000001|0|63.23984222|1|4.727387819|-0.161259999|0.00065|0.00264|3.53|-1355.332318|5.9
14ab_a23|632.9786397|7.423568444|0|138.4567483|1|5.351858133|-0.028841865|0.000259|0.00123|4.1|-1708.563399|8.4012
12ax_a36|566.4430628|7.412764017000001|2|157.28794140000002|0|5.351858133|-0.040458296|0.00372|0.00295|4.42|-2152.130959|7.9208
18b_a30|575.0330633|7.412764017000001|2|158.9382363|0|5.351858133|0.0075638519999999|0.00137|0.0066599999999999|3.64|-1668.034279|7.6003
5g_a40|321.64971460000004|8.149890544|0|120.8573152|1|6.167516491000001|-0.190406197|0.0174|128.0|4.02|-1328.055803|6.9101
15_a15|596.1118717|0.0|1|197.6323578|0|0.0|-0.031457366|0.000214|0.000357|5.04|-1450.7538470000002|6.9626
14d_a23|607.3441532|7.423568444|0|138.1496441|1|5.351858133|-0.026530366|0.000608|0.0023899999999999|3.79|-1669.24571|8.4001
12_a1|444.1009824|7.423568444|1|159.81230209999998|0|5.351858133|-0.02164054|0.00379|0.00649|3.67|-1216.12881|5.5302
8c_a32|484.6996147|7.765993078999999|0|241.4075262|1|5.733341277|-0.04699673|0.000597|0.0164|4.28|-1880.764533|7.4318
18_a3|374.610053|6.605297921|0|141.2679329|1|4.59511985|-0.021283637|411.0|147.0|1.85|-889.9619321|7.5229
3_a47|448.2137648|0.0|0|112.7606591|1|0.0|-0.130414103|0.000995|0.00156|4.12|-1470.137664|6.5
3k_a32|494.8840288|7.97831097|0|123.7157466|1|5.973809612|-0.001250803|3.3600000000000004e-05|0.000904|3.81|-1750.164914|8.0605
47n_a18|653.9193397999999|7.03438793|1|178.30942439999998|0|4.844187086|-0.057061805|0.000511|0.00308|9.78|-1743.3283440000002|7.1938
4h_a46|601.9869510999999|7.825245291|1|152.6017078|0|5.587248657999999|-0.346835467|0.000149|0.00104|8.5|-1923.926093|6.6402
12n_a30|491.3700419|7.412764017000001|2|126.6686716|0|5.351858133|-0.064217094|0.00171|0.00405|4.07|-1675.011418|7983.0
7c_a8|532.3522286|7.05012252|0|233.9661552|0|4.844187086|-0.025233184|0.00399|0.00851|5.01|-1331.8206369999998|4.7307
33_a47|438.726241|6.823286122000001|0|226.5011607|1|4.727387819|-0.085712613|183.0|0.0643|2.06|-1123.16428|8.4
14e_a25|529.8614286999999|6.842683282|0|141.642515|1|4.727387819|-0.138693649|0.00337|0.0085799999999999|6.51|-1521.012915|7.1249
17_a3|408.6362608|6.823286122000001|0|81.38261354|1|4.727387819|-0.118246266|1.0|0.00399|3.57|-1731.75233|7.6383
3i_a32|471.2508776000001|7.78113851|0|120.8809386|1|5.733341277|-0.363243817|0.000197|0.00251|3.38|-1891.833327|8.2366
14x_a23|514.8229467|7.423568444|0|184.0971574|1|5.351858133|-0.111315218|0.0009369999999999|0.00242|3.97|-1828.393372|8.4949
6e_a31|380.0911673|7.773594467000001|1|146.03985980000002|0|5.733341277|-0.178758575|0.000947|0.00883|4.31|-1652.669408|6.4318
17f_a50|560.4567739|7.934155233999999|1|171.48226169999998|1|5.82008293|0.022892513|102.0|0.0291|2.5|-1219.2481369999998|6.4001
12an_a36|565.1654879|7.412764017000001|2|146.2760938|0|5.351858133|-0.046532211|0.0061|0.0132|3.37|-1670.452238|7.3979
12c_a30|550.9847369|7.412764017000001|2|126.574178|0|5.351858133|-0.030422458|0.0005139999999999|0.00156|4.45|-2035.373591|7.9914
11g_a5|550.6745046|7.139660336|0|299.94631180000005|0|5.209486153|0.009272269|0.0312|0.0199|2.3|-1330.189793|7.5229
40_a47|438.171933|6.823286122000001|0|229.9974239|1|4.727387819|-0.0934645509999999|183.0|0.0643|2.06|-1123.174467|8.4
14b_a23|548.6057241000001|7.423568444|0|146.2760938|1|5.351858133|-0.071396109|0.00114|0.00332|3.72|-1729.161608|8.3536
4b_a46|510.1086157|7.825245291|1|103.3759991|0|5.587248657999999|-0.022119857|0.0149|0.00782|3.98|-1033.556797|6.2612
12f_a36|556.5681681|7.412764017000001|2|144.9540437|0|5.351858133|-0.032343041|0.0102|0.0109|3.87|-1311.57896|7.9586
47l_a18|571.4972966|7.03438793|1|145.02405359999997|0|4.844187086|-0.0603838109999999|0.00247|0.0066099999999999|7.71|-1455.5758039999998|7.4949
5d_a40|346.0207917|8.149890544|0|86.65063178|1|6.167516491000001|0.0418378229999999|17.0|0.0436|4.61|-1276.833831|7.7212
4g_a49|857.1564845|8.228176896|2|371.3295653|2|6.107022888|-0.008414823|2.24e-05|2.47e-05|6.35|-2147.721319|6.9747
8_a47|493.3419136|7.252053952000001|0|104.6752861|1|5.476463552|-0.099564745|0.000104|0.000263|4.91|-1686.068471|7.3
5a_a50|517.556163|7.927685046000001|1|178.61652859999998|1|5.82008293|-0.017108794|42.0|0.0102|3.39|-1029.930364|5.3872
4b_a49|466.6010051|7.535296702|1|218.2802175|1|5.4161004020000005|-0.077626337|62.0|0.0527|3.56|-1333.063439|7.1024
25d_a34|445.9861716|7.412764017000001|1|147.36277019999997|0|5.351858133|-0.089654563|0.0104|0.0141|6.05|-1426.496796|6.0223
7s_a46|431.6285339|7.727094485|1|90.5248694|0|5.533389489|-0.076841616|0.0262|0.0176|3.54|-974.8067569|5.7022
11_a4|537.5354202000001|7.535296702|1|140.96082869999998|1|5.4161004020000005|0.032861655|0.00271|0.00395|3.2|-1467.463842|6.9586
11c_a5|489.4652669|6.605297921|0|178.1902995|0|4.59511985|-0.050049777|0.0273|0.0294|4.53|-1218.492067|7.6021
8k_a46|529.6539372999999|7.727094485|1|124.4394929|0|5.533389489|-0.380857136|0.000866|0.00355|7.63|-1845.304274|6.8327
14j_a23|548.455847|7.423568444|0|146.63044480000002|1|5.351858133|-0.071396109|0.00114|0.00332|3.72|-1729.15999|8.3883
20b_a10|480.905232|7.535296702|1|152.3236842|1|5.4161004020000005|-0.073703704|0.00271|0.00364|4.88|-1465.62724|5.9586
16b_a32|478.3482386|7.765993078999999|0|161.7035261|1|5.733341277|-0.3723824429999999|0.000225|0.0123|6.37|-2315.990437|7.7696
46_a18|587.2068577|7.03438793|2|154.7096476|0|4.844187086|-0.018808538|0.000999|0.00161|8.11|-1532.992457|6.7305
14k_a23|613.8243395|7.423568444|0|144.0318708|1|5.351858133|-0.024758731|0.000334|0.00126|4.1|-2089.524497|8.4123
11_a27|404.4089873|7.535296702|1|101.0845293|1|5.4161004020000005|-0.003527607|0.0716|0.0326|4.54|-1122.456105|8301.0
1_a15|566.1848585|0.0|0|254.7811976|0|0.0|-0.043374667|0.00013|0.000495|4.68|-1510.136281|7.3565
14a_a23|580.9612768999999|7.423568444|0|138.6457355|1|5.351858133|-0.0246126279999999|0.00139|0.0045299999999999|3.47|-1629.928331|8.5498
7f_a8|438.23883319999993|7.05012252|0|67.75191165|0|4.844187086|-0.073219554|0.00078|0.00118|6.81|-1285.196168|4.4479
11_a15|613.0036107000001|0.0|1|178.640152|0|0.0|-0.029665252|0.000214|0.000357|5.04|-1450.740771|6.1314
11a_a50|484.8529701000001|7.927685046000001|1|182.7270002|1|5.82008293|-0.014702942|0.0862|0.0228|3.05|-1045.978598|7.2291
13b_a5|537.6736515|7.153833802|1|223.6695238|0|5.209486153|0.011339656|0.0225|0.0148|4.66|-1276.066049|6.9586
14i_a23|531.9462982|7.423568444|0|151.7330992|1|5.351858133|-0.130330047|0.00278|0.0183|4.64|-1798.64228|8.4622
12l_a30|583.6736326|7.412764017000001|2|124.6606826|0|5.351858133|-0.274237737|9.63e-05|0.000579|5.52|-1988.033039|7.2154
21_a12|426.8727514|6.605297921|1|115.3294396|0|4.59511985|-0.058516436|48.0|0.0551|2.56|-1327.479547|7.6576
15_a3|398.6887321|6.823286122000001|1|76.61068671|1|4.727387819|-0.092127078|547.0|306.0|2.33|-1328.688126|7.6021
7b_a10|480.6333417|7.535296702|2|113.8411654|1|5.4161004020000005|0.037541178|0.00183|0.00182|3.44|-1450.09312|4.7033
12a_a50|455.4948605000001|7.927685046000001|1|214.004382|1|5.82008293|-0.0016330379999999|215.0|45.0|2.47|-1006.659456|7.1249
12be_a36|553.6616295|7.412764017000001|2|301.05661160000005|0|5.351858133|-0.0419484829999999|0.0342|0.0315|2.68|-1462.0007349999998|7.3565
47d_a18|682.5509007|7.03438793|1|246.1558296|0|4.844187086|-0.041876322|0.000968|0.00276|8.08|-1704.061013|8.0969
10_a15|542.9602292000001|0.0|0|98.81668286|0|0.0|-0.0435725659999999|0.0002379999999999|0.000584|5.16|-1281.088565|8.1549
4c_a46|562.9269925|7.825245291|1|100.6356847|0|5.587248657999999|-0.048990529|0.00109|0.00207|6.38|-1245.4159619999998|5.6972
12_a4|477.8721263000001|7.535296702|1|167.4891205|1|5.4161004020000005|-0.271149771|0.0266|0.0188|6.12|-1617.861623|5032.0
12g_a31|357.8560168|7.765993078999999|1|191.2078009|0|5.733341277|-0.1044685569999999|0.00457|0.0627|4.17|-1578.846191|6.9586
3d_a49|424.6551631|7.535296702|1|140.9844521|1|5.4161004020000005|-0.3456333889999999|0.00252|0.0142|4.02|-1594.595995|5.6308
21_a47|398.4031618|6.86171134|0|200.4681737|1|4.727387819|-0.13650463|0.0142|0.0191|4.43|-1375.061089|8.3
37_a18|608.2316837999999|7.03438793|2|171.9311063|0|4.844187086|-0.018808538|0.000999|0.00161|8.11|-1532.997117|7.4559
3b_a32|412.4267349|7.758333467000001|0|115.707414|1|5.733341277|-0.064476472|0.0005809999999999|0.00697|2.45|-1594.121087|8.2366
16a_a32|470.82456669999993|7.765993078999999|0|188.6800971|1|5.733341277|-0.0848387459999999|0.00128|0.0364|3.9|-1896.81177|7.9586
27c_a34|424.51250080000005|7.412764017000001|1|176.1124482|0|5.351858133|-0.1450543259999999|0.00759|0.0151|5.23|-1426.521813|6.0969
14c_a23|613.3401089|7.423568444|0|143.9373772|1|5.351858133|-0.024758731|0.000334|0.00126|4.1|-2089.523959|8.6253
9g_a24|429.0504306|7.273092596000001|0|256.3375151|0|5.283203728999999|0.001126633|977.0|247.0|0.75|-984.5891383|7.1675
13_a47|402.6200617|6.605297921|0|160.5682509|1|4.59511985|-0.0777650159999999|0.0185|0.0173|2.7|-1067.820961|7.8
8a_a12|462.3571879|0.0|1|108.02980890000002|0|0.0|-0.052287869|0.0408|0.0203|3.41|-1046.0428949999998|6.7011
1j_a5|455.0425806|6.605297921|0|205.997426|0|4.59511985|-0.010620031|0.0304|0.0206|2.61|-1065.849941|7.6198
12aj_a36|530.0854761|7.412764017000001|2|144.26810480000003|0|5.351858133|-0.045035034|0.0274|0.02|3.48|-1272.27339|7.7696
6_a1|424.3707604|7.535296702|1|204.5077752|0|5.4161004020000005|0.021203156|221.0|0.0613|2.81|-935.5024827|5.2924
17a_a22|587.2505892999999|6.842683282|0|197.4916253|1|4.727387819|-0.092107225|0.0078099999999999|0.00473|5.13|-1408.300966|7.0862
9i_a24|390.5119445|7.153833802|0|236.7218826|0|5.209486153|2.01e-05|716.0|228.0|1.13|-945.286637|7.0555
13h_a6|606.9504647000001|6.842683282|0|183.9790404|1|4.727387819|0.004767264|0.0012|0.0038|3.83|-1386.613707|7.3279
3d_a32|483.4133562|7.765993078999999|0|151.30787800000002|1|5.733341277|-0.034290847|9.58e-05|0.00251|3.42|-1672.758552|8.0915
8e_a46|469.146955|7.727094485|1|127.6844779|0|5.533389489|0.000950213|0.0782|0.0279|3.0|-954.9296396|6.3915
8a_a32|510.8273411|7.773594467000001|0|157.3554684|1|5.733341277|-0.056633919|6.03e-05|0.00406|4.98|-1880.767206|7.3468
24_a20|600.7235847000001|6.842683282|0|144.47729840000002|1|4.727387819|0.029711934|0.00519|0.00469|3.74|-1291.896802|6.4976
8d_a8|452.1282556|7.05012252|0|211.7129122|0|4.844187086|-0.155313194|0.00533|0.0147|6.22|-1447.595474|4.7303
3_a4|446.8068266|7.535296702|1|136.1652785|1|5.4161004020000005|0.03287721|0.0617|0.0173|2.66|-990.6395508|6983.0
12ae_a36|533.6188092|7.412764017000001|2|234.6851816|0|5.351858133|-0.351827031|0.0668|0.0897|6.24|-1876.203168|7.8239
IN1166_a11|596.0640225999999|6.842683282|0|211.0745642|1|4.727387819|-0.008507023|0.00323|0.00688|3.36|-1347.298558|7.9318
9_a3|398.0331029|6.823286122000001|0|53.19989715|0|4.727387819|-0.100592457|0.000899|0.00379|3.28|-1256.087705|4.96
19l_a38|518.0872716|7.412764017000001|2|170.13821069999997|0|5.351858133|-0.10490608|0.0049|0.00807|4.08|-1409.5865199999998|7.8633
3b_a49|458.224537|7.535296702|1|209.89391040000004|1|5.4161004020000005|-0.055724324|0.1169999999999999|102.0|3.4|-1293.3286859999998|7.6021
9a_a31|443.941629|7.765993078999999|1|168.29310269999996|0|5.733341277|-0.093457477|0.00101|0.00715|5.27|-1691.9526239999998|6.8239
1o_a5|475.1609233|6.605297921|0|161.2447749|0|4.59511985|0.033105871|0.0269|27.0|2.66|-1043.577386|7.4559
12f_a30|589.6060704|7.412764017000001|2|130.3909181|0|5.351858133|-0.274237737|9.63e-05|0.000579|5.52|-1988.032639|7.7144
14b_a25|595.4307570000001|6.842683282|0|157.3797801|1|4.727387819|-0.0166120069999999|0.0011099999999999|0.00261|5.61|-1444.544749|7.6576
15c_a10|627.5338454|7.535296702|2|327.3258326|1|5.4161004020000005|0.040869377|0.0646|0.0122|2.2|-1450.241475|7.0
14b_a50|592.81677|7.934155233999999|2|237.8403928|1|5.82008293|0.0228205129999999|0.0111|0.0074099999999999|3.05|-1431.068494|5.1818
12_a3|393.75653|6.823286122000001|0|80.50854774|1|4.727387819|-0.118456941|0.000629|0.0044|2.94|-1272.152002|5.45
47r_a18|575.4901675|7.03438793|1|233.2574532|0|4.844187086|-0.216996268|0.0001139999999999|0.00117|9.2|-1964.841529|6.6364
15c_a22|623.9175171|6.842683282|0|243.5126145|1|4.727387819|-0.018518519|0.00618|0.0107|4.79|-1460.602657|6.1325
12s_a36|535.942162|7.412764017000001|2|158.6528381|0|5.351858133|-0.045035034|0.0274|0.02|3.48|-1272.270833|8.0458
9d_a40|485.2567189|7.515889085|0|68.83858806|1|5.4161004020000005|-0.022152094|0.0002399999999999|0.000727|4.7|-1677.551678|6.9706
20_a31|498.4558574|7.765993078999999|0|181.2859728|1|5.733341277|-0.057200812|0.000493|0.0146|4.78|-1880.768349|8.0862
4f_a46|507.213176|7.825245291|1|130.2830519|0|5.587248657999999|-0.001868546|0.0139|0.00872|3.87|-1033.550809|6.7375
7_a27|477.7488532|6.842683282|0|132.7162621|1|4.727387819|-0.050197188|0.0299|18.0|5.37|-1122.455548|9.0
8a_a8|329.9007832|7.535296702|1|141.2206861|0|5.4161004020000005|-0.1950388569999999|16.0|0.0292|6.1|-1367.776863|4.9454
12m_a30|531.4632661|7.412764017000001|2|153.52847759999997|0|5.351858133|0.024086432|0.000444|0.00427|3.88|-1743.215323|7.5114
4i_a46|531.4066842|7.825245291|1|133.40134070000002|0|5.587248657999999|-0.018872727|0.00403|0.00317|4.46|-1092.730494|6.2132
9d_a31|473.3981899|7.765993078999999|1|229.34422830000003|0|5.733341277|-0.043220149|0.0010199999999999|0.0167|5.0|-1657.471475|6.2218
30_a47|407.3992771|6.842683282|0|192.3403721|1|4.727387819|-0.184735553|24.0|0.0315|3.89|-1696.12008|7.9
9b_a36|530.8939077|7.412764017000001|2|136.63774650000002|0|5.351858133|-0.023369916|0.00992|0.0148|3.82|-1575.7800140000002|7.6778
12n_a36|487.397992|7.412764017000001|2|174.79221719999998|0|5.351858133|-0.350034917|0.0668|0.0897|6.24|-1876.201464|7.8239
10_a4|533.4262268|7.535296702|1|147.85886159999998|1|5.4161004020000005|0.005483539|0.00818|0.00519|3.34|-1183.812875|7.0555
4j_a46|561.0237355|7.825245291|1|131.7477027|0|5.587248657999999|-0.012405467|0.0015|0.00176|4.93|-1132.043677|6.0942
12v_a30|575.1512171|7.412764017000001|2|131.2043645|0|5.351858133|-0.029548782|0.000123|0.0004269999999999|5.08|-2494.963646|7.6596
11_a3|367.9098016|6.823286122000001|0|117.0775712|1|4.727387819|-0.127546771|0.0256|0.0601|2.12|-1288.195105|7.3979
6c_a31|405.9259734|7.78113851|1|148.5675636|0|5.733341277|-0.151732713|0.000343|0.0048|5.08|-1691.984862|6.4685
4_a47|475.6168721|0.0|0|105.2186243|1|0.0|-0.121159855|0.0004379999999999|0.0008359999999999|4.44|-1509.453558|7.5
12b_a40|544.3244990000001|7.515889085|0|81.54797734|1|5.4161004020000005|-0.011794908|8.09e-06|3.2500000000000004e-05|6.27|-3016.999329|7.3979
LY364947_a10|372.4595738|6.605297921|0|122.1566022|1|4.59511985|-0.00390904|0.0789|0.0374|||7.2291
3p_a32|482.3550967|8.02059915|1|223.6663527|1|6.008813185|-0.028895521|0.00308|0.0222|4.26|-1879.554272|7585.0
14a_a10|661.4615097|7.535296702|2|332.3339934|1|5.4161004020000005|0.0437538159999999|0.0288|0.00743|2.25|-1489.655581|7.1308
12p_a30|539.2411292|7.412764017000001|2|115.116829|0|5.351858133|-0.031328052|0.0009119999999999|0.00291|4.14|-1615.094336|7.7721
12c_a36|540.0159387|7.412764017000001|2|157.3609748|0|5.351858133|-0.04162109|0.0151|0.0106|3.79|-1692.540795|8.0458
13f_a6|579.7398537|6.842683282|0|187.5697972|1|4.727387819|-0.008507023|0.00323|0.00688|3.36|-1347.301285|7.3768
12aa_a30|567.5458219999999|7.412764017000001|2|257.8730361|0|5.351858133|-0.028524865|0.00113|0.00456|3.34|-1804.818818|8.1135
22_a10|677.4790907|7.535296702|1|339.3328129|1|5.4161004020000005|-0.017163935|0.00217|0.0014|5.65|-1544.237634|5.9586
33_a20|621.611679|6.842683282|0|157.56124519999997|1|4.727387819|0.023539095|0.000997|0.0012|4.07|-1275.852801|7.4685
19_a47|354.3911695|6.842683282|0|200.6571609|1|4.727387819|-0.227538423|0.0816|0.0824|3.51|-1335.75742|7.3
47t_a18|449.789539|7.03438793|1|130.8263901|0|4.844187086|-0.161517185|0.00117|0.0075299999999999|9.4|-1470.873743|6.1068
22_a20|616.3298149|6.842683282|0|149.350479|1|4.727387819|0.023539095|0.000997|0.0012|4.07|-1275.84854|6.6364
21c _a23|561.9588018|7.525639975|0|117.597286|1|5.4161004020000005|-0.135572353|0.0011|9.0|4.47|-1837.964768|7.1752
9_a1|435.4501351|6.86171134|0|125.865476|0|4.727387819|-0.1075163359999999|0.00739|0.0057799999999999|5.6|-1187.226314|5.2218
25_a12|493.8944271000001|0.0|0|43.08908189|1|0.0|-0.045725323|0.00162|0.00175|4.73|-974.6569575|7.6576
14_a47|343.7492333|6.605297921|0|169.0962983|1|4.59511985|-0.136491228|0.0349|0.0241|2.64|-1127.737484|8.1
47f_a18|711.5604361000001|7.03438793|1|232.14715330000004|0|4.844187086|-0.034211867|0.000421|0.00163|8.13|-1743.375413|8.0458
13_a12|441.2142447|0.0|0|57.35761558|0|0.0|-0.0619247109999999|0.0152|0.0174|3.83|-876.3661620999999|7.0315
14a_a22|588.739773|6.842683282|0|203.8666248|1|4.727387819|-0.052476637|0.00945|0.00881|4.98|-1368.35698|7.4202
7_a1|342.53930230000003|7.860570786|2|191.0896839|0|5.777652323|0.001018628|213.0|0.0595|2.76|-1009.509475|6.3372
31_a47|431.7441681|6.842683282|0|181.972428|1|4.727387819|-0.171198936|0.0105|0.0166|4.2|-1735.435432|7.8
12ac_a36|541.3322795|7.412764017000001|2|186.3198219|0|5.351858133|-0.073735973|0.0653|0.0476|4.84|-1385.606133|7.8861
9b_a31|410.2957125|7.765993078999999|1|190.5935925|0|5.733341277|-0.070525429|0.00675|0.0527|4.69|-1578.839267|7.2007
14a_a3|389.0288018|6.823286122000001|0|117.6209094|1|4.727387819|-0.1160619169999999|0.0113|0.0327|2.44|-1327.513792|7.5229
3c_a32|456.8935699|7.765993078999999|0|157.331845|1|5.733341277|-0.048337951|0.000217|0.00399|3.02|-1633.443791|8.0458
16e_a32|507.6266039|7.765993078999999|0|191.2650034|1|5.733341277|-0.06951854|0.000107|0.0074099999999999|4.59|-1955.993572|8.1367
4q_a46|509.9138517|7.832410927000001|1|212.350744|0|5.587248657999999|0.004704245|135.0|0.0449|2.57|-1108.751283|6129.0
17a_a10|603.6608262999999|7.535296702|2|307.7420338|1|5.4161004020000005|0.021150127|0.0986|0.0222|3.95|-1524.557372|7.3098
1a_a5|419.7878208000001|6.605297921|1|138.1496441|0|4.59511985|0.009305578|755.0|109.0|2.85|-951.1394906|6.9706
12bh_a36|554.7010591|7.412764017000001|2|144.22085800000002|0|5.351858133|-0.047482048|0.0117|0.0102|3.79|-1311.589612|7.8539
8m_a46|464.5573228999999|7.727094485|1|60.71213839999999|0|5.533389489|-0.085284636|0.0105|0.0088799999999999|4.12|-1014.126693|6.6402
8c_a31|345.3445134|7.765993078999999|1|152.7489054|0|5.733341277|-0.104377029|13.0|0.0811|1.83|-1426.166503|6.0915
19_a31|428.3459076|7.401841579|0|131.0862475|0|5.351858133|-0.086654127|0.0076799999999999|0.0431|5.24|-1489.532192|5.7447
22_a47|412.2379505|6.86171134|0|230.3045281|1|4.727387819|-0.150248628|0.0142|0.0164|4.4|-1375.05033|9.0
14_a4|386.9927769|7.535296702|1|105.2894945|0|5.4161004020000005|-0.04986736|0.11|0.0295|3.22|-918.9507745|5.8794
12s_a30|457.6180044|7.412764017000001|2|135.66918710000002|0|5.351858133|-0.095120438|0.00141|0.00291|4.32|-1774.236634|8129.0
9n_a24|611.3234977000001|6.605297921|0|235.1021924|0|4.59511985|0.001099755|0.0278|0.0198|2.59|-1239.1274939999998|7.7212
2_a33|500.7570617|7.765993078999999|0|181.7248125|1|5.733341277|-0.064926835|0.000183|0.0069|5.11|-1920.079174|8.2596
12i_a36|535.4151566|7.412764017000001|2|148.7565508|0|5.351858133|-0.29543904|0.00291|4.0|4.86|-1645.2030949999998|7.9208
galu_a46|427.4851161|7.535296702|1|121.3297832|1|5.4161004020000005|-0.080432741|52.0|0.0375|||7.2924
16_a4|389.0176968|7.535296702|1|82.51653675|0|5.4161004020000005|-0.095499301|0.0371|0.0114|4.05|-1057.494456|6.4647
8_a10|478.5356341|7.535296702|1|151.7094758|1|5.4161004020000005|-0.012055162|0.0117|0.00926|4.58|-1257.84172|6279.0
8_a27|369.9216992|6.605297921|0|118.305988|1|4.59511985|-0.077396262|178.0|0.0907|3.96|-1004.515654|8.2218
12d_a31|500.3881827|7.765993078999999|1|256.5143096|0|5.733341277|-0.043220149|0.0010199999999999|0.0167|5.0|-1657.471849|6.2924
12e_a40|423.3709264|7.515889085|0|113.5576846|1|5.4161004020000005|-0.262526337|0.000113|0.00086|4.66|-2248.276958|5.9318
1_a1 (SKF-104365)|376.1092109|7.535296702|1|134.2517831|0|5.4161004020000005|-0.01959813|0.0472|0.0287|3.45|-1279.084677|5.7959
