molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|SaaaC|AATSC8d|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|nFaHRing|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|FNSA4|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
6a_a31|0.0|1|0|0|3.3855253210000003|7.703007682000001|1|0.610184884|0.0|0.038376178|-0.181987023|0|0.0357275129999999|0.0|-0.026103465|-0.010591881|0.0006473469999999|0.001117583|-0.568500407|0|0.848282918|0.784022685|-0.0436046509999999|0|-0.126430958|0.259133072|-77.60012959|20.08876284|157.9971748|0.42783832|-0.045153913|98.49408082|0.6927462990000001|-1.896464366|-45.56491046|-26.51328079|0.478330896|-1113.557793|1671.917893|7.516549303|14.408653400000002|0.916923952|5908.282843|-653.8540772999999|38.27271371|0.031153284|-226.3518866|1.0|1.0|1.0|1.0|2.0|2.51|0.05|22.0|4.68|131.36|1.13|1.0|0.0|104.73|0.0|4.0|-5.22|28.0|5.0|-6.69|0.0|1.0|2.96|6.09e-06|0.0178|2.8|0.0|-0.05563|-1613.34153|607.79|1028.95|0.6404|447.66|0.70416|-0.19843|0.04606915|11.2387|5.9586|5.9586
19_a31|0.0|1|0|0|3.2411335510000003|7.401841579|0|0.61013725|0.0|0.062492295|-0.086654127|0|0.0427124179999999|0.0|-0.081641954|-0.0038998559999999|-0.081398052|-0.1751017789999999|-0.615878515|0|0.656654981|0.8558149140000001|-0.138769819|0|-0.113333675|0.279690511|-53.25742146|8.596058678|75.32978176|0.268735206|-0.036060715|67.42915967|0.776211804|-1.586671445|-31.1960848|-21.12293613|0.446100738|-929.4091898|1992.2502|7.0760696020000005|12.77501178|0.805382437|4917.329034|-544.4110343|27.21285095|0.0152483439999999|-323.5878356|1.0|1.0|1.0|1.0|2.0|2.62|0.28|16.0|5.8|98.91|1.68|1.0|0.0|97.25|0.0|7.0|-4.67|25.0|4.0|-6.41|0.0|1.0|3.47|2.14e-05|0.0431|2.93|0.0|-0.04308|-1489.532192|625.93|1028.58|0.3205|537.66|0.5385300000000001|-0.20675|0.03702801|2.4209|5.7447|5.7447
12h_a30|0.0|0|0|0|0.0|7.412764017000001|2|0.604984682|0.0|0.046965756|-0.06631353|2|0.043848238|0.0|-0.072247675|0.002064369|-0.0541804029999999|-0.120380857|-0.4708582289999999|1|0.669561738|0.831176513|-0.1240820219999999|0|-0.09907575|0.353607682|-52.88851758|11.06352871|89.66095835|0.236431596|-0.038417127|0.0|0.7979748729999999|-1.882439244|-33.64938551|-24.44221903|0.468446216|-1197.668733|2268.811589|8.066818026|15.1759206|0.881277172|6252.192213|-761.9955851|30.63031164|0.015886049|-379.1625034|0.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|4.25|81.65|3.2|2.0|0.0|127.24|0.0|5.0|-5.39|30.0|5.0|-6.02|0.0|0.0|2.92|4.12e-06|0.00405|3.97|0.0|-0.05347|-1675.011389|672.54|1132.06|0.1878|518.06|-0.26697|-0.2023599999999999|0.03372393|3.4138|8065.0|8065.0
12an_a36|0.0|1|0|0|3.489959714|7.412764017000001|2|0.6294007110000001|0.0|-0.05423417|-0.046532211|2|0.042739018|0.0|-0.031635802|0.003710345|-0.07550872|-0.133106642|-0.434819796|1|0.906423012|0.8344566859999999|-0.055405405|0|-0.105145528|0.270501913|-49.67568778|11.69727417|82.43567331|0.163559846|-0.036995649|0.0|0.783512615|-1.997765039|-33.56484523|-24.99720254|0.44576647|-1349.848937|2399.367452|8.773001855|15.82907093|0.8042935809999999|6162.848939|-912.0652916|31.9040205|0.015771136|-383.1273396|0.0|1.0|1.0|1.0|2.0|0.0|0.17|17.0|3.33|94.5|2.51|1.0|0.0|135.47|0.0|6.0|-4.85|31.0|4.0|-6.64|0.0|0.0|2.33|1.4300000000000002e-05|0.0132|3.19|0.0|-0.05561|-1670.452238|718.98|1215.98|0.6702|571.76|0.44822|-0.21035|0.0345115999999999|6.2182|7.3979|7.3979
8c_a32|0.0|1|1|1|3.46252244|7.765993078999999|0|0.609420757|0.0|0.080016722|-0.04699673|0|0.036711712|2.143746338|-0.0682721729999999|-0.001662219|-0.0852122769999999|-0.1534110109999999|-0.578242111|0|0.788133615|0.845443342|-0.11492754|1|-0.097480366|0.263222951|-46.47597924|9.818219446|126.6561213|0.198252488|-0.027548799|78.19443734|0.600684883|-1.267244762|-28.09723623|-16.654735000000002|0.447542891|-766.1178102000001|3038.837633|7.079719717000001|12.81496717|0.8100952690000001|5773.240734|-463.1595384|27.72624296|0.025527931|-121.7388847|1.0|1.0|1.0|1.0|2.0|2.82|0.26|19.0|6.49|140.04|1.1|1.0|0.0|110.47|1.0|7.0|-5.82|27.0|4.0|-6.45|0.0|1.0|3.56|1.5e-06|0.0164|3.21|0.0|-0.04161|-1880.764533|646.97|1090.0|0.3272|516.78|0.70135|-0.18873|0.03115673|10.2656|7.4318|7.4318
7e_a8|0.0|1|0|0|3.038052327|7.05012252|0|1.394799915|1.3496955309999998|-0.150447714|-0.052939815|0|0.043758865|0.0|-0.0446343779999999|0.002669179|0.034227147|0.07125309|-0.341022848|0|0.5897105770000001|0.732001738|-0.072307692|0|-0.0886889709999999|0.286669793|-51.4880895|12.91806855|86.03149870000001|0.170843962|-0.037446454|63.5628736|0.776001552|-1.6850904519999998|-30.79383811|-22.39586026|0.4742828629999999|-1007.813711|2032.501296|7.70387217|14.654025199999998|0.902163597|5808.479788000001|-602.7501229|28.86058693|0.018708212|-330.14031780000005|0.0|1.0|0.0|0.0|1.0|3.38|0.04|23.0|5.16|70.81|3.54|2.0|0.0|108.43|0.0|4.0|-5.75|29.0|4.0|-5.43|0.0|1.0|4.31|1.78e-06|0.00149|4.54|0.0|-0.0697|-1300.495519|622.23|1060.05|0.3461|544.55|0.6998300000000001|-0.2054699999999999|0.02845071|11.4436|4.4547|4.4547
18a_a30|0.0|0|0|0|0.0|7.412764017000001|2|0.604987543|0.0|0.045071414|-0.02919335|2|0.040166667|0.0|-0.094932667|0.005458948|-0.053309522|-0.094526372|-0.452377064|1|0.8421237309999999|0.7885597609999999|-0.171895425|0|-0.095397479|0.294303776|-45.11907802|10.62073502|79.18861306|0.14081879|-0.036990859|0.0|0.7904991659999999|-1.812552105|-28.08889239|-23.02866795|0.445995681|-1128.40473|2814.429655|7.050626413|12.72666325|0.8050400790000001|5942.293347|-702.4886239|29.1318055|0.016012295|-361.7006453|0.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|3.84|81.65|2.82|2.0|0.0|127.28|0.0|5.0|-5.28|29.0|4.0|-5.98|0.0|0.0|2.63|5.23e-06|0.0056|3.87|0.0|-0.05605|-1575.786909|665.12|1120.46|0.3781|508.08|0.69033|-0.19785|0.03180853|5.2813|7.6108|7.6108
A8301_a51|0.0|0|0|0|0.0|6.86171134|0|1.197963627|1.700610355|0.0245770529999999|-0.028789626|2|0.039058957|1.987294898|-0.1227504419999999|0.007083041|-0.0357324579999999|-0.0618359079999999|-0.4354420879999999|2|0.7595189840000001|0.6959300979999999|-0.21474885|1|-0.0780376929999999|0.339244706|-35.90764428|5.293803823|36.55933899|0.065260105|-0.032775831|78.46116212|0.854959635|-1.6387915469999998|-23.3177516|-21.28401067|0.4799553379999999|-1064.200534|2461.663545|6.890532887999999|13.24988678|0.922911768|6401.6494600000005|-691.0718926|24.89475504|0.009586697|-461.0082758|1.0|1.0|1.0|1.0|1.0|3.5|0.04|27.0|5.5|87.72|3.35|2.0|1.0|129.04|0.0|5.0|-6.6|31.0|3.0|-5.31|0.0|1.0|4.58|2.5e-07|0.000495|5.02|0.0|||||||||||7.9208|7.9208
3_a20 (SB-525334)|0.0|1|0|0|3.502142227|6.880384082000001|0|1.183765089|0.0|-0.048050965|-0.053897691|2|0.0526353279999999|1.728260385|-0.119584218|0.0033523629999999|-0.169090412|-0.277724429|-0.500412918|2|0.818922083|0.7186587|-0.17447922|1|-0.0917096759999999|0.246005838|-34.52869143|6.965173618|43.70154849|0.1243352319999999|-0.029269046|0.0|0.784910502|-1.375645142|-19.50382741|-16.53287135|0.457398769|-777.0449536|1782.992456|5.943823875|10.9543133|0.8429740729999999|4905.195832|-438.9205046|21.06338405|0.0117802769999999|-321.8682802|1.0|1.0|1.0|1.0|1.0|2.82|0.24|21.0|5.2|67.35|1.69|1.0|0.0|104.59|0.0|3.0|-4.85|26.0|4.0|-5.74|1.0|1.0|3.63|1.42e-05|0.00647|3.74|0.0|-0.0671399999999999|-1086.585811|605.71|1030.31|367.0|498.74|0.49443|-0.20131|0.02096048|4.8164|6.7905|6.7905
15b_a10|0.0|0|0|0|0.0|7.535296702|1|1.3438370730000002|2.145379897|-0.197213588|0.024214591|2|0.033219955|2.0455289690000003|-0.058911857|0.011928706|-0.174170642|-0.27395395|-0.195505087|2|0.744213612|0.791078367|-0.104250125|1|-0.07358373|0.697099355|-31.76194123|10.94939968|43.96642219|0.078081026|-0.024105015|118.6253241|0.670236374|-1.398090862|-21.77253505|-16.52377848|0.414077981|-958.3791518|2603.829652|6.6940006620000005|11.42472965|0.706711759|6105.426726|-656.9605906|24.65365821|0.017637846|-233.3911134|1.0|1.0|1.0|1.0|0.0|3.89|0.32|21.0|4.34|56.07|2.14|1.0|0.0|123.73|0.0|7.0|-4.35|31.0|5.0|-6.34|1.0|0.0|3.66|4.46e-05|0.00943|3.49|0.0|-0.04734|-1317.766641|721.17|1231.3|0.3575|587.53|0.46711|-0.20313|0.02977516|6.1384|7.0706|7.0706
11_a33|0.0|1|1|1|3.221176304|7.686621335|0|0.609352951|0.0|-0.151505631|-0.039406316|0|0.034984568|1.979284901|-0.008908194|-0.00103193|-0.122478641|-0.232296883|-0.393892466|0|0.8389087140000001|0.85401347|-0.014463304|1|-0.104881435|0.229250542|-34.4118011|16.37099833|45.43139569|0.142712759|-0.030847481|0.0|0.552878386|-1.048814353|-16.71585694|-14.98445481|0.4673066279999999|-509.4714637|979.349175|5.24049311|9.837729137|0.8772525659999999|4880.001461|-247.4805685|27.10262364|0.035341374|-51.37234937|1.0|1.0|1.0|1.0|1.0|2.31|0.13|19.0|5.77|120.17|0.89|0.0|0.0|89.77|0.0|3.0|-5.48|22.0|4.0|-5.97|0.0|1.0|3.28|3.32e-06|0.0136|3.28|0.0|-0.05806|-1669.324638|506.55|858.89|0.5408|378.1|0.70381|-0.19938|0.02055276|4.5998|8.3188|8.3188
4S4k_a46|0.0|0|0|0|0.0|7.825245291|1|1.134637098|2.145043462|-0.050636784|-0.088084767|1|0.0510113959999999|0.0|-0.1032662209999999|0.006050983|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.141706595|0|-0.0860536609999999|0.199356973|-47.49082053|4.1078333030000005|172.7607401|0.1082655419999999|-0.030477338|0.0|0.8679099640000001|-1.46291223|-25.17446332|-16.15576699|0.461984953|-775.4768155|1729.18312|5.523352655|10.26616763|0.858684076|4719.2906570000005|-411.0733912|18.61456563|0.007182108|-390.0516264|1.0|0.0|1.0|1.0|1.0|3.03|0.33|17.0|4.26|50.94|2.84|1.0|0.0|100.96|0.0|2.0|-4.82|25.0|3.0|-5.46|1.0|1.0|3.79|1.5e-05|0.0049299999999999|4.05|0.0|-0.02074|-1053.441953|566.82|997.07|0.2623|487.43|0.5716|-0.1947|0.02628818|2.5693|6.7055|6.7055
4_a47|0.0|0|0|0|0.0|0.0|0|1.304464196|0.0|0.004633887|-0.121159855|2|0.038479532|1.42341819|0.011775922|-0.006506051|-0.017555555|-0.027355932|-0.462831711|2|0.893350891|0.783871003|0.019305509|1|-0.092556319|0.444849947|-42.46254967|4.22896799|96.20929041|0.1257991219999999|-0.03525955|0.0|0.806604393|-1.48090111|-23.10213311|-19.18327632|0.402148382|-805.6976052|1528.797085|6.468023748999999|10.818777699999998|0.67265584|5254.939281|-438.3470487|23.78275706|0.013656479|-333.62177030000004|1.0|0.0|1.0|1.0|2.0|3.01|0.05|22.0|4.83|58.04|3.1|2.0|0.0|106.52|0.0|3.0|-5.92|26.0|3.0|-4.99|0.0|1.0|4.32|1.21e-06|0.0008359999999999|4.96|0.0|-0.05606|-1509.453558|576.9|988.42|0.2304|432.89|0.45947|-0.21076|0.03342033|5.4892|7.5|7.5
13h_a6|0.0|1|0|0|3.464247528|6.842683282|0|1.424099498|0.0|-0.094781725|0.004767264|2|0.04393617|1.656132209|-0.090944829|-0.000644109|-0.12414699|-0.215607882|-0.468842137|2|0.836982172|0.780222427|-0.164411111|1|-0.091977068|0.300800177|-51.85624128|12.1971464|77.20799814|0.132089259|-0.032362302|0.0|0.736918588|-1.747564296|-36.26429338|-22.63172141|0.461667017|-1222.112956|2829.19698|9.11292243|16.928040300000003|0.8575863490000001|6302.785260000001|-854.6524332|30.71129129|0.017825256|-331.36552|1.0|1.0|1.0|1.0|2.0|3.03|0.12|27.0|5.41|103.17|1.13|2.0|0.0|128.63|0.0|6.0|-5.56|33.0|5.0|-6.31|0.0|1.0|3.61|2.77e-06|0.0038|3.7|0.0|-0.07435|-1386.613707|738.61|1253.92|1.0978|591.53|0.50716|-0.2153199999999999|0.04469058|10.0322|7.3279|7.3279
6_a27|0.0|1|0|0|2.6137160880000003|6.823286122000001|0|1.404458667|1.7996617540000002|0.1718757239999999|-0.072298665|2|0.042942943|1.221528093|0.081320966|0.0058042269999999|-0.1044763|-0.179319226|-0.541168953|2|0.678057835|0.787663648|0.1272522519999999|1|-0.090025109|0.344065059|-38.92545695|10.17466399|125.8234721|0.214952384|-0.034625042|61.10118428|0.774820398|-1.35037664|-19.27068071|-17.14169035|0.47262982|-668.5259238|1193.992326|5.010042219|9.500048379|0.896201262|4761.820508|-330.96463430000006|22.12343713|0.01635203|-272.1086175|0.0|0.0|0.0|0.0|1.0|2.49|0.11|21.0|3.48|76.46|2.42|0.0|0.0|92.65|0.0|2.0|-3.62|24.0|4.0|-6.55|1.0|1.0|2.71|0.000242|0.0485|2.37|0.0|-0.04793|-1043.831559|526.9|896.68|0.1915|401.49|0.3366099999999999|-218.0|0.02494141|4.0597|9.0|9.0
13c_a5|0.0|1|0|0|2.944180713|6.605297921|1|1.377702625|0.0|-0.2071929139999999|-0.0090268969999999|3|0.024822695|0.0|-0.018055556|0.006110714|-0.092592608|-0.150963534|-0.324868153|2|0.705487111|0.770478689|-0.033833834|0|-0.076591149|0.4148662979999999|-50.97293525|15.25960958|158.67712230000004|0.19980328|-0.025039414|51.93687546|0.551328235|-1.302049531|-33.60884086|-16.50965711|0.46617977|-858.5021696|1235.709541|8.492261628|15.90846721|0.873289814|5989.714507|-566.0506435|29.94524142|0.0302745689999999|-67.68621352|1.0|1.0|1.0|1.0|1.0|2.58|0.17|23.0|4.23|84.0|1.16|1.0|0.0|120.88|0.0|5.0|-3.55|31.0|5.0|-7.28|0.0|1.0|2.68|0.0002839999999999|0.0446|2.15|0.0|-0.05615|-1351.274441|676.53|1153.36|509.0|513.33|0.41594|-0.22939|0.03747691|2.9732|6.9101|6.9101
17d_a50|0.0|0|1|1|0.0|8.105609402|2|1.338814635|4.380250483|-0.152030219|0.03538699|1|0.031990741|2.234730384|-0.125540541|0.01245647|-0.200725906|-0.323333765|-0.2294807539999999|1|0.754575205|0.748516466|-0.2177003589999999|1|-0.069790853|0.8020670809999999|-30.63468215|10.55016861|5.007868064|0.070113177|-0.025589979|86.38197811|0.75405703|-1.535398758|-21.24595322|-17.74731987|0.445708152|-1064.839192|2950.99157|6.996105516|12.62170017|0.8041037459999999|6281.764548|-738.4938272999999|23.53577933|0.013178555|-352.3903892|1.0|1.0|1.0|1.0|0.0|3.68|0.35|20.0|4.0|51.77|2.71|2.0|0.0|133.19|0.0|6.0|-4.5|32.0|4.0|-6.25|1.0|0.0|3.68|3.17e-05|0.00557|3.72|0.0|-0.03251|-1335.989008|727.15|1263.22|0.1819|579.45|0.66103|-0.19967|0.02625058|7.9942|7.1308|7.1308
9_a3|0.0|0|0|0|0.0|6.823286122000001|0|0.605017128|0.0|0.187952252|-0.100592457|1|0.034166667|2.4071976040000003|0.023606557|-0.003863265|0.083014843|0.141996379|-0.614170287|1|0.923357627|0.6729843740000001|0.042154567|0|-0.083555008|0.506753484|-44.74600478|3.469130065|223.4501605|0.15350225|-0.038196575|72.50764604|0.886859678|-1.336880133|-21.04009269|-17.96047462|0.413418346|-628.6166118|1383.145159|5.004834198999999|8.532203772|0.704792493|4430.929894|-295.5828535|20.25176593|0.008976383|-363.8118546|1.0|1.0|1.0|1.0|1.0|2.44|0.0|21.0|4.9|80.04|2.42|1.0|0.0|92.69|0.0|2.0|-5.53|22.0|2.0|-5.21|0.0|1.0|3.7|2.96e-06|0.00379|4.14|0.0|-0.03999|-1256.087705|512.44|857.36|0.2069|350.27|0.3639699999999999|-0.19833|0.0242342|2.6661|4.96|4.96
3_a47|0.0|0|0|0|0.0|0.0|0|1.304465159|0.0|0.013076203|-0.130414103|2|0.03308642|1.416887578|0.013073797|-0.007967014|-0.015388793|-0.024240921|-0.457330633|2|0.900251233|0.720319618|0.022804181|1|-0.0948001|0.4661246329999999|-43.59237092|4.514659074|98.29790989|0.145272519|-0.036461577|1.139378223|0.7849694909999999|-1.422001494|-22.85956767|-19.12022366|0.403777634|-745.6887227000001|1280.146703|6.46319354|10.84023999|0.67722658|5022.029588|-391.0345195|24.35791949|0.016230658|-298.8724505|1.0|0.0|1.0|1.0|2.0|2.89|0.0|22.0|4.32|58.04|2.88|1.0|0.0|101.55|0.0|3.0|-5.54|25.0|3.0|-5.16|1.0|1.0|4.02|2.86e-06|0.00156|4.6|0.0|-0.05717|-1470.137664|556.65|941.44|0.2342|402.58|0.52977|-0.2119|0.03619487|5.3274|6.5|6.5
21_a12|0.0|0|0|0|0.0|6.605297921|1|0.609915045|0.0|0.04375233|-0.058516436|3|0.037992832|0.0|-0.0546514309999999|-0.001825446|-0.116098308|-0.211367878|-0.522951134|2|0.923855679|0.835359152|-0.099516604|0|-0.100098765|0.192026642|-34.60932333|6.154473157000001|75.46830038|0.15172224|-0.036878492|0.0|0.770818357|-1.401382713|-17.416202300000002|-18.55810005|0.473492395|-705.2078018999999|1080.052791|5.891343219|11.18947411|0.8993077970000001|4652.242111|-354.8766794|24.07584081|0.017360942|-272.5639702|1.0|1.0|0.0|1.0|1.0|2.81|0.12|17.0|4.01|78.41|1.82|0.0|0.0|98.16|0.0|3.0|-3.82|23.0|4.0|-6.45|0.0|1.0|2.68|0.00015|0.0551|2.53|0.0|-0.0546899999999999|-1327.479547|539.67|893.17|0.3665|397.31|0.59386|-0.22253|0.02758166|3.2551|7.6576|7.6576
14j_a23|0.0|0|1|1|0.0|7.423568444|0|1.197963927|3.278390512|0.074424082|-0.071396109|2|0.046283951|0.722606603|-0.055708465|0.0075222369999999|-0.073945564|-0.17267308|-0.463194548|2|0.616699629|0.800643488|-0.091426449|1|-0.082226482|0.226990358|-40.35191855|13.28905737|40.38957571|0.154547838|-0.034989992|83.17168000000001|0.7739671709999999|-1.644529644|-26.17681598|-22.69846456|0.497137467|-1066.827834|2175.598042|7.83426417|15.57933561|0.988615047|6597.039681|-692.0651337|29.32742551|0.017787992|-355.4521561|0.0|1.0|1.0|1.0|1.0|3.41|0.05|26.0|3.78|105.02|3.4|2.0|1.0|120.24|0.0|5.0|-5.58|31.0|5.0|-6.31|0.0|0.0|3.77|2.66e-06|0.00332|3.68|0.0|-0.07581|-1729.15999|670.6|1142.37|0.3886|528.18|0.65128|-0.2239699999999999|0.02207124|8.3233|8.3883|8.3883
12u_a36|0.0|1|0|0|3.508898495|7.412764017000001|2|1.270259304|0.0|-0.054501792|-0.0407717229999999|2|0.042560386|0.0|-0.010669561|0.005035022|-0.099596099|-0.163978382|-0.438988314|1|0.901715152|0.8101678720000001|-0.018047007|0|-0.0969881059999999|0.3765068079999999|-50.53295452|12.27663887|86.1184622|0.157772171|-0.03452119|5.944854912|0.77938748|-2.036750221|-35.17050511|-24.02645378|0.486156325|-1417.5607730000002|2455.7556010000003|7.65672775|14.90088936|0.946117173|6127.402572|-986.6102007|30.82735404|0.015171583|-388.9026034|0.0|1.0|1.0|1.0|2.0|0.0|0.24|17.0|3.85|69.2|2.66|2.0|0.0|138.33|0.0|6.0|-4.95|32.0|4.0|-6.19|1.0|1.0|2.66|1.13e-05|0.00589|3.8|0.0|-53.0|-1350.8981130000002|739.12|1254.5|0.4267|590.18|0.69258|-0.20409|0.03260752|7.8877|7.7959|7.7959
7_a47|0.0|0|0|0|0.0|0.0|0|1.304326965|0.0|0.00763426|-0.143650735|2|0.04030303|1.303301032|-0.0781924059999999|-0.00794321|-0.021071408|-0.04311702|-0.46105149|2|0.6995252890000001|0.817389583|-0.124285418|1|-0.095957591|0.427432212|-45.82735481|5.027768049|103.5602725|0.152677268|-0.036250645|0.0|0.816979353|-1.631279045|-25.84337052|-20.44278719|0.405265781|-919.9254234|1968.695833|6.485224033|10.90440708|0.681423344|5958.904826|-518.7725468|25.02240371|0.0130514639999999|-357.5076454|1.0|0.0|1.0|1.0|2.0|3.14|0.09|22.0|5.63|58.04|3.69|2.0|0.0|111.28|0.0|4.0|-6.47|28.0|4.0|-4.8|0.0|1.0|4.89|3.41e-07|0.000345|5.49|0.0|-0.05297|-1647.996662|604.84|1043.33|0.2144|455.81|0.69314|-0.2073699999999999|0.03348545|4.4255|7.6|7.6
28_a34|0.0|0|0|0|0.0|7.423568444|1|1.454781307|1.767685185|0.000561166|-0.206909349|1|0.04515873|0.0|-0.0500053959999999|-0.007544188|-0.189821204|-0.311884247|-0.5437894289999999|1|0.8318609690000001|0.798057295|-0.078146961|0|-0.140864841|0.316156689|-66.89539627|19.29162755|144.3404619|0.4540644379999999|-0.048190604|88.32197602|0.7298701059999999|-1.831242935|-34.24669822|-24.6708914|0.454339954|-937.4938731|1689.357471|5.613534285|10.28760365|0.832642882|4803.256974|-479.9443839|33.80175623|0.0271102189999999|-235.3612529|1.0|1.0|1.0|1.0|1.0|2.55|0.12|17.0|1.99|92.26|0.88|0.0|0.0|85.92|0.0|3.0|-3.27|24.0|5.0|-7.04|0.0|1.0|1.84|0.000533|182.0|1.72|0.0|-0.03896|-1100.797628|544.24|896.02|0.2043|417.28|0.69263|-0.21698|0.03680411|8.5886|5.4179|5.4179
1c_a5|0.0|1|0|0|2.955525321|6.605297921|0|1.424607938|0.0|-0.268536978|-0.006491037|2|0.0248765429999999|0.0|-0.058823529|0.007357977|0.034752304|0.0578378779999999|-0.20172074|2|0.71274658|0.7595197290000001|-0.109439124|0|-0.070346332|0.436308619|-34.82350689|4.27195187|160.5407184|0.11368581|-0.0281385329999999|0.0|0.753027268|-1.12554131|-17.81716094|-14.3968489|0.476413155|-575.8739559999999|873.709445|6.063350238|11.580409800000002|0.909902834|4387.398857|-294.64117410000006|19.11862892|0.0153811389999999|-258.918642|1.0|0.0|1.0|1.0|1.0|2.09|0.05|23.0|4.99|54.46|2.13|0.0|0.0|95.45|0.0|3.0|-4.25|24.0|3.0|-5.77|1.0|1.0|3.43|5.5700000000000005e-05|0.0111|3.43|0.0|-0.03965|-990.6223073|556.84|929.31|271.0|410.52|0.4444899999999999|-0.22684|0.029157178|2.6801|5.4|5.4
8m_a46|0.0|0|0|0|0.0|7.727094485|1|1.160371261|2.126524943|-0.044830187|-0.085284636|1|0.047345679|0.0|-0.064176245|0.005865049|0.010184776|0.015631887|-0.380393836|1|0.783187801|0.7699708959999999|-0.090247845|0|-0.085204935|0.280198209|-48.32436573|3.742817678|166.8508795|0.123789645|-0.032188531|0.0|0.8854896870000001|-1.448483903|-25.62105988|-17.06601365|0.425802465|-767.9706141|1913.813025|5.684332261000001|9.899611044|0.7415609409999999|4439.758321|-407.1697745|19.27296714|0.006689855|-408.7649869|1.0|0.0|1.0|1.0|1.0|2.92|0.3|17.0|4.16|50.94|2.62|1.0|0.0|96.16|0.0|2.0|-4.48|24.0|3.0|-5.61|1.0|1.0|3.53|3.3e-05|0.0088799999999999|3.72|0.0|-0.01818|-1014.126693|570.72|970.82|0.3905|489.57|0.43001|-0.19715|0.03472717|3.1675|6.6402|6.6402
12ag_a36|0.0|1|0|0|3.408828027|7.412764017000001|2|1.297044434|0.0|-0.042092217|-0.084341564|2|0.043848238|0.0|-0.050147748|-0.000673716|-0.101303149|-0.217394466|-0.445549431|1|0.724208473|0.835013502|-0.0861053359999999|0|-0.1081585809999999|0.26896187|-52.02834065|12.70005599|85.84609192|0.253169906|-0.038937089|0.0|0.758897371|-1.946854457|-32.81436052|-24.55768654|0.481286668|-1227.884327|2305.164626|7.849377942|15.13240062|0.927847116|5906.879919|-774.4286762999999|32.35969377|0.019328689|-326.5740008|0.0|0.0|1.0|0.0|2.0|0.0|0.14|17.0|3.13|69.2|2.4|1.0|0.0|123.71|0.0|5.0|-3.89|30.0|5.0|-6.76|1.0|0.0|2.15|0.000129|0.0278|2.78|0.0|-0.05486|-1332.185403|658.68|1112.68|0.4286|507.72|0.69204|-0.20713|0.03415856|7.5405|7.7696|7.7696
12u_a30|0.0|0|0|0|0.0|7.412764017000001|2|0.604983445|0.0|0.028039604|-0.027452346|2|0.043383838|0.0|-0.0646674999999999|0.001805829|-0.0493878409999999|-0.0857954809999999|-0.467189145|1|0.8149999040000001|0.83236194|-0.105767484|0|-0.097867106|0.477056017|-51.83732031|10.42404292|78.15130994|0.15055905|-0.03794847|0.0|0.810462868|-1.859475018|-34.72068676|-25.41792137|0.443167712|-1245.478147|2608.6452440000003|7.804487592999999|14.01586754|0.7958728709999999|7133.515802|-834.2224549|31.36222814|0.014495402|-415.8966522|0.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|5.11|81.65|3.79|2.0|0.0|137.3|0.0|5.0|-6.58|31.0|4.0|-5.52|0.0|1.0|3.59|2.64e-07|0.0004269999999999|5.12|0.0|-0.0528299999999999|-2494.962309|705.15|1202.06|0.1502|559.16|0.6847|-0.20146|0.03472994|7.0553|7.4647|7.4647
