molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|SaaaC|AATSC8d|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|nFaHRing|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|FNSA4|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
47c_a18|0.0|0|0|0|0.0|7.03438793|1|1.251176227|0.0|0.02368001|-0.048726885|0|0.032688172|0.0|0.028947131|0.002674691|-0.212991596|-0.320309303|-0.455055055|0|0.784328127|0.758269842|0.050944273|0|-0.094000037|0.246894346|-57.54296759|12.75381432|67.68084951|0.1871383589999999|-0.0321917939999999|103.416376|0.7489981509999999|-2.350000928|-46.26124419|-25.88035487|0.489290189|-1889.265906|2027.892739|9.566965871|18.73268473|0.958059115|7527.530240999999|-1518.861384|34.55329606|0.016406766|-400.3604527|1.0|0.0|1.0|1.0|3.0|0.0|0.3|18.0|2.84|97.76|2.41|3.0|2.0|154.77|1.0|12.0|-5.73|38.0|4.0|-6.61|0.0|0.0|2.42|1.84e-06|0.00417|3.98|1.0|-0.0449|-1664.753129|850.89|1505.09|0.5869|790.07|0.6983199999999999|-0.17331|0.03115159|3.8573|8.5229|8.5229
12z_a30|0.0|0|0|0|0.0|7.412764017000001|2|0.604983642|0.0|-0.1155022219999999|-0.026703371|2|0.040566449|0.0|-0.045463448|0.005111479|-0.12254489|-0.207153446|-0.39205163|1|0.8397577820000001|0.809127478|-0.077335468|0|-0.107776943|0.315493739|-49.68145417|21.47520633|54.40462246|0.167079923|-0.034034824|0.0|0.630839856|-1.939984979|-34.55504699|-23.67231332|0.48740649|-1349.321859|2435.831516|8.071510779|15.74641625|0.950863559|7074.004131999999|-938.4966892|37.52507564|0.029109145|-182.00664430000003|0.0|1.0|1.0|1.0|1.0|0.0|0.21|17.0|3.94|100.11|2.2|2.0|0.0|140.26|0.0|7.0|-5.61|33.0|6.0|-6.39|0.0|0.0|2.52|2.47e-06|0.00456|3.81|0.0|-0.04679|-1804.814868|739.33|1266.9|0.1855|580.6|0.5513100000000001|-0.19279|0.02895763|7.2113|7.3615|7.3615
8a_a12|0.0|0|0|0|0.0|0.0|1|1.283813597|0.0|0.082323047|-0.052287869|3|0.0420317459999999|0.0|-0.084035283|0.000249868|-0.135424346|-0.226106307|-0.5385001079999999|2|0.913877696|0.763500863|-0.146966854|0|-0.093050281|0.221703535|-30.69873711|5.354053791|46.32568673|0.107343574|-0.033836466|0.0|0.791430726|-1.4888045019999998|-15.90061008|-17.52581709|0.46777503|-771.1359521|2093.2274030000003|5.113243051|9.607296424|0.878904705|4806.044707999999|-399.41487|22.14447395|0.014012546|-301.89687089999995|1.0|1.0|0.0|1.0|1.0|3.06|0.15|18.0|3.87|50.17|2.89|0.0|0.0|105.24|0.0|3.0|-3.9|25.0|4.0|-6.04|1.0|1.0|3.1|0.000125|0.0203|3.18|0.0|-0.06246|-1046.0428949999998|556.3|952.71|0.2486|424.14|0.6309100000000001|-0.2194199999999999|0.02180654|5.4032|6.7011|6.7011
9g_a40|0.0|0|0|0|0.0|7.515889085|0|0.604992427|1.849105962|-0.058811055|-0.0220464379999999|0|0.043730159|0.895670535|-0.145879501|0.0115573539999999|-0.037217966|-0.062672355|-0.383703998|0|0.694156166|0.764275277|-0.242405063|1|-0.079033043|0.002717414|-33.47455057|11.25704374|65.74631496|0.09545843|-0.031197254|64.08637519|0.740240206|-1.185495647|-17.63553984|-16.43578193|0.476386801|-624.5597134|349.4421673|8.180261533|15.62271835|0.909806709|4435.743087|-329.0394499|22.20330888|0.018087202|-253.1335385|1.0|0.0|1.0|1.0|1.0|1.78|0.06|22.0|2.91|72.28|0.64|0.0|0.0|87.53|0.0|3.0|-2.49|23.0|4.0|-7.17|1.0|0.0|1.93|0.00323|247.0|1.37|0.0|-0.0624|-1332.487689|559.04|923.42|0.3563|469.6|0.70233|-0.19005|0.01134289|5063.0|5.45|5.45
11_a4|0.0|0|0|0|0.0|7.535296702|1|0.626711769|2.159635561|-0.20567828|0.032861655|2|0.03617284|2.216390726|-0.0043410079999999|0.010782511|-0.0278843589999999|-0.046906237|-0.145254541|2|0.6575743310000001|0.820318166|-0.007574475|1|-0.06530408|0.4523305489999999|-31.35942689|5.395547437|12.88007087|0.069886591|-0.023620625|59.55648883|0.7560913159999999|-1.110169356|-18.12338426|-13.65094004|0.480360734|-641.5941818|1640.559148|6.850305797000001|13.18281017|0.924411925|5425.1341090000005|-370.7930613|18.0546182|0.011937709|-296.0029432|1.0|1.0|1.0|1.0|0.0|3.49|0.23|21.0|4.97|68.9|3.15|2.0|0.0|111.64|0.0|4.0|-5.14|27.0|3.0|-5.74|0.0|1.0|4.16|7.27e-06|0.00395|3.99|0.0|-0.05582|-1467.463842|630.04|1071.03|151.0|479.99|0.4444|-0.2146699999999999|0.02336674|5.3012|6.9586|6.9586
3t_a32|0.0|1|1|1|3.4477303|7.765993078999999|0|0.609420752|0.0|0.028840888|-0.0338714389999999|0|0.03995614|2.141978747|-0.086478322|0.00139283|-0.070331512|-0.122301673|-0.496165036|0|0.710773544|0.822076702|-0.146047869|1|-0.0974995|0.217914628|-50.65701113|8.995863948|97.01046154|0.171323757|-0.026967947|0.0|0.684474482|-1.267493496|-31.99514268|-17.03304802|0.481726305|-800.5532571|2241.507646|8.107111779|15.64252992|0.929482453|5525.861115|-505.632194|24.88485469|0.017184783|-233.0294362|1.0|1.0|1.0|1.0|1.0|3.41|0.3|19.0|7.65|128.01|1.74|2.0|0.0|112.48|0.0|7.0|-6.48|27.0|4.0|-5.81|0.0|1.0|4.46|3.28e-07|0.00462|4.09|0.0|-0.05507|-1864.708995|677.16|1129.24|0.2906|575.45|0.70286|-0.20246|0.03020622|2.7003|8.0458|8.0458
1a_a18 (SB-431542)|0.0|1|0|0|3.3674017380000003|7.423568444|1|1.430935835|0.0|0.043282217|-0.175408303|1|0.035620155|0.0|-0.0492229479999999|-0.008385698|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.083341531|0|-0.122555709|0.210046675|-74.98172333|19.58668728|160.410387|0.405958714|-0.0462988229999999|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|-27.46300805|0.472443977|-1235.8353619999998|1890.195809|7.52384981|14.26170773|0.895533283|5748.422847|-733.0587287000001|36.46179023|0.02438148|-300.3801761|1.0|1.0|1.0|1.0|2.0|2.35|0.05|23.0|4.04|103.12|1.54|1.0|0.0|106.85|0.0|4.0|-4.52|29.0|5.0|-6.73|0.0|1.0|2.85|3.03e-05|0.0218|2.7|0.0|-0.05971|-1292.588031|620.23|1048.7|0.5767|464.08|0.55409|-193.0|0.03494548|8.8609|6.9031|6.9031
47n_a18|0.0|0|0|0|0.0|7.03438793|1|1.251175627|0.0|0.0487694459999999|-0.057061805|0|0.032169312|0.0|-0.048404296|0.001705837|-0.172015161|-0.258092915|-0.529441732|0|0.722991132|0.696612213|-0.083719099|0|-0.091185806|0.288989992|-65.43887366|8.759783644|61.29571241|0.207570604|-0.031974244|47.476904100000006|0.783921929|-2.4620167580000003|-54.00070374|-26.38541222|0.482565384|-2031.676741|2052.393389|10.43689152|20.17045476|0.932611327|7909.580851999999|-1676.556573|33.65821422|0.01357247|-468.58948260000005|1.0|0.0|1.0|1.0|3.0|0.0|0.31|18.0|3.67|105.6|2.72|3.0|1.0|162.18|1.0|13.0|-6.02|40.0|4.0|-6.68|0.0|0.0|2.76|9.48e-07|0.00308|4.1|0.0|-0.0525299999999999|-1743.3283440000002|879.92|1565.37|0.5056|799.02|0.6914600000000001|-0.18391|0.02839695|3.3568|7.1938|7.1938
13b_a5|0.0|1|0|0|2.948625157|7.153833802|1|1.338814635|0.0|-0.142746146|0.011339656|2|0.02468599|0.0|-0.017963913|0.0066003869999999|-0.055701188|-0.091464693|-0.357011244|2|0.6700114770000001|0.765309977|-0.0330907489999999|0|-0.074710354|0.468748106|-44.93506461|8.980592802|14.41650822|0.168442764|-0.02636836|46.77748445|0.654076389|-1.344786367|-29.05440446|-17.04942469|0.455921715|-869.5206594|1177.571784|8.427551282000001|15.48959317|0.837970799|5678.380299|-562.2202871000001|26.06641209|0.021552174|-199.2474147|1.0|1.0|1.0|1.0|1.0|2.64|0.17|23.0|4.64|74.77|1.96|1.0|0.0|119.8|0.0|5.0|-4.24|30.0|4.0|-6.58|1.0|1.0|3.26|5.69e-05|0.0148|3.01|0.0|-0.05177|-1276.066049|672.43|1138.73|0.5528|503.93|0.32779|-0.22451|0.035153|4.7964|6.9586|6.9586
25b_a34|0.0|0|0|0|0.0|7.412764017000001|1|1.290860233|1.94553288|0.133975789|-0.0929479709999999|1|0.04037037|0.0|-0.061390533|-0.000223677|-0.278635968|-0.435821207|-0.623853334|1|0.832166825|0.7969500890000001|-0.101529052|0|-0.137924163|0.5020264870000001|-64.37123451|18.82143547|165.2408865|0.343426892|-0.042438204|49.2835599|0.76274549|-2.206786613|-40.19997818|-26.50275222|0.419904835|-1378.143115|2671.608537|6.383564979|11.00434095|0.723855085|5786.015654|-860.6534206|34.74652105|0.019067452|-328.1702779|1.0|1.0|1.0|1.0|2.0|3.39|0.29|17.0|2.63|90.3|1.56|1.0|0.0|108.21|0.0|7.0|-3.82|29.0|5.0|-7.07|0.0|0.0|2.58|0.00015|0.0796|2.29|0.0|-0.03539|-1313.388114|668.48|1136.16|0.2259|562.84|0.6925600000000001|-0.21103|0.02655501|9.0174|5.6819|5.6819
9h_a24|0.0|1|0|0|2.916716427|7.153833802|0|1.428198245|1.726213624|-0.203768024|2.01e-05|2|0.023854167|0.0|-0.002471577|0.012380829|-0.02551563|-0.047269812|-0.207206943|2|0.687815726|0.78742035|-0.004960317|0|-0.0687348109999999|0.4016070679999999|-28.52000725|8.724425117000001|167.2085719|0.1162247219999999|-0.026280957|1.773520599|0.572371258|-0.8935525440000001|-13.48059881|-12.42226332|0.477589721|-422.3569529|768.1954692|5.805547147|11.11300329|0.914204295|4170.098082|-199.6361567|21.70315707|0.031789952|-68.41568372|0.0|0.0|1.0|1.0|1.0|1.96|0.0|22.0|2.42|72.28|1.07|0.0|0.0|82.17|0.0|3.0|-2.83|22.0|4.0|-6.85|1.0|1.0|1.97|0.00147|166.0|1.7|0.0|-0.0435399999999999|-945.2642633|506.68|831.92|0.3844|363.48|0.54606|-0.22593|0.0305020989999999|7.7741|7.1135|7.1135
16e_a32|0.0|1|1|1|3.343660084|7.765993078999999|0|0.609420752|0.0|0.180914799|-0.06951854|0|0.040982906|2.080236877|-0.01320745|-0.002310082|-0.123297852|-0.219947482|-0.698621582|0|0.804503712|0.86370575|-0.022651598|1|-0.117338144|0.504569498|-55.957388|15.50894749|105.4021155|0.209694841|-0.037448344|39.27920316|0.702226562|-1.760072163|-35.94239328|-24.05371573|0.458956284|-1130.524639|3376.1299740000004|6.573687662|12.15001203|0.848279482|6142.277629|-726.1554308999999|34.2534974|0.023323257|-259.78720209999994|0.0|1.0|1.0|1.0|2.0|3.36|0.26|19.0|6.03|149.27|1.12|3.0|0.0|111.95|1.0|8.0|-6.59|28.0|5.0|-6.15|0.0|1.0|3.77|2.58e-07|0.0074099999999999|3.76|0.0|-0.0505899999999999|-1955.993572|677.82|1130.95|0.2858|552.79|0.7022|-0.2005|0.02792775|3.9389|8.1367|8.1367
41_a47|0.0|0|1|1|0.0|6.842683282|0|1.420292383|1.840145925|-0.225923786|-0.072088843|3|0.042537538|1.601942802|0.075316535|0.0047106|-0.1430639269999999|-0.317014709|-0.276217719|3|0.62974551|0.8417952740000001|0.123676975|1|-0.0899793719999999|0.245948366|-34.50740631|10.36256127|54.15850042|0.1768315369999999|-0.02929561|0.0|0.653147815|-1.259711209|-19.48810377|-16.54473457|0.447046066|-711.4235867000001|1073.170368|7.168742909|12.96444871|0.8084689140000001|5042.636398|-401.77742|25.33076615|0.023067788|-172.98086630000003|1.0|1.0|1.0|1.0|1.0|3.18|0.16|21.0|3.34|68.52|1.75|0.0|0.0|99.09|0.0|4.0|-3.57|26.0|5.0|-6.66|1.0|1.0|3.06|0.000267|0.0436|2.49|0.0|-0.05053|-1162.492089|603.1|995.43|0.2849|471.9|0.6779|-0.2026099999999999|0.02982752|6.8546|8.0|8.0
6b_a40|0.0|0|0|0|0.0|8.421342866|1|0.604892326|1.710647518|0.135693438|-0.069975812|0|0.039863946|0.6899826|-0.226457281|-0.004728928|-0.018582337|-0.033583055|-0.630957955|0|0.691778838|0.842573207|-0.307881994|1|-0.118488624|0.417254814|-72.13527644|9.771129787|176.8246355|0.246568426|-0.049599889|34.43877986|0.878140798|-2.132795227|-48.31476032|-33.22101012|0.442509019|-1428.503435|4049.386572|6.976123351|12.51342818|0.793750992|8482.600495|-956.7829293|37.83107469|0.011838681|-506.5422338|0.0|1.0|0.0|1.0|1.0|3.36|0.21|14.0|5.67|173.43|2.61|2.0|2.0|130.16|1.0|5.0|-8.41|31.0|5.0|-5.85|0.0|1.0|4.21|3.86e-09|0.000335|5.03|1.0|-0.09533|-3290.775349|687.2|1183.07|0.4962|552.01|0.69429|-0.21904|0.03026498|11.3203|7.5229|7.5229
3d_a32|0.0|1|1|1|3.503398526|7.765993078999999|0|0.609420786|0.0|0.0181036519999999|-0.034290847|0|0.041161616|2.230648962|-0.0602430179999999|0.002004382|-0.076494363|-0.1395294259999999|-0.539652902|0|0.8315372|0.8444218509999999|-0.100251236|1|-0.093187219|0.2214902789999999|-37.19367587|7.807299836|62.43434632|0.107154498|-0.02867299|0.0|0.720540286|-1.118246623|-20.13777259|-15.52441767|0.427813496|-605.4522892000001|1855.167124|6.15119195|10.75032687|0.747681906|4752.534658|-327.8100438|21.54552351|0.0160633|-238.8142619|1.0|1.0|1.0|1.0|1.0|3.11|0.24|19.0|6.97|110.94|1.94|1.0|0.0|97.86|0.0|4.0|-6.55|23.0|3.0|-5.18|0.0|1.0|4.32|2.81e-07|0.00251|4.5|0.0|-0.05482|-1672.758552|569.29|959.11|0.5031|465.41|0.7035100000000001|-0.19671|0.02457348|5.1728|8.0915|8.0915
10_a4|0.0|0|0|0|0.0|7.535296702|1|1.343863662|2.146166934|-0.180140166|0.005483539|2|0.038699764|2.149387791|-0.090413559|0.011142889|-0.083887216|-0.132895939|-0.241683916|2|0.6990620390000001|0.810105167|-0.150288496|1|-0.079432495|0.43000216|-29.52653193|8.440134933|39.48408698|0.078346981|-0.027007048|64.26218096|0.744529685|-1.350352423|-17.08910641|-15.63090193|0.4858700179999999|-781.5450965|2064.276654|5.759414166|11.20225306|0.945033425|5598.949417|-452.3357957|20.99433004|0.014040792|-283.0534799|1.0|1.0|1.0|1.0|0.0|3.38|0.26|21.0|4.93|52.83|2.53|2.0|0.0|111.38|0.0|4.0|-4.66|28.0|4.0|-5.83|1.0|1.0|3.9|2.21e-05|0.00519|3.85|0.0|-0.04689|-1183.812875|619.99|1083.65|0.1792|470.02|0.4662|-0.2025|0.02232068|2.2386|7.0555|7.0555
1l_a5|0.0|1|0|0|2.964063799|6.605297921|0|1.270375394|0.0|-0.244609612|-0.0052651969999999|2|0.025672515|0.0|-0.05139414|0.007613233|0.0271820189999999|0.043915678|-0.21108114|2|0.7245669790000001|0.7656671279999999|-0.091849662|0|-0.067755283|0.357062421|-38.79937717|4.43679678|167.86839980000002|0.109710998|-0.026512937|0.0|0.769406114|-1.219595099|-21.91725365|-14.9768065|0.47265823|-688.9330988|903.1631908|7.401206343999999|14.03493287|0.896303416|4665.793689|-389.1691717|19.46541135|0.013054186|-304.3678822|1.0|0.0|1.0|1.0|1.0|2.67|0.14|23.0|5.56|54.46|2.57|1.0|0.0|105.07|0.0|4.0|-5.04|26.0|3.0|-5.4|1.0|1.0|4.06|9.06e-06|0.00356|4.19|0.0|-0.04149|-1069.261615|609.85|1033.47|0.4921|486.81|0.45892|-0.21939|0.03182983|3.3694|7.4949|7.4949
21b_a23|0.0|0|1|1|0.0|7.525639975|0|1.197963051|3.351726269|0.094654108|-0.008526338|2|0.042455556|0.745297595|-0.0490623259999999|0.009872313|-0.069382957|-0.130528352|-0.481470603|2|0.7038407329999999|0.7717839409999999|-0.078097375|1|-0.083105261|0.224930782|-41.81114831|10.15224639|41.6766724|0.0692712809999999|-0.034219814|86.65837165|0.812334718|-1.745210489|-29.31080756|-23.98906534|0.458461834|-1223.442332|2531.041828|8.773746105|16.20152864|0.846591917|6919.229053|-857.6679716|29.53101081|0.013439264|-437.9110924|0.0|1.0|1.0|1.0|1.0|3.42|0.08|26.0|3.92|128.81|2.6|2.0|1.0|129.97|0.0|5.0|-6.1|33.0|5.0|-6.42|0.0|0.0|3.57|8.02e-07|0.00273|3.7|0.0|-0.08401|-1761.498874|735.65|1247.38|0.2607|611.6|0.57848|-0.23434|0.02657688|13.2567|7.0691|7.0691
14_a47|0.0|1|1|1|2.871076328|6.605297921|0|1.417758105|0.0|-0.126490693|-0.136491228|2|0.036632997|1.484493371|0.0295267039999999|-0.006335783|-0.020596219|-0.061837113|-0.33240126|2|0.5975877820000001|0.777675668|0.050943962|1|-0.094132436|0.2662137639999999|-47.18187618|10.1400648|64.60629385|0.318401536|-0.034963476|0.0|0.664709719|-1.223721666|-23.79514424|-17.63306222|0.474828277|-617.1571777|670.2518865000001|6.909385453|13.15643085|0.904139078|4695.98899|-311.2496842|26.52746264|0.028057496|-166.1354667|1.0|0.0|1.0|1.0|2.0|1.53|0.0|21.0|3.97|66.49|2.49|0.0|0.0|86.58|0.0|3.0|-3.97|24.0|5.0|-6.21|1.0|1.0|3.16|0.000108|0.0241|2.91|0.0|-0.06057|-1127.737484|519.55|849.76|0.2452|375.43|0.68345|-0.22434|0.03679054|3665.0|8.1|8.1
11e_a5|0.0|1|0|0|2.971327032|7.139660336|1|1.338814635|0.0|-0.2114441819999999|0.038643235|2|0.020943152|0.0|-0.010236262|0.008721244|-0.0924814769999999|-0.147721258|-0.234433859|2|0.77509232|0.775794895|-0.02059071|0|-0.0790189759999999|0.372098505|-41.64560703|7.986070113999999|62.84782002|0.123241209|-0.0282210629999999|0.0|0.72163516|-1.580379517|-27.58835281|-18.69519243|0.483563144|-1046.930776|960.0428704|9.387474824|18.17739133|0.936345148|5675.693973|-693.5448342|25.90670947|0.016933845|-293.6467698|1.0|1.0|1.0|1.0|1.0|3.43|0.24|23.0|5.03|66.93|1.83|2.0|0.0|125.71|0.0|7.0|-4.65|31.0|5.0|-6.28|1.0|0.0|3.63|2.23e-05|0.00782|3.56|0.0|-0.03808|-1316.547103|717.76|1220.1|0.5347|571.06|0.66478|-0.20559|0.03460011|2.8694|7.3979|7.3979
A7701_a51|0.0|1|0|0|2.9690728930000003|6.605297921|0|1.390164251|0.0|-0.221071791|-0.0162614089999999|2|0.031405229|2.087643036|-0.0299823629999999|0.00740235|0.036217274|0.061434294|-0.22798944|2|0.7078647990000001|0.7451039290000001|-0.0533751959999999|1|-0.078131694|0.514530959|-32.97926236|3.420720075|146.2104641|0.134885227|-0.030384547|0.0|0.799046392|-1.09384371|-15.23632002|-14.03756956|0.420350923|-505.3525041|1108.114062|5.137516673|8.863149921|0.7251817340000001|4153.310077|-233.4713371|17.56790307|0.012504214|-276.3170672|1.0|0.0|1.0|1.0|1.0|2.05|0.06|21.0|4.46|54.46|1.98|0.0|0.0|87.52|0.0|2.0|-3.95|22.0|3.0|-5.82|1.0|1.0|3.12|0.000111|0.0195|3.14|0.0|||||||||||7.6021|7.6021
14_a15|0.0|0|0|0|0.0|0.0|0|1.43568901|0.0|-0.058775738|-0.0455566929999999|2|0.037073171|0.0|-0.015736888|0.0034254209999999|-0.120626133|-0.184255041|-0.3848940629999999|2|0.8310685940000001|0.719993769|-0.028227917|0|-0.0917424269999999|0.7461324029999999|-40.89540491|9.403293601|92.51564418|0.112910954|-0.032888795|2.923143027|0.770309725|-1.743106111|-26.20964538|-21.0782518|0.406717767|-1117.1473460000002|2731.841165|6.040010666000001|10.18067005|0.685538423|5861.387612|-715.9737342999999|27.36334635|0.015286995|-346.4801021|1.0|0.0|1.0|1.0|1.0|3.72|0.12|24.0|5.32|56.27|2.87|2.0|0.0|119.95|0.0|6.0|-6.22|30.0|4.0|-4.97|0.0|1.0|4.7|5.99e-07|0.000584|5.29|0.0|-0.0338199999999999|-1281.105795|689.8|1177.14|0.3131|584.18|0.65079|-0.18379|0.03885834|5.0894|7.5229|7.5229
5_a15|0.0|0|0|0|0.0|0.0|0|1.419941043|0.0|-0.222657379|-0.044921287|2|0.035982906|0.0|0.0118220069999999|0.003194793|-0.187421793|-0.28098676|-0.340979744|2|0.8384601770000001|0.704479781|0.020920163|0|-0.0989946469999999|0.743577162|-45.57134103|24.25353664|119.95308020000002|0.125945852|-0.0273088679999999|64.12413387|0.5089899720000001|-1.583914356|-33.88634094|-20.30656983|0.486150431|-1177.78105|2179.757502|7.795174584|15.1701491|0.946094849|6656.720346|-875.7848531999999|39.89581513|0.036380071|-13.36968593|1.0|1.0|1.0|1.0|1.0|3.68|0.15|24.0|4.92|74.73|2.0|3.0|0.0|127.97|0.0|8.0|-6.16|33.0|6.0|-5.55|0.0|1.0|4.29|6.86e-07|0.000967|4.86|0.0|-0.03714|-1470.816175|737.16|1272.84|291.0|629.67|0.62664|-0.18553|0.03640044|6.35|7.8861|7.8861
11_a1|0.0|1|0|0|3.3361517380000003|7.423568444|1|1.430935838|0.0|0.033732316|-0.196819043|1|0.035620155|0.0|-0.044235537|-0.009578125|-0.07452948|-0.117419838|-0.563650254|1|0.823460272|0.747358374|-0.075188762|0|-0.126108875|0.2027328789999999|-77.81495049|20.62225192|274.39137789999995|0.404475497|-0.048723884|84.40380304|0.751878145|-2.143850877|-45.88191258|-28.7289904|0.47723847|-1264.075578|1885.148133|7.43666407|14.2257294|0.912918113|5798.645137|-745.3349875|38.20963621|0.02620284|-297.0290662|1.0|1.0|1.0|1.0|2.0|2.31|0.05|23.0|4.28|97.33|1.95|1.0|0.0|105.71|0.0|4.0|-5.07|29.0|6.0|-6.27|0.0|1.0|3.22|8.48e-06|0.00838|3.35|0.0|-0.06546|-1312.462371|614.86|1036.18|0.5573|471.76|0.68162|-0.19462|0.03413353|7.1743|6.7696|6.7696
12ap_a36|0.0|1|0|0|3.4417292610000003|7.412764017000001|2|1.2970441659999998|0.0|-0.06398791|-0.010732275|2|0.042739018|0.0|-0.042675894|0.001194592|-0.098598933|-0.175397741|-0.436880644|1|0.8707354620000001|0.832758813|-0.074596774|0|-0.106173763|0.27547717|-54.21070432|14.26936622|82.56761031|0.1694125169999999|-0.037473093|0.0|0.737851886|-1.91112774|-35.56900768|-24.58703954|0.464588|-1253.939017|2328.307856|8.766216204|16.37284224|0.86772056|6003.481614|-822.7409526|33.32245946|0.020575639|-312.1212186|0.0|0.0|1.0|0.0|2.0|0.0|0.13|17.0|2.75|92.99|1.38|1.0|0.0|128.47|0.0|5.0|-3.99|31.0|5.0|-7.08|0.0|0.0|1.66|0.000101|0.0458|2.4|0.0|-0.06084|-1325.199863|691.41|1160.79|0.8819|553.28|0.59563|-0.21788|0.04039655|9.6512|7.4949|7.4949
5a_a50|0.0|0|1|1|0.0|7.927685046000001|1|1.3972442980000002|4.202707546|-0.203248487|-0.017108794|1|0.038040936|2.475383677|-0.130929632|0.01228899|-0.102607753|-0.168135655|-0.161169418|1|0.699970832|0.788709546|-0.203436041|1|-0.065209836|0.2814514|-20.77548565|5.435098605|6.819160781|0.030107124|-0.022747617|60.04351409|0.66527517|-0.978147545|-11.08625592|-12.13862875|0.4528093929999999|-521.9610361|1605.985157|5.892775027000001|10.76914508|0.8275167520000001|4770.917486|-278.5298849|18.24602704|0.017576522|-176.38892919999998|0.0|1.0|1.0|1.0|0.0|3.28|0.14|20.0|3.66|35.64|2.62|0.0|0.0|101.86|0.0|2.0|-3.89|25.0|2.0|-5.83|1.0|1.0|3.47|0.000129|0.0102|3.46|0.0|-0.02487|-1029.930364|582.98|976.41|0.2735|455.34|0.39948|-0.19146|0.02452028|5649.0|5.3872|5.3872
12m_a30|0.0|0|0|0|0.0|7.412764017000001|2|0.6049842529999999|0.0|0.096631895|0.024086432|2|0.040839506|0.0|-0.0547272029999999|0.0026474159999999|-0.084317059|-0.152855196|-0.5409445629999999|1|0.817497287|0.832758813|-0.0974968869999999|0|-0.103359773|0.415971907|-57.96147772|18.55926485|133.774348|0.216739951|-0.0405332439999999|237.0982213|0.773732767|-2.067195455|-39.32844052|-27.50290965|0.44976016|-1402.648392|2370.879718|9.025816604|16.40342255|0.8173893040000001|6658.711303|-951.7351184|35.54574762|0.019500715|-371.4702679|0.0|1.0|1.0|0.0|1.0|0.0|0.13|17.0|3.4|114.67|2.06|2.0|1.0|133.52|0.0|6.0|-6.0|32.0|6.0|-6.22|0.0|0.0|2.36|1.01e-06|0.00427|3.89|0.0|-57.0|-1743.215323|714.92|1204.39|255.0|578.87|0.33392|-0.20742|0.04041755|5.1279|7.5114|7.5114
6g_a40|0.0|0|0|0|0.0|8.421342866|1|0.604893315|1.628664494|0.102683335|-0.261952754|0|0.039863946|0.607999575|-0.251161616|-0.018182514|0.0312035079999999|0.05728593|-0.588058458|0|0.8316888240000001|0.832499949|-0.340429901|1|-0.156296046|0.400587529|-107.2113398|11.53799852|328.78166810000005|0.3946532929999999|-0.059045173|47.36081569|0.824204189|-2.657032782|-69.68682788|-38.37906336|0.425569146|-1727.0578510000005|3198.69909|6.95079805|12.10032156|0.740853565|7822.892656|-1122.578856|46.56499428|0.020240097|-421.4621621|0.0|1.0|0.0|1.0|3.0|2.28|0.21|14.0|3.43|213.89|0.59|1.0|2.0|124.18|1.0|5.0|-7.22|31.0|7.0|-7.02|0.0|0.0|2.37|6.049999999999999e-08|0.00917|3.06|1.0|-0.08622|-2522.023752|669.8|1144.59|0.4971|514.77|0.58454|-0.20479|0.03363483|8.9454|7.3279|7.3279
