molecula|NaaNH|n9FaHRing|SaaNH|NaasN|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
12bf_a36|1|0|3.31325137|0|2|1.297043948|0.0|-0.024689509|-0.00832865|2|0.0|-0.4497470879999999|10.96022305|-0.0206090089999999|1|0.359635716|-0.098027247|-0.250781298|-0.433281391|1|0.836170906|-0.0480253509999999|-0.033696875|0.632625562|0|0.6791406640000001|-0.110255801|0.356652646|-58.26326838|-71.01192632|87.14111344|0.320859336|-0.037486972|-45.73631152|0.7054709690000001|-37.52534442|86.28460578|72.27889645|0.474826911|2902.591295|437.4108773|-1207.2027480000002|-15.55034592|7.546900716000001|14.37031118|0.904134124|6271.550446|189.6959033|34.22402339|0.02371294|1711.2011699999998|593.6088758|15.27267945|1.0|1.0|0.0|4.72|17.0|3.0|0.0|5.0|6.0|-6.8|417.41|0.0|2.44|-4.32|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|0.0|3.17e-05|5.2319|3.66|-1431.413697|-1431.380702|670.85|1120.94|320.04|0.4518|236.98|517.66|0.40663|0.69292|-0.15677|5.4787|-0.2139|6.0|8.2218|8.2218
14y_a23|0|1|0.0|2|0|1.197960595|3.3149940630000003|0.0600764409999999|-0.005875443|2|0.731397292|-0.2996475999999999|10.31321795|-0.031435038|2|0.07646106|-0.069023218|-0.125978901|-0.4598871539999999|2|0.802520527|0.137426346|-0.049318182|0.64069202|1|0.925252932|-0.080613242|0.2271539169999999|-39.9727336|-55.74067298|39.66769923|0.074747068|-0.034303507|-38.54233552|0.78322549|-27.63946733|67.16839951|52.97547894|0.486730407|3096.562257|639.7735629|-1114.8134599999998|-16.40099384|8.213390641|16.00209862|0.948293868|7320.809595999999|149.890474|30.28429949|0.016527|1423.362076|665.6233736|11.42772654|0.0|0.0|1.0|3.41|26.0|5.32|0.0|5.0|4.0|-5.8|480.37|0.0|4.45|-6.13|1.7e-07|8.18e-05|7.37e-07|0.000354|4.83|0.0|0.0|1.29e-06|3.6413|4.73|-2549.104894|-2549.091817|713.1|1217.48|340.49|444.0|340.49|585.2|0.61338|0.61338|-0.14942|4.8799|-0.2331599999999999|4.0|8.4225|8.4225
17_a3|0|0|0.0|0|0|0.605019885|0.0|0.188373421|-0.009450704|2|1.709081227|-0.349676046|10.31163036|-0.0510707059999999|1|-0.027542873|0.020589494|0.036673175|-0.633373061|2|0.767641592|0.1789147639999999|-0.085686119|0.773152968|1|0.803075623|-0.096067661|0.225087454|-50.20132919|-48.88298017|234.4907116|0.1969243769999999|-0.039557272|-24.87357062|0.840062179|-25.54439812|55.39769571|55.45324083|0.4383349039999999|2196.728425|408.6362608|-684.3617224|-10.24205849|6.2477303310000005|11.12358659|0.780420408|4839.543958|81.38261354|23.96047156|0.012803096|814.6560331000001|353.7528308|6.514715538|1.0|1.0|1.0|3.13|21.0|4.66|0.0|2.0|3.0|-5.61|338.81|1.0|3.71|-4.93|2.96e-06|1.0|1.18e-05|0.00399|3.88|0.0|0.0|1.11e-05|3.2102|3.57|-1731.75233|-1731.72355|537.32|891.3|386.22|0.4062|386.22|393.58|0.69481|0.69481|-0.13155|3.8077|-0.20359|23.0|7.6383|7.6383
8d_a8|1|0|3.190160226|1|0|1.395657339|1.41693287|-0.12349902|-0.0111144189999999|1|0.0|-0.633521883|10.94649761|-0.117111249|1|0.111668404|0.016471091|0.025642021|-0.4385133129999999|1|0.757805416|0.0780635059999999|-0.179357354|0.734212688|0|0.6932924890000001|-0.103150936|0.377028311|-69.95878302|-67.26951954|57.93693239|0.306707511|-0.03820405|-43.86958028|0.675359878|-45.62337399|86.29065071|88.24385833|0.483207744|2863.968296|452.1282556|-1345.390391|-16.2479927|7.507839835|14.52777156|0.935013517|6596.888351|211.7129122|36.89090464|0.029166961|1992.108851|682.0472537|19.02113117|0.0|1.0|1.0|3.61|23.0|3.32|0.0|6.0|5.0|-6.87|430.46|0.0|3.0|-4.47|1.24e-05|0.00533|3.4200000000000005e-05|0.0147|2.89|0.0|0.0|1.03e-05|4.6765|6.22|-1447.595474|-1447.559429|690.78|1185.65|376.13|0.3|265.12|572.21|0.62361|0.70165|-0.13754|6.0111|-0.19757|18.61|4.7303|4.7303
13_a1|1|0|3.409865599|0|1|1.430073963|0.0|-0.046530797|-0.012199718|1|0.0|-0.597786194|10.94989555|-0.084271845|1|0.1769162319999999|-0.07665159|-0.120034915|-0.485427571|1|0.76714213|-0.051729721|-0.150485437|0.833702788|0|0.6794604670000001|-0.10668313|0.207843387|-64.94184903|-62.04288975|148.7311076|0.320539533|-0.040302516|-36.08180773|0.7082629840000001|-37.76773325|77.55889436|84.56244352|0.477212829|2555.623166|395.1486144|-1054.729126|-13.63090514|7.493979856|14.33466671|0.912824292|5456.353212|169.6632599|33.09282789|0.026679865|1489.177255|505.2124255|15.51600461|1.0|1.0|1.0|3.35|23.0|3.87|0.0|4.0|5.0|-6.48|371.39|1.0|3.23|-4.34|5.16e-05|0.0192|4.58e-05|17.0|2.94|0.0|0.0|4.24e-06|4.0783|3.17|-1238.395767|-1238.367298|613.52|1035.04|359.55|0.5339|304.01|472.52|0.65363|0.69782|-0.13921|2.7595|-0.18883|0.26|6585.0|6585.0
3c_a49|0|0|0.0|1|1|1.343850149|2.108416128|0.034009672|-0.004876919|2|1.879769411|-0.248722888|10.92976555|0.0127926339999999|1|-0.0780996759999999|-0.0612829229999999|-0.101919761|-0.384874446|2|0.802792677|0.005559828|0.0211518929999999|0.64702083|1|0.7963363840000001|-0.074135885|0.501887054|-41.0524769|-42.3959176|89.34479838|0.203663616|-0.0252377479999999|-24.24485565|0.637222556|-23.47658531|54.85343388|49.52988301|0.4791465279999999|2521.794855|455.3990518|-678.3346816000001|-8.253567879|6.567311051|12.60874968|0.919925763|5544.351498|207.4607002|22.64931248|0.021783913|1064.517686|542.7276591|12.45751629|0.0|1.0|1.0|3.18|21.0|3.87|0.0|4.0|4.0|-6.93|369.42|1.0|2.86|-3.86|0.0003509999999999|0.13|0.000137|0.0505|2.29|0.0|0.0|1.07e-05|5.1584|3.99|-1198.668772|-1198.634822|613.33|1046.53|322.71|0.4321|240.36|456.22|0.32539|0.6692100000000001|-0.15853|3.6122|-0.21913|87.0|7.0605|7.0605
34_a20|0|0|0.0|1|0|1.416932073|1.877209467|0.0305860929999999|-0.0057643419999999|2|1.991704333|-0.328567476|10.93244905|-0.054458882|1|0.327535029|0.0346782989999999|0.057022334|-0.4478820739999999|2|0.74801464|-0.101401966|-0.090732503|0.690530489|1|0.7966571459999999|-0.085459595|0.408491116|-57.31821177|-57.49912174|297.5548445|0.203342854|-0.032248904|-38.68669181|0.776414086|-38.56497154|67.53437417|66.0848174|0.462785432|2825.042137|536.0086996|-1149.982435|-14.59875162|7.940146766|14.7802149|0.8614536140000001|6211.26199|150.43359099999998|27.94614651|0.01491516|1481.145765|712.1606951|10.03525243|1.0|1.0|1.0|3.43|27.0|4.62|0.0|5.0|4.0|-6.28|419.48|1.0|3.63|-5.02|7.27e-06|0.00305|9.51e-06|0.00399|3.63|0.0|0.0|2.780000000000001e-07|5.4132|4.97|-1352.31921|-1352.2836220000002|711.19|1205.64|320.38|0.4388|229.04|544.93|0.38519|0.68845|-0.16103|3.8519|-0.21284|61.0|7.2147|7.2147
8_a47|0|0|0.0|0|1|1.24688044|0.0|0.003732288|-0.007835945|2|1.335354131|-0.391797226|10.93671024|-0.14203855|0|-0.177626636|-0.00158075|-0.003223628|-0.4497577479999999|2|0.7847248109999999|-0.035681436|-0.223459904|0.659210804|1|0.8497568740000001|-0.091482011|0.517797505|-44.09728708|-53.11155658|90.32612351|0.150243126|-0.035797309|-30.83488674|0.819702033|-25.60148752|60.62152862|49.14108595|0.414302597|2621.772106|493.3419136|-956.0080185|-12.06582525|6.492934319|11.08581716|0.707366287|6219.278078|104.6752861|25.35407034|0.012935553|1166.287236|559.4973856|7.509972037000001|1.0|1.0|1.0|3.02|22.0|6.77|0.0|4.0|4.0|-4.79|405.85|1.0|5.03|-6.19|2.56e-07|0.000104|6.490000000000001e-07|0.000263|5.61|0.0|0.0|2.28e-07|3.6696|4.91|-1686.068471|-1686.0356350000002|621.06|1071.62|337.87|0.2249|337.87|433.38|0.6877800000000001|0.6877800000000001|-0.15357|3585.0|-0.2085199999999999|0.05|7.3|7.3
46_a18|0|0|0.0|0|2|1.251088279|0.0|-0.001181461|-0.005378956|1|0.0|-0.3872848129999999|10.94680484|-0.052591109|0|-0.069691797|-0.1483628609999999|-0.224171123|-0.448177615|0|0.729629263|-0.015124585|-0.090469229|0.699483099|0|0.8265445990000001|-0.076485888|0.30524999|-49.54738918|-54.33831169|0.946462387|0.173455401|-0.029244604|-38.60388092|0.782232748|-35.20023815|63.70285871|55.92367899|0.4548138479999999|3052.94234|587.2068577|-1412.796104|-14.76030741|8.980343774|16.47206875|0.8342358790000001|7150.333139|154.7096476|26.56039822|0.013181412|1806.107079|1056.535856|9.36454702|0.0|1.0|1.0|4.27|18.0|3.3|0.0|7.0|3.0|-6.14|480.6|0.0|2.93|-5.47|2.08e-06|0.000999|3.35e-06|0.00161|4.36|0.0|0.0|7.27e-07|3225.0|8.11|-1532.992457|-1532.968527|765.33|1380.79|384.45|0.4249|384.45|635.89|0.69181|0.69181|-0.13224|2656.0|-0.18219|186.0|6.7305|6.7305
8g_a12|1|1|2.897921027|0|1|1.28383574|0.0|0.10205033|-0.0084227909999999|2|1.714060666|-0.40429396|10.95472263|-0.040257632|1|-0.068810076|0.068559367|0.122649613|-0.532504083|1|0.7475224290000001|-0.04981165|-0.070405398|0.7714487940000001|1|0.8576253690000001|-0.1045061519999999|0.274352085|-42.39297373|-57.6443411|84.95000993|0.142374631|-0.042752517|-31.79592789|0.90166696|-23.38345638|61.99654413|47.30807670000001|0.463772637|2506.427441|473.055878|-1037.59814|-13.00742505|6.882798206|12.83559677|0.864880588|5327.736626|54.23932676|26.15353224|0.007890315|1150.7554189999998|480.0590283|4.352203029|0.0|1.0|1.0|4.07|21.0|2.07|0.0|3.0|5.0|-6.28|353.38|0.0|2.77|-4.34|4.15e-05|0.0146|4.61e-05|0.0163|3.06|0.0|0.0|3.53e-06|4.2057|3.68|-1154.321531|-1154.281986|590.93|989.66|332.31|0.3786|294.8|418.41|462.0|0.55027|-0.1520099999999999|2.9986|-0.21633|3715.0|5.43|5.43
12z_a36|1|0|3.435113772|0|2|1.297044126|0.0|-0.065211069|-0.007671785|2|0.0|-0.421948174|10.95429182|-0.030529442|1|0.066366917|-0.098598933|-0.175397741|-0.433580807|1|0.826316772|0.103551178|-0.0533649729999999|0.8212311840000001|0|0.834790405|-0.102674964|0.492335362|-54.11489962|-68.09761735|114.3931487|0.165209595|-0.036238222|-45.16471514|0.712682362|-35.89088901|83.07227002|69.61568586|0.4577848329999999|2841.692299|553.6621150000001|-1225.757112|-15.940487699999998|8.016303367999999|14.78435842|0.844286292|6146.834385|190.5590792|33.72393432|0.0225782039999999|1719.920651|642.3830552000001|14.97465267|1.0|1.0|0.0|4.76|17.0|1.76|0.0|5.0|5.0|-7.08|406.44|0.0|1.66|-3.95|0.000101|0.0412|0.000113|0.0458|2.4|0.0|0.0|8.97e-05|3.8969|2.98|-1325.195958|-1325.157504|686.33|1153.7|318.16|0.4423|318.16|539.36|0.69397|0.69397|-0.1575|4814.0|-0.2139199999999999|5.0|8301.0|8301.0
8k_a46|0|0|0.0|1|1|0.300205953|2.105349622|0.1436554669999999|-0.006208399|2|0.0|-0.397337564|10.31928125|-0.038125|1|-0.1017929319999999|-0.030019362|-0.050069565|-0.510222233|2|0.786206898|0.095179795|-0.051289238|0.687020939|0|0.7381768390000001|-0.0863473759999999|0.400181795|-61.98124174|-61.95565276|104.0919365|0.261823161|-0.033099828|-44.45419269|0.8265691140000001|-44.4725532|70.036452|68.75557551|0.4938768979999999|3351.548891|529.6539372999999|-1424.980013|-17.04077386|8.070811215|15.94634031|0.975803904|7352.280688|124.4394929|28.73282642|0.0112621819999999|1723.969585|865.6610153999999|8.080799245|1.0|1.0|1.0|3.94|23.0|5.37|0.0|5.0|6.0|-6.75|474.58|0.0|3.29|-5.13|1.82e-06|0.000866|7.47e-06|0.00355|3.45|0.0|0.0|1.03e-06|5.0379|7.63|-1845.304274|-1845.257085|742.04|1302.56|302.15|0.1354|246.1|642.39|0.41618|0.5577300000000001|-0.16967|3.4118|-0.20954|147.0|6.8327|6.8327
AKLKII_a46|1|0|2.917217813|0|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|3|1.744747103|-0.129865138|10.96959256|0.036226415|1|-0.015805561|-0.037291767|-0.066245471|-0.270506095|3|0.758995484|-0.0150769919999999|0.064690027|0.687139108|1|0.837641394|-0.089369278|0.271156366|-34.061229|-42.37969553|160.85204040000002|0.162358606|-0.033194303|-20.09682339|0.7721395329999999|-16.15213359|49.76981906|38.98582025|0.47999819|2000.353437|397.2168972|-550.9360419|-7.464534402999999|5.83938898|11.22955511|0.92307023|4110.764451|108.05343229999998|20.38625028|0.015584114|713.5187596|314.0966684|7.390123534|1.0|1.0|1.0|2.81|21.0|3.39|0.0|2.0|4.0|-6.5|287.32|1.0|2.45|-3.58|0.000578|166.0|0.000266|0.0764|2.19|0.0|0.0|1.7800000000000002e-05||||||||||||||||181.0|6.7423|6.7423
12al_a36|1|0|3.469383582|0|2|1.297043737|0.0|-0.06777947|-0.008463062|2|0.0|-0.4908576189999999|10.96020817|-0.031635802|1|0.172830414|-0.1430106119999999|-0.239932418|-0.404703593|1|0.8344566859999999|0.125005134|-0.055405405|0.84179881|0|0.801179217|-0.105915949|0.2689491989999999|-51.22331485|-69.69632923|114.2305891|0.198820783|-0.035305316|-45.86257662|0.671084645|-33.70669917|86.77628559|68.94274882|0.456856406|2843.740855|527.2034213000001|-1254.533926|-15.28752554|8.774664332|16.15533063|0.841133748|6049.668466|216.4375922|34.61874732|0.025956027|1869.412355|679.7230552999999|17.07995636|1.0|1.0|0.0|4.81|17.0|1.89|0.0|6.0|5.0|-6.93|411.46|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|35.0|2.65|1.0|0.0|8.340000000000001e-05|3878.0|2.92|-1347.479819|-1347.445127|702.95|1181.84|349.14|0.4466|319.71|554.23|0.6945399999999999|0.70417|-0.14558|6.4473|-0.1955599999999999|48.0|7.3188|7.3188
8d_a32|1|1|3.474433107|0|0|0.609420756|0.0|0.143684876|-0.010604502|0|2.146260246|-0.519620595|10.31100269|-0.0682721729999999|3|0.113030335|0.001558357|0.002805572|-0.629535754|0|0.825978584|-0.054095278|-0.11492754|0.789198712|1|0.7107041559999999|-0.109968322|0.261692269|-68.88621406|-69.11005922|321.2496412|0.2892958439999999|-0.03346862|-43.43251025|0.708567136|-43.2918338|81.54594837|78.89798692|0.47012654|2556.198518|446.6450457|-967.5408291|-13.21859008|8.106843676|15.29958432|0.887243042|5523.492436|183.1522214|29.684549600000004|0.019788058|1365.489282|557.1050635|12.43588915|1.0|1.0|1.0|3.5|19.0|4.32|1.0|7.0|4.0|-6.47|397.52|1.0|3.57|-4.36|8.41e-07|0.000334|4.36e-05|0.0173|3.17|0.0|0.0|2.19e-05|3.5588|4.26|-1880.773727|-1880.733071|671.71|111.16|348.39|0.3018|348.39|540.98|0.7026100000000001|0.7026100000000001|-0.14765|1.0269|-0.20115|8.0|8.0809|8.0809
7_a3|0|0|0.0|0|0|0.60501656|0.0|0.198126776|-0.008855374|2|1.989724777|-0.327648836|10.3116226|0.030246987|1|-0.084462575|0.020589494|0.036673175|-0.592753801|2|0.790667152|-0.224253635|0.0507482109999999|0.773152968|1|0.782294598|-0.096448591|0.5999725029999999|-51.18177092|-47.72824381|230.9407974|0.217705402|-0.036877402|-23.61864737|0.7992146109999999|-25.32764885|55.15105143|55.98630667|0.3987206729999999|2196.07224|387.1238241|-620.4671695000001|-9.030659289|5.198046584|8.644978051|0.663120542|5055.700186|99.36002106|22.83370969|0.0149999089999999|776.3461295|353.7528308|7.422807617|1.0|1.0|1.0|3.02|21.0|4.66|0.0|2.0|3.0|-5.68|338.81|1.0|3.63|-4.87|3.67e-06|0.00124|1.34e-05|0.00455|3.79|0.0|0.0|1.11e-05|5.8849|3.09|-1731.7341420000002|-1731.703107|522.73|883.88|360.06|0.1926|210.68|362.61|0.3456|0.69224|-0.14816|3.1299|-0.21219|1023.0|5.9901|5.9901
4k_a46|0|0|0.0|1|1|1.134637098|2.145043462|-0.050636784|-0.0049602|1|0.0|-0.252970193|10.94631314|-0.1032662209999999|1|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|1|0.7477594870000001|-0.003017362|-0.141706595|0.784722915|0|0.8789113709999999|-0.086581945|0.260665072|-49.65634024|-46.76051618|171.92614719999997|0.121088629|-0.0306644389999999|-25.25406274|0.8732380740000001|-26.8180173|50.48291318|53.45751583|0.417368922|2104.876032|474.67574630000007|-794.928775|-8.94414722|5.726809252000001|9.829220349|0.7163519709999999|4685.0322320000005|68.46061366|18.96506421|0.006892404|910.3230822|519.5743695|3.722397006000001|1.0|1.0|1.0|3.8|17.0|4.77|0.0|2.0|3.0|-5.46|333.43|1.0|3.79|-4.83|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|0.0|8.28e-05|5.4228|4.52|-1053.433249|-1053.396715|582.84|1001.96|278.71|0.2259|228.63|500.36|0.39943|0.68553|-0.18542|4.0015|-0.20254|0.08|7.0969|7.0969
27_a47|0|1|0.0|1|1|1.216250059|2.041063341|-0.160399235|-0.003631596|3|1.807806182|-0.207000956|10.95005714|0.013336016|1|-0.137440913|-0.077485193|-0.157688306|-0.280944221|2|0.804224077|0.0436226579999999|0.023325573|0.634406338|1|0.846469886|-0.079484997|0.337815064|-40.35526807|-50.87821306|20.73428323|0.153530114|-0.028494622|-32.56705871|0.700732763|-25.8313393|63.02085767|50.9207639|0.475450742|2804.020752|541.8239522999999|-966.6860481|-11.67498331|7.083168776|13.50334344|0.906398657|6433.288104|191.5604557|26.02898047|0.018969968|1379.535965|682.9868225|12.14264461|1.0|1.0|1.0|3.37|21.0|5.07|0.0|5.0|5.0|-6.34|436.91|1.0|3.91|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|0.0038799999999999|3.7|0.0|0.0|6.55e-07|4.9358|2.97|-1778.1049670000002|-1778.078632|673.27|1165.54|325.21|0.4007|251.19|517.82|0.40976|0.69381|-0.1578|4.0365|-0.21594|2512.0|5.6|5.6
12k_a36|1|0|3.483171769|0|2|1.297043952|0.0|-0.076124222|-0.0071232019999999|2|0.0|-0.413145744|10.94908765|-0.058284869|1|0.163804836|-0.095253274|-0.1619981409999999|-0.4373676689999999|1|0.811903388|-0.09344781|-0.102077284|0.856135378|0|0.8427704640000001|-0.101946803|0.367754573|-49.87227128|-67.14870046|46.79001927|0.157229536|-0.037758075|-44.22843899|0.7806817009999999|-32.84907515|78.24529096|61.7723974|0.478908312|2792.202559|555.1026569|-1342.974009|-16.38090333|7.241602627000001|13.89698356|0.919048073|6027.033337|144.457092|31.85663123|0.016847116|1720.258086|698.847203|11.0965905|1.0|1.0|0.0|4.89|17.0|2.42|0.0|6.0|4.0|-6.34|407.47|0.0|2.37|-4.55|2.6e-05|0.0106|2.82e-05|0.0115|3.45|0.0|0.0|3.94e-05|5053.0|3.83|-1310.3453949999998|-1310.312649|697.92|1186.08|338.46|0.3116|245.37|530.51|0.5249199999999999|0.70031|-0.15053|5.7818|-0.20023|14.0|7.8539|7.8539
9b_a31|1|0|3.338934004|0|1|0.610136326|0.0|0.010411229|-0.0141390689999999|0|0.0|-0.706953442|10.31169871|-0.091236608|2|-0.075191042|-0.143280211|-0.2345186269999999|-0.554573699|0|0.852813666|0.01752821|-0.154083843|0.77051712|0|0.669120552|-0.131125311|0.241728566|-63.73317225|-80.40427495|152.8702381|0.330879448|-0.039058603|-49.30281875|0.689175183|-39.08032306|95.78862992|84.94685678|0.469546953|2534.356888|410.2957125|-1125.659849|-14.68594601|8.097516252|15.2652837|0.88518099|5524.468603|190.5935925|34.75199071|0.025089192|1633.343563|524.0230338|15.38435497|1.0|1.0|1.0|3.58|16.0|3.5|0.0|7.0|5.0|-6.77|384.45|1.0|3.0|-3.86|1.76e-05|0.00675|0.000137|0.0527|2.64|0.0|0.0|5.520000000000001e-05|5.5119|4.69|-1578.839267|-1578.801576|663.06|1091.21|322.58|0.2732|224.94|562.68|0.41622|0.70102|-0.15907|5.2851|-0.2013599999999999|63.0|7.2007|7.2007
25b_a34|0|0|0.0|1|1|1.290860233|1.94553288|0.133975789|-0.015658012|1|0.0|-0.861190687|10.95957635|-0.061390533|1|-0.2360985169999999|-0.278635968|-0.435821207|-0.623853334|1|0.7969500890000001|0.08214612|-0.101529052|0.787858064|0|0.656573108|-0.137924163|0.5020264870000001|-64.37123451|-86.13394472|165.2408865|0.343426892|-0.042438204|-53.79083879|0.76274549|-40.19997818|98.0416108|83.19266998|0.419904835|2611.55928|410.0313565|-1378.143115|-16.55102732|6.383564979|11.00434095|0.723855085|5786.015654|148.1659658|34.74652105|0.019067452|1806.819095|595.8522372|11.90766609|0.0|1.0|1.0|3.53|17.0|3.03|0.0|7.0|5.0|-7.07|393.44|0.0|2.58|-3.69|0.00015|59.0|0.000202|0.0796|2.29|0.0|0.0|0.00015|4.2253|5.06|-1313.388114|-1313.361559|668.48|1136.16|293.43|0.2259|293.43|562.84|0.6925600000000001|0.6925600000000001|-0.17564|7.0586|-0.21103|2.08|5.6819|5.6819
4S4l_a46|0|0|0.0|1|1|1.134637095|2.155247543|-0.058870177|-0.004736212|1|0.0|-0.255755434|10.94631401|-0.161358058|1|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.726535412|-0.001318857|-0.229089688|0.7936534740000001|0|0.894782107|-0.084663086|0.213675946|-49.45536962|-46.10883478|178.19783940000002|0.105217893|-0.029881089|-25.11158939|0.877939134|-26.93416438|49.6055056|53.34424204|0.469439238|2166.052483|487.3122681|-829.959026|-8.862913904|5.668394116|10.68377935|0.884798257|4920.211524|66.47624804|18.5362581|0.006420439|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|3.92|17.0|5.02|0.0|3.0|3.0|-5.23|347.45|1.0|4.08|-5.11|5.25e-06|0.00182|7.78e-06|0.0027|4.49|0.0|0.0|3.47e-05|5.2929|4.99|-1092.753999|-1092.727031|583.76|1040.96|299.38|0.2586|234.25|500.66|0.57885|0.6763600000000001|-0.17632|2.5083|-0.19647|261.0|6.5834|6.5834
6a_a31|1|0|3.3855253210000003|0|1|0.610184884|0.0|0.038376178|-0.01694403|0|0.0|-0.779425376|10.31170939|-0.026103465|2|0.1533239019999999|0.0006473469999999|0.001117583|-0.568500407|0|0.784022685|-0.07385392|-0.0436046509999999|0.803505125|0|0.57216168|-0.126430958|0.259133072|-77.60012959|-74.23718620000001|157.9971748|0.42783832|-0.045153913|-43.59027182|0.6927462990000001|-45.56491046|92.52963742|97.68889243|0.478330896|2713.694431|335.9594356|-1113.557793|-15.56795422|7.516549303|14.408653400000002|0.916923952|5908.282843|180.411907|38.27271371|0.031153284|1607.453976|479.200937|18.29245122|1.0|1.0|1.0|3.42|22.0|3.69|0.0|4.0|5.0|-6.69|390.42|1.0|2.96|-4.34|6.09e-06|0.00238|4.55e-05|0.0178|2.8|0.0|0.0|4.3200000000000007e-05|3.5428|4.03|-1613.34153|-1613.295461|607.79|1028.95|349.96|0.6404|349.96|447.66|0.70416|0.70416|-0.1428|7.7514|-0.19843|1.1|5.9586|5.9586
1j_a5|1|0|2.9426852410000004|0|0|1.427567371|0.0|-0.2031633169999999|-0.003981454|2|0.0|-0.175183967|10.9487794|-0.032333695|1|-0.190920568|-0.010807075|-0.0178558139999999|-0.2470489089999999|2|0.7862755770000001|-0.084090414|-0.0614852279999999|0.717355058|0|0.847163872|-0.074505844|0.35883584|-39.64241895|-40.01980349|73.73338699|0.152836128|-0.027258236|-21.49609451|0.616489567|-21.29338752|54.3827755|50.21875634|0.469085779|2242.805131|455.0425806|-600.2970524|-7.86442482|7.328149934|13.80288876|0.883543443|4618.562904|205.997426|23.74961767|0.026739895|973.7343247|422.96706330000006|14.36297201|1.0|1.0|1.0|2.76|23.0|4.21|0.0|4.0|4.0|-6.15|328.37|1.0|3.19|-4.2|9.27e-05|0.0304|6.29e-05|0.0206|3.03|0.0|0.0|2.36e-06|4.4331|2.61|-1065.849941|-1065.817476|572.47|959.39|300.89|0.5115|279.68|445.81|0.66182|0.6449|-0.16813|2.2503|-0.20645|24.0|7.6198|7.6198
IN1233_a59|1|0|3.463603867|0|0|1.400923654|0.0|0.1160337319999999|-0.008841844|2|1.983673343|-0.5039851160000001|10.93301779|-0.054458882|1|0.268927191|0.001996439|0.003282792|-0.597167441|2|0.74801464|-0.107446431|-0.090732503|0.778639593|1|0.7613246490000001|-0.095213818|0.356444983|-61.73167061|-63.36348363|318.5587088|0.238675351|-0.035929742|-42.16752524|0.810795898|-41.08157616|72.32484741|68.94000009|0.483639625|2809.840422|506.6510632|-1267.269673|-15.91227368|8.011984402000001|15.51626497|0.936631949|6206.818668|125.91272279999998|29.49046561|0.0134658889999999|1562.994677|712.1606951|8.961363774|1.0|1.0|1.0|3.48|27.0|4.69|0.0|5.0|4.0|-6.13|419.48|1.0|3.78|-5.16|2.54e-06|0.00107|6.91e-06|0.0029|3.85|0.0|0.0|4.17e-08|5.2194|5.35|-1352.351584|-1352.326849|703.47|1204.16|350.69|0.2623|237.54|531.14|0.51285|0.6953699999999999|-0.14684|5.4004|-0.20289|34.0|7.4685|7.4685
