molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
15d_a10|0.0|0|0|0.0|0.0|1|2|2|1.343850133|2.147544195|5.4161004020000005|0.0370874879999999|3|0.031742919|-0.059217023|2.04092658|0.010215823|-0.140487312|0.007032164|1|0.011249462|-0.1786649189999999|-0.280243276|2|0.74726683|0.02497303|0.0131101969999999|0.87609771|-0.057588609|0.565801561|0.02281891|-38.80896881|-47.58559595|15.37766538|0.12390229|-0.018829931|-32.06793721|141.0919598|0.471900166|-1.129795872|-26.15336742|66.95020436|-12.68949225|-8.551449923|0.5280998339999999|8.429169102000001|0.900629528|6511.656447|355.8865234|-513.0869954|26.89020509|0.028735133|825.4425942|19.36460841|1.0|0.0|3.71|4.01|21.0|-7.82|4.14|3.44|65.3|1.54|0.0|131.43|1.0|33.0|6.0|441.52|0.0|0.0|3.18|0.0182|2.75|0.0|1.5e-08|6.62e-06|-0.05002|5.6004|2.05|3.8591|-1430.8144619999998|737.09|1266.87|321.28|312.0|221.39|0.3685|-0.15916|-0.23696253|-1430.795367|69.0|7.1612|7.1612
13b_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984129|0.0|5.351858133|-0.118776867|2|0.041728395|-0.035340334|0.0|-0.003436924|0.042845487|-0.0463169629999999|1|-0.002215642|0.003429114|0.006103754|1|0.841060094|-0.045844862|-0.0771674659999999|0.694101802|-0.109962789|0.3529073379999999|0.018555474|-74.24619275|-76.67161447|12.52854078|0.305898198|-0.042850934|-51.76819834|105.341977|0.800290866|-2.271099499|-50.13056864|88.26741491|-28.93268471|-19.53516918|0.1997091339999999|8.804739699999999|0.8334321|6627.406474|134.8423681|-1035.363967|36.15271139|0.017174033|713.7769663|11.59580043|0.0|2.0|4.76|0.0|17.0|-6.19|3.04|1.72|124.74|2.06|0.0|135.37|1.0|32.0|5.0|441.51|0.0|0.0|1.91|0.0221|2.74|0.0|6.520000000000001e-07|0.000288|-0.05434|5.0501|4.54|3.5056|-1744.492044|721.48|1210.94|353.68|0.2783|245.51|0.32563|-0.14879|0.0455651|-1744.281763|26.0|7.5901|7.5901
12aa_a36|0.0|0|0|3.4172704080000003|0.0|0|2|2|1.297043479|0.0|5.351858133|-0.135770278|2|0.042560386|0.03597264|0.0|-0.006653538|0.010538281|-0.013898809|1|-0.004569485|-0.052743904|-0.090926893|1|0.892815402|0.156337925|-0.023185884|0.688945241|-0.1066659309999999|0.4679233379999999|0.023617545|-72.94175494|-80.19356964|16.1504726|0.3110547589999999|-0.04126187|-54.83906299|109.0001157|0.731335741|-2.228140982|-49.88002793|96.18613736|-28.21625599|-19.29522587|0.2686642589999999|8.05947774|0.812554922|6438.603019|183.7216658|-1041.942197|38.58180913|0.023386634|689.2886595|15.99256772|0.0|3.0|4.83|0.0|17.0|-6.14|1.92|0.98|112.29|1.28|0.0|131.85|1.0|32.0|5.0|424.46|0.0|0.0|1.15|152.0|1.55|0.0|7.19e-07|0.000305|-0.05111|3.8899|3.88|3.8899|-1401.662677|701.99|1183.76|318.73|0.4446|318.73|0.6931|-0.15718|0.04550032|-1401.45065|9.0|8.0458|8.0458
11b_a50|0.0|1|1|0.0|0.0|2|1|1|1.3979498330000002|4.071188272|5.82008293|-0.014702942|1|0.038040936|-0.007722567|2.114272566|0.011959339|-0.218953127|-0.133073229|2|0.012037198|-0.162848233|-0.277408878|1|0.701976536|-0.146696566|-0.20645662|0.931316325|-0.0445367309999999|0.229754094|0.019455771|-23.23499995|-36.43643854|10.1501574|0.068683675|-0.02494328|-19.0090431|86.04123302|0.642051995|-1.047617742|-12.12179711|47.72173991|-13.01301376|-6.788943965|0.357948005|5.697537591000001|0.751545111|4884.730303|186.7429782|-285.1356465|20.26785036|0.021631609|439.9973344|11.28530137|0.0|0.0|3.44|2.84|20.0|-5.87|3.09|3.73|48.53|2.25|0.0|99.65|2.0|25.0|3.0|327.38|0.0|1.0|2.96|0.0228|2.9|0.0|1.35e-06|0.000441|-0.02817|4.6471|3.05|3.9863|-1045.98235|560.06|955.4|311.03|195.0|266.8|0.53885|-0.16684|0.02113855|-1045.849774|1.7|5.7696|5.7696
5b_a40|0.0|0|0|0.0|0.0|1|0|1|0.604912077|1.616656116|6.167516491000001|0.064329005|0|0.044946237|-0.096549823|0.7222376540000001|0.008515162|0.179058252|0.020344828|2|0.006372485|0.007986879|0.013573521|0|0.537115914|-0.400500595|0.029485257|0.881264402|-0.077031845|0.313503463|0.019116586|-38.64461938|-45.78637031|9.59023102|0.118735598|-0.036507111|-22.96968039|49.25022097|0.829018186|-1.095213344|-19.38687321|52.08187888|-18.31454812|-9.187872156|0.1709818139999999|6.521443259|0.913161214|4813.179854|85.77656597|-275.6361647|22.09185326|0.012549086|285.9136384|6.2955085660000005|0.0|0.0|3.13|2.82|14.0|-5.25|4.93|4.39|75.5|2.89|1.0|84.17|2.0|21.0|3.0|338.21|0.0|1.0|3.83|0.00488|4.14|0.0|5.65e-06|0.00191|-0.07069|3.9759|5.62|3.9759|-2096.782087|515.23|847.01|311.84|0.3005|311.84|0.59928|-0.15999|0.01471235|-2096.757832|64.0|7.1938|7.1938
3g_a32|0.0|1|1|3.542426304|-0.047725143|0|0|0|0.60942078|0.0|5.733341277|-0.072619634|0|0.05052381|-0.058985916|2.2144733530000003|0.001276735|-0.1154223269999999|-0.125170068|3|0.002565215|-0.074808287|-0.133675401|0|0.833981748|-0.1015732219999999|-0.1719626169999999|0.887695945|-0.070213101|0.273439311|0.0119962889999999|-38.9071564|-54.47722347|6.647498326|0.112304055|-0.030429702|-30.18744099|0.0|0.8007401590000001|-1.278047464|-21.55960626|60.55421302|-16.86199774|-9.343731735|0.199259841|5.917878616|0.809490137|5058.622432|110.4157723|-392.4367329|21.05801434|0.01096673|475.3634141|6.076989555|0.0|1.0|3.43|3.44|19.0|-7.29|7.02|5.42|110.94|2.18|0.0|102.55|1.0|24.0|3.0|354.49|0.0|1.0|4.61|0.000915|5.02|0.0|5.08e-08|1.8e-05|-0.0535|3.5456|4.13|3.5456|-1712.060085|593.24|998.86|349.68|0.2859|349.68|0.70275|-0.14715|0.02384763|-1711.919273|14.0|7.8539|7.8539
12bh_a36|0.0|0|0|3.50075137|0.0|0|2|2|1.297043258|0.0|5.351858133|-0.047482048|2|0.044197531|0.001012669|0.0|0.003676818|0.075747971|-0.035747988|1|0.0045625|-0.101854847|-0.169994208|1|0.902377067|-0.211972014|-0.0591586759999999|0.833491953|-0.070687668|0.317612728|0.017627098|-47.04367494|-66.28126709|11.73109101|0.166508047|-0.035569289|-44.11115058|0.0|0.783294222|-1.991880197|-31.30825225|76.46867897|-23.6718811|-15.75398235|0.216705778|7.545637217999999|0.930697921|5957.443236|144.22085800000002|-882.2230117|30.2209316|0.015307571|729.1873176|10.18741188|0.0|2.0|4.95|0.0|17.0|-7.34|3.76|2.5|69.2|2.45|0.0|133.68|1.0|31.0|4.0|409.49|0.0|1.0|2.42|0.0102|3.41|0.0|4.55e-08|1.86e-05|-0.0525299999999999|3.8811|3.79|3.6255|-1311.589612|715.94|1208.61|341.97|0.4386|319.46|0.69377|-0.14915|0.03071385|-1311.356102|14.0|7.8539|7.8539
6f_a40|0.0|0|0|0.0|0.0|1|1|2|0.604893424|1.750582483|6.401917197|-0.156988665|0|0.038309179|-0.122783873|0.737582436|-0.009302776|0.075227997|-0.190617284|2|-0.008368734|0.048543494|0.092206207|0|0.7710013309999999|-0.032826285|-0.268802228|0.655786513|-0.134203859|0.363785804|0.015998475|-86.21963207|-83.88605319|10.2782635|0.344213487|-0.052228625|-53.89282175|40.01876255|0.8628087240000001|-2.350288117|-55.39203581|92.77827871|-33.55442128|-21.5571287|0.137191276|6.993991456|0.69723213|7328.308886|88.13890599|-970.0707913999998|38.88975659|0.013841059|593.503189|8.892225517|0.0|2.0|4.05|2.53|14.0|-3.67|3.66|2.66|199.45|1.1|3.0|124.54|3.0|30.0|5.0|457.55|1.0|0.0|2.61|0.0105|3.09|1.0|0.0002109999999999|0.0967|-0.08982|3.5741|6.96|2.57|-2426.972609|668.95|1139.55|482.43|0.2362|346.89|0.66642|-0.1131799999999999|0.04845403|-2426.787111|42.0|7.3768|7.3768
4n_a46|0.0|0|0|0.0|0.126268818|1|1|1|1.13463699|2.093595994|5.587248657999999|-0.036492128|0|0.045335917|-0.2264394139999999|0.0|0.004988019|-0.144852516|-0.064683066|1|0.0042595609999999|0.070558373|0.109017734|0|0.741742667|-0.06655165|-0.088858764|0.903145407|-0.103381106|0.371438024|0.008424451|-56.80797266|-47.16810275|4.629240193|0.096854593|-0.031047837|-25.91889741|0.0|0.863203663|-1.459248362|-31.21601103|51.4039205|-17.06080312|-9.374920341|0.136796337|5.666371466|0.750996215|4955.374473|75.1696593|-440.621256|19.76451658|0.0077084869999999|525.8291956999999|4.235817757|0.0|1.0|3.75|2.84|17.0|-6.67|4.33|4.94|61.84|2.99|0.0|102.92|1.0|26.0|3.0|343.42|0.0|1.0|3.9|0.00273|4.41|0.0|2.14e-07|7.340000000000001e-05|-0.04044|5.7448|4.57|3953.0|-1090.343872|578.83|1011.66|313.65|253.0|215.82|0.41625|-0.16641|0.04131598|-1090.151267|5194.0|5.2845|5.2845
4a_a46|0.0|0|0|0.0|0.210988875|1|1|1|1.13463711|2.180332577|5.587248657999999|-0.008364558|2|0.0473245609999999|-0.137420119|0.0|0.012632881|-0.11172225|-0.0466186959999999|1|0.0120924389999999|-0.082000707|-0.129430244|2|0.679741138|-0.215877982|-0.06611606|0.923958017|-0.05488948|0.264863483|0.00935578|-28.50561609|-35.24319509|4.858713991|0.076041983|-0.022129285|-18.30276019|55.05332552|0.742626378|-1.017947119|-14.80375017|41.15334508|-11.49234623|-5.968291366|0.2573736219999999|5.613813876|0.751302315|4481.754309|133.66119809999998|-274.5414028|15.47527339|0.011380391|480.9500663|5.910149982|1.0|0.0|3.76|2.8|17.0|-6.82|4.18|4.46|43.6|2.35|0.0|96.74|1.0|24.0|3.0|318.42|0.0|1.0|3.43|0.0156|3.34|0.0|1.53e-07|4.86e-05|-0.02921|4.5454|3.4|4.5454|-994.237445|560.87|967.0|272.77|0.1694|272.77|0.6893600000000001|-0.19067|0.022810825|-994.079365|181.0|6.7423|6.7423
3q_a32|0.0|1|1|3.4364803|0.0|0|0|0|0.609420748|0.0|5.733341277|-0.04718311|0|0.03898374|0.02785755|2.120544848|0.000773658|-0.022925245|-0.098400506|3|0.002487149|-0.167040501|-0.295228244|0|0.751733573|0.010109949|-0.1585635|0.84993799|-0.067604132|0.34156046|0.018527744|-41.72706804|-60.46462749|11.43581616|0.15006201|-0.027989085|-37.3203761|53.27315741|0.6349739010000001|-1.371465184|-25.7550561|74.3682963|-17.27560785|-10.6629646|0.365026099|6.428518903|0.856561949|6079.482066|225.3038157|-522.4852655000001|27.20679986|0.022526037|618.9134881|13.90366881|0.0|1.0|3.57|3.34|19.0|-7.31|6.43|4.72|131.25|1.33|0.0|115.37|1.0|28.0|4.0|411.54|0.0|1.0|3.86|0.00992|3.47|0.0|4.88e-08|2.01e-05|-0.04968|3.6236|5.15|3.6236|-1920.066488|666.16|1136.46|342.16|0.2897|342.16|0.70216|-0.15001|0.02381444|-1919.883144|28.0|7.5528|7.5528
6_a3|0.0|0|0|0.0|0.0|0|0|0|0.605016564|0.0|4.727387819|-0.106234254|2|0.038650794|-0.025021661|2.000787282|-0.007540435|0.05584062|0.032782484|1|-0.006696449|0.020589494|0.036673175|2|0.881253042|-0.155862559|0.055002252|0.783322023|-0.1042506469999999|0.556539611|0.010921391|-52.01903278|-49.23401228|5.449560482000001|0.216677977|-0.037726468|-24.56680878|77.06094911|0.80281499|-1.282699916|-25.95647951|56.71997588|-18.8247694|-9.393191593|0.19718501|5.498222293|0.633675574|4992.54948|98.39146166|-319.3685142|23.4484528|0.0150025189999999|353.7528308|7.485963593999999|1.0|1.0|3.05|2.65|21.0|-7.48|4.96|4.66|92.93|2.11|0.0|95.5|1.0|23.0|3.0|338.81|0.0|1.0|3.63|0.00455|3.79|0.0|3.28e-08|1.11e-05|-0.06529|5.8279|3.09|3.3963|-1731.735113|524.88|884.88|365.05|0.1997|212.74|0.3369|-0.1465|0.03079258|-1731.6508010000002|1778.0|5.7501|5.7501
13g_a6|0.0|0|0|3.457632039|0.0|0|0|0|1.424099171|0.0|4.727387819|0.004767264|2|0.043020833|0.03536788|1.648997541|-0.002407131|0.073394284|-0.080022038|1|-0.000644109|-0.12414699|-0.215607882|2|0.836982172|0.095969451|-0.144664763|0.871972049|-0.074216821|0.2141642839999999|0.017637229|-51.67543048|-64.02222283|12.28038897|0.128027951|-0.0323525729999999|-44.57717132|0.0|0.7357333540000001|-1.747038966|-35.98038956|76.50577593|-22.52633766|-15.68456028|0.264266646|7.968172425|0.7999971709999999|6332.20768|184.0026638|-846.9662551000001|30.61752948|0.017929016|744.1359788|12.48355309|1.0|2.0|3.61|2.34|27.0|-10.57|5.41|4.79|103.17|1.13|0.0|128.63|0.0|33.0|5.0|431.49|0.0|1.0|3.47|0.0038|3.7|0.0|2.67e-11|1.15e-08|-0.07536|5.9869|3.83|3.2472|-1386.611265|739.55|1253.71|381.82|0.8442|207.09|0.38325|-0.1327|0.03802398|-1386.364067|119.0|6.9245|6.9245
2_a4|0.0|0|0|0.0|0.0|0|1|1|1.189716144|0.0|4.59511985|-0.103346554|1|0.037777778|0.08246129|0.0|-0.001386521|0.090707854|0.076479666|0|-0.0016168089999999|0.147657684|0.228655117|1|0.930871261|0.11821091|0.1355918559999999|0.742518847|-0.117395215|0.442778552|0.006330673|-49.45826819|-44.27948986|2.667094277|0.257481153|-0.0379537729999999|-18.65482233|0.0|0.843107708|-1.366335816|-20.83662681|48.93681624|-15.98981578|-6.736463618999999|0.156892292|4.710383035|0.656126301|3396.86527|66.09827364|-242.5126903|18.96532986|0.011054731|284.26458360000004|4.657326379|1.0|2.0|3.33|0.0|12.0|-4.83|2.12|0.83|45.15|1.63|0.0|79.59|2.0|19.0|4.0|253.3|0.0|0.0|1.24|434.0|1.62|0.0|1.4800000000000002e-05|0.00374|-0.01612|5.8961|2.46|3.2230000000000003|-819.9326497000001|458.73|764.77|384.69|0.1315|210.28|0.4682|-0.14614|0.033037353|-819.8174190000001|31.0|7.5086|7.5086
15c_a22|0.0|0|0|0.0|0.0|1|0|0|1.42291727|1.596256692|4.727387819|-0.018518519|2|0.038137255|-0.026986769|1.568396937|0.003784292|-0.023927419|0.006275578|1|0.004362505|-0.0917078119999999|-0.160566657|2|0.667111824|-0.096749121|0.010828071|0.8665852140000001|-0.067475429|0.615901609|0.024561528|-48.58045253|-57.66130245|17.68362419|0.133414786|-0.0302219629999999|-41.51455167|78.22334636|0.661775114|-1.60176404|-34.97658951|75.52188549|-21.75898206|-15.66586856|0.338224886|8.626398368|0.859281634|6882.442370999999|243.5126145|-830.2910335|32.87972244|0.0248073129999999|731.8178649|17.86058304|1.0|1.0|3.49|2.85|27.0|-9.28|3.9|4.18|109.38|1.08|0.0|128.77|1.0|34.0|6.0|445.48|0.0|0.0|2.98|0.0107|2.9|0.0|5.269999999999997e-10|2.35e-07|-0.07399|5.7361|4.79|3674.0|-1460.602657|715.42|1241.07|337.46|0.5082|216.15|0.30831|-0.15408|0.03150096|-1460.387718|737.0|6.1325|6.1325
4h_a46|-3.74433321|0|0|0.0|0.090767245|1|1|1|0.3002050539999999|2.134072222|5.587248657999999|-0.346835467|2|0.040890805|-0.057256598|0.0|-0.0008161889999999|-0.021951549|-0.09922757|1|0.003087227|-0.030014575|-0.0488847059999999|2|0.739180305|0.075704004|-0.134568896|0.767244275|-0.083155747|0.659584488|0.010068754|-65.24476749|-65.90523417|7.900037181|0.232755725|-0.0305445539999999|-51.70985599|19.09455432|0.805506105|-2.015940586|-51.19164773|74.99848132|-23.9655397|-18.803584|0.194493895|8.138240742999999|0.947878486|7808.347937|152.6017078|-1241.036544|29.75215152|0.011589523|1021.999374|9.093247153|0.0|2.0|4.63|2.99|23.0|-9.2|3.46|6.18|124.17|2.27|0.0|142.08|1.0|36.0|6.0|502.63|1.0|0.0|3.82|0.00104|4.21|0.0|6.38e-10|3.210000000000001e-07|-0.0389199999999999|4.2444|8.5|4.18|-1923.926093|792.61|1397.46|296.62|0.5451|292.11|0.55428|-0.1711599999999999|0.04729184|-1923.611784|229.0|6.6402|6.6402
1m_a5|0.0|0|0|2.934162514|0.0|0|0|0|1.3047206409999998|0.0|4.59511985|-0.005518104|2|0.026339869|-0.07112464|0.0|0.006422789|-0.10797859|-0.011848312|1|0.00520748|0.042813643|0.07132816|2|0.691858366|0.077347244|-0.022280685|0.8823955520000001|-0.070959368|0.429612762|0.009030414|-37.380714700000006|-37.65438054|4.7571353730000006|0.117604448|-0.028977918|-19.83596661|0.235629561|0.73847373|-1.072182971|-19.69180207|46.74648368|-15.26528941|-8.041608085|0.26152627|6.911100301|0.932913201|4584.808374|137.7695311|-297.5394992|20.67140479|0.0172594319999999|383.4128238|9.092103139|1.0|1.0|2.69|2.11|23.0|-8.63|5.11|4.85|54.46|2.4|0.0|95.5|1.0|24.0|3.0|332.79|0.0|1.0|3.63|0.00607|3.69|0.0|2.35e-09|7.82e-07|-0.0507699999999999|4.6678|3.48|4.3983|-1410.912452|553.42|926.13|281.89|0.5497|265.61|0.4527899999999999|-0.1778|0.03223201|-1410.833395|43.0|7.3665|7.3665
3f_a32|0.0|1|1|3.553167045|0.0|0|0|0|0.6094207770000001|0.0|5.733341277|-0.0434359079999999|0|0.042380952|-0.062954205|2.227330929|0.001276735|-0.113189563|-0.110286539|3|0.002565215|-0.074808287|-0.133675401|0|0.833981748|-0.110248899|-0.1743238839999999|0.874026684|-0.073433055|0.3217719189999999|0.011897886|-41.40131823|-54.8993954|6.707989266|0.125973316|-0.030139709|-30.95210106|0.0|0.78919828|-1.265867765|-23.34192893|61.47296003|-16.99267001|-9.580412233|0.21080172|6.153728636|0.770463268|4993.667711|118.8493262|-402.3773138|21.53155987|0.011659458|475.3634141|6.573564628|1.0|1.0|3.9|3.31|19.0|-7.31|7.18|5.63|110.94|2.18|0.0|102.66|1.0|24.0|3.0|354.49|0.0|1.0|4.63|0.0014|4.83|0.0|4.89e-08|1.73e-05|-0.05315|3.5569|3.92|3.5569|-1712.0610190000002|604.9|1006.92|348.58|293.0|348.58|0.70255|-0.1474599999999999|0.02606687|-1711.9193289999998|9.0|8.0458|8.0458
19_a31|0.0|0|0|3.2411335510000003|0.0|0|0|0|0.61013725|0.0|5.351858133|-0.086654127|0|0.0427124179999999|-0.044625452|0.0|-0.005956522|-0.040386271|-0.081641954|2|-0.0038998559999999|-0.081398052|-0.1751017789999999|0|0.656654981|0.019858798|-0.138769819|0.7312647940000001|-0.0909201569999999|0.279690511|0.014675044|-53.25742146|-66.3863707|8.596058678|0.268735206|-0.036060715|-38.88650245|67.42915967|0.776211804|-1.586671445|-31.1960848|75.31824576|-21.12293613|-12.37297805|0.223788196|7.0760696020000005|0.805382437|4917.329034|131.0862475|-544.4110343|27.21285095|0.0152483439999999|460.3754405|8.931875058|1.0|2.0|3.44|2.62|16.0|-7.39|5.8|4.33|98.91|1.68|0.0|97.25|1.0|25.0|4.0|358.43|0.0|1.0|3.47|0.0431|2.93|0.0|4.08e-08|1.46e-05|-0.04308|5.0344|5.24|3.9477|-1489.532192|625.93|1028.58|314.06|0.3205|246.28|0.5385300000000001|-0.16367|0.03702801|-1489.382077|1.8|5.7447|5.7447
13c_a6|0.0|0|0|3.441255118|0.0|0|1|1|1.424213869|0.0|5.351858133|-0.0122495089999999|1|0.040821256|0.049627353|0.0|-0.003346018|0.054910284|-0.0942387559999999|1|-0.000899678|-0.106686991|-0.174259072|1|0.845481322|0.085414885|-0.167542194|0.786809832|-0.093635525|0.22875443|0.030547186|-63.73961873|-75.71763296|20.79409503|0.213190168|-0.039875482|-51.54254258|567.1031411|0.772032541|-2.11340057|-43.38886312|88.21184769|-27.1440571|-18.47751526|0.2279674589999999|8.038175951|0.875625075|6204.855629|155.1821156|-979.308309|35.15921372|0.018354398|692.8471883999999|12.49421473|1.0|2.0|3.61|2.53|23.0|-9.4|5.38|4.57|95.85|1.5|0.0|121.6|1.0|32.0|5.0|423.47|0.0|1.0|3.64|0.00229|4.23|0.0|3.96e-10|1.68e-07|-0.05015|5.992000000000001|4.5|3.6519|-1389.39897|719.8|1217.77|339.5|0.5471|206.92|0.48478|-0.14975|0.0276450999999999|-1389.184603|73.0|7.1367|7.1367
19c_a38|0.0|0|0|3.332128134|0.0|0|2|2|1.297043851|0.0|5.351858133|-0.04575843|2|0.04508642|0.02192428|0.0|-0.004442319|-0.0725602509999999|-0.0431896509999999|1|-0.002443797|-0.09493054|-0.20848518|1|0.7163622890000001|0.073931688|-0.071918235|0.7591916240000001|-0.0918007669999999|0.396635872|0.024315945|-57.79749770000001|-68.18641054|15.30924906|0.240808376|-0.038224114|-42.92996714|4.848162625|0.7187071909999999|-1.949429829|-36.38913762|82.74311399|-24.06579196|-15.15175311|0.281292809|6.97753104|0.914989047|6618.350708|177.10114030000005|-772.7394084|33.48483537|0.023120664|640.025745|14.55670345|0.0|3.0|4.84|3.0|17.0|-6.92|3.17|2.42|105.02|1.76|0.0|130.41|1.0|32.0|5.0|426.45|0.0|0.0|2.57|0.0322|2.5|0.0|1.2099999999999998e-07|5.14e-05|-0.05691|5.8832|3.23|3.8322|-1424.42734|652.09|1138.6|323.53|0.2961|210.74|0.2597|-0.15612|0.03740877|-1424.247603|9.0|8.0348|8.0348
12y_a36|0.0|0|0|3.479963309|0.0|0|2|2|1.29704385|0.0|5.351858133|-0.065314765|2|0.041767677|0.036174187|0.0|0.002782748|-0.049845887|-0.028440975|1|0.003724542|-0.095253274|-0.1619981409999999|1|0.90500247|0.046673879|-0.0498101409999999|0.83704133|-0.076585128|0.424572485|0.019404665|-51.48548385|-66.24017399|13.04507243|0.16295867|-0.036493654|-44.53093547|14.40618351|0.755735734|-1.970657299|-34.61187706|78.8341402|-24.53339777|-16.49293906|0.244264266|7.589386902|0.950403792|6082.16777|164.2102614|-890.6187094000001|32.46293206|0.01873364|698.847203|12.59396622|0.0|2.0|4.88|0.0|17.0|-7.01|3.62|2.42|69.2|2.38|0.0|133.84|1.0|31.0|4.0|407.47|0.0|0.0|2.37|0.0115|3.45|0.0|9.66e-08|3.94e-05|-0.05002|3.8794|3.83|3.8794|-1310.350902|702.38|1183.75|319.6|0.4358|319.6|0.66796|-0.15671|0.03583863|-1310.137888|12.0|7.9208|7.9208
9r_a24|0.0|0|0|2.950959457|0.0|0|0|0|1.353642494|0.0|4.59511985|0.013567512|3|0.024179894|-0.17821765|0.0|0.007861194|0.064425793|-0.043274854|1|0.008722018|-0.179075526|-0.2920573039999999|3|0.786430472|-0.120617935|-0.083458647|0.8417158379999999|-0.0618978309999999|0.32720212|0.015557618|-41.49802275|-54.99020696|10.4302588|0.158284162|-0.025821921|-36.86695997|89.36724924|0.6152148279999999|-1.394383716|-27.82142546|70.79264457|-17.31173182|-11.60626518|0.384785172|9.672636984|0.898988412|5501.824326|257.9706516|-626.7383196000001|28.13932796|0.02357068|670.2247423|15.80243761|1.0|1.0|3.53|3.04|23.0|-8.66|4.23|3.93|79.82|1.02|0.0|116.9|1.0|30.0|6.0|400.48|0.0|0.0|2.98|0.0351|2.69|0.0|2.21e-09|8.84e-07|-0.04313|4.4722|1.82|4.2877|-1294.486221|713.25|1199.71|289.16|0.3398|277.23|0.3398|-0.1676099999999999|0.03426339|-1294.263358|11.0|7.9586|7.9586
4p_a46|0.0|0|0|0.0|0.122217892|1|1|1|1.134636977|2.102855253|5.587248657999999|-0.038295755|0|0.046533816|-0.164311513|0.0|0.005152176|-0.205494852|-0.120823841|1|0.004453195|0.066453878|0.101602982|0|0.7471162309999999|-0.078703563|-0.1623103719999999|0.905966489|-0.0997229069999999|0.3352802039999999|0.007398064|-56.55658053|-47.22779946|4.195717966|0.094033511|-0.029978645|-26.78464688|0.0|0.87420565|-1.498932241|-32.07534663|51.05047787|-17.00200781|-9.642472876|0.12579435|5.828038618|0.734640605|5167.091582|71.34266847|-482.1236438|19.44852199|0.006740305|585.8536976|3.822678404|0.0|1.0|3.89|3.2|17.0|-7.05|4.85|5.25|61.84|3.2|0.0|107.89|1.0|27.0|3.0|357.45|0.0|1.0|4.25|0.00144|4.77|0.0|8.95e-08|3.2e-05|-0.0393|5.4796|4.89|3.9958|-1129.65844|598.19|1058.54|310.28|0.2363|226.26|0.43709|-0.16819|0.03979459|-1129.4459470000002|341.0|6.4672|6.4672
14ae_a23|0.0|1|1|0.0|0.0|2|0|0|1.1979624290000002|3.338149829|5.351858133|-0.029948314|2|0.042903564|0.026913008|0.7338690390000001|0.008996289|-0.0174992419999999|0.0289586779999999|2|0.009675528|-0.143336826|-0.253318853|2|0.7763406840000001|0.107765697|0.0469453379999999|0.872362051|-0.065169397|0.202342743|0.03467374|-46.69131269|-62.38566188|24.84237243|0.127637949|-0.0269140239999999|-44.69687612|110.5716332|0.53040766|-1.480271319|-33.45249142|87.09501229|-19.28284095|-13.81539807|0.46959234|8.123993885|0.919603093|7308.981869|336.444465|-759.846894|36.35475577|0.034488074|770.8206617000001|24.70935041|0.0|1.0|3.74|3.76|26.0|-7.6|3.48|4.03|123.48|2.42|1.0|133.27|1.0|34.0|6.0|471.53|0.0|0.0|3.44|0.0038799999999999|3.52|0.0|2.49e-08|1.17e-05|-0.07122|3.6036|2.99|3.6036|-1858.967022|751.57|1285.52|344.06|0.3205|344.06|0.58144|-0.14537|0.01449323|-1858.7404850000005|2.0|8.6038|8.6038
