molecula|SddssS|NaaNH|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Heavy atom count|Egan filter|BBB|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Gibbs Free Energy|Dipole (water)|pIC50
galu_a46|0.0|0|0|1|7.535296702|1|1|1.343828866|2.082220175|0.048375705|-0.00642454|-0.080432741|0.039550827|1.721297609|-0.327651527|0.002865697|-0.094815394|-0.1121767259999999|1|1|0.003107816|-0.150645957|0.0481706809999999|2|0.81708619|0.044184467|0.875868891|1|0.7637964079999999|-0.0910072869999999|-0.089050651|0.5235416979999999|0.01235603|-49.84028137|6.915480101|261.2602893|0.236203592|132.199522|3.870487977|68.43088526|0.7832175929999999|-1.513861067|57.65745491|-18.02733582|57.85086047|0.468241745|427.4851161|-847.2847833999999|0.2167824069999999|5641.451892|121.3297832|-474.2122773|23.01702105|0.013967104|-317.0250717|542.7276591|7.817173532999999|1.0|1.0|1.0|1.0|3.27|0.18|21.0|3.51|1.84|1.0|108.18|0.0|28.0|0.0|0.0|0.000102|2.39|0.0|0.0||||||||||||7.2924
7a_a8|0.0|1|0|1|7.535296702|1|1|1.4000287219999998|1.4494883790000002|-0.11821781|-0.010269971|-0.0407248439999999|0.041123188|0.0|-0.482688615|0.000736369|0.004607684|-0.019054799|1|1|0.002028046|-0.02923588|-0.032195997|1|0.764224152|0.033708575|0.831914523|0|0.718410375|-0.102174163|-0.101880506|0.238462711|0.035405618|-59.83546383|20.79408196|145.3710976|0.281589625|165.38046830000002|12.2125771|71.85980901|0.733884399|-1.833849114|75.4573633|-25.04740346|80.80201312|0.477611327|421.9297638000001|-1077.038349|0.266115601|5907.9340090000005|156.2924154|-632.5556427|34.12990316|0.0265990589999999|-274.7254012|488.0169522|15.62189947|0.0|1.0|1.0|1.0|3.34|0.05|23.0|3.49|2.01|1.0|105.83|0.0|29.0|0.0|0.0|2.29e-05|3.24|0.0|0.0|-0.07616|3.0704|-1291.313963|403.8|315.0|270.66|0.61257|0.70367|-1291.10235|-1291.156661|12.8748|4.6068
12z_a30|0.0|0|0|0|7.412764017000001|2|2|0.604983642|0.0|-0.1155022219999999|-0.008819424|-0.026703371|0.040566449|0.0|-0.537984876|0.003529389|0.018796341|-0.045463448|1|1|0.005111479|0.05890953|-0.207153446|1|0.809127478|-0.02232319|0.855880335|0|0.832920077|-0.071429418|-0.107776943|0.315493739|0.030875938|-74.96232552|21.47520633|54.40462246|0.167079923|116.2094523|14.93669572|0.0|0.630839856|-1.939984979|95.20867045|-23.67231332|71.1566605|0.48740649|579.3226647000001|-1349.321859|0.3691601439999999|7074.004131999999|256.7627363|-938.4966892|37.52507564|0.029109145|-182.00664430000003|792.3440337000001|20.24634493|0.0|1.0|1.0|1.0|4.86|0.21|17.0|2.63|2.2|2.0|140.26|0.0|33.0|0.0|0.0|9.94e-06|3.81|0.0|0.0|-0.04679|3.4438|-1804.814868|360.02|0.1855|257.96|0.5513100000000001|0.6853199999999999|-1804.51674|-1804.581882|7.2113|7.3615
12b_a40|0.0|0|0|1|7.515889085|0|0|0.604989475|1.713497417|0.084915315|-0.004650218|-0.011794908|0.04020202|0.747253086|-0.158107422|0.00779293|0.107454819|-0.1537981269999999|2|2|0.004452418|0.279216571|0.038336814|0|0.7137941109999999|0.026452642|0.7818091140000001|1|0.955647156|-0.065048707|-0.074921647|0.2160572999999999|0.010845303|-42.67442006|6.17734692|80.72126798|0.044352844|25.26281742|3.518538455|48.17000329|0.856829717|-1.048903063|48.54667776|-19.27231874|43.22826564|0.494842289|544.3244990000001|-597.4418808999999|0.143170283|5933.385347|81.54797734|-340.29531769999994|22.49258909|0.010309671|-406.4913617|370.3261123|5.872257692000001|0.0|1.0|1.0|0.0|3.26|0.0|20.0|6.74|5.07|2.0|101.78|0.0|24.0|1.0|0.0|7.82e-08|6.68|0.0|1.0|-0.08279|3407.0|-3016.999329|363.91|306.0|363.91|0.69476|0.69476|-3016.927883|-3016.980996|6.3131|7.3979
18_a47|0.0|1|1|0|6.605297921|0|0|1.414391819|0.0|-0.141396999|-0.004337918|-0.06345679|0.037919622|1.5913490630000002|-0.2342475789999999|0.0008454789999999|0.018164141|-0.016728205|1|1|0.0015586929999999|-0.056674151|-0.053119347|3|0.792196273|-0.059779939|0.851462739|1|0.777824025|-0.078937385|-0.084415066|0.454324931|0.014741763|-52.88049505|9.234746417|70.55642796|0.222175975|139.1786571|5.784962137000001|3.684585007|0.7327484470000001|-1.5194711930000002|63.72933669|-19.03697822|58.68383399|0.432077184|487.2556678|-951.8489108|0.267251553|6261.441874|167.41554630000002|-596.2708299|25.98023687|0.017318402|-291.6032324|628.5247532999999|10.84884165|1.0|0.0|1.0|1.0|3.47|0.08|27.0|6.0|2.63|2.0|119.78|0.0|31.0|1.0|0.0|4.29e-06|4.13|0.0|0.0|-0.04964|4.2222|-1354.221126|293.65|0.4335|290.58|0.4659|0.63359|-1353.979194|-1354.037606|5.3433|8.6
13b_a6|0.0|1|0|0|7.412764017000001|1|1|1.430640379|0.0|-0.0411179|-0.011206134|-0.0265090529999999|0.042739018|0.0|-0.6051312529999999|-0.00460563|-0.104663349|-0.064811009|1|1|-0.00194781|0.100281317|-0.180339002|1|0.7788169070000001|-0.029988734|0.8370824240000001|0|0.7757172059999999|-0.093125205|-0.112915801|0.202093555|0.032036214|-74.04643339|21.00828557|154.7847961|0.2242827939999999|147.0772097|13.77653618|554.4007331|0.757233678|-2.032484418|87.39962829999999|-26.65671602|82.07670290000002|0.408780634|508.6895893|-1332.835801|0.2427663219999999|6000.952027|159.1980937|-874.0294667999999|35.20276076|0.0203627189999999|-337.3706117|627.4287311|13.35319491|1.0|1.0|1.0|1.0|3.56|0.12|23.0|4.32|1.29|2.0|116.79|0.0|31.0|0.0|0.0|1.02e-05|3.8|0.0|0.0|-0.0525799999999999|3.6322|-1350.0903970000002|341.35|0.7846|255.67|0.58026|0.7006600000000001|-1349.837661|-1349.898848|13.5746|6.7595
12o_a36|0.0|1|0|0|7.412764017000001|2|2|1.297042837|0.0|0.01340619|-0.0100574069999999|-0.079716275|0.040770975|0.0|-0.613501857|-0.00233752|-0.059733192|-0.010904454|1|1|-0.000472698|0.065221584|-0.213993335|1|0.799869816|0.141570244|0.848816593|0|0.7592112809999999|-0.082048664|-0.10624773|0.514457955|0.023402195|-76.51720886|16.85373064|55.47133795|0.2407887189999999|173.4105814|12.13767506|112.1259723|0.666462845|-2.018706878|95.66406176|-25.50573629|75.94332024|0.469699889|546.7667677000001|-1453.826968|0.333537155|6622.134304|240.2059039|-1047.013252|38.27030489|0.026586303|-239.7655413|757.7532208|19.1468529|0.0|0.0|1.0|0.0|4.97|0.17|17.0|1.65|1.49|1.0|138.06|0.0|33.0|0.0|0.0|0.000227|1.85|0.0|0.0|-0.05456|3.8726|-1440.969954|320.16|0.4075|238.77|0.36719|0.67273|-1440.671057|-1440.734965|6.6471|7.3979
14v_a23|0.0|0|1|2|7.423568444|0|0|1.1979575059999998|3.004639728|0.135774541|-0.014768546|-0.299484129|0.047323232|0.636416435|-0.8122700340000001|-0.002390707|0.017156562|-0.015149431|2|2|-0.0004039459999999|0.170475376|-0.2952674819999999|2|0.787538583|0.132882353|0.845160857|1|0.916605275|-0.067342061|-0.09479984|0.31419322|0.019811827|-62.61276875|13.08518422|78.86310829|0.083394725|55.07999434|8.64241561|0.912757854|0.788328659|-2.180396311|76.42257099|-28.23713101|57.56282152|0.457213347|605.3933675|-1440.093681|0.211671341|8458.789829000001|139.8032821|-951.143515|35.81898321|0.020908947|-380.8667976|676.4530574|13.80980223|0.0|1.0|0.0|1.0|3.62|0.09|26.0|6.18|3.04|2.0|126.97|0.0|35.0|1.0|0.0|1e-06|4.76|0.0|0.0|-0.07843|3694.0|-2042.182282|335.64|348.0|335.64|0.6017100000000001|0.6017100000000001|-2041.93452|-2041.998955|6.3758|8.4001
12w_a30|0.0|0|0|0|7.412764017000001|2|2|0.604983445|0.0|0.063514061|-0.007019432|-0.0316452179999999|0.044197531|0.0|-0.372029919|0.002431329|0.028815747|-0.04950715|1|1|0.001805829|-0.173643543|-0.0857954809999999|1|0.83236194|-0.032835151|0.889479916|0|0.8522163970000001|-0.076611264|-0.096032733|0.4274948739999999|0.015446225|-65.85056003|10.59162334|82.06520565|0.147783603|101.3366249|7.262777048999999|0.0|0.8077976990000001|-1.824621925|75.77366969|-25.53389062|63.12469722|0.451478593|584.3729039|-1251.160641|0.192202301|6888.291006999999|131.7949495|-857.9327732|31.60926388|0.014471302|-422.1196298|685.6665849999999|9.923109661|0.0|1.0|1.0|0.0|4.63|0.14|17.0|3.92|3.79|2.0|137.3|0.0|31.0|0.0|0.0|9.14e-07|5.12|0.0|0.0|-0.05682|3.5585|-2494.966575|348.42|0.2639|244.87|0.31353|0.68423|-2494.743475|-2494.807027|3.0068|7821.0
7b_a10|0.0|0|0|0|7.535296702|2|2|1.186434511|0.0|-0.170920618|-0.001621737|0.037541178|0.037804233|2.079721225|-0.07459988|0.011041815|-0.01808249|0.039221939|0|0|0.010068964|-0.0982988509999999|-0.082499103|2|0.764865564|-0.108464916|0.8200487120000001|1|0.92441666|-0.0590666679999999|-0.0720417159999999|0.5113525529999999|0.009734392|-37.45675757|5.061217187|13.37827368|0.07558334|39.29815915|2.6314862480000003|56.22969776|0.781045839|-1.152667458|43.9185573|-14.26924098|35.77183831|0.446575367|480.6333417|-599.3081212000001|0.218954161|5212.568172|113.8411654|-311.5991709|18.26940272|0.012428175|-292.2491701|459.0250226|6.46179973|0.0|1.0|1.0|0.0|3.9|0.25|16.0|3.03|3.04|1.0|105.44|0.0|25.0|0.0|1.0|5.25e-06|4.68|0.0|0.0|-0.05377|3.6426|-1450.09312|340.37|0.1488|205.85|0.4195399999999999|0.66228|-1450.075119|-1450.124551|5.6147|4.7033
1a_a18 (SB-431542)|0.0|1|0|0|7.423568444|1|1|1.430935835|0.0|0.043282217|-0.015636898|-0.175408303|0.035620155|0.0|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.033765606|1|0.7462411859999999|-0.08530265|0.805877431|0|0.5940412860000001|-0.126408788|-0.122555709|0.210046675|0.033020439|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|11.61820782|105.3125675|0.7531996609999999|-2.083447046|87.15852628|-27.46300805|94.56841061|0.472443977|352.3666367|-1235.8353619999998|0.2468003389999999|5748.422847|146.3942108|-733.0587287000001|36.46179023|0.02438148|-300.3801761|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|3.25|0.05|23.0|3.63|1.54|1.0|106.85|0.0|29.0|0.0|0.0|5.660000000000001e-05|2.7|0.0|0.0|-0.05971|3295.0|-1292.588031|376.27|0.5767|324.5|0.55409|0.69868|-1292.358966|-1292.414518|8.8609|6.9031
26_a20|0.0|0|0|1|6.842683282|0|0|1.4165417530000002|1.877209467|-0.000846851|-0.00578453|-0.104520106|0.0396875|2.01129617|-0.3297182369999999|0.003085806|-0.054222344|-0.033102079|1|1|0.003149352|0.249416844|0.057022334|2|0.7541508029999999|-0.070815554|0.8096894440000001|1|0.79337253|-0.0862808009999999|-0.082729415|0.423153994|0.012753218|-55.81998701|8.604974082|299.8332395|0.20662747|139.417676|5.806030949|80.47551422|0.7848887259999999|-1.737317706|65.85953426|-22.11735334|66.82118688|0.472355054|535.3119506|-1172.219727|0.215111274|6221.067002000001|145.1419493|-790.9313788|28.17896678|0.014879363|-384.4457279|712.1606951|10.03954725|1.0|1.0|1.0|1.0|3.42|0.08|27.0|4.62|2.47|2.0|125.0|0.0|32.0|0.0|0.0|9.51e-06|3.63|0.0|0.0|-0.05097|3.8894|-1352.315376|318.77|0.2081|256.05|0.50878|0.68167|-1352.036122|-1352.098465|4.8742|6.8827
1e_a5|0.0|1|0|0|6.605297921|0|0|1.427503886|0.0|-0.260066152|-0.001975193|-0.009075016|0.027873016|0.0|-0.084933308|0.008031558|-0.1197834419999999|-0.040441176|1|1|0.007357977|-0.133677441|0.0578378779999999|2|0.771487328|0.045376705|0.834250802|0|0.8805795|-0.06795194|-0.069725333|0.373935381|0.008587563|-36.22202792|4.461204261000001|159.537038|0.1194205|62.03846573|2.317577542|0.0|0.7473936259999999|-1.115605324|44.38364879|-14.48881117|39.76196174|0.482579989|457.4574833|-579.5524467|0.2526063739999999|4342.827698|131.2279879|-301.0751483|19.38578369|0.0157106539999999|-257.0399733|409.0289917|8.161620868|1.0|0.0|1.0|1.0|2.83|0.05|23.0|4.51|2.13|0.0|95.45|0.0|24.0|0.0|1.0|3.5600000000000005e-05|3.43|0.0|0.0|-0.04186|4.4292|-990.6320386|279.92|0.5156|261.24|0.56258|0.51802|-990.471803|-990.522307|3.0386|6719.0
12m_a36|0.0|1|0|0|7.412764017000001|2|2|1.297043522|0.0|0.013543656|-0.011502861|-0.133854569|0.03912037|0.0|-0.667165917|-0.006653538|-0.025127218|-0.038386106|1|1|-0.004569485|0.245908938|-0.090926893|1|0.825587924|-0.075712087|0.8792981679999999|0|0.711961428|-0.10031651|-0.121074678|0.4493096629999999|0.022725561|-81.19927925|15.24099981|42.78660249|0.288038572|193.174369|10.22144534|107.233999|0.7471181240000001|-2.300418875|96.11918789|-28.57011677|82.51872026|0.465323422|477.48014630000006|-1542.786306|0.252881876|6434.374756|169.596372|-1034.676602|38.24042793|0.0222467879999999|-331.4617713|689.2886595|14.91990864|0.0|0.0|1.0|0.0|4.83|0.13|17.0|0.98|1.28|1.0|131.85|0.0|32.0|0.0|0.0|0.000159|2.11|0.0|0.0|-0.05114|3.8658|-1401.654499|320.72|0.4718|320.72|0.69382|0.69382|-1401.385923|-1401.446557|9.1003|7.5229
17g_a50|0.0|0|1|2|7.934155233999999|2|2|1.320916184|4.377239517|-0.185924266|-0.002050512|0.052557574|0.029160757|2.236579664|-0.13328325|0.012079|-0.022378911|-0.1155555559999999|2|2|0.01245647|-0.090386911|-0.323333765|1|0.738521694|-0.10642733|0.7787714459999999|1|0.920663175|-0.048170917|-0.0706879109999999|0.442201795|0.014550016|-47.17463902|9.710172008|10.60268439|0.079336825|52.94662161|6.48022912|85.51402581|0.749948388|-1.555134042|56.28102287|-17.29736764|41.85775712|0.467997084|614.4183967|-1037.842058|0.250051612|6102.424958|166.8756987|-692.6194843|23.06474408|0.013645282|-333.6136209|829.3813984|9.106383854|1.0|1.0|1.0|1.0|4.04|0.35|20.0|4.37|2.71|2.0|133.03|0.0|32.0|0.0|1.0|1.39e-05|3.68|0.0|0.0|-0.0323|4.0458|-1335.976491|306.45|0.1795|306.45|0.6623600000000001|0.6623600000000001|-1335.631756|-1335.693266|9.1706|6.6091
30_a47|0.0|0|1|1|6.842683282|0|0|1.304327883|1.435022468|-0.069449687|-0.0092264759999999|-0.184735553|0.038387534|1.192095911|-0.415191425|-0.0098410169999999|-0.008774855|0.0467853809999999|1|1|-0.008325552|0.029343834|-0.079370393|2|0.8485444809999999|-0.1340278869999999|0.913855507|1|0.67896733|-0.108232368|-0.107296835|0.384732322|0.022747897|-64.38108459|13.64937081|350.5257774|0.32103267|192.6285289|8.190002019|76.90733636|0.679447569|-1.609452527|81.25550675|-22.9932445|78.59180109|0.4680850139999999|407.3992771|-965.7162688|0.320552431|5852.817155|192.3403721|-579.456614|33.84108731|0.028122734|-215.3470619|457.1122177|16.87442216|1.0|1.0|1.0|1.0|3.03|0.05|21.0|3.93|1.78|1.0|104.25|0.0|28.0|0.0|0.0|7.94e-05|2.5|0.0|0.0|-0.0564299999999999|3.7159|-1696.12008|333.66|0.3566|333.66|0.6944899999999999|0.6944899999999999|-1695.931037|-1695.9887|3.6487|7.9
19l_a38|0.0|1|0|0|7.412764017000001|2|2|1.297043246|0.0|-0.086107169|-0.007360265|-0.10490608|0.04391253|0.0|-0.426895387|-0.001197042|-0.02967593|-0.032264281|1|1|0.000347207|0.217841852|-0.191751024|1|0.839953955|-0.032569307|0.89459881|0|0.799611189|-0.079681862|-0.100870929|0.51306986|0.0219046379999999|-65.35669452|14.19254029|133.9992534|0.200388811|129.8367176|9.195687319|19.55998015|0.7374102309999999|-2.017418574|79.04689476|-24.20618316|65.82033039|0.430111845|518.0872716|-1307.13389|0.262589769|6705.993411|170.13821069999997|-846.9234048000001|32.82593886|0.021129331|-307.64756780000005|696.3887025|13.69020024|0.0|1.0|1.0|1.0|4.94|0.12|17.0|3.09|2.75|2.0|135.78|0.0|32.0|0.0|0.0|1.89e-05|3.55|0.0|0.0|-0.0603299999999999|3354.0|-1409.5865199999998|369.66|0.2883|337.75|0.69413|0.7044|-1409.309206|-1409.37001|9026.0|7.8633
19c_a38|0.0|1|0|0|7.412764017000001|2|2|1.297043851|0.0|-0.085545751|-0.008177185|-0.04575843|0.04508642|0.0|-0.449745181|-0.004442319|-0.0725602509999999|-0.0431896509999999|1|1|-0.002443797|0.04814981|-0.20848518|1|0.846765471|0.073931688|0.908721232|0|0.7591916240000001|-0.0918007669999999|-0.108301657|0.396635872|0.024315945|-68.18641054|15.30924906|139.1570837|0.240808376|151.612258|9.638658988|4.848162625|0.7187071909999999|-1.949429829|82.74311399|-24.06579196|73.10674676|0.477803802|477.9848537|-1227.35539|0.281292809|6618.350708|177.10114030000005|-772.7394084|33.48483537|0.023120664|-275.39483110000003|640.025745|14.55670345|0.0|1.0|1.0|1.0|4.84|0.13|17.0|2.42|1.76|1.0|130.41|0.0|32.0|0.0|0.0|7.55e-05|2.5|0.0|0.0|-0.05691|3.8322|-1424.42734|323.53|0.2961|210.74|0.2597|0.6279899999999999|-1424.1880119999998|-1424.247603|3.2846|8.0348
1c_a5|0.0|1|0|0|6.605297921|0|0|1.424607938|0.0|-0.268536978|-0.001983746|-0.006491037|0.0248765429999999|0.0|-0.085301064|0.008031558|-0.228971551|-0.058823529|1|1|0.007357977|-0.133677441|0.0578378779999999|2|0.7595197290000001|0.128385959|0.821309592|0|0.88631419|-0.068062282|-0.070346332|0.436308619|0.008349498|-35.99212225|4.27195187|160.5407184|0.11368581|58.16640976|2.185709046|0.0|0.753027268|-1.12554131|43.86175561|-14.3968489|39.09545876|0.476413155|453.4753671|-575.8739559999999|0.246972732|4387.398857|126.3615674|-294.64117410000006|19.11862892|0.0153811389999999|-258.918642|409.0289917|7.869633359|1.0|0.0|1.0|1.0|2.78|0.05|23.0|4.51|2.13|0.0|95.45|0.0|24.0|0.0|1.0|3.5600000000000005e-05|3.43|0.0|0.0|-0.03965|4.5088|-990.6223073|274.99|271.0|254.15|0.4444899999999999|0.53838|-990.467026|-990.516371|2.6801|5.4
25d_a34|0.0|0|0|1|7.412764017000001|1|1|1.433689841|1.940324546|0.128783829|-0.015046463|-0.089654563|0.041037037|0.0|-0.8576484190000001|-0.005017781|-0.1266965|0.00670464|1|1|-0.001685762|-0.263924686|-0.342090037|1|0.7498681140000001|0.14554928|0.799694715|0|0.674282353|-0.100582621|-0.124111479|0.631894475|0.0292772039999999|-82.09024497|19.36462983|174.9700398|0.325717647|215.4372954|12.8082206|69.64131956|0.7772035959999999|-2.358118108|95.24066462|-29.42857839|85.89233572|0.478308897|445.9861716|-1559.714654|0.2227964039999999|6513.063805|147.36277019999997|-1031.631874|37.86469665|0.019881997|-366.6979266|673.8038326000001|13.15041965|1.0|1.0|1.0|1.0|3.58|0.12|23.0|3.95|2.26|1.0|119.81|0.0|32.0|0.0|0.0|3.3e-05|3.05|0.0|0.0|-0.03521|4.2732|-1426.496796|290.15|0.2106|290.15|0.6764600000000001|0.6764600000000001|-1426.243341|-1426.307095|8.0068|6.0223
6b_a40|0.0|0|0|1|8.421342866|1|2|0.604892326|1.710647518|0.135693438|-0.014861289|-0.069975812|0.039863946|0.6899826|-0.698480566|-0.003851208|0.0986825569999999|-0.226457281|2|2|-0.004728928|-0.248560671|-0.033583055|0|0.842573207|0.003163118|0.90571269|1|0.753431574|-0.107699967|-0.118488624|0.417254814|0.014588568|-79.36130196|9.771129787|176.8246355|0.246568426|165.1465831|6.544506614|34.43877986|0.878140798|-2.132795227|87.29061302|-33.22101012|81.90640622|0.442509019|504.6333458|-1428.503435|0.1218592019999999|8482.600495|81.61884754|-956.7829293|37.83107469|0.011838681|-506.5422338|618.8882797|7.929311055|0.0|1.0|0.0|1.0|4.02|0.21|14.0|4.38|2.61|2.0|130.16|1.0|31.0|1.0|0.0|6.55e-07|5.03|1.0|1.0|-0.09533|3.1026|-3290.775349|399.62|0.4962|399.62|0.69429|0.69429|-3290.583786|-3290.648012|11.3203|7.5229
25_a47|0.0|0|1|1|6.86171134|0|0|1.30432753|1.234859637|0.037667531|-0.010144825|-0.1084905069999999|0.043695652|1.087932079|-0.486951604|-0.003963349|-0.035030495|0.002716049|1|1|-0.00269275|-0.120903298|-0.235822787|2|0.8462332770000001|-0.077710529|0.906449648|1|0.786958319|-0.073339312|-0.08797211|0.574771479|0.020224271|-53.40631957|12.27779881|11.20142696|0.213041681|129.3338553|7.453635586|51.5831002|0.6238742279999999|-1.407553754|71.17072517|-18.98891362|56.80080434|0.4760601829999999|477.748546|-854.5011131000001|0.376125772|6236.813862|228.3393366|-518.7525876|30.43708613|0.029261935|-150.4037281|513.2159236|17.76440561|1.0|1.0|0.0|1.0|3.26|0.1|21.0|4.95|3.08|2.0|109.7|0.0|29.0|0.0|0.0|1.52e-05|3.53|0.0|0.0|-0.06331|3.9878|-1735.414386|310.91|287.0|258.29|0.53663|0.68761|-1735.2218059999998|-1735.279715|5.1625|7.8
12n_a30|0.0|0|0|0|7.412764017000001|2|2|0.604984682|0.0|0.0304762079999999|-0.007311044|-0.064217094|0.040899471|0.0|-0.387485343|0.001139238|-0.037209579|-0.087019298|1|1|0.002064369|-0.254279374|-0.120380857|1|0.815003426|-0.015189554|0.870930234|0|0.7781502140000001|-0.083120674|-0.10528124|0.390449649|0.017064818|-66.48079820000001|10.77573511|85.87072848|0.221849786|140.0890685|6.804436105|0.0|0.799403208|-1.895062322|76.16725916|-24.42151771|63.2630417|0.4701566479999999|491.3700419|-1196.654368|0.200596792|6353.890039|126.6686716|-755.6383024|30.54968688|0.0153398069999999|-378.1217671|618.6004214|9.686460958|0.0|1.0|1.0|0.0|4.66|0.14|17.0|3.18|3.2|2.0|127.24|0.0|30.0|0.0|0.0|9.71e-06|3.97|0.0|0.0|-0.05076|3.4859|-1675.011418|355.67|0.1826|238.43|0.27009|0.6854|-1674.777231|-1674.83759|6.32|7983.0
9a_a36|0.0|1|0|0|7.412764017000001|2|2|1.297044807|0.0|-0.109305298|-0.007853595|-0.046964839|0.040166667|0.0|-0.41624054|0.0034852859999999|-0.078488872|-0.06502499|1|1|0.00484375|0.160672128|-0.202876718|1|0.7885597609999999|-0.019008343|0.842671963|0|0.826559623|-0.073689118|-0.10869601|0.204819754|0.0236784079999999|-66.44342306|14.47407729|49.52042402|0.1734403769999999|106.0201967|8.847677483|0.0|0.7638345870000001|-1.956528182|78.37175688|-24.40778806|59.5185754|0.453098452|505.25728260000005|-1195.981615|0.236165413|5693.562367|144.36259840000002|-731.0766269999999|31.95428497|0.019513779|-322.5522826|578.2841135|11.92833382|0.0|0.0|1.0|0.0|4.69|0.14|17.0|2.04|2.02|1.0|120.94|0.0|29.0|0.0|1.0|0.000102|2.66|0.0|0.0|-0.05044|3.8677|-1252.802159|320.56|0.4811|320.56|0.68682|0.68682|-1252.578886|-1252.636005|7.4992|7.8861
2_a3|0.0|0|0|0|6.823286122000001|0|0|0.605017347|0.0|0.176032668|-0.008422099|-0.09743592|0.034166667|2.058239271|-0.311617665|-0.006049098|0.09933632|0.036301827|1|1|-0.0045709459999999|-0.18746945|0.032450556|2|0.769486995|-0.192034735|0.8401405609999999|1|0.750206578|-0.104577702|-0.09392632|0.4551292289999999|0.011938463|-44.07280196|5.601853871|228.178656|0.249793422|117.2099151|2.628543258|74.89956423|0.727984269|-1.127115845|53.05538527|-15.55510657|54.67257594|0.458202525|352.0174726|-528.8736235|0.272015731|4446.904467|127.637231|-248.1619888|21.36736636|0.019143348|-213.9529255|330.4083896|8.982583312000001|1.0|1.0|1.0|1.0|2.97|0.0|21.0|4.01|1.6|0.0|90.49|0.0|22.0|0.0|0.0|5.33e-05|3.13|0.0|0.0|-0.06423|3.3354|-1272.143337|371.73|0.1824|227.92|0.37284|0.69543|-1272.001389|-1272.04778|5.4999|5.4
12t_a36|0.0|1|0|0|7.412764017000001|2|2|1.297042607|0.0|-0.058770337|-0.00673635|-0.034194893|0.041767677|0.0|-0.404180985|0.003676818|-0.030990165|-0.0288761339999999|1|1|0.0045625|0.059266516|-0.169994208|1|0.829598864|-0.009662203|0.878510663|0|0.8337556420000001|-0.0735262|-0.100615514|0.318666358|0.017627553|-67.01551397|11.7409283|86.12920631|0.166244358|110.727965|7.820109571000001|0.417511887|0.78316808|-2.012310282|77.32343502|-23.93411213|60.71345614|0.48189543|555.3275093999999|-1340.3102789999998|0.21683192|5936.009091|144.422087|-892.7209991000001|30.56063281|0.01547607|-377.2113003|729.1873176|10.30792105|0.0|0.0|1.0|0.0|4.94|0.21|17.0|2.45|2.45|1.0|133.52|0.0|31.0|0.0|1.0|2.6600000000000003e-05|3.47|0.0|0.0|-0.05302|3.6694|-1311.585049|337.89|0.4297|319.18|0.69297|0.70313|-1311.287803|-1311.349439|7.9104|8.0969
12ax_a36|0.0|1|0|0|7.412764017000001|2|2|1.280791885|0.0|-0.0943348109999999|-0.007681676|-0.040458296|0.043383838|0.0|-0.414810497|-0.001012333|-0.057017299|-0.034663063|1|1|-0.00097037|0.128253871|-0.1716508239999999|1|0.836170906|-0.0394369539999999|0.892249657|0|0.846837721|-0.073739612|-0.107815607|0.375647684|0.019128091|-72.11700812|12.79462904|36.17982162|0.153162279|102.4490387|8.558226304|1.236876307|0.7648530440000001|-1.940680931|84.58859134|-25.96212292|62.11847297|0.488501696|566.4430628|-1298.106146|0.235146956|6741.969187999999|157.28794140000002|-868.2929481000001|33.94393618|0.018645135|-354.3162187|661.6709012|12.47158322|0.0|1.0|1.0|0.0|4.74|0.14|17.0|3.19|2.99|2.0|133.77|0.0|31.0|0.0|1.0|6.55e-06|3.93|0.0|0.0|-0.05596|3.8889|-2152.130959|318.82|0.5236|236.74|0.39564|0.69348|-2151.910753|-2151.971761|6.0402|7.9208
