molecula|SddssS|NaaNH|SssssC|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|WNSA2|DPSA4|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
12k_a30|0.0|0|0.0|2|2|0.604984231|0.0|-0.001755273|-0.029595542|0.042739018|-0.13882907|0.0|0.0043261129999999|0.067265077|10.31162844|-0.038714845|1|-0.240110949|-0.154412059|1|0.838579475|0.001281277|-0.067714819|0.883029843|0.7933543279999999|0|0.815083558|-0.079026221|-0.098188266|0.340031035|-65.04897323|16.01752015|106.8195439|122.5057244|-0.035199567|0.0|0.7081361979999999|-1.865577056|-34.68429919|80.03127603|-23.31944323|68.37178540000001|2920.279667|-1235.930491|2277.687222|8.416930701|15.93977881|6393.133321|-818.7944715|32.93073182|1745.328787|704.0353382000001|14.9823028|1.0|0.0|1.0|1.0|4.72|0.0|0.17|17.0|-6.74|3.89|2.63|90.88|0.0|0.0|6.0|5.0|-6.19|428.51|0.0|0.0|0.0|2.57|-4.93|3.59e-06|0.00154|1.19e-05|0.0050799999999999|3.84|0.0|0.0|0.2257|238.62|564.62|0.39318|0.6864899999999999|4.9516|-0.19798|0.03357755|5.0736|7.6144|7.6144
16h_a32|0.0|1|0.0|0|0|0.609420754|0.0|0.217139852|-0.098975084|0.039958333|-0.069213021|2.075726759|-0.0048042729999999|0.061727488|10.31100268|-0.022634676|3|-0.1234671109999999|-0.219947482|0|0.804503712|-0.003188883|-0.03617945|0.881181048|0.7619492790000001|1|0.7991915079999999|-0.081151869|-0.121464999|0.44308098|-77.17316899|13.31708433|70.02855767|127.5843068|-0.038765425|35.90298920000001|0.7359051059999999|-1.821974989|-32.75886858|90.15529448|-24.62973479|64.87717961|2709.44587|-1157.597535|3282.554439|6.710057805|12.42028916|6151.056721|-735.4832318|33.46862873|1573.02555|573.3529948|12.98212548|1.0|0.0|1.0|2.0|3.61|3.45|0.26|19.0|-7.0|5.86|4.6|149.27|0.0|1.0|7.0|5.0|-6.22|413.52|1.0|0.0|1.0|3.74|-4.75|3.28e-07|0.000136|1.7800000000000002e-05|0.0073599999999999|3.66|0.0|0.0|0.2914|342.67|556.05|0.70219|0.70219|3516.0|-0.2|0.02818755|4.2275|8.0655|8.0655
1k_a5|0.0|1|0.0|0|0|1.427567903|0.0|-0.216088148|-0.064652321|0.026339869|-0.095857885|0.0|0.003886035|-0.145151027|10.9489659|-0.011848312|1|-0.220946861|0.045204303|2|0.567806811|-0.011552666|-0.022280685|0.851987765|0.558485747|0|0.7836926809999999|-0.078995018|-0.074297856|0.425724957|-38.00629774|5.571869083999999|165.11680719999998|110.6497654|-0.0301207529999999|0.498979532|0.724954458|-1.114467843|-20.67084672|47.83775802|-15.40795854|45.98095096|2171.394196|-570.0944662|824.0133397999999|6.710535795|12.9461019|4479.484358|-291.6259112|21.25369168|786.3865923|357.34245360000006|9.83146028|1.0|1.0|1.0|1.0|2.71|2.02|0.0|23.0|-8.3|4.88|4.76|54.46|0.0|0.0|3.0|4.0|-5.99|316.33|0.0|1.0|1.0|3.42|-4.3|0.000106|0.0336|4.970000000000001e-05|0.0157|3.16|0.0|0.0|0.6242|262.56|398.63|0.53086|0.5282|1.5911|-0.22504|0.03133456|2.3036|7.3188|7.3188
12e_a40|0.0|0|0.0|0|0|0.604990524|1.6315143930000002|0.061944605|-0.262526337|0.04020202|0.174870826|0.665270062|-0.013162335|0.130516751|10.31197242|-0.192362496|2|0.292184471|0.172778196|0|0.889386453|0.047011204|-0.279310345|0.858770467|0.8096582170000001|1|0.7798787840000001|-0.132226452|-0.122830115|0.284429447|-66.68049019|8.195398107|206.0119599|119.4966772|-0.048387621|0.0|0.790818822|-1.596791495|-38.96782748|78.14505956|-26.26807189|79.97685498|2391.0322170000004|-866.8463724999999|694.2415706|8.014314957|15.75963228|5478.52313|-470.5828129|33.21629575|1096.13776|348.3847394|11.46456937|1.0|0.0|0.0|2.0|3.27|3.05|0.0|20.0|-6.04|4.34|4.84|98.89|0.0|0.0|2.0|4.0|-5.26|378.23|0.0|0.0|1.0|3.98|-5.64|2.98e-07|0.000113|2.27e-06|0.00086|4.72|0.0|0.0|0.4494|286.76|445.12|0.6826|0.70157|2.5946|-0.19912|0.03272669|3.7268|5.9318|5.9318
21c _a23|0.0|0|0.0|0|0|1.197962776|3.311482916|0.178300778|-0.135572353|0.043130342|0.0645437059999999|0.731360766|0.003456487|-0.092608459|10.3132171|-0.039311241|2|0.118226959|-0.036896213|2|0.7641222459999999|0.149511954|-0.060079444|0.838980345|0.7301130229999999|1|0.790596437|-0.08365474|-0.098699133|0.2571258939999999|-70.15570019|9.976937758|323.3651097|148.8448086|-0.040210758|94.32302529|0.834557275|-2.171380929|-42.26586935|79.71722579|-28.58195193|69.43902929|3161.1237530000003|-1543.4254039999998|2628.628799|8.945789862|16.83467928|7227.157398|-1097.07235|34.24804117|1849.394223|762.0576580000001|9.5615256|0.0|0.0|1.0|2.0|3.68|3.11|0.08|26.0|-7.33|3.1|3.42|148.11|1.0|1.0|6.0|5.0|-7.13|468.53|1.0|0.0|0.0|3.0|-4.72|2.35e-06|0.0011|1.92e-05|9.0|2.86|0.0|0.0|0.3329999999999999|338.3|587.02|0.5885699999999999|0.5885699999999999|6.0226|-0.22981|0.03257532|8.3979|7.1752|7.1752
12h_a36|0.0|1|0.0|2|2|1.297043828|0.0|-0.128701804|-0.041228471|0.039061728|0.059920602|0.0|0.00127667|-0.003014954|10.96020037|-0.051080247|1|0.100530266|-0.239932418|1|0.8913597320000001|-0.10861416|-0.089459459|0.87043328|0.84179881|0|0.819614525|-0.073572836|-0.10720355|0.3726296|-70.19826261|18.27258858|82.11195464|118.1187282|-0.035734517|1.413982241|0.665254541|-1.929663894|-31.5465515|87.85958486|-23.39942087|66.44902736|2845.467486|-1263.568727|2391.856014|7.428908584|13.87400978|6159.17335|-827.4010477|35.1736357|1899.376328|679.7230552999999|17.66132225|1.0|0.0|0.0|2.0|4.8|0.0|0.17|17.0|-6.69|2.77|1.89|78.43|0.0|0.0|6.0|5.0|-6.93|411.46|0.0|0.0|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|35.0|2.65|1.0|0.0|0.5756|238.44|535.67|0.34589|0.7014600000000001|6754.0|-0.1926|0.02925492|8.7377|7.8539|7.8539
14y_a23|0.0|0|0.0|0|0|1.197960595|3.3149940630000003|0.0600764409999999|-0.022719307|0.046678487|0.041892637|0.731397292|0.009174505|-0.051539811|10.31321795|-0.031435038|2|0.07646106|-0.125978901|2|0.719722236|0.137426346|-0.049318182|0.8668730109999999|0.64069202|1|0.925252932|-0.057809342|-0.080613242|0.2271539169999999|-55.74067298|13.00274534|39.66769923|51.68445972|-0.034303507|82.29531392|0.78322549|-1.612264842|-27.63946733|67.16839951|-23.71943531|52.97547894|3096.562257|-1114.8134599999998|2336.815247|8.213390641|16.00209862|7320.809595999999|-770.8467102999999|30.28429949|1423.362076|665.6233736|11.42772654|0.0|0.0|1.0|1.0|3.41|3.49|0.05|26.0|-8.57|4.64|5.32|105.02|1.0|0.0|5.0|4.0|-5.8|480.37|0.0|0.0|0.0|4.45|-6.13|1.7e-07|8.18e-05|7.37e-07|0.000354|4.83|0.0|0.0|444.0|340.49|585.2|0.61338|0.61338|4.8799|-0.2331599999999999|0.01307741|6.5205|8.4225|8.4225
13a_a5|0.0|1|0.0|0|0|1.393002748|0.0|-0.154076582|-0.033436214|0.023989899|-0.007871499|0.0|0.002355511|-0.139517787|10.94530369|-0.025324157|1|-0.012798693|-0.0569177229999999|2|0.746303189|-0.048584084|-0.048575318|0.857293078|0.720100768|0|0.7667501609999999|-0.08903048|-0.0839257009999999|0.470564031|-54.03141848|10.77696869|126.2663658|150.1663914|-0.0279752339999999|39.93934134|0.598791539|-1.426736914|-36.90128585|72.13276165|-18.01047283|68.09484712|2657.14588|-918.5341141|1314.232685|8.571729592999999|15.89940424|5628.9694|-591.3528349999999|30.07803494|1533.979782|620.5697596|18.10134317|1.0|1.0|1.0|2.0|3.07|2.46|0.13|23.0|-8.9|4.39|3.58|92.79|0.0|0.0|8.0|5.0|-7.18|399.45|0.0|0.0|1.0|2.71|-3.74|0.000169|0.0675|0.000184|0.0734|2.19|0.0|0.0|0.5953|267.87|567.51|0.41806|0.50037|3.3414|-0.22898|0.04138695|4.1671|7041.0|7041.0
8k_a46|-3.737070812|0|0.1337610719999999|1|1|0.300205953|2.105349622|0.1436554669999999|-0.380857136|0.038616352|-0.061030265|0.0|-0.002099764|-0.114070359|10.31928125|-0.038125|1|-0.1017929319999999|-0.050069565|2|0.73768327|0.095179795|-0.051289238|0.8341090329999999|0.687020939|0|0.7381768390000001|-0.08638304|-0.0863473759999999|0.400181795|-61.95565276|6.774333772|104.0919365|187.86239430000003|-0.033099828|19.34993627|0.8265691140000001|-1.985989657|-44.4725532|70.036452|-23.74966689|68.75557551|3351.548891|-1424.980013|2328.360804|8.070811215|15.94634031|7352.280688|-1022.446432|28.73282642|1723.969585|865.6610153999999|8.080799245|1.0|0.0|1.0|2.0|3.94|2.82|0.24|23.0|-8.66|2.94|5.37|124.17|0.0|0.0|5.0|6.0|-6.75|474.58|0.0|0.0|0.0|3.29|-5.13|1.82e-06|0.000866|7.47e-06|0.00355|3.45|0.0|0.0|0.1354|246.1|642.39|0.41618|0.5577300000000001|3.4118|-0.20954|0.04718819|3.8107|6.8327|6.8327
13_a47|0.0|1|0.0|0|0|1.417757826|0.0|-0.174238791|-0.0777650159999999|0.036632997|-0.047120094|1.5940801480000002|-0.00105415|0.003874205|10.9452934|0.038682232|1|-0.108780879|-0.0233277889999999|2|0.6427334020000001|0.030290722|0.065869272|0.8582665429999999|0.626280497|1|0.781675563|-0.081148294|-0.088128939|0.244975411|-45.39284663|9.13564442|63.12660940000001|112.453046|-0.032468557|0.0|0.688261242|-1.23380515|-21.52866736|57.38622954|-16.72368034|50.9329486|2190.316257|-635.4998528|669.2729199|7.038683428|13.33103985|4542.479565|-327.3288841|24.29844849|923.3410426|359.12161539999994|11.99338291|1.0|1.0|1.0|2.0|2.9|1.75|0.06|21.0|-7.9|4.06|4.63|66.49|0.0|0.0|3.0|4.0|-6.0|319.34|0.0|1.0|1.0|3.19|-4.27|5.79e-05|0.0185|5.41e-05|0.0173|3.17|0.0|0.0|0.3382|307.63|404.73|0.67466|0.67466|3.5455|-0.22065|0.03639189|4.8308|7.8|7.8
14a_a3|0.0|0|0.0|0|0|0.6050202020000001|0.0|0.111575338|-0.1160619169999999|0.043464052|-0.143740653|1.772745969|-0.00603969|-0.039177314|10.3116301|-0.172643335|1|-0.267665193|-0.094863591|3|0.882394075|0.164994144|-0.287221775|0.822587422|0.8255789570000001|1|0.790894937|-0.091731577|-0.094609848|0.21389849|-46.53709886|6.904918591|256.5548327|102.8554977|-0.036792719|83.70773843|0.7608768779999999|-1.324537874|-22.1944701|55.84414456|-18.09776067|52.02624107|2160.698862|-651.519384|1186.412113|5.308770254|10.24853699|4716.423352000001|-320.4721558|23.78539971|856.2743893999999|358.3503513|9.307045698|0.0|1.0|1.0|1.0|3.27|2.2|0.06|21.0|-6.89|4.28|3.71|105.82|0.0|0.0|2.0|4.0|-6.42|319.38|0.0|0.0|1.0|2.76|-3.99|3.54e-05|0.0113|0.000103|0.0327|2.58|0.0|0.0|0.4524|383.1|373.85|0.69708|0.69708|3.5358|-0.19946|0.02860456|4.6689|7.5229|7.5229
11a_a50|0.0|0|0.0|1|1|1.397733996|4.088412042|-0.156121881|-0.014702942|0.038040936|-0.04339705|2.114272566|0.011959339|-0.108592708|10.94500606|-0.129547471|2|-0.0739260509999999|-0.277408878|1|0.701976536|-0.158172459|-0.200986578|0.8535780190000001|0.667956827|1|0.917127112|-0.048213112|-0.071180382|0.2931724189999999|-37.63057389|9.774322692|7.53108119|43.81199235|-0.025421565|67.28055926|0.6543614329999999|-1.067705728|-13.47492066|48.67321197|-13.43949068|35.26290548|2286.226222|-564.4586084|1550.320581|5.965221997|11.123941699999998|4858.670497|-298.409489|20.53832944|862.6098364|439.9973344|11.04263807|0.0|0.0|1.0|0.0|3.44|2.8|0.15|20.0|-5.87|3.09|3.73|48.53|0.0|0.0|2.0|3.0|-6.24|327.38|0.0|1.0|1.0|2.95|-4.16|0.000263|0.0862|6.97e-05|0.0228|2.9|0.0|0.0|0.1761|305.11|437.9|0.65485|0.65485|5.4342|-0.2005299999999999|0.02431947|7.5619|7.2291|7.2291
8j_a46|0.0|0|0.214753401|1|1|1.160371125|2.1279894180000003|-0.13040237|-0.008523199|0.043903904|-0.129276363|0.0|0.011852046|-0.174853546|10.96391738|-0.053618988|1|-0.204674804|-0.133413527|2|0.645146311|-0.223292257|-0.074207717|0.837678812|0.6109926379999999|0|0.934648421|-0.054707287|-0.068971544|0.308052557|-37.04976799|4.658562801|7.723448142|35.10521457|-0.02566383|64.83187221|0.822112519|-1.103544698|-15.7861518|41.80044861|-13.78596018|34.04593326|2121.846387|-592.7962878|1888.679875|5.617748211|9.817783823|4759.107832|-318.43516580000005|16.76894569|721.0646647000001|453.1959065|4.750680627|1.0|0.0|1.0|0.0|3.23|3.25|0.32|17.0|-7.26|4.71|4.55|43.6|1.0|0.0|2.0|3.0|-5.55|338.83|0.0|1.0|1.0|3.82|-4.83|2.59e-05|0.00878|1.47e-05|0.00497|3.97|0.0|0.0|0.1728|249.79|493.89|0.50703|0.70121|5.2361|-0.22599|0.02408052|6.4463|5.9108|5.9108
12ba_a36|0.0|1|0.0|2|2|1.297043659|0.0|-0.090865777|0.026411489|0.040566449|0.087201747|0.0|-0.002123045|0.003750685|10.9478512|-0.011949092|1|0.159880159|-0.168084618|1|0.844641715|0.041478447|-0.0202572689999999|0.890675195|0.796093405|0|0.849738126|-0.083210415|-0.108410153|0.330220757|-73.03464847|16.57882744|100.798163|101.229662|-0.037526591|16.1479891|0.7068957840000001|-1.951382748|-37.76553687|89.06670390000001|-25.28122447|72.63670824|3035.390784|-1314.6236720000002|2492.5731100000003|7.409667253999999|14.59456478|6722.60947|-885.6465508|35.76372225|1859.713557|688.1986357999999|16.03205543|1.0|0.0|0.0|2.0|4.8|0.0|0.12|17.0|-6.72|2.79|1.63|116.78|0.0|0.0|5.0|6.0|-7.04|431.45|0.0|0.0|0.0|1.57|-4.25|1.6800000000000002e-05|0.0072599999999999|5.65e-05|0.0244|2.67|0.0|0.0|0.7436|236.13|547.82|0.3989999999999999|0.70432|3.1996|-0.21033|0.02839417|4.5448|7.6778|7.6778
11f_a5|0.0|1|0.0|1|1|1.370797007|0.0|-0.251797205|0.022233547|0.021060606|-0.083432989|0.0|0.00722997|-0.178881726|10.94877949|-0.0080939669999999|1|-0.1323098|-0.203228986|2|0.785419245|-0.008110526|-0.016518403|0.800575032|0.750555185|0|0.847356138|-0.068361657|-0.074612137|0.368815548|-51.92819555|15.41338844|70.39517801|106.23633909999998|-0.022252743|13.29510896|0.5109475960000001|-1.268406334|-33.11311829|73.05195434|-15.48735657|62.99140465|2853.401015|-882.7793242999999|1125.122028|9.683662007|18.03905985|5969.213977|-614.3924972|30.31104695|1727.7296760000002|753.9168511|21.12375879|0.0|1.0|1.0|1.0|3.35|2.87|0.24|23.0|-8.67|4.61|3.53|76.16|0.0|0.0|7.0|6.0|-6.99|427.5|0.0|1.0|0.0|2.95|-4.26|0.000112|0.0477|5.479999999999999e-05|0.0234|2.7|0.0|0.0|0.5834|278.47|579.1|0.6593600000000001|0.64937|2.1313|-0.20772|0.03804804|2.9697|7.9208|7.9208
12af_a36|0.0|1|0.0|2|2|1.29704271|0.0|0.04293386|-0.081537769|0.039953704|0.091263447|0.0|-0.00233752|-0.074383486|10.96037047|0.00146554|1|0.154914099|-0.213993335|1|0.859938421|-0.062279009|0.002492952|0.8631180940000001|0.817582774|0|0.755275519|-0.082549457|-0.1054605669999999|0.154396546|-73.23838519|15.22358698|89.56100543|169.9519197|-0.035153522|127.6527374|0.6702409189999999|-2.003750775|-39.81177462|91.25505794|-24.41279506|72.55107063|3013.98446|-1391.529319|3082.869129|8.59579222|15.59375751|6499.41155|-966.3646141|36.42391023|2076.162883|757.7532208|18.01667275|0.0|0.0|0.0|3.0|4.98|0.0|0.17|17.0|-6.93|2.38|1.65|98.3|0.0|0.0|7.0|5.0|-7.66|438.48|0.0|0.0|0.0|1.47|-3.64|0.000292|128.0|0.000227|0.0997|1.85|0.0|0.0|427.0|236.83|589.48|0.50179|0.70508|6.9003|-0.19246|0.02886569|9.4631|7.8239|7.8239
14n_a23|0.0|0|0.0|0|0|1.197963531|3.3716621960000004|0.009802461|-0.027380305|0.045165485|0.079559363|0.747533142|0.010561248|-0.049694913|10.3132176|-0.059870135|2|0.144230149|-0.199540201|2|0.756252127|0.219354173|-0.099694124|0.861597051|0.71381683|1|0.89327435|-0.058928845|-0.082430028|0.209387766|-55.70499288|18.26553926|97.93357279|72.12361433|-0.032325501|97.39429807|0.6868205409999999|-1.648600566|-26.91195666|72.09248208|-21.84509525|58.08878013|3014.591033|-1114.099858|2195.877777|8.662092555|16.33144958|6740.54932|-752.8921912999999|31.80611809|1622.112023|683.7405759|16.3874892|0.0|0.0|1.0|1.0|3.53|3.66|0.09|26.0|-7.51|3.42|4.03|114.25|1.0|0.0|6.0|5.0|-6.47|441.51|0.0|0.0|0.0|3.48|-5.02|2.32e-06|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|0.0|0.0|0.4229|362.35|575.71|0.6955|0.6955|5.2196|-0.2077099999999999|0.02300614|7.2975|9.2441|9.2441
12aw_a36|0.0|1|0.0|2|2|1.297044239|0.0|-0.135690414|-0.115864198|0.043383838|0.066435701|0.0|-0.006877664|-0.1066959869999999|10.96021804|-0.034663063|1|0.169961228|-0.250781298|1|0.653741315|-0.022464907|-0.056676035|0.892249657|0.632625562|0|0.706174871|-0.088516379|-0.114701005|0.373775982|-73.52224315|14.76755422|54.50894809|188.3390873|-0.041292362|1.343623915|0.749052287|-2.06461809|-36.36860892|87.37742985|-26.46800754|71.5057033|2901.451841|-1323.400377|2380.579051|7.545677222999999|14.32425315|6370.06138|-848.2869380000001|35.33532702|1766.7663510000002|593.6088758|13.8551867|1.0|0.0|0.0|2.0|4.73|0.0|0.14|17.0|-7.12|3.55|3.0|69.2|0.0|0.0|5.0|6.0|-6.8|417.41|0.0|1.0|0.0|2.44|-4.32|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|0.0|0.4088|237.0|507.71|0.38905|0.69109|4.8181|-0.21201|0.03134789|6.5278|8.0458|8.0458
47g_a18|0.0|0|0.0|1|1|1.251175676|0.0|-0.005500039|-0.034211867|0.031179487|-0.048472184|0.0|0.0036509859999999|0.033759227|10.94702253|-0.008224928|0|-0.071877686|-0.3927204379999999|0|0.765824398|-0.009917608|-0.014370598|0.780474694|0.745431271|0|0.834424154|-0.065225536|-0.08547236|0.413435809|-72.53379954|11.37505183|111.5517627|140.5114492|-0.029212072|47.07867403|0.731870777|-2.307753726|-46.97287277|86.33162323|-24.79003275|66.72693367|3367.0578530000003|-1958.412588|2268.439188|10.33698377|20.32265524|7870.887027|-1661.953709|33.87214455|2675.8994190000003|1347.416568|13.79782369|1.0|1.0|1.0|2.0|4.87|0.0|0.34|18.0|-9.22|3.22|3.6|88.97|2.0|1.0|13.0|4.0|-6.4|541.68|0.0|0.0|0.0|2.83|-5.52|7.76e-07|0.000421|3.01e-06|0.00163|4.52|1.0|1.0|0.5955|400.4|874.26|0.69828|0.69828|4966.0|-0.17202|0.02960182|5.9864|8.0458|8.0458
19_a4|-3.21497177|0|0.0|1|1|0.29641517|1.943606348|-0.121320311|-0.3929802189999999|0.040511696|-0.052325802|0.0|0.006243904|-0.211341677|10.30966825|-0.136621315|1|-0.086166959|-0.042058265|1|0.55269662|0.152550043|-0.190513834|0.834377354|0.514505012|0|0.820765063|-0.070677568|-0.0759826109999999|0.285282038|-41.82665583|7.168604362000001|15.411502800000004|98.66465411|-0.028945757|13.25878373|0.764880253|-1.215721775|-21.41704046|49.73882261|-15.93396412|46.07495776|2558.336814|-669.2264932|1697.595595|5.9448291|11.01887515|5232.561157|-368.3935819|20.83197214|874.9428297000001|450.6848883|7.912166787999999|1.0|0.0|1.0|0.0|3.46|2.52|0.16|17.0|-6.09|2.97|4.32|73.23|0.0|0.0|3.0|4.0|-6.58|351.42|0.0|1.0|1.0|2.92|-3.97|0.000156|0.0547|0.000106|0.0373|2.62|0.0|0.0|0.3806|296.2|500.34|0.67535|0.67535|5.8295|-0.22298|0.02985188|7.1079|4.71|4.71
12p_a30|0.0|0|0.0|2|2|0.604984421|0.0|0.038440292|-0.031328052|0.040899471|-0.062956958|0.0|0.005613018|0.000321545|10.31162861|-0.128484994|1|-0.109773594|-0.09353607|1|0.8414737059999999|-0.051402518|-0.2210072669999999|0.8371763179999999|0.7991060659999999|0|0.843381594|-0.074356395|-0.094870978|0.371591982|-60.65858419|9.659715461|75.21136863|100.1386407|-0.0364888379999999|0.0|0.8199554720000001|-1.897419563|-30.39737673|68.98315679|-23.33022469|57.20168999|2783.628159|-1213.171684|2326.5244390000003|7.392482526|13.94763694|6166.812731|-775.6774321|28.4530386|1479.558007|686.039456|8.3245726|1.0|0.0|0.0|1.0|4.76|0.0|0.17|17.0|-7.01|4.35|2.93|81.65|0.0|0.0|5.0|4.0|-5.81|412.51|0.0|0.0|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|0.0|0.1768|238.79|526.91|0.33929|0.68561|4.0456|-0.19992|0.03198743|4.6103|7.7721|7.7721
15b_a50|0.0|0|0.0|1|1|1.353059441|4.112770601|-0.144363623|-0.05484142|0.032843915|-0.103807905|2.018777006|0.004641091|-0.06083723|10.94501702|-0.124047802|2|-0.17223348|-0.2185722769999999|1|0.79846758|0.000882622|-0.216393362|0.8833003970000001|0.764606364|1|0.8209134840000001|-0.082576068|-0.080700307|0.447220762|-46.13641893|11.48191704|274.85729960000003|102.3838797|-0.028069672|0.0|0.639017342|-1.291204916|-26.98929785|60.03646705|-16.04745006|58.69070955|2441.264256|-738.1827030000001|1692.3273379999998|6.89125222|13.22671714|5205.2135960000005|-422.0195386|25.11269883|1155.184146|510.3677388|13.90004811|1.0|1.0|1.0|1.0|3.56|2.11|0.19|20.0|-5.72|2.71|3.26|68.76|0.0|0.0|5.0|4.0|-6.98|357.41|0.0|1.0|1.0|2.37|-3.6|0.000654|0.2339999999999999|0.000249|0.0891|2.11|0.0|0.0|0.1796|305.67|475.99|0.65917|0.65917|6.9054|-0.20071|0.03528279|9.3788|7.1024|7.1024
10_a32|0.0|1|0.0|0|0|0.6094207629999999|0.0|0.153272514|-0.087497559|0.03995614|-0.020186906|2.067772926|-0.0064007569999999|-0.028431775|10.31100271|-0.047619048|3|-0.03673326|-0.229450999|0|0.809370315|0.012125768|-0.079818594|0.915639476|0.764217655|1|0.7622839570000001|-0.088310158|-0.1223816869999999|0.266552538|-75.59866726|15.91131724|57.97512956|146.8439966|-0.038939628|52.24660367|0.6946347429999999|-1.7133436169999998|-33.69815077|91.10767604|-24.0541214|70.46302679|2649.882742|-1058.381342|2980.525719|7.079344111|12.86809583|5842.926058|-653.7924168|34.62844557|1523.651605|513.9156315|15.50900878|1.0|0.0|1.0|2.0|3.56|3.12|0.22|19.0|-6.99|5.64|4.21|149.27|0.0|1.0|7.0|5.0|-6.44|399.49|1.0|0.0|1.0|3.42|-4.41|9.17e-07|0.000366|3.89e-05|0.0155|3.23|0.0|0.0|0.2983|340.24|533.89|0.70228|0.70228|2.4919|-0.2052199999999999|0.03701539|3.2297|8.1427|8.1427
20a_a10|0.0|0|0.0|1|1|1.343837243|2.113798134|-0.0774974029999999|0.049376168|0.036415094|-0.035536682|1.896409603|0.008214031|-0.010695558|10.9296614|0.011011878|1|-0.058994157|-0.081587712|2|0.661219642|0.036092601|0.019448804|0.817646497|0.63495222|1|0.913681336|-0.066386563|-0.072821454|0.591835899|-47.37850712|8.860330345|66.52185003|56.1599532|-0.028008251|47.01787447|0.733451892|-1.456429076|-28.10115947|58.1398225|-18.22250274|52.05222074|2998.608651|-947.5701424|2021.669282|8.419180593|15.37476788|6729.996773999999|-616.5004457|24.84485067|1291.932235|719.5272609|10.76131538|1.0|0.0|1.0|0.0|3.48|3.63|0.11|27.0|-9.44|5.06|5.77|76.62|0.0|0.0|4.0|5.0|-5.82|429.47|0.0|0.0|1.0|4.27|-5.59|2.07e-06|0.000888|2.56e-06|0.0011|4.36|0.0|0.0|0.2738|259.16|524.02|0.50193|0.6864600000000001|2.9429|-0.2274199999999999|0.03217287|3.2116|5.9208|5.9208
7_a4|0.0|0|0.0|1|1|1.343865525|2.060422336|-0.237954652|-0.003297033|0.037694444|-0.07290303|2.048170299|0.008409909|-0.125778587|10.92992954|0.04206117|1|-0.162314698|-0.094000778|2|0.527072036|0.022270259|0.0707653759999999|0.87010589|0.518356619|1|0.825830607|-0.0650223009999999|-0.071288428|0.470973822|-35.88407105|7.402610584|14.01468959|87.67070691|-0.026733161|79.08210981|0.7179916670000001|-1.06932642|-16.47508541|44.34066533|-13.45652664|40.13253521|2286.169166|-538.2610657|1915.566579|5.512905888|9.797542165|5022.496714|-270.9415659|18.74189807|749.6759227000001|407.1471338|8.456594282000001|1.0|1.0|1.0|0.0|3.05|2.7|0.15|21.0|-7.46|4.42|4.67|43.6|0.0|0.0|2.0|4.0|-6.03|330.36|0.0|1.0|1.0|3.56|-4.41|0.000156|0.0514|3.92e-05|13.0|3.22|0.0|0.0|0.0697|307.05|365.73|0.59702|0.59702|3.9832|-0.2219199999999999|0.02317758|4926.0|6821.0|6821.0
