molecula|NaaNH|n9FaRing|SssssC|NaasN|SRW09|nAHRing|AATSC1s|JGI4|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
12j_a30|0|0|0.0|0|7.412764017000001|2|-0.033312179|0.043848238|0.0|0.005613018|0.0074730759999999|-0.075816941|1|0.005965451|-0.0431311459999999|-0.09353607|-0.456342646|0.8414737059999999|0.0060012969999999|-0.130412856|0.846470093|0.7991060659999999|0|-0.073909106|-0.094132698|0.328405591|-47.76354083|-60.832977500000005|10.09017681|0.157800959|101.9784021|-0.036204884|-39.31313154|6.520746879|0.0|-1.882653966|69.55167701|-23.39729904|57.85371764|2784.7999170000003|-1216.65955|-15.12043521|8.067697897|15.41574553|0.91079856|120.550211|28.76265258|0.01349128|-405.1466163|1495.657934|686.039456|1.0|0.0|1.0|1.0|0.0|0.0|0.17|17.0|-7.01|4.35|81.65|2.0|0.0|1.0|-5.66|30.0|-5.81|0.0|0.0|1.0|2.91|-5.15|7.05e-06|0.00291|0.0|0.0|9.75e-08|4.02e-05|5.1971|3.4788|-1615.064152|695.8|356.4|-1614.831741|-0.14772|-0.1987799999999999|0.03201935|5.1081|9.0|8058.0|8058.0
17a_a6|1|0|0.0|0|7.412764017000001|1|-0.0265090529999999|0.041767677|0.0|-0.00460563|0.078798543|-0.060774312|1|-0.00194781|0.068338372|-0.180339002|-0.5624663560000001|0.850080948|0.08716369|-0.106323149|0.8299950709999999|0.8013954109999999|0|-0.096082495|-0.109388399|0.350977745|-63.02857512|-71.75703418|20.43213226|0.2469173469999999|161.9738174|-0.041567592|-47.07146289|13.40315088|554.1936506|-2.078379577|84.75077935|-27.26767299|83.46070738|2816.084228|-1363.383649|-17.887155899999996|8.337470517|16.13665395|0.935437602|149.60699319999998|35.323795000000004|0.019808023|-356.769966|1766.18975|627.4287311|1.0|1.0|1.0|1.0|1.0|2.88|0.12|23.0|-9.01|4.98|95.85|2.0|0.0|1.0|-5.81|31.0|-5.89|0.0|0.0|1.0|3.59|-5.17|6.69e-06|0.00274|0.0|0.0|9.77e-10|4e-07|3.5421|2.9753|-1350.078838|696.96|416.71|-1349.830672|-0.12425|-0.18178|0.02379552|5604.0|24.0|7.6198|7.6198
6_a47|0|0|0.0|0|0.0|0|-0.1738997619999999|0.042276423|1.291219116|-0.010708889|0.051455447|0.0402365489999999|0|-0.0094242819999999|-0.302730533|-0.04324355|-0.459934519|0.701994505|-0.149904224|0.062425042|0.84654143|0.672308592|1|-0.080118846|-0.096689626|0.446564415|-43.43026699|-52.41283988|5.323543706000001|0.158081588|85.6917678|-0.036834143|-28.411587800000003|2.885749555|0.0|-1.547034008|60.76103606|-19.96679614|48.75381069|2431.668154|-838.6054381|-10.82346202|6.480620646|10.90843226|0.6832388209999999|111.4552019|25.13472712|0.0154005|-319.1626428|1055.658539|469.7495559|1.0|1.0|0.0|1.0|1.0|2.91|0.05|22.0|-9.06|5.24|58.04|2.0|0.0|1.0|-6.02|27.0|-5.02|1.0|0.0|1.0|4.59|-5.79|1.63e-06|0.000619|0.0|0.0|8.71e-10|3.310000000000001e-07|5.5188|3.7196|-1608.652005|576.56|333.32|-1608.50108|-0.1544|-0.20794|0.03288085|4.2153|13.0|7.9|7.9
47d_a18|0|0|0.0|0|7.03438793|1|-0.041876322|0.032916667|0.0|0.003376831|-0.07722825|0.016324953|0|0.005144085|0.104380139|-0.406388629|-0.417659275|0.7640994990000001|-0.002494715|0.027971797|0.773981237|0.741366815|0|-0.06394156|-0.087315963|0.445704576|-52.14267013|-71.20388424|12.45251265|0.163000873|132.9229494|-0.028722356|-58.06490563|10.15469843|58.93717545|-2.182899066|86.29525584|-23.42233034|64.59518279|3304.705347|-1780.097106|-19.1002979|9.940531282|19.16475647|0.927940864|246.1558296|33.54943497|0.018506261|-323.1621908|2549.757058|1255.618298|1.0|1.0|0.0|1.0|1.0|0.0|0.32|18.0|-8.83|2.81|88.97|3.0|1.0|1.0|-5.74|39.0|-6.57|0.0|0.0|0.0|2.56|-5.28|5.23e-06|0.00276|1.0|1.0|1.4800000000000003e-09|7.790000000000001e-07|3.1079|3.1079|-1704.0327519999998|875.6|398.94|-1703.545539|-0.12844|-0.17405|0.02826074|4.2225|8.0|8.0969|8.0969
11a_a5|1|0|0.0|0|6.605297921|0|0.052217882|0.021060606|0.0|0.007993132|-0.1301505359999999|-0.02394636|1|0.007955512|-0.081506|0.006120569|-0.254944026|0.7505403709999999|-0.037220974|-0.0489811909999999|0.773417838|0.7410766209999999|0|-0.064565402|-0.071517578|0.369563711|-46.13206353|-51.09940261|8.474559367000001|0.10656566|76.14130253|-0.026223112|-36.51058972|6.055083705|14.47576249|-1.573386716|61.4470419|-18.73644762|54.60662289|2727.027899|-1124.186857|-13.38721623|9.740948724|18.25640338|0.874191508|185.1520983|25.28995251|0.014482324|-344.1971057|1517.39715|835.912531|0.0|1.0|0.0|1.0|1.0|3.68|0.3|23.0|-9.93|6.38|63.69|2.0|0.0|1.0|-7.25|32.0|-4.54|1.0|0.0|1.0|5.16|-6.4|3.95e-07|0.000167|0.0|0.0|1.18e-10|5.019999999999999e-08|4.4033|4.0938|-1339.802852|739.79|302.86|-1339.493223|-0.16735|-0.20429|0.03340977|3.6525|81.0|7.0915|7.0915
17_a20|1|0|0.0|0|6.842683282|0|0.00038506|0.0388043479999999|1.652760156|-0.000495713|0.038629586|-0.072863159|1|0.000922796|0.1134578219999999|-0.202695123|-0.456415963|0.760575852|-0.131511077|-0.127696675|0.812578598|0.71987165|1|-0.063665681|-0.081404237|0.3874475579999999|-41.75129828|-53.38406095|9.857999796|0.0879464559999999|57.67438055|-0.0315649079999999|-35.00871763|6.4647747870000005|10.50834496|-1.5466805119999998|64.39681425|-20.699942|51.60929807|2761.976599|-1014.297158|-13.57480888|8.198616089|15.05121151|0.83582343|161.12498630000002|27.44244402|0.016793117|-333.5397332|1344.679757|637.7803874|0.0|1.0|1.0|1.0|1.0|2.83|0.08|27.0|-10.14|5.8|91.14|2.0|0.0|0.0|-5.36|31.0|-6.09|0.0|0.0|1.0|3.74|-5.08|8.35e-06|0.00336|0.0|0.0|7.19e-11|2.9e-08|3.3926|3.3926|-1291.918735|673.68|365.45|-1291.692325|-0.14021|-0.21089|0.03030655|5.3075|2.25|5.6478|5.6478
5g_a40|0|0|0.0|1|8.149890544|0|-0.190406197|0.044946237|0.64025463|-0.012794054|0.122088541|-0.091116241|2|-0.012008571|-0.104356485|0.137067086|-0.4748772539999999|0.795454476|0.006643696|-0.1312278909999999|0.882781953|0.7733200179999999|1|-0.153687065|-0.14338431|0.245639795|-72.93994279|-68.05025116|11.83520323|0.32227256|152.9506864|-0.049288357|-32.29667648|5.616992201|0.0|-1.577227413|80.22859145|-23.39227384|84.77514603|2054.810452|-748.5527627|-11.10198254|6.193485364|12.10939827|0.955183157|120.8573152|31.38430965|0.025660198|-232.8857705|1004.297909|266.8102663|0.0|0.0|0.0|1.0|0.0|1.96|0.21|14.0|-2.89|2.69|115.96|0.0|0.0|3.0|-4.24|21.0|-6.6|0.0|0.0|1.0|2.01|-3.37|0.000426|128.0|0.0|0.0|0.0013|391.0|3.48|3.48|-1328.015099|489.04|356.27|-1327.9345529999998|-0.14505|-0.19908|0.04070345|6.7957|123.0|6.9101|6.9101
1n_a5|1|0|0.0|0|6.605297921|0|-0.0533837329999999|0.024388889|0.0|0.004367323|-0.150600424|-0.047910067|1|0.004754079|0.004115733|-0.015850084|-0.393928416|0.6805709409999999|-0.013686011|-0.087019366|0.8402078140000001|0.656280207|0|-0.082180848|-0.081950989|0.428980979|-47.1725036|-47.04056285|13.27640087|0.214789986|123.2912732|-0.030493391|-27.00168194|7.620766672|55.29041202|-1.311215832|63.57058627|-17.50346525|60.44890447|2437.279452|-752.6490056|-10.04713747|7.881746117|15.27080096|0.937489579|213.67365440000003|27.88278228|0.028797525|-146.6611704|1198.959638|467.1194103|1.0|1.0|1.0|1.0|1.0|2.67|0.05|23.0|-8.07|4.41|80.76|1.0|0.0|1.0|-4.27|27.0|-6.41|0.0|0.0|1.0|3.14|-4.18|6.56e-05|0.0234|0.0|0.0|8.43e-09|3.01e-06|4.3838|4.3838|-1179.169527|607.15|282.82|-1179.018429|-0.17092|-0.23278|0.03956123|0.7104|27.0|7.5686|7.5686
8g_a12|1|1|0.0|0|6.580639137|1|-0.029907264|0.038347953|1.714060666|0.005898773|-0.094550033|-0.040257632|1|0.005405355|-0.068810076|0.122649613|-0.532504083|0.804158158|-0.04981165|-0.070405398|0.80546986|0.7714487940000001|1|-0.076856227|-0.1045061519999999|0.274352085|-42.39297373|-57.6443411|4.915102972|0.142374631|78.53214058|-0.042752517|-31.79592789|2.7111119089999995|0.0|-1.881110729|61.99654413|-23.58177591|47.30807670000001|2506.427441|-1037.59814|-13.00742505|6.882798206|12.83559677|0.864880588|54.23932676|26.15353224|0.007890315|-443.109365|1150.7554189999998|480.0590283|0.0|1.0|1.0|1.0|1.0|2.51|0.1|21.0|-8.0|3.31|78.85|1.0|0.0|1.0|-4.38|27.0|-6.28|0.0|0.0|0.0|2.77|-4.34|4.61e-05|0.0163|0.0|0.0|9.98e-09|3.53e-06|4.2057|3731.0|-1154.281986|590.93|332.31|-1154.121362|-0.1520099999999999|-0.21633|0.03954539|4.2131|3715.0|5.43|5.43
19g_a38|1|0|0.0|0|7.412764017000001|2|-0.117921811|0.042419753|0.0|-0.006877664|-0.009881824|-0.046735135|1|-0.004358975|-0.096139701|-0.250781298|-0.438254637|0.653741315|-0.063110203|-0.076414544|0.892249657|0.632625562|0|-0.086314802|-0.114243258|0.5322242429999999|-54.62049927|-72.29378538|14.52522351|0.279993731|177.181631|-0.038842708|-45.74791999|9.191644336|18.41027014|-1.942135378|86.78105144|-24.57988703|69.14572278|2897.384301|-1228.994351|-15.5542928|6.327835378|11.62016299|0.836356715|177.2223055|34.14148263|0.0228937029999999|-278.3610963|1707.074131|593.6088758|1.0|1.0|1.0|1.0|1.0|2.52|0.14|17.0|-7.12|3.55|81.23|1.0|0.0|1.0|-4.25|31.0|-6.81|0.0|0.0|1.0|2.97|-4.33|4.67e-05|0.0196|0.0|0.0|7.599999999999999e-08|3.19e-05|5.2766|3.6887|-1431.386981|638.82|336.12|-1431.186566|-0.15269|-0.20748|0.03244515|6.1765|42.0|7.3778|7.3778
14c_a22|0|0|0.0|1|6.842683282|0|-0.018518519|0.038137255|1.568396937|0.003784292|-0.023927419|0.006275578|1|0.004362505|-0.047249795|-0.160566657|-0.364626967|0.667111824|-0.096749121|0.010828071|0.8353837409999999|0.639264982|1|-0.067475189|-0.080077573|0.6160012029999999|-48.57709197|-57.64986681|17.68831053|0.133423541|96.05497587|-0.030217952|-41.50359456|12.73426132|78.22334636|-1.60155147|75.5139152|-21.75466672|66.26540251|3079.4894480000003|-1152.997336|-15.66173379|8.626337592|16.03849168|0.8592469290000001|243.5598613|32.87756477|0.024813755|-232.8055235|1742.5109329999998|731.8178649|0.0|1.0|1.0|1.0|1.0|2.85|0.08|27.0|-9.28|3.9|109.38|1.0|0.0|1.0|-4.86|34.0|-6.96|0.0|0.0|0.0|2.98|-4.62|2.4e-05|0.0107|0.0|0.0|5.269999999999997e-10|2.35e-07|5.7361|3.6741|-1460.571156|715.52|337.45|-1460.324494|-0.15408|-0.22807|0.03150011|9.04|153.0|6.8153|6.8153
33_a20|0|0|0.0|1|6.842683282|0|0.023539095|0.0388043479999999|2.0219022580000003|0.009265667|-0.061975089|-0.062750442|1|0.008780074|0.248715569|-0.060582944|-0.1771816269999999|0.616352201|-0.0854333469999999|-0.10978034|0.802353442|0.607038752|1|-0.058927252|-0.069838312|0.399354817|-38.58254635|-45.72654913|8.340767701|0.0506104|33.13709773|-0.0265385579999999|-29.9394021|5.46110745|64.93395624|-1.326927921|54.60811436|-17.37608867|46.92331405|2737.8873550000003|-868.8044333999999|-11.3769728|8.062843544|15.094865900000002|0.8721516570000001|157.56124519999997|22.88265911|0.013564844|-339.6262863|1144.132956|664.4562602999999|1.0|0.0|1.0|1.0|1.0|3.59|0.08|27.0|-9.69|5.33|67.39|2.0|0.0|1.0|-5.6|31.0|-5.58|0.0|0.0|1.0|4.28|-5.53|2.98e-06|0.0012|0.0|0.0|2.04e-10|8.199999999999999e-08|5443.0|3.8867|-1275.823229|689.51|318.99|-1275.602977|-0.15959|-0.21788|0.02957286|5.0369|34.0|7.4685|7.4685
4m_a46|0|0|0.16407746|1|7.825245291|1|0.051308728|0.041865079|0.0|0.011122528|-0.142061192|0.007901235|1|0.010359417|-0.487230027|-0.029022201|-0.098201489|0.615482006|-0.099662698|0.011235955|0.7975218959999999|0.626578283|0|-0.067320375|-0.0672468|0.373463876|-35.4774406|-35.43866734|5.74716122|0.051026123|26.89046601|-0.0224155999999999|-18.67596877|3.028720082|35.77391986|-1.008702005|41.88525631|-11.81288911|41.22460182|2133.331634|-531.5800101|-6.225322922999999|5.329061873000001|9.923886653|0.8622201970000001|140.5828543|16.11061509|0.012232753|-245.828396|724.9776792|486.9589609|1.0|0.0|1.0|1.0|1.0|2.9|0.29|17.0|-6.88|4.25|54.5|1.0|0.0|1.0|-4.52|25.0|-5.68|0.0|1.0|1.0|3.59|-4.57|2.68e-05|0.0088|0.0|0.0|1.31e-07|4.31e-05|6.0419|4.3476|-1031.109224|558.63|285.18|-1030.929791|-0.18308|-0.23116|0.02920209|5.2326|1288.0|5.8901|5.8901
9d_a40|0|0|0.0|1|7.515889085|0|-0.022152094|0.045555556|0.89023715|0.011823978|0.15723868|-0.137738587|2|0.010101686|0.259969752|0.019621984|-0.4887998529999999|0.601831605|-0.3969541689999999|-0.223631751|0.8221990920000001|0.55759121|1|-0.060319196|-0.071656839|0.002088915|-31.08478865|-36.92750973|5.539796446|0.058372388|30.08152399|-0.031613312|-19.03015798|2.854868966|50.47044708|-1.074852592|41.42218692|-16.29154841|36.6245851|2109.570685|-553.912646|-8.395657932|8.023385851|15.06105494|0.87714454|68.83858806|18.80327978|0.0087217999999999|-377.6610668|639.3115126|346.9019309|1.0|0.0|1.0|0.0|0.0|3.63|0.06|20.0|-7.0|5.2|58.43|1.0|0.0|1.0|-6.13|22.0|-4.62|0.0|1.0|1.0|4.63|-5.65|2.23e-06|0.000727|0.0|0.0|1.01e-07|3.3e-05|4.6073|3.3464|-1677.540538|542.19|370.51|-1677.429981|-0.13875|-0.20781|0.01113991|7.9502|107.0|6.9706|6.9706
14j_a23|0|1|0.0|2|7.423568444|0|-0.071396109|0.046283951|0.722606603|0.007671236|-0.026319216|-0.055708465|2|0.0075222369999999|0.087218599|-0.17267308|-0.463194548|0.616699629|0.143567854|-0.091426449|0.864845456|0.5935522360000001|1|-0.062203032|-0.082226482|0.226990358|-40.35191855|-53.34139172|13.28905737|0.154547838|100.2571987|-0.034989992|-34.60325668|8.620784882999999|83.17168000000001|-1.644529644|64.88069411|-22.69846456|53.64097592|2943.385528|-1066.827834|-14.72479008|7.83426417|15.57933561|0.988615047|146.63044480000002|29.32742551|0.017787992|-355.4521561|1378.388999|599.5697147999999|0.0|0.0|1.0|1.0|1.0|3.41|0.05|26.0|-7.67|3.78|105.02|2.0|0.0|1.0|-5.58|31.0|-6.31|0.0|0.0|0.0|3.77|-5.11|7.73e-06|0.00332|0.0|0.0|2.14e-08|9.18e-06|3.6671|3.6671|-1729.1379190000002|670.6|338.1|-1728.9293280000002|-0.14816|-0.2239699999999999|0.02207124|8.3233|4.0|8.3883|8.3883
4b_a49|0|0|0.0|1|7.535296702|1|-0.077626337|0.036555556|1.645329244|0.001769804|-0.033486358|0.02907541|1|0.002557204|-0.10158752|-0.089371493|-0.390006034|0.720824193|0.005818676|0.049923437|0.852400617|0.6967593559999999|1|-0.091725536|-0.090284437|0.438784865|-56.45224362|-55.5653235|14.84890147|0.241850733|148.84640819999998|-0.030696709|-34.19753462|9.138717999|64.87087098|-1.534835437|71.2971749|-18.89220999|71.30114509|2708.998101|-944.6104994|-11.62716177|7.588962922|14.53457293|0.915225186|218.2802175|29.27523192|0.02556165|-178.8869784|1463.761596|600.3287567000001|1.0|1.0|1.0|1.0|1.0|3.1|0.22|21.0|-7.05|3.71|90.13|1.0|0.0|1.0|-3.81|30.0|-7.12|0.0|0.0|1.0|2.8|-3.88|0.000132|0.0527|0.0|0.0|8.91e-08|3.570000000000001e-05|4.6422|3.7413|-1333.026419|664.86|331.39|-1332.800229|-0.15635|-0.22366|0.03702033|2.2306|79.0|7.1024|7.1024
5_a4|0|0|0.0|1|7.535296702|1|0.02257929|0.035994832|2.189593648|0.011630756|-0.050389825|-0.134215501|1|0.0111310589999999|0.0202481919999999|-0.076189222|-0.164263889|0.655087104|-0.165454845|-0.229773463|0.820886786|0.650346601|1|-0.050732198|-0.0681917309999999|0.431132276|-27.26045038|-36.64215945|4.324106888|0.056851498|30.54859623|-0.025201292|-19.68930579|2.323516519|46.53110402|-1.159259431|41.76764149|-13.54166762|31.58455727|2282.291204|-622.9167106000001|-7.276482574|5.758733969|9.823391314|0.7058248159999999|103.5177395|16.77294978|0.009538616|-330.3047347|771.5556899000001|518.5792364|1.0|1.0|1.0|1.0|1.0|3.08|0.23|21.0|-7.96|4.89|43.6|1.0|0.0|1.0|-4.57|26.0|-5.57|0.0|1.0|1.0|3.89|-4.84|1.4499999999999998e-05|0.0049299999999999|0.0|0.0|1.09e-08|3.71e-06|4.8582|4.0239|-1069.251223|595.55|308.12|-1069.051141|-0.16965|-0.21857|0.02251645|3.1619|71.0|7.1487|7.1487
9b_a36|1|0|0.0|0|7.412764017000001|2|-0.023369916|0.040166667|0.0|0.005050384|-0.077361324|-0.06502499|1|0.005458948|0.146828453|-0.094526372|-0.4060950789999999|0.8421237309999999|-0.034830997|-0.1177413269999999|0.842671963|0.7961424690000001|0|-0.074181597|-0.098301686|0.2602997|-46.58565720000001|-61.73294817|10.68084402|0.154620539|97.10089515|-0.036110824|-38.76797062|6.707514535|0.0|-1.769430355|71.70079424|-22.67740953|57.26650122|2715.020034|-1111.193067|-14.24129533|7.549264797|13.80758516|0.828997331|136.63774650000002|28.98359786|0.015872498|-354.7193098|1420.196295|620.9195447000001|1.0|0.0|1.0|1.0|0.0|0.0|0.14|17.0|-6.64|3.6|82.47|1.0|0.0|1.0|-4.6|29.0|-6.46|0.0|0.0|0.0|2.48|-4.43|3.71e-05|0.0148|0.0|0.0|2.3100000000000002e-07|9.21e-05|3.8535|3.8535|-1575.751975|666.01|321.74|-1575.557248|-0.15833|-0.20979|0.02803905|8.4288|21.0|7.6778|7.6778
16f_a32|1|1|0.0|0|7.765993078999999|0|-0.054907428|0.039958333|2.082564316|-0.003511776|-0.081644236|-0.000291262|3|-0.001202032|0.0151704889999999|-0.211019184|-0.697693907|0.801401734|0.085125293|-0.000510986|0.899839182|0.761506727|1|-0.08168632|-0.111152081|0.522247991|-56.53102601|-76.92280867|16.90955989|0.192724521|133.3750236|-0.035568666|-53.23443736|11.7022626|47.24868477|-1.778433296|92.82839829|-24.61529877|73.4405859|2772.212354|-1230.764939|-17.03501995|8.79158776|14.28728752|0.625108901|211.2572338|35.43109972|0.022983292|-269.5356315|1771.554986|636.0251562999999|1.0|1.0|1.0|1.0|1.0|3.4|0.3|19.0|-7.77|6.42|149.27|3.0|1.0|1.0|-6.95|29.0|-5.99|1.0|0.0|1.0|4.05|-4.97|1.07e-05|0.00457|0.0|0.0|1.7e-08|7.26e-06|3.6272|3.6272|-1995.278839|722.06|341.82|-1995.054457|-0.15003|-0.2|0.02889673|4.2764|9.0|8041.0|8041.0
12n_a30|0|0|0.0|0|7.412764017000001|2|-0.064217094|0.040899471|0.0|0.001139238|-0.037209579|-0.087019298|1|0.002064369|-0.254279374|-0.120380857|-0.464204099|0.669561738|-0.015189554|-0.149451598|0.870930234|0.64876559|0|-0.083120674|-0.10528124|0.390449649|-52.4873066|-66.48079820000001|10.77573511|0.221849786|140.0890685|-0.038674741|-41.97990569|6.804436105|0.0|-1.895062322|76.16725916|-24.42151771|63.2630417|2848.910641|-1196.654368|-15.42118984|7.385790169|13.93957316|0.887350282|126.6686716|30.54968688|0.0153398069999999|-378.1217671|1496.934657|618.6004214|1.0|0.0|1.0|1.0|0.0|0.0|0.14|17.0|-6.9|4.25|81.65|2.0|0.0|1.0|-5.39|30.0|-6.02|0.0|0.0|0.0|2.92|-5.01|9.71e-06|0.00405|0.0|0.0|1.26e-07|5.260000000000001e-05|5.1999|3.4859|-1674.978015|669.57|355.67|-1674.777231|-148.0|-0.19876|0.0334036|6.32|0.01|7983.0|7983.0
1e_a5|1|0|0.0|0|6.605297921|0|-0.009075016|0.027873016|0.0|0.008031558|-0.1197834419999999|-0.040441176|1|0.007357977|-0.133677441|0.0578378779999999|-0.201027861|0.71274658|0.045376705|-0.075239398|0.834250802|0.6977404359999999|0|-0.06795194|-0.069725333|0.373935381|-35.30075748|-36.22202792|4.461204261000001|0.1194205|62.03846573|-0.0278901329999999|-18.81719677|2.317577542|0.0|-1.115605324|44.38364879|-14.48881117|39.76196174|2107.092939|-579.5524467|-7.526878708|6.41473183|12.39753333|0.932665879|131.2279879|19.38578369|0.0157106539999999|-257.0399733|775.4313476|409.0289917|1.0|1.0|0.0|1.0|1.0|2.17|0.05|23.0|-8.41|4.99|54.46|0.0|0.0|1.0|-4.25|24.0|-5.77|0.0|1.0|1.0|3.44|-4.45|3.5600000000000005e-05|0.0111|0.0|0.0|3.87e-09|1.21e-06|4746.0|4.4292|-990.6006645|560.58|279.92|-990.471803|-0.18105|-0.22291|0.0313740589999999|3.0386|191.0|6719.0|6719.0
11b_a31|1|0|0.0|0|7.765993078999999|1|-0.172248605|0.043380952|0.0|-0.014385937|-0.1488994619999999|-0.046362952|2|-0.010716217|-0.129901143|-0.16780872|-0.564706551|0.833717183|0.067031897|-0.074254978|0.889561759|0.7943850720000001|0|-0.143839236|-0.148709304|0.26165445|-80.0942166|-82.80602396|21.02499452|0.454541246|253.1028809|-0.044612791|-46.10900197|11.70737909|87.78853803|-1.784511651|100.3071755|-24.84180719|101.1192111|2410.572158|-993.6722875|-13.83270059|6.83089364|12.96936635|0.8986339170000001|183.9081702|37.09261324|0.0314298879999999|-189.0151528|1483.70453|397.3137532|1.0|0.0|1.0|1.0|1.0|2.29|0.24|16.0|-5.45|4.67|125.57|1.0|0.0|2.0|-4.74|25.0|-6.73|0.0|0.0|1.0|2.69|-3.75|0.000178|0.0637|0.0|0.0|3.59e-06|0.00128|3.8437|3.8437|-1520.0430279999998|589.56|322.57|-1519.909742|-0.15936|-0.1951|0.04215313|4.7518|0.53|6.2757|6.2757
14_a15|0|0|0.0|0|0.0|0|-0.0455566929999999|0.037073171|0.0|0.001740635|-0.053931584|-0.015736888|0|0.0034254209999999|-0.051908601|-0.184255041|-0.3848940629999999|0.8310685940000001|-0.021648026|-0.028227917|0.7651878809999999|0.7933685340000001|0|-0.063809873|-0.0917424269999999|0.7461324029999999|-40.89540491|-58.79722871|9.403293601|0.112910954|72.36402409|-0.032888795|-37.68282812|6.026520371|2.923143027|-1.743106111|68.59458198|-21.0782518|50.29869851|2612.691478|-1117.1473460000002|-13.50893838|6.040010666000001|10.18067005|0.685538423|147.2072638|27.36334635|0.015286995|-346.4801021|1450.257357|673.7288405|1.0|1.0|0.0|1.0|1.0|3.72|0.12|24.0|-9.82|5.32|56.27|2.0|0.0|1.0|-6.22|30.0|-4.97|1.0|0.0|1.0|4.7|-5.83|1.47e-06|0.000584|0.0|0.0|1.51e-10|5.99e-08|4.4518|3.6209|-1281.0669369999998|689.8|342.41|-1280.809256|-0.14997|-0.18379|0.03885834|5.0894|0.03|7.5229|7.5229
9a_a31|1|0|0.0|0|7.765993078999999|1|-0.093457477|0.036891534|0.0|-0.006189303|0.03406986|-0.0007638889999999|2|-0.0033853629999999|-0.084652799|-0.15653721|-0.542342338|0.8058046320000001|0.045292529|-0.001313433|0.837697452|0.76226755|0|-0.100906991|-0.122626525|0.235442032|-64.75697831|-78.6954713|21.33533299|0.308231868|197.8075471|-0.043430228|-50.50275387|13.69193237|95.14995868|-2.0846509230000003|94.03540892|-27.87131275|86.0923113|2855.751316|-1337.8230119999998|-17.886392|7.812278516|15.15483138|0.939873412|168.29310269999996|37.77835579999999|0.0239033229999999|-305.16297060000005|1813.361078|597.3075924999999|1.0|1.0|1.0|1.0|1.0|2.78|0.14|22.0|-8.13|5.51|117.37|1.0|0.0|1.0|-5.62|30.0|-6.39|0.0|0.0|1.0|3.47|-4.77|1.7100000000000002e-05|0.00715|0.0|0.0|7.35e-09|3.07e-06|3.7892|3.7892|-1691.9137670000002|680.72|327.21|-1691.716118|-0.15757|-0.20032|0.03885662|6.2203|0.15|6.8239|6.8239
12g_a31|1|0|0.0|0|7.765993078999999|1|-0.1044685569999999|0.0388738739999999|0.0|-0.008464411|-0.0733026079999999|-0.082116813|2|-0.0054114869999999|0.074878295|-0.081426376|-0.57758443|0.837044054|-0.076150332|-0.1386819869999999|0.8639814490000001|0.7983388929999999|0|-0.1284353869999999|-0.131126805|0.325789284|-78.87508829|-80.52794936|19.01411466|0.41728907|256.26669530000004|-0.039059048|-49.45404266|11.67699967|548.1594997999999|-1.835775276|95.97385383|-23.98704875|97.88920296|2514.363249|-1127.391291|-14.73099143|8.098256552|15.28679013|0.887664343|191.2078009|34.8320455|0.02515117|-231.70711040000003|1637.106139|524.0230338|1.0|1.0|1.0|1.0|1.0|2.51|0.32|16.0|-6.45|5.19|131.36|1.0|0.0|1.0|-4.92|27.0|-6.86|0.0|0.0|1.0|2.9|-3.79|0.0001629999999999|0.0627|0.0|0.0|3.55e-07|0.000136|3.8349|3.8349|-1578.800869|664.44|323.3|-1578.605452|-0.15917|-0.19241|0.04532186|2.4038|0.11|6.9586|6.9586
