molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|AATSC1pe|MATS1i|MATS1c|n6aHRing|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|PBF|FPSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
3a_a32|1|1|1|3.226454082|0.0|7.678326357|0|0.6094208210000001|-0.0505635059999999|-0.007588088|0|0.03382716|-0.014365682|2.211368234|-0.002794182|0.102212031|10.31100283|0.125185185|-0.001223394|-0.079652285|-0.491457345|0|-0.045516432|0.921812162|0.7757299320000001|1|-0.080607266|0.30031978|0.0224684379999999|10.39727075|87.55216606|0.182929032|84.65041685|-0.032360692|-0.970820756|-17.261046399999998|-14.97491147|47.69828617|0.461044711|-6.929640892|5.755284924|10.67859439|0.855441483|151.63860559999998|22.27382254|0.0236593529999999|-159.4728294|668.2146761|10.9483666|1.0|1.0|1.0|1.0|2.96|0.07|-6.12|4.12|110.94|0.0|0.0|2.0|-5.32|-5.77|298.39|0.0|1.0|4.83e-06|0.00144|4.51e-05|0.0134|3.31|0.0|7.66e-07|-0.0558|3.6308|3.6308|492.91|341.48|0.2719|341.48|0.70229|0.2719|-0.15058|3.6178|0.02744024|-1554.748543|3.0|8.5686|8.5686
28_a47|0|1|1|0.0|0.0|6.842683282|0|1.4201653580000002|-0.053792245|-0.009689834|2|0.038387534|0.023813594|1.121067445|-0.013020816|-0.00496711|10.95058275|0.0467853809999999|-0.010153352|-0.046265509|-0.435485503|2|-0.175007067|0.896193695|0.614975047|1|-0.1132830309999999|0.310094808|0.026080156|15.50250691|365.2310214|0.394650655|234.5873429|-0.038135461|-1.601689367|-40.02656804|-22.66839387|82.83994768|0.472690874|-13.47449501|7.864990866|14.91533234|0.8964208090000001|206.7032519|34.75365534|0.031626405|-181.0112167|1459.653524|18.79929562|1.0|1.0|1.0|2.0|3.08|0.05|-6.92|3.84|98.72|1.0|0.0|5.0|-3.67|-7.22|380.35|0.0|1.0|0.000214|0.0816|0.000217|0.0824|1.97|0.0|1.2099999999999998e-07|-0.05471|3675.0|3675.0|599.88|337.37|0.2996|337.37|0.69002|0.2996|-0.15049|6.0847|0.03698465|-1335.6279869999998|25.0|7.6|7.6
3_a47|0|0|0|0.0|0.0|0.0|0|1.304465159|0.013076203|-0.008740449|2|0.03308642|-0.013350303|1.416887578|-0.008828261|0.103847816|10.93671092|0.013073797|-0.007967014|-0.015388793|-0.457330633|2|0.104873188|0.780628097|0.815682427|1|-0.083129079|0.4661246329999999|0.008609292|4.514659074|98.29790989|0.145272519|76.18000386|-0.036461577|-1.422001494|-22.85956767|-19.12022366|48.10703|0.403777634|-10.02652614|6.46319354|10.84023999|0.67722658|112.7606591|24.35791949|0.016230658|-298.8724505|949.95886|8.511255722000001|1.0|1.0|1.0|2.0|2.59|0.0|-8.42|5.4|58.04|1.0|0.0|3.0|-5.54|-5.16|347.8|1.0|1.0|2.86e-06|0.000995|4.49e-06|0.00156|4.6|0.0|3.829999999999999e-09|-0.05717|5.6998|3.7284|556.65|332.54|0.2342|217.52|0.52977|0.2182|-0.15473|4.0226|0.03619487|-1470.0192869999998|316.0|6.5|6.5
3m_a32|1|1|1|3.575728458|0.0|7.773594467000001|0|0.609420748|0.013867955|-0.006290106|0|0.03962963|-0.0370712179999999|2.175099216|-0.000514191|-0.084132138|10.31100268|-0.078038283|0.000822186|-0.04918838|-0.49476131|0|-0.0067207069999999|0.872498916|0.6672533589999999|1|-0.084626325|0.317009723|0.013428623|8.029854976000001|92.61088121|0.201976727|120.7751424|-0.027127559|-1.220740175|-30.25923462|-16.22134838|58.63348955|0.4687361229999999|-9.699808932|7.0752395770000005|13.31775015|0.882303773|194.65681730000003|24.05057475|0.018412178|-208.6520032|1082.275864|11.00984957|0.0|1.0|1.0|1.0|3.51|0.3|-7.38|5.35|128.01|2.0|0.0|3.0|-5.94|-6.17|394.51|0.0|1.0|1.14e-06|0.000449|1.39e-05|0.00547|3.57|0.0|4.190000000000001e-08|-0.05731|3.5749|3.5749|641.52|346.82|0.2952|346.82|0.7026600000000001|0.2952|-0.14835|5082.0|0.0339106999999999|-1863.337677|23.0|7.6383|7.6383
12g_a40|0|0|0|0.0|0.0|7.515889085|0|0.604990688|0.037440516|-0.01011728|0|0.036630824|0.167050952|0.726175674|-0.001011175|0.075327376|10.31197254|-0.211162861|-0.003205145|0.063401514|-0.512657141|0|0.020185301|0.8396782220000001|0.6941475490000001|1|-0.0951493559999999|0.289122732|0.012706769|6.670206427999999|130.7472028|0.129798543|68.1355805|-0.0435406|-1.393299206|-26.21888031|-22.85591194|56.61727428|0.465725912|-11.99782981|7.692740528|14.39849078|0.871698484|77.67373972|26.82520454|0.013442698|-369.5858437|858.4065454|7.056520179|0.0|0.0|0.0|1.0|3.24|0.0|-6.63|5.14|78.66|2.0|0.0|2.0|-6.46|-4.91|362.23|0.0|1.0|3.43e-07|0.000124|1.62e-06|0.000586|5.07|0.0|2.37e-07|-0.07424|4.0224|3.1577|540.25|392.64|0.3539|308.23|0.67055|0.2682|-0.13191|1.9175|0.02230594|-2172.988604|724.0|6.1403|6.1403
2_a33|1|1|1|3.396444161|0.0|7.765993078999999|0|0.609420748|0.047294725|-0.009168933|0|0.039958333|-0.049900189|2.112255684|-0.002514803|0.070526947|10.31100266|-0.05997501|-0.000810928|-0.083752249|-0.593915758|0|-0.0212158239999999|0.8799816220000001|0.753434785|1|-0.0804186|0.411881091|0.018451635|11.27469555|103.5201191|0.1804845889999999|110.28338390000002|-0.031851158|-1.56070672|-30.02592687|-19.46234551|60.41371259|0.4699986339999999|-11.89228027|6.152818143999999|11.60906093|0.8867875909999999|181.7248125|27.70055258|0.019430318|-247.5908207|1357.327077|11.8727102|0.0|1.0|1.0|2.0|3.57|0.3|-7.67|4.63|140.04|2.0|1.0|7.0|-6.35|-6.17|411.54|0.0|1.0|4.44e-07|0.000183|1.6800000000000002e-05|0.0069|3.72|0.0|2.13e-08|-0.04967|3.6281|3.6281|655.74|341.74|0.2911|341.74|0.70205|0.2911|-0.15012|4.2519|0.02972182|-1919.890628|6.0|8.2596|8.2596
23_a10|0|0|0|0.0|0.0|7.535296702|1|1.34383709|-0.12979844|-0.00264793|2|0.036666667|-0.031558374|1.981673861|0.010305237|-0.000458688|10.92966139|-0.0253481679999999|0.010662507|-0.130679|-0.233801237|2|-0.149057824|0.800727358|0.706648116|1|-0.049653973|0.535680357|0.009615852|6.81095873|72.17779806|0.084791355|60.05816353|-0.02685653|-1.6651048819999998|-24.91121732|-19.02262196|41.98112956|0.485561757|-13.47382337|8.755988318|17.02048484|0.943867925|169.14354509999998|24.9903188|0.013394095|-370.018179|1549.399766|9.487107794|1.0|1.0|1.0|0.0|3.8|0.21|-9.84|5.81|56.07|2.0|0.0|6.0|-5.38|-5.93|461.56|0.0|1.0|4.19e-06|0.00193|2e-06|0.000923|4.48|0.0|1.44e-10|-53.0|3.8034|3.8034|768.3|325.98|0.2089|325.98|0.67647|0.2089|-0.15858|3.8115|0.02986448|-1469.902562|0.75|6.1249|6.1249
34_a20|0|0|0|0.0|0.0|6.842683282|0|1.416932073|0.0305860929999999|-0.0057643419999999|2|0.0396875|0.199191385|1.991704333|0.003085806|-0.046356705|10.93244905|-0.054458882|0.003149352|0.0346782989999999|-0.4478820739999999|2|-0.101401966|0.80310139|0.690530489|1|-0.0851907119999999|0.408491116|0.0130295999999999|8.766605631000001|297.5548445|0.203342854|136.81360859999998|-0.032248904|-1.709191893|-38.56497154|-21.69778179|66.0848174|0.462785432|-14.59875162|7.940146766|14.7802149|0.8614536140000001|150.43359099999998|27.94614651|0.01491516|-371.9551262|1481.145765|10.03525243|1.0|1.0|1.0|1.0|3.43|0.08|-9.18|4.62|86.69|2.0|0.0|5.0|-5.14|-6.28|419.48|0.0|1.0|7.27e-06|0.00305|9.51e-06|0.00399|3.63|0.0|6.64e-10|-0.05181|5.4132|3.8699|711.19|320.38|0.4388|229.04|0.38519|0.0766|-0.16103|3.8519|0.03558836|-1352.102407|61.0|7.2147|7.2147
16j_a32|1|1|1|3.359912013|-0.082980188|7.765993078999999|0|0.609420735|0.175152442|-0.0139074189999999|0|0.046788618|-0.0667943999999999|2.076106145|-0.002456725|-0.135618491|10.31100263|0.021997616|-0.00030659|-0.117577419|-0.704356423|0|0.168000908|0.839271289|0.762429418|1|-0.07651119|0.509776381|0.023266265|16.63953228|34.66998636|0.174011588|124.4493461|-0.034287782|-1.817252458|-39.13396528|-24.52188465|71.35869023|0.442735754|-17.53752467|7.357962381|13.20372234|0.7944808170000001|214.7033741|35.04175088|0.021655546|-285.7717513|1857.212797|15.48758085|0.0|1.0|1.0|2.0|3.86|0.33|-7.77|5.24|149.27|3.0|1.0|8.0|-7.45|-5.73|441.57|0.0|0.0|3.56e-08|1.57e-05|3.89e-06|0.00172|4.59|0.0|1.7e-08|-0.05016|3629.0|3629.0|729.78|341.65|0.2907|341.65|0.70207|0.2907|-0.15012|3.4656|0.0283671|-2034.408854|9.0|8.0315|8.0315
13a_a5|1|0|0|2.931642415|0.0|6.605297921|0|1.393002748|-0.154076582|-0.006081807|2|0.023989899|-0.007871499|0.0|0.002355511|-0.139517787|10.94530369|-0.025324157|0.003196482|-0.035005746|-0.367284642|2|-0.048584084|0.857293078|0.720100768|0|-0.08903048|0.470564031|0.016739606|10.77696869|126.2663658|0.233249839|150.1663914|-0.0279752339999999|-1.426736914|-36.90128585|-18.01047283|68.09484712|0.460877309|-11.59515363|8.571729592999999|15.89940424|0.854865353|258.29825730000005|30.07803494|0.02811638|-127.2041084|1533.979782|18.10134317|1.0|1.0|1.0|2.0|3.07|0.13|-8.9|3.58|92.79|2.0|0.0|8.0|-3.77|-7.18|399.45|0.0|1.0|0.000169|0.0675|0.000184|0.0734|2.19|0.0|1.26e-09|-0.05534|4.6285|4.2107|688.18|294.45|0.5953|267.87|0.41806|0.1992|-0.17364|3.3414|0.04138695|-1312.968936|91.0|7041.0|7041.0
18a_a30|0|0|0|0.0|0.0|7.412764017000001|2|0.604987543|0.045071414|-0.006673169|2|0.040166667|-0.041327798|0.0|0.005050384|-0.01286191|10.31163887|-0.094932667|0.005458948|-0.053309522|-0.452377064|1|0.003991162|0.842671963|0.7961424690000001|0|-0.072474599|0.294303776|0.017060045|10.62073502|79.18861306|0.14081879|87.66676984|-0.036990859|-1.812552105|-28.08889239|-23.02866795|55.73981304|0.445995681|-14.33650253|7.050626413|12.72666325|0.8050400790000001|130.4247923|29.1318055|0.016012295|-361.7006453|1427.458469|9.968457988|0.0|1.0|0.0|1.0|4.75|0.14|-6.64|2.62|81.65|2.0|0.0|5.0|-5.28|-5.98|398.48|0.0|0.0|5.23e-06|0.00208|1.4e-05|0.0056|3.87|0.0|2.3100000000000002e-07|-0.05605|3.4712|3.4712|665.12|357.18|0.3781|357.18|0.69033|0.3781|-0.1418|4.2514|0.03180853|-1575.604922|25.0|7.6108|7.6108
3o_a32|1|1|1|3.644417045|0.0|7.773594467000001|1|0.609420753|-0.022603806|-0.006253394|1|0.035643275|-0.064818511|2.240993002|-0.001411347|-0.117781901|10.3110027|-0.090297882|0.000243592|-0.061774721|-0.483580522|0|-0.074509084|0.872498916|0.840991936|1|-0.073742105|0.252703854|0.012519666|7.218280399|62.67187821|0.162219176|93.52833522|-0.031819276|-1.4318674340000002|-24.51306152|-18.34557429|49.73468603|0.455089918|-10.57723917|6.392329273|11.73098001|0.835165165|123.9047338|23.36733582|0.0130649069999999|-328.7458915|1051.530112|7.532642302|1.0|1.0|1.0|2.0|3.47|0.32|-7.27|4.2|122.97|1.0|0.0|3.0|-5.72|-6.17|381.52|0.0|1.0|1.89e-06|0.00072|1.87e-05|0.00714|3.46|0.0|5.35e-08|-0.05413|3.5333|3.5333|620.56|350.9|0.2851|350.9|0.70216|0.2851|-0.14652|3.2729|0.03088166|-1805.333039|0.24|6.6198|6.6198
17b_a25|0|0|0|0.0|0.0|6.842683282|0|1.3732004619999998|0.001256821|-0.004368141|2|0.042843137|-0.026412432|1.968416259|0.005120507|-0.100018134|10.93106294|0.016982601|0.005244553|-0.044156525|-0.366585181|2|0.068812225|0.838260077|0.636746066|1|-0.068207754|0.410780725|0.015879547|12.04068508|99.61874923|0.1178296009999999|89.34443096|-0.029249891|-1.6672437880000002|-39.21569422|-22.17876359|63.75929319|0.476276266|-16.81707305|9.700133933|18.52147096|0.909403632|208.6205329|30.59704545|0.0175785369999999|-341.0100868|1744.031591|13.32894629|1.0|1.0|1.0|1.0|3.56|0.11|-10.04|5.18|96.49|2.0|0.0|7.0|-5.32|-6.53|458.51|0.0|1.0|4.75e-06|0.00218|8.59e-06|0.00394|3.61|0.0|9.08e-11|-0.05531|5.4236|3961.0|781.08|313.02|0.4635|228.6|0.31395|0.1741|-0.16408|3.5074|0.04272963|-1483.630939|101.0|6.9957|6.9957
17_a3|0|0|0|0.0|0.0|6.823286122000001|0|0.605019885|0.188373421|-0.009450704|2|0.047430556|-0.015463451|1.709081227|-0.007540435|-0.041723219|10.31163036|-0.0510707059999999|-0.006696449|0.020589494|-0.633373061|2|0.1789147639999999|0.838125715|0.773152968|1|-0.098658557|0.225087454|0.010321361|5.251911643|234.4907116|0.1969243769999999|100.2028184|-0.039557272|-1.344947254|-25.54439812|-20.12828595|55.45324083|0.4383349039999999|-10.24205849|6.2477303310000005|11.12358659|0.780420408|81.38261354|23.96047156|0.012803096|-346.0738521|814.6560331000001|6.514715538|1.0|1.0|1.0|1.0|3.13|0.0|-7.48|4.66|92.93|1.0|0.0|2.0|-5.53|-5.61|338.81|0.0|1.0|2.96e-06|1.0|1.18e-05|0.00399|3.88|0.0|3.28e-08|-0.0720399999999999|3.2102|3.2102|537.32|386.22|0.4062|386.22|0.69481|0.4062|-0.13155|3.8077|0.02878063|-1731.663157|23.0|7.6383|7.6383
1e_a5|1|0|0|2.953259375|0.0|6.605297921|0|1.427503886|-0.260066152|-0.001975193|2|0.027873016|-0.080321049|0.0|0.008031558|-0.1197834419999999|10.94440038|-0.040441176|0.007357977|0.034752304|-0.201027861|2|0.045376705|0.834250802|0.6977404359999999|0|-0.06795194|0.373935381|0.008587563|4.461204261000001|159.537038|0.1194205|62.03846573|-0.0278901329999999|-1.115605324|-18.33860051|-14.48881117|39.76196174|0.482579989|-7.526878708|6.41473183|12.39753333|0.932665879|131.2279879|19.38578369|0.0157106539999999|-257.0399733|775.4313476|8.161620868|1.0|1.0|1.0|1.0|2.83|0.05|-8.41|4.51|54.46|0.0|0.0|3.0|-4.25|-5.77|312.37|1.0|1.0|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|3.43|0.0|3.87e-09|-0.04186|4746.0|4.4292|560.58|279.92|0.5156|261.24|0.56258|0.1355|-0.18105|1916.0|0.0313740589999999|-990.522307|191.0|6719.0|6719.0
14ab_a23|0|1|1|0.0|0.0|7.423568444|0|1.197962873|0.065530542|-0.0050415|2|0.04314059|0.021287386|0.7586471459999999|0.013012022|0.010803172|10.313217300000002|-0.03821899|0.012103325|-0.074579388|-0.449699921|2|-0.085303124|0.8072028240000001|0.693959193|1|-0.051974369|0.20155691|0.017974612|12.31039874|40.23721489|0.07577767|51.89838547|-0.031648261|-1.677357849|-24.37891748|-21.67516705|47.90644969|0.4695727329999999|-14.84482393|7.83369055|14.76864227|0.885272615|138.4567483|27.16741043|0.013710439|-407.9635285|1439.872753|9.389964491|0.0|1.0|1.0|1.0|3.63|0.12|-8.16|4.63|105.02|2.0|0.0|5.0|-6.23|-5.92|439.54|0.0|0.0|5.9e-07|0.000259|2.81e-06|0.00123|4.31|0.0|6.9799999999999995e-09|-0.07146|3.6587|3.6587|719.66|338.88|0.3893|338.88|0.66532|0.3893|-0.14778|5.9624|0.02013145|-1708.3414239999995|4.0|8.4012|8.4012
12aj_a36|1|0|0|3.482902101|0.0|7.412764017000001|2|1.29704406|-0.056210607|-0.00706023|2|0.043848238|0.064171987|0.0|0.002951176|-0.103202936|10.95354213|-0.042227364|0.003962098|-0.104118159|-0.43462267|1|0.091113865|0.8632656809999999|0.856274847|0|-0.073002742|0.251263868|0.018305468|11.73352271|82.34300699|0.173013687|110.89910559999998|-0.0368515929999999|-1.953134451|-29.99399664|-23.62130319|58.52715472|0.47532973|-15.14089115|8.056502837|15.35536375|0.905958957|144.26810480000003|30.48195872|0.016684569|-352.4483722|1615.543812|10.69455126|0.0|1.0|0.0|2.0|4.84|0.17|-6.97|2.19|69.2|1.0|0.0|5.0|-4.16|-6.55|395.46|1.0|0.0|6.929999999999999e-05|0.0274|5.05e-05|0.02|3.04|0.0|1.08e-07|-0.05275|5.2301|3.6017|682.84|344.24|0.5616|237.06|0.4112|0.0082|-0.14818|5.8554|0.03225532|-1272.060325|17.0|7.7696|7.7696
4_a27|0|0|0|0.0|0.0|6.823286122000001|0|1.4008954130000002|0.082486268|-0.006181204|2|0.0456410259999999|-0.273119343|1.274166982|0.00991794|0.13397347|10.93736915|-0.01660383|0.010329671|-0.2030237389999999|-0.480852615|2|-0.07759915|0.842039655|0.614205449|1|-0.057748369|0.3485918529999999|0.0201467639999999|10.43112657|8.590238252999999|0.1473956619999999|76.31512503|-0.0281385239999999|-1.181818|-15.48073439|-14.56891559|40.33074472|0.444169714|-7.543156957000001|6.01592535|10.82331334|0.799110312|164.3952417|21.34684457|0.020363697|-188.9664429|896.5674718|10.54344507|0.0|0.0|1.0|0.0|3.11|0.16|-6.22|2.8|65.6|0.0|0.0|2.0|-3.57|-6.51|331.37|1.0|1.0|0.000266|0.0882|0.000102|0.0339|2.55|0.0|6.04e-07|-0.0449899999999999|5.5485|4.1288|555.75|300.29|0.2002|223.46|0.36899|0.1741|-0.17034|2.7371|0.01877181|-1083.01571|4.0|8.3979|8.3979
8f_a8|1|0|0|2.939511291|0.0|7.05012252|0|1.394802091|0.024051247|-0.01032134|0|0.043758865|0.0587545909999999|0.0|-0.007796225|-0.08540947|10.94343488|0.007079485|-0.007036544|0.09830823|-0.5373378529999999|0|-0.016217844|0.751162751|0.56916135|0|-0.122135295|0.308621017|0.013566221|7.91086576|317.0847898|0.403186031|235.1097364|-0.048375351|-2.128515439|-41.53091131|-28.20910228|79.13157981|0.456995667|-16.44956443|7.504290616|13.81994609|0.8416059290000001|54.94802877|31.14376424|0.009226445|-473.23361|1370.325626|5.380213594|0.0|0.0|0.0|2.0|3.14|0.0|-7.95|4.72|80.88|2.0|0.0|4.0|-5.21|-5.98|391.37|0.0|0.0|6.11e-06|0.0023899999999999|1.01e-05|0.00395|3.82|0.0|1.13e-08|-0.0675299999999999|4.7027|3.4876|602.63|355.5|0.3188|263.65|0.55661|0.1659|-0.14532|5.8283|0.03173623|-1361.510739|22.76|4.6428|4.6428
31_a47|0|1|1|0.0|0.0|6.842683282|0|1.304326813|-0.075563891|-0.00869363|2|0.042906977|-0.086842911|1.198626524|-0.007525849|0.074881792|10.9497221|0.001073537|-0.006265667|-0.035190699|-0.441642572|2|-0.1978980839999999|0.917597019|0.6463892179999999|1|-0.10715233|0.486720182|0.021401336|13.27533898|355.5321928|0.303979962|188.5600536|-0.037580665|-1.691129939|-41.22978713|-23.31144534|79.74238158|0.4741051329999999|-14.46018796|8.214180216|15.6194341|0.901520747|181.972428|32.98913783|0.024209265|-256.3593656|1484.511202|15.01710904|1.0|1.0|1.0|2.0|3.18|0.1|-7.62|4.24|98.72|1.0|0.0|5.0|-4.59|-6.78|410.83|0.0|1.0|2.56e-05|0.0105|4.03e-05|0.0166|2.86|0.0|2.42e-08|-0.0532|3.9744|3.6369|642.11|340.91|0.3264|311.96|0.68276|83.0|-0.15143|6.4248|0.03449081|-1735.284957|16.0|7.8|7.8
12bi_a36|1|0|0|3.466222049|0.0|7.412764017000001|2|1.297042566|-0.088734077|-0.00902707|2|0.043854875|0.03474497|0.0|0.000482522|-0.067142264|10.95958518|0.041834838|0.002872872|-0.176729938|-0.37220074|1|0.0997949019999999|0.858971809|0.8350231859999999|0|-0.082914301|0.382000949|0.034602166|24.16125901|129.685076|0.214998882|150.12481100000002|-0.027831043|-1.614200516|-40.42611289999999|-19.43326441|82.05687954|0.461975362|-13.56944331|8.454426643|15.71382803|0.85865094|349.3664649|38.89295091|0.037590587|0.474365004|2255.791153|26.24794923|0.0|1.0|1.0|2.0|4.97|0.21|-6.79|1.9|87.66|1.0|0.0|7.0|-4.11|-7.13|441.49|0.0|0.0|7.75e-05|0.0342|7.13e-05|0.0315|2.62|0.0|1.6100000000000005e-07|-0.0510199999999999|3.8855|3.6851|742.94|336.45|0.4214|319.1|0.68181|0.0252|-0.15078|7.0514|0.0318395999999999|-1461.75632|14.0|7.8539|7.8539
12p_a36|1|0|0|3.392386149|0.0|7.412764017000001|2|1.297044387|-0.0494658159999999|-0.008017607|2|0.042804233|0.114716581|0.0|-0.002526241|-0.084846674|10.96052769|-0.0433009009999999|-0.000673716|-0.101303149|-0.440709431|1|-0.035871448|0.8839272779999999|0.698414933|0|-0.082569108|0.315548061|0.020202133|12.71795723|83.24921731|0.251561167|158.3666517|-0.039016808|-1.950840419|-32.72335782|-24.56246081|64.698131|0.475504684|-15.4629378|7.546742977|14.3885803|0.906594718|151.63860559999998|32.35623052|0.019344052|-326.2581567|1617.811526|12.17776516|0.0|1.0|0.0|2.0|4.72|0.14|-6.86|2.44|69.2|1.0|0.0|5.0|-3.89|-6.76|399.42|1.0|0.0|0.000129|0.0515|6.96e-05|0.0278|2.78|0.0|1.4e-07|-0.0552299999999999|5.3413|3.8372|660.71|323.11|0.3015|232.12|0.30159|0.1841|-0.15608|4.8805|0.03396697|-1332.006106|9.0|8.0458|8.0458
1a_a18 (SB-431542)|1|0|0|3.3674017380000003|0.0|7.423568444|1|1.430935835|0.043282217|-0.015636898|1|0.035620155|0.1008839219999999|0.0|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|-0.008385698|-0.020716495|-0.567791164|1|-0.08530265|0.805877431|0.795744863|0|-0.126408788|0.210046675|0.033020439|19.58668728|160.410387|0.405958714|240.8019609|-0.0462988229999999|-2.083447046|-44.47680367|-27.46300805|94.56841061|0.472443977|-16.29019397|7.52384981|14.26170773|0.895533283|146.3942108|36.46179023|0.02438148|-300.3801761|1640.78056|14.4623285|1.0|1.0|1.0|2.0|3.25|0.05|-7.69|3.63|103.12|1.0|0.0|4.0|-4.52|-6.73|384.39|0.0|1.0|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|2.03e-08|-0.05971|3.8208|3295.0|620.23|376.27|0.5767|324.5|0.55409|0.3347|-0.13329|5.9926|0.03494548|-1292.414518|125.0|6.9031|6.9031
4S4k_a46|0|0|0|0.0|0.173180233|7.825245291|1|1.134637098|-0.050636784|-0.0049602|1|0.0510113959999999|-0.104665424|0.0|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|0.006050983|0.008544799|-0.3860697829999999|1|-0.003017362|0.787615341|0.784722915|0|-0.089589915|0.199356973|0.007749296|4.1078333030000005|172.7607401|0.1082655419999999|57.39060501|-0.030477338|-1.46291223|-25.17446332|-16.15576699|51.59865384|0.461984953|-8.564028983|5.523352655|10.26616763|0.858684076|70.01975807|18.61456563|0.007182108|-390.0516264|893.4991504000001|3.807172093|1.0|1.0|1.0|1.0|3.8|0.33|-6.61|4.77|50.94|1.0|0.0|2.0|-4.82|-5.46|333.43|1.0|1.0|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|2.48e-07|-0.02074|5.2854|4.0774|566.82|304.07|0.2623|234.58|0.5716|0.0654|-0.17396|2.2655|0.02628818|-1053.255345|197.0|6.7055|6.7055
12g_a31|1|0|0|3.42813681|0.0|7.765993078999999|1|0.6101363000000001|0.0716209459999999|-0.01500347|0|0.0388738739999999|0.045747231|0.0|-0.008464411|-0.0733026079999999|10.31169877|-0.082116813|-0.0054114869999999|-0.0497478109999999|-0.57758443|0|-0.076150332|0.8639814490000001|0.7983388929999999|0|-0.1284353869999999|0.325789284|0.030961426|19.01411466|152.7424573|0.41728907|256.26669530000004|-0.039059048|-1.835775276|-48.43898314|-23.98704875|97.88920296|0.470244801|-14.73099143|8.098256552|15.28679013|0.887664343|191.2078009|34.8320455|0.02515117|-231.70711040000003|1637.106139|15.44590447|1.0|1.0|1.0|2.0|3.61|0.32|-6.45|3.44|131.36|1.0|0.0|7.0|-4.92|-6.86|384.45|0.0|1.0|1.19e-05|0.00457|0.0001629999999999|0.0627|2.52|0.0|3.55e-07|-0.03324|3.8349|3.8349|664.44|323.3|265.0|323.3|0.70068|265.0|-0.15917|1.6279|0.04532186|-1578.66792|0.11|6.9586|6.9586
3_a20 (SB-525334)|1|0|0|3.502142227|-0.08980269|6.880384082000001|0|1.183765089|-0.048050965|-0.005492814|2|0.0526353279999999|0.001821898|1.728260385|0.001924142|-0.175513234|10.95053359|-0.119584218|0.0033523629999999|-0.169090412|-0.500412918|2|0.087932573|0.76423988|0.7835436240000001|1|-0.061128029|0.246005838|0.0123308269999999|6.965173618|43.70154849|0.1243352319999999|70.23182172|-0.029269046|-1.375645142|-19.50382741|-16.53287135|41.49386505|0.457398769|-9.33873414|5.943823875|10.9543133|0.8429740729999999|121.495147|21.06338405|0.0117802769999999|-321.8682802|989.9790502999998|6.654190521|1.0|1.0|1.0|1.0|3.37|0.24|-8.39|4.69|67.35|1.0|0.0|3.0|-4.85|-5.74|343.42|1.0|1.0|1.42e-05|0.00489|1.88e-05|0.00647|3.74|0.0|4.07e-09|-0.0671399999999999|4.9821|3.1728|605.71|390.77|367.0|248.86|0.49443|0.1171|-0.13417|3.7291|0.02096048|-1086.383308|162.0|6.7905|6.7905
