molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|AATSC1pe|MATS1i|MATS1c|n6aHRing|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|PBF|FPSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
10_a27|0|0|0|0.0|0.0|6.605297921|0|1.400533489|0.122016352|-0.006285923|2|0.040512821|-0.184068581|1.296293777|0.00991794|0.034318674|10.93783185|-0.000903965|0.010329671|-0.2030237389999999|-0.487435299|2|0.129719095|0.862408925|0.614205449|1|-0.061299064|0.346344305|0.017676458|9.399794974|6.0140309720000005|0.147337847|78.34972221|-0.031079371|-1.305333567|-17.33405307|-16.5270506|41.99674607|0.477162521|-8.788575695|6.761146212000001|12.9316403|0.912640238|135.40932969999997|22.1732254|0.01651645|-260.9504933|931.2754667000002|8.782938574|0.0|0.0|1.0|0.0|3.01|0.16|-6.24|2.97|65.6|0.0|0.0|3.0|-3.57|-6.51|331.37|1.0|1.0|0.000266|0.0882|0.0001189999999999|0.0394|2.55|0.0|5.81e-07|-0.0498|4.1495|4.1495|573.31|298.79|0.4452|298.79|0.63894|0.4452|-0.16805|4.6684|0.0227416|-1083.008551|69.0|7.1612|7.1612
12_a3|0|0|0|0.0|0.0|6.823286122000001|0|0.605020506|0.167987916|-0.009093383|2|0.042795699|-0.120694579|2.07135708|-0.006049098|-0.045382017|10.31163031|-0.069857022|-0.0045709459999999|0.017902469|-0.604704476|2|-0.039834906|0.784451598|0.841871246|1|-0.092838926|0.101891875|0.011076075|5.258353635|239.2266101|0.170600292|80.99228663|-0.039584548|-1.345874639|-20.92463497|-18.79271742|49.333524|0.463780604|-8.921820355|5.6343192|10.50748861|0.864908294|80.50854774|22.63041363|0.01374218|-313.7317211|769.4340634|6.524083564|1.0|1.0|1.0|1.0|3.2|0.0|-6.89|4.01|92.93|1.0|0.0|2.0|-5.68|-5.3|304.37|0.0|1.0|2.07e-06|0.000629|1.44e-05|0.0044|4.03|0.0|1.3e-07|-0.06361|3263.0|3263.0|515.23|379.97|0.5056|379.97|0.69784|0.5056|-0.13153|2.3762|0.02620998|-1272.058487|3548.0|5.45|5.45
1_a6 (SB-431542)|1|0|0|3.3674017380000003|0.0|7.423568444|1|1.430935835|0.043282217|-0.015636898|1|0.035620155|0.1008839219999999|0.0|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|-0.008385698|-0.020716495|-0.567791164|1|-0.08530265|0.805877431|0.795744863|0|-0.126408788|0.210050443|0.033020439|19.58668728|160.410387|0.405958714|240.8019609|-0.0462988229999999|-2.083447046|-44.47680367|-27.46300805|94.56841061|0.472445176|-16.29019397|7.523839331|14.26172029|0.895537592|146.3942108|36.46179023|0.02438148|-300.3801761|1640.78056|14.4623285|1.0|1.0|1.0|2.0|3.25|0.05|-7.69|3.63|103.12|1.0|0.0|4.0|-4.52|-6.73|384.39|0.0|1.0|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|2.03e-08|-0.05971|3.8208|3295.0|619.92|376.28|0.5765|324.5|0.55256|0.3346|-0.13329|6.0113|0.03494577|-1292.41452|1542.0|5.8119|5.8119
12_a4|0|0|0|0.0|0.0|7.535296702|1|0.295190368|-0.1494133309999999|-0.0021497879999999|2|0.0381179139999999|-0.0334644329999999|1.587386096|0.005795666|-0.093414896|10.31168324|0.028152112|0.009024784|-0.051501982|-0.220286906|2|-0.036425699|0.8749408470000001|0.531333552|1|-0.070256284|0.636722126|0.01168879|6.936764267999999|15.80191019|0.194761903|115.5823166|-0.025916226|-1.269895089|-24.74343259|-15.38009964|48.6306683|0.470780296|-9.127388465|6.223583758999999|11.7599245|0.889574393|167.4891205|21.42753878|0.015603795|-258.476202|1049.9494|9.260141177|0.0|1.0|1.0|0.0|3.41|0.23|-7.84|4.98|86.12|1.0|0.0|4.0|-4.18|-6.84|404.48|0.0|1.0|6.57e-05|0.0266|4.64e-05|0.0188|2.72|0.0|1.45e-08|-0.06898|4.8592|3.8083|640.67|325.57|0.1194|255.16|0.63967|0.0464|-0.16224|7.8701|0.03555871|-1617.634733|9.29|5032.0|5032.0
13c_a5|1|0|0|2.944180713|0.0|6.605297921|1|1.377702625|-0.2071929139999999|-0.005082338|3|0.024822695|-0.010689086|0.0|0.005288472|-0.098760742|10.94530327|-0.018055556|0.006110714|-0.092592608|-0.324868153|2|0.003545487|0.822789227|0.6775573359999999|0|-0.077308234|0.4148662979999999|0.023143526|15.25960958|158.67712230000004|0.19980328|131.7396496|-0.025039414|-1.302049531|-33.60884086|-16.50965711|66.23254483|0.46617977|-10.8855893|8.492261628|15.90846721|0.873289814|295.8302846|29.94524142|0.0302745689999999|-67.68621352|1557.152554|19.96143955|1.0|1.0|1.0|1.0|3.13|0.17|-8.09|3.29|84.0|1.0|0.0|5.0|-3.55|-7.28|411.46|0.0|1.0|0.0002839999999999|0.1169999999999999|0.000109|0.0446|2.15|0.0|8.170000000000001e-09|-0.05615|4706.0|4.2145|676.53|294.18|509.0|263.46|0.41594|0.1666|-0.17324|2.3276|0.03747691|-1351.067237|123.0|6.9101|6.9101
12b_a50|0|1|1|0.0|0.0|7.927685046000001|1|1.397986833|-0.19841119|-0.002929899|1|0.034845679|-0.08032584|2.112397566|0.01164808|-0.101728189|10.94501743|-0.115659308|0.011790103|-0.168032508|-0.246831987|1|0.009081884|0.8718949979999999|0.660148928|1|-0.045602469|0.24516882|0.0214891|10.80329197|8.07905572|0.074083915|37.24447201|-0.0237482779999999|-0.926182858|-11.52561607|-11.93905701|33.72918462|0.430791247|-6.002164865|5.7232816060000005|10.05480253|0.756824707|214.5713436|20.82911679|0.027586169|-73.59089223|812.3355548|13.86849326|1.0|1.0|1.0|0.0|3.31|0.11|-5.49|3.42|48.53|0.0|0.0|2.0|-3.16|-6.44|313.36|1.0|1.0|0.000685|215.0|0.000144|45.0|2.5|0.0|3.22e-06|-0.02974|4.7089|3.9305|539.15|315.44|0.2425|263.3|0.6016199999999999|0.0777|-0.16451|4.0567|0.02307802|-1006.550688|4.74|5.3242|5.3242
30_a47|0|1|1|0.0|0.0|6.842683282|0|1.304327883|-0.069449687|-0.0092264759999999|2|0.038387534|0.013114301|1.192095911|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|-0.008325552|-0.035472095|-0.4370608039999999|2|-0.1340278869999999|0.913855507|0.651797437|1|-0.108232368|0.384732322|0.022747897|13.64937081|350.5257774|0.32103267|192.6285289|-0.0383202979999999|-1.609452527|-38.96726396|-22.9932445|78.59180109|0.4680850139999999|-13.79658605|6.886726437999999|12.94704346|0.879999675|192.3403721|33.84108731|0.028122734|-215.3470619|1421.325667|16.87442216|1.0|1.0|1.0|2.0|3.03|0.05|-7.24|3.93|98.72|1.0|0.0|5.0|-4.22|-6.95|396.81|0.0|1.0|6.05e-05|24.0|7.94e-05|0.0315|2.5|0.0|5.74e-08|-0.0564299999999999|3.7159|3.7159|615.85|333.66|0.3566|333.66|0.6944899999999999|0.3566|-0.1517|2.7493|0.0420327|-1695.9887|13.0|7.9|7.9
4R4l_a46|0|0|0|0.0|0.171853072|7.825245291|1|1.134637095|-0.058870177|-0.004736212|1|0.049498645|-0.067419714|0.0|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|0.006162668|0.0071939419999999|-0.3888343979999999|1|-0.001318857|0.762625193|0.7936534740000001|0|-0.090505744|0.208818132|0.007084496|3.844966512|177.33836430000002|0.103346328|56.0891211|-0.02989332|-1.524559305|-26.65896664|-16.223992300000003|52.96512128|0.4568839389999999|-8.805242402000001|5.669819400000001|10.43942503|0.8412270820000001|66.05102684|18.4720714|0.006401537|-410.6276419|942.0756413|3.474304058|1.0|1.0|1.0|1.0|3.92|0.36|-7.0|5.02|50.94|1.0|0.0|3.0|-5.28|-5.23|347.45|1.0|1.0|5.25e-06|0.00182|7.78e-06|0.0027|4.49|0.0|9.980000000000001e-08|-0.0212699999999999|4.6497|4.1152|584.44|301.29|0.1678|266.65|0.40548|0.0851|-0.17475|2.1973|0.02589231|-1092.544322|137.0|6.8633|6.8633
19l_a38|1|0|0|3.280796643|0.0|7.412764017000001|2|1.297043246|-0.086107169|-0.007360265|2|0.04391253|0.103904811|0.0|-0.001197042|-0.02967593|10.94917392|-0.032264281|0.000347207|-0.091460175|-0.4224000739999999|1|-0.032569307|0.89459881|0.700181525|0|-0.079681862|0.51306986|0.0219046379999999|14.19254029|133.9992534|0.200388811|129.8367176|-0.037359603|-2.017418574|-33.45088372|-24.20618316|65.82033039|0.430111845|-15.68376675|6.568874137999999|11.52660233|0.754730276|170.13821069999997|32.82593886|0.021129331|-307.64756780000005|1772.6006989999998|13.69020024|0.0|1.0|1.0|3.0|4.94|0.12|-7.28|3.09|81.23|2.0|0.0|6.0|-4.94|-6.39|427.48|0.0|1.0|1.15e-05|0.0049|1.89e-05|0.00807|3.55|0.0|5.27e-08|-0.0603299999999999|3.6709|3354.0|660.04|369.66|0.2883|337.75|0.69413|0.0233|-0.13977|6.5627|0.02856649|-1409.37001|14.0|7.8633|7.8633
9c_a31|1|0|0|3.410619646|0.0|7.765993078999999|1|0.610135804|0.031715924|-0.013082561|0|0.03482906|-0.0384827639999999|0.0|-0.003618466|-0.1047269419999999|10.311698300000002|-0.062737615|-0.000813398|-0.138799714|-0.546598398|0|-0.000533581|0.8856644770000001|0.770283733|0|-0.103325018|0.287455956|0.030296721|19.30758668|153.5739377|0.325309894|207.3144829|-0.035867334|-1.7933667130000002|-41.96335759|-22.85764436|85.15486955|0.4558841429999999|-14.56678943|8.188627935|15.04941978|0.837843885|209.8466636|34.07943198|0.024456662|-217.5897278|1703.9715989999995|15.58581614|1.0|1.0|1.0|2.0|3.66|0.35|-7.24|3.7|117.37|2.0|0.0|8.0|-5.23|-6.53|398.48|0.0|1.0|5.85e-06|0.00233|6.94e-05|0.0277|3.1|0.0|5.79e-08|-0.03249|3849.0|3849.0|691.3|322.12|0.2554|322.12|0.7007399999999999|0.2554|-0.15975|1.3617|0.04177078|-1617.9568470000002|0.42|6.3768|6.3768
14a_a22|0|0|0|0.0|0.0|6.842683282|0|1.4229176680000002|-0.136588366|-0.0050042229999999|2|0.038167849|0.021482585|1.614660505|0.005288335|-0.057308195|10.9464374|-0.015194063|0.005757758|-0.097476465|-0.360663314|2|-0.09744639|0.794858486|0.655865336|1|-0.062215607|0.490491034|0.021268761|14.49148204|93.21042936|0.135922381|92.61079081|-0.031338217|-1.629587269|-28.88288575|-21.35231162|56.88212098|0.446584227|-14.54840956|8.052850876|14.55117701|0.8069597009999999|203.8666248|30.46889826|0.021742777|-273.61731430000003|1584.38271|14.81445329|1.0|1.0|1.0|1.0|3.42|0.08|-9.21|4.31|85.59|1.0|0.0|6.0|-4.65|-6.61|420.47|0.0|1.0|2.25e-05|0.00945|2.1e-05|0.00881|3.18|0.0|6.1e-10|-0.06145|5.0653|3.5707|695.62|347.23|0.3051|244.77|0.45928|0.0578|-0.15029|4.9775|0.03539365|-1368.13858|38.0|7.4202|7.4202
12x_a36|1|0|0|3.494913155|0.0|7.412764017000001|2|0.629399587|-0.058295476|-0.007008724|2|0.041767677|0.021670322|0.0|0.00285431|-0.054184069|10.33556641|-0.023932402|0.003710345|-0.07550872|-0.4331246039999999|1|0.056034339|0.8792981679999999|0.855081905|0|-0.0737521679999999|0.3403819629999999|0.017625524|11.85578416|81.81168174|0.163597165|110.0434027|-0.036722107|-1.982993755|-33.36962015|-24.70107324|61.46507585|0.458792701|-16.61514211|8.770758009|16.20591229|0.847720832|150.09915149999998|31.79630645|0.016274369|-372.4502879|1717.000548|10.94693123|0.0|1.0|1.0|2.0|4.87|0.17|-7.05|2.61|94.5|1.0|0.0|6.0|-4.85|-6.64|427.52|0.0|0.0|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|3.19|0.0|8.95e-08|-0.05311|3.8776|3.7364|719.63|331.83|0.3901|319.74|0.6853600000000001|0.0199|-0.1517099999999999|5.6653|0.03331471|-1670.244307|7.0|8.1549|8.1549
13_a10|0|0|0|0.0|0.0|7.535296702|1|1.343837907|-0.059862024|-0.0057715859999999|2|0.038726287|-0.093280469|1.794073077|0.00384732|-0.002128014|10.9296146|-0.001592366|0.003791547|-0.017015286|-0.345108701|2|0.00746881|0.84680169|0.736686715|1|-0.094726989|0.4676169839999999|0.0122005|6.168030793|174.7319717|0.181972309|91.99711608|-0.030119651|-1.234905671|-24.21093442|-15.22715739|54.05778885|0.449563457|-7.698174391|5.069505473|9.209972585|0.816739845|144.338975|21.31179541|0.018979132|-216.8776303|873.7836118999999|9.595006108|1.0|1.0|1.0|1.0|3.02|0.15|-6.6|3.81|63.83|0.0|0.0|2.0|-3.76|-6.34|328.37|1.0|1.0|0.000176|0.0576|7.87e-05|0.0258|2.76|0.0|2.49e-07|-0.05022|5.8308|3.8419|550.83|322.72|0.3905|212.63|0.34881|0.1514|-0.15937|3.6904|0.0346535|-1065.732389|0.16|6.7959|6.7959
1j_a5|1|0|0|2.9426852410000004|0.0|6.605297921|0|1.427567371|-0.2031633169999999|-0.003981454|2|0.025987654|-0.115553003|0.0|0.00683534|-0.07622096|10.9487794|-0.032333695|0.006957291|-0.010807075|-0.2470489089999999|2|-0.084090414|0.848473695|0.717355058|0|-0.073803258|0.35883584|0.019690225|10.57633738|73.73338699|0.152836128|82.09385267|-0.027258236|-1.117587665|-21.29338752|-14.64139152|50.21875634|0.469085779|-7.86442482|7.328149934|13.80288876|0.883543443|205.997426|23.74961767|0.026739895|-125.1415813|973.7343247|14.36297201|1.0|1.0|1.0|1.0|2.76|0.05|-8.14|4.21|63.69|0.0|0.0|4.0|-4.03|-6.15|328.37|1.0|1.0|9.27e-05|0.0304|6.29e-05|0.0206|3.03|0.0|7.190000000000001e-09|-0.03832|4.4331|4.1205|572.47|300.89|0.5115|279.68|0.66182|0.1644|-0.16813|2.2503|0.03246499|-1065.723417|24.0|7.6198|7.6198
9_a4|0|0|0|0.0|0.0|7.535296702|1|1.300485838|-0.211556011|-0.00136737|2|0.040449735|-0.019160308|2.137757657|0.010709527|-0.091393763|10.92992723|-0.0454860859999999|0.009731833|-0.0475186259999999|-0.172904817|2|-0.151437311|0.861113198|0.58669472|1|-0.052625548|0.472497372|0.009037784|4.918284148|13.6577411|0.062897208|34.22811902|-0.025885299|-1.113067849|-15.58475436|-14.08655666|33.55665428|0.43745176|-7.665782805|5.744374392999999|10.21134541|0.777625327|112.7072422|17.76608225|0.010768243|-318.7769026|763.9415367|5.859985199|0.0|1.0|1.0|0.0|3.18|0.19|-8.16|5.07|43.6|2.0|0.0|2.0|-4.76|-5.56|360.84|1.0|1.0|1.73e-05|0.0062299999999999|7.06e-06|0.00255|4.14|0.0|6.9e-09|-0.05256|4.7284|4.0137|586.24|308.91|0.1217|262.21|0.5182100000000001|0.0584|-0.16948|4.4343|0.02116575|-1489.41872|48.0|7.3188|7.3188
12c_a36|1|0|0|3.447900368|0.0|7.412764017000001|2|1.29696741|-0.087096843|-0.007667703|2|0.040899471|0.085843909|0.0|0.0005016269999999|-0.0621599059999999|10.95982545|-0.056994595|0.0010871589999999|-0.103922055|-0.4423430339999999|1|-0.033217921|0.8741648479999999|0.8065052890000001|0|-0.073370864|0.462597812|0.019582215|12.5779546|60.79111287|0.159266488|102.2992907|-0.038024893|-1.901244658|-30.27053327|-24.42396797|59.70517794|0.473610011|-15.68788659|6.772454418|12.86584957|0.899732176|157.3609748|32.34920911|0.019278991|-327.5932797|1617.460455|12.38318928|0.0|1.0|0.0|2.0|4.74|0.14|-7.18|2.54|69.2|1.0|0.0|5.0|-4.44|-6.49|415.88|1.0|1.0|3.64e-05|0.0151|2.55e-05|0.0106|3.31|0.0|6.65e-08|-0.04992|3.8436|3.8436|672.74|322.58|0.3927|322.58|0.68913|0.3927|-0.15835|4.9812|0.02977602|-1692.3713309999998|9.0|8.0458|8.0458
3k_a32|1|1|1|3.644417045|0.0|7.97831097|0|0.609420759|-0.001009768|-0.005745086|0|0.0381981979999999|-0.047167919|2.256213388|0.001221534|-0.0902541999999999|10.31100271|-0.077097565|0.002509816|-0.050938823|-0.5265375529999999|0|-0.127713677|0.8306695270000001|0.7681279190000001|1|-0.0711378679999999|0.31016741|0.0123637989999999|6.970844822|80.0971996|0.122251759|68.92687468|-0.029575784|-1.271758703|-22.61349991|-16.67514938|47.07915023|0.472646737|-9.40163104|6.153598893|11.6688363|0.89626209|123.7157466|21.36272325|0.012327787|-316.3794102|918.5970998|6.9505405620000005|1.0|1.0|1.0|1.0|3.47|0.32|-7.23|5.78|110.94|2.0|0.0|3.0|-7.04|-5.01|366.5|0.0|1.0|9.16e-08|3.3600000000000004e-05|2.47e-06|0.000904|4.97|0.0|5.86e-08|-0.05321|3.5363|3.5363|611.65|350.6|0.3082|350.6|0.70268|0.3082|-0.14667|3.2233|0.02654958|-1750.0122420000002|9.0|8.0605|8.0605
16h_a32|1|1|1|3.340888605|0.0|7.765993078999999|0|0.609420754|0.217139852|-0.015656019|0|0.039958333|-0.069213021|2.075726759|-0.0048042729999999|0.061727488|10.31100268|-0.022634676|-0.002310082|-0.123297852|-0.71364354|0|-0.003188883|0.881181048|0.7619492790000001|1|-0.081151869|0.44308098|0.02096013|13.31708433|70.02855767|0.200808492|127.5843068|-0.038765425|-1.821974989|-32.75886858|-24.62973479|64.87717961|0.459750275|-15.6485794|6.710057805|12.42028916|0.850995852|167.7935207|33.46862873|0.020432929|-299.7661014|1573.02555|12.98212548|0.0|1.0|1.0|2.0|3.61|0.26|-7.0|4.6|149.27|2.0|1.0|7.0|-6.48|-6.22|413.52|0.0|1.0|3.28e-07|0.000136|1.7800000000000002e-05|0.0073599999999999|3.66|0.0|9.89e-08|-0.05028|3.6182|3.6182|679.82|342.67|0.2914|342.67|0.70219|0.2914|-0.14972|3516.0|0.02818755|-1955.832545|9.0|8.0655|8.0655
17a_a6|1|0|0|3.3685510360000004|0.0|7.412764017000001|1|1.424257628|0.101940358|-0.012704951|1|0.041767677|0.04129257|0.0|-0.00460563|0.078798543|10.94948984|-0.060774312|-0.00194781|-0.10896749|-0.5624663560000001|1|0.08716369|0.8299950709999999|0.8013954109999999|0|-0.096082495|0.350977745|0.031147305|20.43213226|157.13173490000003|0.2469173469999999|161.9738174|-0.041567592|-2.078379577|-41.34573382|-27.26767299|83.46070738|0.483320982|-17.887155899999996|8.337470517|16.13665395|0.935437602|149.60699319999998|35.323795000000004|0.019808023|-356.769966|1766.18975|12.99374518|1.0|1.0|1.0|2.0|3.52|0.12|-9.01|4.32|95.85|2.0|0.0|5.0|-5.81|-5.89|409.44|0.0|1.0|1.56e-06|0.000637|6.69e-06|0.00274|4.09|0.0|9.77e-10|-0.05753|3.5421|2.9753|696.96|416.71|0.3933|350.03|0.69627|0.0101|-0.12425|4.1627|0.02379552|-1349.892285|24.0|7.6198|7.6198
3_a4|0|0|0|0.0|0.0|7.535296702|1|1.343866299|-0.241609351|-0.001141383|2|0.033760684|-0.07806942|2.180369373|0.011825591|-0.010537082|10.92992985|0.050638298|0.011276682|-0.048796855|-0.133874898|2|-0.0862461019999999|0.8367373309999999|0.623172012|1|-0.052578183|0.462670692|0.010568144|5.133610255|12.23442244|0.080195284|38.95587796|-0.024645574|-0.985822953|-12.40663231|-11.97190059|30.67413075|0.430553837|-5.815502811|4.832514477|8.486341272999999|0.7560922609999999|136.1652785|16.63485592|0.015358792|-213.4321476|665.3942366|7.460728516|1.0|1.0|1.0|0.0|2.99|0.15|-7.19|4.11|43.6|0.0|0.0|2.0|-3.7|-5.99|312.37|1.0|1.0|0.000198|0.0617|5.520000000000001e-05|0.0173|3.12|0.0|6.49e-08|-0.04964|4.9088|4.0639|535.44|305.09|0.1415|252.57|0.58445|0.0871|-0.17005|2681.0|0.024645265|-990.514888|104.0|6983.0|6983.0
7c_a10|0|0|0|0.0|0.0|7.535296702|1|1.343178184|-0.152261681|-0.00375251|2|0.039433962|-0.1122332619999999|1.798334646|0.01006918|-0.033792245|10.92926158|-0.066271289|0.0107756969999999|-0.12177839|-0.215874011|2|-0.087063341|0.84177174|0.6952665379999999|1|-0.05074318|0.487148112|0.027436939|16.04055193|87.99694927|0.093723511|54.79389751|-0.0223398779999999|-1.139333798|-17.34382833|-13.06063972|45.70671102|0.4675549639999999|-7.635686595|6.703148323|12.58937144|0.8781281320000001|276.93712|24.81565867|0.0269852389999999|-30.75918962|1265.598592|15.7764728|1.0|1.0|1.0|0.0|3.48|0.26|-7.78|4.43|62.06|1.0|0.0|4.0|-4.44|-6.2|386.45|1.0|1.0|3.59e-05|0.0139|2.05e-05|0.00793|3.46|0.0|1.66e-08|-0.04004|5.4267|3.8357|635.47|323.24|0.4049|228.47|0.41348|0.0921|-0.16055|3.9465|0.02659395|-1258.801509|3.81|5.4191|5.4191
13_a47|1|1|1|2.920663104|0.0|6.605297921|0|1.417757826|-0.174238791|-0.0049262279999999|2|0.036632997|-0.047120094|1.5940801480000002|-0.00105415|0.003874205|10.9452934|0.038682232|-0.000211465|-0.0101047869999999|-0.316563793|2|0.030290722|0.8582665429999999|0.626280497|1|-0.081148294|0.244975411|0.017736598|9.13564442|63.12660940000001|0.2183244369999999|112.453046|-0.032468557|-1.23380515|-21.52866736|-16.72368034|50.9329486|0.472007922|-8.613918003|7.038683428|13.33103985|0.8939678120000001|160.5682509|24.29844849|0.023284817|-193.936606|923.3410426|11.99338291|1.0|1.0|1.0|2.0|2.9|0.06|-7.9|4.63|66.49|0.0|0.0|3.0|-4.24|-6.0|319.34|1.0|1.0|5.79e-05|0.0185|5.41e-05|0.0173|3.17|0.0|1.26e-08|-0.05465|4.0302|4.0302|542.62|307.63|0.3382|307.63|0.67466|0.3382|-166.0|3.5455|0.03639189|-1067.71601|16.0|7.8|7.8
IN1166_a11|1|0|0|3.433539068|0.0|6.842683282|0|1.429020445|-0.089778965|-0.006882528|2|0.044021739|0.018376555|1.643912856|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|-0.001446486|-0.126749697|-0.462344944|2|0.102257199|0.827254552|0.790249345|1|-0.073965061|0.551933595|0.0200246639999999|13.82641888|112.0066065|0.136726441|94.40543077|-0.031642539|-1.6137695069999998|-35.26269962|-21.84820685|64.89703387|0.463497159|-15.08551944|6.777827685|12.63334911|0.8639230290000001|211.0745642|31.46783535|0.021531291|-268.3203251|1604.859603|14.86669859|1.0|1.0|1.0|2.0|3.51|0.08|-10.18|4.53|103.17|1.0|0.0|5.0|-5.11|-6.52|417.47|0.0|1.0|7.74e-06|0.00323|1.65e-05|0.00688|3.27|0.0|6.59e-11|-0.07275|4.9857|3.2827|704.48|377.7|0.3425|248.68|0.4358399999999999|0.1239|-0.13823|3365.0|0.04189898|-1347.073528|12.0|7.9318|7.9318
10_a4|0|0|0|0.0|0.0|7.535296702|1|1.343863662|-0.180140166|-0.002959121|2|0.038699764|0.00941601|2.149387791|0.01107733|-0.122141977|10.92992762|-0.090413559|0.011142889|-0.083887216|-0.241683916|2|-0.120059574|0.861225169|0.6799081490000001|1|-0.051015897|0.43000216|0.014582852|8.440134933|39.48408698|0.078346981|45.34497624|-0.027007048|-1.350352423|-17.08910641|-15.63090193|37.96666686|0.4858700179999999|-9.046715915|5.759414166|11.20225306|0.945033425|147.85886159999998|20.99433004|0.014040792|-283.0534799|1049.716502|8.126406226|1.0|1.0|1.0|0.0|3.46|0.26|-8.07|4.81|52.83|2.0|0.0|4.0|-4.66|-5.83|370.45|1.0|1.0|2.21e-05|0.00818|1.4e-05|0.00519|3.85|0.0|8.51e-09|-0.04689|4.9674|3.6465|619.99|340.01|0.1792|249.6|0.4662|0.0176|-0.15561|1.4517|0.02232068|-1183.602045|88.0|7.0555|7.0555
8g_a12|1|1|1|2.897921027|0.0|6.580639137|1|1.28383574|0.10205033|-0.0084227909999999|2|0.038347953|-0.038463841|1.714060666|0.005898773|-0.094550033|10.95472263|-0.040257632|0.005405355|0.068559367|-0.532504083|1|-0.04981165|0.80546986|0.7714487940000001|1|-0.076856227|0.274352085|0.008910823|4.915102972|84.95000993|0.142374631|78.53214058|-0.042752517|-1.881110729|-23.38345638|-23.58177591|47.30807670000001|0.463772637|-13.00742505|6.882798206|12.83559677|0.864880588|54.23932676|26.15353224|0.007890315|-443.109365|1150.7554189999998|4.352203029|1.0|1.0|1.0|2.0|4.07|0.1|-8.0|2.07|78.85|1.0|0.0|3.0|-4.38|-6.28|353.38|0.0|0.0|4.15e-05|0.0146|4.61e-05|0.0163|3.06|0.0|9.98e-09|-0.06432|4.2057|3731.0|590.93|332.31|0.3786|294.8|462.0|0.1601|-0.1520099999999999|2.9986|0.03954539|-1154.173831|3715.0|5.43|5.43
EW7203_a60|0|0|0|0.0|0.0|7.412764017000001|2|0.604984431|0.025672274|-0.00698487|2|0.041767677|-0.092774356|0.0|0.003099827|0.03824498|10.31162855|-0.051413084|0.0036417359999999|-0.049287858|-0.458129101|1|0.002441966|0.8839272779999999|0.760234689|0|-0.076068195|0.345488097|0.020156795|13.03554647|80.48638339|0.113924842|73.67602619|-0.036566012|-1.828300603|-31.81402579|-23.64750675|62.22940284|0.497298165|-15.29301513|8.310125852|16.53092404|0.989250745|150.7881632|30.83771958|0.01793256|-345.1309687|1541.885979|11.59711747|0.0|1.0|1.0|2.0|4.75|0.13|-6.7|2.6|117.47|2.0|0.0|5.0|-5.74|-6.35|425.51|0.0|0.0|1.81e-06|0.000768|1.53e-05|0.0065|3.59|0.0|2e-07|-0.06188|5.0166|3.5192|678.83|352.3|0.2385|247.15|0.40883|0.0448|-0.1446599999999999|1.7676|0.03203878|-1667.848192|9.0|8.0334|8.0334
