molecula|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|GeomRadius|GRAV|WNSA2|DPSA4|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
10_a32|1|3.294952523|0.0|0|7.765993078999999|0|0|0.6094207629999999|0.153272514|-0.016404762|-0.087497559|0|2.067772926|-0.771023817|-0.0064007569999999|-0.028431775|10.31100271|3|-0.00369116|-0.03673326|-0.1260956869999999|0|0.809370315|0.8607827790000001|0.012125768|0.915639476|1|0.7622839570000001|-0.088310158|-54.55170955|-75.59866726|15.91131724|146.8439966|-0.038939628|52.24660367|0.6946347429999999|-33.69815077|91.10767604|-24.0541214|70.46302679|0.449853016|-1058.381342|2980.525719|-14.85891856|7.079344111|5842.926058|-653.7924168|34.62844557|1523.651605|513.9156315|1.0|0.0|1.0|1.0|2.0|3.56|3.12|0.22|-6.99|5.64|4.21|0.88|0.0|1.0|27.0|5.0|-6.44|1.0|0.0|-4.41|3.89e-05|0.0155|3.23|0.0|-0.05434|3.6441|4.12|3.6441|-1916.668776|-1916.631761|654.7|1086.09|0.2983|533.89|-1916.460049|0.2983|-0.15088|2.4919|-0.2052199999999999|3.2297|7.0|8.1427
4h_a46|0|0.0|0.090767245|1|7.825245291|1|1|0.3002050539999999|0.128214845|-0.005778576|-0.346835467|2|0.0|-0.404500343|-0.0008161889999999|-0.021951549|10.31928028|1|0.003087227|-0.0932537609999999|-0.030014575|2|0.739180305|0.7543177040000001|0.075704004|0.7955809979999999|0|0.767244275|-0.083155747|-65.24476749|-65.90523417|7.900037181|182.6222935|-0.0305445539999999|19.09455432|0.805506105|-51.19164773|74.99848132|-23.9655397|73.14480467|0.4866209529999999|-1581.72562|3180.526173|-18.803584|8.138240742999999|7808.347937|-1241.036544|29.75215152|1963642.0|1021.999374|1.0|0.0|1.0|1.0|2.0|4.63|2.99|0.3|-9.2|3.46|6.18|2.27|0.0|1.0|36.0|6.0|-6.38|1.0|0.0|-5.69|2.06e-06|0.00104|4.21|1.0|-0.0389199999999999|4.2444|8.5|4.18|-1923.926093|-1923.878801|792.61|1397.46|0.5451|682.14|-1923.543349|291.0|-0.1711599999999999|1.7601|-0.21008|2.9086|229.0|6.6402
8j_a46|0|0.0|0.214753401|1|7.727094485|1|1|1.160371125|-0.13040237|-0.0017688329999999|-0.008523199|2|0.0|-0.081366324|0.011852046|-0.174853546|10.96391738|1|0.0108603019999999|-0.204674804|-0.084266433|2|0.645146311|0.789844634|-0.223292257|0.837678812|0|0.934648421|-0.054707287|-29.38737046|-37.04976799|4.658562801|35.10521457|-0.02566383|64.83187221|0.822112519|-15.7861518|41.80044861|-13.78596018|34.04593326|0.427798746|-592.7962878|1888.679875|-7.405468973|5.617748211|4759.107832|-318.43516580000005|16.76894569|721.0646647000001|453.1959065|1.0|0.0|1.0|1.0|0.0|3.23|3.25|0.32|-7.26|4.71|4.55|2.62|1.0|1.0|24.0|3.0|-5.55|0.0|1.0|-4.83|1.47e-05|0.00497|3.97|0.0|-0.04068|4.9636|3.78|4.4107|-1414.53151|-1414.50743|576.48|978.4|0.1728|493.89|-1414.349865|0.1427|-0.18531|5.2361|-0.22599|6.4463|1228.0|5.9108
11d_a31|0|3.39688681|0.0|0|7.765993078999999|1|1|0.610136352|0.064475882|-0.017317263|-0.116385886|0|0.0|-0.848545873|-0.009496378|-0.092360393|10.31169874|2|-0.006496772|0.026806221|-0.096447723|0|0.819298311|0.822077662|-0.057505249|0.868115289|0|0.585212816|-0.134031221|-82.05480081|-82.06512842|21.07078977|253.9354598|-0.040797245|91.25756269|0.6817705409999999|-50.23449218|98.8237718|-24.97634343|103.1255906|0.4816588089999999|-1148.911798|2039.207676|-15.29068277|7.885647873|5420.356537|-703.3714074|36.63453013|1685.188386|505.4234462|1.0|1.0|1.0|1.0|2.0|3.6|2.83|0.32|-6.23|5.43|4.03|1.26|0.0|1.0|27.0|6.0|-6.4|0.0|0.0|-4.2|6.26e-05|0.0241|3.17|0.0|-0.03404|3.8009|4.87|3.8009|-1598.7152199999998|-1598.671315|650.64|1077.69|0.2642|551.86|-1598.4848980000002|0.2642|-0.15822|3.1919|-0.19226|4.6622|0.03|7.5229
14a_a3|0|0.0|0.0|0|6.823286122000001|0|0|0.6050202020000001|0.111575338|-0.009312773|-0.1160619169999999|3|1.772745969|-0.363198151|-0.00603969|-0.039177314|10.3116301|1|-0.004161699|-0.267665193|-0.050943323|3|0.882394075|0.7574238740000001|0.164994144|0.822587422|1|0.790894937|-0.091731577|-45.12132248|-46.53709886|6.904918591|102.8554977|-0.036792719|83.70773843|0.7608768779999999|-22.1944701|55.84414456|-18.09776067|52.02624107|0.481997259|-651.519384|1186.412113|-8.902004327|5.308770254|4716.423352000001|-320.4721558|23.78539971|856.2743893999999|358.3503513|0.0|1.0|1.0|1.0|1.0|3.27|2.2|0.06|-6.89|4.28|3.71|1.04|0.0|1.0|23.0|4.0|-6.42|0.0|0.0|-3.99|0.000103|0.0327|2.58|0.0|-0.06736|3.2363|2.44|3.2363|-1327.513792|-1327.485188|528.91|822.33|0.4524|373.85|-1327.354384|0.4524|-0.1321|3.5358|-0.19946|4.6689|0.03|7.5229
4q_a46|0|0.0|0.09591943|1|7.832410927000001|1|1|1.131262631|-0.2520920439999999|-0.001250008|0.004704245|2|0.0|-0.066250447|0.012173202|-0.155661124|10.96363644|1|0.012222698|-0.019471024|-0.1214838219999999|2|0.716317772|0.807871283|-0.15266708|0.848935944|0|0.913550004|-0.052170875|-29.12008262|-39.09149156|8.099124333999999|48.25357162|-0.021010627|72.14599138|0.61955726|-16.25388148|49.37907349|-11.72744747|37.21920695|0.487775649|-586.3723734|1491.412605|-6.545879136|6.038093227999999|4992.497361|-327.2939568|18.92875482|946.4377411|554.3688216|1.0|1.0|1.0|1.0|0.0|3.95|3.16|0.38|-6.94|4.09|4.09|1.75|0.0|1.0|26.0|4.0|-6.54|0.0|1.0|-3.89|0.000129|0.0449|2.65|0.0|-0.03042|4.5296|2.57|4.5296|-1108.751283|-1108.729426|606.7333|1043.05|0.1432|510.13|-1108.511662|0.1432|-0.1903|2.7026|-0.2207199999999999|3.2968|743.0|6129.0
12ar_a36|0|3.46014932|0.0|0|7.412764017000001|2|2|1.297042582|-0.064363806|-0.007046017|0.000258844|2|0.0|-0.40866901|0.000939229|-0.1073795209999999|10.95407427|1|0.002112069|0.145909555|-0.096853381|1|0.86559137|0.8371588959999999|-0.017348015|0.89459881|0|0.8365428659999999|-0.080760277|-54.80317647|-66.9989409|15.19305207|110.9204982|-0.0347392029999999|0.0|0.705591187|-37.18892821|82.17472548|-23.57370143|69.99622854|0.4743067589999999|-1272.979877|2404.999137|-15.99689556|8.770514183|6155.432771|-863.83236|33.4098581|1804.132337|708.5476357999999|1.0|0.0|1.0|0.0|2.0|4.86|0.0|0.17|-7.05|3.14|1.95|1.59|0.0|1.0|32.0|5.0|-7.21|0.0|0.0|-3.91|0.000122|0.0515|2.33|0.0|-0.0566|5225.0|3.23|3.8489|-1364.511244|-1364.467971|717.19|1211.1|0.5586|580.53|-1364.235126|0.2372|-0.15631|6.4688|-0.21291|8.7322|25.0|7.6021
1g_a5|0|2.942391606|0.0|0|6.605297921|0|0|1.4275159730000002|-0.203595168|-0.003919036|-0.010620031|2|0.0|-0.172437603|0.00683534|-0.132678208|10.94875199|1|0.006957291|-0.019057802|-0.010807075|2|0.74740095|0.7778380309999999|0.030722968|0.8393686990000001|0|0.8659209659999999|-0.070108797|-37.59983870000001|-39.8807456|10.9506874|71.90752413|-0.027205531|0.589719781|0.61393343|-20.16505667|54.34919851|-14.59051668|48.55052611|0.4713154089999999|-598.211184|832.7655896000001|-7.824996219|7.312498266|4639.260975|-320.82484500000004|23.76563316|974.3909596|422.96706330000006|1.0|1.0|1.0|1.0|1.0|2.79|2.12|0.05|-8.14|4.5|4.21|1.57|0.0|1.0|25.0|4.0|-6.15|0.0|1.0|-4.2|6.29e-05|0.0206|3.03|0.0|-0.0393|4.7822|2.61|4.1733|-1065.846194|-1065.818889|572.15|961.17|0.1769|448.93|-1065.675316|0.0504|-0.17042|3.4883|-0.20972|5.2707|115.0|6.9393
5d_a40|0|0.0|0.0|1|8.149890544|0|1|0.6049133329999999|-0.071479892|-0.005662681|0.0418378229999999|0|0.716041667|-0.1868684619999999|0.007200253|0.2078052269999999|10.31198333|2|0.006642869|-0.259985037|-0.0038660009999999|0|0.496945486|0.8092726020000001|0.145024458|0.877722972|1|0.754010052|-0.086193996|-39.55506228|-43.26473143|10.10860823|112.88660690000002|-0.0377110779999999|53.85026982|0.8111805740000001|-18.15211073|49.97858532|-17.30589257|49.66367051|0.479931934|-519.1767771000001|511.3769101|-7.94180214|6.288958592999999|4051.712713|-238.2540642|21.3342049|640.0261471|243.4287716|1.0|0.0|0.0|0.0|0.0|3.02|2.56|0.21|-4.32|4.08|3.64|2.25|1.0|2.0|20.0|4.0|-5.94|0.0|1.0|-3.82|0.000152|0.0436|2.98|0.0|-0.06796|3.7374|4.61|3.7374|-1276.833831|-1276.817151|473.48|765.69|0.4493|365.74|-1276.751174|0.4493|-0.14851|7.0422|-0.2164699999999999|9.2439|19.0|7.7212
7l_a46|0|0.0|0.256706467|1|7.727094485|1|1|1.160371354|-0.2644255789999999|-0.00090473|0.017668261|2|0.0|-0.038903382|0.013150047|-0.074511843|10.9642261|1|0.0125870169999999|-0.331246137|-0.087877164|2|0.659888413|0.7746144629999999|-0.1237456669999999|0.825629852|0|0.907148114|-0.0565894359999999|-27.30136533|-30.34397256|5.5935102720000005|44.79605077|-0.022013621|51.39110437|0.67467081|-13.17144326|38.22273917|-10.620390400000002|32.8948756|0.46327253|-424.8156159|1246.417766|-5.1237682730000005|5.273701985|4046.614178|-204.9507309|15.74158869|629.6635476|375.721552|1.0|1.0|1.0|1.0|0.0|3.04|2.64|0.28|-6.29|3.59|3.59|1.89|0.0|1.0|22.0|3.0|-6.22|0.0|1.0|-3.72|0.0001889999999999|0.0548|2.61|0.0|-0.03324|4.5464|2.42|4.5464|-915.6081232|-915.5830363|517.29|879.87|0.2024|414.82|-915.446686|0.2024|-0.18993|3.3119|-0.2231699999999999|3.9009|1.94|5.7122
16b_a32|1|3.2902303|0.0|0|7.765993078999999|0|0|0.2980105389999999|0.0873104119999999|-0.008469352|-0.3723824429999999|0|2.033356859|-0.423467596|-0.008277865|-0.018753196|10.31100078|3|-0.00180101|-0.023602065|-0.1202046419999999|0|0.745820612|0.852956281|0.056127969|0.907055332|1|0.7465375040000001|-0.088716278|-56.84546999|-69.39772428|10.12961779|162.40756509999997|-0.0345657579999999|9.827907321|0.7476362679999999|-36.42406481|80.37824892|-22.14820988|66.97508778|0.414997448|-1040.965864|3264.235184|-14.19159402|6.466656381|6612.089615999999|-667.0049190000001|29.62431176|1392.342653|597.8890744|1.0|0.0|1.0|1.0|2.0|3.71|2.48|0.28|-7.6|5.4|4.88|0.41|0.0|1.0|28.0|6.0|-6.72|1.0|0.0|-4.55|2.84e-05|0.0123|3.14|0.0|-0.05946|3.6211|6.37|3.6211|-2315.990437|-2315.951437|676.92|1137.73|0.2849|567.01|-2315.757928|0.2849|-0.14995|4.4055|-0.2094099999999999|7.0093|17.0|7.7696
17_a15|0|0.0|0.0|0|0.0|0|0|1.43568899|-0.046866421|-0.0071363569999999|-0.071708785|2|0.0|-0.442454151|0.0016674189999999|-0.032903349|10.9544604|0|0.0032452509999999|-0.052628162|-0.170008473|2|0.769376831|0.721188086|0.001376853|0.76362781|0|0.880459235|-0.052869016|-40.50376584|-61.17023228|9.875456386|91.58201681|-0.027065991|58.47512431|0.653207369|-31.03055741|77.82445248|-20.73567196|50.37922222|0.474165158|-1223.4046460000002|2104.883413|-15.88591693|7.967418828|6352.266784|-937.2690986|31.74439379|1872.919233|822.8625688|1.0|1.0|1.0|1.0|1.0|3.63|3.99|0.15|-9.72|4.89|6.0|2.53|0.0|1.0|33.0|4.0|-5.58|1.0|0.0|-5.65|2.26e-06|0.00099|4.78|0.0|-0.03936|4.1461|6.89|3.8006|-1413.897695|-1413.857182|752.08|1298.37|0.7247|663.81|-1413.559128|0.0377|-0.15573|5.1268|-0.19509|7.1743|12.0|7.9208
7c_a8|0|3.17138259|0.0|1|7.05012252|0|0|1.400027586|-0.244222944|-0.007509694|-0.025233184|1|0.0|-0.382994379|0.00325576|-0.0450662909999999|10.94670214|1|0.004301963|0.079425146|-0.047874|1|0.718994164|0.740795639|0.0092411059999999|0.795846675|0|0.848923958|-0.080277893|-50.34151168|-56.2991566|19.18974586|94.73836511|-0.03366688|75.43825735|0.626902145|-31.56868845|76.40286308|-21.11218373|69.53125754|0.492823119|-1013.384819|2162.326414|-13.23925183|7.700542366|6013.168519|-635.4840877|33.67700028|1616.4960130000002|572.8089095|0.0|1.0|0.0|1.0|1.0|3.44|3.1|0.09|-7.76|4.22|3.78|1.82|0.0|1.0|30.0|5.0|-6.34|0.0|0.0|-4.67|2.14e-05|0.00851|3.37|0.0|-0.07472|4.6061|5.01|3.1406|-1331.8206369999998|-1331.793312|662.05|1116.53|275.0|579.97|-1331.567632|0.1779|-0.1318599999999999|12.0073|-0.20658|15.7056|18.59|4.7307
4p_a46|0|0.0|0.122217892|1|7.825245291|1|1|1.134636977|-0.060700883|-0.004413243|-0.038295755|0|0.0|-0.233901882|0.005152176|-0.205494852|10.93681929|1|0.004453195|-0.251219946|0.066453878|0|0.7471162309999999|0.747019097|-0.078703563|0.7911509609999999|0|0.905966489|-0.0997229069999999|-56.55658053|-47.22779946|4.195717966|53.32991189|-0.029978645|0.0|0.87420565|-32.07534663|51.05047787|-17.00200781|60.7522985|0.423511708|-850.1003902999998|2219.4587530000003|-9.642472876|5.828038618|5167.091582|-482.1236438|19.44852199|972.4260993|585.8536976|1.0|0.0|1.0|0.0|1.0|3.89|3.2|0.3|-7.05|4.85|5.25|3.2|0.0|1.0|27.0|3.0|-5.09|0.0|1.0|-5.4|4.03e-06|0.00144|4.77|0.0|-0.0393|5.4796|4.89|3.9958|-1129.65844|-1129.618646|598.19|1058.54|0.2363|537.47|-1129.3914619999998|0.0763|-0.16819|3.6961|-0.20749|5.3996|341.0|6.4672
8_a27|0|2.599100867|0.0|1|6.605297921|0|0|1.406757715|0.188762686|-0.008444078|-0.077396262|2|1.21499748|-0.329319041|0.0040883959999999|0.093450172|10.93783465|1|0.004801929|-0.24946295|-0.106814855|2|0.6812785379999999|0.8000360390000001|0.141900468|0.8688656459999999|1|0.776384028|-0.078709803|-37.50265703|-43.96130162|10.41179748|106.5457267|-0.035880862|61.18801154|0.751701834|-17.86879446|53.20197882|-17.09606174|47.91445451|0.479730655|-615.4582227000001|989.0070768|-8.145716531|5.016799703|4522.989286999999|-293.2457951|22.74314225|818.753121|326.3351007|0.0|0.0|0.0|0.0|1.0|2.79|2.28|0.06|-6.28|2.98|2.48|2.19|0.0|1.0|23.0|4.0|-6.73|0.0|1.0|-3.52|0.000299|0.0907|2.0|0.0|-0.05015|4.1276|3.96|4.1276|-1004.515654|-1004.489001|507.76|848.58|0.2336|374.88|-1004.385302|0.2336|-0.16958|3.0415|-0.21973|4.2899|6.0|8.2218
28_a20|0|0.0|0.0|1|6.842683282|0|0|1.417203216|-0.013841559|-0.006492092|-0.114439513|3|1.650185059|-0.363557127|0.002234763|0.0313932529999999|10.94963925|1|0.002695258|0.155263557|-0.016955137|3|0.715067047|0.755701837|-0.104458316|0.812553182|1|0.7817507370000001|-0.086299346|-57.59898971|-60.85602167|9.799649234|145.66665480000003|-0.035068957|88.39175809|0.773641727|-38.44343857|71.98460956|-23.40616218|67.39863895|0.468838001|-1217.120433|2449.815677|-15.62203369|7.587188177000001|6348.941881000001|-812.3457521|30.25452396|1573.2352460000002|684.5377542|0.0|1.0|1.0|1.0|1.0|3.45|2.86|0.08|-8.8|3.93|4.01|1.73|0.0|1.0|32.0|5.0|-6.96|0.0|0.0|-4.43|3.72e-05|0.0156|2.68|0.0|-0.06242|4.7905|4.64|3.5798|-1368.363151|-1368.32781|704.42|1198.32|0.2354|531.85|-1368.085242|0.0153|-0.15572|3.5284|-0.21814|4.7428|255.0|6.5935
19_a47|1|0.0|0.0|1|6.842683282|0|0|1.402889494|-0.038804671|-0.00973456|-0.227538423|2|1.174354482|-0.4380552029999999|-0.013020816|-0.064557784|10.95058274|1|-0.010153352|0.074201869|-0.046265509|2|0.635684951|0.823945134|-0.024256505|0.8873627890000001|1|0.639642891|-0.105205489|-58.28861174|-57.87554797|14.85167037|199.6541807|-0.037307124|66.13355777|0.637832605|-32.2945343|76.13237258|-20.66983856|73.14028211|0.463378097|-868.1332196000001|1238.799875|-11.45202794|7.06969105|5846.960345|-480.9851737|32.40636867|1361.067484|428.5826478|0.0|1.0|1.0|1.0|2.0|3.13|1.72|0.05|-6.92|2.49|3.84|1.67|0.0|1.0|28.0|6.0|-7.22|0.0|0.0|-3.66|0.000217|0.0824|1.97|0.0|-0.05326|3.8423|3.51|3.8423|-1335.75742|-1335.725639|571.23|974.59|0.3243|412.31|-1335.580357|0.3243|-0.15845|5.1151|-0.2117099999999999|6.3247|0.05|7.3
5_a18 (BIBF0775)|0|0.0|0.0|0|7.03438793|2|2|1.251175715|0.0160123|-0.005220163|-0.015946718|1|0.0|-0.391512249|0.002526619|0.0002403959999999|10.94702058|0|0.0036739159999999|-0.054916741|-0.144352593|0|0.7140745620000001|0.7395978390000001|-0.001626287|0.774859029|0|0.8432358679999999|-0.068989967|-52.09190866|-59.08151918|6.418873637000001|118.3671077|-0.029755876|50.25564119|0.8159410579999999|-39.33277643|67.25977848|-22.46761997|58.5107823|0.483962172|-1595.201018|1645.395714|-16.96451322|9.798677372|7221.114573000001|-1204.480438|27.535837|1955.044427|1140.896548|0.0|1.0|1.0|1.0|2.0|4.42|0.0|0.32|-9.21|4.09|3.69|3.52|1.0|1.0|37.0|3.0|-5.96|0.0|1.0|-5.72|1.91e-06|0.000946|4.73|0.0|-0.04938|3.2027|8.45|3.2027|-1572.313227|-1572.290174|817.02|1446.02|0.4825|691.68|-1571.843719|0.4825|-0.13154|2.3389|-0.18092|2.8009|34.0|7.4685
18c_a22|0|0.0|0.0|1|6.842683282|0|0|1.194229067|-0.191807441|-0.003749104|0.013131848|2|1.642882533|-0.213698903|0.005449965|0.009519672|10.31286086|1|0.005597023|-0.081550274|-0.078828791|2|0.7290394929999999|0.7669483559999999|-0.032031791|0.8287956870000001|1|0.931073539|-0.057956428|-40.094865000000006|-52.84635017|13.72808419|47.68404831|-0.028825841|15.22791009|0.682690024|-27.73804808|67.73280290000001|-19.94201893|53.82294919|0.4777430589999999|-1056.927003|2574.178324|-13.79609783|7.332936064|7101.057047|-731.1931848999999|29.21094233|1548.179944|779.8043336000001|1.0|1.0|1.0|1.0|1.0|3.56|3.3|0.08|-9.46|5.36|4.98|1.47|1.0|1.0|34.0|5.0|-6.63|0.0|0.0|-5.1|7.98e-06|0.0036799999999999|3.5|0.0|-0.07207|5655.0|3.5|3.7222|-1783.562578|-1783.5397829999995|707.08|1249.84|0.2996|583.88|-1783.277296|0.0817|-0.15158|1.2938|-0.22365|1.0733|26.0|7585.0
47g_a18|0|0.0|0.0|0|7.03438793|1|1|1.251175676|-0.005500039|-0.005817448|-0.034211867|0|0.0|-0.477030713|0.0036509859999999|0.033759227|10.94702253|0|0.00531392|-0.071877686|-0.264839041|0|0.765824398|0.750610215|-0.009917608|0.780474694|0|0.834424154|-0.065225536|-55.35188184|-72.53379954|11.37505183|140.5114492|-0.029212072|47.07867403|0.731870777|-46.97287277|86.33162323|-24.79003275|66.72693367|0.4913566339999999|-1958.412588|2268.439188|-21.03738872|10.33698377|7870.887027|-1661.953709|33.87214455|2675.8994190000003|1347.416568|1.0|1.0|1.0|1.0|2.0|4.87|0.0|0.34|-9.22|3.22|3.6|2.79|2.0|1.0|40.0|4.0|-6.4|0.0|0.0|-5.52|3.01e-06|0.00163|4.52|1.0|-0.04413|3.0965|8.13|3.0965|-1743.375845|-1743.346243|905.71|1604.37|0.5955|874.26|-1742.7686640000002|0.5955|-0.12789|4966.0|-0.17202|5.9864|9.0|8.0458
12al_a36|0|3.469383582|0.0|0|7.412764017000001|2|2|1.297043737|-0.06777947|-0.008463062|-0.04314418|2|0.0|-0.4908576189999999|0.00127667|-0.074215038|10.96020817|1|0.003077071|0.172830414|-0.1430106119999999|1|0.8913597320000001|0.8344566859999999|0.125005134|0.885733922|0|0.801179217|-0.077842923|-51.22331485|-69.69632923|17.71943397|130.8308989|-0.035305316|0.0|0.671084645|-33.70669917|86.77628559|-23.23210974|68.94274882|0.456856406|-1254.533926|2244.88081|-15.28752554|8.774664332|6049.668466|-825.5263792000001|34.61874732|1869.412355|679.7230552999999|1.0|0.0|1.0|0.0|2.0|4.81|0.0|0.17|-6.69|2.77|1.89|1.72|0.0|1.0|31.0|5.0|-6.93|0.0|0.0|-4.07|8.499999999999999e-05|35.0|2.65|0.0|-0.04998|3878.0|2.92|3.5511|-1347.479819|-1347.445127|702.95|1181.84|0.4466|554.23|-1347.196501|0.0095|-0.14558|6.4473|-0.1955599999999999|8.1781|48.0|7.3188
2_a47|0|0.0|0.0|0|0.0|0|0|1.381899691|-0.002024001|-0.008527649|-0.13117284|2|1.454085483|-0.3581612489999999|-0.007479445|0.107297513|10.93671092|0|-0.006079384|-0.007299676|-0.017113434|2|0.916092248|0.671819147|0.115527282|0.728066943|1|0.847324011|-0.083455669|-41.57671973|-47.65477123|4.240150185|76.06154148|-0.036790752|0.958043241|0.784978115|-20.71307621|55.81329383|-18.32875817|45.81686991|0.433425706|-714.8215685|1242.745585|-9.131190896|5.308758149|4559.060763|-356.116445|23.34938746|910.626111|392.6099255|1.0|1.0|1.0|1.0|2.0|2.58|2.54|0.0|-7.82|3.7|4.75|2.39|0.0|1.0|24.0|3.0|-5.0|0.0|1.0|-5.11|7.75e-06|0.00243|4.52|0.0|-0.05285|3.7181|3.49|3.7181|-1010.540464|-1010.505024|536.13|902.07|0.2143|371.19|-1010.364507|0.2143|-0.15446|2.1266|-0.20731|3.1004|631.0|6.2
6c_a31|0|3.423005244|0.0|0|7.78113851|1|1|0.6101347220000001|0.047405064|-0.015192833|-0.151732713|0|0.0|-0.790027307|-0.009477764|-0.00219333|10.31169965|2|-0.00668344|0.2301743489999999|-0.0055763209999999|0|0.831901219|0.790900932|-0.078059285|0.846458013|0|0.641197273|-0.120905075|-76.54198229|-79.97295595|20.09112958|227.1490414|-0.044739967|105.7632176|0.7653239190000001|-48.45681657|93.4208388|-28.32375523|96.63311186|0.4463376229999999|-1359.540251|2357.829685|-17.93106176|8.102804662|6283.091868|-860.6909647|37.00884624|1776.424619|597.3075924999999|1.0|1.0|1.0|1.0|2.0|3.67|3.13|0.14|-7.72|5.58|4.26|1.58|0.0|1.0|30.0|5.0|-6.27|0.0|0.0|-4.94|1.15e-05|0.0048|3.64|0.0|-0.0581799999999999|3.2974|5.08|3.2974|-1691.984862|-1691.948653|667.01|1125.85|0.5028|524.56|-1691.734564|0.5028|-0.13351|5.9253|-0.19169|8.8847|0.34|6.4685
18d_a25|0|0.0|0.0|1|6.842683282|0|0|1.193723212|-0.0881447869999999|-0.0029605|0.024310576|2|2.029297802|-0.180590503|0.006452854|-0.070413428|10.31285314|1|0.0062422|-0.055336237|-0.035684977|2|0.722349659|0.780221059|-0.03671629|0.838260077|1|0.937813705|-0.061527513|-46.31109519|-57.45144813|8.39885106|46.80695276|-0.0281209329999999|0.389087507|0.75793699|-34.85786147|68.15463481|-21.166323|54.70994625|0.476833495|-1206.480411|2625.142499|-15.93166285|9.479218984|6876.316137000001|-908.1047824|27.92623037|1591.795131|883.4030667999999|1.0|1.0|1.0|1.0|1.0|3.66|3.57|0.11|-10.23|6.33|5.98|2.4|1.0|0.0|35.0|4.0|-6.21|1.0|0.0|-5.54|2.86e-06|0.0013599999999999|4.21|0.0|-0.07287|5.6512|4.56|3.6392|-1806.848384|-1806.812778|792.79|1358.25|0.3986|664.72|-1806.514606|0.0389|-0.14723|3.2353|-0.2201|4.3658|232.0|6.6345
14b_a25|0|0.0|0.0|1|6.842683282|0|0|1.420015222|-0.091382738|-0.004720915|-0.0166120069999999|2|1.929508048|-0.273813082|0.004725325|-0.012989126|10.93106299|1|0.004892038|0.0028569959999999|-0.043923908|2|0.6524261960000001|0.7723870909999999|-0.085205646|0.8333962429999999|1|0.859628015|-0.076156512|-52.75064158|-58.29440389|11.08504021|97.23019209|-0.032728922|57.85340824|0.772789587|-36.53830946|69.2012501|-22.67004596|63.83568179|0.490638154|-1224.182482|2118.281186|-15.70265555|8.690235527|6760.594953|-847.9433995999999|29.33534086|1584.108407|760.3735147000001|1.0|1.0|1.0|1.0|1.0|3.51|3.21|0.07|-9.65|4.48|4.79|1.8|0.0|1.0|34.0|5.0|-6.26|0.0|0.0|-5.23|5.86e-06|0.00261|3.88|0.0|-0.0584|5.4239|5.61|4069.0|-1444.544749|-1444.505985|716.14|1257.11|0.3614|603.27|-1444.266358|0.0006|-0.16309|2.7037|-0.22149|3.2784|22.0|7.6576
4i_a46|0|0.0|0.19654443|1|7.825245291|1|1|1.1346370959999998|-0.167244168|-0.002360192|-0.018872727|1|0.0|-0.127450387|0.012211602|-0.160741899|10.94638684|1|0.011931187|-0.133434195|-0.060809732|1|0.7204791309999999|0.749522825|-0.0656636|0.786754478|0|0.940780437|-0.058565229|-33.08099617|-42.48203383|8.847405392999999|33.45060163|-0.025069479|70.55661087|0.763831778|-18.68604171|49.04951810000001|-14.16067794|41.92840157|0.406629719|-722.1945751000001|2253.484644|-7.998762108999999|6.218233741000001|4893.587424|-407.9368676|18.53900079|945.4890404|579.2365607|1.0|0.0|1.0|1.0|0.0|3.88|3.5|0.36|-7.3|4.79|5.07|3.06|0.0|1.0|26.0|3.0|-5.31|0.0|1.0|-5.04|9.13e-06|0.00317|4.38|0.0|-0.01646|5.3987|4.46|4.4232|-1092.730494|-1092.70435|611.74|1058.5|0.2805|546.24|-1092.473422|0.1421|-0.18438|2.8538|-0.20084|3.8696|612.0|6.2132
