molecula|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|GeomRadius|GRAV|WNSA2|DPSA4|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
26_a47|1|0.0|0.0|1|6.86171134|0|0|1.304328272|0.11828578|-0.012090143|-0.200192886|2|0.956774672|-0.544056455|-0.0098410169999999|-0.046771537|10.94972213|1|-0.008325552|-0.24731748|-0.035472095|2|0.6850994429999999|0.845040087|-0.11288313|0.910081385|1|0.7104381999999999|-0.098127284|-57.01987795|-59.08415114|12.13564316|168.2587945|-0.038735145|60.07342336|0.717639177|-33.13315474|73.39007585|-22.50824805|69.15552111|0.474969855|-945.3464183|1341.904566|-13.07911017|6.945070057000001|5994.406615|-549.3226272|31.36429668|1317.300461|457.1122177|0.0|1.0|0.0|1.0|2.0|3.13|2.66|0.05|-7.22|2.84|4.68|2.59|0.0|1.0|28.0|5.0|-6.51|0.0|0.0|-4.56|2.77e-05|11.0|3.12|0.0|-0.06279|4.7963|4.37|3992.0|-1696.096597|-1696.075481|592.84|1006.59|0.3197|443.78|-1695.9387359999998|77.0|-0.16642|3.6825|-0.22921|4.8242|13.0|7.9
12m_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.6049842529999999|0.096631895|-0.01047558|0.024086432|2|0.0|-0.57615692|0.001371944|0.0488832779999999|10.31162838|1|0.0026474159999999|-0.236661357|-0.084317059|1|0.817497287|0.832758813|-0.036924662|0.893689741|0|0.783260049|-0.085422479|-57.96147772|-70.1324196|18.55926485|147.06395700000002|-0.0405332439999999|237.0982213|0.773732767|-39.32844052|83.3641853|-27.50290965|76.52074257|0.44976016|-1402.648392|2370.879718|-18.66147291|9.025816604|6658.711303|-951.7351184|35.54574762|1812.833129|683.7405759|1.0|0.0|1.0|0.0|1.0|4.66|0.0|0.13|-6.42|3.4|2.48|2.06|1.0|1.0|32.0|6.0|-6.22|0.0|0.0|-5.01|9.71e-06|0.00427|3.89|0.0|-57.0|5.0617|3.88|3.5496|-1743.215323|-1743.174906|714.92|1204.39|255.0|578.87|-1742.965888|0.1615|-0.15042|3.6891|-0.20742|5.1279|31.0|7.5114
13b_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.604984129|0.112353041|-0.011016128|-0.118776867|2|0.0|-0.627919307|-0.003436924|0.042845487|10.31162842|1|-0.002215642|-0.062905093|0.003429114|1|0.841060094|0.836520136|-0.045844862|0.892104517|0|0.694101802|-0.109962789|-74.24619275|-76.67161447|12.52854078|206.54056530000005|-0.042850934|105.341977|0.800290866|-50.13056864|88.26741491|-28.93268471|86.77473353|0.454574838|-1533.432289|2319.48655|-19.53516918|8.804739699999999|6627.406474|-1035.363967|36.15271139|1916.093704|713.7769663|1.0|0.0|1.0|0.0|2.0|4.76|0.0|0.13|-6.19|3.04|1.72|2.06|0.0|1.0|32.0|5.0|-7.05|0.0|0.0|-4.3|5e-05|0.0221|2.74|0.0|-0.05434|5.0501|4.54|3.5056|-1744.492044|-1744.446479|721.48|1210.94|0.2783|544.04|-1744.2179010000002|0.1415|-0.14879|3.8495|-0.20313|5.3762|26.0|7.5901
17b_a50|1|0.0|0.0|2|7.934155233999999|1|1|1.348984601|-0.145258626|-0.002181823|0.013050204|1|2.206759705|-0.144000296|0.012409091|-0.152660972|10.94500663|2|0.012686493|0.05636897|-0.2252068689999999|1|0.7715057479999999|0.7621727979999999|-0.1585336269999999|0.799772151|1|0.931849183|-0.047785496|-33.25475672|-52.58062823|8.976922737999999|47.42733742|-0.02681014|86.9549829|0.803386523|-23.14256283|59.65808461|-18.65764227|42.23167946|0.4835366239999999|-1156.773821|1948.148592|-12.98417734|8.324966952|6059.076348|-805.0189948|23.22374317|1439.872076|862.3868512|1.0|1.0|1.0|1.0|0.0|4.17|3.57|0.35|-7.54|4.18|4.92|2.71|0.0|1.0|32.0|4.0|-6.09|0.0|1.0|-4.91|1.22e-05|0.0052|3.96|0.0|-0.0318|4.2447|3.77|4.0418|-1337.1910779999998|-1337.164673|752.09|1300.3|0.1817|647.75|-1336.833957|0.1758|-0.16699|6.3333|-0.19879|8.4096|122.0|6.9136
12a_a40|0|0.0|0.0|1|7.515889085|0|0|0.604990853|0.021610099|-0.00431394|-0.012791297|0|0.8332127109999999|-0.14667395|0.01039129|0.100414476|10.31197265|2|0.007890601|0.298197213|0.018655637|0|0.58630452|0.718281767|0.023863832|0.7867243829999999|1|0.940879765|-0.064340227|-32.81611621|-38.17175304|6.001293955|30.15370934|-0.033799|49.24750281|0.85136964|-16.73754566|43.65970865|-17.23885621|38.81741016|0.476055146|-534.4045424999999|600.1247016|-8.792513441|7.563170499|4873.458436|-272.5679167|20.24838026|627.699788|323.26151960000004|1.0|0.0|0.0|0.0|0.0|3.2|3.39|0.0|-7.21|5.33|5.43|4.34|0.0|1.0|22.0|2.0|-4.56|0.0|1.0|-5.95|1.13e-06|0.00039|5.43|1.0|-0.08015|3.0966|5.01|3.0966|-2097.826771|-2097.8163050000003|530.55|875.15|0.3701|429.21|-2097.7296100000003|0.3701|-0.12895|2491.0|-0.2091|3.8054|1778.0|5.7501
47s_a18|0|0.0|0.0|0|7.03438793|1|1|1.251176205|0.026229332|-0.0054038509999999|-0.045792331|0|0.0|-0.394481152|0.002573931|0.0134295589999999|10.94702059|0|0.003686393|-0.040169986|-0.168728915|0|0.724028067|0.712629555|0.0109557919999999|0.745196689|0|0.84543779|-0.070258863|-53.18668656|-61.36410696|6.394119331000001|117.0051929|-0.030108416|51.05656345|0.820470855|-40.26287221|69.29837549|-22.79238258|59.58080589|0.4740142|-1595.466781|1529.863965|-17.25406952|9.811856136|6968.705069|-1207.784866|27.77963709|1944.574596|1093.725912|1.0|1.0|1.0|1.0|2.0|4.41|0.0|0.3|-9.42|4.06|3.93|3.33|1.0|1.0|36.0|3.0|-5.96|0.0|1.0|-5.45|3.53e-06|0.0017|4.62|0.0|-0.0491399999999999|3218.0|8.41|3218.0|-1534.196027|-1534.174077|809.4|1435.42|0.5203|736.36|-1533.737579|0.5203|-0.13195|2.3134|-0.18109|2.9991|616.0|6.2104
8a_a12|0|0.0|0.0|0|0.0|1|1|1.283813597|0.082323047|-0.00771093|-0.052287869|3|0.0|-0.362413703|-0.001510006|-0.050603335|10.95472846|0|0.000249868|-0.3422915179999999|-0.135424346|2|0.913877696|0.763500863|-0.1261547959999999|0.8157289759999999|0|0.892656426|-0.05926895|-30.69873711|-48.195997|5.354053791|55.59930083|-0.033836466|0.0|0.791430726|-15.90061008|55.45388635|-17.52581709|36.0527909|0.46777503|-771.1359521|2093.2274030000003|-9.077610683|5.113243051|4806.044707999999|-399.41487|22.14447395|974.3568539|464.1781753|1.0|1.0|0.0|1.0|1.0|4.06|3.06|0.15|-7.89|3.87|2.5|2.89|0.0|1.0|25.0|4.0|-6.04|0.0|1.0|-4.21|6.19e-05|0.0203|3.18|0.0|-0.06246|3.9091|3.41|3.9091|-1046.0428949999998|-1046.0210880000002|556.3|952.71|0.2486|424.14|-1045.851982|0.2486|-0.15696|3.6588|-0.2194199999999999|5.4032|199.0|6.7011
12x_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.604984021|0.044575215|-0.006008579|-0.0335688279999999|2|0.0|-0.3545061539999999|0.00604028|0.027312213|10.31162819|1|0.006346396|-0.104089964|-0.053700437|1|0.842068099|0.782514704|-0.062251445|0.829606585|0|0.848844277|-0.071909912|-47.48669555|-60.57208434|9.745611551|99.81775209|-0.035022402|0.0|0.824674971|-31.35848986|68.52587215|-23.12752311|57.2323071|0.4490846539999999|-1272.013771|2374.777496|-15.27257668|7.794822643|6359.545311|-839.9917174000001|28.04441012|1542.442557|754.3941655|1.0|0.0|1.0|0.0|1.0|4.86|0.0|0.21|-7.38|4.87|3.23|3.25|0.0|1.0|31.0|4.0|-5.64|0.0|0.0|-5.46|3.48e-06|0.00148|4.6|0.0|-0.05093|3.4831|4.45|3.4831|-1654.40976|-1654.3784|703.75|1211.79|0.1517|558.65|-1654.1207|0.1517|-0.14783|4.3702|-0.19876|4.8197|22.0|7.6556
20b_a10|0|0.0|0.0|1|7.535296702|1|1|1.343837209|0.048567614|-0.007463406|-0.073703704|2|1.854149459|-0.447804373|0.001965496|-0.042013549|10.92966143|1|0.002637529|-0.049452599|0.019531637|2|0.725009545|0.761071345|0.052265135|0.817426568|1|0.75259177|-0.094975935|-60.68950774|-56.53849503|8.331370518|158.09355980000004|-0.033783202|91.02309592|0.7616213270000001|-38.78052212|67.46831286|-21.58742537|69.02087825|0.454087415|-1187.308396|2257.777328|-13.79433873|7.554743755|7173.225184999999|-758.6886304|28.34404003|1558.922202|769.1246171|1.0|1.0|1.0|1.0|1.0|3.54|3.15|0.11|-8.93|4.23|5.0|2.41|0.0|1.0|34.0|5.0|-6.53|0.0|0.0|-5.09|8.13e-06|0.00364|3.52|0.0|-0.0578399999999999|5.9354|4.88|3.9013|-1465.62724|-1465.587932|687.84|1218.74|0.2782|482.93|-1465.333983|0.1382|-0.16388|5725.0|-0.2217199999999999|7.7954|1.1|5.9586
13c_a5|0|2.944180713|0.0|0|6.605297921|1|1|1.377702625|-0.2071929139999999|-0.005082338|-0.0090268969999999|3|0.0|-0.284610951|0.005288472|-0.098760742|10.94530327|1|0.006110714|-0.017427549|-0.092592608|2|0.705487111|0.770478689|0.003545487|0.822789227|0|0.80019672|-0.077308234|-50.97293525|-50.50012762|15.25960958|131.7396496|-0.025039414|51.93687546|0.551328235|-33.60884086|70.46156718|-16.50965711|66.23254483|0.46617977|-858.5021696|1235.709541|-10.8855893|8.492261628|5989.714507|-566.0506435|29.94524142|1557.152554|656.208474|0.0|1.0|1.0|1.0|1.0|3.13|2.58|0.17|-8.09|4.23|3.29|1.16|0.0|1.0|31.0|5.0|-7.28|0.0|0.0|-3.96|0.000109|0.0446|2.15|0.0|-0.05615|4706.0|3.99|4.2145|-1351.274441|-1351.2369640000002|676.53|1153.36|509.0|513.33|-1351.008469|0.1666|-0.17324|2.3276|-0.22939|2.9732|123.0|6.9101
9n_a24|0|2.961528903|0.0|0|6.605297921|0|0|1.388847168|-0.2452954769999999|-0.003323852|0.001099755|2|0.0|-0.182811885|0.008307337|-0.036651001|10.94875265|1|0.008809179|-0.22754075|-0.12451554|2|0.786587307|0.7584388259999999|0.048359202|0.804201677|0|0.904556598|-0.052106597|-35.21502941|-52.53031811|11.90027964|64.50319929|-0.026905672|24.72120326|0.652126509|-23.79925701|67.36550766|-18.18357165|47.11530904|0.4331595789999999|-945.545726|1361.307012|-12.28894317|8.232847909|5356.5828|-639.0250449|27.88350328|1449.942171|631.9206508|1.0|1.0|1.0|1.0|1.0|3.17|2.6|0.17|-8.64|4.41|4.14|1.42|0.0|1.0|29.0|5.0|-6.47|0.0|1.0|-4.29|5.14e-05|0.0198|3.07|0.0|-0.03818|4.9139|2.59|4.1028|-1239.1274939999998|-1239.095611|686.19|1155.03|0.2522|587.05|-1238.856882|0.0334|-0.1658099999999999|2.8552|-0.20399|4.8123|19.0|7.7212
16d_a32|1|3.311658163|0.0|0|7.765993078999999|0|0|0.609420775|0.170838661|-0.017249763|-0.087123461|0|2.07416189|-0.7589895790000001|-0.00839148|-0.134892903|10.31100273|3|-0.005427254|0.021406827|-0.128753933|0|0.816581223|0.8575664540000001|0.107238939|0.916850163|1|0.7554930740000001|-0.091212351|-53.23914436|-67.07571683|18.67986534|142.7146582|-0.036437402|48.61700321|0.615749698|-31.07481011|86.50964771|-21.26791022|71.91900971|0.4429631189999999|-871.9843187999999|3152.666302|-12.41372827|6.221435089|5768.495166|-508.962859|34.53986301|1416.134383|457.7130665|1.0|0.0|1.0|1.0|2.0|3.35|3.01|0.18|-6.59|5.26|3.82|0.65|0.0|1.0|26.0|5.0|-6.62|1.0|0.0|-4.18|6.659999999999999e-05|0.0257|2.86|0.0|-0.05068|3.6271|3.78|3.6271|-1877.360551|-1877.332369|621.59|1023.44|0.2915|489.97|-1877.185022|0.2915|-0.15009|3.2048|-0.20077|3.8853|8.0|8.1135
12au_a36|0|3.422314661|0.0|0|7.412764017000001|2|2|0.2992539489999999|0.074839187|-0.009897048|-0.351827031|2|0.0|-0.613616984|-0.006862238|-0.023640632|10.31810353|1|-0.001160331|0.1320241419999999|-0.15024383|1|0.8183043390000001|0.825565083|-0.021932444|0.877827228|0|0.698996981|-0.090166553|-64.86748076|-79.35600767|15.51748637|216.5471227|-0.038036474|26.04051569|0.7160586109999999|-46.66686194|95.91776213|-27.36414058|80.38496714|0.492871181|-1587.1201529999998|2384.109036|-19.68626738|8.963940512999999|7239.100414|-1141.803508|38.21494522|2216.466823|805.2286932|0.0|0.0|1.0|0.0|3.0|5.0|0.0|0.17|-6.87|1.28|2.15|0.84|0.0|1.0|34.0|6.0|-8.03|0.0|0.0|-3.72|0.0001889999999999|0.0897|1.64|0.0|-0.0570899999999999|5.1307|6.24|3.7105|-1876.207937|-1876.156196|752.27|1283.4|809.0|618.65|-1875.89525|0.0158|-0.15162|6.1367|-0.2087099999999999|8.0814|47.0|7.3279
14_a15|0|0.0|0.0|0|0.0|0|0|1.43568901|-0.058775738|-0.006678826|-0.0455566929999999|2|0.0|-0.374014235|0.001740635|-0.053931584|10.9597359|0|0.0034254209999999|-0.051908601|-0.120626133|2|0.8310685940000001|0.719993769|-0.021648026|0.7651878809999999|0|0.8870890459999999|-0.063809873|-40.89540491|-58.79722871|9.403293601|72.36402409|-0.032888795|2.923143027|0.770309725|-26.20964538|68.59458198|-21.0782518|50.29869851|0.406717767|-1117.1473460000002|2731.841165|-13.50893838|6.040010666000001|5861.387612|-715.9737342999999|27.36334635|1450.257357|673.7288405|1.0|1.0|1.0|1.0|1.0|3.56|3.72|0.12|-9.82|5.32|6.3|2.87|0.0|1.0|30.0|4.0|-4.97|1.0|0.0|-5.83|1.47e-06|0.000584|5.29|0.0|-0.0338199999999999|4.4518|5.16|3.6209|-1281.105795|-1281.0669369999998|689.8|1177.14|0.3131|584.18|-1280.809256|0.0054|-0.14997|3.3596|-0.18379|5.0894|0.03|7.5229
1i_a5|0|2.843224727|-4.358943904|0|6.605297921|0|0|1.219028472|-0.145964178|-0.006494891|-0.31059482|2|0.0|-0.279280326|-0.0012491689999999|-0.174016111|10.94550053|1|-0.000700145|0.059972925|0.001493879|2|0.525406088|0.780175595|-0.058385936|0.8436458929999999|0|0.8876055620000001|-0.091178745|-50.81756452|-46.82694838|4.621144795|62.64191946|-0.03570792|0.213644964|0.759459597|-28.32266298|57.78921354|-19.90145306|55.43870932|0.4697279689999999|-796.0581225|942.1618767|-11.09187646|7.314842247|5432.586961|-443.6750585|26.20475553|1048.190221|403.396385|1.0|1.0|1.0|1.0|1.0|2.83|2.04|0.05|-8.88|5.48|6.37|2.73|0.0|1.0|27.0|6.0|-5.73|1.0|0.0|-4.97|1.0800000000000002e-05|0.00396|3.95|0.0|-0.05729|4.7243|3.58|4.3799|-1288.356212|-1288.322373|569.42|957.58|0.7585|443.05|-1288.210207|0.0207|-0.17945|2.6336|-0.23674|2.8939|24.0|7.6198
LY364947_a10|0|2.949609552|0.0|0|6.605297921|0|0|1.390175303|-0.278922508|-0.00235945|-0.00390904|2|2.084955541|-0.084940213|0.007575|0.010202602|10.9303125|1|0.006909045|0.1625645369999999|0.04209715|2|0.706034038|0.711607778|-0.072740964|0.7792035190000001|1|0.8431045490000001|-0.076999385|-34.01613475|-33.26705198|4.275500834|69.31194102|-0.029665114|0.0|0.7234846559999999|-15.02735938|41.53157099|-13.10520229|38.29163558|0.486715511|-432.4716757000001|839.5356408|-5.78950507|4.702575386|3903.496845|-191.05366730000003|18.1140017|597.7620559999999|287.99188260000005|1.0|1.0|1.0|1.0|1.0|2.46|1.88|0.0|-7.2|3.97|3.69|1.74|0.0|1.0|21.0|3.0|-6.02|0.0|1.0|-3.86|0.000137|0.0374|2.74|0.0|||||||||||||||||59.0|7.2291
43_a18|0|0.0|0.0|0|7.03438793|2|2|1.251175234|0.032999679|-0.005099385|-0.01369899|1|0.0|-0.397752066|0.002712865|0.031746165|10.94702053|0|0.003801459|-0.079184068|-0.140532044|0|0.718255592|0.713379703|-0.023109314|0.7458234990000001|0|0.852344887|-0.070166168|-54.49271386|-63.87648583|5.35147222|114.6724699|-0.0311212229999999|21.60709738|0.8743733490000001|-42.32033664|69.46280937|-24.16948112|59.84418608|0.481954273|-1788.541603|1579.614523|-18.77059344|10.01438533|7428.282915000001|-1389.023915|27.64206062|2045.512486|1228.492038|0.0|1.0|1.0|1.0|2.0|4.54|0.0|0.34|-9.6|4.5|4.08|3.7|1.0|1.0|38.0|3.0|-5.78|0.0|0.0|-5.96|1.09e-06|0.000554|5.1|1.0|-0.04949|3.2233|8.79|3.2233|-1611.621186|-1611.598032|843.1|1493.25|0.5429|702.4|-1611.126246|0.5429|-0.13196|3.0482|-0.18145|3.6943|625.0|6.2041
18a_a25|0|0.0|0.0|1|6.842683282|0|0|1.194229606|-0.151473962|-0.0029953159999999|-0.019008377|2|2.050257213|-0.170732995|0.007643634|-0.018419483|10.31286118|1|0.007325341|0.106305991|-0.037072518|2|0.761417363|0.7385460309999999|-0.039007784|0.792935475|1|0.931628386|-0.055926422|-37.07961488|-51.83514755|6.317215793|45.33086513|-0.03097773|0.0|0.817072039|-24.58404782|59.45091020000001|-20.53845469|43.39683067|0.493301255|-1088.538099|2331.966135|-13.61714122|7.39539242|6523.923911999999|-721.7084848|25.136651|1332.242503|759.4953883|1.0|1.0|1.0|1.0|1.0|3.5|3.43|0.08|-9.78|5.89|5.72|2.88|1.0|1.0|32.0|3.0|-5.58|0.0|0.0|-5.77|1.71e-06|0.000744|4.76|0.0|-0.05591|5.4965|4.51|3.1711|-1675.274716|-1675.2501519999998|694.17|1229.09|0.3234|556.26|-1674.982248|0.0027|-0.15732|3.1313|-0.21323|4.3839|94.0|7.0269
5a_a40|0|0.0|0.0|1|8.149890544|0|1|0.604913477|-0.116583806|-0.004609716|0.059258947|0|0.808197279|-0.152120625|0.011345707|0.180125135|10.31198338|2|0.010425818|-0.191663433|0.004130836|0|0.538671739|0.756882266|-0.442215721|0.820901326|1|0.8531783270000001|-0.078132307|-34.5789643|-40.27003217|9.135164355|64.97877226|-0.036396585|52.43850484|0.8224652720000001|-15.30358975|46.06507254|-16.10801287|43.71412865|0.4889874279999999|-483.24038600000006|508.8362301|-7.128912782|5.507689573|3736.248815|-213.8673835|19.58503709|587.5511127|244.8873477|1.0|0.0|0.0|1.0|0.0|3.04|2.49|0.21|-4.05|3.68|3.08|1.85|1.0|2.0|19.0|3.0|-5.9|0.0|1.0|-3.67|0.000213|0.0574|2.88|0.0|-0.0657799999999999|3.7921|4.36|3.7921|-1177.598691|-1177.5835470000002|466.79|757.45|0.4461|353.51|-1177.51016|0.4461|-0.15066|5.7163|-0.21644|7.6003|81.0|7.0915
3_a4|0|0.0|0.0|1|7.535296702|1|1|1.343866299|-0.241609351|-0.001141383|0.03287721|2|2.180369373|-0.0502208409999999|0.011825591|-0.010537082|10.92992985|1|0.011276682|-0.129930078|-0.048796855|2|0.637819558|0.773786787|-0.0862461019999999|0.8367373309999999|1|0.919804716|-0.052578183|-25.5405205|-31.92506825|5.133610255|38.95587796|-0.024645574|40.30885999|0.7196876640000001|-12.40663231|39.38579676|-11.97190059|30.67413075|0.430553837|-478.8760237|1602.411021|-5.815502811|4.832514477|4677.30755|-232.6201124|16.63485592|665.3942366|409.0289917|1.0|1.0|1.0|1.0|0.0|2.99|2.86|0.15|-7.19|4.02|4.11|2.44|0.0|1.0|24.0|3.0|-5.99|0.0|1.0|-4.26|5.520000000000001e-05|0.0173|3.12|0.0|-0.04964|4.9088|2.66|4.0639|-990.6395508|-990.6149055|535.44|905.23|0.1415|350.36|-990.467184|0.0871|-0.17005|2681.0|-0.21969|3205.0|104.0|6983.0
12j_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.604984421|0.04148877|-0.006336585|-0.033312179|2|0.0|-0.354848778|0.005613018|0.0074730759999999|10.31162861|1|0.005965451|-0.0431311459999999|-0.053644471|1|0.8414737059999999|0.795446883|0.0060012969999999|0.846470093|0|0.842199041|-0.073909106|-47.76354083|-60.832977500000005|10.09017681|101.9784021|-0.036204884|0.0|0.8134611009999999|-30.8670468|69.55167701|-23.39729904|57.85371764|0.476658597|-1216.65955|2258.891981|-15.12043521|8.067697897|6105.3402670000005|-786.2626307999999|28.76265258|1495.657934|686.039456|1.0|0.0|1.0|0.0|1.0|4.76|0.0|0.17|-7.01|4.35|2.93|3.04|0.0|1.0|30.0|4.0|-5.81|0.0|0.0|-5.15|7.05e-06|0.00291|4.23|0.0|-0.05106|5.1971|4.14|3.4788|-1615.096172|-1615.064152|695.8|1175.75|0.2163|549.64|-1614.831741|0.1516|-0.14772|4.6727|-0.1987799999999999|5.1081|9.0|8058.0
14m_a23|1|0.0|-4.405643132|2|7.423568444|0|0|1.197955072|0.05521348|-0.008929306|-0.272389934|2|0.665608656|-0.482182526|0.001027627|-0.034213923|10.3132176|2|0.001951778|0.0879380709999999|-0.07256543|2|0.560094237|0.798384929|0.0266555739999999|0.8581143859999999|1|0.9258118|-0.072795329|-50.63012925|-62.09952738|12.51396625|51.59888942|-0.039285786|0.0|0.7958339090000001|-35.21393496|74.61692699|-27.32379205|63.1440955|0.476833897|-1366.189602|2263.262957|-19.00406438|8.595073462|7588.823133|-950.2032192|34.33353583|1716.6767920000002|658.8108151|1.0|0.0|1.0|1.0|1.0|3.51|3.17|0.09|-8.23|4.42|6.19|3.82|1.0|1.0|34.0|7.0|-6.06|1.0|0.0|-5.79|1.61e-06|0.000773|4.46|0.0|-0.08347|3.6774|4.2|3.6774|-1966.968005|-1966.945041|707.56|1209.21|0.3335|572.31|-1966.721362|0.3335|-0.15208|6.1522|-0.23555|8.5477|3.0|8.5171
12bc_a36|0|3.43846811|0.0|0|7.412764017000001|2|2|1.284647662|-0.058020733|-0.007661816|-0.042515909|2|0.0|-0.413738077|-0.001012333|-0.079009683|10.95883416|1|-0.00097037|0.115647623|-0.101451485|1|0.884841888|0.836170906|0.006621918|0.892249657|0|0.834305498|-0.077192869|-51.87437401|-71.97763346|12.2593899|111.3483497|-0.038558877|0.0|0.77146807|-34.8600941|83.97121855|-25.91194805|64.13376391|0.467645467|-1295.597402|2623.395239|-17.41308622|8.273766079|6587.689277|-870.6543108999999|33.5878425|1679.392125|661.6709012|1.0|0.0|1.0|0.0|2.0|4.73|0.0|0.14|-7.76|3.99|3.19|2.99|0.0|1.0|31.0|4.0|-6.26|0.0|1.0|-5.18|6.55e-06|0.00295|3.93|0.0|-0.05828|5.2189|4.42|3.8696|-2152.134749|-2152.100551|705.12|1188.37|0.7456|563.76|-2151.9100780000003|0.3478|-0.15671|6.5854|-0.21499|9.2445|8.0|8.0969
3c_a32|1|3.452148526|0.0|0|7.765993078999999|0|0|0.6094207970000001|0.025890116|-0.006923974|-0.048337951|0|2.224112182|-0.270034997|-0.00017094|-0.113334836|10.31100278|3|0.00124359|-0.097512832|-0.0779821129999999|0|0.831186295|0.839409251|-0.003205869|0.901864778|1|0.888766719|-0.0679200029999999|-34.91603827|-48.52416391|7.772301225|57.18235134|-0.0288417079999999|0.0|0.693952122|-17.94949454|57.94025396|-14.82682786|42.68833949|0.423167668|-533.7658031000001|1393.156794|-7.622115192000001|5.605165488|4598.027604999999|-274.3961469|21.36577928|769.1680542|370.5811396|1.0|1.0|1.0|1.0|1.0|3.22|2.95|0.19|-6.89|6.61|4.68|1.7|0.0|1.0|22.0|3.0|-5.35|0.0|0.0|-4.91|1.22e-05|0.00399|4.14|0.0|-0.05487|3.5169|3.02|3.5169|-1633.443791|-1633.419633|544.22|903.81|0.5017|425.74|-1633.297494|0.5017|-0.14219|3123.0|-0.1970599999999999|5.0659|9.0|8.0458
12_a1|0|3.3894574360000003|0.0|0|7.423568444|1|1|1.430936075|-0.0455890429999999|-0.011221829|-0.02164054|1|0.0|-0.516204114|-0.0038943009999999|-0.0811332759999999|10.94945122|1|-0.001416381|0.127560614|-0.104622651|1|0.8016064479999999|0.749817035|-0.045776997|0.817998205|0|0.765121385|-0.0964711209999999|-55.99493147|-60.78517756|19.60151089|136.3310784|-0.039894864|477.1158679|0.724666653|-32.50125347|74.99749378|-23.15625812|75.59644237|0.46449367|-972.562841|1825.150911|-13.44063462|7.679719277999999|5468.378562|-564.5066541|31.95435864|1342.083063|473.040639|1.0|1.0|1.0|1.0|1.0|3.29|2.72|0.05|-8.2|4.87|4.41|1.67|0.0|1.0|28.0|5.0|-6.02|0.0|0.0|-4.75|1.77e-05|0.00649|3.54|0.0|-0.07042|3734.0|3.67|3.1744|-1216.12881|-1216.099134|607.42|1018.84|0.5867|482.51|-1215.922313|0.2821|-0.12874|7.7454|-0.19916|10.1801|2.95|5.5302
4b_a49|0|0.0|0.0|1|7.535296702|1|1|1.343847828|-0.109946885|-0.0074627159999999|-0.077626337|2|1.645329244|-0.402986655|0.001769804|-0.033486358|10.92776533|1|0.002557204|-0.10158752|-0.0563571629999999|2|0.720824193|0.798826417|0.005818676|0.852400617|1|0.7581492670000001|-0.091725536|-56.45224362|-55.5653235|14.84890147|148.84640819999998|-0.030696709|64.87087098|0.645330839|-34.74338731|71.2971749|-18.89220999|71.30114509|0.477868186|-944.6104994|1701.832352|-11.62716177|7.588962922|6025.790417|-581.3580885|29.27523192|1463.761596|600.3287567000001|1.0|1.0|1.0|1.0|1.0|3.37|3.1|0.22|-7.05|3.71|3.26|1.66|0.0|1.0|30.0|6.0|-7.12|0.0|0.0|-3.88|0.000132|0.0527|2.28|0.0|-0.06731|4.6422|3.56|3.7413|-1333.063439|-1333.026419|664.86|1121.45|0.2856|509.78|-1332.800229|0.0615|-0.15635|1.8265|-0.22366|2.2306|79.0|7.1024
