molecula|NaaNH|n9FaRing|SssssC|NaasN|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|GeomRadius|PPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12_a47|1|1|0.0|0|0|0|-0.155854903|-0.005522244|4.59511985|-0.078935336|-0.209845277|-0.018573056|10.95005729|0.0295267039999999|1|-0.004332024|0.003417588|-0.006318684|-0.015039637|-0.326846977|2|0.6505449670000001|0.8288334490000001|0.055943216|0.90246604|0.618808977|1|-0.084846808|-0.091853238|0.266995634|0.018014416|-44.18983348|-47.83891561|9.382250925|63.89392714|112.4599133|-0.034116917|-24.91541818|4.886454935|0.680723821|-1.1940921|61.09751253|0.4792593739999999|408.3591283|702.3796319|-9.25429818|7.042279354|166.28511369999998|335.1175012|13.25859692|1.0|1.0|2.0|2.73|1.67|0.0|21.0|-8.11|66.49|2.6|0.0|0.0|1.0|-4.51|24.0|4.0|-5.94|0.0|1.0|1.0|-4.56|3.11e-05|2.77e-05|0.00943|0.0|2.61e-06|-0.0623|4.2907|3.01|-1488.101254|-1488.064043|537.79|886.46|313.58|0.2306|288.96|0.66387|0.68557|0.2241|-0.1633|-0.2256|0.03721125|-1488.024564|3.5884|6.0|8.2|8.2
27_a47|0|1|0.0|1|1|1|-0.160399235|-0.003631596|4.727387819|0.006768957|-0.207000956|0.0427469459999999|10.95005714|0.013336016|1|0.002350172|-0.137440913|-0.077485193|-0.157688306|-0.280944221|2|0.6636125860000001|0.804224077|0.0436226579999999|0.8517043879999999|0.634406338|1|-0.0630454209999999|-0.079484997|0.337815064|0.016506051|-40.35526807|-50.87821306|10.56549582|20.73428323|98.27436776|-0.028494622|-32.56705871|6.762956126000001|0.700732763|-1.510214943|63.02085767|0.475450742|541.8239522999999|2181.236691|-11.67498331|7.083168776|191.5604557|682.9868225|12.14264461|1.0|1.0|2.0|3.37|3.52|0.26|21.0|-8.82|67.66|3.11|2.0|0.0|1.0|-4.81|31.0|5.0|-6.34|0.0|0.0|1.0|-5.05|1.5399999999999998e-05|8.89e-06|0.0038799999999999|0.0|6.55e-07|-0.05814|4.9358|2.97|-1778.1049670000002|-1778.078632|673.27|1165.54|325.21|0.4007|251.19|0.40976|0.69381|0.1839|-0.1578|-0.21594|0.02633483|-1777.891054|5.2214|2512.0|5.6|5.6
15a_a10|0|0|0.0|1|1|1|-0.214195114|-0.00244937|5.4161004020000005|0.022297552|-0.144512841|-0.060539141|10.92966696|-0.062038567|1|0.01192767|-0.19937094|-0.179723568|-0.285973309|-0.188634555|2|0.7408341359999999|0.77630271|-0.0232534929999999|0.820233357|0.713078124|1|-0.0458501609999999|-0.076864276|0.754451037|0.0156991769999999|-29.50952422|-49.47045259|10.10411407|42.41151044|54.61835033|-0.025155581|-31.83957238|6.503087289|0.676473201|-1.3835569680000002|60.98047923|0.407638879|588.9895149|2413.560937|-10.42022369|6.71451044|208.2243923|697.5493042|11.51002664|0.0|1.0|0.0|3.5|3.58|0.29|21.0|-7.79|56.07|1.93|1.0|0.0|1.0|-3.97|30.0|5.0|-6.52|0.0|1.0|1.0|-4.4|0.000108|3.94e-05|0.0157|0.0|6.51e-06|-0.04742|5.7646|2.4|-1278.452284|-1278.4225210000002|687.57|1179.28|329.41|0.3558|215.08|0.47484|0.68863|0.1583|-0.1559299999999999|-0.20335|0.02976259|-1278.200428|6.1108|24.0|7.6198|7.6198
1_a3|0|0|0.0|0|1|1|0.079857077|-0.006053652|4.727387819|-0.073036903|-0.248199745|0.038572075|10.33805862|0.032569462|0|-0.005006707|-0.007705076|0.05038525|0.08803837|-0.486774367|2|1.005427002|0.7905285390000001|-0.126299711|0.8457792829999999|0.943582278|1|-0.098872259|-0.0925710269999999|0.521474118|0.008036786|-45.44133321|-42.54530997|3.693677623|289.8942564|102.8341051|-0.034105115|-19.55367089|1.697600903|0.7920857179999999|-1.295994381|49.05980305|0.4490711529999999|356.76228530000003|1162.737831|-7.203984013|4.984064981|95.55665364|373.1494221|6.514493077999999|1.0|1.0|1.0|3.83|0.0|0.18|16.0|-5.77|77.1|1.52|0.0|0.0|2.0|-3.07|22.0|4.0|-6.87|0.0|0.0|0.0|-3.3|0.0008529999999999|0.000503|154.0|0.0|0.000518|-53.0|5.8805|2.08|-1273.316428|-1273.290432|496.09|845.2|320.83|0.1775|210.84|0.30619|0.68912|0.0096|-0.1658599999999999|-0.21886|0.02599563|-1273.22339|3.4319|724.0|6.1403|6.1403
LY580276_a4|0|0|0.0|1|1|1|-0.156842923|-0.001543874|5.4161004020000005|-0.020236527|-0.063298854|-0.172607392|10.94681614|0.011772853|1|0.009622161|0.064209689|-0.019747846|-0.042912895|-0.191806286|1|0.5162208110000001|0.7921620090000001|0.035666446|0.847526918|0.518109998|0|-0.057317455|-0.071023484|0.243350596|0.008729943|-27.6229776|-34.22831819|4.207217677|11.22286434|63.36073061|-0.028035586|-16.49563923|2.027582675|0.8478469959999999|-1.065352257|38.23432817|0.437093506|418.5688558|1511.5340210000002|-6.511436537000001|5.456603642999999|73.32703409|345.4102548|4.0060099860000005|1.0|1.0|0.0|3.01|3.04|0.22|17.0|-6.56|30.71|3.13|0.0|0.0|1.0|-3.67|22.0|3.0|-5.71|0.0|1.0|1.0|-4.21|0.000213|6.18e-05|0.0181|0.0|8.08e-05|-0.0225|5.2983|3.64|-959.4958788|-959.4723321|519.23|865.23|276.03|0.1905|234.01|0.36903|0.68002|0.1842|-0.18746|-0.2099599999999999|0.023546627|-959.404416|3.2891|175.0|6757.0|6757.0
8g_a8|1|0|0.0|1|1|1|-0.000475415|-0.014340328|5.4161004020000005|-0.222784884|-0.731356723|-0.025002199|10.94318883|-0.03728368|1|-0.007047583|0.001970629|0.0794962979999999|0.162134281|-0.508072694|0|0.6784762320000001|0.734188081|0.121495775|0.790058057|0.656457444|0|-0.136742629|-0.129695841|0.298992226|0.031118325|-83.78686741|-79.46906035|19.06725815|171.26571059999998|285.5736014|-0.052430233|-48.6934008|11.68315869|0.8330608209999999|-2.464220973|90.27531534|0.479218966|327.1604688|2148.49832|-19.68456628|7.440878437999999|102.2893227|551.1746801|10.80625499|0.0|1.0|2.0|3.31|2.96|0.04|23.0|-7.4|99.34|3.01|2.0|0.0|1.0|-5.3|31.0|5.0|-6.34|0.0|0.0|0.0|-4.94|5.01e-06|1.16e-05|0.00483|0.0|1.67e-05|-0.05849|3.7495|7.17|-1450.9549470000002|-1450.913472|635.27|1083.78|330.67|0.3904|330.67|0.69221|0.69221|0.3904|-0.15542|-0.21391|0.04147516|-1450.787398|7.5762|4.2|5.3768|5.3768
27b_a34|0|0|0.0|1|1|1|-0.056026127|-0.010183855|5.351858133|-0.016803292|-0.549928192|-0.029622037|10.95430634|-0.027175221|1|0.001228116|-0.175834895|-0.194619338|-0.322091086|-0.463926296|1|0.820914556|0.7722228729999999|0.00102838|0.8299950709999999|0.770240631|0|-0.08757938|-0.109683855|0.3307451819999999|0.031021066|-57.66200309|-72.21552354|20.42417736|150.83624440000003|142.58786569999998|-0.037292511|-47.54648562|13.44721755|0.712312759|-1.864625537|87.24055613|0.4072752529999999|515.8091561000001|2431.595232|-16.16580511|9.124440695|189.4124225|627.4287311|15.02503259|1.0|1.0|1.0|3.54|3.66|0.12|23.0|-8.19|84.99|1.83|2.0|0.0|1.0|-5.23|31.0|5.0|-6.14|0.0|0.0|1.0|-4.96|5.92e-06|1.1e-05|0.00449|0.0|2.67e-06|-0.04121|4.8168|4.33|-1350.055377|-1350.018975|691.97|1174.68|302.88|0.3621|257.4|0.47412|0.70001|0.0252|-0.1652799999999999|-0.20649|0.03640275|-1349.873325|15.2147|0.65|6.1871|6.1871
17c_a50|0|1|0.0|2|2|2|-0.212075666|-0.002676029|5.82008293|0.024219848|-0.1766179239999999|-0.144763835|10.94500663|-0.120904775|2|0.012222674|0.034485992|-0.233451925|-0.373205592|-0.2256811219999999|1|0.762883243|0.774994313|-0.139943634|0.816442883|0.728169863|1|-0.051905615|-0.073693343|0.446454378|0.021675174|-35.70979598|-50.69922125|14.91199042|133.46240020000002|70.72462009999998|-0.021745577|-34.87982686|10.25908547|0.569750429|-1.32648017|66.7258111|0.49503436|617.2509739|2014.72331|-10.29240792|8.310163601000001|296.00120400000003|849.1345426000001|16.02658985|0.0|1.0|0.0|4.12|3.61|0.35|20.0|-6.79|61.0|1.91|1.0|0.0|1.0|-3.8|33.0|5.0|-6.96|0.0|1.0|0.0|-4.43|0.000158|3.75e-05|0.0165|0.0|7.08e-05|-0.03121|4.2397|2.74|-1411.187392|-1411.157813|746.5|1289.05|306.65|0.1814|292.44|0.63122|0.66213|0.1801|-0.16697|-0.19818|0.02957871|-1410.902767|8.5146|69.0|7.1612|7.1612
12aa_a30|0|0|0.0|0|2|2|-0.101407312|-0.008848121|5.351858133|-0.028524865|-0.539735362|0.059360681|10.31162784|-0.007369513|1|0.005111479|-0.023695642|-0.12254489|-0.207153446|-0.394520145|1|0.8397577820000001|0.809127478|0.024991407|0.855880335|0.794193541|0|-0.078042288|-0.101368383|0.418522684|0.030906491|-54.50378741|-70.79444906|21.58471858|55.0567406|130.84205079999998|-0.033789461|-49.44198469|15.0745057|0.630759573|-1.925999268|91.51563481|0.4659424379999999|567.5458219999999|2455.130164|-16.48066156|8.65813938|257.8730361|792.3440337000001|20.72118575|1.0|1.0|1.0|4.86|0.0|0.21|17.0|-6.83|100.11|2.2|2.0|0.0|1.0|-5.61|33.0|6.0|-6.39|0.0|0.0|0.0|-5.0|2.47e-06|9.94e-06|0.00456|0.0|6.720000000000001e-05|-0.04966|5.1925|3.34|-1804.818818|-1804.784381|748.78|1275.73|357.9|0.1667|238.78|0.30341|0.68642|0.1506|-0.1472099999999999|-0.19687|0.03443621|-1804.582558|6.4878|8.0|8.1135|8.1135
17b_a25|0|0|0.0|1|0|0|0.001256821|-0.004368141|4.727387819|-0.002108117|-0.266456625|-0.100018134|10.93106294|0.016982601|1|0.005244553|-0.044260194|-0.044156525|-0.073994564|-0.366585181|2|0.653180996|0.780221059|0.068812225|0.838260077|0.636746066|1|-0.068207754|-0.079392561|0.410780725|0.015879547|-51.71860811|-60.19950116|12.04068508|99.61874923|89.34443096|-0.029249891|-45.64634114|9.129863339|0.724866184|-1.6672437880000002|73.52844745|0.476276266|668.9067217|2514.295488|-16.81707305|9.700133933|208.6205329|832.226697|13.32894629|1.0|1.0|1.0|3.56|3.25|0.11|27.0|-10.04|96.49|2.0|2.0|0.0|0.0|-5.32|35.0|5.0|-6.53|0.0|0.0|1.0|-5.07|4.75e-06|8.59e-06|0.00394|0.0|4.16e-08|-0.05531|5.4236|5.89|-1483.873254|-1483.830524|781.08|1329.35|313.02|0.4635|228.6|0.31395|0.6594800000000001|0.1741|-0.16408|-0.21939|0.04272963|-1483.630939|5.2142|101.0|6.9957|6.9957
19b_a38|1|0|0.0|0|2|2|-0.122009545|-0.008652352|5.351858133|-0.115864198|-0.467227005|-0.1381849369999999|10.96052467|-0.0697981979999999|1|-0.004358975|0.035216067|-0.098027247|-0.250781298|-0.443325632|1|0.653741315|0.8295290000000001|0.019437461|0.8851623040000001|0.632625562|0|-0.086013549|-0.11557289|0.336505882|0.0224393089999999|-53.38447032|-71.73053105|13.92699891|120.3048789|168.00390359999997|-0.041606241|-44.51968852|8.643817972|0.7596369590000001|-2.0803120280000003|84.49751102|0.478948837|452.6479704|2436.66785|-16.02708787|7.159317935|149.181772|593.6088758|12.76697997|1.0|1.0|3.0|4.82|2.37|0.14|17.0|-7.12|81.23|2.78|1.0|0.0|1.0|-4.25|31.0|5.0|-6.81|0.0|0.0|1.0|-4.33|5.68e-05|4.67e-05|0.0196|0.0|3.19e-05|-0.05031|5363.0|3.66|-1431.414099|-1431.38073|646.81|1111.29|330.55|0.4634|231.18|0.38952|0.69411|0.1945|-0.15414|-0.20445|0.03336932|-1431.2418630000002|6.3396|12.0|7.9172|7.9172
47s_a18|0|0|0.0|0|1|1|0.026229332|-0.0054038509999999|4.844187086|-0.045792331|-0.394481152|0.0134295589999999|10.94702059|-0.031515152|0|0.003686393|-0.040169986|-0.168728915|-0.252119673|-0.46304239|0|0.724028067|0.712629555|0.0109557919999999|0.745196689|0.716761234|0|-0.070258863|-0.08106112|0.306379663|0.008446541|-53.18668656|-61.36410696|6.394119331000001|10.92659868|117.0051929|-0.030108416|-46.45326408|4.840414512|0.820470855|-2.107589125|69.29837549|0.4740142|640.0051571|1529.863965|-17.25406952|9.811856136|135.90542109999998|1093.725912|7.934268528|1.0|1.0|2.0|4.41|0.0|0.3|18.0|-9.42|76.5|3.33|3.0|1.0|1.0|-5.95|36.0|3.0|-5.96|0.0|1.0|0.0|-5.45|1.12e-06|3.53e-06|0.0017|0.0|1.84e-07|-0.0491399999999999|3218.0|8.41|-1534.196027|-1534.174077|809.4|1435.42|385.29|0.5203|385.29|0.6926800000000001|0.6926800000000001|0.5203|-0.13195|-0.18109|0.02195039|-1533.809351|2.9991|616.0|6.2104|6.2104
19_a31|1|0|0.0|0|0|0|0.062492295|-0.01001901|5.351858133|-0.086654127|-0.46087445|-0.040386271|10.31169935|-0.081641954|2|-0.0038998559999999|-0.095997335|-0.081398052|-0.1751017789999999|-0.615878515|0|0.656654981|0.8558149140000001|0.019858798|0.902130276|0.6427749970000001|0|-0.0909201569999999|-0.113333675|0.279690511|0.014675044|-53.25742146|-66.3863707|8.596058678|75.32978176|157.414423|-0.036060715|-38.88650245|5.035230173|0.776211804|-1.586671445|75.31824576|0.446100738|428.3459076|1992.2502|-12.37297805|7.0760696020000005|131.0862475|460.3754405|8.931875058|1.0|1.0|2.0|3.44|2.62|0.28|16.0|-7.39|98.91|1.68|1.0|0.0|1.0|-4.67|25.0|4.0|-6.41|0.0|0.0|1.0|-3.92|2.14e-05|0.0001199999999999|0.0431|0.0|1.46e-05|-0.04308|5.0344|5.24|-1489.532192|-1489.4951640000002|625.93|1028.58|314.06|0.3205|246.28|0.5385300000000001|0.7005600000000001|0.2271|-0.16367|-0.20675|0.03702801|-1489.382077|2.4209|1.8|5.7447|5.7447
13f_a6|1|0|0.0|0|0|0|-0.088329567|-0.006930367|4.727387819|-0.008507023|-0.381170169|-0.071478789|10.95053349|-0.049928822|1|-0.001446486|0.079490516|-0.126749697|-0.223618825|-0.466314952|2|0.841211811|0.77199166|-0.028317736|0.834167942|0.790249345|1|-0.073352505|-0.092939631|0.176745407|0.018554018|-49.2635105|-62.41821579999999|12.46087045|62.42897239999999|91.85971442|-0.032802223|-41.92004677|8.368715213|0.720711855|-1.672913351|75.61173794|0.401838426|579.7398537|3253.287533|-14.79531062|9.050440345|187.5697972|676.2770877|13.19352214|1.0|1.0|2.0|3.56|2.21|0.08|27.0|-10.18|103.17|0.92|1.0|0.0|0.0|-5.11|32.0|5.0|-6.52|0.0|0.0|1.0|-4.78|7.74e-06|1.65e-05|0.00688|0.0|2.75e-08|-0.07786|4.8413|3.36|-1347.301285|-1347.266914|711.29|1202.78|394.98|901.0|256.1|0.49643|0.70541|0.0048|-0.12805|-0.2059099999999999|0.03437105|-1347.0794119999998|13.9612|42.0|7.3768|7.3768
21_a4|0|0|0.0|1|1|1|-0.164057585|-0.003068098|5.4161004020000005|-0.014982235|-0.131928225|-0.2897937889999999|10.94593332|-0.104638158|1|0.012094249|0.030586117|-0.063064908|-0.099702401|-0.228430899|1|0.6952936|0.777866961|0.090847781|0.833191212|0.674434042|0|-0.0571545999999999|-0.076470465|0.239652988|0.020173071|-28.99048719|-38.7880598|10.23237244|63.37635587|34.4171635|-0.028676424|-19.67444009|5.190159022|0.7231676229999999|-1.147056976|47.69702403|0.401240904|472.812128|1584.866567|-7.377915035|5.961506745|140.4174905|387.240586|8.908964226|1.0|1.0|0.0|3.37|2.92|0.16|17.0|-5.94|39.94|2.32|0.0|0.0|2.0|-3.88|23.0|3.0|-5.76|0.0|1.0|1.0|-4.19|0.000133|6.51e-05|0.0197|0.0|0.000352|-0.02956|5.1623|3.31|-973.5683008|-973.5481197|549.71|916.76|308.08|0.2016|240.17|0.5260600000000001|0.66476|0.1457|-0.16632|-0.19588|0.020181098|-973.449892|2.9409|121.0|6.9172|6.9172
1d_a5|1|0|-4.455320158|0|0|0|-0.133500214|-0.006252818|4.59511985|-0.308010841|-0.2688711589999999|-0.2261588939999999|10.94437658|-0.010183824|1|-0.000700145|-0.389011185|0.001493879|0.004923698|-0.38633065|2|0.525406088|0.7595197290000001|-0.058872605|0.821309592|0.513260607|0|-0.088396743|-0.086213657|0.6271150670000001|0.007937625|-47.76176205|-46.58221594|4.288788702|204.4506579|55.92018945|-0.036640804|-25.16889922|2.317281143|0.770504115|-1.465632167|56.83734591|0.471074204|484.3911442|1172.890724|-10.69678217|6.116537519|123.9992274|403.396385|10.25512997|1.0|1.0|1.0|2.92|2.19|0.05|23.0|-8.88|54.46|2.73|2.0|0.0|1.0|-4.79|27.0|6.0|-5.73|1.0|0.0|1.0|-4.97|1.6100000000000002e-05|1.0800000000000002e-05|0.00396|0.0|4.86e-07|-0.04528|4.8725|3.58|-1288.340378|-1288.306458|567.04|951.63|268.88|0.2805|254.46|0.41781|0.5764600000000001|0.0982|-0.18991|-0.23519|0.03392008|-1288.253849|5.3765|9333.0|5.03|5.03
12f_a31|1|0|0.0|0|1|1|0.034876922|-0.011835152|5.733341277|-0.033056721|-0.698273995|-0.0944165219999999|10.31169747|-0.0164221939999999|2|0.000889251|0.068054139|-0.130400541|-0.205011573|-0.551471017|0|0.805862937|0.8167107029999999|-0.021938988|0.8530975000000001|0.7730604259999999|0|-0.097676974|-0.118239376|0.262896936|0.027617942|-68.14417693|-82.48950216|19.26761061|159.84734269999998|208.6022728|-0.0337826789999999|-57.54866283|13.44201623|0.686882955|-1.891830012|97.53070764|0.482666192|489.0460499|1805.921786|-16.44247509|9.859605078|218.4455813|713.5657448|15.04120547|1.0|1.0|2.0|3.86|3.78|0.41|16.0|-8.02|117.37|1.53|3.0|0.0|1.0|-5.98|30.0|5.0|-6.19|0.0|0.0|1.0|-4.63|1.05e-06|2.37e-05|0.0101|0.0|4.06e-06|-0.03317|3.8305|5.39|-1696.785527|-1696.741889|755.33|1258.6|323.68|0.2664|323.68|0.7006600000000001|0.7006600000000001|0.2664|-0.15894|-0.19211|0.04363832|-1696.53373|3.3538|0.13|6.8861|6.8861
3_a47|0|0|0.0|0|0|0|0.013076203|-0.008740449|0.0|-0.130414103|-0.367098851|0.103847816|10.93671092|0.013073797|0|-0.007967014|-0.021029826|-0.015388793|-0.024240921|-0.457330633|2|0.900251233|0.720319618|0.104873188|0.780628097|0.815682427|1|-0.083129079|-0.0948001|0.4661246329999999|0.008609292|-43.59237092|-49.71258151|4.514659074|98.29790989|76.18000386|-0.036461577|-26.06896797|2.367459086|0.7849694909999999|-1.422001494|58.22383723|0.403777634|448.2137648|1280.146703|-10.02652614|6.46319354|112.7606591|418.022895|8.511255722000001|1.0|1.0|2.0|2.59|2.89|0.0|22.0|-8.42|58.04|2.88|1.0|0.0|1.0|-5.54|25.0|3.0|-5.16|0.0|1.0|1.0|-5.35|2.86e-06|4.49e-06|0.00156|0.0|1.33e-06|-0.05717|5.6998|4.12|-1470.137664|-1470.101469|556.65|941.44|332.54|0.2342|217.52|0.52977|0.69138|0.2182|-0.15473|-0.2119|0.03619487|-1470.0192869999998|5.3274|316.0|6.5|6.5
8c_a31|1|0|0.0|0|1|1|-0.012583838|-0.01275867|5.733341277|-0.104377029|-0.574140137|-0.1903992189999999|10.31169969|-0.1029580369999999|2|-0.004832959|-0.178276512|-0.053983462|-0.09039853|-0.513257014|0|0.922486359|0.847752299|0.006000201|0.896193695|0.87237334|0|-0.1170607269999999|-0.128067781|0.280934088|0.029669107|-64.57121646|-70.64275621|16.3656112|133.3100368|206.2599245|-0.039640027|-38.96685783|9.027343766|0.72308253|-1.66488115|82.77037329|0.47508938|345.3445134|1678.6836239999998|-12.06117028|6.820988495|152.7489054|423.1367008|12.12761708|1.0|1.0|2.0|3.51|2.9|0.29|16.0|-6.13|114.29|0.85|0.0|0.0|1.0|-4.42|24.0|5.0|-6.7|0.0|0.0|1.0|-3.63|3.79e-05|0.000237|0.0811|0.0|0.0002549999999999|-0.03222|3.8492|1.83|-1426.166503|-1426.129055|595.67|981.89|322.11|0.2597|322.11|0.7005|0.7005|0.2597|-0.15985|-0.19207|0.03744829|-1426.024361|5.1815|0.81|6.0915|6.0915
17a_a25|0|0|0.0|1|0|0|0.0055894319999999|-0.004137083|4.727387819|-0.036457743|-0.248224991|-0.0688716509999999|10.93106298|0.006360768|1|0.006423059|-0.02776212|-0.047099434|-0.07654898|-0.362222339|2|0.6741827509999999|0.748718056|0.168247187|0.8005589320000001|0.659740852|1|-0.06234901|-0.079378741|0.348821736|0.012665055|-44.46905084|-56.61512986|9.033070252|93.75234138|89.44809639|-0.0297670279999999|-40.379488|6.442637379|0.755980502|-1.666953566|67.57985355|0.468791604|623.7797651000001|2432.071525|-15.142307999999998|8.996672966|174.0415044|781.7487682|10.96472369|1.0|1.0|1.0|3.48|3.47|0.11|27.0|-9.98|72.7|2.67|2.0|0.0|1.0|-5.12|33.0|4.0|-6.18|0.0|0.0|1.0|-5.13|7.5e-06|7.44e-06|0.00323|0.0|4.54e-08|-0.05255|5.2683|6.04|-1391.625102|-1391.588873|747.06|1271.9|315.11|0.4076|235.34|0.35172|0.6722|0.1735|-0.16304|-0.21559|0.0362293|-1391.385492|5.1401|25.0|7.6021|7.6021
18_a31|1|0|0.0|0|0|0|0.0690370959999999|-0.013634202|5.351858133|-0.138136629|-0.640807491|-0.001973566|10.31169929|-0.096301845|2|-0.007811355|-0.084218532|-0.065041042|-0.107017926|-0.604728055|0|0.868704545|0.8595579409999999|0.022160691|0.904870098|0.838968212|0|-0.11789212|-0.129469649|0.258135789|0.014467496|-69.19879619|-75.99442464|8.49194438|238.9516432|160.8952371|-0.040279446|-44.60622732|4.984491996|0.7774768320000001|-1.81257508|85.81723707|0.4492048839999999|426.0718665|1935.374782|-13.87749294|7.076684189|130.6137795|477.1857166|9.822812434|1.0|1.0|3.0|3.41|2.85|0.28|16.0|-6.54|119.14|0.75|1.0|0.0|1.0|-4.62|25.0|4.0|-6.72|0.0|0.0|1.0|-3.62|2.42e-05|0.000241|86.0|0.0|0.000104|-0.03702|5.0092|4.81|-1465.528656|-1465.4803960000002|630.26|1041.21|317.05|444.0|247.51|0.51842|0.70058|0.2457|-0.16212|-0.19914|0.04825999|-1465.359325|4.6746|0.13|6.8861|6.8861
22_a47|0|1|0.0|1|0|0|0.048272293|-0.010579222|4.727387819|-0.150248628|-0.507802654|-0.075111395|10.95023117|0.002716049|1|-0.004332497|-0.077468004|-0.1049885469999999|-0.277479519|-0.538310301|2|0.612295986|0.831122912|-0.077787113|0.890264057|0.591185263|1|-0.080744803|-0.089280419|0.573087958|0.022154032|-47.64347429|-52.67991531|13.07198749|12.19999546|177.81209280000002|-0.031744149|-31.08378631|7.713126784|0.6096864479999999|-1.42848671|71.28682035|0.4614909829999999|412.2379505|1494.441201|-11.05201291|6.9553262170000005|230.3045281|482.9384172|18.60690504|0.0|1.0|2.0|3.31|3.16|0.1|21.0|-7.69|84.73|2.97|1.0|0.0|1.0|-4.44|29.0|6.0|-6.58|0.0|0.0|1.0|-4.38|3.6e-05|4.16e-05|0.0164|0.0|8.11e-06|-0.0612399999999999|4.7954|4.4|-1375.05033|-1375.021925|605.12|1027.32|308.65|0.3367|258.55|0.50316|0.68312|0.0799|-0.16704|-0.22828|0.02840507|-1374.914437|5.7009|1.0|9.0|9.0
37_a18|0|0|0.0|0|2|2|-0.0013530679999999|-0.005351023|4.844187086|-0.018808538|-0.385273662|-0.034593342|10.94702064|-0.011713125|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.224171123|-0.44541772|0|0.7100921609999999|0.725028151|0.020848396|0.761336899|0.699483099|0|-0.068500679|-0.074857954|0.385121249|0.009098426|-50.09028298|-54.7389628|6.653112344|12.63119843|123.0060763|-0.0286221589999999|-40.02719655|4.865006968|0.7648766029999999|-1.946306811|65.15554136|0.488368082|608.2316837999999|1571.7484060000002|-15.30451633|9.460456975|171.9311063|1056.535856|10.41657856|0.0|1.0|2.0|4.31|0.0|0.3|18.0|-8.82|76.5|3.33|2.0|1.0|1.0|-5.68|36.0|3.0|-6.14|0.0|1.0|0.0|-5.47|2.08e-06|3.35e-06|0.00161|0.0|7.27e-07|-0.04925|3.2127|8.11|-1532.997117|-1532.974371|794.5|1395.35|385.91|499.0|385.91|0.69305|0.69305|499.0|-0.13194|-0.18119|0.02274574|-1532.622404|3.0375|35.0|7.4559|7.4559
12ab_a30|0|0|0.0|0|2|2|-0.026189286|-0.008528077|5.351858133|-0.030346359|-0.520212725|0.038312857|10.31162784|0.01563558|1|0.005111479|0.03046828|-0.12254489|-0.207153446|-0.384942092|1|0.8397577820000001|0.809127478|0.078325164|0.855880335|0.794193541|0|-0.082740301|-0.1008879709999999|0.4605456229999999|0.031588146|-58.23149599999999|-71.0035788|22.23130678|119.79740259999998|140.93076580000002|-0.031859359|-49.97135112|15.64609074|0.603952976|-1.815983471|92.49334877|0.461207954|562.8556061|2618.234172|-15.78042667|8.44310703|278.7324985|792.3440337000001|21.48976996|1.0|1.0|1.0|4.87|0.0|0.21|17.0|-6.83|100.11|2.2|2.0|0.0|1.0|-5.61|33.0|6.0|-6.39|0.0|0.0|0.0|-5.0|2.47e-06|9.94e-06|0.00456|0.0|6.720000000000001e-05|-49.0|4.8018|3.34|-1804.824495|-1804.79081|753.75|1275.19|355.06|0.1957|258.2|0.46561|0.68324|0.1511|-0.14772|-0.19672|0.03368522|-1804.589076|7.4968|17.0|7.7825|7.7825
