molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|FNSA3|PBF|FPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50
7d_a10|0.0|0|0|0.0|0.0|1|1|1.34384996|2.087763133|-0.117302383|-0.00179944|5.4161004020000005|-0.017919404|2|0.041369509|-0.042667459|0.00870171|-0.071185424|10.929819300000002|-0.0325418129999999|1|0.008513576|-0.09209689|-0.089622042|-0.2018053139999999|2|0.531023495|-0.051603612|0.869684772|-0.059327943|0.421731106|0.010495008|12.32220006|0.158947933|-0.024733154|-19.95666068|2.9540236560000004|89.87999909999999|-1.063525614|-13.12185056|37.04365163|446.2091497|-564.2395741|1597.531619|-6.961625817000001|0.270414577|0.938419104|17.98535187|0.014078094|460.1866123|7.468948447000001|1.0|1.0|1.0|0.0|0.19|21.0|-7.83|4.97|43.6|3.04|1.0|100.04|0.0|2.0|-4.22|26.0|4.0|-5.83|1.0|3.95|-4.72|5.98e-05|0.0206|1.9e-05|3.62|0.0|1.46e-08|-0.05634|3.49|-1129.198363|-1129.175857|574.87|970.29|319.09|0.2593|0.32059|-1129.003694|0.0941|-0.1633099999999999|3.0178|-1129.0552810000002|928.0|6.0325
6g_a40|0.0|0|0|0.0|0.0|1|1|0.604893315|1.628664494|0.102683335|-0.022381557|6.401917197|-0.261952754|0|0.039863946|-0.120745388|-0.019683422|0.07194868|10.30179936|-0.251161616|2|-0.018182514|-0.221674172|0.05728593|-0.588058458|0|0.8316888240000001|-0.340429901|0.8917390820000001|-0.164941808|0.400587529|0.017750905|328.78166810000005|0.3946532929999999|-0.059045173|-66.03405036|7.499640603|47.36081569|-2.657032782|-38.37906336|118.7493383|393.4722933000001|-1727.0578510000005|3198.69909|-24.9461968|0.175795811|0.740853565|46.56499428|0.020240097|590.1686672000001|13.1559604|0.0|0.0|1.0|3.0|0.21|14.0|-2.87|2.48|213.89|0.59|1.0|124.18|1.0|5.0|-7.22|31.0|7.0|-7.02|0.0|2.37|-4.71|6.049999999999999e-08|2.87e-05|1.93e-05|3.06|1.0|0.0013599999999999|-0.08622|7.38|-2522.023752|-2521.990118|669.8|1144.59|440.68|0.4971|0.58454|-2521.8114530000003|0.1307|-0.11857|6.7231|-2521.87499|47.0|7.3279
7_a27|0.0|0|0|0.0|0.0|2|0|1.40247849|3.330197625|0.112935885|-0.00601016|4.727387819|-0.050197188|2|0.049625|-0.133453335|0.010291744|-0.096754293|10.93773474|-0.056500475|1|0.010596392|-0.220626658|-0.323631281|-0.500327496|2|0.6413629129999999|-0.08694032|0.8546689820000001|-0.060745542|0.358145768|0.015099075|10.66993367|0.14888586|-0.0300556429999999|-26.6343589|4.757447929|60.73467304|-1.352503929|-16.87088515|42.57323098|477.7488532|-759.1898319000001|1497.873267|-9.469994277|0.236435287|0.875167537|22.09489892|0.014441323|479.0078184|8.106228264|1.0|0.0|1.0|0.0|0.2|21.0|-6.61|3.05|65.6|2.88|0.0|102.36|0.0|3.0|-4.06|26.0|4.0|-6.26|1.0|3.14|-4.28|8.66e-05|0.0299|5.2e-05|3.02|0.0|2.43e-07|-0.04887|5.37|-1122.455548|-1122.433757|606.74|1016.96|300.9|0.4179|0.61278|-1122.249324|0.4179|-0.16734|4.2487|-1122.304359|1.0|9.0
12f_a31|0.0|1|0|3.4780522210000004|0.0|0|1|0.6101347579999999|0.0|0.034876922|-0.011835152|5.733341277|-0.033056721|0|0.03703252|0.043286807|-0.00150321|-0.0944165219999999|10.31169747|-0.0164221939999999|2|0.000889251|0.068054139|-0.205011573|-0.551471017|0|0.805862937|-0.029803241|0.8530975000000001|-0.097676974|0.262896936|0.027617942|159.84734269999998|0.299007775|-0.0337826789999999|-57.54866283|13.44201623|569.7325277000001|-1.891830012|-23.56842919|87.41178754|489.0460499|-1319.832035|1805.921786|-16.44247509|0.313117045|0.932987917|34.31214739|0.021559868|713.5657448|15.04120547|1.0|1.0|1.0|2.0|0.41|16.0|-8.02|4.48|117.37|1.53|3.0|117.78|0.0|10.0|-5.98|30.0|5.0|-6.19|1.0|4.01|-4.63|1.05e-06|0.0004469999999999|2.37e-05|3.82|0.0|9.53e-09|-0.03317|5.39|-1696.785527|-1696.741889|755.33|1258.6|323.68|0.2664|0.7006600000000001|-1696.466804|0.2664|-0.15894|1.8803|-1696.53373|0.13|6.8861
9o_a24|0.0|1|0|2.9340792330000003|0.0|0|1|1.294229152|0.0|-0.064667223|-0.007052095|4.59511985|-0.044044637|3|0.028472222|-0.087807028|0.0012214139999999|-0.097596429|10.94506726|-0.000236595|1|0.002019902|-0.145366976|0.00294424|-0.38043264|2|0.738419215|-0.000453155|0.846075714|-0.088586421|0.6253256110000001|0.018492771|32.50178358|0.229726192|-0.032911684|-29.61546471|6.1994599720000005|44.8382925|-1.678495905|-19.05574986|61.99847688|445.9858336|-971.8432428|1906.512273|-11.03321234|0.331953623|0.945954873|28.52459128|0.026064002|663.2688909|15.09096602|1.0|1.0|1.0|2.0|0.04|23.0|-7.91|4.36|92.79|1.23|1.0|120.73|0.0|6.0|-4.49|32.0|5.0|-6.83|0.0|3.01|-4.4|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|2.88|0.0|1.24e-08|-0.04527|4.41|-1388.147972|-1388.094657|611.03|1126.94|290.75|0.1409|0.41688|-1387.887227|0.0288|-0.17826|4.3816|-1387.945865|446.0|6.3507
11_a1|0.0|1|0|3.3361517380000003|0.0|0|1|1.430935838|0.0|0.033732316|-0.018080197|5.351858133|-0.196819043|1|0.035620155|0.08043435|-0.0127744789999999|-0.05257082|10.94957487|-0.044235537|1|-0.009578125|0.126722854|-0.117419838|-0.563650254|1|0.823460272|-0.075188762|0.8086124090000001|-0.131972845|0.2027328789999999|0.034974992|274.39137789999995|0.404475497|-0.048723884|-43.84323456|12.15946748|84.40380304|-2.143850877|-28.7289904|98.43720241|351.1382199|-1264.075578|1885.148133|-16.93943154|0.248121855|0.912918113|38.20963621|0.02620284|495.0560271000001|15.44994131|1.0|1.0|1.0|2.0|0.05|23.0|-7.47|4.23|97.33|1.95|1.0|105.71|0.0|4.0|-5.07|29.0|6.0|-6.27|1.0|3.22|-4.66|8.48e-06|0.00327|2.17e-05|3.35|0.0|3.35e-08|-0.06546|5.26|-1312.462371|-1312.4282380000002|614.86|1036.18|388.38|0.5573|0.68162|-1312.241032|0.3201|-0.12916|5.0526|-1312.2963630000002|0.17|6.7696
12k_a36|0.0|1|0|3.483171769|0.0|0|2|1.297043952|0.0|-0.076124222|-0.0071232019999999|5.351858133|-0.063399056|2|0.039061728|0.096315593|0.002782748|0.003690005|10.94908765|-0.058284869|1|0.003724542|0.163804836|-0.1619981409999999|-0.4373676689999999|1|0.90500247|-0.102077284|0.8647233590000001|-0.075717305|0.367754573|0.018067063|46.79001927|0.157229536|-0.037758075|-44.22843899|7.838185977999999|0.0|-2.038936068|-24.86988906|61.7723974|555.1026569|-1342.974009|2294.707886|-16.38090333|0.219318299|0.919048073|31.85663123|0.016847116|698.847203|11.0965905|1.0|1.0|0.0|2.0|0.12|17.0|-7.01|2.42|69.2|2.38|1.0|133.84|0.0|6.0|-4.58|31.0|4.0|-6.34|0.0|2.37|-4.55|2.6e-05|0.0106|2.82e-05|3.45|0.0|9.66e-08|-0.0497|3.83|-1310.3453949999998|-1310.312649|697.92|1186.08|338.46|0.3116|0.5249199999999999|-1310.072976|0.0908|-0.15053|5.7818|-1310.134752|14.0|7.8539
15_a3|0.0|0|0|0.0|0.0|0|1|0.619596467|0.0|0.079167398|-0.006742751|4.727387819|-0.092127078|3|0.045993266|-0.182934001|-0.006419472|0.126641951|10.33806279|0.021805556|0|-0.004459728|-0.325227172|-0.039798975|-0.505519936|3|0.968837995|0.036380489|0.866559772|-0.092342351|0.451058529|0.007901554|315.5421792|0.221091166|-0.037667|-28.19600959|2.070175472|0.0|-1.50667999|-19.28005913|51.31038923|398.6887321|-771.2023653|1433.713715|-9.868603355|0.149672503|0.85723565|22.67368656|0.010200078|402.781061|5.220965278|1.0|1.0|1.0|1.0|0.24|16.0|-5.78|1.56|89.99|0.96|0.0|94.29|0.0|2.0|-2.77|23.0|5.0|-7.35|0.0|1.2|-3.02|0.0017|547.0|0.000951|1.28|0.0|1.66e-06|-0.06319|2.33|-1328.688126|-1328.665275|553.81|916.07|334.44|0.4107|0.2843199999999999|-1328.531138|0.0173|-0.1576|1.9539|-1328.581677|25.0|7.6021
12ac_a36|0.0|1|0|3.4419617660000004|0.0|0|2|1.297043188|0.0|-0.050997272|-0.007639626|5.351858133|-0.073735973|2|0.042560386|0.03586247|0.000584134|-0.046730704|10.95345846|-0.0121300989999999|1|0.0018565629999999|0.060445359|-0.166354116|-0.433636165|1|0.8058720979999999|-0.020272679|0.863165958|-0.080202334|0.4712820929999999|0.021508835|118.0445703|0.220326632|-0.036062573|-50.32319912|10.36858115|20.70356046|-1.98344149|-25.03847816|70.61872461|541.3322795|-1377.116299|2455.459827|-17.38437788|0.268353853|0.801074136|34.22211444|0.020208014|716.9974499|14.03055543|1.0|1.0|0.0|2.0|0.17|17.0|-6.89|2.09|86.27|1.59|1.0|133.95|0.0|6.0|-3.81|32.0|5.0|-7.21|0.0|1.84|-3.95|0.000154|0.0653|0.000112|2.36|0.0|1.29e-07|-0.0527399999999999|4.84|-1385.606133|-1385.566143|711.77|1200.61|321.25|0.3302|0.56186|-1385.3211789999998|0.0249|-0.15675|4.0208|-1385.382927|13.0|7.8861
8k_a46|-3.737070812|0|0|0.0|0.1337610719999999|1|1|0.300205953|2.105349622|0.1436554669999999|-0.006208399|5.533389489|-0.380857136|2|0.038616352|-0.061030265|-0.002099764|-0.114070359|10.31928125|-0.038125|1|0.002202734|-0.1017929319999999|-0.050069565|-0.510222233|2|0.73768327|-0.051289238|0.8341090329999999|-0.08638304|0.400181795|0.009441365|104.0919365|0.261823161|-0.033099828|-44.45419269|4.860695117|19.34993627|-1.985989657|-23.74966689|68.75557551|529.6539372999999|-1424.980013|2328.360804|-17.04077386|0.173430886|0.975803904|28.73282642|0.0112621819999999|865.6610153999999|8.080799245|1.0|1.0|1.0|2.0|0.24|23.0|-8.66|5.37|124.17|1.86|1.0|132.47|0.0|5.0|-5.74|34.0|6.0|-6.75|0.0|3.29|-5.13|1.82e-06|0.000866|7.47e-06|3.45|0.0|2.17e-09|-0.0398699999999999|7.63|-1845.304274|-1845.257085|742.04|1302.56|302.15|0.1354|0.41618|-1844.970617|0.1166|-0.16967|3.4118|-1845.037411|147.0|6.8327
8a_a50|0.0|1|1|3.139870661|0.0|1|1|1.39826105|2.03117465|-0.0737162059999999|-0.00439531|5.777652323|-0.021959577|1|0.03904321|-0.0224366579999999|0.007671336|-0.150515325|10.94501357|-0.058014797|2|0.007801731|-0.038971589|-0.11385159|-0.352654037|1|0.75162266|-0.095292123|0.8718949979999999|-0.069208148|0.278028663|0.018809422|133.8183888|0.139123262|-0.031655181|-20.91041439|4.778811898|0.0|-1.234552044|-15.95574341|44.36511568|433.9235497|-622.2739931|1503.563342|-8.042467074|0.248584287|0.858162757|21.23424244|0.017017336|388.171611|8.577560914|1.0|1.0|1.0|1.0|0.11|20.0|-6.32|3.71|59.39|2.02|0.0|94.75|0.0|2.0|-3.86|24.0|3.0|-6.12|1.0|2.87|-4.13|0.000138|0.0433|7.48e-05|2.95|0.0|4.82e-07|-0.0280699999999999|2.69|-1006.671867|-1006.637067|548.47|912.7|297.06|0.18|0.3462199999999999|-1006.508913|0.1217|-0.17244|3.5509|-1006.557694|47.0|7.3279
14e_a23|0.0|0|1|0.0|-4.45581912|2|0|1.197957573|3.052208981|0.059967018|-0.008865361|5.351858133|-0.272389934|2|0.044241453|0.023369734|0.001027627|0.021081733|10.3132176|-0.009871698|2|0.001951778|0.072830644|-0.226146643|-0.5232404310000001|2|0.560094237|-0.014216155|0.8510270329999999|-0.073376247|0.267882223|0.018022127|48.244071000000005|0.074607942|-0.03935934|-43.33511299|8.73073591|0.5612316039999999|-1.96796702|-27.39493099|63.61519626|644.0923882999999|-1369.74655|2428.874279|-19.06744972|0.203474128|0.981902808|34.39302091|0.017954325|658.8108151|12.49658915|0.0|1.0|1.0|1.0|0.09|26.0|-8.23|6.19|105.02|3.82|2.0|125.29|0.0|6.0|-6.38|34.0|7.0|-6.06|0.0|4.5|-5.79|4.1200000000000004e-07|0.000198|1.61e-06|4.46|0.0|5.94e-09|-0.08122|4.2|-1966.96594|-1966.943431|706.39|1209.58|334.8|0.3178|0.63922|-1966.720803|0.3178|-153.0|3.7696|-1966.785007|3.0|8.5214
47l_a18|0.0|0|0|0.0|0.0|0|1|1.251176792|0.0|0.0340353029999999|-0.006400878|4.844187086|-0.0603838109999999|0|0.035308642|-0.0057783619999999|-0.00046896|-0.010426981|10.94702063|-0.056270425|0|0.000787517|-0.008768679|-0.156998637|-0.4925232479999999|0|0.7452092359999999|-0.0973326269999999|0.781148177|-0.08034939|0.2820044969999999|0.009199889|11.54768766|0.196526687|-0.031456589|-42.43906517|4.654446622|51.44279524|-2.0132216990000003|-22.37455223|63.6949231|571.4972966|-1431.971342|1427.032023|-15.91464944|0.203890653|0.959883341|28.10487315|0.012890098|931.8364349|9.168513486|1.0|1.0|1.0|3.0|0.25|18.0|-9.37|3.19|85.29|2.94|3.0|139.63|0.0|9.0|-5.26|34.0|3.0|-6.39|0.0|2.72|-4.84|5.44e-06|0.00247|1.4499999999999998e-05|3.78|0.0|4.26e-10|-0.0520399999999999|7.71|-1455.5758039999998|-1455.5497369999998|764.74|1334.6|387.13|0.5019|0.69291|-1455.165122|0.5019|-0.1314|2.4594|-1455.233431|32.0|7.4949
12y_a30|0.0|0|0|0.0|0.0|0|2|0.604984019|0.0|0.048343649|-0.005996863|5.351858133|-0.037335306|2|0.044197531|-0.089502772|0.00604028|0.061944378|10.31162818|-0.058184644|1|0.006346396|-0.153680104|-0.0922059569999999|-0.4579359229999999|1|0.842068099|-0.095969764|0.8146529229999999|-0.070903795|0.374181804|0.0149823289999999|85.17057711|0.151081489|-0.034840345|-41.1215369|6.751850651|0.0|-1.91621895|-23.38859815|57.65603256|569.8856940000001|-1286.372898|2411.415644|-15.70095045|0.179891855|0.804154433|28.51891948|0.012362508|754.3941655|8.299049218|1.0|1.0|0.0|1.0|0.21|17.0|-7.38|3.23|81.65|3.25|2.0|137.21|0.0|5.0|-6.04|31.0|4.0|-5.64|0.0|3.19|-5.46|9.14e-07|0.00039|3.48e-06|4.6|0.0|4.12e-08|-0.05065|4.45|-1654.41361|-1654.382468|728.75|1227.82|357.11|0.2173|0.30617|-1654.125015|0.1489|-0.1475|4.7043|-1654.190369|22.0|7.6576
13e_a6|0.0|1|0|3.433539068|0.0|0|0|1.429020445|0.0|-0.089778965|-0.006882528|4.727387819|-0.008507023|2|0.044021739|0.018376555|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|-0.001446486|0.032420935|-0.223618825|-0.462344944|2|0.841211811|-0.067328767|0.827254552|-0.074242826|0.175643236|0.0183790889999999|66.59852278|0.138323399|-0.032929004|-41.68507499|8.211609879|0.0|-1.679379203|-22.01054293|61.91072885|575.965487|-1122.537689|3457.565879|-14.71237941|0.277469482|0.799234143|30.46313253|0.019543118|676.2770877|13.06309302|1.0|1.0|1.0|2.0|0.08|27.0|-10.18|4.53|103.17|0.92|1.0|123.82|0.0|5.0|-5.11|32.0|5.0|-6.52|1.0|3.31|-4.78|7.74e-06|0.00323|1.65e-05|3.27|0.0|6.59e-11|-0.07534|3.36|-1347.297639|-1347.25954|713.3|1202.5|381.78|0.8312|0.38609|-1347.014564|0.0104|-0.1327|10.1884|-1347.074898|12.0|7.9208
21_a12|0.0|0|0|0.0|0.0|0|1|0.609915045|0.0|0.04375233|-0.008833375|4.59511985|-0.058516436|3|0.037992832|-0.213225401|-0.003879878|-0.01367083|10.31140747|-0.0546514309999999|1|-0.001825446|-0.388196876|-0.211367878|-0.522951134|2|0.923855679|-0.099516604|0.89838263|-0.068775342|0.192026642|0.012230115|75.46830038|0.15172224|-0.036878492|-25.34833425|3.097071518|0.0|-1.401382713|-18.55810005|40.76379649|426.8727514|-705.2078018999999|1080.052791|-9.338859985|0.229181643|0.8993077970000001|24.07584081|0.017360942|380.2468615|8.736422872|1.0|0.0|1.0|1.0|0.12|17.0|-6.78|2.25|78.41|1.82|0.0|98.16|0.0|3.0|-3.82|23.0|4.0|-6.45|1.0|2.68|-3.76|0.00015|48.0|0.000173|2.53|0.0|1.67e-07|-0.0546899999999999|2.56|-1327.479547|-1327.451966|539.67|893.17|310.18|0.3665|0.59386|-1327.347724|0.1668|-0.16784|2327.0|-1327.397348|22.0|7.6576
7f_a8|0.0|1|0|2.961566988|0.0|1|0|1.394802504|1.2793830309999998|-0.139912829|-0.005338193|4.844187086|-0.073219554|0|0.044814815|0.034392285|0.00112124|-0.087673259|10.94343485|0.0260356679999999|1|0.00084936|0.09329746|0.141285105|-0.381574707|0|0.515235986|0.041366689|0.7677336090000001|-0.091890536|0.3155671539999999|0.0138113419999999|53.09327646|0.229770733|-0.040738044|-28.45850692|4.471132824|55.49953831|-1.670259798|-23.17880348|60.14140162|438.23883319999993|-950.3309426|1854.738581|-13.18808857|0.119077775|0.822794279|26.31197491|0.010262531|446.5544107|5.839092213|1.0|0.0|0.0|1.0|0.0|23.0|-8.46|5.49|61.58|4.27|2.0|101.89|0.0|3.0|-5.68|28.0|4.0|-5.27|1.0|4.63|-5.5|2.09e-06|0.00078|3.16e-06|4.66|0.0|3.5e-09|-0.07492|6.81|-1285.196168|-1285.168078|584.99|991.61|356.17|0.3536|0.7024199999999999|-1285.017838|0.1502|-0.14506|8.7098|-1285.071664|35.65|4.4479
14v_a23|0.0|0|1|0.0|-4.844615416|2|0|1.1979575059999998|3.004639728|0.135774541|-0.014768546|5.351858133|-0.299484129|2|0.047323232|0.055572317|-0.002390707|0.017156562|10.3132174|-0.015149431|2|-0.0004039459999999|0.170475376|-0.2952674819999999|-0.650246427|2|0.598213287|-0.022236834|0.845160857|-0.067342061|0.31419322|0.019811827|78.86310829|0.083394725|-0.042752869|-41.35406587|8.64241561|0.912757854|-2.180396311|-28.23713101|57.56282152|605.3933675|-1440.093681|2679.111279|-18.64987284|0.211671341|0.84234449|35.81898321|0.020908947|676.4530574|13.80980223|0.0|0.0|1.0|1.0|0.09|26.0|-7.95|6.18|114.25|3.04|2.0|126.97|0.0|7.0|-6.89|35.0|8.0|-5.94|0.0|4.28|-6.0|1.29e-07|6.38e-05|1e-06|4.76|0.0|1.12e-08|-0.07843|5.17|-2042.182282|-2042.161744|679.5|1206.02|335.64|348.0|0.6017100000000001|-2041.93452|348.0|-0.1524299999999999|4.5506|-2041.998955|4.0|8.4001
4k_a46|0.0|0|0|0.0|0.173180233|1|1|1.134637098|2.145043462|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|1|0.0510113959999999|-0.104665424|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|0.006050983|-0.158788415|0.012963356|-0.3860697829999999|1|0.78837943|-0.141706595|0.787615341|-0.091943864|0.260665072|0.007038271|171.92614719999997|0.121088629|-0.0306644389999999|-25.25406274|2.052909907|0.0|-1.471893066|-16.56101615|53.45751583|474.67574630000007|-794.928775|1912.936687|-8.94414722|0.126761926|0.7163519709999999|18.96506421|0.006892404|519.5743695|3.722397006000001|1.0|1.0|1.0|1.0|0.33|17.0|-6.61|4.77|50.94|2.84|1.0|100.96|0.0|2.0|-4.82|25.0|3.0|-5.46|1.0|3.79|-4.83|1.5e-05|5.0|1.4800000000000002e-05|4.05|0.0|2.48e-07|-0.01712|4.52|-1053.433249|-1053.396715|582.84|1001.96|278.71|0.2259|0.39943|-1053.196897|0.1505|-0.18542|4.0015|-1053.249847|0.08|7.0969
12al_a36|0.0|1|0|3.469383582|0.0|0|2|1.297043737|0.0|-0.06777947|-0.008463062|5.351858133|-0.04314418|2|0.042739018|0.1030147719999999|0.00127667|-0.074215038|10.96020817|-0.031635802|1|0.003077071|0.172830414|-0.239932418|-0.404703593|1|0.8913597320000001|-0.055405405|0.885733922|-0.077842923|0.2689491989999999|0.026927826|114.2305891|0.198820783|-0.035305316|-45.86257662|11.65999569|0.0|-1.906487074|-23.23210974|68.94274882|527.2034213000001|-1254.533926|2244.88081|-15.28752554|0.328915355|0.841133748|34.61874732|0.025956027|679.7230552999999|17.07995636|1.0|1.0|0.0|2.0|0.17|17.0|-6.69|1.89|78.43|1.72|1.0|130.24|0.0|6.0|-3.95|31.0|5.0|-6.93|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|2.65|1.0|2.03e-07|-0.04998|2.92|-1347.479819|-1347.445127|702.95|1181.84|349.14|0.4466|0.6945399999999999|-1347.196501|0.0095|-0.14558|6.4473|-1347.257936|48.0|7.3188
LY580276_a4|0.0|0|0|0.0|0.0|1|1|1.344599701|2.067497166|-0.156842923|-0.001543874|5.4161004020000005|-0.020236527|1|0.044357639|0.0295482979999999|0.010217376|-0.172607392|10.94681614|0.011772853|1|0.009622161|0.064209689|-0.042912895|-0.191806286|1|0.5162208110000001|0.019144144|0.847526918|-0.057317455|0.243350596|0.008729943|11.22286434|0.131473004|-0.028035586|-16.49563923|2.027582675|82.46094409|-1.065352257|-13.51117823|31.83019528|418.5688558|-513.4247728|1511.5340210000002|-6.511436537000001|0.152153004|0.7764939829999999|15.93586849|0.008312438|345.4102548|4.0060099860000005|1.0|1.0|1.0|0.0|0.22|17.0|-6.56|4.43|30.71|3.13|0.0|84.74|0.0|2.0|-3.67|22.0|3.0|-5.71|1.0|3.69|-4.21|0.000213|0.0624|6.18e-05|3.35|0.0|2.75e-07|-0.0225|3.64|-959.4958788|-959.4723321|519.23|865.23|276.03|0.1905|0.36903|-959.356125|0.1842|-0.18746|2.5355|-959.404416|175.0|6757.0
13d_a6|0.0|1|0|3.447870607|0.0|0|1|1.424214188|0.0|-0.045686501|-0.010665225|5.351858133|-0.0122495089999999|1|0.041728395|0.077158715|-0.003346018|-0.042531782|10.95129636|-0.10528143|1|-0.000899678|0.126028544|-0.174259072|-0.49314765|1|0.845481322|-0.187174391|0.841971795|-0.092581323|0.19992155|0.030793771|156.67194009999997|0.21137879|-0.039696112|-51.34295409|14.27820079|564.780402|-2.103893962|-27.03045032|84.01035117|536.999346|-1432.613867|3075.022992|-18.40596467|0.230567155|0.703203572|35.13035671|0.018542644|692.8471883999999|12.62632467|1.0|1.0|1.0|2.0|0.16|23.0|-9.4|4.57|95.85|1.5|2.0|121.6|0.0|6.0|-5.95|32.0|5.0|-5.88|1.0|3.74|-5.27|1.11e-06|0.000471|5.42e-06|4.23|0.0|3.96e-10|-0.05252|4.5|-1389.403308|-1389.374844|723.61|1219.11|341.57|0.7905|0.58381|-1389.125098|0.2513|-0.14894|11.0994|-1389.188211|0.36|6.4437
12ag_a36|0.0|1|0|3.408828027|0.0|0|2|1.297044434|0.0|-0.042092217|-0.008085448|5.351858133|-0.084341564|2|0.043848238|0.063109409|-0.002526241|0.0070889269999999|10.96052849|-0.050147748|1|-0.000673716|0.135431487|-0.217394466|-0.445549431|1|0.724208473|-0.0861053359999999|0.8910146309999999|-0.082492792|0.26896187|0.020136392|85.84609192|0.253169906|-0.038937089|-43.02381535|8.009946323|0.0|-1.946854457|-24.55768654|64.72839664|471.0269757|-1227.884327|2305.164626|-15.48857353|0.2411026289999999|0.927847116|32.35969377|0.019328689|595.8790650000001|12.1906363|1.0|1.0|0.0|2.0|0.14|17.0|-6.86|2.44|69.2|2.4|1.0|123.71|0.0|5.0|-3.89|30.0|5.0|-6.76|0.0|2.15|-4.16|0.000129|0.0515|6.96e-05|2.78|0.0|1.4e-07|-0.05486|3.41|-1332.185403|-1332.151245|658.68|1112.68|334.04|0.4286|0.69204|-1331.9454449999998|0.0191|-0.15227|5.4459|-1332.003616|17.0|7.7696
19f_a38|0.0|1|0|3.3320764830000003|0.0|0|2|1.297044434|0.0|-0.036714749|-0.007831113|5.351858133|-0.084341564|2|0.041808786|-0.008118156|-0.002526241|0.035480177|10.96083376|-0.054832432|1|-0.000673716|-0.017421394|-0.217394466|-0.4288343429999999|1|0.724208473|-0.094149094|0.8741648479999999|-0.085318318|0.488059925|0.02107583|125.7493111|0.249124013|-0.037844587|-45.42524686|8.601162122|12.14075726|-1.892229356|-24.1763087|67.96791709|479.6831205|-1208.815435|2846.860803|-15.44458393|0.265562447|0.8313685409999999|32.91812709|0.020733452|595.8790650000001|13.24517938|1.0|1.0|1.0|3.0|0.14|17.0|-6.86|2.55|81.23|2.4|1.0|125.69|0.0|5.0|-4.14|30.0|4.0|-6.77|1.0|2.67|-4.17|7.209999999999999e-05|29.0|6.77e-05|2.78|0.0|1.4e-07|-0.05735|3.41|-1332.190216|-1332.160846|653.22|1105.62|360.19|0.3205|0.38086|-1331.945195|0.0019|-0.14369|5.3152|-1332.004601|73.0|7.1397
12f_a30|0.0|0|0|0.0|-4.734662095|0|2|0.60498366|0.0|0.156569208|-0.015345198|5.351858133|-0.274237737|2|0.041555556|0.1468972409999999|-0.00695299|-0.008663584|10.31162828|-0.046588557|1|-0.004395528|0.4304505939999999|-0.226973911|-0.6394697460000001|1|0.613786308|-0.071123509|0.876441789|-0.090450992|0.56363596|0.01570263|101.2862703|0.164253554|-0.0452183279999999|-54.21787616|7.815328055|1.45550709|-2.396571368|-31.90082427|74.88972286|589.6060704|-1690.743686|2712.844784|-22.5055335|0.184824668|0.8958126809999999|39.1336968|0.01752821|696.6414817000001|12.36587885|1.0|1.0|0.0|1.0|0.17|17.0|-7.18|4.78|90.88|2.82|2.0|133.96|0.0|7.0|-6.7|34.0|8.0|-5.66|0.0|3.42|-5.92|1.99e-07|9.63e-05|1.2e-06|5.05|0.0|6.61e-08|-0.05464|5.52|-1988.032639|-1987.998635|729.87|1225.63|351.25|0.2166|0.32483|-1987.782125|0.1596|-0.14958|3.6633|-1987.848015|19.0|7.7144
