molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|FNSA3|PBF|FPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50
12_a3|0.0|0|0|0.0|0.0|0|0|0.605020506|0.0|0.167987916|-0.009093383|4.727387819|-0.118456941|2|0.042795699|-0.120694579|-0.006049098|-0.045382017|10.31163031|-0.069857022|1|-0.0045709459999999|-0.218774634|0.032450556|-0.604704476|2|0.899733837|-0.125395523|0.784451598|-0.092838926|0.101891875|0.011076075|239.2266101|0.170600292|-0.039584548|-21.667278|2.496397166|76.23910943|-1.345874639|-18.79271742|49.333524|393.75653|-638.9523922000001|1064.221958|-8.921820355|0.169581355|0.864908294|22.63041363|0.01374218|330.4083896|6.524083564|1.0|1.0|1.0|1.0|0.0|21.0|-6.89|4.01|92.93|1.6|1.0|90.49|0.0|2.0|-5.68|22.0|3.0|-5.3|1.0|3.23|-4.84|2.07e-06|0.000629|1.44e-05|4.03|0.0|1.3e-07|-0.06361|2.94|-1272.152002|-1272.125792|515.23|847.25|379.97|0.5056|0.69784|-1272.010995|0.5056|-0.13153|2.3762|-1272.058487|3548.0|5.45
12bb_a36|0.0|1|0|3.3296932480000003|0.0|0|2|1.29704416|0.0|-0.07834963|-0.008239316|5.351858133|-0.117921811|2|0.04625323|0.096309833|-0.006877664|-0.018516159|10.96022185|-0.027636036|1|-0.004358975|0.2463876689999999|-0.250781298|-0.421445726|1|0.653741315|-0.045186455|0.892249657|-0.090660196|0.314702945|0.022069757|88.91215764|0.311151789|-0.038872447|-47.11573753|9.094955748|0.0|-1.943622342|-24.95418524|72.36704599|442.2064275|-1247.709262|2458.790147|-16.01935076|0.280705922|0.926384521|34.69260487|0.022984922|593.6088758|14.75518126|1.0|1.0|0.0|2.0|0.14|17.0|-7.12|3.0|69.2|2.78|1.0|123.67|0.0|5.0|-3.99|31.0|6.0|-6.8|0.0|2.44|-4.32|0.000102|0.0424|4.81e-05|2.88|0.0|7.599999999999999e-08|-0.0566799999999999|3.66|-1431.4091|-1431.374881|667.88|1120.72|326.27|0.4172|0.38838|-1431.178978|0.0736|-0.15507|6251.0|-1431.238418|0.01|8.0
17_a3|0.0|0|0|0.0|0.0|0|0|0.605019885|0.0|0.188373421|-0.009450704|4.727387819|-0.118246266|2|0.047430556|-0.015463451|-0.007540435|-0.041723219|10.31163036|-0.0510707059999999|1|-0.006696449|-0.027542873|0.036673175|-0.633373061|2|0.881253042|-0.085686119|0.838125715|-0.098658557|0.225087454|0.010321361|234.4907116|0.1969243769999999|-0.039557272|-24.87357062|2.672377884|76.17242478|-1.344947254|-20.12828595|55.45324083|408.6362608|-684.3617224|1667.279771|-10.24205849|0.159937821|0.780420408|23.96047156|0.012803096|353.7528308|6.514715538|1.0|1.0|1.0|1.0|0.0|21.0|-7.48|4.66|92.93|2.37|1.0|95.5|0.0|2.0|-5.53|23.0|3.0|-5.61|1.0|3.71|-4.93|2.96e-06|1.0|1.18e-05|3.88|0.0|3.28e-08|-0.0720399999999999|3.57|-1731.75233|-1731.72355|537.32|891.3|386.22|0.4062|0.69481|-1731.6147670000005|0.4062|-0.13155|3.8077|-1731.663157|23.0|7.6383
12i_a36|0.0|1|0|3.27619957|-4.787087299|0|2|1.2401347459999998|0.0|0.043792895|-0.016027043|5.351858133|-0.29543904|2|0.0438779959999999|0.048138468|-0.011700732|0.128325344|10.96020192|-0.009876543|1|-0.007897954|0.135587069|-0.3344729369999999|-0.608318386|1|0.647732719|-0.01509434|0.87043328|-0.0850745409999999|0.332782117|0.01973953|108.3973956|0.169035768|-0.045665229|-48.75024044|8.195085212|0.52902639|-2.46592234|-29.42347522|67.53484704|535.4151566|-1588.867662|2351.232652|-18.95842684|0.230870141|0.8526986440000001|38.2555363|0.022430221|672.4630346|14.45246358|1.0|1.0|0.0|2.0|0.17|17.0|-7.14|4.04|78.43|2.04|2.0|130.43|0.0|7.0|-5.2|34.0|8.0|-6.4|0.0|2.65|-5.07|6.26e-06|0.00291|8.6e-06|3.86|0.0|7.24e-08|-0.05065|4.86|-1645.2030949999998|-1645.171438|666.79|1172.5|330.66|0.5402|0.34255|-1644.954647|0.1516|-0.1541|5.1836|-1645.017702|12.0|7.9208
47u_a18|0.0|0|0|0.0|0.0|0|1|1.251177393|0.0|0.039883149|-0.010219187|4.844187086|-0.0872206669999999|0|0.035393939|0.008108241|-0.000829573|0.031337464|10.94702032|-0.033209663|0|0.00082284|0.0121925089999999|-0.1904128389999999|-0.539738821|0|0.664796402|-0.053126304|0.7960273840000001|-0.090364489|0.33777918|0.02068926|86.37253771|0.258933526|-0.0344062|-44.84707106|10.0557163|77.59162925|-2.029965788|-23.98671253|77.42251040000001|516.6437614|-1415.216039|1415.590236|-16.72263667|0.278162537|0.937307962|33.23007431|0.021142007|818.9389171|14.73941472|0.0|1.0|0.0|2.0|0.19|18.0|-8.2|3.02|99.56|2.95|3.0|133.53|0.0|8.0|-5.69|34.0|4.0|-6.31|0.0|2.6|-4.98|2.05e-06|0.000932|1.04e-05|3.9|0.0|6.34e-09|-0.06392|9.34|-1510.182477|-1510.153552|738.53|1282.66|397.57|0.5849|0.69143|-1509.771642|0.5849|-0.12717|4.4624|-1509.839543|1.97|5.7055
10_a4|0.0|0|0|0.0|0.0|1|1|1.343863662|2.146166934|-0.180140166|-0.002959121|5.4161004020000005|0.005483539|2|0.038699764|0.00941601|0.01107733|-0.122141977|10.92992762|-0.090413559|1|0.011142889|0.014917047|-0.132895939|-0.241683916|2|0.6990620390000001|-0.150288496|0.861225169|-0.051015897|0.43000216|0.014582852|39.48408698|0.078346981|-0.027007048|-26.60798798|4.884907049|64.26218096|-1.350352423|-15.63090193|37.96666686|533.4262268|-781.5450965|2064.276654|-9.046715915|0.255470315|0.945033425|20.99433004|0.014040792|594.7358385|8.126406226|1.0|1.0|1.0|0.0|0.26|21.0|-8.07|4.81|52.83|2.53|2.0|111.38|0.0|4.0|-4.66|28.0|4.0|-5.83|1.0|3.9|-4.85|2.21e-05|0.00818|1.4e-05|3.85|0.0|8.51e-09|-0.04689|3.34|-1183.812875|-1183.790554|619.99|1083.65|340.01|0.1792|0.4662|-1183.54701|0.0176|-0.15561|1.4517|-1183.602045|88.0|7.0555
14a_a5|0.0|1|0|2.948727373|0.0|0|1|1.226142247|0.0|-0.056730193|-0.0053665219999999|4.59511985|-0.005002101|3|0.027375887|-0.132625457|0.002956745|-0.086229994|10.9488747|0.024793388|1|0.003668464|-0.213526163|-0.016337128|-0.36152442|2|0.7333482170000001|0.047169811|0.847379958|-0.080875277|0.4398855029999999|0.0173669719999999|134.62273080000003|0.209074444|-0.0271808479999999|-35.98151967|7.942029745|55.04914434|-1.494946644|-18.38089729|66.43577392|534.8590069|-1010.949351|1315.573182|-12.42997952|0.370216665|0.88709518|29.18606491|0.024411136|723.0631751|16.50789498|0.0|1.0|1.0|2.0|0.2|23.0|-8.84|4.38|92.79|1.37|1.0|123.0|0.0|6.0|-4.15|32.0|5.0|-7.08|1.0|3.05|-4.22|7.15e-05|0.0304|6.02e-05|2.55|0.0|1.45e-09|-0.0507699999999999|4.3|-1390.592722|-1390.546425|692.8|1195.01|298.75|0.5853|0.65789|-1390.29207|0.5853|-0.1676|2.7115|-1390.352729|112.0|6.9508
8d_a32|0.0|1|1|3.474433107|0.0|0|0|0.609420756|0.0|0.143684876|-0.010604502|5.733341277|-0.089662873|0|0.0388738739999999|0.062782795|-0.006974711|-0.044765977|10.31100269|-0.0682721729999999|3|-0.005162219|0.113030335|0.002805572|-0.629535754|0|0.825020753|-0.11492754|0.875986707|-0.109612139|0.261692269|0.01593079|321.2496412|0.2892958439999999|-0.03346862|-43.43251025|6.291941176|89.20994250000001|-1.539556512|-21.03349629|78.89798692|446.6450457|-967.5408291|2371.595484|-13.21859008|0.2914328639999999|0.887243042|29.684549600000004|0.019788058|557.1050635|12.43588915|1.0|1.0|1.0|2.0|0.26|19.0|-7.26|4.32|154.03|1.1|1.0|110.38|1.0|7.0|-6.08|27.0|4.0|-6.47|1.0|3.57|-4.36|8.41e-07|0.000334|4.36e-05|3.17|0.0|5.51e-08|-0.0535|4.26|-1880.773727|-1880.733071|671.71|111.16|348.39|0.3018|0.7026100000000001|-1880.540067|0.3018|-0.14765|1.0269|-1880.602038|8.0|8.0809
12bd_a36|0.0|1|0|3.497517322|0.0|0|2|1.297043358|0.0|-0.051990612|-0.006695407|5.351858133|-0.045630197|2|0.04625323|0.025649557|0.003676818|-0.030990165|10.94639828|-0.0288761339999999|1|0.0045625|0.042808724|-0.169994208|-0.436345273|1|0.902377067|-0.047786573|0.833398429|-0.071083327|0.279020022|0.0177487689999999|83.92365468|0.167521907|-0.035521445|-43.33557909|7.733288012999999|0.0|-1.989200921|-23.44707102|58.63647911|549.5039111000001|-1313.035977|2403.371086|-15.47699253|0.21755876|0.905749421|29.96655829|0.015363883|729.1873176|10.14142465|1.0|1.0|0.0|2.0|0.21|17.0|-7.34|2.5|69.2|2.45|1.0|133.68|0.0|5.0|-4.54|31.0|4.0|-6.38|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|3.41|0.0|4.55e-08|-0.05236|3.79|-1311.591775|-1311.560669|706.26|1200.23|349.84|0.4467|0.69411|-1311.291779|0.0058|-0.1459|5.7533|-1311.352257|17.0|7.7696
17_a4|0.0|0|0|0.0|-4.533317957|1|1|1.219995452|1.690442177|-0.188642713|-0.006491052|5.4161004020000005|-0.319716072|1|0.043084795|-0.01849014|0.001892883|-0.3948966229999999|10.94611837|-0.094767116|1|0.002155864|-0.073733221|-0.07155304|-0.392770755|1|0.49887819|-0.12969185|0.8347553529999999|-0.0887214819999999|0.332034943|0.01061251|17.08736223|0.111208775|-0.042181562|-23.75316417|2.822041259|0.0|-1.5185362180000002|-21.75180355|51.22364842|458.3237652|-783.0649279|1658.726841|-11.21677197|0.138303414|0.798764653|25.24299609|0.012827738|319.5521911|6.61489113|1.0|1.0|0.0|0.0|0.11|17.0|-6.56|6.26|30.71|3.66|1.0|85.09|0.0|3.0|-4.36|25.0|6.0|-5.56|1.0|4.29|-4.81|4.39e-05|0.0152|1.5399999999999998e-05|4.01|0.0|2.74e-07|-0.04186|4.44|-1255.994721|-1255.968357|527.39|873.5|285.92|0.2045|0.47353|-1255.881628|0.2045|-0.17559|4.8197|-1255.932407|877.0|6057.0
27b_a34|0.0|0|0|0.0|0.0|1|1|1.4335271040000002|2.013418486|-0.056026127|-0.010183855|5.351858133|-0.016803292|1|0.042739018|-0.106245942|-0.001438963|-0.029622037|10.95430634|-0.027175221|1|0.001228116|-0.175834895|-0.322091086|-0.463926296|1|0.820914556|-0.047542374|0.8299950709999999|-0.08757938|0.3307451819999999|0.031021066|150.83624440000003|0.2165682119999999|-0.037292511|-47.54648562|13.44721755|540.9533124|-1.864625537|-24.553278|78.08618045|515.8091561000001|-1227.6639|2431.595232|-16.16580511|0.287687241|0.687123753|34.46979951|0.022820627|627.4287311|15.02503259|1.0|1.0|1.0|1.0|0.12|23.0|-8.19|4.11|84.99|1.83|2.0|116.33|0.0|5.0|-5.23|31.0|5.0|-6.14|1.0|3.46|-4.96|5.92e-06|0.00243|1.1e-05|3.75|0.0|6.53e-09|-0.04121|4.33|-1350.055377|-1350.018975|691.97|1174.68|302.88|0.3621|0.47412|-1349.811401|0.0252|-0.1652799999999999|11.8546|-1349.873325|0.65|6.1871
31_a47|0.0|0|1|0.0|0.0|1|0|1.304326813|1.441825189|-0.075563891|-0.00869363|4.727387819|-0.171198936|2|0.042906977|-0.086842911|-0.007525849|0.074881792|10.9497221|0.001073537|1|-0.006265667|-0.188419195|-0.076351692|-0.441642572|2|0.677766155|0.001622323|0.917597019|-0.10715233|0.486720182|0.021401336|355.5321928|0.303979962|-0.037580665|-40.66927863|8.234748813|81.01707367|-1.691129939|-23.31144534|79.74238158|431.7441681|-1049.01504|1322.82831|-14.46018796|0.29335997|0.901520747|32.98913783|0.024209265|513.2159236|15.01710904|1.0|1.0|1.0|2.0|0.1|21.0|-7.62|4.24|98.72|2.0|1.0|109.21|0.0|5.0|-4.59|29.0|5.0|-6.78|1.0|2.94|-4.39|2.56e-05|0.0105|4.03e-05|2.86|0.0|2.42e-08|-0.0532|4.2|-1735.435432|-1735.400941|642.11|1079.4|340.91|0.3264|0.68276|-1735.225703|83.0|-0.15143|6.4248|-1735.284957|16.0|7.8
2_a4|0.0|0|0|0.0|0.0|0|1|1.189716144|0.0|-0.072708147|-0.00708265|4.59511985|-0.103346554|1|0.037777778|0.08246129|-0.001386521|0.090707854|10.95268469|0.076479666|0|-0.0016168089999999|0.127695325|0.228655117|-0.3881618|1|0.930871261|0.1355918559999999|0.847373823|-0.117395215|0.442778552|0.006330673|166.102249|0.257481153|-0.0379537729999999|-18.65482233|1.123639184|0.0|-1.366335816|-15.98981578|52.12536246|312.82106489999995|-575.6333682|910.3327882|-6.736463618999999|0.156892292|0.656126301|18.96532986|0.011054731|284.26458360000004|4.657326379|0.0|1.0|0.0|2.0|0.27|12.0|-4.83|0.83|45.15|1.63|0.0|79.59|0.0|2.0|-2.18|19.0|4.0|-6.69|0.0|1.24|-2.77|0.0066|1.67|0.00171|1.62|0.0|1.4800000000000002e-05|-0.01612|2.46|-819.9326497000001|-819.8996124|458.73|764.77|384.69|0.1315|0.4682|-819.771754|0.0008|-0.14614|1.7717|-819.8174190000001|31.0|7.5086
18c_a30|0.0|0|0|0.0|0.0|0|2|0.604986846|0.0|0.12157783|-0.0109670669999999|5.351858133|-0.118776867|2|0.042560386|0.011887112|-0.003436924|0.0119521719999999|10.31163825|-0.0351777|1|-0.002215642|0.0211588229999999|0.006103754|-0.562807327|1|0.841060094|-0.058608635|0.885516463|-0.105618255|0.42531141|0.019360263|384.391404|0.282947974|-0.042101245|-50.86775696|8.826997739|103.215593|-2.2313660090000003|-28.4279687|84.38908035|484.1740985|-1506.682341|3094.729399|-19.19537998|0.214007997|0.81455244|36.16826708|0.018410634|713.7769663|12.43138832|1.0|1.0|0.0|2.0|0.13|17.0|-6.19|1.72|124.74|2.06|1.0|135.37|0.0|6.0|-5.01|32.0|5.0|-7.05|0.0|1.91|-4.3|9.68e-06|0.00427|5e-05|2.74|0.0|6.520000000000001e-07|-0.05575|4.54|-1744.500825|-1744.455795|711.56|1209.11|355.78|0.3879|0.69123|-1744.2261030000002|0.3879|-0.14225|6.6462|-1744.28923|12.0|7.9208
12ab_a30|0.0|0|0|0.0|0.0|0|2|0.604983638|0.0|-0.026189286|-0.008528077|5.351858133|-0.030346359|2|0.043854875|0.018023992|0.003529389|0.038312857|10.31162784|0.01563558|1|0.005111479|0.03046828|-0.207153446|-0.384942092|1|0.8397577820000001|0.026596859|0.855880335|-0.082740301|0.4605456229999999|0.031588146|119.79740259999998|0.200246511|-0.031859359|-49.97135112|15.64609074|0.0|-1.815983471|-22.42218278|80.46280277|562.8556061|-1278.064418|2618.234172|-15.78042667|0.3960470239999999|0.856003642|37.1257096|0.030534507|792.3440337000001|21.48976996|1.0|1.0|1.0|1.0|0.21|17.0|-6.83|2.63|100.11|2.2|2.0|140.26|0.0|7.0|-5.61|33.0|6.0|-6.39|0.0|2.52|-5.0|2.47e-06|0.00113|9.94e-06|3.81|0.0|1.47e-07|-49.0|3.34|-1804.824495|-1804.79081|753.75|1275.19|355.06|0.1957|0.46561|-1804.523449|0.1511|-0.14772|6.9089|-1804.589076|17.0|7.7825
AKLKII_a46|0.0|1|0|2.917217813|0.0|0|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|4.59511985|-0.030657|3|0.0386379929999999|-0.008897473|0.006821053|0.156485495|10.96959256|0.036226415|1|0.006731579|-0.015805561|-0.066245471|-0.270506095|3|0.718266758|0.064690027|0.8264237520000001|-0.071827497|0.271156366|0.010384859|160.85204040000002|0.162358606|-0.033194303|-20.09682339|2.335284369|0.0|-1.161800612|-15.74102977|38.98582025|397.2168972|-550.9360419|792.7439217|-7.464534402999999|0.2278604669999999|0.92307023|20.38625028|0.015584114|314.0966684|7.390123534|1.0|1.0|1.0|1.0|0.06|21.0|-7.21|3.39|67.35|1.18|0.0|85.32|0.0|2.0|-3.24|22.0|4.0|-6.5|1.0|2.45|-3.58|0.000578|166.0|0.000266|2.19|0.0|6.18e-08|||||||||||||||181.0|6.7423
14c_a22|0.0|0|0|0.0|0.0|1|0|1.42291727|1.596256692|-0.134137693|-0.005236206|4.727387819|-0.018518519|2|0.038137255|-0.026986769|0.003784292|-0.023927419|10.9464374|0.006275578|1|0.004362505|-0.047249795|-0.160566657|-0.364626967|2|0.667111824|0.010828071|0.8353837409999999|-0.067475189|0.6160012029999999|0.024569649|36.22825261|0.133423541|-0.030217952|-41.50359456|12.73426132|78.22334636|-1.60155147|-21.75466672|66.26540251|623.8702703|-1152.997336|2092.7515510000003|-15.66173379|0.33831271|0.8592469290000001|32.87756477|0.024813755|731.8178649|17.86404838|0.0|1.0|1.0|1.0|0.08|27.0|-9.28|4.18|109.38|1.08|1.0|128.77|0.0|6.0|-4.86|34.0|6.0|-6.96|0.0|2.98|-4.62|1.39e-05|0.00618|2.4e-05|2.9|0.0|5.269999999999997e-10|-0.07399|4.79|-1460.602657|-1460.571156|715.52|1241.55|337.45|0.5079|0.3078|-1460.324494|0.0694|-0.15408|7.3824|-1460.38772|153.0|6.8153
GW6604_a52|0.0|1|0|2.944144148|0.0|0|0|1.427583999|0.0|-0.277102285|-0.002149879|4.59511985|-0.005328809|2|0.021346801|-0.0778992459999999|0.007746755|-0.118272803|10.94914378|-0.028376521|1|0.0070554269999999|-0.131886693|0.067497086|-0.201462112|2|0.709088617|-0.057466653|0.7550228990000001|-0.071850787|0.38374044|0.009021088|157.2481263|0.12653545|-0.029217264|-17.61190876|2.204526664|0.2386028039999999|-1.081038779|-14.44334401|39.97842884|431.7909048|-534.4037285|799.8313017999999|-7.13996301|0.26470494|0.851121611|19.64292268|0.01768964|359.1060668|8.744745933999999|1.0|1.0|1.0|1.0|0.0|23.0|-8.03|4.2|54.46|1.91|0.0|90.49|0.0|3.0|-3.87|23.0|3.0|-5.95|1.0|3.08|-4.16|0.000135|0.0402|6.929999999999999e-05|3.06|0.0|9.31e-09|||||||||||||||107.0|6.9706
15_a15|0.0|0|0|0.0|0.0|0|1|1.435688991|0.0|-0.132759299|-0.006378587|0.0|-0.031457366|3|0.029814815|-0.063032481|0.001806571|0.000676845|10.95980315|0.0020555079999999|0|0.003766915|-0.098862691|-0.272482143|-0.3597407929999999|2|0.843715005|0.003774415|0.7725348679999999|-0.061884697|0.7028760070000001|0.020649569|142.8140301|0.102793952|-0.031405332|-40.20430373|9.115534766|4.306196778|-1.821509261|-20.86598874|54.83651811|596.1118717|-1210.227347|2868.890383|-13.86355301|0.297455822|0.772181523|29.700607300000005|0.0202953539999999|830.7967967000001|13.48441779|1.0|0.0|0.0|1.0|0.07|24.0|-8.9|6.69|59.51|2.52|2.0|138.24|0.0|6.0|-6.32|34.0|4.0|-5.26|0.0|4.64|-6.1|4.77e-07|0.000214|7.970000000000001e-07|5.32|0.0|1.27e-09|-0.03786|5.04|-1450.7538470000002|-1450.725355|700.82|1265.55|480.19|0.4459|0.67524|-1450.398033|0.0066|-0.10964|1.6365|-1450.462493|109.0|6.9626
40_a47|0.0|0|1|0.0|0.0|1|0|1.420389717|1.715145925|-0.246203395|-0.004181351|4.727387819|-0.0934645509999999|3|0.041396825|-0.056839794|0.002212256|-0.038143308|10.98214138|0.056362705|1|0.003634698|-0.130213023|-0.338113214|-0.2636225|3|0.63155995|0.090270598|0.900790582|-0.060416547|0.237173658|0.02047837|54.11003524|0.1877663219999999|-0.027052191|-24.22401965|5.959674083|0.0|-1.082087641|-14.59371996|43.64000551|438.171933|-583.7487984|868.5333132000001|-7.872806386000001|0.426343267|0.843174422|25.43981292|0.029785575|388.178924|16.06828586|0.0|1.0|1.0|1.0|0.11|21.0|-7.08|4.04|68.52|1.52|0.0|94.28|0.0|3.0|-3.26|25.0|5.0|-6.78|1.0|2.72|-3.72|0.000546|183.0|0.000192|2.19|0.0|8.339999999999999e-08|-0.05086|2.06|-1123.174467|-1123.144637|571.5|947.27|332.97|271.0|0.67615|-1122.9968210000002|0.2612|-0.15231|4.7542|-1123.049869|4.0|8.4
12bc_a36|0.0|1|0|3.43846811|0.0|0|2|1.284647662|0.0|-0.058020733|-0.007661816|5.351858133|-0.042515909|2|0.04625323|0.068351685|-0.001012333|-0.079009683|10.95883416|-0.027636036|1|-0.00097037|0.115647623|-0.1716508239999999|-0.442519304|1|0.884841888|-0.045186455|0.892249657|-0.077192869|0.326764696|0.01824287|83.35308244|0.165694502|-0.038558877|-48.36968394|8.238431664|0.0|-1.927943855|-25.91194805|64.13376391|560.6615736|-1295.597402|2623.395239|-17.41308622|0.22853193|0.878447423|33.5878425|0.017847333|661.6709012|11.99358509|1.0|1.0|0.0|2.0|0.14|17.0|-7.76|3.19|69.2|2.99|2.0|133.77|0.0|5.0|-5.08|31.0|4.0|-6.26|1.0|2.82|-5.18|8.27e-06|0.00372|6.55e-06|3.93|0.0|1.74e-08|-0.05828|4.42|-2152.134749|-2152.100551|705.12|1188.37|320.4|0.7456|0.35775|-2151.9100780000003|0.3478|-0.15671|6.5854|-2151.971485|8.0|8.0969
27_a47|0.0|0|1|0.0|0.0|1|1|1.216250059|2.041063341|-0.160399235|-0.003631596|4.727387819|0.006768957|3|0.0304347829999999|-0.067535989|0.001861676|0.0427469459999999|10.95005714|0.013336016|1|0.002350172|-0.137440913|-0.157688306|-0.280944221|2|0.6636125860000001|0.023325573|0.8517043879999999|-0.0630454209999999|0.337815064|0.016506051|20.73428323|0.153530114|-0.028494622|-32.56705871|6.762956126000001|3.180329084|-1.510214943|-18.2393594|50.9207639|541.8239522999999|-966.6860481|2181.236691|-11.67498331|0.299267237|0.906398657|26.02898047|0.018969968|682.9868225|12.14264461|1.0|1.0|1.0|2.0|0.26|21.0|-8.82|5.07|67.66|3.11|2.0|125.17|0.0|5.0|-4.81|31.0|5.0|-6.34|1.0|3.91|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|3.7|0.0|1.5e-09|-0.05814|2.97|-1778.1049670000002|-1778.078632|673.27|1165.54|325.21|0.4007|0.40976|-1777.830739|0.1839|-0.1578|4.0365|-1777.891054|2512.0|5.6
12a_a36|0.0|1|0|3.4715209280000003|0.0|0|2|1.297044783|0.0|-0.0632801509999999|-0.007471648|5.351858133|-0.0427777779999999|2|0.040166667|0.078063311|0.002039107|-0.070252245|10.96083376|-0.065913514|1|0.003199301|0.134423193|-0.183140926|-0.432975237|1|0.907322874|-0.119322074|0.846614758|-0.076154312|0.436020272|0.019595485|109.9069212|0.179315373|-0.037738352|-39.52572284|7.388485123|5.277117996|-1.886917597|-23.17301945|58.79461567|503.9367075|-1158.650972|2258.5909920000004|-14.22926022|0.244684566|0.888377722|30.67992313|0.019102103|598.1535763999999|11.72953701|1.0|1.0|0.0|2.0|0.14|17.0|-6.59|1.88|69.2|2.02|1.0|123.75|0.0|5.0|-3.79|29.0|4.0|-6.72|0.0|1.86|-4.0|0.000164|0.0625|0.000101|2.68|0.0|2.56e-07|-0.04946|3.16|-1232.951968|-1232.916523|653.94|1096.31|338.0|0.4435|0.67869|-1232.707754|0.0012|-0.1519299999999999|6.3637|-1232.764108|13.0|7.8861
13b_a6|0.0|1|0|3.423777636|0.0|0|1|1.430640379|0.0|-0.0411179|-0.011206134|5.351858133|-0.0265090529999999|1|0.042739018|0.060593678|-0.00460563|-0.104663349|10.95129557|-0.064811009|1|-0.00194781|0.100281317|-0.180339002|-0.490758329|1|0.850080948|-0.11338525|0.8370824240000001|-0.093125205|0.202093555|0.032036214|154.7847961|0.2242827939999999|-0.0406496879999999|-48.5571926|13.77653618|554.4007331|-2.032484418|-26.65671602|82.07670290000002|508.6895893|-1332.835801|2587.000662|-17.48058934|0.2427663219999999|0.69141956|35.20276076|0.0203627189999999|627.4287311|13.35319491|1.0|1.0|1.0|2.0|0.12|23.0|-9.01|4.32|95.85|1.29|2.0|116.79|0.0|5.0|-5.51|31.0|5.0|-6.1|1.0|3.45|-4.99|3.11e-06|0.0012699999999999|1.02e-05|3.8|0.0|9.77e-10|-0.0525799999999999|4.04|-1350.0903970000002|-1350.061187|694.33|1167.21|341.35|0.7846|0.58026|-1349.837661|0.2461|-0.14898|10.8032|-1349.898848|174.0|6.7595
16_a15|-3.726252327|0|0|0.0|0.0|0|0|0.300207157|0.0|0.072882981|-0.008593957|0.0|-0.463771194|2|0.035555556|-0.003882928|-0.009769916|-0.109386268|10.31928197|-0.011969556|0|-0.00379317|-0.006331105|-0.0764246109999999|-0.528097878|2|0.787100127|-0.018331526|0.77948108|-0.08870471|0.7427725270000001|0.0070920509999999|53.93878231|0.276402595|-0.039472502|-47.4317527|3.31414791|17.68542055|-2.131515106|-26.98327637|65.48636021|494.6488764|-1457.096924|3014.308422|-18.44568161|0.131539493|0.7238723509999999|31.07023998|0.009783192|728.353441|6.687758643|1.0|0.0|1.0|2.0|0.08|24.0|-9.21|6.02|115.58|1.72|2.0|124.45|0.0|6.0|-6.0|32.0|6.0|-6.27|1.0|3.59|-5.21|9.89e-07|0.000442|6.14e-06|3.88|0.0|6.1e-10|-0.04082|8.26|-1770.509465|-1770.448668|716.79|1229.58|300.24|0.3809|0.6541100000000001|-1770.217907|0.1409|-0.16871|8.0361|-1770.281427|21.0|7.6778
