molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|AATSC1pe|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|nFaHRing|RASA|PBF|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|PNSA4|DPSA3|GRAVp|TASA|FPSA1|WNSA2|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Heavy atom count|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
17a_a6|0.0|1|0|3.3685510360000004|0.0|0|7.412764017000001|1|1|0.0|0.101940358|-0.012704951|5.351858133|1|0.041767677|0.04129257|0.0|-0.00460563|0.078798543|10.94948984|-0.060774312|-0.00194781|-0.180339002|-0.5624663560000001|1|0.850080948|0.7722228729999999|0.08716369|0|0.753082653|0.350977745|-63.02857512|-71.75703418|157.13173490000003|0.2469173469999999|-0.041567592|-47.07146289|13.40315088|554.1936506|0.77193498|-2.078379577|-27.26767299|83.46070738|2816.084228|494.010135|0.22806502|-894.3577948999999|0.019808023|1766.18975|1.0|1.0|1.0|1.0|2.0|2.88|23.0|95.85|0.0|0.0|1.0|31.0|0.0|3.59|0.000637|4.09|4e-07|3.5421|-1350.102634|696.96|1167.16|416.71|0.3933|350.03|0.69627|0.7024|-1349.830672|0.0101|-0.12425|4.1627|-0.18178|0.02379552|-1349.892285|24.0|7.6198|7.6198
26_a47|0.0|0|1|0.0|0.0|1|6.86171134|0|0|1.06819297|0.11828578|-0.012090143|4.727387819|2|0.045681818|-0.110530752|0.956774672|-0.0098410169999999|-0.046771537|10.94972213|0.0081426509999999|-0.008325552|-0.079370393|-0.5899218279999999|2|0.6850994429999999|0.845040087|-0.11288313|1|0.7104381999999999|0.549740398|-57.01987795|-59.08415114|9.608109253|0.2895618|-0.038735145|-34.3326642|7.0517889060000005|60.07342336|0.717639177|-1.626876095|-22.50824805|69.15552111|2625.572598|412.8219782|0.282360823|-549.3226272|0.024619511|1317.300461|0.0|1.0|1.0|1.0|2.0|2.66|21.0|98.72|0.0|0.0|1.0|28.0|0.0|3.18|0.00545|3.12|2.37e-05|4.7963|-1696.096597|592.84|1006.59|310.58|0.3197|258.5|0.50921|0.68707|-1695.9387359999998|77.0|-0.16642|3.6825|-0.22921|0.02111593|-1695.993821|13.0|7.9|7.9
7c_a8|0.0|1|0|3.17138259|0.0|1|7.05012252|0|0|1.4416758790000002|-0.244222944|-0.007509694|4.844187086|1|0.043533333|0.0493777859999999|0.0|0.00325576|-0.0450662909999999|10.94670214|-0.118915929|0.004301963|-0.077006275|-0.328286221|1|0.718994164|0.740795639|0.0092411059999999|0|0.848923958|0.292274414|-50.34151168|-56.2991566|49.43944876|0.151076042|-0.03366688|-35.30467154|12.03370912|75.43825735|0.626902145|-1.6160102369999998|-21.11218373|69.53125754|2716.5013510000003|532.3522286|0.373097855|-635.4840877|0.032058696|1616.4960130000002|0.0|1.0|1.0|1.0|1.0|3.1|23.0|92.93|0.0|0.0|1.0|30.0|0.0|3.26|0.00399|3.37|6.91e-06|4.6061|-1331.8206369999998|662.05|1116.53|394.78|275.0|269.17|0.62361|0.70321|-1331.567632|0.1779|-0.1318599999999999|12.0073|-0.20658|0.02732536|-1331.625743|18.59|4.7307|4.7307
13a_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|0.113424769|-0.011002918|5.351858133|2|0.042560386|-0.036541822|0.0|-0.003436924|0.0317047379999999|10.31162842|-0.0351777|-0.002215642|0.006103754|-0.5640209589999999|1|0.841060094|0.8303425640000001|0.019603815|0|0.6963945559999999|0.478381813|-74.02777574|-76.60916637|381.9643801|0.303605444|-0.042832838|-51.70573895|8.456950359|102.6479456|0.799862466|-2.27014041|-28.90911938|86.55791128|3002.811441|470.0167988|0.2001375339999999|-1034.114779|0.017212819|1915.558478|1.0|0.0|0.0|0.0|2.0|0.0|17.0|124.74|0.0|0.0|1.0|32.0|0.0|1.91|0.00427|2.74|0.000288|5.0535|-1744.491614|721.66|1211.54|351.35|0.1788|245.34|0.26119|0.6845600000000001|-1744.217986|0.1603|-0.14953|0.7158|-0.20503|0.04590378|-1744.281248|14.0|7.8665|7.8665
17a_a50|0.0|0|1|0.0|0.0|2|7.934155233999999|1|1|4.319202937|-0.186084687|-0.002225436|5.82008293|1|0.034142512|-0.109740063|2.189373662|0.012510153|-0.0979202769999999|10.94500663|-0.131632653|0.012893333|-0.3891730779999999|-0.220088198|1|0.762224122|0.784570118|-0.204032723|1|0.92300665|0.4062532579999999|-29.57096251|-51.14229199|10.03717565|0.07699335|-0.0280449529999999|-33.3079288|5.847033234|84.34722313|0.7899109000000001|-1.570517366|-18.26510428|38.54872522|2644.4486420000003|601.1353533|0.2100891|-666.1585759999999|0.011602876|1294.887612|1.0|1.0|1.0|1.0|0.0|3.29|20.0|51.77|0.0|0.0|1.0|30.0|0.0|3.27|0.0408|3.23|6.97e-05|4.2478|-1258.566007|705.96|1204.79|306.31|0.1817|291.88|0.6244|0.66046|-1258.260865|0.1754|-0.16724|6.2113|-0.1992|0.02594911|-1258.322582|85.0|7.0706|7.0706
12e_a31|0.0|1|0|3.483599061|0.0|0|7.765993078999999|1|1|0.0|0.052663358|-0.011519192|5.733341277|0|0.037098765|0.0113193469999999|0.0|-0.002475146|-0.107630327|10.3116965|-0.015755876|-0.000231353|-0.142921555|-0.543945776|0|0.7968154940000001|0.7761616020000001|-0.039273975|0|0.721526766|0.2642991189999999|-68.32948993|-79.96257188|166.1479229|0.2784732339999999|-0.036652129|-58.15044546|14.09603901|595.9853231000001|0.725120432|-2.089171358|-26.65419063|87.71292755|3040.353774|524.7092721|0.274879568|-1104.858464|0.020841203|2095.222806|1.0|1.0|1.0|1.0|2.0|3.72|22.0|117.37|0.0|0.0|1.0|33.0|0.0|4.5|9.96e-05|4.48|2.27e-07|5.3264|-1809.899887|781.61|1308.13|322.95|0.3831|232.77|0.55114|0.7006600000000001|-1809.581226|0.2627|-0.15934|2.6024|-0.19379|0.04614662|-1809.650069|0.17|6.7696|6.7696
8c_a31|0.0|1|0|3.435435563|0.0|0|7.765993078999999|1|1|0.0|-0.012583838|-0.01275867|5.733341277|0|0.03995098|-0.106461724|0.0|-0.0080009219999999|-0.1903992189999999|10.31169969|-0.1029580369999999|-0.004832959|-0.09039853|-0.513257014|0|0.922486359|0.847752299|0.006000201|0|0.626072761|0.280934088|-64.57121646|-70.64275621|133.3100368|0.3739272389999999|-0.039640027|-38.96685783|9.027343766|477.2277896000001|0.72308253|-1.66488115|-21.86561502|80.93682766|2251.08563|345.3445134|0.27691747|-506.5691518|0.021986076|1270.056726|1.0|1.0|1.0|1.0|2.0|2.9|16.0|114.29|0.0|0.0|1.0|24.0|0.0|2.83|13.0|2.38|0.0002549999999999|3.8492|-1426.166503|595.67|981.89|322.11|0.2597|322.11|0.7005|0.7005|-1425.968408|0.2597|-0.15985|3.3453|-0.19207|0.03744829|-1426.024361|0.81|6.0915|6.0915
12t_a36|0.0|1|0|3.500121488|0.0|0|7.412764017000001|2|2|0.0|-0.058770337|-0.00673635|5.351858133|2|0.041767677|0.035510516|0.0|0.003676818|-0.030990165|10.95395385|-0.0288761339999999|0.0045625|-0.169994208|-0.436022708|1|0.902377067|0.829598864|-0.009662203|0|0.8337556420000001|0.318666358|-48.97252784|-67.01551397|86.12920631|0.166244358|-0.035934112|-44.63604995|7.820109571000001|0.417511887|0.78316808|-2.012310282|-23.93411213|60.71345614|2771.211293|555.3275093999999|0.21683192|-892.7209991000001|0.01547607|1711.395437|1.0|0.0|0.0|0.0|2.0|0.0|17.0|69.2|0.0|0.0|1.0|31.0|0.0|2.4|0.0102|3.47|1.7899999999999998e-05|3.8844|-1311.585049|713.6|1208.04|337.89|0.4297|319.18|0.69297|0.70313|-1311.287803|0.0155|-0.15088|5.9081|-0.2039|0.03230976|-1311.349439|8.0|8.0969|8.0969
11f_a5|0.0|1|0|2.967866825|0.0|0|6.605297921|1|1|0.0|-0.251797205|-0.0037371509999999|4.59511985|3|0.021060606|-0.083432989|0.0|0.00722997|-0.178881726|10.94877949|-0.0080939669999999|0.008309782|-0.203228986|-0.230681941|2|0.785419245|0.756843253|-0.008110526|0|0.847356138|0.368815548|-47.57801621|-51.92819555|70.39517801|0.152643862|-0.022252743|-36.14073513|10.72733576|13.29510896|0.5109475960000001|-1.268406334|-15.48735657|62.99140465|2853.401015|589.7388387999999|0.489052404|-614.3924972|0.030351311|1727.7296760000002|0.0|1.0|1.0|1.0|1.0|2.87|23.0|76.16|0.0|0.0|1.0|32.0|0.0|2.95|0.0477|2.7|9.06e-07|4.4523|-1391.7602960000002|729.96|1239.35|299.8|0.5834|278.47|0.6593600000000001|0.64937|-1391.444853|0.1834|-0.1691|2.1313|-0.20772|0.03804804|-1391.50739|12.0|7.9208|7.9208
10_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1|2.146166934|-0.180140166|-0.002959121|5.4161004020000005|2|0.038699764|0.00941601|2.149387791|0.01107733|-0.122141977|10.92992762|-0.090413559|0.011142889|-0.132895939|-0.241683916|2|0.6990620390000001|0.810105167|-0.120059574|1|0.921653019|0.43000216|-29.52653193|-45.97324097|39.48408698|0.078346981|-0.027007048|-26.60798798|4.884907049|64.26218096|0.744529685|-1.350352423|-15.63090193|37.96666686|2480.063587|533.4262268|0.255470315|-452.3357957|0.014040792|1049.716502|1.0|1.0|1.0|1.0|0.0|3.38|21.0|52.83|0.0|0.0|1.0|28.0|0.0|3.9|0.00818|3.85|3.15e-06|4.9674|-1183.812875|619.99|1083.65|340.01|0.1792|249.6|0.4662|0.7038399999999999|-1183.54701|0.0176|-0.15561|1.4517|-0.2025|0.02232068|-1183.602045|88.0|7.0555|7.0555
EW7203_a60|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|0.025672274|-0.00698487|5.351858133|2|0.041767677|-0.092774356|0.0|0.003099827|0.03824498|10.31162855|-0.051413084|0.0036417359999999|-0.090115975|-0.458129101|1|0.80330079|0.822401103|0.002441966|0|0.8860751579999999|0.345488097|-49.19385637|-62.23028092|80.48638339|0.113924842|-0.036566012|-40.24477665|8.430183|0.0|0.766837077|-1.828300603|-23.64750675|62.22940284|2913.880231|573.0312689|0.233162923|-764.6507562999999|0.01793256|1541.885979|1.0|0.0|1.0|1.0|2.0|3.21|17.0|117.47|0.0|0.0|1.0|31.0|0.0|3.09|0.000768|3.59|8.51e-05|5.0166|-1668.025575|678.83|1166.44|352.3|0.2385|247.15|0.40883|0.69857|-1667.78681|0.0448|-0.1446599999999999|1.7676|-0.20654|0.03203878|-1667.848192|9.0|8.0334|8.0334
9d_a31|0.0|1|0|3.456767212|0.0|0|7.765993078999999|1|1|0.0|0.036844743|-0.012442213|5.733341277|0|0.0359583329999999|-0.057650507|0.0|-0.002456634|-0.0938310919999999|10.31169788|-0.021171445|0.000127275|-0.214049412|-0.550392027|0|0.8066174070000001|0.8343242820000001|-0.030275712|0|0.6943358040000001|0.3655337879999999|-66.96024848|-81.53295088|154.8767865|0.305664196|-0.033844766|-55.58917047|13.49577391|560.5224416|0.6636195229999999|-1.793772606|-23.07536346|86.75457645|2654.377004|473.3981899|0.336380477|-833.8375571|0.023927395|1842.914835|1.0|1.0|1.0|1.0|2.0|3.35|16.0|117.37|0.0|0.0|1.0|29.0|0.0|3.65|0.0010199999999999|3.46|9.69e-06|3.8478|-1657.471475|727.27|1202.79|322.22|0.2611|322.22|0.7006899999999999|0.7006899999999999|-1657.1791449999998|0.2611|-0.15969|2.6311|-0.19426|0.04331056|-1657.245966|0.6|6.2218|6.2218
14q_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|3.292130907|0.141057047|-0.0101981219999999|5.351858133|2|0.044138322|0.064903564|0.720966302|0.002243702|-0.058543701|10.31321757|-0.056324491|0.002496501|-0.033435987|-0.573130981|2|0.77007911|0.808928963|0.067394607|1|0.773194598|0.227948491|-61.51997721|-66.16349731|350.836102|0.226805402|-0.039682061|-45.42467289|10.17264683|97.13675614|0.777340899|-2.023785094|-27.24379301|76.3369885|3097.399651|530.8381985000001|0.222659101|-953.9181308|0.01932289|1787.418422|0.0|0.0|1.0|0.0|2.0|2.66|26.0|148.11|1.0|1.0|1.0|33.0|1.0|2.62|0.00278|2.46|5.03e-05|3.6431|-1798.645459|714.22|1222.17|340.33|0.4943|340.33|0.5949|0.5949|-1798.3704079999998|0.4943|-0.14854|8375.0|-0.23013|0.03458552|-1798.433122|16.0|7.8069|7.8069
7g_a8|0.0|1|0|3.095238804|0.0|1|7.535296702|1|1|1.336155045|-0.092384028|-0.01002363|5.4161004020000005|0|0.0448526079999999|-0.030968098|0.0|-0.00087806|-0.027838247|10.9431888|-0.027717137|0.0002620309999999|0.046246982|-0.418049442|0|0.627990269|0.7363841520000001|0.098510683|0|0.699376143|0.306360885|-64.55562181|-67.26263865|144.290464|0.300623857|-0.045912914|-40.31185423|11.43714084|56.75323443|0.806738465|-2.020168201|-27.51653399|83.63914665|2802.2242920000003|419.1502102|0.193261535|-725.6133762000001|0.018613449|1500.768277|1.0|0.0|1.0|0.0|1.0|3.32|23.0|80.04|0.0|0.0|1.0|30.0|0.0|4.14|0.000667|4.38|4.92e-06|3.7874|-1374.493069|620.67|1053.9|327.36|0.5165|327.36|0.62073|0.62073|-1374.291597|0.5165|-0.15508|10.1546|-0.22129|0.03974865|-1374.3479960000002|21.03|4.6772|4.6772
8_a47|0.0|0|0|0.0|0.0|0|7.252053952000001|0|1|0.0|0.003732288|-0.007835945|5.476463552|2|0.0363475179999999|-0.087101663|1.335354131|-0.008756|-0.153669322|10.93671024|-0.14203855|-0.007648516|-0.003223628|-0.4497577479999999|2|0.686795267|0.7847248109999999|-0.035681436|1|0.8497568740000001|0.517797505|-44.09728708|-53.11155658|90.32612351|0.150243126|-0.035797309|-30.83488674|2.928269795|0.0|0.819702033|-1.646676195|-20.78278301|49.14108595|2621.772106|493.3419136|0.180297967|-555.0279614|0.012935553|1166.287236|1.0|1.0|0.0|1.0|2.0|3.21|22.0|58.04|0.0|0.0|1.0|29.0|1.0|5.03|0.000104|5.61|2.28e-07|3.6696|-1686.068471|621.06|1071.62|337.87|0.2249|337.87|0.6877800000000001|0.6877800000000001|-1685.8518170000002|0.2249|-0.15357|3585.0|-0.2085199999999999|0.03283575|-1685.908004|0.05|7.3|7.3
15b_a50|0.0|0|1|0.0|0.0|2|7.934155233999999|1|1|4.112770601|-0.144363623|-0.0045393|5.82008293|1|0.032843915|-0.103807905|2.018777006|0.004641091|-0.06083723|10.94501702|-0.124047802|0.005203263|-0.2185722769999999|-0.310946931|1|0.79846758|0.8259784720000001|0.000882622|1|0.8209134840000001|0.447220762|-47.20879251|-46.13641893|274.85729960000003|0.179086516|-0.028069672|-26.37622116|6.564219549|0.0|0.639017342|-1.291204916|-16.04745006|58.69070955|2441.264256|469.3167805|0.3609826579999999|-422.0195386|0.024313507|1155.184146|1.0|1.0|1.0|1.0|1.0|2.11|20.0|68.76|0.0|0.0|2.0|27.0|0.0|2.37|0.2339999999999999|2.11|0.000687|4.0561|-1160.4989460000002|613.37|1035.3|305.67|0.1796|305.67|0.65917|0.65917|-1160.275856|0.1796|-0.16737|6.9054|-0.20071|0.03528279|-1160.330621|79.0|7.1024|7.1024
GW6604_a52|0.0|1|0|2.944144148|0.0|0|6.605297921|0|0|0.0|-0.277102285|-0.002149879|4.59511985|2|0.021346801|-0.0778992459999999|0.0|0.007746755|-0.118272803|10.94914378|-0.028376521|0.0070554269999999|0.067497086|-0.201462112|2|0.709088617|0.693399445|0.074868979|0|0.87346455|0.38374044|-35.51891876|-35.62691523|157.2481263|0.12653545|-0.029217264|-17.61190876|2.204526664|0.2386028039999999|0.73529506|-1.081038779|-14.44334401|39.97842884|2044.612273|431.7909048|0.26470494|-264.17863140000003|0.01768964|726.7881391|1.0|1.0|0.0|1.0|1.0|1.76|23.0|54.46|0.0|0.0|1.0|23.0|0.0|3.08|0.0402|3.06|2.78e-06|||||||||||||||||107.0|6.9706|6.9706
13h_a6|0.0|1|0|3.464247528|0.0|0|6.842683282|0|0|0.0|-0.094781725|-0.006619944|4.727387819|2|0.04393617|0.060987639|1.656132209|-0.002407131|-0.01698365|10.95053423|-0.090944829|-0.000644109|-0.215607882|-0.468842137|2|0.836982172|0.780222427|-0.0256002129999999|1|0.867910741|0.300800177|-51.85624128|-64.32173453|77.20799814|0.132089259|-0.032362302|-44.98170701|8.529752344|0.0|0.736918588|-1.747564296|-22.63172141|64.05338768|2926.745635|606.9504647000001|0.263081412|-854.6524332|0.017825256|1658.40973|1.0|1.0|1.0|1.0|2.0|3.03|27.0|103.17|0.0|0.0|0.0|33.0|0.0|3.61|0.0012|3.7|1.15e-08|4.8701|-1386.613707|738.61|1253.92|365.52|1.0978|254.58|0.50716|0.69001|-1386.302668|0.2121|-0.14097|7.2872|-0.2153199999999999|0.04469058|-1386.3651|47.0|7.3279|7.3279
17_a15|0.0|0|0|0.0|0.0|0|0.0|0|0|0.0|-0.046866421|-0.0071363569999999|0.0|2|0.036595745|-0.033968088|0.0|0.0016674189999999|-0.032903349|10.9544604|-0.0141953639999999|0.0032452509999999|-0.263401148|-0.461493931|2|0.769376831|0.721188086|0.001376853|0|0.880459235|0.605886597|-40.50376584|-61.17023228|34.35335309|0.119540765|-0.027065991|-46.86345493|7.56573889|58.47512431|0.653207369|-1.596893495|-20.73567196|50.37922222|2852.085573|674.5333498|0.346792631|-937.2690986|0.0217385279999999|1872.919233|1.0|1.0|1.0|1.0|1.0|3.99|24.0|67.35|0.0|0.0|1.0|33.0|1.0|4.44|0.00052|4.78|8.43e-08|4.1461|-1413.897695|752.08|1298.37|326.22|0.7247|299.04|0.68787|0.7045100000000001|-1413.559128|0.0377|-0.15573|5.1268|-0.19509|0.04051306|-1413.624817|12.0|7.9208|7.9208
1i_a5|0.0|1|0|2.843224727|-4.358943904|0|6.605297921|0|0|0.0|-0.145964178|-0.006494891|4.59511985|2|0.0253888889999999|0.018196138|0.0|-0.0012491689999999|-0.174016111|10.94550053|-0.003198529|-0.000700145|0.004923698|-0.403861432|2|0.525406088|0.780175595|-0.058385936|0|0.8876055620000001|0.4729402929999999|-50.81756452|-46.82694838|201.1526326|0.112394438|-0.03570792|-26.09853285|2.575548983|0.213644964|0.759459597|-1.428316788|-19.90145306|55.43870932|2482.831286|494.6981114|0.240540403|-443.6750585|0.0196689|1048.190221|1.0|1.0|0.0|1.0|1.0|2.04|23.0|54.46|0.0|0.0|1.0|27.0|1.0|4.12|0.00589|3.95|4.86e-07|4.7243|-1288.356212|569.42|957.58|283.08|0.7585|262.44|0.4571199999999999|0.50107|-1288.210207|0.0207|-0.17945|2.6336|-0.23674|0.03383899|-1288.264271|24.0|7.6198|7.6198
12ao_a36|0.0|1|0|3.477902101|0.0|0|7.412764017000001|2|2|0.0|-0.058597382|-0.007081548|5.351858133|2|0.042739018|0.0895536619999999|0.0|0.002782748|-0.113963585|10.94919858|-0.033032344|0.003724542|-0.1619981409999999|-0.435820128|1|0.90500247|0.82626942|0.040831815|0|0.832582759|0.264688501|-51.52001456|-67.45579866|85.17634667|0.167417241|-0.03775988|-44.63177966|7.785557064|0.0|0.7820981779999999|-2.039033535|-24.98362913|63.28698809|2794.663089|550.8740683|0.217901822|-892.6355932|0.016708791|1724.9956719999998|1.0|0.0|0.0|0.0|2.0|0.0|17.0|69.2|0.0|0.0|1.0|31.0|0.0|2.37|0.0106|3.45|3.94e-05|4.6597|-1310.361099|701.9|1190.17|356.86|0.6249|266.08|0.4962|0.7045|-1310.077853|0.0033|-0.14207|5.4691|-0.19662|0.03244719|-1310.138396|0.03|7.5229|7.5229
7_a1|0.0|0|0|0.0|0.0|1|7.860570786|2|2|2.307091837|-0.055291895|-0.010040172|5.777652323|1|0.035718954|-0.048878707|0.0|0.0021597079999999|-0.07233584|10.9513015|-0.024096172|0.004950534|-0.391298966|-0.441054548|1|0.7795049279999999|0.801577133|-0.048198584|0|0.710959153|0.289201649|-40.16416679|-47.35863598|111.9204437|0.289040847|-0.031040669|-22.81733634|8.342261787|404.7836105|0.603382856|-1.179545431|-14.95535873|57.47898976|2150.215999|342.53930230000003|0.396617144|-273.8080361|0.029820838|941.8624118|0.0|1.0|0.0|1.0|0.0|2.83|17.0|49.17|0.0|0.0|2.0|23.0|0.0|2.72|213.0|2.48|0.000698|4.0504|-1009.509475|515.2|864.85|306.1|0.2961|306.1|0.69902|0.69902|-1009.350293|0.2961|-0.16734|4575.0|-0.19167|0.02860499|-1009.398029|0.46|6.3372|6.3372
12h_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|0.046965756|-0.00737961|5.351858133|2|0.043848238|-0.074988669|0.0|0.001139238|0.001698966|10.31162898|-0.072247675|0.002064369|-0.120380857|-0.4708582289999999|1|0.669561738|0.831176513|0.008644634|0|0.763568404|0.353607682|-52.88851758|-63.03519645|89.66095835|0.236431596|-0.038417127|-40.10503079|7.038974807000001|0.0|0.7979748729999999|-1.882439244|-24.44221903|63.95204629|2848.98238|485.8069155|0.202025127|-761.9955851|0.015886049|1500.88527|1.0|0.0|1.0|0.0|1.0|0.0|17.0|81.65|0.0|0.0|1.0|30.0|0.0|2.92|0.00171|3.97|5.260000000000001e-05|5.0289|-1675.011389|672.54|1132.06|353.22|0.1878|246.54|-0.26697|0.68543|-1674.777786|155.0|-0.14889|2.9684|-0.2023599999999999|0.03372393|-1674.838376|9.0|8065.0|8065.0
33_a47|0.0|0|1|0.0|0.0|1|6.823286122000001|0|0|1.758479676|-0.229935275|-0.004263267|4.727387819|3|0.034691358|-0.11544858|1.688794654|0.002212256|-0.033554816|10.98214099|0.0741098479999999|0.003634698|-0.338113214|-0.270498605|3|0.63155995|0.82821379|0.065468525|1|0.8197001309999999|0.404334141|-32.1568697|-44.81989209|30.94680001|0.1802998689999999|-0.0272154529999999|-23.98884914|6.401714296000001|0.0|0.57681348|-1.088618103|-14.56646493|44.11759955|2311.28828|438.726241|0.42318652|-311.85503880000005|0.029580684|1010.133461|0.0|1.0|1.0|1.0|1.0|2.76|21.0|68.52|0.0|0.0|1.0|25.0|0.0|2.69|183.0|2.19|2.79e-05|4.1869|-1123.16428|566.29|934.34|296.13|0.2566|296.13|0.67508|0.67508|-1122.992964|0.2566|-0.15985|4.5647|-0.21447|0.02924367|-1123.04547|4.0|8.4|8.4
12z_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|-0.1155022219999999|-0.008819424|5.351858133|2|0.040566449|0.034848862|0.0|0.003529389|0.018796341|10.31162784|-0.045463448|0.005111479|-0.207153446|-0.39205163|1|0.8397577820000001|0.809127478|-0.02232319|0|0.832920077|0.315493739|-49.68145417|-74.96232552|54.40462246|0.167079923|-0.034034824|-52.13870496|14.93669572|0.0|0.630839856|-1.939984979|-23.67231332|71.1566605|3112.622632|579.3226647000001|0.3691601439999999|-938.4966892|0.029109145|2138.929312|1.0|0.0|1.0|1.0|1.0|0.0|17.0|100.11|0.0|0.0|1.0|33.0|0.0|2.52|0.00113|3.81|6.720000000000001e-05|4.8063|-1804.814868|739.33|1266.9|360.02|0.1855|257.96|0.5513100000000001|0.6853199999999999|-1804.51674|0.1441|-146.0|7.0446|-0.19279|0.02895763|-1804.581882|44.0|7.3615|7.3615
12b_a32|0.0|1|1|3.477905329|0.0|0|7.765993078999999|0|0|0.0|0.115940697|-0.009432679|5.733341277|0|0.0388738739999999|-0.044307211|2.153718992|-0.003484915|-0.031446256|10.31100269|-0.053480599|-0.001662219|-0.1534110109999999|-0.584995111|0|0.788133615|0.838021287|-0.0533240309999999|1|0.782593|0.2996018789999999|-50.88975159|-60.93328667|90.57560878|0.217407|-0.027561517|-38.07076621|6.356098747000001|65.29222164|0.60420609|-1.267829764|-17.22027667|61.06285882|2573.006963|488.9595947|0.39579391|-494.9199607|0.025166975|1311.0306890000002|1.0|1.0|1.0|1.0|2.0|2.9|19.0|140.04|0.0|1.0|1.0|27.0|1.0|3.59|0.000505|3.28|8.86e-06|3.5703|-1880.770588|663.89|1109.93|347.27|0.2865|347.27|0.70258|0.70258|-1880.537231|0.2865|-0.14803|3208.0|-0.19976|0.0385132|-1880.599158|26.0|7585.0|7585.0
14l_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|3.402752757|0.060717916|-0.005344736|5.351858133|2|0.046283951|0.042748013|0.758109562|0.01269616|-0.060692376|10.313217800000002|-0.061788679|0.01180744|-0.136106024|-0.448622017|2|0.725800261|0.778602826|0.156652778|1|0.921267667|0.215920645|-35.3275485|-51.59307331|40.34135162|0.078732333|-0.0328459689999999|-34.03690099|8.125310915|81.90812552|0.7896261940000001|-1.642298442|-21.66909079|47.64388017|2879.181064|607.777253|0.210373806|-714.7749208|0.01508774|1372.110688|0.0|0.0|1.0|1.0|1.0|3.52|26.0|105.02|1.0|0.0|1.0|31.0|0.0|3.78|0.000608|3.94|7.03e-06|3.6274|-1669.2363289999998|694.65|1185.79|341.8|0.4239|341.8|0.67242|0.67242|-1668.983787|0.4239|-0.14639|6.0563|-0.2183|0.01168219|-1669.04569|7.0|8.1798|8.1798
7_a15|0.0|0|0|0.0|0.0|0|0.0|0|0|0.0|-0.2269896539999999|-0.010310394|0.0|1|0.035075075|0.145944639|0.0|-0.0013239329999999|0.038636783|10.95880715|0.0019353679999999|0.002150323|-0.310081401|-0.335491052|1|0.857287135|0.70084115|0.154068618|0|0.841400327|0.403524276|-41.29775265|-61.50761094|103.8062879|0.158599673|-0.026500274|-34.13832456|11.27499976|56.30310755|0.448664402|-1.2190126140000002|-14.70834175|61.6121151|2330.667514|466.9990754|0.551335598|-375.5215702|0.042799094|1507.995102|1.0|1.0|1.0|1.0|1.0|3.14|18.0|61.84|0.0|0.0|1.0|26.0|0.0|3.35|0.00516|3.84|2.26e-05|4.4386|-1184.385377|580.73|1000.95|330.67|0.3463|279.33|0.64652|0.70497|-1184.168094|0.0169|-0.15605|1.1115|-0.18454|0.01827873|-1184.224637|227.0|6644.0|6644.0
