molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aHRing|MATS1i|MATS1c|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
17b_a50|0|1|1|0.0|7.934155233999999|1|1|4.35392516|-0.145258626|0.013050204|1|0.032052154|0.035558152|-0.144000296|0.012409091|-0.15040528|2|-0.2252068689999999|-0.237489143|0.7715057479999999|-0.1585336269999999|-0.257646121|0.799772151|0.748900413|1|-0.07555585|0.4220781729999999|-33.25475672|8.976922737999999|9.9094658|0.068150817|47.42733742|-0.02681014|-36.59177249|6.247196459|86.9549829|0.803386523|-1.662228695|-23.14256283|42.23167946|0.4835366239999999|2765.537065|648.4900322000001|-1156.773821|1948.148592|-12.98417734|0.1966134769999999|8.324966952|16.11918162|0.010169967|-422.2639022|1439.872076|1.0|1.0|4.17|20.0|4.18|4.92|51.77|2.71|3.0|0.0|131.39|1.0|32.0|4.0|1.0|0.0|3.87|-4.91|0.00763|0.0052|3.96|0.0|2.87e-08|1.22e-05|-0.0318|4.2447|4.0418|-1337.164673|752.09|1300.3|0.1817|292.09|647.75|0.6269899999999999|0.66195|-1336.833957|-0.19879|0.02640483|-1336.899093|6.9136
18d_a30|0|0|0|0.0|7.412764017000001|2|2|0.0|0.041146136|-0.064217094|2|0.040899471|-0.071608958|-0.385441836|0.001139238|-0.087019298|1|-0.0541804029999999|-0.4624430539999999|0.669561738|-0.001699165|-0.149451598|0.870930234|0.64876559|0|-0.103191184|0.346980269|-49.44608411|11.29282624|78.23108693|0.196719738|124.5022473|-0.037906966|-41.33339749|7.147133584|0.0|0.783284395|-1.85744132|-31.29400567|60.73891035|0.443774287|2848.574353|508.389239|-1175.558798|2894.162522|-15.18369704|0.216715605|7.063141946|12.69833771|0.016577694|-358.5765637|1500.807121|0.0|0.0|4.75|17.0|4.25|3.18|81.65|3.2|2.0|0.0|127.24|1.0|30.0|5.0|0.0|0.0|2.92|-5.01|0.00171|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|-0.05506|5.0125|3.4682|-1674.987709|669.66|1129.46|0.3856|247.35|508.7|0.4325|0.69017|-1674.785879|-0.19673|0.03258724|-1674.8453470000002|7.6737
3p_a32|1|1|1|0.0|8.02059915|1|1|0.0|0.007752757|-0.028895521|0|0.036666667|-0.050639647|-0.419292538|-0.000971341|-0.074544773|3|-0.146606489|-0.53666614|0.737842269|0.058054833|-0.120768771|0.918782026|0.6956696440000001|1|-0.098773656|0.366898545|-41.73212799|12.5150622|40.28175307|0.180429124|106.1908248|-0.029183126|-34.21384146|7.365688817|57.82331968|0.6199678829999999|-1.28405753|-24.56127372|54.24719019|0.416240891|2650.4178850000003|482.3550967|-755.7268222|3037.061498|-10.10863498|0.380032117|6.243062200000001|10.69458635|0.025390655|-141.21321609999998|1218.977375|0.0|1.0|3.38|19.0|6.06|3.71|131.25|1.1|1.0|0.0|112.37|1.0|27.0|4.0|0.0|1.0|3.23|-4.25|0.00308|0.0222|2.7|0.0|1.62e-07|6.4e-05|-0.04963|3.6436|3.6436|-1879.527843|626.32|1057.58|0.3083|340.28|471.04|0.7017100000000001|0.7017100000000001|-1879.350471|-0.20018|0.02642856|-1879.406962|7585.0
7s_a46|0|0|0|0.218897825|7.727094485|1|1|2.117265684|-0.0778653109999999|-0.076841616|1|0.044509804|-0.210750635|-0.240797051|0.0060802|-0.020953253|1|0.012197837|-0.3638523629999999|0.778692012|-0.036284605|-0.030371026|0.8182543959999999|0.768056188|0|-0.083011849|0.249893305|-48.61321955|4.458665639|166.3052939|0.141211538|70.97315818|-0.031623562|-20.9694955|2.240932895|0.0|0.8198874559999999|-1.3281895890000002|-24.43308641|53.07188519|0.433822088|1982.695462|431.6285339|-667.5503351|1619.4591|-7.988379237|0.1801125439999999|5.565371272|9.829721631|0.01122216|-321.55195330000004|814.1975221|1.0|1.0|3.08|17.0|3.65|3.9|50.94|2.39|0.0|0.0|91.19|1.0|23.0|3.0|1.0|1.0|3.12|-4.24|0.0262|0.0176|3.32|0.0|8.39e-07|0.000256|-0.02024|5.2972|4293.0|-974.7707066|539.99|916.7|0.4164|234.06|446.63|0.44692|0.69976|-974.615216|-0.19947|0.036050328|-974.664103|5.7022
11e_a5|1|0|0|0.0|7.139660336|1|1|0.0|-0.2114441819999999|0.038643235|2|0.020943152|-0.07965|-0.192538515|0.008268901|-0.010236262|1|-0.0924814769999999|-0.234433859|0.77509232|-0.048843135|-0.02059071|0.8215345|0.747366251|0|-0.0790189759999999|0.372098505|-41.64560703|7.986070113999999|62.84782002|0.123241209|81.64179149|-0.0282210629999999|-34.67724171|5.290414418|0.0|0.72163516|-1.580379517|-27.58835281|49.63167715|0.483563144|2721.416353|580.8135016|-1046.930776|960.0428704|-12.38472918|0.27836484|9.387474824|18.17739133|0.016933845|-293.6467698|1450.77573|1.0|1.0|3.22|23.0|5.03|4.29|66.93|1.83|2.0|0.0|125.71|1.0|31.0|5.0|1.0|0.0|3.63|-4.72|0.00919|0.00782|3.56|0.0|1.13e-09|4.64e-07|-0.03808|4.4179|4.1036|-1316.512503|717.76|1220.1|0.5347|280.64|571.06|0.66478|0.6505|-1316.239803|-0.20559|0.03460011|-1316.301553|7.3979
4_a27|0|0|0|0.0|6.823286122000001|0|0|3.294369174|0.082486268|-0.058641975|2|0.0456410259999999|-0.273119343|-0.278154179|0.00991794|-0.01660383|1|-0.2030237389999999|-0.480852615|0.639413469|-0.07759915|-0.024800302|0.842039655|0.614205449|1|-0.078787867|0.3485918529999999|-29.89961815|10.43112657|8.590238252999999|0.1473956619999999|76.31512503|-0.0281385239999999|-21.12083948|5.40078803|58.27512057|0.682485674|-1.181818|-15.48073439|40.33074472|0.444169714|2273.715366|441.4418013|-611.8944548999999|1213.060761|-7.543156957000001|0.317514326|6.01592535|10.82331334|0.020363697|-188.9664429|896.5674718|0.0|1.0|3.11|21.0|2.94|2.8|65.6|2.66|0.0|0.0|97.55|1.0|25.0|4.0|1.0|1.0|2.8|-3.99|0.0882|0.0339|2.55|0.0|6.04e-07|0.0002|-0.0449899999999999|5.5485|4.1288|-1083.119531|555.75|946.77|0.2002|223.46|445.65|0.36899|0.6089899999999999|-1082.963712|-0.21533|0.01877181|-1083.01571|8.3979
3a_a32|1|1|1|0.0|7.678326357|0|0|0.0|-0.0505635059999999|-0.045659995|0|0.03382716|-0.014365682|-0.250406908|-0.002794182|0.125185185|3|-0.079652285|-0.491457345|0.84134255|-0.045516432|0.215012723|0.921812162|0.7757299320000001|1|-0.0970820759999999|0.30031978|-37.30101542|10.39727075|87.55216606|0.182929032|84.65041685|-0.032360692|-20.78892268|4.811337463|0.0|0.6723099029999999|-0.970820756|-17.261046399999998|47.69828617|0.461044711|2028.93875|378.0996237|-449.2473442|812.930125|-6.929640892|0.327690097|5.755284924|10.67859439|0.0236593529999999|-159.4728294|668.2146761|1.0|1.0|2.96|19.0|5.77|4.12|110.94|1.19|0.0|0.0|83.28|1.0|20.0|3.0|0.0|1.0|3.32|-4.35|0.00144|0.0134|3.31|0.0|7.66e-07|0.0002279999999999|-0.0558|3.6308|3.6308|-1554.768725|492.91|801.12|0.2719|341.48|355.48|0.70229|0.70229|-1554.7020630000002|-0.20638|0.02744024|-1554.748543|8.5686
9c_a31|1|0|0|0.0|7.765993078999999|1|1|0.0|0.031715924|-0.055520387|0|0.03482906|-0.0384827639999999|-0.6933757159999999|-0.003618466|-0.062737615|2|-0.138799714|-0.546598398|0.8083148840000001|-0.000533581|-0.108617754|0.8856644770000001|0.770283733|0|-0.128097622|0.287455956|-65.84728287|19.30758668|153.5739377|0.325309894|207.3144829|-0.035867334|-52.02424796|12.30439782|552.8237349999999|0.670716706|-1.7933667130000002|-41.96335759|85.15486955|0.4558841429999999|2592.448925|429.9685721|-1142.882218|2242.189942|-14.56678943|0.329283294|8.188627935|15.04941978|0.024456662|-217.5897278|1703.9715989999995|1.0|1.0|3.66|16.0|5.64|3.7|117.37|1.08|2.0|0.0|108.16|1.0|28.0|5.0|0.0|1.0|3.32|-4.16|0.00233|0.0277|3.1|0.0|5.79e-08|2.31e-05|-0.03249|3849.0|3849.0|-1618.115927|691.3|1147.93|0.2554|322.12|588.58|0.7007399999999999|0.7007399999999999|-1617.892493|-0.19224|0.04177078|-1617.9568470000002|6.3768
12ah_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.050415481|-0.043678703|2|0.043848238|0.078459408|-0.41302559|0.0005016269999999|-0.050147748|1|-0.103922055|-0.444563583|0.8941919290000001|0.011674455|-0.0861053359999999|0.8910146309999999|0.8065052890000001|0|-0.1059368909999999|0.271553945|-49.0084977|11.93961081|82.70705743|0.171594725|110.8777131|-0.038137281|-44.23111357|7.714903458999999|0.0|0.768906425|-1.906864035|-31.66734951|60.9481085|0.468162246|2786.56479|535.2826672|-1232.13999|2334.380591|-15.92320089|0.231093575|8.26712637|15.54445187|0.017909528|-347.5133554|1602.457659|0.0|0.0|4.73|17.0|3.35|2.54|69.2|2.51|1.0|0.0|128.76|1.0|30.0|4.0|1.0|1.0|2.34|-4.59|0.0151|0.0106|3.31|0.0|6.65e-08|2.77e-05|-0.05637|5.2259|3.7792|-1692.512868|682.21|1148.39|0.6729|237.25|532.36|0.40051|0.6970000000000001|-1692.3109559999998|-0.2107099999999999|0.03300341|-1692.369929|7.9586
12ad_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.040810025|-0.073048351|2|0.040787037|0.046496301|-0.649957196|-0.001148437|0.010723827|1|-0.136151085|-0.478461478|0.817851296|0.1563642469999999|0.018207862|0.8846605|0.7767870459999999|0|-0.107772644|0.423689705|-58.34300549|21.78471426|94.12528108|0.239732231|169.7321223|-0.0365657189999999|-54.02363038|15.4237324|81.68309557|0.656407461|-2.047680239|-41.30726219|80.12771975|0.477102332|3041.082692|538.2749789|-1449.77215|2474.175727|-18.32944602|0.343592539|8.770308295|16.772513699999998|0.028968808|-221.4751857|2208.646667|0.0|0.0|4.9|17.0|2.7|1.67|95.5|1.89|1.0|0.0|135.03|1.0|33.0|6.0|0.0|0.0|1.76|-4.08|0.0289|0.0367|2.53|0.0|2.42e-07|0.000106|-0.05406|5733.0|3.8512|-1460.794632|737.53|1236.64|0.6073|216.26|588.2|0.27316|0.67215|-1460.5468529999998|-0.21044|0.03648828|-1460.610659|7.7696
17e_a50|0|1|1|0.0|7.934155233999999|2|2|4.3906140030000005|-0.153175103|0.038322942|2|0.031870748|-0.011278897|-0.141076059|0.012036705|-0.114420412|2|-0.1949741189999999|-0.229030473|0.7596299459999999|-0.1710526319999999|-0.202197068|0.7791604190000001|0.736221185|1|-0.073011385|0.4239465089999999|-32.24487658|8.950665784|10.68364489|0.069891795|48.62532158|-0.02665495|-35.33972521|6.227183052000001|86.98647608|0.803671114|-1.67926185|-22.43349867|41.19554236|0.489797496|2883.936138|647.0975667|-1168.300905|1981.934841|-12.90180444|0.196328886|8.52101688|16.70124474|0.010255676|-422.5418889|1453.705234|1.0|1.0|4.18|20.0|4.23|4.68|51.77|2.91|2.0|0.0|138.0|1.0|33.0|4.0|1.0|0.0|4.03|-5.18|0.00589|0.00288|4.08|0.0|4.63e-08|2.03e-05|-0.03156|4.2373|4.0298|-1375.268259|757.34|1312.91|0.1809|292.6|602.89|0.6322800000000001|0.66478|-1374.927998|-0.19805|0.02761851|-1374.992422|6.8097
12b_a32|1|1|1|0.0|7.765993078999999|0|0|0.0|0.115940697|-0.055500132|0|0.0388738739999999|-0.044307211|-0.462201267|-0.003484915|-0.053480599|3|-0.0852122769999999|-0.584995111|0.788133615|-0.0533240309999999|-0.090027803|0.8887585240000001|0.7507116140000001|1|-0.097525366|0.2996018789999999|-50.88975159|10.17310723|90.57560878|0.217407|135.83463989999998|-0.027561517|-38.07076621|6.356098747000001|65.29222164|0.60420609|-1.267829764|-31.79562339|61.06285882|0.430631506|2573.006963|488.9595947|-792.1327267000001|3148.185476|-10.75912958|0.39579391|7.076348793999999|12.42841652|0.025166975|-130.2147289|1311.0306890000002|1.0|1.0|3.47|19.0|6.49|4.19|140.04|1.1|1.0|0.0|110.47|1.0|27.0|4.0|0.0|1.0|3.59|-4.43|0.000505|0.0148|3.28|0.0|2.23e-08|8.86e-06|-0.05173|3.5703|3.5703|-1880.732075|663.89|1109.93|0.2865|347.27|541.49|0.70258|0.70258|-1880.537231|-0.19976|0.0385132|-1880.599158|7585.0
1_a6 (SB-431542)|1|0|0|0.0|7.423568444|1|1|0.0|0.043282217|-0.175408303|1|0.035620155|0.1008839219999999|-0.766207981|-0.011639964|-0.0492229479999999|1|-0.020716495|-0.567791164|0.838928085|-0.08530265|-0.083341531|0.805877431|0.795744863|0|-0.122555709|0.210050443|-74.98172333|19.58668728|160.410387|0.405958714|240.8019609|-0.0462988229999999|-43.12110169|11.61820782|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|94.56841061|0.472445176|2678.823231|352.3666367|-1235.8353619999998|1890.228713|-16.29019397|0.2468003389999999|7.523839331|14.26172029|0.02438148|-300.3801761|1640.78056|1.0|1.0|3.25|23.0|4.04|3.63|103.12|1.54|1.0|0.0|106.85|1.0|29.0|5.0|0.0|1.0|2.85|-4.25|0.0116|0.0218|2.7|0.0|2.03e-08|7.81e-06|-0.05971|3.8208|3295.0|-1292.553086|619.92|1049.69|0.5765|324.5|464.07|0.55256|0.69868|-1292.358966|-193.0|0.03494577|-1292.41452|5.8119
4h_a46|0|0|0|0.090767245|7.825245291|1|1|2.134072222|0.128214845|-0.346835467|2|0.040890805|-0.057256598|-0.404500343|-0.0008161889999999|-0.09922757|1|-0.030014575|-0.516344924|0.739180305|0.075704004|-0.134568896|0.7955809979999999|0.6947264059999999|0|-0.083997524|0.659584488|-65.24476749|7.900037181|105.2773797|0.232755725|182.6222935|-0.0305445539999999|-51.70985599|6.198442205|19.09455432|0.805506105|-2.015940586|-51.19164773|73.14480467|0.4866209529999999|3472.1185880000003|601.9869510999999|-1581.72562|3180.526173|-18.803584|0.194493895|8.138240742999999|15.85230406|0.011589523|-479.405829|1963642.0|0.0|1.0|4.63|23.0|3.46|6.18|124.17|2.27|2.0|0.0|142.08|1.0|36.0|6.0|0.0|0.0|3.82|-5.69|0.000149|0.00104|4.21|0.0|6.38e-10|3.210000000000001e-07|-0.0389199999999999|4.2444|4.18|-1923.878801|792.61|1397.46|0.5451|292.11|682.14|0.55428|0.54445|-1923.543349|-0.21008|0.04729184|-1923.611784|6.6402
7_a15|0|0|0|0.0|0.0|0|0|0.0|-0.2269896539999999|-0.038088878|1|0.035075075|0.145944639|-0.494898891|-0.0013239329999999|0.0019353679999999|0|-0.211522056|-0.335491052|0.857287135|0.154068618|0.00364345|0.740089344|0.8115121240000001|0|-0.110819329|0.403524276|-41.29775265|20.31436245|103.8062879|0.158599673|88.02694557|-0.026500274|-34.13832456|11.27499976|56.30310755|0.448664402|-1.2190126140000002|-22.92132733|61.6121151|0.396557391|2330.667514|466.9990754|-676.5837204|1624.468817|-8.163512395|0.551335598|6.01738192|9.971755103|0.042799094|56.98518567|1507.995102|1.0|1.0|3.16|18.0|3.38|4.64|61.84|1.74|2.0|0.0|99.77|1.0|26.0|5.0|1.0|1.0|3.35|-4.49|0.00516|0.0113|3.84|0.0|6.41e-08|2.26e-05|-0.0284899999999999|4.4386|3.7495|-1184.367098|580.73|1000.95|0.3463|279.33|499.86|0.64652|0.70497|-1184.168094|-0.18454|0.01827873|-1184.224637|6644.0
11a_a31|1|0|0|0.0|7.773594467000001|1|1|0.0|-0.045290366|-0.259732443|0|0.044949495|-0.087576474|-0.8792402579999999|-0.022093578|-0.019865299|2|-0.1068420919999999|-0.563537536|0.861302755|0.022073976|-0.030335912|0.910334509|0.819138461|0|-0.161027639|0.271818874|-76.64827023|20.91187076|258.8577775|0.513245044|259.0291941|-0.056833284|-41.01552988|10.55399384|71.03772901|0.735254945|-1.932331673|-38.68354874|97.560141|0.451795285|2288.9694010000003|245.6599349|-975.2267888|1769.346573|-14.47606937|0.264745055|5.791411901|10.5643234|0.031626337|-237.4612264|1326.379096|0.0|1.0|3.26|16.0|3.93|2.94|125.57|0.57|0.0|0.0|83.12|2.0|23.0|6.0|0.0|1.0|2.42|-3.79|0.00506|0.0531|2.53|0.0|2.22e-05|0.00731|-0.05074|3.8042|3.8042|-1441.411622|529.63|860.74|0.2797|325.92|407.76|0.69222|0.69222|-1441.327731|-0.20589|0.04099365|-1441.37897|6.7212
16_a3|0|0|0|0.0|6.823286122000001|0|0|0.0|0.183636734|-0.186717242|2|0.045993266|0.027762972|-0.371147877|-0.010377537|-0.018884246|1|0.0032314229999999|-0.614173961|0.659478546|-0.142670655|-0.031683873|0.838125715|0.640070307|1|-0.100138414|0.252612735|-53.7971544|6.027544549|248.6415425|0.302520871|149.4199775|-0.041233465|-24.42909382|2.977102266|82.16042286|0.8296818009999999|-1.401937796|-26.57128935|59.82469895|0.484889078|2184.788331|344.4962834|-692.4398741|1290.305313|-10.05903863|0.1703181989999999|5.780331402000001|11.22152755|0.0143895839999999|-325.670405|834.5848652000001|1.0|1.0|3.13|21.0|4.74|4.57|92.93|2.26|0.0|0.0|90.44|1.0|23.0|4.0|0.0|1.0|3.5|-4.49|0.0033799999999999|0.0104|3.35|0.0|6.97e-08|2.25e-05|-0.07095|3.2208|3.2208|-1371.360243|520.28|856.09|0.3866|384.94|368.22|0.6944100000000001|0.6944100000000001|-1371.250459|-0.2029|0.02847445|-1371.297964|7.3768
18_a3|1|0|0|0.0|6.605297921|0|0|0.0|-0.256375952|-0.021283637|3|0.034712644|0.08269134|-0.122072724|0.0057881999999999|-0.025890816|1|-0.035611069|-0.2495754869999999|0.7226687409999999|0.0355413979999999|-0.051083228|0.784960175|0.6858831809999999|1|-0.0846755|0.217881538|-31.07331853|6.1383958|160.9514039|0.158042379|70.31739201|-0.031753312|-16.76239841|2.73114076|0.0|0.682492203|-1.016105994|-13.82537222|37.21171433|0.483376636|1938.093995|374.610053|-452.0934439|703.8534116000001|-6.285899403999999|0.317507797|5.293627315|10.24658906|0.02363555|-162.3915791|662.4155441|1.0|1.0|2.62|21.0|3.42|3.08|67.35|0.93|0.0|0.0|80.35|1.0|21.0|4.0|1.0|1.0|2.21|-3.27|411.0|147.0|1.79|0.0|1.49e-07|4.07e-05|-0.05769|3.9765|3.9765|-889.9402005000001|482.41|784.04|0.3326|311.79|330.54|0.6671699999999999|0.6671699999999999|-889.850598|-0.2218|0.02173162|-889.894728|7.5229
2_a3|0|0|0|0.0|6.823286122000001|0|0|0.0|0.176032668|-0.09743592|2|0.034166667|-0.103423993|-0.311617665|-0.006049098|0.036301827|1|0.017902469|-0.568019422|0.899733837|-0.192034735|0.065162907|0.8401405609999999|0.841871246|1|-0.09392632|0.4551292289999999|-49.07072207|5.601853871|228.178656|0.249793422|117.2099151|-0.033150466|-20.68016573|2.628543258|74.89956423|0.727984269|-1.127115845|-23.02532673|54.67257594|0.458202525|2056.399995|352.0174726|-528.8736235|1314.679398|-7.298882022000001|0.272015731|4.88513521|9.016533738|0.019143348|-213.9529255|726.4904564|1.0|1.0|2.97|21.0|4.34|4.01|92.93|1.6|0.0|0.0|90.49|1.0|22.0|3.0|0.0|1.0|3.06|-4.27|0.0054|0.0162|3.13|0.0|1.3e-07|3.9500000000000005e-05|-0.06423|5.4397|3.3354|-1272.114086|503.34|841.85|0.1824|227.92|340.69|0.37284|0.69543|-1272.001389|-0.21028|0.02925101|-1272.04778|5.4
47f_a18|0|0|0|0.0|7.03438793|1|1|0.0|-0.005500039|-0.034211867|0|0.031179487|-0.048472184|-0.477030713|0.0036509859999999|-0.008224928|0|-0.264839041|-0.4138670829999999|0.765824398|-0.009917608|-0.014370598|0.780474694|0.745431271|0|-0.084851044|0.375218907|-54.18475173|11.75478965|111.1889928|0.161843119|137.3980967|-0.0289997239999999|-61.15474298|9.979328976|58.84834254|0.726550657|-2.290978185|-46.00060733|65.93954138|0.483843526|3367.7324700000004|711.5604361000001|-1944.945479|2343.062749|-20.90098811|0.273449343|10.55465562|20.44855806|0.016581683|-384.6642262|2676.957843|1.0|1.0|4.87|18.0|3.22|3.6|88.97|2.79|3.0|2.0|164.47|1.0|40.0|4.0|0.0|0.0|2.83|-5.52|0.000421|0.00163|4.52|1.0|6.04e-10|3.27e-07|-0.04439|3.0964|3.0964|-1743.346389|908.66|1602.99|0.5741|400.42|874.24|0.6984600000000001|0.6984600000000001|-1741.724929|-0.1724099999999999|0.02902413|-1741.802171|8.0458
3f_a32|1|1|1|0.0|7.773594467000001|0|0|0.0|0.0067550119999999|-0.0434359079999999|0|0.042380952|-0.062954205|-0.275173181|0.001276735|-0.110286539|3|-0.074808287|-0.5487283829999999|0.833981748|-0.110248899|-0.1743238839999999|0.871865543|0.786074011|1|-0.097374443|0.3217719189999999|-41.40131823|6.707989266|47.97543149|0.125973316|71.02334697|-0.030139709|-30.95210106|3.78194259|0.0|0.78919828|-1.265867765|-23.34192893|48.1093075|0.435176082|2273.466801|492.7734095|-713.6921402|2130.756016|-9.580412233|0.21080172|6.153728636|10.89495051|0.011659458|-326.0981041|904.3255145|1.0|1.0|3.9|19.0|7.18|5.63|110.94|2.18|2.0|0.0|102.66|1.0|24.0|3.0|0.0|1.0|4.63|-5.4|4.53e-05|0.0014|4.83|0.0|4.89e-08|1.73e-05|-0.05315|3.5569|3.5569|-1712.034952|604.9|1006.92|293.0|348.58|488.74|0.70255|0.70255|-1711.863611|-0.2006099999999999|0.02606687|-1711.9193289999998|8.0458
12o_a30|0|0|0|0.0|7.412764017000001|2|2|0.0|0.036331447|-0.028326022|2|0.040899471|-0.089996613|-0.364378536|0.00372838|-0.087019298|1|-0.051371057|-0.465857798|0.8264832879999999|-0.054392357|-0.149451598|0.870930234|0.7463962120000001|0|-0.0975052409999999|0.402022325|-49.48891079|9.948252054|75.15128057|0.1556551169999999|100.1600333|-0.037808155|-40.37291185|6.401442327000001|0.0|0.8131344979999999|-1.852599578|-31.84483128|59.43716284|0.46964626|2860.371518|543.3140456|-1192.099807|2476.50603|-15.65480256|0.186865502|7.400912529|13.95467208|0.0141914589999999|-402.9878652|1466.05489|0.0|0.0|4.63|17.0|4.47|3.27|81.65|3.31|2.0|0.0|132.29|1.0|30.0|4.0|0.0|1.0|3.11|-5.44|0.0005139999999999|0.00156|4.49|0.0|6.03e-08|2.61e-05|-0.05085|5.1935|3.4817|-2035.338699|687.92|1162.63|0.1967|238.73|528.25|0.3493699999999999|0.6854399999999999|-2035.139147|-0.19873|0.03392126|-2035.199757|7.8097
8a_a8|1|0|0|0.0|7.535296702|1|1|1.4114120369999998|-0.021925912|-0.1950388569999999|1|0.040243056|0.027531877|-0.732911106|-0.0075336219999999|-0.0298924089999999|1|0.055198015|-0.5028388229999999|0.76592324|0.089031731|-0.048064085|0.8220300859999999|0.7318727540000001|0|-0.118763303|0.22299265|-78.93428863|20.58762475|170.9592896|0.449170525|269.0155755|-0.049054408|-42.60049244|12.33026525|84.91322996|0.76420633|-2.256502762|-47.27503672|99.52191337|0.481294455|2802.374154|329.9007832|-1351.456417|1746.6927010000002|-17.59585557|0.23579367|7.533378788999999|14.52342059|0.025786572|-316.4749864|1768.444416|0.0|0.0|3.37|23.0|3.13|2.72|112.23|1.9|1.0|0.0|109.21|1.0|30.0|5.0|0.0|0.0|2.56|-4.14|16.0|0.0292|2.4|0.0|1.74e-07|6.96e-05|-0.06922|4.6017|3.1039|-1367.744724|620.68|1061.5|0.2035|269.43|476.69|0.4927399999999999|0.7036899999999999|-1367.539526|-0.19937|0.03213899|-1367.595683|4.9454
17d_a50|0|1|1|0.0|8.105609402|2|2|4.380250483|-0.152030219|0.03538699|1|0.031990741|0.006071856|-0.140830095|0.012079|-0.125540541|2|-0.200725906|-0.2294807539999999|0.754575205|-0.1921395789999999|-0.2177003589999999|0.789310938|0.7276268779999999|1|-0.069790853|0.8020670809999999|-30.63468215|10.55016861|5.007868064|0.070113177|48.62532158|-0.025589979|-33.56790124|7.31681784|86.38197811|0.75405703|-1.535398758|-21.24595322|41.18485076|0.445708152|2824.70142|644.9008302|-1064.839192|2950.99157|-12.30823045|0.24594297|6.996105516|12.62170017|0.013178555|-352.3903892|1412.14676|1.0|1.0|4.07|20.0|4.0|4.29|51.77|2.71|2.0|0.0|133.19|1.0|32.0|4.0|1.0|0.0|3.68|-4.88|0.0135|0.00557|3.72|0.0|8.55e-08|3.63e-05|-0.03251|4.0506|4.0506|-1335.962757|727.15|1263.22|0.1819|306.09|579.45|0.66103|0.66103|-1335.649722|-0.19967|0.02625058|-1335.713194|7.1308
12ae_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|0.069118289|-0.351827031|2|0.041555556|0.087069205|-0.611759277|-0.006862238|0.006615826|1|-0.15024383|-0.513686975|0.8183043390000001|-0.0931249669999999|0.010209009|0.8837136859999999|0.750657639|0|-0.105648609|0.439268891|-63.96145017|17.78605328|96.60079598|0.2837586789999999|211.4077529|-0.036430555|-58.64180087|13.25108213|19.97715962|0.6849975640000001|-2.11297219|-47.65297933|81.74750345|0.465246185|3486.122819|533.6188092|-1574.220407|2634.745208|-20.22131065|0.315002436|8.676756505|16.22570287|0.025570256|-275.6561988|2298.140152|0.0|0.0|5.03|17.0|1.28|2.15|123.75|0.84|1.0|0.0|142.02|1.0|34.0|6.0|0.0|0.0|1.18|-3.72|0.0668|0.0897|1.64|0.0|1.36e-07|6.45e-05|-0.0548899999999999|5235.0|3.8664|-1876.152311|754.15|1281.69|0.4832|236.84|615.71|0.40141|0.68591|-1875.897072|-0.21149|0.0508577|-1875.963244|7.8239
