molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aHRing|MATS1i|MATS1c|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
15d_a10|0|0|0|0.0|7.535296702|2|2|2.147544195|-0.233802395|0.0370874879999999|3|0.031742919|-0.059217023|-0.184039927|0.010215823|0.007032164|1|-0.1786649189999999|-0.1945202089999999|0.74726683|0.02497303|0.0131101969999999|0.7857977740000001|0.71456262|1|-0.070612242|0.565801561|-38.80896881|15.37766538|67.59624856|0.12390229|83.49776405|-0.018829931|-32.06793721|10.36301002|141.0919598|0.471900166|-1.129795872|-26.15336742|54.18663419|0.473858537|2967.522813|590.402322|-761.3695352999999|2036.192049|-8.551449923|0.5280998339999999|8.429169102000001|16.02072769|0.028735133|37.87296065|1613.412305|1.0|1.0|3.71|21.0|4.14|3.44|65.3|1.54|1.0|0.0|131.43|1.0|33.0|6.0|1.0|0.0|3.18|-4.38|0.0739|0.0182|2.75|0.0|1.5e-08|6.62e-06|-0.05002|5.6004|3.8591|-1431.051425|737.09|1266.87|312.0|221.39|565.91|0.3685|0.6814100000000001|-1430.733658|-0.20918|-0.23696253|-1430.795367|7.1612
3_a4|0|0|0|0.0|7.535296702|1|1|2.147369615|-0.241609351|0.03287721|2|0.033760684|-0.07806942|-0.0502208409999999|0.011825591|0.050638298|1|-0.048796855|-0.133874898|0.637819558|-0.0862461019999999|0.0904255319999999|0.8367373309999999|0.623172012|1|-0.06572153|0.462670692|-25.5405205|5.133610255|12.23442244|0.080195284|38.95587796|-0.024645574|-15.5080075|2.493716402|40.30885999|0.7196876640000001|-0.985822953|-12.40663231|30.67413075|0.430553837|2159.04913|446.8068266|-478.8760237|1602.411021|-5.815502811|0.280312336|4.832514477|8.486341272999999|0.015358792|-213.4321476|665.3942366|1.0|1.0|2.99|21.0|4.02|4.11|43.6|2.44|0.0|0.0|95.12|1.0|24.0|3.0|1.0|1.0|3.31|-4.26|0.0617|0.0173|3.12|0.0|6.49e-08|2.03e-05|-0.04964|4.9088|4.0639|-990.6149055|535.44|905.23|0.1415|252.57|350.36|0.58445|0.58615|-990.467184|-0.21969|0.024645265|-990.514888|6983.0
8b_a31|1|0|0|0.0|7.765993078999999|1|1|0.0|-0.01883655|-0.12841288|0|0.041161616|-0.130371116|-0.57242407|-0.010300564|-0.069423138|2|-0.05421947|-0.510259793|0.928940547|-0.058494079|-0.1155280009999999|0.8956498159999999|0.8761979520000001|0|-0.132574249|0.281200674|-63.04219151|16.89414614|129.8921115|0.392380774|204.9365822|-0.040792077|-36.1645207|8.823644775|472.8995873|0.703469355|-1.590890986|-32.92631065|79.93633765|0.479278|2189.617009|317.3534883|-830.906565|1587.743824|-11.12754483|0.296530645|6.142377144|11.79588561|0.02483711|-212.5400476|1181.155311|1.0|1.0|3.4|16.0|4.52|2.74|114.29|0.61|0.0|0.0|88.64|2.0|23.0|5.0|0.0|1.0|2.52|-3.4|0.0294|131.0|2.02|0.0|1.86e-06|0.00061|-0.0325|3.8582|3.8582|-1386.815519|566.18|927.61|0.2643|321.36|439.96|0.70036|0.70036|-1386.681003|-0.19265|0.03659821|-1386.734257|5.6576
5_a4|0|0|0|0.0|7.535296702|1|1|2.166832955|-0.196773454|0.02257929|2|0.035994832|0.012532807|-0.0607990979999999|0.011630756|-0.134215501|1|-0.0471580309999999|-0.164263889|0.655087104|-0.165454845|-0.229773463|0.820886786|0.650346601|1|-0.0681917309999999|0.431132276|-27.26045038|4.324106888|13.96974087|0.056851498|30.54859623|-0.025201292|-19.68930579|2.323516519|46.53110402|0.807351587|-1.159259431|-14.64813624|31.58455727|0.413773331|2282.291204|506.7916175|-622.9167106000001|1896.178084|-7.276482574|0.192648413|5.758733969|9.823391314|0.009538616|-330.3047347|771.5556899000001|1.0|1.0|3.27|21.0|4.89|4.67|43.6|2.88|1.0|0.0|104.89|1.0|26.0|3.0|1.0|1.0|3.89|-4.84|0.00925|0.0049299999999999|3.95|0.0|1.09e-08|3.71e-06|-0.04892|4.8582|4.0239|-1069.251223|595.55|1013.0|0.1106|255.2|421.24|0.60407|0.6019899999999999|-1069.051141|-0.21857|0.02251645|-1069.102899|7.1487
12o_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|0.01340619|-0.079716275|2|0.040770975|0.03842353|-0.613501857|-0.00233752|-0.010904454|1|-0.126068378|-0.5110239679999999|0.859938421|0.141570244|-0.01854899|0.848816593|0.817582774|0|-0.10624773|0.514457955|-59.0895896|16.85373064|55.47133795|0.2407887189999999|173.4105814|-0.03541591|-55.10596064|12.13767506|112.1259723|0.666462845|-2.018706878|-42.554984000000005|75.94332024|0.469699889|3009.981519|546.7667677000001|-1453.826968|2778.220342|-18.36865355|0.333537155|7.322888607|13.80895167|0.026586303|-239.7655413|2181.407379|0.0|0.0|4.97|17.0|2.38|1.65|98.3|1.49|1.0|0.0|138.06|1.0|33.0|5.0|0.0|0.0|1.47|-3.64|128.0|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|-0.05456|5.1927|3.8726|-1440.926241|728.07|1240.51|0.4075|238.77|560.88|0.36719|0.67273|-1440.671057|-0.21151|0.04371335|-1440.734965|7.3979
4_a3|0|0|0|0.0|6.823286122000001|0|0|0.0|0.2122551539999999|-0.161259999|1|0.035345345|-0.08769805|-0.325334256|-0.008407895|0.0248526079999999|1|0.053425134|-0.607238634|0.640351067|-0.028924747|0.041477445|0.785381728|0.628171026|1|-0.098695428|0.5842630360000001|-52.4583525|3.806447632|235.6982345|0.25946603|123.350856|-0.039478171|-22.30593113|1.809595554|77.51574252|0.866976271|-1.381735991|-24.93884341|56.26480013|0.415852758|2142.972568|352.05186289999995|-656.8810472|1548.626215|-8.922372453|0.133023729|5.05182773|8.648209506|0.0100954959999999|-348.9230345|757.6690029|1.0|1.0|2.94|21.0|5.3|5.17|80.04|3.07|1.0|0.0|92.65|1.0|23.0|3.0|0.0|1.0|4.09|-5.09|0.00065|0.00264|4.3|0.0|2.950000000000001e-08|9.48e-06|-0.0584299999999999|5.9341|3.4771|-1355.303098|504.29|858.45|0.1776|208.93|338.33|0.3809|0.6896|-1355.192416|-0.20826|0.02921941|-1355.239905|5.9
12q_a30|0|0|0|-4.76444841|7.412764017000001|2|2|0.0|0.144208934|-0.27228842|2|0.0438779959999999|-0.016509571|-0.873376576|-0.00695299|-0.021542639|1|-0.077457998|-0.636798458|0.613786308|0.01661722|-0.032887649|0.867367115|0.593245722|0|-0.115589613|0.596557166|-59.52322773|10.07866809|82.72757145|0.154254173|105.1162273|-0.045799658|-53.67653794|6.868090132000001|0.732186841|0.820640722|-2.427381881|-40.56199584|69.60189582|0.473741611|3305.289025|576.3319634|-1654.134991|2844.418547|-21.2680622|0.179359278|7.346842839|13.96052394|0.016579022|-437.0000797|2015.662819|0.0|0.0|4.73|17.0|4.43|4.78|90.88|2.82|2.0|0.0|133.96|1.0|34.0|8.0|0.0|0.0|3.42|-5.92|9.63e-05|0.000579|5.05|0.0|6.61e-08|3.19e-05|-0.05105|5.0573|3.4834|-1987.999444|713.16|1214.92|0.1817|245.16|537.96|0.34138|0.68516|-1987.781386|-0.19897|0.03408298|-1987.847256|7.4449
1_a3|0|0|0|0.0|6.823286122000001|1|1|0.0|0.079857077|-0.073036903|2|0.034166667|-0.004409693|-0.248199745|-0.006610844|0.032569462|0|0.05038525|-0.486774367|1.005427002|-0.126299711|0.057919092|0.8457792829999999|0.943582278|1|-0.0925710269999999|0.521474118|-45.44133321|3.693677623|289.8942564|0.2237487219999999|102.8341051|-0.034105115|-19.55367089|1.697600903|0.0|0.7920857179999999|-1.295994381|-20.88467272|49.13501083|0.4490711529999999|2012.9704|356.76228530000003|-595.6343396000001|1162.737831|-7.203984013|0.207914282|4.984064981|9.046658216|0.014174378|-268.4830832|751.9821735|1.0|1.0|3.83|16.0|2.28|1.85|77.1|1.52|0.0|0.0|91.52|2.0|22.0|4.0|0.0|0.0|1.5|-3.3|261.0|154.0|1.83|0.0|1.69e-06|0.000518|-53.0|5.8805|3.8645|-1273.290432|496.09|845.2|0.1775|210.84|316.61|0.30619|0.68912|-1273.1763970000002|-0.21886|0.02599563|-1273.22339|6.1403
11d_a5|1|0|0|0.0|6.605297921|0|0|0.0|-0.245058546|0.001099755|2|0.0228184279999999|-0.125546291|-0.185566552|0.008307337|0.01948342|1|-0.12451554|-0.22897714|0.786587307|-0.018747485|0.036918829|0.831190148|0.755793189|0|-0.0847408619999999|0.359644732|-40.04753555|8.151092424|61.45330587|0.12909714|82.02685783|-0.029333375|-34.21147402|5.179111638|0.0|0.712305422|-1.525335513|-25.44574968|48.19862797|0.49396568|2540.78984|553.3617954|-969.1808771|900.3825317|-11.84243331|0.287694578|8.920296087|17.62784804|0.018119737|-269.7929124|1360.625438|1.0|1.0|3.13|23.0|4.41|4.14|66.93|1.42|1.0|0.0|114.29|1.0|29.0|5.0|1.0|1.0|3.28|-4.29|0.0278|0.0198|3.07|0.0|2.31e-09|8.909999999999999e-07|-0.03767|4.4175|4107.0|-1239.093739|682.09|1154.67|507.0|280.66|594.45|0.66686|0.6533399999999999|-1238.855022|-0.20529|0.03371838|-1238.914819|7.8239
12ar_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.064363806|0.000258844|2|0.040839506|0.083451772|-0.40866901|0.000939229|-0.036002609|1|-0.096853381|-0.4194638229999999|0.86559137|-0.017348015|-0.064014394|0.89459881|0.8196353679999999|0|-0.098732471|0.317338373|-54.80317647|15.19305207|86.85924228|0.163457134|110.9204982|-0.0347392029999999|-45.46486105|10.30986449|0.0|0.705591187|-1.875916952|-37.18892821|69.99622854|0.4743067589999999|2902.67985|567.6702443|-1272.979877|2404.999137|-15.99689556|0.294408813|8.770514183|16.68371115|0.0223636779999999|-279.0245523|1804.132337|0.0|0.0|4.86|17.0|3.14|1.95|92.99|1.59|1.0|0.0|133.27|1.0|32.0|5.0|0.0|0.0|1.8|-3.91|0.0503|0.0515|2.33|0.0|8.95e-08|3.76e-05|-0.0566|5225.0|3.8489|-1364.467971|717.19|1211.1|0.5586|237.29|580.53|0.41433|0.67174|-1364.235126|-0.21291|0.04327285|-1364.2977050000002|7.6021
12aa_a30|0|0|0|0.0|7.412764017000001|2|2|0.0|-0.101407312|-0.028524865|2|0.043854875|-0.014017531|-0.539735362|0.003529389|-0.007369513|1|-0.12254489|-0.394520145|0.8397577820000001|0.024991407|-0.012535889|0.855880335|0.794193541|0|-0.101368383|0.418522684|-54.50378741|21.58471858|55.0567406|0.1873486869999999|130.84205079999998|-0.033789461|-49.44198469|15.0745057|0.0|0.630759573|-1.925999268|-38.06478415|76.08850600000001|0.4659424379999999|3115.249471|567.5458219999999|-1345.094532|2455.130164|-16.48066156|0.369240427|8.65813938|16.21199661|0.029670025|-182.6418006|2132.499591|0.0|1.0|4.86|17.0|3.94|2.63|100.11|2.2|2.0|0.0|140.26|1.0|33.0|6.0|0.0|0.0|2.52|-5.0|0.00113|0.00456|3.81|0.0|1.47e-07|6.720000000000001e-05|-0.04966|5.1925|3.4642|-1804.784381|748.78|1275.73|0.1667|238.78|605.07|0.30341|0.68642|-1804.516348|-0.19687|0.03443621|-1804.582558|8.1135
3_a3|0|0|0|0.0|7.285506549|0|0|0.0|0.159413311|-0.114647585|1|0.034259259|-0.015653979|-0.3413621639999999|-0.007818326|0.069435247|2|0.041786524|-0.599804962|0.913546349|-0.082619043|0.123113049|0.885339037|0.8495058259999999|1|-0.098797066|0.583866845|-48.91675544|5.753894372|228.5396864|0.246193521|112.2682304|-0.035057023|-20.54492513|2.623868963|75.88125246|0.7000038270000001|-1.086767728|-22.30683222|54.67064981|0.415122657|2092.406045|343.74795510000007|-495.58367360000005|1349.6286710000002|-7.290134722999999|0.299996173|5.025797436|8.592908408|0.023287455|-182.4099648|707.9728057|1.0|1.0|3.11|20.0|5.0|4.07|121.17|1.41|0.0|0.0|88.36|1.0|21.0|3.0|0.0|1.0|3.23|-4.39|0.00103|0.0126|3.26|0.0|7.009999999999999e-07|0.000218|-0.0637|5.8458|3.3475|-1592.873593|491.26|817.21|0.2383|212.09|316.65|0.29441|0.69206|-1592.792349|-0.20969|0.03099295|-1592.839065|5.93
13b_a30|0|0|0|0.0|7.412764017000001|2|2|0.0|0.112353041|-0.118776867|2|0.041728395|-0.035340334|-0.627919307|-0.003436924|-0.0463169629999999|1|0.003429114|-0.564815317|0.841060094|-0.045844862|-0.0771674659999999|0.892104517|0.802578397|0|-0.113554975|0.3529073379999999|-74.24619275|12.52854078|385.2420923|0.305898198|206.54056530000005|-0.042850934|-51.76819834|8.459192992|105.341977|0.800290866|-2.271099499|-50.13056864|86.77473353|0.454574838|3002.926824|468.6532296|-1533.432289|2319.48655|-19.53516918|0.1997091339999999|8.804739699999999|16.1428924|0.017174033|-405.5090587|1916.093704|0.0|0.0|4.76|17.0|3.04|1.72|124.74|2.06|1.0|0.0|135.37|1.0|32.0|5.0|0.0|0.0|1.91|-4.3|0.00427|0.0221|2.74|0.0|6.520000000000001e-07|0.000288|-0.05434|5.0501|3.5056|-1744.446479|721.48|1210.94|0.2783|245.51|544.04|0.32563|0.6862699999999999|-1744.2179010000002|-0.20313|0.0455651|-1744.281763|7.5901
12g_a40|0|0|0|0.0|7.515889085|0|0|1.687211672|0.037440516|-0.129331216|0|0.036630824|0.167050952|-0.354104815|-0.001011175|-0.211162861|2|0.063401514|-0.512657141|0.777835705|0.020185301|-0.326139923|0.8396782220000001|0.6941475490000001|1|-0.099521372|0.289122732|-49.94706785|6.670206427999999|130.7472028|0.129798543|68.1355805|-0.0435406|-27.42361099|3.501413627|0.0|0.852031227|-1.393299206|-26.21888031|56.61727428|0.465725912|2287.970776|456.7977427|-731.3891821000001|681.6778419|-11.99782981|0.147968773|7.692740528|14.39849078|0.013442698|-369.5858437|858.4065454|0.0|0.0|3.24|20.0|4.83|5.14|78.66|3.76|2.0|0.0|93.78|1.0|23.0|3.0|0.0|1.0|4.4|-5.79|0.000124|0.000586|5.07|0.0|2.37e-07|8.57e-05|-0.07424|4.0224|3.1577|-2173.0224510000003|540.25|896.63|0.3539|308.23|429.31|0.67055|0.6988|-2172.9382|-0.20615|0.02230594|-2172.988604|6.1403
5e_a40|0|0|0|0.0|8.149890544|0|1|1.661964758|-0.091305805|0.0601021459999999|0|0.044526749|-0.106497535|-0.162528785|0.009890343|0.029272031|2|0.005996234|-0.391074665|0.535506399|-0.402340487|0.0451110059999999|0.877722972|0.5087199929999999|1|-0.089724264|0.0499188609999999|-36.56222854|9.440323938|170.7311133|0.135577249|64.47400829|-0.035889706|-20.29110082|4.489363277|51.7148695|0.8223594679999999|-1.076691165|-17.38723451|46.00255248|0.47779156|1986.384601|411.0778166|-512.0224486000001|512.5703164|-8.116440327000001|0.177640532|6.533857846|12.51197289|0.012921086|-306.597267|622.6260756|0.0|0.0|3.03|14.0|4.3|3.74|75.5|2.37|1.0|1.0|79.16|2.0|20.0|3.0|1.0|1.0|3.33|-4.25|0.00505|0.0169|3.51|0.0|2.23e-05|0.00678|-0.07231|3.7138|3.7138|-1637.180703|493.19|802.38|0.5262|333.85|390.33|0.69675|0.69675|-1637.115238|-0.2201699999999999|0.01659566|-1637.162552|7.6021
11a_a5|1|0|0|0.0|6.605297921|0|1|0.0|-0.165418719|0.052217882|2|0.021060606|-0.052944925|-0.185262487|0.007993132|-0.02394636|1|0.003975818|-0.254944026|0.7505403709999999|-0.037220974|-0.0489811909999999|0.773417838|0.7410766209999999|0|-0.071517578|0.369563711|-46.13206353|8.474559367000001|61.32301293|0.10656566|76.14130253|-0.026223112|-36.51058972|6.055083705|14.47576249|0.740865275|-1.573386716|-32.96141947|54.60662289|0.466436596|2727.027899|638.3599998999999|-1124.186857|1170.247903|-13.38721623|0.259134725|9.740948724|18.25640338|0.014482324|-344.1971057|1517.39715|1.0|1.0|3.53|23.0|6.38|6.55|63.69|3.05|2.0|0.0|128.51|1.0|32.0|4.0|0.0|1.0|5.16|-6.4|2.39e-05|0.000167|6.13|0.0|1.18e-10|5.019999999999999e-08|-0.03694|4.4033|4.0938|-1339.802852|739.79|1272.7|0.5473|281.57|578.8|0.6735|0.65363|-1339.493223|-0.20429|0.03340977|-1339.555805|7.0915
12aa_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|0.033952382|-0.135770278|2|0.042560386|0.03597264|-0.672129428|-0.006653538|-0.013898809|1|-0.052743904|-0.53315493|0.892815402|0.156337925|-0.023185884|0.888163057|0.849217847|0|-0.117270578|0.4679233379999999|-72.94175494|16.1504726|132.3194611|0.3110547589999999|212.7097172|-0.04126187|-54.83906299|11.04423694|109.0001157|0.731335741|-2.228140982|-49.88002793|89.09222754|0.44829258|2928.7759760000004|471.12395210000005|-1523.677823|2418.848273|-19.29522587|0.2686642589999999|8.05947774|14.60824604|0.023386634|-316.3903377|2083.417693|0.0|0.0|4.83|17.0|1.92|0.98|112.29|1.28|1.0|0.0|131.85|1.0|32.0|5.0|0.0|0.0|1.15|-3.45|129.0|152.0|1.55|0.0|7.19e-07|0.000305|-0.05111|3.8899|3.8899|-1401.617177|701.99|1183.76|0.4446|318.73|520.19|0.6931|0.6931|-1401.389257|-0.20829|0.04550032|-1401.45065|8.0458
4b_a46|0|0|0|0.206072846|7.825245291|1|1|2.189591837|-0.155670183|-0.022119857|2|0.047736111|-0.082722572|-0.058945144|0.012332859|-0.111103941|1|-0.079238184|-0.16915334|0.6901151990000001|-0.263387881|-0.153841155|0.768651645|0.69830739|0|-0.070236212|0.27128814|-28.58477842|4.127907383|7.986637869|0.064754938|35.31914031|-0.0229342729999999|-20.89467173|2.251475261|56.7922535|0.8104680259999999|-1.123779397|-15.59093155|32.7126858|0.428987199|2105.172229|510.1086157|-612.9404746|1750.333702|-6.822749952000001|0.189531974|5.76401157|10.09436488|0.007963679|-338.6757579|756.2796491|0.0|1.0|3.9|17.0|4.69|4.77|43.6|2.58|1.0|0.0|101.7|1.0|25.0|3.0|1.0|1.0|3.76|-4.63|0.0149|0.00782|3.74|0.0|6.38e-08|2.12e-05|-0.02729|4.5515|4.5515|-1033.535029|588.79|1020.9|0.1784|272.4|508.79|0.68682|0.68682|-1033.3243619999998|-0.21811|0.02176759|-1033.378455|6.2612
14i_a23|0|1|1|0.0|7.423568444|0|0|3.2692375460000003|0.142566578|-0.130330047|2|0.0432555559999999|0.040408197|-0.558153376|0.002243702|-0.026731172|2|-0.017918675|-0.569707595|0.77007911|0.158023239|-0.04255066|0.864206467|0.7333675390000001|1|-0.096562208|0.266320368|-60.8283953|14.65077903|324.811841|0.222047267|151.83084580000002|-0.039760909|-45.14777443|10.01786784|93.48624142|0.7780956840000001|-2.027806362|-41.59306642|75.47917433|0.478050606|3097.406945|531.9462982|-1386.567643|2447.1741030000003|-18.59026006|0.221904316|8.107659819|15.53342127|0.019276934|-380.3109456|1782.001457|0.0|0.0|3.56|26.0|2.57|3.12|148.11|2.28|1.0|1.0|128.38|1.0|33.0|5.0|0.0|0.0|2.61|-4.39|0.00278|0.0183|2.46|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|3.6931|-1798.608335|715.68|1224.02|0.3639|335.72|580.74|0.55606|0.55606|-1798.371346|-0.23121|0.03394466|-1798.434186|8.4622
4S4l_a46|0|0|0|0.171853072|7.825245291|1|1|2.155247543|-0.058870177|-0.075241716|1|0.049498645|-0.067419714|-0.255755434|0.0066560469999999|-0.161358058|1|0.0071939419999999|-0.3888343979999999|0.7940662409999999|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|-0.084663086|0.213675946|-49.45536962|3.888872426|178.19783940000002|0.105217893|57.30330315|-0.029881089|-25.11158939|2.117940478|0.0|0.877939134|-1.523935543|-26.93416438|53.34424204|0.469439238|2166.052483|487.3122681|-829.959026|1744.8220399999998|-8.862913904|0.1220608659999999|5.668394116|10.68377935|0.006420439|-411.6630752|945.3491632|1.0|1.0|3.92|17.0|4.64|5.02|50.94|3.06|1.0|0.0|105.77|1.0|26.0|3.0|1.0|1.0|4.08|-5.11|0.00182|0.0027|4.49|0.0|9.980000000000001e-08|3.47e-05|-0.02015|5.2929|4.1414|-1092.727031|583.76|1040.96|0.2586|234.25|500.66|0.57885|0.6763600000000001|-1092.489558|-0.19647|0.02696794|-1092.543641|6.5834
3d_a12|0|0|0|0.0|0.0|1|1|0.0|0.092417272|-0.053022041|3|0.038787879|-0.166233441|-0.360215148|-0.00259095|-0.058191686|0|-0.1394967999999999|-0.532019854|0.91670178|-0.097468573|-0.108208213|0.82682708|0.8605417409999999|0|-0.0958414059999999|0.2443206489999999|-34.34601551|5.717316796|74.39425719|0.145275317|74.63869204|-0.035063929|-25.2986621|2.9374091630000003|0.0|0.77428353|-1.437621096|-17.64609244|40.06333231|0.472404561|2148.979792|439.1353855|-738.6124526000001|1205.356874|-9.255608086|0.22571647|5.786006004|10.96674758|0.01611886|-281.8395348|953.9302134|1.0|1.0|3.98|18.0|3.37|2.19|50.17|2.26|0.0|0.0|100.28|1.0|24.0|4.0|1.0|1.0|2.67|-3.91|0.0945|0.0385|2.81|0.0|3.08e-08|9.64e-06|-0.06842|4.2114|3.7719|-1006.704001|548.21|918.3|0.3336|294.4|411.35|0.53114|0.6572100000000001|-1006.556654|-0.22229|0.02399772|-1006.606666|7.6021
16i_a32|1|1|1|0.0|7.765993078999999|0|0|0.0|0.175604846|-0.075706124|0|0.0439583329999999|-0.056414399|-0.7748511779999999|-0.003511776|0.006037736|3|-0.120440534|-0.700853898|0.801401734|0.134577711|0.009897928|0.8829894|0.761506727|1|-0.114771536|0.5368697929999999|-56.03343427|14.59730623|90.08098301|0.198505292|129.7354415|-0.036726892|-49.02383532|9.540239197|32.3175507|0.718964113|-1.836344582|-36.62130242|70.6307405|0.455596751|2770.767996|523.8261846|-1200.164351|3450.514629|-15.6876273|0.281035887|6.848009314|12.57892808|0.021112022|-286.2130831|1669.296604|0.0|1.0|3.75|19.0|6.25|4.85|149.27|1.34|3.0|0.0|116.75|1.0|29.0|5.0|0.0|0.0|3.96|-5.09|3.96e-05|0.0035|4.19|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|3.6176|-1995.279632|692.96|1175.51|0.2857|342.72|573.38|0.70222|0.70222|-1995.055356|-0.2002|0.02810109|-1995.11813|8.2596
8g_a12|1|1|1|0.0|6.580639137|1|1|0.0|0.10205033|-0.029907264|2|0.038347953|-0.038463841|-0.40429396|0.005898773|-0.040257632|1|0.068559367|-0.532504083|0.804158158|-0.04981165|-0.070405398|0.80546986|0.7714487940000001|1|-0.1045061519999999|0.274352085|-42.39297373|4.915102972|84.95000993|0.142374631|78.53214058|-0.042752517|-31.79592789|2.7111119089999995|0.0|0.90166696|-1.881110729|-23.38345638|47.30807670000001|0.463772637|2506.427441|473.055878|-1037.59814|1356.883205|-13.00742505|0.09833304|6.882798206|12.83559677|0.007890315|-443.109365|1150.7554189999998|1.0|1.0|4.07|21.0|3.31|2.07|78.85|2.89|1.0|0.0|109.93|1.0|27.0|5.0|0.0|0.0|2.77|-4.34|0.0146|0.0163|3.06|0.0|9.98e-09|3.53e-06|-0.06432|4.2057|3731.0|-1154.281986|590.93|989.66|0.3786|294.8|418.41|462.0|0.55027|-1154.121362|-0.21633|0.03954539|-1154.173831|5.43
15a_a10|0|0|0|0.0|7.535296702|1|1|2.141907675|-0.214195114|0.022297552|2|0.033912037|-0.125297206|-0.144512841|0.011418154|-0.062038567|1|-0.179723568|-0.188634555|0.7408341359999999|-0.0232534929999999|-0.1074837719999999|0.820233357|0.713078124|1|-0.076864276|0.754451037|-29.50952422|10.10411407|42.41151044|0.084862776|54.61835033|-0.025155581|-31.83957238|6.503087289|122.7715002|0.676473201|-1.3835569680000002|-18.99256188|39.61363829|0.407638879|2656.305166|588.9895149|-890.4681466|2413.560937|-10.42022369|0.323526799|6.71451044|11.33516398|0.017883602|-227.1590805|1316.339132|1.0|1.0|3.5|21.0|3.95|4.05|56.07|1.93|1.0|0.0|118.92|1.0|30.0|5.0|1.0|1.0|3.33|-4.4|0.0432|0.0157|3.12|0.0|1.63e-08|6.51e-06|-0.04742|5.7646|3.7639|-1278.4225210000002|687.57|1179.28|0.3558|215.08|563.27|0.47484|0.68863|-1278.141052|-0.20335|0.02976259|-1278.200428|7.6198
13k_a6|1|0|0|0.0|7.412764017000001|1|1|0.0|0.031525207|-0.132667824|1|0.04162037|0.051404465|-0.8554679409999999|-0.009326562|-0.072504783|1|-0.045794891|-0.5627624379999999|0.8694295409999999|0.1373649019999999|-0.123105035|0.84018367|0.827754203|0|-0.127178105|0.212093198|-82.8774254|20.6185734|183.1261118|0.3589674579999999|249.215618|-0.045420752|-61.29890279999999|14.31458589|113.5526088|0.7971316940000001|-2.543562101|-57.53822059|103.4959988|0.426031882|2966.890288|445.0412356000001|-1765.8854210000002|3332.974951|-21.89246528|0.202868306|8.370126134|14.58291125|0.017981419|-412.5714301|2215.299472|1.0|1.0|3.68|23.0|4.55|3.8|115.15|1.39|1.0|0.0|124.98|1.0|33.0|5.0|0.0|1.0|3.18|-4.77|0.00144|0.0075599999999999|3.39|0.0|1.29e-09|5.7e-07|-0.04851|5112.0|3.5476|-1465.83213|731.25|1246.69|0.3971|242.53|577.68|0.4547|0.70536|-1465.557346|-0.1944|0.0308324|-1465.621288|7.3372
