molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC1i|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12d_a30|0.0|0|0|0.0|0.0|0|2|0.0|0.041181359|-0.006335328|5.351858133|-0.033312179|0.042804233|0.0|-0.354778373|0.005613018|0.036688757|-0.075816941|1|0.005965451|-0.09353607|-0.130412856|0.8532172109999999|0.7991060659999999|0|-0.094239701|0.015567102|-47.69710881|10.05700314|85.1932288|101.4221952|-0.036246039|0.0|-1.884794029|-30.81433963|-23.41646662|57.75411196|0.4572733479999999|2784.836855|544.6198897999999|-1217.656264|2323.480646|0.185610786|7.557073995|13.92427286|0.84254817|6120.329513000001|119.91237920000002|28.75340957|0.013424098|-406.2173266|1495.177298|686.039456|8.672532296|1.0|0.0|1.0|0.0|1.0|4.75|0.0|0.17|-7.01|4.35|3.04|2.0|132.24|0.0|5.0|-5.66|4.0|-5.81|412.51|0.0|1.0|0.0009119999999999|7.05e-06|0.00291|4.23|9.75e-08|4.02e-05|-0.05119|3.4821|695.57|1176.22|356.06|545.94|0.68608|0.68608|-1614.831682|149.0|-0.1479099999999999|4434.0|-1614.894406|4.8843|11.0|7.9508
11a_a31|0.0|0|0|2.856083711|0.0|0|1|0.0|-0.045290366|-0.02376325|5.733341277|-0.259732443|0.044949495|0.0|-0.8792402579999999|-0.022093578|-0.1217573119999999|-0.019865299|2|-0.017433557|-0.1829166189999999|-0.030335912|0.910334509|0.819138461|0|-0.161027639|0.041435152|-76.64827023|20.91187076|258.8577775|259.0291941|-0.056833284|71.03772901|-1.932331673|-38.68354874|-28.68314085|97.560141|0.451795285|2288.9694010000003|245.6599349|-975.2267888|1769.346573|0.264745055|5.791411901|10.5643234|0.8241360790000001|4940.657452|133.6139513|39.01114987|0.031626337|-237.4612264|1326.379096|302.14325319999995|15.96146849|0.0|0.0|0.0|1.0|2.0|3.26|2.16|0.13|-4.65|3.93|0.57|0.0|83.12|0.0|3.0|-4.81|6.0|-6.51|329.33|0.0|1.0|0.00506|0.000161|0.0531|2.53|2.22e-05|0.00731|-0.05074|3.8042|529.63|860.74|325.92|407.76|0.69222|0.69222|-1441.327731|0.2797|-0.15515|6.4691|-1441.37897|8.9667|0.19|6.7212
6f_a40|0.0|0|0|0.0|0.0|1|2|1.750582483|0.134099184|-0.01691341|6.401917197|-0.156988665|0.038309179|0.737582436|-0.8287570679999999|-0.009302776|0.075227997|-0.190617284|2|-0.008368734|0.092206207|-0.268802228|0.896373207|0.742681934|1|-0.130571562|0.015998475|-86.21963207|10.2782635|207.7174501|221.1408856|-0.052228625|40.01876255|-2.350288117|-55.39203581|-33.55442128|96.49789556|0.410805404|3021.330686|421.31181889999993|-1509.948957|3072.581297|0.137191276|6.993991456|11.87042702|0.69723213|7328.308886|88.13890599|38.88975659|0.013841059|-466.1748926|1750.039046|593.503189|8.892225517|1.0|0.0|0.0|1.0|2.0|4.05|2.53|0.21|-3.67|3.66|1.1|1.0|124.54|1.0|5.0|-6.95|5.0|-6.9|457.55|0.0|0.0|5.18e-05|2.3e-05|0.0105|3.09|0.0002109999999999|0.0967|-0.08982|2.57|668.95|1139.55|482.43|507.64|0.66642|0.69911|-2426.725129|0.0158|-0.1131799999999999|6.2384|-2426.787111|8.7269|42.0|7.3768
7_a1|0.0|0|0|0.0|0.0|1|2|2.307091837|-0.055291895|-0.010040172|5.777652323|0.001018628|0.035718954|0.0|-0.421687222|0.0021597079999999|-0.07233584|-0.024096172|1|0.004950534|-0.391298966|-0.042175602|0.862051935|0.729621031|0|-0.098295453|0.035937867|-40.16416679|17.31482297|111.9204437|139.2595474|-0.031040669|404.7836105|-1.179545431|-19.35104936|-14.95535873|57.47898976|0.452829665|2150.215999|342.53930230000003|-568.3036318|1466.924404|0.396617144|5.07667644|9.278054953|0.827584457|4519.238270000001|191.0896839|24.78585294|0.029820838|-99.61948195|941.8624118|351.4191817|14.36764539|0.0|1.0|1.0|1.0|0.0|3.09|2.83|0.22|-5.64|3.43|1.6|0.0|85.88|0.0|2.0|-3.16|4.0|-6.4|305.33|1.0|1.0|213.0|0.000195|0.0595|2.48|2.29e-06|0.000698|-0.02433|4.0504|515.2|864.85|306.1|365.53|0.69902|0.69902|-1009.350293|0.2961|-0.16734|4575.0|-1009.398029|6.5936|0.46|6.3372
1n_a5|0.0|0|0|2.91912867|0.0|0|0|0.0|-0.1387762669999999|-0.007315978|4.59511985|-0.0533837329999999|0.024388889|0.0|-0.3365350029999999|0.004367323|-0.150600424|-0.047910067|1|0.004754079|-0.015850084|-0.087019366|0.8402078140000001|0.656280207|0|-0.081950989|0.023129277|-47.1725036|13.27640087|63.58796786|123.2912732|-0.030493391|55.29041202|-1.311215832|-27.07741706|-17.50346525|60.44890447|0.483868192|2437.279452|450.71720610000006|-752.6490056|889.4388375|0.372248254|7.881746117|15.27080096|0.937489579|5101.31614|213.67365440000003|27.88278228|0.028797525|-146.6611704|1198.959638|467.1194103|16.53002342|1.0|1.0|1.0|1.0|1.0|2.88|2.67|0.05|-8.07|4.41|1.72|1.0|101.77|0.0|5.0|-4.27|5.0|-6.41|356.38|0.0|1.0|0.0193|6.56e-05|0.0234|2.91|8.43e-09|3.01e-06|-0.06186|4.3838|607.15|1017.23|282.82|481.06|0.44786|0.44786|-1179.018429|0.3789|-0.17092|0.6234|-1179.073189|0.7104|27.0|7.5686
7c_a8|0.0|0|0|3.17138259|0.0|1|0|1.4416758790000002|-0.244222944|-0.007509694|4.844187086|-0.025233184|0.043533333|0.0|-0.382994379|0.00325576|-0.0450662909999999|-0.118915929|1|0.004301963|-0.077006275|-0.196826366|0.795846675|0.6881348629999999|0|-0.089778346|0.0306012339999999|-50.34151168|19.18974586|49.43944876|94.73836511|-0.03366688|75.43825735|-1.6160102369999998|-31.56868845|-21.11218373|69.53125754|0.492823119|2716.5013510000003|532.3522286|-1013.384819|2162.326414|0.373097855|7.700542366|15.18314943|0.971698707|6013.168519|233.9661552|33.67700028|0.032058696|-159.15828340000002|1616.4960130000002|572.8089095|20.10370648|0.0|1.0|0.0|1.0|1.0|3.44|3.1|0.09|-7.76|4.22|1.82|1.0|112.76|0.0|5.0|-5.0|5.0|-6.34|398.41|0.0|0.0|0.00399|2.14e-05|0.00851|3.37|1.73e-08|6.91e-06|-0.07472|3.1406|662.05|1116.53|394.78|579.97|0.62361|0.70321|-1331.567632|0.1779|-0.1318599999999999|12.0073|-1331.625743|15.7056|18.59|4.7307
18_a20|0.0|0|0|3.463603867|0.0|0|0|0.0|0.1160337319999999|-0.008841844|4.727387819|-0.12050413|0.0396875|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|-0.054458882|1|-0.004071701|0.003282792|-0.090732503|0.8162774979999999|0.778639593|1|-0.095227339|0.0108136339999999|-61.73239771|7.195302872999999|318.5587088|158.7879106|-0.035934845|82.70867776|-1.904546783|-41.07622672|-23.91074854|68.92770059|0.483668611|2809.844943|506.6038164|-1267.269673|1822.210286|0.1890889589999999|8.011174137000001|15.51556677|0.936740671|6206.896662|125.81822920000002|29.4862782|0.013457694|-413.7552685|1562.772745|712.1606951|8.954638548|1.0|1.0|1.0|1.0|2.0|3.48|2.76|0.08|-10.0|5.54|2.06|2.0|125.07|0.0|5.0|-5.59|4.0|-6.13|419.48|0.0|1.0|0.00107|6.91e-06|0.0029|3.85|9.93e-11|4.17e-08|-0.05604|3.5355|703.24|1204.88|350.69|531.11|0.31154|0.6953699999999999|-1352.073755|0.2011|-0.14685|5.3978|-1352.135304|8.0505|34.0|7.4685
12j_a36|0.0|0|0|3.502198129|0.0|0|2|0.0|-0.084183025|-0.007086381|5.351858133|-0.0446165029999999|0.039061728|0.0|-0.41101009|0.00285431|0.039869055|-0.051080247|1|0.003710345|-0.133106642|-0.089459459|0.87043328|0.855081905|0|-0.105480639|0.018160631|-46.2113679|11.99396966|26.39145693|97.35760604|-0.037113558|2.098786266|-2.004132137|-30.5197407|-24.51120192|58.20533756|0.457280037|2881.20453|563.0803357000001|-1323.6049039999998|2536.987511|0.224187058|7.483427579|13.78874575|0.8425708820000001|6352.018345|148.06163930000002|31.59421634|0.016546717|-364.314663|1706.0876829999995|725.9470896|10.92807939|1.0|0.0|1.0|1.0|2.0|4.86|0.0|0.17|-7.05|3.33|2.51|1.0|135.47|0.0|6.0|-4.85|4.0|-6.64|427.52|0.0|0.0|0.0061|3.09e-05|0.0132|3.19|8.95e-08|3.83e-05|-0.05098|3.7807|694.28|1198.96|327.94|536.01|0.37116|0.69967|-1670.184251|98.0|-0.15495|6.4451|-1670.245584|8.5953|0.01|8.0
13b_a30|0.0|0|0|0.0|0.0|0|2|0.0|0.112353041|-0.011016128|5.351858133|-0.118776867|0.041728395|0.0|-0.627919307|-0.003436924|0.042845487|-0.0463169629999999|1|-0.002215642|0.006103754|-0.0771674659999999|0.892104517|0.802578397|0|-0.113554975|0.018555474|-74.24619275|12.52854078|385.2420923|206.54056530000005|-0.042850934|105.341977|-2.271099499|-50.13056864|-28.93268471|86.77473353|0.454574838|3002.926824|468.6532296|-1533.432289|2319.48655|0.1997091339999999|8.804739699999999|16.1428924|0.8334321|6627.406474|134.8423681|36.15271139|0.017174033|-405.5090587|1916.093704|713.7769663|11.59580043|1.0|0.0|1.0|0.0|2.0|4.76|0.0|0.13|-6.19|3.04|2.06|1.0|135.37|0.0|6.0|-5.01|5.0|-7.05|441.51|0.0|0.0|0.00427|5e-05|0.0221|2.74|6.520000000000001e-07|0.000288|-0.05434|3.5056|721.48|1210.94|353.68|544.04|0.32563|0.6862699999999999|-1744.2179010000002|0.1415|-0.14879|3.8495|-1744.281763|5.3762|26.0|7.5901
17e_a50|0.0|1|1|0.0|0.0|2|2|4.3906140030000005|-0.153175103|-0.0020746479999999|5.82008293|0.038322942|0.031870748|2.2384546640000003|-0.141076059|0.012036705|-0.086639125|-0.114420412|2|0.012372059|-0.310566368|-0.202197068|0.7791604190000001|0.736221185|1|-0.073011385|0.012865274|-32.24487658|8.950665784|10.68364489|48.62532158|-0.02665495|86.98647608|-1.67926185|-22.43349867|-18.5444588|41.19554236|0.489797496|2883.936138|647.0975667|-1168.300905|1981.934841|0.196328886|8.52101688|16.70124474|0.960006062|6301.28046|136.5904997|23.07468625|0.010255676|-422.5418889|1453.705234|904.3172644|7.135108233|0.0|1.0|1.0|1.0|0.0|4.18|4.23|0.37|-7.33|4.23|2.91|2.0|138.0|0.0|6.0|-4.87|4.0|-6.08|438.57|1.0|0.0|0.00589|6.58e-06|0.00288|4.08|4.63e-08|2.03e-05|-0.03156|4.0298|757.34|1312.91|307.67|602.89|0.6322800000000001|0.66478|-1374.927998|0.1785|-0.16649|6.7175|-1374.992422|8.8326|155.0|6.8097
9a_a40|0.0|0|0|0.0|0.0|1|0|1.865740741|-0.028285975|-0.003680068|5.4161004020000005|-0.020455825|0.0397333329999999|0.921628874|-0.136162501|0.01310675|0.157704751|-0.1720337089999999|2|0.011966382|0.016958188|-0.2990540869999999|0.749764251|0.61091688|1|-0.072887601|0.011033601|-29.02567082|5.334966331|109.9916614|30.17155594|-0.032156295|51.49564873|-1.093314022|-14.03449109|-15.54821024|34.36063715|0.493941591|1971.148912|453.3484005|-528.6391483|336.39741360000005|0.131523409|6.749223592000001|13.33684703|0.976056482|3991.317015|63.59419322|17.90285474|0.008714375|-356.33157|608.6970611|323.79254|4.213574358|1.0|0.0|0.0|1.0|0.0|3.26|3.28|0.06|-6.4|4.58|3.57|1.0|86.7|0.0|2.0|-5.49|2.0|-4.85|291.37|1.0|1.0|0.000944|8.33e-06|0.00243|4.54|4.02e-07|0.000117|-0.06495|3.3192|515.96|847.69|373.53|411.01|0.47831|0.69958|-1217.825264|0.3483|-0.13808|3.8656|-1217.873686|5.09|214.0|6.6696
14c_a23|0.0|1|1|0.0|0.0|2|0|3.349976042|0.06596946|-0.005822256|5.351858133|-0.024758731|0.043538647|0.743546646|-0.296935034|0.010682694|-0.047853455|-0.047410593|2|0.009263715|-0.13187015|-0.077808321|0.857184548|0.659570836|1|-0.0800086929999999|0.018842596|-37.73933093|12.52192141|38.43627129|51.21382308|-0.034046252|81.41541733|-1.600173862|-25.07982076|-22.62557089|50.26125234|0.459622824|2955.304496|613.3401089|-1063.401832|2379.221378|0.2165924689999999|7.832948614|14.49533577|0.8505592829999999|6755.962581999999|143.9373772|28.88097191|0.016385474|-376.6791777|1357.40568|633.3278634|10.88903141|0.0|0.0|0.0|1.0|1.0|3.4|3.6|0.05|-7.99|4.0|3.51|2.0|125.29|0.0|5.0|-6.13|4.0|-6.03|445.93|0.0|0.0|0.000334|2.83e-06|0.00126|4.21|1.02e-08|4.55e-06|-0.0795299999999999|3.7031|693.64|1177.63|334.81|549.86|0.56781|0.56781|-2089.293299|356.0|-0.15143|7.2704|-2089.354057|10.369000000000002|2.0|8.6253
3o_a32|0.0|1|1|3.644417045|0.0|0|1|0.0|-0.022603806|-0.006253394|5.733341277|-0.014299905|0.035643275|2.240993002|-0.306416317|-0.001411347|-0.117781901|-0.090297882|3|0.000243592|-0.11221537|-0.154436834|0.872498916|0.840991936|1|-0.095457829|0.012519666|-42.51640563|7.218280399|62.67187821|93.52833522|-0.031819276|0.0|-1.4318674340000002|-24.51306152|-18.34557429|49.73468603|0.455089918|2488.133192|483.0270239|-825.5508427999999|2469.87467|0.214905181|6.392329273|11.73098001|0.835165165|5488.777096|123.9047338|23.36733582|0.0130649069999999|-328.7458915|1051.530112|541.0877621000001|7.532642302|1.0|1.0|1.0|1.0|2.0|3.47|3.06|0.32|-7.27|6.39|1.58|1.0|112.07|0.0|3.0|-5.72|4.0|-6.17|381.52|0.0|1.0|0.00072|1.87e-05|0.00714|3.46|5.35e-08|2.04e-05|-0.05413|3.5333|620.56|1049.14|350.9|464.85|0.70216|0.70216|-1805.277864|0.2851|-0.14652|3.2729|-1805.333039|5.8476|0.24|6.6198
18a_a30|0.0|0|0|0.0|0.0|0|2|0.0|0.045071414|-0.006673169|5.351858133|-0.02919335|0.040166667|0.0|-0.353677943|0.005050384|-0.01286191|-0.094932667|1|0.005458948|-0.094526372|-0.171895425|0.842671963|0.7961424690000001|0|-0.095397479|0.017060045|-45.11907802|10.62073502|79.18861306|87.66676984|-0.036990859|0.0|-1.812552105|-28.08889239|-23.02866795|55.73981304|0.445995681|2721.874248|534.88346|-1128.40473|2814.429655|0.209500834|7.050626413|12.72666325|0.8050400790000001|5942.293347|130.4247923|29.1318055|0.016012295|-361.7006453|1427.458469|620.9195447000001|9.968457988|1.0|0.0|1.0|0.0|1.0|4.75|0.0|0.14|-6.64|3.84|2.82|2.0|127.28|0.0|5.0|-5.28|4.0|-5.98|398.48|0.0|0.0|0.00208|1.4e-05|0.0056|3.87|2.3100000000000002e-07|9.21e-05|-0.05605|3.4712|665.12|1120.46|357.18|508.08|0.69033|0.69033|-1575.54671|0.3781|-0.1418|4.2514|-1575.604922|5.2813|25.0|7.6108
14r_a23|0.0|1|1|0.0|0.0|2|0|3.201732471|-0.009140243|-0.006323791|5.351858133|-0.06921746|0.045277778|0.7087588690000001|-0.322513347|0.007671236|-0.079935667|-0.064006338|2|0.0075222369999999|-0.17267308|-0.1050445769999999|0.846632079|0.5935522360000001|1|-0.085881409|0.019185345|-40.32463891|12.35476415|47.26552456|86.14846171|-0.03654528|55.62948521|-1.717628177|-25.96781003|-23.53402098|52.67940305|0.4661909429999999|2945.137191|557.8203557999999|-1106.098986|2306.754114|0.211777163|7.555307147000001|14.15357616|0.873329024|6744.848704999999|136.37788909999998|29.85706563|0.017092103|-371.2130393|1403.282085|599.5697147999999|11.00678143|0.0|0.0|1.0|0.0|1.0|3.47|3.06|0.05|-7.67|3.78|3.4|2.0|120.24|0.0|5.0|-5.58|5.0|-6.31|429.47|0.0|0.0|0.00114|7.73e-06|0.00332|3.68|2.14e-08|9.18e-06|-0.06842|3.1797|678.08|1145.51|389.92|513.71|0.30482|0.68115|-1728.924789|0.0008|-0.15536|6.2620000000000005|-1728.98403|8.8722|5.0|8.2684
12as_a36|0.0|0|0|3.447017327|0.0|0|2|0.0|-0.051208473|-0.007672841|5.351858133|-0.073735973|0.041728395|0.0|-0.452697599|0.000584134|-0.114290948|-0.025398105|1|0.0018565629999999|-0.166354116|-0.04244711|0.869455765|0.770400825|0|-0.109492809|0.019229943|-55.75872553|12.95780416|88.17694537|154.6869148|-0.037824788|0.0|-2.080363362|-37.57216725|-25.48765709|68.71652969|0.454761514|2904.092809|519.1478419|-1401.82114|2365.632846|0.231874606|8.768282531|16.08155469|0.834059821|6224.698969|156.2451686|33.18163581|0.017444469|-361.3444194|1824.98997|716.9974499|11.75468972|1.0|0.0|1.0|0.0|2.0|4.86|0.0|0.17|-6.89|3.16|1.59|1.0|133.95|0.0|6.0|-3.81|5.0|-7.21|423.47|0.0|0.0|0.0653|0.000112|0.0476|2.36|1.29e-07|5.4600000000000006e-05|-0.05789|3851.0|712.04|1207.35|321.96|568.52|0.53815|0.68211|-1385.322633|0.2402|-0.1563|4.8580000000000005|-1385.384524|6.8556|59.0|7.2291
12b_a32|0.0|1|1|3.477905329|0.0|0|0|0.0|0.115940697|-0.009432679|5.733341277|-0.055500132|0.0388738739999999|2.153718992|-0.462201267|-0.003484915|-0.031446256|-0.053480599|3|-0.001662219|-0.1534110109999999|-0.090027803|0.8887585240000001|0.7507116140000001|1|-0.097525366|0.016282332|-50.88975159|10.17310723|90.57560878|135.83463989999998|-0.027561517|65.29222164|-1.267829764|-31.79562339|-17.22027667|61.06285882|0.430631506|2573.006963|488.9595947|-792.1327267000001|3148.185476|0.39579391|7.076348793999999|12.42841652|0.756331814|5653.268811|247.2897528|28.50066715|0.025166975|-130.2147289|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|1.0|1.0|2.0|3.47|2.9|0.26|-7.65|6.49|1.1|1.0|110.47|1.0|7.0|-5.9|4.0|-6.4|397.52|0.0|1.0|0.000505|3.72e-05|0.0148|3.28|2.23e-08|8.86e-06|-0.05173|3.5703|663.89|1109.93|347.27|541.49|0.70258|0.70258|-1880.537231|0.2865|-0.14803|3208.0|-1880.599158|4.1080000000000005|26.0|7585.0
17a_a50|0.0|1|1|0.0|0.0|2|1|4.319202937|-0.186084687|-0.002225436|5.82008293|0.009691515|0.034142512|2.189373662|-0.133526134|0.012510153|-0.0979202769999999|-0.131632653|2|0.012893333|-0.3891730779999999|-0.215448852|0.828062407|0.732114362|1|-0.078525868|0.013784807|-29.57096251|8.977762705|10.03717565|50.14419437|-0.0280449529999999|84.34722313|-1.570517366|-19.25896309|-18.26510428|38.54872522|0.486855438|2644.4486420000003|601.1353533|-1022.84584|1799.721631|0.2100891|8.087984548|15.76161018|0.948768582|5718.782531|136.82673369999998|23.12299308|0.011602876|-377.6260803|1294.887612|719.3470265|7.556715901|1.0|1.0|1.0|1.0|0.0|3.95|3.29|0.29|-6.76|3.39|2.3|1.0|121.78|0.0|6.0|-3.99|4.0|-6.44|398.5|1.0|0.0|0.0408|3.61e-05|0.0144|3.23|1.75e-07|6.97e-05|-0.03196|4.0477|705.96|1204.79|306.31|616.93|0.6244|0.66046|-1258.260865|0.1754|-0.16724|6.2113|-1258.322582|8.2991|85.0|7.0706
4i_a46|0.0|0|0|0.0|0.19654443|1|1|2.184105962|-0.167244168|-0.002360192|5.587248657999999|-0.018872727|0.049498645|0.0|-0.127450387|0.012211602|-0.160741899|-0.125773054|1|0.011931187|-0.091288438|-0.17856753|0.786754478|0.7172344890000001|0|-0.075208437|0.015663081|-33.08099617|8.847405392999999|67.51603424|33.45060163|-0.025069479|70.55661087|-1.278543436|-18.68604171|-14.16067794|41.92840157|0.406629719|2200.19132|531.4066842|-722.1945751000001|2253.484644|0.2361682219999999|6.218233741000001|10.47951666|0.685288314|4893.587424|133.40134070000002|18.53900079|0.011626803|-298.0546045|945.4890404|579.2365607|6.567484272000001|1.0|0.0|1.0|1.0|0.0|3.88|3.5|0.36|-7.3|4.79|3.06|1.0|105.43|0.0|3.0|-4.94|3.0|-5.31|347.45|1.0|1.0|0.00403|9.13e-06|0.00317|4.38|5.04e-08|1.75e-05|-0.01646|4.4232|611.74|1058.5|280.31|546.24|0.41877|0.69035|-1092.473422|0.1421|-0.18438|2.8538|-1092.528145|3.8696|612.0|6.2132
9_a15|0.0|0|0|0.0|0.0|0|0|0.0|-0.217598467|-0.009923019|0.0|-0.042227775|0.04022792|0.0|-0.506073953|1.7800000000000002e-05|0.05688176|0.005692073|0|0.003160815|-0.295062413|0.010183805|0.742680335|0.8105478740000001|0|-0.11668349|0.032464905|-41.10356167|18.10574464|105.5304352|85.79894134|-0.028575549|54.69975317|-1.400201879|-22.92354152|-15.93664265|59.20930631|0.4517825079999999|2392.3164920000004|471.903131|-780.8954896|1689.926339|0.48742253|5.485176331|10.00547485|0.8240935659999999|5375.400861|271.83655510000006|31.09118831|0.03598612|-14.02896218|1523.4682269999998|532.0914339999999|20.06953345|1.0|1.0|0.0|1.0|1.0|3.16|3.37|0.19|-7.57|3.9|1.96|2.0|104.74|0.0|7.0|-5.25|5.0|-5.52|366.41|1.0|1.0|0.00206|1.53e-05|0.00562|4.24|2.69e-08|9.86e-06|-0.0258899999999999|3.7487|588.55|1042.17|330.74|507.33|0.6512399999999999|0.70552|-1223.463757|0.0115|-0.1565099999999999|1.4625|-1223.522216|2188.0|107.0|6.9706
15a_a10|0.0|0|0|0.0|0.0|1|1|2.141907675|-0.214195114|-0.00244937|5.4161004020000005|0.022297552|0.033912037|2.038992189|-0.144512841|0.011418154|-0.060539141|-0.062038567|1|0.01192767|-0.285973309|-0.1074837719999999|0.820233357|0.713078124|1|-0.076864276|0.0156991769999999|-29.50952422|10.10411407|42.41151044|54.61835033|-0.025155581|122.7715002|-1.3835569680000002|-18.99256188|-16.19032994|39.61363829|0.407638879|2656.305166|588.9895149|-890.4681466|2413.560937|0.323526799|6.71451044|11.33516398|0.68815941|5929.563906|208.2243923|23.93343877|0.017883602|-227.1590805|1316.339132|697.5493042|11.51002664|0.0|1.0|1.0|1.0|0.0|3.5|3.58|0.29|-7.79|3.95|1.93|1.0|118.92|0.0|6.0|-3.97|5.0|-6.52|399.49|1.0|1.0|0.0432|3.94e-05|0.0157|3.12|1.63e-08|6.51e-06|-0.04742|3.7639|687.57|1179.28|329.41|563.27|0.47484|0.68863|-1278.141052|0.1583|-0.1559299999999999|4.7512|-1278.200428|6.1108|24.0|7.6198
3e_a32|0.0|1|1|3.501917045|0.0|0|0|0.0|0.015619823|-0.006553709|5.733341277|-0.058503168|0.044949495|2.220794149|-0.275255791|0.000655875|-0.114649277|-0.080731823|3|0.002004382|-0.1395294259999999|-0.12378337|0.85921771|0.77923808|1|-0.100056595|0.0124235339999999|-39.56206964|6.69516884|47.09895162|71.04473954|-0.030786645|0.0|-1.200679139|-21.32040233|-16.59123638|46.25723848|0.4513338939999999|2212.661182|467.865447|-647.0582188|1732.3689949999998|0.224744634|5.863649531|10.68709999|0.822602107|4827.877259000001|121.1171726|21.40099522|0.012891628|-296.6758413|834.6388134|421.3548777|6.94742943|1.0|1.0|1.0|1.0|1.0|3.33|3.04|0.24|-6.92|6.8|1.94|1.0|97.86|0.0|3.0|-6.52|3.0|-5.2|340.47|0.0|1.0|0.000103|6.6e-06|0.00225|4.47|1.2099999999999998e-07|4.13e-05|-0.0534399999999999|3.5589|578.77|956.67|348.38|456.76|0.7025399999999999|0.7025399999999999|-1672.576776|0.2914|-0.14754|3.4537|-1672.62984|5.6928|8.0|8.0862
4S4k_a46|0.0|0|0|0.0|0.173180233|1|1|2.145043462|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|0.0510113959999999|0.0|-0.252970193|0.006550513|-0.1149361969999999|-0.1032662209999999|1|0.006050983|0.012963356|-0.141706595|0.787615341|0.784722915|0|-0.0860536609999999|0.007749296|-47.49082053|4.1078333030000005|172.7607401|57.39060501|-0.030477338|0.0|-1.46291223|-25.17446332|-16.15576699|51.59865384|0.461984953|2105.538282|472.7005375|-775.4768155|1729.18312|0.132090036|5.523352655|10.26616763|0.858684076|4719.2906570000005|70.01975807|18.61456563|0.007182108|-390.0516264|893.4991504000001|519.5743695|3.807172093|1.0|1.0|1.0|1.0|1.0|3.8|3.03|0.33|-6.61|4.26|2.84|1.0|100.96|0.0|2.0|-4.82|3.0|-5.46|333.43|1.0|1.0|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|2.48e-07|8.28e-05|-0.02074|4.0774|566.82|997.07|304.07|487.43|0.5716|0.67893|-1053.202208|0.0654|-0.17396|2.2655|-1053.255345|2.5693|197.0|6.7055
17g_a50|0.0|1|1|0.0|0.0|2|2|4.377239517|-0.185924266|-0.002050512|5.82008293|0.052557574|0.029160757|2.236579664|-0.13328325|0.012079|-0.022378911|-0.1155555559999999|2|0.01245647|-0.323333765|-0.2126789369999999|0.7787714459999999|0.7276268779999999|1|-0.0706879109999999|0.014550016|-32.14758511|9.710172008|10.60268439|52.94662161|-0.025918901|85.51402581|-1.555134042|-21.45417373|-17.29736764|41.85775712|0.467997084|2821.3922|614.4183967|-1037.842058|1975.996014|0.250051612|8.130878433|15.28352231|0.879688945|6102.424958|166.8756987|23.06474408|0.013645282|-333.6136209|1383.884645|829.3813984|9.106383854|0.0|1.0|1.0|1.0|0.0|4.04|3.66|0.35|-6.96|3.71|2.71|2.0|133.03|0.0|6.0|-4.46|4.0|-6.28|424.54|1.0|0.0|0.0148|1.39e-05|0.0059|3.68|1.1e-07|4.6500000000000005e-05|-0.0323|4.0458|725.92|1259.05|306.45|559.45|0.6623600000000001|0.6623600000000001|-1335.631756|0.1795|-0.16699|7.0584|-1335.693266|9.1706|246.0|6.6091
