molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|MATS1i|AATSC1i|n6aHRing|MATS8s|MATS8d|SIC2|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
16_a15|-3.726252327|0|0|0|0.0|0.0|0|0|0.0|0.0|-0.463771194|2|-0.003882928|-0.109386268|10.31928197|-0.011969556|0|0|-0.046871961|-0.0764246109999999|2|0.080837546|-0.018331526|0.77948108|0.723597405|-0.08870471|-0.101500719|0.7427725270000001|0.0070920509999999|-69.38556779999999|53.93878231|0.276402595|188.9479321|-0.039472502|-47.4317527|3.31414791|-2.131515106|-41.45211893|65.48636021|0.419910645|3173.773379|494.6488764|-18.44568161|0.131539493|11.720499900000002|0.7238723509999999|6931.531554000001|89.91997762|0.009783192|-503.7568532|1677.792959|728.353441|6.687758643|1.0|1.0|1.0|2.0|2.93|0.08|24.0|-9.21|3.37|115.58|1.72|2.0|124.45|6.0|-6.27|0.0|1.0|3.59|9.89e-07|0.000442|6.14e-06|0.00274|3.88|0.0|6.1e-10|2.72e-07|-0.04082|4.1731|4.1295|-1770.509465|-1770.448668|716.79|1229.58|297.1|600.98|0.66615|-1770.217907|8.0361|-0.20953|0.06079704|21.0|7.6778|7.6778
47n_a18|0.0|0|0|0|0.0|0.0|1|1|0.0|4.844187086|-0.057061805|0|0.017491759|-0.003276575|10.94702025|-0.048404296|0|0|-0.172015161|-0.258092915|0|-0.09714337|-0.083719099|0.726888951|0.792429396|-0.079299822|-0.091185806|0.288989992|0.0106152389999999|-75.24728669|61.29571241|0.207570604|171.2889916|-0.031974244|-62.09468789|7.228646444|-2.4620167580000003|-54.00070374|74.19865731|0.482565384|3349.802294|653.9193397999999|-21.77346199|0.216078071|20.17045476|0.932611327|7909.580851999999|178.30942439999998|0.01357247|-468.58948260000005|2591.682495|1306.125688|11.20011508|1.0|0.0|1.0|3.0|0.0|0.31|18.0|-9.76|3.67|105.6|2.72|3.0|162.18|13.0|-6.68|0.0|0.0|2.76|9.48e-07|0.000511|5.7e-06|0.00308|4.1|0.0|1.7500000000000002e-10|9.44e-08|-0.0525299999999999|3.2028|3.2028|-1743.3283440000002|-1743.299948|879.92|1565.37|387.11|799.02|0.6914600000000001|-1740.5852670000002|2.4754|-0.18391|0.02839695|64.0|7.1938|7.1938
12av_a36|0.0|1|0|0|3.4520047430000003|0.0|2|2|0.0|5.351858133|-0.081537769|2|0.06882889|-0.021036176|10.96037173|-0.039627578|1|1|-0.126068378|-0.213993335|1|-0.018133027|-0.067408377|0.8571025990000001|0.752447733|-0.082283524|-0.105593135|0.277834652|0.021666882|-73.55299094|99.2415672|0.247552267|172.4374372|-0.035197712|-51.2347934|10.51297704|-2.006269572|-39.92474833|72.40871507|0.491188387|3011.024457|524.1323793|-17.07826447|0.328083083|17.64042914|0.965363947|6460.1184140000005|228.5327731|0.025779468|-239.5042702|2079.880404|757.7532208|17.95719936|0.0|0.0|0.0|3.0|0.0|0.17|17.0|-6.93|2.38|98.3|1.49|1.0|138.06|7.0|-7.66|0.0|0.0|1.47|0.000292|128.0|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|-0.05307|4.8408|3.4402|-1440.988179|-1440.945099|733.21|1247.28|256.12|588.31|0.70455|-1440.67411|4.7666|-0.19429|0.04308001|39.0|7.4089|7.4089
3_a3|0.0|0|0|0|0.0|0.0|0|0|0.0|5.283203728999999|-0.114647585|1|-0.015653979|0.0483259979999999|10.31154314|0.069435247|2|2|0.041786524|0.081380229|1|-0.082619043|0.123113049|0.885339037|0.7538064790000001|-0.107269779|-0.098797066|0.583866845|0.012617742|-45.05306124|228.5396864|0.246193521|112.2682304|-0.035057023|-20.54492513|2.623868963|-1.086767728|-22.30683222|54.67064981|0.415122657|2092.406045|343.74795510000007|-7.290134722999999|0.299996173|8.592908408|0.709760196|4677.617255|136.8031103|0.023287455|-182.4099648|707.9728057|302.8386149|10.6194566|1.0|1.0|1.0|1.0|2.39|0.0|20.0|-6.15|5.0|121.17|1.41|0.0|88.36|2.0|-5.88|0.0|1.0|3.23|3.32e-06|0.00103|4.06e-05|0.0126|3.26|0.0|7.009999999999999e-07|0.000218|-0.0637|5.8458|3.3475|-1592.904586|-1592.873593|491.26|817.21|212.09|316.65|0.69206|-1592.792349|2.1507|-0.20969|0.03099295|1175.0|5.93|5.93
5a_a50|0.0|0|1|1|0.0|0.0|1|1|4.202707546|5.82008293|-0.017108794|1|0.017227585|-0.256097122|10.93256969|-0.130929632|2|2|-0.102607753|-0.168135655|1|-0.132977171|-0.203436041|0.847812674|0.969892876|-0.038932964|-0.065209836|0.2814514|0.010185297|-34.7974024|6.819160781|0.030107124|16.06582337|-0.022747617|-18.56865899|2.900288114|-0.978147545|-11.08625592|26.21058426|0.4528093929999999|2246.106104|517.556163|-6.477439183|0.33472483|10.76914508|0.8275167520000001|4770.917486|178.61652859999998|0.017576522|-176.38892919999998|784.5791628|462.1867149|9.379218813|1.0|1.0|1.0|0.0|3.28|0.14|20.0|-6.24|3.66|35.64|2.62|0.0|101.86|2.0|-5.83|1.0|1.0|3.47|0.000129|42.0|3.14e-05|0.0102|3.46|0.0|5.7e-07|0.000186|-0.02487|5.6146|4.0159|-1029.930364|-1029.905844|582.98|976.41|220.82|455.34|0.6725399999999999|-1029.734933|3.9843|-0.19146|0.02452028|4.1|5.3872|5.3872
14c_a22|0.0|0|0|0|0.0|0.0|0|0|1.596256692|4.727387819|-0.018518519|2|-0.026986769|-0.023927419|10.9464374|0.006275578|1|1|-0.0917078119999999|-0.160566657|2|-0.096749121|0.010828071|0.8353837409999999|0.866576459|-0.067475189|-0.080077573|0.6160012029999999|0.024569649|-57.64986681|36.22825261|0.133423541|96.05497587|-0.030217952|-41.50359456|12.73426132|-1.60155147|-34.9718749|66.26540251|0.462147828|3079.4894480000003|623.8702703|-15.66173379|0.33831271|16.03849168|0.8592469290000001|6882.45|243.5598613|0.024813755|-232.8055235|1742.5109329999998|731.8178649|17.86404838|0.0|1.0|1.0|1.0|2.85|0.08|27.0|-9.28|3.9|109.38|1.08|1.0|128.77|6.0|-6.96|0.0|0.0|2.98|1.39e-05|0.00618|2.4e-05|0.0107|2.9|0.0|5.269999999999997e-10|2.35e-07|-0.07399|5.7361|3.6741|-1460.602657|-1460.571156|715.52|1241.55|216.15|575.8|0.69113|-1460.324494|7.3824|-0.22807|0.03150011|153.0|6.8153|6.8153
12at_a36|0.0|1|0|0|3.4361495580000003|0.0|2|2|0.0|5.351858133|-0.073048351|2|0.054794728|-0.076129505|10.95446888|-0.037590959|1|1|-0.136151085|-0.227404687|1|-0.08859337|-0.063825255|0.890810337|0.751856692|-0.084721769|-0.110637955|0.301423347|0.029516069|-76.61315774|95.16663336|0.248143308|171.8311073|-0.037537878|-53.05210062|14.1532755|-2.102121151|-40.6250081|79.10595873|0.49342323|3041.832389|520.6361161|-17.99981985|0.325557803|17.44496351|0.974034457|6537.399158|225.4381077|0.027424543|-241.591008|2158.30208|735.3783268|18.99059683|1.0|0.0|0.0|2.0|0.0|0.17|17.0|-6.62|2.7|95.5|1.89|1.0|135.03|7.0|-7.18|0.0|0.0|1.76|6.579999999999999e-05|0.0289|8.36e-05|0.0367|2.53|0.0|2.42e-07|0.000106|-0.05703|4.7133|3.8408|-1460.833958|-1460.797444|733.29|1238.61|263.05|589.75|0.6802600000000001|-1460.549244|6.4676|-0.2131|0.03651452|78.0|7.1079|7.1079
3p_a32|0.0|1|1|1|3.456037415|0.0|1|1|0.0|6.008813185|-0.028895521|0|-0.050639647|-0.111150118|10.31100269|-0.074544773|3|3|-0.146606489|-0.26891009|0|0.058054833|-0.120768771|0.918782026|0.8195708759999999|-0.070907174|-0.098773656|0.366898545|0.021264377|-58.13283248|40.28175307|0.180429124|106.1908248|-0.029183126|-34.21384146|7.365688817|-1.28405753|-24.56127372|54.24719019|0.416240891|2650.4178850000003|482.3550967|-10.10863498|0.380032117|10.69458635|0.713035367|5960.446219|223.6663527|0.025390655|-141.21321609999998|1218.977375|530.5658569|14.94356622|1.0|1.0|1.0|1.0|2.6|0.26|19.0|-6.79|6.06|131.25|1.1|1.0|112.37|4.0|-6.8|0.0|1.0|3.23|7.78e-06|0.00308|5.629999999999999e-05|0.0222|2.7|0.0|1.62e-07|6.4e-05|-0.04963|3.6436|3.6436|-1879.554272|-1879.527843|626.32|1057.58|340.28|471.04|0.7017100000000001|-1879.350471|4.3094|-0.20018|0.02642856|26.0|7585.0|7585.0
18_a34|0.0|0|0|0|0.0|0.0|1|1|1.801574074|5.351858133|-0.101546926|1|-0.100548575|-0.141332289|10.9595763|-0.136990511|1|1|-0.3102088839999999|-0.478810922|1|0.0468829359999999|-0.224951558|0.8584852479999999|0.68981472|-0.090328365|-0.129784908|0.295523326|0.040845819|-71.65163761|66.6880793|0.31018528|171.24705480000003|-0.0422555509999999|-39.55742812|12.44948722|-1.816988713|-27.53138148|72.41862911|0.441058733|2424.18137|380.8328339|-12.87916264|0.304150055|11.23989749|0.789096743|5296.289007|167.9151283|0.027385869|-216.2496321|1441.579371|428.6241319|15.11918774|1.0|1.0|1.0|0.0|3.61|0.21|17.0|-5.65|3.13|75.47|1.49|1.0|93.91|5.0|-6.26|1.0|1.0|2.89|4.77e-05|0.0167|7.829999999999999e-05|0.0275|3.07|0.0|2.22e-06|0.000781|-0.03925|4.4335|4.1234|-1199.288654|-1199.259634|592.04|991.93|279.66|483.87|0.60488|-1199.101028|5.0935|-0.21474|0.02902032|2.43|5.6144|5.6144
12ap_a36|0.0|1|0|0|3.4417292610000003|0.0|2|2|0.0|5.351858133|-0.010732275|2|0.066185994|-0.105824575|10.95430638|-0.042675894|1|1|-0.098598933|-0.175397741|1|-0.025198947|-0.074596774|0.893689741|0.830587483|-0.082622504|-0.106173763|0.27547717|0.0217479329999999|-69.6632787|82.56761031|0.1694125169999999|111.1558165|-0.037473093|-45.7078307|9.36249036|-1.91112774|-35.56900768|68.48007054|0.464588|2843.18721|544.9693552|-16.13217554|0.262148114|16.37284224|0.86772056|6003.481614|172.00197649999998|0.020575639|-312.1212186|1699.445432|642.3830552000001|13.50019441|1.0|0.0|0.0|2.0|0.0|0.13|17.0|-6.66|2.75|92.99|1.38|1.0|128.47|5.0|-7.08|0.0|0.0|1.66|0.000101|0.0412|0.000113|0.0458|2.4|0.0|2.21e-07|8.97e-05|-0.06084|4.9124|3.8801|-1325.199863|-1325.159466|691.41|1160.79|252.39|553.28|0.6929|-1324.95298|7.0249|-0.21788|0.04039655|32.0|7.4949|7.4949
12f_a36|0.0|1|0|0|3.50900085|0.0|2|2|0.0|5.351858133|-0.032343041|2|0.10938259|0.012286423|10.95389399|-0.06756661|1|1|-0.101854847|-0.169994208|1|-0.109793154|-0.1188384119999999|0.8700396090000001|0.8435569079999999|-0.071035495|-0.100276611|0.3416917479999999|0.01784834|-66.16123807|43.53853176|0.156443092|103.2191714|-0.035813075|-43.65234724|7.769727312|-2.00553221|-30.92312428|58.64442871|0.464240353|2770.818472|556.5681681|-15.59012402|0.219698129|13.84366076|0.8665086190000001|6000.985822|144.9540437|0.015685228|-369.879252|1695.785708|729.1873176|10.34891518|1.0|0.0|0.0|2.0|0.0|0.21|17.0|-7.36|3.62|69.2|2.45|1.0|133.52|6.0|-6.33|1.0|0.0|2.4|2.48e-05|0.0102|2.6600000000000003e-05|0.0109|3.47|0.0|4.38e-08|1.7899999999999998e-05|-0.05035|5.2106|3.6545|-1311.57896|-1311.550167|699.88|1195.77|237.95|545.55|0.70126|-1311.285102|5.9228|-0.20046|0.02879265|11.0|7.9586|7.9586
19_a31|0.0|1|0|0|3.2411335510000003|0.0|0|0|0.0|5.351858133|-0.086654127|0|-0.044625452|-0.040386271|10.31169935|-0.081641954|2|2|-0.081398052|-0.1751017789999999|0|0.019858798|-0.138769819|0.902130276|0.7312647940000001|-0.0909201569999999|-0.113333675|0.279690511|0.014675044|-66.3863707|75.32978176|0.268735206|157.414423|-0.036060715|-38.88650245|5.035230173|-1.586671445|-31.1960848|61.85348014|0.446100738|2265.6917350000003|428.3459076|-12.37297805|0.223788196|12.77501178|0.805382437|4917.329034|131.0862475|0.0152483439999999|-323.5878356|1197.365442|460.3754405|8.931875058|1.0|1.0|1.0|2.0|2.62|0.28|16.0|-7.39|5.8|98.91|1.68|1.0|97.25|7.0|-6.41|0.0|1.0|3.47|2.14e-05|0.0076799999999999|0.0001199999999999|0.0431|2.93|0.0|4.08e-08|1.46e-05|-0.04308|5.0344|3.9477|-1489.532192|-1489.4951640000002|625.93|1028.58|246.28|537.66|0.7005600000000001|-1489.323855|1.7076|-0.20675|0.03702801|1.8|5.7447|5.7447
6e_a40|0.0|0|0|0|0.0|0.0|1|2|1.75595616|6.401917197|-0.074872854|0|-0.15110197|0.103594243|10.30179954|-0.205140551|2|2|-0.020200684|-0.037027769|0|-0.011405885|-0.289988439|0.8988141140000001|0.74620476|-0.107312598|-0.1164147119999999|0.376602018|0.015875595|-76.50178121|185.1473293|0.25379524|166.7812216|-0.04873174|-50.27304895|6.85578763|-2.095464821|-46.34235117|80.95296505|0.441911406|3075.060648|490.3675161000001|-21.04453212|0.133008824|12.49434084|0.791830204|7585.605268000001|87.40658058|0.012858969|-482.3355765|1588.2884390000002|587.7345677999999|8.450255075|1.0|1.0|1.0|1.0|3.16|0.21|14.0|-4.63|5.02|173.43|2.12|2.0|125.15|5.0|-6.09|0.0|1.0|3.68|1.74e-08|8.31e-06|2.6e-06|0.00124|4.4|1.0|2.35e-05|0.0112|-0.09682|2.9549|2.9549|-2831.191706|-2831.156883|671.95|1149.77|419.59|537.07|0.67187|-2830.986514|8.3311|-0.2164|0.03482243|18.0|7.7447|7.7447
14c_a23|0.0|0|1|1|0.0|0.0|0|0|3.349976042|5.351858133|-0.024758731|2|0.04174584|-0.047853455|10.31321813|-0.047410593|2|2|-0.071484865|-0.13187015|2|0.1114214519999999|-0.077808321|0.857184548|0.922935039|-0.0567889659999999|-0.0800086929999999|0.2273163289999999|0.018842596|-53.17009158|38.43627129|0.077064961|51.21382308|-0.034046252|-35.33439343|8.321492112|-1.600173862|-25.07982076|50.26125234|0.459622824|2955.304496|613.3401089|-15.0359121|0.2165924689999999|14.49533577|0.8505592829999999|6755.962581999999|143.9373772|0.016385474|-376.6791777|1357.40568|633.3278634|10.88903141|0.0|1.0|1.0|1.0|3.6|0.05|26.0|-7.99|4.0|105.02|3.51|2.0|125.29|5.0|-6.03|0.0|0.0|4.0|7.49e-07|0.000334|2.83e-06|0.00126|4.21|0.0|1.02e-08|4.55e-06|-0.0795299999999999|3.7031|3.7031|-2089.523959|-2089.501598|693.64|1177.63|334.81|549.86|0.56781|-2089.293299|7.2704|-0.23096|0.02236136|2.0|8.6253|8.6253
34_a20|0.0|0|0|0|0.0|0.0|0|0|1.877209467|4.727387819|-0.104520106|2|0.199191385|-0.046356705|10.93244905|-0.054458882|1|1|0.0346782989999999|0.057022334|2|-0.101401966|-0.090732503|0.80310139|0.7966571459999999|-0.0851907119999999|-0.085459595|0.408491116|0.0130295999999999|-57.49912174|297.5548445|0.203342854|136.81360859999998|-0.032248904|-38.68669181|5.898367836|-1.709191893|-38.56497154|66.0848174|0.462785432|2825.042137|536.0086996|-14.59875162|0.223585914|14.7802149|0.8614536140000001|6211.26199|150.43359099999998|0.01491516|-371.9551262|1481.145765|712.1606951|10.03525243|1.0|1.0|1.0|1.0|2.92|0.08|27.0|-9.18|4.5|86.69|2.47|2.0|125.0|5.0|-6.28|0.0|1.0|3.63|7.27e-06|0.00305|9.51e-06|0.00399|3.63|0.0|6.64e-10|2.780000000000001e-07|-0.05181|5.4132|3.8699|-1352.31921|-1352.2836220000002|711.19|1205.64|229.04|544.93|0.68845|-1352.041015|3.8519|-0.21284|0.03558836|61.0|7.2147|7.2147
7h_a8|0.0|1|0|0|2.99743835|0.0|0|0|1.2793830309999998|4.844187086|-0.073219554|0|-0.016074683|-0.0873792009999999|10.94341365|0.0260356679999999|1|1|0.052081992|0.141285105|0|0.095758228|0.041366689|0.7677336090000001|0.771011027|-0.093181899|-0.0934764819999999|0.314190914|0.011647275|-53.88211443|70.28953528|0.228988973|131.9948047|-0.041038456|-31.05895923|3.86998135|-1.6825766830000002|-30.96107949|60.42608164|0.4346108389999999|2534.324886|444.4294792|-13.63564064|0.107169655|13.42380338|0.768693264|5657.402114|61.77519141|0.00878112|-452.8739011|1086.29603|446.5544107|5.061650885|1.0|1.0|0.0|1.0|3.2|0.0|23.0|-8.46|5.52|61.58|4.27|2.0|101.89|3.0|-5.27|0.0|1.0|4.63|2.09e-06|0.00078|3.16e-06|0.00118|4.66|0.0|3.5e-09|1.31e-06|-0.06799|3.9282|3.9282|-1285.182226|-1285.151298|593.53|999.62|315.62|500.94|0.6963199999999999|-1285.017252|7.0847|-0.22875|0.03092828|10.5|4.9788|4.9788
12f_a30|0.0|0|0|0|0.0|-4.734662095|2|2|0.0|5.351858133|-0.274237737|2|0.1468972409999999|-0.008663584|10.31162828|-0.046588557|1|1|-0.077457998|-0.226973911|1|-0.043091382|-0.071123509|0.876441789|0.8357464459999999|-0.090450992|-0.108935062|0.56363596|0.01570263|-76.85198573|101.2862703|0.164253554|115.8783181|-0.0452183279999999|-54.21787616|7.815328055|-2.396571368|-45.01820228|74.88972286|0.472521727|3305.792133|589.6060704|-22.5055335|0.184824668|15.86072943|0.8958126809999999|7634.176316|130.3909181|0.01752821|-444.7025522|2074.08593|696.6414817000001|12.36587885|1.0|1.0|0.0|1.0|0.0|0.17|17.0|-7.18|4.43|90.88|2.82|2.0|133.96|7.0|-5.66|0.0|0.0|3.42|1.99e-07|9.63e-05|1.2e-06|0.000579|5.05|0.0|6.61e-08|3.19e-05|-0.05464|5.0587|3.5298|-1988.032639|-1987.998635|729.87|1225.63|245.09|574.31|0.68471|-1987.782125|3.6633|-0.20422|0.03400408|19.0|7.7144|7.7144
4_a3|0.0|0|0|0|0.0|0.0|0|0|0.0|4.727387819|-0.161259999|1|-0.08769805|0.057349653|10.31162267|0.0248526079999999|1|1|0.053425134|0.127253753|1|-0.028924747|0.041477445|0.785381728|0.74053397|-0.110345083|-0.098695428|0.5842630360000001|0.008006786|-46.9200748|235.6982345|0.25946603|123.350856|-0.039478171|-22.30593113|1.809595554|-1.381735991|-24.93884341|56.26480013|0.415852758|2142.972568|352.05186289999995|-8.922372453|0.133023729|8.648209506|0.711897153|4885.093366|63.23984222|0.0100954959999999|-348.9230345|757.6690029|347.9532383|4.799426464|1.0|0.0|1.0|1.0|2.6|0.0|21.0|-7.53|5.3|80.04|3.07|1.0|92.65|2.0|-5.21|0.0|1.0|4.09|2.02e-06|0.00065|8.22e-06|0.00264|4.3|0.0|2.950000000000001e-08|9.48e-06|-0.0584299999999999|5.9341|3.4771|-1355.332318|-1355.303098|504.29|858.45|208.93|338.33|0.6896|-1355.192416|2.3542|-0.20826|0.02921941|1259.0|5.9|5.9
10_a3|0.0|0|0|0|0.0|0.0|0|0|0.0|4.727387819|-0.1152010919999999|3|0.017396832|0.018484177|10.31162304|0.043342516|1|1|-0.0495219879999999|-0.0947326669999999|3|-0.140523767|0.078405316|0.8136572320000001|0.747406318|-0.1007256719999999|-0.0989320009999999|0.518341632|0.014615264|-45.8148076|248.0820067|0.252593682|116.9745968|-0.0359752729999999|-21.21655855|3.134330682|-1.187184014|-21.60122201|53.41368558|0.41220272|2098.79955|346.1193167|-7.715112198|0.293370676|8.559361451000001|0.701266803|4600.496436|135.8581743|0.023470578|-191.3775649|778.0284121000001|311.6695405|10.86908195|0.0|0.0|1.0|1.0|1.78|0.0|21.0|-6.51|3.79|105.82|1.2|0.0|88.28|2.0|-6.44|0.0|1.0|2.52|5.07e-05|0.0155|0.000145|0.0443|2.43|0.0|3.06e-07|9.35e-05|-0.06238|5375.0|3.4217|-1288.190838|-1288.150029|498.67|830.63|230.67|323.26|0.68995|-1288.050987|6.7458|-0.21249|0.04080931|7943.0|5.1|5.1
12ad_a36|0.0|1|0|0|3.428443248|0.0|2|2|0.0|5.351858133|-0.073048351|2|0.046496301|-0.0072527669999999|10.95445455|0.010723827|1|1|-0.136151085|-0.227404687|1|0.1563642469999999|0.018207862|0.8846605|0.760267769|-0.082404548|-0.107772644|0.423689705|0.030769062|-76.30379737|94.12528108|0.239732231|169.7321223|-0.0365657189999999|-54.02363038|15.4237324|-2.047680239|-41.30726219|80.12771975|0.477102332|3041.082692|538.2749789|-18.32944602|0.343592539|16.772513699999998|0.912420081|6569.653402|243.2659577|0.028968808|-221.4751857|2208.646667|735.3783268|20.51012207|1.0|0.0|0.0|2.0|0.0|0.17|17.0|-6.62|2.7|95.5|1.89|1.0|135.03|7.0|-7.18|0.0|0.0|1.76|6.579999999999999e-05|0.0289|8.36e-05|0.0367|2.53|0.0|2.42e-07|0.000106|-0.05406|5733.0|3.8512|-1460.8311199999998|-1460.794632|737.53|1236.64|216.26|588.2|0.67215|-1460.5468529999998|5.3349|-0.21044|0.03648828|17.0|7.7696|7.7696
14w_a23|0.0|0|1|1|0.0|0.0|0|0|3.132012648|5.351858133|-0.109136569|2|0.045196333|-0.042151195|10.31321817|-0.031435038|2|2|-0.073958723|-0.206574435|2|0.059273664|-0.049318182|0.8668730109999999|0.7880718659999999|-0.070714528|-0.088508061|0.228641034|0.022440155|-58.53311596|43.30287556|0.211928134|140.15462380000002|-0.035779855|-38.70975831|9.814393755|-1.681653166|-30.92760432|61.60607046|0.4972095239999999|3071.908367|521.1762769999999|-15.648625699999998|0.256548212|15.58053709|0.988900044|6998.078982999999|169.6632599|0.020725002|-322.004381|1495.89956|597.2903597999999|13.70608418|0.0|1.0|0.0|1.0|3.35|0.05|26.0|-7.93|4.2|105.02|3.78|2.0|120.2|5.0|-6.35|0.0|0.0|4.05|2.09e-06|0.0009369999999999|5.41e-06|0.00242|3.78|0.0|1.17e-08|5.23e-06|-0.0798|3.6632|3.6632|-1828.385903|-1828.363862|676.92|1150.31|338.46|535.54|0.6219399999999999|-1828.161957|7.0157|-0.22824|0.02204118|2.0|8.6737|8.6737
8_a15|0.0|0|0|0|0.0|0.0|0|0|0.0|0.0|-0.044406425|1|0.155304204|-0.010146469|10.95880707|-0.014489333|0|0|-0.203104439|-0.295062413|1|0.0937475619999999|-0.025923166|0.742680335|0.853896482|-0.071552706|-0.118293578|0.381651497|0.0336657729999999|-69.07571287|104.8781037|0.146103518|85.31489861|-0.028969856|-40.33569847|11.47934212|-1.419522941|-24.39801408|61.44071008|0.389723411|2393.276181|498.6196971|-9.878130237|0.480572589|9.984825987|0.638601279|5306.2234530000005|280.62296039999995|0.035495625|-22.68867482|1595.8121130000002|532.0914339999999|20.72712321|1.0|1.0|1.0|1.0|3.76|0.19|18.0|-7.57|3.9|61.84|1.96|2.0|104.74|7.0|-5.52|1.0|1.0|3.76|5.63e-06|0.00206|1.53e-05|0.00562|4.24|0.0|2.69e-08|9.86e-06|-0.02723|4.4346|3.7426|-1223.704913|-1223.687714|598.84|1050.15|279.58|538.51|0.70524|-1223.463981|1.1415|-0.18303|0.01719864|108.0|6.9666|6.9666
14a_a23|0.0|0|1|1|0.0|0.0|0|0|3.39397765|5.351858133|-0.0246126279999999|2|0.0446402609999999|-0.0518554529999999|10.31321831|-0.071842463|2|2|-0.073893976|-0.137733142|2|0.114693804|-0.123790952|0.816237166|0.918677038|-0.055677662|-0.08032517|0.225448915|0.019504497|-50.79675604|38.57988954|0.081322962|51.42774883|-0.0341809229999999|-32.12331106|7.800158102999999|-1.606503401|-22.26638099|47.54437201|0.462434482|2816.527785|580.9612768999999|-13.66949407|0.219241211|14.2658736|0.8602383659999999|6269.28943|138.6457355|0.016707951|-355.0975547|1301.215093|601.8533922|10.56592489|1.0|1.0|1.0|1.0|2.86|0.05|26.0|-7.41|3.36|105.02|3.03|2.0|120.28|5.0|-6.27|0.0|0.0|3.37|3.38e-06|0.00139|1.1e-05|0.0045299999999999|3.58|0.0|3.92e-08|1.6100000000000002e-05|-0.07379|3.7119|3.7119|-1629.928331|-1629.90669|665.5|1134.02|334.02|516.58|0.6289100000000001|-1629.690316|5.8775|-0.2238099999999999|0.0216412|3.0|8.5498|8.5498
16d_a32|0.0|1|1|1|3.311658163|0.0|0|0|0.0|5.733341277|-0.087123461|0|0.0115077539999999|-0.134892903|10.31100273|-0.0517549079999999|3|3|-0.128753933|-0.239509216|0|0.107238939|-0.0847953219999999|0.916850163|0.7554930740000001|-0.091212351|-0.11491796|0.41654798|0.032003415|-67.07571683|115.2070109|0.244506926|142.7146582|-0.036437402|-39.15098916|10.90312918|-1.493933474|-31.07481011|71.91900971|0.4429631189999999|2588.214866|440.9688416|-12.41372827|0.384250302|11.16880283|0.79521327|5768.495166|224.2805611|0.0332953229999999|-135.1223777|1416.134383|457.7130665|19.43393087|1.0|1.0|1.0|2.0|3.01|0.18|19.0|-6.59|5.26|149.27|0.65|1.0|102.33|6.0|-6.62|0.0|1.0|3.12|2.22e-06|0.000856|6.659999999999999e-05|0.0257|2.86|0.0|2.55e-07|9.84e-05|-0.05068|3.6271|3.6271|-1877.360551|-1877.332369|621.59|1023.44|341.83|489.97|0.70217|-1877.185022|3.2048|-0.20077|0.02818209|8.0|8.1135|8.1135
