molecula|SddssS|NaaNH|n9FaHRing|SssssC|nARing|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|ATSC1c|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12f_a30|0.0|0|0|-4.734662095|2|0.0|-0.015345198|-0.274237737|2|0.1468972409999999|-0.874676289|-0.008663584|-0.046588557|1|1|-0.004395528|0.4304505939999999|-0.077457998|-0.226973911|-0.6394697460000001|1|0.613786308|0.8246767140000001|-0.043091382|-0.071123509|0.876441789|0.593245722|0|-0.108935062|0.56363596|-63.81176255|-76.85198573|11.07796031|0.164253554|115.8783181|-54.21787616|7.815328055|1.45550709|-45.01820228|89.21786458|0.472521727|3305.792133|2712.844784|-22.5055335|8.366190175|15.86072943|7634.176316|-444.7025522|12.36587885|1.0|0.0|1.0|0.0|17.0|4.78|90.88|133.96|1.0|34.0|8.0|-5.66|482.48|0.0|0.0|0.0|3.42|-5.92|9.63e-05|1.2e-06|0.000579|5.05|0.0|0.0|6.61e-08|3.19e-05|-0.05464|5.0587|5.52|-1988.032639|-1987.998635|1225.63|351.25|0.2166|0.32483|0.68471|0.1596|-0.14958|3.6633|-1987.848015|4.6865|19.0|7.7144
12bb_a36|0.0|1|0|0.0|2|0.0|-0.008239316|-0.117921811|2|0.096309833|-0.444923056|-0.018516159|-0.027636036|1|1|-0.004358975|0.2463876689999999|-0.098027247|-0.250781298|-0.421445726|1|0.653741315|0.836170906|0.0534307559999999|-0.045186455|0.892249657|0.632625562|0|-0.114330726|0.314702945|-58.19935506|-73.39466247|14.16769093|0.311151789|199.7440352|-47.11573753|9.094955748|0.0|-37.36110291|88.14984373|0.4808928389999999|2902.055617|2458.790147|-16.01935076|7.854524291000001|15.13083401|6285.088971|-281.5518699|14.75518126|1.0|0.0|1.0|0.0|17.0|3.0|69.2|123.67|1.0|31.0|6.0|-6.8|417.41|0.0|1.0|0.0|2.44|-4.32|0.0424|4.81e-05|0.0201|2.88|0.0|0.0|7.599999999999999e-08|3.17e-05|-0.0566799999999999|5.2382|3.66|-1431.4091|-1431.374881|1120.72|326.27|0.4172|0.38838|688.0|0.0736|-0.15507|6251.0|-1431.238418|8657.0|0.01|8.0
26_a47|0.0|0|1|0.0|0|1.06819297|-0.012090143|-0.200192886|2|-0.110530752|-0.544056455|-0.046771537|0.0081426509999999|1|1|-0.008325552|-0.24731748|-0.035472095|-0.079370393|-0.5899218279999999|2|0.6850994429999999|0.845040087|-0.11288313|0.0120097289999999|0.910081385|0.651797437|1|-0.101679756|0.549740398|-57.01987795|-59.08415114|12.13564316|0.2895618|168.2587945|-34.3326642|7.0517889060000005|60.07342336|-33.13315474|73.39007585|0.474969855|2625.572598|1341.904566|-13.07911017|6.945070057000001|13.22794532|5994.406615|-252.9318822|14.3059247|0.0|1.0|0.0|2.66|21.0|4.68|98.72|104.8|1.0|28.0|5.0|-6.51|396.81|0.0|0.0|1.0|3.18|-4.56|0.00545|2.77e-05|11.0|3.12|0.0|0.0|5.97e-08|2.37e-05|-0.06279|4.7963|4.37|-1696.096597|-1696.075481|1006.59|310.58|0.3197|0.50921|0.68707|77.0|-0.16642|3.6825|-1695.993821|4.8242|13.0|7.9
11c_a31|0.0|1|0|0.0|1|0.0|-0.0184155389999999|-0.141329185|0|-0.031640011|-0.847114804|-0.137912959|-0.085216451|2|2|-0.008375297|-0.0512371409999999|-0.0992097109999999|-0.16065803|-0.572548808|0|0.825336018|0.839810365|0.013528742|-0.139933586|0.8906705429999999|0.787929678|0|-0.14043574|0.3608415239999999|-80.82023592|-82.24513417|20.06220362|0.435856737|255.2562173|-48.16624372|11.74927853|70.98337779|-47.33176279|99.31985763|0.47997061|2470.585429|1770.045716|-14.56188764|7.259183801|13.95917988|5329.481371|-206.2506659|17.07472346|1.0|0.0|1.0|2.66|16.0|3.64|125.57|97.32|2.0|26.0|6.0|-6.56|371.41|0.0|0.0|1.0|3.04|-3.98|0.00285|0.000105|39.0|2.82|0.0|0.0|1.45e-06|0.000537|-0.03532|3.8551|4.47|-1559.3980869999998|-1559.353434|1022.77|321.61|0.2627|0.7005899999999999|0.7005899999999999|0.2627|-0.15994|5289.0|-1559.253116|7.5091|0.13|6.8861
41_a47|0.0|0|1|0.0|0|1.840145925|-0.004083905|-0.072088843|3|-0.080388467|-0.187859623|0.024881402|0.075316535|1|1|0.0047106|-0.178132441|-0.1430639269999999|-0.317014709|-0.276217719|3|0.62974551|0.8417952740000001|0.08640454|0.123676975|0.900915114|0.609110565|1|-0.0899793719999999|0.245948366|-34.50740631|-50.81597048|10.36256127|0.1768315369999999|99.86584673|-28.69838714|5.852270304|0.0|-19.48810377|63.84353454|0.447046066|2374.594252|1073.170368|-9.34366093|7.168742909|12.96444871|5042.636398|-172.98086630000003|13.02756406|1.0|1.0|1.0|3.18|21.0|4.52|68.52|99.09|1.0|26.0|5.0|-6.66|348.38|0.0|1.0|1.0|3.06|-3.9|0.0929|0.000125|0.0436|2.49|0.0|0.0|3.36e-08|1.17e-05|-0.05053|4.0167|2.41|-1162.492089|-1162.462261|995.43|333.8|0.2849|0.6779|0.68638|0.2504|-0.15208|4.9162|-1162.342476|6.8546|0.01|8.0
12b_a32|0.0|1|1|0.0|0|0.0|-0.009432679|-0.055500132|0|-0.044307211|-0.462201267|-0.031446256|-0.053480599|3|3|-0.001662219|-0.079768013|-0.0852122769999999|-0.1534110109999999|-0.584995111|0|0.788133615|0.838021287|-0.0533240309999999|-0.090027803|0.8887585240000001|0.7507116140000001|1|-0.097525366|0.2996018789999999|-50.88975159|-60.93328667|10.17310723|0.217407|135.83463989999998|-38.07076621|6.356098747000001|65.29222164|-31.79562339|76.65746734|0.430631506|2573.006963|3148.185476|-10.75912958|7.076348793999999|12.42841652|5653.268811|-130.2147289|15.72418067|1.0|1.0|1.0|2.9|19.0|4.19|140.04|110.47|1.0|27.0|4.0|-6.4|397.52|1.0|0.0|1.0|3.59|-4.43|0.000505|3.72e-05|0.0148|3.28|0.0|0.0|2.23e-08|8.86e-06|-0.05173|3.5703|4.12|-1880.770588|-1880.732075|1109.93|347.27|0.2865|0.70258|0.70258|0.2865|-0.14803|3208.0|-1880.599158|4.1080000000000005|26.0|7585.0
47d_a18|0.0|0|0|0.0|1|0.0|-0.006087337|-0.041876322|0|0.069914568|-0.480899596|-0.07722825|0.016324953|0|0|0.005144085|0.104380139|-0.272202025|-0.406388629|-0.417659275|0|0.7640994990000001|0.7430748709999999|-0.002494715|0.027971797|0.773981237|0.741366815|0|-0.087315963|0.445704576|-52.14267013|-71.20388424|12.45251265|0.163000873|132.9229494|-58.06490563|10.15469843|58.93717545|-42.52098397|86.29525584|0.481311892|3304.705347|1947.023498|-19.1002979|9.940531282|19.16475647|7780.945962999999|-323.1621908|15.0913716|1.0|1.0|1.0|0.0|18.0|3.21|88.97|159.67|1.0|39.0|4.0|-6.57|527.66|0.0|0.0|0.0|2.56|-5.28|0.000968|5.23e-06|0.00276|4.16|1.0|1.0|1.4800000000000003e-09|7.790000000000001e-07|-0.04561|3.1079|8.08|-1704.061013|-1704.0327519999998|1544.09|398.94|0.5820000000000001|0.69905|0.69905|0.5820000000000001|-0.12844|3.7605|-1703.622959|4.2225|8.0|8.0969
47a_a18|0.0|0|0|0.0|1|0.0|-0.006027559|-0.18843247|0|0.043161338|-0.464122017|-0.025401815|0.052572636|0|0|-0.000633273|0.066507683|-0.232940071|-0.358939392|-0.369841706|0|0.842412605|0.766261502|-0.008965701|0.089156939|0.7991211029999999|0.792293789|0|-0.099310031|0.371382587|-67.93456546|-81.42570819|11.58086543|0.2212091389999999|181.3725215|-66.76209701|9.49531639|110.0917322|-55.70051708|93.5899242|0.483193636|3612.105567|2250.179086|-24.3591435|10.20255289|19.74153879|8405.670404|-481.4854016|12.16421601|1.0|1.0|1.0|0.0|18.0|3.35|123.06|158.24|1.0|39.0|5.0|-6.49|547.67|0.0|0.0|0.0|2.02|-5.58|9.9e-05|2.62e-06|0.00143|4.44|0.0|1.0|5.4e-09|2.95e-06|-0.05191|3.1947|8.82|-2098.807018|-2098.773074|1536.87|388.09|0.6094|0.69508|0.69508|0.6094|-131.0|2.6271|-2098.359766|3.0133|1.0|9.0
12n_a36|-3.404662145|1|0|0.0|2|0.0|-0.0099988159999999|-0.350034917|2|0.027627601|-0.619926573|-0.035989956|-0.000273044|1|1|-0.001160331|0.048110172|-0.15024383|-0.261631709|-0.5181211520000001|1|0.8183043390000001|0.81793955|0.162338703|-0.000421339|0.869718963|0.750657639|0|-0.115872034|0.239018516|-60.42525197|-78.42650015|14.28426215|0.279888857|189.4391835|-53.08197085|9.668119648|26.74179417|-40.89805687|92.79755725|0.454498749|3482.18259|3465.537153|-18.30412788|6.863551112000001|12.58209967|7657.057548000001|-327.25274110000004|14.3710571|0.0|0.0|1.0|0.0|17.0|2.15|123.75|142.02|1.0|34.0|6.0|-8.03|474.54|0.0|0.0|0.0|1.18|-3.72|0.0668|0.0001889999999999|0.0897|1.64|0.0|0.0|1.36e-07|6.45e-05|-0.05056|5.3573|6.24|-1876.201464|-1876.168847|1256.83|340.78|0.3921|0.32172|0.7046600000000001|0.0155|-0.14928|10.8395|-1875.961945|14.3562|15.0|7.8239
3f_a32|0.0|1|1|0.0|0|0.0|-0.00611496|-0.0434359079999999|0|-0.062954205|-0.275173181|-0.113189563|-0.110286539|3|3|0.002565215|-0.112493266|-0.074808287|-0.133675401|-0.5487283829999999|0|0.833981748|0.820782305|-0.110248899|-0.1743238839999999|0.871865543|0.786074011|1|-0.097374443|0.3217719189999999|-41.40131823|-54.8993954|6.707989266|0.125973316|71.02334697|-30.95210106|3.78194259|0.0|-23.34192893|61.47296003|0.435176082|2273.466801|2130.756016|-9.580412233|6.153728636|10.89495051|4993.667711|-326.0981041|6.573564628|1.0|1.0|1.0|3.31|19.0|5.63|110.94|102.66|1.0|24.0|3.0|-5.03|354.49|0.0|0.0|1.0|4.63|-5.4|4.53e-05|3.96e-06|0.0014|4.83|0.0|0.0|4.89e-08|1.73e-05|-0.05315|3.5569|3.92|-1712.0610190000002|-1712.034952|1006.92|348.58|293.0|0.70255|0.70255|293.0|-0.1474599999999999|3.4678|-1711.9193289999998|5.7161|9.0|8.0458
13_a10|0.0|0|0|0.0|1|2.091672336|-0.0057715859999999|-0.055497169|2|-0.093280469|-0.259721373|-0.002128014|-0.001592366|1|1|0.003791547|-0.154121136|-0.017015286|-0.02811323|-0.345108701|2|0.761923976|0.78472614|0.00746881|-0.002671425|0.84680169|0.736686715|1|-0.082327045|0.4676169839999999|-47.88975806|-41.62089688|6.168030793|0.181972309|91.99711608|-21.04167667|3.118282386|0.0|-24.21093442|51.21590298|0.449563457|2261.82488|1630.880014|-7.698174391|5.069505473|9.209972585|4941.066161|-216.8776303|9.595006108|1.0|1.0|1.0|2.58|21.0|3.81|63.83|97.14|1.0|25.0|4.0|-6.34|328.37|0.0|1.0|1.0|2.91|-4.1|0.0576|7.87e-05|0.0258|2.76|0.0|0.0|2.49e-07|8.170000000000001e-05|-0.05022|5.8308|2.48|-1065.874094|-1065.839441|926.41|322.72|0.3905|0.34881|0.68386|0.1514|-0.15937|3.6904|-1065.732389|5.3726|0.16|6.7959
4i_a46|0.0|0|0|0.19654443|1|2.184105962|-0.002360192|-0.018872727|1|-0.088884176|-0.127450387|-0.160741899|-0.125773054|1|1|0.011931187|-0.133434195|-0.060809732|-0.091288438|-0.22302552|1|0.7204791309999999|0.749522825|-0.0656636|-0.17856753|0.786754478|0.7172344890000001|0|-0.075208437|0.263514985|-33.08099617|-42.48203383|8.847405392999999|0.0592195629999999|33.45060163|-23.99628633|4.997521397|70.55661087|-18.68604171|49.04951810000001|0.406629719|2200.19132|2253.484644|-7.998762108999999|6.218233741000001|10.47951666|4893.587424|-298.0546045|6.567484272000001|1.0|0.0|1.0|3.5|17.0|5.07|39.94|105.43|1.0|26.0|3.0|-5.31|347.45|0.0|1.0|1.0|4.16|-5.04|0.00403|9.13e-06|0.00317|4.38|0.0|0.0|5.04e-08|1.75e-05|-0.01646|5.3987|4.46|-1092.730494|-1092.70435|1058.5|280.31|0.2805|0.41877|0.69035|0.1421|-0.18438|2.8538|-1092.528145|3.8696|612.0|6.2132
27b_a34|0.0|0|0|0.0|1|2.013418486|-0.010183855|-0.016803292|1|-0.106245942|-0.549928192|-0.029622037|-0.027175221|1|1|0.001228116|-0.175834895|-0.194619338|-0.322091086|-0.463926296|1|0.820914556|0.7722228729999999|0.00102838|-0.047542374|0.8299950709999999|0.770240631|0|-0.109683855|0.3307451819999999|-57.66200309|-72.21552354|20.42417736|0.2165682119999999|142.58786569999998|-47.54648562|13.44721755|540.9533124|-37.9644911|87.24055613|0.4072752529999999|2835.31543|2431.595232|-16.16580511|9.124440695|15.39406063|6032.666081|-279.5721769|15.02503259|1.0|1.0|1.0|3.66|23.0|4.11|84.99|116.33|1.0|31.0|5.0|-6.14|409.44|0.0|0.0|1.0|3.46|-4.96|0.00243|1.1e-05|0.00449|3.75|0.0|0.0|6.53e-09|2.67e-06|-0.04121|4.8168|4.33|-1350.055377|-1350.018975|1174.68|302.88|0.3621|0.47412|0.70001|0.0252|-0.1652799999999999|11.8546|-1349.873325|15.2147|0.65|6.1871
6_a47|0.0|0|0|0.0|0|0.0|-0.008723045|-0.1738997619999999|2|-0.14404966|-0.392537045|0.051455447|0.0402365489999999|0|0|-0.0094242819999999|-0.302730533|-0.020576777|-0.04324355|-0.459934519|2|0.701994505|0.786041178|-0.149904224|0.062425042|0.84654143|0.672308592|1|-0.096689626|0.446564415|-43.43026699|-52.41283988|5.323543706000001|0.158081588|85.6917678|-28.411587800000003|2.885749555|0.0|-23.54237714|60.76103606|0.4059072379999999|2431.668154|1577.98246|-10.82346202|6.480620646|10.90843226|5766.962611999999|-319.1626428|8.348196185|1.0|1.0|1.0|2.91|22.0|6.27|58.04|106.47|1.0|27.0|4.0|-5.02|379.81|1.0|0.0|1.0|4.59|-5.79|0.000362|1.63e-06|0.000619|5.06|0.0|0.0|8.71e-10|3.310000000000001e-07|-0.05354|5.5188|4.69|-1608.684886|-1608.652005|990.85|333.32|0.2536|0.30468|0.69305|0.2119|-0.1544|3.2606|-1608.554019|4.2153|13.0|7.9
18_a10|0.0|0|0|0.0|2|2.142254323|-0.00309846|0.0307177839999999|2|-0.092424959|-0.1859075939999999|-0.052165302|-0.0280813039999999|1|1|0.010573165|-0.144233311|-0.091730492|-0.143149563|-0.220292492|2|0.7155022459999999|0.785539083|0.048377088|-0.0507442929999999|0.832812971|0.6886547670000001|1|-0.076052353|0.656664457|-36.52271591|-48.27152552|12.12013168|0.114447045|72.64119073|-30.63863373|7.692822451|123.3621791|-23.18149476|61.38857307|0.4670293179999999|2788.499133|2137.914113|-10.02718922|7.204851347999999|13.51828833|6213.631543|-179.7708584|13.11704755|0.0|1.0|1.0|3.41|21.0|4.66|62.06|119.81|1.0|31.0|5.0|-6.34|412.48|0.0|1.0|1.0|3.67|-4.77|0.0138|1.7100000000000002e-05|0.00705|3.49|0.0|0.0|1.32e-08|5.44e-06|-0.0495699999999999|5.7687|2.65|-1336.433782|-1336.404041|1181.5|326.47|0.2962|0.37729|0.6866300000000001|0.1637|-0.15735|4.7596|-1336.185978|5.9029|0.13|6.8861
14a_a10|0.0|0|0|0.0|2|2.156210368|-0.002047597|0.0437538159999999|3|0.027446544|-0.147427016|-0.045759336|-0.00421565|1|1|0.012272222|0.042968756|-0.220250238|-0.344811314|-0.168193178|2|0.76857495|0.7348225290000001|-0.011977878|-0.007680215|0.770129205|0.740051323|1|-0.070610745|0.43555903|-32.23041637|-51.23835032|9.840503082|0.088450549|64.18371923|-37.18086445|7.140714112|134.15514270000003|-23.38784787|67.14248252|0.469029865|3075.550631|1774.8853399999998|-9.988888957|10.0292632|18.88856367|6754.660977|-60.97724212|15.9041322|0.0|1.0|1.0|4.4|21.0|3.36|59.31|146.76|1.0|35.0|6.0|-6.82|468.59|0.0|1.0|0.0|3.43|-4.8|0.0288|1.58e-05|0.00743|3.29|0.0|0.0|6.55e-09|3.07e-06|-46.0|5.5808|2.25|-1489.655581|-1489.803158|1380.89|326.1|0.2835|0.34245|0.7047100000000001|0.0005|0.2422099999999999|3.1205|-1489.487381|4.8004|74.0|7.1308
12ax_a36|0.0|1|0|0.0|2|0.0|-0.007681676|-0.040458296|2|0.075802407|-0.414810497|-0.057017299|-0.034663063|1|1|-0.00097037|0.128253871|-0.101451485|-0.1716508239999999|-0.440372791|1|0.884841888|0.836170906|-0.0394369539999999|-0.056676035|0.892249657|0.771220556|0|-0.107815607|0.375647684|-49.32384393|-72.11700812|12.79462904|0.153162279|102.4490387|-48.23849712|8.558226304|1.236876307|-32.99232962|84.58859134|0.488501696|2926.929456|2471.295987|-17.36585896|7.563197245|14.78635841|6741.969187999999|-354.3162187|12.47158322|1.0|0.0|1.0|0.0|17.0|3.19|69.2|133.77|1.0|31.0|4.0|-6.26|450.32|0.0|1.0|1.0|2.82|-5.18|0.00372|6.55e-06|0.00295|3.93|0.0|0.0|1.74e-08|7.83e-06|-0.05596|5.2372|4.42|-2152.130959|-2152.100515|1182.31|318.82|0.5236|0.39564|0.69348|0.4167|-0.15728|4.5001|-2151.971761|6.0402|12.0|7.9208
14j_a23|0.0|0|1|0.0|0|3.278390512|-0.006327927|-0.071396109|2|0.037350515|-0.322724299|-0.026319216|-0.055708465|2|2|0.0075222369999999|0.087218599|-0.073945564|-0.17267308|-0.463194548|2|0.616699629|0.800643488|0.143567854|-0.091426449|0.864845456|0.5935522360000001|1|-0.082226482|0.226990358|-40.35191855|-53.34139172|13.28905737|0.154547838|100.2571987|-34.60325668|8.620784882999999|83.17168000000001|-26.17681598|64.88069411|0.497137467|2943.385528|2175.598042|-14.72479008|7.83426417|15.57933561|6597.039681|-355.4521561|11.53930239|0.0|0.0|1.0|3.41|26.0|4.58|105.02|120.24|1.0|31.0|5.0|-6.31|429.47|0.0|0.0|0.0|3.77|-5.11|0.00114|7.73e-06|0.00332|3.68|0.0|0.0|2.14e-08|9.18e-06|-0.07581|3.6671|3.72|-1729.15999|-1729.1379190000002|1142.37|338.1|0.3886|0.65128|0.65128|0.3886|-0.14816|5.8037|-1728.988797|8.3233|4.0|8.3883
19i_a38|0.0|1|0|0.0|2|0.0|-0.008447598|-0.115864198|2|0.08414367|-0.4561702689999999|-0.074033381|-0.053762162|1|1|-0.004358975|0.215263198|-0.098027247|-0.250781298|-0.430016467|1|0.653741315|0.836170906|-0.040954326|-0.087904124|0.892249657|0.632625562|0|-0.113250303|0.4748744179999999|-51.15830416|-69.40536597|13.83587388|0.252841593|154.953787|-42.53502816|8.479305267|10.71501217|-31.35232957|82.98550237|0.444551315|2896.470706|2335.0953870000003|-15.31261014|6.690507557999999|12.04523072|6744.7785650000005|-296.5257022|13.5801364|1.0|1.0|1.0|2.88|17.0|3.11|81.23|125.65|1.0|31.0|5.0|-6.81|419.43|0.0|0.0|1.0|3.04|-4.33|0.0238|4.67e-05|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.0564799999999999|5.7041|3.66|-1431.415351|-1431.384243|1101.03|343.17|0.2156|0.4342|0.69267|0.1886|-0.14872|6.6636|-1431.239177|8.6365|13.0|7.9031
11c_a5|0.0|1|0|0.0|0|0.0|-0.004590583|-0.050049777|2|-0.0859098|-0.224938556|-0.059682527|-0.023856811|1|1|0.005383056|-0.138950411|-0.011677718|-0.018887528|-0.269653478|2|0.679183645|0.8020105409999999|0.030085871|-0.044126759|0.86113162|0.658307423|0|-0.0873419269999999|0.389427402|-47.99592739|-53.12487972|10.85837291|0.19527649|118.7750305|-32.31269264|6.604499968|4.089828494|-29.19305715|66.02857181|0.448016491|2497.685314|926.234805|-11.94164728|8.88462927|16.09582374|5202.741647999999|-251.8596984|12.90369209|1.0|1.0|1.0|2.14|23.0|4.17|80.76|106.79|1.0|28.0|5.0|-6.59|370.4|0.0|0.0|1.0|3.0|-4.1|0.0273|7.950000000000001e-05|0.0294|2.78|0.0|0.0|3.4000000000000003e-09|1.26e-06|-0.04315|4.5035|4.53|-1218.492067|-1218.454079|1071.71|294.59|0.5327|0.60118|0.6267699999999999|0.2186|-0.1713299999999999|2.5278|-1218.336116|3.3827|25.0|7.6021
12u_a36|0.0|1|0|0.0|2|0.0|-0.006461999|-0.0407717229999999|2|0.033763276|-0.407105926|-0.063855309|-0.010669561|1|1|0.005035022|0.055588998|-0.099596099|-0.163978382|-0.438988314|1|0.901715152|0.8101678720000001|0.080270195|-0.018047007|0.855176759|0.860667615|0|-0.0969881059999999|0.3765068079999999|-50.53295452|-67.50289394|12.27663887|0.157772171|109.8080843|-46.98143813|8.544435884|5.944854912|-35.17050511|78.06218646|0.486156325|2831.106839|2455.7556010000003|-16.72220679|7.65672775|14.90088936|6127.402572|-388.9026034|10.55929252|1.0|0.0|1.0|0.0|17.0|3.01|69.2|138.33|1.0|32.0|4.0|-6.19|423.51|0.0|1.0|1.0|2.66|-4.86|0.0047799999999999|1.39e-05|0.00589|3.8|0.0|0.0|4.2e-08|1.7800000000000002e-05|-53.0|3.8847|4.21|-1350.8981130000002|-1350.865506|1254.5|337.37|0.4267|0.69258|0.70272|0.0176|-0.15109|5.8702|-1350.638138|7.8877|16.0|7.7959
8c_a12|0.0|0|0|0.0|1|0.0|-0.0104125509999999|-0.055163114|3|-0.106633503|-0.447739674|-0.036504737|-0.07003012|0|0|-0.00160589|-0.1876771789999999|-0.210669119|-0.370782022|-0.606245231|2|0.905486734|0.782864175|-0.10899871|-0.130288596|0.8425863029999999|0.845077891|0|-0.101988384|0.239216075|-34.19075142|-52.04233846|10.00357546|0.159602554|81.4415307|-26.55601426|5.104595615|0.0|-17.44675795|61.66383178|0.472503372|2190.852814|1245.6132289999998|-9.958505349|5.670223821|10.74930819|4610.945152|-269.8853937|9.621493319|0.0|1.0|0.0|2.24|18.0|1.59|63.06|98.07|1.0|24.0|5.0|-6.44|314.34|0.0|1.0|1.0|2.23|-3.72|107.0|0.0001899999999999|0.0598|2.5|0.0|0.0|7.24e-08|2.28e-05|-0.06706|4.3598|2.76|-1022.77302|-1022.750382|909.19|323.37|466.0|0.53657|0.67318|0.1355|-0.15571|1.7305|-1022.663298|2.4806|0.04|7.3979
2_a47|0.0|0|0|0.0|0|0.0|-0.008527649|-0.13117284|2|-0.004557357|-0.3581612489999999|0.107297513|-0.013580367|0|0|-0.006079384|-0.007299676|-0.017113434|-0.0274111779999999|-0.444853768|2|0.916092248|0.671819147|0.115527282|-0.0253134039999999|0.728066943|0.875463345|1|-0.095655954|0.482748996|-41.57671973|-47.65477123|4.240150185|0.152675989|76.06154148|-23.74109633|2.112397382|0.958043241|-20.71307621|55.81329383|0.433425706|2105.761386|1242.745585|-9.131190896|5.308758149|9.369924133|4559.060763|-283.9460863|8.158522603|1.0|1.0|1.0|2.54|22.0|4.75|58.04|96.54|1.0|24.0|3.0|-5.0|313.35|0.0|1.0|1.0|3.58|-5.11|0.00109|7.75e-06|0.00243|4.52|0.0|0.0|1.51e-08|4.73e-06|-0.05285|3.7181|3.49|-1010.540464|-1010.505024|902.07|333.46|0.2143|0.69102|0.69102|0.2143|-0.15446|2.1266|-1010.412694|3.1004|631.0|6.2
9_a1|0.0|1|0|0.0|0|0.0|-0.00614716|-0.1075163359999999|1|-0.110185988|-0.282769361|-0.079063236|0.016589221|1|1|-0.0018191779999999|-0.232860777|-0.044035724|-0.093062585|-0.483335578|1|0.582499378|0.737794643|-0.053460262|0.02778394|0.7964939409999999|0.572272366|0|-0.085722429|0.166794384|-46.63553015|-49.42275468|6.495805626|0.244723542|141.093898|-28.49439431|3.745117974|0.0|-26.88743664|57.60218193|0.452572261|2387.143654|1739.0376789999998|-10.60256533|7.61577077|13.91191974|5063.330971|-324.81308110000003|8.17942725|1.0|1.0|1.0|2.66|23.0|5.57|58.64|102.84|1.0|27.0|4.0|-5.81|357.38|0.0|0.0|1.0|4.12|-4.79|0.00739|1.62e-05|0.0057799999999999|3.76|0.0|0.0|1.04e-09|3.7100000000000003e-07|-0.07602|3343.0|5.6|-1187.226314|-1187.193365|1007.04|370.88|0.5409|0.70296|0.70296|0.5409|-0.13413|4.1623|-1187.065335|6.4447|6.0|5.2218
17c_a50|0.0|0|1|0.0|2|4.349159921|-0.002676029|0.024219848|2|0.021572081|-0.1766179239999999|-0.144763835|-0.120904775|2|2|0.012222674|0.034485992|-0.233451925|-0.373205592|-0.2256811219999999|1|0.762883243|0.774994313|-0.139943634|-0.212611846|0.816442883|0.728169863|1|-0.073693343|0.446454378|-35.70979598|-50.69922125|14.91199042|0.10280106|70.72462009999998|-34.87982686|10.25908547|94.15397246|-24.567468100000003|66.7258111|0.49503436|2951.495914|2014.72331|-10.29240792|8.310163601000001|16.45688922|6438.380804|-95.97318605|16.02658985|0.0|1.0|1.0|3.61|20.0|3.53|61.0|134.28|1.0|33.0|5.0|-6.96|440.54|0.0|1.0|0.0|3.1|-4.43|0.0698|3.75e-05|0.0165|2.86|0.0|0.0|1.6100000000000005e-07|7.08e-05|-0.03121|4.2397|2.74|-1411.187392|-1411.157813|1289.05|306.65|0.1814|0.63122|0.66213|0.1801|-0.16697|6.3989|-1410.902767|8.5146|69.0|7.1612
