molecula|SddssS|NaaNH|n9FaHRing|SssssC|nARing|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|ATSC1c|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
5_a4|0.0|0|0|0.0|1|2.166832955|-0.001215982|0.02257929|2|0.012532807|-0.0607990979999999|-0.050389825|-0.134215501|1|1|0.0111310589999999|0.0202481919999999|-0.0471580309999999|-0.076189222|-0.164263889|2|0.655087104|0.767615203|-0.165454845|-0.229773463|0.820886786|0.650346601|1|-0.0681917309999999|0.431132276|-27.26045038|-36.64215945|4.324106888|0.056851498|30.54859623|-19.68930579|2.323516519|46.53110402|-14.64813624|41.76764149|0.413773331|2282.291204|1896.178084|-7.276482574|5.758733969|9.823391314|5059.243919|-330.3047347|5.125482045|1.0|1.0|1.0|3.08|21.0|4.67|43.6|104.89|1.0|26.0|3.0|-5.57|340.42|0.0|1.0|1.0|3.89|-4.84|0.00925|1.4499999999999998e-05|0.0049299999999999|3.95|0.0|0.0|1.09e-08|3.71e-06|-0.04892|4.8582|3.71|-1069.27374|-1069.251223|1013.0|308.12|0.1106|0.60407|0.6019899999999999|67.0|-0.16965|2.7859|-1069.102899|3.1619|71.0|7.1487
12ab_a36|0.0|1|0|0.0|2|0.0|-0.007034881|0.000258844|2|0.035377607|-0.408023082|-0.032623802|-0.029080933|1|1|0.002112069|0.0618552579999999|-0.096853381|-0.169341326|-0.4186639029999999|1|0.86559137|0.831136366|-0.0852411419999999|-0.051707317|0.888163057|0.8196353679999999|0|-0.095025338|0.452078227|-54.63243106|-65.54680623|16.62527454|0.158944244|109.6369437|-45.21303385|11.46782191|15.55386871|-37.68448987|82.3666474|0.484987413|2902.39241|2390.849902|-15.90828969|7.821826146|15.18764075|6314.697413|-246.9770378|16.81984117|1.0|0.0|1.0|0.0|17.0|1.95|92.99|133.27|1.0|32.0|5.0|-7.21|420.47|0.0|0.0|0.0|1.8|-3.91|0.0503|0.000122|0.0515|2.33|0.0|0.0|8.95e-08|3.76e-05|-0.0523799999999999|3.8845|3.23|-1364.509957|-1364.468283|1201.64|319.17|0.4451|0.69294|0.69294|0.4451|-0.15699|3.6976|-1364.300531|5.3228|11.0|7.9586
12b_a50|0.0|0|1|0.0|1|4.058595679|-0.002929899|-0.0016330379999999|1|-0.08032584|-0.125985651|-0.101728189|-0.115659308|2|2|0.011790103|-0.139522815|-0.168032508|-0.291865836|-0.246831987|1|0.699597776|0.804535572|0.009081884|-0.189976035|0.8718949979999999|0.660148928|1|-0.066155918|0.24516882|-22.92589265|-33.25880166|10.80329197|0.074083915|37.24447201|-16.72031641|5.43117764|86.49656508|-11.52561607|47.12729492|0.430791247|2224.116359|1446.231761|-6.002164865|5.7232816060000005|10.05480253|4672.843578|-73.59089223|13.86849326|1.0|1.0|1.0|2.45|20.0|3.42|48.53|94.69|2.0|24.0|3.0|-6.44|313.36|0.0|1.0|1.0|2.59|-3.84|215.0|0.000144|45.0|2.5|0.0|0.0|3.22e-06|0.00101|-0.02974|4.7089|2.47|-1006.664619|-1006.641541|909.8|315.44|0.2425|0.6016199999999999|0.6581|0.0777|-0.16451|4.0567|-1006.550688|5.6617|4.74|5.3242
17_a15|0.0|0|0|0.0|0|0.0|-0.0071363569999999|-0.071708785|2|-0.033968088|-0.442454151|-0.032903349|-0.0141953639999999|0|0|0.0032452509999999|-0.052628162|-0.170008473|-0.263401148|-0.461493931|2|0.769376831|0.721188086|0.001376853|-0.023779626|0.76362781|0.740986227|0|-0.079844675|0.605886597|-40.50376584|-61.17023228|9.875456386|0.119540765|91.58201681|-46.86345493|7.56573889|58.47512431|-31.03055741|77.82445248|0.474165158|2852.085573|2104.883413|-15.88591693|7.967418828|15.15194163|6352.266784|-234.74904|16.654220199999997|1.0|1.0|1.0|3.99|24.0|6.0|67.35|131.36|1.0|33.0|4.0|-5.58|438.52|1.0|0.0|1.0|4.44|-5.65|0.00052|2.26e-06|0.00099|4.78|0.0|0.0|1.9199999999999998e-10|8.43e-08|-0.03936|4.1461|6.89|-1413.897695|-1413.857182|1298.37|326.22|0.7247|0.68787|0.7045100000000001|0.0377|-0.15573|5.1268|-1413.624817|7.1743|12.0|7.9208
27a_a34|-3.727789|0|0|0.0|1|1.963136117|-0.012620846|-0.456594848|1|-0.082271189|-0.7320090459999999|-0.026428049|-0.008138446|1|1|-0.005234221|-0.13716603|-0.158932197|-0.264978526|-0.53047808|1|0.8186389829999999|0.779284547|-0.07177581|-0.012251785|0.832753533|0.749941528|0|-0.123191967|0.4305370679999999|-74.78290605|-86.36649751|18.62986903|0.3990357329999999|279.75296960000003|-60.54917431|13.06088842|22.69787432|-52.42823715|100.7752505|0.436895447|3394.470264|2252.433058|-21.30433911|8.960143164|15.91204178|7104.26596|-371.4586403|14.40875302|1.0|1.0|1.0|2.58|23.0|3.97|129.74|122.61|1.0|33.0|7.0|-7.29|463.51|0.0|0.0|0.0|2.44|-4.47|0.00504|3.43e-05|0.0159|2.59|0.0|0.0|2.44e-08|1.13e-05|-0.03924|5.0012|7.38|-1861.741982|-1861.695683|1247.85|300.73|0.2896|0.40378|0.69818|0.0203|-0.16691|10.8591|-1861.534743|13.9023|0.24|6.6198
8d_a32|0.0|1|1|0.0|0|0.0|-0.010604502|-0.089662873|0|0.062782795|-0.519620595|-0.044765977|-0.0682721729999999|3|3|-0.005162219|0.113030335|0.001558357|0.002805572|-0.629535754|0|0.825020753|0.825978584|-0.054095278|-0.11492754|0.875986707|0.789198712|1|-0.109968322|0.261692269|-68.88621406|-69.11005922|10.01177286|0.2892958439999999|181.8092016|-43.43251025|6.291941176|89.20994250000001|-43.2918338|81.54594837|0.47012654|2556.198518|2371.595484|-13.21859008|8.106843676|15.29958432|5523.492436|-262.14980440000005|12.43588915|1.0|0.0|1.0|2.84|19.0|4.32|154.03|110.38|1.0|27.0|4.0|-6.47|397.52|1.0|0.0|1.0|3.57|-4.36|0.000334|4.36e-05|0.0173|3.17|0.0|0.0|5.51e-08|2.19e-05|-0.0535|3.5588|4.26|-1880.773727|-1880.733071|111.16|348.39|0.3018|0.7026100000000001|0.7026100000000001|0.3018|-0.14765|1.0269|-1880.602038|1873.0|8.0|8.0809
12a_a36|0.0|1|0|0.0|2|0.0|-0.007471648|-0.0427777779999999|2|0.078063311|-0.403468978|-0.070252245|-0.065913514|1|1|0.003199301|0.134423193|-0.1063550619999999|-0.183140926|-0.432975237|1|0.907322874|0.7934042040000001|-0.012112722|-0.119322074|0.846614758|0.855821486|0|-0.104828755|0.436020272|-46.76212019|-64.36949846|12.03249549|0.179315373|110.1075804|-39.52572284|7.388485123|5.277117996|-28.71401279|76.09903547|0.470444928|2647.835699|2258.5909920000004|-14.22926022|6.600635115|12.464492300000002|5710.355735|-313.5499672|11.72953701|1.0|0.0|1.0|0.0|17.0|1.88|69.2|123.75|1.0|29.0|4.0|-6.72|381.43|0.0|1.0|0.0|1.86|-4.0|0.0625|0.000101|0.0384|2.68|0.0|0.0|2.56e-07|9.78e-05|-0.04946|3.8343|3.16|-1232.951968|-1232.916523|1096.31|338.0|0.4435|0.67869|0.6997|0.0012|-0.1519299999999999|6.3637|-1232.764108|8.5603|13.0|7.8861
12h_a40|0.0|0|0|0.0|0|1.760542171|-0.008044548|-0.107711573|0|0.208938531|-0.289603712|0.189869851|-0.21893421|2|2|-0.002126898|0.367928263|0.127299624|0.224167029|-0.556229094|0|0.809398262|0.7769829840000001|0.116873629|-0.335801908|0.845904643|0.6948809659999999|1|-0.091448888|0.006997021|-50.45378559|-48.34705035|6.193088525|0.160518251|84.86252967|-25.56004046|3.274152035|59.68939644|-26.67382585|54.9311782|0.4958138139999999|2270.834041|603.6697997|-10.84365353|7.989299324|15.84593062|5087.343024|-363.7398044|6.584127851|1.0|0.0|1.0|3.0|20.0|5.02|84.45|96.16|1.0|23.0|2.0|-5.13|361.25|0.0|0.0|1.0|4.22|-5.58|0.0002009999999999|2.61e-06|0.000942|4.75|0.0|0.0|1.44e-07|5.2e-05|-0.07512|4.1508|4.14|-2153.207198|-2153.186757|910.77|469.0|0.3985|0.6503899999999999|0.7041|0.3693|-0.1092|2.5573|-2153.123274|3.5425|823.0|6.0846
9g_a40|0.0|0|0|0.0|0|1.849105962|-0.0054957819999999|-0.0220464379999999|0|0.07954859|-0.225327061|0.139758613|-0.145879501|2|2|0.0115573539999999|0.133954053|-0.037217966|-0.062672355|-0.383703998|0|0.694156166|0.764275277|-0.384131901|-0.242405063|0.821935848|0.665414608|1|-0.079033043|0.002717414|-33.47455057|-41.63731423|11.25704374|0.09545843|50.29077056|-21.93596333|5.930596229|64.08637519|-17.63553984|51.16627179|0.476386801|2169.234651|349.4421673|-8.658932892000001|8.180261533|15.62271835|4435.743087|-253.1335385|9.528957565|0.0|1.0|1.0|1.78|22.0|2.93|72.28|87.53|1.0|23.0|4.0|-7.17|302.33|0.0|1.0|0.0|1.93|-3.09|977.0|0.0008179999999999|247.0|1.37|0.0|0.0|3.720000000000001e-07|0.000113|-0.0624|3.0778|3.83|-1332.487689|-1332.476347|923.42|402.84|0.3563|0.70233|0.70233|0.3563|-0.12765|3.4787|-1332.369643|5063.0|3548.0|5.45
13b_a30|0.0|0|0|0.0|2|0.0|-0.011016128|-0.118776867|2|-0.035340334|-0.627919307|0.042845487|-0.0463169629999999|1|1|-0.002215642|-0.062905093|0.003429114|0.006103754|-0.564815317|1|0.841060094|0.836520136|-0.045844862|-0.0771674659999999|0.892104517|0.802578397|0|-0.113554975|0.3529073379999999|-74.24619275|-76.67161447|12.52854078|0.305898198|206.54056530000005|-51.76819834|8.459192992|105.341977|-50.13056864|88.26741491|0.454574838|3002.926824|2319.48655|-19.53516918|8.804739699999999|16.1428924|6627.406474|-405.5090587|11.59580043|1.0|0.0|1.0|0.0|17.0|1.72|124.74|135.37|1.0|32.0|5.0|-7.05|441.51|0.0|0.0|0.0|1.91|-4.3|0.00427|5e-05|0.0221|2.74|0.0|0.0|6.520000000000001e-07|0.000288|-0.05434|5.0501|4.54|-1744.492044|-1744.446479|1210.94|353.68|0.2783|0.32563|0.6862699999999999|0.1415|-0.14879|3.8495|-1744.281763|5.3762|26.0|7.5901
11b_a50|0.0|0|1|0.0|1|4.071188272|-0.002908227|-0.014702942|1|-0.007722567|-0.13377846|-0.218953127|-0.133073229|2|2|0.012037198|-0.013155246|-0.162848233|-0.277408878|-0.266743077|1|0.701976536|0.800774662|-0.146696566|-0.20645662|0.862408925|0.667956827|1|-0.069841183|0.229754094|-23.23499995|-36.43643854|10.1501574|0.068683675|35.832562100000004|-19.0090431|5.295379767|86.04123302|-12.12179711|47.72173991|0.42907551|2286.724895|1650.235214|-6.788943965|5.697537591000001|9.979494111|4884.730303|-148.2182458|11.28530137|0.0|0.0|1.0|2.84|20.0|3.73|48.53|99.65|2.0|25.0|3.0|-6.24|327.38|0.0|1.0|1.0|2.96|-4.16|0.0862|6.97e-05|0.0228|2.9|0.0|0.0|1.35e-06|0.000441|-0.02817|4.6471|3.05|-1045.98235|-1045.961211|955.4|311.03|195.0|0.53885|0.64477|0.0711|-0.16684|2.7805|-1045.849774|3.7922|1.7|5.7696
17f_a50|0.0|0|1|0.0|1|4.305828452|-0.002205848|0.022892513|1|-0.167275895|-0.125733326|-0.028989535|-0.132773563|2|2|0.0129274519999999|-0.275290802|-0.247590736|-0.407467272|-0.204651539|1|0.758335704|0.7851209440000001|-0.132153434|-0.2257632789999999|0.8314734309999999|0.7241275009999999|1|-0.074859564|0.333180181|-29.10566644|-46.03121141|10.09339793|0.088541266|54.44410182|-28.30463221|6.206439227000001|82.90209608|-17.89709978|55.9791334|0.472769049|2582.272632|1929.981543|-10.14694362|7.200480876|13.65716648|5579.97966|-271.9363523|9.947921993|1.0|1.0|1.0|2.97|20.0|3.83|51.77|116.81|1.0|29.0|4.0|-6.64|384.48|0.0|1.0|1.0|2.92|-4.12|102.0|7.57e-05|0.0291|2.83|0.0|0.0|4.15e-07|0.00016|-0.0336399999999999|4.0664|2.5|-1219.2481369999998|-1219.220465|1146.22|304.9|0.1708|0.6573899999999999|0.6573899999999999|0.1708|-0.16784|6.1931|-1219.02507|8.312999999999999|398.0|6.4001
8k_a46|-3.737070812|0|0|0.1337610719999999|1|2.105349622|-0.006208399|-0.380857136|2|-0.061030265|-0.397337564|-0.114070359|-0.038125|1|1|0.002202734|-0.1017929319999999|-0.030019362|-0.050069565|-0.510222233|2|0.73768327|0.786206898|0.095179795|-0.051289238|0.8341090329999999|0.687020939|0|-0.0863473759999999|0.400181795|-61.98124174|-61.95565276|6.774333772|0.261823161|187.86239430000003|-44.45419269|4.860695117|19.34993627|-44.4725532|70.036452|0.4938768979999999|3351.548891|2328.360804|-17.04077386|8.070811215|15.94634031|7352.280688|-468.6373459|8.080799245|1.0|0.0|1.0|2.82|23.0|5.37|124.17|132.47|1.0|34.0|6.0|-6.75|474.58|0.0|0.0|0.0|3.29|-5.13|0.000866|7.47e-06|0.00355|3.45|0.0|0.0|2.17e-09|1.03e-06|-0.0398699999999999|5.0379|7.63|-1845.304274|-1845.257085|1302.56|302.15|0.1354|0.41618|0.5577300000000001|0.1166|-0.16967|3.4118|-1845.037411|3.8107|147.0|6.8327
6a_a40|0.0|0|0|0.0|2|1.78213955|-0.014623575|-0.077397672|0|-0.146542353|-0.68730803|0.104332675|-0.230955427|2|2|-0.001171195|-0.272320301|-0.021759541|-0.040435852|-0.620787469|0|0.682273668|0.801647855|-0.012261923|-0.340539542|0.861720535|0.657059571|1|-0.117413572|0.360858579|-68.11170799|-73.33687786|10.24294396|0.266249007|166.2999483|-45.80643937|6.397774285|36.84483305|-42.542782200000005|81.37714586|0.41480944|2936.1501780000003|2536.88262|-19.17478857|6.945713476|11.8691482|7059.617542|-459.522754|8.040268001|1.0|0.0|0.0|3.01|14.0|3.07|173.43|120.14|2.0|29.0|5.0|-6.32|442.53|1.0|0.0|1.0|3.17|-4.99|3.47e-05|1.03e-05|0.00457|3.77|1.0|0.0|8.950000000000001e-05|0.0396|-0.0926|2.9836|7.73|-2371.579899|-2371.560378|1103.4|415.55|0.4015|0.6782699999999999|0.6782699999999999|0.4015|-0.11995|6.9379|-2371.443161|9.3893|0.04|7.3979
13_a12|0.0|0|0|0.0|0|0.0|-0.0069874069999999|-0.0619247109999999|2|-0.21832579|-0.272508888|-0.083760082|0.021322992|0|0|0.002279068|-0.362308767|-0.169387652|-0.281096572|-0.595629719|2|0.845823047|0.6809340620000001|-0.226526433|0.039235452|0.7300173240000001|0.804066411|0|-0.092483398|0.122164874|-28.51381164|-45.33566159|4.01385817|0.09993609|48.98899535|-22.2236882|1.96760628|66.2289548|-13.97756285|48.99243638|0.466560112|1812.788134|664.9830294|-8.408963103|6.06407675|11.36787272|3647.657976|-375.4880089|3.656774794|1.0|1.0|0.0|2.64|18.0|3.9|50.7|84.74|1.0|21.0|3.0|-5.49|276.34|0.0|1.0|1.0|3.22|-4.2|0.0152|6.3e-05|0.0174|3.51|0.0|0.0|7.26e-08|2.01e-05|-0.04445|4.5363|3.83|-876.3661620999999|-876.3370809|867.79|315.25|0.6528|0.6622399999999999|0.64974|0.0155|-0.16458|1.3023|-876.258343|1.5686|93.0|7.0315
25_a12|0.0|0|0|0.0|0|0.0|-0.004103693|-0.045725323|2|-0.089297664|-0.180562493|-0.025245046|-0.11195017|0|0|0.001783739|-0.141917694|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|2|0.8472746290000001|0.638255008|-0.2430098439999999|-0.208172827|0.688743998|0.806844014|1|-0.080147596|0.120087607|-28.517955|-41.75851719|2.580489093|0.052062825|27.12578432|-21.75703145|1.3444869730000002|0.0|-14.85843094|44.42528172|0.448858246|2067.69985|1907.027255|-9.021208163|5.34703037|9.70173342|4329.321091|-434.8420476|2.666764531|1.0|1.0|1.0|3.43|22.0|5.35|37.81|99.48|1.0|24.0|2.0|-4.82|311.38|0.0|1.0|1.0|4.29|-5.25|0.00162|5.63e-06|0.00175|4.76|0.0|0.0|1.6399999999999995e-09|5.12e-07|-0.05352|4.2653|4.73|-974.6569575|-974.6328337|945.73|359.04|0.4483|0.63284|0.69029|0.1897|-0.14303|1.2494|-974.508059|2.2482|22.0|7.6576
8d_a8|0.0|1|0|0.0|0|1.41693287|-0.0111144189999999|-0.155313194|1|0.071729931|-0.633521883|-0.077977198|-0.117111249|1|1|-0.001038264|0.111668404|0.016471091|0.025642021|-0.4385133129999999|1|0.76211539|0.757805416|0.0780635059999999|-0.179357354|0.804372443|0.734212688|0|-0.103150936|0.377028311|-69.95878302|-67.26951954|18.28507531|0.306707511|200.0182229|-43.86958028|11.92454747|92.49576602|-45.62337399|86.29065071|0.483207744|2863.968296|2093.380666|-16.2479927|7.507839835|14.52777156|6596.888351|-228.7206541|19.02113117|0.0|0.0|1.0|2.92|23.0|3.32|112.23|121.1|1.0|32.0|5.0|-6.87|430.46|0.0|0.0|0.0|3.0|-4.47|0.00533|3.4200000000000005e-05|0.0147|2.89|0.0|0.0|2.38e-08|1.03e-05|-0.0600299999999999|4.6765|6.22|-1447.595474|-1447.559429|1185.65|376.13|0.3|0.62361|0.70165|0.1879|-0.13754|6.0111|-1447.354662|7.5674|18.61|4.7303
14i_a23|0.0|0|1|0.0|0|3.2692375460000003|-0.010148243|-0.130330047|2|0.040408197|-0.558153376|-0.018541856|-0.026731172|2|2|0.002496501|0.075401108|-0.017918675|-0.033435987|-0.569707595|2|0.77007911|0.8025091329999999|0.158023239|-0.04255066|0.864206467|0.7333675390000001|1|-0.096562208|0.266320368|-60.8283953|-66.02703063|14.65077903|0.222047267|151.83084580000002|-45.14777443|10.01786784|93.48624142|-41.59306642|79.20815775|0.478050606|3097.406945|2447.1741030000003|-18.59026006|8.107659819|15.53342127|7030.347905|-380.3109456|13.18112713|0.0|0.0|1.0|2.64|26.0|3.12|148.11|128.38|1.0|33.0|5.0|-7.33|454.51|1.0|0.0|0.0|2.61|-4.39|0.00278|4.03e-05|0.0183|2.46|0.0|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|4.64|-1798.64228|-1798.608335|1224.02|335.72|0.3639|0.55606|0.55606|0.3639|-0.1509599999999999|5.9563|-1798.434186|8.3755|3.0|8.4622
16a_a10|0.0|0|0|0.0|1|2.041062372|-0.00230615|0.023926176|2|-0.085711535|-0.152205915|0.014886502|-0.0048530629999999|1|1|0.011558506|-0.133979603|-0.162508526|-0.254024476|-0.1948324069999999|2|0.748039584|0.772481675|-0.068377262|-0.008879187|0.813036304|0.72613292|1|-0.076950669|0.3637074329999999|-36.408063|-53.28817038|9.606840334|0.083851314|58.06685151|-36.90194151|6.652715932|99.81657855|-25.21250404|63.53441386|0.4629532229999999|2862.681038|1823.310808|-12.4990447|8.531706024|15.88633689|6366.0631060000005|-314.4761648|10.24624348|1.0|1.0|1.0|4.46|21.0|5.19|56.07|133.66|1.0|33.0|5.0|-5.91|439.55|0.0|1.0|1.0|4.24|-5.17|0.00264|6.76e-06|0.00297|4.33|0.0|0.0|3.18e-09|1.4e-06|-0.04647|5.6019|3.46|-1395.158387|-1395.13019|1310.44|320.22|0.3843|332.0|0.6852199999999999|0.0841|-0.1605|3.8323|-1394.861824|4.6574|47.0|7.3279
SB431542_a8|0.0|1|0|0.0|1|1.4114120369999998|-0.014434378|-0.1950388569999999|1|0.096884952|-0.721718925|-0.029382296|-0.0453332859999999|1|1|-0.005306541|0.156874293|0.055198015|0.089375589|-0.494976661|1|0.76592324|0.762577159|0.229470029|-0.072891515|0.8220300859999999|0.7318727540000001|0|-0.124595991|0.274152231|-76.82006387|-74.57768059|20.78806656|0.434670151|260.1744351|-44.6389196|12.44282236|89.26670319|-45.98111161|89.64885355|0.476091179|2801.428659|1947.072021|-17.46740332|7.360028263999999|14.04829994|6203.505123|-312.2404091|15.07117296|0.0|0.0|1.0|2.75|23.0|2.72|112.23|109.21|1.0|30.0|5.0|-7.04|400.39|0.0|0.0|0.0|2.58|-4.14|16.0|7.28e-05|0.0292|2.4|0.0|0.0|1.74e-07|6.96e-05||||||||||||||||79.08|4.1019
12n_a30|0.0|0|0|0.0|2|0.0|-0.007311044|-0.064217094|2|-0.1144447669999999|-0.387485343|-0.037209579|-0.087019298|1|1|0.002064369|-0.254279374|-0.0541804029999999|-0.120380857|-0.464204099|1|0.669561738|0.815003426|-0.015189554|-0.149451598|0.870930234|0.64876559|0|-0.10528124|0.390449649|-52.4873066|-66.48079820000001|10.77573511|0.221849786|140.0890685|-41.97990569|6.804436105|0.0|-33.14358793|76.16725916|0.4701566479999999|2848.910641|2349.172094|-15.42118984|7.385790169|13.93957316|6353.890039|-378.1217671|9.686460958|1.0|0.0|1.0|0.0|17.0|3.18|81.65|127.24|1.0|30.0|5.0|-6.02|416.47|0.0|0.0|0.0|2.92|-5.01|0.00171|9.71e-06|0.00405|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|-0.05076|5.1999|4.07|-1675.011418|-1674.978015|1131.65|355.67|0.1826|0.27009|0.6854|0.1489|-148.0|5.3143|-1674.83759|6.32|0.01|7983.0
19_a20|0.0|1|0|0.0|0|0.0|-0.0096278259999999|-0.130949446|3|0.103271147|-0.539158264|0.077469518|-0.063133522|1|1|-0.004654742|0.175308615|-0.049177437|-0.083481481|-0.5838248970000001|3|0.811128636|0.7619768840000001|-0.143992458|-0.105118869|0.8193003000000001|0.7741509329999999|1|-0.099685049|0.25624423|-60.26825633|-65.49811346|8.964643162|0.245547466|161.33709|-43.03556944|5.890223441|88.19441661|-39.5992891|75.98477124|0.483310517|2849.084477|1818.518838|-16.55214209|7.950138729|15.38668579|6325.747732|-389.0666676|10.48665779|1.0|1.0|1.0|2.49|27.0|4.08|110.44|122.86|1.0|32.0|5.0|-6.8|420.47|0.0|0.0|1.0|3.16|-4.57|0.00541|2.6600000000000003e-05|0.0112|2.91|0.0|0.0|2.34e-10|9.86e-08|-0.06767|3.3616|5.01|-1368.413151|-1368.378274|1190.68|368.83|0.2998|0.6987399999999999|0.6987399999999999|0.2998|-0.13903|4.2507|-1368.190746|6.3327|2.6|5585.0
20_a4|0.0|0|0|0.0|1|2.017439295|-0.003103385|-0.00123671|1|-0.061689675|-0.124135414|-0.1473674569999999|-0.059498265|1|1|0.012025268|-0.098992154|-0.064248765|-0.103098674|-0.211751813|1|0.691307598|0.7797803109999999|0.246357638|-0.105783279|0.8404413829999999|0.665774148|0|-0.072188305|0.210083785|-29.16642156|-34.74640079|11.03865532|0.081852712|39.3981702|-16.72448692|5.313236547|68.49419443|-14.03867522|46.45917085|0.421704107|1982.961908|1379.418733|-6.32818424|5.543543957000001|9.58599918|4085.683488|-138.2237887|11.71277006|1.0|1.0|1.0|3.06|17.0|3.54|39.94|86.62|2.0|22.0|3.0|-5.96|289.33|0.0|1.0|1.0|2.97|-3.87|0.1|0.000134|0.0388|2.96|0.0|0.0|2.79e-06|0.000806|-0.03048|5.1778|2.73|-934.2489802|-934.2266312|861.05|306.74|0.2364|0.5152|0.66028|0.1415|-0.16699|4.0681|-934.150871|5.5779|646.0|6.1898
4c_a46|0.0|0|0|0.139403726|1|2.137504882|-0.005085922|-0.048990529|1|-0.111750026|-0.300069396|-0.051150771|-0.068256579|1|1|0.010040825|-0.165951544|-0.056422062|-0.083788154|-0.421467037|1|0.649753668|0.726862617|0.072412685|-0.0976963169999999|0.761921603|0.65145414|0|-0.087503927|0.305199509|-40.22007179|-55.2981278|8.799732282999999|0.109222605|69.02325225|-34.9456654|5.56099297|53.13410852|-25.41708422|60.67664538|0.450883931|2455.604167|2487.942529|-11.85656505|7.172412106|13.06174141|5571.088357|-430.6788754|5.378517586|1.0|0.0|1.0|3.8|17.0|5.24|57.01|115.03|1.0|29.0|4.0|-5.39|389.49|0.0|1.0|0.0|4.44|-5.28|0.00109|5.3e-06|0.00207|4.63|0.0|0.0|2.39e-08|9.32e-06|-0.04381|5.4579|6.38|-1245.4159619999998|-1245.392965|1176.07|302.21|0.2296|0.42391|0.6986600000000001|0.2083|-0.17085|4.1039|-1245.176359|5.4491|2008.0|5.6972
12d_a31|0.0|1|0|0.0|1|0.0|-0.012448252|-0.043220149|0|-0.042401695|-0.697102094|-0.085780934|-0.032270224|2|2|0.000127275|-0.067477864|-0.134504227|-0.214049412|-0.550805937|0|0.8066174070000001|0.8343242820000001|-0.00658148|-0.057226679|0.873955169|0.771222772|0|-0.11498416|0.3996192999999999|-66.58534562|-81.56033123|21.06095035|0.294550252|208.9297871|-57.85220856|14.93891054|557.514503|-47.23018217|99.79879739|0.389382761|2653.867767|2434.226776|-16.37326657|9.445278138|15.46841054|5753.290126|-196.2893506|18.23846616|1.0|1.0|1.0|3.9|16.0|4.09|117.37|112.97|1.0|29.0|5.0|-6.36|412.51|0.0|0.0|1.0|3.76|-4.39|0.0010199999999999|4.06e-05|0.0167|3.46|0.0|0.0|2.3500000000000002e-08|9.69e-06|-0.03128|3.8477|5.0|-1657.471849|-1657.428467|1201.63|322.23|0.2566|0.7006600000000001|0.7006600000000001|0.2566|-0.15968|2.4186|-1657.245177|3.3585|0.51|6.2924
6d_a40|0.0|0|0|0.0|2|1.695192271|-0.015362927|-0.091548968|0|-0.104206961|-0.722057579|0.086704068|-0.205140551|2|2|-0.00448098|-0.249967637|-0.025143559|-0.0603134|-0.624951805|0|0.6224555620000001|0.8361555479999999|-0.039077432|-0.289988439|0.8988141140000001|0.604211552|1|-0.119563634|0.372705643|-73.59650182|-76.51205671|11.10859664|0.336329628|215.22657540000003|-48.96216855|7.108696385|38.04267542|-47.09642482|85.47607798|0.428134701|3063.227702|3212.360755|-20.49579149|6.908972922999999|12.08146906|7436.576348|-460.8148719|8.964021265|1.0|0.0|0.0|2.84|14.0|3.63|173.43|120.09|2.0|30.0|6.0|-6.36|460.52|1.0|0.0|1.0|3.43|-5.15|2.85e-05|7.1e-06|0.00327|3.87|1.0|0.0|4.9e-05|0.0226|-0.09462|2.9559|7.98|-2470.82949|-2470.793925|1111.69|419.45|0.3518|0.6624800000000001|0.6624800000000001|0.3518|-0.11938|7.8884|-2470.684323|10.9021|1.0|8.9208
