molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|n6aHRing|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|pIC50|pIC50
11f_a5|0.0|0|0|2.967866825|0.0|0|1|1.370797007|0.0|-0.0037371509999999|4.59511985|0.022233547|0.021060606|0.0|-0.227966183|0.00722997|-0.178881726|10.94877949|-0.0080939669999999|1|1|0.008309782|-0.128153787|2|-0.016518403|0.800575032|0.750555185|0|0.847356138|0.368815548|-47.57801621|-51.92819555|15.41338844|70.39517801|0.152643862|106.23633909999998|-0.022252743|0.5109475960000001|-1.268406334|-33.11311829|-15.48735657|2853.401015|589.7388387999999|-882.7793242999999|1125.122028|0.489052404|9.683662007|0.8628345190000001|5969.213977|-614.3924972|30.31104695|1727.7296760000002|753.9168511|21.12375879|1.0|1.0|1.0|1.0|3.35|23.0|4.61|1.03|1.0|126.79|0.0|1.0|7.0|-3.95|6.0|1.0|-4.26|0.0477|0.0234|2.7|0.0|0.0|2.12e-09|9.06e-07|-0.03862|4.1356|-1391.7602960000002|-1391.722248|729.96|1239.35|299.8|0.5834|278.47|579.1|0.6593600000000001|0.64937|-1391.444853|2.1313|-0.20772|7.9208|7.9208
LY580276_a4|0.0|0|0|0.0|0.0|1|1|1.344599701|2.067497166|-0.001543874|5.4161004020000005|-0.020236527|0.044357639|0.0|-0.063298854|0.010217376|-0.172607392|10.94681614|0.011772853|1|1|0.009622161|-0.019747846|1|0.019144144|0.847526918|0.518109998|0|0.8685269959999999|0.243350596|-27.6229776|-34.22831819|4.207217677|11.22286434|0.131473004|63.36073061|-0.028035586|0.8478469959999999|-1.065352257|-13.31233017|-13.51117823|1948.220005|418.5688558|-513.4247728|1511.5340210000002|0.152153004|5.456603642999999|0.7764939829999999|4098.640927|-247.4345884|15.93586849|605.5630025|345.4102548|4.0060099860000005|1.0|0.0|1.0|0.0|3.01|17.0|4.49|3.13|0.0|84.74|0.0|1.0|2.0|-3.67|3.0|1.0|-4.21|0.0624|0.0181|3.35|0.0|0.0|2.75e-07|8.08e-05|-0.0225|4.4918|-959.4958788|-959.4723321|519.23|865.23|276.03|0.1905|234.01|402.99|0.36903|0.68002|-959.356125|2.5355|-0.2099599999999999|6757.0|6757.0
13_a15|0.0|0|0|0.0|0.0|0|1|1.4356889940000002|0.0|-0.006348913|0.0|-0.031457366|0.029206349|0.0|-0.393632585|0.001806571|-0.031047852|10.95980212|0.005149745|0|0|0.003766915|-0.173728081|2|0.009456191|0.7784213259999999|0.796300317|0|0.8854875790000001|0.708462114|-43.2365883|-61.86632281|10.21906987|142.67217639999998|0.114512421|72.25096855|-0.033811561|0.755283433|-1.961070565|-27.279882500000003|-21.33321476|3028.485145|558.6934137000001|-1237.326456|3581.589629|0.244716567|5.21465994|0.931684902|7196.400881999999|-780.6841766|28.24531009|1638.227985|830.7967967000001|10.55004024|1.0|1.0|0.0|1.0|4.13|24.0|4.33|2.52|2.0|138.24|0.0|1.0|6.0|-6.32|4.0|0.0|-6.1|0.000214|0.000357|5.32|0.0|0.0|1.27e-09|5.7e-07|-0.03946|2.5721|-1450.756042|-1450.727602|674.36|1231.11|482.03|208.0|314.52|549.33|0.63827|0.70626|-1450.399387|3.5479|-0.15229|8.2218|8.2218
21b_a23|0.0|1|1|0.0|0.0|2|0|1.197963051|3.351726269|-0.005936474|5.4161004020000005|-0.008526338|0.042455556|0.745297595|-0.326506055|0.01055698|-0.103470358|10.31321725|-0.0490623259999999|2|2|0.009872313|-0.069382957|2|-0.078097375|0.8339434929999999|0.668547062|1|0.930728719|0.224930782|-41.81114831|-58.25915868|10.15224639|41.6766724|0.0692712809999999|48.56114386|-0.034219814|0.812334718|-1.745210489|-29.31080756|-23.98906534|3074.083057|652.4673795|-1223.442332|2531.041828|0.187665282|8.773746105|0.846591917|6919.229053|-857.6679716|29.53101081|1506.081551|712.6737861|9.421307298|0.0|1.0|1.0|1.0|3.59|26.0|3.92|2.6|2.0|129.97|0.0|1.0|5.0|-6.1|5.0|0.0|-5.22|0.000361|0.00273|3.7|0.0|0.0|1.43e-08|6.45e-06|-0.08401|3.6237|-1761.498874|-1761.4722969999998|735.65|1247.38|342.15|0.2607|309.79|611.6|0.57848|0.70139|-1761.230923|9.5312|-0.23434|7.0691|7.0691
12h_a40|0.0|0|0|0.0|0.0|1|0|0.60499064|1.760542171|-0.008044548|5.4161004020000005|-0.107711573|0.041915709|0.803557099|-0.289603712|-0.000134504|0.189869851|10.31197256|-0.21893421|2|2|-0.002126898|0.127299624|0|-0.335801908|0.845904643|0.6948809659999999|1|0.839481749|0.006997021|-50.45378559|-48.34705035|6.193088525|208.6717565|0.160518251|84.86252967|-0.038796498|0.844008584|-1.280284432|-26.67382585|-20.51086984|2270.834041|443.8158546|-676.8587047999999|603.6697997|0.155991416|7.989299324|0.983394285|5087.343024|-357.8405665|24.30173133|801.957134|350.9435025|6.584127851|0.0|1.0|1.0|1.0|3.19|20.0|4.59|3.76|2.0|96.16|0.0|1.0|2.0|-6.25|2.0|0.0|-5.58|0.0002009999999999|0.000942|4.75|0.0|0.0|1.44e-07|5.2e-05|-0.07512|2.6436|-2153.207198|-2153.186757|548.82|910.77|469.0|0.3985|298.7|435.95|0.6503899999999999|0.7041|-2153.072091|2.5573|-0.18432|6.0846|6.0846
12u_a30|0.0|0|0|0.0|0.0|0|2|0.604983445|0.0|-0.006935447|5.351858133|-0.027452346|0.043383838|0.0|-0.367578706|0.002431329|0.028815747|10.31162873|-0.0646674999999999|1|1|0.001805829|-0.0493878409999999|1|-0.105767484|0.889479916|0.711738503|0|0.84944095|0.477056017|-51.83732031|-65.55148142|10.42404292|78.15130994|0.15055905|100.8445957|-0.03794847|0.810462868|-1.859475018|-34.72068676|-25.41792137|3001.03926|568.9563615000001|-1245.478147|2608.6452440000003|0.189537132|7.804487592999999|0.7958728709999999|7133.515802|-834.2224549|31.36222814|1536.749179|685.6665849999999|9.709034401|0.0|1.0|0.0|1.0|4.63|17.0|5.11|3.79|2.0|137.3|0.0|1.0|5.0|-6.58|4.0|0.0|-6.04|0.000123|0.0004269999999999|5.12|0.0|0.0|1.58e-08|7.39e-06|-0.0528299999999999|3.5003|-2494.962309|-2494.927579|705.15|1202.06|354.21|0.1502|354.21|559.16|0.6847|0.6847|-2494.736802|5.3020000000000005|-0.20146|7.4647|7.4647
7_a15|0.0|0|0|0.0|0.0|0|0|1.419941457|0.0|-0.010310394|0.0|-0.038088878|0.035075075|0.0|-0.494898891|-0.0013239329999999|0.038636783|10.95880715|0.0019353679999999|0|0|0.002150323|-0.211522056|1|0.00364345|0.740089344|0.8115121240000001|0|0.841400327|0.403524276|-41.29775265|-61.50761094|20.31436245|103.8062879|0.158599673|88.02694557|-0.026500274|0.448664402|-1.2190126140000002|-22.92132733|-14.70834175|2330.667514|466.9990754|-676.5837204|1624.468817|0.551335598|6.01738192|0.657158418|5097.868552|-375.5215702|32.78250222|1507.995102|474.9756287|23.75461091|1.0|1.0|1.0|1.0|3.16|18.0|3.38|1.74|2.0|99.77|0.0|1.0|7.0|-4.83|5.0|1.0|-4.49|0.00516|0.0113|3.84|0.0|0.0|6.41e-08|2.26e-05|-0.0284899999999999|3.7495|-1184.385377|-1184.367098|580.73|1000.95|330.67|0.3463|279.33|499.86|0.64652|0.70497|-1184.168094|1.1115|-0.18454|6644.0|6644.0
12bi_a36|0.0|0|0|3.466222049|0.0|0|2|1.297042566|0.0|-0.00902707|5.351858133|-0.043740597|0.043854875|0.0|-0.559678363|0.000482522|-0.067142264|10.95958518|0.041834838|1|1|0.002872872|-0.176729938|1|0.071329141|0.858971809|0.8350231859999999|0|0.7850011179999999|0.382000949|-57.89562053|-75.1419557|24.16125901|129.685076|0.214998882|150.12481100000002|-0.027831043|0.4996603229999999|-1.614200516|-40.42611289999999|-19.43326441|3044.149713|548.1337538|-1127.129336|2660.0547690000003|0.500339677|8.454426643|0.85865094|6572.410403|-787.0277122|38.89295091|2255.791153|766.4854363|26.24794923|0.0|0.0|1.0|2.0|4.97|17.0|2.83|1.42|1.0|136.74|0.0|1.0|7.0|-4.11|6.0|0.0|-4.15|0.0342|0.0315|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|-0.0510199999999999|3.6851|-1461.997992|-1461.966152|742.94|1256.37|336.45|0.4214|319.1|603.92|0.68181|0.69207|-1461.69263|7.0514|-0.2018|7.8539|7.8539
2_a4|0.0|0|0|0.0|0.0|0|1|1.189716144|0.0|-0.00708265|4.59511985|-0.103346554|0.037777778|0.0|-0.269140683|-0.001386521|0.090707854|10.95268469|0.076479666|0|0|-0.0016168089999999|0.147657684|1|0.1355918559999999|0.847373823|0.912872667|0|0.742518847|0.442778552|-49.45826819|-44.27948986|2.667094277|166.102249|0.257481153|108.4760726|-0.0379537729999999|0.843107708|-1.366335816|-20.83662681|-15.98981578|1623.668791|312.82106489999995|-575.6333682|910.3327882|0.156892292|4.710383035|0.656126301|3396.86527|-242.5126903|18.96532986|682.7518749|284.26458360000004|4.657326379|1.0|0.0|0.0|2.0|3.33|12.0|2.12|1.63|0.0|79.59|0.0|2.0|2.0|-2.18|4.0|1.0|-2.77|1.67|434.0|1.62|0.0|0.0|1.4800000000000002e-05|0.00374|-0.01612|3.2230000000000003|-819.9326497000001|-819.8996124|458.73|764.77|384.69|0.1315|210.28|333.36|0.4682|0.6885600000000001|-819.771754|1.7717|-0.16226|7.5086|7.5086
19j_a38|0.0|0|0|3.235947106|0.0|0|2|1.29704352|0.0|-0.007976154|5.351858133|-0.04575843|0.04391253|0.0|-0.438688445|-0.004442319|0.003554228|10.95429182|-0.036248822|1|1|-0.002443797|-0.09493054|1|-0.060360554|0.908721232|0.6885713729999999|0|0.8071763829999999|0.625966089|-57.80349365|-73.92901683|17.15233756|131.29876370000002|0.192823617|131.9851314|-0.038119963|0.714369845|-1.944118135|-39.565701700000005|-26.09259418|2969.234865|552.5012068|-1330.722303|3109.238056|0.285630155|7.506210369|0.6907121629999999|6704.612831|-910.8612362|36.5253298|1862.79182|640.025745|16.123318700000002|0.0|1.0|1.0|3.0|4.81|17.0|3.17|1.76|1.0|130.41|0.0|1.0|5.0|-4.35|5.0|0.0|-4.12|19.0|0.0322|2.5|0.0|0.0|1.2099999999999998e-07|5.14e-05|-0.06447|3.6886|-1424.426858|-1424.390074|686.26|1163.3|336.13|354.0|205.41|533.97|0.30419|0.69435|-1424.183388|10.8124|-0.21629|8.1146|8.1146
SB431542_a8|0.0|0|0|3.172627551|0.0|1|1|1.401734117|1.4114120369999998|-0.014434378|5.4161004020000005|-0.1950388569999999|0.041909722|0.0|-0.721718925|-0.0075336219999999|-0.029382296|10.94951956|-0.0453332859999999|1|1|-0.005306541|0.055198015|1|-0.072891515|0.8220300859999999|0.7318727540000001|0|0.5653298489999999|0.274152231|-76.82006387|-74.57768059|20.78806656|170.1252996|0.434670151|260.1744351|-0.048754953|0.7608280590000001|-2.242727845|-45.98111161|-29.18257067|2801.428659|338.38158389999995|-1342.398251|1947.072021|0.239171941|7.360028263999999|0.908729075|6203.505123|-803.5005528|38.35632812|1764.391093|529.053307|15.07117296|0.0|1.0|0.0|2.0|3.35|23.0|3.13|1.9|1.0|109.21|0.0|1.0|4.0|-4.4|5.0|0.0|-4.14|16.0|0.0292|2.4|0.0|0.0|1.74e-07|6.96e-05||||||||||||||||4.1019|4.1019
12g_a30|0.0|0|0|0.0|0.0|0|2|0.6049842529999999|0.0|-0.010447128|5.351858133|0.024086432|0.039951691|0.0|-0.574592016|0.001371944|0.007330206|10.31162838|-0.049719762|1|1|0.0026474159999999|-0.084317059|1|-0.0885760969999999|0.886776351|0.770326886|0|0.783662781|0.487608738|-58.41940906|-70.11305057|18.59520651|133.2169768|0.216337219|146.623137|-0.040568357|0.7743107290000001|-2.068986201|-39.593913|-27.49531395|3058.2873170000003|531.1295763|-1402.261011|2482.668258|0.225689271|8.694447089|0.8484671109999999|6688.137428|-950.3862054|35.50940589|1810.9797|683.7405759|13.18447384|0.0|1.0|0.0|1.0|4.67|17.0|3.4|2.06|2.0|133.52|0.0|1.0|6.0|-6.0|6.0|0.0|-5.01|0.000444|0.00427|3.89|0.0|0.0|3.7600000000000003e-07|0.000165|-0.0576|3.5592|-1743.214798|-1743.174676|717.55|1206.02|348.35|0.2449|244.53|577.31|0.26238|0.68366|-1742.965961|3875.0|-0.2083699999999999|8.0334|8.0334
16c_a32|0.0|1|1|3.329674745|0.0|0|0|0.6094207629999999|0.0|-0.01639019|5.733341277|-0.087497559|0.03995614|2.077479142|-0.770338913|-0.0064007569999999|-0.031087095|10.31100271|-0.036931818|3|3|-0.00369116|-0.1260956869999999|0|-0.061904762|0.915639476|0.764217655|1|0.773043206|0.367322508|-53.00702241|-71.59058881|15.38819548|102.2022233|0.226956794|135.41296|-0.038178095|0.6846367059999999|-1.679836163|-31.62645048|-22.77882371|2649.168528|461.2334662|-1002.268243|3143.196853|0.3153632939999999|6.313526111|0.8653137670000001|5979.891916|-597.9997655000001|33.27140293|1463.941729|513.9156315|15.38911619|0.0|1.0|1.0|2.0|3.5|19.0|5.64|0.88|1.0|107.14|1.0|1.0|7.0|-6.04|5.0|0.0|-4.41|0.000366|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|4.13e-05|-0.0505|3.6264|-1916.6792|-1916.651132|639.66|1069.28|341.89|0.2955|341.89|508.43|0.70198|0.70198|-1916.478107|4.0551|-0.20047|8.3468|8.3468
4q_a46|0.0|0|0|0.0|0.09591943|1|1|1.131262631|2.151582577|-0.001250008|5.587248657999999|0.004704245|0.0462962959999999|0.0|-0.066250447|0.012173202|-0.155661124|10.96363644|-0.081623022|1|1|0.012222698|-0.1214838219999999|2|-0.121752717|0.848935944|0.703627625|0|0.913550004|0.258420996|-29.12008262|-39.09149156|8.099124333999999|38.31894407|0.086449996|48.25357162|-0.021010627|0.61955726|-1.050531344|-16.25388148|-11.72744747|2234.596293|509.9138517|-586.3723734|1491.412605|0.38044274|6.038093227999999|0.952269544|4992.497361|-327.2939568|18.92875482|946.4377411|554.3688216|10.28758193|1.0|1.0|1.0|0.0|3.95|17.0|4.09|1.75|0.0|102.63|0.0|1.0|4.0|-3.41|4.0|1.0|-3.89|135.0|0.0449|2.65|0.0|0.0|1.14e-07|3.97e-05|-0.03042|4.5296|-1108.751283|-1108.729426|606.7333|1043.05|273.72|0.1432|273.72|510.13|0.69002|0.69002|-1108.511662|2.7026|-0.2207199999999999|6129.0|6129.0
14m_a23|0.0|1|1|0.0|-4.405643132|2|0|1.197955072|3.1160758160000004|-0.008929306|5.351858133|-0.272389934|0.0431917209999999|0.665608656|-0.482182526|0.001027627|-0.034213923|10.3132176|-0.050626415|2|2|0.001951778|-0.07256543|2|-0.072906704|0.8581143859999999|0.5415996160000001|1|0.9258118|0.268552591|-50.63012925|-62.09952738|12.51396625|47.23604193|0.0741882|51.59888942|-0.039285786|0.7958339090000001|-1.964289314|-35.21393496|-27.32379205|3255.247038|643.9145427|-1366.189602|2263.262957|0.204166091|8.595073462|0.911438824|7588.823133|-950.2032192|34.33353583|1716.6767920000002|658.8108151|12.51739962|0.0|1.0|1.0|1.0|3.51|26.0|4.42|3.82|2.0|125.29|0.0|1.0|6.0|-6.38|7.0|0.0|-5.79|0.000198|0.000773|4.46|0.0|0.0|5.94e-09|2.85e-06|-0.08347|3.6774|-1966.968005|-1966.945041|707.56|1209.21|337.15|0.3335|337.15|572.31|0.65552|0.65552|-1966.721362|6.1522|-0.23555|8.5171|8.5171
1j_a5|0.0|0|0|2.9426852410000004|0.0|0|0|1.427567371|0.0|-0.003981454|4.59511985|-0.010620031|0.025987654|0.0|-0.175183967|0.00683534|-0.07622096|10.9487794|-0.032333695|1|1|0.006957291|-0.010807075|2|-0.0614852279999999|0.848473695|0.717355058|0|0.847163872|0.35883584|-39.64241895|-40.01980349|10.57633738|73.73338699|0.152836128|82.09385267|-0.027258236|0.616489567|-1.117587665|-21.29338752|-14.64139152|2242.805131|455.0425806|-600.2970524|847.5275797|0.383510433|7.328149934|0.883543443|4618.562904|-322.4414176|23.74961767|973.7343247|422.96706330000006|14.36297201|1.0|1.0|1.0|1.0|2.76|23.0|4.5|1.57|0.0|96.98|0.0|1.0|4.0|-4.03|4.0|1.0|-4.2|0.0304|0.0206|3.03|0.0|0.0|7.190000000000001e-09|2.36e-06|-0.03832|4.1205|-1065.849941|-1065.817476|572.47|959.39|300.89|0.5115|279.68|445.81|0.66182|0.6449|-1065.671975|2.2503|-0.20645|7.6198|7.6198
9a_a31|0.0|0|0|3.348289714|0.0|0|1|0.6101356720000001|0.0|-0.01391798|5.733341277|-0.093457477|0.036891534|0.0|-0.723734943|-0.006189303|0.03406986|10.31169772|-0.0007638889999999|2|2|-0.0033853629999999|-0.093527289|0|-0.001313433|0.837697452|0.76226755|0|0.691768132|0.235442032|-64.75697831|-78.6954713|21.33533299|163.6011874|0.308231868|197.8075471|-0.043430228|0.737758755|-2.0846509230000003|-41.55773748|-27.87131275|2855.751316|443.941629|-1337.8230119999998|1955.13855|0.262241245|7.812278516|0.939873412|6273.506211999999|-858.5468158|37.77835579999999|1813.361078|597.3075924999999|15.33993762|1.0|1.0|1.0|2.0|3.6|22.0|5.51|1.58|1.0|113.64|0.0|1.0|6.0|-5.62|5.0|0.0|-4.77|0.00101|0.00715|3.47|0.0|0.0|7.35e-09|3.07e-06|-0.04275|3.7892|-1691.9526239999998|-1691.9137670000002|680.72|1145.99|327.21|0.7028|327.21|540.01|0.7028|0.7028|-1691.716118|5.0244|-0.20032|6.8239|6.8239
12aq_a36|0.0|0|0|3.427017327|0.0|0|2|1.297043497|0.0|-0.0116333169999999|5.351858133|-0.135770278|0.041728395|0.0|-0.674732412|-0.006653538|-0.1031859869999999|10.95447882|-0.028591187|1|1|-0.004569485|-0.052743904|1|-0.047695595|0.89459881|0.849217847|0|0.681470612|0.162384515|-73.0277723|-81.56528598|14.29132551|86.6958382|0.318529388|212.8220574|-0.042953452|0.7619767479999999|-2.319486422|-48.79273723|-28.69889692|2932.54604|455.31741460000006|-1549.740434|2906.024504|0.238023252|8.596645087999999|0.743623723|6296.75201|-1035.442755|37.66374367|2033.842158|689.2886595|13.83147784|0.0|0.0|0.0|3.0|4.83|17.0|1.92|1.28|1.0|131.85|0.0|1.0|6.0|-3.52|5.0|0.0|-3.45|129.0|152.0|1.55|0.0|0.0|7.19e-07|0.000305|-0.06059|3.3759|-1401.669694|-1401.637414|703.04|1190.22|367.26|0.4988|317.51|534.96|0.6933199999999999|0.7058300000000001|-1401.391057|6.7649|-0.19967|7.2596|7.2596
1o_a5|0.0|0|0|2.923171926|0.0|0|0|1.427566509|0.0|-0.002633927|4.59511985|0.033105871|0.025987654|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|10.94518594|-0.008511304|1|1|0.0051989459999999|0.038275248|2|-0.016408975|0.85693939|0.650008224|0|0.88430372|0.447318682|-42.63505279|-39.1638643|7.122612351|167.3051756|0.11569628|62.16682117|-0.028770932|0.699913551|-1.093295425|-22.90899675|-15.45942012|2238.291862|475.1609233|-587.4579645|833.537568|0.300086449|7.522366517000001|0.8888980340000001|4572.818263|-315.657463|22.08761368|839.3293197999999|393.5487205|10.95092849|1.0|1.0|1.0|1.0|2.81|23.0|4.48|1.23|0.0|95.2|0.0|1.0|3.0|-4.08|4.0|0.0|-4.08|0.0269|27.0|2.78|0.0|0.0|7.85e-09|2.54e-06|-0.07037|4.1692|-1043.577386|-1043.536121|561.04|938.37|297.38|0.3966|275.45|443.88|0.4988899999999999|0.5492100000000001|-1043.422345|4.7435|-0.23973|7.4559|7.4559
8e_a12|0.0|1|1|0.0|0.0|1|1|1.283834633|1.873617728|-0.006350143|4.727387819|-0.049397555|0.037430556|2.197856963|-0.330207456|0.005196034|-0.087658302|10.94458094|-0.0309579439999999|1|1|0.005744805|-0.079913108|1|-0.051240735|0.815412281|0.797199175|1|0.939627917|0.001151979|-29.79080011|-50.273571200000006|8.884082475|51.38557748|0.060372083|34.57040021|-0.031094185|0.7112578709999999|-1.492520871|-17.05887601|-17.80522313|2548.979738|538.051884|-854.6507103|2112.908299|0.2887421289999999|6.446557205|0.830990262|5490.975165|-489.392042|25.03342862|1201.604574|561.9859171|11.19206011|1.0|1.0|1.0|1.0|4.11|21.0|3.34|3.05|2.0|117.04|0.0|1.0|3.0|-4.37|4.0|1.0|-4.69|0.0156|0.00744|3.53|0.0|0.0|1.19e-08|4.34e-06|-0.05739|3.3044|-1177.619013|-1177.593205|612.59|1048.44|375.21|0.2341|236.25|481.04|0.38889|0.6954899999999999|-1177.380602|1.0295|-0.19338|6.2306|6.2306
14c_a23|0.0|1|1|0.0|0.0|2|0|1.197962449|3.349976042|-0.005822256|5.351858133|-0.024758731|0.043538647|0.743546646|-0.296935034|0.010682694|-0.047853455|10.31321813|-0.047410593|2|2|0.009263715|-0.071484865|2|-0.077808321|0.857184548|0.659570836|1|0.922935039|0.2273163289999999|-37.73933093|-53.17009158|12.52192141|38.43627129|0.077064961|51.21382308|-0.034046252|0.7834075309999999|-1.600173862|-25.07982076|-22.62557089|2955.304496|613.3401089|-1063.401832|2379.221378|0.2165924689999999|7.832948614|0.8505592829999999|6755.962581999999|-706.6878684999999|28.88097191|1357.40568|633.3278634|10.88903141|0.0|1.0|1.0|1.0|3.4|26.0|4.0|3.51|2.0|125.29|0.0|1.0|5.0|-6.13|4.0|0.0|-5.55|0.000334|0.00126|4.21|0.0|0.0|1.02e-08|4.55e-06|-0.0795299999999999|3.7031|-2089.523959|-2089.501598|693.64|1177.63|334.81|356.0|334.81|549.86|0.56781|0.56781|-2089.293299|7.2704|-0.23096|8.6253|8.6253
2_a33|0.0|1|1|3.396444161|0.0|0|0|0.609420748|0.0|-0.009168933|5.733341277|-0.064926835|0.039958333|2.112255684|-0.476784502|-0.002514803|0.070526947|10.31100266|-0.05997501|3|3|-0.000810928|-0.083752249|0|-0.096644295|0.8799816220000001|0.753434785|1|0.8195154109999999|0.411881091|-49.13901703|-63.57699532|11.27469555|103.5201191|0.1804845889999999|110.28338390000002|-0.031851158|0.702597735|-1.56070672|-30.02592687|-19.46234551|2632.195388|500.7570617|-953.6549298|3245.244678|0.297402265|6.152818143999999|0.8867875909999999|6067.635829|-582.7217333|27.70055258|1357.327077|618.9134881|11.8727102|0.0|1.0|1.0|2.0|3.57|19.0|6.7|1.33|2.0|115.28|1.0|1.0|7.0|-6.35|4.0|0.0|-4.78|0.000183|0.0069|3.72|0.0|0.0|2.13e-08|8.78e-06|-0.04967|3.6281|-1920.079174|-1920.049452|655.74|1128.98|341.74|0.2911|341.74|525.38|0.70205|0.70205|-1919.830424|4.2519|-0.19979|8.2596|8.2596
1a_a5|0.0|0|0|0.0|0.0|0|1|1.189701889|0.0|-0.001785522|4.59511985|0.009305578|0.021346801|0.0|-0.078562954|0.005921049|-0.132197351|10.9502215|-0.004213083|0|0|0.00549829|0.069867374|2|-0.008431181|0.794139321|0.808272639|0|0.833638233|0.3602068089999999|-36.19957997|-38.07869556|4.047117885|83.60943679|0.166361767|83.77332129999999|-0.027665419|0.7256546770000001|-1.134282187|-18.22870183|-13.93123008|1940.139869|419.7878208000001|-571.1804334|902.6910106|0.274345323|6.199179484|0.835734058|4005.068642|-287.62427139999994|19.19815378|787.1243051|403.543273|8.305533524|1.0|0.0|1.0|1.0|3.54|18.0|3.08|2.09|0.0|93.49|0.0|1.0|3.0|-2.6|4.0|1.0|-3.44|755.0|109.0|2.17|0.0|0.0|7.13e-08|2.13e-05|-0.1040099999999999|2.8332|-951.1394906|-951.110826|531.02|882.1|437.61|0.2109|265.45|386.8|0.44868|0.54123|-951.178584|4.4956|-0.2262699999999999|6.9706|6.9706
14c_a22|0.0|0|0|0.0|0.0|1|0|1.42291727|1.596256692|-0.005236206|4.727387819|-0.018518519|0.038137255|1.568396937|-0.298463715|0.003784292|-0.023927419|10.9464374|0.006275578|1|1|0.004362505|-0.0917078119999999|2|0.010828071|0.8353837409999999|0.639264982|1|0.866576459|0.6160012029999999|-48.57709197|-57.64986681|17.68831053|36.22825261|0.133423541|96.05497587|-0.030217952|0.66168729|-1.60155147|-34.9718749|-21.75466672|3079.4894480000003|623.8702703|-1152.997336|2092.7515510000003|0.33831271|8.626337592|0.8592469290000001|6882.45|-830.0718911|32.87756477|1742.5109329999998|731.8178649|17.86404838|1.0|1.0|1.0|1.0|3.49|27.0|3.9|1.08|1.0|128.77|0.0|1.0|6.0|-4.86|6.0|0.0|-4.62|0.00618|0.0107|2.9|0.0|0.0|5.269999999999997e-10|2.35e-07|-0.07399|3.6741|-1460.602657|-1460.571156|715.52|1241.55|337.45|0.5079|216.15|575.8|0.3078|0.69113|-1460.324494|7.3824|-0.22807|6.8153|6.8153
10_a27|0.0|0|0|0.0|0.0|2|0|1.400533489|3.383341915|-0.006285923|4.59511985|-0.044164147|0.040512821|1.296293777|-0.282866526|0.00991794|0.034318674|10.93783185|-0.000903965|1|1|0.010329671|-0.2030237389999999|2|-0.001453596|0.862408925|0.614205449|1|0.8526621529999999|0.346344305|-32.5969511|-46.27574168|9.399794974|6.0140309720000005|0.147337847|78.34972221|-0.031079371|0.7453606909999999|-1.305333567|-17.33405307|-16.5270506|2270.538352|453.4194305|-694.1361252|943.2258247|0.254639309|6.761146212000001|0.912640238|4894.8090170000005|-369.1201792|22.1732254|931.2754667000002|424.8821143|8.782938574|0.0|1.0|1.0|0.0|3.01|21.0|2.81|2.25|0.0|97.39|0.0|1.0|3.0|-3.57|4.0|1.0|-3.92|0.0882|0.0394|2.55|0.0|0.0|5.81e-07|0.000192|-0.0498|4.1495|-1083.137871|-1083.1151289999998|573.31|958.95|298.79|0.4452|298.79|450.26|0.63894|0.63894|-1082.956472|4.6684|-0.21785|7.1612|7.1612
