molecula|SddssS|NaaNH|n9FaHRing|SaaNH|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12ak_a36|0.0|1|0|3.501132553|0|7.412764017000001|2|2|0.0|-0.052930979|-0.006465433|5.351858133|-0.0407717229999999|0.041728395|0.0042553209999999|-0.116440196|-0.015708652|1|0.005035022|0.198260132|-0.099596099|-0.439326642|0.051506104|0.860667615|0|0.848705143|-0.069176342|0.537460657|-66.15829243|14.3700664|113.186508|109.0807368|-0.032660864|10.36054668|25.9007405|0.737439195|-35.95881638|79.17567486|64.24490364|0.423822657|611.9003905000001|2735.7986920000003|0.262560805|7.98672125|13.86156772|31.93194362|0.018055095|-342.3783571000001|1883.984673|799.5563855|13.01738243|1.0|0.0|1.0|1.0|2.0|5.05|0.24|-7.38|69.2|2.66|0.0|138.33|0.0|1.0|6.0|32.0|423.51|2.66|-4.86|1.13e-05|0.00589|3.8|0.0|0.0|4.2e-08|4.21|-1350.865407|1247.89|336.05|0.4514|320.09|0.7034699999999999|-0.15275|6.3682|-0.20204|0.03471045|-1350.637958|8.5394|46.0|7.3372
13a_a5|0.0|1|0|2.931642415|0|6.605297921|0|0|0.0|-0.154076582|-0.006081807|4.59511985|-0.033436214|0.023989899|0.002355511|-0.139517787|-0.025324157|1|0.003196482|-0.012798693|-0.035005746|-0.367284642|-0.048584084|0.720100768|0|0.7667501609999999|-0.08903048|0.470564031|-54.03141848|10.77696869|126.2663658|150.1663914|-0.0279752339999999|6.938219155|39.93934134|0.598791539|-36.90128585|72.13276165|68.09484712|0.460877309|493.6342317|1314.232685|0.401208461|8.571729592999999|15.89940424|30.07803494|0.02811638|-127.2041084|1533.979782|620.5697596|18.10134317|1.0|1.0|1.0|1.0|2.0|3.07|0.13|-8.9|92.79|0.95|0.0|114.18|0.0|1.0|8.0|30.0|399.45|2.71|-3.74|0.000169|0.0734|2.19|0.0|0.0|1.26e-09|3.81|-1313.126035|1160.81|294.45|0.5953|267.87|0.50037|-0.17364|3.3414|-0.22898|0.04138695|-1312.968936|4.1671|91.0|7041.0
14p_a23|0.0|0|1|0.0|2|7.423568444|0|0|3.3252287430000003|0.044380583|-0.005975594|5.351858133|0.006191846|0.045165485|0.009895793|-0.060144819|-0.053921569|2|0.009266617|0.080581604|-0.0686282459999999|-0.4510651779999999|0.099883916|0.669357479|1|0.923455749|-0.063033628|0.223758613|-54.50240143|14.91710363|40.58186569|51.64167457|-0.033660197|10.06403753|84.65359899|0.751638299|-28.69113861|67.36602512|57.44364296|0.464933687|623.0226425|2170.5738260000003|0.248361701|9.014073839|16.84664803|30.21311441|0.0190667019999999|-339.5427625|1450.229492|646.2584547|12.86362369|0.0|0.0|1.0|1.0|1.0|3.48|0.04|-7.47|128.81|2.39|1.0|125.0|0.0|1.0|5.0|32.0|436.49|3.25|-4.9|2.09e-06|0.00554|3.3|0.0|0.0|3.39e-08|3.29|-1722.152257|1191.08|346.79|0.3802|346.79|0.6816|-0.14774|7.4033|-0.2382|0.02935511|-1721.994023|9986.0|3.0|8.5302
11a_a31|0.0|1|0|2.856083711|0|7.773594467000001|1|1|0.0|-0.045290366|-0.02376325|5.733341277|-0.259732443|0.044949495|-0.022093578|-0.1217573119999999|-0.019865299|2|-0.017433557|-0.149933348|-0.1068420919999999|-0.563537536|0.022073976|0.819138461|0|0.486754956|-0.151872243|0.271818874|-81.26889906|20.91187076|258.8577775|259.0291941|-0.056833284|10.55399384|71.03772901|0.735254945|-38.68354874|97.23036756|97.560141|0.451795285|245.6599349|1769.346573|0.264745055|5.791411901|10.5643234|39.01114987|0.031626337|-237.4612264|1326.379096|302.14325319999995|15.96146849|0.0|0.0|0.0|1.0|2.0|3.26|0.13|-4.65|125.57|0.57|0.0|83.12|0.0|2.0|3.0|23.0|329.33|2.42|-3.79|1.5399999999999998e-05|0.0531|2.53|0.0|0.0|2.22e-05|3.97|-1441.411622|860.74|325.92|0.2797|325.92|0.69222|-0.15515|6.4691|-0.20589|0.04099365|-1441.37897|8.9667|0.19|6.7212
12g_a31|0.0|1|0|3.42813681|0|7.765993078999999|1|1|0.0|0.0716209459999999|-0.01500347|5.733341277|-0.1044685569999999|0.0388738739999999|-0.008464411|-0.0733026079999999|-0.082116813|2|-0.0054114869999999|0.074878295|-0.0497478109999999|-0.57758443|-0.076150332|0.7983388929999999|0|0.58271093|-0.1284353869999999|0.325789284|-80.52794936|19.01411466|152.7424573|256.26669530000004|-0.039059048|11.67699967|548.1594997999999|0.6886488690000001|-48.43898314|95.97385383|97.88920296|0.470244801|357.8560168|1859.940155|0.311351131|8.098256552|15.28679013|34.8320455|0.02515117|-231.70711040000003|1637.106139|524.0230338|15.44590447|1.0|1.0|1.0|1.0|2.0|3.61|0.32|-6.45|131.36|0.86|0.0|103.26|0.0|1.0|7.0|27.0|384.45|2.9|-3.79|1.19e-05|0.0627|2.52|0.0|0.0|3.55e-07|4.17|-1578.800869|1090.41|323.3|265.0|323.3|0.70068|-0.15917|1.6279|-0.19241|0.04532186|-1578.66792|2.4038|0.11|6.9586
11a_a50|0.0|0|1|0.0|2|7.927685046000001|1|1|4.088412042|-0.156121881|-0.002914262|5.82008293|-0.014702942|0.038040936|0.011959339|-0.108592708|-0.129547471|2|0.012037198|-0.0739260509999999|-0.162848233|-0.267331063|-0.158172459|0.667956827|1|0.917127112|-0.048213112|0.2931724189999999|-37.63057389|9.774322692|7.53108119|43.81199235|-0.025421565|5.167341939|67.28055926|0.6543614329999999|-13.47492066|48.67321197|35.26290548|0.463749257|484.8529701000001|1550.320581|0.345638567|5.965221997|11.123941699999998|20.53832944|0.020887781|-163.21096210000002|862.6098364|439.9973344|11.04263807|0.0|0.0|1.0|1.0|0.0|3.44|0.15|-5.87|48.53|2.25|0.0|99.65|0.0|2.0|2.0|25.0|327.38|2.95|-4.16|0.000263|0.0228|2.9|0.0|0.0|1.35e-06|3.05|-1045.954278|963.2|305.11|0.1761|305.11|0.65485|-0.16769|5.4342|-0.2005299999999999|0.02431947|-1045.84627|7.5619|59.0|7.2291
12ab_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.0|-0.026189286|-0.008528077|5.351858133|-0.030346359|0.043854875|0.003529389|0.038312857|0.01563558|1|0.005111479|0.03046828|-0.12254489|-0.384942092|0.078325164|0.794193541|0|0.7997534890000001|-0.082740301|0.4605456229999999|-71.0035788|22.23130678|119.79740259999998|140.93076580000002|-0.031859359|15.64609074|0.0|0.603952976|-40.9825333|92.49334877|80.46280277|0.461207954|562.8556061|2618.234172|0.3960470239999999|8.44310703|15.6704374|37.1257096|0.030534507|-146.321375|2116.165447|792.3440337000001|21.48976996|1.0|0.0|1.0|1.0|1.0|4.87|0.21|-6.83|100.11|2.2|0.0|140.26|0.0|1.0|7.0|33.0|458.54|2.52|-5.0|2.47e-06|0.00456|3.81|0.0|0.0|1.47e-07|3.34|-1804.79081|1275.19|355.06|0.1957|258.2|0.68324|-0.14772|6.9089|-0.19672|0.03368522|-1804.589076|7.4968|17.0|7.7825
1c_a5|0.0|1|0|2.955525321|0|6.605297921|0|0|0.0|-0.268536978|-0.001983746|4.59511985|-0.006491037|0.0248765429999999|0.008031558|-0.228971551|-0.058823529|1|0.007357977|-0.133677441|0.034752304|-0.20172074|0.128385959|0.6977404359999999|0|0.88631419|-0.068062282|0.436308619|-35.99212225|4.27195187|160.5407184|58.16640976|-0.0281385329999999|2.185709046|0.0|0.753027268|-17.81716094|43.86175561|39.09545876|0.476413155|453.4753671|873.709445|0.246972732|6.063350238|11.580409800000002|19.11862892|0.0153811389999999|-258.918642|764.7451566000001|409.0289917|7.869633359|1.0|1.0|1.0|1.0|1.0|2.78|0.05|-8.41|54.46|2.13|0.0|95.45|0.0|1.0|3.0|24.0|312.37|3.43|-4.45|5.5700000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|3.17|-990.5931502|929.31|274.99|271.0|254.15|0.53838|-0.18719|1.7105|-0.22684|0.029157178|-990.516371|2.6801|3981.0|5.4
1h_a5|0.0|1|0|2.9516097130000003|0|6.605297921|0|0|0.0|-0.259241577|-0.001978474|4.59511985|-0.009075016|0.026339869|0.008031558|-0.1197834419999999|-0.044117647|1|0.007357977|-0.043247682|0.034752304|-0.20140246|0.070628165|0.6977404359999999|0|0.8806402259999999|-0.067599619|0.39793593|-36.2462047|4.588992214|160.0744187|62.25239147|-0.027798699|2.393400474|0.484419999|0.7450549759999999|-18.38824808|44.51475742|39.84574434|0.489507204|459.3001331|819.6979313999999|0.2549450239999999|6.711386288|13.14687756|19.45961351|0.01585373|-255.618083|778.3845404|409.0289917|8.268552715|1.0|1.0|1.0|1.0|1.0|2.8|0.05|-8.41|54.46|2.13|0.0|95.45|0.0|1.0|3.0|24.0|312.37|3.43|-4.45|5.5700000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|3.17|-990.6032645|934.7|284.03|0.3333|266.52|0.57155|-0.17797|2.2396|-0.21921|0.031392033|-990.523098|3.3752|28.0|7.5528
10_a32|0.0|1|1|3.294952523|0|7.765993078999999|0|0|0.0|0.153272514|-0.016404762|5.733341277|-0.087497559|0.03995614|-0.0064007569999999|-0.028431775|-0.047619048|3|-0.00369116|-0.03673326|-0.1260956869999999|-0.690879647|0.012125768|0.764217655|1|0.7622839570000001|-0.088310158|0.266552538|-75.59866726|15.91131724|57.97512956|146.8439966|-0.038939628|9.828875607|52.24660367|0.6946347429999999|-33.69815077|91.10767604|70.46302679|0.449853016|470.8845962|2980.525719|0.305365257|7.079344111|12.86809583|34.62844557|0.025106509|-240.4628923|1523.651605|513.9156315|15.50900878|1.0|0.0|1.0|1.0|2.0|3.56|0.22|-6.99|149.27|0.88|0.0|107.14|1.0|1.0|7.0|27.0|399.49|3.42|-4.41|9.17e-07|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|4.12|-1916.631761|1086.09|340.24|0.2983|340.24|0.70228|-0.15088|2.4919|-0.2052199999999999|0.03701539|-1916.519894|3.2297|7.0|8.1427
9g_a24|0.0|1|0|2.931798469|1|7.273092596000001|0|0|1.7647373919999998|-0.318471716|-0.00106361|5.283203728999999|0.001126633|0.0279797979999999|0.0144065739999999|0.070915465|-0.02471184|2|0.013119312|-0.292600863|-0.0273623029999999|-0.079421802|0.13372961|0.657503038|0|0.8671367529999999|-0.064835725|0.383340003|-32.49188065|9.283063574|174.88817269999998|65.73938109|-0.021297745|4.593165278|0.0|0.4819264479999999|-15.87288497|49.25777584|41.36311977|0.427531635|429.0504306|1196.910121|0.518073552|6.124370267000001|10.69818114|21.8662148|0.033884884|17.88521849|809.0499476|341.3207334|16.76589519|0.0|1.0|1.0|1.0|1.0|2.8|0.06|-6.43|72.28|0.64|0.0|87.53|0.0|1.0|3.0|23.0|302.33|1.93|-3.09|0.00323|247.0|1.37|0.0|0.0|3.720000000000001e-07|0.75|-984.5565078|879.99|289.67|0.2444|236.07|0.64993|-0.17806|2.9691|-0.21391|0.032630457|-984.497752|4.4131|68.0|7.1675
12ax_a36|0.0|1|0|3.429529478|0|7.412764017000001|2|2|0.0|-0.0943348109999999|-0.007681676|5.351858133|-0.040458296|0.043383838|-0.001012333|-0.057017299|-0.034663063|1|-0.00097037|0.128253871|-0.101451485|-0.440372791|-0.0394369539999999|0.771220556|0|0.846837721|-0.073739612|0.375647684|-72.11700812|12.79462904|36.17982162|102.4490387|-0.038813619|8.558226304|1.236876307|0.7648530440000001|-32.99232962|84.58859134|62.11847297|0.488501696|566.4430628|2471.295987|0.235146956|7.563197245|14.78635841|33.94393618|0.018645135|-354.3162187|1697.196809|661.6709012|12.47158322|1.0|0.0|1.0|0.0|2.0|4.74|0.14|-7.76|69.2|2.99|0.0|133.77|0.0|1.0|5.0|31.0|450.32|2.82|-5.18|8.27e-06|0.00295|3.93|0.0|0.0|1.74e-08|4.42|-2152.100515|1182.31|318.82|0.5236|236.74|0.69348|-0.15728|4.5001|-0.21324|0.03044421|-2151.971761|6.0402|12.0|7.9208
10_a4|0.0|0|0|0.0|1|7.535296702|1|1|2.146166934|-0.180140166|-0.002959121|5.4161004020000005|0.005483539|0.038699764|0.01107733|-0.122141977|-0.090413559|1|0.011142889|0.014917047|-0.083887216|-0.241683916|-0.120059574|0.6799081490000001|1|0.921653019|-0.051015897|0.43000216|-45.97324097|8.440134933|39.48408698|45.34497624|-0.027007048|4.884907049|64.26218096|0.744529685|-17.08910641|54.09964719|37.96666686|0.4858700179999999|533.4262268|2064.276654|0.255470315|5.759414166|11.20225306|20.99433004|0.014040792|-283.0534799|1049.716502|594.7358385|8.126406226|1.0|1.0|1.0|1.0|0.0|3.46|0.26|-8.07|52.83|2.53|0.0|111.38|0.0|1.0|4.0|28.0|370.45|3.9|-4.85|2.21e-05|0.00519|3.85|0.0|0.0|8.51e-09|3.34|-1183.790554|1083.65|340.01|0.1792|249.6|0.7038399999999999|-0.15561|1.4517|-0.2025|0.02232068|-1183.602045|2.2386|88.0|7.0555
18a_a22|0.0|0|0|0.0|1|6.842683282|0|0|1.854982521|-0.197348157|-0.003488994|4.727387819|-0.018344659|0.038167849|0.007066388|-0.021976395|-0.015194063|1|0.007079018|0.059645624|-0.0835538409999999|-0.296897301|-0.042139855|0.722009212|1|0.926535704|-0.050645213|0.573315195|-51.6464295|11.62443251|29.59800426|49.84469832|-0.029276847|7.887046626|18.5219848|0.710467198|-23.31437056|64.80092090000001|45.98663929|0.487405342|628.6440468999999|2213.859172|0.289532802|7.037677899|13.72951861|27.95908297|0.0193879289999999|-285.5992506|1453.872315|730.9420477000001|13.15449139|1.0|1.0|1.0|1.0|1.0|3.49|0.08|-9.4|100.61|2.13|1.0|131.64|0.0|1.0|6.0|32.0|436.53|3.9|-5.16|2.59e-06|0.00305|3.78|0.0|0.0|3.95e-10|3.69|-1691.2957760000002|1211.84|355.95|0.3174|246.91|0.68577|-0.1408|3851.0|-0.21148|0.01932946|-1691.097989|5.3946|13.0|7.8861
18_a4|0.0|0|0|0.0|1|7.535296702|1|1|1.904090136|-0.181683336|-0.004533883|5.4161004020000005|-0.164169913|0.042924837|0.000379379|-0.200683549|-0.063708832|1|0.00042|0.108754635|0.006968314|-0.319213511|0.102914528|0.615655659|0|0.7755960390000001|-0.094231531|0.269470313|-42.33787448|8.729352711|203.5264327|110.7087804|-0.03479101|4.306590617|0.0|0.769438308|-22.93503169|50.98777224|55.21809494|0.405586004|382.6371479|1573.744396|0.2305616919999999|6.133421395|10.31843368|22.30718562|0.0175331289999999|-265.85258480000005|825.3658678999999|337.0066459|8.649897756|0.0|1.0|1.0|0.0|1.0|3.32|0.11|-5.53|50.94|2.2|0.0|86.22|0.0|2.0|3.0|23.0|307.32|2.78|-3.51|0.00113|0.0959|2.24|0.0|0.0|2.96e-06|3.02|-1033.454769|870.74|294.88|0.2083|274.59|0.57777|-0.17345|2.7878|-0.20883|0.02525528|-1033.398285|3498.0|2.62|5.5817
12a_a5|0.0|1|0|2.981252568|0|7.139660336|1|1|0.0|-0.256282289|-0.00166971|5.209486153|0.043132749|0.023108466|0.00873078|-0.114419442|-0.032601907|1|0.008649556|-0.006024869|-0.057691345|-0.175245466|0.1121034509999999|0.741588813|0|0.894590896|-0.058605038|0.337539208|-41.59124655|5.032443973|13.74268646|64.77671525|-0.026030816|3.0925714930000003|0.0|0.746785093|-22.13179066|50.40529807|41.04680832|0.457755771|549.7500455|899.5599904|0.253214907|8.741980056000001|16.12184989|21.42066499|0.014342828|-303.31208710000004|1113.8745800000002|650.3600841|8.814051518|0.0|1.0|1.0|1.0|1.0|3.06|0.21|-8.83|57.7|2.17|0.0|119.38|0.0|1.0|5.0|29.0|381.47|3.58|-4.59|5.37e-05|0.00977|3.38|0.0|0.0|1.4800000000000003e-09|2.91|-1201.990542|1140.24|297.97|0.4794|264.55|0.67169|-0.17152|2.5642|-0.21228|0.03567816|-1201.8082029999998|3.9457|19.0|7.7212
35_a18|0.0|0|0|0.0|0|7.03438793|2|2|0.0|0.068150325|-0.00622005|4.844187086|-0.020425504|0.03531746|-7.44e-05|0.027469086|-0.0098863069999999|0|0.00113101|-0.104482176|-0.078001173|-0.5009599889999999|-0.032017257|0.7277482059999999|0|0.800765945|-0.081822342|0.3888901179999999|-62.06945887|6.525195505|118.7214377|146.8343246|-0.033440195|4.809030636|74.92670772|0.874573807|-44.44264921|67.9315105|66.82777970000001|0.465531336|590.1597827|1761.858479|0.125426193|9.184536969|17.18442554|28.17969862|0.007954001|-552.1173777|1916.219506|1056.535856|5.862051629|1.0|1.0|1.0|1.0|3.0|4.3|0.3|-9.55|85.29|3.33|1.0|151.05|0.0|1.0|8.0|36.0|480.6|3.07|-5.53|8.629999999999999e-07|0.0014199999999999|4.55|0.0|0.0|2.81e-10|8.09|-1532.976969|1400.62|385.69|0.4981|385.69|0.69279|-132.0|2.0432|-0.18079|0.02600607|-1532.627182|2.7788|24.0|7.6198
25d_a34|0.0|0|0|0.0|1|7.412764017000001|1|1|1.940324546|0.128783829|-0.015046463|5.351858133|-0.089654563|0.041037037|-0.005017781|-0.1266965|0.00670464|1|-0.001685762|-0.263924686|-0.211368416|-0.605891389|0.14554928|0.778903495|0|0.674282353|-0.100582621|0.631894475|-82.09024497|19.36462983|174.9700398|215.4372954|-0.044492794|12.8082206|69.64131956|0.7772035959999999|-44.00298587|95.24066462|85.89233572|0.478308897|445.9861716|2564.887803|0.2227964039999999|6.933980884|13.29135354|37.86469665|0.019881997|-366.6979266|2006.828923|673.8038326000001|13.15041965|1.0|1.0|1.0|1.0|2.0|3.58|0.12|-8.08|90.3|2.26|0.0|119.81|0.0|1.0|7.0|32.0|427.46|3.21|-4.48|2.44e-05|0.0141|3.05|0.0|0.0|8.26e-09|6.05|-1426.468726|1198.19|290.15|0.2106|290.15|0.6764600000000001|-0.1771299999999999|6.1995|-0.21234|0.02807001|-1426.307095|8.0068|0.95|6.0223
8a_a32|0.0|1|1|3.217128449|0|7.773594467000001|0|0|0.0|-0.0755556459999999|-0.010151321|5.733341277|-0.056633919|0.04008547|-0.003484915|-0.020716518|-0.128684642|3|-0.001662219|-0.050766252|-0.0852122769999999|-0.591393096|-0.184419911|0.7507116140000001|1|0.814553726|-0.083474428|0.221908108|-68.61558335|11.48993376|73.64907732|116.298071|-0.035678106|7.205629442999999|66.81560596|0.7490845290000001|-32.82934751|79.73671389|63.83886888|0.480024324|510.8273411|3312.822051|0.250915471|7.420041446|14.26997798|29.86932167|0.017733503|-312.4144752|1373.988797|557.1050635|11.12113054|1.0|1.0|1.0|1.0|2.0|3.48|0.26|-7.65|140.04|1.37|0.0|110.69|1.0|1.0|7.0|27.0|397.52|4.07|-4.99|1.5199999999999998e-07|0.00406|4.17|0.0|0.0|2.23e-08|4.98|-1880.732222|1110.23|348.07|0.4315|348.07|0.70316|-0.1445|4.8933|-0.2061599999999999|0.03498398|-1880.595748|7.6703|45.0|7.3468
12f_a40|0.0|0|0|0.0|1|7.515889085|0|0|1.768354671|-0.03356339|-0.006206277|5.4161004020000005|-0.015621373|0.040501792|0.008525796|0.108909202|-0.172869148|2|0.006841832|0.115814835|-0.033224348|-0.397377446|-0.160218113|0.605644757|1|0.909993912|-0.067004323|3.43e-05|-45.41519509|11.90644165|62.72992556|49.72883796|-0.032879466|6.57837176|61.55859085|0.7314440520000001|-20.45387851|56.53158029|48.92668311|0.490421149|502.7764322|628.5604981|0.268555948|8.404802652999999|16.49362536|24.83590915|0.0201199619999999|-255.7481174|869.2568204|384.1423925|11.1163852|1.0|0.0|0.0|0.0|0.0|3.24|0.06|-7.32|67.66|3.99|0.0|98.25|0.0|1.0|3.0|24.0|376.26|4.76|-5.99|2.66e-07|0.0003819999999999|5.4|0.0|0.0|4.81e-08|4.77|-2212.348599|951.55|436.97|0.4348|286.25|0.7029|-0.11765|3.2818|-0.19526|0.01077929|-2212.275094|4.8562|0.38|6.4202
10_a1|0.0|1|0|3.261363142|0|6.86171134|0|0|0.0|0.0883621719999999|-0.014135827|4.727387819|-0.23385288|0.037578348|-0.012672753|-0.020225596|0.010430299|1|-0.0106277489999999|0.107434253|-0.019835038|-0.623957903|-0.0369911079999999|0.658433571|0|0.669963758|-0.116648443|0.126889306|-61.93104798|8.34295348|212.8090837|186.6625065|-0.045402319|4.718623023|64.49041745|0.8340962559999999|-37.31383317|70.6564636|74.31719486|0.459673515|378.9193385|1768.2330920000002|0.165903744|7.376231317999999|13.65143394|30.78628757|0.015427326|-377.9175542|1262.237791|433.2550452|8.725415617000001|1.0|1.0|1.0|0.0|2.0|3.0|0.0|-8.02|78.87|2.78|0.0|99.61|0.0|1.0|4.0|27.0|359.35|3.7|-4.73|1.04e-05|0.00673|3.64|0.0|0.0|9.53e-09|5.81|-1223.125689|979.35|363.94|0.6754|363.94|0.70345|-0.13576|5.3861|-0.20378|0.03426532|-1223.022387|7807.0|1.5|5.8239
1k_a5|0.0|1|0|2.9020229360000003|0|6.605297921|0|0|0.0|-0.216088148|-0.0030192829999999|4.59511985|-0.064652321|0.026339869|0.003886035|-0.145151027|-0.011848312|1|0.003708988|-0.220946861|0.019611905|-0.254495542|-0.011552666|0.558485747|0|0.7836926809999999|-0.078995018|0.425724957|-38.00629774|5.571869083999999|165.11680719999998|110.6497654|-0.0301207529999999|2.850231839|0.498979532|0.724954458|-20.67084672|47.83775802|45.98095096|0.48165588|400.8898627|824.0133397999999|0.275045542|6.710535795|12.9461019|21.25369168|0.019219352|-230.14624|786.3865923|357.34245360000006|9.83146028|1.0|1.0|1.0|1.0|1.0|2.71|0.0|-8.3|54.46|2.29|0.0|90.44|0.0|1.0|3.0|24.0|316.33|3.42|-4.3|0.000106|0.0157|3.16|0.0|0.0|4.99e-09|3.1|-1050.51717|890.76|281.38|0.6242|262.56|0.5282|-0.1798799999999999|1.5911|-0.22504|0.03133456|-1050.468159|2.3036|48.0|7.3188
11b_a5|0.0|1|0|2.943854668|0|6.605297921|0|0|0.0|-0.2023158669999999|-0.003900104|4.59511985|0.008093965|0.023988604|0.006121601|-0.118167947|-0.0536971829999999|1|0.005685558|-0.108457009|-0.0109928619999999|-0.252164213|-0.0497097529999999|0.682032125|0|0.8737310509999999|-0.07633373|0.378154801|-48.42513182|9.829471091|55.25128526|75.80248447|-0.029332646|5.900883275|1.880682804|0.66824472|-27.50997723|62.16286481|55.65456427|0.456131351|524.5231302|913.0178976|0.33175528|8.936258446|16.43091298|26.35133256|0.0228838029999999|-202.0032297|1159.458633|504.9898148|13.73773299|1.0|1.0|1.0|1.0|1.0|2.99|0.1|-9.15|63.69|2.01|1.0|106.58|0.0|1.0|6.0|27.0|376.84|3.68|-4.69|2.26e-05|0.00767|3.62|0.0|0.0|7.109999999999997e-10|3.31|-1564.72614|1063.35|295.32|0.5806|275.55|0.6284|-0.17107|1.9569|-0.21291|0.03575776|-1564.621301|2.8531|19.0|7.7212
9a_a40|0.0|0|0|0.0|1|7.515889085|0|0|1.865740741|-0.028285975|-0.003680068|5.4161004020000005|-0.020455825|0.0397333329999999|0.01310675|0.157704751|-0.1720337089999999|2|0.011966382|0.291102625|0.009844552|-0.449508498|-0.394662853|0.61091688|1|0.937600185|-0.060029933|0.002467659|-35.24260989|5.334966331|109.9916614|30.17155594|-0.032156295|2.579562688|51.49564873|0.868476591|-14.03449109|39.45618424|34.36063715|0.493941591|453.3484005|336.39741360000005|0.131523409|6.749223592000001|13.33684703|17.90285474|0.008714375|-356.33157|608.6970611|323.79254|4.213574358|1.0|0.0|0.0|1.0|0.0|3.26|0.06|-6.4|58.43|3.57|0.0|86.7|0.0|1.0|2.0|21.0|291.37|4.08|-5.08|3.24e-06|0.00243|4.54|0.0|0.0|4.02e-07|4.07|-1217.9449|847.69|373.53|0.4746|263.42|0.69958|-0.13808|3.8656|-0.20303|0.01109672|-1217.873686|5.09|214.0|6.6696
12au_a36|-3.3109381210000004|1|0|3.422314661|0|7.412764017000001|2|2|0.0|0.074839187|-0.009897048|5.351858133|-0.351827031|0.044036281|-0.006862238|-0.023640632|-0.03802163|1|-0.001160331|0.1320241419999999|-0.15024383|-0.515924985|-0.021932444|0.750657639|0|0.698996981|-0.090166553|0.284342092|-79.35600767|15.51748637|102.3999102|216.5471227|-0.038036474|11.16356587|26.04051569|0.7160586109999999|-46.66686194|95.91776213|80.38496714|0.492871181|502.8713191000001|2384.109036|0.283941389|8.963940512999999|17.67586495|38.21494522|0.023021031|-310.873098|2216.466823|805.2286932|16.56175445|0.0|0.0|1.0|0.0|3.0|5.0|0.17|-6.87|123.75|0.84|0.0|142.02|0.0|1.0|7.0|34.0|474.54|1.18|-3.72|0.0001409999999999|0.0897|1.64|0.0|0.0|1.36e-07|6.24|-1876.156196|1283.4|334.15|809.0|241.65|0.70395|-0.15162|6.1367|-0.2087099999999999|0.05174058|-1875.960827|8.0814|47.0|7.3279
1j_a5|0.0|1|0|2.9426852410000004|0|6.605297921|0|0|0.0|-0.2031633169999999|-0.003981454|4.59511985|-0.010620031|0.025987654|0.00683534|-0.07622096|-0.032333695|1|0.006957291|-0.190920568|-0.010807075|-0.2470489089999999|-0.084090414|0.717355058|0|0.847163872|-0.073803258|0.35883584|-40.01980349|10.57633738|73.73338699|82.09385267|-0.027258236|5.680936139|1.471030887|0.616489567|-21.29338752|54.3827755|50.21875634|0.469085779|455.0425806|847.5275797|0.383510433|7.328149934|13.80288876|23.74961767|0.026739895|-125.1415813|973.7343247|422.96706330000006|14.36297201|1.0|1.0|1.0|1.0|1.0|2.76|0.05|-8.14|63.69|1.57|0.0|96.98|0.0|1.0|4.0|25.0|328.37|3.19|-4.2|9.27e-05|0.0206|3.03|0.0|0.0|7.190000000000001e-09|2.61|-1065.817476|959.39|300.89|0.5115|279.68|0.6449|-0.16813|2.2503|-0.20645|0.03246499|-1065.723417|3.0364|24.0|7.6198
