molecula|SddssS|NaaNH|n9FaHRing|SaaNH|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
14a_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.0|0.111575338|-0.009312773|4.727387819|-0.1160619169999999|0.043464052|-0.00603969|-0.039177314|-0.172643335|1|-0.004161699|-0.267665193|-0.050943323|-0.582572884|0.164994144|0.8255789570000001|1|0.790894937|-0.091731577|0.21389849|-46.53709886|6.904918591|256.5548327|102.8554977|-0.036792719|3.396421044|83.70773843|0.7608768779999999|-22.1944701|55.84414456|52.02624107|0.481997259|389.0288018|1186.412113|0.239123122|5.308770254|10.24853699|23.78539971|0.0189212089999999|-256.6424807|856.2743893999999|358.3503513|9.307045698|0.0|1.0|1.0|1.0|1.0|3.27|0.06|-6.89|105.82|1.04|0.0|93.25|0.0|1.0|2.0|23.0|319.38|2.76|-3.99|3.54e-05|0.0327|2.58|0.0|0.0|1.28e-07|2.44|-1327.485188|822.33|383.1|0.4524|383.1|0.69708|-0.1321|3.5358|-0.19946|0.02860456|-1327.403067|4.6689|0.03|7.5229
27b_a34|0.0|0|0|0.0|1|7.412764017000001|1|1|2.013418486|-0.056026127|-0.010183855|5.351858133|-0.016803292|0.042739018|-0.001438963|-0.029622037|-0.027175221|1|0.001228116|-0.175834895|-0.194619338|-0.463926296|0.00102838|0.770240631|0|0.783431788|-0.08757938|0.3307451819999999|-72.21552354|20.42417736|150.83624440000003|142.58786569999998|-0.037292511|13.44721755|540.9533124|0.712312759|-37.9644911|87.24055613|78.08618045|0.4072752529999999|515.8091561000001|2431.595232|0.287687241|9.124440695|15.39406063|34.46979951|0.022820627|-279.5721769|1723.489976|627.4287311|15.02503259|1.0|1.0|1.0|1.0|1.0|3.54|0.12|-8.19|84.99|1.83|0.0|116.33|0.0|1.0|5.0|31.0|409.44|3.46|-4.96|5.92e-06|0.00449|3.75|0.0|0.0|6.53e-09|4.33|-1350.018975|1174.68|302.88|0.3621|257.4|0.70001|-0.1652799999999999|11.8546|-0.20649|0.03640275|-1349.873325|15.2147|0.65|6.1871
4c_a49|0.0|0|0|0.0|1|7.535296702|1|1|2.102052126|-0.048954892|-0.0057600559999999|5.4161004020000005|-0.044371138|0.03583878|0.001379959|-0.102999091|0.006194124|1|0.00202792|-0.163476035|-0.001005604|-0.412652341|-0.052237757|0.752601535|1|0.76159824|-0.087753156|0.407675441|-55.59622798|7.782541015|82.02101639|153.60017230000005|-0.029809452|5.014223225|59.70585149|0.724053828|-36.42732137|66.77901229|64.32113331|0.473304159|490.6910965|1683.872161|0.275946172|8.474369008|16.089682800000002|26.5256103|0.0173567219999999|-288.71184960000005|1458.908567|707.2397315000001|11.182784300000002|1.0|1.0|1.0|1.0|2.0|3.49|0.25|-7.97|98.72|1.47|0.0|120.43|0.0|1.0|7.0|31.0|412.49|2.6|-3.58|0.000314|109.0|1.81|0.0|0.0|1.07e-08|3.04|-1332.607539|1199.04|325.7|0.2411|216.0|0.67789|-0.15925|3.4931|-0.22158|0.03969431|-1332.398001|4.9358|255.0|6.5935
12_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.0|0.167987916|-0.009093383|4.727387819|-0.118456941|0.042795699|-0.006049098|-0.045382017|-0.069857022|1|-0.0045709459999999|-0.218774634|0.017902469|-0.604704476|-0.039834906|0.841871246|1|0.829399708|-0.092838926|0.101891875|-45.63945658|5.258353635|239.2266101|80.99228663|-0.039584548|2.496397166|76.23910943|0.830418645|-20.92463497|52.16354015|49.333524|0.463780604|393.75653|1064.221958|0.169581355|5.6343192|10.50748861|22.63041363|0.01374218|-313.7317211|769.4340634|330.4083896|6.524083564|1.0|1.0|1.0|1.0|1.0|3.2|0.0|-6.89|92.93|1.6|0.0|90.49|0.0|1.0|2.0|22.0|304.37|3.23|-4.84|2.07e-06|0.0044|4.03|0.0|0.0|1.3e-07|2.94|-1272.125792|847.25|379.97|0.5056|379.97|0.69784|-0.13153|2.3762|-0.19514|0.02620998|-1272.058487|3.1979|3548.0|5.45
12o_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.0|0.036331447|-0.0068750669999999|5.351858133|-0.028326022|0.040899471|0.00372838|0.019094532|-0.087019298|1|0.003603419|-0.157974241|-0.051371057|-0.465857798|-0.054392357|0.7463962120000001|0|0.844344883|-0.076908942|0.402022325|-62.74209511|9.948252054|75.15128057|100.1600333|-0.037808155|6.401442327000001|0.0|0.8131344979999999|-31.84483128|71.87393121|59.43716284|0.46964626|543.3140456|2476.50603|0.186865502|7.400912529|13.95467208|29.91948755|0.0141914589999999|-402.9878652|1466.05489|652.8825454|9.131836103|1.0|0.0|1.0|0.0|1.0|4.63|0.14|-7.22|81.65|3.31|0.0|132.29|0.0|1.0|5.0|30.0|432.93|3.11|-5.44|1.19e-06|0.00156|4.49|0.0|0.0|6.03e-08|4.45|-2035.338699|1162.63|356.1|0.1967|238.73|0.6854399999999999|-0.1478799999999999|5559.0|-0.19873|0.03392126|-2035.199757|6.8632|16.0|7.8097
19b_a38|0.0|1|0|3.26554965|0|7.412764017000001|2|2|0.0|-0.122009545|-0.008652352|5.351858133|-0.115864198|0.044392765|-0.006877664|-0.1381849369999999|-0.0697981979999999|1|-0.004358975|0.035216067|-0.098027247|-0.443325632|0.019437461|0.632625562|0|0.7293105670000001|-0.086013549|0.336505882|-71.73053105|13.92699891|120.3048789|168.00390359999997|-0.041606241|8.643817972|0.0|0.7596369590000001|-33.13317155|84.49751102|67.31146923|0.478948837|452.6479704|2436.66785|0.240363041|7.159317935|13.74014387|33.99385836|0.020570275|-322.28833010000005|1699.692918|593.6088758|12.76697997|1.0|0.0|1.0|0.0|3.0|4.82|0.14|-7.12|81.23|2.78|0.0|125.65|0.0|1.0|5.0|31.0|419.43|2.94|-4.33|5.68e-05|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.66|-1431.38073|1111.29|330.55|0.4634|231.18|0.69411|-0.15414|5.5253|-0.20445|0.03336932|-1431.2418630000002|6.3396|12.0|7.9172
12y_a36|0.0|1|0|3.479963309|0|7.412764017000001|2|2|0.0|-0.061103469|-0.00707164|5.351858133|-0.065314765|0.041767677|0.002782748|-0.049845887|-0.028440975|1|0.003724542|0.06152178|-0.095253274|-0.434990282|0.046673879|0.856135378|0|0.83704133|-0.076585128|0.424572485|-66.24017399|13.04507243|114.430624|109.55137340000002|-0.036493654|8.769742642|14.40618351|0.755735734|-34.61187706|78.8341402|64.53055627|0.487285656|562.7133986|2304.463084|0.244264266|7.589386902|14.80236899|32.46293206|0.01873364|-343.8442493|1752.9983309999998|698.847203|12.59396622|1.0|0.0|1.0|0.0|2.0|4.88|0.12|-7.01|69.2|2.38|0.0|133.84|0.0|1.0|6.0|31.0|407.47|2.37|-4.55|2.6e-05|0.0115|3.45|0.0|0.0|9.66e-08|3.83|-1310.315063|1183.75|319.6|0.4358|319.6|0.66796|-0.15671|6.1376|-0.20673|0.03583863|-1310.137888|8249.0|12.0|7.9208
9a_a31|0.0|1|0|3.348289714|0|7.765993078999999|1|1|0.0|-0.009086485|-0.01391798|5.733341277|-0.093457477|0.036891534|-0.006189303|0.03406986|-0.0007638889999999|2|-0.0033853629999999|-0.084652799|-0.093527289|-0.542342338|0.045292529|0.76226755|0|0.691768132|-0.100906991|0.235442032|-78.6954713|21.33533299|163.6011874|197.8075471|-0.043430228|13.69193237|95.14995868|0.737758755|-41.55773748|94.03540892|86.0923113|0.484502446|443.941629|1955.13855|0.262241245|7.812278516|15.15483138|37.77835579999999|0.0239033229999999|-305.16297060000005|1813.361078|597.3075924999999|15.33993762|1.0|1.0|1.0|1.0|2.0|3.6|0.14|-8.13|117.37|1.58|0.0|113.64|0.0|1.0|6.0|30.0|418.47|3.47|-4.77|2.42e-06|0.00715|3.47|0.0|0.0|7.35e-09|5.27|-1691.9137670000002|1145.99|327.21|0.7028|327.21|0.7028|-0.15757|5.0244|-0.20032|0.03885662|-1691.7777600000002|6.2203|0.15|6.8239
6a_a31|0.0|1|0|3.3855253210000003|0|7.703007682000001|1|1|0.0|0.038376178|-0.01694403|5.6869753560000005|-0.181987023|0.0357275129999999|-0.013930701|-0.0225412779999999|-0.026103465|2|-0.010591881|0.1533239019999999|0.0006473469999999|-0.568500407|-0.07385392|0.803505125|0|0.57216168|-0.132158278|0.259133072|-74.23718620000001|20.08876284|157.9971748|251.216265|-0.045153913|11.79563339|98.49408082|0.6927462990000001|-45.56491046|92.52963742|97.68889243|0.478330896|335.9594356|1671.917893|0.307253701|7.516549303|14.408653400000002|38.27271371|0.031153284|-226.3518866|1607.453976|479.200937|18.29245122|1.0|1.0|1.0|1.0|2.0|3.42|0.05|-6.96|131.36|1.13|0.0|104.73|0.0|1.0|4.0|28.0|390.42|2.96|-4.34|6.09e-06|0.0178|2.8|0.0|0.0|1.11e-07|4.03|-1613.295461|1028.95|349.96|0.6404|349.96|0.70416|-0.1428|7.7514|-0.19843|0.04606915|-1613.198178|11.2387|1.1|5.9586
13l_a6|0.0|1|0|3.433158672|0|7.412764017000001|1|1|0.0|0.03093879|-0.0143011819999999|5.351858133|-0.132667824|0.0408037829999999|-0.009326562|-0.037558466|-0.086595185|1|-0.006280295|0.144180269|-0.045794891|-0.564860904|-0.058931734|0.827754203|0|0.643098986|-0.118071236|0.210844002|-88.13242567|20.90615311|182.8275745|248.6104661|-0.0451862259999999|14.56282911|118.3485042|0.793671137|-57.29112645|100.8610837|103.1523329|0.4257335779999999|447.9705372|3127.831037|0.206328863|8.810095892|15.34147837|39.65857501|0.018273048|-409.1314702|2220.880201|741.5222707|12.72865798|1.0|1.0|1.0|1.0|3.0|3.64|0.16|-8.89|115.15|1.39|0.0|124.98|0.0|1.0|7.0|33.0|441.48|3.07|-4.77|3.26e-06|0.0075599999999999|3.39|0.0|0.0|1.29e-09|5.41|-1465.834958|1249.13|349.26|0.3115|338.07|0.70515|-0.14562|7.2582|-0.19447|0.03092407|-1465.624566|8.9893|385.0|6.4145
13b_a6|0.0|1|0|3.423777636|0|7.412764017000001|1|1|0.0|-0.0411179|-0.011206134|5.351858133|-0.0265090529999999|0.042739018|-0.00460563|-0.104663349|-0.064811009|1|-0.00194781|0.100281317|-0.10896749|-0.490758329|-0.029988734|0.8013954109999999|0|0.7757172059999999|-0.093125205|0.202093555|-74.04643339|21.00828557|154.7847961|147.0772097|-0.0406496879999999|13.77653618|554.4007331|0.757233678|-40.04664055|87.39962829999999|82.07670290000002|0.408780634|508.6895893|2587.000662|0.2427663219999999|9.087172635|15.37022155|35.20276076|0.0203627189999999|-337.3706117|1760.1380379999998|627.4287311|13.35319491|1.0|1.0|1.0|1.0|2.0|3.56|0.12|-9.01|95.85|1.29|0.0|116.79|0.0|1.0|5.0|31.0|409.44|3.45|-4.99|3.11e-06|0.00417|3.8|0.0|0.0|9.77e-10|4.04|-1350.061187|1167.21|341.35|0.7846|255.67|0.7006600000000001|-0.14898|10.8032|-0.20156|0.02920955|-1349.898848|13.5746|174.0|6.7595
3t_a32|0.0|1|1|3.4477303|0|7.765993078999999|0|0|0.0|0.028840888|-0.006089333|5.733341277|-0.0338714389999999|0.03995614|9.83e-05|0.012069208|-0.086478322|3|0.00139283|0.049606573|-0.070331512|-0.496165036|0.0466380209999999|0.687253845|1|0.828676243|-0.080203824|0.217914628|-61.58101978|8.995863948|97.01046154|108.2086749|-0.026967947|5.681818647999999|0.0|0.684474482|-31.99514268|72.43498782|59.65287508|0.481726305|523.3947687|2241.507646|0.315525518|8.107111779|15.64252992|24.88485469|0.017184783|-233.0294362|1169.58817|582.0730423|10.85396804|1.0|1.0|1.0|1.0|1.0|3.58|0.3|-8.01|128.01|1.74|0.0|112.48|0.0|1.0|7.0|27.0|396.53|4.46|-4.93|3.28e-07|0.00462|4.09|0.0|0.0|9.86e-09|5.5|-1864.678788|1129.24|349.38|0.2906|349.38|0.70286|-0.14739|1.2641|-0.20246|0.03020622|-1864.534478|2.7003|9.0|8.0458
36_a18|0.0|0|0|0.0|0|7.03438793|2|2|0.0|0.050448408|-0.006407141|4.844187086|-0.020339784|0.036625514|-0.000451777|-0.0077246719999999|0.003321395|0|0.000825855|-0.079553246|-0.079721028|-0.493920601|-0.010091893|0.721836103|0|0.804293867|-0.07777765|0.3847791889999999|-56.82615305|6.722004572|110.8288932|139.3536816|-0.031922305|4.786442152|83.34177364|0.812056067|-39.43509046|65.59412783|62.10402945|0.4751830729999999|572.70209|1547.485543|0.187943933|9.560644525|18.21710397|27.99124609|0.0123136069999999|-444.4026478999999|1819.430996|975.4099618|8.767974776|1.0|1.0|1.0|1.0|3.0|4.19|0.28|-9.16|85.29|3.13|1.0|146.24|0.0|1.0|7.0|35.0|466.57|2.8|-5.28|2.09e-06|0.00242|4.18|0.0|0.0|6.87e-10|7.75|-1493.661092|1350.57|388.57|0.4674|388.57|0.69372|-0.13133|1.9944|-0.18124|0.02564498|-1493.333297|2.7547|32.0|7.4949
4h_a46|-3.74433321|0|0|0.0|1|7.825245291|1|1|2.134072222|0.128214845|-0.005778576|5.587248657999999|-0.346835467|0.040890805|-0.0008161889999999|-0.021951549|-0.09922757|1|0.003087227|-0.0932537609999999|-0.030014575|-0.516344924|0.075704004|0.6947264059999999|0|0.767244275|-0.083155747|0.659584488|-65.90523417|7.900037181|105.2773797|182.6222935|-0.0305445539999999|6.198442205|19.09455432|0.805506105|-51.19164773|74.99848132|73.14480467|0.4866209529999999|601.9869510999999|3180.526173|0.194493895|8.138240742999999|15.85230406|29.75215152|0.011589523|-479.405829|1963642.0|1021.999374|9.093247153|1.0|0.0|1.0|1.0|2.0|4.63|0.3|-9.2|124.17|2.27|0.0|142.08|0.0|1.0|6.0|36.0|502.63|3.82|-5.69|2.97e-07|0.00104|4.21|0.0|1.0|6.38e-10|8.5|-1923.878801|1397.46|296.62|0.5451|292.11|0.54445|-0.1711599999999999|1.7601|-0.21008|0.04729184|-1923.611784|2.9086|229.0|6.6402
25c_a34|0.0|0|0|0.0|1|7.412764017000001|2|2|1.958290974|0.024837617|-0.014384932|5.351858133|-0.047513652|0.037424242|-0.002827527|-0.056443595|-0.041629027|1|0.001433865|-0.250299211|-0.3609280379999999|-0.5404076879999999|0.118901861|0.760055383|0|0.683231623|-0.088513496|0.478421157|-75.6298008|29.22363765|183.6812574|211.2752099|-0.031498055|19.49130854|93.28638171|0.537428437|-39.37521522|100.6665476|88.25954175|0.4356106729999999|455.6954382|2439.174137|0.4625715629999999|7.484891117|13.26192888|39.09037289|0.037538004|-49.9273377|2110.880136|648.0187526000001|25.03674677|0.0|1.0|1.0|1.0|1.0|3.64|0.32|-5.71|90.74|1.0|0.0|116.0|0.0|2.0|6.0|31.0|421.45|1.93|-3.28|0.00156|0.22|1.3|0.0|0.0|1.97e-06|4.32|-1426.666471|1180.85|294.54|0.2239999999999999|294.54|0.69247|-0.17424|7.12|-0.2069599999999999|0.03817361|-1426.48597|9.8087|1.78|5.7496
14h_a23|0.0|0|1|0.0|2|7.423568444|0|0|3.309480899|0.043538466|-0.005921293|5.351858133|0.006191846|0.04255787|0.009895793|-0.024318144|-0.034313725|2|0.009266617|0.060820238|-0.0686282459999999|-0.4460845129999999|0.143102066|0.669357479|1|0.923430574|-0.063825076|0.223157991|-54.6468131|14.81983413|41.34207782|51.620282|-0.033774476|9.990985411|86.83095818|0.753100584|-29.00823506|67.44368679|57.84834575|0.48032488|622.5428245|2371.16134|0.246899416|7.833334036|15.0735214|30.23434844|0.018981866|-341.2621515|1451.248725|646.2584547|12.79687369|0.0|0.0|1.0|1.0|1.0|3.47|0.04|-7.47|128.81|2.39|1.0|125.0|0.0|1.0|5.0|32.0|436.49|3.23|-4.9|2.09e-06|0.00554|3.3|0.0|0.0|3.39e-08|3.29|-1722.148272|1190.62|337.93|0.3424|306.09|0.69933|-0.15209|9.7146|-0.2374099999999999|0.02796857|-1721.99264|13.4823|5.0|8.3468
12b_a32|0.0|1|1|3.477905329|0|7.765993078999999|0|0|0.0|0.115940697|-0.009432679|5.733341277|-0.055500132|0.0388738739999999|-0.003484915|-0.031446256|-0.053480599|3|-0.001662219|-0.079768013|-0.0852122769999999|-0.584995111|-0.0533240309999999|0.7507116140000001|1|0.782593|-0.081450418|0.2996018789999999|-60.93328667|10.17310723|90.57560878|135.83463989999998|-0.027561517|6.356098747000001|65.29222164|0.60420609|-31.79562339|76.65746734|61.06285882|0.430631506|488.9595947|3148.185476|0.39579391|7.076348793999999|12.42841652|28.50066715|0.025166975|-130.2147289|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|1.0|1.0|2.0|3.47|0.26|-7.65|140.04|1.1|0.0|110.47|1.0|1.0|7.0|27.0|397.52|3.59|-4.43|1.27e-06|0.0148|3.28|0.0|0.0|2.23e-08|4.12|-1880.732075|1109.93|347.27|0.2865|347.27|0.70258|-0.14803|3208.0|-0.19976|0.0385132|-1880.599158|4.1080000000000005|26.0|7585.0
27c_a34|0.0|0|0|0.0|1|7.412764017000001|1|1|1.996958431|0.02583752|-0.014036512|5.351858133|-0.1450543259999999|0.041728395|-0.008017781|-0.028344637|-0.014364543|1|-0.004694534|-0.132026575|-0.128393271|-0.543350914|-0.0360159139999999|0.804740647|0|0.631065353|-0.114233896|0.32643486|-84.73908278|20.51361454|176.7076265|248.17931940000005|-0.042782312|13.79934071|119.8660257|0.7381974290000001|-51.69246989|100.1948155|97.35782216|0.424716257|424.51250080000005|2477.818875|0.261802571|8.808655321|15.31184469|38.98592708|0.022975949|-320.4669239|2066.254135|673.8038326000001|15.45573273|1.0|1.0|1.0|1.0|2.0|3.55|0.12|-7.67|104.29|1.71|0.0|119.71|0.0|1.0|6.0|32.0|427.46|2.83|-4.45|1.7800000000000002e-05|0.0151|2.9|0.0|0.0|2.13e-08|5.23|-1426.482676|1203.69|316.4|0.2385|289.89|0.70336|-0.1589|7.6204|-0.19682|0.03913684|-1426.31053|9.6148|0.8|6.0969
12bb_a36|0.0|1|0|3.3296932480000003|0|7.412764017000001|2|2|0.0|-0.07834963|-0.008239316|5.351858133|-0.117921811|0.04625323|-0.006877664|-0.018516159|-0.027636036|1|-0.004358975|0.2463876689999999|-0.098027247|-0.421445726|0.0534307559999999|0.632625562|0|0.6888482109999999|-0.090660196|0.314702945|-73.39466247|14.16769093|88.91215764|199.7440352|-0.038872447|9.094955748|0.0|0.719294078|-37.36110291|88.14984373|72.36704599|0.4808928389999999|442.2064275|2458.790147|0.280705922|7.854524291000001|15.13083401|34.69260487|0.022984922|-281.5518699|1734.6302440000002|593.6088758|14.75518126|1.0|0.0|1.0|0.0|2.0|4.72|0.14|-7.12|69.2|2.78|0.0|123.67|0.0|1.0|5.0|31.0|417.41|2.44|-4.32|0.000102|0.0201|2.88|0.0|0.0|7.599999999999999e-08|3.66|-1431.374881|1120.72|326.27|0.4172|236.69|688.0|-0.15507|6251.0|-0.21175|0.03421884|-1431.238418|8657.0|0.01|8.0
12k_a36|0.0|1|0|3.483171769|0|7.412764017000001|2|2|0.0|-0.076124222|-0.0071232019999999|5.351858133|-0.063399056|0.039061728|0.002782748|0.003690005|-0.058284869|1|0.003724542|0.163804836|-0.095253274|-0.4373676689999999|-0.09344781|0.856135378|0|0.8427704640000001|-0.075717305|0.367754573|-67.14870046|11.90012613|46.79001927|103.5614526|-0.037758075|7.838185977999999|0.0|0.7806817009999999|-32.84907515|78.24529096|61.7723974|0.478908312|555.1026569|2294.707886|0.219318299|7.241602627000001|13.89698356|31.85663123|0.016847116|-369.7499256|1720.258086|698.847203|11.0965905|1.0|0.0|1.0|0.0|2.0|4.89|0.12|-7.01|69.2|2.38|0.0|133.84|0.0|1.0|6.0|31.0|407.47|2.37|-4.55|2.6e-05|0.0115|3.45|0.0|0.0|9.66e-08|3.83|-1310.312649|1186.08|338.46|0.3116|245.37|0.70031|-0.15053|5.7818|-0.20023|0.03274587|-1310.134752|7.3988|14.0|7.8539
12bg_a36|0.0|1|0|3.434779148|0|7.412764017000001|2|2|0.0|-0.040957653|-0.0076819|5.351858133|-0.044573523|0.044197531|-0.001012333|-0.060117593|-0.0206090089999999|1|-0.00097037|0.097928606|-0.101451485|-0.4459167329999999|-0.023460562|0.771220556|0|0.840610352|-0.075439837|0.543472602|-70.42534258|13.44952052|107.3347739|109.3374477|-0.036959207|9.22604612|14.85588272|0.747867728|-35.49918495|83.78068847|65.19942617|0.46245521|576.6383913|2915.548359|0.252132272|7.549463377|14.04434294|33.900544700000005|0.01946912|-340.0625449|1695.0272350000002|661.6709012|13.35534589|1.0|0.0|1.0|0.0|2.0|4.75|0.14|-7.76|69.2|2.99|0.0|133.77|0.0|1.0|5.0|31.0|450.32|2.82|-5.18|8.27e-06|0.00295|3.93|0.0|0.0|1.74e-08|4.42|-2152.104584|1186.75|318.36|0.4409|318.36|0.69395|-0.15743|6.6844|-0.21166|0.03334656|-2151.975577|9.3601|15.0|7.8239
8d_a8|0.0|1|0|3.190160226|1|7.05012252|0|0|1.41693287|-0.12349902|-0.0111144189999999|4.844187086|-0.155313194|0.042323232|-0.00267541|-0.077977198|-0.117111249|1|-0.001038264|0.111668404|0.016471091|-0.4385133129999999|0.0780635059999999|0.734212688|0|0.6932924890000001|-0.1072746469999999|0.377028311|-67.26951954|18.28507531|57.93693239|200.0182229|-0.03820405|11.92454747|92.49576602|0.675359878|-45.62337399|86.29065071|88.24385833|0.483207744|452.1282556|2093.380666|0.324640122|7.507839835|14.52777156|36.89090464|0.029166961|-228.7206541|1992.108851|682.0472537|19.02113117|0.0|0.0|1.0|1.0|2.0|3.61|0.12|-7.62|112.23|1.92|0.0|121.1|0.0|1.0|6.0|32.0|430.46|3.0|-4.47|1.24e-05|0.0147|2.89|0.0|0.0|2.38e-08|6.22|-1447.559429|1185.65|376.13|0.3|265.12|0.70165|-0.13754|6.0111|-0.19757|0.03604461|-1447.354662|7.5674|18.61|4.7303
18a_a25|0.0|0|0|0.0|1|6.842683282|0|0|1.875390684|-0.151473962|-0.0029953159999999|4.727387819|-0.019008377|0.038167849|0.007643634|-0.018419483|-0.019985937|1|0.007325341|0.106305991|-0.037072518|-0.2936794219999999|-0.039007784|0.7291583840000001|1|0.931628386|-0.055926422|0.341320954|-51.83514755|6.317215793|75.74077952|45.33086513|-0.03097773|4.188358905|0.0|0.817072039|-24.58404782|59.45091020000001|43.39683067|0.493301255|617.676232|2331.966135|0.182927961|7.39539242|14.59524518|25.136651|0.011486699|-420.4420243|1332.242503|759.4953883|7.615762647|1.0|1.0|1.0|1.0|1.0|3.5|0.08|-9.78|87.72|2.88|1.0|133.85|0.0|1.0|6.0|32.0|435.54|4.53|-5.77|4.65e-07|0.000744|4.76|0.0|0.0|1.67e-10|4.51|-1675.2501519999998|1229.09|390.98|0.3234|225.57|0.5274399999999999|-0.15732|3.1313|-0.21323|0.02456497|-1675.04368|4.3839|94.0|7.0269
22_a20|0.0|0|0|0.0|1|6.842683282|0|0|1.915285809|-0.238401323|-0.00147607|4.727387819|0.023539095|0.0388043479999999|0.009265667|-0.066832578|-0.038668966|1|0.008780074|0.155407313|-0.036258691|-0.177976478|-0.044184455|0.607038752|1|0.946515026|-0.059893667|0.425968568|-44.14650378|8.001165067999999|9.022387025|34.8271111|-0.027118811|5.21001405|54.71081293|0.77063827|-25.39523478|52.90592556|47.00134116|0.477376285|616.3298149|2396.806062|0.22936173|7.408914181|14.17638345|22.91425458|0.01345209|-352.4559681|1145.712729|664.4562602999999|8.759421782|1.0|1.0|1.0|1.0|0.0|3.36|0.08|-9.69|67.39|2.61|0.0|121.62|0.0|1.0|4.0|31.0|401.46|4.24|-5.53|2.48e-06|0.0012|4.47|0.0|0.0|2.04e-10|4.07|-1275.816275|1181.95|312.05|0.2636|223.03|0.66063|-0.16176|4.8308|-0.21856|0.03226475|-1275.657902|6141.0|231.0|6.6364
12x_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.0|0.044575215|-0.006008579|5.351858133|-0.0335688279999999|0.043383838|0.00604028|0.027312213|-0.1066694919999999|1|0.006346396|-0.104089964|-0.053700437|-0.458718546|-0.062251445|0.803183654|0|0.848844277|-0.071909912|0.398925866|-60.57208434|9.745611551|74.51844582|99.81775209|-0.035022402|6.435648079|0.0|0.824674971|-31.35848986|68.52587215|57.2323071|0.4490846539999999|560.5459455|2374.777496|0.175325029|7.794822643|14.14885734|28.04441012|0.012044556|-428.8071293|1542.442557|754.3941655|7.953787804|1.0|0.0|1.0|0.0|1.0|4.86|0.21|-7.38|81.65|3.25|0.0|137.21|0.0|1.0|5.0|31.0|426.54|3.19|-5.46|9.14e-07|0.00148|4.6|0.0|0.0|4.12e-08|4.45|-1654.3784|1211.79|355.95|0.1517|355.95|0.68589|-0.14783|4.3702|-0.19876|0.03136007|-1654.183467|4.8197|22.0|7.6556
3_a20 (SB-525334)|0.0|1|0|3.502142227|0|6.880384082000001|0|0|0.0|-0.048050965|-0.005492814|4.727387819|-0.053897691|0.0526353279999999|0.001924142|-0.175513234|-0.119584218|1|0.0033523629999999|0.002992397|-0.169090412|-0.500412918|0.087932573|0.7835436240000001|1|0.8756647679999999|-0.061128029|0.246005838|-51.80299691|6.965173618|43.70154849|70.23182172|-0.029269046|3.934338039|0.0|0.784910502|-19.50382741|58.45718743|41.49386505|0.457398769|494.6267525|1782.992456|0.215089498|5.943823875|10.9543133|21.06338405|0.0117802769999999|-321.8682802|989.9790502999998|520.6749407|6.654190521|1.0|1.0|1.0|1.0|1.0|3.37|0.24|-8.39|67.35|1.69|0.0|104.59|0.0|1.0|3.0|26.0|343.42|3.63|-4.73|1.42e-05|0.00647|3.74|0.0|0.0|4.07e-09|3.9|-1086.56485|1030.31|390.77|367.0|248.86|0.70168|-0.13417|3.7291|-0.20131|0.02096048|-1086.383308|4.8164|162.0|6.7905
