molecula|SddssS|NaaNH|n9FaHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|ATSC1c|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8d|SIC2|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WPSA3|FNSA1|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GRAV|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12g_a36|0.0|1|0|2|1.2678464|-0.063344124|-0.006495469|5.351858133|-0.039008054|2|0.03912037|-0.409214521|0.078155467|-0.0521750109999999|1|0.005035022|0.130052038|-0.099596099|-0.163978382|-0.44093902|1|-0.088251318|0.847239339|0|0.854238488|-0.097067302|0.374686587|0.017738779|-47.63457647|-66.72829531|24.29006276|-0.034549379|8.382969151000001|0.779745318|-2.038413337|-23.75074918|59.82898654|0.473274545|-1401.294202|0.2202546819999999|13.83075477|6223.658545|-384.6182564|1797.1178149999998|10.41641087|1.0|0.0|1.0|1.0|1.0|0.0|0.24|3.01|2.66|2.0|138.33|0.0|1.0|6.0|4.0|0.0|1.0|2.66|-4.86|1.13e-05|0.0047799999999999|1.39e-05|0.0|5.2092|4.21|3714.0|-1350.887005|-1350.861445|724.32|1241.66|333.83|0.4393|0.38165|0.70097|-1350.571683|45.0|-0.15236|5.912000000000001|-0.20288|-1350.633209|7.8537|14.0|7.8539|7.8539
12b_a30|0.0|0|0|2|0.604984682|0.047132642|-0.007353271|5.351858133|-0.06631353|2|0.042804233|-0.3897233479999999|-0.037209579|-0.072247675|1|0.002064369|-0.165287712|-0.0541804029999999|-0.120380857|-0.468842459|1|-0.1240820219999999|0.880943609|0|0.764737577|-0.09915679|0.383979687|0.017341789|-53.05077947|-62.96700664|86.84905288|-0.038448551|6.99318589|0.798520682|-1.883979001|-24.41577808|64.06324295|0.4676268939999999|-1196.373126|0.201479318|13.88809428|6275.380072|-379.1359902|1498.236868|10.06212472|1.0|0.0|1.0|1.0|0.0|0.0|0.14|3.18|3.2|2.0|127.24|0.0|1.0|5.0|5.0|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|0.0|5.0567|4.07|3.5207|-1675.0107779999998|-1674.977262|673.18|1130.68|352.16|0.2079|0.3159099999999999|0.68496|-1674.7778119999998|0.1525|-0.1493799999999999|3.7327|-0.20289|-1674.838225|4.5545|7.0|8.1543|8.1543
14x_a23|0.0|0|1|0|1.197963189|0.0944818319999999|-0.0065692219999999|5.351858133|-0.111315218|2|0.04314059|-0.335030301|-0.075184011|-0.0229244|2|0.003906274|0.160327487|-0.073958723|-0.206574435|-0.443633823|2|-0.035965909|0.8668730109999999|1|0.7768288609999999|-0.084244058|0.229141189|0.022095943|-46.97594633|-55.83053941|42.44114495|-0.034056109|9.704599953|0.722211323|-1.6006371069999998|-22.56979253|61.61945314|0.468120981|-1060.780249|0.277788677|14.62325432|6989.569075|-294.5294492|1468.794817|14.57194888|0.0|0.0|1.0|1.0|0.0|3.42|0.05|5.14|3.78|2.0|120.2|0.0|1.0|5.0|6.0|0.0|0.0|4.06|-5.27|2.09e-06|0.0009369999999999|5.41e-06|0.0|4.0641|3.97|3.6941|-1828.393372|-1828.371718|675.21|1149.42|335.63|0.3184|0.6757|0.62836|-1828.168422|0.3057|-0.15259|5.7933|-0.23475|-1828.228912|8.1916|3.0|8.4949|8.4949
13_a10|0.0|0|0|1|1.343837907|-0.059862024|-0.0057715859999999|5.4161004020000005|-0.055497169|2|0.038726287|-0.259721373|-0.002128014|-0.001592366|1|0.003791547|-0.154121136|-0.017015286|-0.02811323|-0.345108701|2|-0.002671425|0.84680169|1|0.818027691|-0.082327045|0.4676169839999999|0.0122005|-47.88975806|-41.62089688|174.7319717|-0.030119651|3.118282386|0.7144943490000001|-1.234905671|-15.22715739|54.05778885|0.449563457|-624.3134531000001|0.285505651|9.209972585|4941.066161|-216.8776303|873.7836118999999|9.595006108|1.0|1.0|0.0|1.0|1.0|2.58|0.15|3.81|1.88|0.0|97.14|0.0|1.0|2.0|4.0|0.0|1.0|2.91|-4.1|0.000176|0.0576|7.87e-05|0.0|5.8308|2.48|3.8419|-1065.874094|-1065.839441|550.83|926.41|322.72|0.3905|0.34881|0.68386|-1065.68351|0.1514|-0.15937|3.6904|-0.20959|-1065.732389|5.3726|0.16|6.7959|6.7959
12c_a5|0.0|1|0|1|1.236775191|-0.212798523|-0.002685954|4.59511985|0.020594766|3|0.0252713179999999|-0.16115723|-0.096073591|0.0072946769999999|1|0.00586291|-0.1386392109999999|-0.01261147|-0.020144382|-0.223631474|2|0.014673577|0.8446264459999999|0|0.841092921|-0.066083881|0.450827114|0.016374249|-46.62294305|-43.47195613|143.44655559999998|-0.022421317|7.085796743|0.583585895|-1.25559373|-14.74941369|57.39441476|0.4609383929999999|-825.9671665|0.416414105|13.53008071|5877.765289|-109.9706106|1415.330929|15.92875034|0.0|1.0|0.0|1.0|1.0|2.78|0.24|4.32|1.57|1.0|121.26|0.0|1.0|6.0|5.0|0.0|0.0|3.31|-4.33|8.159999999999999e-05|0.0336|4.64e-05|0.0|4.6671|2.06|4.0116|-1316.542713|-1316.5202869999998|694.24|1200.02|309.06|0.1513|0.52074|0.6893600000000001|-1316.244961|105.0|-0.16563|3.0135|-0.21128|-1316.305277|3.5993|47.0|7.3279|7.3279
6_a47|0.0|0|0|0|1.304328257|0.011739916|-0.008723045|0.0|-0.1738997619999999|2|0.042276423|-0.392537045|0.051455447|0.0402365489999999|0|-0.0094242819999999|-0.302730533|-0.020576777|-0.04324355|-0.459934519|2|0.062425042|0.84654143|1|0.8419184120000001|-0.096689626|0.446564415|0.009820713|-43.43026699|-52.41283988|101.7290544|-0.036834143|2.885749555|0.7943908059999999|-1.547034008|-19.96679614|48.75381069|0.4059072379999999|-838.6054381|0.205609194|10.90843226|5766.962611999999|-319.1626428|1055.658539|8.348196185|1.0|1.0|0.0|1.0|1.0|2.91|0.05|6.27|3.48|2.0|106.47|0.0|1.0|3.0|4.0|1.0|0.0|4.59|-5.79|9.53e-07|0.000362|1.63e-06|0.0|5.5188|4.69|3.7196|-1608.684886|-1608.652005|576.56|990.85|333.32|0.2536|0.30468|0.69305|-1608.50108|0.2119|-0.1544|3.2606|-0.20794|-1608.554019|4.2153|13.0|7.9|7.9
12z_a30|0.0|0|0|2|0.604983642|-0.1155022219999999|-0.008819424|5.351858133|-0.026703371|2|0.040566449|-0.537984876|0.018796341|-0.045463448|1|0.005111479|0.05890953|-0.12254489|-0.207153446|-0.39205163|1|-0.077335468|0.855880335|0|0.832920077|-0.107776943|0.315493739|0.030875938|-49.68145417|-74.96232552|54.40462246|-0.034034824|14.93669572|0.630839856|-1.939984979|-23.67231332|71.1566605|0.48740649|-1349.321859|0.3691601439999999|15.74641625|7074.004131999999|-182.00664430000003|2138.929312|20.24634493|1.0|0.0|1.0|1.0|1.0|0.0|0.21|2.63|2.2|2.0|140.26|0.0|1.0|7.0|6.0|0.0|0.0|2.52|-5.0|2.47e-06|0.00113|9.94e-06|0.0|4.8063|3.34|3.4438|-1804.814868|-1804.785911|739.33|1266.9|360.02|0.1855|0.5513100000000001|0.6853199999999999|-1804.51674|0.1441|-146.0|7.0446|-0.19279|-1804.581882|7.2113|44.0|7.3615|7.3615
14_a15|0.0|0|0|0|1.43568901|-0.058775738|-0.006678826|0.0|-0.0455566929999999|2|0.037073171|-0.374014235|-0.053931584|-0.015736888|0|0.0034254209999999|-0.051908601|-0.120626133|-0.184255041|-0.3848940629999999|2|-0.028227917|0.7651878809999999|0|0.8870890459999999|-0.0917424269999999|0.7461324029999999|0.014672137|-40.89540491|-58.79722871|92.51564418|-0.032888795|6.026520371|0.770309725|-1.743106111|-21.0782518|50.29869851|0.406717767|-1117.1473460000002|0.229690275|10.18067005|5861.387612|-346.4801021|1450.257357|9.797353271|1.0|1.0|0.0|1.0|1.0|3.72|0.12|6.3|2.87|2.0|119.95|0.0|1.0|6.0|4.0|1.0|0.0|4.7|-5.83|5.99e-07|0.0002379999999999|1.47e-06|0.0|4.4518|5.16|3.6209|-1281.105795|-1281.0669369999998|689.8|1177.14|342.41|0.3131|0.65079|0.7055899999999999|-1280.809256|0.0054|-0.14997|3.3596|-0.18379|-1280.87015|5.0894|0.03|7.5229|7.5229
9h_a40|0.0|0|0|0|0.604992856|0.014753178|-0.009041931|5.4161004020000005|-0.126968715|0|0.039444444|-0.343593366|0.133376308|-185.0|2|0.003099029|0.270048551|0.048470175|0.08305063|-0.503000695|0|-0.299768519|0.8022014000000001|1|0.864310149|-0.095803029|0.219852623|0.012390387|-46.04148264|-47.93581245|132.6583116|-0.041058441|3.102034287|0.863884935|-1.437045429|-20.54391962|52.2411122|0.482124665|-719.0371868|0.136115065|13.366649|4322.734135|-364.1454816|832.3298135|5.664631335|1.0|1.0|1.0|0.0|1.0|3.55|0.11|4.44|3.22|1.0|93.19|0.0|1.0|3.0|3.0|0.0|1.0|4.06|-5.12|2.23e-06|0.000716|7.6e-06|0.0|4.2372|3.9|3.3675|-1293.174246|-1293.151333|526.38|868.84|368.18|0.3851|0.64952|0.69809|-1293.033723|0.2721|-0.14047|2.1413|-0.20038|-1293.083512|2841.0|3.98|5.4001|5.4001
14g_a23|0.0|0|1|0|1.197957711|0.180361525|-0.014609495|5.351858133|-0.301504331|2|0.0422736629999999|-0.803522236|-0.031968899|-0.030586527|2|-0.0004039459999999|0.179219801|-0.0962526|-0.2952674819999999|-0.648987099|2|-0.044895912|0.854683662|1|0.907334473|-0.096288005|0.297855753|0.018341721|-51.82254036|-68.52397802|95.64648102|-0.041536002|9.289253982|0.780315815|-2.118336119|-29.55936307|64.87554405|0.461846955|-1507.527516|0.219684185|16.32997765|8005.353973|-398.9771038|1931.945357|14.63509796|0.0|0.0|1.0|0.0|1.0|3.79|0.09|6.18|3.04|2.0|126.97|0.0|1.0|7.0|8.0|1.0|0.0|4.35|-6.0|1.29e-07|6.38e-05|1e-06|0.0|3.7042|5.17|3.7042|-2042.1835260000005|-2042.161409|730.13|1233.48|334.71|0.3478|0.56658|0.56658|-2041.934312|0.3478|-0.1519|7.2913|-0.23201|-2042.000034|10245.0|0.01|8.0|8.0
30_a47|0.0|0|1|0|1.304327883|-0.069449687|-0.0092264759999999|4.727387819|-0.184735553|2|0.038387534|-0.415191425|-0.008774855|0.0467853809999999|1|-0.008325552|0.029343834|-0.035472095|-0.079370393|-0.4370608039999999|2|0.074217097|0.913855507|1|0.67896733|-0.107296835|0.384732322|0.022747897|-64.94243028|-64.38108459|350.5257774|-0.0383202979999999|8.190002019|0.679447569|-1.609452527|-22.9932445|78.59180109|0.4680850139999999|-965.7162688|0.320552431|12.94704346|5852.817155|-215.3470619|1421.325667|16.87442216|1.0|1.0|1.0|1.0|1.0|2.12|0.05|3.93|1.78|1.0|104.25|0.0|1.0|5.0|5.0|0.0|0.0|2.61|-4.1|6.05e-05|24.0|7.94e-05|0.0|3.7159|3.89|3.7159|-1696.12008|-1696.078047|615.85|1032.35|333.66|0.3566|0.6944899999999999|0.6944899999999999|-1695.931037|0.3566|-0.1517|2.7493|-0.20813|-1695.9887|3.6487|13.0|7.9|7.9
12bd_a36|0.0|1|0|2|1.297043358|-0.051990612|-0.006695407|5.351858133|-0.045630197|2|0.04625323|-0.4017244129999999|-0.030990165|-0.0288761339999999|1|0.0045625|0.042808724|-0.101854847|-0.169994208|-0.436345273|1|-0.047786573|0.833398429|0|0.832478093|-0.099460046|0.279020022|0.0177487689999999|-46.92083391|-65.65179884|83.92365468|-0.035521445|7.733288012999999|0.78244124|-1.989200921|-23.44707102|58.63647911|0.475272043|-1313.035977|0.21755876|15.34283166|5957.939097|-372.868829|1678.127264|10.14142465|1.0|0.0|0.0|1.0|0.0|0.0|0.21|2.5|2.45|1.0|133.68|0.0|1.0|5.0|4.0|0.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0|3.8786|3.79|3544.0|-1311.591775|-1311.560669|706.26|1200.23|349.84|0.4467|0.69411|0.7044100000000001|-1311.291779|0.0058|-0.1459|5.7533|-0.19826|-1311.352257|7.6908|17.0|7.7696|7.7696
13p_a6|0.0|1|0|0|1.424099253|0.024837222|-0.010395243|4.727387819|-0.1144898999999999|2|0.042959184|-0.634109842|-0.014153926|-0.072853186|1|-0.005708558|0.123575608|-0.068532678|-0.116250572|-0.573014008|2|-0.125636943|0.837659336|1|0.7265205579999999|-0.107371897|0.196002517|0.01730144|-70.52421289|-76.17631587|80.30786544|-0.03767435|8.708451561|0.76005742|-2.14743793|-26.72853188|82.79893305|0.412828992|-1523.526317|0.23994258|14.91957306|6590.216479|-369.0018868|2004.488446|12.99897644|1.0|1.0|1.0|1.0|1.0|2.34|0.12|4.01|1.01|1.0|132.01|0.0|0.0|7.0|5.0|0.0|0.0|2.96|-4.55|8.11e-06|0.00365|2.79e-05|0.0|4.7973|4.73|2.9837|-1463.08132|-1463.0432449999998|752.82|1283.98|415.53|0.4132|0.47508|0.7056600000000001|-1462.740542|0.0029|-0.12251|9.0546|-0.1971099999999999|-1462.804694|12163.0|92.0|7.0362|7.0362
6_a27|0.0|1|0|0|1.404458667|0.1718757239999999|-0.007874167|4.727387819|-0.072298665|2|0.042942943|-0.330715016|0.075248207|0.081320966|1|0.0058042269999999|-0.406859288|-0.1044763|-0.179319226|-0.541168953|2|0.1272522519999999|0.849515128|1|0.785047616|-0.090025109|0.344065059|0.020552125|-38.92545695|-44.56839492|125.8234721|-0.034625042|5.03713293|0.774820398|-1.35037664|-17.14169035|49.10012093|0.47262982|-668.5259238|0.2251796019999999|9.500048379|4761.820508|-272.1086175|862.8140479|8.095338503999999|0.0|0.0|0.0|0.0|0.0|2.49|0.11|2.79|2.42|0.0|92.65|0.0|1.0|2.0|4.0|0.0|1.0|2.71|-3.82|0.000242|0.0768|0.000153|0.0|5.5447|4.27|4.1391|-1043.831559|-1043.806618|526.9|896.68|299.55|0.1915|0.3366099999999999|0.61083|-1043.678244|163.0|-0.17007|2.7521|-218.0|-1043.728133|4.0597|1.0|9.0|9.0
11f_a5|0.0|1|0|1|1.370797007|-0.251797205|-0.0037371509999999|4.59511985|0.022233547|3|0.021060606|-0.227966183|-0.178881726|-0.0080939669999999|1|0.008309782|-0.1323098|-0.128153787|-0.203228986|-0.230681941|2|-0.016518403|0.800575032|0|0.847356138|-0.074612137|0.368815548|0.0221464629999999|-47.57801621|-51.92819555|70.39517801|-0.022252743|10.72733576|0.5109475960000001|-1.268406334|-15.48735657|62.99140465|0.463183664|-882.7793242999999|0.489052404|18.03905985|5969.213977|-15.23851001|1727.7296760000002|21.12375879|0.0|1.0|1.0|1.0|1.0|2.87|0.24|3.53|1.03|1.0|126.79|0.0|1.0|7.0|6.0|0.0|1.0|2.95|-4.26|0.000112|0.0477|5.479999999999999e-05|0.0|4.4523|2.25|4.1356|-1391.7602960000002|-1391.722248|729.96|1239.35|299.8|0.5834|0.6593600000000001|0.64937|-1391.444853|0.1834|-0.1691|2.1313|-0.20772|-1391.50739|2.9697|12.0|7.9208|7.9208
17_a3|0.0|0|0|0|0.605019885|0.188373421|-0.009450704|4.727387819|-0.118246266|2|0.047430556|-0.349676046|-0.041723219|-0.0510707059999999|1|-0.006696449|-0.027542873|0.020589494|0.036673175|-0.633373061|2|-0.085686119|0.838125715|1|0.803075623|-0.096067661|0.225087454|0.010321361|-50.20132919|-48.88298017|234.4907116|-0.039557272|2.672377884|0.840062179|-1.344947254|-20.12828595|55.45324083|0.4383349039999999|-684.3617224|0.159937821|11.12358659|4839.543958|-346.0738521|814.6560331000001|6.514715538|1.0|1.0|1.0|1.0|1.0|2.65|0.0|4.66|2.37|1.0|95.5|0.0|1.0|2.0|3.0|0.0|0.0|3.71|-4.93|2.96e-06|1.0|1.18e-05|0.0|3.2102|3.57|3.2102|-1731.75233|-1731.72355|537.32|891.3|386.22|0.4062|0.69481|0.69481|-1731.6147670000005|0.4062|-0.13155|3.8077|-0.20359|-1731.663157|4.8815|23.0|7.6383|7.6383
18_a10|0.0|0|0|2|1.243178376|-0.182332901|-0.00309846|5.733341277|0.0307177839999999|2|0.035770975|-0.1859075939999999|-0.052165302|-0.0280813039999999|1|0.010573165|-0.144233311|-0.091730492|-0.143149563|-0.220292492|2|-0.0507442929999999|0.832812971|1|0.885552955|-0.076052353|0.656664457|0.019095409|-36.52271591|-48.27152552|40.99617452|-0.024889861|7.692822451|0.641615544|-1.368942347|-15.79795381|48.64284759|0.4670293179999999|-868.8874593|0.358384456|13.51828833|6213.631543|-179.7708584|1354.218219|13.11704755|0.0|1.0|1.0|1.0|1.0|3.41|0.32|4.66|2.14|1.0|119.81|0.0|1.0|5.0|5.0|0.0|1.0|3.67|-4.77|3.34e-05|0.0138|1.7100000000000002e-05|0.0|5.7687|2.65|3.7977|-1336.433782|-1336.404041|687.19|1181.5|326.47|0.2962|0.37729|0.6866300000000001|-1336.126835|0.1637|-0.15735|4.7596|-0.20692|-1336.185978|5.9029|0.13|6.8861|6.8861
5f_a40|0.0|0|0|1|0.60491326|-0.004886759|-0.008387329|6.167516491000001|-0.0468504759999999|0|0.042936508|-0.293556526|0.166865076|0.062183277|2|0.000706205|-0.155235986|0.100535344|0.18254908|-0.4644854879999999|0|0.095322868|875.0|1|0.7414714309999999|-0.10969397|0.0528268609999999|0.020236763|-52.44868801|-50.68028366|222.1847349|-0.041135239|4.319700326|0.814393685|-1.316327637|-19.00510637|61.79838068|0.484099946|-608.163404|0.185606315|11.20493646|3963.475837|-290.5093357|746.7683199|6.930245797|1.0|0.0|0.0|1.0|1.0|2.05|0.21|2.68|1.29|0.0|78.56|0.0|3.0|3.0|3.0|0.0|0.0|2.23|-3.31|0.000108|0.0307|0.000491|0.0|3.8036|3.5|3.0611|-1232.983157|-1232.959261|487.57|793.54|405.03|0.2747|0.56507|0.69727|-1232.851443|0.0415|-0.13057|5.5961|-0.19284|-1232.898044|7.6183|112.0|6.9508|6.9508
14i_a23|0.0|0|1|0|1.197963212|0.142566578|-0.010148243|5.351858133|-0.130330047|2|0.0432555559999999|-0.558153376|-0.018541856|-0.026731172|2|0.002496501|0.075401108|-0.017918675|-0.033435987|-0.569707595|2|-0.04255066|0.864206467|1|0.777952733|-0.096562208|0.266320368|0.0214262489999999|-60.8283953|-66.02703063|324.811841|-0.039760909|10.01786784|0.7780956840000001|-2.027806362|-27.18760085|75.47917433|0.478050606|-1386.567643|0.221904316|15.53342127|7030.347905|-380.3109456|1782.001457|13.18112713|0.0|0.0|1.0|1.0|0.0|2.64|0.04|3.12|2.28|1.0|128.38|1.0|1.0|6.0|5.0|1.0|0.0|2.61|-4.39|6.11e-06|0.00278|4.03e-05|0.0|3.6931|4.64|3.6931|-1798.64228|-1798.608335|715.68|1224.02|335.72|0.3639|0.55606|0.55606|-1798.371346|0.3639|-0.1509599999999999|5.9563|-0.23121|-1798.434186|8.3755|3.0|8.4622|8.4622
12l_a36|0.0|1|0|2|1.297044247|-0.0944961519999999|-0.0076430169999999|5.351858133|-0.008712073|2|0.039061728|-0.4203659179999999|-0.05158636|-0.0452558729999999|1|0.001194592|0.228884463|-0.098598933|-0.175397741|-0.428857427|1|-0.079106537|0.8772535459999999|0|0.84381923|-0.107815735|0.3827446779999999|0.0220227089999999|-52.05361632|-70.17688229|39.27257375|-0.038052612|9.330278191|0.7379583590000001|-1.940683231|-24.7683114|66.38812034|0.4619814279999999|-1263.1838810000002|0.262041641|13.88638723|6121.6555530000005|-309.7725155|1711.727859|13.59224175|1.0|0.0|1.0|1.0|0.0|0.0|0.13|1.76|1.38|1.0|128.47|0.0|1.0|5.0|5.0|0.0|0.0|1.77|-4.29|2.72e-05|0.0111|5.08e-05|0.0|3.8619|2.98|3.8619|-1325.194654|-1325.15957|686.83|1155.07|321.05|0.4524|0.6925|0.6925|-1324.954011|0.4524|-0.15869|5392.0|-0.20973|-1325.0137550000002|7.2021|0.02|7699.0|7699.0
12s_a36|0.0|1|0|2|1.297044029|-0.057853364|-0.007059109|5.351858133|-0.045035034|2|0.042804233|-0.4023692|0.0056370119999999|-0.050363149|1|0.003962098|0.063448144|-0.104118159|-0.1763783589999999|-0.434472457|1|-0.086791463|0.856677627|0|0.8303378090000001|-0.1000534719999999|0.4314309979999999|0.019457471|-46.58030248|-64.57958827|110.6090028|-0.035868226|8.106112169|0.754198383|-1.901015959|-23.15117315|59.13914165|0.4604765839999999|-1227.012177|0.245801617|13.98635088|5890.905249|-328.1450742|1626.909053|11.76167282|1.0|0.0|0.0|1.0|0.0|0.0|0.17|2.19|2.24|1.0|128.72|0.0|1.0|5.0|4.0|0.0|1.0|2.14|-4.3|6.929999999999999e-05|0.0274|5.05e-05|0.0|3.8751|3.48|3.7604|-1272.270833|-1272.236664|683.24|1150.67|329.71|0.4501|0.6843600000000001|0.6928|-1272.00109|0.0002|-0.15559|6.6068|-0.20467|-1272.061111|8.7738|9.0|8.0458|8.0458
16d_a32|0.0|1|1|0|0.609420775|0.170838661|-0.017249763|5.733341277|-0.087123461|0|0.0421759259999999|-0.7589895790000001|-0.134892903|-0.0517549079999999|3|-0.005427254|0.021406827|-0.128753933|-0.239509216|-0.68301199|0|-0.0847953219999999|0.916850163|1|0.7554930740000001|-0.11491796|0.41654798|0.032003415|-53.23914436|-67.07571683|115.2070109|-0.036437402|10.90312918|0.615749698|-1.493933474|-21.26791022|71.91900971|0.4429631189999999|-871.9843187999999|0.384250302|11.16880283|5768.495166|-135.1223777|1416.134383|19.43393087|1.0|0.0|1.0|1.0|1.0|3.01|0.18|3.82|0.65|1.0|102.33|1.0|1.0|6.0|5.0|1.0|0.0|3.12|-4.18|2.22e-06|0.000856|6.659999999999999e-05|0.0|3.6271|3.78|3.6271|-1877.360551|-1877.332369|621.59|1023.44|341.83|0.2915|0.70217|0.70217|-1877.185022|0.2915|-0.15009|3.2048|-0.20077|-1877.241687|3.8853|8.0|8.1135|8.1135
6e_a40|0.0|0|0|2|0.604892975|0.128035402|-0.0148450439999999|6.401917197|-0.074872854|0|0.039160494|-0.69771706|0.103594243|-0.205140551|2|-0.002992481|-0.276969278|-0.020200684|-0.037027769|-0.6319354389999999|0|-0.289988439|0.8988141140000001|1|0.74620476|-0.1164147119999999|0.376602018|0.015875595|-70.52033811|-76.50178121|185.1473293|-0.04873174|6.85578763|0.866991176|-2.095464821|-32.02400144|80.95296505|0.441911406|-1377.032062|0.133008824|12.49434084|7585.605268000001|-482.3355765|1588.2884390000002|8.450255075|1.0|0.0|1.0|0.0|1.0|3.16|0.21|3.72|2.12|2.0|125.15|1.0|2.0|5.0|5.0|1.0|0.0|3.68|-5.58|1.74e-08|8.31e-06|2.6e-06|1.0|2.9549|8.35|2.9549|-2831.191706|-2831.156883|671.95|1149.77|419.59|0.3625|0.67187|0.67187|-2830.986514|0.3625|-0.1195799999999999|8.3311|-0.2164|-2831.048968|11.5248|18.0|7.7447|7.7447
9g_a40|0.0|0|0|0|0.604992427|-0.058811055|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0|0.043730159|-0.225327061|0.139758613|-0.145879501|2|0.0115573539999999|0.133954053|-0.037217966|-0.062672355|-0.383703998|0|-0.242405063|0.821935848|1|0.90454157|-0.079033043|0.002717414|0.021367335|-33.47455057|-41.63731423|65.74631496|-0.031197254|5.930596229|0.740240206|-1.185495647|-16.43578193|44.73159432|0.476386801|-624.5597134|0.259759794|15.62271835|4435.743087|-253.1335385|843.7257374|9.528957565|0.0|1.0|0.0|1.0|1.0|1.78|0.06|2.93|0.64|0.0|87.53|0.0|1.0|3.0|4.0|0.0|1.0|1.93|-3.09|0.00323|977.0|0.0008179999999999|0.0|3.0778|3.83|3.0778|-1332.487689|-1332.476347|559.04|923.42|402.84|0.3563|0.70233|0.70233|-1332.31775|0.3563|-0.12765|3.4787|-0.19005|-1332.369643|5063.0|3548.0|5.45|5.45
3b_a49|0.0|0|0|1|1.343850026|-0.003115526|-0.0057605869999999|5.4161004020000005|-0.055724324|2|0.034155556|-0.322592863|-0.010613212|0.00361222|1|0.001356445|-0.151131362|0.000511959|0.000850823|-0.405529602|2|0.006213385|0.845992028|1|0.749104358|-0.0846496|0.482434361|0.013576151|-54.04959517|-51.77986692|325.6896751|-0.0276739079999999|5.07982433|0.656865946|-1.439043207|-16.92803342|62.35407961|0.477583842|-880.2577376|0.3431340539999999|13.85181805|5934.158315|-191.9087104|1340.087338|13.13798859|1.0|1.0|1.0|1.0|1.0|2.43|0.22|3.2|1.25|1.0|116.94|0.0|1.0|6.0|5.0|0.0|0.0|2.38|-3.59|0.000293|0.1169999999999999|0.000256|0.0|4.6669|3.4|3.8418|-1293.3286859999998|-1293.291817|664.15|1132.92|322.72|0.1978|0.5798|0.6632|-1293.048179|0.0759|-0.1587|3.0055|-0.21985|-1293.106236|3.1637|25.0|7.6021|7.6021
11a_a31|0.0|1|0|1|0.610138462|-0.045290366|-0.02376325|5.733341277|-0.259732443|0|0.044949495|-0.8792402579999999|-0.1217573119999999|-0.019865299|2|-0.017433557|-0.149933348|-0.1068420919999999|-0.1829166189999999|-0.563537536|0|-0.030335912|0.910334509|0|0.486754956|-0.161027639|0.271818874|0.041435152|-76.64827023|-81.26889906|258.8577775|-0.056833284|10.55399384|0.735254945|-1.932331673|-28.68314085|97.560141|0.451795285|-975.2267888|0.264745055|10.5643234|4940.657452|-237.4612264|1326.379096|15.96146849|0.0|0.0|1.0|0.0|1.0|2.16|0.13|2.94|0.57|0.0|83.12|0.0|2.0|3.0|6.0|0.0|0.0|2.42|-3.79|1.5399999999999998e-05|0.00506|0.000161|0.0|3.8042|3.97|3.8042|-1441.452616|-1441.411622|529.63|860.74|325.92|0.2797|0.69222|0.69222|-1441.327731|0.2797|-0.15515|6.4691|-0.20589|-1441.37897|8.9667|0.19|6.7212|6.7212
