molecula|SddssS|NaaNH|n9FaHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|ATSC1c|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8d|SIC2|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WPSA3|FNSA1|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GRAV|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
10_a47|0.0|0|0|0|1.381868067|-0.003570214|-0.008013899|0.0|-0.166367455|2|0.042276423|-0.384667159|0.0814897|0.007193585|0|-0.0065562469999999|-0.349569106|-0.021926603|-0.045289209|-0.45272733|2|0.011239977|0.8077565520000001|1|0.841070966|-0.0936757959999999|0.417511484|0.00951788|-40.80144983|-50.08559665|103.41137940000002|-0.035388634|2.720890925|0.801882632|-1.592488524|-18.9212254|45.89037038|0.411647394|-851.455143|0.198117368|10.66897998|5482.319019|-322.8149102|1061.820157|7.51303623|1.0|1.0|0.0|1.0|1.0|2.97|0.09|5.92|3.21|2.0|106.43|0.0|1.0|3.0|4.0|1.0|0.0|4.41|-5.5|1.77e-06|0.000638|3.18e-06|0.0|5.7693|4.37|3.7236|-1188.405988|-1188.3744|579.86|997.16|332.97|231.0|0.53909|0.69212|-1188.1907199999998|0.2175|-0.15445|1.9281|-0.20309|-1188.244739|2.8795|13.0|7.9|7.9
19d_a38|0.0|1|0|2|1.297043205|0.013465335|-0.0120676969999999|5.351858133|-0.17467835|2|0.04572104|-0.6999264340000001|-0.0555594909999999|-0.024688524|1|-0.00835812|0.041924146|-0.060668296|-0.128079012|-0.529632789|1|-0.039361255|0.908591797|0|0.63167949|-0.1248815919999999|0.3509455999999999|0.024158903|-74.84120843|-80.2776536|158.6487879|-0.04393982|9.98319831|0.7494816990000001|-2.372750256|-28.24584108|90.37127996|0.478151237|-1525.275418|0.250518301|13.52121974|6934.7619620000005|-320.7487188|2035.106956|14.56661536|0.0|0.0|0.0|1.0|0.0|2.38|0.13|1.65|1.65|1.0|133.79|0.0|1.0|6.0|5.0|0.0|0.0|1.94|-3.62|0.000134|0.0594|0.0002399999999999|0.0|5.3771|4.13|3.6586|-1500.898316|-1500.850957|679.08|1171.77|338.89|0.3167|0.3356699999999999|0.6957800000000001|-1500.621723|0.0699|-0.15054|7.9959|-0.20145|-1500.683599|10.6621|11.0|7.9586|7.9586
13k_a6|0.0|1|0|1|1.42421381|0.031525207|-0.014257799|5.351858133|-0.132667824|1|0.04162037|-0.8554679409999999|0.0809333929999999|-0.072504783|1|-0.006280295|0.08217847|-0.045794891|-0.073210645|-0.5627624379999999|1|-0.123105035|0.84018367|0|0.641032542|-0.127178105|0.212093198|0.0296987679999999|-82.8774254|-88.29427104|183.1261118|-0.045420752|14.31458589|0.7971316940000001|-2.543562101|-31.53366823|103.4959988|0.426031882|-1765.8854210000002|0.202868306|14.58291125|6492.211639|-412.5714301|2215.299472|12.48372364|1.0|1.0|1.0|1.0|1.0|2.8|0.16|3.8|1.39|1.0|124.98|0.0|1.0|7.0|5.0|0.0|0.0|3.18|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0|5112.0|5.41|3.5476|-1465.862962|-1465.83213|731.25|1246.69|349.49|0.3971|0.4547|0.70536|-1465.557346|0.0137|-0.14589|8.1639|-0.1944|-1465.621288|10.5079|46.0|7.3372|7.3372
25b_a34|0.0|0|0|1|1.290860233|0.133975789|-0.015658012|5.351858133|-0.0929479709999999|1|0.04037037|-0.861190687|-0.112970844|-0.061390533|1|-0.000223677|-0.2360985169999999|-0.278635968|-0.435821207|-0.623853334|1|-0.101529052|0.83883012|0|0.656573108|-0.137924163|0.5020264870000001|0.030138301|-64.37123451|-86.13394472|165.2408865|-0.042438204|11.75402804|0.76274549|-2.206786613|-26.50275222|83.19266998|0.419904835|-1378.143115|0.23725451|11.00434095|5786.015654|-328.1702779|1806.819095|11.90766609|0.0|1.0|1.0|1.0|1.0|3.39|0.29|3.03|1.56|1.0|108.21|0.0|1.0|7.0|5.0|0.0|0.0|2.58|-3.69|0.00015|59.0|0.000202|0.0|4.2253|5.06|4.2253|-1313.388114|-1313.361559|668.48|1136.16|293.43|0.2259|0.6925600000000001|0.6925600000000001|-1313.132261|0.2259|-0.17564|7.0586|-0.21103|-1313.194808|9.0174|2.08|5.6819|5.6819
17c_a50|0.0|0|1|2|1.347835869|-0.212075666|-0.002676029|5.82008293|0.024219848|2|0.031870748|-0.1766179239999999|-0.144763835|-0.120904775|2|0.012222674|0.034485992|-0.233451925|-0.373205592|-0.2256811219999999|1|-0.212611846|0.816442883|1|0.89719894|-0.073693343|0.446454378|0.021675174|-35.70979598|-50.69922125|133.46240020000002|-0.021745577|10.25908547|0.569750429|-1.32648017|-14.96042594|50.6217864|0.49503436|-912.5859825|0.430249571|16.45688922|6438.380804|-95.97318605|1601.729346|16.02658985|0.0|1.0|1.0|1.0|1.0|3.61|0.35|3.53|1.91|1.0|134.28|0.0|1.0|6.0|5.0|0.0|1.0|3.1|-4.43|0.000158|0.0698|3.75e-05|0.0|4.2397|2.74|4.0432|-1411.187392|-1411.157813|746.5|1289.05|306.65|0.1814|0.63122|0.66213|-1410.838844|0.1801|-0.16697|6.3989|-0.19818|-1410.902767|8.5146|69.0|7.1612|7.1612
9g_a24|0.0|1|0|0|1.427608366|-0.318471716|-0.00106361|5.283203728999999|0.001126633|2|0.0279797979999999|-0.0425444|0.070915465|-0.02471184|2|0.013119312|-0.292600863|-0.0273623029999999|-0.049325609|-0.079421802|2|-0.045107345|0.859302479|0|0.8671367529999999|-0.065668047|0.383340003|0.01876163|-32.080056199999994|-32.49188065|174.88817269999998|-0.021297745|4.593165278|0.4819264479999999|-0.788016565|-10.53790724|41.36311977|0.427531635|-389.9025677|0.518073552|10.69818114|4355.725609|17.88521849|809.0499476|16.76589519|0.0|1.0|0.0|1.0|1.0|1.78|0.06|2.93|0.64|0.0|87.53|0.0|1.0|3.0|4.0|0.0|1.0|1.93|-3.09|0.00323|977.0|0.0008179999999999|0.0|5.2521|0.75|4.2802|-984.5891383|-984.5565078|524.03|879.99|289.67|0.2444|0.4227399999999999|0.64993|-984.447764|0.1023|-0.17806|2.9691|-0.21391|-984.497752|4.4131|68.0|7.1675|7.1675
15_a31|0.0|1|0|1|0.610137926|0.1893807519999999|-0.018913735|5.733341277|-0.134784483|0|0.038809524|-0.775463115|-0.070065105|-0.074455342|2|-0.007631228|-0.052339921|-0.157560864|-0.272545088|-0.6215974160000001|0|-0.116356616|0.8582665429999999|0|0.567108776|-0.131697567|0.287991212|0.038524836|-61.76522754|-70.00513464|141.1489667|-0.041588706|10.88541717|0.641533577|-1.58037081|-22.10688462|82.24348203|0.466164359|-840.0616157|0.358466423|11.51842782|5087.628096|-150.46712390000002|1309.458532|18.05372755|0.0|1.0|1.0|1.0|1.0|1.64|0.19|3.0|0.41|0.0|90.47|0.0|2.0|4.0|5.0|0.0|0.0|2.27|-3.57|5.27e-05|18.0|0.000272|0.0|4569.0|3.9|4569.0|-1460.900291|-1460.861851|556.68|925.93|271.36|348.0|0.5241899999999999|0.5241899999999999|-1460.736142|348.0|-0.15202|5.5793|-0.19394|-1460.790873|7.5831|1.1|5.9586|5.9586
3d_a32|0.0|1|1|0|0.609420786|0.0181036519999999|-0.006420365|5.733341277|-0.034290847|0|0.041161616|-0.269655316|-0.113314811|-0.0602430179999999|3|0.002004382|-0.1131110759999999|-0.076494363|-0.1395294259999999|-0.539652902|0|-0.100251236|0.90169022|1|0.892845502|-0.093187219|0.2214902789999999|0.014419776|-37.19367587|-50.45435743|62.43434632|-0.02867299|4.22710649|0.720540286|-1.118246623|-15.52441767|45.000975700000005|0.427813496|-605.4522892000001|0.2794597139999999|10.75032687|4752.534658|-238.8142619|840.275417|8.697152881000001|1.0|1.0|1.0|1.0|1.0|3.11|0.24|5.07|1.94|1.0|97.86|0.0|1.0|4.0|3.0|0.0|0.0|4.32|-5.13|2.81e-07|9.58e-05|7.36e-06|0.0|3.5105|3.42|3.5105|-1672.758552|-1672.733979|569.29|959.11|353.18|0.5031|0.7035100000000001|0.7035100000000001|-1672.585902|0.5031|-0.14189|3.2094|-0.19671|-1672.638515|5.1728|8.0|8.0915|8.0915
4f_a49|0.0|0|0|1|1.343848013|0.010266272|-0.008903208|5.4161004020000005|-0.087045007|2|0.038839506|-0.418450768|-0.064058097|0.0705130559999999|1|0.001714014|-0.14414265|-0.015845165|-0.025995042|-0.46436755|2|0.114367229|0.8557769120000001|1|0.7370618040000001|-0.089955514|0.480786546|0.016591015|-55.88123394|-48.83888562|193.615884|-0.033471819|4.89045046|0.718306291|-1.439288231|-18.1726086|64.88887164|0.437355335|-781.4221699|0.2816937089999999|11.20071713|5422.650822|-237.0468572|1087.86764|11.34983222|0.0|1.0|1.0|1.0|0.0|2.35|0.14|3.8|2.03|1.0|102.08|0.0|1.0|3.0|5.0|0.0|0.0|2.85|-4.09|0.000102|0.0365|8.120000000000001e-05|0.0|4.6249|4.07|3.7098|-1179.23587|-1179.201105|575.01|982.46|334.21|0.2368|0.39584|0.68474|-1179.029099|0.0579999999999999|-0.15517|1.7833|-0.22471|-1179.080799|1.8254|0.04|7.3979|7.3979
14a_a3|0.0|0|0|0|0.6050202020000001|0.111575338|-0.009312773|4.727387819|-0.1160619169999999|3|0.043464052|-0.363198151|-0.039177314|-0.172643335|1|-0.004161699|-0.267665193|-0.050943323|-0.094863591|-0.582572884|3|-0.287221775|0.822587422|1|0.790894937|-0.094609848|0.21389849|0.0140376889999999|-45.12132248|-46.53709886|256.5548327|-0.036792719|3.396421044|0.7608768779999999|-1.324537874|-18.09776067|52.02624107|0.481997259|-651.519384|0.239123122|10.24853699|4716.423352000001|-256.6424807|856.2743893999999|9.307045698|0.0|1.0|1.0|1.0|1.0|2.2|0.06|3.71|1.04|0.0|93.25|0.0|1.0|2.0|4.0|0.0|0.0|2.76|-3.99|3.54e-05|0.0113|0.000103|0.0|3.2363|2.44|3.2363|-1327.513792|-1327.485188|528.91|822.33|383.1|0.4524|0.69708|0.69708|-1327.354384|0.4524|-0.1321|3.5358|-0.19946|-1327.403067|4.6689|0.03|7.5229|7.5229
4a_a49|0.0|0|0|1|1.343847746|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|2|0.036555556|-0.3631108529999999|-0.053787795|0.018857363|1|0.000660956|-0.130491035|-0.037142108|-0.060391347|-0.403194204|2|0.032396301|0.856023531|1|0.7570436159999999|-0.087863033|0.433367368|0.017143497|-57.79201133|-53.88810275|313.22432680000003|-0.0292876779999999|6.448709504|0.650301539|-1.4936715669999998|-17.96270092|68.30645049|0.4716382|-916.0977468|0.349698461|15.01791558|5950.370212|-184.3656985|1408.727632|14.48911428|0.0|1.0|1.0|1.0|1.0|2.89|0.22|2.83|1.25|1.0|114.08|0.0|1.0|6.0|5.0|0.0|0.0|2.42|-3.52|0.000528|211.0|0.000305|0.0|4.7259|3.34|3.7876|-1313.19945|-1313.158118|660.19|1128.22|327.34|0.1935|0.35731|0.68042|-1312.924353|0.0789|-0.1585099999999999|3.9716|-0.2231199999999999|-1312.98289|4.8706|32.0|7.4949|7.4949
25_a12|0.0|0|0|0|1.404967476|0.00700113|-0.004103693|0.0|-0.045725323|2|0.038787879|-0.180562493|-0.025245046|-0.11195017|0|0.001783739|-0.141917694|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|2|-0.208172827|0.688743998|1|0.947937175|-0.080147596|0.120087607|0.004952762|-28.517955|-41.75851719|37.96125329|-0.03323193|1.3444869730000002|0.917298637|-1.362509125|-17.31450713|31.09844409|0.448858246|-709.8947922|0.082701363|9.70173342|4329.321091|-434.8420476|773.8971409|2.666764531|1.0|1.0|0.0|1.0|1.0|3.43|0.05|5.35|3.2|1.0|99.48|0.0|1.0|3.0|2.0|0.0|1.0|4.29|-5.25|5.19e-06|0.00162|5.63e-06|0.0|4.2653|4.73|3.4532|-974.6569575|-974.6328337|560.14|945.73|359.04|0.4483|0.63284|0.69029|-974.458128|0.1897|-0.14303|1.2494|-0.19655|-974.508059|2.2482|22.0|7.6576|7.6576
8_a15|0.0|0|0|0|1.419941362|-0.208657545|-0.009853404|0.0|-0.044406425|1|0.039181287|-0.5025236129999999|-0.010146469|-0.014489333|0|0.003160815|0.225620047|-0.203104439|-0.295062413|-0.342749125|1|-0.025923166|0.742680335|0|0.853896482|-0.118293578|0.381651497|0.0336657729999999|-41.7821007|-69.07571287|104.8781037|-0.028969856|11.47934212|0.519427411|-1.419522941|-16.91650111|61.44071008|0.389723411|-828.9085544|0.480572589|9.984825987|5306.2234530000005|-22.68867482|1595.8121130000002|20.72712321|1.0|1.0|1.0|0.0|1.0|3.76|0.19|4.95|1.96|2.0|104.74|0.0|1.0|7.0|5.0|0.0|1.0|3.76|-4.81|5.63e-06|0.00206|1.53e-05|0.0|4.4346|3.36|3.7426|-1223.704913|-1223.687714|598.84|1050.15|331.28|251.0|0.5128|0.70524|-1223.463981|0.0155|-0.1558|1.1415|-0.18303|-1223.523393|1.4589|108.0|6.9666|6.9666
5_a27|0.0|0|0|0|1.4026035369999998|0.126882432|-0.0063562359999999|4.727387819|-0.068518519|2|0.048947368|-0.286030638|-0.125237927|-0.013448351|1|0.010329671|-0.250776983|-0.2030237389999999|-0.341622797|-0.4982037479999999|2|-0.020087122|0.8149212259999999|1|0.8531787759999999|-0.085078576|0.333977277|0.01695771|-29.50048722|-44.83538435|10.48961936|-0.030385206|4.709432444|0.741481472|-1.276178645|-16.01263727|38.43699603|0.439066197|-672.5307653|0.258518528|10.98289851|4943.51602|-254.5156507|907.0095354|8.684398894|0.0|0.0|1.0|0.0|1.0|3.11|0.16|2.8|2.66|0.0|97.55|0.0|1.0|2.0|4.0|0.0|1.0|2.82|-4.01|0.000248|0.0821|9.78e-05|0.0|4.0989|4.9|4.0989|-1083.143246|-1083.124207|566.68|955.22|302.48|0.2448|0.64548|0.64548|-1082.967639|0.2448|-0.16952|2.3781|-0.21506|-1083.019748|3.5632|3.0|8.5229|8.5229
26_a20|0.0|0|0|0|1.4165417530000002|-0.000846851|-0.00578453|4.727387819|-0.104520106|2|0.0396875|-0.3297182369999999|-0.054222344|-0.033102079|1|0.003149352|0.249416844|0.0346782989999999|0.057022334|-0.446730587|2|-0.055150498|0.8096894440000001|1|0.79337253|-0.082729415|0.423153994|0.012753218|-58.21621279|-55.81998701|299.8332395|-0.0327795789999999|5.806030949|0.7848887259999999|-1.737317706|-22.11735334|66.82118688|0.472355054|-1172.219727|0.215111274|14.40103379|6221.067002000001|-384.4457279|1493.485239|10.03954725|1.0|1.0|1.0|1.0|1.0|3.07|0.08|4.62|2.47|2.0|125.0|0.0|1.0|5.0|4.0|0.0|0.0|3.66|-5.02|7.27e-06|0.00305|9.51e-06|0.0|4.8421|4.97|3.8894|-1352.315376|-1352.277633|715.27|1211.34|318.77|0.2081|0.50878|0.68167|-1352.036122|0.0814|-0.16129|3.8173|-0.21226|-1352.098465|4.8742|131.0|6.8827|6.8827
21_a4|0.0|0|0|1|1.399863887|-0.164057585|-0.003068098|5.4161004020000005|-0.014982235|1|0.042924837|-0.131928225|-0.2897937889999999|-0.104638158|1|0.012094249|0.030586117|-0.063064908|-0.099702401|-0.228430899|1|-0.174578783|0.833191212|0|0.932146735|-0.076470465|0.239652988|0.020173071|-28.99048719|-38.7880598|63.37635587|-0.028676424|5.190159022|0.7231676229999999|-1.147056976|-14.54552243|39.22285963|0.401240904|-581.8208971|0.276832377|9.956436217|4277.396118|-226.3943104|804.5450027|8.908964226|1.0|1.0|1.0|1.0|1.0|2.92|0.16|3.85|2.32|0.0|91.59|0.0|2.0|3.0|3.0|0.0|1.0|3.23|-4.19|0.000133|0.0403|6.51e-05|0.0|5.1623|3.31|4.0245|-973.5683008|-973.5481197|549.71|916.76|308.08|0.2016|0.5260600000000001|0.66476|-973.400097|0.1457|-0.16632|2.0282|-0.19588|-973.449892|2.9409|121.0|6.9172|6.9172
3j_a32|0.0|1|1|1|0.609420782|0.0053427669999999|-0.006580847|6.3044488020000005|-0.017889768|0|0.037373737|-0.269814716|-0.086191775|-0.052622352|3|0.001173363|-0.055211759|-0.052818794|-0.097980957|-0.528541012|0|-0.084553991|0.8884057059999999|1|0.865101945|-0.095013178|0.27811778|0.013773753|-37.33051857|-50.46105839|47.55031019|-0.030815085|3.885056172|0.7487739999999999|-1.140158136|-16.36574867|44.64569478|0.4482615029999999|-605.5327007000001|0.251226|10.69497519|4866.613493|-264.245436|808.6988876|8.126647477|1.0|1.0|1.0|1.0|1.0|3.0|0.24|4.93|1.94|1.0|95.74|0.0|1.0|3.0|3.0|0.0|0.0|4.09|-4.8|1.21e-06|0.0004089999999999|1.58e-05|0.0|3.4982|3.02|3.4982|-1671.507439|-1671.479105|564.55|934.19|354.42|0.3005|0.7028|0.7028|-1671.351322|0.3005|-0.14498|3.6238|-0.19859|-1671.402462|5.9266|8.0|8.0969|8.0969
14b_a25|0.0|0|0|0|1.420015222|-0.091382738|-0.004720915|4.727387819|-0.0166120069999999|2|0.038137255|-0.273813082|-0.012989126|0.0009956189999999|1|0.004892038|0.0028569959999999|-0.043923908|-0.074541111|-0.3691494039999999|2|0.001715854|0.8333962429999999|1|0.859628015|-0.084160084|0.329662946|0.016003559|-52.75064158|-58.29440389|112.49583529999998|-0.032728922|7.678174472999999|0.772789587|-1.767361771|-22.67004596|63.83568179|0.490638154|-1224.182482|0.227210413|17.06102567|6760.594953|-377.9013888|1584.108407|10.90684621|1.0|1.0|1.0|1.0|1.0|3.21|0.07|4.79|1.8|2.0|130.97|0.0|1.0|6.0|5.0|0.0|0.0|3.63|-5.23|2.49e-06|0.0011099999999999|5.86e-06|0.0|5.4239|5.61|4069.0|-1444.544749|-1444.505985|716.14|1257.11|304.7|0.3614|0.34735|0.64983|-1444.266358|0.0006|-0.16309|2.7037|-0.22149|-1444.330251|3.2784|22.0|7.6576|7.6576
A8301_a51|0.0|0|0|0|1.197963627|0.0245770529999999|-0.00449765|4.727387819|-0.028789626|2|0.039058957|-0.242873103|-0.012770742|-0.1227504419999999|1|0.007083041|0.135886548|-0.0357324579999999|-0.0618359079999999|-0.4354420879999999|2|-0.21474885|0.750630149|1|0.934739895|-0.0780376929999999|0.339244706|0.008152073|-35.90764428|-50.67621589|36.55933899|-0.032775831|3.437697042|0.854959635|-1.6387915469999998|-21.28401067|41.20144811|0.4799553379999999|-1064.200534|0.145040365|13.24988678|6401.6494600000005|-461.0082758|1244.737752|6.225421319|1.0|1.0|1.0|1.0|1.0|3.5|0.04|5.52|3.35|2.0|129.04|0.0|1.0|5.0|3.0|0.0|0.0|4.58|-5.93|2.5e-07|0.000105|1.17e-06|0.0|||||||||||||||||||12.0|7.9208|7.9208
3d_a49|0.0|0|0|1|0.406515615|-0.0960135969999999|-0.003398408|5.4161004020000005|-0.3456333889999999|2|0.036335697|-0.173318804|-0.068390038|0.017871379|1|-0.004253844|-0.149675594|-0.075636705|-0.129666234|-0.202380888|2|0.029549308|0.863438637|1|0.733071652|-0.094384452|0.464410121|0.009601398|-57.52001036|-54.67520803|137.78978830000003|-0.036147237|3.221917789|0.756622045|-1.698920144|-20.93944137|63.08192694|0.486368221|-984.1537446|0.243377955|12.87442833|6018.145364|-297.31302830000004|1300.720421|10.91609228|1.0|0.0|0.0|1.0|1.0|0.0|0.15|4.46|1.07|1.0|111.41|0.0|1.0|4.0|5.0|0.0|0.0|1.85|-4.44|6.42e-06|0.00252|3.6200000000000006e-05|0.0|5.1844|4.02|3.8907|-1594.595995|-1594.552258|615.3|1044.19|318.67|0.2899|0.3523699999999999|0.67215|-1594.380348|0.0931|-0.16147|2184.0|-0.21913|-1594.435881|2.3278|2.34|5.6308|5.6308
19_a31|0.0|1|0|0|0.61013725|0.062492295|-0.01001901|5.351858133|-0.086654127|0|0.0427124179999999|-0.46087445|-0.040386271|-0.081641954|2|-0.0038998559999999|-0.095997335|-0.081398052|-0.1751017789999999|-0.615878515|0|-0.138769819|0.902130276|0|0.7312647940000001|-0.113333675|0.279690511|0.014675044|-53.25742146|-66.3863707|75.32978176|-0.036060715|5.035230173|0.776211804|-1.586671445|-21.12293613|61.85348014|0.446100738|-929.4091898|0.223788196|12.77501178|4917.329034|-323.5878356|1197.365442|8.931875058|1.0|1.0|1.0|1.0|1.0|2.62|0.28|4.33|1.68|1.0|97.25|0.0|1.0|7.0|4.0|0.0|0.0|3.47|-3.92|2.14e-05|0.0076799999999999|0.0001199999999999|0.0|5.0344|5.24|3.9477|-1489.532192|-1489.4951640000002|625.93|1028.58|314.06|0.3205|0.5385300000000001|0.7005600000000001|-1489.323855|0.2271|-0.16367|1.7076|-0.20675|-1489.382077|2.4209|1.8|5.7447|5.7447
AKLKII_a46|0.0|1|0|0|1.4316666480000002|-0.206312209|-0.003417504|4.59511985|-0.030657|3|0.0386379929999999|-0.129865138|0.156485495|0.036226415|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|-0.270506095|3|0.064690027|0.8264237520000001|1|0.837641394|-0.089369278|0.271156366|0.010384859|-34.061229|-42.37969553|160.85204040000002|-0.033194303|2.335284369|0.7721395329999999|-1.161800612|-15.74102977|38.98582025|0.47999819|-550.9360419|0.2278604669999999|11.22955511|4110.764451|-258.10190780000005|713.5187596|7.390123534|1.0|1.0|0.0|1.0|1.0|1.6|0.06|3.39|1.18|0.0|85.32|0.0|1.0|2.0|4.0|0.0|1.0|2.45|-3.58|0.000578|166.0|0.000266|0.0|||||||||||||||||||181.0|6.7423|6.7423
13c_a6|0.0|1|0|1|1.424213869|-0.046663393|-0.010619065|5.351858133|-0.0122495089999999|1|0.040821256|-0.605286688|0.054910284|-0.0942387559999999|1|-0.000899678|0.081059709|-0.106686991|-0.174259072|-0.490486317|1|-0.167542194|0.8353837409999999|0|0.786809832|-0.111231609|0.22875443|0.030547186|-63.73961873|-75.71763296|157.60887419999997|-0.039875482|14.15496611|0.772032541|-2.11340057|-27.1440571|84.53371376|0.466844407|-1438.635026|0.2279674589999999|15.07660437|6204.855629|-370.3562372|1863.438327|12.49421473|1.0|1.0|1.0|1.0|1.0|2.53|0.16|4.57|1.5|2.0|121.6|0.0|1.0|6.0|5.0|0.0|0.0|3.64|-5.27|1.11e-06|0.000471|5.42e-06|0.0|5.992000000000001|4.5|3.6519|-1389.39897|-1389.371325|719.8|1217.77|339.5|0.5471|0.48478|0.7008800000000001|-1389.122252|0.28|-0.14975|7.7129|-0.1999|-1389.184603|9.2467|73.0|7.1367|7.1367
1f_a5|0.0|1|0|0|1.218960329|-0.139907335|-0.00645569|4.59511985|-0.31059482|2|0.029105691|-0.277594656|-0.174016111|-0.000625|1|-0.000700145|-0.389011185|0.001493879|0.004923698|-0.401165734|2|-0.000969932|0.834250802|0|0.888073448|-0.083857856|0.45528118|0.008403353|-50.98614411|-46.77243802|201.7057715|-0.035639589|2.614237829|0.757522389|-1.425583552|-19.87828616|55.67318607|0.4670794829999999|-795.1314464|0.242477611|13.35549635|5474.331675|-287.2706403|1049.647453|11.06591332|1.0|1.0|0.0|1.0|1.0|2.61|0.05|6.37|2.73|2.0|95.49|0.0|1.0|4.0|6.0|1.0|0.0|4.23|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.0|4.7485|3.58|4.5758|-1288.353339|-1288.3196369999998|577.11|958.06|270.96|0.6959|0.47267|0.42446|-1288.209882|0.0228|-0.18224|3.7852|-0.2357|-1288.263745|4.9879|0.24|6.6198|6.6198
23_a10|0.0|0|0|1|1.34383709|-0.12979844|-0.00264793|5.4161004020000005|0.012558932|2|0.036666667|-0.17741132|-0.000458688|-0.0253481679999999|1|0.010662507|-0.0502296329999999|-0.130679|-0.207994181|-0.233801237|2|-0.043248272|0.800727358|1|0.915208645|-0.072395864|0.535680357|0.009615852|-35.17017083|-51.27837225|72.17779806|-0.02685653|4.824237957|0.7611996520000001|-1.6651048819999998|-19.02262196|41.98112956|0.485561757|-1179.402562|0.238800348|17.02048484|7034.375112000001|-370.018179|1549.399766|9.487107794|1.0|1.0|1.0|1.0|1.0|4.13|0.21|5.81|2.99|2.0|139.11|0.0|1.0|6.0|5.0|0.0|0.0|4.5|-5.7|4.19e-06|0.00193|2e-06|0.0|3.8034|3.9|3.8034|-1470.1960279999998|-1470.166163|768.3|1336.11|325.98|0.2089|0.67647|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|-1469.902562|4.8954|0.75|6.1249|6.1249
31_a47|0.0|0|1|0|1.304326813|-0.075563891|-0.00869363|4.727387819|-0.171198936|2|0.042906977|-0.417294247|0.074881792|0.001073537|1|-0.006265667|-0.188419195|-0.035190699|-0.076351692|-0.441642572|2|0.001622323|0.917597019|1|0.696020038|-0.1056956209999999|0.486720182|0.021401336|-66.4670426|-65.56344002|355.5321928|-0.037580665|8.234748813|0.70664003|-1.691129939|-23.31144534|79.74238158|0.4741051329999999|-1049.01504|0.29335997|15.6194341|6019.5391740000005|-256.3593656|1484.511202|15.01710904|1.0|1.0|1.0|1.0|1.0|2.38|0.1|4.24|2.0|1.0|109.21|0.0|1.0|5.0|5.0|0.0|0.0|2.94|-4.39|2.56e-05|0.0105|4.03e-05|0.0|3.9744|4.2|3.6369|-1735.435432|-1735.400941|642.11|1079.4|340.91|0.3264|0.68276|0.69894|-1735.225703|83.0|-0.15143|6.4248|-0.20463|-1735.284957|8.6244|16.0|7.8|7.8
6f_a40|0.0|0|0|2|0.604893424|0.134099184|-0.01691341|6.401917197|-0.156988665|0|0.038309179|-0.8287570679999999|0.075227997|-0.190617284|2|-0.008368734|-0.233222505|0.048543494|0.092206207|-0.628934821|0|-0.268802228|0.896373207|1|0.655786513|-0.130571562|0.363785804|0.015998475|-86.21963207|-83.88605319|207.7174501|-0.052228625|6.6032981820000005|0.8628087240000001|-2.350288117|-33.55442128|96.49789556|0.410805404|-1509.948957|0.137191276|11.87042702|7328.308886|-466.1748926|1750.039046|8.892225517|1.0|0.0|1.0|0.0|1.0|2.53|0.21|2.66|1.1|1.0|124.54|1.0|3.0|5.0|5.0|1.0|0.0|2.61|-4.64|1.13e-07|5.18e-05|2.3e-05|1.0|3.5741|6.96|2.57|-2426.972609|-2426.924155|668.95|1139.55|482.43|0.2362|0.66642|0.69911|-2426.725129|0.0158|-0.1131799999999999|6.2384|-203.0|-2426.787111|8.7269|42.0|7.3768|7.3768
