molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SRW09|nARing|MATS2c|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
6b_a40|0.0|0|0|0.0|8.421342866|2|0.135693438|-0.014861289|-0.069975812|0|-0.137534783|0.6899826|-0.698480566|10.30179924|2|-0.004728928|-0.018582337|-0.033583055|0.691778838|0.842573207|0.003163118|-0.307881994|0.90571269|1|0.753431574|-0.118488624|0.417254814|0.014588568|-79.36130196|9.771129787|176.8246355|0.246568426|165.1465831|-53.15460718|6.544506614|-48.31476032|87.29061302|-33.22101012|81.90640622|0.442509019|3214.047452|504.6333458|-1428.503435|-22.2507658|0.1218592019999999|0.793750992|81.61884754|-956.7829293|37.83107469|0.011838681|-506.5422338|1626.736212|618.8882797|1.0|0.0|1.0|1.0|4.02|3.36|14.0|-5.21|4.38|2.61|2.0|5.0|31.0|5.0|511.42|1.0|1.0|-6.18|3.86e-09|1.98e-06|5.03|6.21e-06|0.00318|-0.09533|3.1026|8.98|3.1026|-3290.775349|-3290.745084|687.2|399.62|399.62|0.69429|0.69429|-3290.583786|0.4962|8193.0|-0.21904|-3290.648012|11.3203|0.03|7.5229
8g_a12|0.0|1|1|2.897921027|6.580639137|1|0.10205033|-0.0084227909999999|-0.029907264|2|-0.038463841|1.714060666|-0.40429396|10.95472263|1|0.005405355|0.068559367|0.122649613|0.804158158|0.7475224290000001|-0.04981165|-0.070405398|0.80546986|1|0.8576253690000001|-0.1045061519999999|0.274352085|0.008910823|-57.6443411|4.915102972|84.95000993|0.142374631|78.53214058|-31.79592789|2.7111119089999995|-23.38345638|61.99654413|-23.58177591|47.30807670000001|0.463772637|2506.427441|473.055878|-1037.59814|-13.00742505|0.09833304|0.864880588|54.23932676|-572.326702|26.15353224|0.007890315|-443.109365|1150.7554189999998|480.0590283|0.0|1.0|1.0|2.0|4.07|2.51|21.0|-8.0|2.07|2.89|1.0|3.0|27.0|5.0|353.38|0.0|0.0|-4.34|4.15e-05|0.0146|3.06|9.98e-09|3.53e-06|-0.06432|4.2057|3.68|3731.0|-1154.321531|-1154.281986|590.93|332.31|294.8|462.0|0.55027|-1154.121362|0.1601|2.9986|-0.21633|-1154.173831|4.2131|3715.0|5.43
11_a27|0.0|0|0|2.680511093|7.535296702|2|0.100091619|-0.0067474069999999|-0.003527607|2|-0.080272515|1.3706083080000002|-0.344117757|10.93910312|0|0.005111147|-0.041662169|-0.067428705|0.734834532|0.814843016|-0.0357410779999999|-0.043616687|0.8629676709999999|1|0.7645505|-0.094820973|0.349764196|0.016171515|-50.15555389|8.553922917000001|143.3238715|0.2354494999999999|124.5410133|-26.52978026|4.524597532|-22.36099135|56.8702158|-18.14137056|50.82822357|0.4528656239999999|2339.465471|404.4089873|-852.6444161000001|-9.595877966|0.1911041289999999|0.82770457|101.0845293|-451.0062644|22.42732497|0.012694323|-326.780942|1054.084273|504.209846|1.0|0.0|0.0|1.0|3.95|0.0|16.0|-6.09|1.67|3.06|0.0|2.0|26.0|4.0|345.4|0.0|0.0|-4.02|0.000207|0.0716|2.73|8.2e-07|0.000283|-0.05985|3.3426|4.54|2.4836|-1122.456105|-1122.433411|571.4|499.21|370.92|0.6125|0.59222|-1122.190727|0.0793|3.1278|-0.16205|-1122.242519|4.2894|5.0|8301.0
9o_a24|0.0|0|0|2.9340792330000003|6.605297921|1|-0.064667223|-0.007052095|-0.044044637|3|-0.087807028|0.0|-0.387865233|10.94506726|1|0.002019902|0.00177843|0.00294424|0.738419215|0.785672769|-0.0062180169999999|-0.000453155|0.846075714|0|0.770273808|-0.08834189|0.6253256110000001|0.018492771|-51.14964436|10.7072496|32.50178358|0.229726192|133.0106596|-29.61546471|6.1994599720000005|-29.69744072|66.24061038|-19.05574986|61.99847688|0.4861134689999999|2892.333138|445.9858336|-971.8432428|-11.03321234|0.331953623|0.945954873|192.1999837|-562.6938294|28.52459128|0.026064002|-194.5965258|1454.754155|663.2688909|1.0|0.0|1.0|2.0|3.96|2.84|23.0|-7.91|4.36|1.23|1.0|6.0|32.0|5.0|421.45|0.0|0.0|-4.4|3.2500000000000004e-05|0.0137|2.88|1.24e-08|5.23e-06|-0.04527|5.8802|4.41|4.2643|-1388.147972|-1388.094657|611.03|290.75|210.85|0.41688|0.65292|-1387.887227|0.0288|4.3816|-0.22353|-1387.945865|5.9089|446.0|6.3507
22_a4|0.0|0|0|0.0|7.535296702|1|-0.043165663|-0.006436201|-0.115883451|1|0.004808337|0.0|-0.257448045|10.94586213|1|0.004237768|0.021636871|0.034720243|0.774689758|0.7797803109999999|0.086940934|-0.037423832|0.8404413829999999|0|0.8612031509999999|-0.089955967|0.242642229|0.010702353|-43.23011833|5.1432274630000006|162.9809584|0.138796849|66.70156956|-20.77508795|2.47167963|-21.92150631|48.65880447|-17.52572365|50.75888571|0.4359219589999999|1950.173729|413.8681986|-648.451775|-8.422332951|0.155532959|0.772804341|74.7444381|-311.62631919999995|20.75359108|0.011296354|-331.080892|767.88287|338.71903330000004|1.0|1.0|0.0|1.0|3.3|2.2|17.0|-5.24|3.54|2.09|0.0|2.0|22.0|3.0|289.33|0.0|1.0|-3.98|0.000172|0.0497|3.03|5.77e-06|0.0016699999999999|-0.03046|4.468999999999999|3.38|4.0537|-934.2706743999998|-934.240411|519.39|305.85|277.43|628.0|0.65771|-934.12356|0.1293|3.5548|-198.0|-934.171365|5.4110000000000005|47.0|7.3279
12u_a36|0.0|0|0|3.508898495|7.412764017000001|2|-0.054501792|-0.006461999|-0.0407717229999999|2|0.033763276|0.0|-0.407105926|10.95266014|1|0.005035022|-0.099596099|-0.163978382|0.901715152|0.8101678720000001|0.080270195|-0.018047007|0.855176759|0|0.842227829|-0.0969881059999999|0.3765068079999999|0.017639065|-67.50289394|12.27663887|86.1184622|0.157772171|109.8080843|-46.98143813|8.544435884|-35.17050511|78.06218646|-24.02645378|62.80959338|0.486156325|2831.106839|586.1833819|-1417.5607730000002|-16.72220679|0.22061252|0.946117173|153.5444314|-986.6102007|30.82735404|0.015171583|-388.9026034|1818.813889|799.5563855|1.0|0.0|1.0|2.0|5.05|0.0|17.0|-7.38|3.01|2.66|2.0|6.0|32.0|4.0|423.51|0.0|1.0|-4.86|1.13e-05|0.0047799999999999|3.8|4.2e-08|1.7800000000000002e-05|-53.0|3.8847|4.21|3675.0|-1350.8981130000002|-1350.865506|739.12|337.37|319.16|0.69258|0.70272|-1350.575382|0.0176|5.8702|-0.20409|-1350.638138|7.8877|16.0|7.7959
33_a47|0.0|1|1|0.0|6.823286122000001|0|-0.229935275|-0.004263267|-0.085712613|3|-0.11544858|1.688794654|-0.183320497|10.98214099|1|0.003634698|-0.147591116|-0.338113214|0.63155995|0.82821379|0.065468525|0.1186944519999999|0.8913954909999999|1|0.8197001309999999|-0.083739854|0.404334141|0.022346992|-44.81989209|11.96072985|30.94680001|0.1802998689999999|96.50148984|-23.98884914|6.401714296000001|-17.2112484|60.65229445|-14.56646493|44.11759955|0.4607629339999999|2311.28828|438.726241|-582.6585971|-7.79637597|0.42318652|0.854471925|226.5011607|-311.85503880000005|25.25333652|0.029580684|-82.22540944|1010.133461|388.178924|0.0|1.0|1.0|1.0|3.08|2.76|21.0|-7.08|4.04|1.52|0.0|3.0|25.0|5.0|334.35|0.0|1.0|-3.72|0.000546|183.0|2.19|8.339999999999999e-08|2.79e-05|-0.05462|4.1869|2.06|4.1869|-1123.16428|-1123.135036|566.29|296.13|296.13|0.67508|0.67508|-1122.992964|0.2566|4.5647|-0.21447|-1123.04547|6.2284|4.0|8.4
16d_a32|0.0|1|1|3.311658163|7.765993078999999|0|0.170838661|-0.017249763|-0.087123461|0|0.0115077539999999|2.07416189|-0.7589895790000001|10.31100273|3|-0.005427254|-0.128753933|-0.239509216|0.816581223|0.8575664540000001|0.107238939|-0.0847953219999999|0.916850163|1|0.7554930740000001|-0.11491796|0.41654798|0.032003415|-67.07571683|18.67986534|115.2070109|0.244506926|142.7146582|-39.15098916|10.90312918|-31.07481011|86.50964771|-21.26791022|71.91900971|0.4429631189999999|2588.214866|440.9688416|-871.9843187999999|-12.41372827|0.384250302|0.79521327|224.2805611|-508.962859|34.53986301|0.0332953229999999|-135.1223777|1416.134383|457.7130665|1.0|0.0|1.0|2.0|3.35|3.01|19.0|-6.59|3.82|0.65|1.0|6.0|26.0|5.0|385.46|1.0|1.0|-4.18|2.22e-06|0.000856|2.86|2.55e-07|9.84e-05|-0.05068|3.6271|3.78|3.6271|-1877.360551|-1877.332369|621.59|341.83|341.83|0.70217|0.70217|-1877.185022|0.2915|3.2048|-0.20077|-1877.241687|3.8853|8.0|8.1135
9_a4|0.0|0|0|0.0|7.535296702|1|-0.211556011|-0.00136737|0.016639331|2|-0.019160308|2.137757657|-0.064266379|10.92992723|1|0.009731833|-0.0475186259999999|-0.076824065|0.625717993|0.801082857|-0.151437311|-0.072130166|0.861113198|1|0.937102792|-0.069566741|0.472497372|0.009037784|-37.85762102|4.918284148|13.6577411|0.062897208|34.22811902|-20.60179129|2.676487872|-15.58475436|43.71760622|-14.08655666|33.55665428|0.43745176|2359.945586|509.9632679|-605.7219363|-7.665782805|0.207109566|0.777625327|112.7072422|-329.6286606|17.76608225|0.010768243|-318.7769026|763.9415367|489.7528555|1.0|0.0|1.0|0.0|3.18|3.37|21.0|-8.16|5.07|3.15|2.0|2.0|26.0|3.0|360.84|0.0|1.0|-5.15|1.73e-05|0.0062299999999999|4.14|6.9e-09|2.49e-06|-0.05256|4.7284|3.87|4.0137|-1489.554198|-1489.533032|586.24|308.91|262.21|0.5182100000000001|0.6464|-1489.36688|0.0584|4.4343|-0.22204|-1489.41872|5.4739|48.0|7.3188
12e_a36|0.0|0|0|3.490984269|7.412764017000001|2|-0.064019914|-0.007100632|-0.043085717|2|0.144415507|0.0|-0.404736007|10.95346131|1|0.003962098|-0.104118159|-0.1763783589999999|0.90414347|0.7975411790000001|-0.010494913|-0.144846626|0.847602953|0|0.838086387|-0.100988761|0.4347714629999999|0.019063245|-64.2330904|12.12502373|65.27404529|0.161913613|102.9838531|-40.85494129999999|7.71202397|-28.51846223|75.50154216|-23.02695694|56.96241436|0.466721981|2709.877204|533.058116|-1220.428718|-14.64611103|0.238923581|0.875194483|151.9654247|-776.2438847|30.25577504|0.017716522|-332.11111980000004|1603.556077|662.0530478999999|1.0|0.0|0.0|2.0|4.85|0.0|17.0|-6.97|2.19|2.24|1.0|5.0|30.0|4.0|395.46|0.0|0.0|-4.3|6.929999999999999e-05|0.0274|3.04|1.08e-07|4.270000000000001e-05|-0.04962|3.8364|3.48|3.6699|-1272.2668210000002|-1272.23645|673.57|337.84|323.18|0.6814600000000001|0.70007|-1271.999945|0.0006|6.5974|-0.20151|-1272.0579810000002|8735.0|14.0|7.8539
20_a4|0.0|0|0|0.0|7.535296702|1|-0.203359312|-0.003103385|-0.00123671|1|-0.061689675|0.0|-0.124135414|10.9459449|1|0.012025268|-0.064248765|-0.103098674|0.691307598|0.7797803109999999|0.246357638|-0.105783279|0.8404413829999999|0|0.918147288|-0.072188305|0.210083785|0.022933651|-34.74640079|11.03865532|63.27373076|0.081852712|39.3981702|-16.72448692|5.313236547|-14.03867522|46.45917085|-13.14728679|40.20507689|0.421704107|1982.961908|441.9318823|-486.4496111|-6.32818424|0.356414753|0.729218575|171.5531319|-234.1428169|20.4281979|0.024334176|-138.2237887|755.8433223999999|338.71903330000004|1.0|1.0|1.0|0.0|3.23|3.06|17.0|-5.55|3.54|2.09|0.0|3.0|22.0|3.0|289.33|0.0|1.0|-3.87|0.000346|0.1|2.96|2.79e-06|0.000806|-0.03048|5.1778|2.73|4.0419|-934.2489802|-934.2266312|517.72|306.74|239.45|0.5152|0.66028|-934.103809|0.1415|4.0681|-0.19747|-934.150871|5.5779|646.0|6.1898
1_a6 (SB-431542)|0.0|0|0|3.3674017380000003|7.423568444|1|0.043282217|-0.015636898|-0.175408303|1|0.1008839219999999|0.0|-0.766207981|10.94959842|1|-0.008385698|-0.020716495|-0.033765606|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0|0.5940412860000001|-0.122555709|0.210050443|0.033020439|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|-43.12110169|11.61820782|-44.47680367|87.15852628|-27.46300805|94.56841061|0.472445176|2678.823231|352.3666367|-1235.8353619999998|-16.29019397|0.2468003389999999|0.895537592|146.3942108|-733.0587287000001|36.46179023|0.02438148|-300.3801761|1640.78056|513.4628663999999|1.0|1.0|1.0|2.0|3.25|2.35|23.0|-7.69|3.63|1.54|1.0|4.0|29.0|5.0|384.39|0.0|1.0|-4.25|3.03e-05|0.0116|2.7|2.03e-08|7.81e-06|-0.05971|3.8208|4.57|3295.0|-1292.588032|-1292.553086|619.92|376.28|324.5|0.55256|0.69868|-1292.358966|0.3346|6.0113|-193.0|-1292.41452|8.8611|1542.0|5.8119
12a_a50|0.0|1|1|0.0|7.927685046000001|1|-0.199881787|-0.002936355|-0.0016330379999999|1|-0.111689174|2.112397566|-0.126263256|10.94501645|2|0.011790103|-0.168032508|-0.291865836|0.699597776|0.795582575|-0.030758487|-0.2018898489999999|0.862192416|1|0.904119689|-0.0663902|0.29507467|0.021013336|-33.44733598|10.58650394|7.457998037999999|0.095880311|48.30443297|-16.85074424|5.333473207|-12.88231829|47.2792242|-12.00673599|36.15684209|0.469674946|2223.666558|455.4948605000001|-468.2627037|-6.048985111|0.4247810279999999|0.885635975|214.004382|-235.9104193|20.873331|0.027455156|-75.79052945|814.0599092|388.171611|1.0|1.0|0.0|0.0|3.3|2.21|20.0|-5.49|3.42|2.02|0.0|2.0|24.0|3.0|313.36|0.0|1.0|-3.84|0.000685|215.0|2.5|3.22e-06|0.00101|-0.03366|4.0783|2.47|4.0783|-1006.659456|-1006.632973|545.54|304.01|304.01|0.65267|0.65267|-1006.498352|0.1807|5.7662|-0.20172|-1006.546706|7.9123|75.0|7.1249
14l_a23|0.0|1|1|0.0|7.423568444|0|0.060717916|-0.005344736|-0.026530366|2|0.042748013|0.758109562|-0.288615723|10.313217800000002|2|0.01180744|-0.074441567|-0.136106024|0.725800261|0.778602826|0.156652778|-0.1010279259999999|0.836852328|1|0.921267667|-0.078204688|0.215920645|0.018669073|-51.59307331|12.31633167|40.34135162|0.078732333|51.94117061|-34.03690099|8.125310915|-23.306234600000003|61.54673359|-21.66909079|47.64388017|0.492922575|2879.181064|607.777253|-1083.45454|-14.29549842|0.210373806|0.972085426|138.7874759|-714.7749208|27.44221375|0.01508774|-382.1434717|1372.110688|666.0036144999999|0.0|0.0|1.0|1.0|3.51|3.52|26.0|-7.78|4.33|3.24|2.0|5.0|31.0|4.0|425.51|0.0|0.0|-5.25|1.43e-06|0.000608|3.94|1.65e-08|7.03e-06|-0.07191|3.6274|3.79|3.6274|-1669.2363289999998|-1669.224647|694.65|341.8|341.8|0.67242|0.67242|-1668.983787|0.4239|6.0563|-0.2183|-1669.04569|8.2422|7.0|8.1798
18_a3|0.0|0|0|2.897754472|6.605297921|0|-0.256375952|-0.003487792|-0.021283637|3|0.08269134|1.742872103|-0.122072724|10.96965878|1|0.005799063|-0.035611069|-0.064953613|0.7226687409999999|0.714658751|0.0355413979999999|-0.051083228|0.784960175|1|0.8419576209999999|-0.0846755|0.217881538|0.013796397|-37.67445366|6.1383958|160.9514039|0.158042379|70.31739201|-16.76239841|2.73114076|-13.82537222|48.19055867|-14.12792012|37.21171433|0.483376636|1938.093995|374.610053|-452.0934439|-6.285899403999999|0.317507797|0.935646099|141.2679329|-201.1487809|20.70048575|0.02363555|-162.3915791|662.4155441|270.539096|0.0|1.0|0.0|1.0|2.62|1.81|21.0|-6.83|3.08|0.93|0.0|2.0|21.0|4.0|273.29|0.0|1.0|-3.27|0.0015|411.0|1.79|1.49e-07|4.07e-05|-0.05769|3.9765|1.85|3.9765|-889.9619321|-889.9402005000001|482.41|311.79|311.79|0.6671699999999999|0.6671699999999999|-889.850598|0.3326|2.6366|-0.2218|-889.894728|3.3664|0.03|7.5229
1i_a5|0.0|0|0|2.843224727|6.605297921|0|-0.145964178|-0.006494891|-0.31059482|2|0.018196138|0.0|-0.279280326|10.94550053|1|-0.000700145|0.001493879|0.004923698|0.525406088|0.780175595|-0.058385936|-0.00496377|0.8436458929999999|0|0.8876055620000001|-0.084018635|0.4729402929999999|0.008291428|-46.82694838|4.621144795|201.1526326|0.112394438|62.64191946|-26.09853285|2.575548983|-28.32266298|57.78921354|-19.90145306|55.43870932|0.4697279689999999|2482.831286|494.6981114|-796.0581225|-11.09187646|0.240540403|0.8858245220000001|134.0627959|-443.6750585|26.20475553|0.0196689|-289.21443910000005|1048.190221|403.396385|1.0|1.0|0.0|1.0|2.83|2.04|23.0|-8.88|6.37|2.73|2.0|4.0|27.0|6.0|366.34|1.0|1.0|-4.97|1.6100000000000002e-05|0.00589|3.95|1.3300000000000002e-09|4.86e-07|-0.05729|4.7243|3.58|4.3799|-1288.356212|-1288.322373|569.42|283.08|262.44|0.4571199999999999|0.50107|-1288.210207|0.0207|2.6336|-0.23674|-1288.264271|2.8939|24.0|7.6198
11d_a5|0.0|0|0|2.9590700880000003|6.605297921|0|-0.245058546|-0.003373937|0.001099755|2|-0.125546291|0.0|-0.185566552|10.94877952|1|0.008809179|-0.12451554|-0.200646773|0.786587307|0.783891527|-0.018747485|0.036918829|0.831190148|0|0.87090286|-0.0847408619999999|0.359644732|0.012828514|-53.84338206|8.151092424|61.45330587|0.12909714|82.02685783|-34.21147402|5.179111638|-25.44574968|65.35645739|-18.63809379|48.19862797|0.49396568|2540.78984|553.3617954|-969.1808771|-11.84243331|0.287694578|0.976150552|182.7978704|-615.8065323|26.16587381|0.018119737|-269.7929124|1360.625438|631.9206508|1.0|1.0|1.0|1.0|3.13|3.37|23.0|-8.64|4.14|1.42|1.0|7.0|29.0|5.0|385.46|0.0|1.0|-4.29|7.2e-05|0.0278|3.07|2.31e-09|8.909999999999999e-07|-0.03767|4.4175|2.59|4107.0|-1239.127458|-1239.093739|682.09|301.89|280.66|0.66686|0.6533399999999999|-1238.855022|0.2068|2.8731|-0.20529|-1238.914819|3.7008|15.0|7.8239
12bd_a36|0.0|0|0|3.497517322|7.412764017000001|2|-0.051990612|-0.006695407|-0.045630197|2|0.025649557|0.0|-0.4017244129999999|10.94639828|1|0.0045625|-0.101854847|-0.169994208|0.902377067|0.78699829|-0.011529973|-0.047786573|0.833398429|0|0.832478093|-0.099460046|0.279020022|0.0177487689999999|-65.65179884|11.7156452|83.92365468|0.167521907|110.578217|-43.33557909|7.733288012999999|-30.9716039|75.7932235|-23.44707102|58.63647911|0.475272043|2772.776922|549.5039111000001|-1313.035977|-15.47699253|0.21755876|0.905749421|143.6066496|-866.7115819|29.96655829|0.015363883|-372.868829|1678.127264|729.1873176|1.0|0.0|0.0|2.0|4.95|0.0|17.0|-7.34|2.5|2.45|1.0|5.0|31.0|4.0|409.49|0.0|1.0|-4.6|2.8600000000000004e-05|0.0117|3.41|4.55e-08|1.86e-05|-0.05236|3.8786|3.79|3544.0|-1311.591775|-1311.560669|706.26|349.84|319.66|0.69411|0.7044100000000001|-1311.291779|0.0058|5.7533|-0.19826|-1311.352257|7.6908|17.0|7.7696
17a_a25|0.0|0|0|0.0|6.842683282|0|0.0055894319999999|-0.004137083|-0.036457743|2|-0.017081614|2.008884939|-0.248224991|10.93106298|1|0.006423059|-0.047099434|-0.07654898|0.6741827509999999|0.748718056|0.168247187|0.0114970419999999|0.8005589320000001|1|0.874586929|-0.079378741|0.348821736|0.012665055|-56.61512986|9.033070252|93.75234138|0.125413071|89.44809639|-40.379488|6.442637379|-31.71656603|67.57985355|-21.2306737|53.50212109|0.468791604|2907.309477|623.7797651000001|-1188.917727|-15.142307999999998|0.244019498|0.882500365|174.0415044|-847.969248|28.08362601|0.015373381|-365.1448527|1572.683056|781.7487682|1.0|1.0|1.0|1.0|3.48|3.47|27.0|-9.98|5.31|2.67|2.0|7.0|33.0|4.0|433.5|0.0|1.0|-5.13|7.5e-06|0.00325|3.9|1.05e-10|4.54e-08|-0.05255|5.2683|6.04|3.9347|-1391.625102|-1391.588873|747.06|315.11|235.34|0.35172|0.6722|-1391.321455|0.1735|3.4677|-0.21559|-1391.385492|5.1401|25.0|7.6021
14n_a23|0.0|1|1|0.0|7.423568444|0|0.009802461|-0.0068536419999999|-0.027380305|2|0.079559363|0.747533142|-0.376950283|10.3132176|2|0.010508236|-0.110069159|-0.199540201|0.756252127|0.802854174|0.219354173|-0.099694124|0.861597051|1|0.89327435|-0.082430028|0.209387766|0.027028617|-55.70499288|18.26553926|97.93357279|0.10672565|72.12361433|-37.64460956|12.34358104|-26.91195666|72.09248208|-21.84509525|58.08878013|0.469606631|3014.591033|603.6615822000001|-1114.099858|-14.76259199|0.313179459|0.885393105|211.642042|-752.8921912999999|31.80611809|0.0242495529999999|-252.5011125|1622.112023|683.7405759|0.0|0.0|1.0|1.0|3.53|3.66|26.0|-7.51|4.03|2.72|2.0|6.0|32.0|5.0|441.51|0.0|0.0|-5.02|2.32e-06|0.0010199999999999|3.55|3.11e-08|1.3699999999999998e-05|-0.06951|3.4217|3.23|3.4217|-1744.450916|-1744.42791|710.48|362.35|362.35|0.6955|0.6955|-1744.1828670000002|0.4229|5.2196|-0.2077099999999999|-1744.244532|7.2975|1.0|9.2441
13_a10|0.0|0|0|0.0|7.535296702|1|-0.059862024|-0.0057715859999999|-0.055497169|2|-0.093280469|1.794073077|-0.259721373|10.9296146|1|0.003791547|-0.017015286|-0.02811323|0.761923976|0.78472614|0.00746881|-0.002671425|0.84680169|1|0.818027691|-0.082327045|0.4676169839999999|0.0122005|-41.62089688|6.168030793|174.7319717|0.181972309|91.99711608|-21.04167667|3.118282386|-24.21093442|51.21590298|-15.22715739|54.05778885|0.449563457|2261.82488|413.5584641|-624.3134531000001|-7.698174391|0.285505651|0.816739845|144.338975|-315.62515|21.31179541|0.018979132|-216.8776303|873.7836118999999|422.96706330000006|1.0|1.0|0.0|1.0|3.02|2.58|21.0|-6.6|3.81|1.88|0.0|2.0|25.0|4.0|328.37|0.0|1.0|-4.1|0.000176|0.0576|2.76|2.49e-07|8.170000000000001e-05|-0.05022|5.8308|2.48|3.8419|-1065.874094|-1065.839441|550.83|322.72|212.63|0.34881|0.68386|-1065.68351|0.1514|3.6904|-0.20959|-1065.732389|5.3726|0.16|6.7959
12aq_a36|0.0|0|0|3.427017327|7.412764017000001|2|0.0332421529999999|-0.0116333169999999|-0.135770278|2|0.076517478|0.0|-0.674732412|10.95447882|1|-0.004569485|-0.052743904|-0.090926893|0.892815402|0.839953955|-0.0606936879999999|-0.047695595|0.89459881|0|0.681470612|-0.122078233|0.162384515|0.021389734|-81.56528598|14.29132551|86.6958382|0.318529388|212.8220574|-54.49698711|9.548598682|-48.79273723|95.39676382|-28.69889692|87.31909781|0.426481765|2932.54604|455.31741460000006|-1549.740434|-19.17486584|0.238023252|0.743623723|159.03272990000002|-1035.442755|37.66374367|0.020701483|-350.0740123|2033.842158|689.2886595|0.0|0.0|0.0|3.0|4.83|0.0|17.0|-6.14|0.98|1.28|1.0|6.0|32.0|5.0|424.46|0.0|0.0|-3.45|0.000304|129.0|1.55|7.19e-07|0.000305|-0.06059|3.9049|3.88|3.3759|-1401.669694|-1401.637414|703.04|367.26|317.51|0.6933199999999999|0.7058300000000001|-1401.391057|0.0059|6.7649|-0.19967|-1401.452487|8671.0|55.0|7.2596
13_a1|0.0|0|0|3.409865599|7.423568444|1|-0.046530797|-0.012199718|-0.144782061|1|0.1129747169999999|0.0|-0.597786194|10.94989555|1|-0.005924486|-0.07665159|-0.120034915|0.87703849|0.76714213|-0.051729721|-0.150485437|0.825117597|0|0.6794604670000001|-0.10668313|0.207843387|0.033737733|-62.04288975|19.62059449|148.7311076|0.320539533|186.4137189|-36.08180773|11.41059871|-37.76773325|77.55889436|-23.43842502|84.56244352|0.477212829|2555.623166|395.1486144|-1054.729126|-13.63090514|0.291737016|0.912824292|169.6632599|-613.3907313999999|33.09282789|0.026679865|-242.2358135|1489.177255|505.2124255|1.0|1.0|1.0|2.0|3.35|2.83|23.0|-7.94|3.87|1.74|1.0|4.0|28.0|5.0|371.39|0.0|1.0|-4.34|5.16e-05|0.0192|2.94|1.14e-08|4.24e-06|-0.04962|4.0783|3.17|3.4483|-1238.395767|-1238.367298|613.52|359.55|304.01|0.65363|0.69782|-1238.174491|0.3535|2.7595|-0.18883|-1238.22919|3.9446|0.26|6585.0
3d_a12|0.0|0|0|0.0|0.0|1|0.092417272|-0.008186708|-0.053022041|3|-0.166233441|0.0|-0.360215148|10.95472859|0|-0.000643935|-0.1394967999999999|-0.237203828|0.91670178|0.7697403429999999|-0.097468573|-0.108208213|0.82682708|0|0.8547246829999999|-0.0958414059999999|0.2443206489999999|0.011128076|-49.24083018|5.717316796|74.39425719|0.145275317|74.63869204|-25.2986621|2.9374091630000003|-17.64609244|57.52228251|-18.01493787|40.06333231|0.472404561|2148.979792|439.1353855|-738.6124526000001|-9.255608086|0.22571647|0.89539167|115.96727140000002|-379.4799315|23.26659057|0.01611886|-281.8395348|953.9302134|410.9162081|1.0|1.0|1.0|1.0|3.98|2.71|18.0|-7.51|2.19|2.26|0.0|3.0|24.0|4.0|313.36|0.0|1.0|-3.91|0.000302|0.0945|2.81|3.08e-08|9.64e-06|-0.06842|4.2114|3.1|3.7719|-1006.727999|-1006.704001|548.21|328.71|294.4|0.53114|0.6572100000000001|-1006.556654|0.1583|2.2068|-0.22229|-1006.606666|3.0037|25.0|7.6021
