molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SRW09|nARing|MATS2c|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12b_a30|0.0|0|0|0.0|7.412764017000001|2|0.047132642|-0.007353271|-0.06631353|2|-0.074391852|0.0|-0.3897233479999999|10.31162898|1|0.002064369|-0.0541804029999999|-0.120380857|0.669561738|0.824373792|-0.009146339|-0.1240820219999999|0.880943609|0|0.764737577|-0.09915679|0.383979687|0.017341789|-62.96700664|11.01246349|86.84905288|0.235262423|149.39744040000002|-39.98560202|6.99318589|-33.68855323|73.02913136|-24.41577808|64.06324295|0.4676268939999999|2849.095245|485.6272203|-1196.373126|-15.50462119|0.201479318|0.878381889|127.9443353|-759.7264385|30.57626261|0.01584525|-379.1359902|1498.236868|618.6004214|1.0|0.0|1.0|1.0|4.63|0.0|17.0|-6.9|3.18|3.2|2.0|5.0|30.0|5.0|416.47|0.0|0.0|-5.01|4.12e-06|0.00171|3.97|1.26e-07|5.260000000000001e-05|-0.05351|5.0567|4.07|3.5207|-1675.0107779999998|-1674.977262|673.18|352.16|245.19|0.3159099999999999|0.68496|-1674.7778119999998|0.1525|3.7327|-0.20289|-1674.838225|4.5545|7.0|8.1543
8e_a12|0.0|1|1|0.0|6.803505258|1|0.050021617|-0.006350143|-0.049397555|2|0.0661362779999999|2.197856963|-0.330207456|10.94458094|1|0.005744805|-0.079913108|-0.136145064|0.83954453|0.761892879|-0.036433876|-0.051240735|0.815412281|1|0.939627917|-0.087795345|0.001151979|0.0155147339999999|-50.273571200000006|8.884082475|51.38557748|0.060372083|34.57040021|-28.78776717|5.0872236|-17.05887601|61.4656313|-17.80522313|38.67488258|0.45384745|2548.979738|538.051884|-854.6507103|-10.19566754|0.2887421289999999|0.830990262|165.34017769999997|-489.392042|25.03342862|0.019545275|-241.94192880000003|1201.604574|561.9859171|1.0|1.0|1.0|1.0|4.11|3.01|21.0|-7.93|2.68|3.05|2.0|3.0|28.0|4.0|366.42|0.0|1.0|-4.69|4.25e-05|0.0156|3.53|1.19e-08|4.34e-06|-0.05739|5.247999999999999|3.45|3.3044|-1177.619013|-1177.593205|612.59|375.21|236.25|0.38889|0.6954899999999999|-1177.380602|0.2252|1.0295|-0.19338|-1177.436953|1.9327|588.0|6.2306
13b_a5|0.0|0|0|2.948625157|7.153833802|1|-0.142746146|-0.004573365|0.011339656|2|-0.006314305|0.0|-0.251535058|10.94530329|1|0.0066003869999999|-0.055701188|-0.091464693|0.6700114770000001|0.765309977|0.03431921|-0.0330907489999999|0.8184221559999999|0|0.831557236|-0.074710354|0.468748106|0.0138892369999999|-48.3067033|8.980592802|14.41650822|0.168442764|108.9128108|-31.23446039|5.806729729|-29.05440446|62.24204745|-17.04942469|53.91565742|0.455921715|2661.597781|537.6736515|-869.5206594|-11.0239272|0.345923611|0.837970799|223.6695238|-562.2202871000001|26.06641209|0.021552174|-199.2474147|1329.387016|638.8437454|0.0|1.0|1.0|1.0|2.97|2.64|23.0|-8.36|4.06|1.96|1.0|5.0|30.0|4.0|395.46|0.0|1.0|-4.43|5.69e-05|0.0225|3.01|4.36e-09|1.72e-06|-0.05177|4.6733|4.66|4.1793|-1276.066049|-1276.030896|672.43|296.66|265.31|0.32779|0.57482|-1275.806761|0.3064|3.5881|-0.22451|-1275.865034|4.7964|0.11|6.9586
47f_a18|0.0|0|0|0.0|7.03438793|1|-0.005500039|-0.005817448|-0.034211867|0|-0.048472184|0.0|-0.477030713|10.94702253|0|0.00531392|-0.264839041|-0.3927204379999999|0.765824398|0.750610215|-0.009917608|-0.014370598|0.780474694|0|0.838156881|-0.084851044|0.375218907|0.0138461289999999|-72.03501774|11.75478965|111.1889928|0.161843119|137.3980967|-61.15474298|9.979328976|-46.00060733|86.11217859|-24.61956302|65.93954138|0.483843526|3367.7324700000004|711.5604361000001|-1944.945479|-20.90098811|0.273449343|0.937396993|232.14715330000004|-1651.17806|33.88554232|0.016581683|-384.6642262|2676.957843|1347.416568|1.0|1.0|0.0|2.0|4.87|0.0|18.0|-9.22|3.6|2.79|3.0|13.0|40.0|4.0|541.68|0.0|0.0|-5.52|7.76e-07|0.000421|4.52|6.04e-10|3.27e-07|-0.04439|3.0964|8.13|3.0964|-1743.375413|-1743.346389|908.66|400.42|400.42|0.6984600000000001|0.6984600000000001|-1741.724929|0.5741|3.8532|-0.1724099999999999|-1741.802171|4.4861|9.0|8.0458
12bh_a36|0.0|0|0|3.50075137|7.412764017000001|2|-0.052761366|-0.006687484|-0.047482048|2|0.001012669|0.0|-0.401249012|10.94728093|1|0.0045625|-0.101854847|-0.169994208|0.902377067|0.78699829|-0.211972014|-0.0591586759999999|0.833398429|0|0.833491953|-0.09959401|0.317612728|0.017627098|-66.28126709|11.73109101|83.08294358|0.166508047|110.81353529999998|-44.11115058|7.807212275|-31.30825225|76.46867897|-23.6718811|58.77476595|0.482052584|2773.193279|554.7010591|-1325.625342|-15.75398235|0.216705778|0.930697921|144.22085800000002|-882.2230117|30.2209316|0.015307571|-377.0728785|1692.3721690000002|729.1873176|1.0|0.0|0.0|2.0|4.95|0.0|17.0|-7.34|2.5|2.45|1.0|5.0|31.0|4.0|409.49|0.0|1.0|-4.6|2.8600000000000004e-05|0.0117|3.41|4.55e-08|1.86e-05|-0.0525299999999999|3.8811|3.79|3.6255|-1311.589612|-1311.558898|715.94|341.97|319.46|0.69377|0.7039|-1311.293683|11.0|5.8338|-0.20168|-1311.356102|7.7975|14.0|7.8539
12h_a30|0.0|0|0|0.0|7.412764017000001|2|0.046965756|-0.00737961|-0.06631353|2|-0.074988669|0.0|-0.391119352|10.31162898|1|0.002064369|-0.0541804029999999|-0.120380857|0.669561738|0.831176513|0.008644634|-0.1240820219999999|0.888213143|0|0.763568404|-0.09907575|0.353607682|0.017389133|-63.03519645|11.06352871|89.66095835|0.236431596|150.42542849999998|-40.10503079|7.038974807000001|-33.64938551|73.14241438|-24.44221903|63.95204629|0.468446216|2848.98238|485.8069155|-1197.668733|-15.55093031|0.202025127|0.881277172|128.5349203|-761.9955851|30.63031164|0.015886049|-379.1625034|1500.88527|618.6004214|1.0|0.0|1.0|1.0|4.63|0.0|17.0|-6.9|3.18|3.2|2.0|5.0|30.0|5.0|416.47|0.0|0.0|-5.01|4.12e-06|0.00171|3.97|1.26e-07|5.260000000000001e-05|-0.05347|5.0289|4.07|3.5101|-1675.011389|-1674.977665|672.54|353.22|246.54|-0.26697|0.68543|-1674.777786|155.0|2.9684|-0.2023599999999999|-1674.838376|3.4138|9.0|8065.0
18c_a22|0.0|0|0|0.0|6.842683282|0|-0.191807441|-0.003749104|0.013131848|2|-0.044828537|1.642882533|-0.213698903|10.31286086|1|0.005597023|-0.078828791|-0.143402172|0.7290394929999999|0.7669483559999999|-0.032031791|0.010828071|0.8287956870000001|1|0.931073539|-0.076388478|0.5003904610000001|0.019843706|-52.84635017|13.72808419|30.63947336|0.068926461|47.68404831|-36.55965924|9.49723261|-27.73804808|67.73280290000001|-19.94201893|53.82294919|0.4777430589999999|3090.601885|644.1264387|-1056.927003|-13.79609783|0.317309976|0.914766316|219.5183688|-731.1931848999999|29.21094233|0.0215181079999999|-252.7737494|1548.179944|779.8043336000001|1.0|1.0|1.0|1.0|3.56|3.3|27.0|-9.46|4.98|1.47|1.0|6.0|34.0|5.0|461.54|0.0|1.0|-5.1|1.6e-06|0.000739|3.5|3.4299999999999995e-10|1.58e-07|-0.07207|5655.0|3.5|3.7222|-1783.562578|-1783.5397829999995|707.08|333.1|219.25|0.4609|0.60449|-1783.277296|0.0817|1.2938|-0.22365|-1783.340519|1.0733|26.0|7585.0
12at_a36|0.0|0|0|3.4361495580000003|7.412764017000001|2|-0.04229234|-0.010886502|-0.073048351|2|0.054794728|0.0|-0.653190113|10.95446888|1|0.000906224|-0.136151085|-0.227404687|0.817851296|0.8384626709999999|-0.08859337|-0.063825255|0.890810337|0|0.751856692|-0.110637955|0.301423347|0.029516069|-76.61315774|20.43891035|95.16663336|0.248143308|171.8311073|-53.05210062|14.1532755|-40.6250081|95.60375457|-25.99374995|79.10595873|0.49342323|3041.832389|520.6361161|-1455.649997|-17.99981985|0.325557803|0.974034457|225.4381077|-1007.989912|38.54110857|0.027424543|-241.591008|2158.30208|735.3783268|1.0|0.0|0.0|2.0|4.9|0.0|17.0|-6.62|1.67|1.89|1.0|7.0|33.0|6.0|439.47|0.0|0.0|-4.08|6.579999999999999e-05|0.0289|2.53|2.42e-07|0.000106|-0.05703|4.7133|4.5|3.8408|-1460.833958|-1460.797444|733.29|322.81|263.05|0.42968|0.6802600000000001|-1460.549244|0.2076|6.4676|-0.2131|-1460.61293|8.9532|78.0|7.1079
19_a4|-3.21497177|0|0|0.0|7.535296702|1|-0.121320311|-0.0023503029999999|-0.3929802189999999|1|-0.052325802|0.0|-0.105763614|10.30966825|1|0.009687676|-0.0255403279999999|-0.042058265|0.55269662|0.774746438|0.152550043|-0.190513834|0.834377354|0|0.820765063|-0.0759826109999999|0.285282038|0.013022539|-41.82665583|7.168604362000001|15.411502800000004|0.1792349369999999|98.66465411|-23.02459887|3.946149569|-21.41704046|49.73882261|-15.93396412|46.07495776|0.460486754|2558.336814|451.8120313999999|-669.2264932|-8.771275759|0.235119747|0.85352261|129.4279389|-368.3935819|20.83197214|0.0143733|-291.6208078|874.9428297000001|450.6848883|1.0|0.0|1.0|0.0|3.46|2.52|17.0|-6.09|4.32|2.16|1.0|3.0|25.0|4.0|351.42|0.0|1.0|-3.97|0.000156|0.0547|2.62|8.070000000000001e-07|0.0002839999999999|-0.05294|4.1858|6.67|4.1858|-1446.939719|-1446.909868|583.39|296.2|296.2|0.67535|0.67535|-1446.760398|0.3806|5.8295|-0.22298|-1446.813896|7.1079|19.5|4.71
16a_a23|0.0|1|1|0.0|7.423568444|1|-0.0147904689999999|-0.0054940769999999|-0.013055633|3|0.062601621|0.759926978|-0.302174246|10.31321796|2|0.01226642|-0.181609054|-0.335065967|0.765869487|0.8323974470000001|0.154144584|-0.116894582|0.890165467|1|0.934837094|-0.07288672|0.181301571|0.021379172|-47.06687604|13.80568132|9.922436905|0.0651629059999999|42.07919382|-30.39361398|8.915071155|-17.13669862|65.21027197|-16.6118386|40.34319246|0.49525751|2924.629647|603.6746046|-847.2037686000001|-10.72715788|0.414079278|0.981208279|267.3932664|-547.0850515999999|28.35168303|0.02809646|-110.9672657|1445.935835|668.3493171|1.0|0.0|0.0|1.0|3.94|0.0|20.0|-5.27|2.52|2.04|1.0|5.0|31.0|4.0|427.5|0.0|0.0|-4.31|2.6e-05|0.0111|2.66|5.38e-06|0.0023|-0.0502|1.6239|2.49|1.6239|-1685.913359|-1685.8794469999998|670.04|763.49|763.49|0.96307|0.96307|-1685.580443|0.2066|11.6254|-0.12645|-1685.6419010000002|18.4446|39.0|7.4037
4g_a46|0.0|0|0|0.0|7.825245291|1|-0.153373738|-0.001702489|-0.010706405|2|-0.093447672|0.0|-0.088529411|10.96333695|1|0.010608122|-0.078780402|-0.121452903|0.662386484|0.74106323|-0.200628401|-0.193115055|0.7796270059999999|0|0.946829733|-0.070153728|0.318162858|0.00801562|-40.24987057|4.598866947|7.38470955|0.053170267|30.50581108|-23.0928866|2.638545451|-18.72788427|44.72726697|-13.96424081|37.24073329|0.448462961|2242.010126|543.2323468999999|-684.2477996|-8.0118178|0.1731389069999999|0.8131148579999999|99.33639766|-392.5790722|16.88825479|0.007803902|-375.0653627|827.5244845|568.1534007|1.0|0.0|1.0|0.0|3.9|3.61|17.0|-7.8|5.37|3.06|2.0|3.0|26.0|3.0|366.89|0.0|1.0|-5.38|4.22e-06|0.00155|4.73|1.57e-08|5.75e-06|-0.03985|4.4163|4.65|4.4163|-1493.154666|-1493.132001|615.33|280.74|280.74|0.6983199999999999|0.6983199999999999|-1492.923098|0.1294|3.5526|-0.22587|-1492.979142|3.7113|2745.0|5.5615
12av_a36|0.0|0|0|3.4520047430000003|7.412764017000001|2|0.049150854|-0.009925128|-0.081537769|2|0.06882889|0.0|-0.605432791|10.96037173|1|-0.000472698|-0.126068378|-0.213993335|0.859938421|0.8076780109999999|-0.018133027|-0.067408377|0.8571025990000001|0|0.752447733|-0.105593135|0.277834652|0.021666882|-73.55299094|15.09249582|99.2415672|0.247552267|172.4374372|-51.2347934|10.51297704|-39.92474833|91.5101903|-24.51766365|72.40871507|0.491188387|3011.024457|524.1323793|-1397.506828|-17.07826447|0.328083083|0.965363947|228.5327731|-973.4610746|36.48912989|0.025779468|-239.5042702|2079.880404|757.7532208|0.0|0.0|0.0|3.0|4.96|0.0|17.0|-6.93|1.65|1.49|1.0|7.0|33.0|5.0|438.48|0.0|0.0|-3.64|0.000292|128.0|1.85|1.1800000000000001e-07|5.18e-05|-0.05307|4.8408|4.5|3.4402|-1440.988179|-1440.945099|733.21|360.39|256.12|0.43212|0.70455|-1440.67411|0.0027|4.7666|-0.19429|-1440.738332|6.1075|39.0|7.4089
2_a47|0.0|0|0|0.0|0.0|0|-0.002024001|-0.008527649|-0.13117284|2|-0.004557357|1.454085483|-0.3581612489999999|10.93671092|0|-0.006079384|-0.017113434|-0.0274111779999999|0.916092248|0.671819147|0.115527282|-0.0253134039999999|0.728066943|1|0.847324011|-0.095655954|0.482748996|0.008511123|-47.65477123|4.240150185|99.5619537|0.152675989|76.06154148|-23.74109633|2.112397382|-20.71307621|55.81329383|-18.32875817|45.81686991|0.433425706|2105.761386|422.1277419|-714.8215685|-9.131190896|0.215021885|0.764993595|107.1215986|-356.116445|23.34938746|0.016376351|-283.9460863|910.626111|392.6099255|1.0|1.0|0.0|2.0|2.58|2.54|22.0|-7.82|4.75|2.39|1.0|3.0|24.0|3.0|313.35|0.0|1.0|-5.11|3.46e-06|0.00109|4.52|1.51e-08|4.73e-06|-0.05285|3.7181|3.49|3.7181|-1010.540464|-1010.505024|536.13|333.46|333.46|0.69102|0.69102|-1010.364507|0.2143|2.1266|-0.20731|-1010.412694|3.1004|631.0|6.2
12g_a40|0.0|0|0|0.0|7.515889085|0|0.037440516|-0.01011728|-0.129331216|0|0.167050952|0.726175674|-0.354104815|10.31197254|2|-0.003205145|0.063401514|0.106286677|0.777835705|0.769016155|0.020185301|-0.326139923|0.8396782220000001|1|0.8702014570000001|-0.099521372|0.289122732|0.012706769|-52.24208444|6.670206427999999|130.7472028|0.129798543|68.1355805|-27.42361099|3.501413627|-26.21888031|59.29860462|-22.85591194|56.61727428|0.465725912|2287.970776|456.7977427|-731.3891821000001|-11.99782981|0.147968773|0.871698484|77.67373972|-383.9305539|26.82520454|0.013442698|-369.5858437|858.4065454|335.7078145|1.0|0.0|1.0|1.0|3.24|3.2|20.0|-6.63|5.14|3.76|2.0|2.0|23.0|3.0|362.23|0.0|1.0|-5.79|3.43e-07|0.000124|5.07|2.37e-07|8.57e-05|-0.07424|4.0224|4.84|3.1577|-2173.044757|-2173.0224510000003|540.25|392.64|308.23|0.67055|0.6988|-2172.9382|0.2682|1.9175|-0.20615|-2172.988604|2.7075|724.0|6.1403
4_a18 (SD-208)|0.0|0|0|0.0|0.0|2|0.055002235|-0.012457606|-0.113324634|3|-0.020226647|0.0|-0.498304229|10.95382003|0|-0.015153358|-0.15379315|-0.3630339729999999|0.773173718|0.83508768|-0.058455902|-0.098971722|0.904723479|0|0.77909674|-0.099573708|0.115284206|0.0211761979999999|-51.27494074|10.90456851|103.6318511|0.22090326|113.7529353|-26.40375252|5.615248385|-20.652731600000003|69.63488061|-18.01551972|51.01127638|0.454067432|2395.526727|401.1916387|-666.5742296|-9.276994128|0.397970979|0.831728055|204.9329964|-343.2487827|29.9246699|0.035654206|-105.0785813|1107.212786|363.2306414|0.0|1.0|1.0|1.0|2.77|2.54|22.0|-8.15|4.44|2.02|1.0|3.0|25.0|6.0|352.75|0.0|1.0|-4.38|5.12e-05|18.0|3.02|7.06e-09|2.49e-06|-0.09992|5.1755|2.58|3.2777|-1542.296276|-1542.276332|537.47|378.26|239.56|0.4646|0.69028|-1542.15786|0.2316|3.4629|-0.2358|-1542.207472|5.2085|0.08|7.0969
13_a12|0.0|0|0|0.0|0.0|0|0.202052156|-0.0069874069999999|-0.0619247109999999|2|-0.21832579|0.0|-0.272508888|10.96083169|0|0.002279068|-0.169387652|-0.281096572|0.845823047|0.6809340620000001|-0.226526433|0.039235452|0.7300173240000001|0|0.90006391|-0.092483398|0.122164874|0.008188151|-45.33566159|4.01385817|64.74666684|0.09993609|48.98899535|-22.2236882|1.96760628|-13.97756285|48.99243638|-17.15403411|32.52766981|0.466560112|1812.788134|441.2142447|-634.6992622|-8.408963103|0.117007826|0.874625469|57.35761558|-311.13163480000003|19.42716439|0.0074597119999999|-375.4880089|718.8050825|327.9594923|1.0|1.0|0.0|1.0|2.7|2.64|18.0|-7.14|3.9|2.42|1.0|3.0|21.0|3.0|276.34|0.0|1.0|-4.2|5.520000000000001e-05|0.0152|3.51|7.26e-08|2.01e-05|-0.04445|4.5363|3.83|3.9329|-876.3661620999999|-876.3370809|532.86|315.25|273.31|0.6622399999999999|0.64974|-876.209109|0.0155|1.3023|-0.20903|-876.258343|1.5686|93.0|7.0315
10_a4|0.0|0|0|0.0|7.535296702|1|-0.180140166|-0.002959121|0.005483539|2|0.00941601|2.149387791|-0.159792527|10.92992762|1|0.011142889|-0.083887216|-0.132895939|0.6990620390000001|0.810105167|-0.120059574|-0.150288496|0.861225169|1|0.921653019|-0.079432495|0.43000216|0.014582852|-45.97324097|8.440134933|39.48408698|0.078346981|45.34497624|-26.60798798|4.884907049|-17.08910641|54.09964719|-15.63090193|37.96666686|0.4858700179999999|2480.063587|533.4262268|-781.5450965|-9.046715915|0.255470315|0.945033425|147.85886159999998|-452.3357957|20.99433004|0.014040792|-283.0534799|1049.716502|594.7358385|1.0|1.0|1.0|0.0|3.46|3.38|21.0|-8.07|4.81|2.53|2.0|4.0|28.0|4.0|370.45|0.0|1.0|-4.85|2.21e-05|0.00818|3.85|8.51e-09|3.15e-06|-0.04689|4.9674|3.34|3.6465|-1183.812875|-1183.790554|619.99|340.01|249.6|0.4662|0.7038399999999999|-1183.54701|0.0176|1.4517|-0.2025|-1183.602045|2.2386|88.0|7.0555
7_a15|0.0|0|0|0.0|0.0|0|-0.2269896539999999|-0.010310394|-0.038088878|1|0.145944639|0.0|-0.494898891|10.95880715|0|0.002150323|-0.211522056|-0.310081401|0.857287135|0.70084115|0.154068618|0.00364345|0.740089344|0|0.841400327|-0.110819329|0.403524276|0.036600739|-61.50761094|20.31436245|103.8062879|0.158599673|88.02694557|-34.13832456|11.27499976|-22.92132733|85.26222186|-14.70834175|61.6121151|0.396557391|2330.667514|466.9990754|-676.5837204|-8.163512395|0.551335598|0.657158418|306.0056033|-375.5215702|32.78250222|0.042799094|56.98518567|1507.995102|474.9756287|1.0|1.0|1.0|1.0|3.16|3.14|18.0|-7.19|4.64|1.74|2.0|7.0|26.0|5.0|352.38|0.0|1.0|-4.49|1.46e-05|0.00516|3.84|6.41e-08|2.26e-05|-0.0284899999999999|4.4386|2.78|3.7495|-1184.385377|-1184.367098|580.73|330.67|279.33|0.64652|0.70497|-1184.168094|0.0169|1.1115|-0.18454|-1184.224637|1631.0|227.0|6644.0
10_a3|0.0|0|0|0.0|6.823286122000001|0|0.190318474|-0.010609861|-0.1152010919999999|3|0.017396832|1.684975382|-0.381954986|10.31162304|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|0.8947911009999999|0.743072638|-0.140523767|0.078405316|0.8136572320000001|1|0.747406318|-0.0989320009999999|0.518341632|0.014615264|-45.8148076|6.768239856|248.0820067|0.252593682|116.9745968|-21.21655855|3.134330682|-21.60122201|56.68388955|-16.65993003|53.41368558|0.41220272|2098.79955|346.1193167|-549.7776912|-7.715112198|0.293370676|0.701266803|135.8581743|-254.5987025|23.57661855|0.023470578|-191.3775649|778.0284121000001|311.6695405|0.0|1.0|0.0|1.0|3.02|1.78|21.0|-6.51|3.41|1.2|0.0|2.0|22.0|4.0|305.36|0.0|1.0|-3.84|5.07e-05|0.0155|2.43|3.06e-07|9.35e-05|-0.06238|5375.0|1.64|3.4217|-1288.190838|-1288.150029|498.67|362.35|230.67|0.41894|0.68995|-1288.050987|0.0463|6.7458|-0.21249|-1288.097561|9.3381|7943.0|5.1
1o_a5|0.0|0|0|2.923171926|6.605297921|0|-0.266637757|-0.002633927|0.033105871|2|-0.033273504|0.0|-0.1079910069999999|10.94518594|1|0.0051989459999999|0.038275248|0.06759341|0.670787375|0.78144982|-0.003561205|-0.016408975|0.85693939|0|0.88430372|-0.072886362|0.447318682|0.01325562|-39.1638643|7.122612351|167.3051756|0.11569628|62.16682117|-21.04383087|3.827177229|-22.90899675|50.11479279|-15.45942012|49.75766514|0.470590799|2238.291862|475.1609233|-587.4579645|-8.306775343|0.300086449|0.8888980340000001|161.2447749|-315.657463|22.08761368|0.020380352|-214.8381946|839.3293197999999|393.5487205|1.0|1.0|1.0|1.0|2.81|2.2|23.0|-8.11|4.07|1.23|0.0|3.0|25.0|4.0|323.35|0.0|1.0|-4.08|8.329999999999999e-05|0.0269|2.78|7.85e-09|2.54e-06|-0.07037|4.5011|2.66|4.1692|-1043.577386|-1043.536121|561.04|297.38|275.45|0.4988899999999999|0.5492100000000001|-1043.422345|0.0071|4.7435|-0.23973|-1043.472984|5.4919|35.0|7.4559
12am_a36|0.0|0|0|3.340519946|7.412764017000001|2|0.088482802|-0.015884751|-0.297354748|2|0.122824831|0.0|-0.921315581|10.9602097|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|0.647732719|0.8344566859999999|-0.0147665219999999|-0.05754717|0.885733922|0|0.814986544|-0.118101664|0.305015372|0.017590648|-81.59051640000001|12.15249658|128.69607109999998|0.185013456|127.81651770000002|-56.3667958|8.395550408|-43.65752487|95.53118838|-31.72964526|75.34643812|0.484558903|3230.6292780000003|563.0333297999999|-1713.4008440000002|-21.92042059|0.211665165|0.940085891|146.228847|-1183.702712|40.24894481|0.020179019|-398.3921535|2173.44302|672.4630346|1.0|0.0|1.0|2.0|4.81|0.0|17.0|-7.14|4.04|2.04|2.0|7.0|34.0|8.0|465.43|0.0|0.0|-5.07|6.26e-06|0.00291|3.86|7.24e-08|3.37e-05|-0.0569799999999999|5.2317|4.86|3.8606|-1645.205296|-1645.169789|714.21|321.15|236.99|0.40752|0.6805100000000001|-1644.952145|0.2987|5.9258|-0.21356|-1645.016323|8.0872|0.06|7.2218
19g_a38|0.0|0|0|3.229090845|7.412764017000001|2|-0.077355838|-0.008497058|-0.117921811|2|-0.037579797|0.0|-0.458841138|10.96052467|1|-0.004358975|-0.098027247|-0.250781298|0.653741315|0.836170906|-0.063110203|-0.076414544|0.892249657|0|0.7200062690000001|-0.114243258|0.5322242429999999|0.022953686|-72.29378538|14.52522351|137.56612280000002|0.279993731|177.181631|-45.74791999|9.191644336|-34.56416368|86.78105144|-24.57988703|69.14572278|0.455443492|2897.384301|455.6240763999999|-1228.994351|-15.5542928|0.280058007|0.836356715|177.2223055|-777.7146399000001|34.14148263|0.0228937029999999|-278.3610963|1707.074131|593.6088758|1.0|1.0|1.0|3.0|4.82|2.52|17.0|-7.12|3.11|2.78|1.0|5.0|31.0|5.0|419.43|0.0|1.0|-4.33|5.68e-05|0.0238|2.88|7.599999999999999e-08|3.19e-05|-0.05479|5.2766|3.66|3.6887|-1431.419426|-1431.386981|638.82|336.12|234.97|0.3937|0.69982|-1431.186566|0.0962|5.0677|-0.20748|-1431.244906|6.1765|42.0|7.3778
7g_a8|0.0|0|0|3.095238804|7.535296702|1|-0.092384028|-0.01002363|-0.067360394|0|-0.030968098|0.0|-0.481134236|10.9431888|1|0.0002620309999999|0.021974492|0.046246982|0.627990269|0.7363841520000001|0.098510683|-0.044866536|0.79995525|0|0.699376143|-0.1122315669999999|0.306360885|0.031841955|-67.26263865|19.08352484|144.290464|0.300623857|180.1699331|-40.31185423|11.43714084|-38.68948451|78.41805331|-27.51653399|83.63914665|0.470618047|2802.2242920000003|419.1502102|-1210.7274960000002|-16.4912131|0.193261535|0.8889952590000001|115.825531|-725.6133762000001|34.10836993|0.018613449|-367.6690814|1500.768277|509.2753308|1.0|0.0|1.0|1.0|3.29|3.32|23.0|-7.91|4.66|3.4|2.0|3.0|30.0|5.0|399.37|0.0|1.0|-5.44|1.67e-06|0.000667|4.38|1.23e-08|4.92e-06|-0.06621|3.7874|6.26|3.7874|-1374.493069|-1374.4533210000002|620.67|327.36|327.36|0.62073|0.62073|-1374.291597|0.5165|10.1546|-0.22129|-1374.3479960000002|12.9547|21.03|4.6772
46_a18|0.0|0|0|0.0|7.03438793|2|-0.001181461|-0.005378956|-0.018808538|1|-0.046124025|0.0|-0.3872848129999999|10.94680484|0|0.003512954|-0.1483628609999999|-0.224171123|0.7100921609999999|0.729629263|-0.015124585|-0.090469229|0.76616843|0|0.8265445990000001|-0.076485888|0.30524999|0.008975181|-54.33831169|6.376289807000001|0.946462387|0.173455401|123.2289237|-38.60388092|4.5299444310000005|-35.20023815|63.70285871|-20.77641329|55.92367899|0.4548138479999999|3052.94234|587.2068577|-1412.796104|-14.76030741|0.217767252|0.8342358790000001|154.7096476|-1003.700904|26.56039822|0.013181412|-401.0164861|1806.107079|1056.535856|0.0|1.0|0.0|2.0|4.27|0.0|18.0|-8.82|3.3|3.33|2.0|7.0|36.0|3.0|480.6|0.0|0.0|-5.47|2.08e-06|0.000999|4.36|1.51e-09|7.27e-07|-0.04995|3225.0|8.11|3225.0|-1532.992457|-1532.968527|765.33|384.45|384.45|0.69181|0.69181|-1532.493789|0.4249|2656.0|-0.18219|-1532.562476|3.2533|186.0|6.7305
