molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WNSA3|DPSA5|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|pIC50|pIC50
16i_a32|0.0|1|0.0|0|7.765993078999999|0|0.6094207429999999|0.0|0.175604846|-0.0146198339999999|5.733341277|0|-0.7748511779999999|-0.104899053|10.31100265|0.006037736|3|-0.001202032|-0.098841478|-0.211019184|0|0.801401734|0.836966894|0.134577711|0.009897928|0.8829894|1|0.801494708|-0.114771536|0.5368697929999999|0.022335011|-56.03343427|-75.01027196|14.59730623|90.08098301|0.198505292|-0.036726892|-49.02383532|-36.62130242|88.80827938|70.6307405|2770.767996|-1200.164351|-15.6876273|0.281035887|6.848009314|0.836873682|33.38593207|0.021112022|-286.2130831|1669.296604|636.0251562999999|13.79800742|1.0|1.0|1.0|2.0|3.75|3.16|19.0|4.85|149.27|1.34|3.0|0.0|1.0|1.0|-7.03|5.0|-5.93|1.0|0.0|3.96|-5.09|8.18e-06|4.19|0.0|1.7100000000000002e-05|-0.05044|3.6176|4.99|-1995.307733|692.96|342.72|0.2857|342.72|573.38|0.70222|0.70222|-1995.055356|-0.14976|3353.0|-1995.11813|8.2596|8.2596
15b_a10|0.0|0|0.0|1|7.535296702|1|1.3438370730000002|2.145379897|-0.197213588|-0.002413027|5.4161004020000005|2|-0.149607679|-0.082365722|10.92966694|-0.058911857|1|0.011928706|-0.175869992|-0.27395395|2|0.744213612|0.791078367|-0.058258414|-0.104250125|0.83320417|1|0.921918974|-0.07358373|0.697099355|0.015973068|-31.76194123|-50.44100799|10.94939968|43.96642219|0.078081026|-0.024105015|-34.57687319|-21.77253505|62.53159836|42.7113409|2716.468606|-958.3791518|-11.32690674|0.329763626|6.6940006620000005|0.706711759|24.65365821|0.017637846|-233.3911134|1429.912176|766.4127559|12.09059037|0.0|1.0|1.0|0.0|3.61|3.89|21.0|4.44|56.07|2.14|1.0|0.0|0.0|1.0|-4.35|5.0|-6.34|0.0|0.0|3.66|-4.64|2.28e-05|3.49|0.0|2.73e-06|-0.04734|5.7620000000000005|2.74|-1317.766641|721.17|329.52|0.3575|215.17|587.53|0.46711|0.68906|-1317.429772|-0.15579|4.7752|-1317.4913390000002|7.0706|7.0706
14p_a23|0.0|1|0.0|2|7.423568444|0|1.197963748|3.3252287430000003|0.044380583|-0.005975594|5.351858133|2|-0.310730878|-0.060144819|10.31321773|-0.053921569|2|0.009266617|0.080581604|-0.131709531|2|0.708395022|0.799506006|0.099883916|-0.090287278|0.8683808959999999|1|0.923455749|-0.080784473|0.223758613|0.0221104079999999|-42.52653933|-54.50240143|14.91710363|40.58186569|0.076544251|-0.033660197|-36.77082544|-28.69113861|67.36602512|57.44364296|3010.721939|-1090.0480289999998|-15.32117727|0.248361701|9.014073839|0.868927227|30.21311441|0.0190667019999999|-339.5427625|1450.229492|646.2584547|12.86362369|0.0|1.0|1.0|1.0|3.48|3.28|26.0|3.89|128.81|2.39|1.0|1.0|0.0|1.0|-5.68|5.0|-6.62|0.0|0.0|3.25|-4.9|1.27e-05|3.3|0.0|1.4800000000000002e-05|-0.09046|3.5752|3.29|-1722.181612|699.61|346.79|0.3802|346.79|573.24|0.6816|0.6816|-1721.933314|-0.14774|7.4033|-1721.994023|8.5302|8.5302
8b_a12|0.0|0|0.0|0|0.0|1|1.283836078|0.0|0.190292199|-0.012630509|0.0|2|-0.618894925|-0.036536396|10.95438057|-0.1090955359999999|0|-0.007926474|0.047425677|0.006468729|1|0.89481633|0.7407532059999999|-0.010950243|-0.183648492|0.792160599|0|0.740926309|-0.116554734|0.4384536329999999|0.011257065|-60.97837482|-67.44287685|6.513753986|319.0086845|0.259073691|-0.045608374|-39.02494133|-35.28434152|72.85978933|67.49212879999999|2388.888334|-1213.971783|-15.27062922|0.111063646|6.373278096|0.926552694|29.68794201|0.009361504|-450.1059006|1365.645333|510.3677388|5.416912474|0.0|1.0|1.0|2.0|4.11|2.57|18.0|1.9|80.37|2.23|1.0|0.0|0.0|1.0|-4.1|4.0|-6.51|0.0|0.0|2.51|-4.01|9.74e-05|2.76|0.0|1.26e-05|-0.0589|4.2263|5.11|-1159.405202|611.93|331.1|0.3179|293.37|460.08|0.53425|0.57773|-1159.188228|-0.15294|4.2554|-1159.2425119999998|6.58|6.58
12t_a36|0.0|0|0.0|0|7.412764017000001|2|1.297042607|0.0|-0.058770337|-0.00673635|5.351858133|2|-0.404180985|-0.030990165|10.95395385|-0.0288761339999999|1|0.0045625|0.059266516|-0.169994208|1|0.902377067|0.829598864|-0.009662203|-0.050788309|0.878510663|0|0.8337556420000001|-0.100615514|0.318666358|0.017627553|-48.97252784|-67.01551397|11.7409283|86.12920631|0.166244358|-0.035934112|-44.63604995|-32.61842026|77.32343502|60.71345614|2771.211293|-1340.3102789999998|-15.94144641|0.21683192|7.960344391|0.930112292|30.56063281|0.01547607|-377.2113003|1711.395437|729.1873176|10.30792105|1.0|0.0|0.0|2.0|4.94|0.0|17.0|2.45|69.2|2.45|1.0|0.0|0.0|1.0|-4.61|4.0|-6.33|0.0|0.0|2.4|-4.57|2.6600000000000003e-05|3.47|0.0|1.7899999999999998e-05|-0.05302|3.8844|3.87|-1311.585049|713.6|337.89|0.4297|319.18|562.72|0.69297|0.70313|-1311.287803|-0.15088|5.9081|-1311.349439|8.0969|8.0969
14w_a23|0.0|1|0.0|2|7.423568444|0|1.197963556|3.132012648|0.013971812|-0.006481882|5.351858133|2|-0.330575965|-0.042151195|10.31321817|-0.031435038|2|0.003906274|0.126238077|-0.206574435|2|0.5788469970000001|0.802520527|0.059273664|-0.049318182|0.8668730109999999|1|0.7880718659999999|-0.088508061|0.228641034|0.022440155|-46.76570273|-58.53311596|14.84036772|43.30287556|0.211928134|-0.035779855|-38.70975831|-30.92760432|72.23920014|61.60607046|3071.908367|-1112.129203|-15.648625699999998|0.256548212|7.833745658|0.988900044|31.82765022|0.020725002|-322.004381|1495.89956|597.2903597999999|13.70608418|0.0|1.0|0.0|1.0|3.42|3.35|26.0|5.14|105.02|3.78|2.0|1.0|0.0|1.0|-5.68|6.0|-6.35|0.0|0.0|4.05|-5.27|5.41e-06|3.78|0.0|5.23e-06|-0.0798|3.6632|3.97|-1828.385903|676.92|338.46|0.3855|338.46|535.54|0.6219399999999999|0.6219399999999999|-1828.161957|-0.14844|7.0157|-1828.222578|8.6737|8.6737
14ae_a23|0.0|1|0.0|2|7.423568444|0|1.1979624290000002|3.338149829|-0.033049777|-0.007539122|5.351858133|2|-0.4448081789999999|-0.0174992419999999|10.31321689|0.0289586779999999|2|0.009675528|0.047563299|-0.253318853|2|0.7763406840000001|0.7830067820000001|0.107765697|0.0469453379999999|0.8356326820000001|1|0.872362051|-0.087074783|0.202342743|0.03467374|-46.69131269|-62.38566188|24.84237243|111.4422142|0.127637949|-0.0269140239999999|-44.69687612|-33.45249142|87.09501229|71.53368511|3212.850883|-1060.556252|-13.81539807|0.46959234|8.123993885|0.919603093|36.35475577|0.034488074|-43.57178809|1999.511567|770.8206617000001|24.70935041|0.0|1.0|1.0|1.0|3.74|3.76|26.0|4.03|123.48|2.42|2.0|1.0|0.0|1.0|-5.8|6.0|-6.68|0.0|0.0|3.44|-5.08|8.22e-06|3.52|0.0|1.17e-05|-0.07122|3.6036|2.99|-1858.967022|751.57|344.06|0.3205|344.06|627.57|0.58144|0.58144|-1858.675325|-0.14537|7.0211|-1858.7404850000005|8.6038|8.6038
8d_a32|0.0|1|0.0|0|7.765993078999999|0|0.609420756|0.0|0.143684876|-0.010604502|5.733341277|0|-0.519620595|-0.044765977|10.31100269|-0.0682721729999999|3|-0.005162219|0.113030335|0.002805572|0|0.825020753|0.825978584|-0.054095278|-0.11492754|0.875986707|1|0.7107041559999999|-0.109968322|0.261692269|0.01593079|-68.88621406|-69.11005922|10.01177286|321.2496412|0.2892958439999999|-0.03346862|-43.43251025|-43.2918338|81.54594837|78.89798692|2556.198518|-967.5408291|-13.21859008|0.2914328639999999|8.106843676|0.887243042|29.684549600000004|0.019788058|-262.14980440000005|1365.489282|557.1050635|12.43588915|1.0|1.0|1.0|2.0|3.5|2.84|19.0|4.32|154.03|1.1|1.0|0.0|1.0|1.0|-6.08|4.0|-6.47|1.0|1.0|3.57|-4.36|4.36e-05|3.17|0.0|2.19e-05|-0.0535|3.5588|4.26|-1880.773727|671.71|348.39|0.3018|348.39|540.98|0.7026100000000001|0.7026100000000001|-1880.540067|-0.14765|1.0269|-1880.602038|8.0809|8.0809
21_a34|0.0|0|0.0|1|8.002694162000001|2|1.425532331|1.88614418|0.026135784|-0.012535886|5.860786223|1|-0.7020096440000001|-0.004734657|10.94874873|-0.009996155|1|0.00130996|-0.201539853|-0.407759867|1|0.702772307|0.740092842|0.116926272|-0.015568862|0.796991578|0|0.676390843|-0.117789944|0.527371706|0.034163186|-63.96857813|-79.03896823|22.9240533|168.9671187|0.323609157|-0.041572921|-53.03643341|-42.9239565|95.12565978|86.89263143|3115.110331|-1422.701428|-18.7187412|0.271739906|7.253455092999999|0.882583047|38.30514214|0.023973624|-306.332473|1953.562249|659.7484451|16.08669155|0.0|1.0|1.0|0.0|3.43|3.52|23.0|3.23|86.55|1.72|1.0|1.0|0.0|1.0|-4.5|6.0|-6.83|0.0|0.0|3.03|-4.71|1.94e-05|3.02|0.0|9.06e-06|-0.07534|4.3011|7.78|-1483.3359380000002|698.17|401.11|0.2174|288.26|530.93|0.6893199999999999|0.69292|-1483.057743|-0.13338|5.3432|-1483.12009|5.4737|5.4737
4R4l_a46|0.0|0|0.171853072|1|7.825245291|1|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|1|-0.255755434|-0.060895366|10.94631401|-0.161358058|1|0.006162668|-0.1012114369999999|0.010799648|1|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.762625193|0|0.896653672|-0.084697739|0.208818132|0.007084496|-49.12015477|-45.96797819|3.844966512|177.33836430000002|0.103346328|-0.02989332|-24.94818681|-26.65896664|49.44228224|52.96512128|2165.83681|-827.4236073|-8.805242402000001|0.121701516|5.669819400000001|0.8412270820000001|18.4720714|0.006401537|-410.6276419|942.0756413|579.2365607|3.474304058|1.0|1.0|1.0|1.0|3.92|3.24|17.0|5.02|50.94|3.06|1.0|0.0|0.0|1.0|-5.28|3.0|-5.23|0.0|1.0|4.09|-5.11|7.78e-06|4.49|0.0|3.47e-05|-0.0212699999999999|4.6497|4.99|-1092.75416|584.44|301.29|0.1678|266.65|498.78|0.40548|0.67823|-1092.4898449999998|-0.17475|2.1973|-1092.544322|6.8633|6.8633
12aj_a36|0.0|0|0.0|0|7.412764017000001|2|1.29704406|0.0|-0.056210607|-0.00706023|5.351858133|2|-0.402433117|-0.103202936|10.95354213|-0.042227364|1|0.003962098|0.1087087|-0.1763783589999999|1|0.90414347|0.812278823|0.091113865|-0.072770961|0.8632656809999999|0|0.8269863129999999|-0.10279655|0.251263868|0.018305468|-46.79363201|-65.89100364|11.73352271|82.34300699|0.173013687|-0.0368515929999999|-42.23511741|-29.99399664|76.5855549|58.52715472|2710.647462|-1251.929069|-15.14089115|0.22507266|8.056502837|0.905958957|30.48195872|0.016684569|-352.4483722|1615.543812|662.0530478999999|10.69455126|1.0|0.0|0.0|2.0|4.84|0.0|17.0|2.19|69.2|2.24|1.0|0.0|0.0|1.0|-4.16|4.0|-6.55|0.0|0.0|2.14|-4.3|5.05e-05|3.04|0.0|4.270000000000001e-05|-0.05275|5.2301|3.48|-1272.27339|682.84|344.24|0.5616|237.06|539.55|0.4112|0.70423|-1271.9998859999998|-0.14818|5.8554|-1272.060325|7.7696|7.7696
9i_a24|0.0|0|0.0|1|7.153833802|0|1.4281889280000002|1.865102513|-0.113620183|-0.005148312|5.209486153|2|-0.190487553|-0.087363979|10.96661275|-0.00532872|2|0.005891639|-0.140841749|-0.336939175|2|0.783500303|0.822658951|0.139004845|-0.0106944439999999|0.898194715|0|0.8260893640000001|-0.069812876|0.379687415|0.025118046|-30.56504777|-33.00219474|11.87389334|10.13249376|0.173910636|-0.024639839|-15.60091656|-14.44881966|51.05832236|42.43894111|2061.729154|-396.0263368|-5.506205845|0.500761711|5.946747117|0.8806627109999999|23.33121014|0.038195951|0.720157264|793.2611447|295.8603625|18.05612763|1.0|0.0|1.0|1.0|2.76|1.36|22.0|2.72|72.28|0.67|0.0|0.0|0.0|1.0|-2.6|4.0|-7.01|0.0|0.0|1.73|-3.1|0.000791|1.48|0.0|0.000258|-0.0473899999999999|4.6212|1.13|-945.286637|501.48|299.06|0.2373|268.3|363.15|0.58977|0.6755800000000001|-945.174716|-0.17204|7.1135|-945.222448|7.0555|7.0555
16_a15|-3.726252327|0|0.0|0|0.0|0|0.300207157|0.0|0.072882981|-0.008593957|0.0|2|-0.4898555739999999|-0.109386268|10.31928197|-0.011969556|0|-0.00379317|-0.006331105|-0.0764246109999999|2|0.787100127|0.729432583|0.080837546|-0.018331526|0.77948108|0|0.723597405|-0.101500719|0.7427725270000001|0.0070920509999999|-60.63825695|-69.38556779999999|4.848103252|53.93878231|0.276402595|-0.039472502|-47.4317527|-41.45211893|76.07332645|65.48636021|3173.773379|-1457.096924|-18.44568161|0.131539493|6.798937229|0.7238723509999999|31.07023998|0.009783192|-503.7568532|1677.792959|728.353441|6.687758643|1.0|1.0|1.0|2.0|3.59|2.93|24.0|6.02|115.58|1.72|2.0|0.0|0.0|1.0|-6.0|6.0|-6.27|1.0|1.0|3.59|-5.21|6.14e-06|3.88|0.0|2.72e-07|-0.04082|4.1731|8.26|-1770.509465|716.79|300.24|0.3809|297.1|600.98|0.6541100000000001|0.66615|-1770.217907|-0.16871|8.0361|-1770.281427|7.6778|7.6778
11f_a5|0.0|0|0.0|0|6.605297921|1|1.370797007|0.0|-0.251797205|-0.0037371509999999|4.59511985|3|-0.227966183|-0.178881726|10.94877949|-0.0080939669999999|1|0.008309782|-0.1323098|-0.203228986|2|0.785419245|0.756843253|-0.008110526|-0.016518403|0.800575032|0|0.847356138|-0.074612137|0.368815548|0.0221464629999999|-47.57801621|-51.92819555|15.41338844|70.39517801|0.152643862|-0.022252743|-36.14073513|-33.11311829|73.05195434|62.99140465|2853.401015|-882.7793242999999|-10.77881574|0.489052404|9.683662007|0.8628345190000001|30.31104695|0.030351311|-15.23851001|1727.7296760000002|753.9168511|21.12375879|0.0|1.0|1.0|1.0|3.35|2.87|23.0|3.53|76.16|1.03|1.0|0.0|0.0|1.0|-3.95|6.0|-6.99|0.0|0.0|2.95|-4.26|5.479999999999999e-05|2.7|0.0|9.06e-07|-0.03862|4.4523|2.25|-1391.7602960000002|729.96|299.8|0.5834|278.47|579.1|0.6593600000000001|0.64937|-1391.444853|-0.1691|2.1313|-1391.50739|7.9208|7.9208
5b_a49|0.0|0|0.0|1|7.853604813|2|1.343848745|2.119588967|0.1108916119999999|-0.007610481|5.777652323|2|-0.418576471|-0.0695402359999999|10.9297646|0.059834711|1|0.006696215|-0.12209302|-0.230763367|2|0.6981815290000001|0.7843021|-0.006962617|0.099724518|0.839963111|1|0.7969332440000001|-0.076494119|0.615864196|0.020319986|-41.03213895|-44.96093486|11.94347454|170.0796998|0.203066756|-0.026008|-26.42668087|-24.11745318|59.85065205|52.97561349|2764.188493|-764.3358925|-8.985071494|0.3913052589999999|6.270195553|0.905459892|25.1139312|0.025332565|-127.7749783|1255.69656|612.7019937000001|14.88971719|0.0|1.0|1.0|1.0|3.34|2.9|21.0|2.87|75.94|2.07|1.0|0.0|0.0|1.0|-3.3|4.0|-7.24|0.0|1.0|2.58|-3.93|0.000118|2.08|0.0|2.3e-05|-0.04453|5.1653|3.92|-1292.139616|633.92|316.21|0.4653|240.03|451.32|0.39241|0.65269|-1291.873941|-0.1624799999999999|4.3767|-1291.929428|7.5528|7.5528
5_a27|0.0|0|0.0|2|6.823286122000001|0|1.4026035369999998|3.2927747860000003|0.126882432|-0.0063562359999999|4.727387819|2|-0.286030638|-0.125237927|10.93772408|-0.013448351|1|0.010329671|-0.250776983|-0.341622797|2|0.639413469|0.760083119|0.180356685|-0.020087122|0.8149212259999999|1|0.8531787759999999|-0.085078576|0.333977277|0.01695771|-29.50048722|-44.83538435|8.936508815|10.48961936|0.146821224|-0.030385206|-23.6277072|-15.54640123|53.51978325|38.43699603|2273.906133|-672.5307653|-8.438466859|0.258518528|6.160679036|0.7827415529999999|21.59546513|0.016479312|-254.5156507|907.0095354|424.8821143|8.684398894|0.0|1.0|1.0|0.0|3.07|3.11|21.0|2.8|65.6|2.66|0.0|0.0|0.0|1.0|-3.61|4.0|-6.49|0.0|1.0|2.82|-4.01|9.78e-05|2.58|0.0|0.0002|-0.04554|4.0989|4.9|-1083.143246|566.68|302.48|0.2448|302.48|463.87|0.64548|0.64548|-1082.967639|-0.16952|2.3781|-1083.019748|8.5229|8.5229
EW7203_a60|0.0|0|0.0|0|7.412764017000001|2|0.604984431|0.0|0.025672274|-0.00698487|5.351858133|2|-0.377182982|0.03824498|10.31162855|-0.051413084|1|0.0036417359999999|-0.1696249719999999|-0.090115975|1|0.80330079|0.822401103|0.002441966|-0.089945913|0.8839272779999999|0|0.8860751579999999|-0.096226348|0.345488097|0.020156795|-49.19385637|-62.23028092|13.03554647|80.48638339|0.113924842|-0.036566012|-40.24477665|-31.81402579|73.82739839|62.22940284|2913.880231|-1182.375337|-15.29301513|0.233162923|8.310125852|0.989250745|30.83771958|0.01793256|-345.1309687|1541.885979|666.0036144999999|11.59711747|1.0|1.0|1.0|2.0|4.75|3.21|17.0|2.6|117.47|2.17|2.0|0.0|0.0|1.0|-5.74|4.0|-6.35|0.0|0.0|3.09|-4.82|1.53e-05|3.59|0.0|8.51e-05|-0.06188|5.0166|3.64|-1668.025575|678.83|352.3|0.2385|247.15|546.85|0.40883|0.69857|-1667.78681|-0.1446599999999999|1.7676|-1667.848192|8.0334|8.0334
38_a18|0.0|0|0.0|0|7.03438793|2|1.251175383|0.0|0.059724697|-0.00575311|4.844187086|1|-0.448742607|-0.020056674|10.94702086|-0.003893067|0|0.001602741|-0.0993372269999999|-0.11123356|0|0.745084567|0.719168079|-0.03302891|-0.007310849|0.751875124|0|0.8310704529999999|-0.082256123|0.423402315|0.00838904|-61.25359673|-65.45657441|6.675707878|100.7046282|0.1689295469999999|-0.0322355079999999|-52.08807522|-48.74349112|71.15832778|67.92930461|3162.36475|-1898.240658|-20.41289434|0.119072105|10.98254153|0.874996952|29.11918324|0.007165119|-606.2584549|2154.819559|1228.492038|5.701753365|1.0|0.0|1.0|3.0|4.53|0.0|18.0|4.13|85.29|3.7|3.0|1.0|0.0|0.0|-6.98|3.0|-5.55|0.0|1.0|3.64|-6.11|7.85e-07|5.43|0.0|2.38e-08|-0.0483699999999999|3.2241|8.95|-1611.630281|861.93|384.55|0.5147|384.55|734.93|0.69235|0.69235|-1611.133158|-0.13229|1.9877|-1611.206669|7041.0|7041.0
35_a18|0.0|0|0.0|0|7.03438793|2|1.251175948|0.0|0.068150325|-0.00622005|4.844187086|1|-0.44784362|0.027469086|10.94702087|-0.0098863069999999|0|0.00113101|-0.104482176|-0.117857059|0|0.737701788|0.737094825|-0.032017257|-0.017913121|0.774007861|0|0.800765945|-0.084219749|0.3888901179999999|0.008853796|-60.302584200000005|-62.06945887|6.525195505|118.7214377|0.199234055|-0.033440195|-45.74482543|-44.44264921|67.9315105|66.82777970000001|3038.429834|-1675.875389|-18.16338657|0.125426193|9.184536969|0.87101708|28.17969862|0.007954001|-552.1173777|1916.219506|1056.535856|5.862051629|1.0|0.0|1.0|3.0|4.3|0.0|18.0|3.35|85.29|3.33|3.0|1.0|0.0|1.0|-6.06|3.0|-6.0|0.0|1.0|3.07|-5.53|2.96e-06|4.55|0.0|1.35e-07|-0.04879|3.2146|8.09|-1533.002975|796.47|385.69|0.4981|385.69|657.07|0.69279|0.69279|-1532.557542|-132.0|2.0432|-1532.627182|7.6198|7.6198
16a_a10|0.0|0|0.0|1|7.535296702|1|1.325756911|2.041062372|-0.187414728|-0.00230615|5.4161004020000005|2|-0.152205915|0.014886502|10.92947902|-0.0048530629999999|1|0.011558506|-0.133979603|-0.254024476|2|0.748039584|0.772481675|-0.068377262|-0.008879187|0.813036304|1|0.916148686|-0.076950669|0.3637074329999999|0.013872737|-36.408063|-53.28817038|9.606840334|77.68598956|0.083851314|-0.026063936|-36.90194151|-25.21250404|63.53441386|46.01490333|2862.681038|-1119.0515779999998|-12.4990447|0.272940681|8.531706024|0.862035195|24.82496066|0.014796066|-314.4761648|1539.147561|879.8636987|10.24624348|1.0|1.0|1.0|0.0|4.11|4.46|21.0|5.19|56.07|2.47|3.0|0.0|0.0|1.0|-5.22|5.0|-5.91|0.0|1.0|4.24|-5.17|6.76e-06|4.33|0.0|1.4e-06|-0.04647|5.6019|3.46|-1395.158387|760.0|320.22|0.3843|221.33|629.65|332.0|0.6852199999999999|-1394.797092|-0.1605|3.8323|-1394.861824|7.3279|7.3279
23_a10|0.0|0|0.0|1|7.535296702|1|1.34383709|2.140123457|-0.12979844|-0.00264793|5.4161004020000005|2|-0.17741132|-0.000458688|10.92966139|-0.0253481679999999|1|0.010662507|-0.0502296329999999|-0.207994181|2|0.7338945809999999|0.754150918|-0.149057824|-0.043248272|0.800727358|1|0.915208645|-0.072395864|0.535680357|0.009615852|-35.17017083|-51.27837225|6.81095873|72.17779806|0.084791355|-0.02685653|-36.32074126|-24.91121732|60.76548004|41.98112956|3103.831885|-1179.402562|-13.47382337|0.238800348|8.755988318|0.943867925|24.9903188|0.013394095|-370.018179|1549.399766|930.6293092|9.487107794|1.0|1.0|1.0|0.0|3.8|4.13|27.0|5.81|56.07|2.99|2.0|0.0|0.0|1.0|-5.38|5.0|-5.93|0.0|1.0|4.5|-5.7|2e-06|4.48|0.0|6.66e-08|-53.0|3.8034|3.9|-1470.1960279999998|768.3|325.98|0.2089|325.98|606.18|0.67647|0.67647|-1469.838069|-0.15858|3.8115|-1469.902562|6.1249|6.1249
9_a1|0.0|0|0.0|0|6.86171134|0|1.432397289|0.0|0.020428974|-0.00614716|4.727387819|1|-0.282769361|-0.079063236|10.94877277|0.016589221|1|-0.0018191779999999|-0.232860777|-0.093062585|1|0.582499378|0.737794643|-0.053460262|0.02778394|0.7964939409999999|0|0.755276458|-0.085722429|0.166794384|0.011266799|-46.63553015|-49.42275468|6.495805626|63.73880199|0.244723542|-0.031896718|-28.49439431|-26.88743664|57.60218193|53.13133578|2387.143654|-790.7640749|-10.60256533|0.2183102569999999|7.61577077|0.826725116|23.52578164|0.014186995|-324.81308110000003|1011.608611|472.9447227|8.17942725|1.0|1.0|1.0|1.0|2.78|2.66|23.0|5.57|58.64|2.74|2.0|0.0|0.0|1.0|-4.68|4.0|-5.81|0.0|1.0|4.12|-4.79|1.62e-05|3.76|0.0|3.7100000000000003e-07|-0.07602|3343.0|5.6|-1187.226314|600.6|370.88|0.5409|370.88|487.19|0.70296|0.70296|-1187.011122|-0.13413|4.1623|-1187.065335|5.2218|5.2218
26_a47|0.0|1|0.0|1|6.86171134|0|1.304328272|1.06819297|0.11828578|-0.012090143|4.727387819|2|-0.544056455|-0.046771537|10.94972213|0.0081426509999999|1|-0.008325552|-0.24731748|-0.079370393|2|0.6850994429999999|0.845040087|-0.11288313|0.0120097289999999|0.910081385|1|0.7104381999999999|-0.101679756|0.549740398|0.020884606|-57.01987795|-59.08415114|12.13564316|9.608109253|0.2895618|-0.038735145|-34.3326642|-33.13315474|73.39007585|69.15552111|2625.572598|-945.3464183|-13.07911017|0.282360823|6.945070057000001|0.90465254|31.36429668|0.024619511|-252.9318822|1317.300461|457.1122177|14.3059247|0.0|1.0|1.0|2.0|3.13|2.66|21.0|4.68|98.72|2.59|1.0|0.0|0.0|1.0|-4.86|5.0|-6.51|0.0|1.0|3.18|-4.56|2.77e-05|3.12|0.0|2.37e-05|-0.06279|4.7963|4.37|-1696.096597|592.84|310.58|0.3197|258.5|443.78|0.50921|0.68707|-1695.9387359999998|-0.16642|3.6825|-1695.993821|7.9|7.9
19_a3|0.0|0|0.0|0|6.605297921|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|4.59511985|3|-0.129865138|0.156485495|10.96959256|0.036226415|1|0.006731579|-0.015805561|-0.066245471|3|0.718266758|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|1|0.853017902|-0.087730634|0.225451546|0.0116401719999999|-31.50932639|-40.8473715|5.419662458|161.5312186|0.146982098|-0.032585664|-19.01853079|-14.67073822|48.55416845|36.92898885|2000.66399|-531.0158295|-7.064025721|0.24201815|5.342307798999999|0.911365749|20.01615321|0.016552404|-240.2326308|700.5653624|314.0966684|7.706796952|1.0|0.0|1.0|1.0|2.81|1.6|21.0|3.39|67.35|1.18|0.0|0.0|0.0|1.0|-3.24|4.0|-6.5|0.0|1.0|2.45|-3.58|0.000266|2.19|0.0|1.7800000000000002e-05|-0.05757|3945.0|2.43|-929.2818523|499.93|314.28|0.3006|314.28|362.92|0.67351|0.67351|-929.14689|-0.16303|2191.0|-929.193831|7.6383|7.6383
5_a47|0.0|0|0.0|0|0.0|0|1.304329328|0.0|0.019688132|-0.009295857|0.0|2|-0.390426|-0.002627182|10.9367109|0.045246333|0|-0.011237954|0.0083528919999999|-0.0428873159999999|2|0.7063295709999999|0.795032176|0.065981732|0.0743193|0.861595935|1|0.807957755|-0.1001981959999999|0.526509524|0.009936558|-46.33853208|-52.90420509|5.246458665|104.9032216|0.192042245|-0.038537768|-27.93318665|-24.46654029|62.14504725|51.58499074|2368.870941|-793.5630764|-10.74353333|0.218428796|5.861037845|0.8997183470000001|26.03444329|0.017501741|-297.3367046|1015.343288|416.1194472|9.240842159|1.0|0.0|1.0|2.0|2.67|2.79|22.0|5.96|58.04|3.26|2.0|0.0|0.0|1.0|-5.65|4.0|-5.19|1.0|1.0|4.29|-5.5|3.18e-06|4.7|0.0|7.590000000000001e-07|-0.05535|3.7083|4.37|-1569.369195|561.61|334.35|0.2108|334.35|401.16|0.69291|0.69291|-1569.20723|-0.15419|2.9121|-1569.258939|7.7|7.7
