molecula|NaaNH|n9FaHRing|SssssC|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|WNSA3|PNSA2|WNSA4|FPSA1|GeomRadius|GRAV|PPSA1|FPSA5|DPSA1|Mor01p|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Volume|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
12t_a36|1|0|0.0|2|2|1.297042607|0.0|-0.058770337|-0.00673635|0.003676818|10.95395385|-0.0288761339999999|1|0.059266516|-0.101854847|-0.169994208|-0.436022708|1|0.829598864|-0.009662203|-0.050788309|0.878510663|0.857993338|0|0.318666358|0.017627553|-48.97252784|-67.01551397|11.7409283|86.12920631|0.166244358|110.727965|-0.035934112|-44.63604995|0.78316808|-2.012310282|-32.61842026|-1340.3102789999998|-15.94144641|0.21683192|7.960344391|5936.009091|144.422087|0.01547607|-377.2113003|729.1873176|1.0|2.0|4.94|17.0|-7.36|3.62|2.45|69.2|1.0|133.52|0.0|1.0|-4.61|31.0|409.49|1.0|2.4|0.0102|0.0109|3.47|0.0|0.0|4.38e-08|-0.05302|3.8844|3.87|713.6|1208.04|0.69297|0.70313|-1311.287803|0.0155|-0.15088|-0.2039|0.03230976|7.9104|8.0969|8.0969
6f_a40|0|0|0.0|1|2|0.604893424|1.750582483|0.134099184|-0.01691341|-0.009302776|10.30179966|-0.190617284|2|-0.233222505|0.048543494|0.092206207|-0.628934821|0|0.836826225|-0.032826285|-0.268802228|0.896373207|0.742681934|1|0.363785804|0.015998475|-86.21963207|-83.88605319|10.2782635|207.7174501|0.344213487|221.1408856|-0.052228625|-53.89282175|0.8628087240000001|-2.350288117|-55.39203581|-1509.948957|-21.5571287|0.137191276|6.993991456|7328.308886|88.13890599|0.013841059|-466.1748926|593.503189|0.0|2.0|4.05|14.0|-3.67|3.66|2.66|199.45|1.0|124.54|1.0|3.0|-6.95|30.0|457.55|0.0|2.61|5.18e-05|0.0105|3.09|1.0|0.0|0.0002109999999999|-0.08982|3.5741|6.96|668.95|1139.55|0.66642|0.69911|-2426.725129|0.0158|-0.1131799999999999|-203.0|0.04845403|8.7269|7.3768|7.3768
13d_a6|1|0|0.0|1|1|1.424214188|0.0|-0.045686501|-0.010665225|-0.003346018|10.95129636|-0.10528143|1|0.126028544|-0.106686991|-0.174259072|-0.49314765|1|0.786837131|-0.027209556|-0.187174391|0.841971795|0.7995080809999999|0|0.19992155|0.030793771|-63.04181168|-75.40072983|20.96853949|156.67194009999997|0.21137879|143.9350986|-0.039696112|-51.34295409|0.769432845|-2.103893962|-42.92734103|-1432.613867|-18.40596467|0.230567155|9.086171078|6185.117192000001|157.0011174|0.018542644|-366.9322097|692.8471883999999|1.0|2.0|3.64|23.0|-9.4|5.38|4.57|95.85|2.0|121.6|0.0|1.0|-5.95|32.0|423.47|0.0|3.74|0.000471|0.00229|4.23|0.0|0.0|3.96e-10|-0.05252|4.85|4.5|723.61|1219.11|0.58381|0.7007399999999999|-1389.125098|0.2513|-0.14894|-0.20146|0.02846332|14.0012|6.4437|6.4437
11_a4|0|0|0.0|1|1|0.626711769|2.159635561|-0.20567828|-0.001098364|0.011277653|10.33765061|-0.0043410079999999|1|-0.030003079|-0.0278843589999999|-0.046906237|-0.145254541|2|0.820318166|-0.163623353|-0.007574475|0.875868891|0.647727179|1|0.4523305489999999|0.009336075|-31.35942689|-37.74083422|5.395547437|12.88007087|0.069886591|40.38918044|-0.023620625|-21.81135655|0.7560913159999999|-1.110169356|-18.12338426|-641.5941818|-7.889214068999999|0.243908684|6.850305797000001|5425.1341090000005|140.96082869999998|0.011937709|-296.0029432|575.2252237|1.0|0.0|3.31|21.0|-8.05|4.97|5.22|68.9|2.0|111.64|0.0|1.0|-5.14|27.0|372.49|0.0|4.16|0.00271|0.00395|3.99|0.0|0.0|8.89e-09|-0.05582|4907.0|3.2|630.04|1071.03|0.4444|0.65942|-1467.20045|0.0403|-0.15885|-0.2146699999999999|0.02336674|5.3012|6.9586|6.9586
9_a3|0|0|0.0|0|0|0.605017128|0.0|0.187952252|-0.007847313|-0.004918099|10.31162238|0.023606557|1|-0.216450234|0.083014843|0.141996379|-0.614170287|1|0.6729843740000001|-0.260349706|0.042154567|0.7327715159999999|0.865283439|0|0.506753484|0.007377805|-44.74600478|-39.28853824|3.469130065|223.4501605|0.15350225|72.17854599|-0.038196575|-18.47392835|0.886859678|-1.336880133|-21.04009269|-628.6166118|-8.445224386|0.1131403219999999|5.004834198999999|4430.929894|53.19989715|0.008976383|-363.8118546|349.6957191|1.0|1.0|3.1|21.0|-7.26|4.9|4.62|80.04|1.0|92.69|0.0|1.0|-5.53|22.0|303.38|0.0|3.7|0.000899|0.00379|4.14|0.0|0.0|5.5e-08|-0.03999|5.8185|3.28|512.44|857.36|0.3639699999999999|0.6724600000000001|-1255.9558029999998|0.1127|-0.15834|-0.19833|0.0242342|2.6661|4.96|4.96
47f_a18|0|0|0.0|1|1|1.251175676|0.0|-0.005500039|-0.005817448|0.0036509859999999|10.94702253|-0.008224928|0|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.750610215|-0.009917608|-0.014370598|0.780474694|0.745431271|0|0.375218907|0.0138461289999999|-54.18475173|-72.03501774|11.75478965|111.1889928|0.161843119|137.3980967|-0.0289997239999999|-61.15474298|0.726550657|-2.290978185|-46.00060733|-1944.945479|-20.90098811|0.273449343|10.55465562|7870.103594|232.14715330000004|0.016581683|-384.6642262|1347.416568|1.0|2.0|4.87|18.0|-9.22|3.22|3.6|88.97|3.0|164.47|1.0|1.0|-6.11|40.0|541.68|0.0|2.83|0.000421|0.00163|4.52|1.0|1.0|6.04e-10|-0.04439|3.0964|8.13|908.66|1602.99|0.6984600000000001|0.6984600000000001|-1741.724929|0.5741|-0.12802|-0.1724099999999999|0.02902413|4.4861|8.0458|8.0458
16a_a10|0|0|0.0|1|1|1.325756911|2.041062372|-0.187414728|-0.00230615|0.011207938|10.92947902|-0.0048530629999999|1|-0.133979603|-0.162508526|-0.254024476|-0.1948324069999999|2|0.772481675|-0.068377262|-0.008879187|0.813036304|0.72613292|1|0.3637074329999999|0.013872737|-36.408063|-53.28817038|9.606840334|77.68598956|0.083851314|58.06685151|-0.026063936|-36.90194151|0.7270593190000001|-1.615964058|-25.21250404|-1119.0515779999998|-12.4990447|0.272940681|8.531706024|6366.0631060000005|189.0108247|0.014796066|-314.4761648|879.8636987|1.0|0.0|4.11|21.0|-8.5|4.73|5.19|56.07|3.0|133.66|0.0|1.0|-5.22|33.0|439.55|1.0|4.24|0.00264|0.00297|4.33|0.0|0.0|3.18e-09|-0.04647|5.6019|3.46|760.0|1310.44|332.0|0.6852199999999999|-1394.797092|0.0841|-0.1605|-0.20697|0.02819643|4.6574|7.3279|7.3279
32_a47|0|1|0.0|1|1|1.216307925|1.998170616|-0.1746026239999999|-0.003573735|0.001861676|10.95005715|-0.044598914|1|-0.0274939029999999|-0.077485193|-0.157688306|-0.2749014|2|0.810444864|-0.0094137619999999|-0.078006445|0.858292442|0.634406338|1|0.266433793|0.019295804|-41.57905445|-52.38450683|13.90468487|28.55112477|0.148372218|106.9180086|-0.026060474|-37.74862456|0.64116122|-1.381205148|-29.9621436|-995.3056298|-13.53252578|0.35883878|8.656942728999999|6235.398576|258.5816152|0.022735861|-203.4434306|682.9868225|1.0|2.0|3.35|21.0|-8.82|4.18|5.07|67.66|2.0|125.17|0.0|1.0|-4.81|31.0|436.91|0.0|3.94|0.00674|0.0038799999999999|3.7|0.0|0.0|1.5e-09|-0.05682|4.9046|2.97|692.49|1184.76|0.48011|0.68986|-1777.843462|0.2839|-0.1509599999999999|-0.20778|0.03062031|6.3139|7.0|7.0
4_a18 (SD-208)|0|0|0.0|2|2|1.304335262|0.0|0.055002235|-0.012457606|-0.018723101|10.95382003|-0.056245435|0|-0.047745689|-0.15379315|-0.3630339729999999|-0.564165402|1|0.83508768|-0.058455902|-0.098971722|0.904723479|0.721664823|0|0.115284206|0.0211761979999999|-40.10670787|-51.27494074|10.90456851|103.6318511|0.22090326|113.7529353|-0.034985357|-26.40375252|0.602029021|-1.2944582059999998|-20.652731600000003|-666.5742296|-9.276994128|0.397970979|6.239898178|5348.394288|204.9329964|0.035654206|-105.0785813|363.2306414|1.0|1.0|2.77|22.0|-8.15|3.54|4.44|76.48|1.0|92.87|0.0|1.0|-4.29|25.0|352.75|0.0|3.11|18.0|0.0146|3.02|0.0|0.0|7.06e-09|-0.09992|5.1755|2.58|537.47|895.83|0.4646|0.69028|-1542.15786|0.2316|-0.13588|-0.2358|0.0199445|5.2085|7.0969|7.0969
12at_a36|1|0|0.0|2|2|1.297042863|0.0|-0.04229234|-0.010886502|-0.001148437|10.95446888|-0.037590959|1|0.091520225|-0.136151085|-0.227404687|-0.48127276|1|0.8384626709999999|-0.08859337|-0.063825255|0.890810337|0.7767870459999999|0|0.301423347|0.029516069|-58.66704838|-76.61315774|20.43891035|95.16663336|0.248143308|171.8311073|-0.037537878|-53.05210062|0.6744421970000001|-2.102121151|-40.6250081|-1455.649997|-17.99981985|0.325557803|8.837213274|6537.399158|225.4381077|0.027424543|-241.591008|735.3783268|1.0|2.0|4.9|17.0|-6.62|2.7|1.67|95.5|1.0|135.03|0.0|1.0|-4.18|33.0|439.47|0.0|1.76|0.0289|0.0367|2.53|0.0|0.0|2.42e-07|-0.05703|4.7133|4.5|733.29|1238.61|0.42968|0.6802600000000001|-1460.549244|0.2076|-0.15607|-0.2131|0.03651452|8.9532|7.1079|7.1079
4k_a46|0|0|0.173180233|1|1|1.134637098|2.145043462|-0.050636784|-0.0049602|0.006550513|10.94631314|-0.1032662209999999|1|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|1|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0.784722915|0|0.260665072|0.007038271|-49.65634024|-46.76051618|3.801175594|171.92614719999997|0.121088629|65.39662252|-0.0306644389999999|-25.25406274|0.8732380740000001|-1.471893066|-26.8180173|-794.928775|-8.94414722|0.126761926|5.726809252000001|4685.0322320000005|68.46061366|0.006892404|-403.1511415|519.5743695|1.0|1.0|3.8|17.0|-6.61|4.26|4.77|50.94|1.0|100.96|0.0|1.0|-4.82|25.0|333.43|1.0|3.79|5.0|0.0049299999999999|4.05|0.0|0.0|2.48e-07|-0.01712|5.4228|4.52|582.84|1001.96|0.39943|0.68553|-1053.196897|0.1505|-0.18542|-0.20254|0.03653474|5.7714|7.0969|7.0969
41_a18|0|0|0.0|2|2|1.251176562|0.0|0.115127295|-0.007587553|-0.0034878|10.9470117|0.0212700929999999|0|-0.137860739|-0.005930813|-0.0091068809999999|-0.5421253970000001|0|0.733589101|-0.032217299|0.037097204|0.774395455|0.745631286|0|0.3888308139999999|0.009550224|-69.94639412|-61.10986894|6.547189171|347.42621339999994|0.2650611539999999|181.7135945|-0.037381065|-41.89408289|0.903239484|-2.317626057|-47.95199341|-1588.856592|-17.56848637|0.0967605159999999|8.787657952|6605.095612|66.33450764|0.006896617|-552.8844577000001|897.5188662|1.0|3.0|4.07|18.0|-8.38|3.26|2.7|99.28|2.0|141.34|0.0|1.0|-5.56|34.0|452.55|0.0|2.53|0.00125|0.0042899999999999|3.78|0.0|0.0|4.18e-09|-0.04956|3.2123|7.34|736.59|1294.52|0.69308|0.69308|-1453.980175|482.0|-0.1319|-0.1814599999999999|0.0280471999999999|2721.0|6433.0|6433.0
14b_a50|0|1|0.0|2|2|1.267593742|4.240438135|-0.092558007|-0.003935732|0.010215823|10.94501788|-0.041169251|2|-0.106938404|-0.1786649189999999|-0.280243276|-0.306633966|1|0.7887047979999999|0.030057537|-0.076752616|0.831689551|0.71456262|1|0.7031402240000001|0.022423099|-33.02344264|-50.27694576|14.70317076|25.31245624|0.095923652|62.89861413|-0.025558317|-32.9673668|0.637281054|-1.533499045|-21.65397937|-1005.538915|-10.98912227|0.362718946|6.3538844910000005|6737.145102|237.8403928|0.021820402|-180.03459850000002|825.4425942|1.0|0.0|4.64|20.0|-6.86|3.72|4.81|66.99|2.0|128.39|0.0|1.0|-4.6|33.0|441.52|1.0|3.6|0.0111|0.0074099999999999|3.51|0.0|0.0|1.3900000000000001e-07|-0.02486|5.2834|3.05|718.64|1253.87|0.55594|0.64303|-1430.72987|0.1373|-0.16874|-0.1936|0.03081037|6.7927|5.1818|5.1818
19_a15|0|0|0.0|0|0|0.300209223|0.0|0.156105985|-0.009832375|-0.012350591|10.31928434|-0.032407407|0|0.060683674|-0.0283109839999999|-0.045543362|-0.571686169|1|0.722297906|0.042424078|-0.048611111|0.770451673|0.7358168620000001|0|0.355677322|0.00527267|-54.70558911|-64.78818183|3.04716388|61.63983265|0.308930877|178.5363184|-0.042351319|-37.44217335|0.922135562|-1.905809364|-31.61527447|-1101.399091|-14.14482104|0.077864438|6.10227122|5417.777463|44.99916039|0.005747326|-487.9183964|490.1808545|0.0|2.0|2.99|18.0|-7.14|2.36|4.96|102.69|1.0|101.22|0.0|1.0|-5.12|26.0|369.44|0.0|2.88|0.00279|0.0152|3.29|0.0|0.0|7.28e-08|-0.0372399999999999|4.1742|7.53|601.23|1030.77|0.68945|0.68945|-1523.196562|0.4895|-0.17018|-0.20742|0.04315771|9326.0|7.1427|7.1427
3b_a12|0|0|0.0|1|1|1.283824445|0.0|0.156777705|-0.007916598|-0.004028952|10.9540388|-0.003968827|0|-0.19952566|-0.071149325|-0.116772665|-0.547002361|1|0.768772928|-0.008328578|-0.007397776|0.82914101|0.802482465|0|0.073824142|0.0103611969999999|-33.57216667|-46.11064215|5.401901357000001|41.13468455|0.096795301|50.46508298|-0.034016616|-24.04018959|0.7688221909999999|-1.326648015|-17.50314491|-691.6596323|-9.246226764|0.2311778089999999|6.6333156660000006|4665.346939|120.5265876|0.0166212889999999|-280.3056362|406.0361621|0.0|1.0|3.82|18.0|-8.1|4.05|3.14|37.28|1.0|102.53|0.0|1.0|-4.26|24.0|332.79|1.0|3.59|0.0184|0.00759|3.78|0.0|0.0|7.91e-09|-0.07091|4.2092|3.96|548.05|915.37|0.53738|0.6654800000000001|-1410.826913|0.2418|-0.15229|-0.2232|0.02444371|8.5678|7.3098|7.3098
12aa_a36|1|0|0.0|2|2|1.297043479|0.0|0.033952382|-0.011588438|-0.006653538|10.95446449|-0.013898809|1|0.0620143779999999|-0.052743904|-0.090926893|-0.53315493|1|0.833911317|0.156337925|-0.023185884|0.888163057|0.849217847|0|0.4679233379999999|0.023617545|-72.94175494|-80.19356964|16.1504726|132.3194611|0.3110547589999999|212.7097172|-0.04126187|-54.83906299|0.731335741|-2.228140982|-49.88002793|-1523.677823|-19.29522587|0.2686642589999999|8.05947774|6438.603019|183.7216658|0.023386634|-316.3903377|689.2886595|1.0|3.0|4.83|17.0|-6.14|1.92|0.98|112.29|1.0|131.85|0.0|1.0|-3.52|32.0|424.46|0.0|1.15|129.0|152.0|1.55|0.0|0.0|7.19e-07|-0.05111|3.8899|3.88|701.99|1183.76|0.6931|0.6931|-1401.389257|0.4446|-0.15718|-0.20829|0.04550032|4.7433|8.0458|8.0458
27c_a34|0|0|0.0|1|1|1.4335249819999998|1.996958431|0.02583752|-0.014036512|-0.008017781|10.95447877|-0.014364543|1|-0.132026575|-0.128393271|-0.2077985889999999|-0.543350914|1|0.783333463|-0.0360159139999999|-0.0239323839999999|0.8353837409999999|0.804740647|0|0.32643486|0.0304948179999999|-76.84420762|-84.73908278|20.51361454|176.7076265|0.368934647|248.17931940000005|-0.042782312|-57.00328784|0.7381974290000001|-2.26746252|-51.69246989|-1525.30349|-19.35960719|0.261802571|8.808655321|6308.331369|176.1124482|0.022975949|-320.4669239|673.8038326000001|1.0|2.0|3.55|23.0|-7.67|3.11|3.34|104.29|1.0|119.71|0.0|1.0|-4.75|32.0|427.46|0.0|2.83|0.00759|0.0151|2.9|0.0|0.0|2.13e-08|-0.03792|4277.0|5.23|709.72|1203.69|0.68683|0.70336|-1426.246896|0.0093|-0.1589|-0.19682|0.03913684|9.6148|6.0969|6.0969
12m_a30|0|0|0.0|2|2|0.6049842529999999|0.0|0.096631895|-0.01047558|0.001371944|10.31162838|-0.0547272029999999|1|-0.236661357|-0.084317059|-0.152855196|-0.5409445629999999|1|0.832758813|-0.036924662|-0.0974968869999999|0.893689741|0.770326886|0|0.415971907|0.027352277|-57.96147772|-70.1324196|18.55926485|133.774348|0.216739951|147.06395700000002|-0.0405332439999999|-47.58675592|0.773732767|-2.067195455|-39.32844052|-1402.648392|-18.66147291|0.226267233|9.025816604|6658.711303|153.52847759999997|0.019500715|-371.4702679|683.7405759|1.0|1.0|4.66|17.0|-6.42|3.4|2.48|114.67|2.0|133.52|0.0|1.0|-6.0|32.0|439.49|0.0|2.36|0.000444|0.00427|3.89|0.0|0.0|3.7600000000000003e-07|-57.0|5.0617|3.88|714.92|1204.39|0.33392|0.68404|-1742.965888|0.1615|-0.15042|-0.20742|0.04041755|5.1279|7.5114|7.5114
1_a1 (SKF-104365)|0|0|0.0|1|1|0.626769342|2.196347317|0.011230812|-0.006055958|0.000663414|10.33812228|0.11172918|1|-0.221214316|-0.123703409|-0.300426726|-0.505981356|1|0.7926983559999999|-0.015406451|0.194988905|0.857919181|0.551667506|0|0.2405471019999999|0.0133681239999999|-31.45099608|-37.55389489|6.18316314|6.658828587|0.186844249|86.42113499|-0.029524467|-17.369816|0.709744919|-0.9743074|-14.547040099999998|-450.6467387|-6.316296726|0.290255081|5.2735884010000005|4225.4765640000005|134.2517831|0.018973797|-194.0267797|297.2783688|1.0|0.0|2.97|17.0|-6.0|3.93|4.28|56.01|0.0|81.72|0.0|1.0|-3.8|21.0|297.35|1.0|3.27|0.0472|0.0287|2.96|0.0|0.0|9.93e-07|-0.03482|3.8901|3.45|491.18|809.96|0.70081|0.70081|-1278.971649|0.2178|-0.16142|-0.19624|0.02377006|6.9338|5.7959|5.7959
14e_a23|0|1|-4.45581912|0|0|1.197957573|3.052208981|0.059967018|-0.008865361|0.001027627|10.3132176|-0.009871698|2|0.072830644|-0.07256543|-0.226146643|-0.5232404310000001|2|0.791790895|0.133270225|-0.014216155|0.8510270329999999|0.5415996160000001|1|0.267882223|0.018022127|-51.07141556|-62.2612068|12.5437807|48.244071000000005|0.074607942|51.92870134|-0.03935934|-43.33511299|0.796525872|-1.96796702|-35.54678231|-1369.74655|-19.06744972|0.203474128|8.020794334|7663.17288|141.6222839|0.017954325|-412.7765217|658.8108151|1.0|1.0|3.54|26.0|-8.23|4.42|6.19|105.02|2.0|125.29|0.0|1.0|-6.38|34.0|479.48|0.0|4.5|0.000198|0.000773|4.46|0.0|0.0|5.94e-09|-0.08122|3.7033|4.2|706.39|1209.58|0.63922|0.63922|-1966.720803|0.3178|-153.0|-0.2342199999999999|0.02250947|5.5469|8.5214|8.5214
14ae_a23|0|1|0.0|0|0|1.1979624290000002|3.338149829|-0.033049777|-0.007539122|0.008996289|10.31321689|0.0289586779999999|2|0.047563299|-0.143336826|-0.253318853|-0.363230717|2|0.7830067820000001|0.107765697|0.0469453379999999|0.8356326820000001|0.7317531540000001|1|0.202342743|0.03467374|-46.69131269|-62.38566188|24.84237243|111.4422142|0.127637949|91.4475768|-0.0269140239999999|-44.69687612|0.53040766|-1.480271319|-33.45249142|-1060.556252|-13.81539807|0.46959234|8.123993885|7308.981869|336.444465|0.034488074|-43.57178809|770.8206617000001|1.0|1.0|3.74|26.0|-7.6|3.48|4.03|123.48|2.0|133.27|0.0|1.0|-5.8|34.0|471.53|0.0|3.44|0.000753|0.0038799999999999|3.52|0.0|0.0|2.49e-08|-0.07122|3.6036|2.99|751.57|1285.52|0.58144|0.58144|-1858.675325|0.3205|-0.14537|-0.21659|0.01449323|9.5944|8.6038|8.6038
7l_a46|0|0|0.256706467|1|1|1.160371354|2.1525548|-0.2644255789999999|-0.00090473|0.013150047|10.9642261|0.050638298|1|-0.331246137|-0.087877164|-0.143129469|-0.1082221709999999|2|0.7746144629999999|-0.1237456669999999|0.076724694|0.825629852|0.6539666829999999|0|0.253138137|0.011594057|-27.30136533|-30.34397256|5.5935102720000005|8.13531199|0.092851886|44.79605077|-0.022013621|-14.63933792|0.67467081|-0.880544835|-13.17144326|-424.8156159|-5.1237682730000005|0.32532919|5.273701985|4046.614178|156.9538706|0.016330867|-168.5385796|375.721552|1.0|0.0|3.04|17.0|-6.29|3.59|3.59|43.6|0.0|86.96|0.0|1.0|-3.18|22.0|290.36|1.0|2.86|0.1939999999999999|0.0548|2.61|0.0|0.0|5.19e-07|-0.03324|4.5464|2.42|517.29|879.87|0.68834|0.68834|-915.446686|0.2024|-0.18993|-0.2231699999999999|0.025086919|3.9009|5.7122|5.7122
18_a3|1|0|0.0|0|0|1.43179288|0.0|-0.256375952|-0.003487792|0.0057881999999999|10.96965878|-0.025890816|1|0.150826737|-0.035611069|-0.064953613|-0.2495754869999999|3|0.714658751|0.0355413979999999|-0.051083228|0.784960175|0.6858831809999999|1|0.217881538|0.013796397|-31.07331853|-37.67445366|6.1383958|160.9514039|0.158042379|70.31739201|-0.031753312|-16.76239841|0.682492203|-1.016105994|-13.82537222|-452.0934439|-6.285899403999999|0.317507797|5.293627315|3928.183499|141.2679329|0.02363555|-162.3915791|270.539096|1.0|1.0|2.62|21.0|-6.83|3.42|3.08|67.35|0.0|80.35|0.0|1.0|-2.82|21.0|273.29|1.0|2.21|411.0|147.0|1.79|0.0|0.0|1.49e-07|-0.05769|3.9765|1.85|482.41|784.04|0.6671699999999999|0.6671699999999999|-889.850598|0.3326|-0.1641099999999999|-0.2218|0.02173162|3.3664|7.5229|7.5229
8f_a8|1|0|0.0|0|0|1.394802091|1.241306689|0.024051247|-0.01032134|-0.007796225|10.94343488|0.007079485|1|0.152294451|0.09830823|0.254819201|-0.5373378529999999|0|0.6971223040000001|-0.016217844|0.010682683|0.751162751|0.56916135|0|0.308621017|0.013566221|-71.22071405|-62.06002501|7.91086576|317.0847898|0.403186031|235.1097364|-0.048375351|-36.18904175|0.90577048|-2.128515439|-41.53091131|-1241.2005|-16.44956443|0.09422952|7.504290616|5948.547713|54.94802877|0.009226445|-473.23361|485.8626377000001|0.0|2.0|3.14|23.0|-7.95|4.69|4.72|80.88|2.0|105.27|0.0|1.0|-5.21|29.0|391.37|0.0|4.04|0.0023899999999999|0.00395|3.82|0.0|0.0|1.13e-08|-0.0675299999999999|4.7027|7.71|602.63|1022.89|0.55661|0.69925|-1361.455053|0.1659|-0.14532|-0.21285|0.03173623|7.8014|4.6428|4.6428
7_a4|0|0|0.0|1|1|1.343865525|2.060422336|-0.237954652|-0.001729561|0.008409909|10.92992954|0.04206117|1|-0.162314698|-0.042220092|-0.094000778|-0.174410426|2|0.8046449179999999|0.022270259|0.0707653759999999|0.87010589|0.518356619|1|0.470973822|0.01470626|-32.72992462|-35.88407105|7.402610584|14.01468959|0.174169393|87.67070691|-0.026733161|-18.06277106|0.7179916670000001|-1.06932642|-16.47508541|-538.2610657|-6.773539148999999|0.282008333|5.512905888|5022.496714|141.9530115|0.016800137|-219.4585767|407.1471338|1.0|0.0|3.05|21.0|-7.46|4.42|4.67|43.6|0.0|95.07|0.0|1.0|-3.81|25.0|330.36|1.0|3.56|0.0514|13.0|3.22|0.0|0.0|3.49e-08|-0.05217|4.0379|2.91|538.92|915.46|0.59702|0.59702|-1089705.0|0.0697|-0.16975|-0.2219199999999999|0.02317758|4926.0|6821.0|6821.0
20a_a10|0|0|0.0|1|1|1.343837243|2.113798134|-0.0774974029999999|-0.0034618129999999|0.008214031|10.9296614|0.011011878|1|-0.058994157|-0.049146504|-0.081587712|-0.281099208|2|0.755429696|0.036092601|0.019448804|0.817646497|0.63495222|1|0.591835899|0.013618456|-43.19189039|-47.37850712|8.860330345|66.52185003|0.086318664|56.1599532|-0.028008251|-30.82502228|0.733451892|-1.456429076|-28.10115947|-947.5701424|-11.8557778|0.266548108|8.419180593|6729.996773999999|173.41938059999998|0.016540298|-303.7731758|719.5272609|1.0|0.0|3.48|27.0|-9.44|5.06|5.77|76.62|2.0|126.35|0.0|1.0|-5.68|33.0|429.47|0.0|4.27|0.000888|0.0011|4.36|0.0|0.0|3.61e-10|-0.06611|4.7841|3.98|696.63|1200.92|0.50193|0.6864600000000001|-1388.897416|107.0|-0.1613099999999999|-0.2274199999999999|0.03217287|3.2116|5.9208|5.9208
8k_a46|0|0|0.1337610719999999|1|1|0.300205953|2.105349622|0.1436554669999999|-0.006208399|-0.002099764|10.31928125|-0.038125|1|-0.1017929319999999|-0.030019362|-0.050069565|-0.510222233|2|0.786206898|0.095179795|-0.051289238|0.8341090329999999|0.687020939|0|0.400181795|0.009441365|-61.98124174|-61.95565276|6.774333772|104.0919365|0.261823161|187.86239430000003|-0.033099828|-44.45419269|0.8265691140000001|-1.985989657|-44.4725532|-1424.980013|-17.04077386|0.173430886|8.070811215|7352.280688|124.4394929|0.0112621819999999|-468.6373459|865.6610153999999|1.0|2.0|3.94|23.0|-8.66|2.94|5.37|124.17|1.0|132.47|0.0|1.0|-5.74|34.0|474.58|0.0|3.29|0.000866|0.00355|3.45|0.0|0.0|2.17e-09|-0.0398699999999999|5.0379|7.63|742.04|1302.56|0.41618|0.5577300000000001|-1844.970617|0.1166|-0.16967|-0.20954|0.04718819|3.8107|6.8327|6.8327
14aa_a23|0|1|0.0|0|0|1.19796312|3.4143268310000003|0.066582026|-0.005050361|0.013012022|10.313217300000002|-0.044957534|2|0.055934795|-0.074579388|-0.13397874|-0.4506138879999999|2|0.75434493|0.055269665|-0.070471939|0.8072028240000001|0.693959193|1|0.204831806|0.018016316|-35.51947393|-51.83122853|12.26959478|40.49537336|0.075891958|51.68445972|-0.03159178|-35.2984572|0.796659447|-1.6743643259999998|-24.18971469|-1140.287028|-14.65218978|0.203340553|8.000512184|6651.23042|138.4803717|0.013786041|-404.0660854|733.3886349999999|1.0|1.0|3.63|26.0|-8.16|4.4|4.63|105.02|2.0|130.22|0.0|1.0|-6.23|32.0|439.54|0.0|4.1|0.000259|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|-0.0708299999999999|3.5934|4.1|715.57|1231.11|0.6805899999999999|0.6805899999999999|-1708.276011|0.4157|-0.1449|-0.21573|0.02033777|8.3532|8451.0|8451.0
