molecula|NaaNH|n9FaHRing|SssssC|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|WNSA3|PNSA2|WNSA4|FPSA1|GeomRadius|GRAV|PPSA1|FPSA5|DPSA1|Mor01p|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Volume|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
47n_a18|0|0|0.0|1|1|1.251175627|0.0|0.0487694459999999|-0.007614955|0.000271488|10.94702025|-0.048404296|0|0.026244774|-0.172015161|-0.258092915|-0.529441732|0|0.696612213|-0.09714337|-0.083719099|0.726888951|0.711628292|0|0.288989992|0.0106152389999999|-65.43887366|-75.24728669|8.759783644|61.29571241|0.207570604|171.2889916|-0.031974244|-62.09468789|0.783921929|-2.4620167580000003|-54.00070374|-2031.676741|-21.77346199|0.216078071|10.43689152|7909.580851999999|178.30942439999998|0.01357247|-468.58948260000005|1306.125688|1.0|3.0|4.69|18.0|-9.76|3.67|3.31|105.6|3.0|162.18|1.0|1.0|-6.02|40.0|539.67|0.0|2.76|0.000511|0.00308|4.1|0.0|1.0|1.7500000000000002e-10|-0.0525299999999999|3.2028|9.78|879.92|1565.37|0.6914600000000001|0.6914600000000001|-1740.5852670000002|0.5056|-0.13138|-0.18391|0.02839695|3.3568|7.1938|7.1938
14r_a23|0|1|0.0|0|0|1.197963203|3.201732471|-0.009140243|-0.006323791|0.007671236|10.31321824|-0.064006338|2|0.033038452|-0.073945564|-0.17267308|-0.454010253|2|0.7837821840000001|0.03753491|-0.1050445769999999|0.846632079|0.5935522360000001|1|0.375360556|0.019185345|-40.32463891|-55.30494931|12.35476415|47.26552456|0.133777381|86.14846171|-0.03654528|-35.61466281|0.7882228370000001|-1.717628177|-25.96781003|-1106.098986|-15.15517566|0.211777163|7.555307147000001|6744.848704999999|136.37788909999998|0.017092103|-371.2130393|599.5697147999999|1.0|1.0|3.47|26.0|-7.67|3.78|4.58|105.02|2.0|120.24|0.0|1.0|-5.58|31.0|429.47|0.0|3.7|0.00114|0.00332|3.68|0.0|0.0|2.14e-08|-0.06842|5.9406|3.72|678.08|1145.51|0.30482|0.68115|-1728.924789|0.0008|-0.15536|-0.22378|0.02296354|8.8722|8.2684|8.2684
7b_a8|1|0|0.0|1|1|1.395658671|1.4628217119999998|-0.119760914|-0.009659873|0.002074537|10.9465091|-0.0254956129999999|1|-0.039357491|-0.021509048|-0.035044152|-0.415894017|1|0.7812177770000001|0.048462902|-0.040994467|0.8453887859999999|0.677544268|0|0.282366236|0.033167971|-60.75943432|-59.93853201|19.86678613|145.0783004|0.277652387|166.30684230000003|-0.041332642|-35.90168309|0.753935657|-1.901301524|-36.39338307|-1138.832108|-14.82895606|0.246064343|7.698000901|6185.0105140000005|147.3863936|0.022982731|-304.2022276|545.9267515|1.0|1.0|3.49|23.0|-7.65|4.48|3.8|92.93|2.0|110.8|0.0|1.0|-5.25|30.0|396.4|0.0|3.5|0.00224|0.00454|3.61|0.0|0.0|2.25e-08|-0.06833|4.5945|5.51|621.4|1067.73|0.44725|0.7025100000000001|-1330.392289|139.0|-0.13639|-0.20472|0.0273745|12.7344|4.8687|4.8687
12b_a50|0|1|0.0|1|1|1.397986833|4.058595679|-0.19841119|-0.002929899|0.01164808|10.94501743|-0.115659308|2|-0.139522815|-0.168032508|-0.291865836|-0.246831987|1|0.804535572|0.009081884|-0.189976035|0.8718949979999999|0.660148928|1|0.24516882|0.0214891|-22.92589265|-33.25880166|10.80329197|8.07905572|0.074083915|37.24447201|-0.0237482779999999|-16.72031641|0.5731907470000001|-0.926182858|-11.52561607|-465.6232233|-6.002164865|0.4268092529999999|5.7232816060000005|4672.843578|214.5713436|0.027586169|-73.59089223|388.171611|1.0|0.0|3.31|20.0|-5.49|2.59|3.42|48.53|0.0|94.69|0.0|2.0|-3.16|24.0|313.36|1.0|2.59|215.0|45.0|2.5|0.0|0.0|3.22e-06|-0.02974|4.7089|2.47|539.15|909.8|0.6016199999999999|0.6581|-1006.501585|0.0777|-0.16451|-0.19425|0.02307802|5.6617|5.3242|5.3242
7h_a8|1|0|0.0|0|0|1.391840221|1.2793830309999998|-0.118981425|-0.00534208|0.00112124|10.94341365|0.0260356679999999|1|-0.043606497|0.052081992|0.141285105|-0.382578949|0|0.7051689170000001|0.095758228|0.041366689|0.7677336090000001|0.507325475|0|0.314190914|0.011647275|-53.71230941|-53.88211443|6.71377223|70.28953528|0.228988973|131.9948047|-0.041038456|-31.05895923|0.892830345|-1.6825766830000002|-30.96107949|-969.8780597|-13.63564064|0.107169655|7.589672923999999|5657.402114|61.77519141|0.00878112|-452.8739011|446.5544107|0.0|1.0|3.12|23.0|-8.46|5.52|5.49|61.58|2.0|101.89|0.0|1.0|-5.68|28.0|373.35|0.0|4.63|0.00078|0.00118|4.66|0.0|1.0|3.5e-09|-0.06799|3.9282|6.81|593.53|999.62|0.6963199999999999|0.6963199999999999|-1285.017252|0.3885|-0.16076|-0.22875|0.03092828|9.1188|4.9788|4.9788
4_a27|0|0|0.0|0|0|1.4008954130000002|3.294369174|0.082486268|-0.006181204|0.00991794|10.93736915|-0.01660383|1|-0.459570857|-0.2030237389999999|-0.341622797|-0.480852615|2|0.7853766809999999|-0.07759915|-0.024800302|0.842039655|0.614205449|1|0.3485918529999999|0.0201467639999999|-29.89961815|-40.79296366|10.43112657|8.590238252999999|0.1473956619999999|76.31512503|-0.0281385239999999|-21.12083948|0.682485674|-1.181818|-15.48073439|-611.8944548999999|-7.543156957000001|0.317514326|6.01592535|4988.6278600000005|164.3952417|0.020363697|-188.9664429|424.8821143|0.0|0.0|3.11|21.0|-6.22|2.94|2.8|65.6|0.0|97.55|0.0|1.0|-3.57|25.0|331.37|1.0|2.8|0.0882|0.0339|2.55|0.0|0.0|6.04e-07|-0.0449899999999999|5.5485|4.63|555.75|946.77|0.36899|0.6089899999999999|-1082.963712|0.1741|-0.17034|-0.21533|0.01877181|3.9202|8.3979|8.3979
12n_a36|1|0|0.0|2|2|0.299253841|0.0|0.039596635|-0.0099988159999999|-0.006862238|10.31810354|-0.000273044|1|0.048110172|-0.15024383|-0.261631709|-0.5181211520000001|1|0.81793955|0.162338703|-0.000421339|0.869718963|0.750657639|0|0.239018516|0.0211044289999999|-60.42525197|-78.42650015|14.28426215|67.52548352|0.279888857|189.4391835|-0.039955874|-53.08197085|0.741751453|-2.317440678|-40.89805687|-1568.530003|-18.30412788|0.258248547|6.863551112000001|7657.057548000001|174.79221719999998|0.021232665|-327.25274110000004|805.2286932|1.0|3.0|5.03|17.0|-6.87|1.28|2.15|123.75|1.0|142.02|0.0|1.0|-3.85|34.0|474.54|0.0|1.18|0.0668|0.0897|1.64|0.0|0.0|1.36e-07|-0.05056|5.3573|6.24|714.14|1256.83|0.32172|0.7046600000000001|-1875.89723|0.0155|-0.14928|-0.19984|0.03261661|14.3562|7.8239|7.8239
12ag_a36|1|0|0.0|2|2|1.297044434|0.0|-0.042092217|-0.008085448|-0.002526241|10.96052849|-0.050147748|1|0.135431487|-0.101303149|-0.217394466|-0.445549431|1|0.835013502|0.124298337|-0.0861053359999999|0.8910146309999999|0.698414933|0|0.26896187|0.020136392|-52.02834065|-68.21579593|12.70005599|85.84609192|0.253169906|159.6746787|-0.038937089|-43.02381535|0.758897371|-1.946854457|-32.81436052|-1227.884327|-15.48857353|0.2411026289999999|7.849377942|5906.879919|152.06382680000002|0.019328689|-326.5740008|595.8790650000001|1.0|2.0|4.72|17.0|-6.86|3.13|2.44|69.2|1.0|123.71|0.0|1.0|-3.89|30.0|399.42|1.0|2.15|0.0515|0.0278|2.78|0.0|0.0|1.4e-07|-0.05486|3.8893|3.41|658.68|1112.68|0.69204|0.7024699999999999|-1331.9454449999998|0.0191|-0.15227|-0.20713|0.03415856|7.5405|7.7696|7.7696
17a_a10|0|0|0.0|2|2|1.3438501040000002|2.118111229|-0.218519541|-0.004333189|0.009206558|10.92970797|0.031632653|1|-0.132166258|-0.225935253|-0.360142554|-0.275154041|2|0.76281504|0.029106767|0.054069767|0.8044827790000001|0.673253555|1|0.463842217|0.020088947|-39.18491085|-58.46202420000001|14.20303963|51.96456548|0.146175016|103.34686|-0.023625536|-41.33310046|0.564726042|-1.488408763|-27.70403316|-1052.3164359999998|-11.80945728|0.4352739579999999|8.621193279|7078.918870999999|307.7420338|0.0254938|-91.52361858|911.2106544|1.0|0.0|3.8|21.0|-7.32|3.31|2.5|76.38|1.0|142.16|0.0|1.0|-3.68|35.0|468.55|1.0|2.64|0.0986|0.0222|2.43|0.0|0.0|4.74e-08|-0.04641|5.5285|3.95|767.6|1326.24|0.32889|0.67671|-1524.187115|0.0867|-0.16562|-0.21203|0.03725238|5.3803|7.3098|7.3098
17_a20|1|0|0.0|0|0|1.4012598180000002|0.0|-0.064380628|-0.005457467|-0.000495713|10.94884838|-0.072863159|1|0.1134578219999999|-0.116922879|-0.202695123|-0.456415963|3|0.7494736590000001|-0.131511077|-0.127696675|0.812578598|0.71987165|1|0.3874475579999999|0.015032258|-41.75129828|-53.38406095|9.857999796|66.47074027|0.0879464559999999|57.67438055|-0.0315649079999999|-35.00871763|0.75430388|-1.5466805119999998|-27.38007162|-1014.297158|-13.57480888|0.24569612|8.198616089|6012.640572|161.12498630000002|0.016793117|-333.5397332|637.7803874|1.0|1.0|3.5|27.0|-10.14|5.8|4.85|91.14|2.0|119.48|0.0|0.0|-5.36|31.0|402.45|0.0|3.74|0.0017699999999999|0.00336|3.75|0.0|0.0|7.19e-11|-0.0706799999999999|3.3926|4.11|673.68|1157.26|0.69839|0.69839|-1291.692325|0.2977|-0.14021|-0.21089|0.03030655|5.3075|5.6478|5.6478
12ad_a36|1|0|0.0|2|2|1.297042846|0.0|-0.040810025|-0.01083262|-0.001148437|10.95445455|0.010723827|1|0.077659878|-0.136151085|-0.227404687|-0.478461478|1|0.832674224|0.1563642469999999|0.018207862|0.8846605|0.7767870459999999|0|0.423689705|0.030769062|-58.34300549|-76.30379737|21.78471426|94.12528108|0.239732231|169.7321223|-0.0365657189999999|-54.02363038|0.656407461|-2.047680239|-41.30726219|-1449.77215|-18.32944602|0.343592539|8.770308295|6569.653402|243.2659577|0.028968808|-221.4751857|735.3783268|1.0|2.0|4.9|17.0|-6.62|2.7|1.67|95.5|1.0|135.03|0.0|1.0|-4.18|33.0|439.47|0.0|1.76|0.0289|0.0367|2.53|0.0|0.0|2.42e-07|-0.05406|5733.0|4.5|737.53|1236.64|0.27316|0.67215|-1460.5468529999998|0.2532|-0.15638|-0.21044|0.03648828|6.8996|7.7696|7.7696
17b_a25|0|0|0.0|0|0|1.3732004619999998|1.785120622|0.001256821|-0.004368141|0.005120507|10.93106294|0.016982601|1|-0.044260194|-0.044156525|-0.073994564|-0.366585181|2|0.780221059|0.068812225|0.029728702|0.838260077|0.636746066|1|0.410780725|0.015879547|-51.71860811|-60.19950116|12.04068508|99.61874923|0.1178296009999999|89.34443096|-0.029249891|-45.64634114|0.724866184|-1.6672437880000002|-39.21569422|-1264.189524|-16.81707305|0.275133816|9.700133933|6674.061446|208.6205329|0.0175785369999999|-341.0100868|832.226697|1.0|1.0|3.56|27.0|-10.04|4.88|5.18|96.49|2.0|135.78|0.0|0.0|-5.32|35.0|458.51|0.0|3.78|0.00218|0.00394|3.61|0.0|0.0|9.08e-11|-0.05531|5.4236|5.89|781.08|1329.35|0.31395|0.6594800000000001|-1483.563965|0.1741|-0.16408|-0.21939|0.04272963|5.2142|6.9957|6.9957
12al_a36|1|0|0.0|2|2|1.297043737|0.0|-0.06777947|-0.008463062|0.00127667|10.96020817|-0.031635802|1|0.172830414|-0.1430106119999999|-0.239932418|-0.404703593|1|0.8344566859999999|0.125005134|-0.055405405|0.885733922|0.84179881|0|0.2689491989999999|0.026927826|-51.22331485|-69.69632923|17.71943397|114.2305891|0.198820783|130.8308989|-0.035305316|-45.86257662|0.671084645|-1.906487074|-33.70669917|-1254.533926|-15.28752554|0.328915355|8.774664332|6049.668466|216.4375922|0.025956027|-225.1591357|679.7230552999999|1.0|2.0|4.81|17.0|-6.69|2.77|1.89|78.43|1.0|130.24|0.0|1.0|-3.95|31.0|411.46|0.0|1.81|0.0464|35.0|2.65|1.0|0.0|2.03e-07|-0.04998|3878.0|2.92|702.95|1181.84|0.6945399999999999|0.70417|-1347.196501|0.0095|-0.14558|-0.1955599999999999|0.03469224|8.1781|7.3188|7.3188
3d_a12|0|0|0.0|1|1|1.28383852|0.0|0.092417272|-0.008186708|-0.00259095|10.95472859|-0.058191686|0|-0.282667477|-0.1394967999999999|-0.237203828|-0.532019854|2|0.7697403429999999|-0.097468573|-0.108208213|0.82682708|0.8605417409999999|0|0.2443206489999999|0.011128076|-34.34601551|-49.24083018|5.717316796|74.39425719|0.145275317|74.63869204|-0.035063929|-25.2986621|0.77428353|-1.437621096|-17.64609244|-738.6124526000001|-9.255608086|0.22571647|5.786006004|4509.417998|115.96727140000002|0.01611886|-281.8395348|410.9162081|0.0|1.0|3.98|18.0|-7.51|3.37|2.19|50.17|0.0|100.28|0.0|1.0|-3.52|24.0|313.36|1.0|2.67|0.0945|0.0385|2.81|0.0|0.0|3.08e-08|-0.06842|4.2114|3.1|548.21|918.3|0.53114|0.6572100000000001|-1006.556654|0.1583|-0.15387|-0.22229|0.02399772|3.0037|7.6021|7.6021
4p_a46|0|0|0.122217892|1|1|1.134636977|2.102855253|-0.060700883|-0.004413243|0.005152176|10.93681929|-0.120823841|1|-0.251219946|0.066453878|0.101602982|-0.369670745|0|0.747019097|-0.078703563|-0.1623103719999999|0.7911509609999999|0.751334374|0|0.3352802039999999|0.007398064|-56.55658053|-47.22779946|4.195717966|175.10295019999998|0.094033511|53.32991189|-0.029978645|-26.78464688|0.87420565|-1.498932241|-32.07534663|-850.1003902999998|-9.642472876|0.12579435|5.828038618|5167.091582|71.34266847|0.006740305|-424.4519674|585.8536976|1.0|1.0|3.89|17.0|-7.05|4.85|5.25|61.84|2.0|107.89|0.0|1.0|-5.8|27.0|357.45|1.0|4.25|0.000567|0.00144|4.77|0.0|0.0|8.95e-08|-0.0393|5.4796|4.89|598.19|1058.54|0.43709|0.70138|-1129.3914619999998|0.0763|-0.16819|-0.20749|0.03979459|5.3996|6.4672|6.4672
15c_a10|0|0|0.0|2|2|1.343850105|2.154210861|-0.236118846|-0.002218445|0.01143745|10.92970798|0.0123939039999999|1|-0.101214571|-0.226679901|-0.35845963|-0.1742732839999999|2|0.7351096359999999|-0.03167553|0.022187689|0.772328328|0.733973277|1|0.418835517|0.014703076|-32.5870313|-50.32840842|10.2013281|65.41494073|0.095541483|66.28884934|-0.019267867|-34.91899195|0.528228415|-1.233143495|-22.60962187|-855.5829431|-9.275357237|0.471771585|8.639636218|6673.826433|327.3258326|0.023432886|-39.17102961|924.9341455|1.0|0.0|3.85|21.0|-7.79|3.77|2.97|59.31|1.0|141.96|0.0|1.0|-3.85|34.0|454.57|1.0|3.1|0.0646|0.0122|2.94|0.0|0.0|1.6100000000000002e-08|-0.04724|5.5913|2.2|762.21|1318.35|-0.26999|0.70511|-1450.139335|0.0|-0.14739|-0.19463|-0.25919486|4.8283|7.0|7.0
40_a47|0|1|0.0|0|0|1.420389717|1.715145925|-0.246203395|-0.004181351|0.002212256|10.98214138|0.056362705|1|-0.130213023|-0.147591116|-0.338113214|-0.2636225|3|0.836942961|0.018609507|0.090270598|0.900790582|0.607650682|1|0.237173658|0.02047837|-32.5926343|-44.90375373|11.04737121|54.11003524|0.1877663219999999|101.2934265|-0.027052191|-24.22401965|0.573656733|-1.082087641|-17.58259718|-583.7487984|-7.872806386000001|0.426343267|7.042383142|4862.524893|229.9974239|0.029785575|-79.47051169|388.178924|1.0|1.0|3.07|21.0|-7.08|2.96|4.04|68.52|0.0|94.28|0.0|1.0|-3.26|25.0|334.35|1.0|2.72|183.0|0.0643|2.19|0.0|0.0|8.339999999999999e-08|-0.05086|4.0176|2.06|571.5|947.27|0.67615|0.68492|-1122.9968210000002|0.2612|-0.15231|-0.20317|0.02983032|6.5995|8.4|8.4
27a_a34|0|0|0.0|1|1|0.300206665|1.963136117|0.0257175079999999|-0.012620846|-0.012495918|10.319282|-0.008138446|1|-0.13716603|-0.158932197|-0.264978526|-0.53047808|1|0.779284547|-0.07177581|-0.012251785|0.832753533|0.749941528|0|0.4305370679999999|0.026573385|-74.78290605|-86.36649751|18.62986903|176.4623026|0.3990357329999999|279.75296960000003|-0.043345322|-60.54917431|0.764921711|-2.340647376|-52.42823715|-1640.9634529999998|-21.30433911|0.235078289|8.960143164|7104.26596|164.80691819999998|0.020552444|-371.4586403|718.5861133999999|1.0|2.0|3.66|23.0|-7.61|2.01|3.97|129.74|1.0|122.61|0.0|1.0|-4.96|33.0|463.51|0.0|2.44|0.00504|0.0159|2.59|0.0|0.0|2.44e-08|-0.03924|5.0012|7.38|737.7|1247.85|0.40378|0.69818|-1861.468024|0.0203|-0.16691|-0.20615|0.04629882|13.9023|6.6198|6.6198
16c_a32|1|1|0.0|0|0|0.6094207629999999|0.0|0.191088217|-0.01639019|-0.0064007569999999|10.31100271|-0.036931818|3|-0.057356214|-0.1260956869999999|-0.229450999|-0.697601261|0|0.8607827790000001|0.0482801729999999|-0.061904762|0.915639476|0.764217655|1|0.367322508|0.025791147|-53.00702241|-71.59058881|15.38819548|102.2022233|0.226956794|135.41296|-0.038178095|-42.71426897|0.6846367059999999|-1.679836163|-31.62645048|-1002.268243|-13.59090376|0.3153632939999999|6.313526111|5979.891916|188.1603823|0.02579269|-220.3256617|513.9156315|1.0|2.0|3.5|19.0|-6.99|5.64|4.21|149.27|1.0|107.14|1.0|1.0|-6.04|27.0|399.49|0.0|3.41|0.000366|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|-0.0505|3.6264|4.12|639.66|1069.28|0.70198|0.70198|-1916.478107|0.2955|-0.14997|-0.20047|0.02806787|5.3459|8.3468|8.3468
37_a18|0|0|0.0|2|2|1.251176176|0.0|-0.0013530679999999|-0.005351023|0.002300582|10.94702064|-0.011713125|0|-0.0276034839999999|-0.1483628609999999|-0.224171123|-0.44541772|0|0.725028151|0.020848396|-0.020149364|0.761336899|0.699483099|0|0.385121249|0.009098426|-50.09028298|-54.7389628|6.653112344|12.63119843|0.168216253|123.0060763|-0.0286221589999999|-40.02719655|0.7648766029999999|-1.946306811|-36.62790634|-1423.213033|-15.30451633|0.2351233969999999|9.460456975|7035.839448000001|171.9311063|0.0142451319999999|-387.3755475|1056.535856|1.0|2.0|4.31|18.0|-8.82|3.68|3.3|76.5|2.0|151.14|0.0|1.0|-5.68|36.0|480.6|1.0|2.93|0.000999|0.00161|4.36|0.0|0.0|1.51e-09|-0.04925|3.2127|8.11|794.5|1395.35|0.69305|0.69305|-1532.553949|499.0|-0.13194|-0.18119|0.02274574|3.0375|7.4559|7.4559
6_a3|0|0|0.0|0|0|0.605016564|0.0|0.155665791|-0.008934536|-0.007540435|10.3116226|0.032782484|1|-0.0445675709999999|0.020589494|0.036673175|-0.594308852|2|0.790667152|-0.155862559|0.055002252|0.8632654590000001|0.773152968|1|0.556539611|0.010921391|-52.01903278|-49.23401228|5.449560482000001|236.2008316|0.216677977|108.118071|-0.037726468|-24.56680878|0.80281499|-1.282699916|-25.95647951|-640.0421597|-9.393191593|0.19718501|5.498222293|4992.54948|98.39146166|0.0150025189999999|-302.19751|353.7528308|1.0|1.0|3.05|21.0|-7.48|4.96|4.66|92.93|1.0|95.5|0.0|1.0|-5.44|23.0|338.81|0.0|3.63|0.00124|0.00455|3.79|0.0|0.0|3.28e-08|-0.06529|5.8279|3.09|524.88|884.88|0.3369|0.69323|-1731.602363|129.0|-0.1465|-0.21179|0.03079258|3.7185|5.7501|5.7501
3l_a32|1|1|0.0|0|1|0.609420748|0.0|-0.003342759|-0.0054004|0.0016954029999999|10.31100268|-0.107818594|3|-0.068876714|-0.04980249|-0.087213805|-0.524711546|0|0.751853889|-0.136589369|-0.184582641|0.7973741999999999|0.776480242|1|0.270668623|0.012244965|-40.30321333|-51.41835077|7.120934925|61.72183119|0.114441512|66.55229892|-0.028831823|-29.90181954|0.788236719|-1.326263838|-23.43792428|-771.2752615|-9.750593329|0.211763281|6.414825717|5429.531532999999|123.148785|0.011493763|-335.2422712|565.7000781|1.0|1.0|3.58|19.0|-7.5|7.34|6.17|110.94|2.0|110.16|0.0|1.0|-7.6|26.0|380.53|0.0|5.04|9.59e-06|0.0003689999999999|5.51|0.0|0.0|3.16e-08|-0.0529799999999999|3.5319|4.21|629.26|1062.47|0.70282|0.70282|-1789.242839|0.2876|-0.14664|-0.19962|0.02547484|5.7721|7.9208|7.9208
17d_a50|0|1|0.0|2|2|1.338814635|4.380250483|-0.152030219|-0.002166617|0.012079|10.94500663|-0.125540541|2|0.009780681|-0.200725906|-0.323333765|-0.2294807539999999|1|0.748516466|-0.1921395789999999|-0.2177003589999999|0.789310938|0.7276268779999999|1|0.8020670809999999|0.0152123589999999|-30.63468215|-48.40178147|10.55016861|5.007868064|0.070113177|48.62532158|-0.025589979|-33.56790124|0.75405703|-1.535398758|-21.24595322|-1064.839192|-12.30823045|0.24594297|6.996105516|6281.764548|170.5678813|0.013178555|-352.3903892|829.3813984|1.0|0.0|4.07|20.0|-7.07|4.0|4.29|51.77|2.0|133.19|0.0|1.0|-4.5|32.0|424.54|1.0|3.68|0.0135|0.00557|3.72|0.0|0.0|8.55e-08|-0.03251|4.0506|3.41|727.15|1263.22|0.66103|0.66103|-1335.649722|0.1819|-0.16716|-0.19967|0.02625058|7.9942|7.1308|7.1308
15b_a50|0|1|0.0|1|1|1.353059441|4.112770601|-0.144363623|-0.0045393|0.004641091|10.94501702|-0.124047802|2|-0.17223348|-0.131737048|-0.2185722769999999|-0.310946931|1|0.8259784720000001|0.000882622|-0.216393362|0.8833003970000001|0.764606364|1|0.447220762|0.020083792|-47.20879251|-46.13641893|11.48191704|274.85729960000003|0.179086516|102.3838797|-0.028069672|-26.37622116|0.639017342|-1.291204916|-26.98929785|-738.1827030000001|-9.174337796|0.3609826579999999|6.89125222|5205.2135960000005|206.3740238|0.024313507|-158.95261259999998|510.3677388|1.0|1.0|3.56|20.0|-5.72|2.71|3.26|68.76|1.0|105.46|0.0|2.0|-3.18|27.0|357.41|1.0|2.37|0.2339999999999999|0.0891|2.11|0.0|0.0|1.92e-06|-0.0333399999999999|4.0561|2.08|613.37|1035.3|0.65917|0.65917|-1160.275856|0.1796|-0.16737|-0.20071|0.03528279|9.3788|7.1024|7.1024
17b_a6|1|0|0.0|1|1|1.425925343|0.0|0.1012747369999999|-0.01272079|-0.00460563|10.949638|-0.0791229359999999|1|0.231025646|-0.10896749|-0.180339002|-0.563310199|1|0.7788169070000001|0.002947625|-0.138423611|0.8370824240000001|0.8013954109999999|0|0.318652397|0.03122461|-62.63196368|-71.65078895|20.48861696|155.8689396|0.246050902|161.4509401|-0.041494349|-47.0150166|0.7706671740000001|-2.074717455|-41.0971443|-1361.36499|-17.86570631|0.229332826|8.974770742|5985.963521|150.48105900000002|0.019915748|-355.2067434|627.4287311|1.0|2.0|3.53|23.0|-9.01|4.98|4.32|95.85|2.0|116.79|0.0|1.0|-5.81|31.0|409.44|0.0|3.6|0.000637|0.00274|4.09|0.0|0.0|9.77e-10|-0.05736|3.5444|4.04|690.98|1168.62|0.69615|0.7016100000000001|-1349.830814|0.0033|-0.12545|-0.18281|0.02458322|7.3188|6.8153|6.8153
11_a3|0|0|0.0|0|0|0.605020608|0.0|0.119431379|-0.01008647|-0.008037672|10.31163053|-0.023103765|1|-0.194041982|-0.0495219879999999|-0.0947326669999999|-0.577616902|3|0.724492061|0.132535663|-0.04179402|0.793311683|0.834020779|1|0.175996916|0.014376713|-45.19136777|-47.02715152|6.800350988|253.1353625|0.222196952|105.101718|-0.0391657429999999|-22.2443844|0.752484736|-1.292469516|-21.37603754|-611.3529698|-8.76293931|0.2475152639999999|5.475372235|4487.967272999999|117.0775712|0.021256639|-238.8563772|311.6695405|1.0|1.0|3.19|21.0|-6.51|3.79|3.41|105.82|0.0|88.28|0.0|1.0|-4.08|22.0|305.36|0.0|2.46|0.0256|0.0601|2.22|0.0|0.0|3.06e-07|-69.0|3.2232|2.12|508.58|834.82|0.6966600000000001|0.6966600000000001|-1288.058926|0.4441|-0.13118|-0.20018|0.02994326|4.4522|7.3979|7.3979
15d_a10|0|0|0.0|2|2|1.343850133|2.147544195|-0.233802395|-0.002831383|0.010215823|10.92970801|0.007032164|1|-0.092884337|-0.1786649189999999|-0.280243276|-0.1945202089999999|2|0.745184875|0.02497303|0.0131101969999999|0.7857977740000001|0.71456262|1|0.565801561|0.02281891|-38.80896881|-47.58559595|15.37766538|67.59624856|0.12390229|83.49776405|-0.018829931|-32.06793721|0.471900166|-1.129795872|-26.15336742|-761.3695352999999|-8.551449923|0.5280998339999999|8.429169102000001|6511.656447|355.8865234|0.028735133|37.87296065|825.4425942|1.0|0.0|3.71|21.0|-7.82|4.14|3.44|65.3|1.0|131.43|0.0|1.0|-3.78|33.0|441.52|1.0|3.18|0.0739|0.0182|2.75|0.0|0.0|1.5e-08|-0.05002|5.6004|2.05|737.09|1266.87|0.3685|0.6814100000000001|-1430.733658|0.0856|-0.15916|-0.20918|-0.23696253|3.8163|7.1612|7.1612
17a_a25|0|0|0.0|0|0|1.373200859|1.826085128|0.0055894319999999|-0.004137083|0.0063846319999999|10.93106298|0.006360768|1|-0.02776212|-0.047099434|-0.07654898|-0.362222339|2|0.748718056|0.168247187|0.0114970419999999|0.8005589320000001|0.659740852|1|0.348821736|0.012665055|-44.46905084|-56.61512986|9.033070252|93.75234138|0.125413071|89.44809639|-0.0297670279999999|-40.379488|0.755980502|-1.666953566|-31.71656603|-1188.917727|-15.142307999999998|0.244019498|8.996672966|6250.571217000001|174.0415044|0.015373381|-365.1448527|781.7487682|1.0|1.0|3.48|27.0|-9.98|4.83|5.31|72.7|2.0|131.06|0.0|1.0|-5.12|33.0|433.5|0.0|4.04|0.00325|0.00323|3.9|0.0|0.0|1.05e-10|-0.05255|5.2683|6.04|747.06|1271.9|0.35172|0.6722|-1391.321455|0.1735|-0.16304|-0.21559|0.0362293|5.1401|7.6021|7.6021
