molecula|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|BCUTs-1|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
4e_a46|0|0|0|1|7.825245291|0.300205548|-0.005995748|5.587248657999999|-0.370202917|0.041636905|-0.08224348|-0.001404912|-0.058626723|10.31928077|-0.05803828|1|1|0.002688298|-0.135489528|0.77019676|0.075271624|0.8146060740000001|0.69063113|0|-0.0835371459999999|-0.084780904|0.010671173|-63.39469142|-64.33855433|8.098142567|105.0139519|0.246284959|186.9007941|6.145520557|20.27041189|0.7951078540000001|-1.949960781|73.87174786|-23.48867857|0.4753010039999999|3411.457836|571.9794684|-1479.78675|-17.82509456|0.204892146|15.06943449|7615.063066|-1122.980957|29.54149986|-447.9030518999999|1861.114491|9.533193534|1.0|0.0|0.0|2.0|4.5|0.27|23.0|3.05|5.93|124.17|2.0|0.0|137.28|0.0|1.0|5.0|35.0|1.0|0.0|3.5|-5.41|8.29e-07|0.000405|3.92e-06|3.78|0.0|7.64e-07|4.2446|8.03|4.1773|-1884.613031|757.1|1343.97|296.81|292.1|0.5745600000000001|0.56481|-0.21005|0.04805633|-1884.324182|3.2466|6.8125|6.8125
6f_a40|0|0|0|1|8.421342866|0.604893424|-0.01691341|6.401917197|-0.156988665|0.038309179|-0.122783873|-0.009302776|0.075227997|10.30179966|-0.190617284|2|2|-0.008368734|-0.233222505|0.836826225|-0.032826285|0.896373207|0.742681934|1|-0.134203859|-0.130571562|0.015998475|-86.21963207|-83.88605319|10.2782635|207.7174501|0.344213487|221.1408856|6.6032981820000005|40.01876255|0.8628087240000001|-2.350288117|92.77827871|-33.55442128|0.410805404|3021.330686|421.31181889999993|-1509.948957|-21.5571287|0.137191276|11.87042702|7328.308886|-970.0707913999998|38.88975659|-466.1748926|1750.039046|8.892225517|1.0|0.0|1.0|2.0|4.05|0.21|14.0|3.66|2.66|199.45|1.0|3.0|124.54|1.0|3.0|5.0|30.0|1.0|0.0|2.61|-4.64|1.13e-07|5.18e-05|2.3e-05|3.09|1.0|0.0967|3.5741|6.96|2.57|-2426.972609|668.95|1139.55|482.43|346.89|0.66642|0.69911|-203.0|0.04845403|-2426.787111|8.7269|7.3768|7.3768
3n_a32|1|1|1|0|7.773594467000001|0.609420754|-0.00615216|5.733341277|-0.01504795|0.035643275|-0.056907012|0.000609539|-0.1006122119999999|10.3110027|-0.0711168609999999|3|3|0.002379137|-0.100681119|0.816774665|-0.018016496|0.868826775|0.762657782|1|-0.074507943|-0.092745182|0.01889769|-42.83673428|-53.32184118|10.86481886|121.6040686|0.159958218|91.96452611|6.246493173999999|0.0|0.648933114|-1.205687365|65.41881458|-15.75418035|0.456693072|2526.071154|482.963897|-693.1839353999999|-9.057526067|0.351066886|11.72372261|5553.014016|-398.5311469|24.27704797|-171.25176130000003|1068.190111|12.0969734|1.0|0.0|1.0|1.0|3.51|0.32|19.0|6.71|5.01|120.17|2.0|0.0|106.44|0.0|1.0|3.0|26.0|0.0|1.0|4.07|-4.91|1.11e-06|0.000424|1.23e-05|3.74|0.0|4.19e-05|3.5459|2.57|3.5459|-1825.378576|614.67|1036.75|349.65|349.65|0.7028399999999999|0.7028399999999999|-0.20256|0.02901944|-1825.218291|6.2667|7.6778|7.6778
12bh_a36|1|0|0|0|7.412764017000001|1.297043258|-0.006687484|5.351858133|-0.047482048|0.044197531|0.001012669|0.003676818|0.075747971|10.94728093|-0.035747988|1|1|0.0045625|0.0016901289999999|0.78699829|-0.211972014|0.833398429|0.857993338|0|-0.070687668|-0.09959401|0.017627098|-47.04367494|-66.28126709|11.73109101|83.08294358|0.166508047|110.81353529999998|7.807212275|0.0|0.783294222|-1.991880197|76.46867897|-23.6718811|0.482052584|2773.193279|554.7010591|-1325.625342|-15.75398235|0.216705778|14.56834609|5957.443236|-882.2230117|30.2209316|-377.0728785|1692.3721690000002|10.18741188|1.0|0.0|0.0|2.0|4.95|0.21|17.0|3.76|2.5|69.2|1.0|0.0|133.68|0.0|1.0|5.0|31.0|0.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|3.41|0.0|1.86e-05|3.8811|3.79|3.6255|-1311.589612|715.94|1208.61|341.97|319.46|0.69377|0.7039|-0.20168|0.03071385|-1311.356102|7.7975|7.8539|7.8539
12g_a40|0|0|0|1|7.515889085|0.604990688|-0.01011728|5.4161004020000005|-0.129331216|0.036630824|0.167050952|-0.001011175|0.075327376|10.31197254|-0.211162861|2|2|-0.003205145|0.280045216|0.769016155|0.020185301|0.8396782220000001|0.6941475490000001|1|-0.0951493559999999|-0.099521372|0.012706769|-49.94706785|-52.24208444|6.670206427999999|130.7472028|0.129798543|68.1355805|3.501413627|0.0|0.852031227|-1.393299206|59.29860462|-22.85591194|0.465725912|2287.970776|456.7977427|-731.3891821000001|-11.99782981|0.147968773|14.39849078|5211.675486|-383.9305539|26.82520454|-369.5858437|858.4065454|7.056520179|1.0|0.0|1.0|1.0|3.24|0.0|20.0|4.83|5.14|78.66|2.0|0.0|93.78|0.0|1.0|2.0|23.0|0.0|1.0|4.4|-5.79|3.43e-07|0.000124|1.62e-06|5.07|0.0|8.57e-05|4.0224|4.84|3.1577|-2173.044757|540.25|896.63|392.64|308.23|0.67055|0.6988|-0.20615|0.02230594|-2172.988604|2.7075|6.1403|6.1403
47j_a18|0|0|0|0|7.03438793|1.251176464|-0.007807275|4.844187086|-0.068902246|0.033563218|-0.048528478|0.00031105|-0.006923502|10.94702285|0.0033281|0|0|0.002317206|-0.073551529|0.7444236670000001|-0.002262399|0.77844379|0.757001264|0|-0.073041469|-0.094744194|0.015967126|-56.816779|-73.69868165|12.42035127|95.57657747|0.19348155|150.5035248|9.661420661|99.50526447|0.764425062|-2.368604851|86.31641604|-26.32095773|0.481373558|3172.831382|627.366638|-1842.467041|-20.47428768|0.235574938|18.50538303|7316.123159000001|-1433.2001369999998|34.43235841|-411.3767328|2410.265089|12.6177344|1.0|1.0|0.0|3.0|4.54|0.28|18.0|2.43|2.82|97.76|3.0|2.0|149.96|1.0|1.0|11.0|37.0|0.0|0.0|2.39|-5.14|1.49e-06|0.000743|7.32e-06|4.07|1.0|8.159999999999999e-07|3.1054|8.09|3.1054|-1625.445572|839.37|1459.55|399.25|399.25|0.6983600000000001|0.6983600000000001|-0.17273|0.03246539|1625.053346|5.2118|7.4559|7.4559
12h_a36|1|0|0|0|7.412764017000001|1.297043828|-0.0086750619999999|5.351858133|-0.041228471|0.039061728|0.059920602|0.00127667|-0.003014954|10.96020037|-0.051080247|1|1|0.003077071|0.100530266|0.820041835|-0.10861416|0.87043328|0.84179881|0|-0.073572836|-0.10720355|0.027905055|-48.17643878|-70.19826261|18.27258858|82.11195464|0.180385475|118.1187282|11.96512593|1.413982241|0.665254541|-1.929663894|87.85958486|-23.39942087|0.464544951|2845.467486|536.6941285|-1263.568727|-15.32224162|0.3347454589999999|13.87400978|6159.17335|-827.4010477|35.1736357|-216.42159590000003|1899.376328|17.66132225|1.0|0.0|0.0|2.0|4.8|0.17|17.0|2.77|1.89|78.43|1.0|0.0|130.24|0.0|1.0|6.0|31.0|0.0|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|2.65|1.0|8.340000000000001e-05|5.1998|2.92|3.4554|-1347.481013|697.29|1177.89|358.81|238.44|0.34589|0.7014600000000001|-0.1926|0.02925492|-1347.260478|8.7377|7.8539|7.8539
4d_a49|0|0|0|1|7.535296702|1.343847746|-0.006135653|5.4161004020000005|-0.058204482|0.036555556|-0.090862681|0.000607064|-0.053327669|10.92777282|0.013451218|1|1|0.001356445|-0.151004418|0.783870915|-0.008564167|0.834151595|0.749565191|1|-0.089942837|-0.085966608|0.013625199|-55.40321178|-52.95392476|8.392883773|85.21839288|0.2473653539999999|152.3727245|5.16986937|57.16412513|0.654728051|-1.461432343|66.51766234|-17.31186002|0.470013152|2658.242991|463.6097566000001|-900.2167208999999|-10.66380249|0.3452719489999999|15.09148245|5915.214567|-554.5177292999999|26.44129877|-190.6195379|1374.947536|13.56373757|0.0|1.0|1.0|2.0|3.38|0.22|21.0|3.16|2.8|98.72|1.0|0.0|115.63|0.0|1.0|6.0|30.0|0.0|1.0|2.27|-3.35|0.000743|296.0|0.0004509999999999|1.45|0.0|1.05e-05|5.7447|2.99|3.8047|-1293.333712|668.09|1144.04|325.87|215.82|0.40593|0.6782100000000001|-0.2219699999999999|0.0395418|-1293.107454|5.5765|7.7447|7.7447
14o_a23|0|1|1|2|7.423568444|1.197958066|-0.014680137|5.351858133|-0.301504331|0.046090147|0.135737344|-0.002390707|-0.029012777|10.3132174|-0.049105045|2|2|-0.0004039459999999|0.416392114|0.802854174|0.000891427|0.861597051|0.575188253|1|-0.072435569|-0.094138958|0.018054548|-51.49843925|-66.92857564|12.835973699999998|110.3941788|0.0959220569999999|68.19627862|9.125801389|0.8929505459999999|0.800301554|-2.165196042|80.64694246|-30.18347529|0.48945652|3399.6213840000005|642.7588542000001|-1539.35724|-21.45909668|0.199698446|17.66041891|7967.617129|-1094.413931|37.71512766|-427.001863|1923.471511|13.71836682|0.0|0.0|1.0|1.0|3.55|0.09|26.0|3.97|6.18|114.25|2.0|1.0|126.97|0.0|1.0|7.0|35.0|1.0|0.0|4.31|-6.0|1.29e-07|6.38e-05|1e-06|4.76|0.0|5.57e-06|3.6989|5.17|3.6989|-2042.184285|729.11|1236.72|335.19|335.19|0.58581|0.58581|-0.23229|0.02299729|-2042.000938|8.3591|8.4815|8.4815
12at_a36|1|0|0|0|7.412764017000001|1.297042863|-0.010886502|5.351858133|-0.073048351|0.039952719|0.054794728|-0.001148437|-0.076129505|10.95446888|-0.037590959|1|1|0.000906224|0.091520225|0.8384626709999999|-0.08859337|0.890810337|0.7767870459999999|0|-0.084721769|-0.110637955|0.029516069|-58.66704838|-76.61315774|20.43891035|95.16663336|0.248143308|171.8311073|14.1532755|80.75773169|0.6744421970000001|-2.102121151|95.60375457|-25.99374995|0.49342323|3041.832389|520.6361161|-1455.649997|-17.99981985|0.325557803|17.44496351|6537.399158|-1007.989912|38.54110857|-241.591008|2158.30208|18.99059683|1.0|0.0|0.0|2.0|4.9|0.17|17.0|2.7|1.67|95.5|1.0|0.0|135.03|0.0|1.0|7.0|33.0|0.0|0.0|1.76|-4.08|6.579999999999999e-05|0.0289|8.36e-05|2.53|0.0|0.000106|4.7133|4.5|3.8408|-1460.833958|733.29|1238.61|322.81|263.05|0.42968|0.6802600000000001|-0.2131|0.03651452|-1460.61293|8.9532|7.1079|7.1079
1_a3|0|0|0|0|6.823286122000001|0.6195934120000001|-0.006053652|4.727387819|-0.073036903|0.034166667|-0.004409693|-0.006610844|0.038572075|10.33805862|0.032569462|0|0|-0.005006707|-0.007705076|0.7905285390000001|-0.126299711|0.8457792829999999|0.943582278|1|-0.098872259|-0.0925710269999999|0.008036786|-45.44133321|-42.54530997|3.693677623|289.8942564|0.2237487219999999|102.8341051|1.697600903|0.0|0.7920857179999999|-1.295994381|49.05980305|-15.67458788|0.4490711529999999|2012.9704|356.76228530000003|-595.6343396000001|-7.203984013|0.207914282|9.046658216|4510.611026|-273.7513925|19.78900457|-268.4830832|751.9821735|6.514493077999999|1.0|1.0|0.0|1.0|3.83|0.18|16.0|2.28|1.85|77.1|0.0|0.0|91.52|0.0|2.0|2.0|22.0|0.0|0.0|1.5|-3.3|0.0008529999999999|261.0|0.000503|1.83|0.0|0.000518|5.8805|2.08|3.8645|-1273.316428|496.09|845.2|320.83|210.84|0.30619|0.68912|-0.21886|0.02599563|-1273.22339|3.4319|6.1403|6.1403
12ab_a30|0|0|0|0|7.412764017000001|0.604983638|-0.008528077|5.351858133|-0.030346359|0.043854875|0.018023992|0.003529389|0.038312857|10.31162784|0.01563558|1|1|0.005111479|0.03046828|0.809127478|0.078325164|0.855880335|0.794193541|0|-0.082740301|-0.1008879709999999|0.031588146|-58.23149599999999|-71.0035788|22.23130678|119.79740259999998|0.200246511|140.93076580000002|15.64609074|0.0|0.603952976|-1.815983471|92.49334877|-22.42218278|0.461207954|3118.431712|562.8556061|-1278.064418|-15.78042667|0.3960470239999999|15.6704374|6918.884105|-899.4843201|37.1257096|-146.321375|2116.165447|21.48976996|1.0|0.0|1.0|1.0|4.87|0.21|17.0|3.94|2.63|100.11|2.0|0.0|140.26|0.0|1.0|7.0|33.0|0.0|0.0|2.52|-5.0|2.47e-06|0.00113|9.94e-06|3.81|0.0|6.720000000000001e-05|4.8018|3.34|3.4919|-1804.824495|753.75|1275.19|355.06|258.2|0.46561|0.68324|-0.19672|0.03368522|-1804.589076|7.4968|7.7825|7.7825
12m_a30|0|0|0|0|7.412764017000001|0.6049842529999999|-0.01047558|5.351858133|0.024086432|0.040839506|-0.1305457069999999|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|1|0.0026474159999999|-0.236661357|0.832758813|-0.036924662|0.893689741|0.770326886|0|-0.085422479|-0.103359773|0.027352277|-57.96147772|-70.1324196|18.55926485|133.774348|0.216739951|147.06395700000002|12.59296644|237.0982213|0.773732767|-2.067195455|83.3641853|-27.50290965|0.44976016|3058.3084710000003|531.4632661|-1402.648392|-18.66147291|0.226267233|16.40342255|6658.711303|-951.7351184|35.54574762|-371.4702679|1812.833129|13.2317657|1.0|0.0|1.0|1.0|4.66|0.13|17.0|3.4|2.48|114.67|2.0|1.0|133.52|0.0|1.0|6.0|32.0|0.0|0.0|2.36|-5.01|1.01e-06|0.000444|9.71e-06|3.89|0.0|0.000165|5.0617|3.88|3.5496|-1743.215323|714.92|1204.39|349.29|244.95|0.33392|0.68404|-0.20742|0.04041755|-1743.030004|5.1279|7.5114|7.5114
12h_a40|0|0|0|1|7.515889085|0.60499064|-0.008044548|5.4161004020000005|-0.107711573|0.041915709|0.208938531|-0.000134504|0.189869851|10.31197256|-0.21893421|2|2|-0.002126898|0.367928263|0.7769829840000001|0.116873629|0.845904643|0.6948809659999999|1|-0.0954337969999999|-0.091448888|0.0117142839999999|-50.45378559|-48.34705035|6.193088525|208.6717565|0.160518251|84.86252967|3.274152035|59.68939644|0.844008584|-1.280284432|54.9311782|-20.51086984|0.4958138139999999|2270.834041|443.8158546|-676.8587047999999|-10.84365353|0.155991416|15.84593062|5087.343024|-357.8405665|24.30173133|-363.7398044|801.957134|6.584127851|1.0|0.0|1.0|1.0|3.19|0.0|20.0|4.59|5.02|84.45|2.0|1.0|96.16|0.0|1.0|2.0|23.0|0.0|1.0|4.22|-5.58|5.58e-07|0.0002009999999999|2.61e-06|4.75|0.0|5.2e-05|4.1508|4.14|2.6436|-2153.207198|548.82|910.77|469.0|298.7|0.6503899999999999|0.7041|-0.18432|0.02044063|-2153.123274|3.5425|6.0846|6.0846
19_a3|1|0|0|0|6.605297921|1.4316666480000002|-0.003417504|4.59511985|-0.030657|0.0386379929999999|-0.008897473|0.006821053|0.156485495|10.96959256|0.036226415|1|1|0.006731579|-0.015805561|0.758995484|-0.0150769919999999|0.8264237520000001|0.687139108|1|-0.067674689|-0.087730634|0.0116401719999999|-31.50932639|-40.8473715|5.419662458|161.5312186|0.146982098|68.43484547|2.523394126|0.0|0.75798185|-1.140498238|48.55416845|-15.17188084|0.476813896|2000.66399|397.1650228|-531.0158295|-7.064025721|0.24201815|10.21110415|4138.413977|-247.2409002|20.01615321|-240.2326308|700.5653624|7.706796952|1.0|1.0|0.0|1.0|2.81|0.06|21.0|3.9|3.39|67.35|0.0|0.0|85.32|0.0|1.0|2.0|22.0|0.0|1.0|2.45|-3.58|0.000578|166.0|0.000266|2.19|0.0|1.7800000000000002e-05|3945.0|2.43|3945.0|-929.2818523|499.93|832.23|314.28|314.28|0.67351|0.67351|-0.2206|0.020989746|-929.193831|2.8758|7.6383|7.6383
17_a20|1|0|0|0|6.842683282|1.4012598180000002|-0.005457467|4.727387819|0.00038506|0.0388043479999999|0.065447136|-0.000495713|0.038629586|10.94884838|-0.072863159|1|1|0.000922796|0.1134578219999999|0.7494736590000001|-0.131511077|0.812578598|0.71987165|1|-0.063665681|-0.081404237|0.015032258|-41.75129828|-53.38406095|9.857999796|66.47074027|0.0879464559999999|57.67438055|6.4647747870000005|10.50834496|0.75430388|-1.5466805119999998|64.39681425|-20.699942|0.455285305|2761.976599|598.1153253|-1014.297158|-13.57480888|0.24569612|15.05121151|6012.640572|-665.1656349|27.44244402|-333.5397332|1344.679757|11.012753300000002|0.0|1.0|1.0|1.0|3.5|0.08|27.0|5.8|4.85|91.14|2.0|0.0|119.48|0.0|0.0|4.0|31.0|0.0|1.0|3.74|-5.08|4.4e-06|0.0017699999999999|8.35e-06|3.75|0.0|2.9e-08|3.3926|4.11|3.3926|-1291.949041|673.68|1157.26|365.45|365.45|0.69839|0.69839|-0.21089|0.03030655|-1291.752049|5.3075|5.6478|5.6478
5b_a50|0|1|1|2|7.927685046000001|1.397278957|-0.00141071|5.82008293|-0.003549558|0.034845679|-0.052494624|0.012641727|-0.137595558|10.9325725|-0.113846154|2|2|0.012290091|-0.0873662269999999|0.791163321|0.019856551|0.855527513|0.6642694929999999|1|-0.041157676|-0.061164973|0.012204641|-20.90908698|-31.07327358|6.200250541|6.656963127999999|0.041393519|21.02890062|3.149876031|60.5565203|0.5887490470000001|-0.8563096170000001|42.76068675|-10.87564575|0.4462435279999999|2183.545404|486.9950914|-435.0258302|-5.525088972000001|0.411250953|10.01036188|4577.809819|-221.0035589|18.47246431|-90.17329003|738.8985723999999|11.68741316|1.0|1.0|0.0|0.0|3.37|0.1|20.0|3.15|4.02|35.64|0.0|0.0|96.89|0.0|2.0|2.0|24.0|0.0|1.0|3.11|-4.19|0.000335|105.0|6.47e-05|3.06|0.0|0.0004269999999999|5.6332|2.81|4.0222|-990.6114185|547.35|922.49|308.25|220.09|0.4270899999999999|0.66968|-0.19252|0.02651535|-990.487545|6.1284|4.9126|4.9126
12t_a30|0|0|0|0|7.412764017000001|0.60498454|-0.007755575|5.351858133|-0.097216874|0.044197531|-0.0596036729999999|-0.002544958|-0.0682882559999999|10.31162892|-0.04950715|1|1|-0.001131023|-0.158448053|0.83236194|-0.003937967|0.889479916|0.591758164|0|-0.090535776|-0.1011561919999999|0.018862708|-58.89093185|-65.79920855|12.26965165|88.42093081|0.303586418|197.4742794|7.981057356|0.0|0.745705883|-1.82081145|78.8278828|-24.17113783|0.445760296|2976.648597|452.99711|-1184.385754|-15.72263361|0.254294117|14.358001500000002|6617.834146|-770.409047|32.41376848|-319.6492937|1588.274656|13.02867425|1.0|0.0|1.0|1.0|4.63|0.14|17.0|4.67|3.74|81.65|2.0|0.0|127.19|0.0|1.0|5.0|31.0|0.0|0.0|3.21|-5.17|3.24e-06|0.00141|6.71e-06|4.07|0.0|3e-05|5.0693|4.32|3.5457|-1774.2421780000002|677.85|1139.2|349.67|244.58|0.33647|0.6842600000000001|-0.20571|0.0337599|-1774.077985|3.2145|8.0496|8.0496
13g_a6|1|0|0|0|6.842683282|1.424099171|-0.006574579|4.727387819|0.004767264|0.043020833|0.03536788|-0.002407131|0.073394284|10.95053423|-0.080022038|1|1|-0.000644109|0.061423911|0.774238891|0.095969451|0.832753533|0.789769968|1|-0.074216821|-0.091949419|0.017637229|-51.67543048|-64.02222283|12.28038897|68.57626488|0.128027951|89.14285747|8.550546653|0.0|0.7357333540000001|-1.747038966|76.50577593|-22.52633766|0.444443571|2929.039254|607.1336751|-1216.422234|-15.68456028|0.264266646|14.34268783|6332.20768|-846.9662551000001|30.61752948|-328.2712049|1653.346592|12.48355309|1.0|1.0|1.0|2.0|3.61|0.12|27.0|5.41|4.79|103.17|2.0|0.0|128.63|0.0|0.0|6.0|33.0|0.0|1.0|3.47|-5.06|2.77e-06|0.0012|8.8e-06|3.7|0.0|1.15e-08|5.9869|3.83|3.2472|-1386.611265|739.55|1253.71|381.82|207.09|0.38325|0.7034100000000001|-0.20806|0.03802398|-1386.364067|13.3225|6.9245|6.9245
3j_a32|1|1|1|0|8.234564993|0.609420782|-0.006580847|6.3044488020000005|-0.017889768|0.037373737|-0.029763115|-0.000202965|-0.086191775|10.31100276|-0.052622352|3|3|0.001173363|-0.055211759|0.824282683|-0.020129489|0.8884057059999999|0.7557114|1|-0.070289671|-0.095013178|0.013773753|-37.33051857|-50.46105839|7.315176208|47.55031019|0.134898055|71.64373163|3.885056172|0.0|0.7487739999999999|-1.140158136|58.58770587|-16.36574867|0.4482615029999999|2282.569698|459.4516326|-605.5327007000001|-8.691773249|0.251226|10.69497519|4866.613493|-321.5956102|21.85672669|-264.245436|808.6988876|8.126647477|1.0|1.0|1.0|1.0|3.27|0.24|19.0|6.68|4.93|110.94|1.0|0.0|95.74|0.0|1.0|3.0|23.0|0.0|1.0|4.09|-4.8|1.21e-06|0.0004089999999999|1.58e-05|3.89|0.0|6.86e-05|3.4982|3.02|3.4982|-1671.507439|564.55|934.19|354.42|354.42|0.7028|0.7028|-0.19859|0.02833407|-1671.402462|5.9266|8.0969|8.0969
9a_a31|1|0|0|0|7.765993078999999|0.6101356720000001|-0.01391798|5.733341277|-0.093457477|0.036891534|-0.05057805|-0.006189303|0.03406986|10.31169772|-0.0007638889999999|2|2|-0.0033853629999999|-0.084652799|0.782715368|0.045292529|0.837697452|0.76226755|0|-0.100906991|-0.122626525|0.033245595|-64.75697831|-78.6954713|21.33533299|163.6011874|0.308231868|197.8075471|13.69193237|95.14995868|0.737758755|-2.0846509230000003|94.03540892|-27.87131275|0.484502446|2855.751316|443.941629|-1337.8230119999998|-17.886392|0.262241245|15.15483138|6273.506211999999|-858.5468158|37.77835579999999|-305.16297060000005|1813.361078|15.33993762|1.0|1.0|1.0|2.0|3.6|0.14|22.0|5.51|4.02|117.37|1.0|0.0|113.64|0.0|1.0|6.0|30.0|0.0|1.0|3.47|-4.77|2.42e-06|0.00101|1.7100000000000002e-05|3.47|0.0|3.07e-06|3.7892|5.27|3.7892|-1691.9526239999998|680.72|1145.99|327.21|327.21|0.7028|0.7028|-0.20032|0.03885662|-1691.7777600000002|6.2203|6.8239|6.8239
13b_a6|1|0|0|0|7.412764017000001|1.430640379|-0.011206134|5.351858133|-0.0265090529999999|0.042739018|0.060593678|-0.00460563|-0.104663349|10.95129557|-0.064811009|1|1|-0.00194781|0.100281317|0.7788169070000001|-0.029988734|0.8370824240000001|0.8013954109999999|0|-0.093125205|-0.112915801|0.032036214|-61.06841733|-74.04643339|21.00828557|154.7847961|0.2242827939999999|147.0772097|13.77653618|554.4007331|0.757233678|-2.032484418|87.39962829999999|-26.65671602|0.408780634|2821.72831|508.6895893|-1332.835801|-17.48058934|0.2427663219999999|15.37022155|6000.952027|-874.0294667999999|35.20276076|-337.3706117|1760.1380379999998|13.35319491|1.0|1.0|1.0|2.0|3.56|0.12|23.0|4.98|4.32|95.85|2.0|0.0|116.79|0.0|1.0|5.0|31.0|0.0|1.0|3.45|-4.99|3.11e-06|0.0012699999999999|1.02e-05|3.8|0.0|4e-07|4.8494|4.04|3.6322|-1350.0903970000002|694.33|1167.21|341.35|255.67|0.58026|0.7006600000000001|-0.20156|0.02920955|-1349.898848|13.5746|6.7595|6.7595
6c_a31|1|0|0|0|7.78113851|0.6101347220000001|-0.015192833|5.733341277|-0.151732713|0.038901235|0.137523742|-0.009477764|-0.00219333|10.31169965|-0.107687565|2|2|-0.00668344|0.2301743489999999|0.790900932|-0.078059285|0.846458013|0.7905201209999999|0|-0.120905075|-0.126324613|0.03173578|-76.54198229|-79.97295595|20.09112958|163.6316745|0.358802727|227.1490414|12.71919216|105.7632176|0.7653239190000001|-2.147518413|93.4208388|-28.32375523|0.4463376229999999|2837.949799|405.9259734|-1359.540251|-17.93106176|0.234676081|14.63492011|6283.091868|-860.6909647|37.00884624|-335.9398876|1776.424619|13.44788285|1.0|1.0|1.0|2.0|3.67|0.14|22.0|5.58|4.26|131.36|2.0|0.0|114.5|0.0|1.0|5.0|30.0|0.0|1.0|3.64|-4.94|8.179999999999999e-07|0.000343|1.15e-05|3.64|0.0|7.9e-06|3.2974|5.08|3.2974|-1691.984862|667.01|1125.85|376.01|376.01|0.7014699999999999|0.7014699999999999|-0.19169|0.03620884|-1691.794585|8.8847|6.4685|6.4685
4m_a46|0|0|0|1|7.825245291|1.134637002|-0.000686578|5.587248657999999|0.051308728|0.041865079|-0.302054595|0.011122528|-0.142061192|10.94319657|0.007901235|1|1|0.010359417|-0.487230027|0.747676221|-0.099662698|0.7975218959999999|0.626578283|0|-0.067320375|-0.0672468|0.010905551|-35.4774406|-35.43866734|5.74716122|6.161736337000001|0.051026123|26.89046601|3.028720082|35.77391986|0.733236381|-1.008702005|41.88525631|-11.81288911|0.463006576|2133.331634|500.1036387|-531.5800101|-6.225322922999999|0.266763619|9.923886653|4750.325312|-280.1395315|16.11061509|-245.828396|724.9776792|6.446588969|1.0|0.0|1.0|0.0|3.59|0.29|17.0|4.25|4.63|54.5|1.0|0.0|98.69|0.0|1.0|2.0|25.0|0.0|1.0|3.59|-4.57|2.99e-05|0.00981|2.68e-05|3.69|0.0|4.31e-05|6.0419|3.45|4.3476|-1031.138426|558.63|975.72|285.18|205.21|0.38389|0.68505|-0.23116|0.02920209|-1030.980844|5.2326|5.8901|5.8901
