molecula|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|n6aHRing|MATS8s|RASA|FNSA3|PBF|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Gibbs Free Energy|IC50|pIC50|pIC50
12y_a36|0|3.479963309|0.0|0|7.412764017000001|2|2|1.29704385|-0.061103469|5.351858133|2|0.041767677|0.036174187|0.0|0.002782748|-0.049845887|10.94917392|-0.028440975|1|1|0.06152178|-0.095253274|-0.1619981409999999|1|0.046673879|0.83704133|-0.076585128|0.424572485|114.430624|0.16295867|109.55137340000002|-0.036493654|-44.53093547|8.769742642|14.40618351|0.755735734|-1.970657299|-34.61187706|78.8341402|64.53055627|0.487285656|2793.629988|562.7133986|2304.463084|7.589386902|14.80236899|0.950403792|6082.16777|164.2102614|32.46293206|0.01873364|1752.9983309999998|12.59396622|1.0|0.0|0.0|1.0|2.0|4.88|0.0|0.12|17.0|-7.01|69.2|2.38|1.0|133.84|0.0|-4.58|4.0|0.0|1.0|2.37|2.6e-05|0.0106|2.82e-05|0.0115|3.45|9.66e-08|3.94e-05|-0.05002|-1310.350902|702.38|319.6|0.4358|319.6|532.91|-1310.137888|12.0|7.9208|7.9208
18b_a25|0|0.0|0.0|1|6.842683282|0|0|1.194228955|-0.147813831|4.727387819|2|0.038137255|-0.018632104|2.003993644|0.006181503|0.014055398|10.31286058|0.0009956189999999|1|1|-0.032776381|-0.034703635|-0.061048368|2|-0.026045966|0.936253893|-0.063132226|0.348987182|80.36582704|0.063746107|44.73187305|-0.0305838929999999|-38.7252349|6.296086869|0.0|0.7847794690000001|-1.6515302369999998|-31.08693686|64.81723515|53.27347337|0.493622561|3051.645565|656.9874135|2327.4502850000003|8.654596906|17.09119768|0.974811521|6973.180791|151.02439719999998|27.34692815|0.013724883|1476.7341199999998|9.631015182|1.0|1.0|1.0|1.0|1.0|3.58|3.56|0.07|27.0|-9.84|111.51|2.2|2.0|138.56|0.0|-6.54|4.0|0.0|0.0|4.35|2.87e-07|0.000132|1.95e-06|0.000899|4.48|1.4500000000000002e-10|6.690000000000001e-08|-0.07066|-1767.52411|728.12|336.67|0.2658|223.65|612.24|-1767.286778|51.0|7.2924|7.2924
12bd_a36|0|3.497517322|0.0|0|7.412764017000001|2|2|1.297043358|-0.051990612|5.351858133|2|0.04625323|0.025649557|0.0|0.003676818|-0.030990165|10.94639828|-0.0288761339999999|1|1|0.042808724|-0.101854847|-0.169994208|1|-0.011529973|0.832478093|-0.071083327|0.279020022|83.92365468|0.167521907|110.578217|-0.035521445|-43.33557909|7.733288012999999|0.0|0.78244124|-1.989200921|-30.9716039|75.7932235|58.63647911|0.475272043|2772.776922|549.5039111000001|2403.371086|8.050812711|15.34283166|0.905749421|5957.939097|143.6066496|29.96655829|0.015363883|1678.127264|10.14142465|1.0|0.0|0.0|1.0|2.0|4.95|0.0|0.21|17.0|-7.34|69.2|2.45|1.0|133.68|0.0|-4.54|4.0|0.0|1.0|2.42|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|3.41|4.55e-08|1.86e-05|-0.05236|-1311.591775|706.26|349.84|0.4467|319.66|568.94|-1311.352257|17.0|7.7696|7.7696
27_a47|1|0.0|0.0|1|6.842683282|1|1|1.216250059|-0.160399235|4.727387819|3|0.0304347829999999|-0.067535989|1.807806182|0.001861676|0.0427469459999999|10.95005714|0.013336016|1|1|-0.137440913|-0.077485193|-0.157688306|2|0.0436226579999999|0.846469886|-0.0630454209999999|0.337815064|20.73428323|0.153530114|98.27436776|-0.028494622|-32.56705871|6.762956126000001|3.180329084|0.700732763|-1.510214943|-25.8313393|63.02085767|50.9207639|0.475450742|2804.020752|541.8239522999999|2181.236691|7.083168776|13.50334344|0.906398657|6433.288104|191.5604557|26.02898047|0.018969968|1379.535965|12.14264461|1.0|1.0|0.0|1.0|2.0|3.37|3.52|0.26|21.0|-8.82|67.66|3.11|2.0|125.17|0.0|-4.81|5.0|0.0|0.0|3.91|1.5399999999999998e-05|0.00674|8.89e-06|0.0038799999999999|3.7|1.5e-09|6.55e-07|-0.05814|-1778.1049670000002|673.27|325.21|0.4007|251.19|517.82|-1777.891054|2512.0|5.6|5.6
8b_a12|0|0.0|0.0|0|0.0|1|1|1.283836078|0.190292199|0.0|2|0.03977208|0.028584223|0.0|-0.010117477|-0.036536396|10.95438057|-0.1090955359999999|0|0|0.047425677|0.003898807|0.006468729|1|-0.010950243|0.740926309|-0.1053827859999999|0.4384536329999999|319.0086845|0.259073691|149.9096134|-0.045608374|-39.02494133|3.769098814|76.80174559999999|0.888936354|-2.097985204|-35.28434152|72.85978933|67.49212879999999|0.480938153|2388.888334|428.7273481000001|1437.536303|6.373278096|12.27845608|0.926552694|5217.318476|64.26553043|29.68794201|0.009361504|1365.645333|5.416912474|0.0|1.0|1.0|1.0|2.0|4.11|2.57|0.1|18.0|-7.45|80.37|2.23|1.0|110.58|0.0|-4.1|4.0|0.0|0.0|2.51|7.890000000000001e-05|28.0|9.74e-05|0.0346|2.76|3.56e-08|1.26e-05|-0.0589|-1159.405202|611.93|331.1|0.3179|293.37|460.08|-1159.2425119999998|263.0|6.58|6.58
14i_a23|1|0.0|0.0|2|7.423568444|0|0|1.197963212|0.142566578|5.351858133|2|0.0432555559999999|0.040408197|0.7151570629999999|0.002243702|-0.018541856|10.31321758|-0.026731172|2|2|0.075401108|-0.017918675|-0.033435987|2|0.158023239|0.777952733|-0.0889593869999999|0.266320368|324.811841|0.222047267|151.83084580000002|-0.039760909|-45.14777443|10.01786784|93.48624142|0.7780956840000001|-2.027806362|-41.59306642|79.20815775|75.47917433|0.478050606|3097.406945|531.9462982|2447.1741030000003|8.107659819|15.53342127|0.915894552|7030.347905|151.7330992|34.94120504|0.019276934|1782.001457|13.18112713|0.0|0.0|1.0|1.0|2.0|3.56|2.64|0.04|26.0|-6.96|148.11|2.28|1.0|128.38|1.0|-5.21|5.0|1.0|0.0|2.61|6.11e-06|0.00278|4.03e-05|0.0183|2.46|1.11e-07|5.03e-05|-0.08025|-1798.64228|715.68|335.72|0.3639|335.72|580.74|-1798.434186|3.0|8.4622|8.4622
12b_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.604984682|0.047132642|5.351858133|2|0.042804233|-0.074391852|0.0|0.001139238|-0.037209579|10.31162898|-0.072247675|1|1|-0.165287712|-0.0541804029999999|-0.120380857|1|-0.009146339|0.764737577|-0.08354129|0.383979687|86.84905288|0.235262423|149.39744040000002|-0.038448551|-39.98560202|6.99318589|0.0|0.798520682|-1.883979001|-33.68855323|73.02913136|64.06324295|0.4676268939999999|2849.095245|485.6272203|2347.979099|7.393647884|13.88809428|0.878381889|6275.380072|127.9443353|30.57626261|0.01584525|1498.236868|10.06212472|1.0|0.0|1.0|1.0|1.0|4.63|0.0|0.14|17.0|-6.9|81.65|3.2|2.0|127.24|0.0|-5.39|5.0|0.0|0.0|2.92|4.12e-06|0.00171|9.71e-06|0.00405|3.97|1.26e-07|5.260000000000001e-05|-0.05351|-1675.0107779999998|673.18|352.16|0.2079|245.19|516.78|-1674.838225|7.0|8.1543|8.1543
1a_a18 (SB-431542)|0|3.3674017380000003|0.0|0|7.423568444|1|1|1.430935835|0.043282217|5.351858133|1|0.035620155|0.1008839219999999|0.0|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|1|0.164429684|-0.020716495|-0.033765606|1|-0.08530265|0.5940412860000001|-0.126408788|0.210046675|160.410387|0.405958714|240.8019609|-0.0462988229999999|-43.12110169|11.61820782|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|87.15852628|94.56841061|0.472443977|2678.82389|352.3666367|1890.195809|7.52384981|14.26170773|0.895533283|5748.422847|146.3942108|36.46179023|0.02438148|1640.78056|14.4623285|1.0|1.0|1.0|1.0|2.0|3.25|2.35|0.05|23.0|-7.69|103.12|1.54|1.0|106.85|0.0|-4.52|5.0|0.0|0.0|2.85|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.7|2.03e-08|7.81e-06|-0.05971|-1292.588031|620.23|376.27|0.5767|324.5|464.08|-1292.414518|125.0|6.9031|6.9031
16b_a23|1|0.0|0.0|2|7.423568444|1|1|1.197960988|0.031073244|5.351858133|3|0.037664609|0.054655144|0.754232958|0.0116350769999999|-0.068280331|10.31321583|-0.05237763|2|2|0.099244509|-0.123524943|-0.224300431|2|0.14319927|0.928579764|-0.050637391|0.2256448969999999|7.971529518|0.071420236|52.92522904|-0.031407956|-43.49333918|10.22222569|100.0262487|0.738977|-1.821661419|-27.80700713|72.31582904|51.31875369|0.4870072789999999|3370.826124|688.1144512|2256.698672|9.472884487|18.46592377|0.949345397|7575.784511|193.4284005|31.49562341|0.018384316|1826.746158|13.6235075|1.0|0.0|1.0|1.0|1.0|4.19|0.0|0.07|26.0|-7.33|108.26|3.14|2.0|146.03|0.0|-6.19|4.0|0.0|0.0|2.9|6.41e-07|0.000314|2.16e-06|0.00106|4.21|4.6200000000000003e-08|2.26e-05|-0.07352|-1877.655481|772.84|772.92|0.3456|772.92|607.92|-1877.335869|96.0|7.0191|7.0191
4c_a46|0|0.0|0.139403726|1|7.825245291|1|1|1.134637091|-0.068543882|5.587248657999999|1|0.0440307329999999|-0.111750026|0.0|0.010177371|-0.051150771|10.94298307|-0.068256579|1|1|-0.165951544|-0.056422062|-0.083788154|1|0.072412685|0.890777395|-0.063644365|0.305199509|35.22734468|0.109222605|69.02325225|-0.029688832|-34.9456654|5.56099297|53.13410852|0.840753785|-1.662574604|-25.41708422|60.67664538|49.01980408|0.450883931|2455.604167|562.9269925|2487.942529|7.172412106|13.06174141|0.8211086059999999|5571.088357|100.6356847|22.31552819|0.008510983|1249.669579|5.378517586|1.0|0.0|1.0|1.0|0.0|4.09|3.8|0.38|17.0|-7.62|57.01|3.4|2.0|115.03|0.0|-5.55|4.0|0.0|1.0|4.44|2.8e-06|0.00109|5.3e-06|0.00207|4.63|2.39e-08|9.32e-06|-0.04381|-1245.4159619999998|683.75|302.21|0.2296|227.16|617.56|-1245.176359|2008.0|5.6972|5.6972
8_a10|0|0.0|0.0|1|7.535296702|1|1|1.3430438530000002|-0.075368755|5.4161004020000005|2|0.035828092|-0.000315856|1.546251312|0.0087730469999999|-0.15615298|10.92578782|-0.106100115|1|1|-0.000504277|-0.082893697|-0.132343104|2|-0.015871527|0.874843982|-0.059655303|0.597912185|32.98071169999999|0.125156018|68.45976606|-0.029917593|-25.80127401|4.714910465|9.35593124|0.722649449|-1.465962037|-17.849103399999997|56.7864899|41.25082928|0.431797417|2612.274447|478.5356341|1899.542278|6.112185271|10.75705296|0.7599356820000001|6289.86818|151.7094758|22.64553798|0.017582236|1109.631361|9.617402178|0.0|0.0|1.0|1.0|0.0|3.42|3.27|0.22|21.0|-7.6|69.9|2.46|1.0|111.36|0.0|-4.52|5.0|0.0|1.0|3.55|3.05e-05|0.0117|2.4100000000000003e-05|0.00926|3.37|2.49e-08|9.59e-06|-0.0623299999999999|-1257.84172|594.63|336.55|0.1596|264.0|416.69|-1257.648047|526.0|6279.0|6279.0
12af_a36|0|3.448611715|0.0|0|7.412764017000001|2|2|1.29704271|0.04293386|5.351858133|2|0.039953704|0.091263447|0.0|-0.00233752|-0.074383486|10.96037047|0.00146554|1|1|0.154914099|-0.126068378|-0.213993335|1|-0.062279009|0.755275519|-0.082549457|0.154396546|89.56100543|0.244724481|169.9519197|-0.035153522|-50.86129548|10.57220682|127.6527374|0.6702409189999999|-2.003750775|-39.81177462|91.25505794|72.55107063|0.448767097|3013.98446|524.5103537|3082.869129|8.59579222|15.59375751|0.8141152220000001|6499.41155|229.0052411|36.42391023|0.0259433429999999|2076.162883|18.01667275|0.0|0.0|0.0|1.0|3.0|4.98|0.0|0.17|17.0|-6.93|98.3|1.49|1.0|138.06|0.0|-3.54|5.0|0.0|0.0|1.47|0.000292|128.0|0.000227|0.0997|1.85|1.1800000000000001e-07|5.18e-05|-0.05882|-1440.982935|737.4|383.86|427.0|236.83|589.48|-1440.740243|15.0|7.8239|7.8239
19g_a38|0|3.229090845|0.0|0|7.412764017000001|2|2|1.297044182|-0.077355838|5.351858133|2|0.042419753|-0.037579797|0.0|-0.006877664|-0.009881824|10.96052467|-0.046735135|1|1|-0.096139701|-0.098027247|-0.250781298|1|-0.063110203|0.7200062690000001|-0.086314802|0.5322242429999999|137.56612280000002|0.279993731|177.181631|-0.038842708|-45.74791999|9.191644336|18.41027014|0.719941993|-1.942135378|-34.56416368|86.78105144|69.14572278|0.455443492|2897.384301|455.6240763999999|2506.378649|6.327835378|11.62016299|0.836356715|6631.17356|177.2223055|34.14148263|0.0228937029999999|1707.074131|14.48726605|1.0|1.0|1.0|1.0|3.0|4.82|2.52|0.14|17.0|-7.12|81.23|2.78|1.0|125.65|0.0|-4.25|5.0|0.0|0.0|2.97|5.68e-05|0.0238|4.67e-05|0.0196|2.88|7.599999999999999e-08|3.19e-05|-0.05479|-1431.419426|638.82|336.12|0.2285|234.97|475.84|-1431.244906|42.0|7.3778|7.3778
8c_a32|1|3.46252244|0.0|0|7.765993078999999|0|0|0.609420757|0.080016722|5.733341277|0|0.036711712|-0.026467635|2.143746338|-0.003484915|-0.026048985|10.31100269|-0.0682721729999999|3|3|-0.047650724|-0.0852122769999999|-0.1534110109999999|0|-0.024032462|0.801747512|-0.076876481|0.263222951|126.6561213|0.198252488|119.85432240000002|-0.027548799|-35.6276568|5.935643221|78.19443734|0.600684883|-1.267244762|-28.09723623|74.36515033|56.29419869|0.447542891|2571.62241|484.6996147|3038.837633|7.079719717000001|12.81496717|0.8100952690000001|5773.240734|241.4075262|27.72624296|0.025527931|1275.407176|15.43301109|1.0|1.0|1.0|1.0|2.0|3.46|2.82|0.26|19.0|-7.65|140.04|1.1|1.0|110.47|1.0|-5.82|4.0|1.0|0.0|3.56|1.5e-06|0.000597|4.11e-05|0.0164|3.21|2.23e-08|8.86e-06|-0.04161|-1880.764533|646.97|347.56|0.3272|347.56|516.78|-1880.597039|37.0|7.4318|7.4318
12aa_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.604983643|-0.101407312|5.351858133|2|0.043854875|-0.014017531|0.0|0.003529389|0.059360681|10.31162784|-0.007369513|1|1|-0.023695642|-0.12254489|-0.207153446|1|0.024991407|0.8126513129999999|-0.078042288|0.418522684|55.0567406|0.1873486869999999|130.84205079999998|-0.033789461|-49.44198469|15.0745057|0.0|0.630759573|-1.925999268|-38.06478415|91.51563481|76.08850600000001|0.4659424379999999|3115.249471|567.5458219999999|2455.130164|8.65813938|16.21199661|0.872457337|6944.511023|257.8730361|37.41227352|0.029670025|2132.499591|20.72118575|1.0|0.0|1.0|1.0|1.0|4.86|0.0|0.21|17.0|-6.83|100.11|2.2|2.0|140.26|0.0|-5.61|6.0|0.0|0.0|2.52|2.47e-06|0.00113|9.94e-06|0.00456|3.81|1.47e-07|6.720000000000001e-05|-0.04966|-1804.818818|748.78|357.9|0.1667|238.78|605.07|-1804.582558|8.0|8.1135|8.1135
13n_a6|0|3.425442623|0.0|0|6.842683282|0|0|1.4290206230000002|0.030890422|4.727387819|2|0.04393617|0.058267173|1.628408574|-0.0093684169999999|-0.06507689|10.95053349|-0.033224059|1|1|0.100294804|-0.068956229|-0.118693789|2|-0.064779873|0.70890216|-0.100363599|0.307384948|90.97854097|0.29109784|199.7822434|-0.038490115|-51.52585133|8.36448634|103.012404|0.748967057|-2.078466222|-47.27287681|88.73738138|81.06784641|0.47066442|2952.259627|486.5239262|2535.307313|8.872063579|16.76075427|0.889160748|6386.381394|172.28545730000002|35.2699138|0.019904118|1904.575345|13.66031867|1.0|1.0|1.0|1.0|3.0|3.55|1.9|0.08|27.0|-9.67|122.47|0.81|1.0|127.2|0.0|-4.64|5.0|0.0|0.0|2.62|2.27e-05|0.00987|5.24e-05|0.0228|2.43|2.1499999999999998e-10|9.35e-08|-0.07131|-1423.765005|727.69|369.99|0.9117|257.31|548.09|-1423.514154|75.0|7.1249|7.1249
17c_a50|1|0.0|0.0|2|7.934155233999999|2|2|1.347835869|-0.212075666|5.82008293|2|0.031870748|0.021572081|2.193763306|0.01130519|-0.144763835|10.94500663|-0.120904775|2|2|0.034485992|-0.233451925|-0.373205592|1|-0.139943634|0.89719894|-0.051905615|0.446454378|133.46240020000002|0.10280106|70.72462009999998|-0.021745577|-34.87982686|10.25908547|94.15397246|0.569750429|-1.32648017|-24.567468100000003|66.7258111|50.6217864|0.49503436|2951.495914|617.2509739|2014.72331|8.310163601000001|16.45688922|0.98033276|6438.380804|296.00120400000003|26.25785813|0.0232952879999999|1601.729346|16.02658985|0.0|1.0|1.0|1.0|0.0|4.12|3.61|0.35|20.0|-6.79|61.0|1.91|1.0|134.28|0.0|-3.8|5.0|0.0|1.0|3.1|0.000158|0.0698|3.75e-05|0.0165|2.86|1.6100000000000005e-07|7.08e-05|-0.03121|-1411.187392|746.5|306.65|0.1814|292.44|596.23|-1410.902767|69.0|7.1612|7.1612
3b_a32|1|3.3653429710000005|0.0|0|7.758333467000001|0|0|0.609420808|0.046791596|5.733341277|0|0.042528736|-0.0411430079999999|2.21541916|-0.001282231|-0.1113575119999999|10.31100281|0.10614163|3|3|-0.078754696|-0.0791178979999999|-0.151445075|0|0.094335058|0.8407393809999999|-0.073068133|0.2719741|74.63320519|0.159260619|78.12568166|-0.033451833|-24.14971513|3.522270202|0.0|0.764128338|-1.103910485|-17.58323784|56.82775081|43.023961|0.460751087|2092.213643|412.4267349|1084.520517|5.765940603|10.69254007|0.854431185|4448.251276|115.707414|21.47528975|0.0154889019999999|708.6845618|7.59811844|1.0|1.0|1.0|1.0|1.0|3.11|2.57|0.13|19.0|-6.5|110.94|1.45|1.0|88.24|0.0|-5.73|3.0|0.0|0.0|3.68|1.86e-06|0.0005809999999999|2.23e-05|0.00697|3.71|3.19e-07|9.97e-05|-0.05396|-1594.121087|524.46|348.81|0.2905|348.81|396.83|-1594.049677|6.0|8.2366|8.2366
34_a47|1|0.0|0.0|1|6.842683282|0|0|1.40499556|-0.210257395|4.727387819|3|0.03522792|-0.094313757|1.741433543|0.003530307|-0.043634386|10.98214103|0.078153957|1|1|-0.208989427|-0.1430639269999999|-0.317014709|3|0.046668352|0.8260556609999999|-0.061957581|0.437215023|31.17423189|0.1739443389999999|96.32577107|-0.029348287|-27.64315244|6.048527453999999|0.0|0.653993216|-1.261976347|-19.00022922|62.66739933|45.23285281|0.45489212|2371.236125|457.4477611|918.6458674|7.066583143|12.96364153|0.834499257|5105.274301|191.6093987|24.85087647|0.023023142|1068.587688|12.74960652|1.0|1.0|1.0|1.0|1.0|3.19|3.0|0.16|21.0|-7.47|68.52|1.75|0.0|99.09|0.0|-3.57|5.0|0.0|1.0|3.02|0.000267|0.0929|0.000125|0.0436|2.49|3.36e-08|1.17e-05|-0.0545|-1162.4815230000002|585.79|318.79|0.2309|294.66|436.88|-1162.33788|2.0|8.7|8.7
14ab_a23|1|0.0|0.0|2|7.423568444|0|0|1.197962873|0.065530542|5.351858133|2|0.04314059|0.021287386|0.7586471459999999|0.013012022|0.010803172|10.313217300000002|-0.03821899|2|2|0.038241896|-0.074579388|-0.13397874|2|-0.085303124|0.92422233|-0.051974369|0.20155691|40.23721489|0.07577767|51.89838547|-0.031648261|-35.76253038|8.431109267|82.79560776|0.797837067|-1.677357849|-24.37891748|61.60741239|47.90644969|0.4695727329999999|2941.47118|632.9786397|2332.352369|7.83369055|14.76864227|0.885272615|6654.62616|138.4567483|27.16741043|0.013710439|1439.872753|9.389964491|0.0|0.0|1.0|1.0|1.0|3.63|3.82|0.12|26.0|-8.16|105.02|3.45|2.0|130.22|0.0|-6.23|4.0|0.0|0.0|4.12|5.9e-07|0.000259|2.81e-06|0.00123|4.31|6.9799999999999995e-09|3.07e-06|-0.07146|-1708.563399|719.66|338.88|0.3893|338.88|595.23|-1708.3414239999995|4.0|8.4012|8.4012
5d_a40|0|0.0|0.0|1|8.149890544|0|1|0.6049133329999999|-0.071479892|6.167516491000001|0|0.044526749|-0.1031436519999999|0.716041667|0.007200253|0.2078052269999999|10.31198333|0.029272031|2|2|-0.259985037|-0.0038660009999999|-0.009744685|0|0.145024458|0.754010052|-0.086193996|0.049855551|181.4728912|0.245989948|112.88660690000002|-0.0377110779999999|-19.85450535|4.638915105|53.85026982|0.8111805740000001|-1.131332331|-18.15211073|49.97858532|49.66367051|0.479931934|1974.583878|346.0207917|511.3769101|6.288958592999999|12.09256826|0.922825231|4051.712713|86.65063178|21.3342049|0.014630084|640.0261471|6.713853887999999|1.0|0.0|1.0|0.0|0.0|3.02|2.56|0.21|14.0|-4.32|75.5|2.25|0.0|74.11|0.0|-4.23|4.0|0.0|1.0|3.1|5.9e-05|17.0|0.000152|0.0436|2.98|4.7600000000000005e-05|0.0137|-0.06796|-1276.833831|473.48|331.74|0.4493|331.74|365.74|-1276.797751|19.0|7.7212|7.7212
6e_a40|0|0.0|0.0|1|8.421342866|1|2|0.604892975|0.128035402|6.401917197|0|0.039160494|-0.15110197|0.744550501|-0.0026177839999999|0.103594243|10.30179954|-0.205140551|2|2|-0.276969278|-0.020200684|-0.037027769|0|-0.011405885|0.74620476|-0.107312598|0.376602018|185.1473293|0.25379524|166.7812216|-0.04873174|-50.27304895|6.85578763|35.33106374|0.866991176|-2.095464821|-46.34235117|84.95203628|80.95296505|0.441911406|3075.060648|490.3675161000001|3854.417113|6.972949117000001|12.49434084|0.791830204|7585.605268000001|87.40658058|36.93694043|0.012858969|1588.2884390000002|8.450255075|1.0|0.0|1.0|0.0|1.0|3.98|3.16|0.21|14.0|-4.63|173.43|2.12|2.0|125.15|1.0|-7.76|5.0|1.0|0.0|3.68|1.74e-08|8.31e-06|2.6e-06|0.00124|4.4|2.35e-05|0.0112|-0.09682|-2831.191706|671.95|419.59|0.3625|419.59|537.07|-2831.048968|18.0|7.7447|7.7447
1h_a5|0|2.9516097130000003|0.0|0|6.605297921|0|0|1.427564094|-0.259241577|4.59511985|2|0.026339869|-0.02598568|0.0|0.008031558|-0.1197834419999999|10.94466758|-0.044117647|1|1|-0.043247682|0.034752304|0.0578378779999999|2|0.070628165|0.8806402259999999|-0.067599619|0.39793593|160.0744187|0.119359774|62.25239147|-0.027798699|-18.90429957|2.393400474|0.484419999|0.7450549759999999|-1.111947978|-18.38824808|44.51475742|39.84574434|0.489507204|2107.271793|459.3001331|819.6979313999999|6.711386288|13.14687756|0.958891501|4334.547353|132.96722079999998|19.45961351|0.01585373|778.3845404|8.268552715|1.0|1.0|0.0|1.0|1.0|2.8|2.07|0.05|23.0|-8.41|54.46|2.13|0.0|95.45|0.0|-4.25|3.0|0.0|1.0|3.43|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|3.43|3.87e-09|1.21e-06|-0.04124|-990.6346565|556.57|284.03|0.3333|266.52|430.83|-990.523098|28.0|7.5528|7.5528
12c_a31|0|3.387641566|0.0|0|7.765993078999999|1|1|0.6101358029999999|0.046986783|5.733341277|0|0.040982906|-0.030192572|0.0|-0.003618466|-0.094991098|10.311698300000002|-0.056866055|2|2|-0.048694677|-0.138799714|-0.223856622|0|0.066071056|0.665463503|-0.104643824|0.343619017|153.400467|0.334536497|212.313715|-0.036326291|-52.25551342|12.30215386|553.8695417|0.6817087|-1.816314565|-42.14855504|97.28775086|85.79638585|0.448512808|2592.4503010000003|422.3366652|1894.297124|8.091269314|14.67172662|0.813278739|5676.394271|202.0036947|33.81868912|0.023556702|1690.934456|14.95027019|1.0|1.0|1.0|1.0|2.0|3.69|3.1|0.35|16.0|-7.24|117.37|1.08|2.0|108.16|0.0|-5.23|5.0|0.0|0.0|3.32|5.85e-06|0.00233|6.94e-05|0.0277|3.1|5.79e-08|2.31e-05|-0.0338399999999999|-1618.1530810000002|679.71|323.48|0.2625|323.48|578.69|-1617.951882|0.38|6.4202|6.4202
9d_a40|0|0.0|0.0|1|7.515889085|0|0|0.604992329|0.007834411|5.4161004020000005|0|0.045555556|0.153818743|0.89023715|0.011823978|0.15723868|10.3119722|-0.137738587|2|2|0.259969752|0.0116099239999999|0.019621984|0|-0.3969541689999999|0.941627612|-0.060319196|0.002088915|108.1468558|0.058372388|30.08152399|-0.031613312|-19.03015798|2.854868966|50.47044708|0.8664205709999999|-1.074852592|-16.01918037|41.42218692|36.6245851|0.467275972|2109.570685|485.2567189|336.6614768|8.023385851|15.06105494|0.87714454|4401.742338|68.83858806|18.80327978|0.0087217999999999|639.3115126|4.49467719|1.0|0.0|1.0|0.0|0.0|3.25|3.63|0.06|20.0|-7.0|58.43|4.07|1.0|91.71|0.0|-6.13|2.0|0.0|1.0|4.63|7.37e-07|0.0002399999999999|2.23e-06|0.000727|5.16|1.01e-07|3.3e-05|-0.06906|-1677.551678|542.19|370.51|0.4888|269.1|446.84|-1677.48058|107.0|6.9706|6.9706
12m_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.6049842529999999|0.096631895|5.351858133|2|0.040839506|-0.1305457069999999|0.0|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|1|-0.236661357|-0.084317059|-0.152855196|1|-0.036924662|0.783260049|-0.085422479|0.415971907|133.774348|0.216739951|147.06395700000002|-0.0405332439999999|-47.58675592|12.59296644|237.0982213|0.773732767|-2.067195455|-39.32844052|83.3641853|76.52074257|0.44976016|3058.3084710000003|531.4632661|2370.879718|9.025816604|16.40342255|0.8173893040000001|6658.711303|153.52847759999997|35.54574762|0.019500715|1812.833129|13.2317657|1.0|0.0|1.0|1.0|1.0|4.66|0.0|0.13|17.0|-6.42|114.67|2.06|2.0|133.52|0.0|-6.0|6.0|0.0|0.0|2.36|1.01e-06|0.000444|9.71e-06|0.00427|3.89|3.7600000000000003e-07|0.000165|-57.0|-1743.215323|714.92|349.29|255.0|244.95|578.87|-1743.030004|31.0|7.5114|7.5114
