molecula|n9FaHRing|SRW09|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA5|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|DPSA3|TASA|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
19a_a22|0|6.842683282|0|1.572240489|-0.000989685|-0.009145283|4.727387819|-0.144269652|2|0.0389622639999999|-0.020553065|1.545757986|-0.548716971|-0.002607064|-0.011513343|10.9464374|1|-0.03516233|-0.035723406|-0.496053375|0.72808001|0.777600172|-0.155892259|0.834033833|1|0.744354735|-0.09370213|-67.26339083|18.53458775|373.8201781|0.255645265|-0.035138299|-52.17015658|13.82990734|-1.967744721|-50.18975739|89.23486638|85.79797858|555.4133255|2607.322873|-19.56380872|0.315293811|15.30120355|0.76919701|7095.27723|235.2620007|-1095.573288|0.025888799|-275.6435167|781.8210659|19.31738094|1.0|1.0|1.0|3.61|27.0|128.68|0.98|1.0|0.0|132.15|0.0|7.0|-4.38|35.0|6.0|0.0|0.0|-4.11|4.16e-05|0.0193|0.0|0.0|8e-07|5.69|-1537.071348|246.01|0.34556|4.5288|-0.21478|0.04718381|7.3188|7.3188
3c_a12|0|6.555356892000001|1|0.0|0.06235058|-0.009252756|4.59511985|-0.058516436|2|0.039605735|-0.14679559|0.0|-0.379362977|-0.003879878|-0.008931246|10.3117069|1|-0.267255164|-0.116098308|-0.545592465|0.923855679|0.826033688|-0.0461654159999999|0.888353608|0|0.843855494|-0.099327724|-36.28720467|6.688634392000001|73.9854678|0.156144506|-0.033980537|-25.42738988|3.384177297|-1.291260406|-18.35985151|61.16334136|42.97583906|426.9566009|1139.340748|-8.698843907999999|0.2944757839999999|10.88288188|0.746291708|4629.005722|148.9927848|-330.5560685|0.02155815|-207.9738085|380.2468615|10.90754815|1.0|1.0|1.0|3.94|17.0|78.41|1.82|0.0|0.0|98.16|0.0|3.0|-4.22|23.0|4.0|0.0|1.0|-4.0|6.06e-05|0.0194|0.0|0.0|5.3200000000000006e-05|2.56|-1327.498519|311.14|0.43415|1.6035|-0.22035|0.02665687|7699.0|7699.0
2_a20 (SB-505124)|0|7.434257382|1|0.0|-0.006955944|-0.010175551|5.351858133|-0.076310057|1|0.05042042|0.013612077|0.0|-0.498602014|0.001622309|-0.177905025|10.95129567|1|0.02072518|-0.150708132|-0.520284161|0.827730504|0.725030162|0.082053195|0.765632979|0|0.7694360659999999|-0.117328885|-45.98170774|15.71798823|122.8758934|0.230563934|-0.0382594189999999|-35.52365346|8.648749117000001|-1.759933279|-25.30121848|70.87109323|61.69969596|423.3785776|1709.9571620000002|-11.58380004|0.1680806939999999|11.3574908|0.908167636|4762.83693|92.48561162|-532.854802|0.011470204|-365.2740749|477.95809620000006|6.311425784|1.0|1.0|1.0|3.4|17.0|60.03|2.06|1.0|0.0|97.55|0.0|3.0|-5.24|25.0|4.0|1.0|1.0|-4.91|5.72e-06|0.0019199999999999|0.0|0.0|2.03e-05|4.57|-1089.371784|340.58|0.69947|2.5584|-0.18645|0.01305739|6.7721|6.7721
18b_a30|0|7.412764017000001|2|0.0|0.036563014|-0.006947027|5.351858133|0.0075638519999999|2|0.041767677|-0.039831247|0.0|-0.375139476|0.003099827|0.016709918|10.31163838|1|-0.072825879|-0.049287858|-0.45633339|0.80330079|0.822401103|0.022695194|0.8839272779999999|0|0.869340364|-0.09536285|-52.09100293|13.14992762|77.65678625|0.130659636|-0.036237883|-41.72392601|8.698138813|-1.811894154|-34.45606603|75.30642440000001|65.24093056|575.0330633|3057.267112|-15.85509189|0.240284312|13.0644231|0.7388650920000001|6387.715069|158.9382363|-792.7545943|0.0184861069999999|-343.5825913|666.0036144999999|12.22780277|1.0|0.0|0.0|4.78|17.0|105.44|2.17|2.0|0.0|131.99|0.0|5.0|-5.49|31.0|5.0|0.0|0.0|-4.8|3.23e-06|0.00137|0.0|0.0|8.47e-05|3.64|-1668.034279|351.66|0.67715|4.8198|-0.2052699999999999|0.03910602|7.6003|7.6003
4j_a46|0|7.825245291|1|2.194310043|-0.175292207|-0.002284836|5.587248657999999|-0.012405467|1|0.048126615|-0.0529855709999999|0.0|-0.130235627|0.011968098|-0.1051618459999999|10.94638774|1|-0.078783783|-0.0589746909999999|-0.226712003|0.72796254|0.7298040140000001|-0.061823242|0.763724435|0|0.949893337|-0.074417476|-34.99059698|8.812983129|70.56141095|0.0501066629999999|-0.024805825|-25.95898597|5.205103062|-1.339514565|-20.66606288|50.26191521|43.80358011|561.0237355|2563.282153|-8.652995323999999|0.223067683|10.49957018|0.673502127|5077.124695|131.7477027|-467.2617475|0.0106831269999999|-327.122208|642.1335502000001|6.30964324|0.0|1.0|1.0|4.0|17.0|39.94|3.28|2.0|0.0|110.24|0.0|4.0|-5.38|27.0|3.0|1.0|1.0|-5.31|4.16e-06|0.0015|0.0|0.0|7.33e-06|4.93|-1132.043677|229.82|0.37853|2.9043|-0.20071|0.02491327|6.0942|6.0942
7a_a8|0|7.535296702|1|1.4494883790000002|-0.11821781|-0.010269971|5.4161004020000005|-0.0407248439999999|1|0.041123188|-0.017706371|0.0|-0.482688615|0.000736369|0.004607684|10.94671402|1|-0.02923588|-0.019499132|-0.412963751|0.7168594159999999|0.764224152|0.033708575|0.831914523|0|0.718410375|-0.101880506|-60.00793116|20.79408196|145.3710976|0.281589625|-0.042647654|-35.14198015|12.2125771|-1.833849114|-35.24327197|75.4573633|80.80201312|421.9297638000001|1702.719465|-14.71059634|0.266115601|14.73814865|0.914283468|5907.9340090000005|156.2924154|-632.5556427|0.0265990589999999|-274.7254012|488.0169522|15.62189947|0.0|0.0|1.0|3.34|23.0|92.93|2.01|1.0|0.0|105.83|0.0|3.0|-4.86|29.0|5.0|0.0|1.0|-4.64|1.36e-05|0.00522|0.0|0.0|2.05e-05|5.2|-1291.313963|270.66|0.61257|9.9646|-0.20505|0.0269461|4.6068|4.6068
12n_a30|0|7.412764017000001|2|0.0|0.0304762079999999|-0.007311044|5.351858133|-0.064217094|2|0.040899471|-0.1144447669999999|0.0|-0.387485343|0.001139238|-0.037209579|10.31162898|1|-0.254279374|-0.0541804029999999|-0.464204099|0.669561738|0.815003426|-0.015189554|0.870930234|0|0.7781502140000001|-0.10528124|-52.4873066|10.77573511|85.87072848|0.221849786|-0.038674741|-41.97990569|6.804436105|-1.895062322|-33.14358793|76.16725916|63.2630417|491.3700419|2349.172094|-15.42118984|0.200596792|13.93957316|0.887350282|6353.890039|126.6686716|-755.6383024|0.0153398069999999|-378.1217671|618.6004214|9.686460958|1.0|0.0|0.0|4.66|17.0|81.65|3.2|2.0|0.0|127.24|0.0|5.0|-5.39|30.0|5.0|0.0|0.0|-5.01|4.12e-06|0.00171|0.0|0.0|5.260000000000001e-05|4.07|-1675.011418|238.43|0.27009|5.3143|-0.19876|0.0334036|7983.0|7983.0
27_a47|1|6.842683282|1|2.041063341|-0.160399235|-0.003631596|4.727387819|0.006768957|3|0.0304347829999999|-0.067535989|1.807806182|-0.207000956|0.001861676|0.0427469459999999|10.95005714|1|-0.137440913|-0.077485193|-0.280944221|0.6636125860000001|0.804224077|0.0436226579999999|0.8517043879999999|1|0.846469886|-0.079484997|-40.35526807|10.56549582|20.73428323|0.153530114|-0.028494622|-32.56705871|6.762956126000001|-1.510214943|-25.8313393|63.02085767|50.9207639|541.8239522999999|2181.236691|-11.67498331|0.299267237|13.50334344|0.906398657|6433.288104|191.5604557|-618.7741154|0.018969968|-256.9774086|682.9868225|12.14264461|1.0|1.0|1.0|3.37|21.0|67.66|3.11|2.0|0.0|125.17|0.0|5.0|-4.81|31.0|5.0|0.0|1.0|-5.05|1.5399999999999998e-05|0.00674|0.0|0.0|6.55e-07|2.97|-1778.1049670000002|251.19|0.40976|4.0365|-0.21594|0.02633483|5.6|5.6
18_a47|1|6.605297921|0|0.0|-0.141396999|-0.004337918|4.59511985|-0.06345679|3|0.037919622|-0.026357805|1.5913490630000002|-0.2342475789999999|0.0008454789999999|0.018164141|10.93838451|1|-0.056674151|-0.02470455|-0.322800033|0.646771311|0.792196273|-0.059779939|0.851462739|1|0.777824025|-0.084415066|-49.44908758|9.234746417|70.55642796|0.222175975|-0.0303894239999999|-33.12615721|5.784962137000001|-1.5194711930000002|-30.97660579|63.72933669|58.68383399|487.2556678|2184.962887|-11.9254166|0.267251553|12.35791568|0.7608026529999999|6261.441874|167.41554630000002|-596.2708299|0.017318402|-291.6032324|628.5247532999999|10.84884165|1.0|1.0|1.0|3.47|27.0|79.38|2.63|2.0|0.0|119.78|0.0|4.0|-5.5|31.0|5.0|0.0|1.0|-5.37|3.13e-06|0.00129|0.0|0.0|1.78e-08|3.32|-1354.221126|290.58|0.4659|3.4464|-0.22313|0.04031146|8.6|8.6
47j_a18|0|7.03438793|1|0.0|0.070097424|-0.007807275|4.844187086|-0.068902246|0|0.033563218|-0.048528478|0.0|-0.569931053|0.00031105|-0.006923502|10.94702285|0|-0.073551529|-0.218974385|-0.48833504|0.783538352|0.7444236670000001|-0.002262399|0.77844379|0|0.80651845|-0.094744194|-56.816779|12.42035127|95.57657747|0.19348155|-0.033837212|-57.32800549|9.661420661|-2.368604851|-44.19607713|86.31641604|69.23713027|627.366638|2064.803327|-20.47428768|0.235574938|18.50538303|0.928170101|7316.123159000001|183.246715|-1433.2001369999998|0.016220875|-411.3767328|1081.726154|12.6177344|1.0|1.0|1.0|4.54|18.0|97.76|2.63|3.0|2.0|149.96|1.0|11.0|-5.83|37.0|4.0|0.0|0.0|-5.14|1.49e-06|0.000743|1.0|0.0|8.159999999999999e-07|8.09|-1625.445572|399.25|0.6983600000000001|4.1619|-0.17273|0.03246539|7.4559|7.4559
12h_a30|0|7.412764017000001|2|0.0|0.046965756|-0.00737961|5.351858133|-0.06631353|2|0.043848238|-0.074988669|0.0|-0.391119352|0.001139238|0.001698966|10.31162898|1|-0.166613751|-0.0541804029999999|-0.4708582289999999|0.669561738|0.831176513|0.008644634|0.888213143|0|0.763568404|-0.09907575|-52.88851758|11.06352871|89.66095835|0.236431596|-0.038417127|-40.10503079|7.038974807000001|-1.882439244|-33.64938551|73.14241438|63.95204629|485.8069155|2268.811589|-15.55093031|0.202025127|15.1759206|0.881277172|6252.192213|128.5349203|-761.9955851|0.015886049|-379.1625034|618.6004214|10.10721793|1.0|0.0|0.0|4.63|17.0|81.65|3.2|2.0|0.0|127.24|0.0|5.0|-5.39|30.0|5.0|0.0|0.0|-5.01|4.12e-06|0.00171|0.0|0.0|5.260000000000001e-05|4.07|-1675.011389|246.54|-0.26697|2.9684|-0.2023599999999999|0.03372393|8065.0|8065.0
25c_a34|0|7.412764017000001|2|1.958290974|0.024837617|-0.014384932|5.351858133|-0.047513652|2|0.037424242|-0.16034464|0.0|-0.834326082|-0.002827527|-0.056443595|10.95957635|1|-0.250299211|-0.3609280379999999|-0.5404076879999999|0.809687672|0.80135608|0.118901861|0.844690266|0|0.683231623|-0.113392997|-59.0359041|29.22363765|183.6812574|0.316768377|-0.031498055|-50.44285726|19.49130854|-1.7008949569999998|-39.37521522|100.6665476|88.25954175|455.6954382|2439.174137|-14.01190479|0.4625715629999999|13.26192888|0.77182656|6306.980593|308.52165519999994|-756.6428589|0.037538004|-49.9273377|648.0187526000001|25.03674677|0.0|1.0|1.0|3.64|17.0|90.74|1.0|1.0|0.0|116.0|0.0|6.0|-2.81|31.0|6.0|0.0|0.0|-3.28|0.00156|659.0|0.0|0.0|0.0008289999999999|4.32|-1426.704645|294.54|0.69247|7.12|-0.2069599999999999|0.03817361|5.7496|5.7496
17_a4|0|7.535296702|1|1.690442177|-0.188642713|-0.006491052|5.4161004020000005|-0.319716072|1|0.043084795|-0.01849014|0.0|-0.25315101|0.001892883|-0.3948966229999999|10.94611837|1|-0.073733221|-0.0179434139999999|-0.392770755|0.49887819|0.772721853|0.0147116789999999|0.8347553529999999|0|0.888791225|-0.08932566|-45.75108579|5.472562628|17.08736223|0.111208775|-0.042181562|-23.75316417|2.822041259|-1.5185362180000002|-23.59250328|52.67753395|51.22364842|458.3237652|1658.726841|-11.21677197|0.138303414|10.65499029|0.798764653|5322.773303|71.31904507|-403.8037909|0.012827738|-373.0328031|319.5521911|6.61489113|1.0|0.0|0.0|3.31|17.0|30.71|3.66|1.0|0.0|85.09|0.0|3.0|-4.36|25.0|6.0|0.0|1.0|-4.81|4.39e-05|0.0152|0.0|0.0|9.44e-05|4.44|-1255.994721|285.92|0.47353|4.8197|-0.21745|0.02636403|6057.0|6057.0
30_a47|1|6.842683282|0|1.435022468|-0.069449687|-0.0092264759999999|4.727387819|-0.184735553|2|0.038387534|0.013114301|1.192095911|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|1|0.029343834|-0.035472095|-0.4370608039999999|0.6850994429999999|0.8485444809999999|-0.1340278869999999|0.913855507|1|0.67896733|-0.107296835|-64.94243028|13.64937081|350.5257774|0.32103267|-0.0383202979999999|-38.63044093|8.190002019|-1.609452527|-38.96726396|81.25550675|78.59180109|407.3992771|1558.731067|-13.79658605|0.320552431|12.94704346|0.879999675|5852.817155|192.3403721|-579.456614|0.028122734|-215.3470619|457.1122177|16.87442216|1.0|1.0|1.0|3.03|21.0|98.72|1.78|1.0|0.0|104.25|0.0|5.0|-4.22|28.0|5.0|0.0|1.0|-4.1|6.05e-05|24.0|0.0|0.0|2.28e-05|3.89|-1696.12008|333.66|0.6944899999999999|2.7493|-0.20813|0.0420327|7.9|7.9
13j_a6|0|7.412764017000001|1|0.0|0.0353600779999999|-0.015004989|5.351858133|-0.154502515|1|0.041728395|0.07522656|0.0|-0.855284356|-0.011017781|-0.0951246069999999|10.95129557|1|0.121750719|-0.045418125|-0.562698347|0.8744720490000001|0.783333463|-0.063948098|0.8353837409999999|0|0.6229641429999999|-0.129511589|-80.33128667|20.78979124|180.6709018|0.377035857|-0.046428683|-57.82670518|13.89184843|-2.460720196|-53.67779048|99.85109065|101.1210779|416.2679342|2634.320708|-20.73032827|0.215833159|15.43329684|0.765539515|6276.316063|144.22085800000002|-1098.707398|0.0199201689999999|-379.7635712|673.8038326000001|13.31076198|1.0|1.0|1.0|3.56|23.0|115.15|1.18|1.0|0.0|120.17|0.0|6.0|-5.03|32.0|5.0|0.0|1.0|-4.48|9.32e-06|0.00398|0.0|0.0|1.36e-06|4.94|-1426.5532050000002|339.64|0.69993|8.3187|-0.19491|0.03242949|6.5817|6.5817
12al_a36|0|7.412764017000001|2|0.0|-0.06777947|-0.008463062|5.351858133|-0.04314418|2|0.042739018|0.1030147719999999|0.0|-0.4908576189999999|0.00127667|-0.074215038|10.96020817|1|0.172830414|-0.1430106119999999|-0.404703593|0.8913597320000001|0.8344566859999999|0.125005134|0.885733922|0|0.801179217|-0.105915949|-51.22331485|17.71943397|114.2305891|0.198820783|-0.035305316|-45.86257662|11.65999569|-1.906487074|-33.70669917|86.77628559|68.94274882|527.2034213000001|2244.88081|-15.28752554|0.328915355|16.15533063|0.841133748|6049.668466|216.4375922|-825.5263792000001|0.025956027|-225.1591357|679.7230552999999|17.07995636|1.0|0.0|0.0|4.81|17.0|78.43|1.72|1.0|0.0|130.24|0.0|6.0|-3.95|31.0|5.0|0.0|0.0|-4.07|0.000113|0.0464|1.0|0.0|8.340000000000001e-05|2.92|-1347.479819|319.71|0.6945399999999999|6.4473|-0.1955599999999999|0.03469224|7.3188|7.3188
24_a20|0|6.842683282|0|1.959359883|-0.217098257|-0.001547029|4.727387819|0.029711934|2|0.03625|0.087887688|2.041494094|-0.083539572|0.009265667|-0.060940703|10.93106245|1|0.1468474119999999|-0.036258691|-0.188335708|0.616352201|0.74131936|0.070857143|0.802353442|1|0.952027295|-0.067869875|-38.76683848|8.085691548|12.83518119|0.047972705|-0.02714795|-27.02262995|5.102023479|-1.357397496|-24.46164548|51.30386873|46.85253003|600.7235847000001|1961.887639|-10.80905198|0.228967757|12.63879297|0.844319927|6109.1040920000005|144.47729840000002|-540.4525990000001|0.013436544|-342.0394805|664.4562602999999|8.478379683|1.0|1.0|1.0|3.4|27.0|80.28|1.86|2.0|0.0|119.42|0.0|4.0|-4.89|31.0|5.0|0.0|1.0|-4.93|1.29e-05|0.00519|0.0|0.0|1.94e-07|3.74|-1291.896802|232.2|0.46668|3.6107|-0.22435|0.02922392|6.4976|6.4976
13c_a5|0|6.605297921|1|0.0|-0.2071929139999999|-0.005082338|4.59511985|-0.0090268969999999|3|0.024822695|-0.010689086|0.0|-0.284610951|0.005288472|-0.098760742|10.94530327|1|-0.017427549|-0.092592608|-0.324868153|0.705487111|0.770478689|0.003545487|0.822789227|0|0.80019672|-0.076591149|-50.97293525|15.25960958|158.67712230000004|0.19980328|-0.025039414|-33.29709668|10.06137448|-1.302049531|-33.60884086|70.46156718|66.23254483|527.6071331999999|1235.709541|-10.8855893|0.448671765|15.90846721|0.873289814|5989.714507|295.8302846|-566.0506435|0.0302745689999999|-67.68621352|656.208474|19.96143955|0.0|1.0|1.0|3.13|23.0|84.0|1.16|1.0|0.0|120.88|0.0|5.0|-3.55|31.0|5.0|0.0|1.0|-3.96|0.0002839999999999|0.1169999999999999|0.0|0.0|3.36e-06|3.99|-1351.274441|263.46|0.41594|2.3276|-0.22939|0.03747691|6.9101|6.9101
3_a47|0|0.0|0|0.0|0.013076203|-0.008740449|0.0|-0.130414103|2|0.03308642|-0.013350303|1.416887578|-0.367098851|-0.008828261|0.103847816|10.93671092|0|-0.021029826|-0.015388793|-0.457330633|0.900251233|0.720319618|0.104873188|0.780628097|1|0.854727481|-0.0948001|-43.59237092|4.514659074|98.29790989|0.145272519|-0.036461577|-26.06896797|2.367459086|-1.422001494|-22.85956767|58.22383723|48.10703|448.2137648|1280.146703|-10.02652614|0.2150305089999999|10.84023999|0.67722658|5022.029588|112.7606591|-391.0345195|0.016230658|-298.8724505|418.022895|8.511255722000001|1.0|1.0|1.0|2.59|22.0|58.04|2.88|1.0|0.0|101.55|0.0|3.0|-5.54|25.0|3.0|1.0|1.0|-5.35|2.86e-06|0.000995|0.0|0.0|1.33e-06|4.12|-1470.137664|217.52|0.52977|4.0226|-0.2119|0.03619487|6.5|6.5
LY580276_a4|0|7.535296702|1|2.067497166|-0.156842923|-0.001543874|5.4161004020000005|-0.020236527|1|0.044357639|0.0295482979999999|0.0|-0.063298854|0.010217376|-0.172607392|10.94681614|1|0.064209689|-0.019747846|-0.191806286|0.5162208110000001|0.7921620090000001|0.035666446|0.847526918|0|0.8685269959999999|-0.071023484|-27.6229776|4.207217677|11.22286434|0.131473004|-0.028035586|-16.49563923|2.027582675|-1.065352257|-13.31233017|38.23432817|31.83019528|418.5688558|1511.5340210000002|-6.511436537000001|0.152153004|9.693623538|0.7764939829999999|4098.640927|73.32703409|-247.4345884|0.008312438|-335.2755182|345.4102548|4.0060099860000005|1.0|1.0|1.0|3.01|17.0|30.71|3.13|0.0|0.0|84.74|0.0|2.0|-3.67|22.0|3.0|1.0|1.0|-4.21|0.000213|0.0624|0.0|0.0|8.08e-05|3.64|-959.4958788|234.01|0.36903|2.5355|-0.2099599999999999|0.023546627|6757.0|6757.0
9o_a24|0|6.605297921|1|0.0|-0.064667223|-0.007052095|4.59511985|-0.044044637|3|0.028472222|-0.087807028|0.0|-0.387865233|0.0012214139999999|-0.097596429|10.94506726|1|-0.145366976|0.00177843|-0.38043264|0.738419215|0.785672769|-0.0062180169999999|0.846075714|0|0.770273808|-0.08834189|-51.29122728|10.7072496|32.50178358|0.229726192|-0.032911684|-29.61546471|6.1994599720000005|-1.678495905|-29.69744072|66.24061038|61.99847688|445.9858336|1906.512273|-11.03321234|0.331953623|11.83284872|0.945954873|6697.297449000001|192.1999837|-562.6938294|0.026064002|-194.5965258|663.2688909|15.09096602|1.0|0.0|1.0|3.96|23.0|92.79|1.23|1.0|0.0|120.73|0.0|6.0|-4.49|32.0|5.0|0.0|0.0|-4.4|3.2500000000000004e-05|0.0137|0.0|0.0|5.23e-06|4.41|-1388.147972|210.85|0.41688|4.3816|-0.22353|0.0533144|6.3507|6.3507
19_a3|0|6.605297921|0|0.0|-0.206312209|-0.003417504|4.59511985|-0.030657|3|0.0386379929999999|-0.008897473|1.744747103|-0.129865138|0.006821053|0.156485495|10.96959256|1|-0.015805561|-0.037291767|-0.270506095|0.718266758|0.758995484|-0.0150769919999999|0.8264237520000001|1|0.853017902|-0.087730634|-31.50932639|5.419662458|161.5312186|0.146982098|-0.032585664|-19.01853079|2.523394126|-1.140498238|-14.67073822|48.55416845|36.92898885|397.1650228|869.7868956|-7.064025721|0.24201815|10.21110415|0.911365749|4138.413977|112.6836188|-247.2409002|0.016552404|-240.2326308|314.0966684|7.706796952|1.0|1.0|1.0|2.81|21.0|67.35|1.18|0.0|0.0|85.32|0.0|2.0|-3.24|22.0|4.0|1.0|1.0|-3.58|0.000578|166.0|0.0|0.0|1.7800000000000002e-05|2.43|-929.2818523|314.28|0.67351|2191.0|-0.2206|0.020989746|7.6383|7.6383
3o_a32|1|7.773594467000001|1|0.0|-0.022603806|-0.006253394|5.733341277|-0.014299905|1|0.035643275|-0.064818511|2.240993002|-0.306416317|-0.001411347|-0.117781901|10.3110027|3|-0.117744493|-0.061774721|-0.483580522|0.90022001|0.8214857240000001|-0.074509084|0.872498916|1|0.8377808240000001|-0.095457829|-42.51640563|7.218280399|62.67187821|0.162219176|-0.031819276|-31.73171751|4.161738248|-1.4318674340000002|-24.51306152|62.56936516|49.73468603|483.0270239|2469.87467|-10.57723917|0.214905181|11.73098001|0.835165165|5488.777096|123.9047338|-475.9757626|0.0130649069999999|-328.7458915|541.0877621000001|7.532642302|1.0|1.0|1.0|3.47|19.0|122.97|1.58|1.0|0.0|112.07|0.0|3.0|-5.72|26.0|4.0|0.0|1.0|-4.73|1.89e-06|0.00072|0.0|0.0|2.04e-05|2.35|-1805.504508|350.9|0.70216|3.2729|-0.20065|0.03088166|6.6198|6.6198
14j_a23|1|7.423568444|0|3.278390512|0.074424082|-0.006327927|5.351858133|-0.071396109|2|0.046283951|0.037350515|0.722606603|-0.322724299|0.007671236|-0.026319216|10.31321824|2|0.087218599|-0.073945564|-0.463194548|0.616699629|0.800643488|0.143567854|0.864845456|1|0.8454521620000001|-0.082226482|-40.35191855|13.28905737|40.38957571|0.154547838|-0.034989992|-34.60325668|8.620784882999999|-1.644529644|-26.17681598|64.88069411|53.64097592|548.455847|2175.598042|-14.72479008|0.226032829|15.57933561|0.988615047|6597.039681|146.63044480000002|-692.0651337|0.017787992|-355.4521561|599.5697147999999|11.53930239|0.0|0.0|1.0|3.39|26.0|105.02|3.4|2.0|1.0|120.24|0.0|5.0|-5.58|31.0|5.0|0.0|0.0|-5.11|2.66e-06|0.00114|0.0|0.0|9.18e-06|3.72|-1729.15999|338.1|0.65128|5.8037|-0.2239699999999999|0.02207124|8.3883|8.3883
12j_a36|0|7.412764017000001|2|0.0|-0.084183025|-0.007086381|5.351858133|-0.0446165029999999|2|0.039061728|0.091496219|0.0|-0.41101009|0.00285431|0.039869055|10.33556498|1|0.161289379|-0.07550872|-0.436310965|0.906423012|0.820041835|-0.1241793309999999|0.87043328|0|0.852586292|-0.105480639|-46.2113679|11.99396966|26.39145693|0.147413708|-0.037113558|-46.00836307|7.921272637|-2.004132137|-30.5197407|80.59149538|58.20533756|563.0803357000001|2536.987511|-16.18812775|0.224187058|13.78874575|0.8425708820000001|6352.018345|148.06163930000002|-874.1588982999999|0.016546717|-364.314663|725.9470896|10.92807939|1.0|0.0|1.0|4.86|17.0|94.5|2.51|1.0|0.0|135.47|0.0|6.0|-4.85|31.0|4.0|0.0|0.0|-4.51|1.4300000000000002e-05|0.0061|0.0|0.0|3.83e-05|3.37|-1670.448063|238.1|0.37116|6.4451|-0.20593|0.02793415|8.0|8.0
47r_a18|0|7.03438793|1|0.0|0.029358241|-0.0058631659999999|4.844187086|-0.216996268|0|0.035706215|0.041686585|0.0|-0.40455848|-0.005176133|-0.02952923|10.35082951|0|0.0646283159999999|-0.233665901|-0.360670551|0.806477847|0.7698681909999999|0.017110504|0.8075001|0|0.769578222|-0.087091542|-62.75220741|11.59378448|13.30156885|0.230421778|-0.031669652|-48.70193962|8.669825595|-2.090197013|-46.92606587|81.99788849|74.34599189|575.4901675|1504.28892|-17.70979622|0.311925149|19.40516312|0.976088187|7727.455993|233.2574532|-1168.846551|0.0225607039999999|-281.2845386|1005.982493|16.87088158|1.0|1.0|1.0|4.55|18.0|111.03|2.23|3.0|1.0|145.82|0.0|9.0|-6.65|36.0|4.0|0.0|0.0|-5.64|2.26e-07|0.0001139999999999|0.0|1.0|1.76e-05|9.2|-1964.841529|391.06|0.69545|2.3873|-0.18249|0.02805567|6.6364|6.6364
14_a15|0|0.0|0|0.0|-0.058775738|-0.006678826|0.0|-0.0455566929999999|2|0.037073171|-0.033982971|0.0|-0.374014235|0.001740635|-0.053931584|10.9597359|0|-0.051908601|-0.120626133|-0.3848940629999999|0.8310685940000001|0.719993769|-0.021648026|0.7651878809999999|0|0.8870890459999999|-0.0917424269999999|-40.89540491|9.403293601|92.51564418|0.112910954|-0.032888795|-37.68282812|6.026520371|-1.743106111|-26.20964538|68.59458198|50.29869851|568.5306056|2731.841165|-13.50893838|0.229690275|10.18067005|0.685538423|5861.387612|147.2072638|-715.9737342999999|0.015286995|-346.4801021|673.7288405|9.797353271|1.0|1.0|1.0|3.56|24.0|56.27|2.87|2.0|0.0|119.95|0.0|6.0|-6.22|30.0|4.0|0.0|1.0|-5.83|5.99e-07|0.0002379999999999|0.0|0.0|5.99e-08|5.16|-1281.105795|278.5|0.65079|3.3596|-0.18379|0.03885834|7.5229|7.5229
22_a20|0|6.842683282|0|1.915285809|-0.238401323|-0.00147607|4.727387819|0.023539095|2|0.0388043479999999|0.09301076|2.041494094|-0.079707783|0.009265667|-0.066832578|10.93106272|1|0.155407313|-0.036258691|-0.177976478|0.616352201|0.7478675859999999|-0.044184455|0.809440795|1|0.946515026|-0.067797027|-39.00017609|8.001165067999999|9.022387025|0.053484974|-0.027118811|-28.7463017|5.21001405|-1.3559405430000002|-25.39523478|52.90592556|47.00134116|616.3298149|2396.806062|-11.49852068|0.22936173|14.17638345|0.913422548|5924.626340999999|149.350479|-574.9260339|0.01345209|-352.4559681|664.4562602999999|8.759421782|1.0|1.0|1.0|3.36|27.0|67.39|2.61|2.0|0.0|121.62|0.0|4.0|-5.6|31.0|4.0|0.0|1.0|-5.53|2.48e-06|0.000997|0.0|0.0|8.199999999999999e-08|4.07|-1275.84854|223.03|0.38233|4.8308|-0.21856|0.03226475|6.6364|6.6364
