molecula|n9FaHRing|SRW09|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA5|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|DPSA3|TASA|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
12c_a5|0|6.605297921|1|0.0|-0.212798523|-0.002685954|4.59511985|0.020594766|3|0.0252713179999999|-0.086795626|0.0|-0.16115723|0.0054189009999999|-0.096073591|10.9455378|1|-0.1386392109999999|-0.01261147|-0.223631474|0.808899433|0.797601178|0.05430631|0.8446264459999999|0|0.841092921|-0.066083881|-46.62294305|10.77147171|143.44655559999998|0.158907079|-0.022421317|-28.59715492|7.085796743|-1.25559373|-30.6699685|59.40070647|57.39441476|553.2961182|2045.184304|-9.702606135|0.416414105|13.53008071|0.855075538|5877.765289|273.9296719|-543.3459436|0.024214085|-109.9706106|735.3048881|15.92875034|0.0|1.0|1.0|3.27|23.0|75.72|1.57|1.0|0.0|121.26|0.0|6.0|-4.09|31.0|5.0|0.0|0.0|-4.33|8.159999999999999e-05|0.0336|0.0|0.0|2.03e-07|2.06|-1316.542713|265.66|0.52074|3.0135|-0.21128|0.02242648|7.3279|7.3279
6_a15|0|0.0|0|0.0|-0.199979249|-0.00951284|0.0|-0.048804012|1|0.042926829|0.106485923|0.0|-0.513693384|0.001080419|0.011857945|10.95880677|0|0.153430865|-0.195267558|-0.35221474|0.8511056929999999|0.691316481|0.0371776429999999|0.7248900659999999|0|0.859308431|-0.123000073|-41.14459066|17.20414198|105.4415725|0.140691569|-0.0307500179999999|-41.87249058|10.03794313|-1.599000943|-24.00625743|88.94853813|58.34873264|501.3728188|1971.005637|-10.46812265|0.4180252789999999|10.02135591|0.640136254|5589.043165|243.9013805|-544.3423775|0.029449813|-95.65807914|592.4420375|17.18281248|1.0|1.0|1.0|3.29|18.0|61.84|2.18|2.0|0.0|109.7|0.0|7.0|-5.66|28.0|5.0|1.0|1.0|-5.14|2.16e-06|0.000823|0.0|0.0|4.3e-06|3.94|-1263.0243449999998|285.52|0.65191|1.3789|-0.18133|0.01711539|7.4559|7.4559
11a_a5|0|6.605297921|1|0.0|-0.165418719|-0.002894726|4.59511985|0.052217882|2|0.021060606|-0.052944925|0.0|-0.185262487|0.007993132|-0.1301505359999999|10.94877942|1|-0.081506|0.003975818|-0.254944026|0.7505403709999999|0.73344478|-0.037220974|0.773417838|0|0.89343434|-0.071517578|-46.13206353|8.474559367000001|61.32301293|0.10656566|-0.026223112|-36.51058972|6.055083705|-1.573386716|-32.96141947|61.4470419|54.60662289|638.3599998999999|1170.247903|-13.38721623|0.259134725|18.25640338|0.874191508|5756.783268|185.1520983|-803.2329738|0.014482324|-344.1971057|835.912531|10.34763929|0.0|1.0|1.0|3.53|23.0|63.69|3.05|2.0|0.0|128.51|0.0|7.0|-7.25|32.0|4.0|0.0|1.0|-6.4|5.63e-08|2.39e-05|0.0|0.0|5.019999999999999e-08|4.83|-1339.8362619999998|281.57|0.6735|2.8611|-0.20429|0.03340977|7.0915|7.0915
14a_a25|0|6.842683282|0|1.667057351|-0.092005241|-0.004483962|4.727387819|-0.05112778|2|0.038167849|0.051906412|1.975771616|-0.255585831|0.006085806|-0.046802062|10.93106303|1|0.085350921|-0.0469914379999999|-0.365062041|0.6716839040000001|0.7385460309999999|-0.085643386|0.792935475|1|0.850426305|-0.084207356|-45.72658614|8.449104086|107.22698590000002|0.149573695|-0.033365179|-36.28756839|5.546443318|-1.76835447|-30.017374100000005|63.96772039|54.17569023|558.2652611000001|2142.5112510000004|-14.37809314|0.193247006|14.55676745|0.969421506|6315.975408|126.8576588|-762.0389362000001|0.01323706|-402.7381076|712.1606951|8.689513304|1.0|1.0|1.0|3.43|27.0|72.7|2.47|2.0|0.0|126.26|0.0|6.0|-5.39|32.0|4.0|0.0|1.0|-5.29|4.03e-06|0.0016899999999999|0.0|0.0|1.08e-07|5.79|-1352.298438|231.18|0.42461|3.0824|-0.2143|0.03250632|6684.0|6684.0
7c_a10|0|7.535296702|1|2.1219657030000003|-0.152261681|-0.00375251|5.4161004020000005|0.012145872|2|0.039433962|-0.1122332619999999|1.798334646|-0.206388032|0.01006918|-0.033792245|10.92926158|1|-0.176560297|-0.12177839|-0.215874011|0.725146704|0.7928588059999999|-0.087063341|0.84177174|1|0.906276489|-0.0876410609999999|-29.66615908|16.04055193|87.99694927|0.093723511|-0.0223398779999999|-29.95538587|9.377842892|-1.139333798|-17.34382833|67.01436709|45.70671102|529.8395322|1881.379304|-7.635686595|0.47369361|12.58937144|0.8781281320000001|6034.895823|276.93712|-389.4200163|0.0269852389999999|-30.75918962|611.4957509|15.7764728|1.0|1.0|1.0|3.48|21.0|62.06|1.99|1.0|0.0|113.07|0.0|4.0|-4.44|29.0|5.0|1.0|1.0|-4.69|3.59e-05|0.0139|0.0|0.0|6.4e-06|2.76|-1259.011598|228.47|0.41348|3.9465|-0.20059|0.02659395|5.4191|5.4191
9_a47|0|0.0|0|0.0|0.00410268|-0.008501246|0.0|-0.1789147139999999|2|0.037492877|-0.043270202|1.323246814|-0.382556052|-0.009607222|0.022031244|10.93671087|0|-0.091848897|-0.021556658|-0.4477815529999999|0.7033922579999999|0.792070785|0.046690958|0.853035126|1|0.805149969|-0.0969292319999999|-44.13640712|4.991260197|107.3271659|0.194850031|-0.036925422|-26.52703503|2.611122094|-1.550867715|-23.08946904|58.96976407|49.12766732|421.2052248|1333.091472|-10.10553715|0.209348023|10.93281031|0.93384951|5212.504394|109.5180831|-424.4325604|0.015793737|-304.1026787|442.7664664|8.262317504|1.0|1.0|1.0|2.87|22.0|58.04|2.99|1.0|0.0|101.46|0.0|3.0|-5.37|26.0|4.0|0.0|1.0|-5.2|4.29e-06|0.00148|0.0|0.0|1.17e-06|4.06|-1149.090086|215.89|0.3885099999999999|2.2966|-0.20488|0.03463008|7.6|7.6
7g_a8|0|7.535296702|1|1.336155045|-0.092384028|-0.01002363|5.4161004020000005|-0.067360394|0|0.0448526079999999|-0.030968098|0.0|-0.481134236|-0.00087806|-0.027838247|10.9431888|1|-0.065174707|0.021974492|-0.418049442|0.627990269|0.7363841520000001|0.098510683|0.79995525|0|0.699376143|-0.1122315669999999|-64.55562181|19.08352484|144.290464|0.300623857|-0.045912914|-40.31185423|11.43714084|-2.020168201|-38.68948451|78.41805331|83.63914665|419.1502102|2079.55195|-16.4912131|0.193261535|14.3346384|0.8889952590000001|6293.364606|115.825531|-725.6133762000001|0.018613449|-367.6690814|509.2753308|11.15541466|1.0|0.0|0.0|3.29|23.0|80.04|3.4|2.0|0.0|108.0|0.0|3.0|-5.78|30.0|5.0|0.0|1.0|-5.44|1.67e-06|0.000667|0.0|0.0|4.92e-06|6.26|-1374.493069|327.36|0.62073|10.1546|-0.22129|0.03974865|4.6772|4.6772
12bh_a36|0|7.412764017000001|2|0.0|-0.052761366|-0.006687484|5.351858133|-0.047482048|2|0.044197531|0.001012669|0.0|-0.401249012|0.003676818|0.075747971|10.94728093|1|0.0016901289999999|-0.101854847|-0.43574839|0.902377067|0.78699829|-0.211972014|0.833398429|0|0.833491953|-0.09959401|-47.04367494|11.73109101|83.08294358|0.166508047|-0.035569289|-44.11115058|7.807212275|-1.991880197|-31.30825225|76.46867897|58.77476595|554.7010591|2437.805332|-15.75398235|0.216705778|14.56834609|0.930697921|5957.443236|144.22085800000002|-882.2230117|0.015307571|-377.0728785|729.1873176|10.18741188|1.0|0.0|0.0|4.95|17.0|69.2|2.45|1.0|0.0|133.68|0.0|5.0|-4.54|31.0|4.0|1.0|1.0|-4.6|2.8600000000000004e-05|0.0117|0.0|0.0|1.86e-05|3.79|-1311.589612|319.46|0.69377|5.8338|-0.20168|0.03071385|7.8539|7.8539
16_a47|1|6.605297921|0|0.0|-0.134455235|-0.0056780519999999|4.59511985|-0.1246612469999999|2|0.042285714|-0.08282926|1.491023983|-0.23280014|-0.005688938|0.001426202|10.95023129|1|-0.236994128|-0.02006804|-0.3379683979999999|0.591929006|0.812131575|-0.113476605|0.87782381|1|0.691860453|-0.092995116|-48.30620628|9.676588112|63.13219447|0.308139547|-0.034261359|-24.97833451|5.0150344780000005|-1.301931629|-25.03540372|60.36423869|57.9827944|358.566882|833.8646097|-9.202544293|0.302070079|13.01476838|0.898461533|4952.972679|156.55227280000005|-349.69668310000003|0.0234786339999999|-205.1602001|357.35851410000004|12.16814835|1.0|1.0|1.0|2.93|21.0|66.49|2.72|0.0|0.0|91.55|0.0|3.0|-4.34|25.0|5.0|0.0|1.0|-4.42|4.56e-05|0.0154|0.0|0.0|2.3e-06|2.95|-1167.046301|279.29|0.59209|2.3795|-0.22568|0.03384512|9.0|9.0
18d_a30|0|7.412764017000001|2|0.0|0.041146136|-0.0072724869999999|5.351858133|-0.064217094|2|0.040899471|-0.071608958|0.0|-0.385441836|0.001139238|-0.053728319|10.31163881|1|-0.159104532|-0.0541804029999999|-0.4624430539999999|0.669561738|0.815003426|-0.001699165|0.870930234|0|0.803280262|-0.103191184|-49.44608411|11.29282624|78.23108693|0.196719738|-0.037906966|-41.33339749|7.147133584|-1.85744132|-31.29400567|75.80070349|60.73891035|508.389239|2894.162522|-15.18369704|0.216715605|12.69833771|0.797831306|6367.958933|137.15746130000002|-744.0011548|0.016577694|-358.5765637|618.6004214|10.49188139|1.0|0.0|0.0|4.75|17.0|81.65|3.2|2.0|0.0|127.24|0.0|5.0|-5.39|30.0|5.0|0.0|0.0|-5.01|4.12e-06|0.00171|0.0|0.0|5.260000000000001e-05|4.07|-1675.020297|247.35|0.4325|5.0115|-0.19673|0.03258724|7.6737|7.6737
12af_a36|0|7.412764017000001|2|0.0|0.04293386|-0.00989889|5.351858133|-0.081537769|2|0.039953704|0.091263447|0.0|-0.6038322939999999|-0.00233752|-0.074383486|10.96037047|1|0.154914099|-0.126068378|-0.505160213|0.859938421|0.813346624|-0.062279009|0.8631180940000001|0|0.755275519|-0.1054605669999999|-57.32748365|15.22358698|89.56100543|0.244724481|-0.035153522|-50.86129548|10.57220682|-2.003750775|-39.81177462|91.25505794|72.55107063|524.5103537|3082.869129|-16.95376516|0.329759081|15.59375751|0.8141152220000001|6499.41155|229.0052411|-966.3646141|0.0259433429999999|-236.4517911|757.7532208|18.01667275|0.0|0.0|0.0|4.98|17.0|98.3|1.49|1.0|0.0|138.06|0.0|7.0|-3.54|33.0|5.0|0.0|0.0|-3.64|0.000292|128.0|0.0|0.0|5.18e-05|4.5|-1440.982935|236.83|0.50179|6.9003|-0.19246|0.02886569|7.8239|7.8239
14o_a23|1|7.423568444|0|3.133942289|0.18835477|-0.014680137|5.351858133|-0.301504331|2|0.046090147|0.135737344|0.6669152279999999|-0.807407518|-0.002390707|-0.029012777|10.3132174|2|0.416392114|-0.0962526|-0.653629157|0.598213287|0.802854174|0.000891427|0.861597051|1|0.904077943|-0.094138958|-51.49843925|12.835973699999998|110.3941788|0.0959220569999999|-0.042454824|-47.58321438|9.125801389|-2.165196042|-36.61307972|80.64694246|64.33441296|642.7588542000001|2297.392496|-21.45909668|0.199698446|17.66041891|0.958697036|7967.617129|141.97663490000002|-1094.413931|0.019295686|-427.001863|676.4530574|13.71836682|0.0|0.0|1.0|3.55|26.0|114.25|3.04|2.0|1.0|126.97|0.0|7.0|-6.89|35.0|8.0|0.0|0.0|-6.0|1.29e-07|6.38e-05|0.0|0.0|5.57e-06|5.17|-2042.184285|335.19|0.58581|5.9294|-0.23229|0.02299729|8.4815|8.4815
11g_a5|0|7.139660336|0|1.984996534|-0.204002571|-0.004593347|5.209486153|0.009272269|2|0.020943152|-0.083337229|0.0|-0.252634073|0.00599982|-0.137618073|10.94877951|2|-0.14133011|-0.137739838|-0.267507083|0.777565622|0.814159231|-0.075382189|0.8737292720000001|0|0.837943738|-0.076326887|-44.19305139|15.25675|68.77977167|0.1620562619999999|-0.025442296|-32.96383785|10.02633335|-1.297557078|-29.04250676|71.21847290000001|59.4498014|550.6745046|935.4227938|-10.98794595|0.456418686|18.16867625|0.944734523|5817.569415|299.94631180000005|-560.3852433999999|0.03204398|-57.28097817|648.1198739|21.05845771|1.0|1.0|1.0|3.17|28.0|81.51|1.06|1.0|0.0|118.35|0.0|7.0|-4.12|31.0|5.0|0.0|0.0|-4.31|7.65e-05|0.0312|0.0|0.0|3.770000000000001e-07|2.3|-1330.189793|274.87|0.56924|3.2282|-0.2146199999999999|0.04557484|7.5229|7.5229
12i_a36|0|7.412764017000001|2|0.0|0.043792895|-0.016027043|5.351858133|-0.29543904|2|0.0438779959999999|0.048138468|0.0|-0.929568494|-0.011700732|0.128325344|10.96020192|1|0.135587069|-0.1187503719999999|-0.608318386|0.647732719|0.820041835|0.141564781|0.87043328|0|0.830964232|-0.117424873|-54.81607619|12.71877085|108.3973956|0.169035768|-0.045665229|-48.75024044|8.195085212|-2.46592234|-35.3196406|90.11282843|67.53484704|535.4151566|2351.232652|-18.95842684|0.230870141|13.98728916|0.8526986440000001|7707.634338|148.7565508|-1023.755049|0.022430221|-346.8168661|672.4630346|14.45246358|1.0|0.0|0.0|4.8|17.0|78.43|2.04|2.0|0.0|130.43|0.0|7.0|-5.2|34.0|8.0|0.0|0.0|-5.07|6.26e-06|0.00291|0.0|0.0|3.37e-05|4.86|-1645.2030949999998|237.08|0.34255|5.1836|-0.20475|0.03165678|7.9208|7.9208
47t_a18|0|7.03438793|1|0.0|0.1115820769999999|-0.0128248239999999|4.844187086|-0.161517185|0|0.03672956|0.018018036|0.0|-0.756664598|-0.006573438|-0.011641394|10.94702032|0|0.027313444|-0.068787175|-0.600890268|0.704602886|0.750103977|0.005590928|0.796935152|0|0.67203319|-0.103295568|-79.78154029|9.415011332|280.622476|0.32796681|-0.040580402|-46.27207168|6.301435212|-2.272502492|-53.39751484|80.00407742|89.19655162|449.789539|1326.524873|-18.17831387|0.195468477|17.48280476|0.991199259|6603.597038|130.8263901|-1017.985577|0.016238994|-407.6438346000001|747.6927426|10.86870356|0.0|0.0|0.0|3.86|18.0|110.56|1.64|2.0|1.0|129.21|0.0|7.0|-5.58|33.0|4.0|0.0|0.0|-4.77|2.65e-06|0.00117|0.0|0.0|1.36e-05|9.4|-1470.873743|397.84|0.6895100000000001|7.7656|-0.19514|0.03767603|6.1068|6.1068
15_a10|0|7.535296702|1|2.124460476|-0.166303336|-0.0027892409999999|5.4161004020000005|0.035396617|2|0.0353864729999999|-0.0729795729999999|1.981569297|-0.142251304|0.009882584|-0.055918786|10.92966702|1|-0.1157120169999999|-0.085979341|-0.208590561|0.682616223|0.808676284|-0.079744227|0.863438637|1|0.915526801|-0.074144604|-35.30133759|11.09373722|33.67392858|0.084473199|-0.025240716|-26.33385303|6.61142847|-1.186313662|-21.03820054|56.66229609|46.39507481|545.6177511|2288.954984|-8.964715924|0.353587352|11.23924661|0.767351752|5769.347123|210.7240726|-421.3416484|0.020932674|-174.5122907|563.875765|12.47504566|1.0|1.0|1.0|3.29|21.0|52.83|2.53|2.0|1.0|111.21|0.0|5.0|-4.48|28.0|4.0|1.0|1.0|-4.81|3.32e-05|13.0|0.0|0.0|1.96e-06|3.12|-1604.08794|214.05|0.41458|4.5192|-0.20983|0.03039798|7.4815|7.4815
33_a20|0|6.842683282|0|1.915285809|-0.188733405|-0.00145476|4.727387819|0.023539095|2|0.0388043479999999|0.148855442|2.0219022580000003|-0.078557022|0.009265667|-0.061975089|10.93244905|1|0.248715569|-0.036258691|-0.1771816269999999|0.616352201|0.74131936|-0.0854333469999999|0.802353442|1|0.9493896|-0.069838312|-38.58254635|8.340767701|8.680600701|0.0506104|-0.0265385579999999|-29.9394021|5.46110745|-1.326927921|-25.26187502|54.60811436|46.92331405|621.611679|2274.654579|-11.3769728|0.240643818|15.094865900000002|0.8721516570000001|5916.443448|157.56124519999997|-568.84864|0.013564844|-339.6262863|664.4562602999999|8.881565237|1.0|0.0|1.0|3.39|27.0|67.39|2.61|2.0|0.0|121.62|0.0|4.0|-5.6|31.0|4.0|0.0|1.0|-5.53|2.48e-06|0.000997|0.0|0.0|8.199999999999999e-08|4.07|-1275.852801|227.79|0.27375|3.5714|-0.21788|0.02957286|7.4685|7.4685
12a_a36|0|7.412764017000001|2|0.0|-0.0632801509999999|-0.007471648|5.351858133|-0.0427777779999999|2|0.040166667|0.078063311|0.0|-0.403468978|0.002039107|-0.070252245|10.96083376|1|0.134423193|-0.1063550619999999|-0.432975237|0.907322874|0.7934042040000001|-0.012112722|0.846614758|0|0.820684627|-0.104828755|-46.76212019|12.03249549|109.9069212|0.179315373|-0.037738352|-39.52572284|7.388485123|-1.886917597|-28.71401279|76.09903547|58.79461567|503.9367075|2258.5909920000004|-14.22926022|0.244684566|12.464492300000002|0.888377722|5710.355735|150.24716030000002|-711.4630111|0.019102103|-313.5499672|598.1535763999999|11.72953701|1.0|0.0|0.0|4.75|17.0|69.2|2.02|1.0|0.0|123.75|0.0|5.0|-3.79|29.0|4.0|1.0|0.0|-4.0|0.000164|0.0625|0.0|0.0|9.78e-05|3.16|-1232.951968|323.35|0.67869|6.3637|-0.20139|0.03544528|7.8861|7.8861
47c_a18|0|7.03438793|1|0.0|0.02368001|-0.007068829|4.844187086|-0.048726885|0|0.032688172|0.047739847|0.0|-0.537230966|0.0007979619999999|-0.058748345|10.94702285|0|0.071793992|-0.212991596|-0.455055055|0.784328127|0.758269842|-0.027873485|0.7912974190000001|0|0.8128616409999999|-0.094000037|-57.54296759|12.75381432|67.68084951|0.1871383589999999|-0.0321917939999999|-60.75445536|10.25333491|-2.350000928|-46.26124419|88.76073429|70.29678191|653.4941186000001|2027.892739|-20.80632033|0.251001849|18.73268473|0.958059115|7527.530240999999|201.7910841|-1518.861384|0.016406766|-400.3604527|1167.054827|13.19009806|1.0|1.0|1.0|4.61|18.0|97.76|2.41|3.0|2.0|154.77|1.0|12.0|-5.73|38.0|4.0|0.0|0.0|-5.09|1.84e-06|0.000947|1.0|1.0|3.42e-07|7.72|-1664.753129|398.71|0.6983199999999999|3.3075|-0.17331|0.03115159|8.5229|8.5229
8_a47|0|7.252053952000001|1|0.0|0.003732288|-0.007835945|5.476463552|-0.099564745|2|0.0363475179999999|-0.087101663|1.335354131|-0.391797226|-0.008756|-0.153669322|10.93671024|0|-0.177626636|-0.00158075|-0.4497577479999999|0.686795267|0.7847248109999999|-0.035681436|0.842571655|1|0.8497568740000001|-0.091482011|-44.09728708|5.043798869|90.32612351|0.150243126|-0.035797309|-30.83488674|2.928269795|-1.646676195|-25.60148752|60.62152862|49.14108595|493.3419136|2217.264922|-12.06582525|0.180297967|11.08581716|0.707366287|6219.278078|104.6752861|-555.0279614|0.012935553|-371.2177396|559.4973856|7.509972037000001|1.0|1.0|1.0|3.02|22.0|58.04|3.9|2.0|0.0|113.97|0.0|4.0|-6.59|29.0|4.0|0.0|1.0|-6.19|2.56e-07|0.000104|0.0|0.0|2.28e-07|4.91|-1686.068471|337.87|0.6877800000000001|3585.0|-0.2085199999999999|0.03283575|7.3|7.3
12c_a36|0|7.412764017000001|2|0.0|-0.087096843|-0.007667703|5.351858133|-0.04162109|2|0.040899471|0.085843909|0.0|-0.414055975|0.0005016269999999|-0.0621599059999999|10.95982545|1|0.146546059|-0.103922055|-0.4423430339999999|0.8941919290000001|0.819222745|-0.033217921|0.8741648479999999|0|0.840733512|-0.105624703|-47.12722334|12.5779546|60.79111287|0.159266488|-0.038024893|-43.57746274|8.079011794|-1.901244658|-30.27053327|80.22754474|59.70517794|540.0159387|2365.641348|-15.68788659|0.24499026|12.86584957|0.899732176|6256.172329|157.3609748|-784.3943293|0.019278991|-327.5932797|629.5017194000001|12.38318928|1.0|0.0|0.0|4.74|17.0|69.2|2.51|1.0|0.0|128.76|0.0|5.0|-4.44|30.0|4.0|1.0|1.0|-4.59|3.64e-05|0.0151|0.0|0.0|2.77e-05|3.79|-1692.540795|322.58|0.68913|4.9812|-0.2082699999999999|0.02977602|8.0458|8.0458
19a_a38|0|7.412764017000001|2|0.0|-0.084389038|-0.007986407|5.351858133|-0.082283951|2|0.043848238|0.054257043|0.0|-0.431265985|-0.002526241|-0.122385526|10.96083376|1|0.116434494|-0.101303149|-0.4342819429999999|0.724208473|0.819222745|0.031696119|0.8741648479999999|0|0.747152898|-0.108300308|-51.36166266|13.23456869|137.2318698|0.252847102|-0.038988111|-38.69037594|7.910363161|-1.949405536|-30.69910427|77.20795279999999|64.59623135|446.57675660000007|2304.055966|-13.92853534|0.255203463|12.96056449|0.872060139|6115.030149|152.5362948|-696.4267669|0.020873781|-292.6320538|595.8790650000001|12.47635608|1.0|1.0|1.0|4.83|17.0|81.23|2.4|1.0|0.0|125.69|0.0|5.0|-4.14|30.0|4.0|0.0|1.0|-4.17|7.209999999999999e-05|29.0|0.0|0.0|5.610000000000001e-05|3.41|-1332.186327|316.19|0.6329100000000001|4.7986|-0.20379|0.03338983|8.0106|8.0106
16c_a32|1|7.765993078999999|0|0.0|0.191088217|-0.01639019|5.733341277|-0.087497559|0|0.03995614|-0.03152033|2.077479142|-0.770338913|-0.0064007569999999|-0.031087095|10.31100271|3|-0.057356214|-0.1260956869999999|-0.697601261|0.809370315|0.8607827790000001|0.0482801729999999|0.915639476|1|0.773043206|-0.119988297|-53.00702241|15.38819548|102.2022233|0.226956794|-0.038178095|-42.71426897|9.181311842|-1.679836163|-31.62645048|86.97970500000001|68.39521789|461.2334662|3143.196853|-13.59090376|0.3153632939999999|11.77670717|0.8653137670000001|5979.891916|188.1603823|-597.9997655000001|0.02579269|-220.3256617|513.9156315|15.38911619|1.0|0.0|1.0|3.5|19.0|149.27|0.88|1.0|0.0|107.14|1.0|7.0|-6.04|27.0|5.0|0.0|1.0|-4.41|9.17e-07|0.000366|0.0|0.0|4.13e-05|4.12|-1916.6792|341.89|0.70198|4.0551|-0.20047|0.02806787|8.3468|8.3468
1a_a18 (SB-431542)|0|7.423568444|1|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|1|0.035620155|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|10.94959842|1|0.164429684|-0.020716495|-0.567791164|0.838928085|0.7462411859999999|-0.08530265|0.805877431|0|0.5940412860000001|-0.122555709|-74.98172333|19.58668728|160.410387|0.405958714|-0.0462988229999999|-43.12110169|11.61820782|-2.083447046|-44.47680367|87.15852628|94.56841061|352.3666367|1890.195809|-16.29019397|0.2468003389999999|14.26170773|0.895533283|5748.422847|146.3942108|-733.0587287000001|0.02438148|-300.3801761|513.4628663999999|14.4623285|1.0|1.0|1.0|3.25|23.0|103.12|1.54|1.0|0.0|106.85|0.0|4.0|-4.52|29.0|5.0|0.0|1.0|-4.25|3.03e-05|0.0116|0.0|0.0|7.81e-06|4.57|-1292.588031|324.5|0.55409|5.9926|-193.0|0.03494548|6.9031|6.9031
14_a4|0|7.535296702|1|1.947126795|-0.2248919089999999|-0.001935612|5.4161004020000005|-0.04986736|1|0.0409444439999999|-0.0135414919999999|0.0|-0.069682036|0.009588001|-0.08389836|10.94612798|1|-0.031578333|-0.016862096|-0.199315317|0.507307223|0.77505994|0.158051825|0.843811017|0|0.8510382459999999|-0.071074269|-29.91067393|5.933038407000001|12.12963775|0.148961754|-0.03015272|-14.69670456|2.697931638|-0.995039765|-13.60128622|39.49511556|35.84371234|386.9927769|1378.961008|-6.23496557|0.231542789|8.859498364|0.6701974079999999|3944.638539|105.2894945|-205.7538638|0.015779688|-244.1511936|280.2639278|7.175500282000001|1.0|0.0|0.0|3.14|17.0|30.71|2.82|0.0|0.0|80.09|0.0|2.0|-3.4|21.0|3.0|1.0|1.0|-3.97|0.000396|0.11|0.0|0.0|0.000539|3.22|-918.9507745|274.1|0.53298|2.3797|-0.2102|0.020300099|5.8794|5.8794
18_a3|0|6.605297921|0|0.0|-0.256375952|-0.003487792|4.59511985|-0.021283637|3|0.034712644|0.08269134|1.742872103|-0.122072724|0.0057881999999999|0.042606196|10.96965878|1|0.150826737|-0.035611069|-0.2495754869999999|0.7226687409999999|0.714658751|0.0355413979999999|0.784960175|1|0.8419576209999999|-0.0846755|-31.07331853|6.1383958|160.9514039|0.158042379|-0.031753312|-16.76239841|2.73114076|-1.016105994|-13.82537222|48.19055867|37.21171433|374.610053|703.8534116000001|-6.285899403999999|0.317507797|10.24658906|0.935646099|3928.183499|141.2679329|-201.1487809|0.02363555|-162.3915791|270.539096|10.51610501|0.0|1.0|1.0|2.62|21.0|67.35|0.93|0.0|0.0|80.35|0.0|2.0|-2.82|21.0|4.0|1.0|1.0|-3.27|0.0015|411.0|0.0|0.0|4.07e-05|1.85|-889.9619321|311.79|0.6671699999999999|2.6366|-0.2218|0.02173162|7.5229|7.5229
17_a15|0|0.0|0|0.0|-0.046866421|-0.0071363569999999|0.0|-0.071708785|2|0.036595745|-0.033968088|0.0|-0.442454151|0.0016674189999999|-0.032903349|10.9544604|0|-0.052628162|-0.170008473|-0.461493931|0.769376831|0.721188086|0.001376853|0.76362781|0|0.880459235|-0.079844675|-40.50376584|9.875456386|34.35335309|0.119540765|-0.027065991|-46.86345493|7.56573889|-1.596893495|-31.03055741|77.82445248|50.37922222|674.5333498|2104.883413|-15.88591693|0.346792631|15.15194163|0.90173781|6352.266784|265.6831633|-937.2690986|0.0217385279999999|-234.74904|822.8625688|16.654220199999997|1.0|1.0|1.0|3.63|24.0|67.35|2.53|2.0|0.0|131.36|0.0|7.0|-5.93|33.0|4.0|0.0|1.0|-5.65|1.19e-06|0.00052|0.0|0.0|8.43e-08|6.89|-1413.897695|299.04|0.68787|5.1268|-0.19509|0.04051306|7.9208|7.9208
47f_a18|0|7.03438793|1|0.0|-0.005500039|-0.005817448|4.844187086|-0.034211867|0|0.031179487|-0.048472184|0.0|-0.477030713|0.0036509859999999|0.033759227|10.94702253|0|-0.071877686|-0.264839041|-0.4138670829999999|0.765824398|0.750610215|-0.009917608|0.780474694|0|0.838156881|-0.084851044|-54.18475173|11.75478965|111.1889928|0.161843119|-0.0289997239999999|-61.15474298|9.979328976|-2.290978185|-46.00060733|86.11217859|65.93954138|711.5604361000001|2343.062749|-20.90098811|0.273449343|20.44855806|0.937396993|7870.103594|232.14715330000004|-1651.17806|0.016581683|-384.6642262|1347.416568|14.07716085|1.0|1.0|1.0|4.87|18.0|88.97|2.79|3.0|2.0|164.47|1.0|13.0|-6.11|40.0|4.0|0.0|0.0|-5.52|7.76e-07|0.000421|1.0|1.0|3.27e-07|8.13|-1743.375413|400.42|0.6984600000000001|3.8532|-0.1724099999999999|0.02902413|8.0458|8.0458
