molecula|Brenk|MATS8s|Contribution (HOMO-LUMO transition)|nARing|DPSA4|FNSA3|FPSA3|Consensus Log P|AATSC1c|pIC50|RPSA|TPSA_x|Num. of Aromatic heavy atoms|pIC50
8_a1 (SB-202620)|0.0|-0.042789124|0.7026600000000001|0|30.104091200000003|-0.117682533|0.015526845|3.7|-0.013785521|6.3979|0.351032497|199.1596945|23.0|6.3979
14q_a23|1.0|0.067394607|0.5949|0|35.04742005|-0.08960718|0.02158178|2.62|-0.0101981219999999|7.8069|0.226805402|155.7136729|26.0|7.8069
12w_a30|0.0|-0.032835151|0.68423|2|31.60926388|-0.076611264|0.015446225|3.59|-0.007019432|7821.0|0.147783603|101.3366249|17.0|7821.0
14b_a3|0.0|-0.133815639|0.70123|0|23.25478753|-0.090994113|0.012828558|2.82|-0.009130444|6.4202|0.2135234869999999|104.4171556|21.0|6.4202
LY364947_a10|0.0|-0.072740964||0|18.1140017|-0.076999385|0.009678082|2.8|-0.00235945|7.2291|0.156895451|69.31194102|21.0|7.2291
10_a27|0.0|0.129719095|0.63894|0|22.1732254|-0.061299064|0.017676458|2.74|-0.006285923|7.1612|0.147337847|78.34972221|21.0|7.1612
43_a18|1.0|-0.023109314|0.6926800000000001|2|27.64206062|-0.070166168|0.006890688|3.48|-0.005099385|6.2041|0.147655113|114.6724699|18.0|6.2041
16a_a10|0.0|-0.068377262|0.6852199999999999|1|24.82496066|-0.052574986|0.013872737|4.24|-0.00230615|7.3279|0.083851314|58.06685151|21.0|7.3279
14j_a23|1.0|0.143567854|0.65128|0|29.32742551|-0.062203032|0.020485263|3.77|-0.006327927|8.3883|0.154547838|100.2571987|26.0|8.3883
11b_a5|1.0|-0.0497097529999999|0.6284|0|26.35133256|-0.07633373|0.016373566|3.68|-0.003900104|7.7212|0.126268949|75.80248447|23.0|7.7212
7f_a10|0.0|-0.009545801|0.6833600000000001|1|24.71113795|-0.064238302|0.00797443|4.39|-0.011104817|6.8508|0.068226214|38.0022453|21.0|6.8508
4a_a46|0.0|-0.215877982|0.6893600000000001|1|15.47527339|-0.05488948|0.00935578|3.43|-0.001042349|6.7423|0.076041983|39.49069232|17.0|6.7423
15_a4|0.0|0.095534883|0.56413|1|17.45960235|-0.062151785|0.010893057|3.61|-0.001986535|6757.0|0.132283624|63.43714456|17.0|6757.0
14g_a23|1.0|0.010202051|0.56658|0|37.88128151|-0.072819606|0.018341721|4.35|-0.014609495|8.0|0.092665527|65.94601775|26.0|8.0
12o_a36|0.0|0.141570244|0.67273|2|38.27030489|-0.082048664|0.023402195|1.47|-0.0100574069999999|7.3979|0.2407887189999999|173.4105814|17.0|7.3979
12al_a36|0.0|0.125005134|0.70417|2|34.61874732|-0.077842923|0.026927826|1.81|-0.008463062|7.3188|0.198820783|130.8308989|17.0|7.3188
18_a10|0.0|0.048377088|0.6866300000000001|2|24.62214943|-0.0575419659999999|0.019095409|3.67|-0.00309846|6.8861|0.114447045|72.64119073|21.0|6.8861
12u_a36|0.0|0.080270195|0.70272|2|30.82735404|-0.07260571|0.017639065|2.66|-0.006461999|7.7959|0.157772171|109.8080843|17.0|7.7959
12bg_a36|0.0|-0.023460562|0.69395|2|33.900544700000005|-0.075439837|0.019606406|2.82|-0.0076819|7.8239|0.159389648|109.3374477|17.0|7.8239
9d_a40|0.0|-0.3969541689999999|0.69986|0|18.80327978|-0.060319196|0.010749826|4.63|-0.003961493|6.9706|0.058372388|30.08152399|20.0|6.9706
12ar_a36|0.0|-0.017348015|0.67174|2|33.4098581|-0.080760277|0.022389124|1.8|-0.007046017|7.6021|0.163457134|110.9204982|17.0|7.6021
galu_a46|0.0|0.044184467||1|23.01702105|-0.0910072869999999|0.01235603|2.84|-0.00642454|7.2924|0.236203592|132.199522|21.0|7.2924
17_a15|0.0|0.001376853|0.7045100000000001|0|31.74439379|-0.052869016|0.012890299|4.44|-0.0071363569999999|7.9208|0.119540765|91.58201681|24.0|7.9208
16d_a32|0.0|0.107238939|0.70217|0|34.53986301|-0.091212351|0.032003415|3.12|-0.017249763|8.1135|0.244506926|142.7146582|19.0|8.1135
15c_a10|0.0|-0.03167553|0.70511|2|25.30814911|-0.046967376|0.014703076|3.1|-0.002218445|7.0|0.095541483|66.28884934|21.0|7.0
4d_a46|1.0|-0.213089038|0.69884|1|16.6147308|-0.056384895|0.008652238|4.11|-0.001749881|6.2865|0.063942042|35.10521457|17.0|6.2865
10_a4|0.0|-0.120059574|0.7038399999999999|1|20.99433004|-0.051015897|0.014582852|3.9|-0.002959121|7.0555|0.078346981|45.34497624|21.0|7.0555
7_a15|0.0|0.154068618|0.70497|0|32.78250222|-0.074406877|0.036600739|3.35|-0.010310394|6644.0|0.158599673|88.02694557|18.0|6644.0
4h_a46|0.0|0.075704004|0.54445|1|29.75215152|-0.083155747|0.010068754|3.82|-0.005778576|6.6402|0.232755725|182.6222935|23.0|6.6402
3h_a32|0.0|-0.169197453|0.70257|0|22.33200639|-0.07183387|0.0111539339999999|5.4|-0.005281944|8.1549|0.12119737|75.87946135|19.0|8.1549
1_a15|0.0|0.101406325|0.70553|0|33.22939752|-0.068077117|0.026214985|4.68|-0.0084598019999999|7.3565|0.124276535|80.34898605|24.0|7.3565
4S4k_a46|0.0|-0.003017362|0.67893|1|18.61456563|-0.089589915|0.007749296|3.79|-0.0049602|6.7055|0.1082655419999999|57.39060501|17.0|6.7055
16_a15|0.0|0.080837546|0.66615|0|31.07023998|-0.08870471|0.0070920509999999|3.59|-0.008593957|7.6778|0.276402595|188.9479321|24.0|7.6778
12p_a30|0.0|-0.051402518|0.68561|2|28.4530386|-0.074356395|0.015107947|2.91|-0.0063403159999999|7.7721|0.156618406|100.1386407|17.0|7.7721
17_a20|0.0|-0.131511077|0.69839|0|27.44244402|-0.063665681|0.015032258|3.74|-0.005457467|5.6478|0.0879464559999999|57.67438055|27.0|5.6478
IN1233_a59|0.0|-0.107446431|0.6953699999999999|0|29.49046561|-0.092761756|0.010831674|3.78|-0.008841844|7.4685|0.238675351|158.8351574|27.0|7.4685
11d_a31|0.0|-0.057505249|703.0|1|36.63453013|-0.134031221|0.034417775|3.34|-0.017317263|7.5229|0.414787184|253.9354598|16.0|7.5229
25c_a34|0.0|0.118901861|0.69247|2|39.09037289|-0.088513496|0.043815478|1.93|-0.014384932|5.7496|0.316768377|211.2752099|17.0|5.7496
18_a31|0.0|0.022160691|0.70058|0|30.40953623|-0.11789212|0.014467496|2.89|-0.013634202|6.8861|0.27411287|160.8952371|16.0|6.8861
8k_a46|0.0|0.095179795|0.5577300000000001|1|28.73282642|-0.08638304|0.009441365|3.29|-0.006208399|6.8327|0.261823161|187.86239430000003|23.0|6.8327
47a_a18|1.0|-0.008965701|0.69508|1|37.435301|-0.082855697|0.014124484|2.02|-0.006027559|9.0|0.2212091389999999|181.3725215|18.0|9.0
47f_a18|2.0|-0.009917608|0.6984600000000001|1|33.88554232|-0.063824969|0.0138461289999999|2.83|-0.005817448|8.0458|0.161843119|137.3980967|18.0|8.0458
3t_a32|0.0|0.0466380209999999|0.70286|0|24.88485469|-0.080203824|0.014242899|4.46|-0.006089333|8.0458|0.171323757|108.2086749|19.0|8.0458
11a_a5|0.0|-0.037220974|0.65363|1|25.28995251|-0.064565402|0.011860803|5.16|-0.002894726|7.0915|0.10656566|76.14130253|23.0|7.0915
27c_a34|0.0|-0.0360159139999999|0.70336|1|38.98592708|-0.114233896|0.0304948179999999|2.83|-0.014036512|6.0969|0.368934647|248.17931940000005|23.0|6.0969
19_a3|0.0|-0.0150769919999999|0.67351|0|20.01615321|-0.067674689|0.0116401719999999|2.45|-0.003417504|7.6383|0.146982098|68.43484547|21.0|7.6383
8d_a12|0.0|-0.091036025|0.4997399999999999|1|26.08195789|-0.077834742|0.011348654|3.02|-0.0076893469999999|7.6021|0.141289888|78.55353315|21.0|7.6021
6_a15|0.0|0.0371776429999999|0.70554|0|30.82854077|-0.07051817|0.02948637|4.11|-0.00951284|7.4559|0.140691569|82.0880213|18.0|7.4559
11d_a5|0.0|-0.018747485|0.6533399999999999|0|26.16587381|-0.063028408|0.012828514|3.28|-0.003373937|7.8239|0.12909714|82.02685783|23.0|7.8239
1b_a5|0.0|0.122747292|0.43728|0|21.51550842|-0.07823203|0.010803163|3.38|-0.00279809|7.2291|0.191171377|96.23685048|23.0|7.2291
13a_a6|0.0|0.090839165|0.70072|1|35.14492428|-0.094081761|0.031866842|3.52|-0.01115741|7.3372|0.22549456|147.4582473|23.0|7.3372
16_a47|0.0|-0.113476605|0.6743899999999999|0|25.44160067|-0.093207587|0.0186711289999999|3.52|-0.0056780519999999|9.0|0.308139547|159.6978638|21.0|9.0
12az_a36|0.0|-0.061924322|0.70333|2|40.17530387|-0.071762413|0.034771534|1.75|-0.009570959|7.2366|0.180836387|126.71905359999998|17.0|7.2366
19g_a38|0.0|-0.063110203|0.69982|2|34.14148263|-0.086314802|0.022953686|2.97|-0.008497058|7.3778|0.279993731|177.181631|17.0|7.3778
14l_a23|1.0|0.156652778|0.67242|0|27.44221375|-0.053549434|0.018669073|3.78|-0.005344736|8.1798|0.078732333|51.94117061|26.0|8.1798
18c_a30|0.0|0.034468997|0.69123|2|36.16826708|-0.105618255|0.019360263|1.91|-0.0109670669999999|7.9208|0.282947974|191.0545887|17.0|7.9208
13l_a6|0.0|-0.058931734|0.70515|1|39.65857501|-0.118071236|0.030012523|3.07|-0.0143011819999999|6.4145|0.3569010139999999|248.6104661|23.0|6.4145
3p_a32|0.0|0.058054833|0.7017100000000001|1|27.70403125|-0.070907174|0.021264377|3.23|-0.008735261|7585.0|0.180429124|106.1908248|19.0|7585.0
47u_a18|1.0|-0.0112778039999999|0.69143|1|33.23007431|-0.090364489|0.02068926|2.6|-0.010219187|5.7055|0.258933526|180.5187465|18.0|5.7055
28_a20|0.0|-0.104458316|0.4701899999999999|0|30.25452396|-0.086299346|0.014682607|3.04|-0.006492092|6.5935|0.218249263|145.66665480000003|27.0|6.5935
12j_a30|0.0|0.0060012969999999|0.68625|2|28.76265258|-0.073909106|0.015613498|2.91|-0.006336585|8058.0|0.157800959|101.9784021|17.0|8058.0
11a_a31|0.0|0.022073976|0.69222|1|39.01114987|-0.151872243|0.041435152|2.42|-0.02376325|6.7212|0.513245044|259.0291941|16.0|6.7212
4a_a49|0.0|0.0063958109999999|0.68042|1|27.62211044|-0.094228246|0.017143497|2.42|-0.006602016|7.4949|0.242956384|149.0098632|21.0|7.4949
19f_a38|0.0|-0.075025988|0.7056100000000001|2|32.91812709|-0.085318318|0.02107583|2.67|-0.007831113|7.1397|0.249124013|159.14822980000002|17.0|7.1397
4_a4|0.0|-0.168712277|0.6010800000000001|1|16.60255217|-0.049768752|0.008570112|3.64|-0.001234337|7.1079|0.0667239759999999|34.37786704|21.0|7.1079
17_a12|0.0|-0.043392747|0.62783|1|23.31475957|-0.069570363|0.011226177|3.14|-0.00864055|7.7959|0.141880635|73.93273708|17.0|7.7959
1f_a5|0.0|-0.060528915|0.42446|0|26.24118632|-0.091412569|0.008403353|4.23|-0.00645569|6.6198|0.111926552|62.42799372|23.0|6.6198
18a_a30|0.0|0.003991162|0.69033|2|29.1318055|-0.072474599|0.017060045|2.63|-0.006673169|7.6108|0.14081879|87.66676984|17.0|7.6108
11e_a5|0.0|-0.048843135|0.6505|1|25.90670947|-0.062865536|0.0120552589999999|3.63|-0.003208975|7.3979|0.123241209|81.64179149|23.0|7.3979
3l_a32|0.0|-0.136589369|0.70282|1|21.27134288|-0.069304303|0.012244965|5.04|-0.0054004|7.9208|0.114441512|66.55229892|19.0|7.9208
47d_a18|2.0|-0.002494715|0.69905|1|33.54943497|-0.06394156|0.015270278|2.56|-0.006087337|8.0969|0.163000873|132.9229494|18.0|8.0969
13_a1|0.0|-0.051729721|0.69782|1|33.09282789|-0.111667908|0.033737733|3.23|-0.012199718|6585.0|0.320539533|186.4137189|23.0|6585.0
12y_a36|0.0|0.046673879|0.66796|2|32.46293206|-0.076585128|0.019404665|2.37|-0.00707164|7.9208|0.16295867|109.55137340000002|17.0|7.9208
1i_a5|0.0|-0.058385936|0.50107|0|26.20475553|-0.091178745|0.008291428|4.12|-0.006494891|7.6198|0.112394438|62.64191946|23.0|7.6198
47o_a18|1.0|0.001673737|0.69248|1|28.74706708|-0.077288013|0.008692675|2.76|-0.006476544|7.3279|0.193127002|140.2610102|18.0|7.3279
15d_a10|0.0|0.02497303|0.6814100000000001|2|26.89020509|-0.057588609|0.02281891|3.18|-0.002831383|7.1612|0.12390229|83.49776405|21.0|7.1612
12e_a36|0.0|-0.010494913|0.70007|2|30.25577504|-0.07049439|0.019063245|2.14|-0.007100632|7.8539|0.161913613|102.9838531|17.0|7.8539
17b_a6|0.0|0.002947625|0.7016100000000001|1|35.32951798|-0.095450984|0.03122461|3.6|-0.01272079|6.8153|0.246050902|161.4509401|23.0|6.8153
1c_a5|0.0|0.128385959|0.53838|0|19.11862892|-0.068062282|0.008349498|3.43|-0.001983746|5.4|0.11368581|58.16640976|23.0|5.4
3_a4|0.0|-0.0862461019999999|0.58615|1|16.63485592|-0.052578183|0.010568144|3.31|-0.001141383|6983.0|0.080195284|38.95587796|21.0|6983.0
14c_a22|0.0|-0.096749121|0.69113|0|32.87756477|-0.067475189|0.024569649|2.98|-0.005236206|6.8153|0.133423541|96.05497587|27.0|6.8153
12n_a36|0.0|0.162338703|0.7046600000000001|2|36.45914091|-0.089275906|0.0211044289999999|1.18|-0.0099988159999999|7.8239|0.279888857|189.4391835|17.0|7.8239
2_a33|0.0|-0.0212158239999999|0.70205|0|27.70055258|-0.0804186|0.018451635|3.98|-0.009168933|8.2596|0.1804845889999999|110.28338390000002|19.0|8.2596
13n_a6|0.0|-0.064779873|0.64027|0|35.2699138|-0.100363599|0.017758385|2.62|-0.010884884|7.1249|0.29109784|199.7822434|27.0|7.1249
5d_a40|1.0|0.145024458|0.69613|1|21.3342049|-0.086193996|0.022027556|3.1|-0.005662681|7.7212|0.245989948|112.88660690000002|14.0|7.7212
13f_a6|0.0|-0.028317736|0.70541|0|30.56694343|-0.073352505|0.018554018|3.19|-0.006930367|7.3768|0.136777507|91.85971442|27.0|7.3768
A8301_a51|1.0|-0.013846396||0|24.89475504|-0.055295165|0.008152073|4.58|-0.00449765|7.9208|0.065260105|42.37868986|27.0|7.9208
14a_a22|0.0|-0.09744639|0.63156|0|30.46889826|-0.062215607|0.021268761|3.19|-0.0050042229999999|7.4202|0.135922381|92.61079081|27.0|7.4202
8f_a12|0.0|-0.13747286|0.65098|1|25.9168408|-0.072634742|0.013287637|3.82|-0.008295703|6.1898|0.130176823|73.97552223|21.0|6.1898
34_a20|0.0|-0.101401966|0.68845|0|27.94614651|-0.0851907119999999|0.0130295999999999|3.63|-0.0057643419999999|7.2147|0.203342854|136.81360859999998|27.0|7.2147
8_a4|0.0|-0.07377839|0.57675|1|17.50981094|-0.05397993|0.0103751219999999|3.85|-0.001277205|7.2676|0.074867554|38.69916707|21.0|7.2676
6c_a31|0.0|-0.078059285|0.7014699999999999|1|37.00884624|-0.120905075|0.03173578|3.64|-0.015192833|6.4685|0.358802727|227.1490414|22.0|6.4685
15_a10|1.0|-0.079744227|0.68543|1|23.27068984|-0.059234364|0.018614889|3.83|-0.0027892409999999|7.4815|0.084473199|50.34268476|21.0|7.4815
16g_a32|0.0|-0.026098259|0.70222|0|36.34043182|-0.078387439|0.023959586|4.37|-0.013775701|7.9586|0.1793577589999999|132.1955522|19.0|7.9586
6b_a40|2.0|0.003163118|0.69429|2|37.83107469|-0.107699967|0.014588568|4.21|-0.014861289|7.5229|0.246568426|165.1465831|14.0|7.5229
18c_a25|1.0|0.084188427|0.70516|0|23.70385212|-0.048636087|0.009585904|4.77|-0.002704524|7.0555|0.05198276|34.1639413|27.0|7.0555
4j_a46|0.0|-0.061823242|0.69413|1|18.85718615|-0.05924408|0.01492164|4.5|-0.002284836|6.0942|0.0501066629999999|29.59387777|17.0|6.0942
7b_a8|0.0|0.048462902|0.7025100000000001|1|32.83731114|-0.101439013|0.033167971|3.5|-0.009659873|4.8687|0.277652387|166.30684230000003|23.0|4.8687
6_a3|0.0|-0.155862559|0.69323|0|23.4484528|-0.1042506469999999|0.010921391|3.63|-0.008934536|5.7501|0.216677977|108.118071|21.0|5.7501
9_a3|0.0|-0.260349706|0.6724600000000001|0|20.25176593|-0.095161413|0.007377805|3.7|-0.007847313|4.96|0.15350225|72.17854599|21.0|4.96
13i_a6|0.0|0.145878803|0.70517|1|39.72483975|-0.120457274|0.031178586|2.91|-0.0149593219999999|7.6778|0.375953882|252.0312146|23.0|7.6778
14ad_a23|1.0|0.165157698|0.6956600000000001|0|36.80430179|-0.059168372|0.033831691|3.39|-0.00790478|8.3595|0.112868365|80.67170209999999|26.0|8.3595
9h_a24|0.0|0.183289617|0.61928|0|21.70315707|-0.060337884|0.018457687|1.97|-0.002864393|7.1135|0.1162247219999999|54.93613103|22.0|7.1135
21_a12|0.0|-0.061915124|0.57644|1|24.07584081|-0.068775342|0.012230115|2.68|-0.008833375|7.6576|0.15172224|76.35009799|17.0|7.6576
9r_a24|0.0|-0.120617935|0.6204|0|28.13932796|-0.0618978309999999|0.015557618|2.98|-0.004640179|7.9586|0.158284162|106.1180928|23.0|7.9586
13h_a6|0.0|-0.0256002129999999|0.69001|0|30.71129129|-0.074151997|0.017441348|3.61|-0.006619944|7.3279|0.132089259|92.37313621|27.0|7.3279
17a_a10|0.0|0.029106767|0.67671|2|29.57794442|-0.055423599|0.020088947|2.64|-0.004333189|7.3098|0.146175016|103.34686|21.0|7.3098
20_a4|0.0|0.246357638|0.66028|1|20.4281979|-0.060595472|0.022933651|2.97|-0.003103385|6.1898|0.081852712|39.3981702|17.0|6.1898
9_a10|0.0|-0.000865755|0.68962|1|27.72306267|-0.057690053|0.013842683|3.07|-0.004530817|6.7144|0.130554786|92.56988349|21.0|6.7144
21_a47|0.0|-0.080213904|0.68296|0|29.64451905|-0.082614966|0.022739546|3.43|-0.010650348|8.3|0.29417845|166.049938|21.0|8.3
40_a47|0.0|0.018609507|0.68492|0|25.43981292|-0.060416547|0.02047837|2.72|-0.004181351|8.4|0.1877663219999999|101.2934265|21.0|8.4
4e_a46|0.0|0.075271624|0.56481|1|29.54149986|-0.0835371459999999|0.010671173|3.5|-0.005995748|6.8125|0.246284959|186.9007941|23.0|6.8125
16h_a32|0.0|-0.003188883|0.70219|0|33.46862873|-0.081151869|0.02096013|3.74|-0.015656019|8.0655|0.200808492|127.5843068|19.0|8.0655
41_a47|0.0|0.08640454|0.68638|0|25.33076615|-0.061101947|0.018348892|3.06|-0.004083905|8.0|0.1768315369999999|99.86584673|21.0|8.0
9_a27|0.0|0.017503266|0.59444|0|21.99956856|-0.078270599|0.019589991|2.99|-0.0073742819999999|8699.0|0.2011355289999999|103.702486|21.0|8699.0
10_a3|0.0|-0.140523767|0.68995|0|23.57661855|-0.1007256719999999|0.014615264|2.52|-0.010609861|5.1|0.252593682|116.9745968|21.0|5.1
3_a20 (SB-525334)|0.0|0.087932573|0.70168|0|21.06338405|-0.061128029|0.0123308269999999|3.63|-0.005492814|6.7905|0.1243352319999999|70.23182172|21.0|6.7905
17a_a50|0.0|-0.204032723|0.66046|1|23.12299308|-0.045404408|0.013784807|3.27|-0.002225436|7.0706|0.07699335|50.14419437|20.0|7.0706
4g_a49|0.0|-0.027032199|0.69238|2|39.71443299|-0.061465364|0.018944337|5.23|-0.003686314|6.9747|0.139812173|139.3194688|42.0|6.9747
12y_a30|0.0|-0.05346283|0.6864399999999999|2|28.51891948|-0.070903795|0.0149823289999999|3.19|-0.005996863|7.6576|0.151081489|101.4221952|17.0|7.6576
14a_a25|0.0|-0.085643386|0.6714|0|27.14918443|-0.069657015|0.012870836|3.81|-0.004483962|6684.0|0.149573695|98.18816423|27.0|6684.0
12a_a36|0.0|-0.012112722|0.6997|2|30.67992313|-0.076154312|0.019595485|1.86|-0.007471648|7.8861|0.179315373|110.1075804|17.0|7.8861
18d_a25|1.0|-0.03671629|0.6823899999999999|0|27.92623037|-0.061527513|0.011158458|4.5|-0.0029605|6.6345|0.062186295|46.80695276|27.0|6.6345
12ag_a36|0.0|0.124298337|0.7024699999999999|2|32.35969377|-0.082492792|0.020136392|2.15|-0.008085448|7.7696|0.253169906|159.6746787|17.0|7.7696
9i_a24|0.0|0.139004845|0.6755800000000001|0|23.33121014|-0.064657333|0.025118046|1.73|-0.005148312|7.0555|0.173910636|82.21166337|22.0|7.0555
12c_a5|0.0|0.05430631|0.6893600000000001|1|25.27376659|-0.070873852|0.016374249|3.31|-0.002685954|7.3279|0.158907079|104.5338363|23.0|7.3279
14a_a5|0.0|0.144729708|0.65789|1|29.18606491|-0.080875277|0.0173669719999999|3.05|-0.0053665219999999|6.9508|0.209074444|141.38542919999998|23.0|6.9508
3g_a32|0.0|-0.1015732219999999|0.70275|0|21.05801434|-0.070213101|0.0119962889999999|4.61|-0.006258272|7.8539|0.112304055|62.23099889|19.0|7.8539
14_a15|0.0|-0.021648026|0.7055899999999999|0|27.36334635|-0.063809873|0.014672137|4.7|-0.006678826|7.5229|0.112910954|72.36402409|24.0|7.5229
12g_a31|0.0|-0.076150332|0.70068|1|34.8320455|-0.1284353869999999|0.030961426|2.9|-0.01500347|6.9586|0.41728907|256.26669530000004|16.0|6.9586
12aa_a30|0.0|0.024991407|0.68642|2|37.41227352|-0.078042288|0.030906491|2.52|-0.008848121|8.1135|0.1873486869999999|130.84205079999998|17.0|8.1135
13d_a5 (GW788388)|0.0|0.024905619|0.48848|1|28.84397435|-0.086824482|0.014571846|3.11|-0.005668173|7.7447|0.2258962769999999|149.40573999999998|23.0|7.7447
1k_a5|0.0|-0.011552666|0.5282|0|21.25369168|-0.078995018|0.010892351|3.42|-0.0030192829999999|7.3188|0.216307319|110.6497654|23.0|7.3188
17_a4|0.0|0.0147116789999999|0.47353|1|25.24299609|-0.0887214819999999|0.01061251|4.29|-0.006491052|6057.0|0.111208775|57.34712812|17.0|6057.0
12b_a50|0.0|0.009081884|0.6581|1|20.82911679|-0.045602469|0.0214891|2.59|-0.002929899|5.3242|0.074083915|37.24447201|20.0|5.3242
10_a47|0.0|-0.138304661|0.69212|0|23.5960035|-0.076311525|0.00951788|4.41|-0.008013899|7.9|0.158929034|84.97451737|22.0|7.9
1a_a18 (SB-431542)|0.0|-0.08530265|0.69868|1|36.46179023|-0.126408788|0.033020439|2.85|-0.015636898|6.9031|0.405958714|240.8019609|23.0|6.9031
2_a49|1.0|0.084099874|0.68172|1|20.14177325|-0.08647612|0.01105681|2.76|-0.004112807|7.2291|0.18651986|95.04720801|21.0|7.2291
8g_a12|0.0|-0.04981165|0.55027|1|26.15353224|-0.076856227|0.008910823|2.77|-0.0084227909999999|5.43|0.142374631|78.53214058|21.0|5.43
14b_a23|1.0|-0.00399443|0.58097|0|29.36910744|-0.063267638|0.020454632|3.78|-0.006248709|8.3536|0.153740341|99.66542762|26.0|8.3536
12am_a36|0.0|-0.0147665219999999|0.6805100000000001|2|40.24894481|-0.091472759|0.017590648|2.65|-0.015884751|7.2218|0.185013456|127.81651770000002|17.0|7.2218
13b_a30|0.0|-0.045844862|0.6862699999999999|2|36.15271139|-0.109962789|0.018555474|1.91|-0.011016128|7.5901|0.305898198|206.54056530000005|17.0|7.5901
14ae_a23|1.0|0.107765697|0.58144|0|36.35475577|-0.065169397|0.03467374|3.44|-0.007539122|8.6038|0.127637949|91.4475768|26.0|8.6038
5a_a40|1.0|-0.442215721|0.69499|1|19.58503709|-0.078132307|0.020641204|2.8|-0.004609716|7.0915|0.146821673|64.97877226|14.0|7.0915
1n_a5|0.0|-0.013686011|0.44786|0|27.88278228|-0.082180848|0.023129277|3.14|-0.007315978|7.5686|0.214789986|123.2912732|23.0|7.5686
11g_a5|0.0|-0.075382189|0.63081|0|30.75897687|-0.067247149|0.023215707|2.96|-0.004593347|7.5229|0.1620562619999999|106.4990972|28.0|7.5229
8b_a32|0.0|0.060636167|0.70285|0|28.89166873|-0.0850068559999999|0.016711528|3.61|-0.009362305|7.9208|0.211781902|132.9495116|19.0|7.9208
15b_a10|0.0|-0.058258414|0.68906|1|24.65365821|-0.046334564|0.015973068|3.66|-0.002413027|7.0706|0.078081026|53.52386591|21.0|7.0706
14e_a25|0.0|-0.144369439|0.69958|0|35.18345194|-0.1011107469999999|0.015024526|3.02|-0.008591251|7.1249|0.275949567|201.94039730000003|27.0|7.1249
14a_a23|1.0|0.114693804|0.6289100000000001|0|27.68542751|-0.055677662|0.019504497|3.37|-0.0056795759999999|8.5498|0.081322962|51.42774883|26.0|8.5498
16_a3|0.0|-0.142670655|0.6944100000000001|0|24.54661368|-0.108919585|0.012203576|3.5|-0.010031024|7.3768|0.302520871|149.4199775|21.0|7.3768
15b_a50|0.0|0.000882622|0.65917|1|25.11269883|-0.082576068|0.020083792|2.37|-0.0045393|7.1024|0.179086516|102.3838797|20.0|7.1024
14b_a25|0.0|-0.085205646|0.64983|0|29.33534086|-0.076156512|0.016003559|3.63|-0.004720915|7.6576|0.140371985|97.23019209|27.0|7.6576
38_a18|1.0|-0.03302891|0.69235|2|29.11918324|-0.076974444|0.00838904|3.64|-0.00575311|7041.0|0.1689295469999999|134.4282836|18.0|7041.0
47l_a18|1.0|0.00676294|0.69291|1|28.10487315|-0.08034939|0.009199889|2.72|-0.006400878|7.4949|0.196526687|139.7861865|18.0|7.4949
6_a47|0.0|-0.149904224|0.69305|0|25.13472712|-0.080118846|0.009820713|4.59|-0.008723045|7.9|0.158081588|85.6917678|22.0|7.9
19c_a38|0.0|0.073931688|0.6279899999999999|2|33.48483537|-0.0918007669999999|0.024315945|2.57|-0.008177185|8.0348|0.240808376|151.612258|17.0|8.0348
13b_a6|0.0|-0.029988734|0.7006600000000001|1|35.20276076|-0.093125205|0.032036214|3.45|-0.011206134|6.7595|0.2242827939999999|147.0772097|23.0|6.7595
33_a47|0.0|0.065468525|0.67508|0|25.25333652|-0.060080724|0.022346992|2.69|-0.004263267|8.4|0.1802998689999999|96.50148984|21.0|8.4
3a_a49|0.0|0.012813604|0.66614|1|26.06512204|-0.094437035|0.016205613|2.02|-0.006374689|7.1938|0.27109473|158.77029040000002|21.0|7.1938
1h_a5|0.0|0.070628165|0.57155|0|19.45961351|-0.067599619|0.008798715|3.43|-0.001978474|7.5528|0.119359774|62.25239147|23.0|7.5528
12m_a36|0.0|-0.075712087|0.69382|2|38.24042793|-0.10031651|0.022725561|1.26|-0.011502861|7.5229|0.288038572|193.174369|17.0|7.5229
13d_a6|0.0|-0.027209556|0.7007399999999999|1|35.13035671|-0.092581323|0.030793771|3.74|-0.010665225|6.4437|0.21137879|143.9350986|23.0|6.4437
4o_a46|0.0|-0.121466731|0.6843|1|15.99310518|-0.0648126359999999|0.00972341|3.92|-0.000627744|6.7905|0.049267382|27.01882145|17.0|6.7905
7b_a10|1.0|-0.108464916|0.66228|2|18.26940272|-0.0590666679999999|0.009734392|3.02|-0.001621737|4.7033|0.07558334|39.29815915|16.0|4.7033
13e_a6|0.0|0.102257199|0.7034199999999999|0|30.46313253|-0.074242826|0.0183790889999999|3.31|-0.006882528|7.9208|0.138323399|92.4587065|27.0|7.9208
8d_a8|0.0|0.0780635059999999|0.70165|0|36.89090464|-0.1072746469999999|0.028038295|3.0|-0.0111144189999999|4.7303|0.306707511|200.0182229|23.0|4.7303
16f_a32|0.0|0.085125293|0.70204|0|35.43109972|-0.08168632|0.024434011|4.05|-0.014558301|8041.0|0.192724521|133.3750236|19.0|8041.0
32_a47|0.0|-0.0094137619999999|0.68986|1|29.28959351|-0.05770007|0.019295804|3.94|-0.003573735|7.0|0.148372218|106.9180086|21.0|7.0
