molecula|Brenk|MATS8s|Contribution (HOMO-LUMO transition)|nARing|DPSA4|FNSA3|FPSA3|Consensus Log P|AATSC1c|pIC50|RPSA|TPSA_x|Num. of Aromatic heavy atoms|pIC50
9a_a40|0.0|-0.394662853|0.69958|0|17.90285474|-0.060029933|0.011033601|4.08|-0.003680068|6.6696|0.062399815|30.17155594|20.0|6.6696
17e_a50|0.0|-0.1710526319999999|0.66478|2|23.07468625|-0.046347299|0.012865274|4.03|-0.0020746479999999|6.8097|0.069891795|48.62532158|20.0|6.8097
19b_a38|0.0|0.019437461|0.69411|2|33.99385836|-0.086013549|0.0224393089999999|2.94|-0.008652352|7.9172|0.270689433|168.00390359999997|17.0|7.9172
3_a27|0.0|0.136381755|0.6734600000000001|0|22.79740761|-0.06145119|0.019234305|2.74|-0.00648099|8.3979|0.137884078|71.40072181|21.0|8.3979
2_a3|0.0|-0.192034735|0.69543|0|21.36736636|-0.104577702|0.011938463|3.06|-0.008422099|5.4|0.249793422|117.2099151|21.0|5.4
8c_a31|0.0|0.006000201|0.7005|1|30.23944586|-0.1170607269999999|0.029669107|2.83|-0.01275867|6.0915|0.3739272389999999|206.2599245|16.0|6.0915
13p_a6|0.0|-0.059663359|0.7056600000000001|0|35.16646396|-0.099405155|0.01730144|2.96|-0.010395243|7.0362|0.273479442|194.0233618|27.0|7.0362
9s_a24|0.0|0.030228027|0.6907300000000001|1|27.15292246|-0.049825449|0.016792118|2.63|-0.003599664|7.4949|0.116650168|72.43525688|29.0|7.4949
7d_a10|0.0|0.0658971929999999|0.68393|1|17.98535187|-0.059327943|0.010495008|3.95|-0.00179944|6.0325|0.158947933|84.32774259|21.0|6.0325
12s_a36|0.0|-0.118671653|0.6928|2|30.69639722|-0.07216709|0.019457471|2.14|-0.007059109|8.0458|0.169662191|109.5085883|17.0|8.0458
19_a31|0.0|0.019858798|0.7005600000000001|0|27.21285095|-0.0909201569999999|0.014675044|3.47|-0.01001901|5.7447|0.268735206|157.414423|16.0|5.7447
12a_a5|0.0|0.1121034509999999|0.67169|1|21.42066499|-0.058605038|0.0081891369999999|3.58|-0.00166971|7.7212|0.105409104|64.77671525|23.0|7.7212
4f_a49|0.0|-0.00953448|0.68474|1|25.29924744|-0.102926696|0.016591015|2.85|-0.008903208|7.3979|0.262938196|142.7551002|21.0|7.3979
12c_a36|0.0|-0.033217921|0.68913|2|32.34920911|-0.073370864|0.019582215|2.34|-0.007667703|8.0458|0.159266488|102.2992907|17.0|8.0458
5_a47|0.0|0.065981732|0.69291|0|26.03444329|-0.087763105|0.009936558|4.29|-0.009295857|7.7|0.192042245|101.3974575|22.0|7.7
15a_a10|0.0|-0.0232534929999999|0.68863|1|23.93343877|-0.0458501609999999|0.0156991769999999|3.33|-0.00244937|7.6198|0.084862776|54.61835033|21.0|7.6198
13a_a30|0.0|0.019603815|0.6845600000000001|2|36.14261279|-0.109682335|0.01856512|1.91|-0.011002918|7.8665|0.303605444|204.9120824|17.0|7.8665
25b_a34|0.0|0.08214612|0.6925600000000001|1|34.74652105|-0.1030760719999999|0.030138301|2.58|-0.015658012|5.6819|0.343426892|214.470853|17.0|5.6819
35_a18|1.0|-0.032017257|0.69279|2|28.17969862|-0.081822342|0.008853796|3.07|-0.00622005|7.6198|0.199234055|146.8343246|18.0|7.6198
7f_a8|0.0|-0.048917705|0.6987399999999999|0|26.31197491|-0.091890536|0.0138113419999999|4.63|-0.005338193|4.4479|0.229770733|130.7330978|23.0|4.4479
15_a15|0.0|0.007958332|0.70572|1|29.700607300000005|-0.061884697|0.020649569|4.64|-0.006378587|6.9626|0.102793952|68.29723829999999|24.0|6.9626
18_a20|0.0|-0.107446431|0.6953699999999999|0|29.4862782|-0.0927760219999999|0.0108136339999999|3.78|-0.008841844|7.4685|0.23863824|158.7879106|27.0|7.4685
12as_a36|0.0|-0.0389138329999999|0.68211|2|33.18163581|-0.082748367|0.019229943|1.84|-0.007672841|7.2291|0.22956209|154.6869148|17.0|7.2291
13b_a5|0.0|0.03431921|0.57482|1|26.06641209|-0.0694958329999999|0.0138892369999999|3.26|-0.004573365|6.9586|0.168442764|108.9128108|23.0|6.9586
3n_a32|0.0|-0.018016496|0.7028399999999999|1|24.27704797|-0.074507943|0.01889769|4.07|-0.00615216|7.6778|0.159958218|91.96452611|19.0|7.6778
3q_a32|0.0|0.010109949|0.70216|0|27.20679986|-0.067604132|0.018527744|3.86|-0.008072705|7.5528|0.15006201|92.62226328|19.0|7.5528
12b_a5|0.0|0.066588785|0.70615|2|24.32296891|-0.066227158|0.016556707|1.44|-0.001991527|7.3768|0.172386307|108.7155967|18.0|7.3768
6b_a31|0.0|-0.068433069|0.7013199999999999|1|37.35947255|-0.12081047|0.032992761|3.3|-0.016070861|7.2676|0.372146926|227.0509355|22.0|7.2676
17a_a25|0.0|0.168247187|0.6722|0|28.08362601|-0.06234901|0.012665055|4.04|-0.004137083|7.6021|0.125413071|89.44809639|27.0|7.6021
12_a3|0.0|-0.039834906|0.69784|0|22.63041363|-0.092838926|0.011076075|3.23|-0.009093383|5.45|0.170600292|80.99228663|21.0|5.45
9b_a31|0.0|0.01752821|0.70102|1|34.75199071|-0.103937658|0.034595809|3.0|-0.0141390689999999|7.2007|0.330879448|202.8908225|16.0|7.2007
23_a10|0.0|-0.149057824|0.67647|1|24.9903188|-0.049653973|0.009615852|4.5|-0.00264793|6.1249|0.084791355|60.05816353|27.0|6.1249
7h_a8|0.0|0.095758228|0.6963199999999999|0|26.49502512|-0.093181899|0.011647275|4.63|-0.00534208|4.9788|0.228988973|131.9948047|23.0|4.9788
21a_a23|1.0|0.1022509819999999|0.60824|0|27.11098744|-0.051521215|0.011564247|3.78|-0.005708466|6.9914|0.073461531|48.49696614|26.0|6.9914
3b_a32|0.0|0.094335058|0.70257|0|21.47528975|-0.073068133|0.014636992|3.68|-0.007388108|8.2366|0.159260619|78.12568166|19.0|8.2366
LY580276_a4|0.0|0.035666446|0.68002|1|15.93586849|-0.057317455|0.008729943|3.69|-0.001543874|6757.0|0.131473004|63.36073061|17.0|6757.0
12u_a30|0.0|-0.055829439|0.6847|2|31.36222814|-0.0773921259999999|0.015562896|3.59|-0.006935447|7.4647|0.15055905|100.8445957|17.0|7.4647
11a_a50|0.0|-0.158172459|0.65485|1|20.53832944|-0.048213112|0.01848869|2.95|-0.002914262|7.2291|0.0828728879999999|43.81199235|20.0|7.2291
26_a47|0.0|-0.11288313|0.68707|0|31.36429668|-0.098127284|0.020884606|3.18|-0.012090143|7.9|0.2895618|168.2587945|21.0|7.9
19a_a38|0.0|0.031696119|0.68835|2|31.28824271|-0.08593151|0.022142322|2.68|-0.007986407|8.0106|0.252847102|151.1278869|17.0|8.0106
27b_a34|0.0|0.00102838|0.70001|1|34.46979951|-0.08757938|0.031021066|3.46|-0.010183855|6.1871|0.2165682119999999|142.58786569999998|23.0|6.1871
12v_a30|0.0|-0.029852321|0.68405|2|31.6144427|-0.077138874|0.015823709|3.59|-0.006974714|7.6596|0.1498787969999999|101.4008026|17.0|7.6596
12b_a40|0.0|0.026452642|0.69476|0|22.49258909|-0.065048707|0.010845303|5.79|-0.004650218|7.3979|0.044352844|25.26281742|20.0|7.3979
11_a1|0.0|-0.069193862|0.69914|1|38.20963621|-0.131972845|0.034974992|3.22|-0.018080197|6.7696|0.404475497|238.4902806|23.0|6.7696
3c_a49|0.0|0.005559828|0.6692100000000001|1|22.64931248|-0.071786669|0.0148240689999999|2.86|-0.004876919|7.0605|0.203663616|116.4686425|21.0|7.0605
6_a27|0.0|-0.1322552659999999|0.61083|0|22.12343713|-0.0786267609999999|0.020552125|2.71|-0.007874167|9.0|0.214952384|106.4156743|21.0|9.0
9i_a40|1.0|-0.154977678|0.70339|0|21.62632891|-0.092881258|0.011010661|3.52|-0.0071562119999999|5.9031|0.169019238|85.16517222|20.0|5.9031
27a_a34|0.0|-0.07177581|0.69818|1|39.72721867|-0.106669294|0.026573385|2.44|-0.012620846|6.6198|0.3990357329999999|279.75296960000003|23.0|6.6198
4l_a46|0.0|-0.001318857|0.68584|1|19.25417715|-0.09094885|0.00657916|4.08|-0.004736212|7.0088|0.107841373|61.00681586|17.0|7.0088
22_a10|0.0|-0.02603707|0.6834100000000001|1|30.87787063|-0.053881447|0.016720696|4.26|-0.005035102|5.9586|0.130170086|101.3847763|27.0|5.9586
12ay_a36|0.0|-0.109624825|0.6914|2|29.43551742|-0.074251203|0.018016934|2.42|-0.006733838|7.7447|0.170593592|110.578217|17.0|7.7447
12h_a30|0.0|0.008644634|0.68543|2|30.63031164|-0.083127678|0.017389133|2.92|-0.00737961|8065.0|0.236431596|150.42542849999998|17.0|8065.0
28_a47|0.0|-0.175007067|0.69002|0|34.75365534|-0.1132830309999999|0.026080156|2.4|-0.009689834|7.6|0.394650655|234.5873429|21.0|7.6
3f_a32|0.0|-0.110248899|0.70255|0|21.53155987|-0.073433055|0.011897886|4.63|-0.00611496|8.0458|0.125973316|71.02334697|19.0|8.0458
17f_a50|0.0|-0.132153434|0.6573899999999999|1|22.88344084|-0.047333916|0.016414675|2.92|-0.002205848|6.4001|0.088541266|54.44410182|20.0|6.4001
14a_a10|0.0|-0.011977878|0.7047100000000001|2|25.39690722|-0.044416218|0.0135610389999999|3.43|-0.002047597|7.1308|0.088450549|64.18371923|21.0|7.1308
14m_a23|1.0|0.0266555739999999|0.65552|0|34.33353583|-0.072795329|0.017992415|4.41|-0.008929306|8.5171|0.0741882|51.59888942|26.0|8.5171
47c_a18|2.0|-0.027873485|0.6983199999999999|1|34.55329606|-0.0715759629999999|0.015864085|2.42|-0.007068829|8.5229|0.1871383589999999|150.4485025|18.0|8.5229
1_a1 (SKF-104365)|0.0|-0.015406451|0.70081|1|19.24066156|-0.067997692|0.0133681239999999|3.27|-0.006055958|5.7959|0.186844249|86.42113499|17.0|5.7959
12aw_a36|0.0|-0.022464907|0.69109|2|35.33532702|-0.088516379|0.023038651|2.44|-0.008293935|8.0458|0.2938251289999999|188.3390873|17.0|8.0458
4_a47|0.0|-0.095209424|0.69157|0|23.78275706|-0.07804769|0.007772995|4.32|-0.008204735|7.5|0.1257991219999999|68.44214684|22.0|7.5
12_a47|0.0|0.055943216|0.68557|0|26.10271529|-0.084846808|0.018014416|3.37|-0.005522244|8.2|0.2159289589999999|112.4599133|21.0|8.2
1l_a5|0.0|-0.174469948|0.57392|0|19.46541135|-0.068685233|0.0078543119999999|4.06|-0.00183668|7.4949|0.109710998|61.974288|23.0|7.4949
14i_a23|1.0|0.158023239|0.55606|0|34.94120504|-0.0889593869999999|0.0214262489999999|2.61|-0.010148243|8.4622|0.222047267|151.83084580000002|26.0|8.4622
12ac_a36|0.0|0.135371136|0.56357|2|34.22211444|-0.080202334|0.021508835|1.84|-0.007639626|7.8861|0.220326632|152.9742102|17.0|7.8861
9d_a31|0.0|-0.030275712|0.7006899999999999|1|34.77197803|-0.098210975|0.029032453|3.65|-0.012442213|6.2218|0.305664196|208.401866|16.0|6.2218
12q_a30|0.0|0.01661722|0.68516|2|38.03137394|-0.087348134|0.014790072|3.42|-0.015322396|7.4449|0.154254173|105.1162273|17.0|7.4449
4f_a46|0.0|-0.2076648489999999|0.69208|1|15.73210412|-0.055836642|0.008734825|3.76|-0.001035775|6.7375|0.065026794|35.27635517|17.0|6.7375
11f_a5|0.0|-0.008110526|0.64937|1|30.31104695|-0.068361657|0.0221464629999999|2.95|-0.0037371509999999|7.9208|0.152643862|106.23633909999998|23.0|7.9208
12ap_a36|0.0|-0.025198947|0.6929|2|33.32245946|-0.082622504|0.0217479329999999|1.66|-0.007719624|7.4949|0.1694125169999999|111.1558165|17.0|7.4949
3c_a12|0.0|-0.0461654159999999|0.68067|1|24.36878988|-0.071719601|0.013219706|2.76|-0.009252756|7699.0|0.156144506|79.00277721|17.0|7699.0
9g_a40|0.0|-0.384131901|0.70233|0|22.20330888|-0.063539055|0.021367335|1.93|-0.0054957819999999|5.45|0.09545843|50.29077056|22.0|5.45
12a_a50|0.0|-0.030758487|0.65267|1|20.873331|-0.05075501|0.021013336|2.55|-0.002936355|7.1249|0.095880311|48.30443297|20.0|7.1249
12ax_a36|0.0|-0.0394369539999999|0.69348|2|33.94393618|-0.073739612|0.019128091|2.82|-0.007681676|7.9208|0.153162279|102.4490387|17.0|7.9208
17b_a25|0.0|0.068812225|0.6594800000000001|0|30.59704545|-0.068207754|0.015879547|3.78|-0.004368141|6.9957|0.1178296009999999|89.34443096|27.0|6.9957
12e_a31|0.0|-0.039273975|0.7006600000000001|1|36.75829484|-0.0939597569999999|0.02665413|4.5|-0.011519192|6.7696|0.2784732339999999|202.5115275|22.0|6.7696
5b_a49|0.0|-0.006962617|0.65269|2|25.1139312|-0.0698098759999999|0.020319986|2.58|-0.007610481|7.5528|0.203066756|119.3565117|21.0|7.5528
4S4l_a46|0.0|-0.001318857|0.6763600000000001|1|18.5362581|-0.090807851|0.007140583|4.08|-0.004736212|6.5834|0.105217893|57.30330315|17.0|6.5834
13k_a6|0.0|0.1373649019999999|0.70536|1|39.55891914|-0.11937574|0.0296987679999999|3.18|-0.014257799|7.3372|0.3589674579999999|249.215618|23.0|7.3372
9b_a36|0.0|-0.034830997|0.69763|2|28.98359786|-0.074181597|0.017007854|2.48|-0.0058276019999999|7.6778|0.154620539|97.10089515|17.0|7.6778
5_a4|0.0|-0.165454845|0.6019899999999999|1|16.77294978|-0.050732198|0.008047242|3.89|-0.001215982|7.1487|0.056851498|30.54859623|21.0|7.1487
12af_a36|0.0|-0.062279009|0.70508|2|36.42391023|-0.082549457|0.021921402|1.47|-0.00989889|7.8239|0.244724481|169.9519197|17.0|7.8239
33_a20|0.0|-0.0854333469999999|0.6129|0|22.88265911|-0.058927252|0.012738882|4.28|-0.00145476|7.4685|0.0506104|33.13709773|27.0|7.4685
16j_a32|0.0|0.168000908|0.70207|0|35.04175088|-0.07651119|0.023266265|4.25|-0.0139074189999999|8.0315|0.174011588|124.4493461|19.0|8.0315
12h_a36|0.0|-0.10861416|0.7014600000000001|2|35.1736357|-0.073572836|0.027905055|1.81|-0.0086750619999999|7.8539|0.180385475|118.1187282|17.0|7.8539
8b_a12|0.0|-0.010950243|0.57773|1|29.68794201|-0.1053827859999999|0.011257065|2.51|-0.012630509|6.58|0.259073691|149.9096134|18.0|6.58
13_a4|0.0|-0.215746851|0.59537|1|15.89399858|-0.050017793|0.008746805|3.57|-0.000990136|5.3979|0.029972995|14.67530603|17.0|5.3979
14_a4|0.0|0.158051825|0.55975|1|17.84270058|-0.065776751|0.013047382|3.2|-0.001935612|5.8794|0.148961754|67.73740575|17.0|5.8794
26_a20|0.0|-0.070815554|0.68167|0|28.17896678|-0.0862808009999999|0.012753218|3.66|-0.00578453|6.8827|0.20662747|139.417676|27.0|6.8827
14ac_a23|1.0|0.1374474|0.69962|0|41.10214358|-0.0883661019999999|0.016832361|5.43|-0.011656739|8.3851|0.068856366|51.99287907|26.0|8.3851
3_a3|0.0|-0.082619043|0.69206|0|22.83783244|-0.107269779|0.012617742|3.23|-0.010040064|5.93|0.246193521|112.2682304|20.0|5.93
12s_a30|0.0|0.006789196|0.68458|2|32.92168852|-0.090733404|0.019324097|3.21|-0.007621736|8129.0|0.2932862089999999|189.9114627|17.0|8129.0
4m_a46|0.0|-0.099662698|0.68505|1|16.11061509|-0.067320375|0.010905551|3.59|-0.000686578|5.8901|0.051026123|26.89046601|17.0|5.8901
36_a18|1.0|-0.010091893|0.69372|2|27.99124609|-0.07777765|0.009440278|2.8|-0.006407141|7.4949|0.195706133|139.3536816|18.0|7.4949
SB431542_a8|0.0|0.229470029||1|38.35632812|-0.128342313|0.034730361|2.58|-0.014434378|4.1019|0.434670151|260.1744351|23.0|4.1019
12x_a36|0.0|0.056034339|0.68112|2|31.79630645|-0.0737521679999999|0.017625524|2.33|-0.007008724|8.1549|0.163597165|110.0434027|17.0|8.1549
17a_a6|0.0|0.08716369|0.7024|1|35.323795000000004|-0.096082495|0.031147305|3.59|-0.012704951|7.6198|0.2469173469999999|161.9738174|23.0|7.6198
18a_a25|1.0|-0.039007784|0.5274399999999999|0|25.136651|-0.055926422|0.0095281269999999|4.53|-0.0029953159999999|7.0269|0.068371614|45.33086513|27.0|7.0269
14p_a23|1.0|0.099883916|0.6816|0|30.21311441|-0.063033628|0.0221104079999999|3.25|-0.005975594|8.5302|0.076544251|51.64167457|26.0|8.5302
12l_a36|0.0|-0.041707369|0.6925|2|33.56329135|-0.079972189|0.0220227089999999|1.77|-0.0076430169999999|7699.0|0.15618077|101.6575135|17.0|7699.0
6a_a31|0.0|-0.07385392|0.70416|1|38.27271371|-0.132158278|0.034212524|2.96|-0.01694403|5.9586|0.42783832|251.216265|22.0|5.9586
8a_a50|0.0|-0.188882361|0.60625|1|21.23424244|-0.069208148|0.018809422|2.87|-0.00439531|7.3279|0.139123262|70.12485884|20.0|7.3279
1d_a5|0.0|-0.058872605|0.5764600000000001|0|25.69414151|-0.088396743|0.007937625|4.15|-0.006252818|5.03|0.1034962359999999|55.92018945|23.0|5.03
7e_a8|0.0|-0.023521398|0.70177|0|28.86058693|-0.08608941|0.0215993429999999|4.31|-0.006027596|4.4547|0.170843962|102.177831|23.0|4.4547
19_a15|0.0|0.042424078|0.68945|0|26.54223128|-0.0946599869999999|0.00527267|2.88|-0.009832375|7.1427|0.308930877|178.5363184|18.0|7.1427
12ah_a36|0.0|0.011674455|0.6970000000000001|2|32.04915319|-0.0758457179999999|0.0184777819999999|2.34|-0.007648622|7.9586|0.171594725|110.8777131|17.0|7.9586
3e_a32|0.0|-0.061561535|0.7025399999999999|0|21.40099522|-0.073411249|0.0124235339999999|4.3|-0.006553709|8.0862|0.131830389|71.04473954|19.0|8.0862
19a_a22|0.0|-0.155892259|0.66605|0|38.29242013|-0.090145161|0.024839714|2.36|-0.009145283|7.3188|0.255645265|190.7541925|27.0|7.3188
19j_a38|0.0|-0.001131945|0.69435|2|36.5253298|-0.0844479869999999|0.0250587|2.44|-0.007976154|8.1146|0.192823617|131.9851314|17.0|8.1146
12j_a36|0.0|-0.1241793309999999|0.69967|2|31.59421634|-0.069970795|0.018160631|2.33|-0.007086381|8.0|0.147413708|97.35760604|17.0|8.0
18_a47|0.0|-0.059779939|0.63359|0|25.98023687|-0.078937385|0.014741763|4.16|-0.004337918|8.6|0.222175975|139.1786571|27.0|8.6
15a_a50|0.0|-0.051676609|0.66132|1|24.86892274|-0.0783960279999999|0.018014615|2.76|-0.004429392|7.3872|0.162210104|97.06405493|20.0|7.3872
12au_a36|0.0|-0.021932444|0.70395|2|38.21494522|-0.090166553|0.021569487|1.18|-0.009897048|7.3279|0.301003019|216.5471227|17.0|7.3279
4_a3|0.0|-0.028924747|0.6896|0|21.6476858|-0.110345083|0.008006786|4.09|-0.008561428|5.9|0.25946603|123.350856|21.0|5.9
4k_a46|0.0|-0.003017362|0.68553|1|18.96506421|-0.091943864|0.007038271|3.79|-0.0049602|7.0969|0.121088629|65.39662252|17.0|7.0969
17a_a22|1.0|0.155547571|0.71303|0|29.64221498|-0.072161482|0.0140462319999999|2.25|-0.005149751|7.0862|0.140522986|96.01444244|27.0|7.0862
14b_a50|0.0|0.030057537|0.64303|2|26.29763086|-0.050362464|0.022423099|3.6|-0.003935732|5.1818|0.095923652|62.89861413|20.0|5.1818
3d_a49|0.0|0.01450704|0.67215|1|27.67490257|-0.099295364|0.009601398|1.85|-0.003398408|5.6308|0.266928348|154.6267696|21.0|5.6308
7s_a46|0.0|-0.036284605|0.69976|1|19.38565529|-0.096723151|0.008871171|3.12|-0.005351046|5.7022|0.141211538|70.97315818|17.0|5.7022
12g_a40|0.0|0.020185301|0.6988|0|26.82520454|-0.0951493559999999|0.012706769|4.4|-0.01011728|6.1403|0.129798543|68.1355805|20.0|6.1403
19e_a38|0.0|0.04818471|0.58509|2|34.02454948|-0.083623427|0.02118651|3.3|-0.007550899|8.0083|0.223437407|150.553721|17.0|8.0083
19l_a38|0.0|-0.032569307|0.7044|2|32.82593886|-0.079681862|0.0219046379999999|3.22|-0.007360265|7.8633|0.200388811|129.8367176|17.0|7.8633
11_a33|0.0|0.003391835|0.70381|0|27.10262364|-0.070841241|0.033701864|3.28|-0.008708023|8.3188|0.142712759|69.3240686|19.0|8.3188
15c_a22|0.0|-0.096749121|0.69113|0|32.87972244|-0.067475429|0.024561528|2.98|-0.005236206|6.1325|0.133414786|96.05497587|27.0|6.1325
25_a47|0.0|-0.077710529|0.68761|0|30.43708613|-0.073339312|0.020224271|3.62|-0.010144825|7.8|0.213041681|129.3338553|21.0|7.8
13_a12|0.0|-0.226526433|0.64974|0|19.42716439|-0.058167326|0.008188151|3.22|-0.0069874069999999|7.0315|0.09993609|48.98899535|18.0|7.0315
8a_a12|0.0|-0.1261547959999999|0.6309100000000001|1|22.14447395|-0.05926895|0.010336879|3.1|-0.00771093|6.7011|0.107343574|55.59930083|18.0|6.7011
14_a1|0.0|-0.08530265|0.69894|1|36.40268318|-0.12658238|0.033047776|2.85|-0.015636898|7.0269|0.406829129|240.9270705|23.0|7.0269
12v_a36|0.0|0.024751559|0.7016100000000001|2|34.71221847|-0.078158778|0.027145269|1.81|-0.008411281|7.8539|0.197708661|130.0637965|17.0|7.8539
31_a47|0.0|-0.1978980839999999|0.69894|0|32.98913783|-0.10715233|0.021401336|2.94|-0.00869363|7.8|0.303979962|188.5600536|21.0|7.8
9a_a31|0.0|0.045292529|0.7028|1|37.77835579999999|-0.100906991|0.033245595|3.47|-0.01391798|6.8239|0.308231868|197.8075471|22.0|6.8239
19d_a38|0.0|0.111104525|0.6957800000000001|2|37.68716585|-0.116424545|0.024158903|1.94|-0.0120676969999999|7.9586|0.36832051|236.7675313|17.0|7.9586
12d_a40|1.0|-0.0065648919999999|0.70435|0|24.39197636|-0.095675903|0.01171131|4.21|-0.008004393|7.7212|0.159568585|84.53363343|20.0|7.7212
13_a10|0.0|0.00746881|0.68386|1|21.31179541|-0.094726989|0.0122005|2.91|-0.0057715859999999|6.7959|0.181972309|91.99711608|21.0|6.7959
8a_a31|0.0|0.0502030679999999|0.7027100000000001|1|30.93264504|-0.122293189|0.0375544779999999|2.13|-0.015034136|6.1024|0.405860136|200.6591816|16.0|6.1024
8f_a8|0.0|-0.016217844|0.69925|0|31.14376424|-0.122135295|0.013566221|4.04|-0.01032134|4.6428|0.403186031|235.1097364|23.0|4.6428
9_a1|0.0|-0.053460262|0.70296|0|23.52578164|-0.080888063|0.011266799|4.12|-0.00614716|5.2218|0.244723542|141.093898|23.0|5.2218
46_a18|1.0|-0.015124585|0.69181|2|26.56039822|-0.069742249|0.008975181|2.93|-0.005378956|6.7305|0.173455401|123.2289237|18.0|6.7305
18b_a25|1.0|-0.026045966|0.54166|0|27.34692815|-0.063132226|0.01278627|4.35|-0.003259453|7.2924|0.063746107|44.73187305|27.0|7.2924
9g_a24|0.0|0.13372961|0.64993|0|21.8662148|-0.064835725|0.01876163|1.93|-0.00106361|7.1675|0.132863247|65.73938109|22.0|7.1675
9c_a31|0.0|-0.000533581|0.7007399999999999|1|34.07943198|-0.103325018|0.030296721|3.32|-0.013082561|6.3768|0.325309894|207.3144829|16.0|6.3768
8e_a46|0.0|-0.241393458|0.6967|1|15.64268965|-0.053352779|0.009576086|3.21|-0.001015139|6.3915|0.078647648|40.04689925|17.0|6.3915
9o_a24|0.0|-0.0062180169999999|0.65292|1|28.52459128|-0.088586421|0.018492771|3.01|-0.007052095|6.3507|0.229726192|133.0106596|23.0|6.3507
21c _a23|1.0|0.149511954|0.5885699999999999|0|34.24804117|-0.08365474|0.014036138|3.0|-0.009944003|7.1752|0.209403563|148.8448086|26.0|7.1752
5b_a50|0.0|0.019856551|0.66968|1|18.47246431|-0.041157676|0.012204641|3.11|-0.00141071|4.9126|0.041393519|21.02890062|20.0|4.9126
12bf_a36|0.0|-0.0480253509999999|0.69292|2|34.22402339|-0.090461753|0.0217611939999999|2.44|-0.00832865|8.2218|0.320859336|206.6543367|17.0|8.2218
7g_a8|0.0|0.098510683|0.62073|1|34.10836993|-0.107714754|0.031841955|4.14|-0.01002363|4.6772|0.300623857|180.1699331|23.0|4.6772
19_a4|0.0|0.152550043|0.67535|1|20.83197214|-0.070677568|0.013022539|2.92|-0.0023503029999999|4.71|0.1792349369999999|98.66465411|17.0|4.71
16e_a32|0.0|0.096017785|0.7022|0|34.2534974|-0.087117996|0.024145309|3.77|-0.0154404319999999|8.1367|0.209694841|134.6906051|19.0|8.1367
4q_a46|0.0|-0.15266708|0.69002|1|18.92875482|-0.052170875|0.014510206|3.15|-0.001250008|6129.0|0.086449996|48.25357162|17.0|6129.0
12_a1|0.0|-0.045776997|0.69763|1|31.95435864|-0.0964711209999999|0.033770552|3.44|-0.011221829|5.5302|0.234878615|136.3310784|23.0|5.5302
1_a3|0.0|-0.126299711|0.68912|1|19.78900457|-0.098872259|0.008036786|1.5|-0.006053652|6.1403|0.2237487219999999|102.8341051|16.0|6.1403
12p_a36|0.0|-0.035871448|0.66559|2|32.35623052|-0.082569108|0.020202133|2.15|-0.008017607|8.0458|0.251561167|158.3666517|17.0|8.0458
12bc_a36|0.0|0.006621918|0.69094|2|33.5878425|-0.077192869|0.01824287|2.82|-0.007661816|8.0969|0.165694502|111.3483497|17.0|8.0969
2_a27|0.0|0.137868605|0.55857|0|22.03636323|-0.058444848|0.019809599|2.52|-0.0065894809999999|7.8861|0.153130039|77.08713259|21.0|7.8861
11c_a31|0.0|0.013528742|0.7005899999999999|1|36.77740577|-0.138002689|0.034256743|3.04|-0.0184155389999999|6.8861|0.435856737|255.2562173|16.0|6.8861
17_a3|0.0|0.1789147639999999|0.69481|0|23.96047156|-0.098658557|0.010321361|3.71|-0.009450704|7.6383|0.1969243769999999|100.2028184|21.0|7.6383
12e_a40|0.0|0.047011204|0.70157|0|33.21629575|-0.132226452|0.015096495|3.98|-0.015461694|5.9318|0.220121216|119.4966772|20.0|5.9318
16_a4|0.0|-0.0894138519999999|0.54061|1|19.74465314|-0.073335635|0.013727656|3.91|-0.00228637|6.4647|0.210153891|103.5057102|17.0|6.4647
4e_a49|0.0|0.0063958109999999|0.68043|1|27.6242383|-0.09422276|0.017142176|2.42|-0.006602016|7.4685|0.242937669|149.0098632|21.0|7.4685
13g_a6|0.0|0.095969451|0.7034100000000001|0|30.61752948|-0.074216821|0.017637229|3.47|-0.006574579|6.9245|0.128027951|89.14285747|27.0|6.9245
11_a4|0.0|-0.163623353|0.65942|1|18.0546182|-0.054262142|0.009336075|4.16|-0.001098364|6.9586|0.069886591|40.38918044|21.0|6.9586
7c_a8|0.0|0.0092411059999999|0.70321|0|33.67700028|-0.080277893|0.0306012339999999|3.26|-0.007509694|4.7307|0.151076042|94.73836511|23.0|4.7307
1e_a5|0.0|0.045376705|0.51802|0|19.38578369|-0.06795194|0.008587563|3.44|-0.001975193|6719.0|0.1194205|62.03846573|23.0|6719.0
14w_a23|1.0|0.059273664|0.6219399999999999|0|31.82765022|-0.070714528|0.022440155|4.05|-0.006481882|8.6737|0.211928134|140.15462380000002|26.0|8.6737
12o_a30|0.0|-0.054392357|0.6854399999999999|2|29.91948755|-0.076908942|0.015460222|3.11|-0.0068750669999999|7.8097|0.1556551169999999|100.1600333|17.0|7.8097
12h_a40|1.0|0.116873629|0.7041|0|24.30173133|-0.0954337969999999|0.0117142839999999|4.22|-0.008044548|6.0846|0.160518251|84.86252967|20.0|6.0846
13a_a5|0.0|-0.048584084|0.50037|0|30.07803494|-0.08903048|0.016739606|2.71|-0.006081807|7041.0|0.233249839|150.1663914|23.0|7041.0
3c_a32|0.0|-0.003205869|0.7034600000000001|0|21.36577928|-0.0679200029999999|0.015118975|4.02|-0.006923974|8.0458|0.1112332809999999|57.18235134|19.0|8.0458
