molecula|SddssS|NaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aHRing|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA5|PBF|FPSA3|PNSA3|RPSA|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
8g_a8|0.0|1|0.0|1|7.535296702|1|1.39137364|5.4161004020000005|-0.222784884|0|0.0438779959999999|0.000966222|-0.731356723|-0.009140059|-0.03728368|1|0.162134281|0|0.6784762320000001|0.734188081|0.121495775|-0.0571942009999999|0.790058057|0.656457444|-0.129695841|0.298992226|0.031118325|-83.78686741|0.466064505|11.68315869|67.54104396|0.8330608209999999|-2.464220973|90.27531534|-32.12579035|102.8541256|2889.141422|327.1604688|-1509.912147|2148.49832|-19.68456628|0.166939179|7.440878437999999|14.28792131|0.920192814|6581.432140999999|102.2893227|-925.1746152|38.56355928|551.1746801|10.80625499|0.0|1.0|0.0|2.0|4.11|3.89|99.34|2.0|0.0|111.38|0.0|4.0|-5.3|31.0|417.39|0.0|0.0|0.0|3.5|5.01e-06|0.00209|1.16e-05|0.0|4.01e-08|3.7495|7.17|-1450.9549470000002|-1450.913472|0.3904|330.67|0.69221|0.69221|0.3904|-0.15542|-0.21391|0.04147516|5.3768|5.3768
13_a10|0.0|0|0.0|1|7.535296702|1|1.343837907|5.4161004020000005|-0.055497169|2|0.038726287|-0.093280469|-0.259721373|0.00384732|-0.001592366|1|-0.02811323|2|0.761923976|0.78472614|0.00746881|-0.002671425|0.84680169|0.736686715|-0.082327045|0.4676169839999999|0.0122005|-47.88975806|0.181972309|3.118282386|0.0|0.7144943490000001|-1.234905671|51.21590298|-15.22715739|54.05778885|2261.82488|413.5584641|-624.3134531000001|1630.880014|-7.698174391|0.285505651|5.069505473|9.209972585|0.816739845|4941.066161|144.338975|-315.62515|21.31179541|422.96706330000006|9.595006108|1.0|1.0|1.0|1.0|3.52|3.81|63.83|0.0|0.0|97.14|0.0|2.0|-3.76|25.0|328.37|0.0|1.0|1.0|2.91|0.000176|0.0576|7.87e-05|0.0|2.49e-07|5.8308|2.48|-1065.874094|-1065.839441|0.3905|212.63|0.34881|0.68386|0.1514|-0.15937|-0.20959|0.0346535|6.7959|6.7959
41_a18|0.0|0|0.0|0|7.03438793|2|1.251176562|4.844187086|-0.059936864|1|0.038034188|-0.089781154|-0.500778516|-0.0034878|0.0212700929999999|0|-0.0091068809999999|0|0.759941674|0.733589101|-0.032217299|0.037097204|0.774395455|0.745631286|-0.089139464|0.3888308139999999|0.009550224|-69.94639412|0.2650611539999999|4.488448275|93.99687836|0.903239484|-2.317626057|65.83786886|-25.62671923|76.49358329|2899.29167|503.8398786|-1588.856592|1491.296991|-17.56848637|0.0967605159999999|8.787657952|17.13823195|0.950261611|6605.095612|66.33450764|-1089.246155|28.37200951|897.5188662|4.727999916|1.0|1.0|1.0|3.0|3.26|2.7|99.28|2.0|1.0|141.34|0.0|6.0|-5.56|34.0|452.55|0.0|0.0|1.0|2.53|2.76e-06|0.00125|9.49e-06|0.0|4.18e-09|3.2123|7.34|-1454.374793|-1454.3467460000002|482.0|385.97|0.69308|0.69308|482.0|-0.1319|-0.1814599999999999|0.0280471999999999|6433.0|6433.0
9d_a40|0.0|0|0.0|1|7.515889085|0|0.604992329|5.4161004020000005|-0.022152094|0|0.045555556|0.153818743|-0.146575228|0.011823978|-0.137738587|2|0.019621984|0|0.601831605|0.7572844040000001|-0.3969541689999999|-0.223631751|0.8221990920000001|0.55759121|-0.071656839|0.002088915|0.010749826|-31.08478865|0.058372388|2.854868966|50.47044708|0.8664205709999999|-1.074852592|41.42218692|-16.29154841|36.6245851|2109.570685|485.2567189|-553.912646|336.6614768|-8.395657932|0.133579429|8.023385851|15.06105494|0.87714454|4401.742338|68.83858806|-285.4523697|18.80327978|346.9019309|4.49467719|0.0|0.0|0.0|0.0|5.2|5.09|58.43|1.0|0.0|91.71|0.0|2.0|-6.13|22.0|325.82|0.0|1.0|1.0|4.63|7.37e-07|0.0002399999999999|2.23e-06|0.0|1.01e-07|4.6073|4.7|-1677.551678|-1677.540538|0.4888|269.1|0.4557199999999999|0.69986|0.4025|-0.13875|-0.20781|0.01113991|6.9706|6.9706
16b_a32|-3.3094926630000003|1|0.0|0|7.765993078999999|0|0.2980105389999999|5.733341277|-0.3723824429999999|0|0.041958333|-0.012739425|-0.423467596|-0.008277865|-0.0657820279999999|3|-0.222700615|0|0.745820612|0.852956281|0.056127969|-0.098450203|0.907055332|0.6762731040000001|-0.1083060409999999|0.559199331|0.015808858|-56.84546999|0.253462496|6.490611388|9.827907321|0.7476362679999999|-1.624590613|80.37824892|-22.14820988|66.97508778|3037.795494|478.3482386|-1040.965864|3264.235184|-14.19159402|0.252363732|6.466656381|11.05406524|0.709394251|6612.089615999999|161.7035261|-667.0049190000001|29.62431176|597.8890744|10.98052464|0.0|1.0|1.0|2.0|5.4|4.88|165.49|1.0|0.0|114.43|1.0|7.0|-6.28|28.0|433.57|1.0|0.0|1.0|3.26|5.19e-07|0.000225|2.84e-05|0.0|2.54e-08|3.6211|6.37|-2315.990437|-2315.951437|0.2849|342.39|0.70233|0.70233|0.2849|-0.14995|-0.2094099999999999|0.03900066|7.7696|7.7696
34_a47|0.0|0|0.0|1|6.842683282|0|1.40499556|4.727387819|-0.064842466|3|0.03522792|-0.094313757|-0.191253079|0.003530307|0.078153957|1|-0.317014709|3|0.62974551|0.833786184|0.046668352|0.128336294|0.89234354|0.609110565|-0.090141168|0.437215023|0.019723558|-34.3104683|0.1739443389999999|6.048527453999999|0.0|0.653993216|-1.261976347|62.66739933|-16.25230464|45.23285281|2371.236125|457.4477611|-698.8490993|918.6458674|-9.000096143|0.346006784|7.066583143|12.96364153|0.834499257|5105.274301|191.6093987|-387.0041342|24.85087647|439.9906467|12.74960652|1.0|1.0|1.0|1.0|3.34|4.52|68.52|0.0|0.0|99.09|0.0|4.0|-3.57|26.0|348.38|0.0|1.0|1.0|3.02|0.000267|0.0929|0.000125|0.0|3.36e-08|4.2077|2.41|-1162.4815230000002|-1162.450678|0.2309|294.66|0.6602399999999999|0.69314|0.1718|-0.16086|-0.21536|0.03084502|8.7|8.7
8_a4|0.0|0|0.0|1|7.535296702|1|1.304250488|5.4161004020000005|0.03148225|2|0.038726287|-0.072752231|-0.056197036|0.010647563|0.05775266|1|-0.078942941|2|0.619844116|0.813333185|-0.07377839|0.097165358|0.879500982|0.576540652|-0.065595042|0.546157592|0.0103751219999999|-27.90231822|0.074867554|2.772101712|37.17889653|0.7261541020000001|-0.983925625|41.57817329|-12.71482105|33.26523662|2297.5526170000003|478.2025467|-508.5928419|1737.932042|-6.572312789|0.273845898|5.695730546|9.972991122|0.750959081|5162.482272|141.55141369999998|-262.8925116|17.50981094|434.9654405|7.671983829|1.0|1.0|1.0|0.0|4.63|4.76|43.6|1.0|0.0|100.13|0.0|2.0|-4.35|25.0|346.81|0.0|1.0|1.0|3.85|4.49e-05|0.0156|1.46e-05|0.0|1.65e-08|5.3544|3.29|-1450.239105|-1450.21384|0.1687|231.56|0.30471|0.57675|0.0642|-0.16821|-0.22685|0.0252645|7.2676|7.2676
10_a15|0.0|0|0.0|0|0.0|0|1.4356889780000002|0.0|-0.0435725659999999|2|0.037209302|-0.0869138469999999|-0.384887119|0.001740635|0.010152859|0|-0.184255041|2|0.8310685940000001|0.713794823|0.0107135269999999|0.018211609|0.7585998270000001|0.7933685340000001|-0.101494566|0.640780603|0.010485777|-30.73805622|0.066863055|3.550143186|0.0|0.8301726490000001|-1.928396745|65.80736417|-21.17108692|36.83936823|2605.82709|542.9602292000001|-1122.067607|2305.991259|-12.31872585|0.169827351|5.555044294|10.08767698|0.815948972|6204.37804|98.81668286|-652.8924702|25.50202895|673.7288405|6.751174337|1.0|1.0|1.0|1.0|5.32|6.3|56.27|2.0|0.0|119.95|0.0|6.0|-6.22|30.0|397.47|1.0|0.0|1.0|4.69|5.99e-07|0.0002379999999999|1.47e-06|0.0|1.51e-10|4.4682|5.16|-1281.088565|-1281.061184|0.1412|277.48|0.66799|0.70313|0.0042|-0.15377|-0.18958|0.02738146|8.1549|8.1549
14r_a23|0.0|0|0.0|2|7.423568444|0|1.197963203|5.351858133|-0.06921746|2|0.045277778|0.014148395|-0.322513347|0.007671236|-0.064006338|2|-0.17267308|2|0.616699629|0.7837821840000001|0.03753491|-0.1050445769999999|0.846632079|0.5935522360000001|-0.085881409|0.375360556|0.019185345|-40.32463891|0.133777381|7.956082857|55.62948521|0.7882228370000001|-1.717628177|66.31173073|-23.53402098|52.67940305|2945.137191|557.8203557999999|-1106.098986|2306.754114|-15.15517566|0.211777163|7.555307147000001|14.15357616|0.873329024|6744.848704999999|136.37788909999998|-712.2932561000001|29.85706563|599.5697147999999|11.00678143|0.0|1.0|0.0|1.0|3.78|4.58|105.02|2.0|1.0|120.24|0.0|5.0|-5.58|31.0|429.47|0.0|0.0|0.0|3.7|2.66e-06|0.00114|7.73e-06|0.0|2.14e-08|5.9406|3.72|-1729.1556449999998|-1729.1326809999998|0.2346|208.71|0.30482|0.68115|0.0008|-0.15536|-0.22378|0.02296354|8.2684|8.2684
12b_a50|0.0|0|0.0|2|7.927685046000001|1|1.397986833|5.82008293|-0.0016330379999999|1|0.034845679|-0.08032584|-0.125985651|0.01164808|-0.115659308|2|-0.291865836|1|0.699597776|0.804535572|0.009081884|-0.189976035|0.8718949979999999|0.660148928|-0.066155918|0.24516882|0.0214891|-22.92589265|0.074083915|5.43117764|86.49656508|0.5731907470000001|-0.926182858|47.12729492|-11.93905701|33.72918462|2224.116359|465.4891075000001|-465.6232233|1446.231761|-6.002164865|0.4268092529999999|5.7232816060000005|10.05480253|0.756824707|4672.843578|214.5713436|-234.0844297|20.82911679|388.171611|13.86849326|1.0|1.0|1.0|0.0|2.59|3.42|48.53|0.0|0.0|94.69|0.0|2.0|-3.16|24.0|313.36|0.0|1.0|1.0|2.59|0.000685|215.0|0.000144|0.0|3.22e-06|4.7089|2.47|-1006.664619|-1006.641541|0.2425|263.3|0.6016199999999999|0.6581|0.0777|-0.16451|-0.19425|0.02307802|5.3242|5.3242
8_a20 (IN-1130)|0.0|1|0.0|0|6.842683282|0|1.400923668|4.727387819|-0.124997065|2|0.0396875|0.1728459339999999|-0.528090969|-0.006620594|-0.0574882679999999|1|-0.083481481|2|0.811128636|0.760688473|-0.1221465319999999|-0.0957193819999999|0.817914963|0.7741509329999999|-0.097790028|0.354945501|0.0158089389999999|-63.72828772|0.272572869|6.93243166|89.35267123|0.7481063720000001|-1.858010535|77.31081766|-23.66117267|74.19702161|2849.395895|481.70475260000006|-1230.3809789999998|1829.419484|-15.66851008|0.251893628|8.005662608|15.46983888|0.932362084|6291.586155|166.8048285|-814.7625241000001|31.628086|684.5377542|12.55392404|1.0|1.0|1.0|2.0|4.97|4.08|110.44|1.0|0.0|122.86|0.0|5.0|-4.85|32.0|420.47|0.0|0.0|1.0|3.14|1.42e-05|0.00596|2.82e-05|0.0|2.34e-10|4.9797|4.53|-1368.412748|-1368.372708|0.3782|248.98|0.4377|0.7007399999999999|0.1361|-0.13622|-0.20636|0.04004011|7.4437|7.4437
47s_a18|0.0|0|0.0|0|7.03438793|1|1.251176205|4.844187086|-0.045792331|0|0.035632184|-0.026883417|-0.394481152|0.002573931|-0.031515152|0|-0.252119673|0|0.724028067|0.712629555|0.0109557919999999|-0.0540701129999999|0.745196689|0.716761234|-0.08106112|0.306379663|0.008446541|-53.18668656|0.15456221|4.840414512|51.05656345|0.820470855|-2.107589125|69.29837549|-22.79238258|59.58080589|2992.734821|640.0051571|-1595.466781|1529.863965|-17.25406952|0.179529145|9.811856136|18.65422248|0.901192009|6968.705069|135.90542109999998|-1207.784866|27.77963709|1093.725912|7.934268528|1.0|1.0|1.0|2.0|4.06|3.93|76.5|3.0|1.0|149.34|0.0|10.0|-5.95|36.0|482.62|0.0|1.0|0.0|3.19|1.12e-06|0.000539|3.53e-06|0.0|3.8199999999999997e-10|3218.0|8.41|-1534.196027|-1534.174077|0.5203|385.29|0.6926800000000001|0.6926800000000001|0.5203|-0.13195|-0.18109|0.02195039|6.2104|6.2104
22_a20|0.0|0|0.0|1|6.842683282|0|1.4170330269999998|4.727387819|0.023539095|2|0.0388043479999999|0.09301076|-0.079707783|0.009265667|-0.038668966|1|-0.060582944|2|0.616352201|0.7478675859999999|-0.044184455|-0.067650395|0.809440795|0.607038752|-0.067797027|0.425968568|0.0122876139999999|-39.00017609|0.053484974|5.21001405|54.71081293|0.77063827|-1.3559405430000002|52.90592556|-17.65860151|47.00134116|2738.108259|616.3298149|-882.9300756000001|2396.806062|-11.49852068|0.22936173|7.408914181|14.17638345|0.913422548|5924.626340999999|149.350479|-574.9260339|22.91425458|664.4562602999999|8.759421782|1.0|1.0|1.0|0.0|5.33|5.39|67.39|2.0|0.0|121.62|0.0|4.0|-5.6|31.0|401.46|0.0|0.0|1.0|4.24|2.48e-06|0.000997|2.98e-06|0.0|2.04e-10|5.5591|4.07|-1275.84854|-1275.816275|0.2636|223.03|0.38233|0.66063|0.0015|-0.16176|-0.21856|0.03226475|6.6364|6.6364
12at_a36|0.0|1|0.0|0|7.412764017000001|2|1.297042863|5.351858133|-0.073048351|2|0.039952719|0.054794728|-0.653190113|-0.001148437|-0.037590959|1|-0.227404687|1|0.817851296|0.8384626709999999|-0.08859337|-0.063825255|0.890810337|0.7767870459999999|-0.110637955|0.301423347|0.029516069|-58.66704838|0.248143308|14.1532755|80.75773169|0.6744421970000001|-2.102121151|95.60375457|-25.99374995|79.10595873|3041.832389|520.6361161|-1455.649997|2388.600265|-17.99981985|0.325557803|8.837213274|17.44496351|0.974034457|6537.399158|225.4381077|-1007.989912|38.54110857|735.3783268|18.99059683|0.0|1.0|0.0|2.0|2.7|1.67|95.5|1.0|0.0|135.03|0.0|7.0|-4.18|33.0|439.47|0.0|0.0|0.0|1.76|6.579999999999999e-05|0.0289|8.36e-05|0.0|2.42e-07|4.7133|4.5|-1460.833958|-1460.797444|0.4765|263.05|0.42968|0.6802600000000001|0.2076|-0.15607|-0.2131|0.03651452|7.1079|7.1079
47j_a18|0.0|0|0.0|0|7.03438793|1|1.251176464|4.844187086|-0.068902246|0|0.033563218|-0.048528478|-0.569931053|0.00031105|0.0033281|0|-0.331885553|0|0.783538352|0.7444236670000001|-0.002262399|0.005740124|0.77844379|0.757001264|-0.094744194|0.476575952|0.015967126|-56.816779|0.19348155|9.661420661|99.50526447|0.764425062|-2.368604851|86.31641604|-26.32095773|69.23713027|3172.831382|627.366638|-1842.467041|2064.803327|-20.47428768|0.235574938|9.597380968|18.50538303|0.928170101|7316.123159000001|183.246715|-1433.2001369999998|34.43235841|1081.726154|12.6177344|1.0|1.0|1.0|3.0|2.43|2.82|97.76|3.0|2.0|149.96|1.0|11.0|-5.83|37.0|499.6|0.0|0.0|0.0|2.39|1.49e-06|0.000743|7.32e-06|0.0|1.63e-09|3.1054|8.09|-1625.445572|-1625.413107|0.5439|399.25|0.6983600000000001|0.6983600000000001|0.5439|-0.1285|-0.17273|0.03246539|7.4559|7.4559
12m_a30|0.0|0|0.0|0|7.412764017000001|2|0.6049842529999999|5.351858133|0.024086432|2|0.040839506|-0.1305457069999999|-0.57615692|0.001371944|-0.0547272029999999|1|-0.152855196|1|0.817497287|0.832758813|-0.036924662|-0.0974968869999999|0.893689741|0.770326886|-0.103359773|0.415971907|0.027352277|-57.96147772|0.216739951|12.59296644|237.0982213|0.773732767|-2.067195455|83.3641853|-27.50290965|76.52074257|3058.3084710000003|531.4632661|-1402.648392|2370.879718|-18.66147291|0.226267233|9.025816604|16.40342255|0.8173893040000001|6658.711303|153.52847759999997|-951.7351184|35.54574762|683.7405759|13.2317657|0.0|1.0|0.0|1.0|3.4|2.48|114.67|2.0|1.0|133.52|0.0|6.0|-6.0|32.0|439.49|0.0|0.0|0.0|2.36|1.01e-06|0.000444|9.71e-06|0.0|3.7600000000000003e-07|5.0617|3.88|-1743.215323|-1743.174906|255.0|244.95|0.33392|0.68404|0.1615|-0.15042|-0.20742|0.04041755|7.5114|7.5114
A8301_a51|0.0|0|0.0|1|6.86171134|0|1.197963627|4.727387819|-0.028789626|2|0.039058957|0.078523314|-0.242873103|0.00740124|-0.1227504419999999|1|-0.0618359079999999|2|0.7595189840000001|0.6959300979999999|-0.013846396|-0.21474885|0.750630149|0.7234449559999999|-0.0780376929999999|0.339244706|0.008152073|-35.90764428|0.065260105|3.437697042|78.46116212|0.854959635|-1.6387915469999998|56.90163721|-21.28401067|41.20144811|2799.106729|607.0025787000001|-1064.200534|2461.663545|-13.82143785|0.145040365|6.890532887999999|13.24988678|0.922911768|6401.6494600000005|94.18649643|-691.0718926|24.89475504|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|5.5|5.52|87.72|2.0|1.0|129.04|0.0|5.0|-6.6|31.0|421.52|0.0|0.0|1.0|4.58|2.5e-07|0.000105|1.17e-06|0.0|4.12e-10|||||||||||||7.9208|7.9208
25d_a34|0.0|0|0.0|1|7.412764017000001|1|1.433689841|5.351858133|-0.089654563|1|0.041037037|-0.163072107|-0.8576484190000001|-0.005017781|0.00670464|1|-0.342090037|1|0.8265507809999999|0.7498681140000001|0.14554928|0.011919831|0.799694715|0.778903495|-0.124111479|0.631894475|0.0292772039999999|-66.52770588|0.325717647|12.8082206|69.64131956|0.7772035959999999|-2.358118108|95.24066462|-29.42857839|85.89233572|2939.671168|445.9861716|-1559.714654|2564.887803|-19.46475234|0.2227964039999999|6.933980884|13.29135354|0.916843118|6513.063805|147.36277019999997|-1031.631874|37.86469665|673.8038326000001|13.15041965|1.0|1.0|1.0|2.0|3.05|3.95|90.3|1.0|0.0|119.81|0.0|7.0|-4.61|32.0|427.46|0.0|0.0|1.0|3.21|2.44e-05|0.0104|3.3e-05|0.0|8.26e-09|4.2732|6.05|-1426.496796|-1426.468726|0.2106|290.15|0.6764600000000001|0.6764600000000001|0.2106|-0.1771299999999999|-0.21234|0.02807001|6.0223|6.0223
12c_a5|0.0|1|0.0|0|6.605297921|1|1.236775191|4.59511985|0.020594766|3|0.0252713179999999|-0.086795626|-0.16115723|0.0054189009999999|0.0072946769999999|1|-0.020144382|2|0.808899433|0.797601178|0.05430631|0.014673577|0.8446264459999999|0.782051277|-0.066083881|0.450827114|0.016374249|-46.62294305|0.158907079|7.085796743|13.26856229|0.583585895|-1.25559373|59.40070647|-14.74941369|57.39441476|2697.345008|553.2961182|-825.9671665|2045.184304|-9.702606135|0.416414105|7.293547043999999|13.53008071|0.855075538|5877.765289|273.9296719|-543.3459436|25.27376659|735.3048881|15.92875034|1.0|1.0|1.0|2.0|5.03|4.32|75.72|1.0|0.0|121.26|0.0|6.0|-4.09|31.0|411.5|0.0|0.0|0.0|3.31|8.159999999999999e-05|0.0336|4.64e-05|0.0|4.93e-10|4.6671|2.06|-1316.542713|-1316.5202869999998|0.1513|265.66|0.52074|0.6893600000000001|105.0|-0.16563|-0.21128|0.02242648|7.3279|7.3279
22_a10|0.0|0|0.0|1|7.535296702|1|1.343837143|5.4161004020000005|-0.017163935|2|0.036101695|-0.026750502|-0.332316729|0.008350227|-0.020475007|1|-0.208132084|2|0.670763832|0.747363443|-0.02603707|-0.033474297|0.79665945|0.646474494|-0.0649866779999999|0.775071808|0.016720696|-41.96631248|0.130170086|10.14325785|60.10354816|0.564323334|-1.3647202319999998|71.13124588|-17.4251029|54.98945848|3241.833491|677.4790907|-1062.931277|2668.5420940000004|-13.57178303|0.435676666|8.84228648|15.30289992|0.730649641|7414.102179|339.3328129|-827.8787647|30.87787063|916.8601445|20.51547079|1.0|1.0|1.0|0.0|4.64|5.6|73.14|2.0|0.0|139.53|0.0|6.0|-5.34|36.0|475.54|0.0|0.0|0.0|4.26|4.55e-06|0.00217|2.95e-06|0.0|4.27e-10|4.8251|5.65|-1544.237634|-1544.203968|0.2624|256.95|0.4483899999999999|0.6834100000000001|0.1922|-0.16095|-0.2180699999999999|0.03366599|5.9586|5.9586
4m_a46|0.0|0|0.16407746|1|7.825245291|1|1.134637002|5.587248657999999|0.051308728|1|0.041865079|-0.302054595|-0.0329557579999999|0.011122528|0.007901235|1|-0.029022201|1|0.615482006|0.747676221|-0.099662698|0.011235955|0.7975218959999999|0.626578283|-0.0672468|0.373463876|0.010905551|-35.4774406|0.051026123|3.028720082|35.77391986|0.733236381|-1.008702005|41.88525631|-11.81288911|41.22460182|2133.331634|500.1036387|-531.5800101|1639.260563|-6.225322922999999|0.266763619|5.329061873000001|9.923886653|0.8622201970000001|4750.325312|140.5828543|-280.1395315|16.11061509|486.9589609|6.446588969|0.0|1.0|1.0|0.0|4.25|4.63|54.5|1.0|0.0|98.69|0.0|2.0|-4.52|25.0|328.41|0.0|1.0|1.0|3.59|2.99e-05|0.00981|2.68e-05|0.0|1.31e-07|6.0419|3.45|-1031.138426|-1031.109224|0.2465|205.21|0.38389|0.68505|0.1557|-0.18308|-0.23116|0.02920209|5.8901|5.8901
8e_a8|0.0|1|0.0|1|7.05012252|0|1.394799502|4.844187086|-0.205927741|0|0.0427891159999999|-0.000766016|-0.539547088|-0.005310149|-0.051339286|1|0.183313231|0|0.650073857|0.7233950809999999|0.02023118|-0.079493088|0.7742101929999999|0.636205913|-0.105450888|0.280304418|0.0211004739999999|-70.49962428|0.338509724|7.851573274|76.40535608|0.803307236|-2.109017754|75.57562034|-26.80224874|83.37098475|2692.975753|403.5112981|-1286.50794|2080.07805|-16.34946208|0.196692764|7.50719734|14.52755918|0.935150832|6095.6213210000005|119.9832494|-784.77418|33.36487904|561.882658|11.25022336|0.0|0.0|0.0|2.0|4.33|4.17|90.11|2.0|0.0|111.81|0.0|5.0|-5.27|30.0|403.41|0.0|0.0|0.0|3.71|5.34e-06|0.00215|1.25e-05|0.0|1.6399999999999998e-08|4.6303|7.22|-1376.957298|-1376.924308|0.3731|267.77|0.50055|0.7013|0.1671|-0.13719|-0.19972|0.03298991|4.7014|4.7014
21b_a23|0.0|0|0.0|2|7.525639975|0|1.197963051|5.4161004020000005|-0.008526338|2|0.042455556|0.057405955|-0.326506055|0.01055698|-0.0490623259999999|2|-0.130528352|2|0.7038407329999999|0.7717839409999999|0.131951284|-0.078097375|0.8339434929999999|0.668547062|-0.083105261|0.224930782|0.014481931|-41.81114831|0.0692712809999999|7.117014296|86.65837165|0.812334718|-1.745210489|67.68046598|-23.98906534|51.9633947|3074.083057|652.4673795|-1223.442332|2531.041828|-16.81701905|0.187665282|8.773746105|16.20152864|0.846591917|6919.229053|131.5587155|-857.6679716|29.53101081|712.6737861|9.421307298|0.0|1.0|1.0|1.0|3.92|4.2|128.81|2.0|1.0|129.97|0.0|5.0|-6.1|33.0|450.52|0.0|0.0|0.0|3.57|8.02e-07|0.000361|6.06e-06|0.0|1.43e-08|4.0023|3.57|-1761.498874|-1761.4722969999998|0.2607|309.79|0.57848|0.70139|0.2333|-0.15033|-0.23434|0.02657688|7.0691|7.0691
8d_a8|0.0|1|0.0|1|7.05012252|0|1.395657339|4.844187086|-0.155313194|1|0.042323232|0.071729931|-0.633521883|-0.00267541|-0.117111249|1|0.025642021|1|0.76211539|0.757805416|0.0780635059999999|-0.179357354|0.804372443|0.734212688|-0.103150936|0.377028311|0.028038295|-69.95878302|0.306707511|11.92454747|92.49576602|0.675359878|-2.063018716|86.29065071|-24.91463687|88.24385833|2863.968296|452.1282556|-1345.390391|2093.380666|-16.2479927|0.324640122|7.507839835|14.52777156|0.935013517|6596.888351|211.7129122|-877.3916055999999|36.89090464|682.0472537|19.02113117|0.0|1.0|1.0|2.0|3.93|3.32|112.23|1.0|0.0|121.1|0.0|6.0|-4.91|32.0|430.46|0.0|0.0|0.0|3.0|1.24e-05|0.00533|3.4200000000000005e-05|0.0|2.38e-08|4.6765|6.22|-1447.595474|-1447.559429|0.3|265.12|0.62361|0.70165|0.1879|-0.13754|-0.19757|0.03604461|4.7303|4.7303
12ar_a36|0.0|1|0.0|0|7.412764017000001|2|1.297042582|5.351858133|0.000258844|2|0.040839506|0.083451772|-0.40866901|0.000939229|-0.036002609|1|-0.169341326|1|0.86559137|0.8371588959999999|-0.017348015|-0.064014394|0.89459881|0.8196353679999999|-0.098732471|0.317338373|0.022389124|-54.80317647|0.163457134|10.30986449|0.0|0.705591187|-1.875916952|82.17472548|-23.57370143|69.99622854|2902.67985|567.6702443|-1272.979877|2404.999137|-15.99689556|0.294408813|8.770514183|16.68371115|0.902250063|6155.432771|199.7830951|-863.83236|33.4098581|708.5476357999999|15.17578458|0.0|1.0|0.0|2.0|3.14|1.95|92.99|1.0|0.0|133.27|0.0|6.0|-3.92|32.0|420.47|0.0|0.0|0.0|1.8|0.0001199999999999|0.0503|0.000122|0.0|8.95e-08|5225.0|3.23|-1364.511244|-1364.467971|0.5586|237.29|0.41433|0.67174|0.2372|-0.15631|-0.21291|0.04327285|7.6021|7.6021
8b_a8|0.0|1|0.0|1|7.535296702|1|1.395658149|5.4161004020000005|-0.182065125|1|0.040054466|0.019958073|-0.733216119|-0.0055544409999999|-0.03443232|1|0.079250224|1|0.758899977|0.778853499|0.097555876|-0.0527918259999999|0.8354024290000001|0.726912742|-0.11627069|0.28604765|0.032440348|-79.74587194|0.441645347|12.1771918|89.09854311|0.781454722|-2.325413799|84.97574547|-29.07602182|99.62129245|2863.095568|342.0904577|-1424.7250689999998|1821.324722|-17.8141788|0.218545278|7.507665421|14.53652808|0.936224813|6471.7604200000005|133.8974321|-872.8947609999999|37.20755791|589.263087|13.73949201|0.0|1.0|0.0|2.0|3.65|3.03|112.23|1.0|0.0|114.18|0.0|4.0|-4.77|31.0|414.41|0.0|0.0|0.0|2.9|1.6899999999999997e-05|7.0|3.69e-05|0.0|7.33e-08|4.5819|6.41|-1407.0843|-1407.052256|0.2618|270.59|0.57234|0.70195|0.1515|-0.13807|-0.19921|0.03204403|5.2941|5.2941
