molecula|SddssS|NaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aHRing|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA5|PBF|FPSA3|PNSA3|RPSA|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
9i_a24|0.0|1|0.0|1|7.153833802|0|1.4281889280000002|5.209486153|2.01e-05|2|0.023854167|-0.076024544|-0.190487553|0.004814196|-0.00532872|2|-0.336939175|2|0.783500303|0.822658951|0.139004845|-0.0106944439999999|0.898194715|0.73094562|-0.069812876|0.379687415|0.025118046|-30.56504777|0.173910636|5.613069697999999|1.634015079|0.499238289|-0.837754515|51.05832236|-11.64783344|42.43894111|2061.729154|390.5119445|-396.0263368|761.9885477000001|-5.506205845|0.500761711|5.946747117|11.18382556|0.8806627109999999|4155.922671|236.7218826|-187.2109987|23.33121014|295.8603625|18.05612763|1.0|1.0|1.0|1.0|2.42|2.72|72.28|0.0|0.0|82.17|0.0|3.0|-2.6|22.0|288.31|0.0|1.0|0.0|1.73|0.00248|716.0|0.000791|0.0|8.95e-07|4.6212|1.13|-945.286637|-945.2626532|0.2373|268.3|0.58977|0.6755800000000001|0.0029|-0.17204|-0.21943|0.0239838|7.0555|7.0555
15_a15|0.0|0|0.0|0|0.0|1|1.435688991|0.0|-0.031457366|3|0.029814815|-0.063032481|-0.395472407|0.001806571|0.0020555079999999|0|-0.272482143|2|0.843715005|0.724319314|0.007958332|0.003774415|0.7725348679999999|0.796300317|-0.091075463|0.7028760070000001|0.020649569|-41.11675625|0.102793952|9.115534766|4.306196778|0.702544178|-1.821509261|73.99578515|-20.86598874|54.83651811|3027.719888|596.1118717|-1210.227347|2868.890383|-13.86355301|0.297455822|6.673906339|11.8273735|0.772181523|7039.747576999999|197.6323578|-804.0860746000001|29.700607300000005|830.7967967000001|13.48441779|1.0|0.0|0.0|1.0|4.33|6.69|59.51|2.0|0.0|138.24|0.0|6.0|-6.32|34.0|448.52|1.0|0.0|0.0|4.64|4.77e-07|0.000214|7.970000000000001e-07|0.0|1.27e-09|3.6968|5.04|-1450.7538470000002|-1450.725355|0.4459|335.38|0.67524|0.70572|0.0066|-0.10964|-0.1475|0.02849263|6.9626|6.9626
12_a15|0.0|0|0.0|0|0.0|0|1.435689014|0.0|-0.0455566929999999|2|0.034285714|-0.035728911|-0.370766171|0.001740635|-0.01062828|0|-0.184255041|2|0.8310685940000001|0.723852961|0.049877871|-0.019064393|0.769289315|0.7933685340000001|-0.094209248|0.738437971|0.015018226|-39.00359933|0.10362709|6.123040777999999|4.192089814|0.746489397|-1.695766456|70.6606311|-20.42981445|48.59303169|2613.57759|572.3516967|-1082.780166|2661.728915|-13.04483751|0.253510603|5.448223888999999|10.40571107|0.909927213|5897.820841|161.8714956|-691.376388|27.36785616|673.7288405|10.50617745|1.0|1.0|1.0|1.0|5.32|6.3|56.27|2.0|0.0|119.95|0.0|6.0|-6.22|30.0|397.47|1.0|0.0|1.0|4.7|5.99e-07|0.0002379999999999|1.47e-06|0.0|1.51e-10|4.4819|5.16|-1281.087109|-1281.060163|0.1374|276.63|0.50595|0.70444|0.0093|-0.15858|-0.19054|0.02694613|8.3979|8.3979
12_a4|-3.2834578760000004|0|0.0|1|7.535296702|1|0.295190368|5.4161004020000005|-0.271149771|2|0.0381179139999999|-0.0334644329999999|-0.113938738|0.005795666|0.028152112|1|-0.085553511|2|0.5687812560000001|0.8157155359999999|-0.036425699|0.04172421|0.8749408470000001|0.531333552|-0.074699711|0.636722126|0.01168879|-41.69390404|0.194761903|4.116653575|7.519189887|0.717772573|-1.269895089|53.59101661|-15.38009964|48.6306683|2927.48584|477.8721263000001|-753.6248824|1962.933988|-9.127388465|0.282227427|6.223583758999999|11.7599245|0.889574393|6390.233612|167.4891205|-447.2420348|21.42753878|608.4548423|9.260141177|0.0|1.0|1.0|0.0|3.69|4.98|86.12|1.0|0.0|113.02|0.0|4.0|-4.18|29.0|404.48|0.0|0.0|1.0|3.3|6.57e-05|0.0266|4.64e-05|0.0|1.45e-08|4.8592|6.12|-1617.861623|-1617.826064|0.1194|255.16|0.63967|0.68825|0.0464|-0.16224|-0.2312199999999999|0.03555871|5032.0|5032.0
11_a15|0.0|0|0.0|0|0.0|1|1.435688956|0.0|-0.029665252|3|0.02962963|-0.036023137|-0.402711212|0.001806571|0.023543401|0|-0.272482143|2|0.843715005|0.718800243|0.0234789439999999|0.0432314409999999|0.76664841|0.796300317|-0.0974577669999999|0.632319408|0.018519054|-44.15161868|0.105461874|8.696553172|0.0|0.739315684|-1.949155337|79.1792768|-23.02940065|56.84224275|3022.859488|613.0036107000001|-1335.705238|2565.707165|-15.7814467|0.260684316|6.233494755|11.76226306|0.8869452090000001|7002.915718000001|178.640152|-915.3239085|31.14961732|830.7967967000001|12.39401492|1.0|0.0|0.0|1.0|4.33|6.69|59.51|2.0|0.0|138.24|0.0|6.0|-6.32|34.0|448.52|1.0|0.0|0.0|4.62|4.77e-07|0.000214|7.970000000000001e-07|0.0|1.27e-09|4.7106|5.04|-1450.740771|-1450.705737|0.2657|263.2|0.58935|0.70577|0.0011|-0.12134|-0.16011|0.03503399|6.1314|6.1314
9r_a24|0.0|1|0.0|0|6.605297921|0|1.353642494|4.59511985|0.013567512|3|0.024179894|-0.17821765|-0.264490176|0.007861194|-0.043274854|1|-0.2920573039999999|3|0.786430472|0.7958149290000001|-0.120617935|-0.083458647|0.841805128|0.7526889940000001|-0.082022572|0.32720212|0.015557618|-41.49802275|0.158284162|6.992734796000001|89.36724924|0.6152148279999999|-1.394383716|70.79264457|-17.31173182|51.92828155|2644.462265|564.3096436000001|-934.8335183|958.7578093|-11.60626518|0.384785172|9.672636984|18.36822555|0.898988412|5501.824326|257.9706516|-626.7383196000001|28.13932796|670.2247423|15.80243761|1.0|1.0|1.0|1.0|4.23|3.93|79.82|2.0|0.0|116.9|0.0|8.0|-4.02|30.0|400.48|0.0|0.0|0.0|2.98|9.58e-05|0.0383|8.77e-05|0.0|2.21e-09|4.4722|1.82|-1294.486221|-1294.451958|0.3398|277.23|0.3398|0.6204|0.0029|-0.1676099999999999|-0.21074|0.03426339|7.9586|7.9586
1l_a5|0.0|1|0.0|0|6.605297921|0|1.270375394|4.59511985|-0.0052651969999999|2|0.025672515|-0.111303801|-0.089997343|0.008244856|-0.05139414|1|0.043915678|2|0.7245669790000001|0.7656671279999999|-0.174469948|-0.091849662|0.818803517|0.71872376|-0.067755283|0.357062421|0.0078543119999999|-38.79937717|0.109710998|2.506287665|0.0|0.769406114|-1.219595099|45.64819758|-14.9768065|43.23617395|2227.730859|502.9124512|-688.9330988|903.1631908|-8.460199385|0.230593886|7.401206343999999|14.03493287|0.896303416|4665.793689|130.25942849999998|-389.1691717|19.46541135|518.5792364|7.374136537999999|1.0|1.0|1.0|1.0|5.56|5.32|54.46|1.0|0.0|105.07|0.0|4.0|-5.04|26.0|340.42|0.0|1.0|1.0|4.06|9.06e-06|0.00308|1.04e-05|0.0|1.4800000000000003e-09|4.6403|3.89|-1069.261615|-1069.229786|0.4921|267.19|0.45892|0.57392|187.0|-0.1779|-0.21939|0.03182983|7.4949|7.4949
8k_a46|-3.737070812|0|0.1337610719999999|1|7.727094485|1|0.300205953|5.533389489|-0.380857136|2|0.038616352|-0.061030265|-0.397337564|-0.002099764|-0.038125|1|-0.050069565|2|0.73768327|0.786206898|0.095179795|-0.051289238|0.8341090329999999|0.687020939|-0.0863473759999999|0.400181795|0.009441365|-61.98124174|0.261823161|4.860695117|19.34993627|0.8265691140000001|-1.985989657|70.036452|-23.74966689|68.75557551|3351.548891|529.6539372999999|-1424.980013|2328.360804|-17.04077386|0.173430886|8.070811215|15.94634031|0.975803904|7352.280688|124.4394929|-1022.446432|28.73282642|865.6610153999999|8.080799245|0.0|1.0|1.0|2.0|2.94|5.37|124.17|1.0|0.0|132.47|0.0|5.0|-5.74|34.0|474.58|0.0|0.0|0.0|3.29|1.82e-06|0.000866|7.47e-06|0.0|2.17e-09|5.0379|7.63|-1845.304274|-1845.257085|0.1354|246.1|0.41618|0.5577300000000001|0.1166|-0.16967|-0.20954|0.04718819|6.8327|6.8327
6_a4|0.0|0|0.0|1|7.535296702|1|1.271761557|5.4161004020000005|0.010164572|2|0.035283951|0.042096749|-0.064723237|0.011457667|-0.208689928|1|-0.073630392|2|0.664591856|0.76089528|-0.169533683|-0.340860215|0.810030118|0.664247086|-0.0670158929999999|0.417868437|0.0077624059999999|-29.18838891|0.054454162|2.408866521|45.93422613|0.814470803|-1.206286076|42.27020924|-13.71394596|33.5125766|2342.371538|526.7333132|-671.9833521|1968.0178670000005|-7.639600225|0.1855291969999999|5.758624844|9.981741408|0.733355042|5256.215815|103.3523757|-374.340411|16.83786074|578.2065561000001|4.937800786|1.0|1.0|1.0|0.0|5.1|5.23|43.6|2.0|0.0|109.7|0.0|3.0|-4.91|27.0|354.45|0.0|1.0|1.0|4.23|1.24e-05|0.0043799999999999|7.74e-06|0.0|1.04e-08|4.8714|4.11|-1108.585859|-1108.563418|0.1235|254.51|0.60542|0.5877|0.0772|-0.16959|-0.2182599999999999|0.02244097|5.8861|5.8861
17d_a50|0.0|0|0.0|2|8.105609402|2|1.338814635|6.042632834|0.03538699|1|0.031990741|0.006071856|-0.140830095|0.012079|-0.125540541|2|-0.323333765|1|0.754575205|0.748516466|-0.1921395789999999|-0.2177003589999999|0.789310938|0.7276268779999999|-0.069790853|0.8020670809999999|0.0152123589999999|-30.63468215|0.070113177|7.31681784|86.38197811|0.75405703|-1.535398758|57.5414543|-17.74731987|41.18485076|2824.70142|644.9008302|-1064.839192|2950.99157|-12.30823045|0.24594297|6.996105516|12.62170017|0.8041037459999999|6281.764548|170.5678813|-738.4938272999999|23.53577933|829.3813984|9.139672835|1.0|1.0|1.0|0.0|4.0|4.29|51.77|2.0|0.0|133.19|0.0|6.0|-4.5|32.0|424.54|0.0|1.0|0.0|3.68|3.17e-05|0.0135|1.31e-05|0.0|8.55e-08|4.0506|3.41|-1335.989008|-1335.962757|0.1819|306.09|0.66103|0.66103|0.1819|-0.16716|-0.19967|0.02625058|7.1308|7.1308
3c_a12|0.0|0|0.0|0|6.555356892000001|1|0.610140703|4.59511985|-0.058516436|2|0.039605735|-0.14679559|-0.379362977|-0.003879878|-0.056537396|1|-0.211367878|1|0.923855679|0.826033688|-0.0461654159999999|-0.10295082|0.888353608|0.859899236|-0.099327724|0.242114395|0.013219706|-36.28720467|0.156144506|3.384177297|0.0|0.7055242159999999|-1.291260406|61.16334136|-17.19277136|42.97583906|2186.344105|426.9566009|-653.3253118|1139.340748|-8.698843907999999|0.2944757839999999|6.231995392999999|10.88288188|0.746291708|4629.005722|148.9927848|-330.5560685|24.36878988|380.2468615|10.90754815|1.0|0.0|1.0|1.0|4.01|2.25|78.41|0.0|0.0|98.16|0.0|3.0|-4.22|23.0|319.38|0.0|0.0|1.0|2.76|6.06e-05|0.0194|9.940000000000002e-05|0.0|1.67e-07|3.9848|2.56|-1327.498519|-1327.471862|0.4687|311.14|0.43415|0.68067|0.1193|-0.14572|-0.22035|0.02665687|7699.0|7699.0
12az_a36|0.0|1|0.0|0|7.412764017000001|2|1.297042831|5.351858133|-0.040156368|2|0.040566449|0.078817323|-0.593399474|0.000482522|-0.012800556|1|-0.289604649|1|0.884226781|0.812921349|-0.061924322|-0.021825174|0.858971809|0.8350231859999999|-0.10786263|0.411597359|0.034771534|-50.28669997|0.180836387|17.0740303|8.104966044|0.583865006|-1.941527339|99.82512582|-23.45695404|74.65245915|3039.528467|574.0196415|-1360.503334|2455.7577530000003|-16.43719536|0.416134994|8.449849817|15.73229538|0.861843195|6700.839465|291.60189260000004|-953.3573311|40.17530387|766.4854363|24.24160725|0.0|1.0|1.0|2.0|2.83|1.9|87.66|1.0|0.0|136.74|0.0|7.0|-4.11|33.0|441.49|0.0|0.0|0.0|1.75|7.75e-05|0.0342|7.13e-05|0.0|1.6100000000000005e-07|3.8863|2.68|-1461.990465|-1461.962459|0.4383|319.03|0.69385|0.70333|0.0146|-0.14879|-0.19846|0.02800521|7.2366|7.2366
13h_a6|0.0|1|0.0|0|6.842683282|0|1.424099498|4.727387819|0.004767264|2|0.04393617|0.060987639|-0.3839567379999999|-0.002407131|-0.090944829|1|-0.215607882|2|0.836982172|0.780222427|-0.0256002129999999|-0.164411111|0.8391892870000001|0.789769968|-0.091977068|0.300800177|0.017441348|-51.85624128|0.132089259|8.529752344|0.0|0.736918588|-1.747564296|76.78735663|-22.63172141|64.05338768|2926.745635|606.9504647000001|-1222.112956|2829.19698|-15.82689691|0.263081412|9.11292243|16.928040300000003|0.8575863490000001|6302.785260000001|183.9790404|-854.6524332|30.71129129|744.1359788|12.4656221|1.0|1.0|1.0|2.0|5.41|4.79|103.17|2.0|0.0|128.63|0.0|6.0|-5.56|33.0|431.49|0.0|0.0|1.0|3.61|2.77e-06|0.0012|8.8e-06|0.0|2.67e-11|4.8701|3.83|-1386.613707|-1386.569017|1.0978|254.58|0.50716|0.69001|0.2121|-0.14097|-0.2153199999999999|0.04469058|7.3279|7.3279
7f_a8|0.0|1|0.0|1|7.05012252|0|1.394802504|4.844187086|-0.073219554|0|0.044814815|0.034392285|-0.234880498|0.00112124|0.0260356679999999|1|0.141285105|0|0.515235986|0.7051689170000001|-0.048917705|0.041366689|0.7677336090000001|0.507325475|-0.08790841|0.3155671539999999|0.0138113419999999|-52.28313554|0.229770733|4.471132824|55.49953831|0.880922225|-1.670259798|55.85651025|-23.17880348|60.14140162|2534.956113|438.23883319999993|-950.3309426|1854.738581|-13.18808857|0.119077775|7.704280774|14.04331892|0.822794279|5662.145174|67.75191165|-540.7116315000001|26.31197491|446.5544107|5.839092213|0.0|0.0|0.0|1.0|5.52|5.49|61.58|2.0|0.0|101.89|0.0|3.0|-5.68|28.0|373.35|0.0|0.0|1.0|4.63|2.09e-06|0.00078|3.16e-06|1.0|3.5e-09|3.8187|6.81|-1285.196168|-1285.168078|0.3536|324.68|0.7024199999999999|0.6987399999999999|0.1502|-0.14506|-0.21998|0.02809022|4.4479|4.4479
21_a47|0.0|0|0.0|1|6.86171134|0|1.408713027|4.727387819|-0.13650463|2|0.037801932|-0.034419528|-0.511216716|-0.006808306|0.057225853|1|-0.277479519|2|0.612295986|0.826796636|-0.080213904|0.0927058819999999|0.8856299320000001|0.591185263|-0.095249919|0.3188717339999999|0.022739546|-46.63227351|0.29417845|7.244985517000001|47.95893876|0.6448452960000001|-1.5239986980000002|70.10126935|-19.11612865|59.46768095|2691.697803|398.4031618|-860.2257893999999|1402.202743|-10.79015808|0.355154704|7.071346534|13.17102891|0.862591353|6103.311635|200.4681737|-485.55711339999993|29.64451905|482.9384172|16.33715751|1.0|1.0|1.0|2.0|2.94|4.93|84.73|1.0|0.0|104.49|0.0|6.0|-4.44|29.0|394.38|0.0|0.0|1.0|3.43|3.6e-05|0.0142|4.84e-05|0.0|1.98e-08|3917.0|4.43|-1375.061089|-1375.028093|0.2249|316.53|0.68296|0.68296|0.2249|-0.16158|-0.2249699999999999|0.03299607|8.3|8.3
12ac_a36|0.0|1|0.0|0|7.412764017000001|2|1.297043188|5.351858133|-0.073735973|2|0.042560386|0.03586247|-0.450737917|0.000584134|-0.0121300989999999|1|-0.166354116|1|0.8058720979999999|0.811459853|0.135371136|-0.020272679|0.863165958|0.770400825|-0.104391657|0.4712820929999999|0.021508835|-55.68500110000001|0.220326632|10.36858115|20.70356046|0.7316461470000001|-1.98344149|86.51036063|-25.03847816|70.61872461|2902.588755|541.3322795|-1377.116299|2455.459827|-17.38437788|0.268353853|8.126831024|14.63702516|0.801074136|6378.288017|186.3198219|-956.1407834|34.22211444|716.9974499|14.03055543|0.0|1.0|0.0|2.0|3.16|2.09|86.27|1.0|0.0|133.95|0.0|6.0|-3.81|32.0|423.47|0.0|0.0|0.0|1.84|0.000154|0.0653|0.000112|0.0|1.29e-07|3.8843|4.84|-1385.606133|-1385.566143|0.3302|319.2|0.56186|0.56357|0.0249|-0.15675|-0.20949|0.03998989|7.8861|7.8861
11a_a5|0.0|1|0.0|0|6.605297921|1|1.212363224|4.59511985|0.052217882|2|0.021060606|-0.052944925|-0.185262487|0.007993132|-0.02394636|1|0.006120569|2|0.7505403709999999|0.73344478|-0.037220974|-0.0489811909999999|0.773417838|0.7410766209999999|-0.071517578|0.369563711|0.011860803|-46.13206353|0.10656566|6.055083705|14.47576249|0.740865275|-1.573386716|61.4470419|-18.73644762|54.60662289|2727.027899|638.3599998999999|-1124.186857|1170.247903|-13.38721623|0.259134725|9.740948724|18.25640338|0.874191508|5756.783268|185.1520983|-803.2329738|25.28995251|835.912531|10.34763929|1.0|1.0|1.0|1.0|6.38|6.55|63.69|2.0|0.0|128.51|0.0|7.0|-7.25|32.0|424.54|1.0|0.0|1.0|5.16|5.63e-08|2.39e-05|3.95e-07|0.0|1.18e-10|4.4033|4.83|-1339.8362619999998|-1339.802852|0.5473|281.57|0.6735|0.65363|0.1838|-0.16735|-0.20429|0.03340977|7.0915|7.0915
17g_a50|0.0|0|0.0|2|7.934155233999999|2|1.320916184|5.82008293|0.052557574|2|0.029160757|-0.05611228|-0.13328325|0.012079|-0.1155555559999999|2|-0.323333765|1|0.754575205|0.738521694|-0.10642733|-0.2126789369999999|0.7787714459999999|0.7276268779999999|-0.0706879109999999|0.442201795|0.014550016|-32.14758511|0.079336825|6.48022912|85.51402581|0.749948388|-1.555134042|56.28102287|-17.29736764|41.85775712|2821.3922|614.4183967|-1037.842058|1975.996014|-11.54365807|0.250051612|8.130878433|15.28352231|0.879688945|6102.424958|166.8756987|-692.6194843|23.06474408|829.3813984|9.106383854|1.0|1.0|1.0|0.0|3.71|4.37|51.77|2.0|0.0|133.03|0.0|6.0|-4.46|32.0|424.54|0.0|1.0|0.0|3.63|3.4899999999999995e-05|0.0148|1.39e-05|0.0|1.1e-07|4.0458|3.22|-1335.976491|-1335.946919|0.1795|306.45|0.6623600000000001|0.6623600000000001|0.1795|-0.16699|-0.19929|0.02957267|6.6091|6.6091
16_a20|0.0|1|0.0|0|6.842683282|0|1.401259527|4.727387819|0.00695144|2|0.0388043479999999|0.126359252|-0.254072625|8.23e-05|-0.062750442|1|-0.117308016|2|0.7582110409999999|0.7478675859999999|-0.085041518|-0.10978034|0.809440795|0.724665638|-0.077793092|0.382481746|0.011604018|-43.51359744|0.084994428|5.023018225|3.46788153|0.780108103|-1.47806874|60.02453683|-19.44924762|51.14820251|2722.728332|602.0075202|-972.4623811|2161.751186|-12.79619894|0.219891897|8.166385503999999|15.24926152|0.8673208|5896.394536|144.672972|-639.8099471|24.9314775|664.4562602999999|8.84230625|1.0|1.0|1.0|1.0|6.38|5.46|78.25|2.0|0.0|121.69|0.0|4.0|-6.06|31.0|401.46|0.0|0.0|1.0|4.37|8.68e-07|0.000349|2.17e-06|0.0|3.0500000000000005e-11|5.9837|4.45|-1275.900951|-1275.8670960000002|0.3431|207.2|0.32553|0.69524|0.1958|-0.1481299999999999|-0.20722|0.03385502|7585.0|7585.0
12s_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984545|5.351858133|-0.095120438|2|0.04625323|-0.0601024909999999|-0.403952011|-0.002544958|-0.04950715|1|-0.145315868|1|0.609043558|0.83236194|0.006789196|-0.080971844|0.889479916|0.591758164|-0.103647048|0.404041243|0.019324097|-58.75255278|0.2932862089999999|8.102485674|0.0|0.790481833|-1.969293912|78.38074776|-26.02399668|71.26547471|2977.11642|457.6180044|-1275.175837|2368.4646620000003|-16.8513047|0.209518167|8.066744794|15.14544373|0.877516163|6639.7334200000005|135.66918710000002|-825.7139305|32.92168852|616.2856203|11.26623|0.0|1.0|0.0|1.0|4.67|3.74|81.65|2.0|0.0|127.19|0.0|5.0|-5.49|31.0|434.46|0.0|0.0|0.0|3.21|3.24e-06|0.00141|6.71e-06|0.0|6.900000000000002e-08|5.0438|4.32|-1774.236634|-1774.202623|0.2148|245.81|0.43338|0.68458|0.1576|-0.14985|-0.20495|0.03401064|8129.0|8129.0
17b_a25|0.0|0|0.0|1|6.842683282|0|1.3732004619999998|4.727387819|-0.002108117|2|0.042843137|-0.026412432|-0.266456625|0.005120507|0.016982601|1|-0.073994564|2|0.653180996|0.780221059|0.068812225|0.029728702|0.838260077|0.636746066|-0.079392561|0.410780725|0.015879547|-51.71860811|0.1178296009999999|9.129863339|87.61586206|0.724866184|-1.6672437880000002|73.52844745|-22.17876359|63.75929319|3100.8813760000003|668.9067217|-1264.189524|2514.295488|-16.81707305|0.275133816|9.700133933|18.52147096|0.909403632|6674.061446|208.6205329|-958.573164|30.59704545|832.226697|13.32894629|1.0|1.0|1.0|1.0|4.88|5.18|96.49|2.0|0.0|135.78|0.0|7.0|-5.32|35.0|458.51|0.0|0.0|1.0|3.78|4.75e-06|0.00218|8.59e-06|0.0|9.08e-11|5.4236|5.89|-1483.873254|-1483.830524|0.4635|228.6|0.31395|0.6594800000000001|0.1741|-0.16408|-0.21939|0.04272963|6.9957|6.9957
20_a4|0.0|0|0.0|1|7.535296702|1|1.399905568|5.4161004020000005|-0.00123671|1|0.039635417|-0.061689675|-0.124135414|0.012265062|-0.059498265|1|-0.103098674|1|0.691307598|0.7797803109999999|0.246357638|-0.105783279|0.8404413829999999|0.665774148|-0.072188305|0.210083785|0.022933651|-29.16642156|0.081852712|5.313236547|68.49419443|0.6435852470000001|-1.010636274|46.45917085|-13.14728679|40.20507689|1982.961908|441.9318823|-486.4496111|1379.418733|-6.32818424|0.356414753|5.543543957000001|9.58599918|0.729218575|4085.683488|171.5531319|-234.1428169|20.4281979|338.71903330000004|11.71277006|1.0|1.0|1.0|0.0|3.2|3.54|39.94|0.0|0.0|86.62|0.0|3.0|-3.46|22.0|289.33|0.0|1.0|1.0|2.97|0.000346|0.1|0.000134|0.0|2.79e-06|5.1778|2.73|-934.2489802|-934.2266312|0.2364|239.45|0.5152|0.66028|0.1415|-0.16699|-0.19747|0.022349042|6.1898|6.1898
11b_a5|0.0|1|0.0|0|6.605297921|0|1.277648917|4.59511985|0.008093965|2|0.023988604|-0.067519041|-0.1833048739999999|0.006121601|-0.0536971829999999|1|-0.017658026|2|0.735954089|0.805760343|-0.0497097529999999|-0.106187688|0.8645824520000001|0.682032125|-0.080664777|0.378154801|0.016373566|-45.82509318|0.126268949|5.900883275|1.880682804|0.66824472|-1.290636432|62.16286481|-17.60913884|55.65456427|2434.505303|524.5231302|-774.8021092|913.0178976|-10.5712171|0.33175528|8.936258446|16.43091298|0.83867925|5107.577902|199.1611925|-465.13355250000006|26.35133256|504.9898148|13.73773299|1.0|1.0|1.0|1.0|5.38|4.82|63.69|2.0|1.0|106.58|0.0|6.0|-4.65|27.0|376.84|0.0|1.0|1.0|3.68|2.26e-05|0.00853|2.04e-05|0.0|7.109999999999997e-10|4.4995|3.31|-1564.761898|-1564.72614|0.5806|275.55|0.61027|0.6284|0.2013|-0.17107|-0.21291|0.03575776|7.7212|7.7212
2_a4|0.0|0|0.0|0|6.605297921|1|1.189716144|4.59511985|-0.103346554|1|0.037777778|0.08246129|-0.269140683|-0.001386521|0.076479666|0|0.228655117|1|0.930871261|0.802438682|0.11821091|0.1355918559999999|0.847373823|0.912872667|-0.105102755|0.442778552|0.006330673|-49.45826819|0.257481153|1.123639184|0.0|0.843107708|-1.366335816|48.93681624|-15.98981578|52.12536246|1623.668791|312.82106489999995|-575.6333682|910.3327882|-6.736463618999999|0.156892292|4.710383035|7.800989232999999|0.656126301|3396.86527|66.09827364|-242.5126903|18.96532986|284.26458360000004|4.657326379|1.0|1.0|0.0|2.0|2.12|0.83|45.15|0.0|0.0|79.59|0.0|2.0|-2.18|19.0|253.3|0.0|1.0|0.0|1.24|0.0066|1.67|0.00171|0.0|1.4800000000000002e-05|5.8961|2.46|-819.9326497000001|-819.8996124|0.1315|210.28|0.4682|0.6885600000000001|0.0008|-0.14614|-0.16226|0.033037353|7.5086|7.5086
12am_a36|0.0|1|-4.723487246|0|7.412764017000001|2|1.240140551|5.351858133|-0.297354748|2|0.044036281|0.122824831|-0.921315581|-0.011700732|-0.037654321|1|-0.3344729369999999|1|0.647732719|0.8344566859999999|-0.0147665219999999|-0.05754717|0.885733922|0.624142499|-0.118101664|0.305015372|0.017590648|-63.19394154|0.185013456|8.395550408|1.038361162|0.788334835|-2.480134939|95.53118838|-31.72964526|75.34643812|3230.6292780000003|563.0333297999999|-1713.4008440000002|2603.072527|-21.92042059|0.211665165|8.772646622|17.01968794|0.940085891|7238.033439|146.228847|-1183.702712|40.24894481|672.4630346|13.94067198|0.0|1.0|0.0|2.0|3.31|4.04|78.43|2.0|0.0|130.43|0.0|7.0|-5.2|34.0|465.43|0.0|0.0|0.0|2.65|6.26e-06|0.00291|8.6e-06|0.0|7.24e-08|5.2317|4.86|-1645.205296|-1645.169789|0.4894|236.99|0.40752|0.6805100000000001|0.2987|-0.15658|-0.21356|0.03550681|7.2218|7.2218
18b_a30|0.0|0|0.0|0|7.412764017000001|2|0.604987149|5.351858133|0.0075638519999999|2|0.041767677|-0.039831247|-0.375139476|0.003099827|-0.051413084|1|-0.090115975|1|0.80330079|0.822401103|0.022695194|-0.089945913|0.8839272779999999|0.760234689|-0.09536285|0.413791511|0.019880184|-52.09100293|0.130659636|8.698138813|0.0|0.759715688|-1.811894154|75.30642440000001|-23.96987622|65.24093056|2915.383182|575.0330633|-1198.493811|3057.267112|-15.85509189|0.240284312|7.513189589|13.0644231|0.7388650920000001|6387.715069|158.9382363|-792.7545943|31.55111394|666.0036144999999|12.22780277|0.0|1.0|0.0|1.0|3.87|2.49|105.44|2.0|0.0|131.99|0.0|5.0|-5.49|31.0|423.49|0.0|0.0|0.0|2.42|3.23e-06|0.00137|1.57e-05|0.0|2e-07|3.5256|3.64|-1668.034279|-1667.995173|0.3576|351.66|0.67715|0.67715|0.3576|-0.14385|-0.2052699999999999|0.03910602|7.6003|7.6003
