molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|TPSA_x|WNSA5|WPSA3|FNSA1|DPSA5|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|TPSA_y|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
47r_a18|0|0|0|0.0|0.0|0|7.03438793|1|0.403924645|0.0|-0.0058631659999999|-0.216996268|0|0.035706215|0.041686585|0.0|-0.40455848|-0.005176133|-0.02952923|10.35082951|-0.030106257|0|-0.0001597829999999|-0.233665901|-0.362261236|0|0.806477847|0.7698681909999999|0.017110504|0.8075001|0.7554975009999999|0|0.769578222|-0.083915825|-0.087091542|0.26560995|0.0155038689999999|172.30927739999998|-48.70193962|8.669825595|0.688074851|81.99788849|-23.68254797|74.34599189|3389.050097|575.4901675|-1563.048166|-17.70979622|0.311925149|0.976088187|233.2574532|-1168.846551|0.0225607039999999|-281.2845386|1005.982493|16.87088158|1.0|1.0|1.0|111.03|2.23|3.0|0.0|1.0|-6.65|36.0|4.0|-6.12|0.0|0.0|0.0|2.2|-5.64|2.26e-07|2.31e-06|0.00117|4.59|0.0|1.0|3.48e-08|1.76e-05|-0.0522799999999999|3.1705|9.2|3.1705|-1964.841529|-1964.813473|790.57|1387.23|391.06|729.75|0.69545|-1964.443758|2.3873|0.02805567|231.0|6.6364|6.6364
10_a27|0|0|0|0.0|0.0|2|6.605297921|0|1.400533489|3.383341915|-0.006285923|-0.044164147|2|0.040512821|-0.184068581|1.296293777|-0.282866526|0.00991794|0.034318674|10.93783185|-0.000903965|1|0.010329671|-0.2030237389999999|-0.341622797|2|0.639413469|0.804375252|0.129719095|0.862408925|0.614205449|1|0.8526621529999999|-0.061299064|-0.087022238|0.346344305|0.017676458|78.34972221|-24.60801194|4.998521009|0.7453606909999999|55.05868025|-16.5270506|41.99674607|2270.538352|453.4194305|-694.1361252|-8.788575695|0.254639309|0.912640238|135.40932969999997|-369.1201792|0.01651645|-260.9504933|424.8821143|8.782938574|1.0|1.0|1.0|65.6|2.25|0.0|0.0|1.0|-3.57|25.0|4.0|-6.51|0.0|1.0|1.0|2.74|-3.92|0.000266|0.0001189999999999|0.0394|2.55|0.0|0.0|5.81e-07|0.000192|-0.0498|4.1495|4.66|4.1495|-1083.137871|-1083.1151289999998|573.31|958.95|298.79|450.26|0.63894|-1082.956472|4.6684|0.0227416|69.0|7.1612|7.1612
12au_a36|1|0|0|3.422314661|0.0|0|7.412764017000001|2|0.2992539489999999|0.0|-0.009897048|-0.351827031|2|0.044036281|0.075815782|0.0|-0.613616984|-0.006862238|-0.023640632|10.31810353|-0.03802163|1|-0.001160331|-0.15024383|-0.261631709|1|0.8183043390000001|0.825565083|-0.021932444|0.877827228|0.750657639|0|0.698996981|-0.090166553|-0.110305773|0.284342092|0.021569487|216.5471227|-57.09017539|11.16356587|0.7160586109999999|95.91776213|-27.36414058|80.38496714|3484.987058|502.8713191000001|-1587.1201529999998|-19.68626738|0.283941389|0.97188557|204.2726719|-1141.803508|0.023021031|-310.873098|805.2286932|16.56175445|0.0|0.0|0.0|123.75|0.84|1.0|0.0|1.0|-3.85|34.0|6.0|-8.03|0.0|0.0|0.0|1.18|-3.72|0.0001409999999999|0.0001889999999999|0.0897|1.64|0.0|0.0|1.36e-07|6.45e-05|-0.0570899999999999|5.1307|6.24|3.7105|-1876.207937|-1876.156196|752.27|1283.4|241.65|618.65|0.58518|-1875.89525|6.1367|0.05174058|47.0|7.3279|7.3279
14ae_a23|0|1|1|0.0|0.0|2|7.423568444|0|1.1979624290000002|3.338149829|-0.007539122|-0.029948314|2|0.042903564|0.026913008|0.7338690390000001|-0.4448081789999999|0.008996289|-0.0174992419999999|10.31321689|0.0289586779999999|2|0.009675528|-0.143336826|-0.253318853|2|0.7763406840000001|0.7830067820000001|0.107765697|0.8356326820000001|0.7317531540000001|1|0.872362051|-0.065169397|-0.087074783|0.202342743|0.03467374|91.4475768|-44.69687612|17.79858399|0.53040766|87.09501229|-19.28284095|71.53368511|3212.850883|625.0131414|-1060.556252|-13.81539807|0.46959234|0.919603093|336.444465|-759.846894|0.034488074|-43.57178809|770.8206617000001|24.70935041|0.0|1.0|1.0|123.48|2.42|2.0|0.0|1.0|-5.8|34.0|6.0|-6.68|0.0|0.0|0.0|3.44|-5.08|1.6e-06|8.22e-06|0.0038799999999999|3.52|0.0|0.0|2.49e-08|1.17e-05|-0.07122|3.6036|2.99|3.6036|-1858.967022|-1858.952529|751.57|1285.52|344.06|627.57|0.58144|-1858.675325|7.0211|0.01449323|2.0|8.6038|8.6038
17_a12|0|0|0|0.0|0.0|0|6.823286122000001|1|0.610029543|0.0|-0.00864055|-0.058347964|3|0.035816993|-0.210594127|0.0|-0.38018419|-0.002523977|-0.072956553|10.31157659|-0.070249784|1|-0.000651751|-0.113649923|-0.202276514|2|0.918713011|0.8198617429999999|-0.043392747|0.87653892|0.859088647|0|0.858119365|-0.069570363|-0.096209886|0.318309599|0.011226177|73.93273708|-26.12444199|3.048310481|0.786701219|57.97616997|-18.34174978|42.10235809|2246.161353|447.1583691000001|-752.0117408|-9.557722681|0.213298781|0.8728564259999999|111.1480977|-391.8666299|0.015049295|-298.7949107|431.5987143|7.842053909|1.0|1.0|1.0|78.41|2.47|0.0|0.0|1.0|-4.51|24.0|4.0|-6.07|0.0|1.0|1.0|3.14|-4.24|3.1e-05|5.7100000000000006e-05|0.0191|3.19|0.0|0.0|6.97e-08|2.32e-05|-0.06322|4.4014|2.87|3.7723|-1366.804178|-1366.776169|560.09|933.62|281.69|419.49|0.39539|-1366.638303|2128.0|0.02800938|16.0|7.7959|7.7959
A8301_a51|0|0|0|0.0|0.0|1|6.86171134|0|1.197963627|1.700610355|-0.00449765|-0.028789626|2|0.039058957|0.078523314|1.987294898|-0.242873103|0.00740124|-0.012770742|10.31321735|-0.1227504419999999|1|0.007083041|-0.0357324579999999|-0.0618359079999999|2|0.7595189840000001|0.6959300979999999|-0.013846396|0.750630149|0.7234449559999999|1|0.934739895|-0.055295165|-0.0780376929999999|0.339244706|0.008152073|42.37868986|-32.90818536|3.437697042|0.854959635|56.90163721|-21.28401067|41.20144811|2799.106729|607.0025787000001|-1064.200534|-13.82143785|0.145040365|0.922911768|94.18649643|-691.0718926|0.009586697|-461.0082758|690.8826121000001|6.225421319|1.0|1.0|1.0|87.72|3.35|2.0|0.0|1.0|-6.6|31.0|3.0|-5.31|0.0|0.0|1.0|4.58|-5.93|2.5e-07|1.17e-06|0.000495|5.02|0.0|0.0|4.12e-10|1.74e-07|||||||||||||||12.0|7.9208|7.9208
7_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0.60501656|0.0|-0.008855374|-0.106234254|2|0.03757716|-0.047419994|1.989724777|-0.327648836|-0.007540435|0.054347129|10.3116226|0.030246987|1|-0.006696449|0.020589494|0.036673175|2|0.881253042|0.790667152|-0.224253635|0.8632654590000001|0.773152968|1|0.782294598|-0.1034274319999999|-0.096448591|0.5999725029999999|0.009708941|107.7330046|-23.61864737|2.377557323|0.7992146109999999|55.15105143|-18.2490344|55.98630667|2196.07224|387.1238241|-620.4671695000001|-9.030659289|0.2007853889999999|0.663120542|99.36002106|-307.0424158|0.0149999089999999|-296.13678660000005|353.7528308|7.422807617|1.0|1.0|1.0|92.93|2.11|1.0|0.0|1.0|-5.44|23.0|3.0|-5.68|0.0|0.0|1.0|3.63|-4.87|3.67e-06|1.34e-05|0.00455|3.79|0.0|0.0|3.28e-08|1.11e-05|-0.0640299999999999|5.8849|3.09|3.4435|-1731.7341420000002|-1731.703107|522.73|883.88|210.68|362.61|0.3456|-1731.602893|3.1299|0.03103579|1023.0|5.9901|5.9901
5_a4|0|0|0|0.0|0.0|1|7.535296702|1|1.343864516|2.166832955|-0.001215982|0.02257929|2|0.035994832|0.012532807|2.189593648|-0.0607990979999999|0.011630756|-0.050389825|10.92992834|-0.134215501|1|0.0111310589999999|-0.0471580309999999|-0.076189222|2|0.655087104|0.767615203|-0.165454845|0.820886786|0.650346601|1|0.943148502|-0.050732198|-0.0681917309999999|0.431132276|0.008047242|30.54859623|-19.68930579|2.323516519|0.807351587|41.76764149|-13.54166762|31.58455727|2282.291204|506.7916175|-622.9167106000001|-7.276482574|0.192648413|0.7058248159999999|103.5177395|-334.71819839999995|0.009538616|-330.3047347|518.5792364|5.125482045|1.0|1.0|1.0|43.6|2.88|1.0|0.0|1.0|-4.57|26.0|3.0|-5.57|0.0|1.0|1.0|3.89|-4.84|2.72e-05|1.4499999999999998e-05|0.0049299999999999|3.95|0.0|0.0|1.09e-08|3.71e-06|-0.04892|4.8582|3.71|4.0239|-1069.27374|-1069.251223|595.55|1013.0|255.2|421.24|0.60407|-1069.051141|2.7859|0.02251645|71.0|7.1487|7.1487
5b_a50|0|1|1|0.0|0.0|2|7.927685046000001|1|1.397278957|4.190114953|-0.00141071|-0.003549558|1|0.034845679|-0.052494624|2.473508677|-0.062071259|0.012641727|-0.137595558|10.9325725|-0.113846154|2|0.012290091|-0.1052449509999999|-0.175158017|1|0.693611382|0.791163321|0.019856551|0.855527513|0.6642694929999999|1|0.958606481|-0.041157676|-0.061164973|0.271653991|0.012204641|21.02890062|-15.78596849|3.149876031|0.5887490470000001|42.76068675|-10.87564575|27.10933752|2183.545404|486.9950914|-435.0258302|-5.525088972000001|0.411250953|0.8058479690000001|208.925351|-221.0035589|0.023005632|-90.17329003|409.0289917|11.68741316|1.0|0.0|1.0|35.64|2.4|0.0|0.0|2.0|-3.48|24.0|2.0|-6.03|0.0|1.0|1.0|3.11|-4.19|0.000335|6.47e-05|0.0202|3.06|0.0|0.0|1.37e-06|0.0004269999999999|-0.0256899999999999|5.6332|2.81|4.0222|-990.6114185|-990.5849031|547.35|922.49|220.09|411.9|0.4270899999999999|-990.43875|4.4181|0.02651535|12.23|4.9126|4.9126
12an_a36|1|0|0|3.489959714|0.0|0|7.412764017000001|2|0.6294007110000001|0.0|-0.0070293469999999|-0.046532211|2|0.042739018|0.0966393909999999|0.0|-0.407702102|0.00285431|-0.131674913|10.33556631|-0.031635802|1|0.003710345|-0.07550872|-0.133106642|1|0.906423012|0.8344566859999999|-0.009636347|0.885733922|0.855081905|0|0.836440154|-0.073519599|-0.105145528|0.270501913|0.0173118669999999|110.5140393|-48.0034364|7.903608682000001|0.783512615|81.70091433|-24.99720254|61.37296195|2881.978785|565.1654879|-1349.848937|-16.89009799|0.216487385|0.8042935809999999|146.2760938|-912.0652916|0.015771136|-383.1273396|725.9470896|10.65623343|1.0|1.0|1.0|94.5|2.51|1.0|0.0|1.0|-4.85|31.0|4.0|-6.64|0.0|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|3.09e-05|0.0132|3.19|0.0|0.0|8.95e-08|3.83e-05|-0.05561|5.1771|3.37|3.7872|-1670.452238|-1670.417726|718.98|1215.98|239.49|571.76|0.44822|-1670.182102|4.3963|0.0345115999999999|0.04|7.3979|7.3979
8c_a32|1|1|1|3.46252244|0.0|0|7.765993078999999|0|0.609420757|0.0|-0.0093793719999999|-0.04699673|0|0.036711712|-0.026467635|2.143746338|-0.459589251|-0.003484915|-0.026048985|10.31100269|-0.0682721729999999|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|0|0.788133615|0.845443342|-0.024032462|0.8966299409999999|0.7507116140000001|1|0.801747512|-0.076876481|-0.097480366|0.263222951|0.016240436|119.85432240000002|-35.6276568|5.935643221|0.600684883|74.36515033|-16.654735000000002|56.29419869|2571.62241|484.6996147|-766.1178102000001|-10.06868562|0.399315117|0.8100952690000001|241.4075262|-463.1595384|0.025527931|-121.7388847|557.1050635|15.43301109|1.0|1.0|1.0|140.04|1.1|1.0|1.0|1.0|-5.82|27.0|4.0|-6.45|1.0|0.0|1.0|3.56|-4.39|1.5e-06|4.11e-05|0.0164|3.21|0.0|0.0|2.23e-08|8.86e-06|-0.04161|3.5673|4.28|3.5673|-1880.764533|-1880.733377|646.97|1090.0|347.56|516.78|0.70135|-1880.537558|8.4922|0.03115673|37.0|7.4318|7.4318
19i_a38|1|0|0|3.169368622|0.0|0|7.412764017000001|2|1.297043925|0.0|-0.008447598|-0.115864198|2|0.043197531|0.08414367|0.0|-0.4561702689999999|-0.006877664|-0.074033381|10.96052467|-0.053762162|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|0.836170906|-0.040954326|0.892249657|0.632625562|0|0.747158407|-0.08347616|-0.113250303|0.4748744179999999|0.022576308|154.953787|-42.53502816|8.479305267|0.7419238420000001|82.98550237|-24.98593175|64.99417804|2896.470706|457.89548719999993|-1249.2965869999998|-15.31261014|0.258076158|0.800346329|158.161786|-765.6305068|0.022159015|-296.5257022|593.6088758|13.5801364|1.0|1.0|1.0|81.23|2.78|1.0|0.0|1.0|-4.25|31.0|5.0|-6.81|0.0|0.0|1.0|3.04|-4.33|5.68e-05|4.67e-05|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.0564799999999999|5.7041|3.66|3.6129|-1431.415351|-1431.384243|641.31|1101.03|217.36|457.26|0.4342|-1431.181148|6.6636|0.03110827|13.0|7.9031|7.9031
12s_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984545|0.0|-0.007621736|-0.095120438|2|0.04625323|-0.0601024909999999|0.0|-0.403952011|-0.002544958|-0.035768573|10.31162892|-0.04950715|1|-0.001131023|-0.0546637159999999|-0.145315868|1|0.609043558|0.83236194|0.006789196|0.889479916|0.591758164|0|0.706713791|-0.090733404|-0.103647048|0.404041243|0.019324097|189.9114627|-43.45862792|8.102485674|0.790481833|78.38074776|-26.02399668|71.26547471|2977.11642|457.6180044|-1275.175837|-16.8513047|0.209518167|0.877516163|135.66918710000002|-825.7139305|0.017398791|-376.1910929|616.2856203|11.26623|1.0|1.0|0.0|81.65|3.58|2.0|0.0|1.0|-5.49|31.0|6.0|-6.06|0.0|0.0|0.0|3.21|-5.17|3.24e-06|6.71e-06|0.00291|4.07|0.0|0.0|6.900000000000002e-08|3e-05|-0.0551|5.0438|4.32|3.5348|-1774.236634|-1774.202623|677.35|1140.1|245.81|526.07|0.43338|-1774.01033|3.0335|0.03401064|7.0|8129.0|8129.0
3p_a32|1|1|1|3.456037415|0.0|0|8.02059915|1|0.609420752|0.0|-0.008735261|-0.028895521|0|0.036666667|-0.050639647|2.1365141480000003|-0.419292538|-0.000971341|-0.111150118|10.31100269|-0.074544773|3|0.000920756|-0.146606489|-0.26891009|0|0.737842269|0.8599558070000001|0.058054833|0.918782026|0.6956696440000001|1|0.8195708759999999|-0.070907174|-0.098773656|0.366898545|0.021264377|106.1908248|-34.21384146|7.365688817|0.6199678829999999|73.07639870000001|-17.1756096|54.24719019|2650.4178850000003|482.3550967|-755.7268222|-10.10863498|0.380032117|0.713035367|223.6663527|-444.779939|0.025390655|-141.21321609999998|530.5658569|14.94356622|1.0|1.0|1.0|131.25|1.1|1.0|0.0|1.0|-5.11|27.0|4.0|-6.8|0.0|0.0|1.0|3.23|-4.25|7.78e-06|5.629999999999999e-05|0.0222|2.7|0.0|0.0|1.62e-07|6.4e-05|-0.04963|3.6436|4.26|3.6436|-1879.554272|-1879.527843|626.32|1057.58|340.28|471.04|0.7017100000000001|-1879.350471|4.3094|0.02642856|26.0|7585.0|7585.0
9_a15|0|0|0|0.0|0.0|0|0.0|0|1.419941378|0.0|-0.009923019|-0.042227775|1|0.04022792|0.096418279|0.0|-0.506073953|1.7800000000000002e-05|0.05688176|10.95880687|0.005692073|0|0.003160815|-0.203104439|-0.295062413|1|0.85357243|0.7059441040000001|0.088615068|0.742680335|0.8105478740000001|0|0.846156316|-0.073701648|-0.11668349|0.416635119|0.032464905|85.79894134|-36.29225274|10.09761131|0.51257747|85.14415759|-15.93664265|59.20930631|2392.3164920000004|471.903131|-780.8954896|-8.88789863|0.48742253|0.8240935659999999|271.83655510000006|-435.5070329|0.03598612|-14.02896218|532.0914339999999|20.06953345|1.0|1.0|1.0|61.84|1.96|2.0|0.0|1.0|-5.25|27.0|5.0|-5.52|0.0|1.0|1.0|3.69|-4.81|5.63e-06|1.53e-05|0.00562|4.24|0.0|0.0|2.69e-08|9.86e-06|-0.0258899999999999|4.3447|3.36|3.7487|-1223.705126|-1223.687392|588.55|1042.17|285.37|507.33|0.6512399999999999|-1223.463757|1.4625|0.01773342|107.0|6.9706|6.9706
14e_a23|0|1|1|0.0|-4.45581912|2|7.423568444|0|1.197957573|3.052208981|-0.008865361|-0.272389934|2|0.044241453|0.023369734|0.650989437|-0.4787294729999999|0.001027627|0.021081733|10.3132176|-0.009871698|2|0.001951778|-0.07256543|-0.226146643|2|0.560094237|0.791790895|0.133270225|0.8510270329999999|0.5415996160000001|1|0.925392058|-0.073376247|-0.089453046|0.267882223|0.018022127|51.92870134|-43.33511299|8.73073591|0.796525872|74.75779594|-27.39493099|63.61519626|3255.313968|644.0923882999999|-1369.74655|-19.06744972|0.203474128|0.981902808|141.6222839|-953.3724859|0.017954325|-412.7765217|658.8108151|12.49658915|0.0|1.0|1.0|105.02|3.82|2.0|0.0|1.0|-6.38|34.0|7.0|-6.06|1.0|0.0|0.0|4.5|-5.79|4.1200000000000004e-07|1.61e-06|0.000773|4.46|0.0|0.0|5.94e-09|2.85e-06|-0.08122|3.7033|4.2|3.7033|-1966.96594|-1966.943431|706.39|1209.58|334.8|571.39|0.63922|-1966.720803|3.7696|0.02250947|3.0|8.5214|8.5214
11d_a31|1|0|0|3.39688681|0.0|0|7.765993078999999|1|0.610136352|0.0|-0.017317263|-0.116385886|0|0.0388738739999999|0.016799834|0.0|-0.848545873|-0.009496378|-0.092360393|10.31169874|-0.078235092|2|-0.006496772|-0.096447723|-0.153894316|0|0.819298311|0.822077662|-0.057505249|0.868115289|0.78396996|0|0.585212816|-0.134031221|-0.134048091|0.197166451|0.034417775|253.9354598|-50.24081482|12.89967697|0.6817705409999999|98.8237718|-24.97634343|103.1255906|2532.447962|358.2711594|-1148.911798|-15.29068277|0.318229459|0.929231204|194.8221811|-703.3714074|0.027374162|-222.5622569|505.4234462|16.75864338|1.0|1.0|1.0|125.57|1.26|1.0|0.0|1.0|-5.48|27.0|6.0|-6.4|0.0|0.0|1.0|3.34|-4.2|3.33e-06|6.26e-05|0.0241|3.17|0.0|0.0|5.83e-07|0.000225|-0.03404|3.8009|4.87|3.8009|-1598.7152199999998|-1598.671315|650.64|1077.69|326.2|551.86|703.0|-1598.4848980000002|3.1919|0.04390452|0.03|7.5229|7.5229
6_a1|0|0|0|0.0|0.0|1|7.535296702|1|1.3488280769999998|2.325221088|-0.005477033|0.021203156|1|0.039635417|-0.114683042|0.0|-0.230035376|0.005054086|-0.00983397|10.95180041|-0.0538497079999999|1|0.006851583|-0.230322048|-0.3632559589999999|1|0.781885145|0.798346291|0.13761072|0.8524898329999999|0.741035199|0|0.8782596159999999|-0.057199415|-0.077422386|0.212044989|0.021009352|58.82435931|-18.076387|4.905211525|0.576759436|49.61122373|-11.51080589|37.79009463|1956.144556|424.3707604|-448.9214297|-5.56196523|0.423240564|0.7295841470000001|204.5077752|-216.916644|0.025250885|-74.17956941|359.9965854|12.20110458|1.0|0.0|1.0|39.94|1.75|0.0|0.0|1.0|-3.12|22.0|3.0|-6.21|0.0|1.0|1.0|2.82|-3.68|0.0007599999999999|0.00021|0.0613|2.63|0.0|0.0|9.51e-07|0.000277|-0.02214|4.0635|2.81|4.0635|-935.5024827|-935.4750982|527.41|875.29|305.12|405.23|0.69818|-935.330989|5.8386|0.027384499|5.1|5.2924|5.2924
IN1166_a11|1|0|0|3.433539068|0.0|0|6.842683282|0|1.429020445|0.0|-0.006882528|-0.008507023|2|0.044021739|0.018376555|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|-0.001446486|-0.126749697|-0.223618825|2|0.841211811|0.765593573|0.102257199|0.827254552|0.790249345|1|0.863273559|-0.073965061|-0.0896538619999999|0.551933595|0.0200246639999999|94.40543077|-42.74230509|9.546719887|0.694302821|76.76995134|-21.84820685|64.89703387|2865.055175|596.0640225999999|-1114.258549|-15.08551944|0.305697179|0.8639230290000001|211.0745642|-769.3614916|0.021531291|-268.3203251|676.2770877|14.86669859|1.0|1.0|1.0|103.17|0.92|1.0|0.0|0.0|-5.11|32.0|5.0|-6.52|0.0|0.0|1.0|3.31|-4.78|7.74e-06|1.65e-05|0.00688|3.27|0.0|0.0|6.59e-11|2.75e-08|-0.07275|4.9857|3.36|3.2827|-1347.298558|-1347.256659|704.48|1198.36|248.68|554.63|0.4358399999999999|-1347.012407|3365.0|0.04189898|12.0|7.9318|7.9318
8b_a31|1|0|0|3.37710223|0.0|0|7.765993078999999|1|0.610137861|0.0|-0.013629145|-0.12841288|0|0.041161616|-0.130371116|0.0|-0.57242407|-0.010300564|-0.211457443|10.31170011|-0.069423138|2|-0.006785954|-0.05421947|-0.092604362|0|0.928940547|0.843119174|-0.058494079|0.8956498159999999|0.8761979520000001|0|0.6076192260000001|-0.120703408|-0.132574249|0.281200674|0.03234629|204.9365822|-36.1645207|8.823644775|0.703469355|82.21438954|-21.30529654|79.93633765|2189.617009|317.3534883|-830.906565|-11.12754483|0.296530645|0.920410507|154.8750114|-433.9742484|0.02483711|-212.5400476|372.3224834|12.97217579|0.0|1.0|1.0|114.29|0.61|0.0|0.0|2.0|-4.05|23.0|5.0|-6.87|0.0|0.0|1.0|2.52|-3.4|8.97e-05|0.000399|131.0|2.02|0.0|0.0|1.86e-06|0.00061|-0.0325|3.8582|1.77|3.8582|-1386.852117|-1386.815519|566.18|927.61|321.36|439.96|0.70036|-1386.681003|3.6945|0.03659821|2.2|5.6576|5.6576
15b_a50|0|1|1|0.0|0.0|2|7.934155233999999|1|1.353059441|4.112770601|-0.0045393|-0.05484142|1|0.032843915|-0.103807905|2.018777006|-0.22696498|0.004641091|-0.06083723|10.94501702|-0.124047802|2|0.005203263|-0.131737048|-0.2185722769999999|1|0.79846758|0.8259784720000001|0.000882622|0.8833003970000001|0.764606364|1|0.8209134840000001|-0.082576068|-0.080700307|0.447220762|0.020083792|102.3838797|-26.37622116|6.564219549|0.639017342|60.03646705|-16.04745006|58.69070955|2441.264256|469.3167805|-738.1827030000001|-9.174337796|0.3609826579999999|0.919348867|206.3740238|-422.0195386|0.024313507|-158.95261259999998|510.3677388|13.90004811|1.0|1.0|1.0|68.76|1.66|1.0|0.0|2.0|-3.18|27.0|4.0|-6.98|0.0|1.0|1.0|2.37|-3.6|0.000654|0.000249|0.0891|2.11|0.0|0.0|1.92e-06|0.000687|-0.0333399999999999|4.0561|2.08|4.0561|-1160.4989460000002|-1160.463663|613.37|1035.3|305.67|475.99|0.65917|-1160.275856|6.9054|0.03528279|79.0|7.1024|7.1024
12ae_a36|1|0|0|3.412870974|0.0|0|7.412764017000001|2|0.299253957|0.0|-0.009867085|-0.351827031|2|0.041555556|0.087069205|0.0|-0.611759277|-0.006862238|-0.083959343|10.31810353|0.006615826|1|-0.001160331|-0.15024383|-0.261631709|1|0.8183043390000001|0.831101086|-0.0931249669999999|0.8837136859999999|0.750657639|0|0.7162413209999999|-0.085851235|-0.105648609|0.439268891|0.023873046|211.4077529|-58.64180087|13.25108213|0.6849975640000001|97.76153993|-27.14173115|81.74750345|3486.122819|533.6188092|-1574.220407|-20.22131065|0.315002436|0.870019385|234.6851816|-1172.836017|0.025570256|-275.6561988|805.2286932|19.05051961|0.0|0.0|0.0|123.75|0.84|1.0|0.0|1.0|-3.85|34.0|6.0|-8.03|0.0|0.0|0.0|1.18|-3.72|0.0001409999999999|0.0001889999999999|0.0897|1.64|0.0|0.0|1.36e-07|6.45e-05|-0.0548899999999999|5235.0|6.24|3.8664|-1876.203168|-1876.152311|754.15|1281.69|236.84|615.71|0.40141|-1875.897072|6.7458|0.0508577|15.0|7.8239|7.8239
14o_a23|0|1|1|0.0|-4.758526534|2|7.423568444|0|1.197958066|3.133942289|-0.014680137|-0.301504331|2|0.046090147|0.135737344|0.6669152279999999|-0.807407518|-0.002390707|-0.029012777|10.3132174|-0.049105045|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|2|0.598213287|0.802854174|0.000891427|0.861597051|0.575188253|1|0.904077943|-0.072435569|-0.094138958|0.328340215|0.018054548|68.19627862|-47.58321438|9.125801389|0.800301554|80.64694246|-30.18347529|64.33441296|3399.6213840000005|642.7588542000001|-1539.35724|-21.45909668|0.199698446|0.958697036|141.97663490000002|-1094.413931|0.019295686|-427.001863|676.4530574|13.71836682|0.0|1.0|1.0|114.25|3.04|2.0|0.0|1.0|-6.89|35.0|8.0|-5.94|1.0|0.0|0.0|4.31|-6.0|1.29e-07|1e-06|0.0004969999999999|4.76|0.0|0.0|1.12e-08|5.57e-06|-0.08059|3.6989|5.17|3.6989|-2042.184285|-2042.161288|729.11|1236.72|335.19|582.89|0.58581|-2041.934645|5.9294|0.02299729|3.0|8.4815|8.4815
14ac_a23|0|1|1|0.0|-9.994971573|2|7.423568444|0|1.1979507740000002|2.7104403130000003|-0.011656739|-0.4422550999999999|2|0.048351548|0.016532702|0.544211741|-0.66443411|-0.0066006519999999|0.0518788009999999|10.3132169|0.043387326|2|-0.004445662|-0.069765112|-0.287952039|2|0.5562570379999999|0.7797862459999999|0.1374474|0.834426845|0.537271445|1|0.931143634|-0.0883661019999999|-0.097100967|0.300389872|0.016832361|51.99287907|-55.36344264|9.597200637|0.8077820920000001|87.75911516|-33.20157553|79.43449928|3695.344378|703.0989434999999|-1759.6835030000002|-25.07023818|0.192217908|0.95751094|145.1421706|-1328.722623|0.019122137|-464.8074813999999|718.3324686000001|14.43896921|1.0|1.0|1.0|105.02|4.6|2.0|0.0|1.0|-7.31|38.0|10.0|-5.84|1.0|0.0|0.0|5.43|-6.65|4.92e-08|2.24e-07|0.000123|5.35|0.0|2.0|9.25e-10|5.06e-07|-0.08813|4.0014|4.93|3.6325|-2304.001319|-2303.9786940000004|751.54|1285.58|309.85|627.76|0.6408|-2303.749331|6.3004|0.02262555|4.0|8.3851|8.3851
