molecula|SRW09|nAHRing|Highest Occupied Molecular Orbital Energy|MATS2c|Gibbs Free Energy|SRW07|AATSC1s|n6aHRing|nFaHRing|WPSA3|GeomPetitjeanIndex|TASA|PPSA1|DPSA1|Log Po/w iLOGP|Log Po/w Silicos-IT Log P|Class [Log S (SILICOS-IT)]|Egan filter|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|pIC50
17c_a50|7.934155233999999|2|-0.19818|-0.212075666|-1410.902767|5.82008293|0.024219848|1|1|10.25908547|0.49503436|617.2509739|296.00120400000003|-95.97318605|3.61|3.59|1.0|0.0|0.0698|0.0165|4.2397|2.74|-1411.187392|-1411.157813|7.1612
19i_a38|7.412764017000001|2|-0.2052|-0.125335237|-1431.239177|5.351858133|-0.115864198|1|0|8.479305267|0.444551315|457.89548719999993|158.161786|-296.5257022|2.88|3.55|1.0|0.0|0.0238|0.0196|5.7041|3.66|-1431.415351|-1431.384243|7.9031
14a_a5|6.605297921|1|-0.2183699999999999|-0.056730193|-1390.352729|4.59511985|-0.005002101|2|0|7.942029745|0.470085022|534.8590069|250.3569601|-175.53051609999997|2.41|4.56|1.0|0.0|0.0304|0.0256|4.1501|4.3|-1390.592722|-1390.546425|6.9508
12c_a36|7.412764017000001|2|-0.2082699999999999|-0.087096843|-1692.3713309999998|5.351858133|-0.04162109|1|0|8.079011794|0.473610011|540.0159387|157.3609748|-327.5932797|0.0|3.35|1.0|0.0|0.0151|0.0106|3.8436|3.79|-1692.540795|-1692.511019|8.0458
12ak_a36|7.412764017000001|2|-0.20204|-0.052930979|-1350.637958|5.351858133|-0.0407717229999999|1|0|10.36054668|0.423822657|611.9003905000001|189.3013851|-342.3783571000001|0.0|3.85|1.0|0.0|0.0047799999999999|0.00589|3.8734|4.21|-1350.900117|-1350.865407|7.3372
8h_a8|7.05012252|0|-0.21819|0.038482973|-1361.5113789999998|4.844187086|-0.249095464|0|0|3.871662077|0.451435543|354.18563860000006|48.02637252|-491.8998117|2.73|4.69|1.0|0.0|0.0023899999999999|0.00395|4801.0|7.71|-1361.651799|-1361.618499|4.9359
7_a47|0.0|0|-0.2073699999999999|0.00763426|-1647.841533|0.0|-0.143650735|2|1|2.8353037860000003|0.405265781|477.8297898|103.2106353|-357.5076454|3.14|5.63|1.0|1.0|0.000134|0.000345|3.7203|5.08|-1647.996662|-1647.963177|7.6
12q_a36|7.412764017000001|2|-0.2126199999999999|-0.0543475329999999|-1692.370918|5.351858133|-0.043678703|1|0|7.758093617|0.486620426|536.0103834|149.536123|-347.4093916|0.0|3.35|1.0|0.0|0.0151|0.0106|5.2375|3.79|-1692.544456|-1692.5102989999998|8.2218
4h_a46|7.825245291|1|-0.21008|0.128214845|-1923.611784|5.587248657999999|-0.346835467|2|0|6.198442205|0.4866209529999999|601.9869510999999|152.6017078|-479.405829|2.99|3.46|1.0|1.0|0.000149|0.00104|4.2444|8.5|-1923.926093|-1923.878801|6.6402
3g_a32|7.78113851|0|-0.20065|0.015803466|-1711.919273|5.733341277|-0.072619634|0|1|3.683575459|0.447358137|491.89858160000006|110.4157723|-333.29803589999995|3.44|7.02|1.0|0.0|2.88e-05|0.000915|3.5456|4.13|-1712.060085|-1712.036238|7.8539
17_a4|7.535296702|1|-0.21745|-0.188642713|-1255.932407|5.4161004020000005|-0.319716072|1|0|2.822041259|0.4440629029999999|458.3237652|71.31904507|-373.0328031|2.94|4.59|1.0|1.0|0.0152|0.00532|4.3363|4.44|-1255.994721|-1255.968357|6057.0
8b_a8|7.535296702|1|-0.19921|-0.023718767|-1406.887058|5.4161004020000005|-0.182065125|1|0|12.1771918|0.4835310479999999|342.0904577|133.8974321|-344.8810688|2.93|3.65|1.0|0.0|7.0|0.0153|4.5819|6.41|-1407.0843|-1407.052256|5.2941
11_a1|7.423568444|1|-0.19462|0.033732316|-1312.2963630000002|5.351858133|-0.196819043|1|0|12.15946748|0.47723847|351.1382199|146.29971719999998|-297.0290662|2.31|4.28|1.0|0.0|0.00327|0.00838|3.7383|5.26|-1312.462371|-1312.4282380000002|6.7696
11b_a5|6.605297921|0|-0.21291|-0.2023158669999999|-1564.621301|4.59511985|0.008093965|2|0|5.900883275|0.456131351|524.5231302|199.1611925|-202.0032297|2.55|5.38|1.0|0.0|0.00853|0.00767|4.4995|3.31|-1564.761898|-1564.72614|7.7212
3d_a32|7.765993078999999|0|-0.19671|0.0181036519999999|-1672.638515|5.733341277|-0.034290847|0|1|4.22710649|0.427813496|483.4133562|151.30787800000002|-238.8142619|3.11|6.97|1.0|0.0|9.58e-05|0.00251|3.5105|3.42|-1672.758552|-1672.733979|8.0915
8e_a12|6.803505258|1|-0.19338|0.050021617|-1177.436953|4.727387819|-0.049397555|1|1|5.0872236|0.45384745|538.051884|165.34017769999997|-241.94192880000003|3.01|3.34|1.0|0.0|0.0156|0.00744|5.247999999999999|3.45|-1177.619013|-1177.593205|6.2306
13e_a6|6.842683282|0|-0.20804|-0.089778965|-1347.074898|4.727387819|-0.008507023|2|1|8.211609879|0.4442079679999999|575.965487|185.4673146|-297.4895642|2.79|5.01|0.0|0.0|0.00323|0.00688|5.9885|3.36|-1347.297639|-1347.25954|7.9208
14o_a23|7.423568444|0|-0.23229|0.18835477|-2042.000938|5.351858133|-0.301504331|2|1|9.125801389|0.48945652|642.7588542000001|141.97663490000002|-427.001863|3.62|3.97|1.0|1.0|6.38e-05|0.0004969999999999|3.6989|5.17|-2042.184285|-2042.161288|8.4815
14w_a23|7.423568444|0|-0.22824|0.013971812|-1828.222578|5.351858133|-0.109136569|2|1|9.814393755|0.4972095239999999|521.1762769999999|169.6632599|-322.004381|3.35|4.2|1.0|0.0|0.0009369999999999|0.00242|3.6632|3.97|-1828.385903|-1828.363862|8.6737
12b_a5|6.605297921|2|-0.16607|-0.297319874|-1276.9984029999998|4.59511985|0.023224044|2|0|6.584944956|0.480419002|521.9354031|296.16656780000005|-38.31786425|0.0|3.29|1.0|0.0|2.0|143.0|4.6156|2.24|-1276.928859|-1276.8943800000002|7.3768
4_a27|6.823286122000001|0|-0.21533|0.082486268|-1083.01571|4.727387819|-0.058641975|2|1|5.40078803|0.444169714|441.4418013|164.3952417|-188.9664429|3.08|2.94|1.0|0.0|0.0882|0.0339|5.5485|4.63|-1083.138303|-1083.119531|8.3979
1f_a5|6.605297921|0|-0.2357|-0.139907335|-1288.263745|4.59511985|-0.31059482|2|0|2.614237829|0.4670794829999999|495.3305784|135.2439659|-287.2706403|2.61|5.48|1.0|1.0|0.00589|0.00396|4.7485|3.58|-1288.353339|-1288.3196369999998|6.6198
41_a18|7.03438793|2|-0.1814599999999999|0.115127295|-1454.045308|4.844187086|-0.059936864|0|0|4.488448275|0.487248278|503.8398786|66.33450764|-552.8844577000001|0.0|3.26|1.0|0.0|0.00125|0.0042899999999999|3.2123|7.34|-1454.374793|-1454.3467460000002|6433.0
47j_a18|7.03438793|1|-0.17273|0.070097424|1625.053346|4.844187086|-0.068902246|0|0|9.661420661|0.481373558|627.366638|183.246715|-411.3767328|0.0|2.43|1.0|0.0|0.000743|0.00366|3.1054|8.09|-1625.445572|-1625.413107|7.4559
12a_a32|7.765993078999999|0|-0.20049|0.087371302|-1880.600043|5.733341277|-0.057200812|0|1|6.430656017|0.456641145|491.8493928|207.2244662|-209.1696096|2.85|6.49|1.0|1.0|0.000389|0.0126|3576.0|4.63|-1880.771042|-1880.734215|7.6021
8a_a31|7.765993078999999|1|-0.18869|-0.039027368|-1347.446223|5.733341277|-0.158899731|0|0|9.179668678|0.4512945479999999|293.7455749|164.9149565|-164.57484340000002|2.05|4.16|2.0|0.0|0.0846|243.0|3.8097|1.53|-1347.541429|-1347.507102|6.1024
7e_a8|7.05012252|0|-0.2054699999999999|-0.150447714|-1300.327213|4.844187086|-0.052939815|0|0|7.725998682999999|0.4742828629999999|495.8990914|133.9683023|-330.14031780000005|3.38|5.16|1.0|0.0|0.000686|0.00149|3.8142|6.32|-1300.495519|-1300.467069|4.4547
26_a20|6.842683282|0|-0.21226|-0.000846851|-1352.098465|4.727387819|-0.104520106|2|1|5.806030949|0.472355054|535.3119506|145.1419493|-384.4457279|3.07|4.5|1.0|0.0|0.00305|0.00399|4.8421|4.97|-1352.315376|-1352.277633|6.8827
47c_a18|7.03438793|1|-0.17331|0.02368001|-1664.277127|4.844187086|-0.048726885|0|0|10.25333491|0.489290189|653.4941186000001|201.7910841|-400.3604527|0.0|2.84|1.0|0.0|0.000947|0.00417|3.1096|7.72|-1664.753129|-1664.721977|8.5229
18_a15|0.0|0|-0.19371|-0.020185809|-1265.614679|0.0|-0.090130715|2|0|2.672871589|0.415796832|511.4247108|81.07723009|-449.4301265|3.75|5.68|1.0|1.0|0.000265|0.0004559999999999|4543.0|5.65|-1265.810138|-1265.770242|6.8894
16b_a23|7.423568444|1|-0.21093|0.031073244|-1877.335869|5.351858133|-0.013240238|2|1|10.22222569|0.4870072789999999|688.1144512|193.4284005|-354.1828792|0.0|3.02|1.0|0.0|0.000314|0.00106|1.6041|4.24|-1877.655481|-1877.615701|7.0191
4S4l_a46|7.825245291|1|-0.19647|-0.058870177|-1092.543641|5.587248657999999|-0.075241716|1|0|2.117940478|0.469439238|487.3122681|66.47624804|-411.6630752|3.19|4.64|1.0|0.0|0.00182|0.0027|5.2929|4.99|-1092.753999|-1092.727031|6.5834
5b_a49|7.853604813|2|-0.20701|0.1108916119999999|-1291.929428|5.777652323|0.006327273|2|1|7.020013952999999|0.475192312|468.4133145|229.9974239|-127.7749783|2.9|2.98|1.0|0.0|0.1969999999999999|0.0468|5.1653|3.92|-1292.139616|-1292.100239|7.5528
10_a1|6.86171134|0|-0.20378|0.0883621719999999|-1223.022387|4.727387819|-0.23385288|1|0|4.718623023|0.459673515|378.9193385|93.83214542|-377.9175542|2.18|4.86|1.0|0.0|0.00372|0.00673|3.4067|5.81|-1223.159954|-1223.125689|5.8239
14z_a23|7.423568444|0|-0.23698|0.08752343|-2548.957384|5.351858133|-0.024897956|2|1|8.895469235|0.474697407|644.4593172|149.3235124|-397.8390333|3.67|4.64|1.0|0.0|8.18e-05|0.000354|4032.0|4.73|-2549.107748|-2549.0953670000004|8.2941
3_a20 (SB-525334)|6.880384082000001|0|-0.20131|-0.048050965|-1086.383308|4.727387819|-0.053897691|2|1|3.934338039|0.457398769|494.6267525|121.495147|-321.8682802|2.82|5.2|1.0|0.0|0.00489|0.00647|4.9821|3.9|-1086.585811|-1086.56485|6.7905
12_a15|0.0|0|-0.19054|-0.071096525|-1280.871722|0.0|-0.0455566929999999|2|0|6.123040777999999|0.476419838|572.3516967|161.8714956|-314.7766363|3.73|5.32|1.0|1.0|0.0002379999999999|0.000584|4.4819|5.16|-1281.087109|-1281.060163|8.3979
18a_a25|6.842683282|0|-0.21323|-0.151473962|-1675.04368|4.727387819|-0.019008377|2|1|4.188358905|0.493301255|617.676232|121.2825364|-420.4420243|3.43|5.89|1.0|0.0|0.000202|0.000744|5.4965|4.51|-1675.274716|-1675.2501519999998|7.0269
13b_a30|7.412764017000001|2|-0.20313|0.112353041|-1744.281763|5.351858133|-0.118776867|1|0|8.459192992|0.454574838|468.6532296|134.8423681|-405.5090587|0.0|3.04|1.0|0.0|0.00427|0.0221|5.0501|4.54|-1744.492044|-1744.446479|7.5901
12ab_a36|7.412764017000001|2|-0.2093699999999999|-0.064515677|-1364.300531|5.351858133|0.000258844|1|0|11.46782191|0.484987413|580.1454645|221.4026852|-246.9770378|0.0|3.14|1.0|0.0|0.0503|0.0515|3.8845|3.23|-1364.509957|-1364.468283|7.9586
18b_a25|6.842683282|0|-0.22145|-0.147813831|-1767.286778|4.727387819|0.0131826839999999|2|1|6.296086869|0.493622561|656.9874135|151.02439719999998|-399.6704921|3.56|5.93|1.0|0.0|0.000132|0.000899|5.5437|4.32|-1767.52411|-1767.494087|7.2924
8b_a32|7.765993078999999|0|-0.20121|0.113639567|-1880.602014|5.733341277|-0.057200812|0|1|6.585851946|0.458155153|494.8166492|207.6969342|-212.3722924|3.04|6.49|1.0|1.0|0.000583|0.0161|3.5442|4.22|-1880.77142|-1880.735397|7.9208
12bh_a36|7.412764017000001|2|-0.20168|-0.052761366|-1311.356102|5.351858133|-0.047482048|1|0|7.807212275|0.482052584|554.7010591|144.22085800000002|-377.0728785|0.0|3.76|1.0|0.0|0.0117|0.0102|3.8811|3.79|-1311.589612|-1311.558898|7.8539
12bb_a36|7.412764017000001|2|-0.21175|-0.07834963|-1431.238418|5.351858133|-0.117921811|1|0|9.094955748|0.4808928389999999|442.2064275|180.1992964|-281.5518699|0.0|3.55|1.0|0.0|0.0424|0.0201|5.2382|3.66|-1431.4091|-1431.374881|8.0
21_a10|7.535296702|1|-0.2226|0.036507898|-1485.278495|5.4161004020000005|-0.085463279|2|1|9.430154402|0.391384102|547.3834282|209.0477207|-288.401376|3.17|4.47|1.0|0.0|0.0007599999999999|0.0014|5.9596|5.57|-1485.499561|-1485.461532|5.3188
3p_a32|8.02059915|1|-0.20018|0.007752757|-1879.406962|6.008813185|-0.028895521|0|1|7.365688817|0.416240891|482.3550967|223.6663527|-141.21321609999998|2.6|6.06|1.0|0.0|0.00308|0.0222|3.6436|4.26|-1879.554272|-1879.527843|7585.0
12bf_a36|7.412764017000001|2|-0.2139|-0.024689509|-1431.246893|5.351858133|-0.119979424|1|0|9.026978489|0.474826911|437.4108773|189.6959033|-264.6734075|0.0|3.55|1.0|0.0|0.0424|0.0201|5.2319|3.66|-1431.413697|-1431.380702|8.2218
2_a47|0.0|0|-0.20731|-0.002024001|-1010.412694|0.0|-0.13117284|2|1|2.112397382|0.433425706|422.1277419|107.1215986|-283.9460863|2.54|3.7|1.0|0.0|0.00109|0.00243|3.7181|3.49|-1010.540464|-1010.505024|6.2
2_a1|7.535296702|1|-0.19826|-0.049975995|-920.123726|5.4161004020000005|-0.014296455|1|0|2.337413146|0.39830426|367.8635872|139.0945801|-176.9692239|2.69|4.0|1.0|0.0|243.0|0.0466|4.0877|3.31|-920.2093796|-920.184721|5.2366
12bd_a36|7.412764017000001|2|-0.19826|-0.051990612|-1311.352257|5.351858133|-0.045630197|1|0|7.733288012999999|0.475272043|549.5039111000001|143.6066496|-372.868829|0.0|3.76|1.0|0.0|0.0117|0.0102|3.8786|3.79|-1311.591775|-1311.560669|7.7696
47l_a18|7.03438793|1|-0.18344|0.0340353029999999|-1455.233431|4.844187086|-0.0603838109999999|0|0|4.654446622|0.4897655489999999|571.4972966|145.02405359999997|-421.235376|0.0|3.69|1.0|0.0|0.00247|0.0066099999999999|3.2026|7.71|-1455.5758039999998|-1455.5497369999998|7.4949
27c_a34|7.412764017000001|1|-0.19682|0.02583752|-1426.31053|5.351858133|-0.1450543259999999|1|0|13.79934071|0.424716257|424.51250080000005|176.1124482|-320.4669239|3.11|3.11|1.0|0.0|0.00759|0.0151|4277.0|5.23|-1426.521813|-1426.482676|6.0969
8g_a8|7.535296702|1|-0.21391|-0.000475415|-1450.787398|5.4161004020000005|-0.222784884|0|0|11.68315869|0.479218966|327.1604688|102.2893227|-408.1554248|2.96|4.11|1.0|0.0|0.00209|0.00483|3.7495|7.17|-1450.9549470000002|-1450.913472|5.3768
7f_a10|7.535296702|1|-0.2175699999999999|0.103083789|-1442.058773|5.4161004020000005|-0.2347037789999999|2|1|2.474090768|0.402568457|519.0013298|99.26552746|-358.4725202|2.97|5.07|1.0|1.0|0.00119|0.00103|5.7757|4.93|-1442.216293|-1442.200124|6.8508
9c_a31|7.765993078999999|1|-0.19224|0.031715924|-1617.9568470000002|5.733341277|-0.055520387|0|0|12.30439782|0.4558841429999999|429.9685721|209.8466636|-217.5897278|3.09|5.64|1.0|0.0|0.00233|0.0277|3849.0|4.94|-1618.157698|-1618.115927|6.3768
12l_a36|7.412764017000001|2|-0.20973|-0.0944961519999999|-1325.0137550000002|5.351858133|-0.008712073|1|0|9.330278191|0.4619814279999999|549.2389652|170.5619816|-309.7725155|0.0|2.75|1.0|0.0|0.0111|0.0206|3.8619|2.98|-1325.194654|-1325.15957|7699.0
5g_a40|8.149890544|0|-0.19908|0.0094595959999999|-1327.982732|6.167516491000001|-0.190406197|0|1|5.616992201|0.488538966|321.64971460000004|120.8573152|-232.8857705|1.96|2.69|3.0|0.0|0.0174|128.0|3.48|4.02|-1328.055803|-1328.015099|6.9101
4i_a46|7.825245291|1|-0.20084|-0.167244168|-1092.528145|5.587248657999999|-0.018872727|1|0|4.997521397|0.406629719|531.4066842|133.40134070000002|-298.0546045|3.5|4.79|1.0|0.0|0.00403|0.00317|5.3987|4.46|-1092.730494|-1092.70435|6.2132
12k_a36|7.412764017000001|2|-0.20023|-0.076124222|-1310.134752|5.351858133|-0.063399056|1|0|7.838185977999999|0.478908312|555.1026569|144.457092|-369.7499256|0.0|3.62|1.0|0.0|0.0106|0.0115|5053.0|3.83|-1310.3453949999998|-1310.312649|7.8539
9b_a36|7.412764017000001|2|-0.20979|-0.053019801|-1575.616432|5.351858133|-0.023369916|1|0|6.707514535|0.453252346|530.8939077|136.63774650000002|-354.7193098|0.0|3.6|1.0|0.0|0.00992|0.0148|3.8535|3.82|-1575.7800140000002|-1575.751975|7.6778
12d_a30|7.412764017000001|2|-0.1991|0.041181359|-1614.894406|5.351858133|-0.033312179|1|0|6.497247279|0.4572733479999999|544.6198897999999|119.91237920000002|-406.2173266|0.0|4.35|1.0|0.0|0.0009119999999999|0.00291|3.4821|4.14|-1615.095823|-1615.063947|7.9508
9i_a40|7.515889085|0|-0.17956|0.074116257|-1273.217301|5.4161004020000005|-0.105556952|0|1|2.795536563|0.477626156|418.7133986|71.03556427|-361.8074422|2.9|3.84|1.0|0.0|0.00147|0.00603|4.3611|3.2|-1273.334714|-1273.31399|5.9031
1h_a5|6.605297921|0|-0.21921|-0.259241577|-990.523098|4.59511985|-0.009075016|2|0|2.393400474|0.489507204|459.3001331|132.96722079999998|-255.618083|2.07|4.99|1.0|0.0|0.0174|0.0111|4652.0|3.17|-990.6346565|-990.6032645|7.5528
11_a27|7.535296702|1|-0.16205|0.100091619|-1122.242519|5.4161004020000005|-0.003527607|2|1|4.524597532|0.4528656239999999|404.4089873|101.0845293|-326.780942|0.0|2.72|1.0|0.0|0.0716|0.0326|3.3426|4.54|-1122.456105|-1122.433411|8301.0
6e_a31|7.773594467000001|1|-0.18844|0.06650322|-1652.503557|5.733341277|-0.178758575|0|0|12.13134981|0.4782688439999999|380.0911673|146.03985980000002|-317.6847132|2.62|5.19|1.0|0.0|0.000947|0.00883|3.3083|4.31|-1652.669408|-1652.63264|6.4318
8e_a8|7.05012252|0|-0.19972|-0.018155171|-1376.766245|4.844187086|-0.205927741|0|0|7.851573274|0.483244415|403.5112981|119.9832494|-370.0368722|2.98|4.33|1.0|0.0|0.00215|0.00504|4.6303|7.22|-1376.957298|-1376.924308|4.7014
15_a10|7.535296702|1|-0.20983|-0.166303336|-1603.907391|5.4161004020000005|0.035396617|2|1|6.61142847|0.434181679|545.6177511|210.7240726|-174.5122907|3.31|4.91|1.0|0.0|13.0|0.0061|5.7922|3.12|-1604.08794|-1604.057542|7.4815
11g_a5|7.139660336|0|-0.2146199999999999|-0.204002571|-1329.988893|5.209486153|0.009272269|2|0|10.02633335|0.485790997|550.6745046|299.94631180000005|-57.28097817|2.34|4.17|1.0|0.0|0.0312|0.0199|4.5106|2.3|-1330.189793|-1330.144218|7.5229
18b_a30|7.412764017000001|2|-0.2052699999999999|0.036563014|-1667.849173|5.351858133|0.0075638519999999|1|0|8.698138813|0.424912258|575.0330633|158.9382363|-343.5825913|0.0|3.87|1.0|0.0|0.00137|0.0066599999999999|3.5256|3.64|-1668.034279|-1667.995173|7.6003
14t_a23|7.423568444|0|-0.22291|0.04919958|-1669.040656|5.351858133|-0.024472753|2|1|7.404291213|0.465981891|600.1979272000001|130.3775455|-390.9561553|3.49|3.88|1.0|0.0|0.000608|0.0023899999999999|3.9855|3.79|-1669.240512|-1669.21916|8.3979
16_a20|6.842683282|0|-0.20722|-0.014660441|-1275.6960869999998|4.727387819|0.00695144|2|1|5.023018225|0.464473378|602.0075202|144.672972|-368.5817657|3.13|6.38|0.0|0.0|0.000349|0.0008699999999999|5.9837|4.45|-1275.900951|-1275.8670960000002|7585.0
34_a20|6.842683282|0|-0.21284|0.0305860929999999|-1352.102407|4.727387819|-0.104520106|2|1|5.898367836|0.462785432|536.0086996|150.43359099999998|-371.9551262|2.92|4.5|1.0|0.0|0.00305|0.00399|5.4132|4.97|-1352.31921|-1352.2836220000002|7.2147
19h_a38|7.412764017000001|2|-0.20379|-0.088176988|-1331.999352|5.351858133|-0.082283951|1|0|7.370099699|0.47459722|456.3568442|145.047677|-299.0343596|2.43|3.13|1.0|0.0|29.0|0.0272|3.7384|3.41|-1332.187847|-1332.1538779999998|8.0348
15_a47|6.605297921|0|-0.2268|-0.164258919|-1527.316555|4.59511985|-0.072588375|2|1|4.770072524|0.477646539|423.5412927|154.260803|-226.4191275|2.1|4.69|1.0|0.0|0.00455|0.00499|4.3312|3.33|-1527.4104|-1527.376145|7.8
12be_a36|7.412764017000001|2|-0.18969|-0.148313814|-1461.747501|5.351858133|-0.0419484829999999|1|0|16.25222352|0.4564615729999999|553.6616295|301.05661160000005|-91.68453892|0.0|2.83|1.0|0.0|0.0342|0.0315|5.2184|2.68|-1462.0007349999998|-1461.968283|7.3565
27b_a34|7.412764017000001|1|-0.20649|-0.056026127|-1349.873325|5.351858133|-0.016803292|1|0|13.44721755|0.4072752529999999|515.8091561000001|189.4124225|-279.5721769|3.66|3.94|1.0|0.0|0.00243|0.00449|4.8168|4.33|-1350.055377|-1350.018975|6.1871
18c_a25|6.842683282|0|-0.19532|-0.087958541|-1714.342386|4.727387819|-0.008080236|2|1|4.140476673999999|0.484730247|623.0528232|165.67090530000002|-325.8749539|3.89|6.29|0.0|1.0|0.000398|0.00113|5.4858|4.75|-1714.597797|-1714.5777670000002|7.0555
13l_a6|7.412764017000001|1|-0.19447|0.03093879|-1465.624566|5.351858133|-0.132667824|1|0|14.56282911|0.4257335779999999|447.9705372|143.7247666|-409.1314702|2.22|4.55|1.0|0.0|0.00144|0.0075599999999999|3.6675|5.41|-1465.865882|-1465.834958|6.4145
18c_a22|6.842683282|0|-0.22365|-0.191807441|-1783.340519|4.727387819|0.013131848|2|1|9.49723261|0.4777430589999999|644.1264387|219.5183688|-252.7737494|3.3|5.36|1.0|0.0|0.000739|0.0036799999999999|5655.0|3.5|-1783.562578|-1783.5397829999995|7585.0
13p_a6|6.842683282|0|-0.1971099999999999|0.024837222|-1462.804694|4.727387819|-0.1144898999999999|2|1|8.708451561|0.412828992|515.4389679999999|170.2302215|-369.0018868|2.34|4.58|0.0|0.0|0.00365|0.0125|4.7973|4.73|-1463.08132|-1463.0432449999998|7.0362
6_a47|0.0|0|-0.20794|0.011739916|-1608.554019|0.0|-0.1738997619999999|2|1|2.885749555|0.4059072379999999|456.3812788|111.4552019|-319.1626428|2.91|5.24|1.0|1.0|0.000362|0.000619|5.5188|4.69|-1608.684886|-1608.652005|7.9
12i _a30|7.412764017000001|2|-0.2041|0.04580336|-2035.203042|5.351858133|-0.030422458|1|0|6.740110893|0.479900127|550.7287204|126.4796844|-400.0044646|0.0|4.47|1.0|0.0|0.0005139999999999|0.00156|5.0358|4.45|-2035.373964|-2035.339603|7.8013
9_a10|7.535296702|1|-0.21163|-0.096384071|-1409.764013|5.4161004020000005|-0.032199235|2|1|6.959437141|0.45291714|616.4802143999999|190.5275895|-327.9949188|3.2|3.69|1.0|0.0|0.0259|16.0|5.5668|4.51|-1410.041793|-1410.005954|6.7144
13a_a6|7.412764017000001|1|-0.19987|-0.042110772|-1349.895534|5.351858133|-0.0265090529999999|1|0|13.62714959|0.467070451|506.474367|157.0011174|-339.9303794|3.2|4.98|1.0|0.0|0.0012699999999999|0.00417|5.9934|4.04|-1350.085889|-1350.057702|7.3372
9_a15|0.0|0|-0.1824|-0.217598467|-1223.522216|0.0|-0.042227775|1|0|10.09761131|0.4517825079999999|471.903131|271.83655510000006|-14.02896218|3.37|3.9|1.0|0.0|0.00206|0.00562|4.3447|3.36|-1223.705126|-1223.687392|6.9706
13i_a6|7.412764017000001|1|-0.19454|0.0359494989999999|-1426.332492|5.351858133|-0.154502515|1|0|14.01186473|0.429711323|418.3467934|145.07130039999998|-380.2354072|2.7|4.16|1.0|0.0|0.00398|14.0|3.6668|4.94|-1426.549926|-1426.518007|7.6778
12u_a36|7.412764017000001|2|-0.20409|-0.054501792|-1350.638138|5.351858133|-0.0407717229999999|1|0|8.544435884|0.486156325|586.1833819|153.5444314|-388.9026034|0.0|3.85|1.0|0.0|0.0047799999999999|0.00589|3.8847|4.21|-1350.8981130000002|-1350.865506|7.7959
12e_a40|7.515889085|0|-0.19912|0.061944605|-2248.206714|5.4161004020000005|-0.262526337|0|1|4.4490161310000005|0.491465612|423.3709264|113.5576846|-315.75223450000004|3.05|4.34|1.0|0.0|0.000113|0.00086|4.3236|4.66|-2248.276958|-2248.244231|5.9318
12an_a36|7.412764017000001|2|-0.21035|-0.05423417|-1670.244686|5.351858133|-0.046532211|1|0|7.903608682000001|0.44576647|565.1654879|146.2760938|-383.1273396|0.0|3.33|1.0|0.0|0.0061|0.0132|5.1771|3.37|-1670.452238|-1670.417726|7.3979
3_a47|0.0|0|-0.2119|0.013076203|-1470.0192869999998|0.0|-0.130414103|2|1|2.367459086|0.403777634|448.2137648|112.7606591|-298.8724505|2.89|4.32|1.0|0.0|0.000995|0.00156|5.6998|4.12|-1470.137664|-1470.101469|6.5
7c_a10|7.535296702|1|-0.20059|-0.152261681|-1258.801509|5.4161004020000005|0.012145872|2|1|9.377842892|0.4675549639999999|529.8395322|276.93712|-30.75918962|3.49|4.59|1.0|0.0|0.0139|0.00793|5.4267|2.76|-1259.011598|-1258.985004|5.4191
12n_a30|7.412764017000001|2|-0.19876|0.0304762079999999|-1674.83759|5.351858133|-0.064217094|1|0|6.804436105|0.4701566479999999|491.3700419|126.6686716|-378.1217671|0.0|4.25|1.0|0.0|0.00171|0.00405|5.1999|4.07|-1675.011418|-1674.978015|7983.0
5_a47|0.0|0|-0.20954|0.019688132|-1569.258939|0.0|-0.188550227|2|1|2.770107005|0.4736061789999999|426.5981263000001|115.3294396|-297.3367046|2.79|4.73|1.0|1.0|0.000824|0.00116|3.7083|4.37|-1569.369195|-1569.333281|7.7
9r_a24|6.605297921|0|-0.21074|-0.134192489|-1294.263358|4.59511985|0.013567512|3|0|6.992734796000001|0.473403843|564.3096436000001|257.9706516|-154.486433|3.04|4.23|1.0|0.0|0.0383|0.0351|4.4722|1.82|-1294.486221|-1294.451958|7.9586
3a_a32|7.678326357|0|-0.20638|-0.0505635059999999|-1554.748543|5.6869753560000005|-0.045659995|0|1|4.811337463|0.461044711|378.0996237|151.63860559999998|-159.4728294|2.21|5.77|1.0|0.0|0.00144|0.0134|3.6308|2.17|-1554.796165|-1554.768725|8.5686
7b_a8|7.535296702|1|-0.20472|-0.119760914|-1330.448193|5.4161004020000005|-0.038810124|1|0|11.89970852|0.4787988|432.6681725|147.3863936|-304.2022276|3.37|4.48|1.0|0.0|0.00224|0.00454|4.5945|5.51|-1330.622441|-1330.595067|4.8687
12t_a30|7.412764017000001|2|-0.20571|0.073057637|-1774.077985|5.351858133|-0.097216874|1|0|7.981057356|0.445760296|452.99711|165.4110479|-319.6492937|0.0|4.67|1.0|0.0|0.00141|0.00291|5.0693|4.32|-1774.2421780000002|-1774.208418|8.0496
