molecula|SRW09|nAHRing|Highest Occupied Molecular Orbital Energy|MATS2c|Gibbs Free Energy|SRW07|AATSC1s|n6aHRing|nFaHRing|WPSA3|GeomPetitjeanIndex|TASA|PPSA1|DPSA1|Log Po/w iLOGP|Log Po/w Silicos-IT Log P|Class [Log S (SILICOS-IT)]|Egan filter|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|pIC50
4_a18 (SD-208)|0.0|2|-0.2358|0.055002235|-1542.207472|0.0|-0.113324634|1|0|5.615248385|0.454067432|401.1916387|204.9329964|-105.0785813|2.54|3.54|1.0|0.0|18.0|0.0146|5.1755|2.58|-1542.296276|-1542.276332|7.0969
17_a20|6.842683282|0|-0.21089|-0.064380628|-1291.752049|4.727387819|0.00038506|3|1|6.4647747870000005|0.455285305|598.1153253|161.12498630000002|-333.5397332|2.83|5.8|0.0|0.0|0.0017699999999999|0.00336|3.3926|4.11|-1291.949041|-1291.918735|5.6478
21a_a23|7.525639975|0|-0.2226699999999999|0.1049806919999999|-1669.0502720000002|5.4161004020000005|-0.038876045|2|1|5.039953753|0.492301762|611.67123|104.2264415|-451.7153132|3.48|3.88|1.0|0.0|0.000552|0.00225|3.6993|3.75|-1669.250866|-1669.23053|6.9914
12ah_a36|7.412764017000001|2|-0.2107099999999999|-0.050415481|-1692.369929|5.351858133|-0.043678703|1|0|7.714903458999999|0.468162246|535.2826672|149.3235124|-347.5133554|0.0|3.35|1.0|0.0|0.0151|0.0106|5.2259|3.79|-1692.545871|-1692.512868|7.9586
16a_a10|7.535296702|1|-0.20697|-0.187414728|-1394.861824|5.4161004020000005|0.023926176|2|1|6.652715932|0.4629532229999999|634.4309626|189.0108247|-314.4761648|4.46|4.73|1.0|0.0|0.00264|0.00297|5.6019|3.46|-1395.158387|-1395.13019|7.3279
15b_a50|7.934155233999999|1|-0.20071|-0.144363623|-1160.330621|5.82008293|-0.05484142|1|1|6.564219549|0.478989976|469.3167805|206.3740238|-158.95261259999998|2.11|2.71|2.0|0.0|0.2339999999999999|0.0891|4.0561|2.08|-1160.4989460000002|-1160.463663|7.1024
47s_a18|7.03438793|1|-0.18109|0.026229332|-1533.809351|4.844187086|-0.045792331|0|0|4.840414512|0.4740142|640.0051571|135.90542109999998|-485.1995077|0.0|4.06|1.0|0.0|0.000539|0.0017|3218.0|8.41|-1534.196027|-1534.174077|6.2104
15a_a10|7.535296702|1|-0.20335|-0.214195114|-1278.200428|5.4161004020000005|0.022297552|2|1|6.503087289|0.407638879|588.9895149|208.2243923|-227.1590805|3.58|3.95|1.0|0.0|0.0432|0.0157|5.7646|2.4|-1278.452284|-1278.4225210000002|7.6198
14e_a25|6.842683282|0|-0.2116699999999999|0.039261746|-1520.767443|4.727387819|-0.138693649|2|1|8.046143033|0.491527882|529.8614286999999|141.642515|-448.516796|2.72|3.65|1.0|0.0|0.00337|0.0085799999999999|5.8431|6.51|-1521.012915|-1520.964156|7.1249
14ae_a23|7.423568444|0|-0.21659|-0.033049777|-1858.7404850000005|5.351858133|-0.029948314|2|1|17.79858399|0.479058976|625.0131414|336.444465|-43.57178809|3.76|3.48|1.0|0.0|0.000753|0.0038799999999999|3.6036|2.99|-1858.967022|-1858.952529|8.6038
17_a12|6.823286122000001|1|-0.21781|0.132275232|-1366.689546|4.727387819|-0.058347964|2|0|3.048310481|0.466056241|447.1583691000001|111.1480977|-298.7949107|2.97|4.51|1.0|0.0|0.0103|0.0191|4.4014|2.87|-1366.804178|-1366.776169|7.7959
12aj_a36|7.412764017000001|2|-0.20093|-0.056210607|-1272.060325|5.351858133|-0.045035034|1|0|7.521007149|0.47532973|530.0854761|144.26810480000003|-352.4483722|0.0|3.24|1.0|0.0|0.0274|0.02|5.2301|3.48|-1272.27339|-1272.241135|7.7696
18a_a30|7.412764017000001|2|-0.19785|0.045071414|-1575.604922|5.351858133|-0.02919335|1|0|6.611941026|0.445995681|534.88346|130.4247923|-361.7006453|0.0|3.84|1.0|0.0|0.00208|0.0056|3.4712|3.82|-1575.786909|-1575.755101|7.6108
19a_a38|7.412764017000001|2|-0.20379|-0.084389038|-1332.002093|5.351858133|-0.082283951|1|0|7.910363161|0.465829126|446.57675660000007|152.5362948|-292.6320538|2.56|3.13|1.0|0.0|29.0|0.0272|3.9212|3.41|-1332.186327|-1332.1529369999998|8.0106
3i_a32|7.78113851|0|-0.21278|-0.157360524|-1891.790935|5.733341277|-0.363243817|0|1|4.252042736|0.422644726|471.2508776000001|120.8809386|-285.465827|2.49|6.76|1.0|1.0|0.000197|0.00251|3642.0|3.38|-1891.833327|-1891.811327|8.2366
1k_a5|6.605297921|0|-0.22504|-0.216088148|-1050.468159|4.59511985|-0.064652321|2|0|2.850231839|0.48165588|400.8898627|140.69669409999997|-230.14624|2.02|4.88|1.0|0.0|0.0336|0.0157|4.7221|3.1|-1050.548505|-1050.51717|7.3188
3m_a32|7.773594467000001|0|-0.2056599999999999|0.013867955|-1863.337677|5.733341277|-0.017268778|0|1|4.801577352|0.4687361229999999|477.1904954|194.65681730000003|-208.6520032|2.93|7.02|1.0|0.0|0.000449|0.00547|3.5749|5.1|-1863.502681|-1863.46877|7.6383
12as_a36|7.412764017000001|2|-0.21419|-0.051208473|-1385.384524|5.351858133|-0.073735973|1|0|8.731418812000001|0.454761514|519.1478419|156.2451686|-361.3444194|0.0|3.16|1.0|0.0|0.0653|0.0476|4.5202|4.84|-1385.601917|-1385.5651710000002|7.2291
1l_a5|6.605297921|0|-0.21939|-0.244609612|-1069.101032|4.59511985|-0.0052651969999999|2|0|2.506287665|0.47265823|502.9124512|130.25942849999998|-304.3678822|2.67|5.56|1.0|0.0|0.00308|0.00356|4.6403|3.89|-1069.261615|-1069.229786|7.4949
13a_a30|7.412764017000001|2|-0.20503|0.113424769|-1744.281248|5.351858133|-0.118776867|1|0|8.456950359|0.4661332179999999|470.0167988|135.07860209999998|-404.771677|0.0|3.04|1.0|0.0|0.00427|0.0221|5.0535|4.54|-1744.491614|-1744.4457100000002|7.8665
4c_a49|7.535296702|1|-0.22158|-0.048954892|-1332.398001|5.4161004020000005|-0.044371138|2|1|5.014223225|0.473304159|490.6910965|177.78970959999998|-288.71184960000005|2.97|3.55|1.0|0.0|0.13|109.0|5.74|3.04|-1332.647233|-1332.607539|6.5935
19_a15|0.0|0|-0.20742|0.156105985|-1523.254714|0.0|-0.558905888|1|0|1.761006946|0.405429114|399.3803987|44.99916039|-487.9183964|2.17|2.36|1.0|0.0|0.00279|0.0152|4.1742|7.53|-1523.404372|-1523.361214|7.1427
8k_a46|7.727094485|1|-0.20954|0.1436554669999999|-1845.037411|5.533389489|-0.380857136|2|0|4.860695117|0.4938768979999999|529.6539372999999|124.4394929|-468.6373459|2.82|2.94|1.0|0.0|0.000866|0.00355|5.0379|7.63|-1845.304274|-1845.257085|6.8327
12ax_a36|7.412764017000001|2|-0.21324|-0.0943348109999999|-2151.971761|5.351858133|-0.040458296|1|0|8.558226304|0.488501696|566.4430628|157.28794140000002|-354.3162187|0.0|3.99|1.0|0.0|0.00372|0.00295|5.2372|4.42|-2152.130959|-2152.100515|7.9208
8b_a12|0.0|1|-0.21184|0.190292199|-1159.2425119999998|0.0|-0.1676879319999999|1|0|3.769098814|0.480938153|428.7273481000001|64.26553043|-450.1059006|2.57|3.11|1.0|0.0|28.0|0.0346|4.2263|5.11|-1159.405202|-1159.365835|6.58
13_a10|7.535296702|1|-0.20959|-0.059862024|-1065.732389|5.4161004020000005|-0.055497169|2|1|3.118282386|0.449563457|413.5584641|144.338975|-216.8776303|2.58|3.52|1.0|0.0|0.0576|0.0258|5.8308|2.48|-1065.874094|-1065.839441|6.7959
8c_a32|7.765993078999999|0|-0.18873|0.080016722|-1880.597039|5.733341277|-0.04699673|0|1|5.935643221|0.447542891|484.6996147|241.4075262|-121.7388847|2.82|6.49|1.0|1.0|0.000597|0.0164|3.5673|4.28|-1880.764533|-1880.733377|7.4318
5f_a40|8.149890544|0|-0.19284|-0.004886759|-1232.898044|6.167516491000001|-0.0468504759999999|0|1|4.319700326|0.484099946|342.5710869|85.75294257|-290.5093357|2.05|2.94|3.0|0.0|0.0307|0.14|3.8036|3.5|-1232.983157|-1232.959261|6.9508
1_a3|6.823286122000001|1|-0.21886|0.079857077|-1273.22339|4.727387819|-0.073036903|2|1|1.697600903|0.4490711529999999|356.76228530000003|95.55665364|-268.4830832|0.0|2.28|2.0|0.0|261.0|154.0|5.8805|2.08|-1273.316428|-1273.290432|6.1403
14b_a23|7.423568444|0|-0.2286699999999999|0.065240838|-1728.9893510000002|5.351858133|-0.071396109|2|1|8.596171261|0.450973737|548.6057241000001|146.2760938|-355.71896410000005|3.44|3.78|1.0|0.0|0.00114|0.00332|3706.0|3.72|-1729.161608|-1729.139722|8.3536
6b_a31|7.773594467000001|1|-0.1918|0.052690797|-1652.505041|5.733341277|-0.178758575|0|0|12.28107483|0.4807018779999999|383.0600707|155.0167518|-300.0775025|2.73|5.19|1.0|0.0|0.000947|0.00883|3.2949|4.61|-1652.671944|-1652.635711|7.2676
5d_a40|8.149890544|0|-0.2164699999999999|-0.071479892|-1276.797751|6.167516491000001|0.0418378229999999|0|1|4.638915105|0.479931934|346.0207917|86.65063178|-285.606135|2.56|4.08|2.0|0.0|17.0|0.0436|3.7374|4.61|-1276.833831|-1276.817151|7.7212
20a_a10|7.535296702|1|-0.2274199999999999|-0.0774974029999999|-1388.957848|5.4161004020000005|0.049376168|2|1|5.764636687|0.452402751|594.4519837|173.41938059999998|-303.7731758|3.63|5.06|1.0|0.0|0.000888|0.0011|4.7841|3.98|-1389.164302|-1389.1321289999998|5.9208
4f_a49|7.535296702|1|-0.22471|0.010266272|-1179.080799|5.4161004020000005|-0.087045007|2|1|4.89045046|0.437355335|400.1675422|152.9378926|-237.0468572|2.35|3.42|1.0|0.0|0.0365|0.0289|4.6249|4.07|-1179.23587|-1179.201105|7.3979
1m_a5|6.605297921|0|-0.22857|-0.252787668|-1410.833395|4.59511985|-0.005518104|2|0|2.506013299|0.482646195|464.8375158|137.7695311|-251.2513491|2.11|5.11|1.0|0.0|0.00996|0.00607|4.6678|3.48|-1410.912452|-1410.88022|7.3665
14_a1|7.423568444|1|-0.19322|0.043282217|-1292.415211|5.351858133|-0.175408303|1|0|11.59015807|0.47517581|351.2799603|146.0634832|-300.0800645|2.35|4.04|1.0|0.0|0.0116|0.0218|3.8344|4.57|-1292.588129|-1292.55322|7.0269
13b_a6|7.412764017000001|1|-0.20156|-0.0411179|-1349.898848|5.351858133|-0.0265090529999999|1|0|13.77653618|0.408780634|508.6895893|159.1980937|-337.3706117|2.85|4.98|1.0|0.0|0.0012699999999999|0.00417|4.8494|4.04|-1350.0903970000002|-1350.061187|6.7595
12g_a40|7.515889085|0|-0.20615|0.037440516|-2172.988604|5.4161004020000005|-0.129331216|0|1|3.501413627|0.465725912|456.7977427|77.67373972|-369.5858437|3.2|4.83|1.0|0.0|0.000124|0.000586|4.0224|4.84|-2173.044757|-2173.0224510000003|6.1403
19f_a38|7.412764017000001|2|-0.20104|-0.036714749|-1332.004601|5.351858133|-0.084341564|1|0|8.601162122|0.453960261|479.6831205|169.6496169|-299.5321167|2.48|3.13|1.0|0.0|29.0|0.0272|5.3197|3.41|-1332.190216|-1332.160846|7.1397
16a_a32|7.765993078999999|0|-0.20718|0.205693867|-1896.649286|5.733341277|-0.0848387459999999|0|1|8.003570876|0.450892763|470.82456669999993|188.6800971|-244.9767673|2.66|5.32|1.0|1.0|0.00128|0.0364|3.6314|3.9|-1896.81177|-1896.770883|7.9586
14q_a23|7.423568444|0|-0.23013|0.141057047|-1798.433122|5.351858133|-0.130330047|2|1|10.17264683|0.472004985|530.8381985000001|152.86702240000002|-380.8178266000001|2.66|2.57|1.0|1.0|0.00278|0.0183|3.6431|4.19|-1798.645459|-1798.6108739999995|7.8069
6f_a40|8.421342866|1|-203.0|0.134099184|-2426.787111|6.401917197|-0.156988665|0|1|6.6032981820000005|0.410805404|421.31181889999993|88.13890599|-466.1748926|2.53|3.66|3.0|1.0|5.18e-05|0.0105|3.5741|6.96|-2426.972609|-2426.924155|7.3768
4o_a46|7.825245291|1|-0.22909|-0.24479566|-1070.276387|5.587248657999999|0.042766097|1|0|2.9243708|0.460981009|521.3931342|136.5432529|-275.3254498|3.12|4.77|1.0|0.0|0.00422|0.0045899999999999|4.3255|3.76|-1070.456878|-1070.428722|6.7905
1b_a5|6.605297921|0|-0.23055|-0.250420203|-1050.462425|4.59511985|-0.061874543|2|0|2.737713392|0.474445758|407.1693177|134.6705884|-234.0649914|1.81|4.88|1.0|0.0|0.0336|0.0157|4789.0|3.1|-1050.538976|-1050.506509|7.2291
47g_a18|7.03438793|1|-0.17202|-0.005500039|-1742.847918|4.844187086|-0.034211867|0|0|9.653129118|0.4913566339999999|708.1114197|227.5405903|-393.5416883|0.0|3.22|1.0|0.0|0.000421|0.00163|3.0965|8.13|-1743.375845|-1743.346243|8.0458
8_a4|7.535296702|1|-0.22685|-0.208165266|-1450.121028|5.4161004020000005|0.03148225|2|1|2.772101712|0.428884426|478.2025467|141.55141369999998|-233.7988862|3.19|4.63|1.0|0.0|0.0156|0.00506|5.3544|3.29|-1450.239105|-1450.21384|7.2676
8f_a8|7.05012252|0|-0.21285|0.024051247|-1361.510739|4.844187086|-0.249095464|0|0|4.613060521|0.456995667|348.0199311|54.94802877|-473.23361|2.85|4.69|1.0|0.0|0.0023899999999999|0.00395|4.7027|7.71|-1361.658484|-1361.626748|4.6428
12b_a36 (EW-7197)|7.412764017000001|2|-0.20546|-0.104514139|-1332.005651|5.351858133|-0.082283951|1|0|8.392238798|0.45988432|477.6935927|158.4469629|-308.7538779|||||||3.8475|3.41|-1332.180029|-1332.147999|8.1549
1i_a5|6.605297921|0|-0.23674|-0.145964178|-1288.264271|4.59511985|-0.31059482|2|0|2.575548983|0.4697279689999999|494.6981114|134.0627959|-289.21443910000005|2.04|5.48|1.0|1.0|0.00589|0.00396|4.7243|3.58|-1288.356212|-1288.322373|7.6198
4m_a46|7.825245291|1|-0.23116|-0.245599013|-1030.980844|5.587248657999999|0.051308728|1|0|3.028720082|0.463006576|500.1036387|140.5828543|-245.828396|2.9|4.25|1.0|0.0|0.00981|0.0088|6.0419|3.45|-1031.138426|-1031.109224|5.8901
14y_a23|7.423568444|0|-0.2331599999999999|0.0600764409999999|-2548.953933|5.351858133|-0.022719307|2|1|8.990852582999999|0.486730407|639.7735629|149.890474|-391.6770747|3.49|4.64|1.0|0.0|8.18e-05|0.000354|3.6413|4.73|-2549.104894|-2549.091817|8.4225
galu_a46|7.535296702|1||0.048375705||5.4161004020000005|-0.080432741|2|1|3.870487977|0.468241745|427.4851161|121.3297832|-317.0250717|2.75|3.69|1.0|0.0|52.0|0.0375|||||7.2924
7s_a46|7.727094485|1|-0.19947|-0.0778653109999999|-974.664103|5.533389489|-0.076841616|1|0|2.240932895|0.433822088|431.6285339|90.5248694|-321.55195330000004|2.33|3.65|1.0|0.0|0.0262|0.0176|5.2972|3.54|-974.8067569|-974.7707066|5.7022
14v_a23|7.423568444|0|-0.2308599999999999|0.135774541|-2041.998955|5.351858133|-0.299484129|2|1|8.64241561|0.457213347|605.3933675|139.8032821|-380.8667976|3.46|3.97|1.0|1.0|6.38e-05|0.0004969999999999|3694.0|5.17|-2042.182282|-2042.161744|8.4001
20_a47|6.86171134|0|-0.22734|0.055662511|-1335.620783|4.727387819|-0.161476442|2|1|7.00733184|0.4642647929999999|375.4483088|220.6189341|-103.815441|2.96|2.56|1.0|0.0|0.0332|0.0316|3.9808|4.08|-1335.742176|-1335.708279|8.6
SB431542_a8|7.535296702|1||-0.007805495||5.4161004020000005|-0.1950388569999999|1|0|12.44282236|0.476091179|338.38158389999995|143.157805|-312.2404091|2.75|3.13|1.0|0.0|16.0|0.0292|||||4.1019
12e_a30|7.412764017000001|2|-0.19804|-0.0026669809999999|-1690.092998|5.351858133|-0.029595542|1|0|10.6725953|0.46715936|541.7533217|194.2788429|-274.7836441|0.0|3.89|1.0|0.0|0.00154|0.0050799999999999|5.0412|3.58|-1690.3021629999998|-1690.2687170000002|7.9431
9_a4|7.535296702|1|-0.22204|-0.211556011|-1489.41872|5.4161004020000005|0.016639331|2|1|2.676487872|0.43745176|509.9632679|112.7072422|-318.7769026|3.37|5.14|1.0|0.0|0.0062299999999999|0.00255|4.7284|3.87|-1489.554198|-1489.533032|7.3188
4_a3|6.823286122000001|0|-0.20826|0.2122551539999999|-1355.239905|4.727387819|-0.161259999|1|1|1.809595554|0.415852758|352.05186289999995|63.23984222|-348.9230345|2.6|5.3|1.0|0.0|0.00065|0.00264|5.9341|3.53|-1355.332318|-1355.303098|5.9
14ab_a23|7.423568444|0|-0.21924|0.065530542|-1708.3414239999995|5.351858133|-0.028841865|2|1|8.431109267|0.4695727329999999|632.9786397|138.4567483|-407.9635285|3.82|4.4|1.0|0.0|0.000259|0.00123|3.6587|4.1|-1708.563399|-1708.543268|8.4012
19e_a38|7.412764017000001|2|-0.20723|-0.082311936|-1409.37733|5.351858133|-0.10490608|1|0|9.619015829|0.4655978389999999|523.2534216|168.99691289999998|-335.8133169|3.08|4.03|1.0|0.0|0.0049|0.00807|5.2322|4.08|-1409.582478|-1409.547647|8.0083
12w_a36|7.412764017000001|2|-0.21034|0.081390556|-1645.017691|5.351858133|-0.297354748|1|0|10.87965823|0.4672300679999999|594.7596206000001|211.5476713|-294.8983941|0.0|3.31|1.0|0.0|0.00291|4.0|3.8881|4.86|-1645.202839|-1645.169951|7.6383
12f_a40|7.515889085|0|-0.19526|-0.03356339|-2212.275094|5.4161004020000005|-0.015621373|0|1|6.57837176|0.490421149|502.7764322|148.3785764|-255.7481174|3.61|5.35|1.0|0.0|0.0001|0.0003819999999999|4.3313|4.77|-2212.359379|-2212.348599|6.4202
15_a15|0.0|1|-0.1475|-0.132759299|-1450.462493|0.0|-0.031457366|2|0|9.115534766|0.435723718|596.1118717|197.6323578|-269.1443943|4.34|4.33|1.0|1.0|0.000214|0.000357|3.6968|5.04|-1450.7538470000002|-1450.725355|6.9626
14d_a23|7.423568444|0|-0.22152|0.058368697|-1669.045136|5.351858133|-0.026530366|2|1|8.074501042|0.454495683|607.3441532|138.1496441|-382.6437544|3.62|3.88|1.0|0.0|0.000608|0.0023899999999999|3688.0|3.79|-1669.24571|-1669.224874|8.4001
12_a1|7.423568444|1|-0.19916|-0.0455890429999999|-1215.975876|5.351858133|-0.02164054|1|0|11.37734536|0.46449367|444.1009824|159.81230209999998|-260.8074567|2.72|4.87|1.0|0.0|0.00379|0.00649|3734.0|3.67|-1216.12881|-1216.099134|5.5302
12n_a36|7.412764017000001|2|-0.19984|0.039596635|-1875.961945|5.351858133|-0.350034917|1|0|9.668119648|0.454498749|487.397992|174.79221719999998|-327.25274110000004|0.0|1.28|1.0|0.0|0.0668|0.0897|5.3573|6.24|-1876.201464|-1876.168847|7.8239
18_a3|6.605297921|0|-0.2218|-0.256375952|-889.894728|4.59511985|-0.021283637|3|1|2.73114076|0.483376636|374.610053|141.2679329|-162.3915791|1.81|3.42|1.0|0.0|411.0|147.0|3.9765|1.85|-889.9619321|-889.9402005000001|7.5229
17_a47|6.605297921|0|-0.22479|-0.181485377|-1254.795084|4.59511985|-0.019259259|3|1|4.806157636|0.46147021|519.8795281|155.087622|-299.80980739999995|2.39|5.12|0.0|0.0|0.00156|0.0024|4.2784|3.07|-1254.985125|-1254.943823|8.3
8d_a32|7.765993078999999|0|-0.20115|0.143684876|-1880.602038|5.733341277|-0.089662873|0|1|6.291941176|0.47012654|446.6450457|183.1522214|-262.14980440000005|2.84|6.42|1.0|1.0|0.000334|0.0173|3.5588|4.26|-1880.773727|-1880.733071|8.0809
47n_a18|7.03438793|1|-0.18391|0.0487694459999999|-1740.663577|4.844187086|-0.057061805|0|0|7.228646444|0.482565384|653.9193397999999|178.30942439999998|-468.58948260000005|0.0|3.67|1.0|0.0|0.000511|0.00308|3.2028|9.78|-1743.3283440000002|-1743.299948|7.1938
8e_a46|7.727094485|1|-0.2201|-0.205882192|-954.793305|5.533389489|0.000950213|2|0|2.482871976|0.444693313|469.146955|127.6844779|-253.8248986|2.93|4.09|1.0|0.0|0.0782|0.0279|4.5092|3.0|-954.9296396|-954.9056294|6.3915
12ba_a36|7.412764017000001|2|-0.21033|-0.090865777|-1417.249741|5.351858133|0.026411489|1|0|11.16896162|0.49229954|572.4586103999999|197.4608731|-278.7665262|0.0|2.79|1.0|0.0|0.0072599999999999|0.0244|5.2506|2.79|-1417.454721|-1417.426327|7.6778
7c_a8|7.05012252|0|-0.20658|-0.244222944|-1331.625743|4.844187086|-0.025233184|1|0|12.03370912|0.492823119|532.3522286|233.9661552|-159.15828340000002|3.1|4.22|1.0|0.0|0.00399|0.00851|4.6061|5.01|-1331.8206369999998|-1331.793312|4.7307
4g_a49|8.228176896|2|-0.21545|-0.087219006|-2147.295787|6.107022888|-0.008414823|4|2|18.81105094|0.48934952|857.1564845|371.3295653|-253.8168226|4.36|6.09|0.0|1.0|2.24e-05|2.47e-05|4.3116|6.35|-2147.721319|-2147.66293|6.9747
12r_a30|7.412764017000001|2|-0.20138|-0.015167821|-1774.070699|5.351858133|-0.093024002|1|0|7.995393191000001|0.464481911|465.8474777|135.6928105|-374.9717191|0.0|4.67|1.0|0.0|0.00141|0.00291|5067.0|4.32|-1774.236548|-1774.2026670000002|7.5317
17_a3|6.823286122000001|0|-0.20359|0.188373421|-1731.663157|4.727387819|-0.118246266|2|1|2.672377884|0.4383349039999999|408.6362608|81.38261354|-346.0738521|2.65|4.96|1.0|0.0|1.0|0.00399|3.2102|3.57|-1731.75233|-1731.72355|7.6383
IN1233_a59|6.842683282|0|-0.20289|0.1160337319999999|-1352.135303|4.727387819|-0.12050413|2|1|4.79704394|0.483639625|506.6510632|125.91272279999998|-413.6607749|2.76|5.54|0.0|0.0|0.00107|0.0029|5.2194|5.35|-1352.351584|-1352.326849|7.4685
12l_a30|7.412764017000001|2|-0.20397|0.157020295|-1987.848331|5.351858133|-0.274237737|1|0|7.548024079|0.462727396|583.6736326|124.6606826|-450.2927313999999|0.0|4.43|1.0|0.0|9.63e-05|0.000579|5.0454|5.52|-1988.033039|-1987.998976|7.2154
12ab_a30|7.412764017000001|2|-0.19672|-0.026189286|-1804.589076|5.351858133|-0.030346359|1|0|15.64609074|0.461207954|562.8556061|278.7324985|-146.321375|0.0|3.94|1.0|0.0|0.00113|0.00456|4.8018|3.34|-1804.824495|-1804.79081|7.7825
12ao_a36|7.412764017000001|2|-0.19662|-0.058597382|-1310.138396|5.351858133|-0.065314765|1|0|7.785557064|0.462968912|550.8740683|144.1736112|-373.2975961|0.0|3.62|1.0|0.0|0.0106|0.0115|4.6597|3.83|-1310.361099|-1310.328652|7.5229
8a_a32|7.773594467000001|0|-0.2061599999999999|-0.0755556459999999|-1880.595748|5.733341277|-0.056633919|0|1|7.205629442999999|0.480024324|510.8273411|157.3554684|-312.4144752|3.67|6.49|1.0|1.0|6.03e-05|0.00406|3562.0|4.98|-1880.767206|-1880.732222|7.3468
17a_a50|7.934155233999999|1|-0.1992|-0.186084687|-1258.322582|5.82008293|0.009691515|1|1|5.847033234|0.486855438|601.1353533|136.82673369999998|-377.6260803|3.29|3.39|1.0|0.0|0.0408|0.0144|4.2478|3.08|-1258.566007|-1258.540058|7.0706
4k_a46|7.825245291|1|-0.20254|-0.050636784|-1053.249847|5.587248657999999|-0.088084767|1|0|2.052909907|0.417368922|474.67574630000007|68.46061366|-403.1511415|3.03|4.26|1.0|0.0|5.0|0.0049299999999999|5.4228|4.52|-1053.433249|-1053.396715|7.0969
17d_a50|8.105609402|2|-0.19967|-0.152030219|-1335.713194|6.042632834|0.03538699|1|1|7.31681784|0.445708152|644.9008302|170.5678813|-352.3903892|3.68|4.0|1.0|0.0|0.0135|0.00557|4.0506|3.41|-1335.989008|-1335.962757|7.1308
12ad_a36|7.412764017000001|2|-0.21044|-0.040810025|-1460.610659|5.351858133|-0.073048351|1|0|15.4237324|0.477102332|538.2749789|243.2659577|-221.4751857|0.0|2.7|1.0|0.0|0.0289|0.0367|5733.0|4.5|-1460.8311199999998|-1460.794632|7.7696
12g_a36|7.412764017000001|2|-0.20288|-0.063344124|-1350.633209|5.351858133|-0.039008054|1|0|8.382969151000001|0.473274545|587.240781|151.41267150000002|-384.6182564|0.0|3.85|1.0|0.0|0.0047799999999999|0.00589|5.2092|4.21|-1350.887005|-1350.861445|7.8539
14_a15|0.0|0|-0.18379|-0.058775738|-1280.87015|0.0|-0.0455566929999999|2|0|6.026520371|0.406717767|568.5306056|147.2072638|-346.4801021|3.72|5.32|1.0|1.0|0.0002379999999999|0.000584|4.4518|5.16|-1281.105795|-1281.0669369999998|7.5229
11_a4|7.535296702|1|-0.2146699999999999|-0.20567828|-1467.255521|5.4161004020000005|0.032861655|2|1|3.118219598|0.480360734|537.5354202000001|140.96082869999998|-296.0029432|3.49|4.97|1.0|0.0|0.00271|0.00395|4907.0|3.2|-1467.463842|-1467.440475|6.9586
11c_a5|6.605297921|0|-0.21448|-0.2117133739999999|-1218.336116|4.59511985|-0.050049777|2|0|6.604499968|0.448016491|489.4652669|178.1902995|-251.8596984|2.14|4.79|1.0|0.0|0.0273|0.0294|4.5035|4.53|-1218.492067|-1218.454079|7.6021
4n_a46|7.825245291|1|-0.20685|-0.061148449|-1090.151267|5.587248657999999|-0.036492128|0|0|2.543769935|0.428896538|496.2788787|75.1696593|-399.1612105|2.84|4.33|1.0|0.0|0.00129|0.00273|5.7448|4.57|-1090.343872|-1090.302556|5.2845
16_a47|6.605297921|0|-0.22568|-0.134455235|-1166.951551|4.59511985|-0.1246612469999999|2|1|5.0150344780000005|0.473257697|358.566882|156.55227280000005|-205.1602001|1.95|4.47|1.0|0.0|0.0154|13.0|4.4393|2.95|-1167.046301|-1167.0124560000002|9.0
14j_a23|7.423568444|0|-0.2239699999999999|0.074424082|-1728.988797|5.351858133|-0.071396109|2|1|8.620784882999999|0.497137467|548.455847|146.63044480000002|-355.4521561|3.41|3.78|1.0|0.0|0.00114|0.00332|3.6671|3.72|-1729.15999|-1729.1379190000002|8.3883
20b_a10|7.535296702|1|-0.2217199999999999|0.048567614|-1465.395231|5.4161004020000005|-0.073703704|2|1|5.323735696|0.454087415|480.905232|152.3236842|-334.3514234|3.15|4.23|1.0|0.0|0.00271|0.00364|5.9354|4.88|-1465.62724|-1465.587932|5.9586
19_a34|7.412764017000001|1|-0.20251|-0.068004837|-1046.509891|5.351858133|-0.169170251|1|0|9.850795895|0.467358389|319.1993829|168.4584665|-161.90813300000002|2.77|2.69|2.0|0.0|574.0|218.0|4.1721|2.7|-1046.606458|-1046.5747720000002|6.0044
46_a18|7.03438793|2|-0.18219|-0.001181461|-1532.562476|4.844187086|-0.018808538|0|0|4.5299444310000005|0.4548138479999999|587.2068577|154.7096476|-401.0164861|0.0|3.68|1.0|0.0|0.000999|0.00161|3225.0|8.11|-1532.992457|-1532.968527|6.7305
14k_a23|7.423568444|0|-0.2271699999999999|0.070940371|-2089.354026|5.351858133|-0.024758731|2|1|8.338417622|0.486654314|613.8243395|144.0318708|-377.4022725|3.56|4.0|1.0|0.0|0.000334|0.00126|3.6421|4.1|-2089.524497|-2089.501786|8.4123
12g_a30|7.412764017000001|2|-0.2083699999999999|0.096186205|-1743.029147|5.351858133|0.024086432|1|0|12.60295167|0.459011202|531.1295763|152.961516|-371.8296813|0.0|3.4|1.0|0.0|0.000444|0.00427|5.0703|3.88|-1743.214798|-1743.174676|8.0334
