molecula|SddssS|SaaNH|NaasN|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1c|MATS8s|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
10_a47|0.0|0.0|0|1.381868067|-0.003570214|-0.008013899|0.0|-0.166367455|0.042276423|-0.169242585|1.329777427|0.0814897|10.93671036|0.007193585|0|-0.0065562469999999|-0.45272733|-0.138304661|0.6913602740000001|1|0.841070966|-0.0936757959999999|0.417511484|0.00951788|-50.08559665|5.088920549|103.41137940000002|0.158929034|84.97451737|-0.035388634|2.720890925|0.0|-1.592488524|-21.81529334|-18.9212254|45.89037038|1567.859561|-10.11660331|0.198117368|6.277122171|0.699661037|5482.319019|105.9273263|-455.247149|23.5960035|0.014051737|-322.8149102|1061.820157|7.51303623|1.0|0.0|1.0|1.0|2.0|2.97|0.09|5.12|5.92|58.04|2.0|106.43|1.0|4.41|-5.5|1.77e-06|0.000638|3.18e-06|4.8|0.0|1.4199999999999999e-09|-0.0486399999999999|-1188.3744|579.86|332.97|214.9|0.53909|0.69212|0.2175|-0.15445|1.9281|-1188.244739|2.8795|7.9|7.9
13_a12|0.0|0.0|0|1.508548782|0.202052156|-0.0069874069999999|0.0|-0.0619247109999999|0.037948718|-0.21832579|0.0|-0.083760082|10.96083169|0.021322992|0|0.002279068|-0.595629719|-0.226526433|0.804066411|0|0.90006391|-0.092483398|0.122164874|0.008188151|-45.33566159|4.01385817|64.74666684|0.09993609|48.98899535|-0.034993718|1.96760628|66.2289548|-1.2947675790000002|-13.97756285|-17.15403411|32.52766981|664.9830294|-8.408963103|0.117007826|6.06407675|0.874625469|3647.657976|57.35761558|-311.13163480000003|19.42716439|0.0074597119999999|-375.4880089|718.8050825|3.656774794|1.0|0.0|0.0|1.0|1.0|2.64|0.12|3.63|3.9|50.7|1.0|84.74|1.0|3.22|-4.2|5.520000000000001e-05|0.0152|6.3e-05|3.51|0.0|7.26e-08|-0.04445|-876.3370809|532.86|315.25|273.31|0.6622399999999999|0.64974|0.0155|-0.16458|1.3023|-876.258343|1.5686|7.0315|7.0315
8a_a12|0.0|0.0|0|1.283813597|0.082323047|-0.00771093|0.0|-0.052287869|0.0420317459999999|-0.205012437|0.0|-0.050603335|10.95472846|-0.084035283|0|0.000249868|-0.5385001079999999|-0.1261547959999999|0.862306783|0|0.892656426|-0.093050281|0.221703535|0.010336879|-48.195997|5.354053791|46.32568673|0.107343574|55.59930083|-0.033836466|2.773166902|0.0|-1.4888045019999998|-15.90061008|-17.52581709|36.0527909|2093.2274030000003|-9.077610683|0.208569274|5.113243051|0.878904705|4806.044707999999|108.02980890000002|-399.41487|22.14447395|0.014012546|-301.89687089999995|974.3568539|7.257889351|1.0|1.0|0.0|1.0|1.0|3.06|0.15|3.87|2.5|50.17|0.0|105.24|1.0|3.1|-4.21|0.000125|0.0408|6.19e-05|3.18|0.0|1.28e-08|-0.06246|-1046.0210880000002|556.3|317.17|317.17|0.6309100000000001|0.6309100000000001|0.2486|-0.15696|3.6588|-1045.902509|5.4032|6.7011|6.7011
14_a1|0.0|3.3674017380000003|0|1.430935835|0.043282217|-0.015636898|5.351858133|-0.175408303|0.035620155|0.1008839219999999|0.0|-0.029658865|10.94959842|-0.0492229479999999|1|-0.008385698|-0.567791164|-0.08530265|0.795744863|0|0.593170871|-0.122581374|0.206941175|0.033047776|-72.59355177|19.5711254|161.1772893|0.406829129|240.9270705|-0.046308519|11.59015807|104.2594419|-2.083883365|-44.39360096|-27.42423067|94.53410059|1876.042189|-16.24082222|0.246642602|7.46120838|0.905399978|5748.712211|146.0634832|-730.8369997000001|36.40268318|0.0243658979999999|-300.0800645|1638.120743|14.42965582|1.0|1.0|1.0|1.0|2.0|2.35|0.05|4.04|3.63|103.12|1.0|106.85|1.0|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|2.7|0.0|2.03e-08|-0.05962|-1292.55322|621.08|375.01|323.35|0.6572600000000001|0.69894|0.3497|-0.1336|4.1207|-1292.415211|5.3099|7.0269|7.0269
EW7203_a60|0.0|0.0|0|0.604984431|0.025672274|-0.00698487|5.351858133|0.0075638519999999|0.041767677|-0.092774356|0.0|0.03824498|10.31162855|-0.051413084|1|0.0036417359999999|-0.458129101|0.002441966|0.760234689|0|0.8860751579999999|-0.096226348|0.345488097|0.020156795|-62.23028092|13.03554647|80.48638339|0.113924842|73.67602619|-0.036566012|8.430183|0.0|-1.828300603|-31.81402579|-23.64750675|62.22940284|1660.077477|-15.29301513|0.233162923|8.310125852|0.989250745|6403.777228|150.7881632|-764.6507562999999|30.83771958|0.01793256|-345.1309687|1541.885979|11.59711747|0.0|1.0|1.0|1.0|2.0|3.21|0.13|3.87|2.6|117.47|2.0|133.97|0.0|3.09|-4.82|1.81e-06|0.000768|1.53e-05|3.59|0.0|2e-07|-0.06188|-1667.993536|678.83|352.3|247.15|0.40883|0.69857|0.0448|-0.1446599999999999|1.7676|-1667.848192|2.5159|8.0334|8.0334
15_a47|0.0|2.9226792460000004|0|1.304329657|-0.164258919|-0.00516949|4.59511985|-0.072588375|0.042285714|-0.130885389|1.56205245|0.086682657|10.9497222|0.0506476009999999|1|-0.002377481|-0.332654104|-0.131424138|0.614613723|1|0.791753677|-0.0904066519999999|0.429825305|0.016669157|-48.36220049|8.917011222000001|61.0548099|0.208246323|111.3994409|-0.033307714|4.770072524|0.0|-1.265693121|-24.15592798|-17.81765281|54.07328082|869.1027727|-9.531388265|0.288369895|6.984778596|0.914412511|5075.773767000001|154.260803|-362.1927541|25.03780079|0.021370407|-226.4191275|951.4364299|11.43190096|1.0|0.0|1.0|1.0|2.0|2.1|0.06|4.69|5.28|66.49|2.0|96.6|1.0|3.74|-4.85|1.29e-05|0.00455|1.41e-05|3.8|0.0|3.22e-09|-0.0591799999999999|-1527.376145|552.16|305.43|286.26|0.67203|0.68008|0.0759|-0.16762|2.2271|-1527.316555|3.7709|7.8|7.8
9a_a31|0.0|3.348289714|0|0.6101356720000001|-0.009086485|-0.01391798|5.733341277|-0.093457477|0.036891534|-0.05057805|0.0|0.03406986|10.31169772|-0.0007638889999999|2|-0.0033853629999999|-0.542342338|0.045292529|0.76226755|0|0.691768132|-0.122626525|0.235442032|0.033245595|-78.6954713|21.33533299|163.6011874|0.308231868|197.8075471|-0.043430228|13.69193237|95.14995868|-2.0846509230000003|-41.55773748|-27.87131275|86.0923113|1955.13855|-17.886392|0.262241245|7.812278516|0.939873412|6273.506211999999|168.29310269999996|-858.5468158|37.77835579999999|0.0239033229999999|-305.16297060000005|1813.361078|15.33993762|1.0|1.0|1.0|1.0|2.0|2.78|0.14|5.51|4.02|117.37|1.0|113.64|1.0|3.47|-4.77|2.42e-06|0.00101|1.7100000000000002e-05|3.47|0.0|7.35e-09|-0.04275|-1691.9137670000002|680.72|327.21|327.21|0.7028|0.7028|0.7028|-0.15757|5.0244|-1691.7777600000002|6.2203|6.8239|6.8239
19d_a38|0.0|3.314284769|0|1.297043205|0.013465335|-0.0120676969999999|5.351858133|-0.17467835|0.04572104|0.019858574|0.0|-0.0555594909999999|10.95446448|-0.024688524|1|-0.00835812|-0.529632789|0.111104525|0.730686013|0|0.63167949|-0.1248815919999999|0.3509455999999999|0.024158903|-80.2776536|15.53007152|158.6487879|0.36832051|236.7675313|-0.04393982|9.98319831|115.6739235|-2.372750256|-48.11018574|-28.24584108|90.37127996|2995.494247|-18.15727844|0.250518301|7.056031803|0.916264002|6934.7619620000005|161.0407189|-980.493036|37.68716585|0.022660131|-320.7487188|2035.106956|14.56661536|0.0|0.0|1.0|0.0|4.0|2.38|0.13|2.34|1.65|124.32|1.0|133.79|0.0|1.94|-3.62|0.000134|0.0594|0.0002399999999999|1.65|0.0|3.94e-07|-0.05091|-1500.850957|679.08|338.89|230.58|0.3356699999999999|0.6957800000000001|0.0699|-0.15054|7.9959|-1500.683599|10.6621|7.9586|7.9586
19j_a38|0.0|3.235947106|0|1.29704352|-0.089207643|-0.007976154|5.351858133|-0.04575843|0.04391253|0.105682345|0.0|0.003554228|10.95429182|-0.036248822|1|-0.002443797|-0.42133715|-0.001131945|0.6885713729999999|0|0.8071763829999999|-0.108006563|0.625966089|0.0250587|-73.92901683|17.15233756|131.29876370000002|0.192823617|131.9851314|-0.038119963|11.74054073|29.18585028|-1.944118135|-39.565701700000005|-26.09259418|74.95583121|3109.238056|-17.86002424|0.285630155|7.506210369|0.6907121629999999|6704.612831|195.5099392|-910.8612362|36.5253298|0.023555355|-293.4664598|1862.79182|16.123318700000002|0.0|1.0|1.0|1.0|3.0|2.34|0.13|3.17|2.42|105.02|1.0|130.41|0.0|2.44|-4.12|4.46e-05|19.0|7.55e-05|2.5|0.0|1.2099999999999998e-07|-0.06447|-1424.390074|686.26|336.13|205.41|0.30419|0.69435|0.2625|-0.15182|10.8124|-1424.24494|14.4895|8.1146|8.1146
13_a10|0.0|0.0|1|1.343837907|-0.059862024|-0.0057715859999999|5.4161004020000005|-0.055497169|0.038726287|-0.093280469|1.794073077|-0.002128014|10.9296146|-0.001592366|1|0.003791547|-0.345108701|0.00746881|0.736686715|1|0.818027691|-0.082327045|0.4676169839999999|0.0122005|-41.62089688|6.168030793|174.7319717|0.181972309|91.99711608|-0.030119651|3.118282386|0.0|-1.234905671|-24.21093442|-15.22715739|54.05778885|1630.880014|-7.698174391|0.285505651|5.069505473|0.816739845|4941.066161|144.338975|-315.62515|21.31179541|0.018979132|-216.8776303|873.7836118999999|9.595006108|1.0|0.0|1.0|1.0|1.0|2.58|0.15|3.52|3.81|63.83|0.0|97.14|1.0|2.91|-4.1|0.000176|0.0576|7.87e-05|2.76|0.0|2.49e-07|-0.05022|-1065.839441|550.83|322.72|212.63|0.34881|0.68386|0.1514|-0.15937|3.6904|-1065.732389|5.3726|6.7959|6.7959
8a_a31|0.0|3.28085223|0|0.610138387|-0.039027368|-0.015034136|5.733341277|-0.158899731|0.043817204|-0.1480271209999999|0.0|-0.135144546|10.31170053|-0.01861065|2|-0.009293513|-0.520051508|0.0502030679999999|0.883113019|0|0.594139864|-0.136459435|0.272259026|0.0375544779999999|-67.46619355|18.56711239|131.2406629|0.405860136|200.6591816|-0.0416959379999999|9.179668678|465.4559302|-1.501053781|-29.89286568|-20.61467025|79.02944672|1443.955093|-10.19199103|0.333562641|5.83708559|0.822471411|4538.505909|164.9149565|-366.9116769|30.93264504|0.030052065|-164.57484340000002|1113.575221|14.85788369|1.0|0.0|1.0|1.0|2.0|2.05|0.2|4.16|2.54|114.29|0.0|83.83|1.0|2.13|-3.11|0.000269|0.0846|0.000773|1.56|0.0|4.62e-06|-0.02993|-1347.507102|538.75|325.45|325.45|0.7027100000000001|0.7027100000000001|0.2604|-0.1587599999999999|3.7141|-1347.446223|5.3042|6.1024|6.1024
8f_a8|0.0|2.939511291|1|1.394802091|0.024051247|-0.01032134|4.844187086|-0.249095464|0.043758865|0.0587545909999999|0.0|-0.08540947|10.94343488|0.007079485|1|-0.007036544|-0.5373378529999999|-0.016217844|0.56916135|0|0.5968139689999999|-0.1064257719999999|0.308621017|0.013566221|-62.06002501|7.91086576|317.0847898|0.403186031|235.1097364|-0.048375351|4.613060521|67.99102163|-2.128515439|-41.53091131|-28.20910228|79.13157981|1892.066521|-16.44956443|0.09422952|7.504290616|0.8416059290000001|5948.547713|54.94802877|-723.7808349999999|31.14376424|0.009226445|-473.23361|1370.325626|5.380213594|0.0|0.0|0.0|0.0|2.0|2.85|0.0|4.69|4.72|80.88|2.0|105.27|0.0|4.04|-5.0|6.11e-06|0.0023899999999999|1.01e-05|3.82|0.0|1.13e-08|-0.0675299999999999|-1361.626748|602.63|355.5|263.65|0.55661|0.69925|0.1659|-0.14532|5.8283|-1361.510739|7.8014|4.6428|4.6428
9_a1|0.0|3.358585365|0|1.432397289|0.020428974|-0.00614716|4.727387819|-0.1075163359999999|0.037578348|-0.110185988|0.0|-0.079063236|10.94877277|0.016589221|1|-0.0018191779999999|-0.483335578|-0.053460262|0.572272366|0|0.755276458|-0.085722429|0.166794384|0.011266799|-49.42275468|6.495805626|63.73880199|0.244723542|141.093898|-0.031896718|3.745117974|0.0|-1.371558857|-26.88743664|-18.38986221|53.13133578|1739.0376789999998|-10.60256533|0.2183102569999999|7.61577077|0.826725116|5063.330971|125.865476|-455.910309|23.52578164|0.014186995|-324.81308110000003|1011.608611|8.17942725|1.0|1.0|1.0|1.0|1.0|2.66|0.05|5.86|5.57|58.64|2.0|102.84|1.0|4.12|-4.79|2.07e-05|0.00739|1.62e-05|3.76|0.0|1.04e-09|-0.07602|-1187.193365|600.6|370.88|370.88|0.70296|0.70296|0.5409|-0.13413|4.1623|-1187.065335|6.4447|5.2218|5.2218
46_a18|0.0|0.0|0|1.251088279|-0.001181461|-0.005378956|4.844187086|-0.018808538|0.03531746|-0.046124025|0.0|-0.0669031009999999|10.94680484|-0.052591109|0|0.003512954|-0.448177615|-0.015124585|0.699483099|0|0.8265445990000001|-0.076485888|0.30524999|0.008975181|-54.33831169|6.376289807000001|0.946462387|0.173455401|123.2289237|-0.029244604|4.5299444310000005|58.66827342|-1.988633091|-35.20023815|-20.77641329|55.92367899|1848.661552|-14.76030741|0.217767252|8.980343774|0.8342358790000001|7150.333139|154.7096476|-1003.700904|26.56039822|0.013181412|-401.0164861|1806.107079|9.36454702|1.0|0.0|1.0|1.0|2.0|0.0|0.3|3.68|3.3|76.5|2.0|151.14|0.0|2.93|-5.47|2.08e-06|0.000999|3.35e-06|4.36|0.0|1.51e-09|-0.04995|-1532.968527|765.33|384.45|384.45|0.69181|0.69181|0.4249|-0.13224|2656.0|-1532.562476|3.2533|6.7305|6.7305
18b_a25|0.0|0.0|1|1.194228955|-0.147813831|-0.003259453|4.727387819|0.0131826839999999|0.038137255|-0.018632104|2.003993644|0.014055398|10.31286058|0.0009956189999999|1|0.00598031|-0.303383008|-0.026045966|0.6915652390000001|1|0.936253893|-0.078644297|0.348987182|0.01278627|-55.18621997|8.972372556|80.36582704|0.063746107|44.73187305|-0.0305838929999999|6.296086869|0.0|-1.6515302369999998|-31.08693686|-21.46130777|53.27347337|2327.4502850000003|-15.05981357|0.215220531|8.654596906|0.974811521|6973.180791|151.02439719999998|-813.229933|27.34692815|0.013724883|-399.6704921|1476.7341199999998|9.631015182|1.0|1.0|1.0|1.0|1.0|3.56|0.07|5.93|5.59|111.51|2.0|138.56|1.0|4.35|-5.71|2.87e-07|0.000132|1.95e-06|4.48|0.0|1.4500000000000002e-10|-0.07066|-1767.494087|728.12|336.67|223.65|0.36733|0.54166|0.0468|-0.15079|2.8141|-1767.286778|2752.0|7.2924|7.2924
9g_a24|0.0|2.931798469|1|1.427608366|-0.318471716|-0.00106361|5.283203728999999|0.001126633|0.0279797979999999|-0.162313932|0.0|0.070915465|10.96318169|-0.02471184|2|0.013119312|-0.079421802|0.13372961|0.657503038|0|0.8671367529999999|-0.065668047|0.383340003|0.01876163|-32.49188065|9.283063574|174.88817269999998|0.132863247|65.73938109|-0.021297745|4.593165278|0.0|-0.788016565|-15.87288497|-10.53790724|41.36311977|1196.910121|-5.214049137|0.518073552|6.124370267000001|0.746821416|4355.725609|256.3375151|-192.9198181|21.8662148|0.033884884|17.88521849|809.0499476|16.76589519|1.0|0.0|1.0|1.0|1.0|1.78|0.06|2.91|2.93|72.28|0.0|87.53|0.0|1.93|-3.09|0.00323|977.0|0.0008179999999999|1.37|0.0|3.720000000000001e-07|-0.03585|-984.5565078|524.03|289.67|236.07|0.4227399999999999|0.64993|0.1023|-0.17806|2.9691|-984.497752|4.4131|7.1675|7.1675
9c_a31|0.0|3.410619646|0|0.610135804|0.031715924|-0.013082561|5.733341277|-0.055520387|0.03482906|-0.0384827639999999|0.0|-0.1047269419999999|10.311698300000002|-0.062737615|2|-0.000813398|-0.546598398|-0.000533581|0.770283733|0|0.6746901059999999|-0.128097622|0.287455956|0.030296721|-81.63444414|19.30758668|153.5739377|0.325309894|207.3144829|-0.035867334|12.30439782|552.8237349999999|-1.7933667130000002|-41.96335759|-22.85764436|85.15486955|2242.189942|-14.56678943|0.329283294|8.188627935|0.837843885|5658.985169|209.8466636|-728.3394714|34.07943198|0.024456662|-217.5897278|1703.9715989999995|15.58581614|1.0|1.0|1.0|1.0|2.0|3.09|0.35|5.64|3.7|117.37|2.0|108.16|1.0|3.32|-4.16|5.85e-06|0.00233|6.94e-05|3.1|0.0|5.79e-08|-0.03249|-1618.115927|691.3|322.12|322.12|0.7007399999999999|0.7007399999999999|0.2554|-0.15975|1.3617|-1617.9568470000002|2.2323|6.3768|6.3768
9o_a24|0.0|2.9340792330000003|0|1.294229152|-0.064667223|-0.007052095|4.59511985|-0.044044637|0.028472222|-0.087807028|0.0|-0.097596429|10.94506726|-0.000236595|1|0.002019902|-0.38043264|-0.0062180169999999|0.7086274779999999|0|0.770273808|-0.08834189|0.6253256110000001|0.018492771|-51.14964436|10.7072496|32.50178358|0.229726192|133.0106596|-0.032911684|6.1994599720000005|44.8382925|-1.678495905|-29.69744072|-19.05574986|61.99847688|1906.512273|-11.03321234|0.331953623|6.080741586|0.945954873|6697.297449000001|192.1999837|-562.6938294|28.52459128|0.026064002|-194.5965258|1454.754155|15.09096602|0.0|1.0|1.0|1.0|2.0|2.84|0.04|3.75|4.36|92.79|1.0|120.73|0.0|3.01|-4.4|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|2.88|0.0|1.24e-08|-0.04527|-1388.094657|611.03|290.75|210.85|0.41688|0.65292|0.0288|-0.17826|4.3816|-1387.945865|5.9089|6.3507|6.3507
21c _a23|0.0|0.0|2|1.197962776|0.178300778|-0.009944003|5.4161004020000005|-0.135572353|0.043130342|0.0645437059999999|0.731360766|-0.092608459|10.3132171|-0.039311241|2|0.0035741379999999|-0.596546056|0.149511954|0.7301130229999999|1|0.790596437|-0.098699133|0.2571258939999999|0.014036138|-70.15570019|9.976937758|323.3651097|0.209403563|148.8448086|-0.040210758|7.09164338|94.32302529|-2.171380929|-42.26586935|-28.58195193|69.43902929|2628.628799|-20.31615463|0.165442725|8.945789862|0.881854988|7227.157398|117.597286|-1097.07235|34.24804117|0.013451712|-475.6090385|1849.394223|9.5615256|0.0|1.0|1.0|1.0|2.0|3.11|0.08|3.1|3.42|148.11|1.0|133.35|0.0|3.0|-4.72|2.35e-06|0.0011|1.92e-05|2.86|0.0|4.69e-08|-0.07892|-1837.932192|747.88|338.3|338.3|0.5885699999999999|0.5885699999999999|0.3329999999999999|-0.15089|6.0226|-1837.736174|8.3979|7.1752|7.1752
3a_a49|0.0|0.0|1|1.343850114|-0.05210989|-0.006374689|5.4161004020000005|-0.072328354|0.0355787039999999|-0.044367345|1.819785|-0.060613765|10.92976559|0.00497674|1|0.000521532|-0.421478185|0.012813604|0.7476073409999999|1|0.72890527|-0.088484274|0.526915193|0.016205613|-51.82200998|9.491036042|107.4001347|0.27109473|158.77029040000002|-0.030698626|5.558553447|59.40691577|-1.504232653|-32.39206742|-17.97906469|64.79936082|1793.526571|-10.52968207|0.310225187|6.566343333|0.903506738|5792.106924000001|181.6875706|-515.9544212000001|26.06512204|0.021141449|-222.2883651|1277.19098|12.38177532|1.0|0.0|1.0|1.0|2.0|2.11|0.18|2.77|2.81|98.72|1.0|112.14|1.0|2.02|-3.3|0.000878|0.3379999999999999|0.000503|1.38|0.0|6.52e-08|-0.05732|-1253.973708|635.89|320.04|240.06|0.53794|0.66614|0.0793|-0.15978|3801.0|-1253.8126619999998|4.2593|7.1938|7.1938
12bf_a36|0.0|3.31325137|0|1.297043948|-0.024689509|-0.00832865|5.351858133|-0.119979424|0.044197531|0.140577067|0.0|-0.096665166|10.96022305|-0.0206090089999999|1|-0.004358975|-0.433281391|-0.0480253509999999|0.632625562|0|0.6791406640000001|-0.110255801|0.356652646|0.0217611939999999|-71.01192632|14.01562806|87.14111344|0.320859336|206.6543367|-0.037486972|9.026978489|0.0|-1.874348624|-37.52534442|-24.14405495|72.27889645|2522.341812|-15.55034592|0.294529031|7.546900716000001|0.904134124|6271.550446|189.6959033|-777.5172959|34.22402339|0.02371294|-264.6734075|1711.2011699999998|15.27267945|0.0|0.0|1.0|0.0|2.0|0.0|0.14|3.55|3.0|69.2|1.0|123.67|0.0|2.44|-4.32|0.000102|0.0424|4.81e-05|2.88|0.0|7.599999999999999e-08|-0.0571299999999999|-1431.380702|670.85|320.04|236.98|0.40663|0.69292|0.4006|-0.15677|5.4787|-1431.246893|7.5932|8.2218|8.2218
AKLKII_a46|0.0|2.917217813|0|1.4316666480000002|-0.206312209|-0.003417504|4.59511985|-0.030657|0.0386379929999999|-0.008897473|1.744747103|0.156485495|10.96959256|0.036226415|1|0.006731579|-0.270506095|-0.0150769919999999|0.687139108|1|0.837641394|-0.089369278|0.271156366|0.010384859|-42.37969553|4.924591245|160.85204040000002|0.162358606|76.99187522|-0.033194303|2.335284369|0.0|-1.161800612|-16.15213359|-15.74102977|38.98582025|792.7439217|-7.464534402999999|0.2278604669999999|5.83938898|0.92307023|4110.764451|108.05343229999998|-261.2587041|20.38625028|0.015584114|-258.10190780000005|713.5187596|7.390123534|1.0|0.0|1.0|1.0|1.0|1.6|0.06|3.9|3.39|67.35|0.0|85.32|1.0|2.45|-3.58|0.000578|166.0|0.000266|2.19|0.0|6.18e-08|||||||||||||6.7423|6.7423
19_a4|-3.21497177|0.0|1|0.29641517|-0.121320311|-0.0023503029999999|5.4161004020000005|-0.3929802189999999|0.040511696|-0.052325802|0.0|-0.211341677|10.30966825|-0.136621315|1|0.009687676|-0.245630631|0.152550043|0.514505012|0|0.820765063|-0.0759826109999999|0.285282038|0.013022539|-41.82665583|7.168604362000001|15.411502800000004|0.1792349369999999|98.66465411|-0.028945757|3.946149569|13.25878373|-1.215721775|-21.41704046|-15.93396412|46.07495776|1697.595595|-8.771275759|0.235119747|5.9448291|0.85352261|5232.561157|129.4279389|-368.3935819|20.83197214|0.0143733|-291.6208078|874.9428297000001|7.912166787999999|0.0|1.0|0.0|1.0|0.0|2.52|0.16|2.97|4.32|73.23|1.0|98.19|1.0|2.92|-3.97|0.000156|0.0547|0.000106|2.62|0.0|8.070000000000001e-07|-0.05294|-1446.909868|583.39|296.2|296.2|0.67535|0.67535|0.3806|-0.17004|5.8295|-1446.813896|7.1079|4.71|4.71
16e_a32|0.0|3.343660084|0|0.609420752|0.180914799|-0.0154404319999999|5.733341277|-0.06951854|0.040982906|-0.04474426|2.080236877|-0.070351839|10.31100268|-0.01320745|3|-0.002310082|-0.698621582|0.096017785|0.7619492790000001|1|0.7903051590000001|-0.117338144|0.504569498|0.024145309|-75.36830928|15.50894749|105.4021155|0.209694841|134.6906051|-0.037448344|9.961663868|39.27920316|-1.760072163|-35.94239328|-24.05371573|71.46633549|3376.1299740000004|-15.45011555|0.297773438|6.573687662|0.848279482|6142.277629|191.2650034|-726.1554308999999|34.2534974|0.023323257|-259.78720209999994|1609.914378|14.98092934|0.0|1.0|1.0|1.0|2.0|3.36|0.26|6.03|4.6|149.27|3.0|111.95|1.0|3.77|-4.75|2.58e-07|0.000107|1.7899999999999998e-05|3.76|0.0|4.18e-08|-0.0505899999999999|-1955.965644|677.82|342.37|342.37|0.7022|0.7022|0.2858|-0.14991|3.2372|-1955.827194|3.9389|8.1367|8.1367
12d_a40|0.0|0.0|1|0.60499064|0.1028826769999999|-0.008004393|5.4161004020000005|-0.107711573|0.043185185|0.209157499|0.794852923|0.087954209|10.31197256|-0.166080871|2|-0.002126898|-0.552689736|-0.0065648919999999|0.6948809659999999|1|0.840431415|-0.091630294|0.0913543|0.01171131|-48.54239742|6.204226377|207.39648|0.159568585|84.53363343|-0.038873458|3.286773518|60.80168183|-1.282824111|-26.85139526|-20.59374436|56.88984065|643.5166227999999|-10.90981687|0.155716451|7.877041626|0.8899787840000001|5101.479206|82.49291335|-360.0239567|24.39197636|0.01245259|-364.7778083|804.9352200000001|6.596929268999999|0.0|1.0|1.0|1.0|1.0|2.94|0.0|4.59|5.02|84.45|2.0|96.16|1.0|4.21|-5.58|5.58e-07|0.0002009999999999|2.61e-06|4.75|0.0|1.44e-07|-0.07765|-2153.180821|552.57|443.4|282.05|0.55983|0.70435|115.0|-0.11604|1.2683|-2153.123107|1.9961|7.7212|7.7212
12_a1|0.0|3.3894574360000003|0|1.430936075|-0.0455890429999999|-0.011221829|5.351858133|-0.02164054|0.036382114|0.076867966|0.0|-0.0811332759999999|10.94945122|-0.051772288|1|-0.001416381|-0.487073772|-0.045776997|0.7534284040000001|0|0.765121385|-0.104724018|0.210514881|0.033770552|-60.78517756|19.60151089|133.6600817|0.234878615|136.3310784|-0.039894864|11.37734536|477.1158679|-1.675584287|-32.50125347|-23.15625812|75.59644237|1825.150911|-13.44063462|0.275333347|7.679719277999999|0.867391557|5468.378562|159.81230209999998|-564.5066541|31.95435864|0.024485753|-260.8074567|1342.083063|14.21231622|1.0|1.0|1.0|1.0|1.0|2.72|0.05|4.87|4.41|83.82|2.0|103.47|1.0|3.44|-4.75|1.04e-05|0.00379|1.77e-05|3.54|0.0|6.28e-09|-0.07042|-1216.099134|607.42|390.57|332.04|0.69114|0.69763|0.2821|-0.12874|7.7454|-1215.975876|10.1801|5.5302|5.5302
1_a3|0.0|0.0|0|0.6195934120000001|0.079857077|-0.006053652|4.727387819|-0.073036903|0.034166667|-0.004409693|2.194605012|0.038572075|10.33805862|0.032569462|0|-0.005006707|-0.486774367|-0.126299711|0.943582278|1|0.7762512779999999|-0.0925710269999999|0.521474118|0.008036786|-42.54530997|3.693677623|289.8942564|0.2237487219999999|102.8341051|-0.034105115|1.697600903|0.0|-1.295994381|-20.88467272|-15.67458788|49.13501083|1162.737831|-7.203984013|0.207914282|4.984064981|0.8151164259999999|4510.611026|95.55665364|-273.7513925|19.78900457|0.014174378|-268.4830832|751.9821735|6.514493077999999|1.0|0.0|1.0|1.0|1.0|0.0|0.18|2.28|1.85|77.1|0.0|91.52|0.0|1.5|-3.3|0.0008529999999999|261.0|0.000503|1.83|0.0|1.69e-06|-53.0|-1273.290432|496.09|320.83|210.84|0.30619|0.68912|0.0096|-0.1658599999999999|2.2332|-1273.22339|3.4319|6.1403|6.1403
