molecula|SddssS|SaaNH|NaasN|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1c|MATS8s|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
4R4k_a46|0.0|0.0|1|1.134637098|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|0.0510113959999999|-0.104665424|0.0|-0.1149361969999999|10.94631314|-0.1032662209999999|1|0.006050983|-0.3860697829999999|-0.003017362|0.784722915|0|0.890625164|-0.085931818|0.237621572|0.007883196|-45.72566346|4.194771739|173.3171354|0.109374836|58.20005971|-0.030434186|2.232103603|0.0|-1.4608409080000002|-25.39807111|-16.19450581|51.92513282|1767.850427|-8.617349646000001|0.133318901|5.522208638|0.871222588|4711.736397|70.94107067|-413.632783|18.68565706|0.007248925|-390.2334878|896.9115391|3.857266463|1.0|0.0|1.0|1.0|1.0|3.12|0.33|4.26|4.77|50.94|1.0|100.96|1.0|3.81|-4.83|1.5e-05|5.0|1.4800000000000002e-05|4.05|0.0|2.48e-07|-0.02045|-1053.413412|565.94|299.53|234.09|0.54119|0.68404|0.1008|-0.17484|1.8559|-1053.254911|1.9753|7.0132|7.0132
11b_a5|0.0|2.943854668|0|1.277648917|-0.2023158669999999|-0.003900104|4.59511985|0.008093965|0.023988604|-0.067519041|0.0|-0.118167947|10.94877958|-0.0536971829999999|1|0.005685558|-0.252164213|-0.0497097529999999|0.682032125|0|0.8737310509999999|-0.080664777|0.378154801|0.016373566|-48.42513182|9.829471091|55.25128526|0.126268949|75.80248447|-0.029332646|5.900883275|1.880682804|-1.290636432|-27.50997723|-17.60913884|55.65456427|913.0178976|-10.5712171|0.33175528|8.936258446|0.83867925|5107.577902|199.1611925|-465.13355250000006|26.35133256|0.0228838029999999|-202.0032297|1159.458633|13.73773299|1.0|1.0|1.0|1.0|1.0|2.55|0.1|5.38|4.82|63.69|2.0|106.58|1.0|3.68|-4.69|2.26e-05|0.00853|2.04e-05|3.62|0.0|7.109999999999997e-10|-0.0418399999999999|-1564.72614|635.55|295.32|275.55|0.61027|0.6284|0.2013|-0.17107|1.9569|-1564.621301|2.8531|7.7212|7.7212
7f_a10|0.0|0.0|1|1.240141822|0.103083789|-0.011104817|5.4161004020000005|-0.2347037789999999|0.037386831|-0.104120245|0.740070757|-0.000498274|10.92948443|-0.0971900919999999|1|0.0030999659999999|-0.5846516820000001|-0.009545801|0.5209683970000001|1|0.931773786|-0.095196098|0.7359022890000001|0.00797443|-53.02456669|4.441786155|15.96885516|0.068226214|38.0022453|-0.03645808|2.474090768|0.3440879|-1.713529756|-19.93012491|-20.30728086|40.22275023|2375.702381|-11.31122804|0.178213448|6.115784565|0.6738319429999999|7070.755931000001|99.26552746|-531.6277179|24.71113795|0.012813716|-358.4725202|1161.423484|7.137285626000001|0.0|1.0|1.0|1.0|0.0|2.97|0.23|5.07|6.57|52.83|2.0|106.77|0.0|4.39|-5.6|2.9e-06|0.00119|2.52e-06|4.7|0.0|7.38e-09|-0.0613|-1442.200124|597.28|341.96|214.67|0.34467|0.6833600000000001|0.0191|-0.15627|2.2631|-1442.058773|3.2524|6.8508|6.8508
4S4k_a46|0.0|0.0|1|1.134637098|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|0.0510113959999999|-0.104665424|0.0|-0.1149361969999999|10.94631314|-0.1032662209999999|1|0.006050983|-0.3860697829999999|-0.003017362|0.784722915|0|0.891734458|-0.0860536609999999|0.199356973|0.007749296|-45.61628327|4.1078333030000005|172.7607401|0.1082655419999999|57.39060501|-0.030477338|2.177526049|0.0|-1.46291223|-25.17446332|-16.15576699|51.59865384|1729.18312|-8.564028983|0.132090036|5.523352655|0.858684076|4719.2906570000005|70.01975807|-411.0733912|18.61456563|0.007182108|-390.0516264|893.4991504000001|3.807172093|1.0|0.0|1.0|1.0|1.0|3.03|0.33|4.26|4.77|50.94|1.0|100.96|1.0|3.79|-4.83|1.5e-05|5.0|1.4800000000000002e-05|4.05|0.0|2.48e-07|-0.02074|-1053.415665|566.82|304.07|234.58|0.5716|0.67893|0.0654|-0.17396|2.2655|-1053.255345|2.5693|6.7055|6.7055
15_a4|0.0|0.0|1|1.399867493|-0.159419214|-0.001986535|5.4161004020000005|-0.061469545|0.044357639|0.0432718859999999|0.0|-0.1979518539999999|10.94611612|0.022446689|1|0.00918585|-0.226703465|0.095534883|0.509447294|0|0.867716376|-0.073738544|0.2517542889999999|0.010893057|-35.36161572|5.223809291|12.70877085|0.132283624|63.43714456|-0.030724393|2.505098786|86.01453643|-1.106078158|-14.29317436|-14.73400655|35.02894809|1495.715718|-7.065752187|0.156108698|5.459799482|0.7783994009999999|4134.603400999999|74.8625551|-254.3670787|17.45960235|0.009743323|-329.8289177|628.5456843999999|4.672449937|0.0|0.0|1.0|0.0|0.0|3.01|0.11|4.09|4.4|30.71|0.0|85.06|1.0|3.61|-4.28|0.000152|0.0443|5.19e-05|3.49|0.0|8.070000000000001e-07|-0.03539|-958.251931|512.65|294.16|275.22|0.4778699999999999|0.56413|0.0969999999999999|-0.17373|2.1603|-958.195344|3.0091|6757.0|6757.0
24_a20|0.0|0.0|1|1.40648755|-0.217098257|-0.001547029|4.727387819|0.029711934|0.03625|0.087887688|2.041494094|-0.060940703|10.93106245|-0.04104|1|0.008780074|-0.188335708|0.070857143|0.607038752|1|0.952027295|-0.067869875|0.531656762|0.012814211|-42.82548904|8.085691548|12.83518119|0.047972705|30.27049276|-0.02714795|5.102023479|406.1522673|-1.357397496|-24.46164548|-17.13019562|46.85253003|1961.887639|-10.80905198|0.228967757|6.852820269|0.844319927|6109.1040920000005|144.47729840000002|-540.4525990000001|22.21722343|0.013436544|-342.0394805|1110.861171|8.478379683|1.0|1.0|1.0|1.0|0.0|3.21|0.08|4.76|4.78|80.28|2.0|119.42|1.0|3.63|-4.93|1.29e-05|0.00519|1.17e-05|3.52|0.0|4.82e-10|-0.06748|-1291.867578|685.66|345.59|232.2|0.46668|0.44916|0.0108|-0.15687|3.6107|-1291.706729|4.3906|6.4976|6.4976
8_a20 (IN-1130)|0.0|3.443195704|0|1.400923668|0.063195236|-0.009430196|4.727387819|-0.124997065|0.0396875|0.1728459339999999|1.622562232|-0.019554464|10.94899447|-0.0574882679999999|1|-0.004654742|-0.573278819|-0.1221465319999999|0.7741509329999999|1|0.7274271309999999|-0.097790028|0.354945501|0.0158089389999999|-64.75689362|10.46873389|336.574332|0.272572869|180.4986934|-0.035730972|6.93243166|89.35267123|-1.858010535|-42.20109173|-23.66117267|74.19702161|1829.419484|-15.66851008|0.251893628|8.005662608|0.932362084|6291.586155|166.8048285|-814.7625241000001|31.628086|0.018957805|-328.593789|1644.660472|12.55392404|1.0|1.0|1.0|1.0|2.0|2.43|0.08|4.97|4.08|110.44|1.0|122.86|1.0|3.14|-4.55|1.42e-05|0.00596|2.82e-05|2.87|0.0|2.34e-10|-0.07014|-1368.372708|696.06|383.5|248.98|0.4377|0.7007399999999999|0.1361|-0.13622|3803.0|-1368.180121|5.4751|7.4437|7.4437
16d_a32|0.0|3.311658163|0|0.609420775|0.170838661|-0.017249763|5.733341277|-0.087123461|0.0421759259999999|0.0115077539999999|2.07416189|-0.134892903|10.31100273|-0.0517549079999999|3|-0.005427254|-0.68301199|0.107238939|0.7689748270000001|1|0.7554930740000001|-0.11491796|0.41654798|0.032003415|-67.07571683|18.67986534|115.2070109|0.244506926|142.7146582|-0.036437402|10.90312918|48.61700321|-1.493933474|-31.07481011|-21.26791022|71.91900971|3152.666302|-12.41372827|0.384250302|6.221435089|0.79521327|5768.495166|224.2805611|-508.962859|34.53986301|0.0332953229999999|-135.1223777|1416.134383|19.43393087|0.0|1.0|1.0|1.0|2.0|3.01|0.18|5.26|3.82|149.27|1.0|102.33|1.0|3.12|-4.18|2.22e-06|0.000856|6.659999999999999e-05|2.86|0.0|2.55e-07|-0.05068|-1877.332369|621.59|341.83|341.83|0.70217|0.70217|0.2915|-0.15009|3.2048|-1877.241687|3.8853|8.1135|8.1135
18_a10|0.0|0.0|1|1.243178376|-0.182332901|-0.00309846|5.733341277|0.0307177839999999|0.035770975|-0.092424959|2.026949641|-0.052165302|10.92966688|-0.0280813039999999|1|0.010573165|-0.220292492|0.048377088|0.6886547670000001|1|0.885552955|-0.076052353|0.656664457|0.019095409|-48.27152552|12.12013168|40.99617452|0.114447045|72.64119073|-0.024889861|7.692822451|123.3621791|-1.368942347|-23.18149476|-15.79795381|48.64284759|2137.914113|-10.02718922|0.358384456|7.204851347999999|0.876275815|6213.631543|227.471785|-551.4954071000001|24.62214943|0.020666062|-179.7708584|1354.218219|13.11704755|1.0|1.0|1.0|1.0|0.0|3.41|0.32|4.65|4.66|62.06|1.0|119.81|1.0|3.67|-4.77|3.34e-05|0.0138|1.7100000000000002e-05|3.49|0.0|1.32e-08|-0.0495699999999999|-1336.404041|687.19|326.47|214.93|0.37729|0.6866300000000001|0.1637|-0.15735|4.7596|-1336.185978|5.9029|6.8861|6.8861
19_a34|0.0|0.0|1|1.438829424|-0.068004837|-0.013066507|5.351858133|-0.169170251|0.044107744|-0.189862762|0.0|-0.143343425|10.95957634|-0.014196676|1|-0.0042364759999999|-0.469568766|0.08178394|0.818710955|0|0.6399024520000001|-0.1255804019999999|0.308793959|0.039589023|-62.64265252|19.74799697|131.5318459|0.360097548|179.6256831|-0.039656969|9.850795895|470.4453529|-1.506964829|-28.08688512|-19.78189027|76.05407906|1537.244187|-9.86770272|0.3377105079999999|5.495780422|0.877434994|4496.516479|168.4584665|-374.9727034|29.86894781|0.029554695|-161.90813300000002|1135.020017|14.74262256|1.0|0.0|1.0|1.0|1.0|2.77|0.18|2.69|2.31|69.4|0.0|83.95|1.0|2.1|-3.15|0.00186|574.0|0.000704|1.66|0.0|9.42e-06|-0.02901|-1046.5747720000002|538.96|297.18|297.18|0.6897300000000001|0.6897300000000001|0.2189|-0.1735|3.4272|-1046.509891|5.0441|6.0044|6.0044
12al_a36|0.0|3.469383582|0|1.297043737|-0.06777947|-0.008463062|5.351858133|-0.04314418|0.042739018|0.1030147719999999|0.0|-0.074215038|10.96020817|-0.031635802|1|0.003077071|-0.404703593|0.125005134|0.84179881|0|0.801179217|-0.105915949|0.2689491989999999|0.026927826|-69.69632923|17.71943397|114.2305891|0.198820783|130.8308989|-0.035305316|11.65999569|0.0|-1.906487074|-33.70669917|-23.23210974|68.94274882|2244.88081|-15.28752554|0.328915355|8.774664332|0.841133748|6049.668466|216.4375922|-825.5263792000001|34.61874732|0.025956027|-225.1591357|1869.412355|17.07995636|0.0|0.0|1.0|0.0|2.0|0.0|0.17|2.77|1.89|78.43|1.0|130.24|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|2.65|1.0|2.03e-07|-0.04998|-1347.445127|702.95|349.14|319.71|0.6945399999999999|0.70417|0.0095|-0.14558|6.4473|-1347.257936|8.1781|7.3188|7.3188
19a_a38|0.0|3.3685352889999995|0|1.297044508|-0.084389038|-0.007986407|5.351858133|-0.082283951|0.043848238|0.054257043|0.0|-0.122385526|10.96083376|-0.077535135|1|-0.000673716|-0.4342819429999999|0.031696119|0.698414933|0|0.747152898|-0.108300308|0.298938581|0.022142322|-64.73159672|13.23456869|137.2318698|0.252847102|151.1278869|-0.038988111|7.910363161|0.0|-1.949405536|-30.69910427|-23.30337482|64.59623135|2304.055966|-13.92853534|0.255203463|6.923156054|0.872060139|6115.030149|152.5362948|-696.4267669|31.28824271|0.020873781|-292.6320538|1564.412135|12.47635608|1.0|1.0|1.0|1.0|3.0|2.56|0.14|3.13|2.55|81.23|1.0|125.69|1.0|2.68|-4.17|7.209999999999999e-05|29.0|6.77e-05|2.78|0.0|1.4e-07|-0.05271|-1332.1529369999998|628.65|339.65|316.19|0.6329100000000001|0.68835|0.0721|-0.15108|4.7986|-1332.002093|6.0223|8.0106|8.0106
5b_a49|0.0|0.0|1|1.343848745|0.1108916119999999|-0.007610481|5.777652323|0.006327273|0.034466231|-0.072128552|1.926253727|-0.0695402359999999|10.9297646|0.059834711|1|0.006696215|-0.515894968|-0.006962617|0.666573331|1|0.7969332440000001|-0.076494119|0.615864196|0.020319986|-44.96093486|11.94347454|170.0796998|0.203066756|119.3565117|-0.026008|7.020013952999999|69.07083505|-1.300400018|-24.11745318|-15.28671785|52.97561349|1956.050085|-8.985071494|0.3913052589999999|6.270195553|0.905459892|6225.302624|229.9974239|-449.2535747|25.1139312|0.025332565|-127.7749783|1255.69656|14.88971719|1.0|1.0|1.0|1.0|1.0|2.9|0.22|2.98|2.87|75.94|1.0|122.26|1.0|2.58|-3.93|0.000496|0.1969999999999999|0.000118|2.08|0.0|5.79e-08|-0.04453|-1292.100239|633.92|316.21|240.03|0.39241|0.65269|0.0747|-0.1624799999999999|4.3767|-1291.929428|6.1996|7.5528|7.5528
17_a15|0.0|0.0|0|1.43568899|-0.046866421|-0.0071363569999999|0.0|-0.071708785|0.036595745|-0.033968088|0.0|-0.032903349|10.9544604|-0.0141953639999999|0|0.0032452509999999|-0.461493931|0.001376853|0.740986227|0|0.880459235|-0.079844675|0.605886597|0.012890299|-61.17023228|9.875456386|34.35335309|0.119540765|91.58201681|-0.027065991|7.56573889|58.47512431|-1.596893495|-31.03055741|-20.73567196|50.37922222|2104.883413|-15.88591693|0.346792631|7.967418828|0.90173781|6352.266784|265.6831633|-937.2690986|31.74439379|0.0217385279999999|-234.74904|1872.919233|16.654220199999997|1.0|1.0|1.0|1.0|1.0|3.99|0.15|4.89|6.0|67.35|2.0|131.36|1.0|4.44|-5.65|1.19e-06|0.00052|2.26e-06|4.78|0.0|1.9199999999999998e-10|-0.03936|-1413.857182|752.08|326.22|299.04|0.68787|0.7045100000000001|0.0377|-0.15573|5.1268|-1413.624817|7.1743|7.9208|7.9208
16_a47|0.0|2.890539668|0|1.417579067|-0.134455235|-0.0056780519999999|4.59511985|-0.1246612469999999|0.042285714|-0.08282926|1.491023983|0.001426202|10.95023129|0.0506476009999999|1|-0.004153659|-0.3379683979999999|-0.113476605|0.57616624|1|0.691860453|-0.092995116|0.421094692|0.0186711289999999|-48.19609034|9.676588112|63.13219447|0.308139547|159.6978638|-0.034261359|5.0150344780000005|0.0|-1.301931629|-25.03540372|-17.75645434|57.9827944|833.8646097|-9.202544293|0.302070079|6.855429069|0.898461533|4952.972679|156.55227280000005|-349.69668310000003|25.44160067|0.0234786339999999|-205.1602001|966.7808252999998|12.16814835|1.0|0.0|1.0|1.0|2.0|1.95|0.06|4.47|5.19|66.49|0.0|91.55|1.0|3.52|-4.42|4.56e-05|0.0154|3.84e-05|3.27|0.0|6.8099999999999994e-09|-0.05717|-1167.0124560000002|534.69|303.84|279.29|0.59209|0.6743899999999999|0.0909|-0.16851|2.3795|-1166.951551|3.8601|9.0|9.0
15c_a10|0.0|0.0|1|1.343850105|-0.236118846|-0.002218445|5.4161004020000005|0.040869377|0.034807692|-0.06400528|2.063253638|-0.1036030219999999|10.92970798|0.0123939039999999|1|0.012271987|-0.1742732839999999|-0.03167553|0.733973277|1|0.904458517|-0.072537853|0.418835517|0.014703076|-50.32840842|10.2013281|65.41494073|0.095541483|66.28884934|-0.019267867|7.077912953999999|136.2098503|-1.233143495|-22.60962187|-13.36848349|42.7883594|1817.047455|-9.275357237|0.471771585|8.639636218|0.8158976029999999|6673.826433|327.3258326|-593.6228632|25.30814911|0.023432886|-39.17102961|1619.721543|16.25826809|1.0|1.0|1.0|1.0|0.0|4.09|0.37|3.77|2.97|59.31|1.0|141.96|0.0|3.1|-4.57|0.0001419999999999|0.0646|2.68e-05|2.94|0.0|1.6100000000000002e-08|-0.04724|-1450.500669|762.21|337.75|221.75|-0.26999|0.70511|0.0|-0.14739|2.4256|-1450.201574|4.8283|7.0|7.0
12ak_a36|0.0|3.501132553|0|1.270373882|-0.052930979|-0.006465433|5.351858133|-0.0407717229999999|0.041728395|0.12041792|0.0|-0.116440196|10.95268014|-0.015708652|1|0.005035022|-0.439326642|0.051506104|0.860667615|0|0.848705143|-0.091761476|0.537460657|0.019931266|-66.15829243|14.3700664|113.186508|0.151294857|109.0807368|-0.032660864|10.36054668|25.9007405|-1.926990997|-35.95881638|-23.5478668|64.24490364|2735.7986920000003|-16.97756755|0.262560805|7.98672125|0.735576751|6240.396899|189.3013851|-1001.676485|31.93194362|0.018055095|-342.3783571000001|1883.984673|13.01738243|0.0|1.0|1.0|1.0|2.0|0.0|0.24|3.85|3.01|69.2|2.0|138.33|1.0|2.66|-4.86|1.13e-05|0.0047799999999999|1.39e-05|3.8|0.0|4.2e-08|-0.04929|-1350.865407|730.3|336.05|320.09|0.69463|0.7034699999999999|0.0001|-0.15275|6.3682|-1350.637958|8.5394|7.3372|7.3372
10_a4|0.0|0.0|1|1.343863662|-0.180140166|-0.002959121|5.4161004020000005|0.005483539|0.038699764|0.00941601|2.149387791|-0.122141977|10.92992762|-0.090413559|1|0.011142889|-0.241683916|-0.120059574|0.6799081490000001|1|0.921653019|-0.079432495|0.43000216|0.014582852|-45.97324097|8.440134933|39.48408698|0.078346981|45.34497624|-0.027007048|4.884907049|64.26218096|-1.350352423|-17.08910641|-15.63090193|37.96666686|2064.276654|-9.046715915|0.255470315|5.759414166|0.945033425|5598.949417|147.85886159999998|-452.3357957|20.99433004|0.014040792|-283.0534799|1049.716502|8.126406226|1.0|1.0|1.0|1.0|0.0|3.38|0.26|4.93|4.81|52.83|2.0|111.38|1.0|3.9|-4.85|2.21e-05|0.00818|1.4e-05|3.85|0.0|8.51e-09|-0.04689|-1183.790554|619.99|340.01|249.6|0.4662|0.7038399999999999|0.0176|-0.15561|1.4517|-1183.602045|2.2386|7.0555|7.0555
7_a15|0.0|0.0|0|1.419941457|-0.2269896539999999|-0.010310394|0.0|-0.038088878|0.035075075|0.145944639|0.0|0.038636783|10.95880715|0.0019353679999999|0|0.002150323|-0.335491052|0.154068618|0.8115121240000001|0|0.841400327|-0.110819329|0.403524276|0.036600739|-61.50761094|20.31436245|103.8062879|0.158599673|88.02694557|-0.026500274|11.27499976|56.30310755|-1.2190126140000002|-22.92132733|-14.70834175|61.6121151|1624.468817|-8.163512395|0.551335598|6.01738192|0.657158418|5097.868552|306.0056033|-375.5215702|32.78250222|0.042799094|56.98518567|1507.995102|23.75461091|1.0|1.0|0.0|1.0|1.0|3.14|0.15|3.38|4.64|61.84|2.0|99.77|1.0|3.35|-4.49|1.46e-05|0.00516|3.2e-05|3.84|0.0|6.41e-08|-0.0284899999999999|-1184.367098|580.73|330.67|279.33|0.64652|0.70497|0.0169|-0.15605|1.1115|-1184.224637|1631.0|6644.0|6644.0
6b_a40|0.0|0.0|1|0.604892326|0.135693438|-0.014861289|6.401917197|-0.069975812|0.039863946|-0.137534783|0.6899826|0.0986825569999999|10.30179924|-0.226457281|2|-0.004728928|-0.630957955|0.003163118|0.6462648870000001|1|0.753431574|-0.118488624|0.417254814|0.014588568|-79.36130196|9.771129787|176.8246355|0.246568426|165.1465831|-0.049599889|6.544506614|34.43877986|-2.132795227|-48.31476032|-33.22101012|81.90640622|4049.386572|-22.2507658|0.1218592019999999|6.976123351|0.793750992|8482.600495|81.61884754|-956.7829293|37.83107469|0.011838681|-506.5422338|1626.736212|7.929311055|0.0|1.0|0.0|1.0|1.0|3.36|0.21|5.67|4.38|173.43|2.0|130.16|1.0|4.21|-6.18|3.86e-09|1.98e-06|6.55e-07|5.03|1.0|6.21e-06|-0.09533|-3290.745084|687.2|399.62|399.62|0.69429|0.69429|0.4962|-0.1237099999999999|8193.0|-3290.648012|11.3203|7.5229|7.5229
15b_a50|0.0|0.0|2|1.353059441|-0.144363623|-0.0045393|5.82008293|-0.05484142|0.032843915|-0.103807905|2.018777006|-0.06083723|10.94501702|-0.124047802|2|0.005203263|-0.310946931|0.000882622|0.764606364|1|0.8209134840000001|-0.080700307|0.447220762|0.020083792|-46.13641893|11.48191704|274.85729960000003|0.179086516|102.3838797|-0.028069672|6.564219549|0.0|-1.291204916|-26.98929785|-16.04745006|58.69070955|1692.3273379999998|-9.174337796|0.3609826579999999|6.89125222|0.919348867|5205.2135960000005|206.3740238|-422.0195386|25.11269883|0.024313507|-158.95261259999998|1155.184146|13.90004811|1.0|1.0|1.0|1.0|1.0|2.11|0.19|2.71|3.26|68.76|1.0|105.46|1.0|2.37|-3.6|0.000654|0.2339999999999999|0.000249|2.11|0.0|1.92e-06|-0.0333399999999999|-1160.463663|613.37|305.67|305.67|0.65917|0.65917|0.1796|-0.16737|6.9054|-1160.330621|9.3788|7.1024|7.1024
1_a15|0.0|0.0|0|1.419940974|-0.22215316|-0.0084598019999999|0.0|-0.043374667|0.0381893|0.06459652|0.0|-0.068297833|10.95880609|-0.000905902|0|0.003816011|-0.34192045|0.101406325|0.795437721|0|0.875723465|-0.1117462069999999|0.7100707390000001|0.026214985|-72.24770503|16.94887506|121.3844816|0.124276535|80.34898605|-0.031142386|10.95802135|63.14412039|-1.899685524|-28.45664402|-20.13460632|60.96303497|2855.495631|-13.01770443|0.394072483|6.580146251|0.77926144|7284.337537|254.7811976|-794.0799704|33.22939752|0.0280791829999999|-136.9714493|2026.993248|18.15414234|1.0|1.0|1.0|1.0|1.0|4.18|0.19|5.46|6.32|74.73|3.0|132.94|0.0|4.68|-5.97|2.830000000000001e-07|0.00013|1.08e-06|5.23|0.0|9.53e-11|-0.04142|-1510.117336|697.35|385.18|282.85|0.64662|0.70553|0.0061|-0.1365|1.2218|-1509.851127|2.3261|7.3565|7.3565
18d_a30|0.0|0.0|0|0.6049874|0.041146136|-0.0072724869999999|5.351858133|-0.064217094|0.040899471|-0.071608958|0.0|-0.053728319|10.31163881|-0.087019298|1|0.002064369|-0.4624430539999999|-0.001699165|0.64876559|0|0.803280262|-0.103191184|0.346980269|0.017843227|-65.3088221|11.29282624|78.23108693|0.196719738|124.5022473|-0.037906966|7.147133584|0.0|-1.85744132|-31.29400567|-23.99099587|60.73891035|2894.162522|-15.18369704|0.216715605|7.063141946|0.797831306|6367.958933|137.15746130000002|-744.0011548|30.62871675|0.016577694|-358.5765637|1500.807121|10.49188139|0.0|1.0|1.0|0.0|1.0|0.0|0.14|4.25|3.18|81.65|2.0|127.24|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|3.97|0.0|1.26e-07|-0.05506|-1674.987709|669.66|357.49|247.35|0.4325|0.69017|0.3788|-0.14167|5.0115|-1674.8453470000002|6.2946|7.6737|7.6737
16_a15|-3.726252327|0.0|0|0.300207157|0.072882981|-0.008593957|0.0|-0.463771194|0.035555556|-0.003882928|0.0|-0.109386268|10.31928197|-0.011969556|0|-0.00379317|-0.528097878|0.080837546|0.72660548|0|0.723597405|-0.101500719|0.7427725270000001|0.0070920509999999|-69.38556779999999|4.848103252|53.93878231|0.276402595|188.9479321|-0.039472502|3.31414791|17.68542055|-2.131515106|-41.45211893|-26.98327637|65.48636021|3014.308422|-18.44568161|0.131539493|6.798937229|0.7238723509999999|6931.531554000001|89.91997762|-996.0668068|31.07023998|0.009783192|-503.7568532|1677.792959|6.687758643|1.0|1.0|0.0|1.0|2.0|2.93|0.08|3.37|6.02|115.58|2.0|124.45|1.0|3.59|-5.21|9.89e-07|0.000442|6.14e-06|3.88|0.0|6.1e-10|-0.04082|-1770.448668|716.79|300.24|297.1|0.6541100000000001|0.66615|0.1409|-0.16871|8.0361|-1770.281427|11.7447|7.6778|7.6778
40_a47|0.0|0.0|1|1.420389717|-0.246203395|-0.004181351|4.727387819|-0.0934645509999999|0.041396825|-0.056839794|1.566109469|-0.038143308|10.98214138|0.056362705|1|0.003634698|-0.2636225|0.018609507|0.607650682|1|0.812233678|-0.083237511|0.237173658|0.02047837|-44.90375373|11.04737121|54.11003524|0.1877663219999999|101.2934265|-0.027052191|5.959674083|0.0|-1.082087641|-17.58259718|-14.59371996|43.64000551|868.5333132000001|-7.872806386000001|0.426343267|7.042383142|0.843174422|4862.524893|229.9974239|-314.91225539999994|25.43981292|0.029785575|-79.47051169|1017.592517|16.06828586|1.0|1.0|1.0|1.0|1.0|2.91|0.11|2.96|4.04|68.52|0.0|94.28|1.0|2.72|-3.72|0.000546|183.0|0.000192|2.19|0.0|8.339999999999999e-08|-0.05086|-1123.144637|571.5|332.97|308.6|0.67615|0.68492|0.2612|-0.15231|4.7542|-1123.049869|6.5995|8.4|8.4
11a_a31|0.0|2.856083711|0|0.610138462|-0.045290366|-0.02376325|5.733341277|-0.259732443|0.044949495|-0.087576474|0.0|-0.1217573119999999|10.31170041|-0.019865299|2|-0.017433557|-0.563537536|0.022073976|0.819138461|0|0.486754956|-0.161027639|0.271818874|0.041435152|-81.26889906|20.91187076|258.8577775|0.513245044|259.0291941|-0.056833284|10.55399384|71.03772901|-1.932331673|-38.68354874|-28.68314085|97.560141|1769.346573|-14.47606937|0.264745055|5.791411901|0.8241360790000001|4940.657452|133.6139513|-492.1863586|39.01114987|0.031626337|-237.4612264|1326.379096|15.96146849|0.0|1.0|0.0|1.0|2.0|2.16|0.13|3.93|2.94|125.57|0.0|83.12|1.0|2.42|-3.79|1.5399999999999998e-05|0.00506|0.000161|2.53|0.0|2.22e-05|-0.05074|-1441.411622|529.63|325.92|325.92|0.69222|0.69222|0.2797|-0.15515|6.4691|-1441.37897|8.9667|6.7212|6.7212
47t_a18|0.0|0.0|0|1.25117758|0.1115820769999999|-0.0128248239999999|4.844187086|-0.161517185|0.03672956|0.018018036|0.0|-0.011641394|10.94702032|-0.04785474|0|-0.004985656|-0.600890268|0.005590928|0.688453085|0|0.67203319|-0.103295568|0.240001773|0.014067024|-69.13537385|9.415011332|280.622476|0.32796681|219.5070758|-0.040580402|6.301435212|78.43695402|-2.272502492|-53.39751484|-27.16032544|89.19655162|1326.524873|-18.17831387|0.195468477|8.780037801|0.991199259|6603.597038|130.8263901|-1017.985577|33.75918118|0.016238994|-407.6438346000001|1890.514146|10.86870356|0.0|0.0|1.0|0.0|3.0|0.0|0.15|2.6|2.93|110.56|2.0|129.21|0.0|2.15|-4.77|2.65e-06|0.00117|1.7100000000000002e-05|3.57|0.0|3.09e-08|-0.06822|-1470.836067|703.76|397.84|397.84|0.6895100000000001|0.6895100000000001|0.5502|-0.12692|7.7656|-1470.593659|9.6938|6.1068|6.1068
