molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|PBF|PNSA5|RNCS|TPSA_x|WNSA5|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|WNSA2|DPSA4|FPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Approximated area|Contribuition (max. transition)|Zero Point Energy|Dipole (water)|IC50|pIC50|pIC50
15_a10|0|0|0|0.0|1|7.535296702|1|1.277647202|2.124460476|-0.166303336|-0.0027892409999999|5.4161004020000005|0.035396617|2|0.0353864729999999|-0.0729795729999999|1.981569297|-0.142251304|0.009882584|10.92966702|-0.05940848|1|1|-0.1157120169999999|-0.085979341|2|0.808676284|-0.079744227|0.635064845|0.915526801|-0.059234364|0.710970489|-44.18725043|33.67392858|50.34268476|-26.33385303|-1.186313662|56.66229609|-15.04246823|46.39507481|0.434181679|2549.580207|-706.9960069|2288.954984|-8.964715924|0.353587352|11.23924661|-421.3416484|23.27068984|0.020932674|1.0|1.0|1.0|0.0|0.23|-8.3|4.72|52.83|2.53|1.0|111.21|-4.48|28.0|-6.07|390.87|0.0|1.0|3.83|-4.81|3.32e-05|13.0|1.56e-05|0.0061|3.68|0.0|5.01e-09|5.7922|3.12|3.7997|-1604.08794|-1604.057542|1086.19|484.05|0.41458|-1603.851644|6.1563|33.0|7.4815|7.4815
12aa_a36|1|0|0|0.0|0|7.412764017000001|2|1.297043479|0.0|0.033952382|-0.011588438|5.351858133|-0.135770278|2|0.042560386|0.03597264|0.0|-0.672129428|-0.006653538|10.95446449|-0.013898809|1|1|0.0620143779999999|-0.052743904|1|0.833911317|0.156337925|0.849217847|0.688945241|-0.1066659309999999|0.4679233379999999|-80.19356964|132.3194611|212.7097172|-54.83906299|-2.228140982|96.18613736|-28.21625599|89.09222754|0.44829258|2928.7759760000004|-1523.677823|2418.848273|-19.29522587|0.2686642589999999|14.60824604|-1041.942197|38.58180913|0.023386634|0.0|0.0|0.0|3.0|0.13|-6.14|0.98|112.29|1.28|0.0|131.85|-3.52|32.0|-7.79|424.46|0.0|0.0|1.15|-3.45|0.000304|129.0|0.000359|152.0|1.55|0.0|7.19e-07|3.8899|3.88|3.8899|-1401.662677|-1401.617177|1183.76|520.19|0.6931|-1401.389257|4.7433|9.0|8.0458|8.0458
16j_a32|1|1|1|-0.082980188|0|7.765993078999999|0|0.609420735|0.0|0.175152442|-0.0139074189999999|5.733341277|-0.086195934|0|0.046788618|-0.0667943999999999|2.076106145|-0.778815477|-0.002456725|10.31100263|0.021997616|3|3|-0.11512706|-0.117577419|0|0.798237393|0.168000908|0.762429418|0.8259884120000001|-0.07651119|0.509776381|-76.45058155|34.66998636|124.4493461|-54.6758122|-1.817252458|91.93816239|-24.52188465|71.35869023|0.442735754|2830.682695|-1299.659886|3448.428146|-17.53752467|0.3002094919999999|13.20372234|-929.4888072999998|35.04175088|0.021655546|0.0|1.0|1.0|2.0|0.33|-7.77|5.24|149.27|1.57|0.0|121.3|-7.45|30.0|-5.73|441.57|1.0|0.0|4.25|-5.41|3.56e-08|1.57e-05|3.89e-06|0.00172|4.59|0.0|1.7e-08|3629.0|5.5|3629.0|-2034.621888|-2034.593521|1225.27|631.34|0.70207|-2034.344833|4.0992|9.0|8.0315|8.0315
18c_a25|0|0|0|0.0|1|6.842683282|0|1.193723817|1.959418462|-0.087958541|-0.002704524|4.727387819|-0.008080236|2|0.043274232|0.007241543|2.069766482|-0.162271435|0.007804726|10.31285373|0.006360768|1|1|0.01222181|-0.038006869|2|0.748718056|0.084188427|0.7357918440000001|0.94801724|-0.048636087|0.385593349|-47.27625541|26.54367263|34.1639413|-31.07074762|-1.510614788|56.83666555|-17.72859578|38.26446885|0.484730247|2917.369488|-992.8013635|2095.730631|-11.65153036|0.2520795489999999|14.65844196|-652.4856999|23.70385212|0.014546814|1.0|1.0|1.0|1.0|0.11|-10.17|6.11|87.72|3.08|1.0|138.65|-6.05|33.0|-5.85|449.57|1.0|1.0|4.77|-5.6|8.86e-07|0.000398|2.51e-06|0.00113|4.49|0.0|6.79e-11|5.4858|4.75|3.3396|-1714.597797|-1714.5777670000002|1243.76|547.87|0.31993|-1714.280779|7.9283|88.0|7.0555|7.0555
41_a18|0|0|0|0.0|0|7.03438793|2|1.251176562|0.0|0.115127295|-0.007587553|4.844187086|-0.059936864|1|0.038034188|-0.089781154|0.0|-0.500778516|-0.0034878|10.9470117|0.0212700929999999|0|0|-0.137860739|-0.005930813|0|0.733589101|-0.032217299|0.745631286|0.7349388459999999|-0.1020290859999999|0.3888308139999999|-61.10986894|347.42621339999994|181.7135945|-41.89408289|-2.317626057|65.83786886|-25.62671923|76.49358329|0.487248278|2899.29167|-1588.856592|1491.296991|-17.56848637|0.0967605159999999|17.13823195|-1089.246155|28.37200951|0.006896617|1.0|0.0|1.0|3.0|0.25|-8.38|2.7|99.28|2.94|1.0|141.34|-5.56|34.0|-6.38|452.55|0.0|1.0|2.53|-5.02|2.76e-06|0.00125|9.49e-06|0.0042899999999999|3.78|0.0|4.18e-09|3.2123|7.34|3.2123|-1454.374793|-1454.3467460000002|1294.52|576.83|0.69308|-1453.980175|2721.0|369.0|6433.0|6433.0
17b_a6|1|0|0|0.0|0|7.412764017000001|1|1.425925343|0.0|0.1012747369999999|-0.01272079|5.351858133|-0.0265090529999999|1|0.042739018|0.139594234|0.0|-0.6869226490000001|-0.00460563|10.949638|-0.0791229359999999|1|1|0.231025646|-0.10896749|1|0.7788169070000001|0.002947625|0.8013954109999999|0.753949098|-0.095450984|0.318652397|-71.65078895|155.8689396|161.4509401|-47.0150166|-2.074717455|84.71888279|-27.2272998|83.12058064|0.4548818979999999|2816.0632920000003|-1361.36499|2207.972178|-17.86570631|0.229332826|16.46390151|-893.2853154999999|35.32951798|0.019915748|1.0|1.0|1.0|2.0|0.12|-9.01|4.32|95.85|1.7|0.0|116.79|-5.81|31.0|-5.89|409.44|0.0|1.0|3.6|-5.17|1.56e-06|0.000637|6.69e-06|0.00274|4.09|0.0|9.77e-10|3.5444|4.04|2.9964|-1350.102764|-1350.078181|1168.62|575.2|0.69615|-1349.830814|7.3188|153.0|6.8153|6.8153
9n_a24|1|0|0|0.0|0|6.605297921|0|1.388847168|0.0|-0.2452954769999999|-0.003323852|4.59511985|0.001099755|2|0.024179894|-0.141205159|0.0|-0.182811885|0.008307337|10.94875265|-0.03088354|1|1|-0.22754075|-0.12451554|2|0.7584388259999999|0.048359202|0.755793189|0.904556598|-0.052106597|0.331008994|-52.53031811|48.691073|64.50319929|-35.50139138|-1.399094961|67.36550766|-18.18357165|47.11530904|0.4331595789999999|2542.730334|-945.545726|1361.307012|-12.28894317|0.347873491|14.52410167|-639.0250449|27.88350328|0.021951174|1.0|1.0|1.0|1.0|0.17|-8.64|4.14|66.93|1.42|0.0|114.29|-4.14|29.0|-6.47|385.46|0.0|0.0|3.13|-4.29|7.2e-05|0.0278|5.14e-05|0.0198|3.07|0.0|2.31e-09|4.9139|2.59|4.1028|-1239.1274939999998|-1239.095611|1155.03|587.05|0.44042|-1238.856882|4.8123|19.0|7.7212|7.7212
14a_a5|1|0|0|0.0|0|6.605297921|1|1.226142247|0.0|-0.056730193|-0.0053665219999999|4.59511985|-0.005002101|3|0.027375887|-0.132625457|0.0|-0.316624785|0.002956745|10.9488747|0.024793388|1|1|-0.213526163|-0.010147323|2|0.79661948|0.144729708|0.71006207|0.7909255559999999|-0.080875277|0.4398855029999999|-53.20786056|134.62273080000003|141.38542919999998|-35.98151967|-1.494946644|69.71575554|-18.38089729|66.43577392|0.470085022|2836.468636|-1010.949351|1315.573182|-12.42997952|0.370216665|15.89694877|-683.6488737000001|29.18606491|0.024411136|1.0|1.0|1.0|2.0|0.2|-8.84|4.38|92.79|1.37|0.0|123.0|-4.15|32.0|-7.08|425.48|0.0|1.0|3.05|-4.22|7.15e-05|0.0304|6.02e-05|0.0256|2.55|0.0|1.45e-09|4.1501|4.3|4.1501|-1390.592722|-1390.546425|1195.01|508.64|0.65789|-1390.29207|2.8163|112.0|6.9508|6.9508
12x_a30|0|0|0|0.0|0|7.412764017000001|2|0.604984021|0.0|0.044575215|-0.006008579|5.351858133|-0.0335688279999999|2|0.043383838|-0.0606216429999999|0.0|-0.3545061539999999|0.00604028|10.31162819|-0.1066694919999999|1|1|-0.104089964|-0.053700437|1|0.782514704|-0.062251445|0.803183654|0.848844277|-0.071909912|0.398925866|-60.57208434|74.51844582|99.81775209|-39.99960559|-1.926232129|68.52587215|-23.12752311|57.2323071|0.4490846539999999|2845.417984|-1272.013771|2374.777496|-15.27257668|0.175325029|14.14885734|-839.9917174000001|28.04441012|0.012044556|0.0|1.0|0.0|1.0|0.21|-7.38|3.23|81.65|3.25|0.0|137.21|-6.04|31.0|-5.64|426.54|0.0|0.0|3.19|-5.46|9.14e-07|0.00039|3.48e-06|0.00148|4.6|0.0|4.12e-08|3.4831|4.45|3.4831|-1654.40976|-1654.3784|1211.79|558.65|0.68589|-1654.1207|4.8197|22.0|7.6556|7.6556
3l_a32|1|1|1|0.0|0|7.773594467000001|1|0.609420748|0.0|-0.003342759|-0.0054004|5.733341277|0.0043645509999999|0|0.035643275|-0.039331295|2.259257465|-0.270019992|0.0016954029999999|10.31100268|-0.107818594|3|3|-0.068876714|-0.04980249|0|0.751853889|-0.136589369|0.776480242|0.8855584879999999|-0.069304303|0.270668623|-51.41835077|61.72183119|66.55229892|-29.90181954|-1.326263838|58.10243176|-16.76685351|47.42414825|0.453630671|2453.759435|-771.2752615|2415.340446|-9.750593329|0.211763281|11.74082324|-448.5272931|21.27134288|0.011493763|0.0|1.0|1.0|1.0|0.35|-7.5|6.17|110.94|2.64|0.0|110.16|-7.6|26.0|-4.71|380.53|1.0|1.0|5.04|-6.01|2.52e-08|9.59e-06|9.7e-07|0.0003689999999999|5.51|0.0|3.16e-08|3.5319|4.21|3.5319|-1789.475625|-1789.4501510000002|1062.47|468.81|0.70282|-1789.242839|5.7721|12.0|7.9208|7.9208
8b_a31|1|0|0|0.0|0|7.765993078999999|1|0.610137861|0.0|-0.01883655|-0.013629145|5.733341277|-0.12841288|0|0.041161616|-0.130371116|0.0|-0.57242407|-0.010300564|10.31170011|-0.069423138|2|2|-0.222667869|-0.05421947|0|0.843119174|-0.058494079|0.8761979520000001|0.6076192260000001|-0.120703408|0.281200674|-69.24221375|129.8921115|204.9365822|-36.1645207|-1.590890986|82.21438954|-21.30529654|79.93633765|0.479278|2189.617009|-830.906565|1587.743824|-11.12754483|0.296530645|11.79588561|-433.9742484|30.28603362|0.02483711|1.0|1.0|1.0|2.0|0.25|-5.73|2.74|114.29|0.61|0.0|88.64|-4.05|23.0|-6.87|328.39|0.0|1.0|2.52|-3.4|8.97e-05|0.0294|0.000399|131.0|2.02|0.0|1.86e-06|3.8582|1.77|3.8582|-1386.852117|-1386.815519|927.61|439.96|0.70036|-1386.681003|5.6001|2.2|5.6576|5.6576
5e_a40|0|0|0|0.0|1|8.149890544|1|0.604912776|1.661964758|-0.091305805|-0.004925115|6.167516491000001|0.0601021459999999|0|0.044526749|-0.106497535|0.7768055559999999|-0.162528785|0.009890343|10.31198323|0.029272031|2|2|-0.184667138|0.005996234|0|0.8092726020000001|-0.402340487|0.5087199929999999|0.864422751|-0.076883794|0.0499188609999999|-42.66853738|170.7311133|64.47400829|-20.29110082|-1.076691165|48.81318333|-17.06741495|46.00255248|0.47779156|1986.384601|-512.0224486000001|512.5703164|-8.116440327000001|0.177640532|12.51197289|-243.4932098|20.75420252|0.012921086|0.0|1.0|0.0|0.0|0.21|-4.65|3.74|75.5|2.37|1.0|79.16|-4.78|20.0|-5.66|303.77|0.0|1.0|3.33|-4.25|1.66e-05|0.00505|5.56e-05|0.0169|3.51|0.0|2.23e-05|3.7138|4.99|3.7138|-1637.197299|-1637.180703|802.38|390.33|0.69675|-1637.115238|10282.0|25.0|7.6021|7.6021
12aw_a36|1|0|0|0.0|0|7.412764017000001|2|1.297044239|0.0|-0.135690414|-0.008293935|5.351858133|-0.115864198|2|0.043383838|0.066435701|0.0|-0.4478724979999999|-0.006877664|10.96021804|-0.034663063|1|1|0.169961228|-0.098027247|1|0.836170906|-0.022464907|0.632625562|0.706174871|-0.088516379|0.373775982|-73.52224315|54.50894809|188.3390873|-47.12705211|-2.06461809|87.37742985|-26.46800754|71.5057033|0.47322369|2901.451841|-1323.400377|2380.579051|-16.96573876|0.250947713|14.32425315|-848.2869380000001|35.33532702|0.02161528|0.0|0.0|0.0|2.0|0.14|-7.12|3.0|69.2|2.78|0.0|123.67|-3.99|31.0|-6.8|417.41|0.0|0.0|2.44|-4.32|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|7.599999999999999e-08|5.2313|3.66|3.8763|-1431.404673|-1431.373326|1120.43|507.71|0.38905|-1431.180191|6.5278|9.0|8.0458|8.0458
22_a47|0|1|1|0.0|1|6.86171134|0|1.408617385|1.202720059|0.048272293|-0.010579222|4.727387819|-0.150248628|2|0.043695652|-0.029311184|1.016903613|-0.507802654|-0.006808306|10.95023117|0.002716049|1|1|-0.077468004|-0.1049885469999999|2|0.831122912|-0.077787113|0.591185263|0.698649132|-0.080744803|0.573087958|-52.67991531|12.19999546|177.81209280000002|-31.08378631|-1.42848671|71.28682035|-18.73063655|60.71546178|0.4614909829999999|2692.510471|-842.8786448999999|1494.441201|-11.05201291|0.390313552|12.91589555|-497.3405809|30.72175314|0.031534452|1.0|1.0|1.0|2.0|0.1|-7.69|4.85|84.73|2.97|0.0|104.64|-4.44|29.0|-6.58|394.38|0.0|1.0|3.41|-4.38|3.6e-05|0.0142|4.16e-05|0.0164|3.0|0.0|2.06e-08|4.7954|4.4|4017.0|-1375.05033|-1375.021925|1027.32|466.95|0.50316|-1374.857521|5.7009|1.0|9.0|9.0
12j_a36|1|0|0|0.0|0|7.412764017000001|2|0.6293514410000001|0.0|-0.084183025|-0.007086381|5.351858133|-0.0446165029999999|2|0.039061728|0.091496219|0.0|-0.41101009|0.00285431|10.33556498|-0.051080247|1|1|0.161289379|-0.07550872|1|0.820041835|-0.1241793309999999|0.855081905|0.852586292|-0.069970795|0.362692602|-69.66341599|26.39145693|97.35760604|-46.00836307|-2.004132137|80.59149538|-24.51120192|58.20533756|0.457280037|2881.20453|-1323.6049039999998|2536.987511|-16.18812775|0.224187058|13.78874575|-874.1588982999999|31.59421634|0.016546717|0.0|1.0|1.0|2.0|0.17|-7.05|2.61|94.5|2.51|0.0|135.47|-4.85|31.0|-6.64|427.52|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|3.19|0.0|8.95e-08|5.2072|3.37|3.7807|-1670.448063|-1670.420129|1198.96|536.01|0.37116|-1670.184251|8.5953|0.01|8.0|8.0
8a_a8|1|0|0|0.0|1|7.535296702|1|1.400027874|1.4114120369999998|-0.021925912|-0.014658222|5.4161004020000005|-0.1950388569999999|1|0.040243056|0.027531877|0.0|-0.732911106|-0.0075336219999999|10.94671414|-0.0298924089999999|1|1|0.044579097|0.055198015|1|0.762577159|0.089031731|0.7318727540000001|0.550829475|-0.131795179|0.22299265|-71.12928513|170.9592896|269.0155755|-42.60049244|-2.256502762|86.57328508|-29.37948733|99.52191337|0.481294455|2802.374154|-1351.456417|1746.6927010000002|-17.59585557|0.23579367|14.52342059|-809.4093564|38.44444383|0.025786572|0.0|1.0|0.0|2.0|0.05|-6.76|2.72|112.23|1.9|0.0|109.21|-4.4|30.0|-7.04|400.39|0.0|0.0|2.56|-4.14|3.99e-05|16.0|7.28e-05|0.0292|2.4|0.0|1.74e-07|4.6017|6.1|3.1039|-1367.776863|-1367.744724|1061.5|476.69|0.4927399999999999|-1367.539526|6.8427|11.34|4.9454|4.9454
17_a47|1|1|1|0.0|0|6.605297921|0|1.4168589319999998|0.0|-0.181485377|-0.003764469|4.59511985|-0.019259259|3|0.031802469|-0.105849578|1.699575434|-0.2032813319999999|0.0042378929999999|10.9385382|-0.006331624|1|1|-0.180898239|-0.0184347939999999|3|0.75807704|-0.034891905|0.7666613659999999|0.852282407|-0.07185129|0.522140199|-50.62550618|68.64478326|90.10552332|-30.88080199|-1.493904005|60.33408274|-18.22518223|51.70735256|0.46147021|2672.497352|-911.2591113|1573.836082|-11.11708872|0.2542482339999999|13.10144249|-555.8544359|24.43867122|0.0159160889999999|1.0|0.0|1.0|2.0|0.08|-10.1|5.44|79.38|2.26|0.0|119.83|-5.4|30.0|-5.83|392.46|0.0|1.0|3.85|-5.21|3.98e-06|0.00156|6.11e-06|0.0024|4.03|0.0|7.96e-11|4.2784|3.07|4.2784|-1254.985125|-1254.943823|1127.7|477.67|0.6844100000000001|-1254.737546|5.6949|5.0|8.3|8.3
12ah_a36|1|0|0|0.0|0|7.412764017000001|2|1.297013411|0.0|-0.050415481|-0.007648622|5.351858133|-0.043678703|2|0.043848238|0.078459408|0.0|-0.41302559|0.0005016269999999|10.95983779|-0.050147748|1|1|0.133939811|-0.103922055|1|0.835013502|0.011674455|0.8065052890000001|0.828405275|-0.0758457179999999|0.271553945|-68.45222166|82.70705743|110.8777131|-44.23111357|-1.906864035|80.02464883|-24.6427998|60.9481085|0.468162246|2786.56479|-1232.13999|2334.380591|-15.92320089|0.231093575|15.54445187|-796.1600443|32.04915319|0.017909528|0.0|0.0|0.0|2.0|0.14|-7.18|2.54|69.2|2.51|0.0|128.76|-4.44|30.0|-6.49|415.88|0.0|1.0|2.34|-4.59|3.64e-05|0.0151|2.55e-05|0.0106|3.31|0.0|6.65e-08|5.2259|3.79|3.7792|-1692.545871|-1692.512868|1148.39|532.36|0.40051|-1692.3109559999998|7.6265|11.0|7.9586|7.9586
18d_a30|0|0|0|0.0|0|7.412764017000001|2|0.6049874|0.0|0.041146136|-0.0072724869999999|5.351858133|-0.064217094|2|0.040899471|-0.071608958|0.0|-0.385441836|0.001139238|10.31163881|-0.087019298|1|1|-0.159104532|-0.0541804029999999|1|0.815003426|-0.001699165|0.64876559|0.803280262|-0.07812727|0.346980269|-65.3088221|78.23108693|124.5022473|-41.33339749|-1.85744132|75.80070349|-23.99099587|60.73891035|0.443774287|2848.574353|-1175.558798|2894.162522|-15.18369704|0.216715605|12.69833771|-744.0011548|30.62871675|0.016577694|0.0|1.0|0.0|1.0|0.14|-6.9|3.18|81.65|3.2|0.0|127.24|-5.39|30.0|-6.02|416.47|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|0.00405|3.97|0.0|1.26e-07|5.0125|4.07|3.4682|-1675.020297|-1674.987709|1129.46|508.7|0.4325|-1674.785879|6.2946|21.0|7.6737|7.6737
17e_a50|0|1|1|0.0|2|7.934155233999999|2|1.320916122|4.3906140030000005|-0.153175103|-0.0020746479999999|5.82008293|0.038322942|2|0.031870748|-0.011278897|2.2384546640000003|-0.141076059|0.012036705|10.94500663|-0.114420412|2|2|-0.017965698|-0.1949741189999999|1|0.7409645029999999|-0.1710526319999999|0.736221185|0.930108205|-0.046347299|0.4239465089999999|-50.7956915|10.68364489|48.62532158|-35.33972521|-1.67926185|57.93079973|-18.5444588|41.19554236|0.489797496|2883.936138|-1168.300905|1981.934841|-12.90180444|0.196328886|16.70124474|-812.8136797000001|23.07468625|0.010255676|1.0|1.0|1.0|0.0|0.37|-7.33|4.68|51.77|2.91|0.0|138.0|-4.87|33.0|-6.08|438.57|0.0|0.0|4.03|-5.18|1.34e-05|0.00589|6.58e-06|0.00288|4.08|0.0|4.63e-08|4.2373|3.8|4.0298|-1375.295877|-1375.268259|1312.91|602.89|0.6322800000000001|-1374.927998|8.8326|155.0|6.8097|6.8097
3_a27|0|0|0|0.0|2|6.605297921|0|1.402697639|3.127072625|0.124551908|-0.00648099|4.59511985|-0.096132106|2|0.040512821|-0.172132163|1.177265999|-0.27868256|0.009082086|10.93782973|0.024154412|1|1|-0.296039263|-0.1984716939999999|2|0.810053853|0.136381755|0.610158103|0.862115922|-0.06145119|0.397733752|-44.61323499|10.71226495|71.40072181|-23.10213938|-1.292309364|54.32114618|-16.72996312|41.78149261|0.44566003|2294.213272|-669.1985248999999|1043.697725|-8.663302268999999|0.266146248|11.64968556|-346.53209080000005|22.79740761|0.018747239|0.0|1.0|1.0|0.0|0.05|-5.89|2.94|65.6|2.18|0.0|97.71|-3.7|25.0|-6.41|329.36|0.0|1.0|2.74|-3.99|0.0002|0.0658|0.000103|0.0339|2.67|0.0|1.29e-06|5.5045|4.92|3962.0|-1081.905135|-1081.88481|931.06|425.72|0.34864|-1081.744053|4.1551|4.0|8.3979|8.3979
11f_a5|1|0|0|0.0|0|6.605297921|1|1.370797007|0.0|-0.251797205|-0.0037371509999999|4.59511985|0.022233547|3|0.021060606|-0.083432989|0.0|-0.227966183|0.00722997|10.94877949|-0.0080939669999999|1|1|-0.1323098|-0.128153787|2|0.756843253|-0.008110526|0.750555185|0.847356138|-0.068361657|0.368815548|-51.92819555|70.39517801|106.23633909999998|-36.14073513|-1.268406334|73.05195434|-15.48735657|62.99140465|0.463183664|2853.401015|-882.7793242999999|1125.122028|-10.77881574|0.489052404|18.03905985|-614.3924972|30.31104695|0.030351311|1.0|1.0|1.0|1.0|0.24|-8.67|3.53|76.16|1.03|0.0|126.79|-3.95|32.0|-6.99|427.5|0.0|0.0|2.95|-4.26|0.000112|0.0477|5.479999999999999e-05|0.0234|2.7|0.0|2.12e-09|4.4523|2.25|4.1356|-1391.7602960000002|-1391.722248|1239.35|579.1|0.6593600000000001|-1391.444853|2.9697|12.0|7.9208|7.9208
19b_a38|1|0|0|0.0|0|7.412764017000001|2|1.297044256|0.0|-0.122009545|-0.008652352|5.351858133|-0.115864198|2|0.044392765|0.013765516|0.0|-0.467227005|-0.006877664|10.96052467|-0.0697981979999999|1|1|0.035216067|-0.098027247|1|0.8295290000000001|0.019437461|0.632625562|0.7293105670000001|-0.086013549|0.336505882|-71.73053105|120.3048789|168.00390359999997|-44.51968852|-2.0803120280000003|84.49751102|-25.82299118|67.31146923|0.478948837|2897.652112|-1291.149559|2436.66785|-16.02708787|0.240363041|13.74014387|-801.3543933999999|33.99385836|0.020570275|0.0|1.0|0.0|3.0|0.14|-7.12|3.11|81.23|2.78|0.0|125.65|-4.25|31.0|-6.81|419.43|0.0|1.0|2.94|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|2.88|0.0|7.599999999999999e-08|5363.0|3.66|3.7509|-1431.414099|-1431.38073|1111.29|485.64|0.38952|-1431.18309|6.3396|12.0|7.9172|7.9172
12o_a36|1|0|0|0.0|0|7.412764017000001|2|1.297042837|0.0|0.01340619|-0.0100574069999999|5.351858133|-0.079716275|2|0.040770975|0.03842353|0.0|-0.613501857|-0.00233752|10.96036596|-0.010904454|1|1|0.065221584|-0.126068378|1|0.799869816|0.141570244|0.817582774|0.7592112809999999|-0.082048664|0.514457955|-76.51720886|55.47133795|173.4105814|-55.10596064|-2.018706878|95.66406176|-25.50573629|75.94332024|0.469699889|3009.981519|-1453.826968|2778.220342|-18.36865355|0.333537155|13.80895167|-1047.013252|38.27030489|0.026586303|0.0|0.0|0.0|3.0|0.17|-6.93|1.65|98.3|1.49|0.0|138.06|-3.54|33.0|-7.66|438.48|0.0|0.0|1.47|-3.64|0.000292|128.0|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|5.1927|4.5|3.8726|-1440.969954|-1440.926241|1240.51|560.88|0.36719|-1440.671057|6.6471|0.04|7.3979|7.3979
7_a15|0|0|0|0.0|0|0.0|0|1.419941457|0.0|-0.2269896539999999|-0.010310394|0.0|-0.038088878|1|0.035075075|0.145944639|0.0|-0.494898891|-0.0013239329999999|10.95880715|0.0019353679999999|0|0|0.213947987|-0.211522056|1|0.70084115|0.154068618|0.8115121240000001|0.841400327|-0.074406877|0.403524276|-61.50761094|103.8062879|88.02694557|-34.13832456|-1.2190126140000002|85.26222186|-14.70834175|61.6121151|0.396557391|2330.667514|-676.5837204|1624.468817|-8.163512395|0.551335598|9.971755103|-375.5215702|32.78250222|0.042799094|1.0|1.0|1.0|1.0|0.15|-7.19|4.64|61.84|1.74|0.0|99.77|-4.83|26.0|-5.72|352.38|0.0|1.0|3.35|-4.49|1.46e-05|0.00516|3.2e-05|0.0113|3.84|0.0|6.41e-08|4.4386|2.78|3.7495|-1184.385377|-1184.367098|1000.95|499.86|0.64652|-1184.168094|1631.0|227.0|6644.0|6644.0
18d_a25|0|0|0|0.0|1|6.842683282|0|1.193723212|1.918453956|-0.0881447869999999|-0.0029605|4.727387819|0.024310576|2|0.042843137|-0.031867489|2.029297802|-0.180590503|0.006452854|10.31285314|0.016982601|1|1|-0.055336237|-0.035684977|2|0.780221059|-0.03671629|0.696372329|0.937813705|-0.061527513|0.278576218|-57.45144813|70.58850837|46.80695276|-43.24308488|-1.602893201|68.15463481|-21.166323|54.70994625|0.476833495|3113.122552|-1206.480411|2625.142499|-15.93166285|0.24206301|18.11893325|-908.1047824|27.92623037|0.014219928|1.0|1.0|1.0|1.0|0.11|-10.23|5.98|111.51|2.4|1.0|143.37|-6.26|35.0|-6.21|474.58|1.0|1.0|4.5|-5.54|5.47e-07|0.00026|2.86e-06|0.0013599999999999|4.21|0.0|5.92e-11|5.6512|4.56|3.6392|-1806.848384|-1806.812778|1358.25|664.72|0.41694|-1806.514606|4.3658|232.0|6.6345|6.6345
33_a47|0|1|1|0.0|1|6.823286122000001|0|1.409403453|1.758479676|-0.229935275|-0.004263267|4.727387819|-0.085712613|3|0.034691358|-0.11544858|1.688794654|-0.183320497|0.002212256|10.98214099|0.0741098479999999|1|1|-0.26447859|-0.147591116|3|0.82821379|0.065468525|0.607650682|0.8197001309999999|-0.060080724|0.404334141|-44.81989209|30.94680001|96.50148984|-23.98884914|-1.088618103|60.65229445|-14.56646493|44.11759955|0.4607629339999999|2311.28828|-582.6585971|787.797733|-7.79637597|0.42318652|12.94292541|-311.85503880000005|25.25333652|0.029580684|1.0|1.0|1.0|1.0|0.11|-7.08|4.04|68.52|1.52|0.0|94.28|-3.26|25.0|-6.78|334.35|0.0|1.0|2.69|-3.72|0.000546|183.0|0.000192|0.0643|2.19|0.0|8.339999999999999e-08|4.1869|2.06|4.1869|-1123.16428|-1123.135036|934.34|423.52|0.67508|-1122.992964|6.2284|4.0|8.4|8.4
