molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|AATSC1c|SRW07|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|WNSA5|RPCS|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|TPSA_y|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
14a_a5|0.0|1|0|0|2.948727373|0|6.605297921|1|-0.0053665219999999|4.59511985|-0.005002101|-0.132625457|0.0|-0.316624785|0.002956745|-0.086229994|0.024793388|1|1|0.003668464|-0.213526163|-0.016337128|-0.36152442|0.7333482170000001|0.79661948|0.144729708|0.047169811|0.847379958|0|0.7909255559999999|-0.080875277|0.4398855029999999|0.0173669719999999|-54.69145586|11.74431806|134.62273080000003|-35.98151967|55.04914434|69.71575554|-18.38089729|66.43577392|0.470085022|2836.468636|-1010.949351|1315.573182|0.88709518|6177.303329|250.3569601|29.18606491|0.024411136|1605.23357|16.50789498|0.0|1.0|1.0|2.0|0.2|23.0|92.79|1.0|0.0|1.0|-4.15|5.0|425.48|0.0|3.05|7.15e-05|0.0304|6.02e-05|2.55|0.0|0.0|1.45e-09|6.16e-07|-0.0507699999999999|4.1501|4.3|4.1501|692.8|1195.01|298.75|508.64|0.65789|-0.2183699999999999|0.04629687|-1390.352729|2.8163|6.9508|6.9508
13d_a6|0.0|1|0|0|3.447870607|0|7.412764017000001|1|-0.010665225|5.351858133|-0.0122495089999999|0.077158715|0.0|-0.607917822|-0.003346018|-0.042531782|-0.10528143|1|1|-0.000899678|0.126028544|-0.174259072|-0.49314765|0.845481322|0.786837131|-0.027209556|-0.187174391|0.841971795|0|0.78862121|-0.092581323|0.19992155|0.030793771|-63.04181168|20.96853949|156.67194009999997|-51.34295409|564.780402|88.02705449|-27.03045032|84.01035117|0.4128711229999999|2882.382522|-1432.613867|3075.022992|0.703203572|6185.117192000001|157.0011174|35.13035671|0.018542644|1861.908905|12.62632467|1.0|1.0|1.0|2.0|0.16|23.0|95.85|2.0|0.0|1.0|-5.95|5.0|423.47|0.0|3.74|1.11e-06|0.000471|5.42e-06|4.23|0.0|0.0|3.96e-10|1.68e-07|-0.05252|4.85|4.5|3.6298|723.61|1219.11|341.57|598.06|0.7007399999999999|-0.20146|0.02846332|-1389.188211|14.0012|6.4437|6.4437
19g_a38|0.0|1|0|0|3.229090845|0|7.412764017000001|2|-0.008497058|5.351858133|-0.117921811|-0.037579797|0.0|-0.458841138|-0.006877664|-0.009881824|-0.046735135|1|1|-0.004358975|-0.096139701|-0.250781298|-0.438254637|0.653741315|0.836170906|-0.063110203|-0.076414544|0.892249657|0|0.7200062690000001|-0.086314802|0.5322242429999999|0.022953686|-54.62049927|14.52522351|137.56612280000002|-45.74791999|18.41027014|86.78105144|-24.57988703|69.14572278|0.455443492|2897.384301|-1228.994351|2506.378649|0.836356715|6631.17356|177.2223055|34.14148263|0.0228937029999999|1707.074131|14.48726605|1.0|1.0|1.0|3.0|0.14|17.0|81.23|1.0|0.0|1.0|-4.25|5.0|419.43|0.0|2.97|5.68e-05|0.0238|4.67e-05|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.05479|5.2766|3.66|3.6887|638.82|1104.29|336.12|475.84|0.69982|-0.20748|0.03244515|-1431.244906|6.1765|7.3778|7.3778
14b_a25|0.0|0|0|0|0.0|1|6.842683282|0|-0.004720915|4.727387819|-0.0166120069999999|0.001683506|1.929508048|-0.273813082|0.004725325|-0.012989126|0.0009956189999999|1|1|0.004892038|0.0028569959999999|-0.074541111|-0.3691494039999999|0.6524261960000001|0.7723870909999999|-0.085205646|0.001715854|0.8333962429999999|1|0.859628015|-0.076156512|0.329662946|0.016003559|-52.75064158|11.08504021|112.49583529999998|-40.37825712|57.85340824|69.2012501|-22.67004596|63.83568179|0.490638154|3038.600508|-1224.182482|2118.281186|0.963240883|6760.594953|157.3797801|29.33534086|0.015746299|1584.108407|10.90684621|1.0|1.0|1.0|1.0|0.07|27.0|96.49|2.0|0.0|1.0|-5.6|5.0|444.49|0.0|3.63|2.49e-06|0.0011099999999999|5.86e-06|3.88|0.0|0.0|2.23e-10|9.93e-08|-0.0584|5.4239|5.61|4069.0|716.14|1257.11|304.7|603.27|0.64983|-0.22149|0.03876374|-1444.330251|3.2784|7.6576|7.6576
12b_a32|0.0|1|1|1|3.477905329|0|7.765993078999999|0|-0.009432679|5.733341277|-0.055500132|-0.044307211|2.153718992|-0.462201267|-0.003484915|-0.031446256|-0.053480599|3|3|-0.001662219|-0.079768013|-0.1534110109999999|-0.584995111|0.788133615|0.838021287|-0.0533240309999999|-0.090027803|0.8887585240000001|1|0.782593|-0.081450418|0.2996018789999999|0.016282332|-50.88975159|10.17310723|90.57560878|-38.07076621|65.29222164|76.65746734|-17.22027667|61.06285882|0.430631506|2573.006963|-792.1327267000001|3148.185476|0.756331814|5653.268811|247.2897528|28.50066715|0.025166975|1311.0306890000002|15.72418067|1.0|1.0|1.0|2.0|0.26|19.0|140.04|1.0|1.0|1.0|-5.9|4.0|397.52|0.0|3.59|1.27e-06|0.000505|3.72e-05|3.28|0.0|0.0|2.23e-08|8.86e-06|-0.05173|3.5703|4.12|3.5703|663.89|1109.93|347.27|541.49|0.70258|-0.19976|0.0385132|-1880.599158|4.1080000000000005|7585.0|7585.0
13b_a6|0.0|1|0|0|3.423777636|0|7.412764017000001|1|-0.011206134|5.351858133|-0.0265090529999999|0.060593678|0.0|-0.6051312529999999|-0.00460563|-0.104663349|-0.064811009|1|1|-0.00194781|0.100281317|-0.180339002|-0.490758329|0.850080948|0.7788169070000001|-0.029988734|-0.11338525|0.8370824240000001|0|0.7757172059999999|-0.093125205|0.202093555|0.032036214|-61.06841733|21.00828557|154.7847961|-48.5571926|554.4007331|87.39962829999999|-26.65671602|82.07670290000002|0.408780634|2821.72831|-1332.835801|2587.000662|0.69141956|6000.952027|159.1980937|35.20276076|0.0203627189999999|1760.1380379999998|13.35319491|1.0|1.0|1.0|2.0|0.12|23.0|95.85|2.0|0.0|1.0|-5.51|5.0|409.44|0.0|3.45|3.11e-06|0.0012699999999999|1.02e-05|3.8|0.0|0.0|9.77e-10|4e-07|-0.0525799999999999|4.8494|4.04|3.6322|694.33|1167.21|341.35|574.07|0.7006600000000001|-0.20156|0.02920955|-1349.898848|13.5746|6.7595|6.7595
15d_a10|0.0|0|0|0|0.0|1|7.535296702|2|-0.002831383|5.4161004020000005|0.0370874879999999|-0.059217023|2.04092658|-0.184039927|0.010215823|-0.140487312|0.007032164|1|1|0.011249462|-0.092884337|-0.280243276|-0.1945202089999999|0.74726683|0.745184875|0.02497303|0.0131101969999999|0.7857977740000001|1|0.87609771|-0.057588609|0.565801561|0.02281891|-38.80896881|15.37766538|67.59624856|-32.06793721|141.0919598|66.95020436|-12.68949225|54.18663419|0.473858537|2967.522813|-761.3695352999999|2036.192049|0.900629528|6511.656447|355.8865234|26.89020509|0.028735133|1613.412305|19.36460841|0.0|1.0|1.0|0.0|0.35|21.0|65.3|1.0|0.0|1.0|-3.78|6.0|441.52|1.0|3.18|0.000167|0.0739|4.1200000000000005e-05|2.75|0.0|0.0|1.5e-08|6.62e-06|-0.05002|5.6004|2.05|3.8591|737.09|1266.87|321.28|565.91|0.6814100000000001|-0.20918|-0.23696253|-1430.795367|3.8163|7.1612|7.1612
8b_a8|0.0|1|0|0|3.191799887|1|7.535296702|1|-0.013834266|5.4161004020000005|-0.182065125|0.019958073|0.0|-0.733216119|-0.0055544409999999|-0.0422693659999999|-0.03443232|1|1|-0.003593429|0.031896755|0.079250224|-0.5058761820000001|0.758899977|0.778853499|0.097555876|-0.0527918259999999|0.8354024290000001|0|0.558354653|-0.130159955|0.28604765|0.032440348|-79.74587194|19.87542051|172.84152849999998|-43.64473805|89.09854311|84.97574547|-29.07602182|99.62129245|0.4835310479999999|2863.095568|-1424.7250689999998|1821.324722|0.936224813|6471.7604200000005|133.8974321|37.20755791|0.022425382|1823.170337|13.73949201|0.0|1.0|0.0|2.0|0.09|23.0|112.23|1.0|0.0|1.0|-4.77|5.0|414.41|0.0|2.9|1.6899999999999997e-05|7.0|3.69e-05|2.76|0.0|0.0|7.33e-08|3.04e-05|-0.06114|4.5819|6.41|3.2992|640.35|1098.17|375.8|488.56|0.70195|-0.19921|0.03204403|-1406.887058|7.4497|5.2941|5.2941
1o_a5|0.0|1|0|0|2.923171926|0|6.605297921|0|-0.002633927|4.59511985|0.033105871|-0.033273504|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|-0.008511304|1|1|0.0051989459999999|-0.05876042|0.06759341|-0.231165601|0.670787375|0.78144982|-0.003561205|-0.016408975|0.85693939|0|0.88430372|-0.079346457|0.447318682|0.01325562|-42.63505279|7.122612351|167.3051756|-21.04383087|1.01402588|50.11479279|-15.45942012|49.75766514|0.470590799|2238.291862|-587.4579645|833.537568|0.8888980340000001|4572.818263|161.2447749|22.08761368|0.020380352|839.3293197999999|10.95092849|1.0|1.0|1.0|1.0|0.0|23.0|78.25|0.0|0.0|1.0|-4.08|4.0|323.35|0.0|2.95|8.329999999999999e-05|0.0269|8.340000000000001e-05|2.78|0.0|0.0|7.85e-09|2.54e-06|-0.07037|4.5011|2.66|4.1692|561.04|938.37|297.38|443.88|0.5492100000000001|-0.23973|0.04126499|-1043.472984|5.4919|7.4559|7.4559
4r_a46|0.0|0|0|0|0.0|1|7.832410927000001|1|-0.002826188|5.587248657999999|-0.074041799|-0.15196733|0.0|-0.141309389|0.006236535|-0.1129698999999999|-0.048758575|1|1|0.0061041|-0.237647432|-0.086905208|-0.246070691|0.7794598220000001|0.810646641|-0.077483502|-0.070397185|0.8549242340000001|0|0.8478197820000001|-0.079297367|0.261414008|0.011446215|-42.06465252|6.071841742999999|176.18445569999997|-22.88867429|0.0|51.22472631|-13.77068362|48.13649426|0.456487948|2137.47734|-647.2221302999999|1451.6122289999998|0.839885604|4775.760774|151.3787482|19.26963463|0.015225417|905.6728276|8.076584289|0.0|1.0|1.0|1.0|0.35|17.0|63.83|0.0|0.0|1.0|-3.09|4.0|334.41|1.0|2.7|0.00081|271.0|0.000279|2.12|0.0|0.0|5.64e-07|0.000188|-0.03073|4.5209|2.3|4.5209|571.75|986.04|274.25|467.85|0.69085|-0.2207199999999999|0.02826942|-1069.284137|3.5979|5.8499|5.8499
12aj_a36|0.0|1|0|0|3.482902101|0|7.412764017000001|2|-0.00706023|5.351858133|-0.045035034|0.064171987|0.0|-0.402433117|0.002951176|-0.103202936|-0.042227364|1|1|0.003962098|0.1087087|-0.1763783589999999|-0.43462267|0.90414347|0.812278823|0.091113865|-0.072770961|0.8632656809999999|0|0.8269863129999999|-0.073002742|0.251263868|0.018305468|-46.79363201|11.73352271|82.34300699|-42.23511741|0.0|76.5855549|-23.62130319|58.52715472|0.47532973|2710.647462|-1251.929069|2275.825451|0.905958957|5763.333098|144.26810480000003|30.48195872|0.016684569|1615.543812|10.69455126|1.0|1.0|0.0|2.0|0.17|17.0|69.2|1.0|0.0|1.0|-4.16|4.0|395.46|1.0|2.14|6.929999999999999e-05|0.0274|5.05e-05|3.04|0.0|0.0|1.08e-07|4.270000000000001e-05|-0.05275|5.2301|3.48|3.6017|682.84|1157.64|344.24|539.55|0.70423|-0.20093|0.03225532|-1272.060325|7.8393|7.7696|7.7696
3t_a32|0.0|1|1|1|3.4477303|0|7.765993078999999|0|-0.006089333|5.733341277|-0.0338714389999999|0.028527045|2.141978747|-0.304466646|9.83e-05|0.012069208|-0.086478322|3|3|0.00139283|0.049606573|-0.122301673|-0.496165036|0.710773544|0.822076702|0.0466380209999999|-0.146047869|0.870628579|1|0.828676243|-0.080203824|0.217914628|0.014242899|-50.65701113|8.995863948|97.01046154|-38.89478416|0.0|72.43498782|-17.03304802|59.65287508|0.481726305|2530.60497|-800.5532571|2241.507646|0.929482453|5525.861115|199.2870037|24.88485469|0.017184783|1169.58817|10.85396804|1.0|1.0|1.0|1.0|0.3|19.0|128.01|2.0|0.0|1.0|-6.48|4.0|396.53|0.0|4.46|3.28e-07|0.00013|1.16e-05|4.09|0.0|0.0|9.86e-09|3.91e-06|-0.05507|3.5487|5.5|3.5487|677.16|1129.24|349.38|575.45|0.70286|-0.20246|0.03020622|-1864.534478|2.7003|8.0458|8.0458
3c_a49|0.0|0|0|0|0.0|1|7.535296702|1|-0.004876919|5.4161004020000005|-0.016347266|-0.04696024|1.879769411|-0.248722888|0.006218639|-0.05815918|0.0127926339999999|1|1|0.006470561|-0.0780996759999999|-0.101919761|-0.384874446|0.666785606|0.802792677|0.005559828|0.0211518929999999|0.8605470759999999|1|0.7963363840000001|-0.071786669|0.501887054|0.0148240689999999|-41.0524769|8.477406111|89.34479838|-24.24485565|77.29181095|54.85343388|-14.4326528|49.52988301|0.4791465279999999|2521.794855|-678.3346816000001|1667.1178220000002|0.919925763|5544.351498|207.4607002|22.64931248|0.021783913|1064.517686|12.45751629|0.0|1.0|1.0|1.0|0.18|21.0|72.7|1.0|0.0|1.0|-3.45|4.0|369.42|1.0|2.86|0.0003509999999999|0.13|0.000137|2.29|0.0|0.0|2.89e-08|1.07e-05|-0.0606|5.1584|3.99|3842.0|613.33|1046.53|322.71|456.22|0.6692100000000001|-0.21913|0.03394942|-1198.484646|3.7789|7.0605|7.0605
3f_a32|0.0|1|1|1|3.553167045|0|7.773594467000001|0|-0.00611496|5.733341277|-0.0434359079999999|-0.062954205|2.227330929|-0.275173181|0.001276735|-0.113189563|-0.110286539|3|3|0.002565215|-0.112493266|-0.133675401|-0.5487283829999999|0.833981748|0.820782305|-0.110248899|-0.1743238839999999|0.871865543|1|0.874026684|-0.073433055|0.3217719189999999|0.011897886|-41.40131823|6.707989266|47.97543149|-30.95210106|0.0|61.47296003|-16.99267001|48.1093075|0.435176082|2273.466801|-713.6921402|2130.756016|0.770463268|4993.667711|118.8493262|21.53155987|0.011659458|904.3255145|6.573564628|1.0|1.0|1.0|1.0|0.28|19.0|110.94|2.0|0.0|1.0|-6.89|3.0|354.49|0.0|4.63|1.28e-07|4.53e-05|3.96e-06|4.83|0.0|0.0|4.89e-08|1.73e-05|-0.05315|3.5569|3.92|3.5569|604.9|1006.92|348.58|488.74|0.70255|-0.2006099999999999|0.02606687|-1711.9193289999998|5.7161|8.0458|8.0458
18_a47|0.0|1|1|1|2.969619451|0|6.605297921|0|-0.004337918|4.59511985|-0.06345679|-0.026357805|1.5913490630000002|-0.2342475789999999|0.0008454789999999|0.018164141|-0.016728205|1|1|0.0015586929999999|-0.056674151|-0.053119347|-0.322800033|0.646771311|0.792196273|-0.059779939|-0.027351545|0.851462739|1|0.777824025|-0.078937385|0.454324931|0.014741763|-49.44908758|9.234746417|70.55642796|-33.12615721|3.684585007|63.72933669|-19.03697822|58.68383399|0.432077184|2800.3745940000003|-951.8489108|2184.962887|0.7608026529999999|6261.441874|167.41554630000002|25.98023687|0.017318402|1299.011844|10.84884165|1.0|1.0|1.0|2.0|0.08|27.0|79.38|2.0|0.0|0.0|-5.5|5.0|410.45|0.0|4.16|3.13e-06|0.00129|4.29e-06|4.13|0.0|0.0|4.34e-11|1.78e-08|-0.04964|4.2668|3.32|4.2222|652.12|1130.76|293.65|487.81|0.63359|-0.22313|0.04031146|-1354.037606|5.3433|8.6|8.6
14e_a23|0.0|0|1|1|0.0|2|7.423568444|0|-0.008865361|5.351858133|-0.272389934|0.023369734|0.650989437|-0.4787294729999999|0.001027627|0.021081733|-0.009871698|2|2|0.001951778|0.072830644|-0.226146643|-0.5232404310000001|0.560094237|0.791790895|0.133270225|-0.014216155|0.8510270329999999|1|0.925392058|-0.073376247|0.267882223|0.018022127|-51.07141556|12.5437807|48.244071000000005|-43.33511299|0.5612316039999999|74.75779594|-27.39493099|63.61519626|0.49543439|3255.313968|-1369.74655|2428.874279|0.981902808|7663.17288|141.6222839|34.39302091|0.017954325|1719.6510460000002|12.49658915|0.0|1.0|1.0|1.0|0.09|26.0|105.02|2.0|0.0|1.0|-6.38|7.0|479.48|0.0|4.5|4.1200000000000004e-07|0.000198|1.61e-06|4.46|0.0|0.0|5.94e-09|2.85e-06|-0.08122|3.7033|4.2|3.7033|706.39|1209.58|334.8|571.39|0.63922|-0.2342199999999999|0.02250947|-1966.785007|5.5469|8.5214|8.5214
6_a4|0.0|0|0|0|0.0|1|7.535296702|1|-0.001221193|5.4161004020000005|0.010164572|0.042096749|2.186806868|-0.064723237|0.011457667|0.0032928379999999|-0.208689928|1|1|0.01098094|0.0671397079999999|-0.073630392|-0.1738111839999999|0.664591856|0.76089528|-0.169533683|-0.340860215|0.810030118|1|0.945545838|-0.052396457|0.417868437|0.0077624059999999|-29.18838891|4.324187697|14.1731579|-20.7966895|45.93422613|42.27020924|-13.71394596|33.5125766|0.423084148|2342.371538|-671.9833521|1968.0178670000005|0.733355042|5256.215815|103.3523757|16.83786074|0.008863911|825.0551765|4.937800786|0.0|1.0|1.0|0.0|0.26|21.0|43.6|2.0|0.0|1.0|-4.91|3.0|354.45|1.0|4.23|1.24e-05|0.0043799999999999|7.74e-06|4.28|0.0|0.0|1.04e-08|3.67e-06|-0.04867|4.8714|4.11|4.0354|613.83|1057.7|307.24|453.87|0.5877|-0.2182599999999999|0.02244097|-1108.392115|3.2192|5.8861|5.8861
15_a4|0.0|0|0|0|0.0|1|7.535296702|1|-0.001986535|5.4161004020000005|-0.061469545|0.0432718859999999|0.0|-0.077474847|0.009823083|-0.1979518539999999|0.022446689|1|1|0.00918585|0.097046535|-0.038707204|-0.226703465|0.5118792910000001|0.772721853|0.095534883|0.036363636|0.8347553529999999|0|0.867716376|-0.062151785|0.2517542889999999|0.010893057|-29.80513879|5.223809291|12.70877085|-16.95780525|86.01453643|40.03406565|-14.73400655|35.02894809|0.437696617|1973.978183|-530.4242358|1495.715718|0.7783994009999999|4134.603400999999|74.8625551|17.45960235|0.009743323|628.5456843999999|4.672449937|1.0|1.0|0.0|0.0|0.11|17.0|30.71|0.0|0.0|1.0|-3.82|3.0|291.32|1.0|3.61|0.000152|0.0443|5.19e-05|3.49|0.0|0.0|8.070000000000001e-07|0.000235|-0.03539|4.5048|3.8|4.2148|512.65|848.47|294.16|396.58|0.56413|-0.2091199999999999|0.018092091|-958.195344|3.0091|6757.0|6757.0
12o_a36|0.0|1|0|0|3.444418304|0|7.412764017000001|2|-0.0100574069999999|5.351858133|-0.079716275|0.03842353|0.0|-0.613501857|-0.00233752|-0.059733192|-0.010904454|1|1|-0.000472698|0.065221584|-0.213993335|-0.5110239679999999|0.859938421|0.799869816|0.141570244|-0.01854899|0.848816593|0|0.7592112809999999|-0.082048664|0.514457955|0.023402195|-59.0895896|16.85373064|55.47133795|-55.10596064|112.1259723|95.66406176|-25.50573629|75.94332024|0.469699889|3009.981519|-1453.826968|2778.220342|0.885724665|6622.134304|240.2059039|38.27030489|0.026586303|2181.407379|19.1468529|0.0|1.0|0.0|3.0|0.17|17.0|98.3|1.0|0.0|1.0|-3.54|5.0|438.48|0.0|1.47|0.000292|128.0|0.000227|1.85|0.0|0.0|1.1800000000000001e-07|5.18e-05|-0.05456|5.1927|4.5|3.8726|728.07|1240.51|320.16|560.88|0.67273|-0.21151|0.04371335|-1440.734965|6.6471|7.3979|7.3979
2_a27|0.0|0|0|0|0.0|2|6.605297921|0|-0.0065894809999999|4.59511985|-0.0609613559999999|-0.196529806|1.267636369|-0.276758209|0.009338889|0.11675125|0.017751479|1|1|0.00988756|-0.337316432|-0.361571905|-0.475677812|0.639024713|0.796022385|0.137868605|0.027777778|0.8585302370000001|1|0.8468699609999999|-0.058444848|0.408120957|0.019809599|-29.42169804|9.972342226|9.194894069|-20.65736087|53.58106492|52.43208086|-14.73047548|39.39404027|0.4424192289999999|2210.487938|-574.4885436000001|1270.627585|0.7934621359999999|4774.521748|166.89932209999998|22.03636323|0.022639983|859.4181658|11.39718489|0.0|0.0|1.0|0.0|0.11|21.0|65.6|0.0|0.0|2.0|-3.19|4.0|317.34|1.0|2.52|0.000644|204.0|0.0002009999999999|2.18|0.0|0.0|1.45e-06|0.0004599999999999|-0.04933|4.1624|4.32|4.1624|538.57|906.48|297.87|420.7|0.55857|-0.21702|0.02268519|-1043.715364|6.8854|7.8861|7.8861
1k_a5|0.0|1|0|0|2.9020229360000003|0|6.605297921|0|-0.0030192829999999|4.59511985|-0.064652321|-0.095857885|0.0|-0.120771321|0.003886035|-0.145151027|-0.011848312|1|1|0.003708988|-0.220946861|0.045204303|-0.254495542|0.567806811|0.7824502320000001|-0.011552666|-0.022280685|0.851987765|0|0.7836926809999999|-0.078995018|0.425724957|0.010892351|-40.40908188|5.571869083999999|165.11680719999998|-19.44172742|0.498979532|47.83775802|-15.40795854|45.98095096|0.48165588|2171.394196|-570.0944662|824.0133397999999|0.929220303|4479.484358|140.69669409999997|21.25369168|0.019219352|786.3865923|9.83146028|1.0|1.0|1.0|1.0|0.0|23.0|54.46|0.0|0.0|1.0|-3.97|4.0|316.33|1.0|3.42|0.000106|0.0336|4.970000000000001e-05|3.16|0.0|0.0|4.99e-09|1.58e-06|-0.04516|4.7221|3.1|4.4063|533.8|890.76|281.38|398.63|0.5282|-0.22504|0.03133456|-1050.468159|2.3036|7.3188|7.3188
12r_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|-0.007553813|5.351858133|-0.093024002|-0.093079817|0.0|-0.400352091|-0.002544958|-0.0682882559999999|-0.0646674999999999|1|1|-0.001131023|-0.247439715|-0.145315868|-0.44083509|0.609043558|0.83236194|-0.007140234|-0.105767484|0.889479916|0|0.72072745|-0.090229387|0.451652492|0.019137908|-58.32042638|12.36992712|90.4724548|-45.9515743|0.0|82.06195604|-26.11584816|70.6903535|0.464481911|2976.944611|-1279.67656|2433.580273|0.867350555|6735.090739|135.6928105|33.05530181|0.016970201|1619.709789|10.96881384|1.0|1.0|0.0|1.0|0.14|17.0|81.65|2.0|0.0|1.0|-5.49|6.0|434.46|0.0|3.21|3.24e-06|0.00141|6.71e-06|4.07|0.0|0.0|6.900000000000002e-08|3e-05|-0.05244|5067.0|4.32|3.5111|679.64|1141.54|353.12|516.03|0.68476|-0.20138|0.03388131|-1774.070699|6.5511|7.5317|7.5317
4_a18 (SD-208)|0.0|0|0|0|0.0|0|0.0|2|-0.012457606|0.0|-0.113324634|-0.020226647|0.0|-0.498304229|-0.018723101|-0.009648044|-0.056245435|0|0|-0.015153358|-0.047745689|-0.3630339729999999|-0.564165402|0.773173718|0.83508768|-0.058455902|-0.098971722|0.904723479|0|0.77909674|-0.077885485|0.115284206|0.0211761979999999|-40.10670787|10.90456851|103.6318511|-26.40375252|0.0|69.63488061|-18.01551972|51.01127638|0.454067432|2395.526727|-666.5742296|1822.914738|0.831728055|5348.394288|204.9329964|29.9246699|0.035654206|1107.212786|18.35993987|0.0|1.0|1.0|1.0|0.0|22.0|76.48|1.0|0.0|1.0|-4.29|6.0|352.75|0.0|3.11|5.12e-05|18.0|4.14e-05|3.02|0.0|0.0|7.06e-09|2.49e-06|-0.09992|5.1755|2.58|3.2777|537.47|895.83|378.26|396.17|0.69028|-0.2358|0.0199445|-1542.207472|5.2085|7.0969|7.0969
4d_a46|0.0|0|0|0|0.0|1|7.825245291|1|-0.001749881|5.587248657999999|-0.017469934|-0.131948546|0.0|-0.085744171|0.0116902869999999|-0.111025108|-0.076521434|1|1|0.010756749|-0.206000242|-0.1271933999999999|-0.240143042|0.6535171|0.764741337|-0.213089038|-0.103199079|0.8075680409999999|0|0.936057958|-0.056384895|0.290035518|0.008652238|-30.95621863|4.750218646|8.241078584|-21.33218735|74.62074724|43.60839351|-13.51488667|35.70643728|0.441136013|2181.291783|-621.6847867|2233.65548|0.7893441379999999|4993.774007|102.4310631|16.6147308|0.0086574759999999|764.2776167999999|4.753094337|1.0|1.0|1.0|0.0|0.35|17.0|43.6|2.0|0.0|1.0|-4.93|3.0|352.86|1.0|4.11|1.18e-05|0.00416|7.8e-06|4.3|0.0|0.0|3.88e-08|1.3699999999999998e-05|-0.0396399999999999|4.4265|4.18|4.4265|588.18|1009.78|280.09|503.76|0.69884|-0.22603|0.02292966|-1453.688943|3.7104|6.2865|6.2865
15_a3|0.0|0|0|0|0.0|0|6.823286122000001|1|-0.006742751|4.727387819|-0.092127078|-0.182934001|1.809035179|-0.289938297|-0.006419472|0.126641951|0.021805556|0|0|-0.004459728|-0.325227172|-0.039798975|-0.505519936|0.968837995|0.813015336|-0.103599654|0.036380489|0.866559772|1|0.7789088340000001|-0.092342351|0.451058529|0.007901554|-47.26593592|4.04445331|315.5421792|-28.19600959|0.0|60.30684851|-19.28005913|51.31038923|0.461565365|2116.88728|-771.2023653|1433.713715|0.85723565|4617.470007|76.61068671|22.67368656|0.010200078|906.9474625|5.220965278|1.0|1.0|1.0|1.0|0.24|16.0|89.99|0.0|0.0|2.0|-2.77|5.0|321.4|0.0|1.2|0.0017|547.0|0.000951|1.28|0.0|0.0|1.66e-06|0.000535|-0.06319|6.0077|2.33|3.7072|553.81|916.07|334.44|398.12|0.67902|-0.22079|0.0228507|-1328.581677|2.3271|7.6021|7.6021
9a_a36|0.0|1|0|0|3.4090209280000003|0|7.412764017000001|2|-0.007853595|5.351858133|-0.046964839|0.095192109|0.0|-0.41624054|0.0034852859999999|-0.078488872|-0.06502499|1|1|0.00484375|0.160672128|-0.202876718|-0.398235589|0.839235677|0.7885597609999999|-0.019008343|-0.1177413269999999|0.842671963|0|0.826559623|-0.073689118|0.204819754|0.0236784079999999|-45.04449811|14.47407729|49.52042402|-40.61536816|0.0|78.37175688|-24.40778806|59.5185754|0.453098452|2682.572663|-1195.981615|2167.77208|0.828482664|5693.562367|144.36259840000002|31.95428497|0.019513779|1565.759963|11.92833382|1.0|1.0|0.0|1.0|0.14|17.0|66.4|1.0|0.0|1.0|-3.71|5.0|382.42|1.0|1.95|0.000197|0.0753|0.000102|2.66|0.0|0.0|5.26e-07|0.0002009999999999|-0.05044|3.8677|3.38|3.8677|648.41|1092.66|320.56|495.18|0.68682|-0.20969|0.02701893|-1252.636005|7.4992|7.8861|7.8861
