molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|AATSC1s|n6HRing|MATS7i|SaaaC|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|PNSA5|PPSA3|RNCS|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12j_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984421|-0.033312179|2|-0.02473642|0.0|0.0074730759999999|-0.075816941|1|0.005965451|-0.0431311459999999|-0.456342646|1|0.795446883|0.0060012969999999|0.846470093|0.842199041|-0.094132698|0.328405591|-60.832977500000005|10.09017681|88.51817261|-0.036204884|6.520746879|0.0|0.8134611009999999|-1.882653966|-30.8670468|69.55167701|-23.39729904|57.85371764|2784.7999170000003|-1216.65955|2258.891981|0.1865388989999999|8.067697897|15.41574553|120.550211|-786.2626307999999|0.01349128|1495.657934|686.039456|8.71869951|1.0|0.0|1.0|1.0|0.0|1.0|4.76|0.17|17.0|-7.01|4.35|81.65|132.24|1.0|5.0|-5.66|30.0|4.0|-5.81|412.51|0.0|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.00291|9.75e-08|5.1971|4.14|-1615.064152|1175.75|356.4|238.56|0.3087|-1614.831741|-0.14772|4.6727|-0.1987799999999999|-1614.894278|5.1081|8058.0|8058.0
47l_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|1.251176792|-0.0603838109999999|0|-0.0057783619999999|0.0|-0.010426981|-0.056270425|0|0.000787517|-0.008768679|-0.4925232479999999|0|0.7435044540000001|0.00676294|0.781148177|0.803473313|-0.083884237|0.2820044969999999|-59.6654726|6.543729374|11.54768766|-0.031456589|4.654446622|51.44279524|0.796109347|-2.0132216990000003|-40.65070014|68.83398609|-22.37455223|63.6949231|2852.093627|-1431.971342|1427.032023|0.203890653|9.423637134|18.46922943|145.02405359999997|-1018.537564|0.012890098|1798.711882|931.8364349|9.168513486|1.0|1.0|0.0|1.0|1.0|3.0|4.17|0.25|18.0|-9.37|3.69|85.29|139.63|1.0|9.0|-5.26|34.0|3.0|-6.39|454.56|0.0|0.0|2.72|-4.84|5.44e-06|0.00247|1.4499999999999998e-05|0.0066099999999999|4.26e-10|3.2026|7.71|-1455.5497369999998|1334.6|387.13|387.13|0.69291|-1455.165122|-0.1314|2.4594|-0.18344|-1455.233431|3.3864|7.4949|7.4949
12ag_a36|0.0|1|0|3.408828027|0.0|0|7.412764017000001|2|2|1.297044434|-0.084341564|2|0.063109409|0.0|0.0070889269999999|-0.050147748|1|-0.000673716|0.135431487|-0.445549431|1|0.835013502|0.124298337|0.8910146309999999|0.7468300940000001|-0.1081585809999999|0.26896187|-68.21579593|12.70005599|85.84609192|-0.038937089|8.009946323|0.0|0.758897371|-1.946854457|-32.81436052|80.40643223|-24.55768654|64.72839664|2773.9654530000003|-1227.884327|2305.164626|0.2411026289999999|7.849377942|15.13240062|152.06382680000002|-774.4286762999999|0.019328689|1617.984688|595.8790650000001|12.1906363|1.0|0.0|0.0|1.0|0.0|2.0|4.72|0.14|17.0|-6.86|3.13|69.2|123.71|1.0|5.0|-3.89|30.0|5.0|-6.76|399.42|1.0|0.0|2.15|-4.16|0.000129|0.0515|6.96e-05|0.0278|1.4e-07|3.8893|3.41|-1332.151245|1112.68|334.04|318.79|0.69204|-1331.9454449999998|-0.15227|5.4459|-0.20713|-1332.003616|7.5405|7.7696|7.7696
28_a20|0.0|0|0|0.0|0.0|1|6.842683282|0|0|1.417203216|-0.114439513|3|0.091462964|1.650185059|0.0313932529999999|-0.039965901|1|0.002695258|0.155263557|-0.447096101|3|0.755701837|-0.104458316|0.812553182|0.7817507370000001|-0.091179288|0.3962228229999999|-60.85602167|9.799649234|318.7453661|-0.035068957|6.540604536|88.39175809|0.773641727|-1.823585765|-38.44343857|71.98460956|-23.40616218|67.39863895|2865.917291|-1217.120433|2449.815677|0.226358273|7.587188177000001|14.28413212|151.0788711|-812.3457521|0.016673728|1573.2352460000002|684.5377542|11.12858789|0.0|1.0|1.0|1.0|1.0|1.0|3.45|0.08|27.0|-8.8|3.93|99.58|122.8|1.0|5.0|-4.42|32.0|5.0|-6.96|420.47|0.0|1.0|3.04|-4.43|3.77e-05|0.0159|3.72e-05|0.0156|1.57e-09|4.7905|4.64|-1368.32781|1198.32|346.35|258.81|0.50352|-1368.085242|-0.15572|3.5284|-0.21814|-1368.146882|4.7428|6.5935|6.5935
12an_a36|0.0|1|0|3.489959714|0.0|0|7.412764017000001|2|2|0.6294007110000001|-0.046532211|2|0.0966393909999999|0.0|-0.131674913|-0.031635802|1|0.003710345|0.170355752|-0.434819796|1|0.8344566859999999|-0.009636347|0.885733922|0.836440154|-0.105145528|0.270501913|-71.0446809|11.69727417|82.43567331|-0.036995649|7.903608682000001|0.0|0.783512615|-1.997765039|-33.56484523|81.70091433|-24.99720254|61.37296195|2881.978785|-1349.848937|2399.367452|0.216487385|8.773001855|15.82907093|146.2760938|-912.0652916|0.015771136|1722.817107|725.9470896|10.65623343|1.0|0.0|1.0|1.0|1.0|2.0|4.85|0.17|17.0|-7.05|3.33|94.5|135.47|1.0|6.0|-4.85|31.0|4.0|-6.64|427.52|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|8.95e-08|5.1771|3.37|-1670.417726|1215.98|327.38|239.49|0.44822|-1670.182102|-0.15474|4.3963|-0.21035|-1670.244686|6.2182|7.3979|7.3979
1j_a5|0.0|1|0|2.9426852410000004|0.0|0|6.605297921|0|0|1.427567371|-0.010620031|2|-0.115553003|0.0|-0.07622096|-0.032333695|1|0.006957291|-0.190920568|-0.2470489089999999|2|0.7862755770000001|-0.084090414|0.848473695|0.847163872|-0.074505844|0.35883584|-40.01980349|10.57633738|73.73338699|-0.027258236|5.680936139|1.471030887|0.616489567|-1.117587665|-21.29338752|54.3827755|-14.64139152|50.21875634|2242.805131|-600.2970524|847.5275797|0.383510433|7.328149934|13.80288876|205.997426|-322.4414176|0.026739895|973.7343247|422.96706330000006|14.36297201|1.0|1.0|1.0|1.0|1.0|1.0|2.76|0.05|23.0|-8.14|4.5|63.69|96.98|1.0|4.0|-4.03|25.0|4.0|-6.15|328.37|1.0|1.0|3.19|-4.2|9.27e-05|0.0304|6.29e-05|0.0206|7.190000000000001e-09|4.4331|2.61|-1065.817476|959.39|300.89|279.68|0.66182|-1065.671975|-0.16813|2.2503|-0.20645|-1065.723417|3.0364|7.6198|7.6198
1m_a5|0.0|1|0|2.934162514|0.0|0|6.605297921|0|0|1.3047206409999998|-0.005518104|2|-0.07112464|0.0|-0.10797859|-0.011848312|1|0.00520748|-0.118494698|-0.2274929269999999|2|0.7824502320000001|0.077347244|0.851987765|0.8823955520000001|-0.071478865|0.429612762|-37.65438054|4.7571353730000006|154.6334216|-0.028977918|2.506013299|0.235629561|0.73847373|-1.072182971|-19.69180207|46.74648368|-15.26528941|42.13785007|2183.167528|-564.8157081|841.0375686000001|0.26152627|6.911100301|13.35855701|137.7695311|-297.5394992|0.0172594319999999|764.8419772000001|383.4128238|9.092103139|1.0|1.0|0.0|1.0|1.0|1.0|2.69|0.0|23.0|-8.63|5.11|54.46|95.5|1.0|3.0|-4.52|24.0|3.0|-5.71|332.79|1.0|1.0|3.63|-4.74|2.99e-05|0.00996|1.82e-05|0.00607|2.35e-09|4.6678|3.48|-1410.88022|926.13|281.89|265.61|0.4527899999999999|-1410.783167|-0.1778|1939.0|-0.22857|-1410.833395|2.4582|7.3665|7.3665
15d_a10|0.0|0|0|0.0|0.0|1|7.535296702|2|2|1.343850133|0.0370874879999999|3|-0.059217023|2.04092658|-0.140487312|0.007032164|1|0.011249462|-0.092884337|-0.1945202089999999|2|0.745184875|0.02497303|0.7857977740000001|0.87609771|-0.070612242|0.565801561|-47.58559595|15.37766538|67.59624856|-0.018829931|10.36301002|141.0919598|0.471900166|-1.129795872|-26.15336742|66.95020436|-12.68949225|54.18663419|2967.522813|-761.3695352999999|2036.192049|0.5280998339999999|8.429169102000001|16.02072769|355.8865234|-513.0869954|0.028735133|1613.412305|825.4425942|19.36460841|0.0|1.0|1.0|1.0|1.0|0.0|3.71|0.35|21.0|-7.82|4.14|65.3|131.43|1.0|6.0|-3.78|33.0|6.0|-7.04|441.52|1.0|0.0|3.18|-4.38|0.000167|0.0739|4.1200000000000005e-05|0.0182|1.5e-08|5.6004|2.05|-1431.051425|1266.87|321.28|221.39|0.3685|-1430.733658|-0.15916|3.3831|-0.20918|-1430.795367|3.8163|7.1612|7.1612
1o_a5|0.0|1|0|2.923171926|0.0|0|6.605297921|0|0|1.427566509|0.033105871|2|-0.033273504|0.0|-0.102739602|-0.008511304|1|0.0051989459999999|-0.05876042|-0.231165601|2|0.78144982|-0.003561205|0.85693939|0.88430372|-0.072886362|0.447318682|-39.1638643|7.122612351|167.3051756|-0.028770932|3.827177229|1.01402588|0.699913551|-1.093295425|-22.90899675|50.11479279|-15.45942012|49.75766514|2238.291862|-587.4579645|833.537568|0.300086449|7.522366517000001|14.20898333|161.2447749|-315.657463|0.020380352|839.3293197999999|393.5487205|10.95092849|1.0|1.0|1.0|1.0|1.0|1.0|2.81|0.0|23.0|-8.11|4.48|78.25|95.2|1.0|3.0|-4.08|25.0|4.0|-6.3|323.35|0.0|1.0|2.95|-4.08|8.329999999999999e-05|0.0269|8.340000000000001e-05|27.0|7.85e-09|4.5011|2.66|-1043.536121|938.37|297.38|275.45|0.4988899999999999|-1043.422345|-0.1693599999999999|4.7435|-0.23973|-1043.472984|5.4919|7.4559|7.4559
13h_a6|0.0|1|0|3.464247528|0.0|0|6.842683282|0|0|1.424099498|0.004767264|2|0.060987639|1.656132209|-0.01698365|-0.090944829|1|-0.000644109|0.105918119|-0.468842137|2|0.780222427|-0.0256002129999999|0.8391892870000001|0.867910741|-0.091977068|0.300800177|-64.32173453|12.1971464|77.20799814|-0.032362302|8.529752344|0.0|0.736918588|-1.747564296|-36.26429338|76.78735663|-22.63172141|64.05338768|2926.745635|-1222.112956|2829.19698|0.263081412|9.11292243|16.928040300000003|183.9790404|-854.6524332|0.017825256|1658.40973|744.1359788|12.4656221|1.0|1.0|1.0|1.0|1.0|2.0|3.64|0.12|27.0|-10.57|5.41|103.17|128.63|0.0|6.0|-5.56|33.0|5.0|-6.31|431.49|0.0|1.0|3.61|-5.06|2.77e-06|0.0012|8.8e-06|0.0038|2.67e-11|4.8701|3.83|-1386.569017|1253.92|365.52|254.58|0.50716|-1386.302668|-0.14097|7.2872|-0.2153199999999999|-1386.3651|10.0322|7.3279|7.3279
12c_a5|0.0|1|0|2.977832018|0.0|0|6.605297921|1|1|1.236775191|0.020594766|3|-0.086795626|0.0|-0.096073591|0.0072946769999999|1|0.00586291|-0.1386392109999999|-0.223631474|2|0.797601178|0.05430631|0.8446264459999999|0.841092921|-0.066083881|0.450827114|-43.47195613|10.77147171|143.44655559999998|-0.022421317|7.085796743|13.26856229|0.583585895|-1.25559373|-30.6699685|59.40070647|-14.74941369|57.39441476|2697.345008|-825.9671665|2045.184304|0.416414105|7.293547043999999|13.53008071|273.9296719|-543.3459436|0.024214085|1415.330929|735.3048881|15.92875034|0.0|1.0|0.0|1.0|1.0|2.0|3.27|0.24|23.0|-9.31|5.03|75.72|121.26|1.0|6.0|-4.09|31.0|5.0|-6.79|411.5|0.0|0.0|3.31|-4.33|8.159999999999999e-05|0.0336|4.64e-05|0.0191|4.93e-10|4.6671|2.06|-1316.5202869999998|1200.02|309.06|265.66|0.52074|-1316.244961|-0.16563|3.0135|-0.21128|-1316.305277|3.5993|7.3279|7.3279
30_a47|0.0|0|1|0.0|0.0|1|6.842683282|0|0|1.304327883|-0.184735553|2|0.013114301|1.192095911|-0.008774855|0.0467853809999999|1|-0.008325552|0.029343834|-0.4370608039999999|2|0.8485444809999999|-0.1340278869999999|0.913855507|0.67896733|-0.107296835|0.384732322|-64.38108459|13.64937081|350.5257774|-0.0383202979999999|8.190002019|76.90733636|0.679447569|-1.609452527|-38.96726396|81.25550675|-22.9932445|78.59180109|2626.927627|-965.7162688|1558.731067|0.320552431|6.886726437999999|12.94704346|192.3403721|-579.456614|0.028122734|1421.325667|457.1122177|16.87442216|1.0|1.0|1.0|1.0|1.0|2.0|3.03|0.05|21.0|-7.24|2.71|98.72|104.25|1.0|5.0|-4.22|28.0|5.0|-6.95|396.81|0.0|1.0|2.61|-4.1|6.05e-05|24.0|7.94e-05|0.0315|5.74e-08|3.7159|3.89|-1696.078047|1032.35|333.66|333.66|0.6944899999999999|-1695.931037|-0.1517|2.7493|-0.20813|-1695.9887|3.6487|7.9|7.9
8c_a31|0.0|1|0|3.435435563|0.0|0|7.765993078999999|1|1|0.610137334|-0.104377029|0|-0.106461724|0.0|-0.1903992189999999|-0.1029580369999999|2|-0.004832959|-0.178276512|-0.513257014|0|0.847752299|0.006000201|0.896193695|0.626072761|-0.128067781|0.280934088|-70.64275621|16.3656112|133.3100368|-0.039640027|9.027343766|477.2277896000001|0.72308253|-1.66488115|-35.61776956|82.77037329|-21.86561502|80.93682766|2251.08563|-918.3558307|1678.6836239999998|0.27691747|6.820988495|12.99457133|152.7489054|-506.5691518|0.021986076|1270.056726|423.1367008|12.12761708|1.0|1.0|1.0|1.0|1.0|2.0|3.51|0.29|16.0|-6.13|4.89|114.29|93.45|1.0|5.0|-4.42|24.0|5.0|-6.7|342.42|0.0|1.0|2.83|-3.63|3.79e-05|13.0|0.000237|0.0811|7.45e-07|3.8492|1.83|-1426.129055|981.89|322.11|322.11|0.7005|-1425.968408|-0.15985|3.3453|-0.19207|-1426.024361|5.1815|6.0915|6.0915
A8301_a51|0.0|0|0|0.0|0.0|1|6.86171134|0|0|1.197963627|-0.028789626|2|0.078523314|1.987294898|-0.012770742|-0.1227504419999999|1|0.007083041|0.135886548|-0.4354420879999999|2|0.6959300979999999|-0.013846396|0.750630149|0.934739895|-0.0780376929999999|0.339244706|-50.67621589|5.293803823|36.55933899|-0.032775831|3.437697042|78.46116212|0.854959635|-1.6387915469999998|-23.3177516|56.90163721|-21.28401067|41.20144811|2799.106729|-1064.200534|2461.663545|0.145040365|6.890532887999999|13.24988678|94.18649643|-691.0718926|0.009586697|1244.737752|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|1.0|1.0|3.49|0.04|27.0|-9.38|5.5|87.72|129.04|1.0|5.0|-6.6|31.0|3.0|-5.31|421.52|0.0|1.0|4.58|-5.93|2.5e-07|0.000105|1.17e-06|0.000495|4.12e-10||||||||||||||7.9208|7.9208
11c_a5|0.0|1|0|2.930680267|0.0|0|6.605297921|0|0|1.427567332|-0.050049777|2|-0.0859098|0.0|-0.059682527|-0.023856811|1|0.005383056|-0.138950411|-0.269653478|2|0.8020105409999999|0.030085871|0.86113162|0.80472351|-0.0873419269999999|0.389427402|-53.12487972|10.85837291|31.61751609|-0.0322785379999999|6.604499968|4.089828494|0.707039635|-1.484812761|-29.19305715|66.02857181|-19.63310772|58.854300300000006|2497.685314|-903.1229552|926.234805|0.292960365|8.88462927|16.09582374|178.1902995|-549.3157749|0.021214793|1277.330026|523.8031619|12.90369209|1.0|1.0|1.0|1.0|1.0|1.0|2.96|0.09|23.0|-8.47|4.79|80.76|106.79|1.0|6.0|-4.13|28.0|5.0|-6.59|370.4|0.0|1.0|3.0|-4.1|7.38e-05|0.0273|7.950000000000001e-05|0.0294|3.4000000000000003e-09|4.5035|4.53|-1218.454079|1071.71|294.59|275.3|0.60118|-1218.278135|-0.1713299999999999|2.5278|-0.21448|-1218.336116|3.3827|7.6021|7.6021
12f_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|0|0.604990261|-0.015621373|0|0.070099257|0.807254372|0.108909202|-0.172869148|2|0.006841832|0.115814835|-0.397377446|0|0.777316288|-0.160218113|0.841769186|0.909993912|-0.082198664|3.43e-05|-45.41519509|11.90644165|62.72992556|-0.032879466|6.57837176|61.55859085|0.7314440520000001|-1.150781297|-20.45387851|56.53158029|-18.16607804|48.92668311|2383.68369|-635.8127312999999|628.5604981|0.268555948|8.404802652999999|16.49362536|148.3785764|-351.2898849|0.0201199619999999|869.2568204|384.1423925|11.1163852|1.0|0.0|1.0|0.0|0.0|0.0|3.24|0.06|20.0|-7.32|5.35|67.66|98.25|1.0|3.0|-6.58|24.0|3.0|-4.76|376.26|0.0|1.0|4.76|-5.99|2.66e-07|0.0001|1.02e-06|0.0003819999999999|4.81e-08|4.3313|4.77|-2212.348599|951.55|436.97|286.25|0.6679999999999999|-2212.222254|-0.11765|3.2818|-0.19526|-2212.275094|4.8562|6.4202|6.4202
6_a27|0.0|1|0|2.6137160880000003|0.0|1|6.823286122000001|0|0|1.404458667|-0.072298665|2|-0.237047381|1.221528093|0.075248207|0.081320966|1|0.0058042269999999|-0.406859288|-0.541168953|2|0.787663648|-0.1322552659999999|0.849515128|0.785047616|-0.090025109|0.344065059|-44.56839492|10.17466399|125.8234721|-0.034625042|5.03713293|61.10118428|0.774820398|-1.35037664|-19.27068071|52.66373343|-17.14169035|49.10012093|2196.1151210000003|-668.5259238|1193.992326|0.2251796019999999|5.010042219|9.500048379|111.4788253|-330.96463430000006|0.01635203|862.8140479|373.9912084|8.095338503999999|0.0|0.0|0.0|0.0|0.0|1.0|3.0|0.11|21.0|-6.67|3.48|76.46|92.65|1.0|2.0|-3.62|24.0|4.0|-6.55|317.34|1.0|1.0|2.71|-3.82|0.000242|0.0768|0.000153|0.0485|2.16e-07|5.5447|4.27|-1043.806618|896.68|299.55|223.61|0.3366099999999999|-1043.678244|-0.17007|2.7521|-218.0|-1043.728133|4.0597|9.0|9.0
47k_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|1.25117623|-0.0605329409999999|0|-0.017736343|0.0|-0.02822032|-0.008576013|0|0.00493127|-0.026672956|-0.451417954|0|0.721697829|0.022512501|0.753132457|0.8309354040000001|-0.088346874|0.3533268229999999|-69.77479556|11.91029894|20.66242736|-0.030255779|9.406543039|58.77865447|0.7153044209999999|-2.208671853|-40.74641317|84.23875372|-23.89547793|63.50225571|3245.964586|-1744.369889|2009.418849|0.284695579|9.777177947|18.35217454|224.8475227|-1377.672426|0.018313855|2438.639881|1167.054827|14.46395816|1.0|1.0|1.0|1.0|1.0|2.0|4.66|0.3|18.0|-8.44|2.39|88.97|154.86|1.0|11.0|-5.84|38.0|4.0|-6.41|513.63|0.0|0.0|2.53|-5.33|1.44e-06|0.000742|4.65e-06|0.0023899999999999|3.6099999999999997e-09|3.0948|8.45|-1664.728002|1492.36|400.63|400.63|0.69823|-1664.2657390000002|-0.1277599999999999|4.1818|-0.17135|-1664.341238|5.2253|7.5376|7.5376
12ap_a36|0.0|1|0|3.4417292610000003|0.0|0|7.412764017000001|2|2|1.2970441659999998|-0.010732275|2|0.066185994|0.0|-0.105824575|-0.042675894|1|0.001194592|0.117738331|-0.436880644|1|0.832758813|-0.025198947|0.893689741|0.830587483|-0.106173763|0.27547717|-69.6632787|14.26936622|82.56761031|-0.037473093|9.36249036|0.0|0.737851886|-1.91112774|-35.56900768|83.16347311|-24.58703954|68.48007054|2843.18721|-1253.939017|2328.307856|0.262148114|8.766216204|16.37284224|172.00197649999998|-822.7409526|0.020575639|1699.445432|642.3830552000001|13.50019441|1.0|0.0|0.0|1.0|0.0|2.0|4.78|0.13|17.0|-6.66|2.75|92.99|128.47|1.0|5.0|-3.99|31.0|5.0|-7.08|406.44|0.0|0.0|1.66|-3.95|0.000101|0.0412|0.000113|0.0458|2.21e-07|4.9124|2.98|-1325.159466|1160.79|319.54|252.39|0.59563|-1324.95298|-0.15704|7.0249|-0.21788|-1325.0127220000002|9.6512|7.4949|7.4949
34_a20|0.0|0|0|0.0|0.0|1|6.842683282|0|0|1.416932073|-0.104520106|2|0.199191385|1.991704333|-0.046356705|-0.054458882|1|0.003149352|0.327535029|-0.4478820739999999|2|0.74801464|-0.101401966|0.80310139|0.7966571459999999|-0.085459595|0.408491116|-57.49912174|8.766605631000001|297.5548445|-0.032248904|5.898367836|80.66541842|0.776414086|-1.709191893|-38.56497154|67.53437417|-21.69778179|66.0848174|2825.042137|-1149.982435|2319.742032|0.223585914|7.940146766|14.7802149|150.43359099999998|-773.7338361000001|0.01491516|1481.145765|712.1606951|10.03525243|1.0|1.0|1.0|1.0|1.0|1.0|3.43|0.08|27.0|-9.18|4.5|86.69|125.0|1.0|5.0|-5.14|32.0|4.0|-6.28|419.48|0.0|1.0|3.63|-5.02|7.27e-06|0.00305|9.51e-06|0.00399|6.64e-10|5.4132|4.97|-1352.2836220000002|1205.64|320.38|229.04|0.38519|-1352.041015|-0.16103|3.8519|-0.21284|-1352.102407|5.4994|7.2147|7.2147
22_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.399866564|-0.115883451|1|0.004808337|0.0|-0.2078428719999999|-0.023072107|1|0.004237768|0.00771584|-0.3877007|1|0.7797803109999999|0.086940934|0.8404413829999999|0.8612031509999999|-0.089955967|0.242642229|-43.23011833|5.1432274630000006|162.9809584|-0.036468635|2.47167963|0.0|0.8444670409999999|-1.349339509|-21.92150631|48.65880447|-17.52572365|50.75888571|1950.173729|-648.451775|1477.437886|0.155532959|5.495481464|9.742413394|74.7444381|-311.62631919999995|0.011296354|767.88287|338.71903330000004|5.428686137000001|1.0|1.0|0.0|1.0|0.0|1.0|3.3|0.11|17.0|-5.24|3.19|50.94|87.12|2.0|2.0|-3.77|22.0|3.0|-5.91|289.33|1.0|1.0|2.81|-3.98|0.000172|0.0497|0.000104|0.0301|5.77e-06|4.468999999999999|3.38|-934.240411|860.77|305.85|277.43|628.0|-934.12356|-0.16754|3.5548|-198.0|-934.171365|5.4110000000000005|7.3279|7.3279
14w_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|1.197963556|-0.109136569|2|0.045196333|0.6813799420000001|-0.042151195|-0.031435038|2|0.003906274|0.126238077|-0.427696371|2|0.802520527|0.059273664|0.8668730109999999|0.7880718659999999|-0.088508061|0.228641034|-58.53311596|14.84036772|43.30287556|-0.035779855|9.814393755|90.15900589|0.743451788|-1.681653166|-30.92760432|72.23920014|-23.66232347|61.60607046|3071.908367|-1112.129203|2283.383402|0.256548212|7.833745658|15.58053709|169.6632599|-735.4854078|0.020725002|1495.89956|597.2903597999999|13.70608418|0.0|0.0|1.0|1.0|0.0|1.0|3.42|0.05|26.0|-7.93|4.2|105.02|120.2|1.0|5.0|-5.68|32.0|6.0|-6.35|447.46|0.0|0.0|4.05|-5.27|2.09e-06|0.0009369999999999|5.41e-06|0.00242|1.17e-08|3.6632|3.97|-1828.363862|1150.31|338.46|338.46|0.6219399999999999|-1828.161957|-0.14844|7.0157|-0.22824|-1828.222578|9.8981|8.6737|8.6737
3j_a32|0.0|1|1|3.564417045|0.0|0|8.234564993|0|1|0.609420782|-0.017889768|0|-0.029763115|2.248764828|-0.086191775|-0.052622352|3|0.001173363|-0.055211759|-0.528541012|0|0.824282683|-0.020129489|0.8884057059999999|0.865101945|-0.095013178|0.27811778|-50.46105839|7.315176208|47.55031019|-0.030815085|3.885056172|0.0|0.7487739999999999|-1.140158136|-19.82606536|58.58770587|-16.36574867|44.64569478|2282.569698|-605.5327007000001|1778.1826620000002|0.251226|5.900829539|10.69497519|133.42496409999998|-321.5956102|0.015301673|808.6988876|398.2788055|8.126647477|1.0|1.0|1.0|1.0|1.0|1.0|3.27|0.24|19.0|-6.69|6.68|110.94|95.74|1.0|3.0|-5.92|23.0|3.0|-5.6|338.45|0.0|1.0|4.09|-4.8|1.21e-06|0.0004089999999999|1.58e-05|0.00533|2.03e-07|3.4982|3.02|-1671.479105|934.19|354.42|354.42|0.7028|-1671.351322|-0.14498|3.6238|-0.19859|-1671.402462|5.9266|8.0969|8.0969
6_a47|0.0|0|0|0.0|0.0|0|0.0|0|0|1.304328257|-0.1738997619999999|2|-0.14404966|1.291219116|0.051455447|0.0402365489999999|0|-0.0094242819999999|-0.302730533|-0.459934519|2|0.786041178|-0.149904224|0.84654143|0.8419184120000001|-0.096689626|0.446564415|-52.41283988|5.323543706000001|101.7290544|-0.036834143|2.885749555|0.0|0.7943908059999999|-1.547034008|-23.54237714|60.76103606|-19.96679614|48.75381069|2431.668154|-838.6054381|1577.98246|0.205609194|6.480620646|10.90843226|111.4552019|-454.5854048000001|0.0154005|1055.658539|469.7495559|8.348196185|1.0|1.0|0.0|1.0|1.0|2.0|2.82|0.05|22.0|-9.06|5.24|58.04|106.47|1.0|3.0|-6.02|27.0|4.0|-5.02|379.81|0.0|1.0|4.59|-5.79|9.53e-07|0.000362|1.63e-06|0.000619|8.71e-10|5.5188|4.69|-1608.652005|990.85|333.32|224.66|0.30468|-1608.50108|-0.1544|3.2606|-0.20794|-1608.554019|4.2153|7.9|7.9
18_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.3998285519999998|-0.164169913|1|0.049240675|0.0|-0.200683549|-0.063708832|1|0.00042|0.108754635|-0.319213511|1|0.793041267|0.102914528|0.8547339420000001|0.7755960390000001|-0.085817825|0.269470313|-42.33787448|8.729352711|203.5264327|-0.03479101|4.306590617|0.0|0.769438308|-1.287267373|-22.93503169|50.98777224|-17.16400317|55.21809494|2069.649003|-635.0681172000001|1573.744396|0.2305616919999999|6.133421395|10.31843368|113.7466718|-313.3082699|0.0175331289999999|825.3658678999999|337.0066459|8.649897756|0.0|1.0|0.0|1.0|0.0|1.0|3.32|0.11|17.0|-5.53|3.46|50.94|86.22|2.0|3.0|-2.95|23.0|4.0|-6.58|307.32|1.0|1.0|2.78|-3.51|0.00113|349.0|0.000312|0.0959|2.96e-06|4.5152|3.02|-1033.454769|870.74|294.88|274.59|0.52475|-1033.349218|-0.17345|2.7878|-0.20883|-1033.398285|3498.0|5.5817|5.5817
