molecula|SddssS|NaaNH|n9FaHRing|SssssC|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
24_a47|0.0|0|1|0.0|0|1.304328602|1.225600378|0.0453435129999999|-0.010774404|4.727387819|2|0.0251322929999999|-0.484848181|-0.063708635|0.071506228|1|1|0.056234624|-0.2494728939999999|-0.540463145|2|0.812650394|-0.005097239|0.627160379|0.7839491009999999|-0.075894947|-0.090995097|0.214985826|0.021522987|-42.71324947|41.72753688|6.81713713|0.611603578|-1.364926459|-24.03877652|69.27912772|-18.28983173|54.82626523|2642.775318|-768.1729327|1239.381181|-10.29341441|7.024694045|13.48797266|-432.3234052|29.90471672|-125.6197312|1255.998102|457.1122177|0.0|1.0|0.0|1.0|2.0|3.14|3.12|21.0|2.78|4.64|2.86|1.0|0.0|104.73|0.0|5.0|-4.61|28.0|-6.48|0.0|0.0|1.0|3.31|-4.52|2.46e-05|0.00975|3.05e-05|0.0121|0.0|0.0|9.22e-06|3.9675|4.46|3.9675|-1696.105723|-1696.071577|1002.04|312.5|0.6835|0.6835|0.2618|-0.2285|0.03414611|3.6008|8.5|8.5
21_a12|0.0|0|0|0.0|1|0.609915045|0.0|0.04375233|-0.008833375|4.59511985|3|-0.213225401|-0.362168355|-0.01367083|-0.0546514309999999|1|1|-0.388196876|-0.211367878|-0.522951134|2|0.835359152|-0.061915124|0.859899236|0.84827776|-0.068775342|-0.100098765|0.192026642|0.012230115|-34.60932333|75.46830038|3.097071518|0.770818357|-1.401382713|-17.416202300000002|59.10840872|-18.55810005|40.76379649|2185.835701|-705.2078018999999|1080.052791|-9.338859985|5.891343219|11.18947411|-354.8766794|24.07584081|-272.5639702|914.8819508|380.2468615|1.0|1.0|0.0|1.0|1.0|4.05|2.81|17.0|4.01|2.25|1.82|0.0|0.0|98.16|0.0|3.0|-3.82|23.0|-6.45|0.0|0.0|1.0|2.68|-3.76|0.00015|48.0|0.000173|0.0551|0.0|0.0|5.3200000000000006e-05|4.6851|2.56|3.9971|-1327.479547|-1327.451966|893.17|264.64|0.59386|0.57644|0.1668|-0.22253|0.02758166|3.2551|7.6576|7.6576
14a_a5|0.0|1|0|0.0|1|1.226142247|0.0|-0.056730193|-0.0053665219999999|4.59511985|3|-0.132625457|-0.316624785|-0.086229994|0.024793388|1|1|-0.213526163|-0.016337128|-0.36152442|2|0.79661948|0.144729708|0.71006207|0.7909255559999999|-0.080875277|-0.078681402|0.4398855029999999|0.0173669719999999|-54.69145586|134.62273080000003|7.942029745|0.629783335|-1.494946644|-36.98479273|69.71575554|-18.38089729|66.43577392|2836.468636|-1010.949351|1315.573182|-12.42997952|8.424031251|15.89694877|-683.6488737000001|29.18606491|-175.53051609999997|1605.23357|723.0631751|0.0|1.0|1.0|1.0|2.0|3.24|2.41|23.0|4.56|4.38|1.37|1.0|0.0|123.0|0.0|6.0|-4.15|32.0|-7.08|0.0|0.0|1.0|3.05|-4.22|7.15e-05|0.0304|6.02e-05|0.0256|0.0|0.0|6.16e-07|4.1501|4.3|4.1501|-1390.592722|-1390.546425|1195.01|298.75|0.65789|0.65789|0.5853|-0.2183699999999999|0.04629687|2.8163|6.9508|6.9508
13k_a6|0.0|1|0|0.0|1|1.42421381|0.0|0.031525207|-0.014257799|5.351858133|1|0.051404465|-0.8554679409999999|0.0809333929999999|-0.072504783|1|1|0.08217847|-0.073210645|-0.5627624379999999|1|0.7908110340000001|0.1373649019999999|0.827754203|0.641032542|-0.11937574|-0.127178105|0.212093198|0.0296987679999999|-82.8774254|183.1261118|14.31458589|0.7971316940000001|-2.543562101|-57.53822059|100.7779947|-31.53366823|103.4959988|2966.890288|-1765.8854210000002|3332.974951|-21.89246528|8.370126134|14.58291125|-1225.9780560000002|39.55891914|-412.5714301|2215.299472|741.5222707|1.0|1.0|1.0|1.0|3.0|3.68|2.8|23.0|4.55|3.8|1.39|1.0|0.0|124.98|0.0|7.0|-5.49|33.0|-6.59|0.0|0.0|1.0|3.18|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|0.0|0.0|5.7e-07|5112.0|5.41|3.5476|-1465.862962|-1465.83213|1246.69|242.53|0.4547|0.70536|0.0137|-0.1944|0.0308324|10.5079|7.3372|7.3372
5f_a40|0.0|0|0|0.0|0|0.60491326|1.656591081|-0.004886759|-0.008387329|6.167516491000001|0|-0.085493191|-0.293556526|0.166865076|0.062183277|2|2|-0.155235986|0.18254908|-0.4644854879999999|0|0.811339477|-0.465573352|0.680674762|0.7414714309999999|-0.113521559|-0.10969397|0.0528268609999999|0.020236763|-52.44868801|222.1847349|4.319700326|0.814393685|-1.316327637|-24.23209217|57.61052946|-19.00510637|61.79838068|1932.388838|-608.163404|599.1117195|-8.780648419|5.780627322000001|11.20493646|-280.9807494|23.33651|-290.5093357|746.7683199|269.0442248|1.0|0.0|1.0|1.0|1.0|3.08|2.05|14.0|2.94|2.68|1.29|0.0|2.0|78.56|0.0|3.0|-3.97|20.0|-6.47|0.0|0.0|1.0|2.23|-3.31|0.000108|0.0307|0.000491|0.14|0.0|0.0|0.0587|3.8036|3.5|3.0611|-1232.983157|-1232.959261|793.54|325.97|0.56507|0.69727|0.0415|-0.19284|0.02389588|7.6183|6.9508|6.9508
12s_a30|0.0|0|0|0.0|2|0.604984545|0.0|-0.00019297|-0.007621736|5.351858133|2|-0.0601024909999999|-0.403952011|-0.035768573|-0.04950715|1|1|-0.1597740919999999|-0.145315868|-0.446807335|1|0.83236194|0.006789196|0.591758164|0.706713791|-0.090733404|-0.103647048|0.404041243|0.019324097|-58.75255278|89.91581294|8.102485674|0.790481833|-1.969293912|-38.04400919|78.38074776|-26.02399668|71.26547471|2977.11642|-1275.175837|2368.4646620000003|-16.8513047|8.066744794|15.14544373|-825.7139305|32.92168852|-376.1910929|1613.162737|616.2856203|1.0|1.0|1.0|0.0|1.0|4.63|0.0|17.0|4.67|3.74|3.58|2.0|0.0|127.19|0.0|5.0|-5.49|31.0|-6.06|0.0|0.0|0.0|3.21|-5.17|3.24e-06|0.00141|6.71e-06|0.00291|0.0|0.0|3e-05|5.0438|4.32|3.5348|-1774.236634|-1774.202623|1140.1|245.81|0.43338|0.68458|0.1576|-0.20495|0.03401064|3.9579|8129.0|8129.0
13c_a5|0.0|1|0|0.0|1|1.377702625|0.0|-0.2071929139999999|-0.005082338|4.59511985|3|-0.010689086|-0.284610951|-0.098760742|-0.018055556|1|1|-0.017427549|-0.150963534|-0.324868153|2|0.770478689|0.003545487|0.6775573359999999|0.80019672|-0.077308234|-0.076591149|0.4148662979999999|0.023143526|-50.97293525|158.67712230000004|10.06137448|0.551328235|-1.302049531|-33.60884086|70.46156718|-16.50965711|66.23254483|2793.480751|-858.5021696|1235.709541|-10.8855893|8.492261628|15.90846721|-566.0506435|29.94524142|-67.68621352|1557.152554|656.208474|0.0|1.0|1.0|1.0|1.0|3.13|2.58|23.0|4.23|3.29|1.16|1.0|0.0|120.88|0.0|5.0|-3.55|31.0|-7.28|0.0|0.0|1.0|2.68|-3.96|0.0002839999999999|0.1169999999999999|0.000109|0.0446|0.0|0.0|3.36e-06|4706.0|3.99|4.2145|-1351.274441|-1351.2369640000002|1153.36|263.46|0.41594|0.51479|0.1666|-0.22939|0.03747691|2.9732|6.9101|6.9101
8_a1 (SB-202620)|0.0|1|0|0.0|0|1.4323973840000002|0.0|0.106916453|-0.013785521|4.727387819|1|-0.0443137679999999|-0.606562911|-0.1402198369999999|0.037553634|1|1|-0.095271547|-0.042643966|-0.612004804|1|0.743088715|-0.042789124|0.658433571|0.648967503|-0.117682533|-0.105271458|0.174628594|0.015526845|-66.76765693|208.2071465|4.997944864|0.7742395870000001|-1.684343335|-37.88089785|70.8721358|-23.30777912|75.57687443|2431.842132|-955.6189441|1736.664204|-13.22376193|7.432247389|13.67402758|-542.1742393|30.104091200000003|-311.18185800000003|1234.267739|433.2550452|1.0|0.0|1.0|0.0|2.0|2.74|2.21|23.0|4.86|5.06|2.78|2.0|0.0|99.61|0.0|4.0|-4.94|27.0|-5.94|0.0|0.0|1.0|3.7|-4.7|1.14e-05|0.0041|1.98e-05|0.00713|0.0|0.0|3.42e-06|3.4052|5.32|3.4052|-1223.279021|-1223.117248|977.87|364.11|0.7026600000000001|0.7026600000000001|0.5339|-0.2105199999999999|0.16177304|5.5005|6.3979|6.3979
3a_a49|0.0|0|0|0.0|1|1.343850114|2.09865947|-0.05210989|-0.006374689|5.4161004020000005|2|-0.044367345|-0.337858497|-0.060613765|0.00497674|1|1|-0.074886415|0.003978478|-0.421478185|2|0.8145214209999999|0.012813604|0.7476073409999999|0.72890527|-0.094437035|-0.088484274|0.526915193|0.016205613|-55.30832478|107.4001347|5.558553447|0.689774813|-1.504232653|-32.39206742|64.2037853|-17.97906469|64.79936082|2599.121578|-880.9741697000001|1793.526571|-10.52968207|6.566343333|12.49907878|-515.9544212000001|26.06512204|-222.2883651|1277.19098|578.2841135|0.0|0.0|1.0|1.0|2.0|3.25|2.11|21.0|2.77|2.81|1.04|1.0|0.0|112.14|0.0|5.0|-3.06|29.0|-7.67|0.0|0.0|1.0|2.02|-3.3|0.000878|0.3379999999999999|0.000503|193.0|0.0|0.0|2.51e-05|5.1647|3.16|3874.0|-1254.012043|-1253.973708|1082.21|240.06|0.53794|0.66614|0.0793|-0.2171|0.03833529|4.2593|7.1938|7.1938
16c_a32|0.0|1|1|0.0|0|0.6094207629999999|0.0|0.191088217|-0.01639019|5.733341277|0|-0.03152033|-0.770338913|-0.031087095|-0.036931818|3|3|-0.057356214|-0.229450999|-0.697601261|0|0.8607827790000001|0.0482801729999999|0.764217655|0.773043206|-0.088841599|-0.119988297|0.367322508|0.025791147|-53.00702241|102.2022233|9.181311842|0.6846367059999999|-1.679836163|-31.62645048|86.97970500000001|-22.77882371|68.39521789|2649.168528|-1002.268243|3143.196853|-13.59090376|6.313526111|11.77670717|-597.9997655000001|33.27140293|-220.3256617|1463.941729|513.9156315|1.0|1.0|1.0|1.0|2.0|3.5|3.08|19.0|5.64|4.21|0.88|1.0|0.0|107.14|1.0|7.0|-6.04|27.0|-6.44|1.0|0.0|1.0|3.41|-4.41|9.17e-07|0.000366|3.89e-05|0.0155|0.0|0.0|4.13e-05|3.6264|4.12|3.6264|-1916.6792|-1916.651132|1069.28|341.89|0.70198|0.70198|0.2955|-0.20047|0.02806787|5.3459|8.3468|8.3468
14a_a22|0.0|0|0|0.0|0|1.4229176680000002|1.646649187|-0.136588366|-0.0050042229999999|4.727387819|2|0.021482585|-0.280236463|-0.057308195|-0.015194063|1|1|0.036467904|-0.165471815|-0.360663314|2|0.7392451729999999|-0.09744639|0.655865336|0.864077619|-0.062215607|-0.081479363|0.490491034|0.021268761|-42.39063895|93.21042936|9.873779458|0.7007904070000001|-1.629587269|-28.88288575|70.33046351|-21.35231162|56.88212098|2885.858295|-1110.320204|2169.870866|-14.54840956|8.052850876|14.55117701|-756.5172972|30.46889826|-273.61731430000003|1584.38271|684.5377542|1.0|1.0|1.0|1.0|1.0|3.42|2.86|27.0|3.87|4.31|1.73|1.0|0.0|124.05|0.0|6.0|-4.65|32.0|-6.61|0.0|0.0|1.0|3.19|-4.68|2.25e-05|0.00945|2.1e-05|0.00881|0.0|0.0|2.56e-07|5.0653|4.98|3.5707|-1368.35698|-1368.321586|1191.81|244.77|0.45928|0.63156|0.0578|-0.21174|0.03539365|6603.0|7.4202|7.4202
5b_a50|0.0|0|1|0.0|1|1.397278957|4.190114953|-0.253064589|-0.00141071|5.82008293|1|-0.052494624|-0.062071259|-0.137595558|-0.113846154|2|2|-0.0873662269999999|-0.175158017|-0.140506919|1|0.791163321|0.019856551|0.6642694929999999|0.958606481|-0.041157676|-0.061164973|0.271653991|0.012204641|-20.90908698|6.656963127999999|3.149876031|0.5887490470000001|-0.8563096170000001|-10.62231784|42.76068675|-10.87564575|27.10933752|2183.545404|-435.0258302|1452.442728|-5.525088972000001|5.543302677000001|10.01036188|-221.0035589|18.47246431|-90.17329003|738.8985723999999|409.0289917|1.0|0.0|1.0|1.0|0.0|3.37|2.91|20.0|3.15|4.02|2.4|0.0|0.0|96.89|0.0|2.0|-3.48|24.0|-6.03|0.0|1.0|1.0|3.11|-4.19|0.000335|105.0|6.47e-05|0.0202|0.0|0.0|0.0004269999999999|5.6332|2.81|4.0222|-990.6114185|-990.5849031|922.49|220.09|0.4270899999999999|0.66968|0.1094|-0.19252|0.02651535|6.1284|4.9126|4.9126
1a_a5|0.0|0|0|0.0|1|1.189701889|0.0|-0.271170445|-0.001785522|4.59511985|2|-0.075791863|-0.078562954|-0.132197351|-0.004213083|0|0|-0.123867037|0.114184614|-0.179831877|2|0.7427901179999999|0.11504495|0.808272639|0.833638233|-0.071887159|-0.075618812|0.3602068089999999|0.008036994|-36.19957997|83.60943679|2.037971304|0.7256546770000001|-1.134282187|-18.22870183|46.38422909|-13.93123008|40.24669785|1940.139869|-571.1804334|902.6910106|-7.015226132|6.199179484|11.38004491|-287.62427139999994|19.19815378|-227.2618539|787.1243051|403.543273|0.0|0.0|1.0|1.0|1.0|3.54|0.0|18.0|3.08|1.42|2.09|0.0|0.0|93.49|0.0|3.0|-2.6|23.0|-6.58|0.0|1.0|0.0|1.75|-3.44|0.00253|755.0|0.000365|109.0|0.0|0.0|2.13e-05|4.6707|2.85|2.8332|-951.1394906|-951.110826|882.1|265.45|0.44868|0.54123|0.0126|-0.2262699999999999|0.028664612|6.7017|6.9706|6.9706
12am_a36|0.0|1|0|-4.723487246|2|1.240140551|0.0|0.088482802|-0.015884751|5.351858133|2|0.122824831|-0.921315581|-0.050505733|-0.037654321|1|1|0.345949079|-0.3344729369999999|-0.6080522279999999|1|0.8344566859999999|-0.0147665219999999|0.624142499|0.814986544|-0.091472759|-0.118101664|0.305015372|0.017590648|-63.19394154|128.69607109999998|8.395550408|0.788334835|-2.480134939|-43.65752487|95.53118838|-31.72964526|75.34643812|3230.6292780000003|-1713.4008440000002|2603.072527|-21.92042059|8.772646622|17.01968794|-1183.702712|40.24894481|-398.3921535|2173.44302|672.4630346|1.0|1.0|1.0|0.0|2.0|4.81|0.0|17.0|3.31|4.04|2.04|2.0|0.0|130.43|0.0|7.0|-5.2|34.0|-6.4|0.0|0.0|0.0|2.65|-5.07|6.26e-06|0.00291|8.6e-06|4.0|1.0|0.0|3.37e-05|5.2317|4.86|3.8606|-1645.205296|-1645.169789|1206.77|236.99|0.40752|0.6805100000000001|0.2987|-0.21356|0.03550681|8.0872|7.2218|7.2218
11d_a31|0.0|1|0|0.0|1|0.610136352|0.0|0.064475882|-0.017317263|5.733341277|0|0.016799834|-0.848545873|-0.092360393|-0.078235092|2|2|0.026806221|-0.153894316|-0.574318121|0|0.822077662|-0.057505249|0.78396996|0.585212816|-0.134031221|-0.134048091|0.197166451|0.034417775|-82.05480081|296.2476128|12.89967697|0.6817705409999999|-1.87667327|-50.23449218|98.8237718|-24.97634343|103.1255906|2532.447962|-1148.911798|2039.207676|-15.29068277|7.885647873|15.21323794|-703.3714074|36.63453013|-222.5622569|1685.188386|505.4234462|1.0|1.0|1.0|1.0|2.0|3.6|2.83|16.0|5.43|4.03|1.26|1.0|0.0|102.13|0.0|7.0|-5.48|27.0|-6.4|0.0|0.0|1.0|3.34|-4.2|3.33e-06|0.00128|6.26e-05|0.0241|0.0|0.0|0.000225|3.8009|4.87|3.8009|-1598.7152199999998|-1598.671315|1077.69|326.2|703.0|703.0|0.2642|-0.19226|0.04390452|4.6622|7.5229|7.5229
13c_a6|0.0|1|0|0.0|1|1.424213869|0.0|-0.046663393|-0.010619065|5.351858133|1|0.049627353|-0.605286688|0.054910284|-0.0942387559999999|1|1|0.081059709|-0.174259072|-0.490486317|1|0.780680481|0.085414885|0.7995080809999999|0.786809832|-0.093635525|-0.111231609|0.22875443|0.030547186|-63.73961873|157.60887419999997|14.15496611|0.772032541|-2.11340057|-43.38886312|88.21184769|-27.1440571|84.53371376|2880.850692|-1438.635026|3135.546462|-18.47751526|8.038175951|15.07660437|-979.308309|35.15921372|-370.3562372|1863.438327|692.8471883999999|1.0|1.0|1.0|1.0|2.0|3.61|2.53|23.0|5.38|4.57|1.5|2.0|0.0|121.6|0.0|6.0|-5.95|32.0|-5.88|0.0|0.0|1.0|3.64|-5.27|1.11e-06|0.000471|5.42e-06|0.00229|0.0|0.0|1.68e-07|5.992000000000001|4.5|3.6519|-1389.39897|-1389.371325|1217.77|206.92|0.48478|0.7008800000000001|0.28|-0.1999|0.0276450999999999|9.2467|7.1367|7.1367
6a_a31|0.0|1|0|0.0|1|0.610184884|0.0|0.038376178|-0.01694403|5.6869753560000005|0|0.08881108|-0.779425376|-0.0225412779999999|-0.026103465|2|2|0.1533239019999999|0.001117583|-0.568500407|0|0.784022685|-0.07385392|0.803505125|0.57216168|-0.132158278|-0.126430958|0.259133072|0.034212524|-77.60012959|157.9971748|11.79563339|0.6927462990000001|-1.896464366|-45.56491046|92.52963742|-26.51328079|97.68889243|2713.694431|-1113.557793|1671.917893|-15.56795422|7.516549303|14.408653400000002|-653.8540772999999|38.27271371|-226.3518866|1607.453976|479.200937|1.0|1.0|1.0|1.0|2.0|3.42|2.51|22.0|4.68|3.69|1.13|1.0|0.0|104.73|0.0|4.0|-5.22|28.0|-6.69|0.0|0.0|1.0|2.96|-4.34|6.09e-06|0.00238|4.55e-05|0.0178|0.0|0.0|4.3200000000000007e-05|3.5428|4.03|3.5428|-1613.34153|-1613.295461|1028.95|349.96|0.70416|0.70416|0.6404|-0.19843|0.04606915|11.2387|5.9586|5.9586
47k_a18|0.0|0|0|0.0|1|1.25117623|0.0|0.029145635|-0.0067578909999999|4.844187086|0|-0.017736343|-0.5135996820000001|-0.02822032|-0.008576013|0|0|-0.026672956|-0.421027889|-0.451417954|0|0.721697829|0.022512501|0.737517943|0.8309354040000001|-0.065324278|-0.088346874|0.3533268229999999|0.015080484|-51.59195677|20.66242736|9.406543039|0.7153044209999999|-2.208671853|-40.74641317|84.23875372|-23.89547793|63.50225571|3245.964586|-1744.369889|2009.418849|-18.87222501|9.777177947|18.35217454|-1377.672426|33.40602576|-340.0872332|2438.639881|1167.054827|1.0|1.0|1.0|1.0|2.0|4.66|0.0|18.0|2.39|3.17|2.82|3.0|2.0|154.86|1.0|11.0|-5.84|38.0|-6.41|0.0|0.0|0.0|2.53|-5.33|1.44e-06|0.000742|4.65e-06|0.0023899999999999|1.0|1.0|1.85e-06|3.0948|8.45|3.0948|-1664.756029|-1664.728002|1492.36|400.63|0.69823|0.69823|0.5920000000000001|-0.17135|0.02802749|5.2253|7.5376|7.5376
12r_a30|0.0|0|0|0.0|2|0.604984545|0.0|-0.015167821|-0.007553813|5.351858133|2|-0.093079817|-0.400352091|-0.0682882559999999|-0.0646674999999999|1|1|-0.247439715|-0.145315868|-0.44083509|1|0.83236194|-0.007140234|0.591758164|0.72072745|-0.090229387|-0.109990462|0.451652492|0.019137908|-58.32042638|90.4724548|7.995393191000001|0.790065337|-1.979828309|-37.69583567|82.06195604|-26.11584816|70.6903535|2976.944611|-1279.67656|2433.580273|-16.88017015|7.467190577999999|13.94386247|-827.1283373|33.05530181|-374.9717191|1619.709789|616.2856203|1.0|1.0|1.0|0.0|1.0|4.66|0.0|17.0|4.67|3.74|3.58|2.0|0.0|127.19|0.0|5.0|-5.49|31.0|-6.06|0.0|0.0|0.0|3.21|-5.17|3.24e-06|0.00141|6.71e-06|0.00291|0.0|0.0|3e-05|5067.0|4.32|3.5111|-1774.236548|-1774.2026670000002|1141.54|244.69|0.32409|0.68476|0.1522|-0.20138|0.03388131|6.5511|7.5317|7.5317
10_a4|0.0|0|0|0.0|1|1.343863662|2.146166934|-0.180140166|-0.002959121|5.4161004020000005|2|0.00941601|-0.159792527|-0.122141977|-0.090413559|1|1|0.014917047|-0.132895939|-0.241683916|2|0.810105167|-0.120059574|0.6799081490000001|0.921653019|-0.051015897|-0.079432495|0.43000216|0.014582852|-29.52653193|39.48408698|4.884907049|0.744529685|-1.350352423|-17.08910641|54.09964719|-15.63090193|37.96666686|2480.063587|-781.5450965|2064.276654|-9.046715915|5.759414166|11.20225306|-452.3357957|20.99433004|-283.0534799|1049.716502|594.7358385|1.0|1.0|1.0|1.0|0.0|3.46|3.38|21.0|4.93|4.81|2.53|2.0|0.0|111.38|0.0|4.0|-4.66|28.0|-5.83|0.0|1.0|1.0|3.9|-4.85|2.21e-05|0.00818|1.4e-05|0.00519|0.0|0.0|3.15e-06|4.9674|3.34|3.6465|-1183.812875|-1183.790554|1083.65|249.6|0.4662|0.7038399999999999|0.0176|-0.2025|0.02232068|2.2386|7.0555|7.0555
6f_a40|0.0|0|0|0.0|1|0.604893424|1.750582483|0.134099184|-0.01691341|6.401917197|0|-0.122783873|-0.8287570679999999|0.075227997|-0.190617284|2|2|-0.233222505|0.092206207|-0.628934821|0|0.836826225|-0.032826285|0.742681934|0.655786513|-0.134203859|-0.130571562|0.363785804|0.015998475|-86.21963207|207.7174501|6.6032981820000005|0.8628087240000001|-2.350288117|-55.39203581|92.77827871|-33.55442128|96.49789556|3021.330686|-1509.948957|3072.581297|-21.5571287|6.993991456|11.87042702|-970.0707913999998|38.88975659|-466.1748926|1750.039046|593.503189|1.0|1.0|0.0|1.0|2.0|4.05|2.53|14.0|3.66|2.66|1.1|1.0|3.0|124.54|1.0|5.0|-6.95|30.0|-6.9|1.0|0.0|0.0|2.61|-4.64|1.13e-07|5.18e-05|2.3e-05|0.0105|1.0|0.0|0.0967|3.5741|6.96|2.57|-2426.972609|-2426.924155|1139.55|346.89|0.66642|0.69911|0.0158|-203.0|0.04845403|8.7269|7.3768|7.3768
1_a6 (SB-431542)|0.0|1|0|0.0|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|1|0.1008839219999999|-0.766207981|-0.029658865|-0.0492229479999999|1|1|0.164429684|-0.033765606|-0.567791164|1|0.7462411859999999|-0.08530265|0.795744863|0.5940412860000001|-0.126408788|-0.122555709|0.210050443|0.033020439|-74.98172333|160.410387|11.61820782|0.7531996609999999|-2.083447046|-44.47680367|87.15852628|-27.46300805|94.56841061|2678.823231|-1235.8353619999998|1890.228713|-16.29019397|7.523839331|14.26172029|-733.0587287000001|36.46179023|-300.3801761|1640.78056|513.4628663999999|1.0|1.0|1.0|1.0|2.0|3.25|2.35|23.0|4.04|3.63|1.54|1.0|0.0|106.85|0.0|4.0|-4.52|29.0|-6.73|0.0|0.0|1.0|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0218|0.0|0.0|7.81e-06|3.8208|4.57|3295.0|-1292.588032|-1292.553086|1049.69|324.5|0.55256|0.69868|0.3346|-193.0|0.03494577|8.8611|5.8119|5.8119
33_a47|0.0|0|1|0.0|0|1.409403453|1.758479676|-0.229935275|-0.004263267|4.727387819|3|-0.11544858|-0.183320497|-0.033554816|0.0741098479999999|1|1|-0.26447859|-0.338113214|-0.270498605|3|0.82821379|0.065468525|0.607650682|0.8197001309999999|-0.060080724|-0.083739854|0.404334141|0.022346992|-32.1568697|30.94680001|6.401714296000001|0.57681348|-1.088618103|-17.2112484|60.65229445|-14.56646493|44.11759955|2311.28828|-582.6585971|787.797733|-7.79637597|6.979305126|12.94292541|-311.85503880000005|25.25333652|-82.22540944|1010.133461|388.178924|0.0|1.0|1.0|1.0|1.0|3.08|2.76|21.0|2.96|4.04|1.52|0.0|0.0|94.28|0.0|3.0|-3.26|25.0|-6.78|0.0|1.0|1.0|2.69|-3.72|0.000546|183.0|0.000192|0.0643|0.0|0.0|2.79e-05|4.1869|2.06|4.1869|-1123.16428|-1123.135036|934.34|296.13|0.67508|0.67508|0.2566|-0.21447|0.02924367|6.2284|8.4|8.4
12x_a30|0.0|0|0|0.0|2|0.604984021|0.0|0.044575215|-0.006008579|5.351858133|2|-0.0606216429999999|-0.3545061539999999|0.027312213|-0.1066694919999999|1|1|-0.104089964|-0.0922059569999999|-0.458718546|1|0.782514704|-0.062251445|0.803183654|0.848844277|-0.071909912|-0.091725339|0.398925866|0.014757946|-47.48669555|74.51844582|6.435648079|0.824674971|-1.926232129|-31.35848986|68.52587215|-23.12752311|57.2323071|2845.417984|-1272.013771|2374.777496|-15.27257668|7.794822643|14.14885734|-839.9917174000001|28.04441012|-428.8071293|1542.442557|754.3941655|1.0|1.0|1.0|0.0|1.0|4.86|0.0|17.0|4.87|3.23|3.25|2.0|0.0|137.21|0.0|5.0|-6.04|31.0|-5.64|0.0|0.0|0.0|3.19|-5.46|9.14e-07|0.00039|3.48e-06|0.00148|0.0|0.0|1.76e-05|3.4831|4.45|3.4831|-1654.40976|-1654.3784|1211.79|355.95|0.68589|0.68589|0.1517|-0.19876|0.03136007|4.8197|7.6556|7.6556
47u_a18|0.0|0|0|0.0|1|1.251177393|0.0|0.039883149|-0.010219187|4.844187086|0|0.008108241|-0.633589579|0.031337464|-0.033209663|0|0|0.0121925089999999|-0.1904128389999999|-0.539738821|0|0.7517870059999999|-0.0112778039999999|0.646724968|0.741066474|-0.090364489|-0.092271172|0.33777918|0.02068926|-62.99873374|86.37253771|10.0557163|0.721837463|-2.029965788|-43.92035521|79.06741651|-23.98671253|77.42251040000001|2965.254516|-1415.216039|1415.590236|-16.72263667|9.18142206|17.78724206|-986.6355633|33.23007431|-309.31352410000005|1960.574384|818.9389171|0.0|1.0|1.0|0.0|2.0|3.98|0.0|18.0|3.15|3.02|2.95|3.0|1.0|133.53|0.0|8.0|-5.69|34.0|-6.31|0.0|0.0|0.0|2.6|-4.98|2.05e-06|0.000932|1.04e-05|0.00472|0.0|0.0|2.89e-06|3.1186|9.34|3.1186|-1510.182477|-1510.153552|1282.66|397.57|0.69143|0.69143|0.5849|-0.19109|0.02892505|5.8058|5.7055|5.7055
