molecula|SddssS|NaaNH|n9FaHRing|SssssC|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
13a_a5|0.0|1|0|0.0|0|1.393002748|0.0|-0.154076582|-0.006081807|4.59511985|2|-0.007871499|-0.328417593|-0.139517787|-0.025324157|1|1|-0.012798693|-0.0569177229999999|-0.367284642|2|0.8045357209999999|-0.048584084|0.720100768|0.7667501609999999|-0.08903048|-0.0839257009999999|0.470564031|0.016739606|-57.31787843|126.2663658|6.938219155|0.598791539|-1.426736914|-36.90128585|72.13276165|-18.01047283|68.09484712|2657.14588|-918.5341141|1314.232685|-11.59515363|8.571729592999999|15.89940424|-591.3528349999999|30.07803494|-127.2041084|1533.979782|620.5697596|1.0|1.0|1.0|1.0|2.0|3.07|2.46|23.0|4.39|3.58|0.95|2.0|0.0|114.18|0.0|8.0|-3.77|30.0|-7.18|0.0|0.0|1.0|2.71|-3.74|0.000169|0.0675|0.000184|0.0734|0.0|0.0|5.02e-07|4.6285|3.81|4.2107|-1313.167422|-1313.126035|1160.81|267.87|0.41806|0.50037|0.1992|-0.22898|0.04138695|4.1671|7041.0|7041.0
7b_a8|0.0|1|0|0.0|1|1.395658671|1.4628217119999998|-0.119760914|-0.009659873|5.4161004020000005|1|-0.024156447|-0.4829936279999999|-0.052309137|-0.0254956129999999|1|1|-0.039357491|-0.035044152|-0.415894017|1|0.7812177770000001|0.048462902|0.677544268|0.7223476129999999|-0.101439013|-0.1000685009999999|0.282366236|0.033167971|-60.75943432|145.0783004|11.89970852|0.753935657|-1.901301524|-36.39338307|73.70461365|-24.75721974|80.62622045|2776.185773|-1138.832108|1780.952171|-14.82895606|7.698000901|14.76972982|-682.1319788|32.83731114|-304.2022276|1510.516312|545.9267515|0.0|1.0|1.0|1.0|1.0|3.49|3.37|23.0|4.48|3.8|2.23|2.0|0.0|110.8|0.0|3.0|-5.25|30.0|-6.15|0.0|0.0|1.0|3.5|-4.94|5.64e-06|0.00224|1.14e-05|0.00454|0.0|0.0|8.94e-06|4.5945|5.51|3.26|-1330.622441|-1330.595067|1067.73|269.85|0.44725|0.7025100000000001|139.0|-0.20472|0.0273745|12.7344|4.8687|4.8687
12au_a36|-3.3109381210000004|1|0|0.0|2|0.2992539489999999|0.0|0.074839187|-0.009897048|5.351858133|2|0.075815782|-0.613616984|-0.023640632|-0.03802163|1|1|0.1320241419999999|-0.261631709|-0.515924985|1|0.825565083|-0.021932444|0.750657639|0.698996981|-0.090166553|-0.110305773|0.284342092|0.021569487|-64.86748076|102.3999102|11.16356587|0.7160586109999999|-2.206115469|-46.66686194|95.91776213|-27.36414058|80.38496714|3484.987058|-1587.1201529999998|2384.109036|-19.68626738|8.963940512999999|17.67586495|-1141.803508|38.21494522|-310.873098|2216.466823|805.2286932|0.0|0.0|1.0|0.0|3.0|5.0|0.0|17.0|1.28|2.15|0.84|1.0|0.0|142.02|0.0|7.0|-3.85|34.0|-8.03|0.0|0.0|0.0|1.18|-3.72|0.0001409999999999|0.0668|0.0001889999999999|0.0897|0.0|0.0|6.45e-05|5.1307|6.24|3.7105|-1876.207937|-1876.156196|1283.4|241.65|0.58518|0.70395|0.0158|-0.2087099999999999|0.05174058|8.0814|7.3279|7.3279
9h_a24|0.0|1|0|0.0|0|1.428198245|1.726213624|-0.203768024|-0.002864393|5.209486153|2|0.078066659|-0.105982525|-0.209618231|-0.002471577|2|2|0.144624936|-0.047269812|-0.207206943|2|0.78742035|0.183289617|0.656172477|0.883775278|-0.060337884|-0.0687348109999999|0.4016070679999999|0.018457687|-28.52000725|167.2085719|4.123788393|0.572371258|-0.8935525440000001|-13.48059881|47.51520531|-12.42226332|37.24443236|2062.34011|-422.3569529|768.1954692|-5.871651668999999|5.805547147|11.11300329|-199.6361567|21.70315707|-68.41568372|737.9073405|295.8603625|1.0|0.0|1.0|1.0|1.0|2.84|1.96|22.0|2.42|2.72|1.07|0.0|0.0|82.17|0.0|3.0|-2.83|22.0|-6.85|0.0|1.0|1.0|1.97|-3.24|0.00147|423.0|0.000575|166.0|0.0|0.0|0.000258|5.1739|1.16|4.3437|-945.2642633|-945.2337612|831.92|239.63|0.54606|0.61928|0.0073|-0.22593|0.0305020989999999|7.7741|7.1135|7.1135
5a_a50|0.0|0|1|0.0|1|1.3972442980000002|4.202707546|-0.203248487|-0.00148647|5.82008293|1|0.017227585|-0.06986407|-0.256097122|-0.130929632|2|2|0.028229556|-0.168135655|-0.161169418|1|0.788709546|-0.132977171|0.6759066159999999|0.969892876|-0.038932964|-0.065209836|0.2814514|0.010185297|-20.77548565|6.819160781|2.900288114|0.66527517|-0.978147545|-11.08625592|44.17662122|-12.13862875|26.21058426|2246.106104|-521.9610361|1605.985157|-6.477439183|5.892775027000001|10.76914508|-278.5298849|18.24602704|-176.38892919999998|784.5791628|462.1867149|1.0|1.0|1.0|1.0|0.0|3.5|3.28|20.0|3.66|4.33|2.62|0.0|0.0|101.86|0.0|2.0|-3.89|25.0|-5.83|0.0|1.0|1.0|3.47|-4.5|0.000129|42.0|3.14e-05|0.0102|0.0|0.0|0.000186|5.6146|3.39|4.0159|-1029.930364|-1029.905844|976.41|220.82|0.39948|0.6725399999999999|0.1156|-0.19146|0.02452028|5649.0|5.3872|5.3872
2_a49|0.0|0|0|0.0|1|1.3438506419999998|2.12788659|-0.084499704|-0.004112807|5.4161004020000005|2|-0.100166139|-0.189189114|-0.041202373|0.005918367|1|1|-0.170631119|0.055400364|-0.320124905|2|0.79056501|0.084099874|0.7701578720000001|0.81348014|-0.08647612|-0.079176085|0.41397907|0.01105681|-44.066695|226.4450566|2.871166625|0.7154059890000001|-1.187641272|-22.45560511|49.26352575|-14.409545199999998|49.7010488|2244.518609|-605.2008985|1550.010086|-7.34284831|5.667936413|10.38394173|-308.399629|20.14177325|-219.534132|845.9544764000001|439.9973344|0.0|0.0|1.0|1.0|1.0|3.09|2.5|21.0|3.28|3.7|1.88|0.0|1.0|99.52|0.0|2.0|-3.53|25.0|-6.57|0.0|1.0|1.0|2.76|-3.89|0.000292|0.0955|0.000129|0.0421|0.0|0.0|4.94e-05|5.4614|1.79|3743.0|-1046.018455|-1045.981819|941.6|227.02|0.34449|0.68172|0.0572|-0.19923|0.0366366999999999|6.7117|7.2291|7.2291
12d_a40|0.0|0|0|0.0|0|0.60499064|1.753432382|0.1028826769999999|-0.008004393|5.4161004020000005|0|0.209157499|-0.288158151|0.087954209|-0.166080871|2|2|0.3683138529999999|0.224167029|-0.552689736|0|0.7769829840000001|-0.0065648919999999|0.6948809659999999|0.840431415|-0.095675903|-0.091630294|0.0913543|0.01171131|-50.68561427|207.39648|3.286773518|0.844283549|-1.282824111|-26.85139526|55.13932669|-20.59374436|56.88984065|2270.596857|-679.5935638999999|643.5166227999999|-10.90981687|7.877041626|14.88744155|-360.0239567|24.39197636|-364.7778083|804.9352200000001|350.9435025|1.0|1.0|1.0|1.0|1.0|3.23|2.94|20.0|4.59|5.02|3.76|2.0|1.0|96.16|0.0|2.0|-6.25|23.0|-5.13|0.0|0.0|1.0|4.21|-5.58|5.58e-07|0.0002009999999999|2.61e-06|0.000942|0.0|0.0|5.2e-05|4.3959|4.14|2.7962|-2153.197255|-2153.180821|910.58|282.05|0.55983|0.70435|115.0|-0.19369|0.0164339|1.9961|7.7212|7.7212
37_a18|0.0|0|0|0.0|2|1.251176176|0.0|-0.0013530679999999|-0.005351023|4.844187086|1|-0.018268775|-0.385273662|-0.034593342|-0.011713125|0|0|-0.0276034839999999|-0.224171123|-0.44541772|0|0.725028151|0.020848396|0.699483099|0.831783747|-0.068500679|-0.074857954|0.385121249|0.009098426|-50.09028298|12.63119843|4.865006968|0.7648766029999999|-1.946306811|-36.62790634|65.15554136|-20.92960342|56.74339533|3055.795406|-1423.213033|1571.7484060000002|-15.30451633|9.460456975|18.49074823|-1040.70711|27.36337253|-387.3755475|1860.709332|1056.535856|0.0|0.0|1.0|1.0|2.0|4.31|0.0|18.0|3.68|3.3|3.33|2.0|1.0|151.14|0.0|7.0|-5.68|36.0|-6.14|0.0|1.0|0.0|2.93|-5.47|2.08e-06|0.000999|3.35e-06|0.00161|0.0|0.0|7.27e-07|3.2127|8.11|3.2127|-1532.997117|-1532.974371|1395.35|385.91|0.69305|0.69305|499.0|-0.18119|0.02274574|3.0375|7.4559|7.4559
12f_a40|0.0|0|0|0.0|0|0.604990261|1.768354671|-0.03356339|-0.006206277|5.4161004020000005|0|0.070099257|-0.235838511|0.108909202|-0.172869148|2|2|0.115814835|-0.054891771|-0.397377446|0|0.777316288|-0.160218113|0.605644757|0.909993912|-0.067004323|-0.082198664|3.43e-05|0.021549915|-37.02024147|62.72992556|6.57837176|0.7314440520000001|-1.150781297|-20.45387851|56.53158029|-18.16607804|48.92668311|2383.68369|-635.8127312999999|628.5604981|-10.03685385|8.404802652999999|16.49362536|-351.2898849|24.83590915|-255.7481174|869.2568204|384.1423925|1.0|1.0|0.0|0.0|0.0|3.24|3.61|20.0|5.35|5.44|3.99|2.0|0.0|98.25|0.0|3.0|-6.58|24.0|-4.76|0.0|0.0|1.0|4.76|-5.99|2.66e-07|0.0001|1.02e-06|0.0003819999999999|0.0|0.0|1.8100000000000003e-05|4.3313|4.77|2.8374|-2212.359379|-2212.348599|951.55|286.25|0.6679999999999999|0.7029|0.3858|-0.19526|0.01077929|4.8562|6.4202|6.4202
15_a31|0.0|1|0|0.0|1|0.610137926|0.0|0.1893807519999999|-0.018913735|5.733341277|0|-0.0302581979999999|-0.775463115|-0.070065105|-0.074455342|2|2|-0.052339921|-0.272545088|-0.6215974160000001|0|0.8022000659999999|-0.0869591359999999|0.782925607|0.567108776|-0.116196194|-0.131697567|0.287991212|0.038524836|-61.76522754|141.1489667|10.88541717|0.641533577|-1.58037081|-32.83191294|88.05886218|-22.10688462|82.24348203|2351.566145|-840.0616157|1675.977147|-11.75113151|6.148947296|11.51842782|-446.5429972|34.45943505|-150.46712390000002|1309.458532|363.593507|0.0|1.0|1.0|1.0|2.0|3.31|1.64|16.0|4.12|3.0|0.41|0.0|0.0|90.47|0.0|4.0|-4.28|24.0|-6.84|0.0|0.0|1.0|2.27|-3.57|5.27e-05|18.0|0.000272|0.0931|0.0|0.0|0.000749|4569.0|3.9|4569.0|-1460.900291|-1460.861851|925.93|271.36|0.5241899999999999|0.5241899999999999|348.0|-0.19394|0.03843988|7.5831|5.9586|5.9586
12bd_a36|0.0|1|0|0.0|2|1.297043358|0.0|-0.051990612|-0.006695407|5.351858133|2|0.025649557|-0.4017244129999999|-0.030990165|-0.0288761339999999|1|1|0.042808724|-0.169994208|-0.436345273|1|0.78699829|-0.011529973|0.857993338|0.832478093|-0.071083327|-0.099460046|0.279020022|0.0177487689999999|-46.92083391|83.92365468|7.733288012999999|0.78244124|-1.989200921|-30.9716039|75.7932235|-23.44707102|58.63647911|2772.776922|-1313.035977|2403.371086|-15.47699253|8.050812711|15.34283166|-866.7115819|29.96655829|-372.868829|1678.127264|729.1873176|1.0|0.0|1.0|0.0|2.0|4.95|0.0|17.0|3.76|2.5|2.45|1.0|0.0|133.68|0.0|5.0|-4.54|31.0|-6.38|0.0|1.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|0.0|0.0|1.86e-05|3.8786|3.79|3544.0|-1311.591775|-1311.560669|1200.23|319.66|0.69411|0.7044100000000001|0.0058|-0.19826|0.03110617|7.6908|7.7696|7.7696
6c_a31|0.0|1|0|0.0|1|0.6101347220000001|0.0|0.047405064|-0.015192833|5.733341277|0|0.137523742|-0.790027307|-0.00219333|-0.107687565|2|2|0.2301743489999999|-0.009333123|-0.582545668|0|0.790900932|-0.078059285|0.7905201209999999|0.641197273|-0.120905075|-0.126324613|0.138124296|0.03173578|-76.54198229|163.6316745|12.71919216|0.7653239190000001|-2.147518413|-48.45681657|93.4208388|-28.32375523|96.63311186|2837.949799|-1359.540251|2357.829685|-17.93106176|8.102804662|14.63492011|-860.6909647|37.00884624|-335.9398876|1776.424619|597.3075924999999|1.0|1.0|1.0|1.0|2.0|3.67|3.13|22.0|5.58|4.26|1.58|2.0|0.0|114.5|0.0|5.0|-6.09|30.0|-6.27|0.0|0.0|1.0|3.64|-4.94|8.179999999999999e-07|0.000343|1.15e-05|0.0048|0.0|0.0|7.9e-06|3.2974|5.08|3.2974|-1691.984862|-1691.948653|1125.85|376.01|0.7014699999999999|0.7014699999999999|0.5028|-0.19169|0.03620884|8.8847|6.4685|6.4685
12aq_a36|0.0|1|0|0.0|2|1.297043497|0.0|0.0332421529999999|-0.0116333169999999|5.351858133|2|0.076517478|-0.674732412|-0.1031859869999999|-0.028591187|1|1|0.131910912|-0.090926893|-0.5356623070000001|1|0.839953955|-0.0606936879999999|0.849217847|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|0.021389734|-73.0277723|86.6958382|9.548598682|0.7619767479999999|-2.319486422|-48.79273723|95.39676382|-28.69889692|87.31909781|2932.54604|-1549.740434|2906.024504|-19.17486584|8.596645087999999|14.98931431|-1035.442755|37.66374367|-350.0740123|2033.842158|689.2886595|0.0|0.0|1.0|0.0|3.0|4.83|0.0|17.0|1.92|0.98|1.28|1.0|0.0|131.85|0.0|6.0|-3.52|32.0|-7.79|0.0|0.0|0.0|1.15|-3.45|0.000304|129.0|0.000359|152.0|0.0|0.0|0.000305|3.9049|3.88|3.3759|-1401.669694|-1401.637414|1190.22|317.51|0.6933199999999999|0.7058300000000001|0.0059|-0.19967|0.03228003|8671.0|7.2596|7.2596
13a_a6|0.0|1|0|0.0|1|1.430639975|0.0|-0.042110772|-0.01115741|5.351858133|1|0.031837397|-0.602500119|0.0015242189999999|-0.0525259259999999|1|1|0.05269025|-0.180339002|-0.488098052|1|0.7722228729999999|0.090839165|0.8013954109999999|0.77450544|-0.094081761|-0.113446379|0.22670695|0.031866842|-61.52313164|154.9639272|13.62714959|0.759912392|-2.042034827|-40.23198232|87.37044493|-26.70706346|82.36189896|2820.31296|-1335.353173|2626.396685|-17.46461983|8.038453162|15.08351934|-873.2309916000002|35.14492428|-339.9303794|1757.246214|627.4287311|1.0|1.0|1.0|1.0|2.0|3.53|3.2|23.0|4.98|4.32|1.29|2.0|0.0|116.79|0.0|5.0|-5.51|31.0|-6.1|0.0|0.0|1.0|3.52|-4.99|3.11e-06|0.0012699999999999|1.02e-05|0.00417|0.0|0.0|4e-07|5.9934|4.04|3651.0|-1350.085889|-1350.057702|1166.79|206.87|0.4816|0.70072|0.2697|-0.19987|0.02818646|9.2157|7.3372|7.3372
12b_a32|0.0|1|1|0.0|0|0.609420757|0.0|0.115940697|-0.009432679|5.733341277|0|-0.044307211|-0.462201267|-0.031446256|-0.053480599|3|3|-0.079768013|-0.1534110109999999|-0.584995111|0|0.838021287|-0.0533240309999999|0.7507116140000001|0.782593|-0.081450418|-0.097525366|0.2996018789999999|0.016282332|-50.88975159|90.57560878|6.356098747000001|0.60420609|-1.267829764|-31.79562339|76.65746734|-17.22027667|61.06285882|2573.006963|-792.1327267000001|3148.185476|-10.75912958|7.076348793999999|12.42841652|-494.9199607|28.50066715|-130.2147289|1311.0306890000002|557.1050635|1.0|1.0|1.0|1.0|2.0|3.47|2.9|19.0|6.49|4.19|1.1|1.0|0.0|110.47|1.0|7.0|-5.9|27.0|-6.4|1.0|0.0|1.0|3.59|-4.43|1.27e-06|0.000505|3.72e-05|0.0148|0.0|0.0|8.86e-06|3.5703|4.12|3.5703|-1880.770588|-1880.732075|1109.93|347.27|0.70258|0.70258|0.2865|-0.19976|0.0385132|4.1080000000000005|7585.0|7585.0
12g_a36|0.0|1|0|0.0|2|1.2678464|0.0|-0.063344124|-0.006495469|5.351858133|2|0.078990142|-0.409214521|0.078155467|-0.0521750109999999|1|1|0.130052038|-0.163978382|-0.44093902|1|0.8026482070000001|-0.19532883|0.860667615|0.854238488|-0.069292341|-0.097067302|0.374686587|0.017738779|-47.63457647|24.29006276|8.382969151000001|0.779745318|-2.038413337|-32.74608471|77.14470618|-23.75074918|59.82898654|2829.45056|-1401.294202|2476.712654|-16.3273005|7.285010602000001|13.83075477|-963.3107298|30.45962398|-384.6182564|1797.1178149999998|799.5563855|1.0|1.0|1.0|1.0|2.0|5.06|0.0|17.0|3.85|3.01|2.66|2.0|0.0|138.33|0.0|6.0|-4.95|32.0|-6.19|0.0|1.0|1.0|2.66|-4.86|1.13e-05|0.0047799999999999|1.39e-05|0.00589|0.0|0.0|1.7800000000000002e-05|5.2092|4.21|3714.0|-1350.887005|-1350.861445|1241.66|238.01|0.38165|0.70097|45.0|-0.20288|0.0255597|7.8537|7.8539|7.8539
5_a18 (BIBF0775)|0.0|0|0|0.0|2|1.251175715|0.0|0.0160123|-0.005220163|4.844187086|1|-0.0366107389999999|-0.391512249|0.0002403959999999|-0.022817602|0|0|-0.054916741|-0.216531385|-0.453086741|0|0.7395978390000001|-0.001626287|0.7061155790000001|0.8432358679999999|-0.068989967|-0.078246932|0.420002762|0.008501088|-52.09190866|10.36586529|4.846666751|0.8159410579999999|-2.112667176|-39.33277643|67.25977848|-22.46761997|58.5107823|3115.979466|-1595.201018|1645.395714|-16.96451322|9.798677372|18.98829281|-1204.480438|27.535837|-477.1120625|1955.044427|1140.896548|0.0|0.0|1.0|1.0|2.0|4.42|0.0|18.0|4.09|3.69|3.52|3.0|1.0|155.95|0.0|8.0|-6.07|37.0|-5.96|0.0|1.0|0.0|3.2|-5.72|8.590000000000001e-07|0.000425|1.91e-06|0.000946|0.0|0.0|3.06e-07|3.2027|8.45|3.2027|-1572.313227|-1572.290174|1446.02|378.13|0.69298|0.69298|0.4825|-0.18092|0.02305362|2.8009|7.4685|7.4685
8b_a8|0.0|1|0|0.0|1|1.395658149|1.42474537|-0.023718767|-0.013834266|5.4161004020000005|1|0.019958073|-0.733216119|-0.0422693659999999|-0.03443232|1|1|0.031896755|0.079250224|-0.5058761820000001|1|0.778853499|0.097555876|0.726912742|0.558354653|-0.130159955|-0.11627069|0.28604765|0.032440348|-79.74587194|172.84152849999998|12.1771918|0.781454722|-2.325413799|-48.85837649|84.97574547|-29.07602182|99.62129245|2863.095568|-1424.7250689999998|1821.324722|-17.8141788|7.507665421|14.53652808|-872.8947609999999|37.20755791|-344.8810688|1823.170337|589.263087|0.0|1.0|1.0|0.0|2.0|3.52|2.93|23.0|3.65|3.03|2.12|1.0|0.0|114.18|0.0|4.0|-4.77|31.0|-6.87|0.0|0.0|0.0|2.9|-4.43|1.6899999999999997e-05|7.0|3.69e-05|0.0153|0.0|0.0|3.04e-05|4.5819|6.41|3.2992|-1407.0843|-1407.052256|1098.17|270.59|0.57234|0.70195|0.1515|-0.19921|0.03204403|7.4497|5.2941|5.2941
6a_a40|0.0|0|0|0.0|1|0.604893625|1.78213955|0.117890918|-0.014623575|6.401917197|0|-0.146542353|-0.68730803|0.104332675|-0.230955427|2|2|-0.272320301|-0.040435852|-0.620787469|0|0.801647855|-0.012261923|0.657059571|0.733750993|-0.109047987|-0.117413572|0.360858579|0.016399125|-68.11170799|185.06174|6.397774285|0.8678518190000001|-2.113444291|-42.542782200000005|81.37714586|-30.69915817|78.35465194|2936.1501780000003|-1320.063801|2536.88262|-19.17478857|6.945713476|11.8691482|-824.5159087000001|35.37373259|-459.522754|1521.070502|557.4018948|1.0|1.0|0.0|1.0|1.0|3.99|3.01|14.0|4.38|3.07|1.62|2.0|2.0|120.14|1.0|5.0|-7.11|29.0|-6.32|1.0|0.0|1.0|3.17|-4.99|7.85e-08|3.47e-05|1.03e-05|0.00457|1.0|0.0|0.0396|2.9836|7.73|2.9836|-2371.579899|-2371.560378|1103.4|415.55|0.6782699999999999|0.6782699999999999|0.4015|-0.21255|0.01952089|9.3893|7.3979|7.3979
16_a47|0.0|1|1|0.0|0|1.417579067|0.0|-0.134455235|-0.0056780519999999|4.59511985|2|-0.08282926|-0.23280014|0.001426202|0.0506476009999999|1|1|-0.236994128|-0.0574194159999999|-0.3379683979999999|2|0.812131575|-0.113476605|0.57616624|0.691860453|-0.093207587|-0.092995116|0.421094692|0.0186711289999999|-48.30620628|63.13219447|5.0150344780000005|0.697929921|-1.301931629|-25.03540372|60.36423869|-17.75645434|57.9827944|2315.178558|-674.7452647999999|833.8646097|-9.202544293|6.855429069|13.01476838|-349.69668310000003|25.44160067|-205.1602001|966.7808252999998|357.35851410000004|1.0|0.0|1.0|1.0|2.0|2.93|1.95|21.0|4.47|5.19|2.72|0.0|0.0|91.55|0.0|3.0|-4.34|25.0|-6.04|0.0|0.0|1.0|3.52|-4.42|4.56e-05|0.0154|3.84e-05|13.0|0.0|0.0|2.3e-06|4.4393|2.95|4.0806|-1167.046301|-1167.0124560000002|894.43|279.29|0.59209|0.6743899999999999|0.0909|-0.22568|0.03384512|3.8601|9.0|9.0
6b_a31|0.0|1|0|0.0|1|0.610136262|0.0|0.052690797|-0.016070861|5.733341277|0|0.11647286|-0.787472195|-0.032090772|-0.053655833|2|2|0.1978523089999999|-0.004825446|-0.57983695|0|0.78240875|-0.068433069|0.795570315|0.627853074|-0.12081047|-0.1284626569999999|0.146652651|0.032992761|-73.70779766|159.79549319999998|12.28107483|0.7459204140000001|-2.055402513|-44.96993859|93.1058799|-27.86719323|93.83704414|2776.92804|-1254.023695|2063.736075|-17.0020813|7.513612533|14.46878435|-765.0936586|37.35947255|-300.0775025|1681.1762649999998|536.6368656000001|1.0|1.0|1.0|1.0|2.0|3.55|2.73|22.0|5.19|4.0|1.36|1.0|0.0|109.69|0.0|4.0|-5.63|29.0|-6.5|0.0|0.0|1.0|3.3|-4.66|2.34e-06|0.000947|2.18e-05|0.00883|0.0|0.0|1.89e-05|3.2949|4.61|3.2949|-1652.671944|-1652.635711|1077.19|376.29|0.7013199999999999|0.7013199999999999|0.4967|-0.1918|0.03623358|8.8379|7.2676|7.2676
12b_a36 (EW-7197)|0.0|1|0|0.0|2|1.2970445309999998|0.0|-0.104514139|-0.008137593|5.351858133|2|0.027495626|-0.439429998|-0.098032695|-0.056994595|1|1|0.059005046|-0.217394466|-0.442656599|1|0.819222745|-0.001567914|0.698414933|0.7635183720000001|-0.081357853|-0.10866747|0.458627252|0.021439664|-50.90136206|81.63796416|8.392238798|0.746747352|-1.956014468|-31.84632538|80.95733534|-24.47552312|64.31504105|2772.832013|-1223.776156|2338.370858|-15.31305729|6.764872303|12.52485821|-765.6528642999999|32.77617664|-308.7538779|1638.808832|595.8790650000001||||||||||||||||||||||||||||||||3.8475|3.41|3.7725|-1332.180029|-1332.147999|1104.61|322.25|0.6824899999999999|0.69991|0.0197|-0.20546|0.03202977|7.3101|8.1549|8.1549
4b_a49|0.0|0|0|0.0|1|1.343847828|2.075628989|-0.109946885|-0.0074627159999999|5.4161004020000005|2|-0.064060521|-0.402986655|-0.033486358|0.02907541|1|1|-0.10158752|-0.089371493|-0.390006034|2|0.798826417|0.005818676|0.6967593559999999|0.7581492670000001|-0.091725536|-0.090284437|0.438784865|0.0241270029999999|-56.45224362|41.97072627|9.138717999|0.645330839|-1.534835437|-34.74338731|71.2971749|-18.89220999|71.30114509|2708.998101|-944.6104994|1701.832352|-11.62716177|7.588962922|14.53457293|-581.3580885|29.27523192|-178.8869784|1463.761596|600.3287567000001|1.0|1.0|1.0|1.0|1.0|3.37|3.1|21.0|3.71|3.26|1.66|1.0|0.0|112.36|0.0|6.0|-3.81|30.0|-7.12|0.0|0.0|1.0|2.8|-3.88|0.000155|62.0|0.000132|0.0527|0.0|0.0|3.570000000000001e-05|4.6422|3.56|3.7413|-1333.063439|-1333.026419|1121.45|267.08|0.4151899999999999|0.68242|0.0615|-0.22366|0.03702033|2.2306|7.1024|7.1024
13d_a6|0.0|1|0|0.0|1|1.424214188|0.0|-0.045686501|-0.010665225|5.351858133|1|0.077158715|-0.607917822|-0.042531782|-0.10528143|1|1|0.126028544|-0.174259072|-0.49314765|1|0.786837131|-0.027209556|0.7995080809999999|0.78862121|-0.092581323|-0.110731261|0.19992155|0.030793771|-63.04181168|156.67194009999997|14.27820079|0.769432845|-2.103893962|-42.92734103|88.02705449|-27.03045032|84.01035117|2882.382522|-1432.613867|3075.022992|-18.40596467|9.086171078|15.47559904|-975.5161277|35.13035671|-366.9322097|1861.908905|692.8471883999999|1.0|1.0|1.0|1.0|2.0|3.64|3.03|23.0|5.38|4.57|1.5|2.0|0.0|121.6|0.0|6.0|-5.95|32.0|-5.88|0.0|0.0|1.0|3.74|-5.27|1.11e-06|0.000471|5.42e-06|0.00229|0.0|0.0|1.68e-07|4.85|4.5|3.6298|-1389.403308|-1389.374844|1219.11|255.64|0.58381|0.7007399999999999|0.2513|-0.20146|0.02846332|14.0012|6.4437|6.4437
4_a47|0.0|0|0|0.0|0|1.304464196|0.0|0.004633887|-0.008204735|0.0|2|-0.158636969|-0.3692130839999999|0.0687047279999999|0.011775922|0|0|-0.247195952|-0.027355932|-0.462831711|2|0.783871003|-0.095209424|0.8124901999999999|0.874200878|-0.07804769|-0.092556319|0.444849947|0.007772995|-42.46254967|96.20929041|2.300808176|0.806604393|-1.48090111|-23.10213311|57.78603076|-19.18327632|46.69151766|2306.463316|-805.6976052|1528.797085|-10.43683449|6.468023748999999|10.818777699999998|-438.3470487|23.78275706|-333.62177030000004|998.8757964|471.7712484|1.0|0.0|1.0|1.0|2.0|2.75|3.01|22.0|4.83|5.71|3.1|2.0|0.0|106.52|0.0|3.0|-5.92|26.0|-4.99|0.0|0.0|1.0|4.32|-5.64|1.21e-06|0.0004379999999999|2.31e-06|0.0008359999999999|0.0|0.0|5.81e-07|5.7708|4.44|3.73|-1509.453558|-1509.4201369999998|988.42|214.85|0.45947|0.69157|0.2221|-0.21076|0.03342033|5.4892|7.5|7.5
