molecula|SddssS|NaaNH|n9FaRing|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|GATS1pe|RASA|FNSA3|PBF|FPSA3|PNSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Log Po/w MLOGP|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
15c_a10|0.0|0|0|2|2|1.343850105|2.154210861|-0.236118846|-0.002218445|3|0.034807692|2.063253638|-0.153072705|0.01143745|-0.1036030219999999|10.92970798|0.0123939039999999|1|-0.35845963|2|0.7655272009999999|-0.03167553|0.022187689|0.733973277|0.904458517|-0.046967376|0.418835517|0.014703076|-32.5870313|65.41494073|0.095541483|66.28884934|-0.019267867|-34.91899195|7.077912953999999|136.2098503|0.528228415|-1.233143495|-22.60962187|0.449308156|3012.018586|627.5338454|-855.5829431|-9.275357237|15.6886947|0.8158976029999999|6673.826433|327.3258326|25.30814911|1619.721543|924.9341455|0.0|1.0|1.0|1.0|0.0|21.0|2.97|1.74|1.0|6.0|-3.85|6.0|-6.99|454.57|1.0|0.0|3.1|0.0001419999999999|0.0646|2.68e-05|0.0122|0.0|0.0|7.3e-06|-0.04724|5.5913|2.2|3.6709|-1450.241475|-1450.500669|762.21|221.75|595.63|-0.26999|0.70511|-1450.139335|-0.19463|-1450.201574|4.8283|0.1|7.0
12ag_a36|0.0|1|0|2|2|1.297044434|0.0|-0.042092217|-0.008085448|2|0.043848238|0.0|-0.436614203|-0.002526241|0.0070889269999999|10.96052849|-0.050147748|1|-0.217394466|1|0.724208473|0.124298337|-0.0861053359999999|0.698414933|0.7468300940000001|-0.082492792|0.26896187|0.020136392|-52.02834065|85.84609192|0.253169906|159.6746787|-0.038937089|-43.02381535|8.009946323|0.0|0.758897371|-1.946854457|-32.81436052|0.481286668|2773.9654530000003|471.0269757|-1227.884327|-15.48857353|15.13240062|0.927847116|5906.879919|152.06382680000002|32.35969377|1617.984688|595.8790650000001|1.0|0.0|1.0|0.0|2.0|17.0|2.44|2.4|1.0|5.0|-3.89|5.0|-6.76|399.42|1.0|0.0|2.15|0.000129|0.0515|6.96e-05|0.0278|0.0|0.0|5.58e-05|-0.05486|3.8893|3.41|3.7117|-1332.185403|-1332.151245|658.68|318.79|507.72|0.69204|0.7024699999999999|-1331.9454449999998|-0.20713|-1332.003616|7.5405|17.0|7.7696
8_a4|0.0|0|0|1|1|1.304250488|2.126514848|-0.208165266|-0.001277205|2|0.038726287|1.987684188|-0.056197036|0.010647563|-0.011835327|10.9295757|0.05775266|1|-0.078942941|2|0.619844116|-0.07377839|0.097165358|0.576540652|0.925132446|-0.05397993|0.546157592|0.0103751219999999|-27.90231822|11.02158946|0.074867554|38.69916707|-0.024598141|-17.52616744|2.772101712|37.17889653|0.7261541020000001|-0.983925625|-14.42275611|0.428884426|2297.5526170000003|478.2025467|-508.5928419|-6.572312789|9.972991122|0.750959081|5162.482272|141.55141369999998|17.50981094|700.3924376|434.9654405|1.0|1.0|1.0|1.0|0.0|21.0|4.76|2.93|1.0|2.0|-4.35|3.0|-5.76|346.81|1.0|1.0|3.85|4.49e-05|0.0156|1.46e-05|0.00506|0.0|0.0|5.72e-06|-0.05864|5.3544|3.29|3.9863|-1450.239105|-1450.21384|561.6|231.56|391.01|0.30471|0.57675|-1450.071352|-0.22685|-1450.121028|5.7488|54.0|7.2676
14p_a23|0.0|0|1|0|0|1.197963748|3.3252287430000003|0.044380583|-0.005975594|2|0.045165485|0.733042138|-0.310730878|0.009895793|-0.060144819|10.31321773|-0.053921569|2|-0.131709531|2|0.708395022|0.099883916|-0.090287278|0.669357479|0.923455749|-0.063033628|0.223758613|0.0221104079999999|-42.52653933|40.58186569|0.076544251|51.64167457|-0.033660197|-36.77082544|10.06403753|84.65359899|0.751638299|-1.615689464|-28.69113861|0.464933687|3010.721939|623.0226425|-1090.0480289999998|-15.32117727|16.84664803|0.868927227|6696.264498|167.5607773|30.21311441|1450.229492|646.2584547|0.0|0.0|1.0|1.0|1.0|26.0|3.89|2.39|1.0|5.0|-5.68|5.0|-6.62|436.49|0.0|0.0|3.25|2.09e-06|0.0009109999999999|1.27e-05|0.00554|0.0|0.0|1.4800000000000002e-05|-0.09046|3.5752|3.29|3.5752|-1722.181612|-1722.152257|699.61|346.79|573.24|0.6816|0.6816|-1721.933314|-0.2382|-1721.994023|9986.0|3.0|8.5302
13f_a6|0.0|1|0|0|0|1.429020649|0.0|-0.088329567|-0.006930367|2|45.0|1.651047524|-0.381170169|-0.003356527|-0.071478789|10.95053349|-0.049928822|1|-0.223618825|2|0.841211811|-0.028317736|-0.088948538|0.790249345|0.863222493|-0.073352505|0.176745407|0.018554018|-49.2635105|62.42897239999999|0.136777507|91.85971442|-0.032802223|-41.92004677|8.368715213|0.0|0.720711855|-1.672913351|-33.08535238|0.401838426|2869.925064|579.7398537|-1123.527884|-14.79531062|15.13042752|0.6717890999999999|6128.208571|187.5697972|30.56694343|1558.914115|676.2770877|1.0|1.0|1.0|1.0|2.0|27.0|4.53|0.92|0.0|5.0|-5.11|5.0|-6.52|417.47|0.0|1.0|3.19|7.74e-06|0.00323|1.65e-05|0.00688|0.0|0.0|2.75e-08|-0.07786|4.8413|3.36|3139.0|-1347.301285|-1347.266914|711.29|256.1|568.41|0.49643|0.70541|-1347.018087|-0.2059099999999999|-1347.0794119999998|13.9612|42.0|7.3768
12ah_a36|0.0|1|0|2|2|1.297013411|0.0|-0.050415481|-0.007648622|2|0.043848238|0.0|-0.41302559|0.0005016269999999|-0.083956827|10.95983779|-0.050147748|1|-0.177407665|1|0.8941919290000001|0.011674455|-0.0861053359999999|0.8065052890000001|0.828405275|-0.0758457179999999|0.271553945|0.0184777819999999|-49.0084977|82.70705743|0.171594725|110.8777131|-0.038137281|-44.23111357|7.714903458999999|0.0|0.768906425|-1.906864035|-31.66734951|0.468162246|2786.56479|535.2826672|-1232.13999|-15.92320089|15.54445187|0.8802726820000001|6015.129321|149.3235124|32.04915319|1602.457659|629.5017194000001|1.0|0.0|1.0|0.0|2.0|17.0|2.54|2.51|1.0|5.0|-4.44|4.0|-6.49|415.88|1.0|1.0|2.34|3.64e-05|0.0151|2.55e-05|0.0106|0.0|0.0|2.77e-05|-0.05637|5.2259|3.79|3.7792|-1692.545871|-1692.512868|682.21|237.25|532.36|0.40051|0.6970000000000001|-1692.3109559999998|-0.2107099999999999|-1692.369929|7.6265|11.0|7.9586
28_a47|0.0|0|1|0|0|1.4201653580000002|1.408016295|-0.053792245|-0.009689834|2|0.038387534|1.121067445|-0.436042548|-0.013020816|-0.00496711|10.95058275|0.0467853809999999|1|-0.126992366|2|0.635684951|-0.175007067|0.074217097|0.614975047|0.605349345|-0.1132830309999999|0.310094808|0.026080156|-67.33744077|365.2310214|0.394650655|234.5873429|-0.038135461|-37.72858603|9.214964819|83.61576722|0.65225927|-1.601689367|-40.02656804|0.472690874|2616.1598940000003|359.8303775|-952.0725426|-13.47449501|14.91533234|0.8964208090000001|5633.990508|206.7032519|34.75365534|1459.653524|428.5826478|0.0|1.0|1.0|1.0|2.0|21.0|3.84|1.67|1.0|5.0|-3.67|6.0|-7.22|380.35|0.0|1.0|2.4|0.000214|0.0816|0.000217|0.0824|0.0|0.0|4.59e-05|-0.05471|3675.0|3.51|3675.0|-1335.759232|-1335.722248|599.88|337.37|461.73|0.69002|0.69002|-1335.571655|-0.2052|-1335.6279869999998|8.17|25.0|7.6
8c_a12|0.0|0|0|1|1|1.283851303|0.0|0.1948786139999999|-0.0104125509999999|3|0.038787879|0.0|-0.447739674|-0.004211843|-0.036504737|10.95472932|-0.07003012|0|-0.370782022|2|0.905486734|-0.10899871|-0.130288596|0.845077891|0.840397446|-0.067004282|0.239216075|0.019604202|-34.19075142|83.24714315|0.159602554|81.4415307|-0.038245644|-26.55601426|5.104595615|0.0|0.764449832|-1.529825767|-17.44675795|0.472503372|2190.852814|428.8355831|-780.6350769|-9.958505349|10.74930819|0.8957467170000001|4610.945152|120.19586|25.52931025|1021.17241|390.0159026|0.0|1.0|0.0|1.0|1.0|18.0|1.59|2.02|1.0|3.0|-3.47|5.0|-6.44|314.34|1.0|1.0|2.23|0.000339|107.0|0.0001899999999999|0.0598|0.0|0.0|2.28e-05|-0.06706|4.3598|2.76|3.8341|-1022.77302|-1022.750382|551.66|284.38|402.43|0.53657|0.67318|-1022.613451|-0.2227699999999999|-1022.663298|2.4806|0.04|7.3979
8_a20 (IN-1130)|0.0|1|0|0|0|1.400923668|0.0|0.063195236|-0.009430196|2|0.0396875|1.622562232|-0.528090969|-0.006620594|-0.019554464|10.94899447|-0.0574882679999999|1|-0.083481481|2|0.811128636|-0.1221465319999999|-0.0957193819999999|0.7741509329999999|0.7274271309999999|-0.09623672|0.354945501|0.0158089389999999|-63.72828772|336.574332|0.272572869|180.4986934|-0.035730972|-42.88223811|6.93243166|89.35267123|0.7481063720000001|-1.858010535|-42.20109173|0.4824986429999999|2849.395895|481.70475260000006|-1230.3809789999998|-15.66851008|15.46983888|0.932362084|6291.586155|166.8048285|31.628086|1644.660472|684.5377542|1.0|1.0|1.0|1.0|2.0|27.0|4.08|1.33|1.0|5.0|-4.85|5.0|-6.83|420.47|0.0|1.0|3.14|1.42e-05|0.00596|2.82e-05|0.0119|0.0|0.0|9.86e-08|-0.07014|4.9797|4.53|3.2329|-1368.412748|-1368.372708|696.06|248.98|517.94|0.4377|0.7007399999999999|-1368.118751|-0.20636|-1368.180121|5.4751|36.0|7.4437
13g_a6|0.0|1|0|0|0|1.424099171|0.0|-0.0961994219999999|-0.006574579|2|0.043020833|1.648997541|-0.381325604|-0.002407131|0.073394284|10.95053423|-0.080022038|1|-0.215607882|2|0.836982172|0.095969451|-0.144664763|0.789769968|0.871972049|-0.074216821|0.2141642839999999|0.017637229|-51.67543048|68.57626488|0.128027951|89.14285747|-0.0323525729999999|-44.57717132|8.550546653|0.0|0.7357333540000001|-1.747038966|-35.98038956|0.444443571|2929.039254|607.1336751|-1216.422234|-15.68456028|14.34268783|0.7999971709999999|6332.20768|184.0026638|30.61752948|1653.346592|744.1359788|1.0|1.0|1.0|1.0|2.0|27.0|4.79|1.13|0.0|6.0|-5.56|5.0|-6.31|431.49|0.0|1.0|3.47|2.77e-06|0.0012|8.8e-06|0.0038|0.0|0.0|1.15e-08|-0.07536|5.9869|3.83|3.2472|-1386.611265|-1386.573241|739.55|207.09|592.49|0.38325|0.7034100000000001|-1386.3020800000002|-0.20806|-1386.364067|13.3225|119.0|6.9245
36_a18|0.0|0|0|2|2|1.25117638|0.0|0.050448408|-0.006407141|1|0.036625514|0.0|-0.442092758|-0.000451777|-0.0077246719999999|10.94702093|0.003321395|0|-0.12139648|0|0.7343989059999999|-0.010091893|0.0059061|0.721836103|0.804293867|-0.07777765|0.3847791889999999|0.009440278|-55.38202488|110.8288932|0.195706133|139.3536816|-0.031922305|-40.46339026|4.786442152|83.34177364|0.812056067|-2.074949798|-39.43509046|0.4751830729999999|2979.013751|572.70209|-1477.479979|-16.1853561|18.21710397|0.905426346|6799.65027|133.8265619|27.99124609|1819.430996|975.4099618|1.0|1.0|1.0|1.0|3.0|18.0|2.96|3.13|1.0|7.0|-5.68|3.0|-6.18|466.57|0.0|1.0|2.8|2.09e-06|0.000975|5.19e-06|0.00242|0.0|0.0|3.210000000000001e-07|-0.04991|3.1908|7.75|3.1908|-1493.686737|-1493.661092|769.73|388.57|636.33|0.69372|0.69372|-1493.266344|-0.18124|-1493.333297|2.7547|32.0|7.4949
12bd_a36|0.0|1|0|2|2|1.297043358|0.0|-0.051990612|-0.006695407|2|0.04625323|0.0|-0.4017244129999999|0.003676818|-0.030990165|10.94639828|-0.0288761339999999|1|-0.169994208|1|0.902377067|-0.011529973|-0.047786573|0.857993338|0.832478093|-0.071083327|0.279020022|0.0177487689999999|-46.92083391|83.92365468|0.167521907|110.578217|-0.035521445|-43.33557909|7.733288012999999|0.0|0.78244124|-1.989200921|-30.9716039|0.475272043|2772.776922|549.5039111000001|-1313.035977|-15.47699253|15.34283166|0.905749421|5957.939097|143.6066496|29.96655829|1678.127264|729.1873176|1.0|0.0|1.0|0.0|2.0|17.0|2.5|2.45|1.0|5.0|-4.54|4.0|-6.38|409.49|1.0|1.0|2.42|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|0.0|0.0|1.86e-05|-0.05236|3.8786|3.79|3544.0|-1311.591775|-1311.560669|706.26|319.66|568.94|0.69411|0.7044100000000001|-1311.291779|-0.19826|-1311.352257|7.6908|17.0|7.7696
9r_a24|0.0|1|0|0|0|1.353642494|0.0|-0.134192489|-0.004640179|3|0.024179894|0.0|-0.264490176|0.007861194|0.064425793|10.96129392|-0.043274854|1|-0.2920573039999999|3|0.786430472|-0.120617935|-0.083458647|0.7526889940000001|0.8417158379999999|-0.0618978309999999|0.32720212|0.015557618|-41.49802275|71.31566881|0.158284162|106.1180928|-0.025821921|-36.86695997|6.992734796000001|89.36724924|0.6152148279999999|-1.394383716|-27.82142546|0.473403843|2644.462265|564.3096436000001|-934.8335183|-11.60626518|18.36822555|0.898988412|5501.824326|257.9706516|28.13932796|1519.52371|670.2247423|1.0|1.0|1.0|1.0|1.0|23.0|3.93|1.02|1.0|8.0|-4.02|6.0|-6.83|400.48|0.0|0.0|2.98|9.58e-05|0.0383|8.77e-05|0.0351|0.0|0.0|8.84e-07|-0.04313|4.4722|1.82|4.2877|-1294.486221|-1294.451958|713.25|277.23|616.11|0.3398|0.6204|-1294.201456|-0.21074|-1294.263358|3.0322|11.0|7.9586
22_a10|0.0|0|0|1|1|1.343837143|2.113627059|-0.067641834|-0.005035102|2|0.036101695|1.880539113|-0.332316729|0.008350227|0.01204992|10.92966136|-0.020475007|1|-0.208132084|2|0.670763832|-0.02603707|-0.033474297|0.646474494|0.8698299140000001|-0.053881447|0.775071808|0.016720696|-41.96631248|75.58376652|0.130170086|101.3847763|-0.022372463|-39.42279832|10.14325785|60.10354816|0.564323334|-1.3647202319999998|-32.68604442|0.422182297|3241.833491|677.4790907|-1062.931277|-13.57178303|15.30289992|0.730649641|7414.102179|339.3328129|30.87787063|1883.550109|916.8601445|1.0|1.0|1.0|1.0|0.0|27.0|5.6|2.8|1.0|6.0|-5.34|5.0|-6.29|475.54|0.0|0.0|4.26|4.55e-06|0.00217|2.95e-06|0.0014|0.0|0.0|2.03e-07|-0.05712|4.8251|5.65|3.8517|-1544.237634|-1544.203968|770.92|256.95|602.93|0.4483899999999999|0.6834100000000001|-1543.893507|-0.2180699999999999|-1543.959333|6.5841|1.1|5.9586
3p_a32|0.0|1|1|1|1|0.609420752|0.0|0.007752757|-0.008735261|0|0.036666667|2.1365141480000003|-0.419292538|-0.000971341|-0.111150118|10.31100269|-0.074544773|3|-0.26891009|0|0.737842269|0.058054833|-0.120768771|0.6956696440000001|0.8195708759999999|-0.070907174|0.366898545|0.021264377|-41.73212799|40.28175307|0.180429124|106.1908248|-0.029183126|-34.21384146|7.365688817|57.82331968|0.6199678829999999|-1.28405753|-24.56127372|0.416240891|2650.4178850000003|482.3550967|-755.7268222|-10.10863498|10.69458635|0.713035367|5960.446219|223.6663527|27.70403125|1218.977375|530.5658569|1.0|0.0|1.0|1.0|1.0|19.0|3.71|1.1|1.0|4.0|-5.11|4.0|-6.8|395.5|0.0|1.0|3.23|7.78e-06|0.00308|5.629999999999999e-05|0.0222|0.0|0.0|6.4e-05|-0.04963|3.6436|4.26|3.6436|-1879.554272|-1879.527843|626.32|340.28|471.04|0.7017100000000001|0.7017100000000001|-1879.350471|-0.20018|-1879.406962|5.4496|26.0|7585.0
4S4k_a46|0.0|0|0|1|1|1.134637098|2.145043462|-0.050636784|-0.0049602|1|0.0510113959999999|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|0.012963356|1|0.78837943|-0.003017362|-0.141706595|0.784722915|0.891734458|-0.089589915|0.199356973|0.007749296|-47.49082053|172.7607401|0.1082655419999999|57.39060501|-0.030477338|-24.18078772|2.177526049|0.0|0.8679099640000001|-1.46291223|-25.17446332|0.461984953|2105.538282|472.7005375|-775.4768155|-8.564028983|10.26616763|0.858684076|4719.2906570000005|70.01975807|18.61456563|893.4991504000001|519.5743695|1.0|1.0|1.0|1.0|1.0|17.0|4.77|2.84|1.0|2.0|-4.82|3.0|-5.46|333.43|1.0|1.0|3.79|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|0.0|8.28e-05|-0.02074|5.2854|4.52|4.0774|-1053.441953|-1053.415665|566.82|234.58|487.43|0.5716|0.67893|-1053.202208|-0.1947|-1053.255345|2.5693|197.0|6.7055
5_a47|0.0|0|0|0|0|1.304329328|0.0|0.019688132|-0.009295857|2|0.037492877|1.284688504|-0.390426|-0.012670377|-0.002627182|10.9367109|0.045246333|0|-0.0428873159999999|2|0.7063295709999999|0.065981732|0.0743193|0.675164258|0.807957755|-0.087763105|0.526509524|0.009936558|-46.33853208|104.9032216|0.192042245|101.3974575|-0.038537768|-27.93318665|2.770107005|0.0|0.781571204|-1.502972943|-24.46654029|0.4736061789999999|2368.870941|426.5981263000001|-793.5630764|-10.74353333|11.13432113|0.8997183470000001|5501.708422|115.3294396|26.03444329|1015.343288|416.1194472|1.0|1.0|1.0|1.0|2.0|22.0|5.96|3.26|1.0|3.0|-5.65|4.0|-5.19|365.79|0.0|1.0|4.29|2.25e-06|0.000824|3.18e-06|0.00116|0.0|0.0|7.590000000000001e-07|-0.05535|3.7083|4.37|3.7083|-1569.369195|-1569.333281|561.61|334.35|401.16|0.69291|0.69291|-1569.20723|-0.20954|-1569.258939|3.8816|0.02|7.7
21_a10|0.0|0|0|1|1|1.343837211|2.093218896|0.036507898|-0.009308076|2|0.035818182|1.817620533|-0.549176498|0.001533145|-0.023060773|10.92966143|-0.003554514|1|-0.03765494|2|0.7135035209999999|0.057775125|-0.005970601|0.68876002|0.7747854129999999|-0.091053776|0.8663152820000001|0.018892889|-64.32920271|240.7558768|0.225214587|159.11338909999998|-0.03292131|-42.25440548|9.430154402|74.3822498|0.704106635|-1.777750751|-45.44837698|0.391384102|3104.255496|547.3834282|-1255.975247|-16.4322688|13.78215169|0.643072426|7048.414464|209.0477207|33.03306591|1783.785559|746.5727327999999|1.0|1.0|1.0|0.0|1.0|27.0|5.6|2.81|1.0|5.0|-5.77|6.0|-6.07|448.47|0.0|0.0|4.04|1.69e-06|0.0007599999999999|3.12e-06|0.0014|0.0|0.0|8.68e-07|-0.06082|5.9596|5.57|3.8599|-1485.499561|-1485.461532|716.1|208.04|517.44|0.4226399999999999|0.68165|-1485.216871|-0.2226|-1485.278495|1.1872|4.8|5.3188
12g_a40|0.0|0|0|0|0|0.604990688|1.687211672|0.037440516|-0.01011728|0|0.036630824|0.726175674|-0.354104815|-0.001011175|0.075327376|10.31197254|-0.211162861|2|0.106286677|0|0.777835705|0.020185301|-0.326139923|0.6941475490000001|0.8702014570000001|-0.0951493559999999|0.289122732|0.012706769|-49.94706785|130.7472028|0.129798543|68.1355805|-0.0435406|-27.42361099|3.501413627|0.0|0.852031227|-1.393299206|-26.21888031|0.465725912|2287.970776|456.7977427|-731.3891821000001|-11.99782981|14.39849078|0.871698484|5211.675486|77.67373972|26.82520454|858.4065454|335.7078145|1.0|0.0|0.0|0.0|1.0|20.0|5.14|3.76|1.0|2.0|-6.46|3.0|-4.91|362.23|0.0|1.0|4.4|3.43e-07|0.000124|1.62e-06|0.000586|0.0|0.0|8.57e-05|-0.07424|4.0224|4.84|3.1577|-2173.044757|-2173.0224510000003|540.25|308.23|429.31|0.67055|0.6988|-2172.9382|-0.20615|-2172.988604|2.7075|724.0|6.1403
12al_a36|0.0|1|0|2|2|1.297043737|0.0|-0.06777947|-0.008463062|2|0.042739018|0.0|-0.4908576189999999|0.00127667|-0.074215038|10.96020817|-0.031635802|1|-0.239932418|1|0.8913597320000001|0.125005134|-0.055405405|0.84179881|0.801179217|-0.077842923|0.2689491989999999|0.026927826|-51.22331485|114.2305891|0.198820783|130.8308989|-0.035305316|-45.86257662|11.65999569|0.0|0.671084645|-1.906487074|-33.70669917|0.456856406|2843.740855|527.2034213000001|-1254.533926|-15.28752554|16.15533063|0.841133748|6049.668466|216.4375922|34.61874732|1869.412355|679.7230552999999|1.0|0.0|1.0|0.0|2.0|17.0|1.89|1.72|1.0|6.0|-3.95|5.0|-6.93|411.46|0.0|0.0|1.81|0.000113|0.0464|8.499999999999999e-05|35.0|1.0|0.0|8.340000000000001e-05|-0.04998|3878.0|2.92|3.5511|-1347.479819|-1347.445127|702.95|319.71|554.23|0.6945399999999999|0.70417|-1347.196501|-0.1955599999999999|-1347.257936|8.1781|48.0|7.3188
1l_a5|0.0|1|0|0|0|1.270375394|0.0|-0.244609612|-0.00183668|2|0.025672515|0.0|-0.089997343|0.008244856|-0.019865028|10.94421389|-0.05139414|1|0.043915678|2|0.7245669790000001|-0.174469948|-0.091849662|0.71872376|0.890289002|-0.068685233|0.357062421|0.0078543119999999|-38.79937717|167.86839980000002|0.109710998|61.974288|-0.026512937|-21.62050954|2.506287665|0.0|0.769406114|-1.219595099|-21.91725365|0.47265823|2227.730859|502.9124512|-688.9330988|-8.460199385|14.03493287|0.896303416|4665.793689|130.25942849999998|19.46541135|895.4089219|518.5792364|1.0|1.0|1.0|1.0|1.0|23.0|5.32|2.57|1.0|4.0|-5.04|3.0|-5.4|340.42|1.0|1.0|4.06|9.06e-06|0.00308|1.04e-05|0.00356|0.0|0.0|5.02e-07|-0.04149|4.6403|3.89|4.3664|-1069.261615|-1069.229786|609.85|267.19|486.81|0.45892|0.57392|-1069.047151|-0.21939|-1069.101032|3.3694|32.0|7.4949
LY364947_a10|0.0|1|0|0|0|1.390175303|0.0|-0.278922508|-0.00235945|2|0.0273958329999999|2.084955541|-0.084940213|0.007575|0.010202602|10.9303125|-0.006198347|1|0.072909639|2|0.706034038|-0.072740964|-0.012096774|0.681525895|0.8431045490000001|-0.076999385|0.449473391|0.009678082|-34.01613475|144.7228349|0.156895451|69.31194102|-0.029665114|-14.69643595|1.88879448|0.0|0.7234846559999999|-0.978948758|-15.02735938|0.486715511|1896.845282|372.4595738|-432.4716757000001|-5.78950507|9.161732895|0.948237326|3903.496845|122.1566022|18.1140017|597.7620559999999|287.99188260000005|1.0|1.0|1.0|1.0|1.0|21.0|3.69|1.74|1.0|2.0|-3.54|3.0|-6.02|272.3|1.0|1.0|2.8|0.00029|0.0789|0.000137|0.0374|0.0|0.0|1.7199999999999998e-05||||||||||||||||59.0|7.2291
11b_a50|0.0|0|1|1|1|1.3979498330000002|4.071188272|-0.154649459|-0.002908227|1|0.038040936|2.114272566|-0.13377846|0.011959339|-0.218953127|10.94500697|-0.133073229|2|-0.277408878|1|0.701976536|-0.146696566|-0.20645662|0.667956827|0.931316325|-0.0445367309999999|0.229754094|0.019455771|-23.23499995|7.949039772000001|0.068683675|35.832562100000004|-0.02494328|-19.0090431|5.295379767|86.04123302|0.642051995|-1.047617742|-12.12179711|0.42907551|2286.724895|485.8716402|-546.5465781|-6.788943965|9.979494111|0.751545111|4884.730303|186.7429782|20.26785036|851.2497152000001|439.9973344|0.0|0.0|1.0|1.0|0.0|20.0|3.73|2.25|2.0|2.0|-3.58|3.0|-6.24|327.38|1.0|1.0|2.96|0.000263|0.0862|6.97e-05|0.0228|0.0|0.0|0.000441|-0.02817|4.6471|3.05|3.9863|-1045.98235|-1045.961211|560.06|266.8|431.63|0.53885|0.64477|-1045.798634|-0.19501|-1045.849774|3.7922|1.7|5.7696
17e_a50|0.0|0|1|2|2|1.320916122|4.3906140030000005|-0.153175103|-0.0020746479999999|2|0.031870748|2.2384546640000003|-0.141076059|0.012036705|-0.086639125|10.94500663|-0.114420412|2|-0.310566368|1|0.7596299459999999|-0.1710526319999999|-0.202197068|0.736221185|0.930108205|-0.046347299|0.4239465089999999|0.012865274|-32.24487658|10.68364489|0.069891795|48.62532158|-0.02665495|-35.33972521|6.227183052000001|86.98647608|0.803671114|-1.67926185|-22.43349867|0.489797496|2883.936138|647.0975667|-1168.300905|-12.90180444|16.70124474|0.960006062|6301.28046|136.5904997|23.07468625|1453.705234|904.3172644|0.0|1.0|1.0|1.0|0.0|20.0|4.68|2.91|1.0|6.0|-4.87|4.0|-6.08|438.57|1.0|0.0|4.03|1.34e-05|0.00589|6.58e-06|0.00288|0.0|0.0|2.03e-05|-0.03156|4.2373|3.8|4.0298|-1375.295877|-1375.268259|757.34|292.6|602.89|0.6322800000000001|0.66478|-1374.927998|-0.19805|-1374.992422|8.8326|155.0|6.8097
7f_a8|0.0|1|0|0|0|1.394802504|1.2793830309999998|-0.139912829|-0.005338193|0|0.044814815|0.0|-0.234880498|0.00112124|-0.087673259|10.94343485|0.0260356679999999|1|0.141285105|0|0.515235986|-0.048917705|0.041366689|0.507325475|0.770229267|-0.091890536|0.3155671539999999|0.0138113419999999|-52.28313554|53.09327646|0.229770733|130.7330978|-0.040738044|-28.45850692|4.471132824|55.49953831|0.880922225|-1.670259798|-29.74763659|0.4513917389999999|2534.956113|438.23883319999993|-950.3309426|-13.18808857|14.04331892|0.822794279|5662.145174|67.75191165|26.31197491|1078.790971|446.5544107|1.0|0.0|0.0|0.0|1.0|23.0|5.49|4.27|1.0|3.0|-5.68|4.0|-5.27|373.35|0.0|1.0|4.63|2.09e-06|0.00078|3.16e-06|0.00118|0.0|1.0|1.31e-06|-0.07492|3.8187|6.81|3.4810000000000003|-1285.196168|-1285.168078|584.99|324.68|495.55|0.7024199999999999|0.6987399999999999|-1285.017838|-0.21998|-1285.071664|11.6137|35.65|4.4479
