molecula|SddssS|NaaNH|n9FaRing|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|GATS1pe|RASA|FNSA3|PBF|FPSA3|PNSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Log Po/w MLOGP|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12q_a30|0.0|0|0|2|2|0.60498366|0.0|0.144208934|-0.015322396|2|0.0438779959999999|0.0|-0.873376576|-0.00695299|0.004165554|10.31162828|-0.021542639|1|-0.226973911|1|0.613786308|0.01661722|-0.032887649|0.593245722|0.845745827|-0.087348134|0.596557166|0.014790072|-59.52322773|82.72757145|0.154254173|105.1162273|-0.045799658|-53.67653794|6.868090132000001|0.732186841|0.820640722|-2.427381881|-40.56199584|0.473741611|3305.289025|576.3319634|-1654.134991|-21.2680622|13.96052394|0.900207238|7990.060758|122.2240555|38.03137394|2015.662819|696.6414817000001|1.0|0.0|1.0|0.0|1.0|17.0|4.78|2.82|1.0|7.0|-6.7|8.0|-5.66|482.48|0.0|0.0|3.42|1.99e-07|9.63e-05|1.2e-06|0.000579|0.0|0.0|3.19e-05|-0.05105|5.0573|5.52|3.4834|-1988.033527|-1987.999444|713.16|245.16|537.96|0.34138|0.68516|-1987.781386|-0.19897|-1987.847256|6.821000000000001|36.0|7.4449
12af_a36|0.0|1|0|2|2|1.29704271|0.0|0.04293386|-0.00989889|2|0.039953704|0.0|-0.6038322939999999|-0.00233752|-0.074383486|10.96037047|0.00146554|1|-0.213993335|1|0.859938421|-0.062279009|0.002492952|0.817582774|0.755275519|-0.082549457|0.154396546|0.021921402|-57.32748365|89.56100543|0.244724481|169.9519197|-0.035153522|-50.86129548|10.57220682|127.6527374|0.6702409189999999|-2.003750775|-39.81177462|0.448767097|3013.98446|524.5103537|-1391.529319|-16.95376516|15.59375751|0.8141152220000001|6499.41155|229.0052411|36.42391023|2076.162883|757.7532208|0.0|0.0|1.0|0.0|3.0|17.0|1.65|1.49|1.0|7.0|-3.54|5.0|-7.66|438.48|0.0|0.0|1.47|0.000292|128.0|0.000227|0.0997|0.0|0.0|5.18e-05|-0.05882|5.2352|4.5|3.2299|-1440.982935|-1440.954069|737.4|236.83|589.48|0.50179|0.70508|-1440.675702|-0.19246|-1440.740243|9.4631|15.0|7.8239
18c_a22|0.0|0|0|0|0|1.194229067|1.804590026|-0.191807441|-0.003749104|2|0.038137255|1.642882533|-0.213698903|0.005449965|0.009519672|10.31286086|0.006275578|1|-0.143402172|2|0.7290394929999999|-0.032031791|0.010828071|0.6922232890000001|0.931073539|-0.057956428|0.5003904610000001|0.019843706|-40.094865000000006|30.63947336|0.068926461|47.68404831|-0.028825841|-36.55965924|9.49723261|15.22791009|0.682690024|-1.52776956|-27.73804808|0.4777430589999999|3090.601885|644.1264387|-1056.927003|-13.79609783|14.04085897|0.914766316|7101.057047|219.5183688|29.21094233|1548.179944|779.8043336000001|1.0|1.0|1.0|1.0|1.0|27.0|4.98|1.47|1.0|6.0|-5.8|5.0|-6.63|461.54|0.0|1.0|3.72|1.6e-06|0.000739|7.98e-06|0.0036799999999999|0.0|0.0|1.58e-07|-0.07207|5655.0|3.5|3.7222|-1783.562578|-1783.5397829999995|707.08|219.25|583.88|0.4609|0.60449|-1783.277296|-0.22365|-1783.340519|1.0733|26.0|7585.0
1f_a5|0.0|1|0|0|0|1.218960329|0.0|-0.139907335|-0.00645569|2|0.029105691|0.0|-0.277594656|-0.0012491689999999|-0.174016111|10.94527671|-0.000625|1|0.004923698|2|0.525406088|-0.060528915|-0.000969932|0.513260607|0.888073448|-0.091412569|0.45528118|0.008403353|-50.98614411|201.7057715|0.111926552|62.42799372|-0.035639589|-26.08772825|2.614237829|0.21377016|0.757522389|-1.425583552|-28.43795894|0.4670794829999999|2482.949545|495.3305784|-795.1314464|-11.0872845|13.35549635|0.8764524309999999|5474.331675|135.2439659|26.24118632|1049.647453|403.396385|1.0|1.0|1.0|1.0|1.0|23.0|6.37|2.73|1.0|4.0|-4.79|6.0|-5.73|366.34|0.0|1.0|4.23|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|0.0|0.0|4.86e-07|-0.05346|4.7485|3.58|4.5758|-1288.353339|-1288.3196369999998|577.11|261.1|442.04|0.47267|0.42446|-1288.209882|-0.2357|-1288.263745|4.9879|0.24|6.6198
14ad_a23|0.0|0|1|0|0|1.197962774|3.3437482860000003|-0.1101542319999999|-0.00790478|2|0.0444129979999999|0.735584095|-0.4663820279999999|0.008996289|-0.05348283|10.31321689|-0.031279567|2|-0.253318853|2|0.7763406840000001|0.165157698|-0.050707765|0.7317531540000001|0.887131635|-0.059168372|0.224009311|0.033831691|-42.29008971|52.63180108|0.112868365|80.67170209999999|-0.029653934|-43.85199724|17.28310144|114.237062|0.575880959|-1.630966366|-30.226481300000003|0.46995189|3209.330728|634.0697778|-1165.7193140000002|-15.14887177|16.34071148|0.8866211979999999|7308.229822|303.1354708|36.80430179|2024.236598|770.8206617000001|0.0|0.0|1.0|1.0|1.0|26.0|4.03|2.42|1.0|7.0|-5.8|6.0|-6.68|471.53|0.0|0.0|3.39|1.6e-06|0.000753|8.22e-06|0.0038799999999999|0.0|0.0|1.17e-05|-0.06925|3.3867|2.99|3.3867|-1858.957788|-1858.942973|747.83|366.09|618.01|0.6956600000000001|0.6956600000000001|-1858.668058|-0.20659|-1858.733603|6.7584|4.0|8.3595
1k_a5|0.0|1|0|0|0|1.427567903|0.0|-0.216088148|-0.0030192829999999|2|0.026339869|0.0|-0.120771321|0.003886035|-0.145151027|10.9489659|-0.011848312|1|0.045204303|2|0.567806811|-0.011552666|-0.022280685|0.558485747|0.7836926809999999|-0.078995018|0.425724957|0.010892351|-40.40908188|165.11680719999998|0.216307319|110.6497654|-0.0301207529999999|-19.44172742|2.850231839|0.498979532|0.724954458|-1.114467843|-20.67084672|0.48165588|2171.394196|400.8898627|-570.0944662|-7.881781385|12.9461019|0.929220303|4479.484358|140.69669409999997|21.25369168|786.3865923|357.34245360000006|1.0|1.0|1.0|1.0|1.0|23.0|4.76|2.29|1.0|3.0|-3.97|4.0|-5.99|316.33|1.0|1.0|3.42|0.000106|0.0336|4.970000000000001e-05|0.0157|0.0|0.0|1.58e-06|-0.04516|4.7221|3.1|4.4063|-1050.548505|-1050.51717|533.8|262.56|398.63|0.53086|0.5282|-1050.418953|-0.22504|-1050.468159|2.3036|48.0|7.3188
4a_a46|0.0|0|0|1|1|1.13463711|2.180332577|-0.214093513|-0.001042349|2|0.0473245609999999|0.0|-0.051075084|0.012632881|-0.11172225|10.96352058|-0.0466186959999999|1|-0.129430244|2|0.679741138|-0.215877982|-0.06611606|0.683616517|0.923958017|-0.05488948|0.264863483|0.00935578|-28.50561609|6.579492736000001|0.076041983|39.49069232|-0.022129285|-18.30276019|2.523263761|55.05332552|0.742626378|-1.017947119|-14.80375017|0.4289963579999999|2042.529911|479.8368017|-528.6479264|-5.968291366|9.831485239|0.751302315|4481.754309|133.66119809999998|15.47527339|711.8625758999999|480.9500663|1.0|1.0|1.0|1.0|0.0|17.0|4.46|2.35|1.0|2.0|-3.93|3.0|-5.87|318.42|1.0|1.0|3.43|0.000117|0.0372|4.89e-05|0.0156|0.0|0.0|4.86e-05|-0.02921|4.5454|3.4|4.5454|-994.237445|-994.2146342|560.87|272.77|467.4|0.6893600000000001|0.6893600000000001|-994.028172|-0.21988|-994.079365|3.7138|181.0|6.7423
7_a47|0.0|0|0|0|0|1.304326965|0.0|0.00763426|-0.008206422|2|0.04030303|1.303301032|-0.3939082339999999|-0.0091074509999999|-0.085507035|10.93671034|-0.0781924059999999|0|-0.04311702|2|0.6995252890000001|-0.04402021|-0.124285418|0.671549194|0.8473227320000001|-0.081264417|0.427432212|0.008915606|-45.82735481|103.5602725|0.152677268|86.09912617|-0.036250645|-30.51603217|2.8353037860000003|0.0|0.816979353|-1.631279045|-25.84337052|0.405265781|2491.885862|477.8297898|-919.9254234|-11.52827882|10.90440708|0.681423344|5958.904826|103.2106353|25.02240371|1126.008167|526.6144628999999|1.0|1.0|1.0|1.0|2.0|22.0|6.52|3.69|1.0|4.0|-6.47|4.0|-4.8|393.84|0.0|1.0|4.89|3.41e-07|0.000134|8.75e-07|0.000345|0.0|0.0|1.3900000000000001e-07|-0.05297|3.7203|5.08|3.7203|-1647.996662|-1647.963177|604.84|333.26|455.81|0.69314|0.69314|-1647.7863539999998|-0.2073699999999999|-1647.841533|4.4255|25.0|7.6
6_a3|0.0|0|0|0|0|0.605016564|0.0|0.155665791|-0.008934536|2|0.038650794|2.000787282|-0.330577816|-0.007540435|0.05584062|10.3116226|0.032782484|1|0.036673175|2|0.881253042|-0.155862559|0.055002252|0.773152968|0.783322023|-0.1042506469999999|0.556539611|0.010921391|-52.01903278|236.2008316|0.216677977|108.118071|-0.037726468|-24.56680878|2.7192240510000003|77.06094911|0.80281499|-1.282699916|-25.95647951|0.387883362|2196.107822|390.8623623|-640.0421597|-9.393191593|8.982311462|0.633675574|4992.54948|98.39146166|23.4484528|797.2473951000001|353.7528308|1.0|1.0|1.0|1.0|1.0|21.0|4.66|2.11|1.0|2.0|-5.44|3.0|-5.68|338.81|0.0|1.0|3.63|3.67e-06|0.00124|1.34e-05|0.00455|0.0|0.0|1.11e-05|-0.06529|5.8279|3.09|3.3963|-1731.735113|-1731.7043199999998|524.88|212.74|366.93|0.3369|0.69323|-1731.602363|-0.21179|-1731.6508010000002|3.7185|1778.0|5.7501
9c_a31|0.0|1|0|1|1|0.610135804|0.0|0.031715924|-0.013082561|0|0.03482906|0.0|-0.6933757159999999|-0.003618466|-0.1047269419999999|10.311698300000002|-0.062737615|2|-0.223856622|0|0.8083148840000001|-0.000533581|-0.108617754|0.770283733|0.6746901059999999|-0.103325018|0.287455956|0.030296721|-65.84728287|153.5739377|0.325309894|207.3144829|-0.035867334|-52.02424796|12.30439782|552.8237349999999|0.670716706|-1.7933667130000002|-41.96335759|0.4558841429999999|2592.448925|429.9685721|-1142.882218|-14.56678943|15.04941978|0.837843885|5658.985169|209.8466636|34.07943198|1703.9715989999995|583.9691392000001|1.0|1.0|1.0|1.0|2.0|16.0|3.7|1.08|1.0|8.0|-5.23|5.0|-6.53|398.48|0.0|1.0|3.32|5.85e-06|0.00233|6.94e-05|0.0277|0.0|0.0|2.31e-05|-0.03249|3849.0|4.94|3849.0|-1618.157698|-1618.115927|691.3|322.12|588.58|0.7007399999999999|0.7007399999999999|-1617.892493|-0.19224|-1617.9568470000002|2.2323|0.42|6.3768
3e_a32|0.0|1|1|0|0|0.609420788|0.0|0.015619823|-0.006553709|0|0.044949495|2.220794149|-0.275255791|0.000655875|-0.114649277|10.31100276|-0.080731823|3|-0.1395294259999999|0|0.8315372|-0.061561535|-0.12378337|0.77923808|0.8681696109999999|-0.073411249|0.290874543|0.0124235339999999|-39.56206964|47.09895162|0.131830389|71.04473954|-0.030786645|-29.05885545|3.608094688|0.0|0.7752553659999999|-1.200679139|-21.32040233|0.4513338939999999|2212.661182|467.865447|-647.0582188|-8.941186293|10.68709999|0.822602107|4827.877259000001|121.1171726|21.40099522|834.6388134|421.3548777|1.0|1.0|1.0|1.0|1.0|19.0|5.24|1.94|1.0|3.0|-6.52|3.0|-5.2|340.47|0.0|1.0|4.3|3.02e-07|0.000103|6.6e-06|0.00225|0.0|0.0|4.13e-05|-0.0534399999999999|3.5589|3.52|3.5589|-1672.748189|-1672.722302|578.77|348.38|456.76|0.7025399999999999|0.7025399999999999|-1672.576776|-0.20098|-1672.62984|5.6928|8.0|8.0862
12l_a30|0.0|0|0|2|2|0.60498366|0.0|0.157020295|-0.015371073|2|0.044036281|0.0|-0.876151158|-0.00695299|0.154540315|10.31162828|-0.02588969|1|-0.226973911|1|0.613786308|-0.045411075|-0.0395239879999999|0.593245722|0.834279405|-0.0905026719999999|0.37422435|0.0154211289999999|-63.31694493|103.5499036|0.165720595|115.9404641|-0.045581702|-53.74781658|7.548024079|1.697908189|0.8218150790000001|-2.415830189|-44.29742723|0.462727396|3306.001879|583.6736326|-1690.148855|-22.31041443|17.23248653|0.861252543|7576.362669|124.6606826|38.8038646|2056.604824|696.6414817000001|1.0|0.0|1.0|0.0|1.0|17.0|4.78|2.82|1.0|7.0|-6.7|8.0|-5.66|482.48|0.0|0.0|3.42|1.99e-07|9.63e-05|1.2e-06|0.000579|0.0|0.0|3.19e-05|-0.0545299999999999|5.0454|5.52|3.5245|-1988.033039|-1987.998976|729.17|245.74|574.72|0.39486|0.68488|-1987.782294|-0.20397|-1987.848331|2.9851|61.0|7.2154
1m_a5|0.0|1|0|0|0|1.3047206409999998|0.0|-0.252787668|-0.002410445|2|0.026339869|0.0|-0.096417794|0.006422789|-0.10797859|10.94856032|-0.011848312|1|0.07132816|2|0.691858366|0.077347244|-0.022280685|0.63664685|0.8823955520000001|-0.070959368|0.429612762|0.009030414|-37.380714700000006|154.6334216|0.117604448|61.95289543|-0.028977918|-19.83596661|2.506013299|0.235629561|0.73847373|-1.072182971|-19.69180207|0.482646195|2183.167528|464.8375158|-564.8157081|-8.041608085|13.35855701|0.932913201|4584.808374|137.7695311|20.67140479|764.8419772000001|383.4128238|1.0|1.0|1.0|1.0|1.0|23.0|4.85|2.4|1.0|3.0|-4.52|3.0|-5.71|332.79|1.0|1.0|3.63|2.99e-05|0.00996|1.82e-05|0.00607|0.0|0.0|7.82e-07|-0.0507699999999999|4.6678|3.48|4.3983|-1410.912452|-1410.88022|553.42|265.61|423.2|0.4527899999999999|0.45426|-1410.783167|-0.22857|-1410.833395|2.4582|43.0|7.3665
15_a3|0.0|0|0|1|1|0.619596467|0.0|0.079167398|-0.006742751|3|0.045993266|1.809035179|-0.289938297|-0.006419472|0.126641951|10.33806279|0.021805556|0|-0.039798975|3|0.968837995|-0.103599654|0.036380489|0.911346861|0.7789088340000001|-0.092342351|0.451058529|0.007901554|-47.26593592|315.5421792|0.221091166|113.1667185|-0.037667|-28.19600959|2.070175472|0.0|0.850327497|-1.50667999|-24.19332693|0.461565365|2116.88728|398.6887321|-771.2023653|-9.868603355|9.975434973|0.85723565|4617.470007|76.61068671|22.67368656|906.9474625|402.781061|1.0|1.0|1.0|1.0|1.0|16.0|1.56|0.96|2.0|2.0|-2.77|5.0|-7.35|321.4|0.0|0.0|1.2|0.0017|547.0|0.000951|306.0|0.0|0.0|0.000535|-0.06319|6.0077|2.33|3.7072|-1328.688126|-1328.665275|553.81|206.37|398.12|0.2843199999999999|0.67902|-1328.531138|-0.22079|-1328.581677|2.3271|25.0|7.6021
8_a10|0.0|0|0|1|1|1.3430438530000002|2.071128354|-0.075368755|-0.00560152|2|0.035828092|1.546251312|-0.296880569|0.0087730469999999|-0.15615298|10.92578782|-0.106100115|1|-0.132343104|2|0.6357042860000001|-0.015871527|-0.167376069|0.616731847|0.874843982|-0.059655303|0.597912185|0.015758182|-32.63117642|32.98071169999999|0.125156018|68.45976606|-0.029917593|-25.80127401|4.714910465|9.35593124|0.722649449|-1.465962037|-17.849103399999997|0.431797417|2612.274447|478.5356341|-801.8744912000001|-8.951462413|10.75705296|0.7599356820000001|6289.86818|151.7094758|22.64553798|1109.631361|583.7217118|0.0|0.0|1.0|1.0|0.0|21.0|4.2|2.46|1.0|4.0|-4.52|5.0|-6.25|384.43|1.0|1.0|3.55|3.05e-05|0.0117|2.4100000000000003e-05|0.00926|0.0|0.0|9.59e-06|-0.0623299999999999|4.6964|4.58|3684.0|-1257.84172|-1257.819281|594.63|264.0|416.69|0.41583|0.68815|-1257.59269|-0.21789|-1257.648047|1.5482|526.0|6279.0
14_a1|0.0|1|0|1|1|1.430935835|0.0|0.043282217|-0.015636898|1|0.035620155|0.0|-0.766207981|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|-0.033765606|1|0.838928085|-0.08530265|-0.083341531|0.795744863|0.593170871|-0.12658238|0.206941175|0.033047776|-74.96297518|161.1772893|0.406829129|240.9270705|-0.046308519|-42.99041175|11.59015807|104.2594419|0.753357398|-2.083883365|-44.39360096|0.47517581|2678.985809|351.2799603|-1234.09038|-16.24082222|14.21658628|0.905399978|5748.712211|146.0634832|36.40268318|1638.120743|513.4628663999999|1.0|1.0|1.0|1.0|2.0|23.0|3.63|1.54|1.0|4.0|-4.52|5.0|-6.73|384.39|0.0|1.0|2.85|3.03e-05|0.0116|5.660000000000001e-05|0.0218|0.0|0.0|7.81e-06|-0.05962|3.8344|4.57|3.3061|-1292.588129|-1292.55322|621.08|323.35|464.08|0.6572600000000001|0.69894|-1292.359534|-0.19322|-1292.415211|5.3099|94.0|7.0269
8g_a12|0.0|1|1|1|1|1.28383574|0.0|0.10205033|-0.0084227909999999|2|0.038347953|1.714060666|-0.40429396|0.005898773|-0.094550033|10.95472263|-0.040257632|1|0.122649613|1|0.804158158|-0.04981165|-0.070405398|0.7714487940000001|0.8576253690000001|-0.076856227|0.274352085|0.008910823|-42.39297373|84.95000993|0.142374631|78.53214058|-0.042752517|-31.79592789|2.7111119089999995|0.0|0.90166696|-1.881110729|-23.38345638|0.463772637|2506.427441|473.055878|-1037.59814|-13.00742505|12.83559677|0.864880588|5327.736626|54.23932676|26.15353224|1150.7554189999998|480.0590283|0.0|1.0|1.0|1.0|2.0|21.0|2.07|2.89|1.0|3.0|-4.38|5.0|-6.28|353.38|0.0|0.0|2.77|4.15e-05|0.0146|4.61e-05|0.0163|0.0|0.0|3.53e-06|-0.06432|4.2057|3.68|3731.0|-1154.321531|-1154.281986|590.93|294.8|418.41|462.0|0.55027|-1154.121362|-0.21633|-1154.173831|4.2131|3715.0|5.43
17a_a22|0.0|0|0|0|0|1.2689202|1.866510299|-0.0422459529999999|-0.005149751|2|0.043274232|1.67348685|-0.314134834|0.00220634|-0.094996254|10.94643739|-0.005724389|1|-0.126659773|2|0.830653242|0.155547571|-0.010355535|0.7994946709999999|0.8594770140000001|-0.072161482|0.345497724|0.0140462319999999|-49.30541729|286.3611391|0.140522986|96.01444244|-0.030843667|-41.03828927|6.55749888|0.0|0.710958975|-1.758088991|-33.68866751|0.485943988|2910.035347|587.2505892999999|-1201.24073|-14.39939974|16.63169381|0.945313306|6343.687177000001|197.4916253|29.64221498|1689.6062539999998|784.2697099|1.0|1.0|1.0|1.0|1.0|27.0|4.93|2.01|1.0|7.0|-4.75|5.0|-6.39|435.5|1.0|0.0|2.25|1.7899999999999998e-05|0.0078099999999999|1.09e-05|0.00473|0.0|0.0|3.23e-07|-0.15124|4.8502|5.13|1.3971|-1408.300966|-1408.279257|731.19|255.63|577.52|0.46268|0.71303|-1407.8711|-0.21338|-1407.935792|2268.0|82.0|7.0862
7_a27|0.0|0|0|0|0|1.40247849|3.330197625|0.112935885|-0.00601016|2|0.049625|1.280380317|-0.288487667|0.010291744|-0.096754293|10.93773474|-0.056500475|1|-0.323631281|2|0.6413629129999999|0.147753647|-0.08694032|0.62067794|0.85111414|-0.060745542|0.358145768|0.015099075|-34.09779211|10.66993367|0.14888586|83.57286704|-0.0300556429999999|-26.6343589|4.757447929|60.73467304|0.763564713|-1.352503929|-19.13983132|0.466714317|2334.058688|477.7488532|-759.1898319000001|-9.469994277|12.087978|0.875167537|5082.120742|132.7162621|22.09489892|994.2704516|479.0078184|1.0|0.0|0.0|1.0|0.0|21.0|3.05|2.88|1.0|3.0|-4.06|4.0|-6.26|345.4|1.0|1.0|3.14|8.66e-05|0.0299|5.2e-05|18.0|0.0|0.0|8.4e-05|-0.04887|4.1205|5.37|4.1205|-1122.455548|-1122.433757|606.74|300.9|505.5|0.61278|0.61278|-1122.249324|-0.2162099999999999|-1122.304359|6.3813|1.0|9.0
12aj_a36|0.0|1|0|2|2|1.29704406|0.0|-0.056210607|-0.00706023|2|0.043848238|0.0|-0.402433117|0.002951176|-0.103202936|10.95354213|-0.042227364|1|-0.1763783589999999|1|0.90414347|0.091113865|-0.072770961|0.856274847|0.8269863129999999|-0.073002742|0.251263868|0.018305468|-46.79363201|82.34300699|0.173013687|110.89910559999998|-0.0368515929999999|-42.23511741|7.521007149|0.0|0.77492734|-1.953134451|-29.99399664|0.47532973|2710.647462|530.0854761|-1251.929069|-15.14089115|15.35536375|0.905958957|5763.333098|144.26810480000003|30.48195872|1615.543812|662.0530478999999|1.0|0.0|1.0|0.0|2.0|17.0|2.19|2.24|1.0|5.0|-4.16|4.0|-6.55|395.46|1.0|0.0|2.14|6.929999999999999e-05|0.0274|5.05e-05|0.02|0.0|0.0|4.270000000000001e-05|-0.05275|5.2301|3.48|3.6017|-1272.27339|-1272.241135|682.84|237.06|539.55|0.4112|0.70423|-1271.9998859999998|-0.20093|-1272.060325|7.8393|17.0|7.7696
19l_a38|0.0|1|0|2|2|1.297043246|0.0|-0.086107169|-0.007360265|2|0.04391253|0.0|-0.426895387|-0.001197042|-0.02967593|10.94917392|-0.032264281|1|-0.191751024|1|0.723755855|-0.032569307|-0.053823023|0.700181525|0.799611189|-0.079681862|0.51306986|0.0219046379999999|-51.6277901|133.9992534|0.200388811|129.8367176|-0.037359603|-42.34617024|9.195687319|19.55998015|0.7374102309999999|-2.017418574|-33.45088372|0.430111845|2921.048554|518.0872716|-1307.13389|-15.68376675|11.52660233|0.754730276|6705.993411|170.13821069999997|32.82593886|1772.6006989999998|696.3887025|1.0|0.0|1.0|1.0|3.0|17.0|3.09|2.75|1.0|6.0|-4.94|4.0|-6.39|427.48|0.0|1.0|3.22|1.15e-05|0.0049|1.89e-05|0.00807|0.0|0.0|2.25e-05|-0.0603299999999999|3.6709|4.08|3354.0|-1409.5865199999998|-1409.557954|660.04|337.75|502.31|0.69413|0.7044|-1409.309206|-0.2001|-1409.37001|9026.0|14.0|7.8633
13b_a50|0.0|0|1|2|2|1.267593379|4.253030728|-0.067327798|-0.003876697|2|0.032833333|2.117002752|-0.263615417|0.010435712|-0.042022102|10.94500743|-0.054716607|2|-0.269353185|1|0.749187803|-0.041506802|-0.097736369|0.71935296|0.906164013|-0.051509874|0.435064196|0.019899348|-36.81915624|104.0753113|0.093835987|67.07377798|-0.026928544|-41.27630533|10.16729727|150.45293569999998|0.700410304|-1.696498291|-26.31826007|0.4321103879999999|3036.874979|647.7242444|-1212.6536230000002|-13.75876844|16.75483549|0.7609056040000001|6639.077063000001|214.1461224|27.48170624|1731.347493|900.2031356000001|1.0|1.0|1.0|1.0|0.0|20.0|5.12|2.52|1.0|7.0|-5.02|5.0|-6.3|455.55|0.0|0.0|3.99|9.65e-06|0.0044|7.92e-06|0.00361|0.0|0.0|2.68e-05|-0.02606|4.2315|3.63|4.1161|-1470.401544|-1470.3699789999998|780.4|293.0|617.26|0.65332|0.63872|-1470.039226|-0.19622|1470.104535|7.1645|1.83|5.7375
12a_a40|0.0|0|0|0|0|0.604990853|1.784989449|0.021610099|-0.00431394|0|0.036587302|0.8332127109999999|-0.14667395|0.01039129|0.100414476|10.31197265|-0.226763788|2|0.031326603|0|0.58630452|0.023863832|-0.375724138|0.525051106|0.940879765|-0.064340227|0.000279043|0.011766311|-32.81611621|107.5277007|0.059120235|30.15370934|-0.033799|-19.46913691|3.060902482|49.24750281|0.85136964|-1.047769006|-16.73754566|0.476055146|2185.594734|479.8867095|-534.4045424999999|-8.792513441|14.43505064|0.908597808|4873.458436|75.8074911|20.24838026|627.699788|323.26151960000004|1.0|0.0|0.0|0.0|0.0|20.0|5.43|4.34|1.0|2.0|-6.41|2.0|-4.56|346.23|1.0|1.0|4.78|3.86e-07|0.000134|1.13e-06|0.00039|0.0|1.0|2.13e-05|-0.08015|3.0966|5.01|3.0966|-2097.826771|-2097.8163050000003|530.55|400.39|429.21|0.6998800000000001|0.6998800000000001|-2097.7296100000003|-0.2091|-2097.779499|3.8054|1778.0|5.7501
17g_a50|0.0|0|1|2|2|1.320916184|4.377239517|-0.185924266|-0.002050512|2|0.029160757|2.236579664|-0.13328325|0.012079|-0.022378911|10.94501702|-0.1155555559999999|2|-0.323333765|1|0.754575205|-0.10642733|-0.2126789369999999|0.7276268779999999|0.920663175|-0.048170917|0.442201795|0.014550016|-32.14758511|10.60268439|0.079336825|52.94662161|-0.025918901|-31.48270383|6.48022912|85.51402581|0.749948388|-1.555134042|-21.45417373|0.467997084|2821.3922|614.4183967|-1037.842058|-11.54365807|15.28352231|0.879688945|6102.424958|166.8756987|23.06474408|1383.884645|829.3813984|0.0|1.0|1.0|1.0|0.0|20.0|4.37|2.71|1.0|6.0|-4.46|4.0|-6.28|424.54|1.0|0.0|3.63|3.4899999999999995e-05|0.0148|1.39e-05|0.0059|0.0|0.0|4.6500000000000005e-05|-0.0323|4.0458|3.22|4.0458|-1335.976491|-1335.946919|725.92|306.45|559.45|0.6623600000000001|0.6623600000000001|-1335.631756|-0.19929|-1335.693266|9.1706|246.0|6.6091
11_a1|0.0|1|0|1|1|1.430935838|0.0|0.033732316|-0.018080197|1|0.035620155|0.0|-0.867849442|-0.0127744789999999|-0.05257082|10.94957487|-0.044235537|1|-0.117419838|1|0.823460272|-0.069193862|-0.075188762|0.7846345840000001|0.5955245029999999|-0.131972845|0.2027328789999999|0.034974992|-77.81495049|274.39137789999995|0.404475497|238.4902806|-0.048723884|-43.84323456|12.15946748|84.40380304|0.751878145|-2.143850877|-45.88191258|0.47723847|2697.640232|351.1382199|-1264.075578|-16.93943154|14.2257294|0.912918113|5798.645137|146.29971719999998|38.20963621|1681.223993|495.0560271000001|1.0|1.0|1.0|1.0|2.0|23.0|4.23|1.95|1.0|4.0|-5.07|6.0|-6.27|385.37|0.0|1.0|3.22|8.48e-06|0.00327|2.17e-05|0.00838|0.0|0.0|1.29e-05|-0.06546|3.7383|5.26|3.1924|-1312.462371|-1312.4282380000002|614.86|331.66|471.76|0.68162|0.69914|-1312.241032|-0.19462|-1312.2963630000002|7.1743|0.17|6.7696
